geo,alternative_gdppercapita_ppp_inflation_adjusted_from_pwt,time
grc,12280.0,1991
grc,12250.0,1992
grc,11930.0,1993
grc,12050.0,1994
grc,12190.0,1995
grc,12380.0,1996
grc,12750.0,1997
grc,13100.0,1998
grc,13480.0,1999
grc,13980.0,2000
grc,14590.0,2001
grc,15090.0,2002
grc,15790.0,2003
grc,16490.0,2004
grd,3015.0,1970
grd,3049.0,1971
grd,3082.0,1972
grd,3122.0,1973
grd,3182.0,1974
grd,3237.0,1975
grd,3278.0,1976
grd,3347.0,1977
grd,3567.0,1978
grd,3403.0,1979
grd,3540.0,1980
grd,3326.0,1981
grd,3548.0,1982
grd,3707.0,1983
grd,4052.0,1984
grd,4360.0,1985
grd,4466.0,1986
grd,3660.0,1987
grd,3823.0,1988
grd,3977.0,1989
grd,4203.0,1990
grd,4318.0,1991
grd,4529.0,1992
grd,4456.0,1993
grd,4483.0,1994
grd,4692.0,1995
grd,4796.0,1996
grd,5011.0,1997
grd,5410.0,1998
grd,5566.0,1999
grd,5896.0,2000
grd,5962.0,2001
grd,6100.0,2002
grd,6141.0,2003
gtm,2275.0,1950
gtm,2279.0,1951
gtm,2320.0,1952
gtm,2316.0,1953
gtm,2274.0,1954
gtm,2188.0,1955
gtm,2240.0,1956
gtm,2289.0,1957
gtm,2382.0,1958
gtm,2464.0,1959
gtm,2493.0,1960
gtm,2575.0,1961
gtm,2568.0,1962
gtm,2646.0,1963
gtm,2662.0,1964
gtm,2700.0,1965
gtm,2806.0,1966
gtm,2815.0,1967
gtm,2952.0,1968
gtm,3091.0,1969
gtm,3152.0,1970
gtm,3184.0,1971
gtm,3406.0,1972
gtm,3485.0,1973
gtm,3513.0,1974
gtm,3552.0,1975
gtm,3566.0,1976
gtm,3707.0,1977
gtm,3764.0,1978
gtm,3931.0,1979
gtm,4067.0,1980
gtm,3959.0,1981
gtm,3810.0,1982
gtm,3704.0,1983
gtm,3604.0,1984
gtm,3532.0,1985
gtm,3478.0,1986
gtm,3405.0,1987
gtm,3445.0,1988
gtm,3478.0,1989
gtm,3500.0,1990
gtm,3492.0,1991
gtm,3447.0,1992
gtm,3509.0,1993
gtm,3546.0,1994
gtm,3608.0,1995
gtm,3664.0,1996
gtm,3654.0,1997
gtm,3743.0,1998
gtm,3824.0,1999
gtm,3859.0,2000
gtm,3829.0,2001
gtm,3783.0,2002
gtm,3805.0,2003
gin,2689.0,1959
gin,3067.0,1960
gin,3218.0,1961
gin,3094.0,1962
gin,3142.0,1963
gin,2807.0,1964
gin,2865.0,1965
gin,2851.0,1966
gin,2749.0,1967
gin,2728.0,1968
gin,2637.0,1969
gin,2319.0,1970
gin,2374.0,1971
gin,2335.0,1972
gin,2310.0,1973
gin,2380.0,1974
gin,2398.0,1975
gin,2560.0,1976
gin,2434.0,1977
gin,2516.0,1978
gin,2463.0,1979
gin,2546.0,1980
gin,2464.0,1981
gin,2474.0,1982
gin,2297.0,1983
gin,2163.0,1984
gin,2107.0,1985
gin,2146.0,1986
gin,2146.0,1987
gin,2253.0,1988
gin,2233.0,1989
gin,2196.0,1990
gin,2158.0,1991
gin,2188.0,1992
gin,2207.0,1993
gin,2130.0,1994
gin,2261.0,1995
gin,2323.0,1996
gin,2392.0,1997
gin,2543.0,1998
gin,2553.0,1999
gin,2546.0,2000
gin,2721.0,2001
gin,2853.0,2002
gin,2888.0,2003
gin,2934.0,2004
gnb,480.4,1960
gnb,471.9,1961
gnb,467.7,1962
gnb,546.7,1963
gnb,587.3,1964
gnb,630.1,1965
gnb,568.1,1966
gnb,640.7,1967
gnb,661.3,1968
gnb,729.8,1969
gnb,690.1,1970
gnb,678.4,1971
gnb,625.5,1972
gnb,632.4,1973
gnb,663.8,1974
gnb,761.5,1975
gnb,719.1,1976
gnb,705.9,1977
gnb,651.2,1978
gnb,655.6,1979
gnb,505.4,1980
gnb,635.7,1981
gnb,631.4,1982
gnb,632.3,1983
gnb,654.8,1984
gnb,628.9,1985
gnb,634.6,1986
gnb,619.8,1987
gnb,603.6,1988
gnb,639.0,1989
gnb,641.8,1990
gnb,643.9,1991
gnb,454.3,1992
gnb,541.0,1993
gnb,623.2,1994
gnb,631.5,1995
gnb,667.0,1996
gnb,671.3,1997
gnb,492.0,1998
gnb,543.1,1999
gnb,762.4,2000
gnb,576.7,2001
gnb,548.1,2002
gnb,582.8,2003
guy,3733.0,2000
hti,1768.0,1970
hti,1818.0,1971
hti,1769.0,1972
hti,1794.0,1973
hti,1845.0,1974
hti,1871.0,1975
hti,2107.0,1976
hti,2141.0,1977
hti,2272.0,1978
hti,2339.0,1979
hti,2612.0,1980
hti,2557.0,1981
hti,2329.0,1982
hti,2278.0,1983
hti,2283.0,1984
hti,2265.0,1985
hti,2199.0,1986
hti,2120.0,1987
hti,2160.0,1988
hti,1945.0,1989
hti,1950.0,1990
hti,1905.0,1991
hti,1781.0,1992
hti,1898.0,1993
hti,1712.0,1994
hti,1912.0,1995
hti,1873.0,1996
hti,1882.0,1997
hti,1931.0,1998
hti,1934.0,1999
hti,2069.0,2000
hnd,1764.0,1950
hnd,1755.0,1951
hnd,1656.0,1952
hnd,1725.0,1953
hnd,1530.0,1954
hnd,1507.0,1955
hnd,1721.0,1956
hnd,1697.0,1957
hnd,1766.0,1958
hnd,1807.0,1959
hnd,1719.0,1960
hnd,1710.0,1961
hnd,1705.0,1962
hnd,1655.0,1963
hnd,1695.0,1964
hnd,1802.0,1965
hnd,1819.0,1966
hnd,1805.0,1967
hnd,1876.0,1968
hnd,1837.0,1969
hnd,1848.0,1970
hnd,1999.0,1971
hnd,2075.0,1972
hnd,2077.0,1973
hnd,1861.0,1974
hnd,1960.0,1975
hnd,2098.0,1976
hnd,2136.0,1977
hnd,2250.0,1978
hnd,2336.0,1979
hnd,2303.0,1980
hnd,2405.0,1981
hnd,2446.0,1982
hnd,2345.0,1983
hnd,2298.0,1984
hnd,2350.0,1985
hnd,2341.0,1986
hnd,2384.0,1987
hnd,2381.0,1988
hnd,2445.0,1989
hnd,2366.0,1990
hnd,2305.0,1991
hnd,2362.0,1992
hnd,2330.0,1993
hnd,2169.0,1994
hnd,2214.0,1995
hnd,2284.0,1996
hnd,2332.0,1997
hnd,2333.0,1998
hnd,2164.0,1999
hnd,2240.0,2000
hnd,2258.0,2001
hnd,2294.0,2002
hnd,2292.0,2003
hnd,2313.0,2004
hkg,3264.0,1960
hkg,3356.0,1961
hkg,3664.0,1962
hkg,4360.0,1963
hkg,4799.0,1964
hkg,5459.0,1965
hkg,5875.0,1966
hkg,5821.0,1967
hkg,5956.0,1968
hkg,6528.0,1969
hkg,6988.0,1970
hkg,7475.0,1971
hkg,8043.0,1972
hkg,8798.0,1973
hkg,8639.0,1974
hkg,8656.0,1975
hkg,9556.0,1976
hkg,10720.0,1977
hkg,11740.0,1978
hkg,12340.0,1979
hkg,13330.0,1980
hkg,14200.0,1981
hkg,14460.0,1982
hkg,14970.0,1983
hkg,15970.0,1984
hkg,16080.0,1985
hkg,17410.0,1986
hkg,19350.0,1987
hkg,20760.0,1988
hkg,21180.0,1989
hkg,22000.0,1990
hkg,23190.0,1991
hkg,24500.0,1992
hkg,25620.0,1993
hkg,26620.0,1994
hkg,26890.0,1995
hkg,27160.0,1996
hkg,27920.0,1997
hkg,25490.0,1998
hkg,25360.0,1999
hkg,27240.0,2000
hkg,27020.0,2001
hkg,27160.0,2002
hkg,27660.0,2003
hkg,29640.0,2004
hun,5725.0,1970
hun,5872.0,1971
hun,6419.0,1972
hun,6880.0,1973
hun,7054.0,1974
hun,7235.0,1975
hun,7501.0,1976
hun,7987.0,1977
hun,7886.0,1978
hun,8523.0,1979
hun,8503.0,1980
hun,8779.0,1981
hun,9081.0,1982
hun,9198.0,1983
hun,9475.0,1984
hun,9554.0,1985
hun,9769.0,1986
hun,10160.0,1987
hun,10330.0,1988
hun,10330.0,1989
hun,10090.0,1990
hun,9018.0,1991
hun,9035.0,1992
hun,9541.0,1993
hun,9408.0,1994
hun,9534.0,1995
hun,9595.0,1996
hun,10000.0,1997
hun,10400.0,1998
hun,10820.0,1999
hun,11380.0,2000
hun,11950.0,2001
hun,12520.0,2002
hun,13020.0,2003
hun,13640.0,2004
isl,6282.0,1950
isl,6119.0,1951
isl,5894.0,1952
isl,6665.0,1953
isl,7152.0,1954
isl,7789.0,1955
isl,7795.0,1956
isl,7618.0,1957
isl,8169.0,1958
isl,8216.0,1959
isl,8252.0,1960
isl,8085.0,1961
isl,8528.0,1962
isl,9308.0,1963
isl,10140.0,1964
isl,10730.0,1965
isl,11480.0,1966
isl,11300.0,1967
isl,10450.0,1968
isl,10510.0,1969
isl,11120.0,1970
isl,12810.0,1971
isl,12910.0,1972
isl,13850.0,1973
isl,14910.0,1974
isl,14680.0,1975
isl,14750.0,1976
isl,16260.0,1977
isl,17070.0,1978
isl,17720.0,1979
isl,18560.0,1980
isl,19150.0,1981
isl,19350.0,1982
isl,18680.0,1983
isl,19230.0,1984
isl,19640.0,1985
isl,20630.0,1986
isl,22200.0,1987
isl,21920.0,1988
isl,21700.0,1989
isl,21740.0,1990
isl,21510.0,1991
isl,20620.0,1992
isl,20590.0,1993
isl,21180.0,1994
isl,20980.0,1995
isl,21890.0,1996
isl,22840.0,1997
isl,24000.0,1998
isl,24720.0,1999
isl,25790.0,2000
isl,26310.0,2001
isl,25500.0,2002
isl,26350.0,2003
isl,27910.0,2004
ind,741.9,1950
ind,726.3,1951
ind,771.8,1952
ind,798.7,1953
ind,809.5,1954
ind,808.2,1955
ind,798.6,1956
ind,802.3,1957
ind,843.9,1958
ind,849.3,1959
ind,870.4,1960
ind,894.4,1961
ind,918.9,1962
ind,984.0,1963
ind,1023.0,1964
ind,992.8,1965
ind,966.1,1966
ind,1018.0,1967
ind,1061.0,1968
ind,1152.0,1969
ind,1154.0,1970
ind,1187.0,1971
ind,1159.0,1972
ind,1163.0,1973
ind,1126.0,1974
ind,1179.0,1975
ind,1204.0,1976
ind,1252.0,1977
ind,1316.0,1978
ind,1285.0,1979
ind,1350.0,1980
ind,1392.0,1981
ind,1427.0,1982
ind,1456.0,1983
ind,1519.0,1984
ind,1581.0,1985
ind,1633.0,1986
ind,1702.0,1987
ind,1785.0,1988
ind,1841.0,1989
ind,1897.0,1990
ind,1867.0,1991
ind,1897.0,1992
ind,1933.0,1993
ind,1976.0,1994
ind,2104.0,1995
ind,2181.0,1996
ind,2244.0,1997
ind,2368.0,1998
ind,2593.0,1999
ind,2644.0,2000
ind,2724.0,2001
ind,2847.0,2002
ind,2990.0,2003
idn,1099.0,1960
idn,1114.0,1961
idn,1062.0,1962
idn,1026.0,1963
idn,1068.0,1964
idn,1019.0,1965
idn,1056.0,1966
idn,1018.0,1967
idn,1119.0,1968
idn,1181.0,1969
idn,1279.0,1970
idn,1364.0,1971
idn,1514.0,1972
idn,1694.0,1973
idn,1716.0,1974
idn,1734.0,1975
idn,1863.0,1976
idn,1978.0,1977
idn,2067.0,1978
idn,2067.0,1979
idn,2083.0,1980
idn,2075.0,1981
idn,1960.0,1982
idn,2096.0,1983
idn,2246.0,1984
idn,2214.0,1985
idn,2317.0,1986
idn,2416.0,1987
idn,2611.0,1988
idn,2793.0,1989
idn,2917.0,1990
idn,3123.0,1991
idn,3313.0,1992
idn,3467.0,1993
idn,3576.0,1994
idn,3695.0,1995
idn,3907.0,1996
idn,3958.0,1997
idn,3604.0,1998
idn,3596.0,1999
idn,3772.0,2000
idn,3826.0,2001
idn,3976.0,2002
idn,4121.0,2003
idn,4064.0,2004
irn,2661.0,1955
irn,2570.0,1956
irn,2665.0,1957
irn,2746.0,1958
irn,2878.0,1959
irn,3269.0,1960
irn,3200.0,1961
irn,3393.0,1962
irn,3472.0,1963
irn,3586.0,1964
irn,4013.0,1965
irn,4173.0,1966
irn,4359.0,1967
irn,4739.0,1968
irn,5043.0,1969
irn,5797.0,1970
irn,6547.0,1971
irn,7149.0,1972
irn,7797.0,1973
irn,7395.0,1974
irn,7067.0,1975
irn,8271.0,1976
irn,7005.0,1977
irn,6609.0,1978
irn,6322.0,1979
irn,5433.0,1980
irn,4554.0,1981
irn,4780.0,1982
irn,4985.0,1983
irn,5219.0,1984
irn,5206.0,1985
irn,4583.0,1986
irn,4281.0,1987
irn,4074.0,1988
irn,3986.0,1989
irn,4420.0,1990
irn,4620.0,1991
irn,5059.0,1992
irn,5142.0,1993
irn,5505.0,1994
irn,5258.0,1995
irn,5373.0,1996
irn,5416.0,1997
irn,5694.0,1998
irn,5816.0,1999
irn,6046.0,2000
irn,6015.0,2001
irn,6358.0,2002
irn,6398.0,2003
irq,2003.0,1970
irq,2099.0,1971
irq,1898.0,1972
irq,2138.0,1973
irq,2142.0,1974
irq,2223.0,1975
irq,2827.0,1976
irq,2756.0,1977
irq,3285.0,1978
irq,3656.0,1979
irq,3386.0,1980
irq,2033.0,1981
irq,2116.0,1982
irq,2812.0,1983
irq,2622.0,1984
irq,2380.0,1985
irq,2628.0,1986
irq,3026.0,1987
irq,3003.0,1988
irq,2713.0,1989
irq,2538.0,1990
irq,929.8,1991
irq,1148.0,1992
irq,1652.0,1993
irq,1656.0,1994
irq,1343.0,1995
irq,1975.0,1996
irq,1340.0,1997
irq,2130.0,1998
irq,2643.0,1999
irq,2445.0,2000
irq,2469.0,2001
irq,2275.0,2002
irq,1230.0,2003
irl,4479.0,1950
irl,4613.0,1951
irl,4590.0,1952
irl,4757.0,1953
irl,4825.0,1954
irl,5045.0,1955
irl,4948.0,1956
irl,4874.0,1957
irl,4881.0,1958
irl,5141.0,1959
irl,5380.0,1960
irl,5639.0,1961
irl,5819.0,1962
irl,6070.0,1963
irl,6282.0,1964
irl,6378.0,1965
irl,6393.0,1966
irl,6712.0,1967
irl,7256.0,1968
irl,7661.0,1969
irl,7752.0,1970
irl,7952.0,1971
irl,8432.0,1972
irl,8824.0,1973
irl,8974.0,1974
irl,8982.0,1975
irl,9144.0,1976
irl,9701.0,1977
irl,10310.0,1978
irl,10640.0,1979
irl,10620.0,1980
irl,10830.0,1981
irl,10730.0,1982
irl,10540.0,1983
irl,10770.0,1984
irl,10980.0,1985
irl,10980.0,1986
irl,11270.0,1987
irl,11740.0,1988
irl,12450.0,1989
irl,13460.0,1990
irl,13660.0,1991
irl,13990.0,1992
irl,14280.0,1993
irl,15060.0,1994
irl,16490.0,1995
irl,17770.0,1996
irl,19650.0,1997
irl,21020.0,1998
irl,23190.0,1999
irl,24950.0,2000
irl,26140.0,2001
irl,27220.0,2002
irl,28250.0,2003
irl,28960.0,2004
isr,4620.0,1950
isr,4936.0,1951
isr,4465.0,1952
isr,4265.0,1953
isr,4838.0,1954
isr,5320.0,1955
isr,5781.0,1956
isr,5717.0,1957
isr,5873.0,1958
isr,6291.0,1959
isr,6526.0,1960
isr,7106.0,1961
isr,7521.0,1962
isr,7918.0,1963
isr,8340.0,1964
isr,8700.0,1965
isr,8407.0,1966
isr,8420.0,1967
isr,9776.0,1968
isr,10890.0,1969
isr,11460.0,1970
isr,12250.0,1971
isr,13090.0,1972
isr,13980.0,1973
isr,14240.0,1974
isr,14490.0,1975
isr,13940.0,1976
isr,13490.0,1977
isr,14010.0,1978
isr,14350.0,1979
isr,14010.0,1980
isr,14580.0,1981
isr,14710.0,1982
isr,15010.0,1983
isr,14690.0,1984
isr,14710.0,1985
isr,15150.0,1986
isr,16190.0,1987
isr,16280.0,1988
isr,15910.0,1989
isr,16540.0,1990
isr,17160.0,1991
isr,17680.0,1992
isr,18000.0,1993
isr,18820.0,1994
isr,19660.0,1995
isr,20330.0,1996
isr,20510.0,1997
isr,20780.0,1998
isr,20960.0,1999
isr,22240.0,2000
isr,21600.0,2001
isr,20950.0,2002
isr,20720.0,2003
isr,21240.0,2004
ita,4274.0,1950
ita,4616.0,1951
ita,4780.0,1952
ita,5077.0,1953
ita,5259.0,1954
ita,5560.0,1955
ita,5760.0,1956
ita,5961.0,1957
ita,6194.0,1958
ita,6571.0,1959
ita,7103.0,1960
ita,7640.0,1961
ita,8065.0,1962
ita,8467.0,1963
ita,8611.0,1964
ita,8822.0,1965
ita,9306.0,1966
ita,9887.0,1967
ita,10490.0,1968
ita,11060.0,1969
ita,11590.0,1970
ita,11720.0,1971
ita,12000.0,1972
ita,12730.0,1973
ita,13340.0,1974
ita,12940.0,1975
ita,13740.0,1976
ita,13970.0,1977
ita,14420.0,1978
ita,15190.0,1979
ita,15730.0,1980
ita,15790.0,1981
ita,15870.0,1982
ita,16030.0,1983
ita,16480.0,1984
ita,16970.0,1985
ita,17410.0,1986
ita,17930.0,1987
ita,18630.0,1988
ita,19170.0,1989
ita,19530.0,1990
ita,19780.0,1991
ita,19890.0,1992
ita,19590.0,1993
ita,19980.0,1994
ita,20540.0,1995
ita,20720.0,1996
ita,21130.0,1997
ita,21510.0,1998
ita,21870.0,1999
ita,22490.0,2000
ita,22830.0,2001
ita,22900.0,2002
ita,22920.0,2003
ita,23170.0,2004
jam,2235.0,1953
jam,2444.0,1954
jam,2647.0,1955
jam,2882.0,1956
jam,3178.0,1957
jam,3205.0,1958
jam,3263.0,1959
jam,3394.0,1960
jam,3526.0,1961
jam,3577.0,1962
jam,3759.0,1963
jam,3885.0,1964
jam,3951.0,1965
jam,3916.0,1966
jam,3851.0,1967
jam,3831.0,1968
jam,3925.0,1969
jam,4410.0,1970
jam,4498.0,1971
jam,4881.0,1972
jam,4854.0,1973
jam,4677.0,1974
jam,4452.0,1975
jam,4353.0,1976
jam,4274.0,1977
jam,4232.0,1978
jam,4026.0,1979
jam,3729.0,1980
jam,3761.0,1981
jam,3743.0,1982
jam,3913.0,1983
jam,3798.0,1984
jam,3619.0,1985
jam,3620.0,1986
jam,3966.0,1987
jam,4015.0,1988
jam,4244.0,1989
jam,4446.0,1990
jam,4419.0,1991
jam,4585.0,1992
jam,4743.0,1993
jam,4714.0,1994
jam,4682.0,1995
jam,4612.0,1996
jam,4561.0,1997
jam,4680.0,1998
jam,4541.0,1999
jam,4521.0,2000
jam,4580.0,2001
jam,4588.0,2002
jam,4584.0,2003
jpn,2392.0,1950
jpn,2594.0,1951
jpn,2847.0,1952
jpn,2996.0,1953
jpn,3112.0,1954
jpn,3304.0,1955
jpn,3498.0,1956
jpn,3709.0,1957
jpn,3846.0,1958
jpn,4149.0,1959
jpn,4632.0,1960
jpn,5154.0,1961
jpn,5551.0,1962
jpn,5975.0,1963
jpn,6599.0,1964
jpn,6879.0,1965
jpn,7539.0,1966
jpn,8305.0,1967
jpn,9286.0,1968
jpn,10320.0,1969
jpn,11330.0,1970
jpn,11690.0,1971
jpn,12500.0,1972
jpn,13360.0,1973
jpn,12970.0,1974
jpn,13170.0,1975
jpn,13530.0,1976
jpn,13970.0,1977
jpn,14600.0,1978
jpn,15290.0,1979
jpn,15520.0,1980
jpn,15850.0,1981
jpn,16150.0,1982
jpn,16270.0,1983
jpn,16660.0,1984
jpn,17430.0,1985
jpn,17870.0,1986
jpn,18470.0,1987
jpn,19670.0,1988
jpn,20640.0,1989
jpn,21640.0,1990
jpn,22290.0,1991
jpn,22400.0,1992
jpn,22360.0,1993
jpn,22500.0,1994
jpn,22880.0,1995
jpn,23610.0,1996
jpn,23940.0,1997
jpn,23580.0,1998
jpn,23460.0,1999
jpn,23970.0,2000
jpn,23950.0,2001
jpn,23760.0,2002
jpn,24040.0,2003
jpn,24660.0,2004
jor,3186.0,1954
jor,2622.0,1955
jor,3424.0,1956
jor,3489.0,1957
jor,3957.0,1958
jor,4202.0,1959
jor,4187.0,1960
jor,4581.0,1961
jor,4455.0,1962
jor,4615.0,1963
jor,4875.0,1964
jor,5231.0,1965
jor,5214.0,1966
jor,5307.0,1967
jor,4963.0,1968
jor,4871.0,1969
jor,4249.0,1970
jor,4022.0,1971
jor,4070.0,1972
jor,3802.0,1973
jor,3646.0,1974
jor,3273.0,1975
jor,3580.0,1976
jor,3383.0,1977
jor,4002.0,1978
jor,4227.0,1979
jor,4429.0,1980
jor,4245.0,1981
jor,4462.0,1982
jor,4572.0,1983
jor,4969.0,1984
jor,5058.0,1985
jor,5364.0,1986
jor,5272.0,1987
jor,4958.0,1988
jor,4063.0,1989
jor,3538.0,1990
jor,3408.0,1991
jor,3384.0,1992
jor,3412.0,1993
jor,3602.0,1994
jor,3783.0,1995
jor,3764.0,1996
jor,3891.0,1997
jor,3912.0,1998
jor,3892.0,1999
jor,3902.0,2000
jor,3905.0,2001
jor,3922.0,2002
jor,3742.0,2003
kaz,8718.0,1993
kaz,7087.0,1994
kaz,6362.0,1995
kaz,6352.0,1996
kaz,6253.0,1997
kaz,5877.0,1998
kaz,6092.0,1999
kaz,6520.0,2000
kaz,7193.0,2001
kaz,8493.0,2002
kaz,10170.0,2003
ken,1096.0,1950
ken,1263.0,1951
ken,1150.0,1952
ken,1060.0,1953
ken,1107.0,1954
ken,1122.0,1955
ken,1156.0,1956
ken,1183.0,1957
ken,1173.0,1958
ken,1101.0,1959
ken,1159.0,1960
ken,1111.0,1961
ken,1176.0,1962
ken,1182.0,1963
ken,1223.0,1964
ken,1243.0,1965
ken,1328.0,1966
ken,1338.0,1967
ken,1255.0,1968
ken,1295.0,1969
ken,1134.0,1970
ken,1157.0,1971
ken,1206.0,1972
ken,1161.0,1973
ken,1229.0,1974
ken,1181.0,1975
ken,1143.0,1976
ken,1175.0,1977
ken,1237.0,1978
ken,1251.0,1979
ken,1261.0,1980
ken,1237.0,1981
ken,1237.0,1982
ken,1195.0,1983
ken,1195.0,1984
ken,1149.0,1985
ken,1237.0,1986
ken,1266.0,1987
ken,1307.0,1988
ken,1333.0,1989
ken,1351.0,1990
ken,1336.0,1991
ken,1280.0,1992
ken,1258.0,1993
ken,1261.0,1994
ken,1281.0,1995
ken,1301.0,1996
ken,1305.0,1997
ken,1285.0,1998
ken,1253.0,1999
ken,1268.0,2000
ken,1257.0,2001
ken,1216.0,2002
ken,1218.0,2003
kir,2162.0,1970
kir,2078.0,1971
kir,2284.0,1972
kir,2720.0,1973
kir,3882.0,1974
kir,4029.0,1975
kir,2904.0,1976
kir,2726.0,1977
kir,2715.0,1978
kir,2421.0,1979
kir,1291.0,1980
kir,1311.0,1981
kir,1422.0,1982
kir,1263.0,1983
kir,1341.0,1984
kir,1261.0,1985
kir,1245.0,1986
kir,1174.0,1987
kir,1350.0,1988
kir,1200.0,1989
kir,1192.0,1990
kir,1240.0,1991
kir,1187.0,1992
kir,1176.0,1993
kir,1241.0,1994
kir,1275.0,1995
kir,1281.0,1996
kir,1321.0,1997
kir,1353.0,1998
kir,1444.0,1999
kir,1432.0,2000
kir,1425.0,2001
kir,1405.0,2002
kir,1424.0,2003
prk,410.8,1970
prk,446.0,1971
prk,492.0,1972
prk,536.8,1973
prk,580.9,1974
prk,635.6,1975
prk,700.4,1976
prk,774.3,1977
prk,856.4,1978
prk,935.8,1979
prk,1012.0,1980
prk,1080.0,1981
prk,1131.0,1982
prk,1264.0,1983
prk,1416.0,1984
prk,1503.0,1985
prk,1563.0,1986
prk,1689.0,1987
prk,1738.0,1988
prk,1769.0,1989
prk,1788.0,1990
prk,1669.0,1991
prk,1722.0,1992
prk,1586.0,1993
prk,1534.0,1994
prk,1455.0,1995
prk,1397.0,1996
prk,1313.0,1997
prk,1306.0,1998
prk,1388.0,1999
prk,1379.0,2000
prk,1419.0,2001
prk,1420.0,2002
prk,1429.0,2003
kor,1449.0,1953
kor,1441.0,1954
kor,1514.0,1955
kor,1528.0,1956
kor,1592.0,1957
kor,1593.0,1958
kor,1572.0,1959
kor,1544.0,1960
kor,1579.0,1961
kor,1568.0,1962
kor,1667.0,1963
kor,1754.0,1964
kor,1798.0,1965
kor,1973.0,1966
kor,2035.0,1967
kor,2213.0,1968
kor,2473.0,1969
kor,2621.0,1970
kor,2788.0,1971
kor,2870.0,1972
kor,3132.0,1973
kor,3359.0,1974
kor,3458.0,1975
kor,3758.0,1976
kor,4083.0,1977
kor,4474.0,1978
kor,4787.0,1979
kor,4557.0,1980
kor,4725.0,1981
kor,5007.0,1982
kor,5457.0,1983
kor,5887.0,1984
kor,6194.0,1985
kor,6742.0,1986
kor,7420.0,1987
kor,8142.0,1988
kor,8689.0,1989
kor,9591.0,1990
kor,10400.0,1991
kor,10810.0,1992
kor,11400.0,1993
kor,12320.0,1994
kor,13270.0,1995
kor,14120.0,1996
kor,14550.0,1997
kor,13260.0,1998
kor,14570.0,1999
kor,15700.0,2000
kor,16160.0,2001
kor,17130.0,2002
kor,17600.0,2003
kor,18420.0,2004
kwt,64640.0,1970
kwt,64340.0,1971
kwt,63450.0,1972
kwt,54960.0,1973
kwt,45990.0,1974
kwt,38650.0,1975
kwt,39620.0,1976
kwt,37460.0,1977
kwt,36600.0,1978
kwt,39800.0,1979
kwt,29580.0,1980
kwt,25130.0,1981
kwt,23300.0,1982
kwt,21290.0,1983
kwt,20710.0,1984
kwt,19950.0,1985
kwt,19710.0,1986
kwt,19880.0,1987
kwt,19590.0,1988
kwt,22450.0,1989
kwt,16420.0,1990
kwt,21860.0,1991
kwt,25300.0,1992
kwt,31000.0,1993
kwt,30140.0,1994
kwt,30570.0,1995
kwt,30510.0,1996
kwt,28780.0,1997
kwt,28030.0,1998
kwt,25350.0,1999
kwt,25140.0,2000
kwt,24520.0,2001
kwt,23140.0,2002
kwt,26100.0,2003
kgz,3493.0,1993
kgz,2763.0,1994
kgz,2514.0,1995
kgz,2693.0,1996
kgz,3182.0,1997
kgz,3260.0,1998
kgz,3267.0,1999
kgz,3389.0,2000
kgz,3517.0,2001
kgz,3463.0,2002
lao,999.3,1970
lao,1017.0,1971
lao,1035.0,1972
lao,1002.0,1973
lao,999.2,1974
lao,979.1,1975
lao,919.8,1976
lao,901.6,1977
lao,829.3,1978
lao,877.8,1979
lao,892.1,1980
lao,969.0,1981
lao,1005.0,1982
lao,990.8,1983
lao,1013.0,1984
lao,1126.0,1985
lao,1144.0,1986
lao,1084.0,1987
lao,1122.0,1988
lao,1290.0,1989
lao,1309.0,1990
lao,1315.0,1991
lao,1348.0,1992
lao,1325.0,1993
lao,1360.0,1994
lao,1372.0,1995
lao,1410.0,1996
lao,1433.0,1997
lao,1221.0,1998
lao,1277.0,1999
lao,1257.0,2000
lao,1264.0,2001
lao,1424.0,2002
lao,1412.0,2003
lva,6926.0,1993
lva,7012.0,1994
lva,7052.0,1995
lva,7216.0,1996
lva,7835.0,1997
lva,8118.0,1998
lva,8424.0,1999
lva,8998.0,2000
lva,9558.0,2001
lva,10220.0,2002
lva,10810.0,2003
lbn,3638.0,1991
lbn,3485.0,1992
lbn,3403.0,1993
lbn,3468.0,1994
lbn,4699.0,1995
lbn,5334.0,1996
lbn,5753.0,1997
lbn,6054.0,1998
lbn,6261.0,1999
lbn,6175.0,2000
lbn,5657.0,2001
lbn,6030.0,2002
lbn,6085.0,2003
lso,596.9,1960
lso,609.8,1961
lso,662.9,1962
lso,694.7,1963
lso,721.0,1964
lso,727.3,1965
lso,688.6,1966
lso,761.9,1967
lso,733.2,1968
lso,724.2,1969
lso,712.1,1970
lso,718.7,1971
lso,725.8,1972
lso,878.5,1973
lso,920.2,1974
lso,798.4,1975
lso,836.3,1976
lso,941.0,1977
lso,1203.0,1978
lso,1006.0,1979
lso,1229.0,1980
lso,1211.0,1981
lso,1198.0,1982
lso,1206.0,1983
lso,1170.0,1984
lso,1209.0,1985
lso,1305.0,1986
lso,1320.0,1987
lso,1351.0,1988
lso,1313.0,1989
lso,1318.0,1990
lso,1251.0,1991
lso,1222.0,1992
lso,1359.0,1993
lso,1433.0,1994
lso,1497.0,1995
lso,1583.0,1996
lso,1696.0,1997
lso,1841.0,1998
lso,1822.0,1999
lso,1834.0,2000
lso,1838.0,2001
lso,1773.0,2002
lso,2005.0,2003
lbr,1982.0,1970
