total_gni_ppp_current_international,geo,time
12380000000,cyp,1998
11920000000,cyp,1999
12610000000,cyp,2000
13880000000,cyp,2001
14680000000,cyp,2002
15400000000,cyp,2003
16420000000,cyp,2004
17730000000,cyp,2005
19370000000,cyp,2006
20710000000,cyp,2007
23630000000,cyp,2008
24600000000,cyp,2009
24840000000,cyp,2010
121600000000,cze,1992
123000000000,cze,1993
128800000000,cze,1994
138600000000,cze,1995
146200000000,cze,1996
147100000000,cze,1997
146900000000,cze,1998
149500000000,cze,1999
157000000000,cze,2000
167300000000,cze,2001
172700000000,cze,2002
184800000000,cze,2003
195200000000,cze,2004
208500000000,cze,2005
226600000000,cze,2006
244000000000,cze,2007
257200000000,cze,2008
250800000000,cze,2009
247800000000,cze,2010
256000000000,cze,2011
50820000000,dnk,1980
54620000000,dnk,1981
59670000000,dnk,1982
63820000000,dnk,1983
68630000000,dnk,1984
73490000000,dnk,1985
79070000000,dnk,1986
81920000000,dnk,1987
84460000000,dnk,1988
87880000000,dnk,1989
92530000000,dnk,1990
96980000000,dnk,1991
101700000000,dnk,1992
104500000000,dnk,1993
112700000000,dnk,1994
119100000000,dnk,1995
125100000000,dnk,1996
131700000000,dnk,1997
137100000000,dnk,1998
142100000000,dnk,1999
150600000000,dnk,2000
155400000000,dnk,2001
163400000000,dnk,2002
163000000000,dnk,2003
175300000000,dnk,2004
182400000000,dnk,2005
199700000000,dnk,2006
208200000000,dnk,2007
222300000000,dnk,2008
214900000000,dnk,2009
228100000000,dnk,2010
235800000000,dnk,2011
1149000000,dji,1991
1170000000,dji,1992
1124000000,dji,1993
1120000000,dji,1994
1107000000,dji,1995
1077000000,dji,1996
1082000000,dji,1997
1094000000,dji,1998
1137000000,dji,1999
1173000000,dji,2000
1216000000,dji,2001
1273000000,dji,2002
1415000000,dji,2003
1532000000,dji,2004
1628000000,dji,2005
1787000000,dji,2006
1921000000,dji,2007
2054000000,dji,2008
2132000000,dji,2009
144600000,dma,1980
177800000,dma,1981
195500000,dma,1982
207000000,dma,1983
222800000,dma,1984
225000000,dma,1985
254300000,dma,1986
276900000,dma,1987
313700000,dma,1988
319000000,dma,1989
354800000,dma,1990
364200000,dma,1991
381100000,dma,1992
398700000,dma,1993
404400000,dma,1994
418200000,dma,1995
427700000,dma,1996
444200000,dma,1997
482600000,dma,1998
472800000,dma,1999
459500000,dma,2000
493100000,dma,2001
487000000,dma,2002
538500000,dma,2003
564900000,dma,2004
587900000,dma,2005
663100000,dma,2006
702800000,dma,2007
779500000,dma,2008
791200000,dma,2009
810100000,dma,2010
843000000,dma,2011
10090000000,dom,1980
11400000000,dom,1981
12410000000,dom,1982
13460000000,dom,1983
14140000000,dom,1984
13840000000,dom,1985
15010000000,dom,1986
16820000000,dom,1987
17620000000,dom,1988
19350000000,dom,1989
19030000000,dom,1990
20020000000,dom,1991
22560000000,dom,1992
24330000000,dom,1993
25570000000,dom,1994
27600000000,dom,1995
30320000000,dom,1996
33360000000,dom,1997
36140000000,dom,1998
39020000000,dom,1999
42180000000,dom,2000
43900000000,dom,2001
47220000000,dom,2002
46980000000,dom,2003
48030000000,dom,2004
55800000000,dom,2005
64050000000,dom,2006
71580000000,dom,2007
77880000000,dom,2008
81580000000,dom,2009
89200000000,dom,2010
95390000000,dom,2011
20880000000,ecu,1980
23440000000,ecu,1981
24290000000,ecu,1982
24550000000,ecu,1983
26060000000,ecu,1984
27220000000,ecu,1985
28720000000,ecu,1986
28400000000,ecu,1987
31550000000,ecu,1988
32960000000,ecu,1989
35430000000,ecu,1990
39340000000,ecu,1991
41670000000,ecu,1992
43710000000,ecu,1993
47020000000,ecu,1994
49210000000,ecu,1995
51160000000,ecu,1996
54520000000,ecu,1997
56050000000,ecu,1998
51710000000,ecu,1999
53720000000,ecu,2000
59500000000,ecu,2001
64230000000,ecu,2002
67660000000,ecu,2003
75350000000,ecu,2004
83120000000,ecu,2005
90370000000,ecu,2006
95000000000,ecu,2007
105800000000,ecu,2008
107400000000,ecu,2009
113500000000,ecu,2010
121900000000,ecu,2011
48300000000,egy,1980
54380000000,egy,1981
63510000000,egy,1982
71130000000,egy,1983
78250000000,egy,1984
83440000000,egy,1985
86440000000,egy,1986
100700000000,egy,1987
110600000000,egy,1988
119600000000,egy,1989
129500000000,egy,1990
137500000000,egy,1991
147000000000,egy,1992
153800000000,egy,1993
164800000000,egy,1994
177300000000,egy,1995
190600000000,egy,1996
205800000000,egy,1997
217500000000,egy,1998
233400000000,egy,1999
250900000000,egy,2000
266000000000,egy,2001
274100000000,egy,2002
288100000000,egy,2003
307900000000,egy,2004
332300000000,egy,2005
369300000000,egy,2006
408600000000,egy,2007
447200000000,egy,2008
469700000000,egy,2009
489200000000,egy,2010
508200000000,egy,2011
9491000000,slv,1980
9242000000,slv,1981
9130000000,slv,1982
9615000000,slv,1983
10120000000,slv,1984
10550000000,slv,1985
10810000000,slv,1986
11400000000,slv,1987
12050000000,slv,1988
12640000000,slv,1989
13840000000,slv,1990
14800000000,slv,1991
16360000000,slv,1992
17910000000,slv,1993
19490000000,slv,1994
21280000000,slv,1995
22050000000,slv,1996
23300000000,slv,1997
24540000000,slv,1998
25520000000,slv,1999
26730000000,slv,2000
27800000000,slv,2001
28810000000,slv,2002
29930000000,slv,2003
31310000000,slv,2004
33510000000,slv,2005
36130000000,slv,2006
38640000000,slv,2007
40190000000,slv,2008
38990000000,slv,2009
40030000000,slv,2010
41650000000,slv,2011
407700000,gnq,1985
404700000,gnq,1986
437500000,gnq,1987
460800000,gnq,1988
468300000,gnq,1989
504600000,gnq,1990
514800000,gnq,1991
599600000,gnq,1992
668100000,gnq,1993
668800000,gnq,1994
793000000,gnq,1995
878200000,gnq,1996
1628000000,gnq,1997
2140000000,gnq,1998
1652000000,gnq,1999
2825000000,gnq,2000
3297000000,gnq,2001
4358000000,gnq,2002
4419000000,gnq,2003
5866000000,gnq,2004
7658000000,gnq,2005
8573000000,gnq,2006
10460000000,gnq,2007
13870000000,gnq,2008
17680000000,gnq,2009
15390000000,gnq,2010
17360000000,gnq,2011
1093000000,eri,1992
1267000000,eri,1993
1568000000,eri,1994
1671000000,eri,1995
1814000000,eri,1996
2008000000,eri,1997
2094000000,eri,1998
2132000000,eri,1999
1877000000,eri,2000
2317000000,eri,2001
2412000000,eri,2002
2392000000,eri,2003
2489000000,eri,2004
2651000000,eri,2005
2714000000,eri,2006
2838000000,eri,2007
2608000000,eri,2008
2736000000,eri,2009
2829000000,eri,2010
3159000000,eri,2011
9102000000,est,1995
9871000000,est,1996
10900000000,est,1997
11590000000,est,1998
11910000000,est,1999
13090000000,est,2000
14020000000,est,2001
15620000000,est,2002
17190000000,est,2003
18970000000,est,2004
21430000000,est,2005
24400000000,est,2006
27050000000,est,2007
28120000000,est,2008
25770000000,est,2009
25970000000,est,2010
27910000000,est,2011
11350000000,eth,1981
12150000000,eth,1982
13670000000,eth,1983
13770000000,eth,1984
12590000000,eth,1985
14120000000,eth,1986
16520000000,eth,1987
17160000000,eth,1988
17720000000,eth,1989
18930000000,eth,1990
18170000000,eth,1991
16940000000,eth,1992
19490000000,eth,1993
20510000000,eth,1994
22350000000,eth,1995
25650000000,eth,1996
26800000000,eth,1997
26310000000,eth,1998
28120000000,eth,1999
30450000000,eth,2000
33760000000,eth,2001
34870000000,eth,2002
34750000000,eth,2003
40630000000,eth,2004
47100000000,eth,2005
53910000000,eth,2006
62030000000,eth,2007
70240000000,eth,2008
77080000000,eth,2009
85510000000,eth,2010
94250000000,eth,2011
1026000000,fji,1980
1201000000,fji,1981
1172000000,fji,1982
1176000000,fji,1983
1324000000,fji,1984
1322000000,fji,1985
1460000000,fji,1986
1399000000,fji,1987
1455000000,fji,1988
1618000000,fji,1989
1742000000,fji,1990
1765000000,fji,1991
1904000000,fji,1992
1987000000,fji,1993
2100000000,fji,1994
2265000000,fji,1995
2433000000,fji,1996
2413000000,fji,1997
2439000000,fji,1998
2693000000,fji,1999
2854000000,fji,2000
2895000000,fji,2001
3086000000,fji,2002
3159000000,fji,2003
3418000000,fji,2004
3607000000,fji,2005
3593000000,fji,2006
3730000000,fji,2007
3843000000,fji,2008
3914000000,fji,2009
3842000000,fji,2010
3984000000,fji,2011
42290000000,fin,1980
46600000000,fin,1981
50800000000,fin,1982
54400000000,fin,1983
58300000000,fin,1984
62220000000,fin,1985
65500000000,fin,1986
69730000000,fin,1987
76060000000,fin,1988
82130000000,fin,1989
85320000000,fin,1990
82290000000,fin,1991
80360000000,fin,1992
80910000000,fin,1993
86690000000,fin,1994
92940000000,fin,1995
96190000000,fin,1996
105800000000,fin,1997
113700000000,fin,1998
120400000000,fin,1999
131900000000,fin,2000
137500000000,fin,2001
143400000000,fin,2002
142900000000,fin,2003
157300000000,fin,2004
161800000000,fin,2005
176200000000,fin,2006
191400000000,fin,2007
203400000000,fin,2008
193600000000,fin,2009
199000000000,fin,2010
207400000000,fin,2011
526300000000,fra,1980
580500000000,fra,1981
628200000000,fra,1982
656800000000,fra,1983
690600000000,fra,1984
726500000000,fra,1985
762200000000,fra,1986
805800000000,fra,1987
870700000000,fra,1988
939700000000,fra,1989
1002000000000,fra,1990
1047000000000,fra,1991
1090000000000,fra,1992
1109000000000,fra,1993
1155000000000,fra,1994
1203000000000,fra,1995
1246000000000,fra,1996
1309000000000,fra,1997
1379000000000,fra,1998
1447000000000,fra,1999
1555000000000,fra,2000
1650000000000,fra,2001
1716000000000,fra,2002
1709000000000,fra,2003
1784000000000,fra,2004
1890000000000,fra,2005
2028000000000,fra,2006
2151000000000,fra,2007
2230000000000,fra,2008
2211000000000,fra,2009
2263000000000,fra,2010
2333000000000,fra,2011
4994000000,gab,1980
5830000000,gab,1981
5983000000,gab,1982
6566000000,gab,1983
7517000000,gab,1984
7485000000,gab,1985
7595000000,gab,1986
6466000000,gab,1987
7564000000,gab,1988
8670000000,gab,1989
8990000000,gab,1990
9874000000,gab,1991
9469000000,gab,1992
9892000000,gab,1993
10780000000,gab,1994
11380000000,gab,1995
12010000000,gab,1996
12930000000,gab,1997
13880000000,gab,1998
12720000000,gab,1999
12290000000,gab,2000
13140000000,gab,2001
13880000000,gab,2002
14190000000,gab,2003
13980000000,gab,2004
15870000000,gab,2005
15980000000,gab,2006
17630000000,gab,2007
18460000000,gab,2008
19000000000,gab,2009
19680000000,gab,2010
20950000000,gab,2011
487400000,gmb,1980
550800000,gmb,1981
572300000,gmb,1982
636100000,gmb,1983
734800000,gmb,1984
720700000,gmb,1985
672400000,gmb,1986
860500000,gmb,1987
923800000,gmb,1988
936400000,gmb,1989
983900000,gmb,1990
1107000000,gmb,1991
1173000000,gmb,1992
1236000000,gmb,1993
1264000000,gmb,1994
1311000000,gmb,1995
1365000000,gmb,1996
1443000000,gmb,1997
1514000000,gmb,1998
1626000000,gmb,1999
1746000000,gmb,2000
1876000000,gmb,2001
1822000000,gmb,2002
1980000000,gmb,2003
2180000000,gmb,2004
2240000000,gmb,2005
2380000000,gmb,2006
2640000000,gmb,2007
2905000000,gmb,2008
3132000000,gmb,2009
3384000000,gmb,2010
3658000000,gmb,2011
14630000000,geo,1980
16840000000,geo,1981
18230000000,geo,1982
19760000000,geo,1983
21620000000,geo,1984
23380000000,geo,1985
21950000000,geo,1986
22880000000,geo,1987
24990000000,geo,1988
24070000000,geo,1989
21290000000,geo,1990
17370000000,geo,1991
9705000000,geo,1992
6940000000,geo,1993
6339000000,geo,1994
6475000000,geo,1995
7492000000,geo,1996
8952000000,geo,1997
9511000000,geo,1998
9916000000,geo,1999
10180000000,geo,2000
10620000000,geo,2001
11310000000,geo,2002
12820000000,geo,2003
14120000000,geo,2004
15900000000,geo,2005
18160000000,geo,2006
20630000000,geo,2007
21290000000,geo,2008
20730000000,geo,2009
22040000000,geo,2010
24160000000,geo,2011
777400000000,deu,1980
853300000000,deu,1981
900900000000,deu,1982
954200000000,deu,1983
1022000000000,deu,1984
1078000000000,deu,1985
1124000000000,deu,1986
1172000000000,deu,1987
1264000000000,deu,1988
1364000000000,deu,1989
1491000000000,deu,1990
1612000000000,deu,1991
1679000000000,deu,1992
1695000000000,deu,1993
1761000000000,deu,1994
1823000000000,deu,1995
1877000000000,deu,1996
1917000000000,deu,1997
1962000000000,deu,1998
2027000000000,deu,1999
2095000000000,deu,2000
2174000000000,deu,2001
2233000000000,deu,2002
2320000000000,deu,2003
2470000000000,deu,2004
2595000000000,deu,2005
2820000000000,deu,2006
2976000000000,deu,2007
3087000000000,deu,2008
3014000000000,deu,2009
3117000000000,deu,2010
3266000000000,deu,2011
5155000000,gha,1980
5447000000,gha,1981
5382000000,gha,1982
5305000000,gha,1983
5969000000,gha,1984
6420000000,gha,1985
6874000000,gha,1986
7375000000,gha,1987
8078000000,gha,1988
8834000000,gha,1989
9507000000,gha,1990
10360000000,gha,1991
11010000000,gha,1992
11760000000,gha,1993
12380000000,gha,1994
13190000000,gha,1995
14040000000,gha,1996
14930000000,gha,1997
15830000000,gha,1998
16760000000,gha,1999
17600000000,gha,2000
18900000000,gha,2001
20060000000,gha,2002
21530000000,gha,2003
23360000000,gha,2004
25820000000,gha,2005
24530000000,gha,2006
27310000000,gha,2007
30990000000,gha,2008
36500000000,gha,2009
39360000000,gha,2010
45530000000,gha,2011
81840000000,grc,1980
87730000000,grc,1981
92190000000,grc,1982
94420000000,grc,1983
98900000000,grc,1984
104200000000,grc,1985
106500000000,grc,1986
107700000000,grc,1987
116000000000,grc,1988
125100000000,grc,1989
131700000000,grc,1990
141100000000,grc,1991
146000000000,grc,1992
146300000000,grc,1993
152400000000,grc,1994
158900000000,grc,1995
164900000000,grc,1996
175400000000,grc,1997
181300000000,grc,1998
185300000000,grc,1999
200000000000,grc,2000
217800000000,grc,2001
236100000000,grc,2002
246800000000,grc,2003
262400000000,grc,2004
266400000000,grc,2005
292300000000,grc,2006
301400000000,grc,2007
321400000000,grc,2008
323500000000,grc,2009
312900000000,grc,2010
294900000000,grc,2011
290500000,grd,1986
331200000,grd,1987
352700000,grd,1988
388700000,grd,1989
419300000,grd,1990
454900000,grd,1991
465000000,grd,1992
457500000,grd,1993
482000000,grd,1994
497600000,grd,1995
525400000,grd,1996
557700000,grd,1997
594400000,grd,1998
663100000,grd,1999
766500000,grd,2000
741300000,grd,2001
762500000,grd,2002
846500000,grd,2003
792500000,grd,2004
988800000,grd,2005
1000000000,grd,2006
1077000000,grd,2007
1116000000,grd,2008
1034000000,grd,2009
1055000000,grd,2010
1104000000,grd,2011
12940000000,gtm,1980
14180000000,gtm,1981
14470000000,gtm,1982
14660000000,gtm,1983
15140000000,gtm,1984
15580000000,gtm,1985
15750000000,gtm,1986
16860000000,gtm,1987
18180000000,gtm,1988
19640000000,gtm,1989
21030000000,gtm,1990
22750000000,gtm,1991
24370000000,gtm,1992
25920000000,gtm,1993
27470000000,gtm,1994
29500000000,gtm,1995
30790000000,gtm,1996
32800000000,gtm,1997
35110000000,gtm,1998
36890000000,gtm,1999
39010000000,gtm,2000
41160000000,gtm,2001
43030000000,gtm,2002
45020000000,gtm,2003
47590000000,gtm,2004
50730000000,gtm,2005
54920000000,gtm,2006
59940000000,gtm,2007
63330000000,gtm,2008
63970000000,gtm,2009
66600000000,gtm,2010
70790000000,gtm,2011
1807000000,gin,1986
1959000000,gin,1987
2168000000,gin,1988
2303000000,gin,1989
2531000000,gin,1990
2688000000,gin,1991
2871000000,gin,1992
3138000000,gin,1993
3342000000,gin,1994
3573000000,gin,1995
3820000000,gin,1996
4041000000,gin,1997
4281000000,gin,1998
4601000000,gin,1999
4786000000,gin,2000
5008000000,gin,2001
5388000000,gin,2002
5444000000,gin,2003
5704000000,gin,2004
7911000000,gin,2005
8232000000,gin,2006
8811000000,gin,2007
9221000000,gin,2008
9365000000,gin,2009
9834000000,gin,2010
10750000000,gin,2011
341600000,gnb,1980
461300000,gnb,1981
508000000,gnb,1982
516400000,gnb,1983
585700000,gnb,1984
697700000,gnb,1985
634100000,gnb,1986
643500000,gnb,1987
687000000,gnb,1988
758900000,gnb,1989
848200000,gnb,1990
900100000,gnb,1991
935600000,gnb,1992
971000000,gnb,1993
1028000000,gnb,1994
1085000000,gnb,1995
1235000000,gnb,1996
1361000000,gnb,1997
978000000,gnb,1998
1075000000,gnb,1999
1188000000,gnb,2000
1188000000,gnb,2001
1168000000,gnb,2002
1205000000,gnb,2003
1275000000,gnb,2004
1363000000,gnb,2005
1452000000,gnb,2006
1548000000,gnb,2007
1616000000,gnb,2008
1689000000,gnb,2009
1788000000,gnb,2010
1935000000,gnb,2011
710400000,guy,1980
754700000,guy,1981
680800000,guy,1982
648700000,guy,1983
620700000,guy,1984
667500000,guy,1985
658100000,guy,1986
612500000,guy,1987
636000000,guy,1988
549000000,guy,1989
568000000,guy,1990
638200000,guy,1991
755000000,guy,1992
923500000,guy,1993
1077000000,guy,1994
1186000000,guy,1995
1315000000,guy,1996
1388000000,guy,1997
1390000000,guy,1998
1478000000,guy,1999
1502000000,guy,2000
1551000000,guy,2001
1607000000,guy,2002
1639000000,guy,2003
1607000000,guy,2004
1846000000,guy,2005
1992000000,guy,2006
2216000000,guy,2007
2340000000,guy,2008
2441000000,guy,2009
2614000000,guy,2010
9284000000,hti,2004
9734000000,hti,2005
8764000000,hti,2006
11010000000,hti,2007
11100000000,hti,2008
11540000000,hti,2009
11170000000,hti,2010
12010000000,hti,2011
4622000000,hnd,1980
5216000000,hnd,1981
5350000000,hnd,1982
5629000000,hnd,1983
6093000000,hnd,1984
6554000000,hnd,1985
6719000000,hnd,1986
7274000000,hnd,1987
7924000000,hnd,1988
8615000000,hnd,1989
8610000000,hnd,1990
9156000000,hnd,1991
9779000000,hnd,1992
11070000000,hnd,1993
11180000000,hnd,1994
11740000000,hnd,1995
12410000000,hnd,1996
13550000000,hnd,1997
14220000000,hnd,1998
14300000000,hnd,1999
15580000000,hnd,2000
15930000000,hnd,2001
16780000000,hnd,2002
18000000000,hnd,2003
19520000000,hnd,2004
21480000000,hnd,2005
23570000000,hnd,2006
26230000000,hnd,2007
27780000000,hnd,2008
27480000000,hnd,2009
28530000000,hnd,2010
29780000000,hnd,2011
162800000000,hkg,1999
177300000000,hkg,2000
185000000000,hkg,2001
188200000000,hkg,2002
201600000000,hkg,2003
223700000000,hkg,2004
243400000000,hkg,2005
273500000000,hkg,2006
302100000000,hkg,2007
322700000000,hkg,2008
310400000000,hkg,2009
334100000000,hkg,2010
364100000000,hkg,2011
53880000000,hun,1980
59460000000,hun,1981
64120000000,hun,1982
67940000000,hun,1983
71950000000,hun,1984
73940000000,hun,1985
76780000000,hun,1986
82430000000,hun,1987
85350000000,hun,1988
88330000000,hun,1989
88820000000,hun,1990
79600000000,hun,1991
79540000000,hun,1992
84230000000,hun,1993
88160000000,hun,1994
89890000000,hun,1995
92260000000,hun,1996
96870000000,hun,1997
103200000000,hun,1998
106800000000,hun,1999
115300000000,hun,2000
129600000000,hun,2001
141300000000,hun,2002
148200000000,hun,2003
155100000000,hun,2004
162000000000,hun,2005
174400000000,hun,2006
177100000000,hun,2007
191900000000,hun,2008
193100000000,hun,2009
195600000000,hun,2010
202000000000,hun,2011
2686000000,isl,1980
3042000000,isl,1981
3278000000,isl,1982
3308000000,isl,1983
3553000000,isl,1984
3804000000,isl,1985
4161000000,isl,1986
4698000000,isl,1987
4845000000,isl,1988
4990000000,isl,1989
5252000000,isl,1990
5466000000,isl,1991
5428000000,isl,1992
5610000000,isl,1993
5894000000,isl,1994
6040000000,isl,1995
6355000000,isl,1996
6914000000,isl,1997
7457000000,isl,1998
7781000000,isl,1999
7887000000,isl,2000
8404000000,isl,2001
8924000000,isl,2002
8763000000,isl,2003
9469000000,isl,2004
9980000000,isl,2005
10270000000,isl,2006
11000000000,isl,2007
9904000000,isl,2008
9419000000,isl,2009
9338000000,isl,2010
9813000000,isl,2011
294600000000,ind,1980
340900000000,ind,1981
372900000000,ind,1982
415600000000,ind,1983
447000000000,ind,1984
485100000000,ind,1985
519300000000,ind,1986
554900000000,ind,1987
627500000000,ind,1988
689100000000,ind,1989
753700000000,ind,1990
785800000000,ind,1991
846300000000,ind,1992
907300000000,ind,1993
988500000000,ind,1994
1090000000000,ind,1995
1195000000000,ind,1996
1268000000000,ind,1997
1366000000000,ind,1998
1504000000000,ind,1999
1593000000000,ind,2000
1713000000000,ind,2001
1813000000000,ind,2002
1996000000000,ind,2003
2215000000000,ind,2004
2500000000000,ind,2005
2818000000000,ind,2006
3195000000000,ind,2007
3387000000000,ind,2008
3705000000000,ind,2009
4088000000000,ind,2010
4491000000000,ind,2011
91340000000,idn,1980
109000000000,idn,1981
115000000000,idn,1982
130700000000,idn,1983
142700000000,idn,1984
153100000000,idn,1985
166200000000,idn,1986
179700000000,idn,1987
199100000000,idn,1988
225700000000,idn,1989
255200000000,idn,1990
260900000000,idn,1991
288900000000,idn,1992
347600000000,idn,1993
385900000000,idn,1994
426900000000,idn,1995
468900000000,idn,1996
499200000000,idn,1997
427400000000,idn,1998
428000000000,idn,1999
452300000000,idn,2000
470500000000,idn,2001
492400000000,idn,2002
575000000000,idn,2003
616100000000,idn,2004
670800000000,idn,2005
735200000000,idn,2006
805800000000,idn,2007
878200000000,idn,2008
929200000000,idn,2009
1005000000000,idn,2010
1099000000000,idn,2011
132900000000,irn,1980
137900000000,irn,1981
164500000000,irn,1982
192500000000,irn,1983
196500000000,irn,1984
206200000000,irn,1985
191700000000,irn,1986
194400000000,irn,1987
188800000000,irn,1988
208200000000,irn,1989
245500000000,irn,1990
286600000000,irn,1991
305200000000,irn,1992
302000000000,irn,1993
306000000000,irn,1994
324800000000,irn,1995
354200000000,irn,1996
375100000000,irn,1997
391900000000,irn,1998
404400000000,irn,1999
435100000000,irn,2000
462100000000,irn,2001
495100000000,irn,2002
540200000000,irn,2003
584700000000,irn,2004
631700000000,irn,2005
692100000000,irn,2006
772100000000,irn,2007
809900000000,irn,2008
833400000000,irn,2009
62680000000,irq,2004
73710000000,irq,2005
83290000000,irq,2006
88830000000,irq,2007
101800000000,irq,2008
108900000000,irq,2009
110700000000,irq,2010
124300000000,irq,2011
21250000000,irl,1980
23860000000,irl,1981
25220000000,irl,1982
25850000000,irl,1983
27390000000,irl,1984
28750000000,irl,1985
29490000000,irl,1986
31850000000,irl,1987
34250000000,irl,1988
37170000000,irl,1989
42340000000,irl,1990
44870000000,irl,1991
46860000000,irl,1992
49400000000,irl,1993
53580000000,irl,1994
58960000000,irl,1995
65220000000,irl,1996
71960000000,irl,1997
79900000000,irl,1998
84760000000,irl,1999
95000000000,irl,2000
100700000000,irl,2001
108700000000,irl,2002
119000000000,irl,2003
128400000000,irl,2004
139600000000,irl,2005
158900000000,irl,2006
171800000000,irl,2007
163900000000,irl,2008
147800000000,irl,2009
150200000000,irl,2010
149100000000,irl,2011
27950000000,isr,1980
32670000000,isr,1981
34100000000,isr,1982
36630000000,isr,1983
38320000000,isr,1984
40520000000,isr,1985
43060000000,isr,1986
47380000000,isr,1987
51370000000,isr,1988
54680000000,isr,1989
60790000000,isr,1990
67120000000,isr,1991
73440000000,isr,1992
78250000000,isr,1993
85640000000,isr,1994
94660000000,isr,1995
104300000000,isr,1996
109800000000,isr,1997
114400000000,isr,1998
118300000000,isr,1999
135100000000,isr,2000
143400000000,isr,2001
148300000000,isr,2002
142800000000,isr,2003
156700000000,isr,2004
160100000000,isr,2005
168200000000,isr,2006
183300000000,isr,2007
183300000000,isr,2008
185700000000,isr,2009
196400000000,isr,2010
210600000000,isr,2011
521200000000,ita,1980
570500000000,ita,1981
607200000000,ita,1982
639500000000,ita,1983
684800000000,ita,1984
724500000000,ita,1985
759800000000,ita,1986
808700000000,ita,1987
872100000000,ita,1988
933700000000,ita,1989
983000000000,ita,1990
1032000000000,ita,1991
1066000000000,ita,1992
1083000000000,ita,1993
1127000000000,ita,1994
1188000000000,ita,1995
1230000000000,ita,1996
1282000000000,ita,1997
1347000000000,ita,1998
1379000000000,ita,1999
1456000000000,ita,2000
1544000000000,ita,2001
1529000000000,ita,2002
1560000000000,ita,2003
1596000000000,ita,2004
1658000000000,ita,2005
1797000000000,ita,2006
1902000000000,ita,2007
1975000000000,ita,2008
1932000000000,ita,2009
1920000000000,ita,2010
1988000000000,ita,2011
4890000000,jam,1980
5642000000,jam,1981
6124000000,jam,1982
6323000000,jam,1983
6204000000,jam,1984
6139000000,jam,1985
6597000000,jam,1986
7277000000,jam,1987
7971000000,jam,1988
8957000000,jam,1989
9532000000,jam,1990
10250000000,jam,1991
10880000000,jam,1992
12770000000,jam,1993
13070000000,jam,1994
13790000000,jam,1995
14340000000,jam,1996
14480000000,jam,1997
14100000000,jam,1998
14420000000,jam,1999
14840000000,jam,2000
15200000000,jam,2001
15380000000,jam,2002
16530000000,jam,2003
17290000000,jam,2004
17960000000,jam,2005
19380000000,jam,2006
19980000000,jam,2007
20300000000,jam,2008
19840000000,jam,2009
20190000000,jam,2010
21050000000,jam,2011
996900000000,jpn,1980
1134000000000,jpn,1981
1246000000000,jpn,1982
1337000000000,jpn,1983
1450000000000,jpn,1984
1591000000000,jpn,1985
1673000000000,jpn,1986
1796000000000,jpn,1987
1991000000000,jpn,1988
2180000000000,jpn,1989
2389000000000,jpn,1990
2557000000000,jpn,1991
2644000000000,jpn,1992
2707000000000,jpn,1993
2785000000000,jpn,1994
2896000000000,jpn,1995
3039000000000,jpn,1996
3148000000000,jpn,1997
3121000000000,jpn,1998
3159000000000,jpn,1999
3343000000000,jpn,2000
3439000000000,jpn,2001
3528000000000,jpn,2002
3630000000000,jpn,2003
3817000000000,jpn,2004
3980000000000,jpn,2005
4178000000000,jpn,2006
4407000000000,jpn,2007
4431000000000,jpn,2008
4205000000000,jpn,2009
4437000000000,jpn,2010
4541000000000,jpn,2011
4143000000,jor,1980
4780000000,jor,1981
5444000000,jor,1982
5714000000,jor,1983
6308000000,jor,1984
6688000000,jor,1985
7265000000,jor,1986
7619000000,jor,1987
7601000000,jor,1988
6854000000,jor,1989
7135000000,jor,1990
7251000000,jor,1991
8986000000,jor,1992
9714000000,jor,1993
10460000000,jor,1994
11470000000,jor,1995
11890000000,jor,1996
12720000000,jor,1997
13440000000,jor,1998
14080000000,jor,1999
15460000000,jor,2000
16750000000,jor,2001
17830000000,jor,2002
19050000000,jor,2003
21500000000,jor,2004
24080000000,jor,2005
26960000000,jor,2006
30300000000,jor,2007
32950000000,jor,2008
34770000000,jor,2009
35110000000,jor,2010
36900000000,jor,2011
68980000000,kaz,1993
61350000000,kaz,1994
57480000000,kaz,1995
58590000000,kaz,1996
60510000000,kaz,1997
60220000000,kaz,1998
61480000000,kaz,1999
66480000000,kaz,2000
78220000000,kaz,2001
88220000000,kaz,2002
97330000000,kaz,2003
108500000000,kaz,2004
119400000000,kaz,2005
133000000000,kaz,2006
147900000000,kaz,2007
152300000000,kaz,2008
162300000000,kaz,2009
173300000000,kaz,2010
187300000000,kaz,2011
10350000000,ken,1980
11740000000,ken,1981
12540000000,ken,1982
13310000000,ken,1983
14040000000,ken,1984
15070000000,ken,1985
16530000000,ken,1986
17980000000,ken,1987
19690000000,ken,1988
21600000000,ken,1989
23040000000,ken,1990
24080000000,ken,1991
24460000000,ken,1992
24580000000,ken,1993
26070000000,ken,1994
28300000000,ken,1995
30510000000,ken,1996
31420000000,ken,1997
33040000000,ken,1998
34160000000,ken,1999
35220000000,ken,2000
37330000000,ken,2001
38230000000,ken,2002
40100000000,ken,2003
43440000000,ken,2004
47940000000,ken,2005
52470000000,ken,2006
57640000000,ken,2007
60040000000,ken,2008
62300000000,ken,2009
66270000000,ken,2010
71730000000,ken,2011
79370000,kir,1980
80500000,kir,1981
104600000,kir,1982
121300000,kir,1983
106900000,kir,1984
115200000,kir,1985
124800000,kir,1986
126800000,kir,1987
149100000,kir,1988
