total_gni_ppp_current_international,geo,time
146200000,kir,1989
171400000,kir,1990
158800000,kir,1991
163400000,kir,1992
164800000,kir,1993
177100000,kir,1994
189200000,kir,1995
176000000,kir,1996
224000000,kir,1997
265700000,kir,1998
253800000,kir,1999
283000000,kir,2000
299500000,kir,2001
297600000,kir,2002
299100000,kir,2003
314700000,kir,2004
324100000,kir,2005
339400000,kir,2006
340600000,kir,2007
354100000,kir,2008
324600000,kir,2009
350100000,kir,2010
351800000,kir,2011
89060000000,kor,1980
103400000000,kor,1981
118500000000,kor,1982
138700000000,kor,1983
157500000000,kor,1984
173800000000,kor,1985
199500000000,kor,1986
232000000000,kor,1987
269500000000,kor,1988
300000000000,kor,1989
341000000000,kor,1990
387500000000,kor,1991
419100000000,kor,1992
454000000000,kor,1993
503500000000,kor,1994
560100000000,kor,1995
611400000000,kor,1996
654900000000,kor,1997
615300000000,kor,1998
693300000000,kor,1999
804300000000,kor,2000
857600000000,kor,2001
936600000000,kor,2002
966600000000,kor,2003
1042000000000,kor,2004
1096000000000,kor,2005
1175000000000,kor,2006
1271000000000,kor,2007
1316000000000,kor,2008
1330000000000,kor,2009
1425000000000,kor,2010
1510000000000,kor,2011
30730000000,kwt,1980
30400000000,kwt,1981
27610000000,kwt,1982
30820000000,kwt,1983
33350000000,kwt,1984
32540000000,kwt,1985
42190000000,kwt,1986
41070000000,kwt,1987
41050000000,kwt,1988
53520000000,kwt,1989
42860000000,kwt,1992
53850000000,kwt,1993
57920000000,kwt,1994
65020000000,kwt,1995
65720000000,kwt,1996
71140000000,kwt,1997
75970000000,kwt,1998
72220000000,kwt,1999
77770000000,kwt,2000
77590000000,kwt,2001
77420000000,kwt,2002
91300000000,kwt,2003
105100000000,kwt,2004
120300000000,kwt,2005
132900000000,kwt,2006
142700000000,kwt,2007
148300000000,kwt,2008
141100000000,kwt,2009
147300000000,kwt,2010
5838000000,kgz,1987
6839000000,kgz,1988
7295000000,kgz,1989
8003000000,kgz,1990
7616000000,kgz,1991
6705000000,kgz,1992
5776000000,kgz,1993
4661000000,kgz,1994
4474000000,kgz,1995
4874000000,kgz,1996
5377000000,kgz,1997
5502000000,kgz,1998
5719000000,kgz,1999
6155000000,kgz,2000
6779000000,kgz,2001
6907000000,kgz,2002
7577000000,kgz,2003
8220000000,kgz,2004
8568000000,kgz,2005
9297000000,kgz,2006
10420000000,kgz,2007
11300000000,kgz,2008
11680000000,kgz,2009
11270000000,kgz,2010
12630000000,kgz,2011
1824000000,lao,1984
1975000000,lao,1985
2117000000,lao,1986
2148000000,lao,1987
2178000000,lao,1988
2581000000,lao,1989
2859000000,lao,1990
3083000000,lao,1991
3323000000,lao,1992
3596000000,lao,1993
3964000000,lao,1994
4332000000,lao,1995
4713000000,lao,1996
5028000000,lao,1997
5276000000,lao,1998
5822000000,lao,1999
6132000000,lao,2000
6645000000,lao,2001
7170000000,lao,2002
7609000000,lao,2003
8453000000,lao,2004
9519000000,lao,2005
10330000000,lao,2006
11680000000,lao,2007
12720000000,lao,2008
14090000000,lao,2009
14880000000,lao,2010
16330000000,lao,2011
10650000000,lva,1980
12140000000,lva,1981
13190000000,lva,1982
14420000000,lva,1983
15840000000,lva,1984
16230000000,lva,1985
17380000000,lva,1986
18320000000,lva,1987
19930000000,lva,1988
21840000000,lva,1989
20870000000,lva,1990
18870000000,lva,1991
13090000000,lva,1992
12740000000,lva,1993
13270000000,lva,1994
13480000000,lva,1995
14300000000,lva,1996
15800000000,lva,1997
16840000000,lva,1998
17560000000,lva,1999
19030000000,lva,2000
21050000000,lva,2001
23140000000,lva,2002
24610000000,lva,2003
26550000000,lva,2004
29620000000,lva,2005
33290000000,lva,2006
37840000000,lva,2007
40590000000,lva,2008
38810000000,lva,2009
37230000000,lva,2010
39560000000,lva,2011
11660000000,lbn,1989
14890000000,lbn,1990
18920000000,lbn,1991
19440000000,lbn,1992
21010000000,lbn,1993
23210000000,lbn,1994
25490000000,lbn,1995
26940000000,lbn,1996
26600000000,lbn,1997
27620000000,lbn,1998
28000000000,lbn,1999
29180000000,lbn,2000
30320000000,lbn,2001
30540000000,lbn,2002
27950000000,lbn,2003
35870000000,lbn,2004
38550000000,lbn,2005
40710000000,lbn,2006
45990000000,lbn,2007
50610000000,lbn,2008
54350000000,lbn,2009
58440000000,lbn,2010
59620000000,lbn,2011
839000000,lso,1980
957700000,lso,1981
1158000000,lso,1982
1199000000,lso,1983
1370000000,lso,1984
1399000000,lso,1985
1433000000,lso,1986
1472000000,lso,1987
1553000000,lso,1988
1636000000,lso,1989
1760000000,lso,1990
1817000000,lso,1991
1883000000,lso,1992
1901000000,lso,1993
2015000000,lso,1994
2053000000,lso,1995
2169000000,lso,1996
2260000000,lso,1997
2319000000,lso,1998
2332000000,lso,1999
2503000000,lso,2000
2573000000,lso,2001
2636000000,lso,2002
2837000000,lso,2003
2939000000,lso,2004
3407000000,lso,2005
3518000000,lso,2006
3667000000,lso,2007
4134000000,lso,2008
4277000000,lso,2009
4306000000,lso,2010
4537000000,lso,2011
1261000000,lbr,1980
1340000000,lbr,1981
1317000000,lbr,1982
1205000000,lbr,1983
1266000000,lbr,1984
1290000000,lbr,1985
1211000000,lbr,1986
1131000000,lbr,1987
1148000000,lbr,1988
802200000,lbr,1989
366200000,lbr,1997
484100000,lbr,1998
512000000,lbr,1999
844100000,lbr,2000
767800000,lbr,2001
1029000000,lbr,2002
641400000,lbr,2003
642400000,lbr,2004
800700000,lbr,2005
933200000,lbr,2006
1175000000,lbr,2007
1362000000,lbr,2008
1601000000,lbr,2009
1750000000,lbr,2010
2142000000,lbr,2011
58270000000,lby,2002
67840000000,lby,2003
70690000000,lby,2004
80350000000,lby,2005
90080000000,lby,2006
99460000000,lby,2007
102700000000,lby,2008
104900000000,lby,2009
34530000000,ltu,1990
33670000000,ltu,1991
27120000000,ltu,1992
23200000000,ltu,1993
21370000000,ltu,1994
22520000000,ltu,1995
23780000000,ltu,1996
25670000000,ltu,1997
27790000000,ltu,1998
27590000000,ltu,1999
29640000000,ltu,2000
32760000000,ltu,2001
36200000000,ltu,2002
40460000000,ltu,2003
43340000000,ltu,2004
47960000000,ltu,2005
53680000000,ltu,2006
59440000000,ltu,2007
63990000000,ltu,2008
57980000000,ltu,2009
59200000000,ltu,2010
63070000000,ltu,2011
3973000000,lux,1980
4491000000,lux,1981
5280000000,lux,1982
5794000000,lux,1983
6307000000,lux,1984
6732000000,lux,1985
7382000000,lux,1986
7988000000,lux,1987
8793000000,lux,1988
9918000000,lux,1989
11020000000,lux,1990
12490000000,lux,1991
12950000000,lux,1992
13530000000,lux,1993
13820000000,lux,1994
14750000000,lux,1995
15530000000,lux,1996
16510000000,lux,1997
16910000000,lux,1998
18980000000,lux,1999
20400000000,lux,2000
21140000000,lux,2001
21300000000,lux,2002
21260000000,lux,2003
26000000000,lux,2004
27290000000,lux,2005
28220000000,lux,2006
32640000000,lux,2007
32810000000,lux,2008
27730000000,lux,2009
31070000000,lux,2010
33300000000,lux,2011
2758000000,mac,1982
3163000000,mac,1983
3536000000,mac,1984
3668000000,mac,1985
4040000000,mac,1986
4706000000,mac,1987
5228000000,mac,1988
5658000000,mac,1989
6248000000,mac,1990
6712000000,mac,1991
7684000000,mac,1992
8201000000,mac,1993
8716000000,mac,1994
9091000000,mac,1995
9115000000,mac,1996
9289000000,mac,1997
8999000000,mac,1998
8786000000,mac,1999
9296000000,mac,2000
9176000000,mac,2001
10640000000,mac,2002
12030000000,mac,2003
15130000000,mac,2004
16780000000,mac,2005
19030000000,mac,2006
24870000000,mac,2007
23560000000,mac,2008
24620000000,mac,2009
31020000000,mac,2010
10500000000,mkd,1990
10250000000,mkd,1991
9536000000,mkd,1992
9100000000,mkd,1993
9200000000,mkd,1994
9356000000,mkd,1995
9608000000,mkd,1996
9904000000,mkd,1997
10400000000,mkd,1998
10900000000,mkd,1999
11710000000,mkd,2000
11670000000,mkd,2001
12060000000,mkd,2002
12870000000,mkd,2003
14170000000,mkd,2004
15740000000,mkd,2005
17830000000,mkd,2006
18540000000,mkd,2007
21750000000,mkd,2008
22900000000,mkd,2009
22870000000,mkd,2010
23720000000,mkd,2011
5273000000,mdg,1980
5150000000,mdg,1981
5345000000,mdg,1982
5573000000,mdg,1983
5762000000,mdg,1984
6042000000,mdg,1985
6276000000,mdg,1986
6430000000,mdg,1987
6810000000,mdg,1988
7313000000,mdg,1989
8106000000,mdg,1990
7665000000,mdg,1991
8077000000,mdg,1992
8468000000,mdg,1993
8548000000,mdg,1994
8890000000,mdg,1995
9344000000,mdg,1996
10020000000,mdg,1997
10620000000,mdg,1998
11380000000,mdg,1999
12090000000,mdg,2000
13180000000,mdg,2001
11660000000,mdg,2002
13090000000,mdg,2003
14120000000,mdg,2004
15300000000,mdg,2005
16600000000,mdg,2006
18280000000,mdg,2007
20050000000,mdg,2008
19230000000,mdg,2009
19760000000,mdg,2010
20340000000,mdg,2011
1886000000,mwi,1980
1983000000,mwi,1981
2173000000,mwi,1982
2347000000,mwi,1983
2598000000,mwi,1984
2798000000,mwi,1985
2841000000,mwi,1986
2981000000,mwi,1987
3214000000,mwi,1988
3406000000,mwi,1989
3769000000,mwi,1990
4246000000,mwi,1991
4015000000,mwi,1992
4507000000,mwi,1993
4059000000,mwi,1994
4862000000,mwi,1995
5402000000,mwi,1996
5725000000,mwi,1997
5981000000,mwi,1998
6254000000,mwi,1999
6508000000,mwi,2000
6335000000,mwi,2001
6566000000,mwi,2002
7072000000,mwi,2003
7672000000,mwi,2004
8143000000,mwi,2005
9079000000,mwi,2006
9945000000,mwi,2007
11020000000,mwi,2008
12030000000,mwi,2009
12830000000,mwi,2010
13370000000,mwi,2011
31010000000,mys,1980
36310000000,mys,1981
40340000000,mys,1982
43760000000,mys,1983
48700000000,mys,1984
49430000000,mys,1985
51360000000,mys,1986
55990000000,mys,1987
64130000000,mys,1988
72490000000,mys,1989
83200000000,mys,1990
93470000000,mys,1991
103600000000,mys,1992
117000000000,mys,1993
130300000000,mys,1994
146700000000,mys,1995
164300000000,mys,1996
178400000000,mys,1997
167500000000,mys,1998
177200000000,mys,1999
194900000000,mys,2000
202100000000,mys,2001
218200000000,mys,2002
238600000000,mys,2003
262600000000,mys,2004
287500000000,mys,2005
319300000000,mys,2006
352900000000,mys,2007
374400000000,mys,2008
375900000000,mys,2009
402100000000,mys,2010
438300000000,mys,2011
620900000,mdv,1995
690400000,mdv,1996
772500000,mdv,1997
861700000,mdv,1998
937000000,mdv,1999
1008000000,mdv,2000
1066000000,mdv,2001
1149000000,mdv,2002
1363000000,mdv,2003
1545000000,mdv,2004
1488000000,mdv,2005
1837000000,mdv,2006
2090000000,mdv,2007
2401000000,mdv,2008
2317000000,mdv,2009
2475000000,mdv,2010
2733000000,mdv,2011
2567000000,mli,1980
2648000000,mli,1981
2690000000,mli,1982
2920000000,mli,1983
3185000000,mli,1984
2900000000,mli,1985
3231000000,mli,1986
3323000000,mli,1987
3479000000,mli,1988
4139000000,mli,1990
4372000000,mli,1991
4829000000,mli,1992
4846000000,mli,1993
4920000000,mli,1994
5314000000,mli,1995
5583000000,mli,1996
6061000000,mli,1997
6529000000,mli,1998
7087000000,mli,1999
7510000000,mli,2000
8167000000,mli,2001
8564000000,mli,2002
9752000000,mli,2003
10210000000,mli,2004
11200000000,mli,2005
11930000000,mli,2006
13600000000,mli,2007
14070000000,mli,2008
14630000000,mli,2009
15760000000,mli,2010
16570000000,mli,2011
1886000000,mlt,1980
2164000000,mlt,1981
2387000000,mlt,1982
2401000000,mlt,1983
2550000000,mlt,1984
2654000000,mlt,1985
2749000000,mlt,1986
2949000000,mlt,1987
3280000000,mlt,1988
3705000000,mlt,1989
4171000000,mlt,1990
4526000000,mlt,1991
4775000000,mlt,1992
5050000000,mlt,1993
5345000000,mlt,1994
5769000000,mlt,1995
5482000000,mlt,1996
5862000000,mlt,1997
6042000000,mlt,1998
6524000000,mlt,1999
7081000000,mlt,2000
7242000000,mlt,2001
7702000000,mlt,2002
7808000000,mlt,2003
7903000000,mlt,2004
8104000000,mlt,2005
8700000000,mlt,2006
9238000000,mlt,2007
10030000000,mlt,2008
9715000000,mlt,2009
10050000000,mlt,2010
1372000000,mrt,1980
1504000000,mrt,1981
1570000000,mrt,1982
1660000000,mrt,1983
1712000000,mrt,1984
1774000000,mrt,1985
1894000000,mrt,1986
1991000000,mrt,1987
2120000000,mrt,1988
2339000000,mrt,1989
2394000000,mrt,1990
2561000000,mrt,1991
2664000000,mrt,1992
2854000000,mrt,1993
2859000000,mrt,1994
3229000000,mrt,1995
3644000000,mrt,1996
3554000000,mrt,1997
3786000000,mrt,1998
4144000000,mrt,1999
4185000000,mrt,2000
4223000000,mrt,2001
4853000000,mrt,2002
4971000000,mrt,2003
5399000000,mrt,2004
6042000000,mrt,2005
7016000000,mrt,2006
7509000000,mrt,2007
8034000000,mrt,2008
8090000000,mrt,2009
8301000000,mrt,2010
8549000000,mrt,2011
1685000000,mus,1980
1912000000,mus,1981
2135000000,mus,1982
2238000000,mus,1983
2417000000,mus,1984
2668000000,mus,1985
3010000000,mus,1986
3426000000,mus,1987
3791000000,mus,1988
4158000000,mus,1989
4628000000,mus,1990
5051000000,mus,1991
5501000000,mus,1992
5893000000,mus,1993
6212000000,mus,1994
6643000000,mus,1995
7101000000,mus,1996
7694000000,mus,1997
8258000000,mus,1998
8606000000,mus,1999
9576000000,mus,2000
10140000000,mus,2001
10520000000,mus,2002
11050000000,mus,2003
12050000000,mus,2004
12610000000,mus,2005
13660000000,mus,2006
15190000000,mus,2007
16040000000,mus,2008
16500000000,mus,2009
17680000000,mus,2010
18980000000,mus,2011
257600000000,mex,1980
304100000000,mex,1981
310400000000,mex,1982
311900000000,mex,1983
336600000000,mex,1984
359800000000,mex,1985
350500000000,mex,1986
371300000000,mex,1987
418500000000,mex,1988
453700000000,mex,1989
497400000000,mex,1990
539800000000,mex,1991
573200000000,mex,1992
596000000000,mex,1993
635200000000,mex,1994
598400000000,mex,1995
644200000000,mex,1996
707200000000,mex,1997
750700000000,mex,1998
794800000000,mex,1999
878100000000,mex,2000
900300000000,mex,2001
937600000000,mex,2002
1089000000000,mex,2003
1172000000000,mex,2004
1274000000000,mex,2005
1416000000000,mex,2006
1506000000000,mex,2007
1606000000000,mex,2008
1523000000000,mex,2009
1632000000000,mex,2010
1728000000000,mex,2011
262400000,fsm,1993
267300000,fsm,1994
280000000,fsm,1995
275300000,fsm,1996
255100000,fsm,1997
263300000,fsm,1998
278000000,fsm,1999
296500000,fsm,2000
306600000,fsm,2001
312500000,fsm,2002
324000000,fsm,2003
326600000,fsm,2004
350500000,fsm,2005
366300000,fsm,2006
371600000,fsm,2007
363300000,fsm,2008
376800000,fsm,2009
385900000,fsm,2010
402600000,fsm,2011
12080000000,mda,1989
12230000000,mda,1990
10630000000,mda,1991
7692000000,mda,1992
7767000000,mda,1993
5424000000,mda,1994
5434000000,mda,1995
5504000000,mda,1996
5656000000,mda,1997
5344000000,mda,1998
5238000000,mda,1999
5441000000,mda,2000
6182000000,mda,2001
6781000000,mda,2002
7741000000,mda,2003
8636000000,mda,2004
9511000000,mda,2005
10260000000,mda,2006
10660000000,mda,2007
11790000000,mda,2008
10760000000,mda,2009
11990000000,mda,2010
13050000000,mda,2011
1801000000,mng,1981
2064000000,mng,1982
2263000000,mng,1983
2469000000,mng,1984
2684000000,mng,1985
3063000000,mng,1986
3251000000,mng,1987
3511000000,mng,1988
3528000000,mng,1989
3790000000,mng,1990
3632000000,mng,1991
3304000000,mng,1992
3220000000,mng,1993
3405000000,mng,1994
3716000000,mng,1995
3897000000,mng,1996
4129000000,mng,1997
4373000000,mng,1998
4572000000,mng,1999
4702000000,mng,2000
4966000000,mng,2001
5277000000,mng,2002
5742000000,mng,2003
6542000000,mng,2004
7140000000,mng,2005
8067000000,mng,2006
9053000000,mng,2007
9997000000,mng,2008
9853000000,mng,2009
10070000000,mng,2010
12210000000,mng,2011
4189000000,mne,2000
4329000000,mne,2001
4508000000,mne,2002
4728000000,mne,2003
5044000000,mne,2004
5213000000,mne,2005
6584000000,mne,2006
7792000000,mne,2007
8716000000,mne,2008
8113000000,mne,2009
8075000000,mne,2010
8674000000,mne,2011
21490000000,mar,1980
22680000000,mar,1981
26680000000,mar,1982
27230000000,mar,1983
29260000000,mar,1984
31580000000,mar,1985
35300000000,mar,1986
35390000000,mar,1987
40450000000,mar,1988
42220000000,mar,1989
46660000000,mar,1990
51480000000,mar,1991
50600000000,mar,1992
50760000000,mar,1993
57550000000,mar,1994
54930000000,mar,1995
63010000000,mar,1996
62830000000,mar,1997
69300000000,mar,1998
70700000000,mar,1999
73300000000,mar,2000
80630000000,mar,2001
84840000000,mar,2002
92390000000,mar,2003
99910000000,mar,2004
106800000000,mar,2005
118600000000,mar,2006
125500000000,mar,2007
135000000000,mar,2008
141500000000,mar,2009
148600000000,mar,2010
161200000000,mar,2011
2538000000,moz,1980
2895000000,moz,1981
2844000000,moz,1982
2481000000,moz,1983
2396000000,moz,1984
2473000000,moz,1985
2442000000,moz,1986
2770000000,moz,1987
3156000000,moz,1988
3399000000,moz,1989
3646000000,moz,1990
3960000000,moz,1991
3710000000,moz,1992
4142000000,moz,1993
4480000000,moz,1994
4762000000,moz,1995
5354000000,moz,1996
6048000000,moz,1997
6780000000,moz,1998
7462000000,moz,1999
7644000000,moz,2000
8560000000,moz,2001
9809000000,moz,2002
10610000000,moz,2003
11640000000,moz,2004
13150000000,moz,2005
13920000000,moz,2006
15620000000,moz,2007
17230000000,moz,2008
19270000000,moz,2009
21170000000,moz,2010
23440000000,moz,2011
1998000000,nam,1980
2462000000,nam,1981
2538000000,nam,1982
2698000000,nam,1983
2717000000,nam,1984
2410000000,nam,1985
2734000000,nam,1986
3281000000,nam,1987
3179000000,nam,1988
3600000000,nam,1989
4139000000,nam,1990
4734000000,nam,1991
5017000000,nam,1992
5093000000,nam,1993
5555000000,nam,1994
6087000000,nam,1995
6245000000,nam,1996
6619000000,nam,1997
6984000000,nam,1998
7104000000,nam,1999
7614000000,nam,2000
7810000000,nam,2001
8403000000,nam,2002
9266000000,nam,2003
10350000000,nam,2004
10660000000,nam,2005
11890000000,nam,2006
12720000000,nam,2007
13370000000,nam,2008
13670000000,nam,2009
14310000000,nam,2010
15340000000,nam,2011
4096000000,npl,1980
4844000000,npl,1981
5337000000,npl,1982
5384000000,npl,1983
6191000000,npl,1984
6667000000,npl,1985
7126000000,npl,1986
7457000000,npl,1987
8306000000,npl,1988
9017000000,npl,1989
9808000000,npl,1990
10780000000,npl,1991
11470000000,npl,1992
12150000000,npl,1993
13430000000,npl,1994
14200000000,npl,1995
15220000000,npl,1996
16300000000,npl,1997
17020000000,npl,1998
18050000000,npl,1999
19610000000,npl,2000
21020000000,npl,2001
21280000000,npl,2002
22580000000,npl,2003
24260000000,npl,2004
26090000000,npl,2005
27980000000,npl,2006
29850000000,npl,2007
32350000000,npl,2008
34250000000,npl,2009
36160000000,npl,2010
38510000000,npl,2011
140900000000,nld,1980
151800000000,nld,1981
159000000000,nld,1982
169600000000,nld,1983
181900000000,nld,1984
189800000000,nld,1985
199700000000,nld,1986
212000000000,nld,1987
226000000000,nld,1988
245500000000,nld,1989
261800000000,nld,1990
278900000000,nld,1991
289200000000,nld,1992
301400000000,nld,1993
319000000000,nld,1994
338500000000,nld,1995
355000000000,nld,1996
381400000000,nld,1997
396100000000,nld,1998
430400000000,nld,1999
478400000000,nld,2000
497600000000,nld,2001
520500000000,nld,2002
520200000000,nld,2003
554800000000,nld,2004
575700000000,nld,2005
639100000000,nld,2006
678300000000,nld,2007
690800000000,nld,2008
662100000000,nld,2009
695000000000,nld,2010
722300000000,nld,2011
25980000000,nzl,1980
29300000000,nzl,1981
32290000000,nzl,1982
34110000000,nzl,1983
36630000000,nzl,1984
37820000000,nzl,1985
39820000000,nzl,1986
41020000000,nzl,1987
43420000000,nzl,1988
45320000000,nzl,1989
47170000000,nzl,1990
47050000000,nzl,1991
49180000000,nzl,1992
52430000000,nzl,1993
56930000000,nzl,1994
60700000000,nzl,1995
62660000000,nzl,1996
66510000000,nzl,1997
68940000000,nzl,1998
72840000000,nzl,1999
76630000000,nzl,2000
81390000000,nzl,2001
85820000000,nzl,2002
90200000000,nzl,2003
94760000000,nzl,2004
97770000000,nzl,2005
105600000000,nzl,2006
112300000000,nzl,2007
115600000000,nzl,2008
122000000000,nzl,2009
126600000000,nzl,2010
4006000000,nic,1980
4544000000,nic,1981
4824000000,nic,1982
5245000000,nic,1983
5399000000,nic,1984
5309000000,nic,1985
5601000000,nic,1986
5826000000,nic,1987
4566000000,nic,1988
4279000000,nic,1989
5493000000,nic,1990
4509000000,nic,1991
4297000000,nic,1992
4559000000,nic,1993
5358000000,nic,1994
6105000000,nic,1995
6745000000,nic,1996
7302000000,nic,1997
7899000000,nic,1998
8572000000,nic,1999
9129000000,nic,2000
9539000000,nic,2001
9858000000,nic,2002
10340000000,nic,2003
11250000000,nic,2004
12280000000,nic,2005
13290000000,nic,2006
14180000000,nic,2007
14870000000,nic,2008
14560000000,nic,2009
15390000000,nic,2010
16680000000,nic,2011
2603000000,ner,1980
2810000000,ner,1981
3018000000,ner,1982
3028000000,ner,1983
2574000000,ner,1984
2881000000,ner,1985
3198000000,ner,1986
3233000000,ner,1987
3604000000,ner,1988
3884000000,ner,1989
3856000000,ner,1990
4111000000,ner,1991
3941000000,ner,1992
4078000000,ner,1993
4306000000,ner,1994
4488000000,ner,1995
4785000000,ner,1996
5005000000,ner,1997
5629000000,ner,1998
5688000000,ner,1999
5732000000,ner,2000
6288000000,ner,2001
6559000000,ner,2002
7096000000,ner,2003
7307000000,ner,2004
7904000000,ner,2005
8654000000,ner,2006
9207000000,ner,2007
10190000000,ner,2008
10180000000,ner,2009
11130000000,ner,2010
11640000000,ner,2011
56460000000,nga,1980
54910000000,nga,1981
58400000000,nga,1982
57620000000,nga,1983
56410000000,nga,1984
63240000000,nga,1985
63910000000,nga,1986
63100000000,nga,1987
78140000000,nga,1988
81120000000,nga,1989
89710000000,nga,1990
98410000000,nga,1991
103400000000,nga,1992
105600000000,nga,1993
109200000000,nga,1994
117100000000,nga,1995
126400000000,nga,1996
132600000000,nga,1997
133100000000,nga,1998
143400000000,nga,1999
141100000000,nga,2000
156200000000,nga,2001
156400000000,nga,2002
175200000000,nga,2003
199800000000,nga,2004
215500000000,nga,2005
258000000000,nga,2006
272800000000,nga,2007
299200000000,nga,2008
314400000000,nga,2009
339600000000,nga,2010
374100000000,nga,2011
37930000000,nor,1980
42160000000,nor,1981
44700000000,nor,1982
48400000000,nor,1983
53330000000,nor,1984
58430000000,nor,1985
62250000000,nor,1986
65320000000,nor,1987
66760000000,nor,1988
69800000000,nor,1989
73770000000,nor,1990
78470000000,nor,1991
84090000000,nor,1992
88190000000,nor,1993
95160000000,nor,1994
101700000000,nor,1995
112900000000,nor,1996
122000000000,nor,1997
120200000000,nor,1998
131900000000,nor,1999
160100000000,nor,2000
167500000000,nor,2001
168700000000,nor,2002
175800000000,nor,2003
195400000000,nor,2004
221700000000,nor,2005
251200000000,nor,2006
262100000000,nor,2007
291100000000,nor,2008
265600000000,nor,2009
283300000000,nor,2010
311800000000,nor,2011
5300000000,omn,1980
6856000000,omn,1981
8222000000,omn,1982
9942000000,omn,1983
12020000000,omn,1984
14010000000,omn,1985
14950000000,omn,1986
14840000000,omn,1987
15840000000,omn,1988
18570000000,omn,1989
19260000000,omn,1990
21350000000,omn,1991
23250000000,omn,1992
25220000000,omn,1993
26690000000,omn,1994
28790000000,omn,1995
30090000000,omn,1996
32450000000,omn,1997
33430000000,omn,1998
33900000000,omn,1999
36710000000,omn,2000
40450000000,omn,2001
41600000000,omn,2002
43640000000,omn,2003
46840000000,omn,2004
49440000000,omn,2005
54680000000,omn,2006
60030000000,omn,2007
67340000000,omn,2008
67450000000,omn,2009
71700000000,omn,2010
50840000000,pak,1980
60050000000,pak,1981
67670000000,pak,1982
77190000000,pak,1983
83100000000,pak,1984
91030000000,pak,1985
93350000000,pak,1986
105800000000,pak,1987
115600000000,pak,1988
125100000000,pak,1989
136500000000,pak,1990
145500000000,pak,1991
158000000000,pak,1992
163800000000,pak,1993
172500000000,pak,1994
186200000000,pak,1995
196600000000,pak,1996
201400000000,pak,1997
209200000000,pak,1998
220200000000,pak,1999
233600000000,pak,2000
243500000000,pak,2001
260200000000,pak,2002
285700000000,pak,2003
312600000000,pak,2004
347300000000,pak,2005
380300000000,pak,2006
412900000000,pak,2007
429700000000,pak,2008
452900000000,pak,2009
482200000000,pak,2010
509600000000,pak,2011
169000000,plw,1991
161300000,plw,1992
150300000,plw,1993
157500000,plw,1994
184500000,plw,1995
208300000,plw,1996
217100000,plw,1997
217600000,plw,1998
217200000,plw,1999
223300000,plw,2000
231800000,plw,2001
226800000,plw,2002
226600000,plw,2003
246400000,plw,2004
264600000,plw,2005
277000000,plw,2006
290900000,plw,2007
230900000,plw,2008
212600000,plw,2009
224200000,plw,2010
254200000,plw,2011
5446000000,pan,1980
6388000000,pan,1981
7548000000,pan,1982
7891000000,pan,1983
8049000000,pan,1984
9003000000,pan,1985
9089000000,pan,1986
10250000000,pan,1987
8776000000,pan,1988
8929000000,pan,1989
10070000000,pan,1990
11200000000,pan,1991
12460000000,pan,1992
13700000000,pan,1993
14530000000,pan,1994
14880000000,pan,1995
15760000000,pan,1996
16980000000,pan,1997
18350000000,pan,1998
19100000000,pan,1999
20200000000,pan,2000
20820000000,pan,2001
22320000000,pan,2002
22860000000,pan,2003
24830000000,pan,2004
27530000000,pan,2005
30810000000,pan,2006
35830000000,pan,2007
40230000000,pan,2008
42300000000,pan,2009
45900000000,pan,2010
52650000000,pan,2011
2889000000,png,1980
3114000000,png,1981
3262000000,png,1982
3481000000,png,1983
3690000000,png,1984
3935000000,png,1985
4250000000,png,1986
4413000000,png,1987
4735000000,png,1988
4848000000,png,1989
4877000000,png,1990
5557000000,png,1991
6070000000,png,1992
7363000000,png,1993
8078000000,png,1994
8132000000,png,1995
8613000000,png,1996
8657000000,png,1997
8407000000,png,1998
8577000000,png,1999
8730000000,png,2000
8737000000,png,2001
8920000000,png,2002
8905000000,png,2003
9630000000,png,2004
10510000000,png,2005
10610000000,png,2006
13140000000,png,2007
14350000000,png,2008
15330000000,png,2009
16490000000,png,2010
18160000000,png,2011
6230000000,pry,1980
7417000000,pry,1981
7568000000,pry,1982
7644000000,pry,1983
8053000000,pry,1984
8568000000,pry,1985
8740000000,pry,1986
9235000000,pry,1987
10420000000,pry,1988
11700000000,pry,1989
12550000000,pry,1990
12800000000,pry,1991
13640000000,pry,1992
14700000000,pry,1993
15690000000,pry,1994
16880000000,pry,1995
17230000000,pry,1996
17930000000,pry,1997
18240000000,pry,1998
18260000000,pry,1999
18040000000,pry,2000
18820000000,pry,2001
19230000000,pry,2002
20190000000,pry,2003
21220000000,pry,2004
22830000000,pry,2005
24530000000,pry,2006
26880000000,pry,2007
29030000000,pry,2008
27880000000,pry,2009
32630000000,pry,2010
34860000000,pry,2011
47870000000,per,1980
56470000000,per,1981
59470000000,per,1982
53520000000,per,1983
57980000000,per,1984
61670000000,per,1985
70560000000,per,1986
78640000000,per,1987
69080000000,per,1988
61150000000,per,1989
68020000000,per,1990
69250000000,per,1991
72880000000,per,1992
76740000000,per,1993
88790000000,per,1994
98280000000,per,1995
103900000000,per,1996
113600000000,per,1997
115600000000,per,1998
118300000000,per,1999
123800000000,per,2000
127400000000,per,2001
135500000000,per,2002
142300000000,per,2003
150700000000,per,2004
166200000000,per,2005
190000000000,per,2006
214700000000,per,2007
235700000000,per,2008
241500000000,per,2009
271000000000,per,2010
298600000000,per,2011
62660000000,phl,1980
70790000000,phl,1981
