geo,females_aged_25_54_labour_force_participation_rate_percent,time
ecu,52.6,2000
ecu,54.1,2001
ecu,55.5,2002
ecu,57.0,2003
ecu,58.6,2004
ecu,60.1,2005
ecu,61.6,2006
ecu,61.7,2007
egy,20.2,1980
egy,20.8,1981
egy,21.4,1982
egy,22.2,1983
egy,22.4,1984
egy,23.0,1985
egy,23.8,1986
egy,24.9,1987
egy,25.9,1988
egy,26.8,1989
egy,26.8,1990
egy,25.7,1991
egy,25.3,1992
egy,26.1,1993
egy,26.5,1994
egy,26.1,1995
egy,26.0,1996
egy,25.9,1997
egy,25.9,1998
egy,25.8,1999
egy,26.9,2000
egy,28.3,2001
egy,28.2,2002
egy,28.7,2003
egy,29.1,2004
egy,29.5,2005
egy,29.7,2006
egy,30.2,2007
slv,48.9,1980
slv,50.6,1981
slv,52.3,1982
slv,53.9,1983
slv,55.6,1984
slv,57.2,1985
slv,58.9,1986
slv,60.5,1987
slv,62.1,1988
slv,63.7,1989
slv,65.2,1990
slv,64.4,1991
slv,50.8,1992
slv,52.9,1993
slv,55.8,1994
slv,54.4,1995
slv,53.5,1996
slv,54.5,1997
slv,57.1,1998
slv,58.1,1999
slv,58.3,2000
slv,58.5,2001
slv,58.6,2002
slv,59.9,2003
slv,57.8,2004
slv,58.5,2005
slv,59.5,2006
slv,60.3,2007
gnq,43.5,1980
gnq,43.4,1981
gnq,43.3,1982
gnq,43.3,1983
gnq,43.2,1984
gnq,43.1,1985
gnq,42.9,1986
gnq,42.7,1987
gnq,42.5,1988
gnq,42.2,1989
gnq,42.0,1990
gnq,41.7,1991
gnq,41.6,1992
gnq,41.4,1993
gnq,41.4,1994
gnq,41.4,1995
gnq,42.0,1996
gnq,42.6,1997
gnq,42.7,1998
gnq,44.4,1999
gnq,44.9,2000
gnq,45.3,2001
gnq,45.3,2002
gnq,45.4,2003
gnq,45.5,2004
gnq,45.7,2005
gnq,45.6,2006
gnq,41.4,2007
eri,57.0,1980
eri,56.9,1981
eri,56.5,1982
eri,56.2,1983
eri,55.8,1984
eri,55.9,1985
eri,56.2,1986
eri,56.7,1987
eri,57.3,1988
eri,57.5,1989
eri,57.7,1990
eri,57.6,1991
eri,57.1,1992
eri,58.4,1993
eri,60.5,1994
eri,60.5,1995
eri,61.7,1996
eri,62.4,1997
eri,62.4,1998
eri,62.5,1999
eri,60.9,2000
eri,61.9,2001
eri,62.0,2002
eri,62.3,2003
eri,62.4,2004
eri,62.6,2005
eri,62.5,2006
eri,62.2,2007
est,87.4,1980
est,87.4,1981
est,87.5,1982
est,87.6,1983
est,87.6,1984
est,87.7,1985
est,87.7,1986
est,87.7,1987
est,87.6,1988
est,87.6,1989
est,87.4,1990
est,86.3,1991
est,86.0,1992
est,85.7,1993
est,85.4,1994
est,85.0,1995
est,84.8,1996
est,84.5,1997
est,84.1,1998
est,83.9,1999
est,83.5,2000
est,82.8,2001
est,80.9,2002
est,82.1,2003
est,82.6,2004
est,83.0,2005
est,82.7,2006
est,81.1,2007
eth,61.8,1980
eth,61.9,1981
eth,61.7,1982
eth,62.1,1983
eth,61.7,1984
eth,62.5,1985
eth,63.3,1986
eth,64.1,1987
eth,64.9,1988
eth,65.7,1989
eth,66.5,1990
eth,67.3,1991
eth,68.0,1992
eth,68.8,1993
eth,69.5,1994
eth,71.3,1995
eth,72.9,1996
eth,74.5,1997
eth,76.0,1998
eth,77.5,1999
eth,79.0,2000
eth,80.5,2001
eth,81.9,2002
eth,83.2,2003
eth,84.4,2004
eth,85.6,2005
eth,86.4,2006
eth,87.7,2007
fji,24.5,1980
fji,24.6,1981
fji,24.4,1982
fji,24.1,1983
fji,24.4,1984
fji,24.1,1985
fji,24.4,1986
fji,26.2,1987
fji,28.0,1988
fji,30.0,1989
fji,32.1,1990
fji,34.2,1991
fji,36.4,1992
fji,38.6,1993
fji,41.0,1994
fji,43.3,1995
fji,45.7,1996
fji,45.6,1997
fji,45.7,1998
fji,46.1,1999
fji,45.3,2000
fji,45.6,2001
fji,45.7,2002
fji,45.9,2003
fji,46.1,2004
fji,46.1,2005
fji,46.3,2006
fji,46.1,2007
fin,81.7,1980
fin,83.1,1981
fin,84.3,1982
fin,84.5,1983
fin,84.9,1984
fin,85.4,1985
fin,86.3,1986
fin,86.7,1987
fin,86.9,1988
fin,87.4,1989
fin,86.6,1990
fin,85.4,1991
fin,84.4,1992
fin,83.9,1993
fin,84.0,1994
fin,84.5,1995
fin,84.7,1996
fin,84.1,1997
fin,84.2,1998
fin,84.7,1999
fin,85.0,2000
fin,85.0,2001
fin,85.4,2002
fin,84.7,2003
fin,84.5,2004
fin,85.1,2005
fin,85.3,2006
fin,85.2,2007
fra,63.8,1980
fra,64.8,1981
fra,66.0,1982
fra,67.0,1983
fra,68.1,1984
fra,68.9,1985
fra,70.3,1986
fra,70.5,1987
fra,71.2,1988
fra,72.1,1989
fra,72.8,1990
fra,73.8,1991
fra,74.9,1992
fra,76.1,1993
fra,76.8,1994
fra,77.3,1995
fra,77.8,1996
fra,77.4,1997
fra,78.0,1998
fra,78.5,1999
fra,78.4,2000
fra,78.7,2001
fra,79.0,2002
fra,79.7,2003
fra,80.3,2004
fra,80.7,2005
fra,81.2,2006
fra,81.3,2007
guf,66.2,1980
guf,66.0,1981
guf,65.0,1982
guf,65.2,1983
guf,65.3,1984
guf,65.5,1985
guf,65.6,1986
guf,65.8,1987
guf,65.9,1988
guf,66.0,1989
guf,66.1,1990
guf,66.6,1991
guf,67.0,1992
guf,67.4,1993
guf,67.9,1994
guf,68.3,1995
guf,68.8,1996
guf,69.2,1997
guf,69.7,1998
guf,70.1,1999
guf,70.5,2000
guf,70.5,2001
guf,70.7,2002
guf,71.1,2003
guf,71.0,2004
guf,71.5,2005
guf,72.0,2006
guf,72.3,2007
pyf,52.6,1980
pyf,52.9,1981
pyf,53.3,1982
pyf,53.5,1983
pyf,54.8,1984
pyf,56.2,1985
pyf,57.5,1986
pyf,58.8,1987
pyf,60.1,1988
pyf,60.2,1989
pyf,60.2,1990
pyf,60.4,1991
pyf,60.3,1992
pyf,60.2,1993
pyf,60.2,1994
pyf,60.1,1995
pyf,60.0,1996
pyf,59.9,1997
pyf,60.2,1998
pyf,60.2,1999
pyf,60.3,2000
pyf,60.0,2001
pyf,59.9,2002
pyf,59.9,2003
pyf,59.8,2004
pyf,59.8,2005
pyf,59.9,2006
pyf,59.9,2007
gab,74.8,1980
gab,74.5,1981
gab,73.7,1982
gab,73.7,1983
gab,73.6,1984
gab,73.0,1985
gab,72.4,1986
gab,70.1,1987
gab,70.9,1988
gab,71.1,1989
gab,71.7,1990
gab,72.0,1991
gab,71.7,1992
gab,71.5,1993
gab,71.6,1994
gab,72.4,1995
gab,72.8,1996
gab,72.9,1997
gab,73.0,1998
gab,72.5,1999
gab,72.9,2000
gab,73.3,2001
gab,73.8,2002
gab,74.0,2003
gab,74.4,2004
gab,74.4,2005
gab,74.7,2006
gab,74.7,2007
gmb,74.0,1980
gmb,73.9,1981
gmb,73.6,1982
gmb,74.5,1983
gmb,73.8,1984
gmb,73.8,1985
gmb,75.0,1986
gmb,73.1,1987
gmb,73.3,1988
gmb,74.3,1989
gmb,74.5,1990
gmb,74.2,1991
gmb,73.9,1992
gmb,73.9,1993
gmb,73.7,1994
gmb,73.5,1995
gmb,73.4,1996
gmb,73.7,1997
gmb,74.1,1998
gmb,74.5,1999
gmb,74.8,2000
gmb,75.1,2001
gmb,74.7,2002
gmb,75.1,2003
gmb,75.3,2004
gmb,75.5,2005
gmb,76.0,2006
gmb,76.8,2007
geo,87.3,1980
geo,87.0,1981
geo,86.9,1982
geo,86.6,1983
geo,86.4,1984
geo,86.1,1985
geo,86.5,1986
geo,86.4,1987
geo,86.0,1988
geo,86.4,1989
geo,87.6,1990
geo,75.7,1991
geo,71.8,1992
geo,68.5,1993
geo,67.4,1994
geo,68.5,1995
geo,69.9,1996
geo,70.7,1997
geo,71.2,1998
geo,71.8,1999
geo,67.6,2000
geo,71.5,2001
geo,69.0,2002
geo,70.0,2003
geo,70.6,2004
geo,69.8,2005
geo,70.4,2006
geo,69.8,2007
deu,55.9,1980
deu,56.6,1981
deu,57.2,1982
deu,57.3,1983
deu,58.8,1984
deu,60.1,1985
deu,60.7,1986
deu,61.0,1987
deu,62.2,1988
deu,63.0,1989
deu,66.7,1990
deu,72.1,1991
deu,72.2,1992
deu,72.6,1993
deu,72.7,1994
deu,73.1,1995
deu,73.8,1996
deu,74.7,1997
deu,75.9,1998
deu,76.6,1999
deu,77.0,2000
deu,77.5,2001
deu,78.2,2002
deu,78.9,2003
deu,79.7,2004
deu,79.1,2005
deu,80.4,2006
deu,81.0,2007
gha,83.8,1980
gha,83.4,1981
gha,82.7,1982
gha,82.1,1983
gha,82.5,1984
gha,82.6,1985
gha,82.8,1986
gha,83.0,1987
gha,83.2,1988
gha,83.4,1989
gha,83.5,1990
gha,83.7,1991
gha,83.9,1992
gha,84.1,1993
gha,84.3,1994
gha,84.6,1995
gha,84.9,1996
gha,85.1,1997
gha,85.4,1998
gha,85.8,1999
gha,86.1,2000
gha,86.3,2001
gha,86.6,2002
gha,86.9,2003
gha,87.3,2004
gha,87.6,2005
gha,87.9,2006
gha,87.9,2007
grc,45.0,1980
grc,44.7,1981
grc,44.3,1982
grc,43.7,1983
grc,45.6,1984
grc,47.7,1985
grc,48.0,1986
grc,48.6,1987
grc,50.3,1988
grc,51.8,1989
grc,51.8,1990
grc,49.5,1991
grc,52.2,1992
grc,52.9,1993
grc,54.2,1994
grc,55.3,1995
grc,57.3,1996
grc,58.1,1997
grc,60.3,1998
grc,62.0,1999
grc,62.3,2000
grc,61.9,2001
grc,63.4,2002
grc,65.1,2003
grc,67.5,2004
grc,68.4,2005
grc,69.1,2006
grc,70.0,2007
glp,63.7,1980
glp,63.6,1981
glp,63.1,1982
glp,64.6,1983
glp,66.2,1984
glp,67.7,1985
glp,69.2,1986
glp,70.3,1987
glp,71.4,1988
glp,72.4,1989
glp,73.4,1990
glp,74.4,1991
glp,75.3,1992
glp,76.2,1993
glp,77.1,1994
glp,77.9,1995
glp,78.7,1996
glp,79.4,1997
glp,80.2,1998
glp,80.9,1999
glp,81.5,2000
glp,81.8,2001
glp,82.1,2002
glp,82.6,2003
glp,82.6,2004
glp,83.1,2005
glp,83.9,2006
glp,84.0,2007
gum,55.8,1980
gum,56.0,1981
gum,56.2,1982
gum,56.4,1983
gum,56.5,1984
gum,56.7,1985
gum,56.8,1986
gum,56.9,1987
gum,57.1,1988
gum,57.3,1989
gum,57.7,1990
gum,58.3,1991
gum,59.0,1992
gum,59.8,1993
gum,60.5,1994
gum,61.2,1995
gum,61.7,1996
gum,62.1,1997
gum,62.5,1998
gum,63.1,1999
gum,63.9,2000
gum,64.8,2001
gum,66.0,2002
gum,67.1,2003
gum,68.1,2004
gum,68.8,2005
gum,69.2,2006
gum,70.0,2007
gtm,35.7,1980
gtm,35.3,1981
gtm,33.6,1982
gtm,32.2,1983
gtm,31.8,1984
gtm,30.8,1985
gtm,30.5,1986
gtm,30.7,1987
gtm,31.1,1988
gtm,31.6,1989
gtm,30.8,1990
gtm,30.0,1991
gtm,29.2,1992
gtm,28.4,1993
gtm,27.7,1994
gtm,26.9,1995
gtm,26.2,1996
gtm,25.5,1997
gtm,24.8,1998
gtm,24.2,1999
gtm,28.8,2000
gtm,34.0,2001
gtm,39.5,2002
gtm,45.4,2003
gtm,51.4,2004
gtm,51.8,2005
gtm,52.9,2006
gtm,55.6,2007
gin,89.7,1980
gin,89.6,1981
gin,89.5,1982
gin,89.3,1983
gin,89.2,1984
gin,89.2,1985
gin,89.2,1986
gin,89.1,1987
gin,89.2,1988
gin,89.3,1989
gin,89.3,1990
gin,89.1,1991
gin,89.0,1992
gin,88.9,1993
gin,88.9,1994
gin,89.1,1995
gin,89.2,1996
gin,89.3,1997
gin,89.5,1998
gin,89.6,1999
gin,89.6,2000
gin,89.8,2001
gin,89.8,2002
gin,89.8,2003
gin,89.8,2004
gin,89.9,2005
gin,90.0,2006
gin,90.2,2007
gnb,59.2,1980
gnb,60.1,1981
gnb,60.2,1982
gnb,59.3,1983
gnb,59.9,1984
gnb,58.8,1985
gnb,59.7,1986
gnb,60.2,1987
gnb,60.5,1988
gnb,60.8,1989
gnb,60.9,1990
gnb,61.3,1991
gnb,60.9,1992
gnb,60.6,1993
gnb,60.4,1994
gnb,60.6,1995
gnb,61.4,1996
gnb,61.5,1997
gnb,57.3,1998
gnb,57.7,1999
gnb,58.0,2000
gnb,57.9,2001
gnb,56.0,2002
gnb,55.6,2003
gnb,55.3,2004
gnb,55.2,2005
gnb,55.1,2006
gnb,53.6,2007
guy,29.2,1980
guy,30.6,1981
guy,32.1,1982
guy,33.6,1983
guy,35.2,1984
guy,36.8,1985
guy,38.5,1986
guy,40.1,1987
guy,41.2,1988
guy,42.2,1989
guy,43.2,1990
guy,44.2,1991
guy,45.3,1992
guy,46.3,1993
guy,47.4,1994
guy,48.3,1995
guy,50.9,1996
guy,54.5,1997
guy,53.8,1998
guy,53.7,1999
guy,54.5,2000
guy,57.0,2001
guy,58.4,2002
guy,59.3,2003
guy,60.5,2004
guy,61.7,2005
guy,65.6,2006
guy,64.7,2007
hti,69.4,1980
hti,66.5,1981
hti,63.3,1982
hti,62.7,1983
hti,61.7,1984
hti,60.7,1985
hti,59.7,1986
hti,58.6,1987
hti,57.6,1988
hti,55.4,1989
hti,53.3,1990
hti,54.4,1991
hti,47.1,1992
hti,45.3,1993
hti,40.7,1994
hti,38.1,1995
hti,38.7,1996
hti,38.7,1997
hti,38.4,1998
hti,38.5,1999
hti,37.7,2000
hti,36.5,2001
hti,35.7,2002
hti,34.9,2003
hti,33.7,2004
hti,34.0,2005
hti,34.5,2006
hti,34.2,2007
hnd,36.8,1980
hnd,36.7,1981
hnd,36.4,1982
hnd,37.0,1983
hnd,37.5,1984
hnd,38.6,1985
hnd,39.8,1986
hnd,40.9,1987
hnd,42.1,1988
hnd,43.2,1989
hnd,44.4,1990
hnd,45.5,1991
hnd,46.7,1992
hnd,47.9,1993
hnd,49.1,1994
hnd,50.2,1995
hnd,51.4,1996
hnd,52.6,1997
hnd,53.8,1998
hnd,55.0,1999
hnd,53.8,2000
hnd,52.6,2001
hnd,51.0,2002
hnd,49.4,2003
hnd,47.8,2004
hnd,45.7,2005
hnd,47.3,2006
hnd,46.6,2007
hkg,47.5,1980
hkg,51.1,1981
hkg,51.1,1982
hkg,53.6,1983
hkg,55.5,1984
hkg,55.8,1985
hkg,57.3,1986
hkg,57.7,1987
hkg,58.2,1988
hkg,57.4,1989
hkg,57.8,1990
hkg,59.6,1991
hkg,58.4,1992
hkg,58.6,1993
hkg,59.6,1994
hkg,60.8,1995
hkg,61.3,1996
hkg,62.1,1997
hkg,62.7,1998
hkg,63.6,1999
hkg,64.6,2000
hkg,66.2,2001
hkg,68.0,2002
hkg,68.0,2003
hkg,68.6,2004
hkg,69.1,2005
hkg,69.9,2006
hkg,71.9,2007
hun,77.0,1980
hun,77.0,1981
hun,77.1,1982
hun,77.1,1983
hun,77.2,1984
hun,77.3,1985
hun,77.4,1986
hun,77.6,1987
hun,77.7,1988
hun,77.8,1989
hun,77.9,1990
hun,77.1,1991
hun,76.2,1992
hun,73.9,1993
hun,71.4,1994
hun,68.7,1995
hun,68.4,1996
hun,66.9,1997
hun,67.9,1998
hun,69.7,1999
hun,70.4,2000
hun,70.1,2001
hun,69.8,2002
hun,70.9,2003
hun,70.8,2004
hun,72.1,2005
hun,72.8,2006
hun,73.2,2007
isl,78.1,1980
isl,79.1,1981
isl,80.0,1982
isl,80.3,1983
isl,80.5,1984
isl,80.4,1985
isl,81.0,1986
isl,81.5,1987
isl,82.3,1988
isl,83.1,1989
isl,83.0,1990
isl,82.9,1991
isl,84.4,1992
isl,84.8,1993
isl,86.3,1994
isl,88.0,1995
isl,86.8,1996
isl,84.9,1997
isl,85.3,1998
isl,86.9,1999
isl,88.1,2000
isl,88.0,2001
isl,88.2,2002
isl,88.0,2003
isl,85.3,2004
isl,85.0,2005
isl,85.5,2006
isl,87.4,2007
ind,38.7,1980
ind,38.8,1981
ind,39.1,1982
ind,39.3,1983
ind,39.6,1984
ind,39.9,1985
ind,40.2,1986
ind,40.5,1987
ind,40.8,1988
ind,41.2,1989
ind,41.5,1990
ind,41.8,1991
ind,42.2,1992
ind,42.5,1993
ind,42.9,1994
ind,42.7,1995
ind,42.4,1996
ind,42.2,1997
ind,42.0,1998
ind,41.8,1999
ind,41.5,2000
ind,41.5,2001
ind,41.5,2002
ind,41.4,2003
ind,41.4,2004
ind,41.9,2005
ind,42.5,2006
ind,41.6,2007
idn,49.8,1980
idn,50.1,1981
idn,50.1,1982
idn,50.2,1983
idn,50.3,1984
idn,50.4,1985
idn,58.6,1986
idn,59.5,1987
idn,60.4,1988
idn,59.3,1989
idn,58.3,1990
idn,57.3,1991
idn,56.3,1992
idn,56.3,1993
idn,56.4,1994
idn,56.4,1995
idn,56.4,1996
idn,56.5,1997
idn,58.6,1998
idn,58.3,1999
idn,57.2,2000
idn,56.1,2001
idn,55.0,2002
idn,55.2,2003
idn,55.5,2004
idn,55.7,2005
idn,54.4,2006
idn,55.0,2007
irn,22.9,1980
irn,22.6,1981
irn,23.1,1982
irn,23.4,1983
irn,23.3,1984
irn,23.3,1985
irn,22.8,1986
irn,23.1,1987
irn,23.5,1988
irn,23.8,1989
irn,24.1,1990
irn,24.5,1991
irn,25.5,1992
irn,26.6,1993
irn,27.7,1994
irn,28.9,1995
irn,30.0,1996
irn,30.4,1997
irn,30.8,1998
irn,31.2,1999
irn,31.7,2000
irn,32.1,2001
irn,32.6,2002
irn,33.0,2003
irn,33.5,2004
irn,34.0,2005
irn,34.9,2006
irn,35.5,2007
irq,14.4,1980
irq,14.3,1981
irq,14.2,1982
irq,14.4,1983
irq,14.6,1984
irq,14.6,1985
irq,14.3,1986
irq,14.5,1987
irq,14.7,1988
irq,15.0,1989
irq,15.2,1990
irq,15.4,1991
irq,15.6,1992
irq,15.9,1993
irq,16.1,1994
irq,16.4,1995
irq,16.7,1996
irq,16.9,1997
irq,17.2,1998
irq,17.5,1999
irq,17.8,2000
irq,18.1,2001
irq,18.4,2002
irq,18.7,2003
irq,19.0,2004
irq,19.3,2005
irq,19.7,2006
irq,19.7,2007
irl,28.2,1980
irl,29.1,1981
irl,31.0,1982
irl,32.9,1983
irl,34.8,1984
irl,36.8,1985
irl,38.7,1986
irl,40.3,1987
irl,41.9,1988
irl,43.5,1989
irl,45.1,1990
irl,46.8,1991
irl,49.0,1992
irl,51.3,1993
irl,53.5,1994
irl,54.7,1995
irl,57.7,1996
irl,58.4,1997
irl,60.7,1998
irl,62.9,1999
irl,64.9,2000
irl,65.9,2001
irl,67.6,2002
irl,67.3,2003
irl,68.0,2004
irl,69.6,2005
irl,70.4,2006
irl,72.1,2007
isr,48.8,1980
isr,50.3,1981
isr,50.8,1982
isr,52.1,1983
isr,53.5,1984
isr,54.0,1985
isr,54.6,1986
isr,55.4,1987
isr,57.0,1988
isr,58.9,1989
isr,59.1,1990
isr,60.0,1991
isr,61.9,1992
isr,62.9,1993
isr,64.1,1994
isr,64.9,1995
isr,65.6,1996
isr,65.9,1997
isr,66.6,1998
isr,67.9,1999
isr,68.4,2000
isr,68.5,2001
isr,69.3,2002
isr,70.0,2003
isr,70.5,2004
isr,70.9,2005
isr,71.2,2006
isr,71.0,2007
ita,44.3,1980
ita,45.3,1981
ita,45.5,1982
ita,45.9,1983
ita,47.2,1984
ita,47.8,1985
ita,49.5,1986
ita,51.1,1987
ita,52.1,1988
ita,53.3,1989
ita,53.9,1990
ita,54.4,1991
ita,55.6,1992
ita,52.3,1993
ita,52.7,1994
ita,53.4,1995
ita,54.1,1996
ita,54.6,1997
ita,55.9,1998
ita,57.0,1999
ita,57.9,2000
ita,59.3,2001
ita,60.4,2002
ita,61.0,2003
ita,63.6,2004
ita,63.6,2005
ita,64.3,2006
ita,66.3,2007
jam,86.1,1980
jam,85.6,1981
jam,86.4,1982
jam,86.3,1983
jam,86.1,1984
jam,85.9,1985
jam,85.7,1986
jam,85.6,1987
jam,85.4,1988
jam,85.2,1989
jam,85.0,1990
jam,85.8,1991
jam,86.5,1992
jam,87.2,1993
jam,87.9,1994
jam,87.0,1995
jam,86.0,1996
jam,85.0,1997
jam,83.9,1998
jam,82.7,1999
jam,81.4,2000
jam,80.1,2001
jam,78.6,2002
jam,77.2,2003
jam,76.0,2004
jam,76.3,2005
jam,76.4,2006
jam,74.4,2007
jpn,56.7,1980
jpn,57.2,1981
jpn,58.2,1982
jpn,59.6,1983
jpn,60.0,1984
jpn,60.3,1985
jpn,60.9,1986
jpn,61.5,1987
jpn,62.2,1988
jpn,63.2,1989
jpn,64.2,1990
jpn,65.0,1991
jpn,65.4,1992
jpn,65.2,1993
jpn,65.3,1994
jpn,65.2,1995
jpn,65.7,1996
jpn,66.6,1997
jpn,66.5,1998
jpn,66.4,1999
jpn,66.5,2000
jpn,67.3,2001
jpn,67.3,2002
jpn,67.8,2003
jpn,68.0,2004
jpn,68.8,2005
jpn,69.3,2006
jpn,69.3,2007
jor,11.9,1980
jor,12.1,1981
jor,12.6,1982
jor,13.0,1983
jor,13.6,1984
jor,13.8,1985
jor,13.9,1986
jor,13.8,1987
jor,13.6,1988
jor,13.2,1989
jor,13.5,1990
jor,14.0,1991
jor,15.4,1992
jor,16.9,1993
jor,17.8,1994
jor,18.5,1995
jor,18.8,1996
jor,18.9,1997
jor,19.0,1998
jor,19.1,1999
jor,19.2,2000
jor,19.5,2001
jor,20.0,2002
jor,20.4,2003
jor,21.0,2004
jor,21.4,2005
jor,21.9,2006
jor,21.6,2007
kaz,88.3,1980
kaz,88.3,1981
kaz,88.4,1982
kaz,88.5,1983
kaz,88.5,1984
kaz,88.5,1985
kaz,88.5,1986
kaz,88.4,1987
kaz,88.1,1988
kaz,88.1,1989
kaz,88.1,1990
kaz,88.3,1991
kaz,88.5,1992
kaz,88.8,1993
kaz,89.0,1994
kaz,89.1,1995
kaz,89.1,1996
kaz,89.0,1997
kaz,88.9,1998
kaz,88.8,1999
kaz,88.6,2000
kaz,88.5,2001
kaz,88.4,2002
kaz,88.2,2003
kaz,87.9,2004
kaz,88.0,2005
kaz,88.0,2006
kaz,88.1,2007
ken,81.7,1980
ken,81.7,1981
ken,81.5,1982
ken,81.3,1983
ken,81.1,1984
ken,81.2,1985
ken,81.5,1986
ken,81.7,1987
ken,82.0,1988
ken,82.2,1989
ken,82.3,1990
ken,82.4,1991
ken,82.5,1992
ken,82.6,1993
ken,82.7,1994
ken,82.9,1995
ken,83.0,1996
ken,83.1,1997
ken,83.2,1998
ken,83.2,1999
ken,83.3,2000
ken,83.6,2001
ken,83.6,2002
ken,83.7,2003
ken,83.9,2004
ken,83.9,2005
ken,84.1,2006
ken,84.2,2007
prk,53.7,1980
prk,54.0,1981
prk,54.1,1982
prk,54.1,1983
prk,54.3,1984
prk,54.7,1985
prk,55.3,1986
prk,56.1,1987
prk,57.0,1988
prk,57.9,1989
prk,58.8,1990
prk,59.6,1991
prk,60.4,1992
prk,61.2,1993
prk,62.1,1994
prk,62.9,1995
prk,63.8,1996
prk,64.7,1997
prk,65.6,1998
prk,66.6,1999
prk,67.8,2000
prk,69.1,2001
prk,70.4,2002
prk,71.8,2003
prk,73.0,2004
prk,74.0,2005
prk,75.0,2006
prk,75.8,2007
kor,47.1,1980
kor,47.2,1981
kor,49.0,1982
kor,48.6,1983
kor,46.5,1984
kor,48.2,1985
kor,49.6,1986
kor,51.8,1987
kor,52.2,1988
kor,53.8,1989
kor,53.7,1990
kor,53.5,1991
kor,53.4,1992
kor,53.8,1993
kor,54.9,1994
kor,55.5,1995
kor,56.8,1996
kor,58.3,1997
kor,55.9,1998
kor,56.5,1999
kor,57.8,2000
kor,58.4,2001
kor,59.1,2002
kor,58.4,2003
kor,59.7,2004
kor,60.4,2005
kor,61.5,2006
kor,60.4,2007
kwt,26.8,1980
kwt,29.7,1981
kwt,30.9,1982
kwt,31.2,1983
kwt,33.6,1984
kwt,36.1,1985
kwt,38.6,1986
kwt,41.2,1987
kwt,43.8,1988
kwt,43.2,1989
kwt,43.3,1990
kwt,43.9,1991
kwt,45.0,1992
kwt,46.6,1993
kwt,48.4,1994
kwt,49.8,1995
kwt,51.3,1996
kwt,52.4,1997
kwt,52.5,1998
kwt,52.6,1999
kwt,52.9,2000
kwt,53.3,2001
kwt,53.3,2002
kwt,52.8,2003
kwt,53.3,2004
kwt,53.2,2005
kwt,53.0,2006
kwt,53.4,2007
kgz,83.4,1980
kgz,83.6,1981
kgz,83.8,1982
kgz,84.0,1983
kgz,84.3,1984
kgz,84.5,1985
kgz,84.5,1986
kgz,84.5,1987
kgz,84.4,1988
kgz,84.4,1989
kgz,83.9,1990
kgz,83.5,1991
kgz,83.1,1992
kgz,82.7,1993
kgz,82.2,1994
kgz,81.4,1995
kgz,80.5,1996
kgz,79.3,1997
kgz,78.1,1998
kgz,76.9,1999
kgz,75.6,2000
kgz,74.4,2001
kgz,73.1,2002
kgz,73.2,2003
kgz,73.2,2004
kgz,72.8,2005
kgz,73.0,2006
kgz,72.0,2007
lao,89.8,1980
lao,89.9,1981
lao,90.0,1982
lao,90.1,1983
lao,90.2,1984
lao,90.3,1985
lao,90.4,1986
lao,90.3,1987
lao,90.3,1988
lao,90.6,1989
lao,90.7,1990
lao,90.7,1991
lao,90.9,1992
lao,91.0,1993
lao,91.1,1994
lao,91.2,1995
lao,91.4,1996
lao,91.5,1997
lao,91.6,1998
lao,91.7,1999
lao,91.8,2000
lao,91.8,2001
lao,91.8,2002
lao,91.8,2003
lao,91.7,2004
lao,91.8,2005
lao,91.8,2006
lao,91.8,2007
lva,93.5,1980
lva,93.5,1981
lva,93.5,1982
lva,93.5,1983
lva,93.6,1984
lva,93.6,1985
lva,93.6,1986
lva,93.6,1987
lva,93.6,1988
lva,93.7,1989
lva,92.7,1990
lva,91.5,1991
lva,90.2,1992
lva,88.7,1993
lva,87.0,1994
lva,85.1,1995
lva,83.0,1996
lva,83.1,1997
lva,82.1,1998
lva,82.5,1999
lva,84.0,2000
lva,82.5,2001
lva,82.4,2002
lva,82.9,2003
lva,83.1,2004
lva,82.0,2005
lva,82.7,2006
lva,81.7,2007
lbn,27.4,1980
lbn,28.0,1981
lbn,28.7,1982
lbn,29.1,1983
lbn,29.6,1984
lbn,30.2,1985
lbn,30.9,1986
lbn,31.3,1987
lbn,31.8,1988
lbn,32.3,1989
lbn,31.7,1990
lbn,30.4,1991
lbn,31.0,1992
lbn,31.7,1993
lbn,32.1,1994
lbn,32.7,1995
lbn,33.0,1996
lbn,33.1,1997
lbn,33.3,1998
lbn,33.6,1999
lbn,33.9,2000
lbn,33.9,2001
lbn,34.0,2002
lbn,34.0,2003
lbn,34.1,2004
lbn,34.5,2005
lbn,34.9,2006
lbn,34.9,2007
lso,71.6,1980
lso,71.0,1981
lso,69.9,1982
lso,69.0,1983
lso,69.8,1984
lso,70.7,1985
lso,70.5,1986
lso,70.6,1987
lso,71.8,1988
lso,72.9,1989
lso,73.3,1990
lso,74.1,1991
lso,74.8,1992
lso,75.2,1993
lso,75.8,1994
lso,76.4,1995
lso,77.8,1996
lso,78.7,1997
lso,78.7,1998
lso,79.0,1999
lso,79.3,2000
lso,79.9,2001
lso,80.3,2002
lso,80.7,2003
lso,81.1,2004
lso,81.3,2005
lso,81.8,2006
lso,80.7,2007
lbr,60.4,1980
lbr,60.1,1981
lbr,59.9,1982
lbr,59.4,1983
lbr,59.0,1984
lbr,59.0,1985
lbr,59.2,1986
lbr,58.8,1987
lbr,58.8,1988
lbr,59.0,1989
lbr,58.9,1990
lbr,58.9,1991
