body_mass_index_bmi_men_kgperm2,geo,time
22.2,prk,1988
22.25,prk,1989
22.29,prk,1990
22.32,prk,1991
22.33,prk,1992
22.34,prk,1993
22.33,prk,1994
22.29,prk,1995
22.23,prk,1996
22.18,prk,1997
22.13,prk,1998
22.09,prk,1999
22.06,prk,2000
22.04,prk,2001
22.02,prk,2002
22.01,prk,2003
22.01,prk,2004
22.01,prk,2005
22.01,prk,2006
22.01,prk,2007
22.02,prk,2008
22.07,kor,1980
22.08,kor,1981
22.1,kor,1982
22.13,kor,1983
22.16,kor,1984
22.2,kor,1985
22.23,kor,1986
22.29,kor,1987
22.36,kor,1988
22.44,kor,1989
22.53,kor,1990
22.63,kor,1991
22.71,kor,1992
22.79,kor,1993
22.86,kor,1994
22.94,kor,1995
23.03,kor,1996
23.12,kor,1997
23.19,kor,1998
23.28,kor,1999
23.38,kor,2000
23.47,kor,2001
23.55,kor,2002
23.64,kor,2003
23.72,kor,2004
23.78,kor,2005
23.85,kor,2006
23.92,kor,2007
23.99,kor,2008
25.49,kwt,1980
25.59,kwt,1981
25.69,kwt,1982
25.79,kwt,1983
25.9,kwt,1984
26.0,kwt,1985
26.09,kwt,1986
26.19,kwt,1987
26.29,kwt,1988
26.4,kwt,1989
26.45,kwt,1990
26.53,kwt,1991
26.66,kwt,1992
26.83,kwt,1993
27.02,kwt,1994
27.22,kwt,1995
27.4,kwt,1996
27.58,kwt,1997
27.73,kwt,1998
27.88,kwt,1999
28.03,kwt,2000
28.17,kwt,2001
28.26,kwt,2002
28.39,kwt,2003
28.52,kwt,2004
28.68,kwt,2005
28.84,kwt,2006
29.0,kwt,2007
29.17,kwt,2008
24.36,kgz,1980
24.39,kgz,1981
24.41,kgz,1982
24.43,kgz,1983
24.45,kgz,1984
24.47,kgz,1985
24.49,kgz,1986
24.5,kgz,1987
24.52,kgz,1988
24.54,kgz,1989
24.55,kgz,1990
24.54,kgz,1991
24.51,kgz,1992
24.46,kgz,1993
24.38,kgz,1994
24.31,kgz,1995
24.25,kgz,1996
24.21,kgz,1997
24.21,kgz,1998
24.21,kgz,1999
24.22,kgz,2000
24.26,kgz,2001
24.3,kgz,2002
24.36,kgz,2003
24.44,kgz,2004
24.52,kgz,2005
24.59,kgz,2006
24.67,kgz,2007
24.75,kgz,2008
19.6,lao,1980
19.64,lao,1981
19.68,lao,1982
19.71,lao,1983
19.75,lao,1984
19.78,lao,1985
19.81,lao,1986
19.84,lao,1987
19.87,lao,1988
19.9,lao,1989
19.94,lao,1990
19.97,lao,1991
20.01,lao,1992
20.05,lao,1993
20.1,lao,1994
20.16,lao,1995
20.21,lao,1996
20.26,lao,1997
20.32,lao,1998
20.38,lao,1999
20.44,lao,2000
20.51,lao,2001
20.57,lao,2002
20.64,lao,2003
20.72,lao,2004
20.8,lao,2005
20.89,lao,2006
20.98,lao,2007
21.08,lao,2008
25.12,lva,1980
25.14,lva,1981
25.15,lva,1982
25.17,lva,1983
25.18,lva,1984
25.2,lva,1985
25.22,lva,1986
25.23,lva,1987
25.25,lva,1988
25.29,lva,1989
25.32,lva,1990
25.34,lva,1991
25.32,lva,1992
25.29,lva,1993
25.28,lva,1994
25.27,lva,1995
25.29,lva,1996
25.32,lva,1997
25.36,lva,1998
25.41,lva,1999
25.48,lva,2000
25.56,lva,2001
25.67,lva,2002
25.78,lva,2003
25.91,lva,2004
26.04,lva,2005
26.19,lva,2006
26.33,lva,2007
26.46,lva,2008
23.88,lbn,1980
23.98,lbn,1981
24.08,lbn,1982
24.18,lbn,1983
24.31,lbn,1984
24.44,lbn,1985
24.57,lbn,1986
24.69,lbn,1987
24.8,lbn,1988
24.88,lbn,1989
24.97,lbn,1990
25.11,lbn,1991
25.25,lbn,1992
25.38,lbn,1993
25.51,lbn,1994
25.66,lbn,1995
25.81,lbn,1996
25.97,lbn,1997
26.11,lbn,1998
26.25,lbn,1999
26.37,lbn,2000
26.48,lbn,2001
26.58,lbn,2002
26.7,lbn,2003
26.81,lbn,2004
26.9,lbn,2005
26.99,lbn,2006
27.09,lbn,2007
27.2,lbn,2008
20.58,lso,1980
20.6,lso,1981
20.62,lso,1982
20.63,lso,1983
20.65,lso,1984
20.65,lso,1985
20.64,lso,1986
20.64,lso,1987
20.65,lso,1988
20.67,lso,1989
20.69,lso,1990
20.7,lso,1991
20.71,lso,1992
20.73,lso,1993
20.76,lso,1994
20.8,lso,1995
20.84,lso,1996
20.9,lso,1997
20.95,lso,1998
21.01,lso,1999
21.08,lso,2000
21.15,lso,2001
21.23,lso,2002
21.31,lso,2003
21.41,lso,2004
21.52,lso,2005
21.64,lso,2006
21.77,lso,2007
21.9,lso,2008
21.13,lbr,1980
21.15,lbr,1981
21.18,lbr,1982
21.21,lbr,1983
21.23,lbr,1984
21.27,lbr,1985
21.3,lbr,1986
21.33,lbr,1987
21.37,lbr,1988
21.38,lbr,1989
21.37,lbr,1990
21.38,lbr,1991
21.39,lbr,1992
21.4,lbr,1993
21.41,lbr,1994
21.42,lbr,1995
21.44,lbr,1996
21.47,lbr,1997
21.51,lbr,1998
21.55,lbr,1999
21.6,lbr,2000
21.65,lbr,2001
21.71,lbr,2002
21.72,lbr,2003
21.74,lbr,2004
21.77,lbr,2005
21.8,lbr,2006
21.84,lbr,2007
21.9,lbr,2008
24.4,lby,1980
24.51,lby,1981
24.62,lby,1982
24.72,lby,1983
24.8,lby,1984
24.88,lby,1985
24.96,lby,1986
25.03,lby,1987
25.1,lby,1988
25.18,lby,1989
25.24,lby,1990
25.31,lby,1991
25.38,lby,1992
25.45,lby,1993
25.53,lby,1994
25.6,lby,1995
25.67,lby,1996
25.74,lby,1997
25.81,lby,1998
25.87,lby,1999
25.93,lby,2000
25.99,lby,2001
26.05,lby,2002
26.12,lby,2003
26.2,lby,2004
26.27,lby,2005
26.36,lby,2006
26.45,lby,2007
26.54,lby,2008
26.0,ltu,1980
25.99,ltu,1981
25.99,ltu,1982
25.99,ltu,1983
25.99,ltu,1984
25.99,ltu,1985
25.98,ltu,1986
25.98,ltu,1987
25.98,ltu,1988
25.98,ltu,1989
25.98,ltu,1990
25.98,ltu,1991
25.96,ltu,1992
25.92,ltu,1993
25.86,ltu,1994
25.83,ltu,1995
25.82,ltu,1996
25.83,ltu,1997
25.86,ltu,1998
25.91,ltu,1999
25.97,ltu,2000
26.06,ltu,2001
26.15,ltu,2002
26.25,ltu,2003
26.37,ltu,2004
26.49,ltu,2005
26.62,ltu,2006
26.74,ltu,2007
26.86,ltu,2008
24.99,lux,1980
25.04,lux,1981
25.09,lux,1982
25.14,lux,1983
25.19,lux,1984
25.25,lux,1985
25.32,lux,1986
25.39,lux,1987
25.48,lux,1988
25.57,lux,1989
25.66,lux,1990
25.77,lux,1991
25.89,lux,1992
25.99,lux,1993
26.09,lux,1994
26.19,lux,1995
26.28,lux,1996
26.38,lux,1997
26.47,lux,1998
26.57,lux,1999
26.66,lux,2000
26.75,lux,2001
26.84,lux,2002
26.94,lux,2003
27.03,lux,2004
27.12,lux,2005
27.23,lux,2006
27.33,lux,2007
27.43,lux,2008
22.65,mac,1980
22.76,mac,1981
22.86,mac,1982
22.97,mac,1983
23.08,mac,1984
23.19,mac,1985
23.29,mac,1986
23.4,mac,1987
23.51,mac,1988
23.62,mac,1989
23.73,mac,1990
23.84,mac,1991
23.96,mac,1992
24.07,mac,1993
24.19,mac,1994
24.31,mac,1995
24.42,mac,1996
24.52,mac,1997
24.61,mac,1998
24.68,mac,1999
24.76,mac,2000
24.83,mac,2001
24.9,mac,2002
25.0,mac,2003
25.12,mac,2004
25.24,mac,2005
25.38,mac,2006
25.54,mac,2007
25.71,mac,2008
25.4,mkd,1980
25.43,mkd,1981
25.45,mkd,1982
25.48,mkd,1983
25.51,mkd,1984
25.53,mkd,1985
25.56,mkd,1986
25.57,mkd,1987
25.57,mkd,1988
25.57,mkd,1989
25.57,mkd,1990
25.55,mkd,1991
25.53,mkd,1992
25.5,mkd,1993
25.51,mkd,1994
25.52,mkd,1995
25.54,mkd,1996
25.56,mkd,1997
25.61,mkd,1998
25.68,mkd,1999
25.75,mkd,2000
25.8,mkd,2001
25.85,mkd,2002
25.92,mkd,2003
26.0,mkd,2004
26.07,mkd,2005
26.16,mkd,2006
26.25,mkd,2007
26.34,mkd,2008
20.7,mdg,1980
20.72,mdg,1981
20.73,mdg,1982
20.75,mdg,1983
20.77,mdg,1984
20.79,mdg,1985
20.81,mdg,1986
20.83,mdg,1987
20.86,mdg,1988
20.89,mdg,1989
20.92,mdg,1990
20.95,mdg,1991
20.98,mdg,1992
21.0,mdg,1993
21.02,mdg,1994
21.04,mdg,1995
21.05,mdg,1996
21.08,mdg,1997
21.1,mdg,1998
21.12,mdg,1999
21.15,mdg,2000
21.17,mdg,2001
21.18,mdg,2002
21.2,mdg,2003
21.22,mdg,2004
21.25,mdg,2005
21.29,mdg,2006
21.34,mdg,2007
21.4,mdg,2008
20.79,mwi,1980
20.82,mwi,1981
20.84,mwi,1982
20.85,mwi,1983
20.86,mwi,1984
20.88,mwi,1985
20.89,mwi,1986
20.9,mwi,1987
20.9,mwi,1988
20.91,mwi,1989
20.92,mwi,1990
20.94,mwi,1991
20.95,mwi,1992
20.97,mwi,1993
21.0,mwi,1994
21.05,mwi,1995
21.1,mwi,1996
21.17,mwi,1997
21.23,mwi,1998
21.31,mwi,1999
21.39,mwi,2000
21.45,mwi,2001
21.52,mwi,2002
21.59,mwi,2003
21.66,mwi,2004
21.74,mwi,2005
21.83,mwi,2006
21.93,mwi,2007
22.03,mwi,2008
21.58,mys,1980
21.68,mys,1981
21.78,mys,1982
21.89,mys,1983
22.0,mys,1984
22.11,mys,1985
22.2,mys,1986
22.3,mys,1987
22.4,mys,1988
22.5,mys,1989
22.61,mys,1990
22.72,mys,1991
22.84,mys,1992
22.97,mys,1993
23.1,mys,1994
23.24,mys,1995
23.39,mys,1996
23.53,mys,1997
23.65,mys,1998
23.76,mys,1999
23.88,mys,2000
23.99,mys,2001
24.09,mys,2002
24.19,mys,2003
24.29,mys,2004
24.39,mys,2005
24.5,mys,2006
24.61,mys,2007
24.73,mys,2008
20.44,mdv,1980
20.51,mdv,1981
20.56,mdv,1982
20.64,mdv,1983
20.73,mdv,1984
20.84,mdv,1985
20.94,mdv,1986
21.04,mdv,1987
21.14,mdv,1988
21.24,mdv,1989
21.33,mdv,1990
21.41,mdv,1991
21.51,mdv,1992
21.62,mdv,1993
21.72,mdv,1994
21.82,mdv,1995
21.91,mdv,1996
22.01,mdv,1997
22.11,mdv,1998
22.21,mdv,1999
22.31,mdv,2000
22.39,mdv,2001
22.48,mdv,2002
22.58,mdv,2003
22.69,mdv,2004
22.79,mdv,2005
22.93,mdv,2006
23.08,mdv,2007
23.22,mdv,2008
20.28,mli,1980
20.31,mli,1981
20.33,mli,1982
20.34,mli,1983
20.36,mli,1984
20.37,mli,1985
20.4,mli,1986
20.42,mli,1987
20.45,mli,1988
20.49,mli,1989
20.53,mli,1990
20.58,mli,1991
20.63,mli,1992
20.68,mli,1993
20.73,mli,1994
20.77,mli,1995
20.82,mli,1996
20.88,mli,1997
20.95,mli,1998
21.02,mli,1999
21.08,mli,2000
21.16,mli,2001
21.24,mli,2002
21.33,mli,2003
21.41,mli,2004
21.5,mli,2005
21.6,mli,2006
21.69,mli,2007
21.79,mli,2008
25.7,mlt,1980
25.75,mlt,1981
25.79,mlt,1982
25.83,mlt,1983
25.86,mlt,1984
25.9,mlt,1985
25.93,mlt,1986
25.97,mlt,1987
26.03,mlt,1988
26.09,mlt,1989
26.15,mlt,1990
26.24,mlt,1991
26.32,mlt,1992
26.42,mlt,1993
26.5,mlt,1994
26.61,mlt,1995
26.7,mlt,1996
26.79,mlt,1997
26.89,mlt,1998
26.99,mlt,1999
27.08,mlt,2000
27.16,mlt,2001
27.24,mlt,2002
27.32,mlt,2003
27.4,mlt,2004
27.47,mlt,2005
27.54,mlt,2006
27.61,mlt,2007
27.68,mlt,2008
24.67,mhl,1980
24.82,mhl,1981
24.98,mhl,1982
25.14,mhl,1983
25.3,mhl,1984
25.46,mhl,1985
25.63,mhl,1986
25.81,mhl,1987
26.0,mhl,1988
26.2,mhl,1989
26.39,mhl,1990
26.59,mhl,1991
26.78,mhl,1992
26.96,mhl,1993
27.14,mhl,1994
27.33,mhl,1995
27.49,mhl,1996
27.64,mhl,1997
27.78,mhl,1998
27.93,mhl,1999
28.08,mhl,2000
28.24,mhl,2001
28.4,mhl,2002
28.56,mhl,2003
28.72,mhl,2004
28.89,mhl,2005
29.05,mhl,2006
29.21,mhl,2007
29.37,mhl,2008
20.85,mrt,1980
20.91,mrt,1981
20.95,mrt,1982
21.01,mrt,1983
21.04,mrt,1984
21.07,mrt,1985
21.11,mrt,1986
21.16,mrt,1987
21.22,mrt,1988
21.27,mrt,1989
21.32,mrt,1990
21.37,mrt,1991
21.42,mrt,1992
21.49,mrt,1993
21.54,mrt,1994
21.62,mrt,1995
21.69,mrt,1996
21.76,mrt,1997
21.82,mrt,1998
21.89,mrt,1999
21.97,mrt,2000
22.05,mrt,2001
22.12,mrt,2002
22.2,mrt,2003
22.27,mrt,2004
22.35,mrt,2005
22.45,mrt,2006
22.54,mrt,2007
22.62,mrt,2008
21.99,mus,1980
22.1,mus,1981
22.21,mus,1982
22.3,mus,1983
22.4,mus,1984
22.5,mus,1985
22.61,mus,1986
22.73,mus,1987
22.86,mus,1988
22.98,mus,1989
23.11,mus,1990
23.23,mus,1991
23.36,mus,1992
23.48,mus,1993
23.61,mus,1994
23.72,mus,1995
23.83,mus,1996
23.93,mus,1997
24.04,mus,1998
24.14,mus,1999
24.25,mus,2000
24.36,mus,2001
24.47,mus,2002
24.58,mus,2003
24.69,mus,2004
24.81,mus,2005
24.92,mus,2006
25.04,mus,2007
25.16,mus,2008
24.45,mex,1980
24.6,mex,1981
24.74,mex,1982
24.86,mex,1983
24.98,mex,1984
25.09,mex,1985
25.2,mex,1986
25.3,mex,1987
25.39,mex,1988
25.48,mex,1989
25.58,mex,1990
25.69,mex,1991
25.8,mex,1992
25.91,mex,1993
26.02,mex,1994
26.12,mex,1995
26.22,mex,1996
26.33,mex,1997
26.43,mex,1998
26.54,mex,1999
26.64,mex,2000
26.75,mex,2001
26.85,mex,2002
26.94,mex,2003
27.04,mex,2004
27.14,mex,2005
27.23,mex,2006
27.33,mex,2007
27.42,mex,2008
24.4,fsm,1980
24.53,fsm,1981
24.66,fsm,1982
24.79,fsm,1983
24.92,fsm,1984
25.07,fsm,1985
25.21,fsm,1986
25.35,fsm,1987
25.49,fsm,1988
25.63,fsm,1989
25.77,fsm,1990
25.92,fsm,1991
26.07,fsm,1992
26.22,fsm,1993
26.38,fsm,1994
26.53,fsm,1995
26.67,fsm,1996
26.81,fsm,1997
26.94,fsm,1998
27.06,fsm,1999
27.18,fsm,2000
27.3,fsm,2001
27.43,fsm,2002
27.55,fsm,2003
27.66,fsm,2004
27.77,fsm,2005
27.89,fsm,2006
27.99,fsm,2007
28.1,fsm,2008
24.73,mda,1980
24.72,mda,1981
24.7,mda,1982
24.7,mda,1983
24.69,mda,1984
24.68,mda,1985
24.67,mda,1986
24.66,mda,1987
24.66,mda,1988
24.66,mda,1989
24.65,mda,1990
24.63,mda,1991
24.57,mda,1992
24.52,mda,1993
24.42,mda,1994
24.31,mda,1995
24.2,mda,1996
24.12,mda,1997
24.02,mda,1998
23.94,mda,1999
23.9,mda,2000
23.87,mda,2001
23.87,mda,2002
23.89,mda,2003
23.93,mda,2004
23.99,mda,2005
24.07,mda,2006
24.15,mda,2007
24.24,mda,2008
23.5,mng,1980
23.52,mng,1981
23.55,mng,1982
23.57,mng,1983
23.59,mng,1984
23.62,mng,1985
23.65,mng,1986
23.68,mng,1987
23.72,mng,1988
23.75,mng,1989
23.78,mng,1990
23.8,mng,1991
23.79,mng,1992
23.79,mng,1993
23.79,mng,1994
23.8,mng,1995
23.82,mng,1996
23.84,mng,1997
23.88,mng,1998
23.93,mng,1999
23.99,mng,2000
24.05,mng,2001
24.12,mng,2002
24.21,mng,2003
24.32,mng,2004
24.44,mng,2005
24.57,mng,2006
24.72,mng,2007
24.88,mng,2008
25.5,mne,1980
25.53,mne,1981
25.55,mne,1982
25.57,mne,1983
25.6,mne,1984
25.62,mne,1985
25.64,mne,1986
25.66,mne,1987
25.69,mne,1988
25.71,mne,1989
25.74,mne,1990
25.76,mne,1991
25.76,mne,1992
25.71,mne,1993
25.67,mne,1994
25.65,mne,1995
25.69,mne,1996
25.73,mne,1997
25.78,mne,1998
25.82,mne,1999
25.86,mne,2000
25.92,mne,2001
25.98,mne,2002
26.08,mne,2003
26.18,mne,2004
26.26,mne,2005
26.35,mne,2006
26.45,mne,2007
26.55,mne,2008
23.22,mar,1980
23.3,mar,1981
23.38,mar,1982
23.45,mar,1983
23.53,mar,1984
23.6,mar,1985
23.69,mar,1986
23.76,mar,1987
23.85,mar,1988
23.95,mar,1989
24.04,mar,1990
24.13,mar,1991
24.22,mar,1992
24.3,mar,1993
24.4,mar,1994
24.47,mar,1995
24.56,mar,1996
24.64,mar,1997
24.73,mar,1998
24.81,mar,1999
24.89,mar,2000
24.97,mar,2001
25.05,mar,2002
25.14,mar,2003
25.23,mar,2004
25.32,mar,2005
25.42,mar,2006
25.53,mar,2007
25.63,mar,2008
20.43,moz,1980
20.45,moz,1981
20.47,moz,1982
20.48,moz,1983
20.48,moz,1984
20.48,moz,1985
20.48,moz,1986
20.51,moz,1987
20.54,moz,1988
20.59,moz,1989
20.64,moz,1990
20.68,moz,1991
20.72,moz,1992
20.75,moz,1993
20.79,moz,1994
20.83,moz,1995
20.87,moz,1996
20.92,moz,1997
20.99,moz,1998
21.05,moz,1999
21.11,moz,2000
21.19,moz,2001
21.28,moz,2002
21.38,moz,2003
21.48,moz,2004
21.59,moz,2005
21.71,moz,2006
21.82,moz,2007
21.94,moz,2008
19.66,mmr,1980
19.7,mmr,1981
19.74,mmr,1982
19.78,mmr,1983
19.83,mmr,1984
19.88,mmr,1985
19.92,mmr,1986
19.95,mmr,1987
19.97,mmr,1988
19.98,mmr,1989
19.99,mmr,1990
20.0,mmr,1991
20.02,mmr,1992
20.05,mmr,1993
20.09,mmr,1994
20.14,mmr,1995
20.2,mmr,1996
20.26,mmr,1997
20.33,mmr,1998
20.4,mmr,1999
20.48,mmr,2000
20.57,mmr,2001
20.67,mmr,2002
20.78,mmr,2003
20.91,mmr,2004
21.04,mmr,2005
21.18,mmr,2006
21.32,mmr,2007
21.45,mmr,2008
21.08,nam,1980
21.11,nam,1981
21.13,nam,1982
21.15,nam,1983
21.16,nam,1984
21.18,nam,1985
21.19,nam,1986
21.2,nam,1987
21.21,nam,1988
21.23,nam,1989
21.23,nam,1990
21.25,nam,1991
21.27,nam,1992
21.29,nam,1993
21.32,nam,1994
21.35,nam,1995
21.39,nam,1996
21.44,nam,1997
21.5,nam,1998
21.57,nam,1999
21.66,nam,2000
21.75,nam,2001
21.84,nam,2002
21.95,nam,2003
22.07,nam,2004
22.21,nam,2005
22.35,nam,2006
22.5,nam,2007
22.65,nam,2008
28.12,nru,1980
28.36,nru,1981
28.58,nru,1982
28.82,nru,1983
29.05,nru,1984
29.28,nru,1985
29.52,nru,1986
29.75,nru,1987
29.98,nru,1988
30.2,nru,1989
30.42,nru,1990
30.64,nru,1991
30.85,nru,1992
31.04,nru,1993
31.23,nru,1994
31.41,nru,1995
31.59,nru,1996
31.77,nru,1997
31.95,nru,1998
32.13,nru,1999
32.32,nru,2000
32.51,nru,2001
32.7,nru,2002
32.9,nru,2003
33.1,nru,2004
33.3,nru,2005
33.49,nru,2006
33.69,nru,2007
33.9,nru,2008
20.96,npl,1980
20.92,npl,1981
20.89,npl,1982
20.85,npl,1983
20.82,npl,1984
20.79,npl,1985
20.76,npl,1986
20.73,npl,1987
20.7,npl,1988
20.68,npl,1989
20.66,npl,1990
20.65,npl,1991
20.64,npl,1992
20.63,npl,1993
20.63,npl,1994
20.63,npl,1995
20.64,npl,1996
20.64,npl,1997
20.65,npl,1998
20.66,npl,1999
20.67,npl,2000
20.69,npl,2001
20.7,npl,2002
20.71,npl,2003
20.72,npl,2004
20.73,npl,2005
20.74,npl,2006
20.75,npl,2007
20.76,npl,2008
24.13,nld,1980
24.15,nld,1981
24.18,nld,1982
24.2,nld,1983
24.23,nld,1984
24.25,nld,1985
24.28,nld,1986
24.31,nld,1987
24.36,nld,1988
24.4,nld,1989
24.47,nld,1990
24.54,nld,1991
24.62,nld,1992
24.7,nld,1993
24.77,nld,1994
24.85,nld,1995
24.93,nld,1996
25.0,nld,1997
25.08,nld,1998
25.17,nld,1999
25.26,nld,2000
25.36,nld,2001
25.45,nld,2002
25.54,nld,2003
25.63,nld,2004
25.72,nld,2005
25.82,nld,2006
25.92,nld,2007
26.02,nld,2008
24.62,ant,1980
24.76,ant,1981
24.89,ant,1982
25.01,ant,1983
25.11,ant,1984
25.2,ant,1985
25.28,ant,1986
25.36,ant,1987
25.43,ant,1988
25.51,ant,1989
25.59,ant,1990
25.68,ant,1991
25.76,ant,1992
25.87,ant,1993
25.98,ant,1994
26.11,ant,1995
26.24,ant,1996
26.37,ant,1997
26.5,ant,1998
26.64,ant,1999
26.77,ant,2000
26.89,ant,2001
27.0,ant,2002
27.11,ant,2003
27.24,ant,2004
27.35,ant,2005
27.46,ant,2006
27.58,ant,2007
27.71,ant,2008
25.26,nzl,1980
25.32,nzl,1981
25.37,nzl,1982
25.43,nzl,1983
25.5,nzl,1984
25.56,nzl,1985
25.64,nzl,1986
25.71,nzl,1987
25.79,nzl,1988
25.86,nzl,1989
25.93,nzl,1990
25.99,nzl,1991
26.05,nzl,1992
26.12,nzl,1993
26.2,nzl,1994
26.29,nzl,1995
26.38,nzl,1996
26.47,nzl,1997
26.55,nzl,1998
26.65,nzl,1999
26.75,nzl,2000
26.87,nzl,2001
26.99,nzl,2002
27.12,nzl,2003
27.25,nzl,2004
27.38,nzl,2005
27.51,nzl,2006
27.64,nzl,2007
27.77,nzl,2008
24.02,nic,1980
24.09,nic,1981
24.14,nic,1982
24.2,nic,1983
24.25,nic,1984
24.3,nic,1985
24.35,nic,1986
24.39,nic,1987
24.44,nic,1988
24.47,nic,1989
24.52,nic,1990
24.56,nic,1991
24.61,nic,1992
24.65,nic,1993
24.7,nic,1994
24.76,nic,1995
24.81,nic,1996
24.87,nic,1997
24.94,nic,1998
25.02,nic,1999
25.11,nic,2000
25.19,nic,2001
25.26,nic,2002
25.34,nic,2003
25.43,nic,2004
25.51,nic,2005
25.59,nic,2006
25.68,nic,2007
25.77,nic,2008
20.52,ner,1980
20.56,ner,1981
20.61,ner,1982
20.64,ner,1983
20.65,ner,1984
20.65,ner,1985
20.66,ner,1986
20.66,ner,1987
20.66,ner,1988
20.67,ner,1989
20.67,ner,1990
20.68,ner,1991
20.67,ner,1992
20.67,ner,1993
20.68,ner,1994
20.69,ner,1995
20.7,ner,1996
20.72,ner,1997
20.76,ner,1998
20.8,ner,1999
20.83,ner,2000
20.86,ner,2001
20.9,ner,2002
20.94,ner,2003
20.97,ner,2004
21.03,ner,2005
21.08,ner,2006
21.15,ner,2007
21.22,ner,2008
21.01,nga,1980
21.04,nga,1981
21.07,nga,1982
21.09,nga,1983
21.1,nga,1984
21.12,nga,1985
21.14,nga,1986
21.17,nga,1987
21.21,nga,1988
21.26,nga,1989
21.33,nga,1990
21.42,nga,1991
21.52,nga,1992
21.62,nga,1993
21.71,nga,1994
21.79,nga,1995
21.88,nga,1996
21.96,nga,1997
22.05,nga,1998
22.13,nga,1999
22.21,nga,2000
22.3,nga,2001
22.38,nga,2002
22.47,nga,2003
22.57,nga,2004
22.68,nga,2005
22.8,nga,2006
22.91,nga,2007
23.03,nga,2008
24.68,nor,1980
24.74,nor,1981
24.79,nor,1982
24.83,nor,1983
24.88,nor,1984
24.94,nor,1985
24.99,nor,1986
25.05,nor,1987
25.1,nor,1988
25.15,nor,1989
25.21,nor,1990
25.27,nor,1991
25.33,nor,1992
25.4,nor,1993
25.49,nor,1994
25.57,nor,1995
25.67,nor,1996
25.77,nor,1997
25.87,nor,1998
25.97,nor,1999
26.08,nor,2000
26.18,nor,2001
26.28,nor,2002
26.39,nor,2003
26.51,nor,2004
26.62,nor,2005
26.72,nor,2006
26.83,nor,2007
26.93,nor,2008
23.04,omn,1980
23.13,omn,1981
23.23,omn,1982
23.33,omn,1983
23.45,omn,1984
23.57,omn,1985
23.68,omn,1986
23.79,omn,1987
23.91,omn,1988
24.03,omn,1989
24.14,omn,1990
24.27,omn,1991
24.39,omn,1992
24.52,omn,1993
24.65,omn,1994
24.78,omn,1995
24.91,omn,1996
25.03,omn,1997
25.15,omn,1998
25.26,omn,1999
25.37,omn,2000
25.48,omn,2001
25.59,omn,2002
25.69,omn,2003
25.79,omn,2004
25.9,omn,2005
26.0,omn,2006
26.12,omn,2007
26.24,omn,2008
21.54,pak,1980
21.54,pak,1981
21.55,pak,1982
21.56,pak,1983
21.57,pak,1984
21.58,pak,1985
21.6,pak,1986
21.62,pak,1987
21.64,pak,1988
21.65,pak,1989
21.67,pak,1990
21.69,pak,1991
21.73,pak,1992
21.76,pak,1993
21.79,pak,1994
21.84,pak,1995
21.88,pak,1996
21.91,pak,1997
21.95,pak,1998
21.99,pak,1999
22.02,pak,2000
22.04,pak,2001
22.07,pak,2002
22.09,pak,2003
22.12,pak,2004
22.16,pak,2005
22.2,pak,2006
22.25,pak,2007
22.3,pak,2008
25.42,plw,1980
25.55,plw,1981
25.68,plw,1982
25.81,plw,1983
25.95,plw,1984
26.09,plw,1985
26.24,plw,1986
26.38,plw,1987
26.55,plw,1988
26.74,plw,1989
26.94,plw,1990
27.13,plw,1991
27.32,plw,1992
27.51,plw,1993
27.7,plw,1994
27.91,plw,1995
28.11,plw,1996
28.32,plw,1997
28.51,plw,1998
28.69,plw,1999
28.87,plw,2000
29.05,plw,2001
29.22,plw,2002
29.39,plw,2003
29.58,plw,2004
29.77,plw,2005
29.96,plw,2006
30.17,plw,2007
30.38,plw,2008
23.53,pan,1980
23.61,pan,1981
23.69,pan,1982
23.77,pan,1983
23.86,pan,1984
23.95,pan,1985
24.04,pan,1986
24.13,pan,1987
24.19,pan,1988
24.26,pan,1989
24.34,pan,1990
24.42,pan,1991
24.51,pan,1992
24.6,pan,1993
24.69,pan,1994
24.78,pan,1995
24.89,pan,1996
25.0,pan,1997
25.11,pan,1998
25.23,pan,1999
25.34,pan,2000
25.44,pan,2001
25.54,pan,2002
25.65,pan,2003
25.76,pan,2004
25.87,pan,2005
25.99,pan,2006
26.13,pan,2007
26.27,pan,2008
21.76,png,1980
21.89,png,1981
22.02,png,1982
22.14,png,1983
22.26,png,1984
22.39,png,1985
22.52,png,1986
22.64,png,1987
22.77,png,1988
22.9,png,1989
23.02,png,1990
23.15,png,1991
23.28,png,1992
23.43,png,1993
23.59,png,1994
23.74,png,1995
23.87,png,1996
23.99,png,1997
24.11,png,1998
24.22,png,1999
24.33,png,2000
24.42,png,2001
24.51,png,2002
24.59,png,2003
24.67,png,2004
24.75,png,2005
24.83,png,2006
24.92,png,2007
25.02,png,2008
23.41,pry,1980
23.49,pry,1981
23.57,pry,1982
23.63,pry,1983
23.69,pry,1984
23.77,pry,1985
23.82,pry,1986
23.87,pry,1987
23.93,pry,1988
23.99,pry,1989
24.05,pry,1990
24.12,pry,1991
24.19,pry,1992
24.27,pry,1993
24.36,pry,1994
24.44,pry,1995
24.53,pry,1996
24.62,pry,1997
24.69,pry,1998
24.78,pry,1999
24.85,pry,2000
24.92,pry,2001
25.0,pry,2002
25.08,pry,2003
25.16,pry,2004
25.25,pry,2005
25.34,pry,2006
25.44,pry,2007
25.54,pry,2008
23.04,per,1980
23.09,per,1981
