geo,males_aged_25_54_labour_force_participation_rate_percent,time
ecu,91.7,2000
ecu,91.8,2001
ecu,91.8,2002
ecu,92.0,2003
ecu,92.2,2004
ecu,92.3,2005
ecu,92.4,2006
ecu,92.4,2007
egy,92.7,1980
egy,93.1,1981
egy,93.4,1982
egy,93.7,1983
egy,93.6,1984
egy,94.2,1985
egy,94.8,1986
egy,95.5,1987
egy,96.0,1988
egy,96.4,1989
egy,96.6,1990
egy,96.7,1991
egy,93.5,1992
egy,94.9,1993
egy,94.2,1994
egy,93.7,1995
egy,93.5,1996
egy,93.4,1997
egy,93.1,1998
egy,93.1,1999
egy,95.6,2000
egy,96.9,2001
egy,97.1,2002
egy,97.0,2003
egy,96.9,2004
egy,96.7,2005
egy,96.5,2006
egy,96.6,2007
slv,94.6,1980
slv,94.7,1981
slv,94.8,1982
slv,94.9,1983
slv,95.0,1984
slv,95.1,1985
slv,95.2,1986
slv,95.2,1987
slv,95.3,1988
slv,95.4,1989
slv,95.5,1990
slv,95.0,1991
slv,95.0,1992
slv,94.4,1993
slv,95.4,1994
slv,95.5,1995
slv,95.2,1996
slv,95.3,1997
slv,94.9,1998
slv,94.2,1999
slv,93.9,2000
slv,93.6,2001
slv,93.2,2002
slv,93.8,2003
slv,93.6,2004
slv,93.6,2005
slv,93.5,2006
slv,93.8,2007
gnq,96.8,1980
gnq,96.8,1981
gnq,96.8,1982
gnq,96.8,1983
gnq,96.8,1984
gnq,96.8,1985
gnq,96.8,1986
gnq,96.8,1987
gnq,96.9,1988
gnq,96.9,1989
gnq,96.9,1990
gnq,96.9,1991
gnq,96.9,1992
gnq,97.0,1993
gnq,97.0,1994
gnq,97.0,1995
gnq,97.0,1996
gnq,97.0,1997
gnq,97.0,1998
gnq,97.0,1999
gnq,97.0,2000
gnq,97.0,2001
gnq,97.0,2002
gnq,97.0,2003
gnq,97.0,2004
gnq,97.0,2005
gnq,97.0,2006
gnq,97.0,2007
eri,97.4,1980
eri,97.4,1981
eri,97.4,1982
eri,97.4,1983
eri,97.4,1984
eri,97.4,1985
eri,97.4,1986
eri,97.4,1987
eri,97.4,1988
eri,97.3,1989
eri,97.3,1990
eri,97.3,1991
eri,97.3,1992
eri,97.1,1993
eri,96.8,1994
eri,96.8,1995
eri,96.6,1996
eri,96.4,1997
eri,96.5,1998
eri,96.5,1999
eri,96.9,2000
eri,96.8,2001
eri,96.8,2002
eri,96.9,2003
eri,96.9,2004
eri,96.9,2005
eri,97.0,2006
eri,97.2,2007
est,90.1,1980
est,90.1,1981
est,90.3,1982
est,90.4,1983
est,90.5,1984
est,90.5,1985
est,90.5,1986
est,90.5,1987
est,90.4,1988
est,90.4,1989
est,90.2,1990
est,89.7,1991
est,90.6,1992
est,91.4,1993
est,92.0,1994
est,92.5,1995
est,91.9,1996
est,91.1,1997
est,92.2,1998
est,91.4,1999
est,90.4,2000
est,89.9,2001
est,90.0,2002
est,89.5,2003
est,89.1,2004
est,88.6,2005
est,88.0,2006
est,88.2,2007
eth,96.2,1980
eth,96.2,1981
eth,96.2,1982
eth,96.1,1983
eth,96.2,1984
eth,96.3,1985
eth,96.4,1986
eth,96.5,1987
eth,96.6,1988
eth,96.6,1989
eth,96.7,1990
eth,96.8,1991
eth,96.9,1992
eth,96.9,1993
eth,97.0,1994
eth,97.2,1995
eth,97.3,1996
eth,97.5,1997
eth,97.6,1998
eth,97.6,1999
eth,97.7,2000
eth,97.8,2001
eth,97.8,2002
eth,97.8,2003
eth,97.8,2004
eth,97.8,2005
eth,97.7,2006
eth,97.9,2007
fji,96.3,1980
fji,96.2,1981
fji,96.3,1982
fji,96.4,1983
fji,96.3,1984
fji,96.4,1985
fji,96.3,1986
fji,96.1,1987
fji,95.9,1988
fji,95.6,1989
fji,95.4,1990
fji,95.1,1991
fji,94.8,1992
fji,94.5,1993
fji,94.2,1994
fji,93.8,1995
fji,93.5,1996
fji,93.5,1997
fji,93.5,1998
fji,93.4,1999
fji,93.5,2000
fji,93.4,2001
fji,93.4,2002
fji,93.3,2003
fji,93.3,2004
fji,93.3,2005
fji,93.2,2006
fji,93.2,2007
fin,94.0,1980
fin,94.2,1981
fin,94.1,1982
fin,94.3,1983
fin,94.0,1984
fin,94.1,1985
fin,93.9,1986
fin,93.5,1987
fin,93.5,1988
fin,93.5,1989
fin,92.9,1990
fin,91.8,1991
fin,91.0,1992
fin,90.1,1993
fin,90.2,1994
fin,90.6,1995
fin,90.1,1996
fin,89.5,1997
fin,90.3,1998
fin,90.5,1999
fin,90.8,2000
fin,91.0,2001
fin,90.6,2002
fin,89.9,2003
fin,89.9,2004
fin,90.3,2005
fin,90.3,2006
fin,90.5,2007
fra,96.5,1980
fra,96.3,1981
fra,96.0,1982
fra,96.1,1983
fra,95.8,1984
fra,95.8,1985
fra,95.9,1986
fra,95.8,1987
fra,95.6,1988
fra,95.6,1989
fra,95.4,1990
fra,95.3,1991
fra,95.0,1992
fra,94.9,1993
fra,95.1,1994
fra,94.9,1995
fra,95.2,1996
fra,94.8,1997
fra,94.5,1998
fra,94.1,1999
fra,94.2,2000
fra,94.1,2001
fra,93.9,2002
fra,93.8,2003
fra,93.7,2004
fra,93.8,2005
fra,93.9,2006
fra,93.4,2007
guf,95.1,1980
guf,95.2,1981
guf,95.3,1982
guf,95.1,1983
guf,94.8,1984
guf,94.5,1985
guf,94.2,1986
guf,93.9,1987
guf,93.5,1988
guf,93.2,1989
guf,92.8,1990
guf,92.4,1991
guf,92.0,1992
guf,91.6,1993
guf,91.2,1994
guf,90.8,1995
guf,90.3,1996
guf,89.8,1997
guf,89.3,1998
guf,88.8,1999
guf,88.7,2000
guf,88.7,2001
guf,88.6,2002
guf,88.5,2003
guf,88.5,2004
guf,88.3,2005
guf,88.2,2006
guf,88.1,2007
pyf,94.2,1980
pyf,94.2,1981
pyf,94.1,1982
pyf,94.0,1983
pyf,93.5,1984
pyf,92.8,1985
pyf,92.1,1986
pyf,91.3,1987
pyf,90.5,1988
pyf,90.5,1989
pyf,90.5,1990
pyf,90.4,1991
pyf,90.5,1992
pyf,90.5,1993
pyf,90.5,1994
pyf,90.5,1995
pyf,90.6,1996
pyf,90.6,1997
pyf,90.5,1998
pyf,90.5,1999
pyf,90.4,2000
pyf,90.4,2001
pyf,90.3,2002
pyf,90.2,2003
pyf,90.2,2004
pyf,90.1,2005
pyf,90.0,2006
pyf,90.0,2007
gab,95.3,1980
gab,95.4,1981
gab,95.5,1982
gab,95.5,1983
gab,95.5,1984
gab,95.6,1985
gab,95.7,1986
gab,96.2,1987
gab,96.0,1988
gab,96.0,1989
gab,95.8,1990
gab,95.8,1991
gab,95.8,1992
gab,95.9,1993
gab,95.9,1994
gab,95.7,1995
gab,95.6,1996
gab,95.6,1997
gab,95.6,1998
gab,95.8,1999
gab,95.8,2000
gab,95.8,2001
gab,95.7,2002
gab,95.7,2003
gab,95.7,2004
gab,95.8,2005
gab,95.8,2006
gab,95.8,2007
gmb,95.5,1980
gmb,95.5,1981
gmb,95.6,1982
gmb,95.3,1983
gmb,95.5,1984
gmb,95.5,1985
gmb,95.1,1986
gmb,95.6,1987
gmb,95.6,1988
gmb,95.3,1989
gmb,95.3,1990
gmb,95.4,1991
gmb,95.5,1992
gmb,95.5,1993
gmb,95.6,1994
gmb,95.6,1995
gmb,95.7,1996
gmb,95.6,1997
gmb,95.5,1998
gmb,95.4,1999
gmb,95.4,2000
gmb,95.3,2001
gmb,95.5,2002
gmb,95.4,2003
gmb,95.3,2004
gmb,95.3,2005
gmb,95.2,2006
gmb,95.1,2007
geo,98.8,1980
geo,98.7,1981
geo,98.7,1982
geo,98.6,1983
geo,98.6,1984
geo,98.5,1985
geo,98.7,1986
geo,98.7,1987
geo,98.6,1988
geo,98.7,1989
geo,99.0,1990
geo,94.4,1991
geo,91.4,1992
geo,88.1,1993
geo,87.0,1994
geo,88.0,1995
geo,89.3,1996
geo,89.9,1997
geo,90.2,1998
geo,90.6,1999
geo,87.3,2000
geo,90.1,2001
geo,89.6,2002
geo,89.7,2003
geo,89.7,2004
geo,90.5,2005
geo,90.9,2006
geo,90.9,2007
deu,95.5,1980
deu,95.2,1981
deu,95.1,1982
deu,94.5,1983
deu,94.2,1984
deu,94.8,1985
deu,94.5,1986
deu,94.4,1987
deu,94.3,1988
deu,94.2,1989
deu,94.3,1990
deu,94.2,1991
deu,93.6,1992
deu,93.3,1993
deu,92.9,1994
deu,92.8,1995
deu,92.9,1996
deu,93.3,1997
deu,94.1,1998
deu,93.6,1999
deu,93.5,2000
deu,93.5,2001
deu,93.3,2002
deu,93.0,2003
deu,93.1,2004
deu,93.6,2005
deu,93.9,2006
deu,93.2,2007
gha,92.2,1980
gha,92.5,1981
gha,93.0,1982
gha,93.3,1983
gha,93.1,1984
gha,93.0,1985
gha,92.9,1986
gha,92.8,1987
gha,92.7,1988
gha,92.6,1989
gha,92.5,1990
gha,92.4,1991
gha,92.4,1992
gha,92.3,1993
gha,92.2,1994
gha,92.1,1995
gha,92.0,1996
gha,91.9,1997
gha,91.8,1998
gha,91.7,1999
gha,91.6,2000
gha,91.5,2001
gha,91.4,2002
gha,91.2,2003
gha,91.0,2004
gha,90.9,2005
gha,90.6,2006
gha,90.7,2007
grc,94.9,1980
grc,95.1,1981
grc,95.0,1982
grc,95.1,1983
grc,95.0,1984
grc,94.8,1985
grc,94.7,1986
grc,94.3,1987
grc,94.5,1988
grc,94.5,1989
grc,94.4,1990
grc,93.8,1991
grc,93.7,1992
grc,94.0,1993
grc,94.6,1994
grc,94.6,1995
grc,94.9,1996
grc,94.6,1997
grc,94.5,1998
grc,94.7,1999
grc,94.5,2000
grc,94.1,2001
grc,94.3,2002
grc,94.3,2003
grc,94.7,2004
grc,94.7,2005
grc,94.6,2006
grc,94.5,2007
glp,91.0,1980
glp,91.1,1981
glp,91.2,1982
glp,92.8,1983
glp,94.1,1984
glp,95.1,1985
glp,95.9,1986
glp,95.7,1987
glp,95.4,1988
glp,95.1,1989
glp,94.7,1990
glp,94.4,1991
glp,94.0,1992
glp,93.6,1993
glp,93.2,1994
glp,92.8,1995
glp,92.2,1996
glp,91.7,1997
glp,91.1,1998
glp,90.4,1999
glp,90.3,2000
glp,90.3,2001
glp,90.2,2002
glp,90.1,2003
glp,90.1,2004
glp,89.9,2005
glp,89.7,2006
glp,89.5,2007
gum,96.0,1980
gum,95.9,1981
gum,95.9,1982
gum,95.9,1983
gum,95.9,1984
gum,95.9,1985
gum,95.9,1986
gum,95.9,1987
gum,95.8,1988
gum,95.8,1989
gum,95.8,1990
gum,95.7,1991
gum,95.7,1992
gum,95.6,1993
gum,95.6,1994
gum,95.5,1995
gum,95.5,1996
gum,95.4,1997
gum,95.4,1998
gum,95.4,1999
gum,95.3,2000
gum,95.2,2001
gum,95.2,2002
gum,95.1,2003
gum,95.0,2004
gum,94.9,2005
gum,94.9,2006
gum,94.7,2007
gtm,97.2,1980
gtm,97.3,1981
gtm,97.5,1982
gtm,97.7,1983
gtm,97.8,1984
gtm,97.9,1985
gtm,97.9,1986
gtm,97.9,1987
gtm,98.0,1988
gtm,98.0,1989
gtm,97.4,1990
gtm,96.7,1991
gtm,95.7,1992
gtm,94.5,1993
gtm,93.0,1994
gtm,91.1,1995
gtm,88.7,1996
gtm,85.8,1997
gtm,82.2,1998
gtm,78.1,1999
gtm,82.8,2000
gtm,86.7,2001
gtm,89.9,2002
gtm,92.3,2003
gtm,94.2,2004
gtm,94.2,2005
gtm,94.1,2006
gtm,94.2,2007
gin,96.9,1980
gin,96.9,1981
gin,96.9,1982
gin,97.0,1983
gin,97.0,1984
gin,97.0,1985
gin,97.0,1986
gin,97.0,1987
gin,97.0,1988
gin,96.9,1989
gin,96.9,1990
gin,97.0,1991
gin,97.0,1992
gin,97.1,1993
gin,97.0,1994
gin,97.0,1995
gin,97.0,1996
gin,96.9,1997
gin,96.9,1998
gin,96.8,1999
gin,96.8,2000
gin,96.8,2001
gin,96.8,2002
gin,96.8,2003
gin,96.8,2004
gin,96.8,2005
gin,96.8,2006
gin,96.7,2007
gnb,97.4,1980
gnb,97.2,1981
gnb,97.2,1982
gnb,97.3,1983
gnb,97.2,1984
gnb,97.3,1985
gnb,97.2,1986
gnb,97.1,1987
gnb,97.1,1988
gnb,97.0,1989
gnb,97.0,1990
gnb,96.9,1991
gnb,97.0,1992
gnb,97.0,1993
gnb,97.0,1994
gnb,97.0,1995
gnb,96.8,1996
gnb,96.8,1997
gnb,97.4,1998
gnb,97.3,1999
gnb,97.2,2000
gnb,97.3,2001
gnb,97.5,2002
gnb,97.5,2003
gnb,97.5,2004
gnb,97.5,2005
gnb,97.6,2006
gnb,97.6,2007
guy,97.0,1980
guy,96.9,1981
guy,96.8,1982
guy,96.7,1983
guy,96.6,1984
guy,96.4,1985
guy,96.3,1986
guy,96.1,1987
guy,95.9,1988
guy,95.6,1989
guy,95.3,1990
guy,95.0,1991
guy,94.6,1992
guy,94.2,1993
guy,94.1,1994
guy,94.1,1995
guy,94.0,1996
guy,93.9,1997
guy,93.9,1998
guy,93.9,1999
guy,93.9,2000
guy,93.9,2001
guy,93.9,2002
guy,93.9,2003
guy,93.9,2004
guy,94.0,2005
guy,93.9,2006
guy,93.9,2007
hti,95.1,1980
hti,95.1,1981
hti,95.2,1982
hti,95.2,1983
hti,94.9,1984
hti,94.7,1985
hti,94.3,1986
hti,94.0,1987
hti,93.6,1988
hti,93.6,1989
hti,93.6,1990
hti,93.6,1991
hti,93.8,1992
hti,93.9,1993
hti,94.0,1994
hti,94.1,1995
hti,94.0,1996
hti,94.1,1997
hti,94.1,1998
hti,94.1,1999
hti,94.1,2000
hti,94.1,2001
hti,94.1,2002
hti,94.1,2003
hti,94.1,2004
hti,94.1,2005
hti,94.1,2006
hti,94.0,2007
hnd,94.8,1980
hnd,94.8,1981
hnd,94.8,1982
hnd,94.7,1983
hnd,94.7,1984
hnd,95.0,1985
hnd,95.2,1986
hnd,95.5,1987
hnd,95.7,1988
hnd,95.9,1989
hnd,96.1,1990
hnd,96.3,1991
hnd,96.5,1992
hnd,96.7,1993
hnd,96.9,1994
hnd,97.0,1995
hnd,97.2,1996
hnd,97.3,1997
hnd,97.5,1998
hnd,97.6,1999
hnd,97.0,2000
hnd,96.3,2001
hnd,96.0,2002
hnd,95.8,2003
hnd,95.4,2004
hnd,95.7,2005
hnd,95.6,2006
hnd,95.4,2007
hkg,97.8,1980
hkg,97.9,1981
hkg,98.3,1982
hkg,97.9,1983
hkg,98.2,1984
hkg,97.6,1985
hkg,97.8,1986
hkg,98.0,1987
hkg,98.1,1988
hkg,98.0,1989
hkg,98.0,1990
hkg,97.7,1991
hkg,97.7,1992
hkg,97.6,1993
hkg,97.7,1994
hkg,97.4,1995
hkg,97.1,1996
hkg,97.0,1997
hkg,96.9,1998
hkg,96.6,1999
hkg,96.2,2000
hkg,95.9,2001
hkg,95.5,2002
hkg,95.2,2003
hkg,95.3,2004
hkg,94.9,2005
hkg,94.9,2006
hkg,94.4,2007
hun,95.2,1980
hun,95.0,1981
hun,94.7,1982
hun,94.4,1983
hun,94.0,1984
hun,93.6,1985
hun,93.2,1986
hun,92.7,1987
hun,92.2,1988
hun,91.6,1989
hun,90.9,1990
hun,90.4,1991
hun,89.8,1992
hun,87.8,1993
hun,86.8,1994
hun,86.4,1995
hun,85.9,1996
hun,84.9,1997
hun,83.0,1998
hun,84.5,1999
hun,84.5,2000
hun,84.3,2001
hun,84.4,2002
hun,85.0,2003
hun,85.1,2004
hun,85.6,2005
hun,86.7,2006
hun,86.4,2007
isl,97.6,1980
isl,97.6,1981
isl,97.4,1982
isl,97.4,1983
isl,97.1,1984
isl,97.3,1985
isl,97.1,1986
isl,97.1,1987
isl,97.3,1988
isl,96.8,1989
isl,96.9,1990
isl,97.0,1991
isl,97.1,1992
isl,96.8,1993
isl,96.0,1994
isl,96.8,1995
isl,96.2,1996
isl,96.7,1997
isl,96.0,1998
isl,97.1,1999
isl,96.1,2000
isl,96.3,2001
isl,96.6,2002
isl,94.7,2003
isl,94.2,2004
isl,94.3,2005
isl,95.8,2006
isl,94.6,2007
ind,97.5,1980
ind,97.5,1981
ind,97.4,1982
ind,97.4,1983
ind,97.4,1984
ind,97.3,1985
ind,97.3,1986
ind,97.3,1987
ind,97.2,1988
ind,97.2,1989
ind,97.1,1990
ind,97.1,1991
ind,97.1,1992
ind,97.0,1993
ind,97.0,1994
ind,96.9,1995
ind,96.9,1996
ind,96.8,1997
ind,96.8,1998
ind,96.7,1999
ind,96.7,2000
ind,96.7,2001
ind,96.6,2002
ind,96.6,2003
ind,96.6,2004
ind,96.5,2005
ind,96.4,2006
ind,96.4,2007
idn,96.8,1980
idn,96.7,1981
idn,96.7,1982
idn,96.7,1983
idn,96.7,1984
idn,96.6,1985
idn,97.2,1986
idn,97.0,1987
idn,96.8,1988
idn,96.4,1989
idn,96.4,1990
idn,96.4,1991
idn,96.4,1992
idn,96.6,1993
idn,96.7,1994
idn,96.8,1995
idn,96.9,1996
idn,97.1,1997
idn,97.2,1998
idn,97.1,1999
idn,97.4,2000
idn,97.8,2001
idn,98.0,2002
idn,98.1,2003
idn,98.3,2004
idn,98.4,2005
idn,97.6,2006
idn,98.3,2007
irn,94.0,1980
irn,94.4,1981
irn,93.9,1982
irn,93.5,1983
irn,93.7,1984
irn,93.9,1985
irn,94.5,1986
irn,94.8,1987
irn,95.0,1988
irn,95.2,1989
irn,95.4,1990
irn,95.6,1991
irn,95.2,1992
irn,94.7,1993
irn,94.2,1994
irn,93.6,1995
irn,93.0,1996
irn,93.0,1997
irn,93.0,1998
irn,93.0,1999
irn,92.9,2000
irn,92.8,2001
irn,92.7,2002
irn,92.6,2003
irn,92.6,2004
irn,92.5,2005
irn,92.2,2006
irn,92.4,2007
irq,91.1,1980
irq,91.5,1981
irq,91.9,1982
irq,91.9,1983
irq,92.0,1984
irq,92.2,1985
irq,92.7,1986
irq,92.6,1987
irq,92.4,1988
irq,92.2,1989
irq,92.0,1990
irq,91.8,1991
irq,91.6,1992
irq,91.4,1993
irq,91.1,1994
irq,90.9,1995
irq,90.7,1996
irq,90.5,1997
irq,90.2,1998
irq,89.9,1999
irq,89.6,2000
irq,89.3,2001
irq,88.9,2002
irq,88.5,2003
irq,88.1,2004
irq,87.9,2005
irq,87.6,2006
irq,87.8,2007
irl,95.5,1980
irl,95.4,1981
irl,94.9,1982
irl,94.3,1983
irl,93.7,1984
irl,93.0,1985
irl,92.3,1986
irl,92.2,1987
irl,92.1,1988
irl,92.1,1989
irl,92.0,1990
irl,92.0,1991
irl,91.8,1992
irl,91.5,1993
irl,91.3,1994
irl,90.8,1995
irl,91.6,1996
irl,90.7,1997
irl,91.5,1998
irl,91.6,1999
irl,92.0,2000
irl,91.8,2001
irl,91.3,2002
irl,90.9,2003
irl,91.7,2004
irl,92.2,2005
irl,92.2,2006
irl,92.0,2007
isr,88.1,1980
isr,88.0,1981
isr,87.8,1982
isr,87.8,1983
isr,87.8,1984
isr,87.3,1985
isr,86.4,1986
isr,86.1,1987
isr,86.4,1988
isr,86.7,1989
isr,85.7,1990
isr,85.3,1991
isr,85.2,1992
isr,85.8,1993
isr,86.1,1994
isr,85.7,1995
isr,85.3,1996
isr,84.8,1997
isr,84.5,1998
isr,84.0,1999
isr,84.0,2000
isr,83.5,2001
isr,83.2,2002
isr,83.3,2003
isr,83.3,2004
isr,82.8,2005
isr,83.1,2006
isr,82.6,2007
ita,96.0,1980
ita,95.7,1981
ita,95.1,1982
ita,95.5,1983
ita,95.2,1984
ita,94.9,1985
ita,94.7,1986
ita,94.5,1987
ita,94.5,1988
ita,94.4,1989
ita,94.1,1990
ita,93.8,1991
ita,93.6,1992
ita,91.6,1993
ita,90.9,1994
ita,90.3,1995
ita,90.2,1996
ita,90.0,1997
ita,90.2,1998
ita,90.4,1999
ita,90.6,2000
ita,90.7,2001
ita,91.1,2002
ita,91.6,2003
ita,91.3,2004
ita,91.2,2005
ita,91.4,2006
ita,91.8,2007
jam,97.6,1980
jam,97.6,1981
jam,97.4,1982
jam,97.2,1983
jam,97.0,1984
jam,96.8,1985
jam,96.6,1986
jam,96.4,1987
jam,96.2,1988
jam,95.9,1989
jam,95.6,1990
jam,95.5,1991
jam,95.4,1992
jam,95.3,1993
jam,95.1,1994
jam,95.0,1995
jam,94.8,1996
jam,94.6,1997
jam,94.5,1998
jam,94.3,1999
jam,94.1,2000
jam,93.9,2001
jam,93.7,2002
jam,93.5,2003
jam,94.1,2004
jam,94.0,2005
jam,94.0,2006
jam,94.1,2007
jpn,97.0,1980
jpn,97.0,1981
jpn,97.1,1982
jpn,97.1,1983
jpn,97.0,1984
jpn,96.7,1985
jpn,96.6,1986
jpn,96.7,1987
jpn,97.0,1988
jpn,97.0,1989
jpn,97.5,1990
jpn,97.2,1991
jpn,97.6,1992
jpn,97.7,1993
jpn,97.5,1994
jpn,97.5,1995
jpn,97.7,1996
jpn,97.6,1997
jpn,97.3,1998
jpn,97.1,1999
jpn,97.1,2000
jpn,96.9,2001
jpn,96.5,2002
jpn,96.4,2003
jpn,96.2,2004
jpn,96.0,2005
jpn,96.1,2006
jpn,95.8,2007
jor,91.6,1980
jor,91.6,1981
jor,91.4,1982
jor,91.5,1983
jor,91.1,1984
jor,91.1,1985
jor,90.8,1986
jor,90.8,1987
jor,91.0,1988
jor,92.0,1989
jor,92.1,1990
jor,92.4,1991
jor,93.9,1992
jor,94.8,1993
jor,94.8,1994
jor,94.8,1995
jor,94.9,1996
jor,95.1,1997
jor,95.2,1998
jor,95.2,1999
jor,95.3,2000
jor,95.2,2001
jor,95.0,2002
jor,94.9,2003
jor,94.6,2004
jor,94.4,2005
jor,94.1,2006
jor,94.1,2007
kaz,97.1,1980
kaz,97.1,1981
kaz,97.1,1982
kaz,97.1,1983
kaz,97.1,1984
kaz,97.1,1985
kaz,97.1,1986
kaz,97.1,1987
kaz,97.0,1988
kaz,97.0,1989
kaz,96.9,1990
kaz,96.8,1991
kaz,96.8,1992
kaz,96.7,1993
kaz,96.6,1994
kaz,96.5,1995
kaz,96.4,1996
kaz,96.2,1997
kaz,95.9,1998
kaz,95.7,1999
kaz,95.4,2000
kaz,95.2,2001
kaz,94.9,2002
kaz,94.9,2003
kaz,94.9,2004
kaz,94.8,2005
kaz,94.8,2006
kaz,94.7,2007
ken,97.2,1980
ken,97.2,1981
ken,97.2,1982
ken,97.3,1983
ken,97.3,1984
ken,97.3,1985
ken,97.2,1986
ken,97.2,1987
ken,97.2,1988
ken,97.2,1989
ken,97.2,1990
ken,97.1,1991
ken,97.1,1992
ken,97.1,1993
ken,97.1,1994
ken,97.1,1995
ken,97.1,1996
ken,97.1,1997
ken,97.0,1998
ken,97.0,1999
ken,97.0,2000
ken,97.0,2001
ken,97.0,2002
ken,97.0,2003
ken,97.0,2004
ken,97.0,2005
ken,96.9,2006
ken,97.0,2007
prk,96.3,1980
prk,96.3,1981
prk,96.2,1982
prk,96.0,1983
prk,95.9,1984
prk,95.8,1985
prk,95.7,1986
prk,95.6,1987
prk,95.5,1988
prk,95.4,1989
prk,95.3,1990
prk,95.2,1991
prk,95.1,1992
prk,95.0,1993
prk,94.9,1994
prk,94.8,1995
prk,94.7,1996
prk,94.7,1997
prk,94.6,1998
prk,94.6,1999
prk,94.5,2000
prk,94.5,2001
prk,94.5,2002
prk,94.5,2003
prk,94.4,2004
prk,94.3,2005
prk,94.2,2006
prk,94.1,2007
kor,95.6,1980
kor,95.4,1981
kor,95.0,1982
kor,94.2,1983
kor,93.4,1984
kor,93.5,1985
kor,93.5,1986
kor,93.1,1987
kor,93.6,1988
kor,94.1,1989
kor,94.6,1990
kor,94.9,1991
kor,94.8,1992
kor,94.7,1993
kor,94.6,1994
kor,94.5,1995
kor,94.3,1996
kor,94.0,1997
kor,93.5,1998
kor,92.3,1999
kor,92.1,2000
kor,91.7,2001
kor,91.8,2002
kor,91.9,2003
kor,91.6,2004
kor,91.2,2005
kor,90.8,2006
kor,91.1,2007
kwt,96.0,1980
kwt,97.3,1981
kwt,97.7,1982
kwt,97.5,1983
kwt,97.4,1984
kwt,97.3,1985
kwt,97.2,1986
kwt,97.0,1987
kwt,96.9,1988
kwt,96.5,1989
kwt,96.3,1990
kwt,96.2,1991
kwt,96.1,1992
kwt,96.1,1993
kwt,96.0,1994
kwt,95.9,1995
kwt,95.9,1996
kwt,96.0,1997
kwt,95.9,1998
kwt,95.8,1999
kwt,95.8,2000
kwt,95.8,2001
kwt,95.5,2002
kwt,95.1,2003
kwt,95.1,2004
kwt,95.0,2005
kwt,94.9,2006
kwt,94.8,2007
kgz,96.0,1980
kgz,96.1,1981
kgz,96.1,1982
kgz,96.2,1983
kgz,96.3,1984
kgz,96.3,1985
kgz,96.3,1986
kgz,96.3,1987
kgz,96.4,1988
kgz,96.4,1989
kgz,96.2,1990
kgz,96.0,1991
kgz,95.8,1992
kgz,95.6,1993
kgz,95.3,1994
kgz,95.0,1995
kgz,94.6,1996
kgz,94.2,1997
kgz,93.6,1998
kgz,93.1,1999
kgz,92.5,2000
kgz,91.9,2001
kgz,91.2,2002
kgz,92.1,2003
kgz,92.7,2004
kgz,92.4,2005
kgz,92.5,2006
kgz,92.4,2007
lao,97.5,1980
lao,97.5,1981
lao,97.5,1982
lao,97.5,1983
lao,97.5,1984
lao,97.5,1985
lao,97.5,1986
lao,97.5,1987
lao,97.6,1988
lao,97.5,1989
lao,97.5,1990
lao,97.5,1991
lao,97.5,1992
lao,97.5,1993
lao,97.5,1994
lao,97.5,1995
lao,97.5,1996
lao,97.5,1997
lao,97.5,1998
lao,97.5,1999
lao,97.5,2000
lao,97.5,2001
lao,97.4,2002
lao,97.4,2003
lao,97.3,2004
lao,97.3,2005
lao,97.2,2006
lao,97.2,2007
lva,96.4,1980
lva,96.4,1981
lva,96.4,1982
lva,96.4,1983
lva,96.4,1984
lva,96.4,1985
lva,96.4,1986
lva,96.5,1987
lva,96.5,1988
lva,96.6,1989
lva,96.0,1990
lva,95.3,1991
lva,94.6,1992
lva,93.7,1993
lva,92.7,1994
lva,91.5,1995
lva,90.1,1996
lva,90.0,1997
lva,91.8,1998
lva,90.3,1999
lva,87.6,2000
lva,90.2,2001
lva,89.3,2002
lva,89.7,2003
lva,89.6,2004
lva,89.3,2005
lva,90.1,2006
lva,90.9,2007
lbn,97.9,1980
lbn,98.0,1981
lbn,98.0,1982
lbn,98.0,1983
lbn,98.0,1984
lbn,98.0,1985
lbn,98.1,1986
lbn,98.1,1987
lbn,98.1,1988
lbn,98.1,1989
lbn,97.8,1990
lbn,97.1,1991
lbn,97.0,1992
lbn,96.9,1993
lbn,96.8,1994
lbn,96.8,1995
lbn,96.8,1996
lbn,96.7,1997
lbn,96.6,1998
lbn,96.7,1999
lbn,96.7,2000
lbn,96.5,2001
lbn,96.4,2002
lbn,96.2,2003
lbn,96.1,2004
lbn,96.0,2005
lbn,96.1,2006
lbn,95.9,2007
lso,92.5,1980
lso,92.7,1981
lso,93.2,1982
lso,93.5,1983
lso,93.3,1984
lso,93.0,1985
lso,93.1,1986
lso,93.1,1987
lso,92.7,1988
lso,92.2,1989
lso,92.0,1990
lso,91.7,1991
lso,91.4,1992
lso,91.2,1993
lso,90.9,1994
lso,90.6,1995
lso,89.8,1996
lso,89.3,1997
lso,89.4,1998
lso,89.4,1999
lso,89.2,2000
lso,88.8,2001
lso,88.6,2002
lso,88.3,2003
lso,88.0,2004
lso,87.9,2005
lso,87.4,2006
lso,87.9,2007
lbr,97.6,1980
lbr,97.6,1981
lbr,97.6,1982
lbr,97.6,1983
lbr,97.7,1984
lbr,97.7,1985
lbr,97.7,1986
lbr,97.7,1987
lbr,97.7,1988
lbr,97.7,1989
lbr,97.7,1990
lbr,97.7,1991
