geo,residential_electricity_use_total,time
npl,158000000,1984
npl,143000000,1985
npl,165000000,1986
npl,190000000,1987
npl,197000000,1988
npl,236000000,1989
npl,266000000,1990
npl,280100000,1991
npl,265000000,1992
npl,280100000,1993
npl,307100000,1994
npl,335100000,1995
npl,362100000,1996
npl,385100000,1997
npl,418100000,1998
npl,475100000,1999
npl,535100000,2000
npl,594100000,2001
npl,627100000,2002
npl,677100000,2003
npl,773100000,2004
npl,820100000,2005
npl,806100000,2006
npl,893200000,2007
npl,931200000,2008
nld,2794000000,1960
nld,3096000000,1961
nld,3554000000,1962
nld,4036000000,1963
nld,4436000000,1964
nld,5021000000,1965
nld,5705000000,1966
nld,6234000000,1967
nld,6971000000,1968
nld,7749000000,1969
nld,8666000000,1970
nld,9329000000,1971
nld,10010000000,1972
nld,10960000000,1973
nld,11240000000,1974
nld,12440000000,1975
nld,13510000000,1976
nld,13630000000,1977
nld,14360000000,1978
nld,14960000000,1979
nld,15150000000,1980
nld,15150000000,1981
nld,15000000000,1982
nld,15310000000,1983
nld,15850000000,1984
nld,16000000000,1985
nld,16200000000,1986
nld,16600000000,1987
nld,15500000000,1988
nld,16000000000,1989
nld,16500000000,1990
nld,17100000000,1991
nld,17500000000,1992
nld,17900000000,1993
nld,18500000000,1994
nld,19700000000,1995
nld,20010000000,1996
nld,20410000000,1997
nld,20810000000,1998
nld,21360000000,1999
nld,21810000000,2000
nld,22110000000,2001
nld,22820000000,2002
nld,23330000000,2003
nld,23540000000,2004
nld,24240000000,2005
nld,24840000000,2006
nld,24300000000,2007
nld,24800000000,2008
nzl,2450000000,1960
nzl,2665000000,1961
nzl,2859000000,1962
nzl,3215000000,1963
nzl,3438000000,1964
nzl,3786000000,1965
nzl,4054000000,1966
nzl,4154000000,1967
nzl,5874000000,1968
nzl,6113000000,1969
nzl,6421000000,1970
nzl,6815000000,1971
nzl,7385000000,1972
nzl,7440000000,1973
nzl,7553000000,1974
nzl,8405000000,1975
nzl,8400000000,1976
nzl,8315000000,1977
nzl,8182000000,1978
nzl,7910000000,1979
nzl,8036000000,1980
nzl,8266000000,1981
nzl,8735000000,1982
nzl,8983000000,1983
nzl,9000000000,1984
nzl,9082000000,1985
nzl,9426000000,1986
nzl,9425000000,1987
nzl,9512000000,1988
nzl,9826000000,1989
nzl,10270000000,1990
nzl,10480000000,1991
nzl,10130000000,1992
nzl,10260000000,1993
nzl,10380000000,1994
nzl,10650000000,1995
nzl,10870000000,1996
nzl,11030000000,1997
nzl,11150000000,1998
nzl,11220000000,1999
nzl,11340000000,2000
nzl,11570000000,2001
nzl,11690000000,2002
nzl,12060000000,2003
nzl,12310000000,2004
nzl,12170000000,2005
nzl,12660000000,2006
nzl,12450000000,2007
nzl,12430000000,2008
nic,222000000,1971
nic,246000000,1972
nic,203000000,1973
nic,260000000,1974
nic,291100000,1975
nic,329100000,1976
nic,370100000,1977
nic,384100000,1978
nic,324100000,1979
nic,377100000,1980
nic,387100000,1981
nic,403100000,1982
nic,432100000,1983
nic,445100000,1984
nic,380100000,1985
nic,376100000,1986
nic,499100000,1987
nic,490100000,1988
nic,311100000,1989
nic,369100000,1990
nic,402100000,1991
nic,433100000,1992
nic,440100000,1993
nic,401100000,1994
nic,410100000,1995
nic,421100000,1996
nic,459100000,1997
nic,450100000,1998
nic,460100000,1999
nic,448100000,2000
nic,452100000,2001
nic,470100000,2002
nic,515100000,2003
nic,541100000,2004
nic,603100000,2005
nic,643100000,2006
nic,689100000,2007
nic,733100000,2008
nga,580100000,1971
nga,638100000,1972
nga,758100000,1973
nga,902200000,1974
nga,1036000000,1975
nga,1360000000,1976
nga,1600000000,1977
nga,2218000000,1978
nga,1944000000,1979
nga,2130000000,1980
nga,2724000000,1981
nga,3019000000,1982
nga,3137000000,1983
nga,2862000000,1984
nga,3260000000,1985
nga,4176000000,1986
nga,4106000000,1987
nga,3889000000,1988
nga,4588000000,1989
nga,3950000000,1990
nga,4025000000,1991
nga,4341000000,1992
nga,5218000000,1993
nga,5038000000,1994
nga,4951000000,1995
nga,4539000000,1996
nga,4453000000,1997
nga,4382000000,1998
nga,4418000000,1999
nga,4432000000,2000
nga,4609000000,2001
nga,7716000000,2002
nga,7670000000,2003
nga,9559000000,2004
nga,10300000000,2005
nga,7833000000,2006
nga,10090000000,2007
nga,10240000000,2008
nor,8134000000,1960
nor,8454000000,1961
nor,9530000000,1962
nor,10340000000,1963
nor,10960000000,1964
nor,11800000000,1965
nor,12790000000,1966
nor,13070000000,1967
nor,14540000000,1968
nor,14330000000,1969
nor,14970000000,1970
nor,14690000000,1971
nor,15340000000,1972
nor,15960000000,1973
nor,16700000000,1974
nor,17650000000,1975
nor,18930000000,1976
nor,20380000000,1977
nor,20940000000,1978
nor,22350000000,1979
nor,22530000000,1980
nor,23880000000,1981
nor,25080000000,1982
nor,25780000000,1983
nor,28220000000,1984
nor,28920000000,1985
nor,29930000000,1986
nor,30220000000,1987
nor,29300000000,1988
nor,28870000000,1989
nor,30300000000,1990
nor,32620000000,1991
nor,32660000000,1992
nor,32790000000,1993
nor,34020000000,1994
nor,34630000000,1995
nor,35290000000,1996
nor,33980000000,1997
nor,35050000000,1998
nor,35050000000,1999
nor,34650000000,2000
nor,35880000000,2001
nor,34650000000,2002
nor,32030000000,2003
nor,32410000000,2004
nor,34010000000,2005
nor,33650000000,2006
nor,34950000000,2007
nor,34520000000,2008
omn,6001000,1971
omn,10000000,1972
omn,21000000,1973
omn,42010000,1974
omn,71010000,1975
omn,123000000,1976
omn,188000000,1977
omn,217000000,1978
omn,278100000,1979
omn,379100000,1980
omn,484100000,1981
omn,609100000,1982
omn,747100000,1983
omn,931200000,1984
omn,1154000000,1985
omn,1470000000,1986
omn,1568000000,1987
omn,1745000000,1988
omn,1817000000,1989
omn,2083000000,1990
omn,2190000000,1991
omn,2498000000,1992
omn,2872000000,1993
omn,3082000000,1994
omn,3126000000,1995
omn,3044000000,1996
omn,3247000000,1997
omn,3673000000,1998
omn,3786000000,1999
omn,3967000000,2000
omn,4227000000,2001
omn,4415000000,2002
omn,4634000000,2003
omn,4963000000,2004
omn,4760000000,2005
omn,5790000000,2006
omn,6155000000,2007
omn,7031000000,2008
pak,635100000,1971
pak,635100000,1972
pak,635100000,1973
pak,740100000,1974
pak,852200000,1975
pak,943200000,1976
pak,1128000000,1977
pak,1296000000,1978
pak,1706000000,1979
pak,2357000000,1980
pak,2696000000,1981
pak,3224000000,1982
pak,3753000000,1983
pak,4536000000,1984
pak,5077000000,1985
pak,5846000000,1986
pak,6807000000,1987
pak,7901000000,1988
pak,8684000000,1989
pak,9362000000,1990
pak,10410000000,1991
pak,13170000000,1992
pak,14080000000,1993
pak,15580000000,1994
pak,17130000000,1995
pak,17760000000,1996
pak,18750000000,1997
pak,19400000000,1998
pak,21460000000,1999
pak,22770000000,2000
pak,23210000000,2001
pak,23630000000,2002
pak,25850000000,2003
pak,27610000000,2004
pak,30730000000,2005
pak,33340000000,2006
pak,33710000000,2007
pak,32290000000,2008
pan,255000000,1971
pan,301100000,1972
pan,337100000,1973
pan,343100000,1974
pan,361100000,1975
pan,393100000,1976
pan,403100000,1977
pan,413100000,1978
pan,445100000,1979
pan,457100000,1980
pan,475100000,1981
pan,499100000,1982
pan,528100000,1983
pan,522100000,1984
pan,560100000,1985
pan,607100000,1986
pan,663100000,1987
pan,655100000,1988
pan,614100000,1989
pan,637100000,1990
pan,673100000,1991
pan,716100000,1992
pan,750100000,1993
pan,789100000,1994
pan,848200000,1995
pan,863200000,1996
pan,937200000,1997
pan,1005000000,1998
pan,1042000000,1999
pan,1118000000,2000
pan,1161000000,2001
pan,1261000000,2002
pan,1341000000,2003
pan,1438000000,2004
pan,1496000000,2005
pan,1534000000,2006
pan,1596000000,2007
pan,1647000000,2008
pry,85020000,1971
pry,94020000,1972
pry,116000000,1973
pry,132000000,1974
pry,154000000,1975
pry,176000000,1976
pry,208000000,1977
pry,240000000,1978
pry,276000000,1979
pry,347100000,1980
pry,394100000,1981
pry,437100000,1982
pry,494100000,1983
pry,544100000,1984
pry,568100000,1985
pry,645100000,1986
pry,709100000,1987
pry,808100000,1988
pry,838200000,1989
pry,983200000,1990
pry,1120000000,1991
pry,1283000000,1992
pry,1543000000,1993
pry,1891000000,1994
pry,2185000000,1995
pry,2323000000,1996
pry,2476000000,1997
pry,2564000000,1998
pry,2764000000,1999
pry,2875000000,2000
pry,2908000000,2001
pry,2803000000,2002
pry,2602000000,2003
pry,2664000000,2004
pry,3142000000,2005
pry,3403000000,2006
pry,3353000000,2007
pry,3611000000,2008
per,1499000000,1971
per,1778000000,1972
per,1813000000,1973
per,2046000000,1974
per,2441000000,1975
per,2418000000,1976
per,2731000000,1977
per,2685000000,1978
per,2837000000,1979
per,3011000000,1980
per,3232000000,1981
per,3476000000,1982
per,3639000000,1983
per,3639000000,1984
per,3732000000,1985
per,3964000000,1986
per,4302000000,1987
per,4267000000,1988
per,4092000000,1989
per,4267000000,1990
per,4859000000,1991
per,4336000000,1992
per,4557000000,1993
per,4743000000,1994
per,4934000000,1995
per,5394000000,1996
per,5674000000,1997
per,4688000000,1998
per,4730000000,1999
per,5035000000,2000
per,5279000000,2001
per,5612000000,2002
per,5899000000,2003
per,6413000000,2004
per,7005000000,2005
per,7880000000,2006
per,6395000000,2007
per,6952000000,2008
phl,1517000000,1975
phl,1593000000,1976
phl,1776000000,1977
phl,2544000000,1978
phl,2462000000,1979
phl,2938000000,1980
phl,3425000000,1981
phl,3590000000,1982
phl,3992000000,1983
phl,4199000000,1984
phl,4483000000,1985
phl,3537000000,1986
phl,4703000000,1987
phl,5106000000,1988
phl,5162000000,1989
phl,5610000000,1990
phl,6250000000,1991
phl,6054000000,1992
phl,6369000000,1993
phl,7283000000,1994
phl,8224000000,1995
phl,9152000000,1996
phl,10480000000,1997
phl,11940000000,1998
phl,11880000000,1999
phl,12900000000,2000
phl,13550000000,2001
phl,13720000000,2002
phl,15360000000,2003
phl,15920000000,2004
phl,16030000000,2005
phl,15830000000,2006
phl,16380000000,2007
phl,16650000000,2008
pol,2004000000,1960
pol,2204000000,1961
pol,2414000000,1962
pol,2408000000,1963
pol,2421000000,1964
pol,2623000000,1965
pol,2894000000,1966
pol,3190000000,1967
pol,3480000000,1968
pol,3793000000,1969
pol,4145000000,1970
pol,4531000000,1971
pol,5006000000,1972
pol,5482000000,1973
pol,6128000000,1974
pol,6948000000,1975
pol,7919000000,1976
pol,8523000000,1977
pol,9179000000,1978
pol,9913000000,1979
pol,10720000000,1980
pol,12170000000,1981
pol,12630000000,1982
pol,11940000000,1983
pol,14150000000,1984
pol,14930000000,1985
pol,15650000000,1986
pol,17070000000,1987
pol,17830000000,1988
pol,18800000000,1989
pol,20220000000,1990
pol,20210000000,1991
pol,18950000000,1992
pol,18210000000,1993
pol,18210000000,1994
pol,18080000000,1995
pol,19230000000,1996
pol,19770000000,1997
pol,20320000000,1998
pol,20800000000,1999
pol,21040000000,2000
pol,21380000000,2001
pol,21660000000,2002
pol,24860000000,2003
pol,25480000000,2004
pol,25260000000,2005
pol,26470000000,2006
pol,26370000000,2007
pol,27120000000,2008
prt,461100000,1960
prt,506100000,1961
prt,558100000,1962
prt,618100000,1963
prt,676100000,1964
prt,749100000,1965
prt,785100000,1966
prt,853200000,1967
prt,934200000,1968
prt,1054000000,1969
prt,1217000000,1970
prt,1415000000,1971
prt,1534000000,1972
prt,1669000000,1973
prt,1841000000,1974
prt,2038000000,1975
prt,2345000000,1976
prt,2591000000,1977
prt,2814000000,1978
prt,3043000000,1979
prt,3276000000,1980
prt,3525000000,1981
prt,3747000000,1982
prt,3681000000,1983
prt,4077000000,1984
prt,4453000000,1985
prt,4688000000,1986
prt,4911000000,1987
prt,5111000000,1988
prt,5671000000,1989
prt,5921000000,1990
prt,6600000000,1991
prt,6798000000,1992
prt,7117000000,1993
prt,7401000000,1994
prt,7865000000,1995
prt,8442000000,1996
prt,8425000000,1997
prt,8786000000,1998
prt,9525000000,1999
prt,10060000000,2000
prt,10630000000,2001
prt,11380000000,2002
prt,11840000000,2003
prt,12430000000,2004
prt,13240000000,2005
prt,13410000000,2006
prt,13870000000,2007
prt,13450000000,2008
qat,1495000000,1985
qat,1500000000,1986
qat,1500000000,1987
qat,1510000000,1988
qat,1983000000,1989
qat,2456000000,1990
qat,2929000000,1991
qat,3161000000,1992
qat,3809000000,1993
qat,3306000000,1994
qat,3047000000,1995
qat,3626000000,1996
qat,3681000000,1997
qat,4330000000,1998
qat,3974000000,1999
qat,3512000000,2000
qat,3049000000,2001
qat,2586000000,2002
qat,2123000000,2003
qat,2148000000,2004
qat,3080000000,2005
qat,3555000000,2006
qat,3988000000,2007
qat,4420000000,2008
rou,2513000000,1971
rou,2888000000,1972
rou,3184000000,1973
rou,3258000000,1974
rou,3718000000,1975
rou,4256000000,1976
rou,4802000000,1977
rou,5378000000,1978
rou,5379000000,1979
rou,4890000000,1980
rou,5133000000,1981
rou,5051000000,1982
rou,4995000000,1983
rou,4785000000,1984
rou,4815000000,1985
rou,4993000000,1986
rou,4808000000,1987
rou,4483000000,1988
rou,4297000000,1989
rou,5355000000,1990
rou,6748000000,1991
rou,7597000000,1992
rou,7024000000,1993
rou,6647000000,1994
rou,7117000000,1995
rou,8123000000,1996
rou,7947000000,1997
rou,7918000000,1998
rou,7884000000,1999
rou,7653000000,2000
rou,7725000000,2001
rou,7772000000,2002
rou,8244000000,2003
rou,8044000000,2004
rou,9236000000,2005
rou,10000000000,2006
rou,10390000000,2007
rou,10400000000,2008
rus,107000000000,1990
rus,116200000000,1991
rus,115800000000,1992
rus,121200000000,1993
rus,126100000000,1994
rus,126100000000,1995
rus,132000000000,1996
rus,133000000000,1997
rus,134600000000,1998
rus,140100000000,1999
rus,140700000000,2000
rus,142600000000,2001
rus,142700000000,2002
rus,142300000000,2003
rus,143300000000,2004
rus,108900000000,2005
rus,112500000000,2006
rus,116000000000,2007
rus,117200000000,2008
sau,14800000000,1983
sau,16920000000,1984
sau,19490000000,1985
sau,21110000000,1986
sau,24080000000,1987
sau,25390000000,1988
sau,26880000000,1989
sau,28960000000,1990
sau,29880000000,1991
sau,33990000000,1992
sau,38480000000,1993
sau,40550000000,1994
sau,42160000000,1995
sau,43260000000,1996
sau,45350000000,1997
sau,50990000000,1998
sau,53650000000,1999
sau,56070000000,2000
sau,61350000000,2001
sau,65470000000,2002
sau,70390000000,2003
sau,73380000000,2004
sau,78320000000,2005
sau,86040000000,2006
sau,89920000000,2007
sau,96700000000,2008
sen,61010000,1971
sen,46010000,1972
sen,51010000,1973
sen,49010000,1974
sen,52010000,1975
sen,58010000,1976
sen,64010000,1977
sen,74010000,1978
sen,84020000,1979
sen,87020000,1980
sen,92020000,1981
sen,90020000,1982
sen,103000000,1983
sen,104000000,1984
sen,109000000,1985
sen,108000000,1986
sen,118000000,1987
sen,116000000,1988
sen,125000000,1989
sen,137000000,1990
sen,139000000,1991
sen,153000000,1992
sen,167000000,1993
sen,182000000,1994
sen,190000000,1995
sen,201000000,1996
sen,232000000,1997
sen,331100000,1998
sen,327100000,1999
sen,397100000,2000
sen,469100000,2001
sen,515100000,2002
sen,579100000,2003
sen,575100000,2004
sen,690100000,2005
sen,646100000,2006
sen,783100000,2007
sen,700100000,2008
srb,10670000000,1990
srb,12110000000,1991
srb,12000000000,1992
srb,15430000000,1993
srb,16010000000,1994
srb,16120000000,1995
srb,16510000000,1996
srb,17470000000,1997
srb,17060000000,1998
srb,15570000000,1999
srb,16300000000,2000
srb,16340000000,2001
srb,16300000000,2002
srb,16300000000,2003
srb,13630000000,2004
srb,14190000000,2005
srb,14060000000,2006
srb,13940000000,2007
srb,14100000000,2008
sgp,462100000,1971
sgp,521100000,1972
sgp,576100000,1973
sgp,559100000,1974
sgp,643100000,1975
sgp,710100000,1976
sgp,779100000,1977
sgp,931200000,1978
sgp,945200000,1979
sgp,1014000000,1980
sgp,1093000000,1981
sgp,1167000000,1982
sgp,1313000000,1983
sgp,1336000000,1984
sgp,1462000000,1985
sgp,1565000000,1986
sgp,1729000000,1987
sgp,1864000000,1988
sgp,1946000000,1989
sgp,2392000000,1990
sgp,2658000000,1991
sgp,2889000000,1992
sgp,3125000000,1993
sgp,3467000000,1994
sgp,3834000000,1995
sgp,4164000000,1996
sgp,4738000000,1997
sgp,5329000000,1998
sgp,5345000000,1999
sgp,5727000000,2000
sgp,5986000000,2001
sgp,6349000000,2002
sgp,6508000000,2003
sgp,6526000000,2004
sgp,6751000000,2005
sgp,6765000000,2006
sgp,6822000000,2007
sgp,6750000000,2008
svk,1350000000,1971
svk,1429000000,1972
svk,1543000000,1973
svk,1617000000,1974
svk,1620000000,1975
svk,1716000000,1976
svk,1816000000,1977
svk,1864000000,1978
svk,2066000000,1979
svk,2385000000,1980
svk,2435000000,1981
svk,2569000000,1982
svk,2657000000,1983
svk,2773000000,1984
svk,2950000000,1985
svk,3062000000,1986
svk,3215000000,1987
svk,3316000000,1988
svk,3594000000,1989
svk,3679000000,1990
svk,3803000000,1991
svk,3702000000,1992
svk,4138000000,1993
svk,4490000000,1994
svk,4999000000,1995
svk,5452000000,1996
svk,5508000000,1997
svk,5595000000,1998
svk,5673000000,1999
svk,5420000000,2000
svk,5223000000,2001
svk,5158000000,2002
svk,5040000000,2003
svk,4818000000,2004
svk,4702000000,2005
svk,4578000000,2006
svk,4603000000,2007
svk,4532000000,2008
svn,2233000000,1990
svn,2427000000,1991
svn,2404000000,1992
svn,2490000000,1993
svn,2585000000,1994
svn,2553000000,1995
svn,2629000000,1996
svn,2684000000,1997
svn,2690000000,1998
svn,2386000000,1999
svn,2601000000,2000
svn,2675000000,2001
svn,2704000000,2002
svn,3009000000,2003
svn,3013000000,2004
svn,2952000000,2005
svn,3056000000,2006
svn,3022000000,2007
svn,3183000000,2008
zaf,8089000000,1971
zaf,8390000000,1972
zaf,9267000000,1973
zaf,9768000000,1974
zaf,9993000000,1975
zaf,10480000000,1976
zaf,11300000000,1977
zaf,11720000000,1978
zaf,12330000000,1979
zaf,13520000000,1980
zaf,14740000000,1981
zaf,14620000000,1982
zaf,14490000000,1983
zaf,15700000000,1984
zaf,16400000000,1985
zaf,17650000000,1986
zaf,18680000000,1987
zaf,19580000000,1988
zaf,21520000000,1989
zaf,22450000000,1990
zaf,23080000000,1991
zaf,19400000000,1992
zaf,21550000000,1993
zaf,22120000000,1994
zaf,24370000000,1995
zaf,29560000000,1996
zaf,30730000000,1997
zaf,30170000000,1998
zaf,29520000000,1999
zaf,28690000000,2000
zaf,34630000000,2001
zaf,30420000000,2002
zaf,34080000000,2003
zaf,36240000000,2004
zaf,36980000000,2005
zaf,39680000000,2006
zaf,41180000000,2007
zaf,40290000000,2008
esp,1965000000,1960
esp,2317000000,1961
esp,2408000000,1962
esp,2902000000,1963
esp,2924000000,1964
esp,3291000000,1965
esp,4135000000,1966
esp,5397000000,1967
esp,6386000000,1968
esp,7565000000,1969
esp,8878000000,1970
esp,9112000000,1971
esp,10070000000,1972
esp,10850000000,1973
esp,11390000000,1974
esp,12410000000,1975
esp,14110000000,1976
esp,14410000000,1977
esp,15990000000,1978
esp,17730000000,1979
esp,19570000000,1980
esp,20380000000,1981
esp,20300000000,1982
esp,21820000000,1983
esp,23470000000,1984
esp,23260000000,1985
esp,24890000000,1986
esp,26560000000,1987
esp,27080000000,1988
esp,29530000000,1989
esp,30220000000,1990
esp,30900000000,1991
esp,31410000000,1992
esp,32370000000,1993
esp,34780000000,1994
esp,35990000000,1995
esp,37520000000,1996
esp,40110000000,1997
esp,41710000000,1998
esp,45450000000,1999
esp,43630000000,2000
esp,49690000000,2001
esp,50650000000,2002
esp,54240000000,2003
esp,58060000000,2004
esp,62600000000,2005
esp,70750000000,2006
esp,71340000000,2007
esp,72050000000,2008
lka,274000000,1971
lka,227000000,1972
lka,248000000,1973
lka,254000000,1974
lka,270000000,1975
lka,294100000,1976
lka,309100000,1977
lka,351100000,1978
lka,414100000,1979
lka,477100000,1980
lka,526100000,1981
lka,613100000,1982
lka,644100000,1983
lka,748100000,1984
lka,803100000,1985
lka,827100000,1986
lka,885200000,1987
lka,553100000,1988
lka,525100000,1989
lka,658100000,1990
lka,681100000,1991
lka,704100000,1992
lka,826100000,1993
lka,831100000,1994
lka,1302000000,1995
lka,1285000000,1996
lka,1485000000,1997
lka,1662000000,1998
lka,1838000000,1999
lka,2061000000,2000
lka,2130000000,2001
lka,2157000000,2002
lka,2396000000,2003
lka,2599000000,2004
lka,2867000000,2005
lka,3064000000,2006
lka,3188000000,2007
lka,3308000000,2008
sdn,58010000,1971
sdn,65010000,1972
sdn,100000000,1973
sdn,140000000,1974
sdn,151000000,1975
sdn,148000000,1976
sdn,155000000,1977
sdn,167000000,1978
sdn,171000000,1979
sdn,223000000,1980
sdn,228000000,1981
sdn,290100000,1982
sdn,283100000,1983
sdn,522100000,1984
sdn,567100000,1985
sdn,737100000,1986
sdn,718100000,1987
sdn,551100000,1988
sdn,541100000,1989
sdn,728100000,1990
sdn,665100000,1991
sdn,701100000,1992
sdn,704100000,1993
sdn,747100000,1994
sdn,780100000,1995
sdn,774100000,1996
sdn,664100000,1997
sdn,580100000,1998
sdn,958200000,1999
sdn,761100000,2000
sdn,1057000000,2001
sdn,1383000000,2002
sdn,1428000000,2003
sdn,1262000000,2004
sdn,1539000000,2005
sdn,1719000000,2006
sdn,1904000000,2007
sdn,2206000000,2008
swe,3561000000,1960
swe,3681000000,1961
swe,3921000000,1962
swe,4021000000,1963
swe,4712000000,1964
swe,5719000000,1965
swe,6535000000,1966
swe,7474000000,1967
swe,8616000000,1968
swe,8707000000,1969
swe,11380000000,1970
swe,13210000000,1971
swe,14850000000,1972
swe,15750000000,1973
swe,15320000000,1974
swe,17340000000,1975
swe,20090000000,1976
swe,21430000000,1977
swe,22550000000,1978
swe,24190000000,1979
swe,25720000000,1980
swe,27220000000,1981
swe,29200000000,1982
swe,31540000000,1983
swe,33710000000,1984
swe,39730000000,1985
swe,39920000000,1986
swe,40660000000,1987
swe,38620000000,1988
swe,38000000000,1989
swe,38100000000,1990
swe,41200000000,1991
swe,40220000000,1992
swe,41840000000,1993
swe,42520000000,1994
swe,42400000000,1995
swe,43330000000,1996
swe,42580000000,1997
swe,42500000000,1998
swe,40170000000,1999
swe,42030000000,2000
swe,42190000000,2001
swe,41480000000,2002
swe,42010000000,2003
swe,41380000000,2004
swe,42670000000,2005
swe,41500000000,2006
swe,39650000000,2007
swe,38940000000,2008
che,3464000000,1960
che,3664000000,1961
che,4044000000,1962
che,4161000000,1963
che,4521000000,1964
che,4641000000,1965
che,4741000000,1966
che,4961000000,1967
che,5298000000,1968
che,5723000000,1969
che,6031000000,1970
che,6964000000,1971
che,6533000000,1972
che,7308000000,1973
che,7231000000,1974
che,7501000000,1975
che,7859000000,1976
che,8276000000,1977
che,8775000000,1978
che,9516000000,1979
che,10080000000,1980
che,10170000000,1981
che,9975000000,1982
che,10450000000,1983
che,11400000000,1984
che,11960000000,1985
che,12310000000,1986
che,12690000000,1987
che,12670000000,1988
che,13230000000,1989
che,13600000000,1990
che,14270000000,1991
che,14620000000,1992
che,14650000000,1993
che,14710000000,1994
che,15240000000,1995
che,15270000000,1996
che,14860000000,1997
che,15120000000,1998
che,15560000000,1999
che,15730000000,2000
che,16180000000,2001
che,16230000000,2002
che,16680000000,2003
che,17120000000,2004
che,17630000000,2005
che,17710000000,2006
che,17480000000,2007
che,17900000000,2008
syr,314100000,1971
syr,337100000,1972
syr,349100000,1973
syr,430100000,1974
syr,535100000,1975
syr,651100000,1976
syr,756100000,1977
syr,919200000,1978
syr,1186000000,1979
syr,1337000000,1980
syr,1570000000,1981
syr,1930000000,1982
syr,2334000000,1983
syr,2603000000,1984
syr,2785000000,1985
syr,2706000000,1986
syr,2731000000,1987
syr,3276000000,1988
syr,3986000000,1989
syr,4073000000,1990
syr,4272000000,1991
syr,4923000000,1992
syr,5001000000,1993
syr,5253000000,1994
syr,5294000000,1995
syr,5842000000,1996
syr,6215000000,1997
syr,6739000000,1998
syr,7316000000,1999
syr,7828000000,2000
syr,8666000000,2001
syr,9652000000,2002
syr,10350000000,2003
syr,12040000000,2004
syr,12690000000,2005
syr,14720000000,2006
syr,15370000000,2007
syr,16090000000,2008
twn,2737000000,1971
twn,3085000000,1972
twn,3515000000,1973
twn,3757000000,1974
twn,4384000000,1975
twn,5074000000,1976
twn,5681000000,1977
twn,6542000000,1978
twn,7033000000,1979
twn,7158000000,1980
twn,7284000000,1981
twn,7885000000,1982
twn,8992000000,1983
twn,9416000000,1984
twn,10130000000,1985
twn,10780000000,1986
twn,11910000000,1987
twn,13810000000,1988
twn,14830000000,1989
twn,16400000000,1990
twn,18240000000,1991
twn,19290000000,1992
twn,21790000000,1993
twn,23290000000,1994
twn,25330000000,1995
twn,27580000000,1996
twn,27850000000,1997
twn,32950000000,1998
twn,32520000000,1999
twn,34550000000,2000
twn,35660000000,2001
twn,37200000000,2002
twn,39110000000,2003
twn,39600000000,2004
twn,42310000000,2005
twn,42470000000,2006
twn,43130000000,2007
twn,42690000000,2008
tjk,1300000000,1990
tjk,1100000000,1991
tjk,1189000000,1992
tjk,1386000000,1993
tjk,1752000000,1994
tjk,2017000000,1995
tjk,1980000000,1996
tjk,2374000000,1997
tjk,2883000000,1998
tjk,3241000000,1999
tjk,3252000000,2000
tjk,2877000000,2001
tjk,3306000000,2002
tjk,3014000000,2003
tjk,3074000000,2004
tjk,3164000000,2005
tjk,3201000000,2006
tjk,3210000000,2007
tjk,3106000000,2008
tza,129000000,1971
tza,141000000,1972
tza,153000000,1973
tza,159000000,1974
tza,166000000,1975
tza,175000000,1976
tza,181000000,1977
tza,183000000,1978
tza,202000000,1979
tza,208000000,1980
tza,220000000,1981
tza,215000000,1982
tza,211000000,1983
tza,222000000,1984
tza,240000000,1985
tza,277000000,1986
tza,289100000,1987
tza,328100000,1988
tza,338100000,1989
tza,446100000,1990
tza,448100000,1991
tza,553100000,1992
tza,545100000,1993
tza,585100000,1994
tza,660100000,1995
tza,927200000,1996
tza,1023000000,1997
tza,1059000000,1998
tza,1126000000,1999
tza,1192000000,2000
tza,1048000000,2001
tza,1120000000,2002
tza,1058000000,2003
tza,1163000000,2004
tza,900200000,2005
tza,871200000,2006
tza,1420000000,2007
tza,1501000000,2008
tha,795100000,1971
tha,1024000000,1972
tha,1496000000,1973
tha,1284000000,1974
tha,1490000000,1975
tha,1726000000,1976
tha,2006000000,1977
tha,2427000000,1978
tha,2738000000,1979
tha,3006000000,1980
tha,3169000000,1981
tha,3632000000,1982
tha,4189000000,1983
tha,4733000000,1984
tha,5166000000,1985
tha,5796000000,1986
tha,6137000000,1987
tha,6255000000,1988
tha,7026000000,1989
tha,8089000000,1990
tha,9154000000,1991
tha,10260000000,1992
tha,11940000000,1993
tha,12900000000,1994
tha,14620000000,1995
tha,16050000000,1996
tha,17670000000,1997
tha,18870000000,1998
tha,18250000000,1999
tha,19480000000,2000
tha,21070000000,2001
tha,22120000000,2002
tha,23500000000,2003
tha,24740000000,2004
tha,25620000000,2005
tha,27010000000,2006
tha,28050000000,2007
tha,28790000000,2008
tgo,57010000,1971
tgo,56010000,1972
tgo,51010000,1973
tgo,68010000,1974
tgo,71010000,1975
tgo,68010000,1976
tgo,105000000,1977
tgo,122000000,1978
tgo,79010000,1979
tgo,67010000,1980
tgo,73010000,1981
tgo,84020000,1982
tgo,79010000,1983
tgo,95020000,1984
tgo,99020000,1985
tgo,101000000,1986
tgo,111000000,1987
tgo,115000000,1988
tgo,126000000,1989
tgo,136000000,1990
tgo,133000000,1991
tgo,144000000,1992
tgo,112000000,1993
tgo,130000000,1994
tgo,132000000,1995
tgo,127000000,1996
tgo,162000000,1997
