improved_sanitation_overall_access_percent,geo,time
80,jam,2005
80,jam,2006
80,jam,2007
80,jam,2008
80,jam,2009
80,jam,2010
100,jpn,1990
100,jpn,1991
100,jpn,1992
100,jpn,1993
100,jpn,1994
100,jpn,1995
100,jpn,1996
100,jpn,1997
100,jpn,1998
100,jpn,1999
100,jpn,2000
100,jpn,2001
100,jpn,2002
100,jpn,2003
100,jpn,2004
100,jpn,2005
100,jpn,2006
100,jpn,2007
100,jpn,2008
100,jpn,2009
100,jpn,2010
97,jor,1990
97,jor,1991
97,jor,1992
97,jor,1993
97,jor,1994
97,jor,1995
97,jor,1996
97,jor,1997
97,jor,1998
98,jor,1999
98,jor,2000
98,jor,2001
98,jor,2002
98,jor,2003
98,jor,2004
98,jor,2005
98,jor,2006
98,jor,2007
98,jor,2008
98,jor,2009
98,jor,2010
96,kaz,1990
96,kaz,1991
96,kaz,1992
96,kaz,1993
96,kaz,1994
96,kaz,1995
96,kaz,1996
96,kaz,1997
96,kaz,1998
96,kaz,1999
97,kaz,2000
97,kaz,2001
97,kaz,2002
97,kaz,2003
97,kaz,2004
97,kaz,2005
97,kaz,2006
97,kaz,2007
97,kaz,2008
97,kaz,2009
97,kaz,2010
25,ken,1990
26,ken,1991
26,ken,1992
26,ken,1993
27,ken,1994
27,ken,1995
27,ken,1996
27,ken,1997
28,ken,1998
28,ken,1999
28,ken,2000
29,ken,2001
29,ken,2002
29,ken,2003
30,ken,2004
30,ken,2005
30,ken,2006
31,ken,2007
31,ken,2008
31,ken,2009
32,ken,2010
26,kir,1990
27,kir,1991
27,kir,1992
27,kir,1993
28,kir,1994
28,kir,1995
30,kir,1996
30,kir,1997
31,kir,1998
32,kir,1999
33,kir,2000
33,kir,2001
34,kir,2002
34,kir,2003
34,kir,2004
34,kir,2005
34,kir,2006
53,prk,1992
53,prk,1993
53,prk,1994
53,prk,1995
53,prk,1996
55,prk,1997
57,prk,1998
59,prk,1999
61,prk,2000
63,prk,2001
65,prk,2002
67,prk,2003
68,prk,2004
70,prk,2005
72,prk,2006
74,prk,2007
76,prk,2008
78,prk,2009
80,prk,2010
100,kor,1990
100,kor,1991
100,kor,1992
100,kor,1993
100,kor,1994
100,kor,1995
100,kor,1996
100,kor,1997
100,kor,1998
100,kor,1999
100,kor,2000
100,kor,2001
100,kor,2002
100,kor,2003
100,kor,2004
100,kor,2005
100,kor,2006
100,kor,2007
100,kor,2008
100,kor,2009
100,kor,2010
100,kwt,1990
100,kwt,1991
100,kwt,1992
100,kwt,1993
100,kwt,1994
100,kwt,1995
100,kwt,1996
100,kwt,1997
100,kwt,1998
100,kwt,1999
100,kwt,2000
100,kwt,2001
100,kwt,2002
100,kwt,2003
100,kwt,2004
100,kwt,2005
100,kwt,2006
100,kwt,2007
100,kwt,2008
100,kwt,2009
100,kwt,2010
93,kgz,1991
93,kgz,1992
93,kgz,1993
93,kgz,1994
93,kgz,1995
93,kgz,1996
93,kgz,1997
93,kgz,1998
93,kgz,1999
93,kgz,2000
93,kgz,2001
93,kgz,2002
93,kgz,2003
93,kgz,2004
93,kgz,2005
93,kgz,2006
93,kgz,2007
93,kgz,2008
93,kgz,2009
93,kgz,2010
16,lao,1994
17,lao,1995
17,lao,1996
18,lao,1997
18,lao,1998
22,lao,1999
26,lao,2000
30,lao,2001
33,lao,2002
37,lao,2003
41,lao,2004
45,lao,2005
48,lao,2006
52,lao,2007
56,lao,2008
60,lao,2009
63,lao,2010
79,lva,1997
79,lva,1998
78,lva,1999
78,lva,2000
78,lva,2001
78,lva,2002
78,lva,2003
78,lva,2004
78,lva,2005
78,lva,2006
78,lva,2007
78,lva,2008
78,lva,2009
98,lbn,1993
98,lbn,1994
98,lbn,1995
98,lbn,1996
98,lbn,1997
98,lbn,1998
98,lbn,1999
98,lbn,2000
98,lbn,2001
98,lbn,2002
98,lbn,2003
98,lbn,2004
98,lbn,2005
24,lso,1994
24,lso,1995
24,lso,1996
24,lso,1997
24,lso,1998
25,lso,1999
25,lso,2000
25,lso,2001
25,lso,2002
26,lso,2003
26,lso,2004
26,lso,2005
26,lso,2006
26,lso,2007
26,lso,2008
26,lso,2009
26,lso,2010
10,lbr,1994
11,lbr,1995
10,lbr,1996
11,lbr,1997
11,lbr,1998
11,lbr,1999
12,lbr,2000
12,lbr,2001
12,lbr,2002
13,lbr,2003
14,lbr,2004
15,lbr,2005
15,lbr,2006
16,lbr,2007
16,lbr,2008
17,lbr,2009
18,lbr,2010
97,lby,1990
97,lby,1991
97,lby,1992
97,lby,1993
97,lby,1994
97,lby,1995
97,lby,1996
97,lby,1997
97,lby,1998
97,lby,1999
97,lby,2000
97,lby,2001
97,lby,2002
97,lby,2003
97,lby,2004
97,lby,2005
97,lby,2006
97,lby,2007
97,lby,2008
97,lby,2009
97,lby,2010
86,ltu,1997
86,ltu,1998
86,ltu,1999
86,ltu,2000
86,ltu,2001
86,ltu,2002
86,ltu,2003
86,ltu,2004
86,ltu,2005
86,ltu,2006
86,ltu,2007
86,ltu,2008
86,ltu,2009
100,lux,1990
100,lux,1991
100,lux,1992
100,lux,1993
100,lux,1994
100,lux,1995
100,lux,1996
100,lux,1997
100,lux,1998
100,lux,1999
100,lux,2000
100,lux,2001
100,lux,2002
100,lux,2003
100,lux,2004
100,lux,2005
100,lux,2006
100,lux,2007
100,lux,2008
100,lux,2009
100,lux,2010
88,mkd,2000
88,mkd,2001
88,mkd,2002
88,mkd,2003
88,mkd,2004
88,mkd,2005
88,mkd,2006
88,mkd,2007
88,mkd,2008
88,mkd,2009
88,mkd,2010
9,mdg,1990
10,mdg,1991
10,mdg,1992
10,mdg,1993
10,mdg,1994
11,mdg,1995
11,mdg,1996
11,mdg,1997
11,mdg,1998
11,mdg,1999
12,mdg,2000
12,mdg,2001
12,mdg,2002
13,mdg,2003
13,mdg,2004
14,mdg,2005
14,mdg,2006
14,mdg,2007
14,mdg,2008
15,mdg,2009
15,mdg,2010
39,mwi,1990
40,mwi,1991
40,mwi,1992
41,mwi,1993
42,mwi,1994
42,mwi,1995
43,mwi,1996
44,mwi,1997
44,mwi,1998
45,mwi,1999
46,mwi,2000
46,mwi,2001
46,mwi,2002
47,mwi,2003
47,mwi,2004
48,mwi,2005
49,mwi,2006
49,mwi,2007
50,mwi,2008
51,mwi,2009
51,mwi,2010
84,mys,1990
85,mys,1991
86,mys,1992
87,mys,1993
88,mys,1994
88,mys,1995
89,mys,1996
90,mys,1997
91,mys,1998
91,mys,1999
92,mys,2000
93,mys,2001
94,mys,2002
94,mys,2003
95,mys,2004
96,mys,2005
96,mys,2006
96,mys,2007
96,mys,2008
96,mys,2009
96,mys,2010
68,mdv,1990
68,mdv,1991
68,mdv,1992
68,mdv,1993
68,mdv,1994
70,mdv,1995
72,mdv,1996
74,mdv,1997
76,mdv,1998
78,mdv,1999
79,mdv,2000
82,mdv,2001
83,mdv,2002
86,mdv,2003
87,mdv,2004
89,mdv,2005
91,mdv,2006
93,mdv,2007
94,mdv,2008
96,mdv,2009
97,mdv,2010
15,mli,1990
15,mli,1991
16,mli,1992
16,mli,1993
17,mli,1994
17,mli,1995
17,mli,1996
17,mli,1997
18,mli,1998
18,mli,1999
18,mli,2000
18,mli,2001
19,mli,2002
19,mli,2003
20,mli,2004
20,mli,2005
20,mli,2006
21,mli,2007
21,mli,2008
21,mli,2009
22,mli,2010
100,mlt,1990
100,mlt,1991
100,mlt,1992
100,mlt,1993
100,mlt,1994
100,mlt,1995
100,mlt,1996
100,mlt,1997
100,mlt,1998
100,mlt,1999
100,mlt,2000
100,mlt,2001
100,mlt,2002
100,mlt,2003
100,mlt,2004
100,mlt,2005
100,mlt,2006
100,mlt,2007
100,mlt,2008
100,mlt,2009
100,mlt,2010
64,mhl,1990
65,mhl,1991
66,mhl,1992
66,mhl,1993
67,mhl,1994
67,mhl,1995
68,mhl,1996
68,mhl,1997
69,mhl,1998
69,mhl,1999
70,mhl,2000
71,mhl,2001
71,mhl,2002
72,mhl,2003
72,mhl,2004
73,mhl,2005
73,mhl,2006
74,mhl,2007
74,mhl,2008
74,mhl,2009
75,mhl,2010
16,mrt,1990
16,mrt,1991
16,mrt,1992
16,mrt,1993
17,mrt,1994
18,mrt,1995
19,mrt,1996
19,mrt,1997
20,mrt,1998
20,mrt,1999
21,mrt,2000
21,mrt,2001
22,mrt,2002
23,mrt,2003
23,mrt,2004
24,mrt,2005
24,mrt,2006
25,mrt,2007
26,mrt,2008
26,mrt,2009
26,mrt,2010
89,mus,1990
89,mus,1991
89,mus,1992
89,mus,1993
89,mus,1994
89,mus,1995
89,mus,1996
89,mus,1997
89,mus,1998
89,mus,1999
89,mus,2000
89,mus,2001
89,mus,2002
89,mus,2003
89,mus,2004
89,mus,2005
89,mus,2006
89,mus,2007
89,mus,2008
89,mus,2009
89,mus,2010
64,mex,1990
65,mex,1991
66,mex,1992
67,mex,1993
69,mex,1994
70,mex,1995
71,mex,1996
72,mex,1997
73,mex,1998
74,mex,1999
75,mex,2000
76,mex,2001
77,mex,2002
78,mex,2003
79,mex,2004
80,mex,2005
81,mex,2006
82,mex,2007
83,mex,2008
84,mex,2009
85,mex,2010
29,fsm,1990
29,fsm,1991
29,fsm,1992
28,fsm,1993
29,fsm,1994
28,fsm,1995
28,fsm,1996
27,fsm,1997
27,fsm,1998
26,fsm,1999
26,fsm,2000
25,fsm,2001
25,fsm,2002
25,fsm,2003
25,fsm,2004
25,fsm,2005
25,fsm,2006
76,mda,1992
76,mda,1993
76,mda,1994
76,mda,1995
76,mda,1996
77,mda,1997
78,mda,1998
78,mda,1999
79,mda,2000
79,mda,2001
80,mda,2002
81,mda,2003
81,mda,2004
82,mda,2005
82,mda,2006
83,mda,2007
84,mda,2008
85,mda,2009
85,mda,2010
100,mco,1990
100,mco,1991
100,mco,1992
100,mco,1993
100,mco,1994
100,mco,1995
100,mco,1996
100,mco,1997
100,mco,1998
100,mco,1999
100,mco,2000
100,mco,2001
100,mco,2002
100,mco,2003
100,mco,2004
100,mco,2005
100,mco,2006
100,mco,2007
100,mco,2008
100,mco,2009
100,mco,2010
50,mng,1994
50,mng,1995
50,mng,1996
50,mng,1997
49,mng,1998
49,mng,1999
49,mng,2000
49,mng,2001
49,mng,2002
50,mng,2003
50,mng,2004
50,mng,2005
50,mng,2006
50,mng,2007
50,mng,2008
51,mng,2009
51,mng,2010
90,mne,1998
90,mne,1999
90,mne,2000
90,mne,2001
90,mne,2002
90,mne,2003
90,mne,2004
90,mne,2005
90,mne,2006
90,mne,2007
90,mne,2008
90,mne,2009
90,mne,2010
53,mar,1990
55,mar,1991
55,mar,1992
57,mar,1993
58,mar,1994
59,mar,1995
60,mar,1996
61,mar,1997
62,mar,1998
63,mar,1999
64,mar,2000
64,mar,2001
66,mar,2002
67,mar,2003
68,mar,2004
68,mar,2005
69,mar,2006
69,mar,2007
70,mar,2008
70,mar,2009
70,mar,2010
11,moz,1990
11,moz,1991
11,moz,1992
12,moz,1993
12,moz,1994
12,moz,1995
13,moz,1996
13,moz,1997
14,moz,1998
14,moz,1999
14,moz,2000
14,moz,2001
15,moz,2002
15,moz,2003
16,moz,2004
16,moz,2005
17,moz,2006
17,moz,2007
17,moz,2008
17,moz,2009
18,moz,2010
54,mmr,1991
55,mmr,1992
55,mmr,1993
55,mmr,1994
55,mmr,1995
56,mmr,1996
57,mmr,1997
59,mmr,1998
61,mmr,1999
62,mmr,2000
63,mmr,2001
65,mmr,2002
67,mmr,2003
68,mmr,2004
70,mmr,2005
71,mmr,2006
72,mmr,2007
74,mmr,2008
76,mmr,2009
76,mmr,2010
24,nam,1990
24,nam,1991
25,nam,1992
25,nam,1993
26,nam,1994
26,nam,1995
27,nam,1996
27,nam,1997
27,nam,1998
28,nam,1999
28,nam,2000
29,nam,2001
29,nam,2002
29,nam,2003
30,nam,2004
30,nam,2005
31,nam,2006
31,nam,2007
31,nam,2008
32,nam,2009
32,nam,2010
10,npl,1990
11,npl,1991
12,npl,1992
13,npl,1993
14,npl,1994
15,npl,1995
16,npl,1996
17,npl,1997
18,npl,1998
19,npl,1999
20,npl,2000
21,npl,2001
22,npl,2002
24,npl,2003
25,npl,2004
26,npl,2005
27,npl,2006
28,npl,2007
29,npl,2008
30,npl,2009
31,npl,2010
100,nld,1990
100,nld,1991
100,nld,1992
100,nld,1993
100,nld,1994
100,nld,1995
100,nld,1996
100,nld,1997
100,nld,1998
100,nld,1999
100,nld,2000
100,nld,2001
100,nld,2002
100,nld,2003
100,nld,2004
100,nld,2005
100,nld,2006
100,nld,2007
100,nld,2008
100,nld,2009
100,nld,2010
43,nic,1990
43,nic,1991
44,nic,1992
45,nic,1993
45,nic,1994
46,nic,1995
46,nic,1996
47,nic,1997
47,nic,1998
47,nic,1999
48,nic,2000
49,nic,2001
49,nic,2002
50,nic,2003
50,nic,2004
50,nic,2005
51,nic,2006
51,nic,2007
52,nic,2008
52,nic,2009
52,nic,2010
5,ner,1990
5,ner,1991
5,ner,1992
5,ner,1993
5,ner,1994
5,ner,1995
5,ner,1996
6,ner,1997
7,ner,1998
7,ner,1999
7,ner,2000
7,ner,2001
7,ner,2002
8,ner,2003
8,ner,2004
9,ner,2005
9,ner,2006
9,ner,2007
9,ner,2008
9,ner,2009
9,ner,2010
37,nga,1990
37,nga,1991
36,nga,1992
36,nga,1993
36,nga,1994
36,nga,1995
35,nga,1996
35,nga,1997
35,nga,1998
34,nga,1999
34,nga,2000
34,nga,2001
34,nga,2002
33,nga,2003
33,nga,2004
32,nga,2005
32,nga,2006
32,nga,2007
32,nga,2008
31,nga,2009
31,nga,2010
84,mnp,1990
85,mnp,1991
86,mnp,1992
87,mnp,1993
88,mnp,1994
89,mnp,1995
89,mnp,1996
90,mnp,1997
91,mnp,1998
92,mnp,1999
92,mnp,2000
93,mnp,2001
94,mnp,2002
94,mnp,2003
94,mnp,2004
94,mnp,2005
94,mnp,2006
100,nor,1990
100,nor,1991
100,nor,1992
100,nor,1993
100,nor,1994
100,nor,1995
100,nor,1996
100,nor,1997
100,nor,1998
100,nor,1999
100,nor,2000
100,nor,2001
100,nor,2002
100,nor,2003
100,nor,2004
100,nor,2005
100,nor,2006
100,nor,2007
100,nor,2008
100,nor,2009
100,nor,2010
82,omn,1990
83,omn,1991
84,omn,1992
84,omn,1993
85,omn,1994
86,omn,1995
87,omn,1996
87,omn,1997
88,omn,1998
89,omn,1999
90,omn,2000
91,omn,2001
92,omn,2002
92,omn,2003
94,omn,2004
95,omn,2005
96,omn,2006
96,omn,2007
98,omn,2008
99,omn,2009
99,omn,2010
27,pak,1990
28,pak,1991
29,pak,1992
30,pak,1993
31,pak,1994
32,pak,1995
33,pak,1996
34,pak,1997
36,pak,1998
36,pak,1999
37,pak,2000
39,pak,2001
39,pak,2002
40,pak,2003
42,pak,2004
43,pak,2005
43,pak,2006
45,pak,2007
45,pak,2008
46,pak,2009
48,pak,2010
65,plw,1990
65,plw,1991
66,plw,1992
66,plw,1993
68,plw,1994
71,plw,1995
73,plw,1996
76,plw,1997
79,plw,1998
82,plw,1999
84,plw,2000
87,plw,2001
90,plw,2002
93,plw,2003
95,plw,2004
98,plw,2005
99,plw,2006
100,plw,2007
100,plw,2008
100,plw,2009
100,plw,2010
58,pan,1990
59,pan,1991
60,pan,1992
60,pan,1993
61,pan,1994
62,pan,1995
62,pan,1996
63,pan,1997
64,pan,1998
64,pan,1999
65,pan,2000
66,pan,2001
66,pan,2002
67,pan,2003
67,pan,2004
68,pan,2005
68,pan,2006
68,pan,2007
69,pan,2008
69,pan,2009
47,png,1990
47,png,1991
47,png,1992
47,png,1993
47,png,1994
47,png,1995
47,png,1996
47,png,1997
47,png,1998
47,png,1999
46,png,2000
46,png,2001
46,png,2002
46,png,2003
46,png,2004
46,png,2005
46,png,2006
45,png,2007
45,png,2008
45,png,2009
45,png,2010
37,pry,1990
40,pry,1991
42,pry,1992
44,pry,1993
46,pry,1994
48,pry,1995
50,pry,1996
52,pry,1997
54,pry,1998
56,pry,1999
58,pry,2000
60,pry,2001
62,pry,2002
64,pry,2003
65,pry,2004
68,pry,2005
70,pry,2006
70,pry,2007
70,pry,2008
70,pry,2009
71,pry,2010
54,per,1990
55,per,1991
56,per,1992
57,per,1993
58,per,1994
59,per,1995
59,per,1996
61,per,1997
61,per,1998
62,per,1999
63,per,2000
64,per,2001
64,per,2002
66,per,2003
66,per,2004
67,per,2005
68,per,2006
68,per,2007
69,per,2008
70,per,2009
71,per,2010
57,phl,1990
58,phl,1991
58,phl,1992
60,phl,1993
60,phl,1994
61,phl,1995
62,phl,1996
63,phl,1997
64,phl,1998
65,phl,1999
65,phl,2000
66,phl,2001
67,phl,2002
68,phl,2003
69,phl,2004
70,phl,2005
70,phl,2006
72,phl,2007
72,phl,2008
73,phl,2009
74,phl,2010
90,pol,1996
90,pol,1997
90,pol,1998
90,pol,1999
90,pol,2000
90,pol,2001
90,pol,2002
90,pol,2003
90,pol,2004
90,pol,2005
90,pol,2006
90,pol,2007
90,pol,2008
92,prt,1990
92,prt,1991
93,prt,1992
94,prt,1993
95,prt,1994
95,prt,1995
96,prt,1996
97,prt,1997
97,prt,1998
98,prt,1999
98,prt,2000
99,prt,2001
100,prt,2002
100,prt,2003
100,prt,2004
100,prt,2005
100,prt,2006
100,prt,2007
100,prt,2008
100,prt,2009
100,prt,2010
100,qat,1990
100,qat,1991
100,qat,1992
100,qat,1993
100,qat,1994
100,qat,1995
100,qat,1996
100,qat,1997
100,qat,1998
100,qat,1999
100,qat,2000
100,qat,2001
100,qat,2002
100,qat,2003
100,qat,2004
100,qat,2005
100,qat,2006
100,qat,2007
100,qat,2008
100,qat,2009
100,qat,2010
71,rou,1990
71,rou,1991
71,rou,1992
71,rou,1993
72,rou,1994
72,rou,1995
72,rou,1996
72,rou,1997
72,rou,1998
72,rou,1999
72,rou,2000
72,rou,2001
72,rou,2002
72,rou,2003
72,rou,2004
73,rou,2005
73,rou,2006
73,rou,2007
73,rou,2008
74,rus,1990
73,rus,1991
73,rus,1992
73,rus,1993
73,rus,1994
73,rus,1995
73,rus,1996
73,rus,1997
72,rus,1998
72,rus,1999
72,rus,2000
72,rus,2001
71,rus,2002
71,rus,2003
71,rus,2004
71,rus,2005
71,rus,2006
71,rus,2007
71,rus,2008
71,rus,2009
70,rus,2010
36,rwa,1990
37,rwa,1991
38,rwa,1992
39,rwa,1993
40,rwa,1994
41,rwa,1995
42,rwa,1996
43,rwa,1997
45,rwa,1998
46,rwa,1999
47,rwa,2000
48,rwa,2001
49,rwa,2002
50,rwa,2003
50,rwa,2004
51,rwa,2005
53,rwa,2006
53,rwa,2007
54,rwa,2008
55,rwa,2009
55,rwa,2010
96,kna,1990
96,kna,1991
96,kna,1992
96,kna,1993
96,kna,1994
96,kna,1995
96,kna,1996
96,kna,1997
96,kna,1998
96,kna,1999
96,kna,2000
96,kna,2001
96,kna,2002
96,kna,2003
96,kna,2004
96,kna,2005
96,kna,2006
96,kna,2007
96,kna,2008
96,kna,2009
96,kna,2010
58,lca,1990
58,lca,1991
59,lca,1992
59,lca,1993
60,lca,1994
60,lca,1995
61,lca,1996
61,lca,1997
61,lca,1998
62,lca,1999
62,lca,2000
63,lca,2001
63,lca,2002
63,lca,2003
63,lca,2004
64,lca,2005
64,lca,2006
65,lca,2007
65,lca,2008
65,lca,2009
65,lca,2010
99,wsm,1990
99,wsm,1991
99,wsm,1992
99,wsm,1993
99,wsm,1994
99,wsm,1995
99,wsm,1996
99,wsm,1997
99,wsm,1998
99,wsm,1999
98,wsm,2000
98,wsm,2001
98,wsm,2002
98,wsm,2003
98,wsm,2004
98,wsm,2005
98,wsm,2006
98,wsm,2007
98,wsm,2008
98,wsm,2009
98,wsm,2010
20,stp,1994
20,stp,1995
20,stp,1996
21,stp,1997
21,stp,1998
21,stp,1999
21,stp,2000
22,stp,2001
23,stp,2002
23,stp,2003
24,stp,2004
24,stp,2005
24,stp,2006
25,stp,2007
26,stp,2008
26,stp,2009
26,stp,2010
38,sen,1990
39,sen,1991
39,sen,1992
40,sen,1993
41,sen,1994
41,sen,1995
42,sen,1996
43,sen,1997
43,sen,1998
44,sen,1999
45,sen,2000
46,sen,2001
46,sen,2002
47,sen,2003
48,sen,2004
49,sen,2005
49,sen,2006
50,sen,2007
50,sen,2008
51,sen,2009
52,sen,2010
92,srb,2000
92,srb,2001
92,srb,2002
92,srb,2003
92,srb,2004
92,srb,2005
92,srb,2006
92,srb,2007
92,srb,2008
92,srb,2009
92,srb,2010
11,sle,1990
11,sle,1991
11,sle,1992
11,sle,1993
11,sle,1994
11,sle,1995
11,sle,1996
11,sle,1997
11,sle,1998
11,sle,1999
11,sle,2000
11,sle,2001
11,sle,2002
12,sle,2003
12,sle,2004
12,sle,2005
12,sle,2006
12,sle,2007
12,sle,2008
12,sle,2009
13,sle,2010
99,sgp,1990
99,sgp,1991
99,sgp,1992
99,sgp,1993
99,sgp,1994
99,sgp,1995
99,sgp,1996
100,sgp,1997
100,sgp,1998
100,sgp,1999
100,sgp,2000
100,sgp,2001
99,sgp,2002
99,sgp,2003
99,sgp,2004
100,sgp,2005
100,sgp,2006
100,sgp,2007
100,sgp,2008
101,sgp,2009
100,sgp,2010
100,svk,1990
100,svk,1991
100,svk,1992
100,svk,1993
100,svk,1994
100,svk,1995
100,svk,1996
100,svk,1997
100,svk,1998
100,svk,1999
100,svk,2000
100,svk,2001
100,svk,2002
100,svk,2003
100,svk,2004
100,svk,2005
100,svk,2006
100,svk,2007
100,svk,2008
100,svk,2009
100,svk,2010
100,svn,1990
100,svn,1991
100,svn,1992
100,svn,1993
100,svn,1994
100,svn,1995
100,svn,1996
100,svn,1997
100,svn,1998
100,svn,1999
100,svn,2000
100,svn,2001
100,svn,2002
100,svn,2003
100,svn,2004
100,svn,2005
100,svn,2006
100,svn,2007
100,svn,2008
100,svn,2009
100,svn,2010
29,slb,1993
30,slb,1994
30,slb,1995
30,slb,1996
30,slb,1997
30,slb,1998
30,slb,1999
31,slb,2000
31,slb,2001
31,slb,2002
31,slb,2003
31,slb,2004
32,slb,2005
21,som,1993
21,som,1994
21,som,1995
21,som,1996
22,som,1997
21,som,1998
22,som,1999
22,som,2000
22,som,2001
22,som,2002
22,som,2003
22,som,2004
22,som,2005
23,som,2006
23,som,2007
23,som,2008
23,som,2009
23,som,2010
71,zaf,1990
72,zaf,1991
72,zaf,1992
72,zaf,1993
72,zaf,1994
72,zaf,1995
73,zaf,1996
74,zaf,1997
74,zaf,1998
74,zaf,1999
75,zaf,2000
75,zaf,2001
76,zaf,2002
76,zaf,2003
77,zaf,2004
77,zaf,2005
77,zaf,2006
77,zaf,2007
78,zaf,2008
79,zaf,2009
79,zaf,2010
100,esp,1990
100,esp,1991
100,esp,1992
100,esp,1993
100,esp,1994
100,esp,1995
100,esp,1996
100,esp,1997
100,esp,1998
100,esp,1999
100,esp,2000
100,esp,2001
100,esp,2002
100,esp,2003
100,esp,2004
100,esp,2005
100,esp,2006
100,esp,2007
100,esp,2008
100,esp,2009
100,esp,2010
70,lka,1990
72,lka,1991
73,lka,1992
74,lka,1993
75,lka,1994
76,lka,1995
77,lka,1996
78,lka,1997
79,lka,1998
81,lka,1999
82,lka,2000
83,lka,2001
84,lka,2002
85,lka,2003
86,lka,2004
88,lka,2005
89,lka,2006
91,lka,2007
91,lka,2008
92,lka,2009
92,lka,2010
27,sdn,1990
26,sdn,1991
26,sdn,1992
27,sdn,1993
27,sdn,1994
27,sdn,1995
26,sdn,1996
26,sdn,1997
26,sdn,1998
26,sdn,1999
27,sdn,2000
26,sdn,2001
26,sdn,2002
26,sdn,2003
26,sdn,2004
26,sdn,2005
26,sdn,2006
26,sdn,2007
26,sdn,2008
26,sdn,2009
26,sdn,2010
80,sur,1994
80,sur,1995
80,sur,1996
80,sur,1997
81,sur,1998
81,sur,1999
81,sur,2000
81,sur,2001
81,sur,2002
82,sur,2003
82,sur,2004
82,sur,2005
82,sur,2006
82,sur,2007
82,sur,2008
83,sur,2009
83,sur,2010
48,swz,1990
48,swz,1991
48,swz,1992
48,swz,1993
49,swz,1994
49,swz,1995
50,swz,1996
51,swz,1997
51,swz,1998
51,swz,1999
52,swz,2000
52,swz,2001
53,swz,2002
54,swz,2003
54,swz,2004
55,swz,2005
55,swz,2006
55,swz,2007
56,swz,2008
57,swz,2009
57,swz,2010
100,swe,1990
100,swe,1991
100,swe,1992
100,swe,1993
100,swe,1994
100,swe,1995
100,swe,1996
100,swe,1997
100,swe,1998
100,swe,1999
100,swe,2000
100,swe,2001
100,swe,2002
100,swe,2003
100,swe,2004
100,swe,2005
100,swe,2006
100,swe,2007
100,swe,2008
100,swe,2009
100,swe,2010
100,che,1990
100,che,1991
100,che,1992
100,che,1993
100,che,1994
100,che,1995
100,che,1996
100,che,1997
100,che,1998
100,che,1999
100,che,2000
100,che,2001
100,che,2002
100,che,2003
100,che,2004
100,che,2005
100,che,2006
100,che,2007
100,che,2008
100,che,2009
100,che,2010
85,syr,1990
85,syr,1991
85,syr,1992
85,syr,1993
85,syr,1994
86,syr,1995
86,syr,1996
87,syr,1997
87,syr,1998
88,syr,1999
88,syr,2000
89,syr,2001
90,syr,2002
90,syr,2003
91,syr,2004
92,syr,2005
92,syr,2006
93,syr,2007
94,syr,2008
94,syr,2009
95,syr,2010
89,tjk,1993
89,tjk,1994
89,tjk,1995
89,tjk,1996
89,tjk,1997
89,tjk,1998
89,tjk,1999
90,tjk,2000
90,tjk,2001
91,tjk,2002
92,tjk,2003
92,tjk,2004
93,tjk,2005
94,tjk,2006
94,tjk,2007
94,tjk,2008
94,tjk,2009
94,tjk,2010
7,tza,1990
7,tza,1991
7,tza,1992
7,tza,1993
7,tza,1994
8,tza,1995
8,tza,1996
8,tza,1997
9,tza,1998
9,tza,1999
9,tza,2000
9,tza,2001
9,tza,2002
9,tza,2003
9,tza,2004
10,tza,2005
10,tza,2006
10,tza,2007
10,tza,2008
10,tza,2009
10,tza,2010
84,tha,1990
85,tha,1991
86,tha,1992
87,tha,1993
88,tha,1994
88,tha,1995
90,tha,1996
91,tha,1997
92,tha,1998
93,tha,1999
94,tha,2000
94,tha,2001
96,tha,2002
96,tha,2003
96,tha,2004
96,tha,2005
96,tha,2006
96,tha,2007
96,tha,2008
96,tha,2009
96,tha,2010
37,tls,1995
37,tls,1996
37,tls,1997
37,tls,1998
37,tls,1999
39,tls,2000
39,tls,2001
40,tls,2002
41,tls,2003
42,tls,2004
43,tls,2005
43,tls,2006
45,tls,2007
45,tls,2008
46,tls,2009
47,tls,2010
13,tgo,1990
14,tgo,1991
13,tgo,1992
13,tgo,1993
13,tgo,1994
13,tgo,1995
13,tgo,1996
13,tgo,1997
13,tgo,1998
13,tgo,1999
13,tgo,2000
13,tgo,2001
13,tgo,2002
13,tgo,2003
13,tgo,2004
13,tgo,2005
13,tgo,2006
13,tgo,2007
13,tgo,2008
13,tgo,2009
13,tgo,2010
96,ton,1990
96,ton,1991
96,ton,1992
96,ton,1993
96,ton,1994
96,ton,1995
96,ton,1996
96,ton,1997
96,ton,1998
96,ton,1999
96,ton,2000
96,ton,2001
96,ton,2002
96,ton,2003
96,ton,2004
96,ton,2005
96,ton,2006
96,ton,2007
96,ton,2008
96,ton,2009
96,ton,2010
93,tto,1990
93,tto,1991
93,tto,1992
93,tto,1993
93,tto,1994
92,tto,1995
92,tto,1996
92,tto,1997
92,tto,1998
92,tto,1999
92,tto,2000
92,tto,2001
92,tto,2002
92,tto,2003
92,tto,2004
92,tto,2005
92,tto,2006
92,tto,2007
92,tto,2008
92,tto,2009
92,tto,2010
74,tun,1990
75,tun,1991
76,tun,1992
76,tun,1993
77,tun,1994
78,tun,1995
79,tun,1996
79,tun,1997
80,tun,1998
81,tun,1999
81,tun,2000
