geo,oil_consumption_total,time
svk,3785000,1998
svk,3431000,1999
svk,3410000,2000
svk,3188000,2001
svk,3539000,2002
svk,3332000,2003
svk,3184000,2004
svk,3827000,2005
svk,3950000,2006
svk,4136000,2007
svk,4279000,2008
svk,3700000,2009
svk,3700000,2010
zaf,5606000,1965
zaf,6093000,1966
zaf,6623000,1967
zaf,7201000,1968
zaf,7919000,1969
zaf,8582000,1970
zaf,9388000,1971
zaf,10240000,1972
zaf,11300000,1973
zaf,11010000,1974
zaf,11680000,1975
zaf,11810000,1976
zaf,11700000,1977
zaf,12290000,1978
zaf,11650000,1979
zaf,11980000,1980
zaf,12980000,1981
zaf,13140000,1982
zaf,13270000,1983
zaf,14450000,1984
zaf,14120000,1985
zaf,13620000,1986
zaf,14400000,1987
zaf,15880000,1988
zaf,16460000,1989
zaf,16620000,1990
zaf,16720000,1991
zaf,17280000,1992
zaf,17980000,1993
zaf,18800000,1994
zaf,20060000,1995
zaf,20700000,1996
zaf,20950000,1997
zaf,21250000,1998
zaf,21790000,1999
zaf,22520000,2000
zaf,23000000,2001
zaf,23630000,2002
zaf,24220000,2003
zaf,24800000,2004
zaf,24770000,2005
zaf,25260000,2006
zaf,25790000,2007
zaf,26290000,2008
zaf,24700000,2009
zaf,25300000,2010
esp,14210000,1965
esp,16800000,1966
esp,20340000,1967
esp,21610000,1968
esp,24600000,1969
esp,28070000,1970
esp,30900000,1971
esp,32540000,1972
esp,39140000,1973
esp,41080000,1974
esp,42650000,1975
esp,48350000,1976
esp,45510000,1977
esp,46390000,1978
esp,49150000,1979
esp,52150000,1980
esp,50360000,1981
esp,47760000,1982
esp,47780000,1983
esp,44780000,1984
esp,42880000,1985
esp,42720000,1986
esp,44730000,1987
esp,45780000,1988
esp,48100000,1989
esp,48740000,1990
esp,49370000,1991
esp,52830000,1992
esp,51320000,1993
esp,53450000,1994
esp,56350000,1995
esp,58690000,1996
esp,62000000,1997
esp,66440000,1998
esp,68370000,1999
esp,70000000,2000
esp,72740000,2001
esp,73790000,2002
esp,75540000,2003
esp,77640000,2004
esp,78820000,2005
esp,78110000,2006
esp,78830000,2007
esp,77090000,2008
esp,75700000,2009
esp,74500000,2010
swe,18950000,1965
swe,21480000,1966
swe,21020000,1967
swe,23760000,1968
swe,26800000,1969
swe,29200000,1970
swe,27400000,1971
swe,28000000,1972
swe,28900000,1973
swe,26200000,1974
swe,25800000,1975
swe,29000000,1976
swe,28000000,1977
swe,26400000,1978
swe,27300000,1979
swe,24800000,1980
swe,22400000,1981
swe,20500000,1982
swe,18400000,1983
swe,17500000,1984
swe,18350000,1985
swe,18720000,1986
swe,17090000,1987
swe,16270000,1988
swe,16450000,1989
swe,16400000,1990
swe,15520000,1991
swe,16400000,1992
swe,16120000,1993
swe,17000000,1994
swe,16090000,1995
swe,17420000,1996
swe,16080000,1997
swe,16200000,1998
swe,16120000,1999
swe,15240000,2000
swe,15210000,2001
swe,15150000,2002
swe,15900000,2003
swe,15270000,2004
swe,15050000,2005
swe,15510000,2006
swe,14720000,2007
swe,14530000,2008
swe,14600000,2009
swe,14500000,2010
che,8037000,1965
che,8551000,1966
che,9263000,1967
che,10280000,1968
che,11170000,1969
che,12520000,1970
che,13280000,1971
che,13610000,1972
che,14650000,1973
che,13030000,1974
che,12510000,1975
che,12990000,1976
che,13060000,1977
che,13420000,1978
che,12880000,1979
che,12850000,1980
che,11860000,1981
che,11210000,1982
che,12260000,1983
che,11820000,1984
che,12020000,1985
che,13180000,1986
che,12400000,1987
che,12430000,1988
che,11920000,1989
che,12760000,1990
che,12970000,1991
che,13140000,1992
che,12310000,1993
che,12730000,1994
che,11800000,1995
che,12220000,1996
che,12840000,1997
che,13000000,1998
che,12600000,1999
che,12210000,2000
che,13080000,2001
che,12400000,2002
che,12060000,2003
che,12020000,2004
che,12240000,2005
che,12550000,2006
che,11310000,2007
che,12060000,2008
che,12300000,2009
che,11400000,2010
twn,2164000,1965
twn,2564000,1966
twn,3050000,1967
twn,3643000,1968
twn,4369000,1969
twn,5254000,1970
twn,7522000,1971
twn,8148000,1972
twn,10330000,1973
twn,9373000,1974
twn,10810000,1975
twn,13790000,1976
twn,15390000,1977
twn,17860000,1978
twn,18010000,1979
twn,19680000,1980
twn,18020000,1981
twn,17430000,1982
twn,17320000,1983
twn,17130000,1984
twn,16910000,1985
twn,18950000,1986
twn,19870000,1987
twn,23220000,1988
twn,26040000,1989
twn,28150000,1990
twn,28250000,1991
twn,29740000,1992
twn,31560000,1993
twn,33780000,1994
twn,36430000,1995
twn,36200000,1996
twn,38250000,1997
twn,39060000,1998
twn,47190000,1999
twn,49130000,2000
twn,47440000,2001
twn,47620000,2002
twn,50860000,2003
twn,51330000,2004
twn,51350000,2005
twn,51700000,2006
twn,52500000,2007
twn,50130000,2008
twn,44100000,2009
twn,46200000,2010
tha,2300000,1965
tha,2719000,1966
tha,3023000,1967
tha,3993000,1968
tha,4330000,1969
tha,5053000,1970
tha,5626000,1971
tha,7080000,1972
tha,7499000,1973
tha,7655000,1974
tha,8250000,1975
tha,8697000,1976
tha,9779000,1977
tha,10980000,1978
tha,11100000,1979
tha,11580000,1980
tha,11040000,1981
tha,9997000,1982
tha,11200000,1983
tha,11650000,1984
tha,11020000,1985
tha,11320000,1986
tha,12780000,1987
tha,14470000,1988
tha,17010000,1989
tha,19640000,1990
tha,21350000,1991
tha,23580000,1992
tha,26790000,1993
tha,29770000,1994
tha,34140000,1995
tha,36600000,1996
tha,36600000,1997
tha,32990000,1998
tha,33370000,1999
tha,31730000,2000
tha,30630000,2001
tha,33080000,2002
tha,35070000,2003
tha,39100000,2004
tha,40380000,2005
tha,39260000,2006
tha,38200000,2007
tha,36750000,2008
tha,49900000,2009
tha,50200000,2010
tur,5021000,1965
tur,4548000,1966
tur,5595000,1967
tur,6370000,1968
tur,7061000,1969
tur,7719000,1970
tur,8952000,1971
tur,10020000,1972
tur,12430000,1973
tur,12500000,1974
tur,13440000,1975
tur,15390000,1976
tur,16620000,1977
tur,15310000,1978
tur,14720000,1979
tur,14830000,1980
tur,15420000,1981
tur,16490000,1982
tur,16250000,1983
tur,16980000,1984
tur,16770000,1985
tur,18300000,1986
tur,20960000,1987
tur,22260000,1988
tur,20760000,1989
tur,22130000,1990
tur,22080000,1991
tur,23490000,1992
tur,26950000,1993
tur,25800000,1994
tur,28380000,1995
tur,29750000,1996
tur,29980000,1997
tur,29630000,1998
tur,29450000,1999
tur,31050000,2000
tur,29860000,2001
tur,30630000,2002
tur,30990000,2003
tur,31030000,2004
tur,30190000,2005
tur,29470000,2006
tur,30490000,2007
tur,32340000,2008
tur,28200000,2009
tur,28700000,2010
tkm,4800000,1985
tkm,3499000,1986
tkm,3499000,1987
tkm,3499000,1988
tkm,3499000,1989
tkm,4400000,1990
tkm,5000000,1991
tkm,5218000,1992
tkm,2991000,1993
tkm,2985000,1994
tkm,2707000,1995
tkm,2977000,1996
tkm,3057000,1997
tkm,3385000,1998
tkm,3592000,1999
tkm,3553000,2000
tkm,3686000,2001
tkm,3839000,2002
tkm,4215000,2003
tkm,4213000,2004
tkm,4397000,2005
tkm,5259000,2006
tkm,5390000,2007
tkm,5498000,2008
tkm,5400000,2009
tkm,5600000,2010
ukr,63000000,1985
ukr,63300000,1986
ukr,65900000,1987
ukr,60600000,1988
ukr,58000000,1989
ukr,63000000,1990
ukr,57500000,1991
ukr,42600000,1992
ukr,24800000,1993
ukr,19800000,1994
ukr,18900000,1995
ukr,14200000,1996
ukr,13800000,1997
ukr,14300000,1998
ukr,12700000,1999
ukr,12000000,2000
ukr,12700000,2001
ukr,13090000,2002
ukr,13520000,2003
ukr,13870000,2004
ukr,13900000,2005
ukr,15020000,2006
ukr,15350000,2007
ukr,15470000,2008
ukr,13300000,2009
ukr,11600000,2010
are,57000,1968
are,95000,1969
are,203000,1970
are,234000,1971
are,322000,1972
are,469000,1973
are,728000,1974
are,1088000,1975
are,1607000,1976
are,2374000,1977
are,2674000,1978
are,2923000,1979
are,5375000,1980
are,5914000,1981
are,6354000,1982
are,6274000,1983
are,5764000,1984
are,7183000,1985
are,8699000,1986
are,9185000,1987
are,11410000,1988
are,11720000,1989
are,12740000,1990
are,16520000,1991
are,16860000,1992
are,17300000,1993
are,18240000,1994
are,17960000,1995
are,17920000,1996
are,17780000,1997
are,14390000,1998
are,13720000,1999
are,12780000,2000
are,14640000,2001
are,15850000,2002
are,16330000,2003
are,17350000,2004
are,18260000,2005
are,19510000,2006
are,20660000,2007
are,22920000,2008
are,29800000,2009
are,32300000,2010
gbr,74220000,1965
gbr,79470000,1966
gbr,85250000,1967
gbr,90390000,1968
gbr,97320000,1969
gbr,103600000,1970
gbr,104300000,1971
gbr,110500000,1972
gbr,113200000,1973
gbr,105300000,1974
gbr,92040000,1975
gbr,91360000,1976
gbr,92020000,1977
gbr,94030000,1978
gbr,94540000,1979
gbr,80800000,1980
gbr,74660000,1981
gbr,75560000,1982
gbr,72430000,1983
gbr,89610000,1984
gbr,77430000,1985
gbr,77380000,1986
gbr,75160000,1987
gbr,79970000,1988
gbr,81730000,1989
gbr,82880000,1990
gbr,82510000,1991
gbr,83560000,1992
gbr,84000000,1993
gbr,82920000,1994
gbr,81900000,1995
gbr,83930000,1996
gbr,81330000,1997
gbr,80650000,1998
gbr,79380000,1999
gbr,78570000,2000
gbr,78440000,2001
gbr,78040000,2002
gbr,79030000,2003
gbr,81700000,2004
gbr,83010000,2005
gbr,82320000,2006
gbr,79240000,2007
gbr,78680000,2008
gbr,74400000,2009
gbr,73700000,2010
usa,548900000,1965
usa,575700000,1966
usa,595800000,1967
usa,635500000,1968
usa,667800000,1969
usa,694600000,1970
usa,719300000,1971
usa,775800000,1972
usa,818000000,1973
usa,782600000,1974
usa,765900000,1975
usa,822400000,1976
usa,865900000,1977
usa,888800000,1978
usa,868000000,1979
usa,794100000,1980
usa,746000000,1981
usa,705500000,1982
usa,704900000,1983
usa,723300000,1984
usa,720200000,1985
usa,749300000,1986
usa,764800000,1987
usa,796700000,1988
usa,795300000,1989
usa,781800000,1990
usa,765600000,1991
usa,782200000,1992
usa,789300000,1993
usa,809800000,1994
usa,807700000,1995
usa,836500000,1996
usa,848000000,1997
usa,863800000,1998
usa,888900000,1999
usa,897600000,2000
usa,896100000,2001
usa,897400000,2002
usa,912300000,2003
usa,948800000,2004
usa,951400000,2005
usa,943800000,2006
usa,942300000,2007
usa,884500000,2008
usa,833200000,2009
usa,850000000,2010
uzb,11400000,1985
uzb,11700000,1986
uzb,11100000,1987
uzb,13700000,1988
uzb,13100000,1989
uzb,12600000,1990
uzb,11000000,1991
uzb,8482000,1992
uzb,7580000,1993
uzb,6810000,1994
uzb,6758000,1995
uzb,6645000,1996
uzb,7080000,1997
uzb,7081000,1998
uzb,6946000,1999
uzb,6667000,2000
uzb,6524000,2001
uzb,6295000,2002
uzb,7150000,2003
uzb,6526000,2004
uzb,5478000,2005
uzb,5113000,2006
uzb,5420000,2007
uzb,5517000,2008
uzb,4800000,2009
uzb,5000000,2010
ven,9340000,1965
ven,9448000,1966
ven,9504000,1967
ven,10030000,1968
ven,10020000,1969
ven,10400000,1970
ven,10880000,1971
ven,11760000,1972
ven,13000000,1973
ven,12670000,1974
ven,12210000,1975
ven,13500000,1976
ven,16890000,1977
ven,18080000,1978
ven,18860000,1979
ven,19500000,1980
ven,19230000,1981
ven,19180000,1982
ven,18680000,1983
ven,17310000,1984
ven,17220000,1985
ven,18150000,1986
ven,18140000,1987
ven,18940000,1988
ven,17940000,1989
ven,18370000,1990
ven,18600000,1991
ven,19660000,1992
ven,19350000,1993
ven,19560000,1994
ven,19980000,1995
ven,19020000,1996
ven,20360000,1997
ven,21570000,1998
ven,21310000,1999
ven,22500000,2000
ven,24800000,2001
ven,26970000,2002
ven,22020000,2003
ven,24200000,2004
ven,25940000,2005
ven,27410000,2006
ven,30010000,2007
ven,32530000,2008
ven,33700000,2009
ven,35200000,2010
