geo,aged_15plus_labour_force_participation_rate_percent,time
bhs,70.2,1986
bhs,70.5,1987
bhs,70.8,1988
bhs,71.1,1989
bhs,71.5,1990
bhs,71.7,1991
bhs,71.9,1992
bhs,72.2,1993
bhs,72.3,1994
bhs,72.3,1995
bhs,72.4,1996
bhs,72.3,1997
bhs,72.1,1998
bhs,72.1,1999
bhs,72.2,2000
bhs,72.0,2001
bhs,72.1,2002
bhs,72.3,2003
bhs,72.3,2004
bhs,72.4,2005
bhs,72.4,2006
bhs,72.2,2007
bhr,59.8,1980
bhr,61.5,1981
bhr,62.2,1982
bhr,62.8,1983
bhr,63.3,1984
bhr,63.7,1985
bhr,64.1,1986
bhr,64.4,1987
bhr,64.6,1988
bhr,64.8,1989
bhr,65.0,1990
bhr,65.3,1991
bhr,65.4,1992
bhr,65.4,1993
bhr,65.5,1994
bhr,65.5,1995
bhr,65.5,1996
bhr,65.4,1997
bhr,65.3,1998
bhr,65.2,1999
bhr,65.2,2000
bhr,65.3,2001
bhr,65.0,2002
bhr,64.8,2003
bhr,64.6,2004
bhr,64.4,2005
bhr,63.9,2006
bhr,63.7,2007
bgd,74.4,1980
bgd,74.6,1981
bgd,74.8,1982
bgd,75.0,1983
bgd,75.2,1984
bgd,75.4,1985
bgd,75.5,1986
bgd,75.7,1987
bgd,75.8,1988
bgd,75.9,1989
bgd,76.0,1990
bgd,76.0,1991
bgd,75.3,1992
bgd,74.6,1993
bgd,73.8,1994
bgd,73.0,1995
bgd,72.2,1996
bgd,72.0,1997
bgd,71.8,1998
bgd,71.5,1999
bgd,71.2,2000
bgd,71.4,2001
bgd,71.5,2002
bgd,71.6,2003
bgd,71.6,2004
bgd,71.7,2005
bgd,71.6,2006
bgd,71.2,2007
brb,63.4,1980
brb,63.9,1981
brb,64.6,1982
brb,65.3,1983
brb,65.8,1984
brb,66.2,1985
brb,66.6,1986
brb,68.1,1987
brb,69.7,1988
brb,71.1,1989
brb,69.9,1990
brb,68.7,1991
brb,69.7,1992
brb,70.5,1993
brb,71.3,1994
brb,72.2,1995
brb,71.7,1996
brb,71.9,1997
brb,71.9,1998
brb,71.9,1999
brb,72.0,2000
brb,72.1,2001
brb,72.0,2002
brb,72.0,2003
brb,72.7,2004
brb,72.7,2005
brb,72.7,2006
brb,72.7,2007
blr,68.6,1980
blr,68.7,1981
blr,68.8,1982
blr,68.8,1983
blr,68.8,1984
blr,68.8,1985
blr,68.7,1986
blr,68.6,1987
blr,68.3,1988
blr,68.1,1989
blr,67.2,1990
blr,66.2,1991
blr,65.3,1992
blr,64.3,1993
blr,63.3,1994
blr,62.4,1995
blr,61.5,1996
blr,60.6,1997
blr,59.7,1998
blr,58.8,1999
blr,58.8,2000
blr,58.9,2001
blr,58.9,2002
blr,59.0,2003
blr,59.0,2004
blr,59.0,2005
blr,59.1,2006
blr,59.0,2007
bel,49.6,1980
bel,49.9,1981
bel,49.7,1982
bel,49.9,1983
bel,49.9,1984
bel,49.8,1985
bel,49.7,1986
bel,48.9,1987
bel,48.4,1988
bel,48.4,1989
bel,48.3,1990
bel,49.2,1991
bel,49.4,1992
bel,49.5,1993
bel,50.1,1994
bel,50.3,1995
bel,50.3,1996
bel,50.4,1997
bel,50.6,1998
bel,51.8,1999
bel,52.2,2000
bel,50.7,2001
bel,51.0,2002
bel,51.2,2003
bel,51.9,2004
bel,52.8,2005
bel,52.5,2006
bel,52.6,2007
blz,50.9,1980
blz,51.1,1981
blz,51.2,1982
blz,51.2,1983
blz,51.3,1984
blz,51.4,1985
blz,51.5,1986
blz,51.7,1987
blz,52.0,1988
blz,52.4,1989
blz,52.6,1990
blz,53.0,1991
blz,54.9,1992
blz,56.8,1993
blz,58.9,1994
blz,59.1,1995
blz,59.3,1996
blz,59.7,1997
blz,60.1,1998
blz,60.5,1999
blz,60.9,2000
blz,61.4,2001
blz,61.8,2002
blz,62.2,2003
blz,62.7,2004
blz,63.1,2005
blz,63.4,2006
blz,63.5,2007
ben,60.1,1980
ben,60.4,1981
ben,60.5,1982
ben,60.7,1983
ben,60.9,1984
ben,61.0,1985
ben,61.1,1986
ben,63.1,1987
ben,65.1,1988
ben,67.1,1989
ben,69.2,1990
ben,71.2,1991
ben,73.2,1992
ben,73.2,1993
ben,73.2,1994
ben,73.2,1995
ben,73.1,1996
ben,73.0,1997
ben,72.9,1998
ben,72.8,1999
ben,72.7,2000
ben,72.6,2001
ben,72.5,2002
ben,72.4,2003
ben,72.3,2004
ben,72.2,2005
ben,72.1,2006
ben,72.1,2007
btn,59.2,1980
btn,58.8,1981
btn,58.3,1982
btn,57.7,1983
btn,57.2,1984
btn,56.8,1985
btn,56.6,1986
btn,56.4,1987
btn,56.2,1988
btn,55.9,1989
btn,55.5,1990
btn,55.0,1991
btn,54.3,1992
btn,53.5,1993
btn,52.8,1994
btn,52.4,1995
btn,52.1,1996
btn,52.0,1997
btn,52.1,1998
btn,52.7,1999
btn,53.6,2000
btn,54.9,2001
btn,56.5,2002
btn,58.3,2003
btn,59.8,2004
btn,61.0,2005
btn,61.9,2006
btn,62.9,2007
bol,62.0,1980
bol,62.0,1981
bol,62.1,1982
bol,62.2,1983
bol,62.2,1984
bol,62.2,1985
bol,63.0,1986
bol,63.9,1987
bol,64.1,1988
bol,64.4,1989
bol,64.6,1990
bol,64.5,1991
bol,64.4,1992
bol,64.3,1993
bol,64.1,1994
bol,63.8,1995
bol,64.8,1996
bol,70.8,1997
bol,70.8,1998
bol,70.8,1999
bol,70.7,2000
bol,71.2,2001
bol,71.6,2002
bol,72.1,2003
bol,72.7,2004
bol,73.3,2005
bol,73.9,2006
bol,74.3,2007
bih,80.2,1980
bih,79.9,1981
bih,79.7,1982
bih,79.4,1983
bih,79.0,1984
bih,78.6,1985
bih,78.0,1986
bih,77.3,1987
bih,76.7,1988
bih,76.2,1989
bih,75.8,1990
bih,62.6,1991
bih,62.2,1992
bih,62.0,1993
bih,62.0,1994
bih,62.9,1995
bih,63.7,1996
bih,63.0,1997
bih,62.4,1998
bih,61.9,1999
bih,61.4,2000
bih,61.0,2001
bih,60.7,2002
bih,60.4,2003
bih,60.1,2004
bih,59.8,2005
bih,59.6,2006
bih,59.5,2007
bwa,63.0,1980
bwa,63.1,1981
bwa,63.4,1982
bwa,63.8,1983
bwa,64.1,1984
bwa,64.4,1985
bwa,63.6,1986
bwa,62.7,1987
bwa,61.9,1988
bwa,61.0,1989
bwa,60.2,1990
bwa,59.4,1991
bwa,58.8,1992
bwa,58.2,1993
bwa,57.5,1994
bwa,56.1,1995
bwa,54.6,1996
bwa,58.1,1997
bwa,60.9,1998
bwa,60.0,1999
bwa,58.9,2000
bwa,56.1,2001
bwa,55.7,2002
bwa,55.6,2003
bwa,55.4,2004
bwa,55.3,2005
bwa,55.3,2006
bwa,55.7,2007
bra,59.4,1980
bra,59.8,1981
bra,60.0,1982
bra,60.3,1983
bra,60.3,1984
bra,60.4,1985
bra,60.5,1986
bra,61.0,1987
bra,61.0,1988
bra,61.2,1989
bra,61.3,1990
bra,62.4,1991
bra,63.5,1992
bra,63.9,1993
bra,64.4,1994
bra,65.0,1995
bra,64.8,1996
bra,65.8,1997
bra,66.4,1998
bra,67.2,1999
bra,67.5,2000
bra,67.8,2001
bra,68.6,2002
bra,68.7,2003
bra,69.4,2004
bra,69.7,2005
bra,69.8,2006
bra,70.2,2007
brn,59.5,1980
brn,59.7,1981
brn,60.1,1982
brn,60.4,1983
brn,60.8,1984
brn,61.4,1985
brn,62.1,1986
brn,62.9,1987
brn,63.7,1988
brn,64.4,1989
brn,65.1,1990
brn,65.6,1991
brn,65.8,1992
brn,66.0,1993
brn,66.2,1994
brn,66.4,1995
brn,66.6,1996
brn,66.9,1997
brn,67.1,1998
brn,67.4,1999
brn,67.6,2000
brn,67.7,2001
brn,67.6,2002
brn,67.4,2003
brn,67.2,2004
brn,67.1,2005
brn,67.1,2006
brn,66.8,2007
bgr,68.4,1980
bgr,68.1,1981
bgr,67.9,1982
bgr,67.6,1983
bgr,67.4,1984
bgr,67.0,1985
bgr,65.6,1986
bgr,64.1,1987
bgr,62.5,1988
bgr,61.5,1989
bgr,60.5,1990
bgr,57.8,1991
bgr,57.5,1992
bgr,56.4,1993
bgr,55.2,1994
bgr,54.1,1995
bgr,52.9,1996
bgr,51.6,1997
bgr,50.3,1998
bgr,48.9,1999
bgr,47.4,2000
bgr,51.0,2001
bgr,50.7,2002
bgr,49.6,2003
bgr,50.3,2004
bgr,50.5,2005
bgr,52.5,2006
bgr,50.8,2007
bfa,83.1,1980
bfa,83.1,1981
bfa,83.1,1982
bfa,83.1,1983
bfa,83.1,1984
bfa,83.1,1985
bfa,83.0,1986
bfa,83.0,1987
bfa,83.0,1988
bfa,82.9,1989
bfa,82.9,1990
bfa,82.8,1991
bfa,82.8,1992
bfa,82.9,1993
bfa,82.9,1994
bfa,83.0,1995
bfa,83.0,1996
bfa,83.1,1997
bfa,83.1,1998
bfa,83.2,1999
bfa,83.2,2000
bfa,83.2,2001
bfa,83.2,2002
bfa,83.3,2003
bfa,83.3,2004
bfa,83.3,2005
bfa,83.3,2006
bfa,83.3,2007
bdi,86.6,1980
bdi,86.5,1981
bdi,86.6,1982
bdi,86.6,1983
bdi,86.8,1984
bdi,86.8,1985
bdi,87.0,1986
bdi,88.1,1987
bdi,89.0,1988
bdi,89.8,1989
bdi,90.5,1990
bdi,90.6,1991
bdi,90.8,1992
bdi,91.1,1993
bdi,91.3,1994
bdi,91.5,1995
bdi,91.6,1996
bdi,91.6,1997
bdi,91.6,1998
bdi,91.5,1999
bdi,91.4,2000
bdi,91.1,2001
bdi,90.8,2002
bdi,90.5,2003
bdi,90.2,2004
bdi,90.0,2005
bdi,89.9,2006
bdi,89.9,2007
khm,80.9,1980
khm,80.7,1981
khm,80.6,1982
khm,80.6,1983
khm,80.6,1984
khm,80.7,1985
khm,80.7,1986
khm,80.7,1987
khm,80.7,1988
khm,80.7,1989
khm,80.7,1990
khm,80.8,1991
khm,80.9,1992
khm,81.0,1993
khm,80.9,1994
khm,80.7,1995
khm,80.3,1996
khm,80.0,1997
khm,79.8,1998
khm,79.6,1999
khm,79.6,2000
khm,81.2,2001
khm,81.1,2002
khm,80.9,2003
khm,80.7,2004
khm,80.4,2005
khm,79.9,2006
khm,80.4,2007
cmr,67.5,1980
cmr,67.7,1981
cmr,67.4,1982
cmr,67.0,1983
cmr,66.5,1984
cmr,65.9,1985
cmr,65.9,1986
cmr,65.9,1987
cmr,65.9,1988
cmr,65.8,1989
cmr,65.8,1990
cmr,65.7,1991
cmr,65.6,1992
cmr,65.6,1993
cmr,65.5,1994
cmr,65.3,1995
cmr,65.2,1996
cmr,65.1,1997
cmr,65.1,1998
cmr,65.0,1999
cmr,65.0,2000
cmr,64.9,2001
cmr,64.8,2002
cmr,64.7,2003
cmr,64.7,2004
cmr,64.6,2005
cmr,64.5,2006
cmr,63.8,2007
can,63.9,1980
can,64.6,1981
can,64.0,1982
can,64.3,1983
can,64.6,1984
can,65.1,1985
can,65.6,1986
can,66.1,1987
can,66.5,1988
can,66.9,1989
can,66.8,1990
can,66.2,1991
can,65.3,1992
can,65.0,1993
can,64.8,1994
can,64.4,1995
can,64.2,1996
can,64.4,1997
can,64.7,1998
can,65.1,1999
can,65.3,2000
can,65.4,2001
can,66.3,2002
can,67.1,2003
can,67.0,2004
can,66.7,2005
can,66.7,2006
can,67.6,2007
cpv,57.4,1980
cpv,57.4,1981
cpv,57.6,1982
cpv,57.8,1983
cpv,58.2,1984
cpv,58.6,1985
cpv,59.2,1986
cpv,59.8,1987
cpv,60.4,1988
cpv,60.9,1989
cpv,61.1,1990
cpv,61.3,1991
cpv,61.4,1992
cpv,61.4,1993
cpv,61.4,1994
cpv,61.3,1995
cpv,61.1,1996
cpv,60.9,1997
cpv,60.6,1998
cpv,60.4,1999
cpv,60.1,2000
cpv,59.9,2001
cpv,59.8,2002
cpv,59.7,2003
cpv,59.6,2004
cpv,59.6,2005
cpv,59.7,2006
cpv,60.1,2007
caf,77.6,1980
caf,77.6,1981
caf,77.6,1982
caf,77.6,1983
caf,77.6,1984
caf,77.6,1985
caf,77.7,1986
caf,77.8,1987
caf,77.9,1988
caf,78.0,1989
caf,78.0,1990
caf,77.9,1991
caf,77.8,1992
caf,77.6,1993
caf,77.6,1994
caf,77.5,1995
caf,77.4,1996
caf,77.4,1997
caf,77.4,1998
caf,77.4,1999
caf,77.3,2000
caf,77.3,2001
caf,77.2,2002
caf,77.1,2003
caf,77.0,2004
caf,76.9,2005
caf,76.8,2006
caf,76.8,2007
tcd,60.1,1980
tcd,61.0,1981
tcd,62.0,1982
tcd,63.0,1983
tcd,64.0,1984
tcd,65.0,1985
tcd,66.1,1986
tcd,67.2,1987
tcd,68.2,1988
tcd,69.1,1989
tcd,70.1,1990
tcd,71.0,1991
tcd,71.7,1992
tcd,72.6,1993
tcd,72.8,1994
tcd,72.6,1995
tcd,72.6,1996
tcd,72.6,1997
tcd,72.7,1998
tcd,72.6,1999
tcd,72.5,2000
tcd,72.7,2001
tcd,72.9,2002
tcd,73.6,2003
tcd,74.2,2004
tcd,74.3,2005
tcd,74.2,2006
tcd,74.1,2007
chl,50.2,1980
chl,49.9,1981
chl,49.7,1982
chl,50.1,1983
chl,50.7,1984
chl,52.2,1985
chl,51.9,1986
chl,52.8,1987
chl,53.7,1988
chl,54.2,1989
chl,54.1,1990
chl,54.1,1991
chl,55.3,1992
chl,56.6,1993
chl,56.6,1994
chl,55.6,1995
chl,55.4,1996
chl,55.7,1997
chl,56.0,1998
chl,56.0,1999
chl,54.6,2000
chl,54.6,2001
chl,54.1,2002
chl,54.4,2003
chl,55.8,2004
chl,55.3,2005
chl,56.0,2006
chl,55.0,2007
chn,79.3,1980
chn,79.2,1981
chn,79.1,1982
chn,79.1,1983
chn,79.1,1984
chn,79.1,1985
chn,79.1,1986
chn,79.1,1987
chn,79.2,1988
chn,79.2,1989
chn,79.3,1990
chn,79.3,1991
chn,79.2,1992
chn,79.1,1993
chn,79.1,1994
chn,79.0,1995
chn,78.8,1996
chn,78.6,1997
chn,78.4,1998
chn,78.1,1999
chn,77.8,2000
chn,77.4,2001
chn,77.0,2002
chn,76.5,2003
chn,76.0,2004
chn,75.6,2005
chn,75.3,2006
chn,75.1,2007
col,55.0,1980
col,55.7,1981
col,56.5,1982
col,57.2,1983
col,57.9,1984
col,58.5,1985
col,59.0,1986
col,60.8,1987
col,60.5,1988
col,60.3,1989
col,60.1,1990
col,62.4,1991
col,63.2,1992
col,64.0,1993
col,62.8,1994
col,63.1,1995
col,63.3,1996
col,64.1,1997
col,64.8,1998
col,67.7,1999
col,68.1,2000
col,68.5,2001
col,68.9,2002
col,69.3,2003
col,69.7,2004
col,70.1,2005
col,70.5,2006
col,70.9,2007
com,75.7,1980
com,75.7,1981
com,75.7,1982
com,75.7,1983
com,75.7,1984
com,75.7,1985
com,75.6,1986
com,75.5,1987
com,75.4,1988
com,75.2,1989
com,75.0,1990
com,74.8,1991
com,74.7,1992
com,74.5,1993
com,74.3,1994
com,74.0,1995
com,73.7,1996
com,73.4,1997
com,73.1,1998
com,72.8,1999
com,72.7,2000
com,72.6,2001
com,72.6,2002
com,72.7,2003
com,72.8,2004
com,72.9,2005
com,73.0,2006
com,73.1,2007
cog,70.6,1980
cog,70.6,1981
cog,70.8,1982
cog,70.7,1983
cog,70.6,1984
cog,70.5,1985
cog,70.2,1986
cog,70.0,1987
cog,70.0,1988
cog,69.9,1989
cog,69.8,1990
cog,69.6,1991
cog,69.5,1992
cog,69.3,1993
cog,69.2,1994
cog,69.3,1995
cog,69.2,1996
cog,69.0,1997
cog,68.9,1998
cog,68.8,1999
cog,68.8,2000
cog,68.9,2001
cog,68.9,2002
cog,68.9,2003
cog,69.0,2004
cog,69.1,2005
cog,69.1,2006
cog,69.1,2007
cod,72.3,1980
cod,72.4,1981
cod,72.4,1982
cod,72.4,1983
cod,72.5,1984
cod,72.5,1985
cod,72.6,1986
cod,72.6,1987
cod,72.6,1988
cod,72.6,1989
cod,72.5,1990
cod,72.4,1991
cod,72.2,1992
cod,72.0,1993
cod,72.0,1994
cod,72.0,1995
cod,71.9,1996
cod,71.7,1997
