geo,males_aged_15plus_labour_force_participation_rate_percent,time
ecu,78.1,2000
ecu,78.5,2001
ecu,78.5,2002
ecu,78.6,2003
ecu,78.5,2004
ecu,78.5,2005
ecu,78.6,2006
ecu,78.7,2007
egy,76.0,1980
egy,77.5,1981
egy,78.7,1982
egy,79.9,1983
egy,79.1,1984
egy,78.4,1985
egy,77.7,1986
egy,77.0,1987
egy,76.2,1988
egy,75.2,1989
egy,74.0,1990
egy,72.9,1991
egy,73.2,1992
egy,73.9,1993
egy,73.8,1994
egy,73.9,1995
egy,73.1,1996
egy,72.4,1997
egy,71.6,1998
egy,73.1,1999
egy,72.1,2000
egy,70.7,2001
egy,70.9,2002
egy,70.9,2003
egy,70.9,2004
egy,70.8,2005
egy,70.7,2006
egy,71.2,2007
slv,84.5,1980
slv,84.1,1981
slv,83.8,1982
slv,83.4,1983
slv,83.0,1984
slv,82.6,1985
slv,82.1,1986
slv,81.6,1987
slv,81.0,1988
slv,80.5,1989
slv,79.9,1990
slv,77.6,1991
slv,83.0,1992
slv,82.7,1993
slv,82.8,1994
slv,82.7,1995
slv,81.0,1996
slv,80.7,1997
slv,81.1,1998
slv,80.3,1999
slv,79.7,2000
slv,79.0,2001
slv,78.4,2002
slv,80.3,2003
slv,79.6,2004
slv,79.6,2005
slv,79.4,2006
slv,79.0,2007
gnq,90.1,1980
gnq,90.2,1981
gnq,90.2,1982
gnq,90.2,1983
gnq,90.3,1984
gnq,90.3,1985
gnq,90.4,1986
gnq,90.5,1987
gnq,90.6,1988
gnq,90.7,1989
gnq,90.8,1990
gnq,90.9,1991
gnq,91.0,1992
gnq,91.1,1993
gnq,91.2,1994
gnq,91.2,1995
gnq,91.3,1996
gnq,91.4,1997
gnq,91.4,1998
gnq,91.4,1999
gnq,91.5,2000
gnq,91.5,2001
gnq,91.5,2002
gnq,91.5,2003
gnq,91.5,2004
gnq,91.4,2005
gnq,91.4,2006
gnq,91.5,2007
eri,89.6,1980
eri,89.7,1981
eri,89.8,1982
eri,89.9,1983
eri,89.9,1984
eri,89.7,1985
eri,89.4,1986
eri,89.0,1987
eri,88.5,1988
eri,88.1,1989
eri,87.7,1990
eri,87.5,1991
eri,87.4,1992
eri,86.8,1993
eri,85.9,1994
eri,85.9,1995
eri,85.4,1996
eri,85.2,1997
eri,85.3,1998
eri,85.4,1999
eri,86.2,2000
eri,85.9,2001
eri,85.8,2002
eri,85.7,2003
eri,85.7,2004
eri,85.7,2005
eri,85.9,2006
eri,85.8,2007
est,71.8,1980
est,72.0,1981
est,72.3,1982
est,72.5,1983
est,72.6,1984
est,72.6,1985
est,72.5,1986
est,72.3,1987
est,72.1,1988
est,71.7,1989
est,71.5,1990
est,70.1,1991
est,71.1,1992
est,71.5,1993
est,71.8,1994
est,71.8,1995
est,70.5,1996
est,69.0,1997
est,69.4,1998
est,68.8,1999
est,68.1,2000
est,67.4,2001
est,66.4,2002
est,66.9,2003
est,65.4,2004
est,65.2,2005
est,64.3,2006
est,65.3,2007
eth,86.3,1980
eth,86.2,1981
eth,86.2,1982
eth,86.0,1983
eth,86.2,1984
eth,86.6,1985
eth,87.1,1986
eth,87.5,1987
eth,87.9,1988
eth,88.3,1989
eth,88.7,1990
eth,89.1,1991
eth,89.4,1992
eth,89.8,1993
eth,90.1,1994
eth,90.3,1995
eth,90.5,1996
eth,90.6,1997
eth,90.7,1998
eth,90.8,1999
eth,90.9,2000
eth,91.0,2001
eth,91.0,2002
eth,91.1,2003
eth,91.1,2004
eth,91.1,2005
eth,90.6,2006
eth,91.0,2007
fji,84.1,1980
fji,84.1,1981
fji,84.7,1982
fji,85.4,1983
fji,85.2,1984
fji,85.8,1985
fji,85.6,1986
fji,85.2,1987
fji,84.7,1988
fji,84.2,1989
fji,83.6,1990
fji,83.0,1991
fji,82.3,1992
fji,81.5,1993
fji,80.8,1994
fji,79.9,1995
fji,79.1,1996
fji,79.1,1997
fji,78.9,1998
fji,78.5,1999
fji,79.1,2000
fji,78.9,2001
fji,78.9,2002
fji,78.9,2003
fji,78.9,2004
fji,78.9,2005
fji,78.8,2006
fji,78.8,2007
fin,73.1,1980
fin,73.1,1981
fin,72.6,1982
fin,72.1,1983
fin,71.9,1984
fin,71.6,1985
fin,71.7,1986
fin,70.9,1987
fin,70.4,1988
fin,71.3,1989
fin,71.0,1990
fin,69.1,1991
fin,67.5,1992
fin,66.4,1993
fin,65.8,1994
fin,65.7,1995
fin,65.4,1996
fin,65.0,1997
fin,65.4,1998
fin,65.9,1999
fin,66.4,2000
fin,66.5,2001
fin,65.9,2002
fin,65.4,2003
fin,64.7,2004
fin,64.9,2005
fin,65.2,2006
fin,65.3,2007
fra,71.3,1980
fra,70.4,1981
fra,69.9,1982
fra,69.0,1983
fra,68.1,1984
fra,67.9,1985
fra,67.4,1986
fra,66.8,1987
fra,66.0,1988
fra,65.6,1989
fra,64.8,1990
fra,64.0,1991
fra,63.6,1992
fra,63.0,1993
fra,62.6,1994
fra,62.4,1995
fra,62.8,1996
fra,62.4,1997
fra,62.1,1998
fra,62.2,1999
fra,62.1,2000
fra,62.1,2001
fra,62.3,2002
fra,63.0,2003
fra,62.6,2004
fra,62.2,2005
fra,62.0,2006
fra,61.8,2007
guf,78.1,1980
guf,78.4,1981
guf,78.9,1982
guf,78.5,1983
guf,78.1,1984
guf,77.7,1985
guf,77.3,1986
guf,76.8,1987
guf,76.3,1988
guf,75.7,1989
guf,75.1,1990
guf,74.6,1991
guf,74.0,1992
guf,73.4,1993
guf,72.7,1994
guf,71.9,1995
guf,71.0,1996
guf,70.0,1997
guf,69.0,1998
guf,68.0,1999
guf,67.6,2000
guf,67.5,2001
guf,67.3,2002
guf,67.0,2003
guf,66.9,2004
guf,66.5,2005
guf,66.0,2006
guf,65.4,2007
pyf,78.0,1980
pyf,77.8,1981
pyf,77.6,1982
pyf,77.5,1983
pyf,77.0,1984
pyf,76.3,1985
pyf,75.5,1986
pyf,74.6,1987
pyf,73.9,1988
pyf,73.9,1989
pyf,74.1,1990
pyf,74.1,1991
pyf,74.4,1992
pyf,74.6,1993
pyf,74.8,1994
pyf,74.9,1995
pyf,75.0,1996
pyf,74.9,1997
pyf,74.5,1998
pyf,74.1,1999
pyf,73.8,2000
pyf,73.5,2001
pyf,73.1,2002
pyf,72.6,2003
pyf,72.3,2004
pyf,72.0,2005
pyf,71.9,2006
pyf,71.9,2007
gab,81.0,1980
gab,81.3,1981
gab,81.9,1982
gab,82.0,1983
gab,82.2,1984
gab,82.6,1985
gab,83.0,1986
gab,84.1,1987
gab,83.7,1988
gab,83.6,1989
gab,83.3,1990
gab,83.2,1991
gab,83.4,1992
gab,83.5,1993
gab,83.4,1994
gab,82.9,1995
gab,82.7,1996
gab,82.5,1997
gab,82.3,1998
gab,82.4,1999
gab,82.0,2000
gab,81.6,2001
gab,81.0,2002
gab,80.6,2003
gab,80.2,2004
gab,80.0,2005
gab,79.6,2006
gab,79.8,2007
gmb,86.2,1980
gmb,86.3,1981
gmb,86.5,1982
gmb,86.0,1983
gmb,86.3,1984
gmb,86.3,1985
gmb,85.6,1986
gmb,86.6,1987
gmb,86.4,1988
gmb,85.9,1989
gmb,85.7,1990
gmb,85.9,1991
gmb,86.0,1992
gmb,85.9,1993
gmb,86.0,1994
gmb,86.1,1995
gmb,86.1,1996
gmb,85.9,1997
gmb,85.6,1998
gmb,85.4,1999
gmb,85.2,2000
gmb,84.9,2001
gmb,85.1,2002
gmb,84.9,2003
gmb,84.6,2004
gmb,84.5,2005
gmb,84.1,2006
gmb,83.8,2007
geo,80.2,1980
geo,80.2,1981
geo,80.4,1982
geo,80.6,1983
geo,80.6,1984
geo,80.7,1985
geo,81.5,1986
geo,81.6,1987
geo,81.4,1988
geo,81.8,1989
geo,82.7,1990
geo,78.0,1991
geo,76.6,1992
geo,74.1,1993
geo,73.1,1994
geo,73.8,1995
geo,74.7,1996
geo,75.0,1997
geo,75.1,1998
geo,75.2,1999
geo,74.0,2000
geo,75.7,2001
geo,73.8,2002
geo,74.8,2003
geo,73.2,2004
geo,73.3,2005
geo,73.4,2006
geo,74.1,2007
deu,73.1,1980
deu,72.8,1981
deu,72.9,1982
deu,72.5,1983
deu,72.2,1984
deu,72.7,1985
deu,72.8,1986
deu,73.0,1987
deu,73.1,1988
deu,72.7,1989
deu,73.2,1990
deu,72.2,1991
deu,71.3,1992
deu,70.5,1993
deu,70.0,1994
deu,69.5,1995
deu,69.4,1996
deu,69.3,1997
deu,69.5,1998
deu,68.5,1999
deu,67.9,2000
deu,67.6,2001
deu,66.8,2002
deu,65.7,2003
deu,66.2,2004
deu,66.9,2005
deu,67.0,2006
deu,66.1,2007
gha,74.6,1980
gha,75.0,1981
gha,75.6,1982
gha,76.0,1983
gha,75.6,1984
gha,75.4,1985
gha,75.2,1986
gha,75.0,1987
gha,74.7,1988
gha,74.5,1989
gha,74.3,1990
gha,74.0,1991
gha,73.8,1992
gha,74.1,1993
gha,74.5,1994
gha,74.9,1995
gha,75.3,1996
gha,75.7,1997
gha,76.1,1998
gha,76.5,1999
gha,76.3,2000
gha,75.8,2001
gha,75.2,2002
gha,74.6,2003
gha,73.9,2004
gha,73.3,2005
gha,72.6,2006
gha,73.3,2007
grc,71.4,1980
grc,71.8,1981
grc,71.7,1982
grc,71.9,1983
grc,71.0,1984
grc,69.9,1985
grc,69.0,1986
grc,68.0,1987
grc,68.0,1988
grc,67.5,1989
grc,66.8,1990
grc,66.0,1991
grc,66.0,1992
grc,65.7,1993
grc,66.1,1994
grc,66.2,1995
grc,66.2,1996
grc,65.7,1997
grc,65.8,1998
grc,65.4,1999
grc,65.3,2000
grc,64.4,2001
grc,64.7,2002
grc,64.9,2003
grc,65.2,2004
grc,64.9,2005
grc,65.1,2006
grc,65.0,2007
glp,67.4,1980
glp,67.6,1981
glp,68.3,1982
glp,68.9,1983
glp,69.2,1984
glp,69.7,1985
glp,69.9,1986
glp,69.4,1987
glp,69.0,1988
glp,68.6,1989
glp,68.2,1990
glp,68.0,1991
glp,67.8,1992
glp,67.7,1993
glp,67.5,1994
glp,67.3,1995
glp,66.9,1996
glp,66.4,1997
glp,65.9,1998
glp,65.3,1999
glp,65.2,2000
glp,65.1,2001
glp,64.9,2002
glp,64.6,2003
glp,64.4,2004
glp,64.0,2005
glp,63.5,2006
glp,63.1,2007
gum,76.3,1980
gum,76.2,1981
gum,76.3,1982
gum,76.5,1983
gum,77.6,1984
gum,78.6,1985
gum,79.5,1986
gum,80.2,1987
gum,80.8,1988
gum,80.8,1989
gum,81.0,1990
gum,80.9,1991
gum,80.9,1992
gum,81.0,1993
gum,80.7,1994
gum,80.8,1995
gum,80.7,1996
gum,80.8,1997
gum,80.6,1998
gum,80.4,1999
gum,80.3,2000
gum,80.2,2001
gum,79.9,2002
gum,79.6,2003
gum,79.3,2004
gum,79.0,2005
gum,78.7,2006
gum,78.4,2007
gtm,89.3,1980
gtm,89.4,1981
gtm,89.9,1982
gtm,90.3,1983
gtm,90.3,1984
gtm,90.6,1985
gtm,90.6,1986
gtm,90.5,1987
gtm,90.3,1988
gtm,90.0,1989
gtm,89.3,1990
gtm,88.4,1991
gtm,87.3,1992
gtm,86.1,1993
gtm,84.7,1994
gtm,83.0,1995
gtm,81.0,1996
gtm,78.7,1997
gtm,76.1,1998
gtm,73.1,1999
gtm,76.7,2000
gtm,79.7,2001
gtm,82.3,2002
gtm,84.3,2003
gtm,85.9,2004
gtm,85.9,2005
gtm,85.7,2006
gtm,84.7,2007
gin,89.5,1980
gin,89.6,1981
gin,89.7,1982
gin,89.9,1983
gin,90.1,1984
gin,90.2,1985
gin,90.1,1986
gin,90.2,1987
gin,90.2,1988
gin,90.1,1989
gin,90.2,1990
gin,90.3,1991
gin,90.4,1992
gin,90.5,1993
gin,90.5,1994
gin,90.4,1995
gin,90.3,1996
gin,90.1,1997
gin,89.9,1998
gin,89.8,1999
gin,89.7,2000
gin,89.6,2001
gin,89.5,2002
gin,89.5,2003
gin,89.4,2004
gin,89.2,2005
gin,89.1,2006
gin,88.9,2007
gnb,87.7,1980
gnb,87.4,1981
gnb,87.4,1982
gnb,87.7,1983
gnb,87.5,1984
gnb,87.7,1985
gnb,87.4,1986
gnb,87.2,1987
gnb,87.1,1988
gnb,86.9,1989
gnb,86.9,1990
gnb,86.8,1991
gnb,87.0,1992
gnb,87.2,1993
gnb,87.4,1994
gnb,87.4,1995
gnb,87.2,1996
gnb,87.3,1997
gnb,88.6,1998
gnb,88.6,1999
gnb,88.6,2000
gnb,88.7,2001
gnb,89.2,2002
gnb,89.4,2003
gnb,89.5,2004
gnb,89.6,2005
gnb,89.7,2006
gnb,89.9,2007
guy,84.3,1980
guy,84.1,1981
guy,84.0,1982
guy,83.9,1983
guy,83.7,1984
guy,83.5,1985
guy,83.2,1986
guy,82.9,1987
guy,82.6,1988
guy,82.2,1989
guy,81.9,1990
guy,81.5,1991
guy,81.1,1992
guy,80.8,1993
guy,80.7,1994
guy,80.7,1995
guy,80.5,1996
guy,80.1,1997
guy,80.4,1998
guy,80.6,1999
guy,80.9,2000
guy,81.0,2001
guy,81.3,2002
guy,81.7,2003
guy,82.0,2004
guy,82.2,2005
guy,81.9,2006
guy,81.8,2007
hti,80.0,1980
hti,80.3,1981
hti,80.7,1982
hti,80.9,1983
hti,80.8,1984
hti,80.7,1985
hti,80.6,1986
hti,80.6,1987
hti,80.5,1988
hti,80.7,1989
hti,80.8,1990
hti,80.7,1991
hti,81.6,1992
hti,81.8,1993
hti,82.3,1994
hti,82.5,1995
hti,82.2,1996
hti,81.9,1997
hti,81.6,1998
hti,81.4,1999
hti,81.4,2000
hti,81.5,2001
hti,81.6,2002
hti,81.8,2003
hti,82.1,2004
hti,82.2,2005
hti,82.3,2006
hti,82.5,2007
hnd,87.3,1980
hnd,87.0,1981
hnd,87.0,1982
hnd,86.9,1983
hnd,87.2,1984
hnd,87.1,1985
hnd,87.1,1986
hnd,87.1,1987
hnd,87.0,1988
hnd,87.0,1989
hnd,86.9,1990
hnd,86.8,1991
hnd,87.0,1992
hnd,87.3,1993
hnd,87.6,1994
hnd,87.9,1995
hnd,88.9,1996
hnd,88.9,1997
hnd,88.7,1998
hnd,89.0,1999
hnd,87.8,2000
hnd,86.5,2001
hnd,85.5,2002
hnd,84.6,2003
hnd,83.7,2004
hnd,83.1,2005
hnd,82.9,2006
hnd,81.9,2007
hkg,81.6,1980
hkg,83.1,1981
hkg,82.3,1982
hkg,82.0,1983
hkg,82.2,1984
hkg,80.6,1985
hkg,80.6,1986
hkg,80.5,1987
hkg,80.4,1988
hkg,80.0,1989
hkg,79.5,1990
hkg,79.1,1991
hkg,78.4,1992
hkg,77.7,1993
hkg,76.8,1994
hkg,76.3,1995
hkg,75.5,1996
hkg,75.0,1997
hkg,74.5,1998
hkg,73.9,1999
hkg,73.4,2000
hkg,72.7,2001
hkg,72.3,2002
hkg,72.0,2003
hkg,71.8,2004
hkg,71.4,2005
hkg,71.2,2006
hkg,70.4,2007
hun,71.9,1980
hun,71.6,1981
hun,71.1,1982
hun,70.5,1983
hun,69.8,1984
hun,69.1,1985
hun,68.3,1986
hun,67.6,1987
hun,66.9,1988
hun,66.2,1989
hun,65.5,1990
hun,64.3,1991
hun,63.4,1992
hun,61.1,1993
hun,59.5,1994
hun,59.5,1995
hun,58.9,1996
hun,58.0,1997
hun,57.3,1998
hun,58.5,1999
hun,58.8,2000
hun,58.5,2001
hun,58.4,2002
hun,58.9,2003
hun,58.7,2004
hun,59.1,2005
hun,59.6,2006
hun,59.3,2007
isl,81.7,1980
isl,81.7,1981
isl,81.4,1982
isl,81.5,1983
isl,80.7,1984
isl,81.5,1985
isl,81.1,1986
isl,81.1,1987
isl,81.6,1988
isl,80.6,1989
isl,80.7,1990
isl,81.1,1991
isl,81.3,1992
isl,79.6,1993
isl,79.2,1994
isl,81.1,1995
isl,79.9,1996
isl,79.8,1997
isl,80.8,1998
isl,81.5,1999
isl,81.5,2000
isl,81.5,2001
isl,80.5,2002
isl,80.7,2003
isl,79.7,2004
isl,80.6,2005
isl,81.8,2006
isl,79.5,2007
ind,86.7,1980
ind,86.5,1981
ind,86.3,1982
ind,86.1,1983
ind,85.9,1984
ind,85.7,1985
ind,85.5,1986
ind,85.3,1987
ind,85.1,1988
ind,84.9,1989
ind,84.7,1990
ind,84.5,1991
ind,84.3,1992
ind,84.1,1993
ind,83.8,1994
ind,83.6,1995
ind,83.4,1996
ind,83.2,1997
ind,83.0,1998
ind,82.8,1999
ind,82.6,2000
ind,82.5,2001
ind,82.4,2002
ind,82.3,2003
ind,82.1,2004
ind,81.9,2005
ind,81.6,2006
ind,81.5,2007
idn,82.9,1980
idn,82.6,1981
idn,82.6,1982
idn,82.0,1983
idn,81.3,1984
idn,80.7,1985
idn,82.0,1986
idn,81.8,1987
idn,81.6,1988
idn,81.1,1989
idn,81.4,1990
idn,81.7,1991
idn,82.0,1992
idn,81.5,1993
idn,80.9,1994
idn,82.2,1995
idn,83.3,1996
idn,83.3,1997
idn,81.2,1998
idn,84.9,1999
idn,85.0,2000
idn,85.1,2001
idn,85.1,2002
idn,85.3,2003
idn,85.5,2004
idn,85.6,2005
idn,85.0,2006
idn,86.1,2007
irn,80.3,1980
irn,81.1,1981
irn,79.9,1982
irn,78.9,1983
irn,79.4,1984
irn,79.7,1985
irn,81.3,1986
irn,81.2,1987
irn,81.1,1988
irn,81.0,1989
irn,80.8,1990
irn,80.5,1991
irn,79.4,1992
irn,78.3,1993
irn,77.1,1994
irn,75.8,1995
irn,74.5,1996
irn,74.1,1997
irn,73.7,1998
irn,73.5,1999
irn,73.4,2000
irn,73.4,2001
irn,73.5,2002
irn,73.7,2003
irn,74.0,2004
irn,74.3,2005
irn,74.3,2006
irn,74.7,2007
irq,72.0,1980
irq,72.6,1981
irq,73.3,1982
irq,73.3,1983
irq,73.4,1984
irq,73.8,1985
irq,74.8,1986
irq,74.7,1987
irq,74.5,1988
irq,74.2,1989
irq,73.9,1990
irq,73.6,1991
irq,73.4,1992
irq,73.1,1993
irq,72.9,1994
irq,72.7,1995
irq,72.6,1996
irq,72.4,1997
irq,72.2,1998
irq,72.0,1999
irq,71.7,2000
irq,71.3,2001
irq,70.9,2002
irq,70.4,2003
irq,69.9,2004
irq,69.6,2005
irq,69.1,2006
irq,69.1,2007
irl,76.5,1980
irl,76.4,1981
irl,75.5,1982
irl,74.5,1983
irl,73.5,1984
irl,72.5,1985
irl,71.6,1986
irl,70.7,1987
irl,70.6,1988
irl,69.6,1989
irl,69.5,1990
irl,69.2,1991
irl,68.6,1992
irl,68.1,1993
irl,68.0,1994
irl,68.1,1995
irl,68.2,1996
irl,68.2,1997
irl,69.7,1998
irl,70.5,1999
irl,71.2,2000
irl,71.1,2001
irl,70.6,2002
irl,70.5,2003
irl,71.0,2004
irl,71.7,2005
irl,72.7,2006
irl,72.5,2007
isr,65.4,1980
isr,65.1,1981
isr,64.8,1982
isr,64.5,1983
isr,64.3,1984
isr,63.7,1985
isr,63.3,1986
isr,62.6,1987
isr,63.5,1988
isr,63.3,1989
isr,62.4,1990
isr,62.1,1991
isr,61.7,1992
isr,62.7,1993
isr,62.7,1994
isr,62.3,1995
isr,62.0,1996
isr,61.5,1997
isr,61.4,1998
isr,61.1,1999
isr,61.0,2000
isr,60.9,2001
isr,60.4,2002
isr,60.3,2003
isr,60.8,2004
isr,60.9,2005
isr,61.4,2006
isr,60.5,2007
ita,70.3,1980
ita,69.9,1981
ita,68.9,1982
ita,69.2,1983
ita,68.5,1984
ita,68.0,1985
ita,67.7,1986
ita,67.4,1987
ita,66.9,1988
ita,66.5,1989
ita,66.0,1990
ita,65.6,1991
ita,65.2,1992
ita,64.2,1993
ita,63.3,1994
ita,62.6,1995
ita,62.2,1996
ita,62.0,1997
ita,62.1,1998
ita,62.0,1999
ita,61.9,2000
ita,61.7,2001
ita,61.7,2002
ita,61.9,2003
ita,61.3,2004
ita,60.9,2005
ita,60.9,2006
ita,60.7,2007
jam,82.3,1980
jam,82.5,1981
jam,83.0,1982
jam,82.5,1983
jam,82.0,1984
jam,81.6,1985
jam,81.2,1986
jam,81.0,1987
jam,80.7,1988
jam,80.5,1989
jam,80.2,1990
jam,79.9,1991
jam,79.6,1992
jam,79.2,1993
jam,78.8,1994
jam,78.5,1995
jam,78.0,1996
jam,77.4,1997
jam,77.1,1998
jam,76.9,1999
jam,76.6,2000
jam,76.3,2001
jam,75.4,2002
jam,75.1,2003
jam,74.7,2004
jam,74.5,2005
jam,74.3,2006
jam,73.9,2007
jpn,79.8,1980
jpn,79.7,1981
jpn,79.5,1982
jpn,79.4,1983
jpn,78.8,1984
jpn,78.1,1985
jpn,77.8,1986
jpn,77.4,1987
jpn,77.2,1988
jpn,77.0,1989
jpn,77.4,1990
jpn,77.7,1991
jpn,78.1,1992
jpn,78.2,1993
jpn,77.9,1994
jpn,77.7,1995
jpn,77.8,1996
jpn,77.8,1997
jpn,77.4,1998
jpn,76.9,1999
jpn,76.4,2000
jpn,75.8,2001
jpn,75.1,2002
jpn,74.5,2003
jpn,73.7,2004
jpn,73.5,2005
jpn,73.4,2006
jpn,72.1,2007
jor,67.5,1980
jor,67.1,1981
jor,66.5,1982
jor,66.6,1983
jor,65.9,1984
jor,65.8,1985
jor,65.2,1986
jor,65.0,1987
jor,65.4,1988
jor,67.6,1989
jor,68.3,1990
jor,69.7,1991
jor,72.1,1992
jor,74.1,1993
jor,74.4,1994
jor,74.4,1995
jor,74.3,1996
jor,74.2,1997
jor,74.0,1998
jor,73.6,1999
jor,73.4,2000
jor,73.1,2001
jor,72.5,2002
jor,72.3,2003
jor,72.1,2004
jor,72.0,2005
jor,72.0,2006
jor,71.5,2007
kaz,77.7,1980
kaz,77.8,1981
kaz,78.0,1982
kaz,78.2,1983
kaz,78.2,1984
kaz,78.2,1985
kaz,78.5,1986
kaz,78.6,1987
kaz,78.1,1988
kaz,78.2,1989
kaz,78.0,1990
kaz,77.9,1991
kaz,77.7,1992
kaz,77.5,1993
kaz,77.2,1994
kaz,77.0,1995
kaz,76.8,1996
kaz,76.7,1997
kaz,76.5,1998
kaz,76.4,1999
kaz,76.3,2000
kaz,76.1,2001
kaz,76.0,2002
kaz,75.5,2003
kaz,74.9,2004
kaz,74.3,2005
kaz,73.9,2006
kaz,74.9,2007
ken,90.5,1980
ken,90.6,1981
ken,90.7,1982
ken,90.8,1983
ken,90.8,1984
ken,90.8,1985
ken,90.6,1986
ken,90.5,1987
ken,90.3,1988
ken,90.1,1989
ken,89.9,1990
ken,89.8,1991
ken,89.6,1992
ken,89.5,1993
ken,89.3,1994
ken,89.1,1995
ken,88.9,1996
ken,88.7,1997
ken,88.5,1998
ken,88.3,1999
ken,88.1,2000
ken,87.8,2001
ken,87.6,2002
ken,87.4,2003
ken,87.3,2004
ken,87.3,2005
ken,87.3,2006
ken,87.3,2007
prk,80.1,1980
prk,79.9,1981
prk,79.5,1982
prk,79.0,1983
prk,78.7,1984
prk,78.5,1985
prk,78.5,1986
prk,78.6,1987
prk,78.9,1988
prk,79.1,1989
prk,79.2,1990
prk,79.4,1991
prk,79.5,1992
prk,79.7,1993
prk,79.8,1994
prk,79.8,1995
prk,79.6,1996
prk,79.3,1997
prk,78.8,1998
prk,78.3,1999
prk,78.1,2000
prk,77.9,2001
prk,78.0,2002
prk,78.1,2003
prk,78.2,2004
prk,78.2,2005
prk,78.1,2006
prk,77.8,2007
kor,75.0,1980
kor,74.5,1981
kor,74.4,1982
kor,72.9,1983
kor,72.0,1984
kor,72.1,1985
kor,72.1,1986
kor,72.1,1987
kor,72.1,1988
kor,72.8,1989
kor,73.4,1990
kor,74.0,1991
kor,74.4,1992
kor,74.3,1993
kor,75.0,1994
kor,75.2,1995
kor,75.2,1996
kor,75.2,1997
kor,74.2,1998
kor,73.5,1999
kor,73.3,2000
kor,73.0,2001
kor,73.5,2002
kor,73.2,2003
kor,73.5,2004
kor,73.1,2005
kor,72.7,2006
kor,72.7,2007
kwt,77.5,1980
kwt,80.4,1981
kwt,81.8,1982
kwt,81.9,1983
kwt,82.2,1984
kwt,82.3,1985
kwt,82.3,1986
kwt,82.1,1987
kwt,81.8,1988
kwt,81.0,1989
kwt,80.8,1990
kwt,80.8,1991
kwt,81.1,1992
kwt,81.6,1993
kwt,82.1,1994
kwt,82.5,1995
kwt,83.0,1996
kwt,83.6,1997
kwt,83.6,1998
kwt,83.6,1999
kwt,83.5,2000
kwt,83.4,2001
kwt,82.8,2002
kwt,81.9,2003
kwt,81.7,2004
kwt,81.4,2005
kwt,81.1,2006
kwt,81.0,2007
kgz,72.1,1980
kgz,72.7,1981
kgz,73.2,1982
kgz,73.7,1983
kgz,74.2,1984
kgz,74.6,1985
kgz,74.4,1986
kgz,74.1,1987
kgz,74.5,1988
kgz,74.4,1989
kgz,74.3,1990
kgz,74.3,1991
kgz,74.3,1992
kgz,74.3,1993
kgz,74.3,1994
kgz,74.3,1995
kgz,74.2,1996
kgz,74.2,1997
kgz,74.2,1998
kgz,74.1,1999
kgz,74.1,2000
kgz,74.0,2001
kgz,73.9,2002
kgz,74.1,2003
kgz,74.2,2004
kgz,74.1,2005
kgz,74.4,2006
kgz,74.9,2007
lao,84.6,1980
lao,84.3,1981
lao,84.2,1982
lao,84.0,1983
lao,83.9,1984
lao,83.7,1985
lao,83.6,1986
lao,83.9,1987
lao,84.2,1988
lao,83.6,1989
lao,83.4,1990
lao,83.4,1991
lao,83.2,1992
lao,83.1,1993
lao,82.8,1994
lao,82.6,1995
lao,82.5,1996
lao,82.2,1997
lao,82.1,1998
lao,82.0,1999
lao,81.6,2000
lao,81.4,2001
lao,81.1,2002
lao,80.6,2003
lao,80.3,2004
lao,79.8,2005
lao,79.4,2006
lao,79.5,2007
lva,77.0,1980
lva,77.2,1981
lva,77.5,1982
lva,77.7,1983
lva,77.9,1984
lva,78.1,1985
lva,78.1,1986
lva,78.0,1987
lva,77.8,1988
lva,77.6,1989
lva,76.7,1990
lva,75.7,1991
lva,74.7,1992
lva,73.5,1993
lva,72.2,1994
lva,70.8,1995
lva,69.3,1996
lva,67.9,1997
lva,68.0,1998
lva,67.2,1999
lva,64.0,2000
lva,64.8,2001
lva,66.5,2002
lva,66.1,2003
lva,66.5,2004
lva,67.0,2005
lva,68.9,2006
lva,68.7,2007
lbn,82.9,1980
lbn,83.3,1981
lbn,83.8,1982
lbn,83.8,1983
lbn,83.9,1984
lbn,84.2,1985
lbn,84.8,1986
lbn,84.8,1987
lbn,85.0,1988
lbn,85.0,1989
lbn,83.1,1990
lbn,79.7,1991
lbn,79.4,1992
lbn,79.2,1993
lbn,78.9,1994
lbn,78.9,1995
lbn,78.7,1996
lbn,78.4,1997
lbn,78.3,1998
lbn,78.5,1999
lbn,78.6,2000
lbn,78.3,2001
lbn,78.0,2002
lbn,77.5,2003
lbn,77.3,2004
lbn,77.4,2005
lbn,77.6,2006
lbn,77.3,2007
lso,86.2,1980
lso,86.5,1981
lso,87.1,1982
lso,87.5,1983
lso,87.2,1984
lso,86.8,1985
lso,86.9,1986
lso,86.8,1987
lso,86.2,1988
lso,85.6,1989
lso,85.4,1990
lso,84.8,1991
lso,84.3,1992
lso,83.9,1993
lso,83.4,1994
lso,82.7,1995
lso,81.4,1996
lso,80.3,1997
lso,80.0,1998
lso,79.5,1999
lso,78.9,2000
lso,78.0,2001
lso,77.4,2002
lso,76.8,2003
lso,76.3,2004
lso,75.9,2005
lso,75.2,2006
lso,75.0,2007
lbr,84.4,1980
lbr,84.6,1981
lbr,84.7,1982
lbr,84.9,1983
lbr,85.0,1984
lbr,85.1,1985
lbr,85.0,1986
lbr,85.2,1987
lbr,85.2,1988
lbr,85.2,1989
lbr,85.2,1990
lbr,85.2,1991
