geo,aged_25_54_labour_force_participation_rate_percent,time
ecu,64.1,1988
ecu,64.1,1989
ecu,64.1,1990
ecu,65.0,1991
ecu,65.8,1992
ecu,66.6,1993
ecu,67.6,1994
ecu,68.4,1995
ecu,69.3,1996
ecu,70.1,1997
ecu,70.8,1998
ecu,71.4,1999
ecu,72.2,2000
ecu,72.9,2001
ecu,73.7,2002
ecu,74.4,2003
ecu,75.3,2004
ecu,76.1,2005
ecu,76.9,2006
ecu,77.0,2007
egy,56.4,1980
egy,56.8,1981
egy,57.2,1982
egy,57.7,1983
egy,57.7,1984
egy,58.4,1985
egy,59.2,1986
egy,60.2,1987
egy,61.0,1988
egy,61.8,1989
egy,61.8,1990
egy,61.4,1991
egy,59.5,1992
egy,60.5,1993
egy,60.4,1994
egy,59.8,1995
egy,59.7,1996
egy,59.5,1997
egy,59.3,1998
egy,59.3,1999
egy,61.1,2000
egy,62.4,2001
egy,62.4,2002
egy,62.6,2003
egy,62.8,2004
egy,62.9,2005
egy,63.0,2006
egy,63.3,2007
slv,71.5,1980
slv,72.3,1981
slv,73.1,1982
slv,73.9,1983
slv,74.7,1984
slv,75.5,1985
slv,76.3,1986
slv,77.1,1987
slv,77.9,1988
slv,78.8,1989
slv,79.5,1990
slv,78.9,1991
slv,71.6,1992
slv,72.4,1993
slv,74.4,1994
slv,73.7,1995
slv,73.1,1996
slv,73.7,1997
slv,74.9,1998
slv,75.2,1999
slv,75.1,2000
slv,75.1,2001
slv,75.1,2002
slv,76.1,2003
slv,74.8,2004
slv,75.3,2005
slv,75.8,2006
slv,76.4,2007
gnq,69.5,1980
gnq,69.4,1981
gnq,69.4,1982
gnq,69.4,1983
gnq,69.3,1984
gnq,69.3,1985
gnq,69.2,1986
gnq,69.1,1987
gnq,69.0,1988
gnq,68.9,1989
gnq,68.8,1990
gnq,68.7,1991
gnq,68.6,1992
gnq,68.6,1993
gnq,68.6,1994
gnq,68.6,1995
gnq,68.9,1996
gnq,69.2,1997
gnq,69.3,1998
gnq,70.2,1999
gnq,70.5,2000
gnq,70.7,2001
gnq,70.7,2002
gnq,70.8,2003
gnq,70.9,2004
gnq,70.9,2005
gnq,70.9,2006
gnq,68.8,2007
eri,76.3,1980
eri,76.2,1981
eri,75.9,1982
eri,75.7,1983
eri,75.4,1984
eri,75.4,1985
eri,75.6,1986
eri,75.9,1987
eri,76.1,1988
eri,76.3,1989
eri,76.3,1990
eri,76.2,1991
eri,75.9,1992
eri,76.4,1993
eri,77.2,1994
eri,77.2,1995
eri,77.7,1996
eri,78.1,1997
eri,78.3,1998
eri,78.4,1999
eri,77.9,2000
eri,78.4,2001
eri,78.6,2002
eri,78.9,2003
eri,79.0,2004
eri,79.2,2005
eri,79.2,2006
eri,79.2,2007
est,88.7,1980
est,88.7,1981
est,88.8,1982
est,88.9,1983
est,89.0,1984
est,89.1,1985
est,89.1,1986
est,89.0,1987
est,89.0,1988
est,88.9,1989
est,88.8,1990
est,88.0,1991
est,88.2,1992
est,88.4,1993
est,88.6,1994
est,88.6,1995
est,88.2,1996
est,87.6,1997
est,88.0,1998
est,87.5,1999
est,86.8,2000
est,86.2,2001
est,85.3,2002
est,85.6,2003
est,85.7,2004
est,85.7,2005
est,85.2,2006
est,84.5,2007
eth,78.8,1980
eth,78.9,1981
eth,78.8,1982
eth,78.9,1983
eth,78.8,1984
eth,79.2,1985
eth,79.7,1986
eth,80.1,1987
eth,80.5,1988
eth,81.0,1989
eth,81.4,1990
eth,81.8,1991
eth,82.2,1992
eth,82.7,1993
eth,83.1,1994
eth,84.0,1995
eth,85.0,1996
eth,85.8,1997
eth,86.6,1998
eth,87.4,1999
eth,88.2,2000
eth,89.0,2001
eth,89.7,2002
eth,90.4,2003
eth,91.1,2004
eth,91.6,2005
eth,92.0,2006
eth,92.7,2007
fji,60.6,1980
fji,60.7,1981
fji,60.6,1982
fji,60.5,1983
fji,60.6,1984
fji,60.5,1985
fji,60.6,1986
fji,61.4,1987
fji,62.2,1988
fji,63.1,1989
fji,63.9,1990
fji,64.9,1991
fji,65.8,1992
fji,66.8,1993
fji,67.8,1994
fji,68.8,1995
fji,69.8,1996
fji,69.8,1997
fji,69.9,1998
fji,70.1,1999
fji,69.7,2000
fji,69.8,2001
fji,69.9,2002
fji,69.9,2003
fji,70.0,2004
fji,70.0,2005
fji,70.1,2006
fji,70.0,2007
fin,87.9,1980
fin,88.7,1981
fin,89.3,1982
fin,89.4,1983
fin,89.5,1984
fin,89.8,1985
fin,90.2,1986
fin,90.2,1987
fin,90.3,1988
fin,90.5,1989
fin,89.8,1990
fin,88.7,1991
fin,87.8,1992
fin,87.1,1993
fin,87.2,1994
fin,87.6,1995
fin,87.4,1996
fin,86.8,1997
fin,87.3,1998
fin,87.7,1999
fin,87.9,2000
fin,88.0,2001
fin,88.0,2002
fin,87.3,2003
fin,87.2,2004
fin,87.8,2005
fin,87.8,2006
fin,87.9,2007
fra,80.4,1980
fra,80.7,1981
fra,81.2,1982
fra,81.7,1983
fra,82.1,1984
fra,82.5,1985
fra,83.2,1986
fra,83.2,1987
fra,83.5,1988
fra,83.9,1989
fra,84.1,1990
fra,84.6,1991
fra,85.0,1992
fra,85.5,1993
fra,85.9,1994
fra,86.1,1995
fra,86.5,1996
fra,86.1,1997
fra,86.2,1998
fra,86.3,1999
fra,86.2,2000
fra,86.3,2001
fra,86.4,2002
fra,86.7,2003
fra,87.0,2004
fra,87.2,2005
fra,87.5,2006
fra,87.3,2007
guf,81.6,1980
guf,81.6,1981
guf,81.3,1982
guf,81.3,1983
guf,81.2,1984
guf,81.1,1985
guf,81.0,1986
guf,80.9,1987
guf,80.8,1988
guf,80.6,1989
guf,80.4,1990
guf,80.4,1991
guf,80.3,1992
guf,80.2,1993
guf,80.2,1994
guf,80.1,1995
guf,80.0,1996
guf,79.9,1997
guf,79.7,1998
guf,79.6,1999
guf,79.7,2000
guf,79.7,2001
guf,79.7,2002
guf,79.8,2003
guf,79.8,2004
guf,79.9,2005
guf,80.1,2006
guf,80.2,2007
pyf,74.9,1980
pyf,75.0,1981
pyf,75.2,1982
pyf,75.2,1983
pyf,75.5,1984
pyf,75.8,1985
pyf,76.0,1986
pyf,76.2,1987
pyf,76.3,1988
pyf,76.3,1989
pyf,76.3,1990
pyf,76.3,1991
pyf,76.3,1992
pyf,76.2,1993
pyf,76.2,1994
pyf,76.1,1995
pyf,76.1,1996
pyf,76.0,1997
pyf,76.1,1998
pyf,76.0,1999
pyf,76.0,2000
pyf,75.8,2001
pyf,75.7,2002
pyf,75.6,2003
pyf,75.5,2004
pyf,75.4,2005
pyf,75.4,2006
pyf,75.3,2007
gab,85.0,1980
gab,84.9,1981
gab,84.6,1982
gab,84.6,1983
gab,84.5,1984
gab,84.3,1985
gab,84.1,1986
gab,83.2,1987
gab,83.5,1988
gab,83.6,1989
gab,83.8,1990
gab,83.9,1991
gab,83.8,1992
gab,83.7,1993
gab,83.8,1994
gab,84.1,1995
gab,84.2,1996
gab,84.3,1997
gab,84.3,1998
gab,84.1,1999
gab,84.3,2000
gab,84.5,2001
gab,84.7,2002
gab,84.8,2003
gab,85.0,2004
gab,85.1,2005
gab,85.2,2006
gab,85.3,2007
gmb,84.6,1980
gmb,84.6,1981
gmb,84.4,1982
gmb,84.8,1983
gmb,84.5,1984
gmb,84.5,1985
gmb,84.9,1986
gmb,84.3,1987
gmb,84.4,1988
gmb,84.7,1989
gmb,84.8,1990
gmb,84.7,1991
gmb,84.6,1992
gmb,84.6,1993
gmb,84.6,1994
gmb,84.5,1995
gmb,84.5,1996
gmb,84.6,1997
gmb,84.8,1998
gmb,84.9,1999
gmb,85.0,2000
gmb,85.2,2001
gmb,85.1,2002
gmb,85.2,2003
gmb,85.3,2004
gmb,85.4,2005
gmb,85.6,2006
gmb,85.9,2007
geo,92.8,1980
geo,92.6,1981
geo,92.5,1982
geo,92.4,1983
geo,92.2,1984
geo,92.0,1985
geo,92.3,1986
geo,92.3,1987
geo,92.0,1988
geo,92.3,1989
geo,93.1,1990
geo,84.6,1991
geo,81.2,1992
geo,77.9,1993
geo,76.8,1994
geo,77.8,1995
geo,79.2,1996
geo,79.9,1997
geo,80.3,1998
geo,80.8,1999
geo,77.0,2000
geo,80.4,2001
geo,78.8,2002
geo,79.4,2003
geo,79.6,2004
geo,79.6,2005
geo,80.1,2006
geo,79.7,2007
deu,76.0,1980
deu,76.2,1981
deu,76.5,1982
deu,76.2,1983
deu,76.8,1984
deu,77.7,1985
deu,77.9,1986
deu,78.0,1987
deu,78.6,1988
deu,79.0,1989
deu,80.8,1990
deu,83.4,1991
deu,83.2,1992
deu,83.2,1993
deu,83.0,1994
deu,83.2,1995
deu,83.6,1996
deu,84.2,1997
deu,85.2,1998
deu,85.3,1999
deu,85.4,2000
deu,85.7,2001
deu,85.9,2002
deu,86.1,2003
deu,86.5,2004
deu,86.5,2005
deu,87.2,2006
deu,87.2,2007
gha,88.0,1980
gha,88.0,1981
gha,87.8,1982
gha,87.7,1983
gha,87.8,1984
gha,87.8,1985
gha,87.9,1986
gha,87.9,1987
gha,88.0,1988
gha,88.0,1989
gha,88.0,1990
gha,88.1,1991
gha,88.1,1992
gha,88.2,1993
gha,88.3,1994
gha,88.4,1995
gha,88.5,1996
gha,88.5,1997
gha,88.6,1998
gha,88.7,1999
gha,88.8,2000
gha,88.9,2001
gha,89.0,2002
gha,89.1,2003
gha,89.2,2004
gha,89.2,2005
gha,89.3,2006
gha,89.3,2007
grc,69.4,1980
grc,69.3,1981
grc,69.1,1982
grc,68.8,1983
grc,69.7,1984
grc,70.7,1985
grc,70.9,1986
grc,71.0,1987
grc,72.1,1988
grc,72.9,1989
grc,73.0,1990
grc,71.6,1991
grc,72.9,1992
grc,73.4,1993
grc,74.4,1994
grc,74.9,1995
grc,76.1,1996
grc,76.3,1997
grc,77.4,1998
grc,78.4,1999
grc,78.4,2000
grc,78.1,2001
grc,79.0,2002
grc,79.8,2003
grc,81.3,2004
grc,81.7,2005
grc,82.0,2006
grc,82.4,2007
glp,76.7,1980
glp,76.7,1981
glp,76.5,1982
glp,78.1,1983
glp,79.6,1984
glp,80.9,1985
glp,82.1,1986
glp,82.6,1987
glp,83.1,1988
glp,83.5,1989
glp,83.8,1990
glp,84.1,1991
glp,84.4,1992
glp,84.6,1993
glp,84.8,1994
glp,85.0,1995
glp,85.2,1996
glp,85.3,1997
glp,85.4,1998
glp,85.4,1999
glp,85.7,2000
glp,85.8,2001
glp,85.9,2002
glp,86.2,2003
glp,86.1,2004
glp,86.3,2005
glp,86.6,2006
glp,86.6,2007
gum,76.8,1980
gum,76.9,1981
gum,77.0,1982
gum,77.2,1983
gum,77.4,1984
gum,77.6,1985
gum,77.7,1986
gum,77.9,1987
gum,78.0,1988
gum,78.2,1989
gum,78.3,1990
gum,78.6,1991
gum,78.9,1992
gum,79.1,1993
gum,79.4,1994
gum,79.5,1995
gum,79.6,1996
gum,79.7,1997
gum,79.7,1998
gum,79.9,1999
gum,80.1,2000
gum,80.5,2001
gum,81.0,2002
gum,81.5,2003
gum,81.9,2004
gum,82.2,2005
gum,82.4,2006
gum,82.7,2007
gtm,66.7,1980
gtm,66.5,1981
gtm,65.7,1982
gtm,65.1,1983
gtm,64.9,1984
gtm,64.4,1985
gtm,64.3,1986
gtm,64.3,1987
gtm,64.6,1988
gtm,64.8,1989
gtm,64.0,1990
gtm,63.1,1991
gtm,62.1,1992
gtm,60.9,1993
gtm,59.6,1994
gtm,58.1,1995
gtm,56.4,1996
gtm,54.4,1997
gtm,52.2,1998
gtm,49.7,1999
gtm,54.2,2000
gtm,58.7,2001
gtm,63.0,2002
gtm,67.2,2003
gtm,71.2,2004
gtm,71.4,2005
gtm,71.9,2006
gtm,73.4,2007
gin,93.2,1980
gin,93.2,1981
gin,93.2,1982
gin,93.1,1983
gin,93.1,1984
gin,93.1,1985
gin,93.1,1986
gin,93.0,1987
gin,93.1,1988
gin,93.1,1989
gin,93.1,1990
gin,93.1,1991
gin,93.0,1992
gin,93.0,1993
gin,93.0,1994
gin,93.0,1995
gin,93.1,1996
gin,93.1,1997
gin,93.2,1998
gin,93.2,1999
gin,93.3,2000
gin,93.3,2001
gin,93.3,2002
gin,93.3,2003
gin,93.4,2004
gin,93.4,2005
gin,93.4,2006
gin,93.5,2007
gnb,77.9,1980
gnb,78.3,1981
gnb,78.4,1982
gnb,77.9,1983
gnb,78.2,1984
gnb,77.7,1985
gnb,78.1,1986
gnb,78.3,1987
gnb,78.4,1988
gnb,78.5,1989
gnb,78.6,1990
gnb,78.7,1991
gnb,78.5,1992
gnb,78.4,1993
gnb,78.3,1994
gnb,78.4,1995
gnb,78.7,1996
gnb,78.8,1997
gnb,76.9,1998
gnb,77.1,1999
gnb,77.2,2000
gnb,77.1,2001
gnb,76.3,2002
gnb,76.1,2003
gnb,75.9,2004
gnb,75.9,2005
gnb,75.8,2006
gnb,75.2,2007
guy,62.6,1980
guy,63.2,1981
guy,63.7,1982
guy,64.3,1983
guy,64.9,1984
guy,65.5,1985
guy,66.1,1986
guy,66.7,1987
guy,67.1,1988
guy,67.4,1989
guy,67.7,1990
guy,68.1,1991
guy,68.4,1992
guy,68.8,1993
guy,69.3,1994
guy,69.8,1995
guy,71.0,1996
guy,72.8,1997
guy,72.5,1998
guy,72.5,1999
guy,73.0,2000
guy,74.6,2001
guy,75.6,2002
guy,76.4,2003
guy,77.4,2004
guy,78.3,2005
guy,80.4,2006
guy,80.3,2007
hti,81.7,1980
hti,80.2,1981
hti,78.5,1982
hti,78.2,1983
hti,77.6,1984
hti,77.0,1985
hti,76.3,1986
hti,75.6,1987
hti,74.9,1988
hti,73.8,1989
hti,72.8,1990
hti,73.3,1991
hti,69.6,1992
hti,68.7,1993
hti,66.4,1994
hti,65.1,1995
hti,65.4,1996
hti,65.4,1997
hti,65.3,1998
hti,65.3,1999
hti,64.9,2000
hti,64.3,2001
hti,63.9,2002
hti,63.5,2003
hti,62.9,2004
hti,63.0,2005
hti,63.3,2006
hti,63.1,2007
hnd,66.0,1980
hnd,65.9,1981
hnd,65.7,1982
hnd,65.9,1983
hnd,66.1,1984
hnd,66.8,1985
hnd,67.5,1986
hnd,68.1,1987
hnd,68.8,1988
hnd,69.4,1989
hnd,70.1,1990
hnd,70.8,1991
hnd,71.4,1992
hnd,72.1,1993
hnd,72.7,1994
hnd,73.4,1995
hnd,74.0,1996
hnd,74.6,1997
hnd,75.2,1998
hnd,75.9,1999
hnd,74.9,2000
hnd,73.9,2001
hnd,72.9,2002
hnd,71.9,2003
hnd,70.9,2004
hnd,69.9,2005
hnd,70.7,2006
hnd,70.2,2007
hkg,75.0,1980
hkg,76.6,1981
hkg,76.7,1982
hkg,77.5,1983
hkg,78.4,1984
hkg,78.1,1985
hkg,78.8,1986
hkg,79.0,1987
hkg,79.2,1988
hkg,78.7,1989
hkg,78.7,1990
hkg,79.2,1991
hkg,78.5,1992
hkg,78.3,1993
hkg,78.6,1994
hkg,78.9,1995
hkg,78.8,1996
hkg,79.0,1997
hkg,79.1,1998
hkg,79.3,1999
hkg,79.5,2000
hkg,80.1,2001
hkg,80.8,2002
hkg,80.7,2003
hkg,81.0,2004
hkg,81.1,2005
hkg,81.5,2006
hkg,82.3,2007
hun,86.0,1980
hun,85.9,1981
hun,85.8,1982
hun,85.7,1983
hun,85.5,1984
hun,85.4,1985
hun,85.2,1986
hun,85.0,1987
hun,84.8,1988
hun,84.6,1989
hun,84.3,1990
hun,83.7,1991
hun,82.9,1992
hun,80.8,1993
hun,79.0,1994
hun,77.5,1995
hun,77.1,1996
hun,75.8,1997
hun,75.4,1998
hun,77.0,1999
hun,77.4,2000
hun,77.1,2001
hun,77.0,2002
hun,77.9,2003
hun,77.9,2004
hun,78.8,2005
hun,79.8,2006
hun,79.8,2007
isl,88.1,1980
isl,88.5,1981
isl,88.9,1982
isl,89.0,1983
isl,89.0,1984
isl,89.0,1985
isl,89.2,1986
isl,89.5,1987
isl,90.0,1988
isl,90.1,1989
isl,90.1,1990
isl,90.1,1991
isl,90.9,1992
isl,90.9,1993
isl,91.2,1994
isl,92.4,1995
isl,91.6,1996
isl,90.9,1997
isl,90.7,1998
isl,92.0,1999
isl,92.1,2000
isl,92.2,2001
isl,92.5,2002
isl,91.4,2003
isl,89.8,2004
isl,89.7,2005
isl,90.7,2006
isl,91.1,2007
ind,69.5,1980
ind,69.5,1981
ind,69.6,1982
ind,69.7,1983
ind,69.8,1984
ind,69.9,1985
ind,70.0,1986
ind,70.2,1987
ind,70.3,1988
ind,70.4,1989
ind,70.6,1990
ind,70.7,1991
ind,70.9,1992
ind,71.0,1993
ind,71.2,1994
ind,71.1,1995
ind,70.9,1996
ind,70.8,1997
ind,70.6,1998
ind,70.5,1999
ind,70.3,2000
ind,70.3,2001
ind,70.2,2002
ind,70.2,2003
ind,70.1,2004
ind,70.3,2005
ind,70.5,2006
ind,70.1,2007
idn,73.0,1980
idn,73.2,1981
idn,73.2,1982
idn,73.2,1983
idn,73.3,1984
idn,73.3,1985
idn,77.8,1986
idn,78.2,1987
idn,78.5,1988
idn,77.8,1989
idn,77.3,1990
idn,76.8,1991
idn,76.4,1992
idn,76.5,1993
idn,76.6,1994
idn,76.7,1995
idn,76.7,1996
idn,76.8,1997
idn,77.9,1998
idn,77.8,1999
idn,77.4,2000
idn,77.0,2001
idn,76.6,2002
idn,76.8,2003
idn,76.9,2004
idn,77.1,2005
idn,76.1,2006
idn,76.7,2007
irn,58.6,1980
irn,58.6,1981
irn,58.6,1982
irn,58.6,1983
irn,58.7,1984
irn,58.8,1985
irn,58.9,1986
irn,59.2,1987
irn,59.5,1988
irn,59.7,1989
irn,60.0,1990
irn,60.2,1991
irn,60.5,1992
irn,60.8,1993
irn,61.0,1994
irn,61.3,1995
irn,61.5,1996
irn,61.7,1997
irn,61.9,1998
irn,62.1,1999
irn,62.3,2000
irn,62.6,2001
irn,62.8,2002
irn,63.1,2003
irn,63.3,2004
irn,63.6,2005
irn,64.0,2006
irn,64.3,2007
irq,53.1,1980
irq,53.2,1981
irq,53.4,1982
irq,53.5,1983
irq,53.7,1984
irq,53.8,1985
irq,53.9,1986
irq,54.0,1987
irq,54.0,1988
irq,54.0,1989
irq,54.1,1990
irq,54.1,1991
irq,54.1,1992
irq,54.1,1993
irq,54.1,1994
irq,54.1,1995
irq,54.2,1996
irq,54.2,1997
irq,54.2,1998
irq,54.2,1999
irq,54.2,2000
irq,54.1,2001
irq,54.1,2002
irq,54.0,2003
irq,53.9,2004
irq,53.9,2005
irq,53.9,2006
irq,54.1,2007
irl,62.5,1980
irl,63.0,1981
irl,63.6,1982
irl,64.2,1983
irl,64.8,1984
irl,65.4,1985
irl,65.9,1986
irl,66.6,1987
irl,67.4,1988
irl,68.1,1989
irl,68.8,1990
irl,69.5,1991
irl,70.5,1992
irl,71.4,1993
irl,72.4,1994
irl,72.7,1995
irl,74.6,1996
irl,74.5,1997
irl,76.1,1998
irl,77.2,1999
irl,78.5,2000
irl,78.9,2001
irl,79.5,2002
irl,79.1,2003
irl,79.9,2004
irl,80.9,2005
irl,81.4,2006
irl,82.1,2007
isr,68.2,1980
isr,68.9,1981
isr,69.0,1982
isr,69.7,1983
isr,70.4,1984
isr,70.4,1985
isr,70.3,1986
isr,70.6,1987
isr,71.6,1988
isr,72.7,1989
isr,72.3,1990
isr,72.6,1991
isr,73.4,1992
isr,74.2,1993
isr,74.9,1994
isr,75.1,1995
isr,75.2,1996
isr,75.2,1997
isr,75.4,1998
isr,75.8,1999
isr,76.1,2000
isr,75.9,2001
isr,76.1,2002
isr,76.6,2003
isr,76.8,2004
isr,76.8,2005
isr,77.1,2006
isr,76.8,2007
ita,69.9,1980
ita,70.2,1981
ita,70.0,1982
ita,70.4,1983
ita,71.0,1984
ita,71.2,1985
ita,71.9,1986
ita,72.7,1987
ita,73.2,1988
ita,73.7,1989
ita,73.9,1990
ita,74.1,1991
ita,74.5,1992
ita,71.9,1993
ita,71.8,1994
ita,71.8,1995
ita,72.1,1996
ita,72.3,1997
ita,73.0,1998
ita,73.7,1999
ita,74.2,2000
ita,75.1,2001
ita,75.8,2002
ita,76.3,2003
ita,77.5,2004
ita,77.4,2005
ita,77.9,2006
ita,79.1,2007
jam,91.6,1980
jam,91.5,1981
jam,91.8,1982
jam,91.6,1983
jam,91.4,1984
jam,91.3,1985
jam,91.1,1986
jam,90.8,1987
jam,90.6,1988
jam,90.4,1989
jam,90.1,1990
jam,90.5,1991
jam,90.8,1992
jam,91.1,1993
jam,91.4,1994
jam,90.9,1995
jam,90.3,1996
jam,89.7,1997
jam,89.0,1998
jam,88.3,1999
jam,87.5,2000
jam,86.7,2001
jam,85.9,2002
jam,85.0,2003
jam,84.7,2004
jam,84.8,2005
jam,84.8,2006
jam,83.8,2007
jpn,76.8,1980
jpn,77.1,1981
jpn,77.7,1982
jpn,78.4,1983
jpn,78.5,1984
jpn,78.5,1985
jpn,78.8,1986
jpn,79.1,1987
jpn,79.6,1988
jpn,80.1,1989
jpn,80.9,1990
jpn,81.2,1991
jpn,81.6,1992
jpn,81.5,1993
jpn,81.5,1994
jpn,81.5,1995
jpn,81.8,1996
jpn,82.2,1997
jpn,82.1,1998
jpn,81.9,1999
jpn,81.9,2000
jpn,82.2,2001
jpn,82.1,2002
jpn,82.2,2003
jpn,82.3,2004
jpn,82.6,2005
jpn,82.9,2006
jpn,82.7,2007
jor,52.5,1980
jor,52.5,1981
jor,52.7,1982
jor,53.0,1983
jor,53.1,1984
jor,53.3,1985
jor,53.2,1986
jor,53.1,1987
jor,53.1,1988
jor,53.6,1989
jor,54.1,1990
jor,54.8,1991
jor,56.7,1992
jor,58.2,1993
jor,58.9,1994
jor,59.3,1995
jor,59.5,1996
jor,59.5,1997
jor,59.4,1998
jor,59.2,1999
jor,59.2,2000
jor,59.3,2001
jor,59.4,2002
jor,59.5,2003
jor,59.6,2004
jor,59.6,2005
jor,59.7,2006
jor,59.4,2007
kaz,92.6,1980
kaz,92.6,1981
kaz,92.6,1982
kaz,92.7,1983
kaz,92.7,1984
kaz,92.7,1985
kaz,92.7,1986
kaz,92.7,1987
kaz,92.5,1988
kaz,92.5,1989
kaz,92.4,1990
kaz,92.5,1991
kaz,92.6,1992
kaz,92.7,1993
kaz,92.7,1994
kaz,92.7,1995
kaz,92.6,1996
kaz,92.5,1997
kaz,92.3,1998
kaz,92.1,1999
kaz,91.9,2000
kaz,91.7,2001
kaz,91.5,2002
kaz,91.4,2003
kaz,91.2,2004
kaz,91.2,2005
kaz,91.2,2006
kaz,91.3,2007
ken,89.4,1980
ken,89.3,1981
ken,89.2,1982
ken,89.1,1983
ken,89.1,1984
ken,89.1,1985
ken,89.2,1986
ken,89.3,1987
ken,89.5,1988
ken,89.5,1989
ken,89.6,1990
ken,89.6,1991
ken,89.7,1992
ken,89.8,1993
ken,89.8,1994
ken,89.9,1995
ken,89.9,1996
ken,89.9,1997
ken,90.0,1998
ken,90.0,1999
ken,90.0,2000
ken,90.2,2001
ken,90.2,2002
ken,90.3,2003
ken,90.4,2004
ken,90.4,2005
ken,90.5,2006
ken,90.6,2007
prk,74.2,1980
prk,74.4,1981
prk,74.5,1982
prk,74.6,1983
prk,74.7,1984
prk,75.0,1985
prk,75.3,1986
prk,75.7,1987
prk,76.2,1988
prk,76.6,1989
prk,77.1,1990
prk,77.5,1991
prk,77.8,1992
prk,78.2,1993
prk,78.6,1994
prk,79.0,1995
prk,79.4,1996
prk,79.8,1997
prk,80.3,1998
prk,80.8,1999
prk,81.3,2000
prk,81.9,2001
prk,82.6,2002
prk,83.2,2003
prk,83.8,2004
prk,84.3,2005
prk,84.7,2006
prk,85.1,2007
kor,71.4,1980
kor,71.4,1981
kor,72.1,1982
kor,71.6,1983
kor,70.2,1984
kor,71.1,1985
kor,71.8,1986
kor,72.8,1987
kor,73.2,1988
kor,74.3,1989
kor,74.6,1990
kor,74.7,1991
kor,74.5,1992
kor,74.7,1993
kor,75.1,1994
kor,75.4,1995
kor,75.9,1996
kor,76.5,1997
kor,75.0,1998
kor,74.6,1999
kor,75.2,2000
kor,75.3,2001
kor,75.7,2002
kor,75.4,2003
kor,75.9,2004
kor,76.0,2005
kor,76.4,2006
kor,76.0,2007
kwt,71.5,1980
kwt,73.5,1981
kwt,74.1,1982
kwt,74.0,1983
kwt,74.7,1984
kwt,75.4,1985
kwt,76.2,1986
kwt,76.9,1987
kwt,77.7,1988
kwt,77.3,1989
kwt,77.3,1990
kwt,77.6,1991
kwt,78.2,1992
kwt,79.0,1993
kwt,79.9,1994
kwt,80.5,1995
kwt,81.2,1996
kwt,81.7,1997
kwt,81.8,1998
kwt,81.8,1999
kwt,81.8,2000
kwt,81.8,2001
kwt,81.5,2002
kwt,80.9,2003
kwt,81.0,2004
kwt,80.7,2005
kwt,80.4,2006
kwt,80.4,2007
kgz,89.6,1980
kgz,89.7,1981
kgz,89.9,1982
kgz,90.1,1983
kgz,90.2,1984
kgz,90.3,1985
kgz,90.3,1986
kgz,90.3,1987
kgz,90.3,1988
kgz,90.3,1989
kgz,90.0,1990
kgz,89.7,1991
kgz,89.4,1992
kgz,89.1,1993
kgz,88.7,1994
kgz,88.1,1995
kgz,87.5,1996
kgz,86.7,1997
kgz,85.8,1998
kgz,84.9,1999
kgz,83.9,2000
kgz,83.0,2001
kgz,82.0,2002
kgz,82.5,2003
kgz,82.8,2004
kgz,82.4,2005
kgz,82.6,2006
kgz,82.0,2007
lao,93.6,1980
lao,93.6,1981
lao,93.7,1982
lao,93.7,1983
lao,93.8,1984
lao,93.8,1985
lao,93.9,1986
lao,93.9,1987
lao,93.9,1988
lao,94.0,1989
lao,94.1,1990
lao,94.1,1991
lao,94.2,1992
lao,94.2,1993
lao,94.3,1994
lao,94.4,1995
lao,94.4,1996
lao,94.5,1997
lao,94.6,1998
lao,94.6,1999
lao,94.6,2000
lao,94.6,2001
lao,94.6,2002
lao,94.5,2003
lao,94.5,2004
lao,94.5,2005
lao,94.5,2006
lao,94.5,2007
lva,94.9,1980
lva,94.9,1981
lva,94.9,1982
lva,94.9,1983
lva,94.9,1984
lva,94.9,1985
lva,95.0,1986
lva,95.0,1987
lva,95.0,1988
lva,95.1,1989
lva,94.3,1990
lva,93.4,1991
lva,92.3,1992
lva,91.1,1993
lva,89.7,1994
lva,88.2,1995
lva,86.4,1996
lva,86.4,1997
lva,86.8,1998
lva,86.3,1999
lva,85.8,2000
lva,86.2,2001
lva,85.7,2002
lva,86.2,2003
lva,86.3,2004
lva,85.6,2005
lva,86.3,2006
lva,86.2,2007
lbn,61.7,1980
lbn,61.8,1981
lbn,61.9,1982
lbn,62.0,1983
lbn,62.0,1984
lbn,62.2,1985
lbn,62.4,1986
lbn,62.4,1987
lbn,62.5,1988
lbn,62.7,1989
lbn,62.2,1990
lbn,61.3,1991
lbn,61.8,1992
lbn,62.3,1993
lbn,62.7,1994
lbn,63.1,1995
lbn,63.2,1996
lbn,63.2,1997
lbn,63.2,1998
lbn,63.4,1999
lbn,63.5,2000
lbn,63.4,2001
lbn,63.4,2002
lbn,63.3,2003
lbn,63.4,2004
lbn,63.6,2005
lbn,63.9,2006
lbn,63.8,2007
lso,79.8,1980
lso,79.6,1981
lso,79.2,1982
lso,78.8,1983
lso,79.3,1984
lso,79.7,1985
lso,79.6,1986
lso,79.6,1987
lso,80.2,1988
lso,80.6,1989
lso,80.8,1990
lso,81.1,1991
lso,81.4,1992
lso,81.6,1993
lso,81.9,1994
lso,82.2,1995
lso,82.7,1996
lso,83.0,1997
lso,83.1,1998
lso,83.2,1999
lso,83.3,2000
lso,83.5,2001
lso,83.7,2002
lso,83.8,2003
lso,84.0,2004
lso,84.1,2005
lso,84.2,2006
lso,83.8,2007
