improved_water_source_rural_access_percent,geo,time
100,jpn,1996
100,jpn,1997
100,jpn,1998
100,jpn,1999
100,jpn,2000
100,jpn,2001
100,jpn,2002
100,jpn,2003
100,jpn,2004
100,jpn,2005
100,jpn,2006
100,jpn,2007
100,jpn,2008
100,jpn,2009
100,jpn,2010
90,jor,1991
91,jor,1992
91,jor,1993
91,jor,1994
91,jor,1995
91,jor,1996
91,jor,1997
91,jor,1998
91,jor,1999
91,jor,2000
91,jor,2001
91,jor,2002
91,jor,2003
92,jor,2004
92,jor,2005
92,jor,2006
92,jor,2007
92,jor,2008
92,jor,2009
92,jor,2010
92,kaz,1991
92,kaz,1992
92,kaz,1993
92,kaz,1994
92,kaz,1995
92,kaz,1996
92,kaz,1997
92,kaz,1998
91,kaz,1999
91,kaz,2000
91,kaz,2001
91,kaz,2002
91,kaz,2003
91,kaz,2004
91,kaz,2005
91,kaz,2006
90,kaz,2007
90,kaz,2008
90,kaz,2009
90,kaz,2010
34,ken,1991
35,ken,1992
36,ken,1993
37,ken,1994
38,ken,1995
39,ken,1996
40,ken,1997
41,ken,1998
42,ken,1999
43,ken,2000
44,ken,2001
45,ken,2002
45,ken,2003
46,ken,2004
47,ken,2005
48,ken,2006
49,ken,2007
50,ken,2008
51,ken,2009
52,ken,2010
34,kir,1991
36,kir,1992
38,kir,1993
39,kir,1994
41,kir,1995
43,kir,1996
44,kir,1997
46,kir,1998
48,kir,1999
50,kir,2000
51,kir,2001
53,kir,2002
53,kir,2003
53,kir,2004
53,kir,2005
53,kir,2006
100,prk,1991
100,prk,1992
100,prk,1993
100,prk,1994
100,prk,1995
100,prk,1996
100,prk,1997
100,prk,1998
100,prk,1999
99,prk,2000
99,prk,2001
99,prk,2002
99,prk,2003
99,prk,2004
98,prk,2005
98,prk,2006
98,prk,2007
98,prk,2008
97,prk,2009
97,prk,2010
67,kor,1991
67,kor,1992
67,kor,1993
67,kor,1994
67,kor,1995
69,kor,1996
71,kor,1997
72,kor,1998
74,kor,1999
75,kor,2000
77,kor,2001
78,kor,2002
80,kor,2003
82,kor,2004
83,kor,2005
85,kor,2006
86,kor,2007
88,kor,2008
88,kor,2009
88,kor,2010
99,kwt,1991
99,kwt,1992
99,kwt,1993
99,kwt,1994
99,kwt,1995
99,kwt,1996
99,kwt,1997
99,kwt,1998
99,kwt,1999
99,kwt,2000
99,kwt,2001
99,kwt,2002
99,kwt,2003
99,kwt,2004
99,kwt,2005
99,kwt,2006
99,kwt,2007
99,kwt,2008
99,kwt,2009
99,kwt,2010
66,kgz,1991
66,kgz,1992
66,kgz,1993
66,kgz,1994
66,kgz,1995
67,kgz,1996
69,kgz,1997
70,kgz,1998
72,kgz,1999
73,kgz,2000
75,kgz,2001
76,kgz,2002
77,kgz,2003
79,kgz,2004
80,kgz,2005
82,kgz,2006
83,kgz,2007
85,kgz,2008
85,kgz,2009
85,kgz,2010
32,lao,1994
32,lao,1995
32,lao,1996
32,lao,1997
32,lao,1998
35,lao,1999
37,lao,2000
40,lao,2001
42,lao,2002
45,lao,2003
47,lao,2004
50,lao,2005
52,lao,2006
54,lao,2007
57,lao,2008
59,lao,2009
62,lao,2010
96,lva,1991
96,lva,1992
96,lva,1993
96,lva,1994
96,lva,1995
96,lva,1996
96,lva,1997
96,lva,1998
96,lva,1999
96,lva,2000
96,lva,2001
96,lva,2002
96,lva,2003
96,lva,2004
96,lva,2005
96,lva,2006
96,lva,2007
96,lva,2008
96,lva,2009
96,lva,2010
100,lbn,1991
100,lbn,1992
100,lbn,1993
100,lbn,1994
100,lbn,1995
100,lbn,1996
100,lbn,1997
100,lbn,1998
100,lbn,1999
100,lbn,2000
100,lbn,2001
100,lbn,2002
100,lbn,2003
100,lbn,2004
100,lbn,2005
100,lbn,2006
100,lbn,2007
100,lbn,2008
100,lbn,2009
100,lbn,2010
78,lso,1991
78,lso,1992
78,lso,1993
78,lso,1994
77,lso,1995
77,lso,1996
77,lso,1997
77,lso,1998
76,lso,1999
76,lso,2000
76,lso,2001
75,lso,2002
75,lso,2003
75,lso,2004
74,lso,2005
74,lso,2006
74,lso,2007
74,lso,2008
73,lso,2009
73,lso,2010
49,lbr,1994
49,lbr,1995
49,lbr,1996
49,lbr,1997
49,lbr,1998
49,lbr,1999
50,lbr,2000
51,lbr,2001
52,lbr,2002
53,lbr,2003
54,lbr,2004
55,lbr,2005
56,lbr,2006
57,lbr,2007
58,lbr,2008
59,lbr,2009
60,lbr,2010
55,lby,1991
55,lby,1992
55,lby,1993
55,lby,1994
55,lby,1995
55,lby,1996
55,lby,1997
55,lby,1998
55,lby,1999
55,lby,2000
55,lby,2001
81,ltu,1997
81,ltu,1998
81,ltu,1999
81,ltu,2000
81,ltu,2001
81,ltu,2002
81,ltu,2003
81,ltu,2004
81,ltu,2005
81,ltu,2006
81,ltu,2007
81,ltu,2008
81,ltu,2009
100,lux,1991
100,lux,1992
100,lux,1993
100,lux,1994
100,lux,1995
100,lux,1996
100,lux,1997
100,lux,1998
100,lux,1999
100,lux,2000
100,lux,2001
100,lux,2002
100,lux,2003
100,lux,2004
100,lux,2005
100,lux,2006
100,lux,2007
100,lux,2008
100,lux,2009
100,lux,2010
99,mkd,1991
99,mkd,1992
99,mkd,1993
99,mkd,1994
99,mkd,1995
99,mkd,1996
99,mkd,1997
99,mkd,1998
99,mkd,1999
99,mkd,2000
99,mkd,2001
99,mkd,2002
99,mkd,2003
99,mkd,2004
99,mkd,2005
99,mkd,2006
99,mkd,2007
99,mkd,2008
99,mkd,2009
99,mkd,2010
15,mdg,1991
16,mdg,1992
17,mdg,1993
18,mdg,1994
19,mdg,1995
20,mdg,1996
21,mdg,1997
22,mdg,1998
23,mdg,1999
24,mdg,2000
25,mdg,2001
26,mdg,2002
27,mdg,2003
28,mdg,2004
29,mdg,2005
30,mdg,2006
31,mdg,2007
32,mdg,2008
33,mdg,2009
34,mdg,2010
37,mwi,1991
39,mwi,1992
42,mwi,1993
44,mwi,1994
46,mwi,1995
48,mwi,1996
51,mwi,1997
53,mwi,1998
55,mwi,1999
57,mwi,2000
59,mwi,2001
62,mwi,2002
64,mwi,2003
66,mwi,2004
68,mwi,2005
71,mwi,2006
73,mwi,2007
75,mwi,2008
77,mwi,2009
80,mwi,2010
83,mys,1991
84,mys,1992
85,mys,1993
86,mys,1994
88,mys,1995
89,mys,1996
90,mys,1997
91,mys,1998
92,mys,1999
93,mys,2000
94,mys,2001
95,mys,2002
96,mys,2003
97,mys,2004
99,mys,2005
99,mys,2006
99,mys,2007
99,mys,2008
99,mys,2009
99,mys,2010
91,mdv,1991
91,mdv,1992
91,mdv,1993
91,mdv,1994
91,mdv,1995
92,mdv,1996
92,mdv,1997
93,mdv,1998
93,mdv,1999
93,mdv,2000
94,mdv,2001
94,mdv,2002
95,mdv,2003
95,mdv,2004
95,mdv,2005
96,mdv,2006
96,mdv,2007
97,mdv,2008
97,mdv,2009
97,mdv,2010
22,mli,1991
24,mli,1992
25,mli,1993
27,mli,1994
28,mli,1995
30,mli,1996
31,mli,1997
33,mli,1998
34,mli,1999
36,mli,2000
37,mli,2001
39,mli,2002
40,mli,2003
42,mli,2004
43,mli,2005
45,mli,2006
47,mli,2007
48,mli,2008
50,mli,2009
51,mli,2010
98,mlt,1991
99,mlt,1992
99,mlt,1993
99,mlt,1994
99,mlt,1995
99,mlt,1996
99,mlt,1997
99,mlt,1998
100,mlt,1999
100,mlt,2000
100,mlt,2001
100,mlt,2002
100,mlt,2003
100,mlt,2004
100,mlt,2005
100,mlt,2006
100,mlt,2007
100,mlt,2008
100,mlt,2009
100,mlt,2010
97,mhl,1991
97,mhl,1992
97,mhl,1993
97,mhl,1994
98,mhl,1995
98,mhl,1996
98,mhl,1997
98,mhl,1998
98,mhl,1999
98,mhl,2000
98,mhl,2001
98,mhl,2002
98,mhl,2003
98,mhl,2004
98,mhl,2005
98,mhl,2006
99,mhl,2007
99,mhl,2008
99,mhl,2009
99,mhl,2010
27,mrt,1991
28,mrt,1992
30,mrt,1993
31,mrt,1994
32,mrt,1995
33,mrt,1996
34,mrt,1997
35,mrt,1998
36,mrt,1999
37,mrt,2000
39,mrt,2001
40,mrt,2002
41,mrt,2003
42,mrt,2004
43,mrt,2005
44,mrt,2006
45,mrt,2007
47,mrt,2008
48,mrt,2009
48,mrt,2010
99,mus,1991
99,mus,1992
99,mus,1993
99,mus,1994
99,mus,1995
99,mus,1996
99,mus,1997
99,mus,1998
99,mus,1999
99,mus,2000
99,mus,2001
99,mus,2002
99,mus,2003
99,mus,2004
99,mus,2005
99,mus,2006
99,mus,2007
99,mus,2008
99,mus,2009
99,mus,2010
65,mex,1991
66,mex,1992
68,mex,1993
69,mex,1994
70,mex,1995
72,mex,1996
73,mex,1997
75,mex,1998
76,mex,1999
77,mex,2000
79,mex,2001
80,mex,2002
81,mex,2003
83,mex,2004
84,mex,2005
86,mex,2006
87,mex,2007
88,mex,2008
90,mex,2009
91,mex,2010
87,fsm,1991
87,fsm,1992
87,fsm,1993
88,fsm,1994
89,fsm,1995
89,fsm,1996
90,fsm,1997
91,fsm,1998
91,fsm,1999
92,fsm,2000
93,fsm,2001
94,fsm,2002
94,fsm,2003
94,fsm,2004
94,fsm,2005
94,fsm,2006
88,mda,1992
88,mda,1993
88,mda,1994
88,mda,1995
88,mda,1996
88,mda,1997
89,mda,1998
89,mda,1999
89,mda,2000
90,mda,2001
90,mda,2002
90,mda,2003
91,mda,2004
91,mda,2005
92,mda,2006
92,mda,2007
92,mda,2008
93,mda,2009
93,mda,2010
27,mng,1991
27,mng,1992
27,mng,1993
27,mng,1994
29,mng,1995
30,mng,1996
32,mng,1997
34,mng,1998
36,mng,1999
37,mng,2000
39,mng,2001
41,mng,2002
43,mng,2003
44,mng,2004
46,mng,2005
48,mng,2006
50,mng,2007
51,mng,2008
53,mng,2009
53,mng,2010
96,mne,1991
96,mne,1992
96,mne,1993
96,mne,1994
96,mne,1995
96,mne,1996
96,mne,1997
96,mne,1998
96,mne,1999
96,mne,2000
96,mne,2001
96,mne,2002
96,mne,2003
96,mne,2004
96,mne,2005
96,mne,2006
96,mne,2007
96,mne,2008
96,mne,2009
96,mne,2010
100,msr,1991
100,msr,1992
100,msr,1993
100,msr,1994
100,msr,1995
100,msr,1996
100,msr,1997
100,msr,1998
100,msr,1999
100,msr,2000
100,msr,2001
100,msr,2002
100,msr,2003
100,msr,2004
100,msr,2005
100,msr,2006
100,msr,2007
100,msr,2008
100,msr,2009
100,msr,2010
54,mar,1991
55,mar,1992
55,mar,1993
55,mar,1994
56,mar,1995
56,mar,1996
57,mar,1997
57,mar,1998
57,mar,1999
58,mar,2000
58,mar,2001
58,mar,2002
59,mar,2003
59,mar,2004
59,mar,2005
60,mar,2006
60,mar,2007
60,mar,2008
61,mar,2009
61,mar,2010
26,moz,1991
26,moz,1992
26,moz,1993
26,moz,1994
26,moz,1995
26,moz,1996
27,moz,1997
27,moz,1998
27,moz,1999
27,moz,2000
27,moz,2001
28,moz,2002
28,moz,2003
28,moz,2004
28,moz,2005
28,moz,2006
28,moz,2007
29,moz,2008
29,moz,2009
29,moz,2010
48,mmr,1991
48,mmr,1992
48,mmr,1993
49,mmr,1994
51,mmr,1995
53,mmr,1996
55,mmr,1997
56,mmr,1998
58,mmr,1999
60,mmr,2000
62,mmr,2001
63,mmr,2002
65,mmr,2003
67,mmr,2004
69,mmr,2005
71,mmr,2006
72,mmr,2007
74,mmr,2008
76,mmr,2009
78,mmr,2010
53,nam,1991
55,nam,1992
57,nam,1993
59,nam,1994
62,nam,1995
64,nam,1996
66,nam,1997
68,nam,1998
70,nam,1999
72,nam,2000
74,nam,2001
76,nam,2002
78,nam,2003
80,nam,2004
82,nam,2005
84,nam,2006
86,nam,2007
88,nam,2008
90,nam,2009
90,nam,2010
75,npl,1991
75,npl,1992
76,npl,1993
77,npl,1994
78,npl,1995
78,npl,1996
79,npl,1997
80,npl,1998
80,npl,1999
81,npl,2000
82,npl,2001
83,npl,2002
83,npl,2003
84,npl,2004
85,npl,2005
85,npl,2006
86,npl,2007
87,npl,2008
88,npl,2009
88,npl,2010
100,nld,1991
100,nld,1992
100,nld,1993
100,nld,1994
100,nld,1995
100,nld,1996
100,nld,1997
100,nld,1998
100,nld,1999
100,nld,2000
100,nld,2001
100,nld,2002
100,nld,2003
100,nld,2004
100,nld,2005
100,nld,2006
100,nld,2007
100,nld,2008
100,nld,2009
100,nld,2010
100,nzl,1991
100,nzl,1992
100,nzl,1993
100,nzl,1994
100,nzl,1995
100,nzl,1996
100,nzl,1997
100,nzl,1998
100,nzl,1999
100,nzl,2000
100,nzl,2001
100,nzl,2002
100,nzl,2003
100,nzl,2004
100,nzl,2005
100,nzl,2006
100,nzl,2007
100,nzl,2008
100,nzl,2009
100,nzl,2010
55,nic,1991
55,nic,1992
56,nic,1993
57,nic,1994
58,nic,1995
59,nic,1996
59,nic,1997
60,nic,1998
61,nic,1999
62,nic,2000
62,nic,2001
63,nic,2002
64,nic,2003
65,nic,2004
65,nic,2005
66,nic,2006
67,nic,2007
68,nic,2008
68,nic,2009
68,nic,2010
31,ner,1991
32,ner,1992
32,ner,1993
32,ner,1994
33,ner,1995
33,ner,1996
34,ner,1997
34,ner,1998
35,ner,1999
35,ner,2000
36,ner,2001
36,ner,2002
36,ner,2003
37,ner,2004
37,ner,2005
38,ner,2006
38,ner,2007
39,ner,2008
39,ner,2009
39,ner,2010
30,nga,1991
31,nga,1992
32,nga,1993
32,nga,1994
33,nga,1995
34,nga,1996
34,nga,1997
35,nga,1998
36,nga,1999
36,nga,2000
37,nga,2001
38,nga,2002
38,nga,2003
39,nga,2004
40,nga,2005
40,nga,2006
41,nga,2007
42,nga,2008
42,nga,2009
43,nga,2010
100,niu,1991
100,niu,1992
100,niu,1993
100,niu,1994
100,niu,1995
100,niu,1996
100,niu,1997
100,niu,1998
100,niu,1999
100,niu,2000
100,niu,2001
100,niu,2002
100,niu,2003
100,niu,2004
100,niu,2005
100,niu,2006
100,niu,2007
100,niu,2008
100,niu,2009
100,niu,2010
100,mnp,1991
99,mnp,1992
99,mnp,1993
99,mnp,1994
99,mnp,1995
98,mnp,1996
98,mnp,1997
98,mnp,1998
98,mnp,1999
97,mnp,2000
97,mnp,2001
97,mnp,2002
97,mnp,2003
97,mnp,2004
97,mnp,2005
97,mnp,2006
97,mnp,2007
97,mnp,2008
97,mnp,2009
97,mnp,2010
100,nor,1991
100,nor,1992
100,nor,1993
100,nor,1994
100,nor,1995
100,nor,1996
100,nor,1997
100,nor,1998
100,nor,1999
100,nor,2000
100,nor,2001
100,nor,2002
100,nor,2003
100,nor,2004
100,nor,2005
100,nor,2006
100,nor,2007
100,nor,2008
100,nor,2009
100,nor,2010
72,omn,1991
72,omn,1992
72,omn,1993
72,omn,1994
72,omn,1995
73,omn,1996
73,omn,1997
74,omn,1998
74,omn,1999
74,omn,2000
75,omn,2001
75,omn,2002
76,omn,2003
76,omn,2004
76,omn,2005
77,omn,2006
77,omn,2007
77,omn,2008
78,omn,2009
78,omn,2010
81,pak,1991
82,pak,1992
82,pak,1993
82,pak,1994
83,pak,1995
83,pak,1996
84,pak,1997
84,pak,1998
84,pak,1999
85,pak,2000
85,pak,2001
85,pak,2002
86,pak,2003
86,pak,2004
87,pak,2005
87,pak,2006
87,pak,2007
88,pak,2008
88,pak,2009
89,pak,2010
96,plw,1991
96,plw,1992
96,plw,1993
96,plw,1994
96,plw,1995
96,plw,1996
96,plw,1997
96,plw,1998
96,plw,1999
96,plw,2000
96,plw,2001
96,plw,2002
96,plw,2003
96,plw,2004
96,plw,2005
96,plw,2006
96,plw,2007
96,plw,2008
96,plw,2009
96,plw,2010
67,pan,1991
68,pan,1992
69,pan,1993
70,pan,1994
71,pan,1995
73,pan,1996
74,pan,1997
75,pan,1998
76,pan,1999
77,pan,2000
78,pan,2001
79,pan,2002
80,pan,2003
82,pan,2004
83,pan,2005
83,pan,2006
83,pan,2007
83,pan,2008
83,pan,2009
32,png,1991
32,png,1992
32,png,1993
32,png,1994
32,png,1995
32,png,1996
32,png,1997
32,png,1998
32,png,1999
32,png,2000
32,png,2001
32,png,2002
32,png,2003
32,png,2004
33,png,2005
33,png,2006
33,png,2007
33,png,2008
33,png,2009
33,png,2010
27,pry,1991
30,pry,1992
33,pry,1993
35,pry,1994
38,pry,1995
40,pry,1996
43,pry,1997
45,pry,1998
48,pry,1999
51,pry,2000
53,pry,2001
56,pry,2002
58,pry,2003
61,pry,2004
63,pry,2005
66,pry,2006
66,pry,2007
66,pry,2008
66,pry,2009
66,pry,2010
46,per,1991
47,per,1992
48,per,1993
49,per,1994
50,per,1995
51,per,1996
52,per,1997
53,per,1998
54,per,1999
55,per,2000
56,per,2001
57,per,2002
58,per,2003
59,per,2004
60,per,2005
61,per,2006
62,per,2007
63,per,2008
64,per,2009
65,per,2010
78,phl,1991
79,phl,1992
79,phl,1993
80,phl,1994
81,phl,1995
82,phl,1996
82,phl,1997
83,phl,1998
84,phl,1999
85,phl,2000
85,phl,2001
86,phl,2002
87,phl,2003
88,phl,2004
88,phl,2005
89,phl,2006
90,phl,2007
91,phl,2008
91,phl,2009
92,phl,2010
94,prt,1991
95,prt,1992
95,prt,1993
96,prt,1994
96,prt,1995
96,prt,1996
97,prt,1997
97,prt,1998
98,prt,1999
98,prt,2000
99,prt,2001
99,prt,2002
100,prt,2003
100,prt,2004
100,prt,2005
100,prt,2006
100,prt,2007
100,prt,2008
100,prt,2009
100,prt,2010
100,qat,1991
100,qat,1992
100,qat,1993
100,qat,1994
100,qat,1995
100,qat,1996
100,qat,1997
100,qat,1998
100,qat,1999
100,qat,2000
100,qat,2001
100,qat,2002
100,qat,2003
100,qat,2004
100,qat,2005
100,qat,2006
100,qat,2007
100,qat,2008
100,qat,2009
100,qat,2010
56,rou,1991
58,rou,1992
59,rou,1993
61,rou,1994
62,rou,1995
64,rou,1996
65,rou,1997
67,rou,1998
68,rou,1999
70,rou,2000
71,rou,2001
73,rou,2002
74,rou,2003
76,rou,2004
76,rou,2005
76,rou,2006
76,rou,2007
76,rou,2008
81,rus,1991
82,rus,1992
82,rus,1993
83,rus,1994
83,rus,1995
84,rus,1996
85,rus,1997
85,rus,1998
86,rus,1999
86,rus,2000
87,rus,2001
87,rus,2002
88,rus,2003
89,rus,2004
89,rus,2005
90,rus,2006
90,rus,2007
91,rus,2008
92,rus,2009
92,rus,2010
64,rwa,1991
64,rwa,1992
64,rwa,1993
64,rwa,1994
64,rwa,1995
64,rwa,1996
64,rwa,1997
63,rwa,1998
63,rwa,1999
63,rwa,2000
63,rwa,2001
63,rwa,2002
63,rwa,2003
63,rwa,2004
63,rwa,2005
63,rwa,2006
63,rwa,2007
63,rwa,2008
63,rwa,2009
63,rwa,2010
99,kna,1991
99,kna,1992
99,kna,1993
99,kna,1994
99,kna,1995
99,kna,1996
99,kna,1997
99,kna,1998
99,kna,1999
99,kna,2000
99,kna,2001
99,kna,2002
99,kna,2003
99,kna,2004
99,kna,2005
99,kna,2006
99,kna,2007
99,kna,2008
99,kna,2009
99,kna,2010
93,lca,1991
93,lca,1992
93,lca,1993
93,lca,1994
93,lca,1995
93,lca,1996
94,lca,1997
94,lca,1998
94,lca,1999
94,lca,2000
94,lca,2001
94,lca,2002
94,lca,2003
95,lca,2004
95,lca,2005
95,lca,2006
95,lca,2007
95,lca,2008
95,lca,2009
95,lca,2010
93,vct,1992
93,vct,1993
93,vct,1994
93,vct,1995
93,vct,1996
93,vct,1997
93,vct,1998
93,vct,1999
93,vct,2000
93,vct,2001
93,vct,2002
93,vct,2003
93,vct,2004
87,wsm,1991
88,wsm,1992
88,wsm,1993
89,wsm,1994
89,wsm,1995
89,wsm,1996
90,wsm,1997
90,wsm,1998
91,wsm,1999
91,wsm,2000
92,wsm,2001
92,wsm,2002
93,wsm,2003
93,wsm,2004
93,wsm,2005
94,wsm,2006
94,wsm,2007
95,wsm,2008
95,wsm,2009
96,wsm,2010
65,stp,1994
65,stp,1995
65,stp,1996
65,stp,1997
65,stp,1998
67,stp,1999
70,stp,2000
72,stp,2001
74,stp,2002
76,stp,2003
79,stp,2004
81,stp,2005
83,stp,2006
85,stp,2007
88,stp,2008
88,stp,2009
88,stp,2010
63,sau,1991
63,sau,1992
63,sau,1993
63,sau,1994
63,sau,1995
63,sau,1996
63,sau,1997
63,sau,1998
63,sau,1999
43,sen,1991
44,sen,1992
45,sen,1993
45,sen,1994
46,sen,1995
47,sen,1996
47,sen,1997
48,sen,1998
48,sen,1999
49,sen,2000
50,sen,2001
50,sen,2002
51,sen,2003
52,sen,2004
52,sen,2005
53,sen,2006
54,sen,2007
54,sen,2008
55,sen,2009
56,sen,2010
98,srb,1991
98,srb,1992
98,srb,1993
98,srb,1994
98,srb,1995
98,srb,1996
98,srb,1997
98,srb,1998
98,srb,1999
98,srb,2000
98,srb,2001
98,srb,2002
98,srb,2003
98,srb,2004
98,srb,2005
98,srb,2006
98,srb,2007
98,srb,2008
98,srb,2009
98,srb,2010
27,sle,1991
27,sle,1992
28,sle,1993
28,sle,1994
28,sle,1995
29,sle,1996
29,sle,1997
30,sle,1998
30,sle,1999
30,sle,2000
31,sle,2001
31,sle,2002
32,sle,2003
32,sle,2004
33,sle,2005
33,sle,2006
33,sle,2007
34,sle,2008
34,sle,2009
35,sle,2010
100,svk,1991
100,svk,1992
100,svk,1993
100,svk,1994
100,svk,1995
100,svk,1996
100,svk,1997
100,svk,1998
100,svk,1999
100,svk,2000
100,svk,2001
100,svk,2002
100,svk,2003
100,svk,2004
100,svk,2005
100,svk,2006
100,svk,2007
100,svk,2008
100,svk,2009
100,svk,2010
99,svn,1991
99,svn,1992
99,svn,1993
99,svn,1994
99,svn,1995
99,svn,1996
99,svn,1997
99,svn,1998
99,svn,1999
99,svn,2000
99,svn,2001
99,svn,2002
99,svn,2003
99,svn,2004
99,svn,2005
99,svn,2006
99,svn,2007
99,svn,2008
99,svn,2009
99,svn,2010
65,slb,1993
65,slb,1994
65,slb,1995
65,slb,1996
65,slb,1997
65,slb,1998
65,slb,1999
65,slb,2000
65,slb,2001
65,slb,2002
65,slb,2003
65,slb,2004
65,slb,2005
18,som,1993
18,som,1994
18,som,1995
18,som,1996
18,som,1997
17,som,1998
16,som,1999
15,som,2000
14,som,2001
13,som,2002
12,som,2003
10,som,2004
9,som,2005
8,som,2006
7,som,2007
7,som,2008
7,som,2009
7,som,2010
66,zaf,1991
66,zaf,1992
66,zaf,1993
66,zaf,1994
67,zaf,1995
68,zaf,1996
69,zaf,1997
69,zaf,1998
70,zaf,1999
71,zaf,2000
72,zaf,2001
73,zaf,2002
73,zaf,2003
74,zaf,2004
75,zaf,2005
76,zaf,2006
77,zaf,2007
78,zaf,2008
78,zaf,2009
79,zaf,2010
100,esp,1991
100,esp,1992
100,esp,1993
100,esp,1994
100,esp,1995
100,esp,1996
100,esp,1997
100,esp,1998
100,esp,1999
100,esp,2000
100,esp,2001
100,esp,2002
100,esp,2003
100,esp,2004
100,esp,2005
100,esp,2006
100,esp,2007
100,esp,2008
100,esp,2009
100,esp,2010
64,lka,1991
65,lka,1992
66,lka,1993
68,lka,1994
69,lka,1995
71,lka,1996
72,lka,1997
74,lka,1998
75,lka,1999
77,lka,2000
78,lka,2001
80,lka,2002
81,lka,2003
82,lka,2004
84,lka,2005
85,lka,2006
87,lka,2007
88,lka,2008
90,lka,2009
90,lka,2010
57,sdn,1991
57,sdn,1992
57,sdn,1993
56,sdn,1994
56,sdn,1995
56,sdn,1996
56,sdn,1997
55,sdn,1998
55,sdn,1999
55,sdn,2000
54,sdn,2001
54,sdn,2002
54,sdn,2003
54,sdn,2004
53,sdn,2005
53,sdn,2006
53,sdn,2007
52,sdn,2008
52,sdn,2009
52,sdn,2010
71,sur,1994
71,sur,1995
71,sur,1996
71,sur,1997
71,sur,1998
72,sur,1999
73,sur,2000
74,sur,2001
75,sur,2002
76,sur,2003
77,sur,2004
78,sur,2005
79,sur,2006
80,sur,2007
81,sur,2008
81,sur,2009
81,sur,2010
25,swz,1991
25,swz,1992
25,swz,1993
27,swz,1994
30,swz,1995
32,swz,1996
34,swz,1997
37,swz,1998
39,swz,1999
41,swz,2000
44,swz,2001
46,swz,2002
48,swz,2003
51,swz,2004
53,swz,2005
55,swz,2006
58,swz,2007
60,swz,2008
62,swz,2009
65,swz,2010
100,swe,1991
100,swe,1992
100,swe,1993
100,swe,1994
100,swe,1995
100,swe,1996
100,swe,1997
100,swe,1998
100,swe,1999
100,swe,2000
100,swe,2001
100,swe,2002
100,swe,2003
100,swe,2004
100,swe,2005
100,swe,2006
100,swe,2007
100,swe,2008
100,swe,2009
100,swe,2010
100,che,1991
100,che,1992
100,che,1993
100,che,1994
100,che,1995
100,che,1996
100,che,1997
100,che,1998
100,che,1999
100,che,2000
100,che,2001
100,che,2002
100,che,2003
100,che,2004
100,che,2005
100,che,2006
100,che,2007
100,che,2008
100,che,2009
100,che,2010
75,syr,1991
75,syr,1992
75,syr,1993
75,syr,1994
76,syr,1995
76,syr,1996
77,syr,1997
78,syr,1998
78,syr,1999
79,syr,2000
80,syr,2001
80,syr,2002
81,syr,2003
82,syr,2004
82,syr,2005
83,syr,2006
84,syr,2007
85,syr,2008
85,syr,2009
86,syr,2010
49,tjk,1993
49,tjk,1994
49,tjk,1995
49,tjk,1996
49,tjk,1997
50,tjk,1998
50,tjk,1999
50,tjk,2000
51,tjk,2001
51,tjk,2002
52,tjk,2003
52,tjk,2004
52,tjk,2005
53,tjk,2006
53,tjk,2007
53,tjk,2008
54,tjk,2009
54,tjk,2010
46,tza,1991
46,tza,1992
46,tza,1993
46,tza,1994
46,tza,1995
45,tza,1996
45,tza,1997
45,tza,1998
45,tza,1999
45,tza,2000
45,tza,2001
45,tza,2002
45,tza,2003
45,tza,2004
45,tza,2005
45,tza,2006
44,tza,2007
44,tza,2008
44,tza,2009
44,tza,2010
83,tha,1991
84,tha,1992
84,tha,1993
85,tha,1994
86,tha,1995
87,tha,1996
87,tha,1997
88,tha,1998
89,tha,1999
90,tha,2000
90,tha,2001
91,tha,2002
92,tha,2003
92,tha,2004
93,tha,2005
94,tha,2006
95,tha,2007
95,tha,2008
95,tha,2009
95,tha,2010
48,tls,1995
48,tls,1996
48,tls,1997
48,tls,1998
48,tls,1999
49,tls,2000
50,tls,2001
51,tls,2002
52,tls,2003
54,tls,2004
55,tls,2005
56,tls,2006
57,tls,2007
58,tls,2008
59,tls,2009
60,tls,2010
36,tgo,1991
37,tgo,1992
37,tgo,1993
37,tgo,1994
37,tgo,1995
37,tgo,1996
37,tgo,1997
38,tgo,1998
38,tgo,1999
38,tgo,2000
38,tgo,2001
38,tgo,2002
39,tgo,2003
39,tgo,2004
39,tgo,2005
39,tgo,2006
39,tgo,2007
40,tgo,2008
40,tgo,2009
40,tgo,2010
90,tkl,1991
90,tkl,1992
90,tkl,1993
90,tkl,1994
91,tkl,1995
91,tkl,1996
92,tkl,1997
92,tkl,1998
93,tkl,1999
93,tkl,2000
94,tkl,2001
94,tkl,2002
95,tkl,2003
95,tkl,2004
96,tkl,2005
96,tkl,2006
97,tkl,2007
97,tkl,2008
97,tkl,2009
97,tkl,2010
100,ton,1991
100,ton,1992
100,ton,1993
100,ton,1994
100,ton,1995
100,ton,1996
100,ton,1997
100,ton,1998
100,ton,1999
100,ton,2000
100,ton,2001
100,ton,2002
100,ton,2003
100,ton,2004
100,ton,2005
100,ton,2006
100,ton,2007
100,ton,2008
100,ton,2009
100,ton,2010
89,tto,1991
89,tto,1992
89,tto,1993
89,tto,1994
90,tto,1995
90,tto,1996
90,tto,1997
91,tto,1998
91,tto,1999
91,tto,2000
92,tto,2001
92,tto,2002
92,tto,2003
92,tto,2004
93,tto,2005
