alternative_gdp_per_capita_ppp_pwt_8_0,geo,time
1186.0,cmr,1964
1218.0,cmr,1965
1242.0,cmr,1966
1101.0,cmr,1967
1150.0,cmr,1968
1208.0,cmr,1969
1234.0,cmr,1970
1293.0,cmr,1971
1384.0,cmr,1972
1397.0,cmr,1973
1403.0,cmr,1974
1525.0,cmr,1975
1457.0,cmr,1976
1599.0,cmr,1977
1858.0,cmr,1978
1879.0,cmr,1979
1815.0,cmr,1980
2002.0,cmr,1981
2196.0,cmr,1982
2437.0,cmr,1983
2680.0,cmr,1984
2739.0,cmr,1985
2452.0,cmr,1986
2287.0,cmr,1987
2163.0,cmr,1988
2128.0,cmr,1989
2120.0,cmr,1990
2024.0,cmr,1991
1906.0,cmr,1992
1813.0,cmr,1993
1820.0,cmr,1994
1875.0,cmr,1995
1949.0,cmr,1996
1913.0,cmr,1997
1906.0,cmr,1998
1897.0,cmr,1999
1870.0,cmr,2000
1802.0,cmr,2001
1778.0,cmr,2002
1802.0,cmr,2003
1774.0,cmr,2004
1726.0,cmr,2005
1801.0,cmr,2006
1796.0,cmr,2007
1772.0,cmr,2008
1791.0,cmr,2009
1830.0,cmr,2010
1858.0,cmr,2011
9711.0,can,1950
9849.0,can,1951
10440.0,can,1952
10680.0,can,1953
10310.0,can,1954
11000.0,can,1955
11660.0,can,1956
11480.0,can,1957
11390.0,can,1958
11640.0,can,1959
11760.0,can,1960
11930.0,can,1961
12450.0,can,1962
12820.0,can,1963
13460.0,can,1964
14110.0,can,1965
14760.0,can,1966
14920.0,can,1967
15370.0,can,1968
15920.0,can,1969
16060.0,can,1970
16640.0,can,1971
17410.0,can,1972
18680.0,can,1973
19530.0,can,1974
19480.0,can,1975
20460.0,can,1976
20680.0,can,1977
21060.0,can,1978
21900.0,can,1979
22110.0,can,1980
22440.0,can,1981
21380.0,can,1982
21980.0,can,1983
23180.0,can,1984
24160.0,can,1985
24410.0,can,1986
25540.0,can,1987
26780.0,can,1988
27430.0,can,1989
26970.0,can,1990
25940.0,can,1991
25830.0,can,1992
26180.0,can,1993
27410.0,can,1994
28410.0,can,1995
28800.0,can,1996
29860.0,can,1997
30280.0,can,1998
31870.0,can,1999
33490.0,can,2000
33080.0,can,2001
32960.0,can,2002
33610.0,can,2003
34540.0,can,2004
35400.0,can,2005
35550.0,can,2006
35710.0,can,2007
35580.0,can,2008
33020.0,can,2009
34390.0,can,2010
35340.0,can,2011
709.5,cpv,1960
834.2,cpv,1961
679.1,cpv,1962
532.5,cpv,1963
556.8,cpv,1964
570.6,cpv,1965
705.4,cpv,1966
742.5,cpv,1967
816.1,cpv,1968
870.7,cpv,1969
965.6,cpv,1970
985.4,cpv,1971
976.2,cpv,1972
963.4,cpv,1973
956.2,cpv,1974
781.0,cpv,1975
796.0,cpv,1976
768.9,cpv,1977
855.4,cpv,1978
892.0,cpv,1979
943.5,cpv,1980
979.6,cpv,1981
1037.0,cpv,1982
1095.0,cpv,1983
1105.0,cpv,1984
1131.0,cpv,1985
1261.0,cpv,1986
1324.0,cpv,1987
1344.0,cpv,1988
1425.0,cpv,1989
1391.0,cpv,1990
1390.0,cpv,1991
1472.0,cpv,1992
1528.0,cpv,1993
1693.0,cpv,1994
1687.0,cpv,1995
1877.0,cpv,1996
1866.0,cpv,1997
2040.0,cpv,1998
2353.0,cpv,1999
2332.0,cpv,2000
2403.0,cpv,2001
2498.0,cpv,2002
2737.0,cpv,2003
2918.0,cpv,2004
2875.0,cpv,2005
3059.0,cpv,2006
3431.0,cpv,2007
3748.0,cpv,2008
3661.0,cpv,2009
4075.0,cpv,2010
4126.0,cpv,2011
992.6,caf,1960
1061.0,caf,1961
1051.0,caf,1962
971.2,caf,1963
1003.0,caf,1964
984.4,caf,1965
950.3,caf,1966
853.4,caf,1967
1028.0,caf,1968
1008.0,caf,1969
1033.0,caf,1970
983.7,caf,1971
939.5,caf,1972
993.6,caf,1973
880.1,caf,1974
829.6,caf,1975
824.4,caf,1976
849.7,caf,1977
849.0,caf,1978
808.7,caf,1979
719.1,caf,1980
830.4,caf,1981
788.9,caf,1982
743.4,caf,1983
774.5,caf,1984
846.0,caf,1985
817.9,caf,1986
746.1,caf,1987
756.2,caf,1988
776.7,caf,1989
756.2,caf,1990
732.5,caf,1991
687.1,caf,1992
647.2,caf,1993
729.9,caf,1994
710.2,caf,1995
610.9,caf,1996
630.5,caf,1997
644.9,caf,1998
665.4,caf,1999
667.8,caf,2000
661.0,caf,2001
646.9,caf,2002
593.7,caf,2003
599.8,caf,2004
599.6,caf,2005
587.2,caf,2006
602.0,caf,2007
625.5,caf,2008
600.2,caf,2009
605.1,caf,2010
617.3,caf,2011
1028.0,tcd,1960
1037.0,tcd,1961
1120.0,tcd,1962
1058.0,tcd,1963
1024.0,tcd,1964
1047.0,tcd,1965
1033.0,tcd,1966
1046.0,tcd,1967
1036.0,tcd,1968
1105.0,tcd,1969
1123.0,tcd,1970
1125.0,tcd,1971
1013.0,tcd,1972
913.6,tcd,1973
1014.0,tcd,1974
1110.0,tcd,1975
1096.0,tcd,1976
1048.0,tcd,1977
1020.0,tcd,1978
789.5,tcd,1979
723.5,tcd,1980
707.7,tcd,1981
747.9,tcd,1982
822.9,tcd,1983
797.6,tcd,1984
1086.0,tcd,1985
838.4,tcd,1986
767.4,tcd,1987
1043.0,tcd,1988
981.8,tcd,1989
989.6,tcd,1990
1127.0,tcd,1991
942.9,tcd,1992
917.1,tcd,1993
943.1,tcd,1994
941.4,tcd,1995
820.9,tcd,1996
810.3,tcd,1997
829.4,tcd,1998
837.2,tcd,1999
784.1,tcd,2000
820.0,tcd,2001
836.5,tcd,2002
982.9,tcd,2003
1471.0,tcd,2004
1720.0,tcd,2005
1924.0,tcd,2006
1843.0,tcd,2007
1889.0,tcd,2008
1696.0,tcd,2009
1970.0,tcd,2010
1851.0,tcd,2011
3995.0,chl,1951
4278.0,chl,1952
4248.0,chl,1953
4449.0,chl,1954
4335.0,chl,1955
4219.0,chl,1956
4433.0,chl,1957
4458.0,chl,1958
4405.0,chl,1959
4543.0,chl,1960
4307.0,chl,1961
5210.0,chl,1962
5419.0,chl,1963
5432.0,chl,1964
5340.0,chl,1965
5786.0,chl,1966
5950.0,chl,1967
6125.0,chl,1968
6447.0,chl,1969
6337.0,chl,1970
6875.0,chl,1971
6684.0,chl,1972
6391.0,chl,1973
6128.0,chl,1974
4841.0,chl,1975
5097.0,chl,1976
5330.0,chl,1977
5633.0,chl,1978
6131.0,chl,1979
6369.0,chl,1980
6537.0,chl,1981
5544.0,chl,1982
5349.0,chl,1983
5375.0,chl,1984
5358.0,chl,1985
5522.0,chl,1986
5804.0,chl,1987
6368.0,chl,1988
6801.0,chl,1989
6770.0,chl,1990
7177.0,chl,1991
7766.0,chl,1992
8077.0,chl,1993
8720.0,chl,1994
9895.0,chl,1995
10120.0,chl,1996
10110.0,chl,1997
9823.0,chl,1998
9361.0,chl,1999
9468.0,chl,2000
9293.0,chl,2001
9268.0,chl,2002
9571.0,chl,2003
10630.0,chl,2004
11440.0,chl,2005
13050.0,chl,2006
13670.0,chl,2007
13060.0,chl,2008
12800.0,chl,2009
14440.0,chl,2010
15240.0,chl,2011
613.9,chn,1952
679.4,chn,1953
687.5,chn,1954
705.4,chn,1955
741.9,chn,1956
793.0,chn,1957
912.5,chn,1958
992.2,chn,1959
928.2,chn,1960
588.4,chn,1961
603.3,chn,1962
681.6,chn,1963
771.5,chn,1964
842.4,chn,1965
909.9,chn,1966
798.7,chn,1967
749.3,chn,1968
827.0,chn,1969
966.9,chn,1970
1006.0,chn,1971
975.6,chn,1972
1043.0,chn,1973
1044.0,chn,1974
1090.0,chn,1975
1065.0,chn,1976
1089.0,chn,1977
1234.0,chn,1978
1296.0,chn,1979
1324.0,chn,1980
1368.0,chn,1981
1475.0,chn,1982
1556.0,chn,1983
1858.0,chn,1984
2005.0,chn,1985
2083.0,chn,1986
2164.0,chn,1987
2111.0,chn,1988
1966.0,chn,1989
2041.0,chn,1990
2138.0,chn,1991
2297.0,chn,1992
2548.0,chn,1993
2742.0,chn,1994
3058.0,chn,1995
3132.0,chn,1996
3296.0,chn,1997
3239.0,chn,1998
3371.0,chn,1999
3533.0,chn,2000
3753.0,chn,2001
4137.0,chn,2002
4451.0,chn,2003
4880.0,chn,2004
5342.0,chn,2005
5973.0,chn,2006
6610.0,chn,2007
6721.0,chn,2008
7189.0,chn,2009
7679.0,chn,2010
8069.0,chn,2011
2950.0,col,1950
2869.0,col,1951
2962.0,col,1952
3145.0,col,1953
3373.0,col,1954
3361.0,col,1955
3327.0,col,1956
3204.0,col,1957
3078.0,col,1958
3135.0,col,1959
3200.0,col,1960
3293.0,col,1961
3351.0,col,1962
3347.0,col,1963
3544.0,col,1964
3438.0,col,1965
3503.0,col,1966
3544.0,col,1967
3657.0,col,1968
3809.0,col,1969
4025.0,col,1970
4320.0,col,1971
4679.0,col,1972
5096.0,col,1973
5325.0,col,1974
5524.0,col,1975
5823.0,col,1976
6044.0,col,1977
6302.0,col,1978
6340.0,col,1979
6466.0,col,1980
6256.0,col,1981
6139.0,col,1982
5957.0,col,1983
5957.0,col,1984
5830.0,col,1985
6144.0,col,1986
6011.0,col,1987
6032.0,col,1988
6047.0,col,1989
6120.0,col,1990
6078.0,col,1991
6127.0,col,1992
6296.0,col,1993
6545.0,col,1994
6706.0,col,1995
6600.0,col,1996
6629.0,col,1997
6353.0,col,1998
5917.0,col,1999
6014.0,col,2000
5873.0,col,2001
5877.0,col,2002
5970.0,col,2003
6203.0,col,2004
6427.0,col,2005
6833.0,col,2006
7273.0,col,2007
7564.0,col,2008
7481.0,col,2009
7798.0,col,2010
8408.0,col,2011
729.5,com,1960
771.7,com,1961
884.6,com,1962
956.0,com,1963
1038.0,com,1964
1011.0,com,1965
1108.0,com,1966
1207.0,com,1967
1164.0,com,1968
1099.0,com,1969
1166.0,com,1970
1188.0,com,1971
1186.0,com,1972
1242.0,com,1973
1238.0,com,1974
1271.0,com,1975
1231.0,com,1976
1235.0,com,1977
1216.0,com,1978
1279.0,com,1979
1334.0,com,1980
1308.0,com,1981
1352.0,com,1982
1400.0,com,1983
1394.0,com,1984
1371.0,com,1985
1365.0,com,1986
1330.0,com,1987
1321.0,com,1988
1249.0,com,1989
1219.0,com,1990
1186.0,com,1991
1222.0,com,1992
1179.0,com,1993
987.1,com,1994
1055.0,com,1995
1010.0,com,1996
1001.0,com,1997
1008.0,com,1998
1008.0,com,1999
986.3,com,2000
1023.0,com,2001
1050.0,com,2002
1025.0,com,2003
982.2,com,2004
980.6,com,2005
969.4,com,2006
952.2,com,2007
941.2,com,2008
928.0,com,2009
923.3,com,2010
921.3,com,2011
739.1,cod,1950
833.5,cod,1951
883.9,cod,1952
993.8,cod,1953
999.8,cod,1954
1054.0,cod,1955
1060.0,cod,1956
999.4,cod,1957
959.2,cod,1958
928.5,cod,1959
926.4,cod,1960
791.7,cod,1961
873.1,cod,1962
944.8,cod,1963
887.6,cod,1964
893.4,cod,1965
982.2,cod,1966
873.9,cod,1967
831.4,cod,1968
935.2,cod,1969
836.5,cod,1970
862.7,cod,1971
803.1,cod,1972
880.7,cod,1973
874.1,cod,1974
702.4,cod,1975
618.1,cod,1976
670.5,cod,1977
602.7,cod,1978
748.1,cod,1979
770.8,cod,1980
691.4,cod,1981
671.2,cod,1982
706.6,cod,1983
877.8,cod,1984
787.0,cod,1985
708.3,cod,1986
557.4,cod,1987
643.7,cod,1988
693.3,cod,1989
475.4,cod,1990
422.8,cod,1991
372.2,cod,1992
298.0,cod,1993
301.0,cod,1994
300.1,cod,1995
273.1,cod,1996
264.4,cod,1997
236.9,cod,1998
241.3,cod,1999
218.9,cod,2000
203.7,cod,2001
199.2,cod,2002
227.5,cod,2003
230.3,cod,2004
223.5,cod,2005
255.7,cod,2006
270.7,cod,2007
254.3,cod,2008
245.6,cod,2009
275.4,cod,2010
290.6,cod,2011
900.6,cog,1960
932.6,cog,1961
1045.0,cog,1962
1077.0,cog,1963
1125.0,cog,1964
1124.0,cog,1965
1098.0,cog,1966
1090.0,cog,1967
1141.0,cog,1968
1195.0,cog,1969
1271.0,cog,1970
1316.0,cog,1971
1324.0,cog,1972
1332.0,cog,1973
1619.0,cog,1974
1532.0,cog,1975
1556.0,cog,1976
1513.0,cog,1977
1516.0,cog,1978
1731.0,cog,1979
2052.0,cog,1980
2298.0,cog,1981
2480.0,cog,1982
2942.0,cog,1983
3416.0,cog,1984
3295.0,cog,1985
2075.0,cog,1986
2017.0,cog,1987
1762.0,cog,1988
1858.0,cog,1989
1689.0,cog,1990
1877.0,cog,1991
1669.0,cog,1992
1689.0,cog,1993
1246.0,cog,1994
1204.0,cog,1995
1425.0,cog,1996
1269.0,cog,1997
974.4,cog,1998
1206.0,cog,1999
1820.0,cog,2000
1614.0,cog,2001
1640.0,cog,2002
1589.0,cog,2003
1859.0,cog,2004
2315.0,cog,2005
2532.0,cog,2006
2105.0,cog,2007
2252.0,cog,2008
1874.0,cog,2009
2379.0,cog,2010
2427.0,cog,2011
2971.0,cri,1950
3037.0,cri,1951
3425.0,cri,1952
4024.0,cri,1953
4101.0,cri,1954
4226.0,cri,1955
3950.0,cri,1956
4094.0,cri,1957
4388.0,cri,1958
4190.0,cri,1959
4314.0,cri,1960
4103.0,cri,1961
4227.0,cri,1962
4329.0,cri,1963
4452.0,cri,1964
4641.0,cri,1965
4796.0,cri,1966
4863.0,cri,1967
5002.0,cri,1968
5133.0,cri,1969
5447.0,cri,1970
5470.0,cri,1971
5738.0,cri,1972
6000.0,cri,1973
5729.0,cri,1974
5952.0,cri,1975
6460.0,cri,1976
7228.0,cri,1977
7291.0,cri,1978
7285.0,cri,1979
7107.0,cri,1980
6471.0,cri,1981
6064.0,cri,1982
5987.0,cri,1983
6285.0,cri,1984
6303.0,cri,1985
6767.0,cri,1986
6481.0,cri,1987
6491.0,cri,1988
6589.0,cri,1989
6507.0,cri,1990
6531.0,cri,1991
6954.0,cri,1992
7319.0,cri,1993
7608.0,cri,1994
7764.0,cri,1995
7585.0,cri,1996
7867.0,cri,1997
8304.0,cri,1998
8846.0,cri,1999
8458.0,cri,2000
8145.0,cri,2001
8113.0,cri,2002
8372.0,cri,2003
8420.0,cri,2004
8473.0,cri,2005
8815.0,cri,2006
9289.0,cri,2007
9220.0,cri,2008
9750.0,cri,2009
9962.0,cri,2010
10120.0,cri,2011
1584.0,civ,1960
1550.0,civ,1961
1575.0,civ,1962
1777.0,civ,1963
2040.0,civ,1964
1754.0,civ,1965
1884.0,civ,1966
1892.0,civ,1967
2078.0,civ,1968
2233.0,civ,1969
2363.0,civ,1970
2251.0,civ,1971
2246.0,civ,1972
2347.0,civ,1973
2488.0,civ,1974
2340.0,civ,1975
2659.0,civ,1976
2882.0,civ,1977
2895.0,civ,1978
2742.0,civ,1979
2096.0,civ,1980
2067.0,civ,1981
2023.0,civ,1982
2010.0,civ,1983
2168.0,civ,1984
2366.0,civ,1985
2326.0,civ,1986
2145.0,civ,1987
2107.0,civ,1988
2237.0,civ,1989
1997.0,civ,1990
1965.0,civ,1991
1987.0,civ,1992
1935.0,civ,1993
1979.0,civ,1994
2094.0,civ,1995
2227.0,civ,1996
2112.0,civ,1997
2069.0,civ,1998
1964.0,civ,1999
1663.0,civ,2000
1802.0,civ,2001
1780.0,civ,2002
1613.0,civ,2003
1509.0,civ,2004
1474.0,civ,2005
1468.0,civ,2006
1424.0,civ,2007
1475.0,civ,2008
1523.0,civ,2009
1544.0,civ,2010
1372.0,civ,2011
13100.0,hrv,1990
10240.0,hrv,1991
9001.0,hrv,1992
8194.0,hrv,1993
8707.0,hrv,1994
9238.0,hrv,1995
9892.0,hrv,1996
10950.0,hrv,1997
11600.0,hrv,1998
11640.0,hrv,1999
12020.0,hrv,2000
12330.0,hrv,2001
12860.0,hrv,2002
13580.0,hrv,2003
14350.0,hrv,2004
14630.0,hrv,2005
15630.0,hrv,2006
17280.0,hrv,2007
18140.0,hrv,2008
17500.0,hrv,2009
17170.0,hrv,2010
17220.0,hrv,2011
2182.0,cyp,1950
2261.0,cyp,1951
2542.0,cyp,1952
2832.0,cyp,1953
3130.0,cyp,1954
3176.0,cyp,1955
3576.0,cyp,1956
3423.0,cyp,1957
3026.0,cyp,1958
3141.0,cyp,1959
2989.0,cyp,1960
3328.0,cyp,1961
3937.0,cyp,1962
3951.0,cyp,1963
3408.0,cyp,1964
4318.0,cyp,1965
4571.0,cyp,1966
5005.0,cyp,1967
5163.0,cyp,1968
5758.0,cyp,1969
5797.0,cyp,1970
6267.0,cyp,1971
6573.0,cyp,1972
6548.0,cyp,1973
5903.0,cyp,1974
4894.0,cyp,1975
6291.0,cyp,1976
7668.0,cyp,1977
8457.0,cyp,1978
9666.0,cyp,1979
10200.0,cyp,1980
10200.0,cyp,1981
10910.0,cyp,1982
11210.0,cyp,1983
12450.0,cyp,1984
12750.0,cyp,1985
13100.0,cyp,1986
14090.0,cyp,1987
15040.0,cyp,1988
16250.0,cyp,1989
17070.0,cyp,1990
16510.0,cyp,1991
17810.0,cyp,1992
17170.0,cyp,1993
18090.0,cyp,1994
19090.0,cyp,1995
18870.0,cyp,1996
19120.0,cyp,1997
20290.0,cyp,1998
21280.0,cyp,1999
22210.0,cyp,2000
23440.0,cyp,2001
23250.0,cyp,2002
22850.0,cyp,2003
23700.0,cyp,2004
23800.0,cyp,2005
24830.0,cyp,2006
26530.0,cyp,2007
28750.0,cyp,2008
28160.0,cyp,2009
28580.0,cyp,2010
28180.0,cyp,2011
19350.0,cze,1990
16230.0,cze,1991
15660.0,cze,1992
16040.0,cze,1993
16590.0,cze,1994
17410.0,cze,1995
18220.0,cze,1996
17660.0,cze,1997
17540.0,cze,1998
17470.0,cze,1999
17760.0,cze,2000
18780.0,cze,2001
19160.0,cze,2002
19580.0,cze,2003
20510.0,cze,2004
20780.0,cze,2005
21840.0,cze,2006
23710.0,cze,2007
23560.0,cze,2008
23350.0,cze,2009
23180.0,cze,2010
23250.0,cze,2011
8405.0,dnk,1950
8018.0,dnk,1951
8268.0,dnk,1952
8783.0,dnk,1953
9034.0,dnk,1954
8974.0,dnk,1955
9126.0,dnk,1956
9466.0,dnk,1957
9690.0,dnk,1958
10550.0,dnk,1959
11050.0,dnk,1960
11670.0,dnk,1961
12230.0,dnk,1962
12380.0,dnk,1963
13370.0,dnk,1964
13910.0,dnk,1965
14240.0,dnk,1966
14930.0,dnk,1967
15670.0,dnk,1968
16790.0,dnk,1969
16980.0,dnk,1970
17270.0,dnk,1971
17950.0,dnk,1972
18880.0,dnk,1973
18030.0,dnk,1974
17830.0,dnk,1975
19010.0,dnk,1976
19350.0,dnk,1977
19960.0,dnk,1978
20530.0,dnk,1979
20150.0,dnk,1980
19280.0,dnk,1981
19510.0,dnk,1982
19680.0,dnk,1983
20210.0,dnk,1984
20740.0,dnk,1985
22370.0,dnk,1986
22570.0,dnk,1987
22540.0,dnk,1988
22850.0,dnk,1989
23330.0,dnk,1990
23530.0,dnk,1991
24210.0,dnk,1992
23940.0,dnk,1993
25330.0,dnk,1994
26300.0,dnk,1995
27120.0,dnk,1996
28950.0,dnk,1997
30290.0,dnk,1998
30980.0,dnk,1999
32340.0,dnk,2000
32130.0,dnk,2001
32650.0,dnk,2002
31180.0,dnk,2003
32250.0,dnk,2004
31890.0,dnk,2005
33570.0,dnk,2006
34940.0,dnk,2007
35850.0,dnk,2008
33910.0,dnk,2009
35810.0,dnk,2010
35640.0,dnk,2011
5403.0,dji,1970
5408.0,dji,1971
5279.0,dji,1972
5221.0,dji,1973
4696.0,dji,1974
4818.0,dji,1975
4801.0,dji,1976
3824.0,dji,1977
3215.0,dji,1978
3202.0,dji,1979
3161.0,dji,1980
3100.0,dji,1981
3091.0,dji,1982
3045.0,dji,1983
3011.0,dji,1984
2866.0,dji,1985
2635.0,dji,1986
2446.0,dji,1987
2285.0,dji,1988
2092.0,dji,1989
2125.0,dji,1990
1918.0,dji,1991
2047.0,dji,1992
2561.0,dji,1993
1992.0,dji,1994
2167.0,dji,1995
1902.0,dji,1996
2083.0,dji,1997
2003.0,dji,1998
1956.0,dji,1999
1853.0,dji,2000
1782.0,dji,2001
1661.0,dji,2002
1689.0,dji,2003
1812.0,dji,2004
1786.0,dji,2005
2085.0,dji,2006
2291.0,dji,2007
2583.0,dji,2008
2238.0,dji,2009
2245.0,dji,2010
2392.0,dji,2011
2899.0,dma,1970
3027.0,dma,1971
3309.0,dma,1972
3670.0,dma,1973
3460.0,dma,1974
3619.0,dma,1975
3798.0,dma,1976
3742.0,dma,1977
4189.0,dma,1978
3606.0,dma,1979
3724.0,dma,1980
4319.0,dma,1981
4618.0,dma,1982
4868.0,dma,1983
5025.0,dma,1984
5104.0,dma,1985
5637.0,dma,1986
6002.0,dma,1987
6330.0,dma,1988
6191.0,dma,1989
6626.0,dma,1990
6649.0,dma,1991
7328.0,dma,1992
7403.0,dma,1993
7385.0,dma,1994
7502.0,dma,1995
7755.0,dma,1996
8136.0,dma,1997
8653.0,dma,1998
8752.0,dma,1999
8773.0,dma,2000
8803.0,dma,2001
8640.0,dma,2002
8889.0,dma,2003
8973.0,dma,2004
8967.0,dma,2005
9488.0,dma,2006
10080.0,dma,2007
10280.0,dma,2008
10930.0,dma,2009
11250.0,dma,2010
11330.0,dma,2011
1985.0,dom,1951
1828.0,dom,1952
1730.0,dom,1953
1858.0,dom,1954
1785.0,dom,1955
1898.0,dom,1956
2097.0,dom,1957
1973.0,dom,1958
1937.0,dom,1959
2125.0,dom,1960
2003.0,dom,1961
2416.0,dom,1962
2512.0,dom,1963
2559.0,dom,1964
2165.0,dom,1965
2288.0,dom,1966
2267.0,dom,1967
2205.0,dom,1968
2370.0,dom,1969
2706.0,dom,1970
2868.0,dom,1971
3089.0,dom,1972
3335.0,dom,1973
3581.0,dom,1974
3866.0,dom,1975
3687.0,dom,1976
3768.0,dom,1977
3643.0,dom,1978
3728.0,dom,1979
4122.0,dom,1980
4293.0,dom,1981
4201.0,dom,1982
4312.0,dom,1983
4088.0,dom,1984
3984.0,dom,1985
4122.0,dom,1986
4213.0,dom,1987
4433.0,dom,1988
4278.0,dom,1989
3862.0,dom,1990
3864.0,dom,1991
4204.0,dom,1992
4492.0,dom,1993
4611.0,dom,1994
4725.0,dom,1995
4929.0,dom,1996
5321.0,dom,1997
5694.0,dom,1998
5910.0,dom,1999
6018.0,dom,2000
6167.0,dom,2001
6371.0,dom,2002
6084.0,dom,2003
6208.0,dom,2004
6590.0,dom,2005
7171.0,dom,2006
7671.0,dom,2007
7827.0,dom,2008
8242.0,dom,2009
8584.0,dom,2010
8727.0,dom,2011
1680.0,ecu,1951
1810.0,ecu,1952
1843.0,ecu,1953
1978.0,ecu,1954
2003.0,ecu,1955
2013.0,ecu,1956
2034.0,ecu,1957
2024.0,ecu,1958
2066.0,ecu,1959
2134.0,ecu,1960
2166.0,ecu,1961
2210.0,ecu,1962
2189.0,ecu,1963
2287.0,ecu,1964
2284.0,ecu,1965
2297.0,ecu,1966
2393.0,ecu,1967
2431.0,ecu,1968
2420.0,ecu,1969
2533.0,ecu,1970
2554.0,ecu,1971
2626.0,ecu,1972
2945.0,ecu,1973
3574.0,ecu,1974
3519.0,ecu,1975
3800.0,ecu,1976
4132.0,ecu,1977
4160.0,ecu,1978
4463.0,ecu,1979
4616.0,ecu,1980
4567.0,ecu,1981
4492.0,ecu,1982
4233.0,ecu,1983
4249.0,ecu,1984
4239.0,ecu,1985
3948.0,ecu,1986
3680.0,ecu,1987
3804.0,ecu,1988
3828.0,ecu,1989
4017.0,ecu,1990
4032.0,ecu,1991
4070.0,ecu,1992
3888.0,ecu,1993
4016.0,ecu,1994
4009.0,ecu,1995
4070.0,ecu,1996
4118.0,ecu,1997
4000.0,ecu,1998
3866.0,ecu,1999
4125.0,ecu,2000
4174.0,ecu,2001
4509.0,ecu,2002
4722.0,ecu,2003
5178.0,ecu,2004
5733.0,ecu,2005
6047.0,ecu,2006
6204.0,ecu,2007
6666.0,ecu,2008
6261.0,ecu,2009
6503.0,ecu,2010
6828.0,ecu,2011
525.6,egy,1950
533.2,egy,1951
481.8,egy,1952
471.7,egy,1953
489.3,egy,1954
499.5,egy,1955
505.2,egy,1956
514.3,egy,1957
509.5,egy,1958
553.0,egy,1959
559.5,egy,1960
569.5,egy,1961
587.3,egy,1962
624.7,egy,1963
689.3,egy,1964
699.0,egy,1965
705.5,egy,1966
714.3,egy,1967
772.1,egy,1968
813.3,egy,1969
905.4,egy,1970
902.7,egy,1971
939.5,egy,1972
927.7,egy,1973
1002.0,egy,1974
1021.0,egy,1975
1031.0,egy,1976
1067.0,egy,1977
1095.0,egy,1978
1063.0,egy,1979
1068.0,egy,1980
1247.0,egy,1981
1224.0,egy,1982
1376.0,egy,1983
1521.0,egy,1984
1588.0,egy,1985
1572.0,egy,1986
1584.0,egy,1987
1531.0,egy,1988
1666.0,egy,1989
1826.0,egy,1990
2076.0,egy,1991
2374.0,egy,1992
2612.0,egy,1993
2929.0,egy,1994
3378.0,egy,1995
3989.0,egy,1996
3990.0,egy,1997
3862.0,egy,1998
3908.0,egy,1999
3931.0,egy,2000
3957.0,egy,2001
3919.0,egy,2002
3920.0,egy,2003
3970.0,egy,2004
3972.0,egy,2005
4120.0,egy,2006
4334.0,egy,2007
4513.0,egy,2008
4490.0,egy,2009
4708.0,egy,2010
4836.0,egy,2011
599.5,slv,1950
618.6,slv,1951
638.1,slv,1952
665.0,slv,1953
686.1,slv,1954
691.8,slv,1955
700.0,slv,1956
733.7,slv,1957
682.6,slv,1958
668.6,slv,1959
655.3,slv,1960
652.5,slv,1961
697.5,slv,1962
698.1,slv,1963
735.3,slv,1964
764.6,slv,1965
785.1,slv,1966
801.6,slv,1967
777.8,slv,1968
774.8,slv,1969
816.9,slv,1970
803.6,slv,1971
834.8,slv,1972
872.6,slv,1973
841.3,slv,1974
854.4,slv,1975
970.0,slv,1976
1117.0,slv,1977
1029.0,slv,1978
1014.0,slv,1979
905.1,slv,1980
777.5,slv,1981
721.9,slv,1982
713.0,slv,1983
722.3,slv,1984
732.8,slv,1985
761.7,slv,1986
738.8,slv,1987
753.4,slv,1988
740.4,slv,1989
706.5,slv,1990
720.0,slv,1991
747.2,slv,1992
798.1,slv,1993
842.8,slv,1994
905.6,slv,1995
917.8,slv,1996
949.9,slv,1997
975.5,slv,1998
992.2,slv,1999
994.4,slv,2000
1018.0,slv,2001
1033.0,slv,2002
1039.0,slv,2003
1042.0,slv,2004
1070.0,slv,2005
1101.0,slv,2006
1133.0,slv,2007
1131.0,slv,2008
1103.0,slv,2009
1108.0,slv,2010
1117.0,slv,2011
285.0,gnq,1960
288.7,gnq,1961
294.5,gnq,1962
381.7,gnq,1963
363.6,gnq,1964
327.3,gnq,1965
369.9,gnq,1966
392.2,gnq,1967
434.0,gnq,1968
446.5,gnq,1969
353.5,gnq,1970
383.4,gnq,1971
410.3,gnq,1972
462.2,gnq,1973
494.4,gnq,1974
586.0,gnq,1975
630.6,gnq,1976
702.2,gnq,1977
644.5,gnq,1978
621.1,gnq,1979
624.2,gnq,1980
615.4,gnq,1981
566.5,gnq,1982
613.5,gnq,1983
582.8,gnq,1984
472.1,gnq,1985
392.6,gnq,1986
325.4,gnq,1987
364.1,gnq,1988
398.3,gnq,1989
301.4,gnq,1990
278.3,gnq,1991
321.0,gnq,1992
336.1,gnq,1993
258.4,gnq,1994
469.5,gnq,1995
753.0,gnq,1996
1571.0,gnq,1997
1263.0,gnq,1998
2029.0,gnq,1999
3219.0,gnq,2000
4293.0,gnq,2001
7580.0,gnq,2002
6893.0,gnq,2003
10620.0,gnq,2004
14390.0,gnq,2005
12560.0,gnq,2006
12380.0,gnq,2007
