arms_imports_us_inflation_adjusted,geo,time
307000000,sgp,1999
708000000,sgp,2000
267000000,sgp,2001
232000000,sgp,2002
91000000,sgp,2003
384000000,sgp,2004
537000000,sgp,2005
67000000,sgp,2006
384000000,sgp,2007
1178000000,sgp,2008
1695000000,sgp,2009
1078000000,sgp,2010
154000000,svk,1993
30000000,svk,1994
218000000,svk,1995
30000000,svk,1996
2000000,svk,2000
27000000,svk,2002
4000000,svk,2005
1000000,svk,2007
0,svk,2008
5000000,svk,2009
8000000,svk,2010
26000000,svn,1993
10000000,svn,1994
20000000,svn,1995
22000000,svn,1996
8000000,svn,1997
4000000,svn,1998
17000000,svn,1999
1000000,svn,2000
36000000,svn,2001
2000000,svn,2002
17000000,svn,2003
16000000,svn,2004
2000000,svn,2005
2000000,svn,2006
2000000,svn,2007
7000000,svn,2009
73000000,svn,2010
6000000,slb,1988
6000000,slb,1991
10000000,som,1960
2000000,som,1961
2000000,som,1962
11000000,som,1963
30000000,som,1965
51000000,som,1966
74000000,som,1967
5000000,som,1968
0,som,1971
21000000,som,1972
206000000,som,1973
324000000,som,1974
85000000,som,1975
175000000,som,1976
39000000,som,1977
65000000,som,1978
45000000,som,1979
126000000,som,1980
105000000,som,1981
62000000,som,1982
23000000,som,1983
12000000,som,1984
42000000,som,1985
11000000,som,1986
16000000,som,1990
1000000,som,1999
12000000,zaf,1960
199000000,zaf,1962
460000000,zaf,1963
250000000,zaf,1964
341000000,zaf,1965
474000000,zaf,1966
282000000,zaf,1967
201000000,zaf,1968
200000000,zaf,1969
462000000,zaf,1970
241000000,zaf,1971
195000000,zaf,1972
288000000,zaf,1973
170000000,zaf,1974
245000000,zaf,1975
454000000,zaf,1976
578000000,zaf,1977
258000000,zaf,1978
129000000,zaf,1979
198000000,zaf,1980
120000000,zaf,1981
47000000,zaf,1982
223000000,zaf,1983
122000000,zaf,1984
24000000,zaf,1985
252000000,zaf,1986
29000000,zaf,1987
18000000,zaf,1988
21000000,zaf,1989
22000000,zaf,1990
36000000,zaf,1991
342000000,zaf,1992
225000000,zaf,1993
221000000,zaf,1994
38000000,zaf,1995
38000000,zaf,1996
11000000,zaf,1997
2000000,zaf,1998
25000000,zaf,1999
10000000,zaf,2000
23000000,zaf,2001
4000000,zaf,2002
2000000,zaf,2003
2000000,zaf,2004
262000000,zaf,2005
680000000,zaf,2006
847000000,zaf,2007
466000000,zaf,2008
134000000,zaf,2009
183000000,zaf,2010
227000000,esp,1960
109000000,esp,1961
73000000,esp,1962
12000000,esp,1963
59000000,esp,1964
421000000,esp,1965
247000000,esp,1966
275000000,esp,1967
129000000,esp,1968
191000000,esp,1969
234000000,esp,1970
597000000,esp,1971
740000000,esp,1972
860000000,esp,1973
561000000,esp,1974
1172000000,esp,1975
843000000,esp,1976
440000000,esp,1977
531000000,esp,1978
678000000,esp,1979
699000000,esp,1980
621000000,esp,1981
531000000,esp,1982
567000000,esp,1983
46000000,esp,1984
317000000,esp,1985
1133000000,esp,1986
1141000000,esp,1987
2048000000,esp,1988
875000000,esp,1989
709000000,esp,1990
101000000,esp,1991
206000000,esp,1992
330000000,esp,1993
893000000,esp,1994
362000000,esp,1995
436000000,esp,1996
216000000,esp,1997
71000000,esp,1998
377000000,esp,1999
346000000,esp,2000
180000000,esp,2001
236000000,esp,2002
162000000,esp,2003
226000000,esp,2004
339000000,esp,2005
291000000,esp,2006
332000000,esp,2007
375000000,esp,2008
275000000,esp,2009
313000000,esp,2010
4000000,lka,1960
0,lka,1964
2000000,lka,1969
33000000,lka,1971
52000000,lka,1972
0,lka,1976
15000000,lka,1977
7000000,lka,1978
20000000,lka,1980
54000000,lka,1984
41000000,lka,1985
30000000,lka,1986
121000000,lka,1987
25000000,lka,1988
6000000,lka,1989
20000000,lka,1990
134000000,lka,1991
24000000,lka,1992
35000000,lka,1993
74000000,lka,1994
59000000,lka,1995
213000000,lka,1996
2000000,lka,1997
68000000,lka,1998
63000000,lka,1999
280000000,lka,2000
151000000,lka,2001
28000000,lka,2002
12000000,lka,2003
26000000,lka,2004
33000000,lka,2005
40000000,lka,2006
31000000,lka,2007
64000000,lka,2008
5000000,lka,2010
8000000,sdn,1960
11000000,sdn,1961
21000000,sdn,1962
10000000,sdn,1963
36000000,sdn,1964
5000000,sdn,1965
5000000,sdn,1966
2000000,sdn,1967
14000000,sdn,1968
197000000,sdn,1969
608000000,sdn,1970
94000000,sdn,1971
74000000,sdn,1972
21000000,sdn,1973
6000000,sdn,1974
26000000,sdn,1977
201000000,sdn,1978
12000000,sdn,1979
12000000,sdn,1980
198000000,sdn,1981
130000000,sdn,1982
26000000,sdn,1983
107000000,sdn,1984
65000000,sdn,1985
9000000,sdn,1986
122000000,sdn,1987
75000000,sdn,1988
15000000,sdn,1989
3000000,sdn,1990
74000000,sdn,1991
6000000,sdn,1992
3000000,sdn,1995
29000000,sdn,1996
54000000,sdn,1997
36000000,sdn,1999
107000000,sdn,2001
48000000,sdn,2002
205000000,sdn,2003
299000000,sdn,2004
104000000,sdn,2005
66000000,sdn,2006
33000000,sdn,2007
106000000,sdn,2008
76000000,sdn,2009
14000000,sdn,2010
0,sur,1975
1000000,sur,1976
1000000,sur,1977
0,sur,1981
4000000,sur,1982
7000000,sur,1984
5000000,sur,1986
2000000,sur,1987
9000000,sur,1999
7000000,swz,1979
1000000,swz,2000
1000000,swz,2001
120000000,swe,1960
62000000,swe,1961
131000000,swe,1962
306000000,swe,1963
378000000,swe,1964
254000000,swe,1965
280000000,swe,1966
314000000,swe,1967
226000000,swe,1968
112000000,swe,1969
100000000,swe,1970
66000000,swe,1971
140000000,swe,1972
199000000,swe,1973
238000000,swe,1974
287000000,swe,1975
209000000,swe,1976
100000000,swe,1977
277000000,swe,1978
271000000,swe,1979
289000000,swe,1980
435000000,swe,1981
166000000,swe,1982
174000000,swe,1983
99000000,swe,1984
98000000,swe,1985
147000000,swe,1986
161000000,swe,1987
125000000,swe,1988
110000000,swe,1989
94000000,swe,1990
55000000,swe,1991
66000000,swe,1992
44000000,swe,1993
279000000,swe,1994
101000000,swe,1995
107000000,swe,1996
195000000,swe,1997
337000000,swe,1998
225000000,swe,1999
205000000,swe,2000
166000000,swe,2001
74000000,swe,2002
63000000,swe,2003
48000000,swe,2004
82000000,swe,2005
126000000,swe,2006
58000000,swe,2007
44000000,swe,2008
46000000,swe,2009
35000000,swe,2010
256000000,che,1960
72000000,che,1961
4000000,che,1962
50000000,che,1963
255000000,che,1964
219000000,che,1965
364000000,che,1966
172000000,che,1967
188000000,che,1968
157000000,che,1969
127000000,che,1970
197000000,che,1971
119000000,che,1972
114000000,che,1973
63000000,che,1974
132000000,che,1975
137000000,che,1976
5000000,che,1977
204000000,che,1978
222000000,che,1979
254000000,che,1980
272000000,che,1981
156000000,che,1982
402000000,che,1983
361000000,che,1984
301000000,che,1985
90000000,che,1986
142000000,che,1987
173000000,che,1988
300000000,che,1989
433000000,che,1990
447000000,che,1991
372000000,che,1992
105000000,che,1993
124000000,che,1994
93000000,che,1995
187000000,che,1996
388000000,che,1997
448000000,che,1998
499000000,che,1999
15000000,che,2000
60000000,che,2001
56000000,che,2002
98000000,che,2003
185000000,che,2004
164000000,che,2005
82000000,che,2006
114000000,che,2007
16000000,che,2008
34000000,che,2009
34000000,che,2010
33000000,syr,1960
11000000,syr,1961
13000000,syr,1962
54000000,syr,1963
33000000,syr,1965
464000000,syr,1966
853000000,syr,1967
992000000,syr,1968
961000000,syr,1969
558000000,syr,1970
556000000,syr,1971
1409000000,syr,1972
3513000000,syr,1973
3814000000,syr,1974
1234000000,syr,1975
487000000,syr,1976
928000000,syr,1977
945000000,syr,1978
2150000000,syr,1979
2046000000,syr,1980
1438000000,syr,1981
2037000000,syr,1982
2372000000,syr,1983
1900000000,syr,1984
1596000000,syr,1985
1121000000,syr,1986
1265000000,syr,1987
1283000000,syr,1988
623000000,syr,1989
689000000,syr,1990
385000000,syr,1991
312000000,syr,1992
198000000,syr,1993
44000000,syr,1994
43000000,syr,1995
21000000,syr,1996
20000000,syr,1998
21000000,syr,1999
19000000,syr,2000
19000000,syr,2001
19000000,syr,2002
43000000,syr,2003
19000000,syr,2004
7000000,syr,2005
70000000,syr,2006
253000000,syr,2008
167000000,syr,2009
167000000,syr,2010
27000000,tjk,1994
13000000,tjk,2006
7000000,tjk,2007
7000000,tza,1963
2000000,tza,1964
2000000,tza,1965
14000000,tza,1966
1000000,tza,1967
10000000,tza,1970
63000000,tza,1971
54000000,tza,1972
131000000,tza,1973
188000000,tza,1974
48000000,tza,1975
40000000,tza,1977
63000000,tza,1978
359000000,tza,1979
51000000,tza,1980
119000000,tza,1981
6000000,tza,1982
5000000,tza,1989
20000000,tza,1992
5000000,tza,1994
56000000,tza,2003
9000000,tza,2005
10000000,tza,2006
0,tza,2007
9000000,tza,2009
30000000,tha,1960
77000000,tha,1961
105000000,tha,1962
73000000,tha,1963
90000000,tha,1964
87000000,tha,1965
109000000,tha,1966
143000000,tha,1967
64000000,tha,1968
133000000,tha,1969
208000000,tha,1970
272000000,tha,1971
116000000,tha,1972
344000000,tha,1973
177000000,tha,1974
72000000,tha,1975
138000000,tha,1976
104000000,tha,1977
313000000,tha,1978
177000000,tha,1979
326000000,tha,1980
299000000,tha,1981
80000000,tha,1982
299000000,tha,1983
382000000,tha,1984
201000000,tha,1985
149000000,tha,1986
566000000,tha,1987
634000000,tha,1988
296000000,tha,1989
245000000,tha,1990
572000000,tha,1991
507000000,tha,1992
184000000,tha,1993
602000000,tha,1994
513000000,tha,1995
701000000,tha,1996
942000000,tha,1997
59000000,tha,1998
164000000,tha,1999
90000000,tha,2000
127000000,tha,2001
158000000,tha,2002
153000000,tha,2003
117000000,tha,2004
63000000,tha,2005
45000000,tha,2006
8000000,tha,2007
13000000,tha,2008
51000000,tha,2009
83000000,tha,2010
20000000,tls,2010
1000000,tgo,1960
0,tgo,1964
0,tgo,1965
1000000,tgo,1968
1000000,tgo,1969
1000000,tgo,1970
1000000,tgo,1971
2000000,tgo,1973
15000000,tgo,1975
61000000,tgo,1976
1000000,tgo,1977
9000000,tgo,1978
5000000,tgo,1979
30000000,tgo,1980
21000000,tgo,1981
3000000,tgo,1982
2000000,tgo,1983
19000000,tgo,1986
0,tgo,1987
0,tgo,1988
10000000,tgo,1991
9000000,tgo,1992
3000000,tgo,1994
3000000,tgo,1995
7000000,tgo,1997
1000000,tgo,2010
0,ton,1986
6000000,ton,1989
6000000,ton,1990
6000000,ton,1991
0,ton,1996
0,tto,1974
2000000,tto,1975
21000000,tto,1980
6000000,tto,1981
3000000,tto,1998
10000000,tto,2000
1000000,tto,2001
6000000,tto,2007
45000000,tto,2010
40000000,tun,1960
1000000,tun,1961
3000000,tun,1963
4000000,tun,1964
40000000,tun,1965
16000000,tun,1968
22000000,tun,1969
47000000,tun,1970
0,tun,1971
4000000,tun,1972
26000000,tun,1973
12000000,tun,1974
16000000,tun,1975
10000000,tun,1976
96000000,tun,1977
14000000,tun,1978
118000000,tun,1979
102000000,tun,1980
56000000,tun,1981
58000000,tun,1982
102000000,tun,1983
114000000,tun,1984
324000000,tun,1985
56000000,tun,1987
12000000,tun,1988
39000000,tun,1989
4000000,tun,1990
4000000,tun,1991
32000000,tun,1992
46000000,tun,1994
44000000,tun,1995
53000000,tun,1996
37000000,tun,1997
23000000,tun,1998
11000000,tun,1999
83000000,tun,2002
0,tun,2003
168000000,tun,2005
2000000,tun,2006
3000000,tun,2008
2000000,tun,2010
605000000,tur,1960
329000000,tur,1961
329000000,tur,1962
639000000,tur,1963
872000000,tur,1964
391000000,tur,1965
307000000,tur,1966
582000000,tur,1967
403000000,tur,1968
614000000,tur,1969
371000000,tur,1970
941000000,tur,1971
1077000000,tur,1972
762000000,tur,1973
749000000,tur,1974
1064000000,tur,1975
445000000,tur,1976
324000000,tur,1977
964000000,tur,1978
938000000,tur,1979
497000000,tur,1980
687000000,tur,1981
512000000,tur,1982
445000000,tur,1983
521000000,tur,1984
638000000,tur,1985
564000000,tur,1986
1377000000,tur,1987
1596000000,tur,1988
1016000000,tur,1989
1245000000,tur,1990
1206000000,tur,1991
1824000000,tur,1992
2307000000,tur,1993
1833000000,tur,1994
1603000000,tur,1995
1478000000,tur,1996
1511000000,tur,1997
2624000000,tur,1998
1744000000,tur,1999
1161000000,tur,2000
560000000,tur,2001
1021000000,tur,2002
440000000,tur,2003
188000000,tur,2004
1065000000,tur,2005
452000000,tur,2006
614000000,tur,2007
579000000,tur,2008
663000000,tur,2009
468000000,tur,2010
20000000,tkm,2003
22000000,tkm,2004
20000000,tkm,2009
29000000,tkm,2010
6000000,tuv,1994
6000000,uga,1964
2000000,uga,1965
15000000,uga,1966
8000000,uga,1967
37000000,uga,1968
15000000,uga,1969
7000000,uga,1970
3000000,uga,1971
19000000,uga,1972
17000000,uga,1973
47000000,uga,1974
124000000,uga,1975
35000000,uga,1976
5000000,uga,1977
14000000,uga,1982
9000000,uga,1985
31000000,uga,1987
1000000,uga,1988
17000000,uga,1989
32000000,uga,1995
55000000,uga,1998
39000000,uga,1999
6000000,uga,2000
22000000,uga,2002
19000000,uga,2003
8000000,uga,2004
9000000,uga,2005
5000000,uga,2006
5000000,uga,2008
22000000,uga,2009
1000000,uga,2010
13000000,are,1968
13000000,are,1969
68000000,are,1970
24000000,are,1971
27000000,are,1972
93000000,are,1973
106000000,are,1974
240000000,are,1975
257000000,are,1976
275000000,are,1977
196000000,are,1978
18000000,are,1979
205000000,are,1980
439000000,are,1981
156000000,are,1982
167000000,are,1983
316000000,are,1984
132000000,are,1985
170000000,are,1986
240000000,are,1987
46000000,are,1988
616000000,are,1989
564000000,are,1990
237000000,are,1991
193000000,are,1992
570000000,are,1993
563000000,are,1994
420000000,are,1995
479000000,are,1996
690000000,are,1997
759000000,are,1998
419000000,are,1999
243000000,are,2000
186000000,are,2001
213000000,are,2002
695000000,are,2003
1246000000,are,2004
2199000000,are,2005
2049000000,are,2006
953000000,are,2007
744000000,are,2008
560000000,are,2009
493000000,are,2010
26000000,gbr,1960
32000000,gbr,1961
38000000,gbr,1962
149000000,gbr,1963
130000000,gbr,1964
163000000,gbr,1965
213000000,gbr,1966
1413000000,gbr,1967
2798000000,gbr,1968
3080000000,gbr,1969
60000000,gbr,1970
201000000,gbr,1971
314000000,gbr,1972
256000000,gbr,1973
260000000,gbr,1974
269000000,gbr,1975
182000000,gbr,1976
202000000,gbr,1977
190000000,gbr,1978
242000000,gbr,1979
541000000,gbr,1980
969000000,gbr,1981
933000000,gbr,1982
308000000,gbr,1983
618000000,gbr,1984
331000000,gbr,1985
260000000,gbr,1986
186000000,gbr,1987
264000000,gbr,1988
217000000,gbr,1989
119000000,gbr,1990
935000000,gbr,1991
1129000000,gbr,1992
1111000000,gbr,1993
563000000,gbr,1994
650000000,gbr,1995
728000000,gbr,1996
653000000,gbr,1997
890000000,gbr,1998
75000000,gbr,1999
837000000,gbr,2000
1303000000,gbr,2001
733000000,gbr,2002
769000000,gbr,2003
243000000,gbr,2004
27000000,gbr,2005
337000000,gbr,2006
729000000,gbr,2007
547000000,gbr,2008
386000000,gbr,2009
518000000,gbr,2010
219000000,usa,1960
243000000,usa,1961
314000000,usa,1962
433000000,usa,1963
441000000,usa,1964
305000000,usa,1965
194000000,usa,1966
122000000,usa,1967
120000000,usa,1968
120000000,usa,1969
53000000,usa,1970
527000000,usa,1971
667000000,usa,1972
652000000,usa,1973
581000000,usa,1974
333000000,usa,1975
449000000,usa,1976
354000000,usa,1977
325000000,usa,1978
212000000,usa,1979
288000000,usa,1980
296000000,usa,1981
102000000,usa,1982
306000000,usa,1983
354000000,usa,1984
607000000,usa,1985
402000000,usa,1986
1892000000,usa,1987
1667000000,usa,1988
1649000000,usa,1989
328000000,usa,1990
495000000,usa,1991
519000000,usa,1992
1033000000,usa,1993
1088000000,usa,1994
870000000,usa,1995
600000000,usa,1996
608000000,usa,1997
281000000,usa,1998
240000000,usa,1999
348000000,usa,2000
504000000,usa,2001
505000000,usa,2002
593000000,usa,2003
551000000,usa,2004
520000000,usa,2005
551000000,usa,2006
752000000,usa,2007
871000000,usa,2008
929000000,usa,2009
893000000,usa,2010
17000000,ury,1960
1000000,ury,1961
100000000,ury,1962
0,ury,1963
2000000,ury,1964
8000000,ury,1965
6000000,ury,1966
11000000,ury,1968
9000000,ury,1969
11000000,ury,1970
15000000,ury,1971
21000000,ury,1972
6000000,ury,1973
5000000,ury,1974
0,ury,1975
39000000,ury,1976
2000000,ury,1977
8000000,ury,1978
8000000,ury,1979
18000000,ury,1980
99000000,ury,1981
15000000,ury,1982
17000000,ury,1983
8000000,ury,1985
11000000,ury,1988
35000000,ury,1989
33000000,ury,1990
65000000,ury,1991
19000000,ury,1992
18000000,ury,1993
10000000,ury,1994
9000000,ury,1995
4000000,ury,1996
19000000,ury,1997
19000000,ury,1998
8000000,ury,1999
4000000,ury,2000
11000000,ury,2002
20000000,ury,2005
8000000,ury,2006
3000000,ury,2007
65000000,ury,2008
10000000,ury,2009
36000000,ury,2010
6000000,uzb,2001
6000000,uzb,2002
6000000,vut,1987
50000000,ven,1960
29000000,ven,1962
48000000,ven,1963
9000000,ven,1964
39000000,ven,1966
235000000,ven,1967
20000000,ven,1968
8000000,ven,1969
11000000,ven,1970
129000000,ven,1971
167000000,ven,1972
439000000,ven,1973
252000000,ven,1974
216000000,ven,1975
184000000,ven,1976
257000000,ven,1977
60000000,ven,1978
25000000,ven,1979
358000000,ven,1980
900000000,ven,1981
682000000,ven,1982
238000000,ven,1983
205000000,ven,1984
504000000,ven,1985
95000000,ven,1986
46000000,ven,1987
85000000,ven,1988
118000000,ven,1989
175000000,ven,1990
335000000,ven,1991
54000000,ven,1992
33000000,ven,1993
1000000,ven,1994
5000000,ven,1995
35000000,ven,1996
37000000,ven,1997
8000000,ven,1998
80000000,ven,1999
110000000,ven,2000
105000000,ven,2001
50000000,ven,2002
13000000,ven,2003
9000000,ven,2004
23000000,ven,2005
383000000,ven,2006
785000000,ven,2007
743000000,ven,2008
344000000,ven,2009
365000000,ven,2010
54000000,vnm,1960
100000000,vnm,1961
77000000,vnm,1962
99000000,vnm,1963
246000000,vnm,1964
637000000,vnm,1965
1144000000,vnm,1966
1207000000,vnm,1967
1189000000,vnm,1968
913000000,vnm,1969
1202000000,vnm,1970
1275000000,vnm,1971
1476000000,vnm,1972
814000000,vnm,1973
365000000,vnm,1974
307000000,vnm,1975
42000000,vnm,1976
42000000,vnm,1977
574000000,vnm,1978
1698000000,vnm,1979
1080000000,vnm,1980
1090000000,vnm,1981
532000000,vnm,1982
941000000,vnm,1983
554000000,vnm,1984
28000000,vnm,1985
78000000,vnm,1986
18000000,vnm,1987
32000000,vnm,1988
100000000,vnm,1989
86000000,vnm,1990
281000000,vnm,1995
209000000,vnm,1996
111000000,vnm,1997
229000000,vnm,1998
163000000,vnm,1999
7000000,vnm,2000
85000000,vnm,2001
126000000,vnm,2002
28000000,vnm,2003
294000000,vnm,2004
328000000,vnm,2005
44000000,vnm,2006
2000000,vnm,2007
166000000,vnm,2008
66000000,vnm,2009
515000000,vnm,2010
5000000,pse,1994
1000000,pse,1995
9000000,pse,1996
2000000,pse,2007
14000000,pse,2009
4000000,pse,2010
76000000,yem,1990
134000000,yem,1991
4000000,yem,1994
171000000,yem,1995
1000000,yem,1998
50000000,yem,1999
158000000,yem,2000
96000000,yem,2001
592000000,yem,2002
40000000,yem,2003
312000000,yem,2004
306000000,yem,2005
57000000,yem,2006
151000000,yem,2007
39000000,yem,2008
5000000,yem,2009
7000000,yem,2010
7000000,zmb,1964
16000000,zmb,1965
11000000,zmb,1966
7000000,zmb,1969
3000000,zmb,1970
144000000,zmb,1971
29000000,zmb,1972
19000000,zmb,1973
16000000,zmb,1974
48000000,zmb,1975
110000000,zmb,1976
38000000,zmb,1977
45000000,zmb,1978
4000000,zmb,1979
141000000,zmb,1980
220000000,zmb,1981
48000000,zmb,1982
12000000,zmb,1983
18000000,zmb,1984
8000000,zmb,1996
33000000,zmb,2000
2000000,zmb,2002
0,zmb,2005
30000000,zmb,2006
5000000,zmb,2007
14000000,zwe,1960
17000000,zwe,1962
20000000,zwe,1963
14000000,zwe,1967
2000000,zwe,1971
11000000,zwe,1972
0,zwe,1973
2000000,zwe,1974
25000000,zwe,1975
16000000,zwe,1976
5000000,zwe,1977
13000000,zwe,1978
14000000,zwe,1981
86000000,zwe,1982
33000000,zwe,1983
26000000,zwe,1984
30000000,zwe,1985
206000000,zwe,1986
33000000,zwe,1987
2000000,zwe,1988
2000000,zwe,1990
33000000,zwe,1991
60000000,zwe,1992
0,zwe,1993
1000000,zwe,1998
27000000,zwe,1999
2000000,zwe,2000
10000000,zwe,2001
16000000,zwe,2003
25000000,zwe,2005
25000000,zwe,2006
