arms_imports_us_inflation_adjusted,geo,time
37000000,afg,1960
56000000,afg,1961
64000000,afg,1962
39000000,afg,1963
56000000,afg,1964
88000000,afg,1965
201000000,afg,1966
236000000,afg,1967
145000000,afg,1968
92000000,afg,1969
9000000,afg,1970
135000000,afg,1971
110000000,afg,1972
90000000,afg,1975
230000000,afg,1976
74000000,afg,1977
329000000,afg,1978
359000000,afg,1979
370000000,afg,1980
388000000,afg,1981
256000000,afg,1982
240000000,afg,1983
383000000,afg,1984
149000000,afg,1985
298000000,afg,1986
531000000,afg,1987
1022000000,afg,1988
2160000000,afg,1989
2012000000,afg,1990
1331000000,afg,1991
34000000,afg,2002
42000000,afg,2005
3000000,afg,2006
41000000,afg,2007
152000000,afg,2008
344000000,afg,2009
407000000,afg,2010
59000000,alb,1960
76000000,alb,1961
49000000,alb,1962
11000000,alb,1963
7000000,alb,1964
189000000,alb,1965
82000000,alb,1966
181000000,alb,1967
288000000,alb,1968
312000000,alb,1969
265000000,alb,1970
349000000,alb,1971
150000000,alb,1972
111000000,alb,1973
142000000,alb,1974
57000000,alb,1975
5000000,alb,1976
7000000,alb,1977
5000000,alb,1978
2000000,alb,1980
21000000,alb,1995
2000000,alb,2003
42000000,alb,2005
5000000,alb,2007
13000000,alb,2008
25000000,alb,2009
13000000,alb,2010
7000000,dza,1961
62000000,dza,1962
86000000,dza,1963
153000000,dza,1964
325000000,dza,1965
459000000,dza,1966
542000000,dza,1967
48000000,dza,1968
78000000,dza,1969
26000000,dza,1970
25000000,dza,1971
169000000,dza,1972
99000000,dza,1973
13000000,dza,1974
56000000,dza,1975
119000000,dza,1976
1042000000,dza,1977
1508000000,dza,1978
1961000000,dza,1979
1315000000,dza,1980
1218000000,dza,1981
1311000000,dza,1982
584000000,dza,1983
510000000,dza,1984
269000000,dza,1985
155000000,dza,1986
370000000,dza,1987
320000000,dza,1988
455000000,dza,1989
729000000,dza,1990
1004000000,dza,1991
18000000,dza,1992
17000000,dza,1993
176000000,dza,1994
271000000,dza,1995
80000000,dza,1996
35000000,dza,1997
103000000,dza,1998
409000000,dza,1999
415000000,dza,2000
532000000,dza,2001
234000000,dza,2002
193000000,dza,2003
236000000,dza,2004
155000000,dza,2005
304000000,dza,2006
471000000,dza,2007
1424000000,dza,2008
1121000000,dza,2009
791000000,dza,2010
1000000,ago,1974
257000000,ago,1975
149000000,ago,1976
102000000,ago,1977
144000000,ago,1978
108000000,ago,1979
168000000,ago,1980
252000000,ago,1981
391000000,ago,1982
563000000,ago,1983
460000000,ago,1984
507000000,ago,1985
751000000,ago,1986
1207000000,ago,1987
969000000,ago,1988
142000000,ago,1989
140000000,ago,1990
125000000,ago,1993
94000000,ago,1994
1000000,ago,1995
43000000,ago,1996
7000000,ago,1997
154000000,ago,1998
363000000,ago,1999
145000000,ago,2000
157000000,ago,2001
151000000,ago,2002
47000000,ago,2003
9000000,ago,2004
40000000,ago,2005
7000000,ago,2006
25000000,ago,2007
29000000,ago,2008
20000000,ago,2009
99000000,arg,1960
202000000,arg,1961
60000000,arg,1962
20000000,arg,1963
19000000,arg,1964
7000000,arg,1965
86000000,arg,1966
129000000,arg,1967
424000000,arg,1968
225000000,arg,1969
254000000,arg,1970
348000000,arg,1971
391000000,arg,1972
231000000,arg,1973
461000000,arg,1974
173000000,arg,1975
533000000,arg,1976
194000000,arg,1977
547000000,arg,1978
445000000,arg,1979
457000000,arg,1980
848000000,arg,1981
390000000,arg,1982
1287000000,arg,1983
709000000,arg,1984
472000000,arg,1985
225000000,arg,1986
218000000,arg,1987
68000000,arg,1988
12000000,arg,1989
170000000,arg,1990
2000000,arg,1991
28000000,arg,1992
14000000,arg,1993
209000000,arg,1994
43000000,arg,1995
38000000,arg,1996
112000000,arg,1997
172000000,arg,1998
267000000,arg,1999
208000000,arg,2000
6000000,arg,2001
16000000,arg,2002
12000000,arg,2003
165000000,arg,2004
3000000,arg,2005
9000000,arg,2006
24000000,arg,2007
23000000,arg,2008
16000000,arg,2009
17000000,arg,2010
3000000,arm,1993
304000000,arm,1994
46000000,arm,1995
96000000,arm,1996
2000000,arm,1999
120000000,arm,2004
1000000,arm,2007
36000000,arm,2009
36000000,arm,2010
104000000,aus,1960
35000000,aus,1961
719000000,aus,1962
190000000,aus,1963
514000000,aus,1964
909000000,aus,1965
703000000,aus,1966
772000000,aus,1967
445000000,aus,1968
917000000,aus,1969
235000000,aus,1970
261000000,aus,1971
58000000,aus,1972
701000000,aus,1973
898000000,aus,1974
109000000,aus,1975
87000000,aus,1976
275000000,aus,1977
1036000000,aus,1978
196000000,aus,1979
406000000,aus,1980
414000000,aus,1981
143000000,aus,1982
675000000,aus,1983
661000000,aus,1984
526000000,aus,1985
829000000,aus,1986
609000000,aus,1987
763000000,aus,1988
707000000,aus,1989
347000000,aus,1990
208000000,aus,1991
368000000,aus,1992
458000000,aus,1993
269000000,aus,1994
149000000,aus,1995
587000000,aus,1996
35000000,aus,1997
528000000,aus,1998
650000000,aus,1999
399000000,aus,2000
1213000000,aus,2001
659000000,aus,2002
815000000,aus,2003
502000000,aus,2004
467000000,aus,2005
680000000,aus,2006
628000000,aus,2007
384000000,aus,2008
684000000,aus,2009
1677000000,aus,2010
11000000,aut,1960
22000000,aut,1961
11000000,aut,1962
24000000,aut,1963
74000000,aut,1964
78000000,aut,1965
61000000,aut,1966
48000000,aut,1967
1000000,aut,1968
12000000,aut,1969
108000000,aut,1970
135000000,aut,1971
103000000,aut,1972
58000000,aut,1973
65000000,aut,1974
93000000,aut,1975
65000000,aut,1976
51000000,aut,1977
16000000,aut,1979
191000000,aut,1980
88000000,aut,1981
107000000,aut,1982
145000000,aut,1983
13000000,aut,1984
28000000,aut,1985
19000000,aut,1986
7000000,aut,1987
115000000,aut,1988
84000000,aut,1989
5000000,aut,1990
6000000,aut,1991
5000000,aut,1992
9000000,aut,1993
38000000,aut,1994
23000000,aut,1995
10000000,aut,1996
178000000,aut,1997
212000000,aut,1998
48000000,aut,1999
25000000,aut,2000
15000000,aut,2001
70000000,aut,2002
43000000,aut,2003
55000000,aut,2004
22000000,aut,2005
2000000,aut,2006
305000000,aut,2007
220000000,aut,2008
330000000,aut,2009
5000000,aut,2010
60000000,aze,1992
49000000,aze,1993
25000000,aze,1994
3000000,aze,2000
92000000,aze,2002
3000000,aze,2004
45000000,aze,2005
148000000,aze,2006
210000000,aze,2007
29000000,aze,2008
143000000,aze,2009
62000000,aze,2010
1000000,bhs,1984
17000000,bhs,1986
2000000,bhs,1990
3000000,bhs,1991
54000000,bhs,2000
1000000,bhs,2009
1000000,bhr,1965
1000000,bhr,1966
0,bhr,1971
6000000,bhr,1972
0,bhr,1973
1000000,bhr,1974
2000000,bhr,1977
9000000,bhr,1978
8000000,bhr,1979
20000000,bhr,1980
57000000,bhr,1981
60000000,bhr,1982
10000000,bhr,1983
131000000,bhr,1984
63000000,bhr,1985
100000000,bhr,1986
241000000,bhr,1987
137000000,bhr,1988
66000000,bhr,1989
362000000,bhr,1990
65000000,bhr,1991
37000000,bhr,1992
0,bhr,1993
7000000,bhr,1994
67000000,bhr,1995
190000000,bhr,1996
78000000,bhr,1997
6000000,bhr,1998
299000000,bhr,2000
31000000,bhr,2001
58000000,bhr,2002
6000000,bhr,2003
10000000,bhr,2004
63000000,bhr,2005
63000000,bhr,2006
26000000,bhr,2007
20000000,bhr,2008
71000000,bhr,2010
8000000,bgd,1971
2000000,bgd,1972
78000000,bgd,1973
44000000,bgd,1974
34000000,bgd,1975
66000000,bgd,1976
69000000,bgd,1977
38000000,bgd,1978
1000000,bgd,1979
63000000,bgd,1980
67000000,bgd,1981
114000000,bgd,1982
168000000,bgd,1983
86000000,bgd,1984
59000000,bgd,1985
5000000,bgd,1986
242000000,bgd,1988
304000000,bgd,1989
195000000,bgd,1990
99000000,bgd,1991
114000000,bgd,1992
43000000,bgd,1993
57000000,bgd,1994
122000000,bgd,1995
5000000,bgd,1996
25000000,bgd,1997
188000000,bgd,1999
207000000,bgd,2000
191000000,bgd,2001
38000000,bgd,2002
9000000,bgd,2003
34000000,bgd,2004
9000000,bgd,2005
214000000,bgd,2006
73000000,bgd,2007
13000000,bgd,2008
45000000,bgd,2010
9000000,brb,1981
1000000,brb,1984
13000000,brb,2007
13000000,brb,2008
13000000,brb,2009
41000000,blr,1998
41000000,blr,1999
6000000,blr,2005
254000000,blr,2006
3000000,blr,2009
141000000,bel,1960
88000000,bel,1961
62000000,bel,1962
706000000,bel,1963
750000000,bel,1964
558000000,bel,1965
92000000,bel,1966
31000000,bel,1967
212000000,bel,1968
223000000,bel,1969
528000000,bel,1970
509000000,bel,1971
517000000,bel,1972
579000000,bel,1973
85000000,bel,1974
134000000,bel,1975
225000000,bel,1976
202000000,bel,1977
387000000,bel,1978
797000000,bel,1979
586000000,bel,1980
521000000,bel,1981
436000000,bel,1982
579000000,bel,1983
567000000,bel,1984
283000000,bel,1985
95000000,bel,1986
102000000,bel,1987
418000000,bel,1988
215000000,bel,1989
319000000,bel,1990
133000000,bel,1991
48000000,bel,1992
76000000,bel,1993
49000000,bel,1994
16000000,bel,1995
4000000,bel,1996
57000000,bel,1997
67000000,bel,1998
73000000,bel,1999
39000000,bel,2000
35000000,bel,2001
62000000,bel,2002
27000000,bel,2003
18000000,bel,2004
0,bel,2005
21000000,bel,2006
170000000,bel,2007
200000000,bel,2008
90000000,bel,2009
30000000,bel,2010
1000000,blz,1984
0,blz,1996
1000000,blz,2000
2000000,ben,1961
1000000,ben,1962
2000000,ben,1964
1000000,ben,1966
0,ben,1970
2000000,ben,1971
1000000,ben,1973
26000000,ben,1978
7000000,ben,1979
10000000,ben,1982
3000000,ben,1983
1000000,ben,1984
5000000,ben,1985
1000000,ben,1987
0,ben,1988
0,ben,1989
7000000,ben,2002
2000000,ben,2007
1000000,ben,2009
0,ben,2010
1000000,btn,1968
0,btn,2004
6000000,bol,1960
3000000,bol,1961
2000000,bol,1962
4000000,bol,1963
4000000,bol,1964
1000000,bol,1965
1000000,bol,1966
14000000,bol,1967
17000000,bol,1968
1000000,bol,1969
2000000,bol,1970
3000000,bol,1971
10000000,bol,1972
10000000,bol,1973
20000000,bol,1974
33000000,bol,1975
16000000,bol,1976
1000000,bol,1977
10000000,bol,1978
32000000,bol,1979
57000000,bol,1980
22000000,bol,1981
6000000,bol,1982
2000000,bol,1984
27000000,bol,1985
18000000,bol,1986
56000000,bol,1988
66000000,bol,1989
10000000,bol,1991
24000000,bol,1992
12000000,bol,1993
9000000,bol,1994
2000000,bol,1995
9000000,bol,1999
19000000,bol,2000
5000000,bol,2003
1000000,bol,2004
1000000,bol,2005
8000000,bol,2006
2000000,bol,2007
3000000,bol,2008
5000000,bol,2009
1000000,bol,2010
6000000,bih,1993
6000000,bih,1994
55000000,bih,1996
70000000,bih,1997
2000000,bih,1998
25000000,bih,1999
2000000,bwa,1977
1000000,bwa,1978
8000000,bwa,1979
2000000,bwa,1980
8000000,bwa,1981
4000000,bwa,1985
22000000,bwa,1987
33000000,bwa,1988
1000000,bwa,1989
22000000,bwa,1990
3000000,bwa,1991
2000000,bwa,1992
11000000,bwa,1993
10000000,bwa,1995
31000000,bwa,1996
71000000,bwa,1997
2000000,bwa,1998
52000000,bwa,2000
15000000,bwa,2001
1000000,bwa,2002
9000000,bwa,2003
8000000,bwa,2004
10000000,bwa,2009
10000000,bwa,2010
240000000,bra,1960
230000000,bra,1961
53000000,bra,1962
120000000,bra,1963
22000000,bra,1964
148000000,bra,1965
56000000,bra,1966
218000000,bra,1967
142000000,bra,1968
203000000,bra,1969
231000000,bra,1970
135000000,bra,1971
477000000,bra,1972
581000000,bra,1973
248000000,bra,1974
518000000,bra,1975
552000000,bra,1976
506000000,bra,1977
765000000,bra,1978
354000000,bra,1979
344000000,bra,1980
85000000,bra,1981
69000000,bra,1982
100000000,bra,1983
125000000,bra,1984
89000000,bra,1985
155000000,bra,1986
251000000,bra,1987
135000000,bra,1988
761000000,bra,1989
149000000,bra,1990
168000000,bra,1991
90000000,bra,1992
57000000,bra,1993
335000000,bra,1994
247000000,bra,1995
547000000,bra,1996
476000000,bra,1997
244000000,bra,1998
364000000,bra,1999
121000000,bra,2000
529000000,bra,2001
224000000,bra,2002
110000000,bra,2003
81000000,bra,2004
223000000,bra,2005
197000000,bra,2006
211000000,bra,2007
200000000,bra,2008
165000000,bra,2009
314000000,bra,2010
5000000,brn,1965
1000000,brn,1966
18000000,brn,1967
1000000,brn,1968
5000000,brn,1970
19000000,brn,1971
2000000,brn,1972
1000000,brn,1973
16000000,brn,1974
1000000,brn,1975
0,brn,1976
46000000,brn,1978
65000000,brn,1979
8000000,brn,1981
13000000,brn,1982
77000000,brn,1983
49000000,brn,1984
13000000,brn,1986
3000000,brn,1990
3000000,brn,1991
17000000,brn,1996
31000000,brn,1997
7000000,brn,1998
5000000,brn,1999
3000000,brn,2001
0,brn,2002
0,brn,2003
0,brn,2004
1000000,brn,2005
2000000,brn,2006
40000000,brn,2009
40000000,brn,2010
475000000,bgr,1960
525000000,bgr,1961
494000000,bgr,1962
515000000,bgr,1963
330000000,bgr,1964
382000000,bgr,1965
219000000,bgr,1966
330000000,bgr,1967
251000000,bgr,1968
533000000,bgr,1969
705000000,bgr,1970
399000000,bgr,1971
479000000,bgr,1972
308000000,bgr,1973
302000000,bgr,1974
385000000,bgr,1975
399000000,bgr,1976
526000000,bgr,1977
905000000,bgr,1978
360000000,bgr,1979
629000000,bgr,1980
975000000,bgr,1981
562000000,bgr,1982
491000000,bgr,1983
683000000,bgr,1984
596000000,bgr,1985
967000000,bgr,1986
430000000,bgr,1987
239000000,bgr,1988
399000000,bgr,1989
744000000,bgr,1990
338000000,bgr,1991
44000000,bgr,1992
1000000,bgr,1993
1000000,bgr,1994
1000000,bgr,1995
122000000,bgr,1996
7000000,bgr,1999
2000000,bgr,2003
12000000,bgr,2004
149000000,bgr,2005
22000000,bgr,2006
47000000,bgr,2007
124000000,bgr,2008
129000000,bgr,2009
17000000,bgr,2010
1000000,bfa,1961
1000000,bfa,1964
0,bfa,1965
0,bfa,1966
0,bfa,1968
1000000,bfa,1969
1000000,bfa,1970
1000000,bfa,1971
8000000,bfa,1975
8000000,bfa,1976
9000000,bfa,1977
0,bfa,1980
9000000,bfa,1981
1000000,bfa,1982
16000000,bfa,1983
9000000,bfa,1984
2000000,bfa,1985
2000000,bfa,1986
12000000,bfa,1988
3000000,bfa,1991
7000000,bfa,1993
0,bfa,1999
19000000,bfa,2005
1000000,bfa,2006
4000000,bfa,2007
2000000,bfa,2009
5000000,bdi,1966
2000000,bdi,1967
3000000,bdi,1969
0,bdi,1973
1000000,bdi,1980
5000000,bdi,1981
3000000,bdi,1982
8000000,bdi,1983
2000000,bdi,1984
6000000,bdi,1989
6000000,bdi,1990
1000000,bdi,2001
4000000,bdi,2002
2000000,bdi,2009
1000000,khm,1960
4000000,khm,1961
9000000,khm,1962
8000000,khm,1963
40000000,khm,1964
39000000,khm,1965
38000000,khm,1966
21000000,khm,1967
15000000,khm,1968
17000000,khm,1969
6000000,khm,1970
18000000,khm,1971
99000000,khm,1972
110000000,khm,1973
23000000,khm,1974
42000000,khm,1978
38000000,khm,1980
13000000,khm,1983
76000000,khm,1984
75000000,khm,1985
139000000,khm,1986
55000000,khm,1987
10000000,khm,1988
113000000,khm,1989
44000000,khm,1990
2000000,khm,1993
73000000,khm,1994
33000000,khm,1996
21000000,khm,1997
12000000,khm,2006
60000000,khm,2007
4000000,khm,2009
28000000,khm,2010
0,cmr,1961
2000000,cmr,1963
0,cmr,1964
2000000,cmr,1965
2000000,cmr,1966
3000000,cmr,1967
3000000,cmr,1968
8000000,cmr,1971
1000000,cmr,1972
15000000,cmr,1973
32000000,cmr,1976
73000000,cmr,1977
2000000,cmr,1979
26000000,cmr,1981
117000000,cmr,1982
6000000,cmr,1983
130000000,cmr,1984
17000000,cmr,1985
11000000,cmr,1986
5000000,cmr,1987
1000000,cmr,1988
4000000,cmr,1989
12000000,cmr,1990
3000000,cmr,1992
4000000,cmr,1996
6000000,cmr,1997
9000000,cmr,1998
4000000,cmr,1999
6000000,cmr,2001
6000000,cmr,2002
5000000,cmr,2005
2000000,cmr,2006
1000000,cmr,2008
9000000,cmr,2010
173000000,can,1960
1747000000,can,1961
1036000000,can,1962
904000000,can,1963
665000000,can,1964
520000000,can,1965
273000000,can,1966
243000000,can,1967
354000000,can,1968
525000000,can,1969
705000000,can,1970
442000000,can,1971
394000000,can,1972
65000000,can,1973
187000000,can,1974
216000000,can,1975
28000000,can,1976
28000000,can,1977
175000000,can,1978
227000000,can,1979
433000000,can,1980
446000000,can,1981
236000000,can,1982
616000000,can,1983
615000000,can,1984
885000000,can,1985
886000000,can,1986
788000000,can,1987
738000000,can,1988
65000000,can,1989
144000000,can,1990
665000000,can,1991
338000000,can,1992
191000000,can,1993
448000000,can,1994
365000000,can,1995
380000000,can,1996
315000000,can,1997
106000000,can,1998
193000000,can,1999
570000000,can,2000
547000000,can,2001
438000000,can,2002
156000000,can,2003
356000000,can,2004
116000000,can,2005
107000000,can,2006
432000000,can,2007
428000000,can,2008
93000000,can,2009
373000000,can,2010
2000000,cpv,1976
14000000,cpv,1979
26000000,cpv,1982
4000000,cpv,1992
9000000,cpv,1998
1000000,cpv,2000
2000000,cpv,2009
2000000,caf,1961
1000000,caf,1965
2000000,caf,1966
3000000,caf,1968
2000000,caf,1971
0,caf,1973
0,caf,1978
0,caf,1980
1000000,caf,1981
2000000,caf,1982
5000000,caf,1983
1000000,caf,1984
6000000,caf,1985
1000000,caf,1988
1000000,caf,1992
9000000,caf,2006
0,caf,2008
1000000,tcd,1960
1000000,tcd,1961
0,tcd,1965
3000000,tcd,1971
3000000,tcd,1973
9000000,tcd,1974
10000000,tcd,1975
9000000,tcd,1976
3000000,tcd,1977
10000000,tcd,1980
39000000,tcd,1983
9000000,tcd,1984
1000000,tcd,1985
21000000,tcd,1986
15000000,tcd,1987
9000000,tcd,1988
57000000,tcd,1989
3000000,tcd,1994
1000000,tcd,1995
7000000,tcd,1998
15000000,tcd,2001
9000000,tcd,2006
18000000,tcd,2007
79000000,tcd,2008
35000000,tcd,2009
17000000,tcd,2010
315000000,chl,1960
45000000,chl,1961
14000000,chl,1962
122000000,chl,1963
23000000,chl,1964
53000000,chl,1965
79000000,chl,1966
139000000,chl,1967
59000000,chl,1968
17000000,chl,1969
60000000,chl,1970
177000000,chl,1971
51000000,chl,1972
324000000,chl,1973
344000000,chl,1974
92000000,chl,1975
446000000,chl,1976
45000000,chl,1977
98000000,chl,1978
107000000,chl,1979
122000000,chl,1980
115000000,chl,1981
347000000,chl,1982
127000000,chl,1983
456000000,chl,1984
9000000,chl,1985
181000000,chl,1986
163000000,chl,1987
131000000,chl,1988
140000000,chl,1989
144000000,chl,1990
112000000,chl,1991
190000000,chl,1992
100000000,chl,1993
112000000,chl,1994
452000000,chl,1995
193000000,chl,1996
127000000,chl,1997
87000000,chl,1998
191000000,chl,1999
179000000,chl,2000
42000000,chl,2001
63000000,chl,2002
174000000,chl,2003
56000000,chl,2004
460000000,chl,2005
1121000000,chl,2006
780000000,chl,2007
525000000,chl,2008
347000000,chl,2009
434000000,chl,2010
1819000000,chn,1960
1757000000,chn,1961
173000000,chn,1962
191000000,chn,1963
138000000,chn,1964
101000000,chn,1965
231000000,chn,1966
175000000,chn,1967
182000000,chn,1968
2000000,chn,1969
2000000,chn,1970
2000000,chn,1971
2000000,chn,1972
3000000,chn,1973
3000000,chn,1974
3000000,chn,1975
3000000,chn,1976
75000000,chn,1977
86000000,chn,1978
12000000,chn,1979
7000000,chn,1980
2000000,chn,1981
15000000,chn,1982
12000000,chn,1983
71000000,chn,1984
110000000,chn,1985
17000000,chn,1986
62000000,chn,1987
83000000,chn,1988
126000000,chn,1989
215000000,chn,1990
245000000,chn,1991
1253000000,chn,1992
1188000000,chn,1993
258000000,chn,1994
657000000,chn,1995
1346000000,chn,1996
810000000,chn,1997
343000000,chn,1998
1772000000,chn,1999
1994000000,chn,2000
3324000000,chn,2001
2863000000,chn,2002
2233000000,chn,2003
3141000000,chn,2004
3536000000,chn,2005
2860000000,chn,2006
1693000000,chn,2007
1618000000,chn,2008
993000000,chn,2009
559000000,chn,2010
5000000,col,1960
64000000,col,1961
4000000,col,1962
22000000,col,1963
9000000,col,1964
13000000,col,1965
31000000,col,1966
15000000,col,1967
32000000,col,1968
121000000,col,1969
4000000,col,1970
37000000,col,1971
126000000,col,1972
165000000,col,1973
1000000,col,1974
287000000,col,1975
3000000,col,1976
8000000,col,1977
12000000,col,1978
36000000,col,1979
13000000,col,1980
21000000,col,1981
17000000,col,1982
287000000,col,1983
658000000,col,1984
11000000,col,1985
6000000,col,1986
4000000,col,1987
37000000,col,1988
217000000,col,1989
8000000,col,1990
69000000,col,1991
36000000,col,1992
69000000,col,1993
40000000,col,1994
37000000,col,1995
57000000,col,1996
199000000,col,1997
156000000,col,1998
44000000,col,1999
63000000,col,2000
275000000,col,2001
166000000,col,2002
147000000,col,2003
18000000,col,2004
15000000,col,2005
54000000,col,2006
218000000,col,2007
112000000,col,2008
312000000,col,2009
172000000,col,2010
1000000,com,1976
1000000,com,1977
1000000,com,1987
6000000,com,2008
2000000,cod,1960
9000000,cod,1961
13000000,cod,1962
28000000,cod,1963
76000000,cod,1964
22000000,cod,1965
11000000,cod,1966
28000000,cod,1969
19000000,cod,1970
154000000,cod,1971
14000000,cod,1972
5000000,cod,1973
11000000,cod,1974
387000000,cod,1975
128000000,cod,1976
30000000,cod,1977
40000000,cod,1978
15000000,cod,1979
10000000,cod,1980
12000000,cod,1981
15000000,cod,1982
5000000,cod,1983
16000000,cod,1984
1000000,cod,1985
1000000,cod,1986
45000000,cod,1987
1000000,cod,1988
3000000,cod,1990
2000000,cod,1992
0,cod,1995
68000000,cod,1996
21000000,cod,1997
10000000,cod,1998
48000000,cod,1999
92000000,cod,2000
18000000,cod,2001
14000000,cod,2002
17000000,cod,2006
18000000,cod,2008
45000000,cod,2009
25000000,cod,2010
1000000,cog,1960
0,cog,1961
0,cog,1963
0,cog,1965
1000000,cog,1968
24000000,cog,1969
9000000,cog,1970
24000000,cog,1971
2000000,cog,1972
7000000,cog,1974
2000000,cog,1975
2000000,cog,1976
38000000,cog,1978
23000000,cog,1979
18000000,cog,1980
2000000,cog,1981
11000000,cog,1982
28000000,cog,1983
25000000,cog,1984
2000000,cog,1985
25000000,cog,1988
42000000,cog,1989
42000000,cog,1990
27000000,cog,1997
0,cog,1998
1000000,cog,1999
0,cog,2000
4000000,cog,2005
0,cog,2006
0,cog,2007
1000000,cog,2009
1000000,cri,1963
0,cri,1966
2000000,cri,1973
3000000,cri,1975
6000000,cri,1978
2000000,cri,1979
1000000,cri,1980
0,cri,1984
2000000,cri,1985
1000000,cri,1986
1000000,cri,1989
3000000,cri,1993
2000000,civ,1961
1000000,civ,1962
1000000,civ,1963
2000000,civ,1966
3000000,civ,1967
20000000,civ,1968
2000000,civ,1969
7000000,civ,1970
17000000,civ,1971
1000000,civ,1972
18000000,civ,1974
17000000,civ,1977
25000000,civ,1978
38000000,civ,1979
58000000,civ,1980
20000000,civ,1981
10000000,civ,1984
2000000,civ,1989
0,civ,1992
2000000,civ,1995
0,civ,1997
2000000,civ,1999
33000000,civ,2002
63000000,civ,2003
10000000,civ,2004
27000000,hrv,1992
27000000,hrv,1993
58000000,hrv,1994
22000000,hrv,1995
14000000,hrv,1996
31000000,hrv,1997
62000000,hrv,2001
2000000,hrv,2002
24000000,hrv,2003
8000000,hrv,2004
14000000,hrv,2007
99000000,hrv,2008
4000000,hrv,2009
10000000,hrv,2010
127000000,cub,1960
545000000,cub,1961
1335000000,cub,1962
301000000,cub,1963
180000000,cub,1964
127000000,cub,1965
248000000,cub,1966
154000000,cub,1967
159000000,cub,1968
153000000,cub,1969
153000000,cub,1970
160000000,cub,1971
460000000,cub,1972
428000000,cub,1973
416000000,cub,1974
198000000,cub,1975
335000000,cub,1976
658000000,cub,1977
536000000,cub,1978
410000000,cub,1979
347000000,cub,1980
935000000,cub,1981
971000000,cub,1982
793000000,cub,1983
415000000,cub,1984
336000000,cub,1985
281000000,cub,1986
70000000,cub,1987
167000000,cub,1988
94000000,cub,1989
159000000,cub,1990
90000000,cub,1991
15000000,cyp,1964
22000000,cyp,1965
1000000,cyp,1973
4000000,cyp,1982
14000000,cyp,1983
24000000,cyp,1984
30000000,cyp,1985
34000000,cyp,1986
30000000,cyp,1987
129000000,cyp,1988
29000000,cyp,1989
71000000,cyp,1990
82000000,cyp,1991
23000000,cyp,1992
39000000,cyp,1994
33000000,cyp,1995
168000000,cyp,1996
89000000,cyp,1997
7000000,cyp,1998
105000000,cyp,1999
2000000,cyp,2000
121000000,cyp,2001
1000000,cyp,2002
6000000,cyp,2003
20000000,cyp,2005
26000000,cyp,2006
12000000,cyp,2007
8000000,cze,1976
0,cze,1995
24000000,cze,1996
6000000,cze,1997
0,cze,1998
2000000,cze,1999
16000000,cze,2000
65000000,cze,2001
47000000,cze,2002
104000000,cze,2003
7000000,cze,2004
621000000,cze,2005
52000000,cze,2006
17000000,cze,2007
21000000,cze,2008
6000000,cze,2009
73000000,cze,2010
173000000,dnk,1960
318000000,dnk,1961
48000000,dnk,1962
149000000,dnk,1963
472000000,dnk,1964
494000000,dnk,1965
66000000,dnk,1966
79000000,dnk,1967
67000000,dnk,1968
20000000,dnk,1969
311000000,dnk,1970
362000000,dnk,1971
109000000,dnk,1972
33000000,dnk,1974
148000000,dnk,1975
360000000,dnk,1976
372000000,dnk,1977
382000000,dnk,1978
72000000,dnk,1979
573000000,dnk,1980
611000000,dnk,1981
583000000,dnk,1982
228000000,dnk,1983
139000000,dnk,1984
140000000,dnk,1985
16000000,dnk,1986
99000000,dnk,1987
98000000,dnk,1988
181000000,dnk,1989
118000000,dnk,1990
142000000,dnk,1991
56000000,dnk,1992
50000000,dnk,1993
83000000,dnk,1994
132000000,dnk,1995
74000000,dnk,1996
90000000,dnk,1997
140000000,dnk,1998
77000000,dnk,1999
68000000,dnk,2000
158000000,dnk,2001
45000000,dnk,2002
52000000,dnk,2003
224000000,dnk,2004
124000000,dnk,2005
122000000,dnk,2006
174000000,dnk,2007
49000000,dnk,2008
98000000,dnk,2009
16000000,dnk,2010
2000000,dji,1977
4000000,dji,1978
31000000,dji,1979
4000000,dji,1980
2000000,dji,1981
2000000,dji,1982
3000000,dji,1983
1000000,dji,1985
8000000,dji,1986
1000000,dji,1987
1000000,dji,1991
18000000,dji,1992
5000000,dji,1993
3000000,dji,1995
1000000,dji,2000
2000000,dji,2002
4000000,dji,2004
8000000,dji,2005
12000000,dom,1960
9000000,dom,1961
0,dom,1962
7000000,dom,1963
5000000,dom,1964
10000000,dom,1965
8000000,dom,1966
2000000,dom,1967
1000000,dom,1968
0,dom,1969
1000000,dom,1970
2000000,dom,1971
7000000,dom,1972
0,dom,1973
2000000,dom,1975
12000000,dom,1976
8000000,dom,1980
5000000,dom,1981
33000000,dom,1982
11000000,dom,1984
3000000,dom,1985
1000000,dom,1986
4000000,dom,1988
4000000,dom,1996
6000000,dom,1998
3000000,dom,1999
13000000,dom,2000
4000000,dom,2001
2000000,dom,2002
3000000,dom,2003
30000000,dom,2004
2000000,dom,2005
10000000,dom,2009
33000000,dom,2010
64000000,ecu,1960
2000000,ecu,1963
3000000,ecu,1964
33000000,ecu,1965
15000000,ecu,1967
4000000,ecu,1968
1000000,ecu,1969
5000000,ecu,1970
81000000,ecu,1971
35000000,ecu,1972
15000000,ecu,1973
26000000,ecu,1974
45000000,ecu,1975
204000000,ecu,1976
540000000,ecu,1977
157000000,ecu,1978
105000000,ecu,1979
256000000,ecu,1980
123000000,ecu,1981
241000000,ecu,1982
