body_mass_index_bmi_women_kgperm2,geo,time
24.46,cyp,1987
24.53,cyp,1988
24.62,cyp,1989
24.71,cyp,1990
24.79,cyp,1991
24.89,cyp,1992
24.99,cyp,1993
25.07,cyp,1994
25.18,cyp,1995
25.25,cyp,1996
25.32,cyp,1997
25.4,cyp,1998
25.46,cyp,1999
25.53,cyp,2000
25.58,cyp,2001
25.63,cyp,2002
25.67,cyp,2003
25.72,cyp,2004
25.77,cyp,2005
25.84,cyp,2006
25.88,cyp,2007
25.93,cyp,2008
26.8,cze,1980
26.8,cze,1981
26.8,cze,1982
26.8,cze,1983
26.79,cze,1984
26.77,cze,1985
26.76,cze,1986
26.74,cze,1987
26.71,cze,1988
26.69,cze,1989
26.66,cze,1990
26.61,cze,1991
26.56,cze,1992
26.5,cze,1993
26.46,cze,1994
26.45,cze,1995
26.45,cze,1996
26.46,cze,1997
26.47,cze,1998
26.46,cze,1999
26.45,cze,2000
26.46,cze,2001
26.47,cze,2002
26.47,cze,2003
26.48,cze,2004
26.48,cze,2005
26.51,cze,2006
26.51,cze,2007
26.51,cze,2008
23.38,dnk,1980
23.43,dnk,1981
23.49,dnk,1982
23.54,dnk,1983
23.59,dnk,1984
23.65,dnk,1985
23.71,dnk,1986
23.78,dnk,1987
23.84,dnk,1988
23.89,dnk,1989
23.94,dnk,1990
24.01,dnk,1991
24.1,dnk,1992
24.18,dnk,1993
24.27,dnk,1994
24.35,dnk,1995
24.4,dnk,1996
24.47,dnk,1997
24.54,dnk,1998
24.6,dnk,1999
24.64,dnk,2000
24.69,dnk,2001
24.74,dnk,2002
24.8,dnk,2003
24.87,dnk,2004
24.92,dnk,2005
24.99,dnk,2006
25.05,dnk,2007
25.11,dnk,2008
21.95,dji,1980
22.03,dji,1981
22.12,dji,1982
22.2,dji,1983
22.3,dji,1984
22.4,dji,1985
22.5,dji,1986
22.6,dji,1987
22.71,dji,1988
22.79,dji,1989
22.87,dji,1990
22.93,dji,1991
22.99,dji,1992
23.06,dji,1993
23.12,dji,1994
23.2,dji,1995
23.27,dji,1996
23.34,dji,1997
23.41,dji,1998
23.49,dji,1999
23.57,dji,2000
23.65,dji,2001
23.75,dji,2002
23.85,dji,2003
23.95,dji,2004
24.07,dji,2005
24.19,dji,2006
24.28,dji,2007
24.38,dji,2008
24.98,dma,1980
25.12,dma,1981
25.28,dma,1982
25.4,dma,1983
25.54,dma,1984
25.68,dma,1985
25.83,dma,1986
25.97,dma,1987
26.12,dma,1988
26.27,dma,1989
26.43,dma,1990
26.56,dma,1991
26.7,dma,1992
26.83,dma,1993
26.98,dma,1994
27.11,dma,1995
27.25,dma,1996
27.38,dma,1997
27.51,dma,1998
27.66,dma,1999
27.83,dma,2000
27.96,dma,2001
28.1,dma,2002
28.23,dma,2003
28.34,dma,2004
28.45,dma,2005
28.56,dma,2006
28.67,dma,2007
28.78,dma,2008
22.65,dom,1980
22.8,dom,1981
22.94,dom,1982
23.09,dom,1983
23.22,dom,1984
23.35,dom,1985
23.49,dom,1986
23.62,dom,1987
23.74,dom,1988
23.86,dom,1989
23.97,dom,1990
24.09,dom,1991
24.23,dom,1992
24.38,dom,1993
24.54,dom,1994
24.7,dom,1995
24.87,dom,1996
25.04,dom,1997
25.22,dom,1998
25.41,dom,1999
25.6,dom,2000
25.77,dom,2001
25.95,dom,2002
26.1,dom,2003
26.25,dom,2004
26.41,dom,2005
26.56,dom,2006
26.71,dom,2007
26.87,dom,2008
24.72,ecu,1980
24.84,ecu,1981
24.94,ecu,1982
25.03,ecu,1983
25.12,ecu,1984
25.2,ecu,1985
25.29,ecu,1986
25.36,ecu,1987
25.45,ecu,1988
25.54,ecu,1989
25.62,ecu,1990
25.69,ecu,1991
25.77,ecu,1992
25.84,ecu,1993
25.92,ecu,1994
26.01,ecu,1995
26.1,ecu,1996
26.19,ecu,1997
26.28,ecu,1998
26.35,ecu,1999
26.41,ecu,2000
26.48,ecu,2001
26.55,ecu,2002
26.62,ecu,2003
26.7,ecu,2004
26.79,ecu,2005
26.88,ecu,2006
26.96,ecu,2007
27.06,ecu,2008
25.43,egy,1980
25.63,egy,1981
25.83,egy,1982
26.03,egy,1983
26.21,egy,1984
26.38,egy,1985
26.55,egy,1986
26.71,egy,1987
26.87,egy,1988
27.01,egy,1989
27.16,egy,1990
27.31,egy,1991
27.45,egy,1992
27.6,egy,1993
27.75,egy,1994
27.92,egy,1995
28.1,egy,1996
28.28,egy,1997
28.46,egy,1998
28.66,egy,1999
28.85,egy,2000
29.03,egy,2001
29.21,egy,2002
29.37,egy,2003
29.52,egy,2004
29.67,egy,2005
29.81,egy,2006
29.96,egy,2007
30.1,egy,2008
23.66,slv,1980
23.8,slv,1981
23.92,slv,1982
24.04,slv,1983
24.16,slv,1984
24.28,slv,1985
24.4,slv,1986
24.53,slv,1987
24.65,slv,1988
24.78,slv,1989
24.92,slv,1990
25.06,slv,1991
25.21,slv,1992
25.37,slv,1993
25.53,slv,1994
25.69,slv,1995
25.86,slv,1996
26.03,slv,1997
26.2,slv,1998
26.37,slv,1999
26.54,slv,2000
26.72,slv,2001
26.88,slv,2002
27.05,slv,2003
27.2,slv,2004
27.37,slv,2005
27.52,slv,2006
27.68,slv,2007
27.84,slv,2008
20.09,gnq,1980
20.18,gnq,1981
20.26,gnq,1982
20.34,gnq,1983
20.44,gnq,1984
20.51,gnq,1985
20.58,gnq,1986
20.66,gnq,1987
20.75,gnq,1988
20.84,gnq,1989
20.94,gnq,1990
21.04,gnq,1991
21.15,gnq,1992
21.26,gnq,1993
21.37,gnq,1994
21.5,gnq,1995
21.65,gnq,1996
21.88,gnq,1997
22.11,gnq,1998
22.37,gnq,1999
22.63,gnq,2000
22.92,gnq,2001
23.19,gnq,2002
23.45,gnq,2003
23.72,gnq,2004
23.95,gnq,2005
24.16,gnq,2006
24.35,gnq,2007
24.53,gnq,2008
18.64,eri,1980
18.71,eri,1981
18.79,eri,1982
18.86,eri,1983
18.93,eri,1984
19.0,eri,1985
19.08,eri,1986
19.16,eri,1987
19.24,eri,1988
19.32,eri,1989
19.39,eri,1990
19.47,eri,1991
19.56,eri,1992
19.66,eri,1993
19.77,eri,1994
19.88,eri,1995
20.0,eri,1996
20.12,eri,1997
20.23,eri,1998
20.34,eri,1999
20.43,eri,2000
20.52,eri,2001
20.61,eri,2002
20.68,eri,2003
20.76,eri,2004
20.83,eri,2005
20.91,eri,2006
21.0,eri,2007
21.08,eri,2008
25.99,est,1980
25.92,est,1981
25.86,est,1982
25.79,est,1983
25.72,est,1984
25.64,est,1985
25.58,est,1986
25.5,est,1987
25.42,est,1988
25.34,est,1989
25.25,est,1990
25.13,est,1991
25.0,est,1992
24.88,est,1993
24.78,est,1994
24.72,est,1995
24.71,est,1996
24.71,est,1997
24.73,est,1998
24.77,est,1999
24.81,est,2000
24.87,est,2001
24.92,est,2002
24.98,est,2003
25.03,est,2004
25.08,est,2005
25.11,est,2006
25.15,est,2007
25.19,est,2008
18.76,eth,1980
18.82,eth,1981
18.88,eth,1982
18.94,eth,1983
18.98,eth,1984
19.03,eth,1985
19.08,eth,1986
19.13,eth,1987
19.19,eth,1988
19.24,eth,1989
19.29,eth,1990
19.33,eth,1991
19.37,eth,1992
19.43,eth,1993
19.5,eth,1994
19.57,eth,1995
19.65,eth,1996
19.74,eth,1997
19.82,eth,1998
19.91,eth,1999
20.0,eth,2000
20.09,eth,2001
20.18,eth,2002
20.26,eth,2003
20.34,eth,2004
20.43,eth,2005
20.52,eth,2006
20.61,eth,2007
20.71,eth,2008
23.54,fji,1980
23.78,fji,1981
23.99,fji,1982
24.17,fji,1983
24.37,fji,1984
24.58,fji,1985
24.77,fji,1986
24.95,fji,1987
25.12,fji,1988
25.3,fji,1989
25.49,fji,1990
25.7,fji,1991
25.9,fji,1992
26.11,fji,1993
26.32,fji,1994
26.53,fji,1995
26.74,fji,1996
26.95,fji,1997
27.14,fji,1998
27.36,fji,1999
27.58,fji,2000
27.81,fji,2001
28.05,fji,2002
28.28,fji,2003
28.5,fji,2004
28.72,fji,2005
28.94,fji,2006
29.14,fji,2007
29.34,fji,2008
24.99,fin,1980
25.0,fin,1981
25.02,fin,1982
25.03,fin,1983
25.04,fin,1984
25.06,fin,1985
25.08,fin,1986
25.1,fin,1987
25.14,fin,1988
25.19,fin,1989
25.23,fin,1990
25.25,fin,1991
25.26,fin,1992
25.26,fin,1993
25.26,fin,1994
25.27,fin,1995
25.28,fin,1996
25.3,fin,1997
25.32,fin,1998
25.34,fin,1999
25.37,fin,2000
25.4,fin,2001
25.42,fin,2002
25.44,fin,2003
25.47,fin,2004
25.5,fin,2005
25.53,fin,2006
25.56,fin,2007
25.58,fin,2008
24.15,fra,1980
24.17,fra,1981
24.2,fra,1982
24.22,fra,1983
24.23,fra,1984
24.25,fra,1985
24.27,fra,1986
24.29,fra,1987
24.32,fra,1988
24.36,fra,1989
24.39,fra,1990
24.43,fra,1991
24.46,fra,1992
24.48,fra,1993
24.5,fra,1994
24.52,fra,1995
24.54,fra,1996
24.57,fra,1997
24.6,fra,1998
24.63,fra,1999
24.66,fra,2000
24.69,fra,2001
24.73,fra,2002
24.75,fra,2003
24.77,fra,2004
24.79,fra,2005
24.81,fra,2006
24.82,fra,2007
24.83,fra,2008
26.29,pyf,1980
26.5,pyf,1981
26.71,pyf,1982
26.92,pyf,1983
27.14,pyf,1984
27.37,pyf,1985
27.59,pyf,1986
27.81,pyf,1987
27.99,pyf,1988
28.22,pyf,1989
28.44,pyf,1990
28.63,pyf,1991
28.81,pyf,1992
29.0,pyf,1993
29.22,pyf,1994
29.4,pyf,1995
29.62,pyf,1996
29.83,pyf,1997
30.04,pyf,1998
30.22,pyf,1999
30.44,pyf,2000
30.65,pyf,2001
30.87,pyf,2002
31.08,pyf,2003
31.28,pyf,2004
31.48,pyf,2005
31.67,pyf,2006
31.87,pyf,2007
32.07,pyf,2008
21.9,gab,1980
22.02,gab,1981
22.13,gab,1982
22.24,gab,1983
22.36,gab,1984
22.46,gab,1985
22.56,gab,1986
22.66,gab,1987
22.77,gab,1988
22.89,gab,1989
23.01,gab,1990
23.14,gab,1991
23.27,gab,1992
23.41,gab,1993
23.56,gab,1994
23.72,gab,1995
23.9,gab,1996
24.08,gab,1997
24.26,gab,1998
24.44,gab,1999
24.61,gab,2000
24.77,gab,2001
24.92,gab,2002
25.08,gab,2003
25.24,gab,2004
25.41,gab,2005
25.58,gab,2006
25.76,gab,2007
25.95,gab,2008
20.03,gmb,1980
20.15,gmb,1981
20.27,gmb,1982
20.41,gmb,1983
20.55,gmb,1984
20.69,gmb,1985
20.86,gmb,1986
21.03,gmb,1987
21.19,gmb,1988
21.36,gmb,1989
21.54,gmb,1990
21.72,gmb,1991
21.88,gmb,1992
22.04,gmb,1993
22.19,gmb,1994
22.34,gmb,1995
22.5,gmb,1996
22.67,gmb,1997
22.85,gmb,1998
23.05,gmb,1999
23.24,gmb,2000
23.44,gmb,2001
23.63,gmb,2002
23.82,gmb,2003
24.01,gmb,2004
24.21,gmb,2005
24.41,gmb,2006
24.62,gmb,2007
24.82,gmb,2008
25.77,geo,1980
25.82,geo,1981
25.86,geo,1982
25.91,geo,1983
25.96,geo,1984
26.0,geo,1985
26.03,geo,1986
26.06,geo,1987
26.09,geo,1988
26.1,geo,1989
26.08,geo,1990
26.02,geo,1991
25.88,geo,1992
25.71,geo,1993
25.56,geo,1994
25.48,geo,1995
25.45,geo,1996
25.46,geo,1997
25.5,geo,1998
25.54,geo,1999
25.6,geo,2000
25.68,geo,2001
25.77,geo,2002
25.89,geo,2003
26.0,geo,2004
26.12,geo,2005
26.22,geo,2006
26.34,geo,2007
26.45,geo,2008
24.73,deu,1980
24.77,deu,1981
24.81,deu,1982
24.85,deu,1983
24.89,deu,1984
24.93,deu,1985
24.98,deu,1986
25.01,deu,1987
25.05,deu,1988
25.1,deu,1989
25.14,deu,1990
25.2,deu,1991
25.25,deu,1992
25.29,deu,1993
25.32,deu,1994
25.35,deu,1995
25.39,deu,1996
25.42,deu,1997
25.46,deu,1998
25.49,deu,1999
25.52,deu,2000
25.55,deu,2001
25.58,deu,2002
25.6,deu,2003
25.62,deu,2004
25.65,deu,2005
25.67,deu,2006
25.71,deu,2007
25.74,deu,2008
20.89,gha,1980
20.92,gha,1981
20.95,gha,1982
20.98,gha,1983
21.05,gha,1984
21.13,gha,1985
21.23,gha,1986
21.34,gha,1987
21.46,gha,1988
21.59,gha,1989
21.7,gha,1990
21.83,gha,1991
21.97,gha,1992
22.12,gha,1993
22.26,gha,1994
22.4,gha,1995
22.55,gha,1996
22.7,gha,1997
22.85,gha,1998
23.01,gha,1999
23.17,gha,2000
23.32,gha,2001
23.47,gha,2002
23.61,gha,2003
23.76,gha,2004
23.9,gha,2005
24.05,gha,2006
24.19,gha,2007
24.33,gha,2008
24.09,grc,1980
24.13,grc,1981
24.16,grc,1982
24.17,grc,1983
24.21,grc,1984
24.24,grc,1985
24.25,grc,1986
24.26,grc,1987
24.29,grc,1988
24.34,grc,1989
24.36,grc,1990
24.4,grc,1991
24.43,grc,1992
24.45,grc,1993
24.48,grc,1994
24.5,grc,1995
24.53,grc,1996
24.56,grc,1997
24.59,grc,1998
24.62,grc,1999
24.65,grc,2000
24.7,grc,2001
24.73,grc,2002
24.77,grc,2003
24.81,grc,2004
24.85,grc,2005
24.87,grc,2006
24.9,grc,2007
24.92,grc,2008
25.88,grl,1980
25.94,grl,1981
25.97,grl,1982
26.0,grl,1983
26.03,grl,1984
26.04,grl,1985
26.07,grl,1986
26.09,grl,1987
26.12,grl,1988
26.16,grl,1989
26.19,grl,1990
26.21,grl,1991
26.22,grl,1992
26.24,grl,1993
26.26,grl,1994
26.29,grl,1995
26.32,grl,1996
26.36,grl,1997
26.39,grl,1998
26.42,grl,1999
26.46,grl,2000
26.49,grl,2001
26.53,grl,2002
26.56,grl,2003
26.58,grl,2004
26.61,grl,2005
26.63,grl,2006
26.65,grl,2007
26.68,grl,2008
24.05,grd,1980
24.13,grd,1981
24.22,grd,1982
24.31,grd,1983
24.41,grd,1984
24.51,grd,1985
24.62,grd,1986
24.76,grd,1987
24.89,grd,1988
25.03,grd,1989
25.17,grd,1990
25.32,grd,1991
25.45,grd,1992
25.58,grd,1993
25.7,grd,1994
25.81,grd,1995
25.91,grd,1996
25.99,grd,1997
26.09,grd,1998
26.19,grd,1999
26.3,grd,2000
26.42,grd,2001
26.54,grd,2002
26.66,grd,2003
26.78,grd,2004
26.89,grd,2005
27.01,grd,2006
27.17,grd,2007
27.32,grd,2008
22.9,gtm,1980
23.07,gtm,1981
23.21,gtm,1982
23.33,gtm,1983
23.44,gtm,1984
23.55,gtm,1985
23.67,gtm,1986
23.78,gtm,1987
23.91,gtm,1988
24.03,gtm,1989
24.16,gtm,1990
24.3,gtm,1991
24.44,gtm,1992
24.59,gtm,1993
24.74,gtm,1994
24.9,gtm,1995
25.05,gtm,1996
25.2,gtm,1997
25.35,gtm,1998
25.5,gtm,1999
25.65,gtm,2000
25.8,gtm,2001
25.95,gtm,2002
26.1,gtm,2003
26.24,gtm,2004
26.39,gtm,2005
26.54,gtm,2006
26.69,gtm,2007
26.84,gtm,2008
20.44,gin,1980
20.52,gin,1981
20.58,gin,1982
20.63,gin,1983
20.69,gin,1984
20.73,gin,1985
20.79,gin,1986
20.84,gin,1987
20.9,gin,1988
20.96,gin,1989
21.01,gin,1990
21.08,gin,1991
21.15,gin,1992
21.22,gin,1993
21.29,gin,1994
21.37,gin,1995
21.45,gin,1996
21.52,gin,1997
21.6,gin,1998
21.69,gin,1999
21.78,gin,2000
21.86,gin,2001
21.95,gin,2002
22.03,gin,2003
22.12,gin,2004
22.2,gin,2005
22.29,gin,2006
22.37,gin,2007
22.45,gin,2008
20.41,gnb,1980
20.49,gnb,1981
20.59,gnb,1982
20.68,gnb,1983
20.77,gnb,1984
20.9,gnb,1985
21.01,gnb,1986
21.12,gnb,1987
21.23,gnb,1988
21.34,gnb,1989
21.45,gnb,1990
21.56,gnb,1991
21.64,gnb,1992
21.72,gnb,1993
21.81,gnb,1994
21.91,gnb,1995
22.01,gnb,1996
22.11,gnb,1997
22.15,gnb,1998
22.21,gnb,1999
22.31,gnb,2000
22.38,gnb,2001
22.45,gnb,2002
22.52,gnb,2003
22.59,gnb,2004
22.67,gnb,2005
22.75,gnb,2006
22.83,gnb,2007
22.93,gnb,2008
23.65,guy,1980
23.75,guy,1981
23.82,guy,1982
23.89,guy,1983
23.95,guy,1984
24.01,guy,1985
24.07,guy,1986
24.13,guy,1987
24.19,guy,1988
24.24,guy,1989
24.29,guy,1990
24.36,guy,1991
24.44,guy,1992
24.56,guy,1993
24.69,guy,1994
24.84,guy,1995
25.0,guy,1996
25.18,guy,1997
25.34,guy,1998
25.5,guy,1999
25.65,guy,2000
25.79,guy,2001
25.9,guy,2002
26.01,guy,2003
26.1,guy,2004
26.19,guy,2005
26.29,guy,2006
26.38,guy,2007
26.47,guy,2008
20.78,hti,1980
20.89,hti,1981
20.99,hti,1982
21.08,hti,1983
21.17,hti,1984
21.24,hti,1985
21.31,hti,1986
21.37,hti,1987
21.43,hti,1988
21.48,hti,1989
21.54,hti,1990
21.61,hti,1991
21.66,hti,1992
21.74,hti,1993
21.8,hti,1994
21.88,hti,1995
21.98,hti,1996
22.09,hti,1997
22.2,hti,1998
22.33,hti,1999
22.45,hti,2000
22.56,hti,2001
22.67,hti,2002
22.77,hti,2003
22.87,hti,2004
22.97,hti,2005
23.07,hti,2006
23.17,hti,2007
23.28,hti,2008
23.04,hnd,1980
23.18,hnd,1981
23.31,hnd,1982
23.43,hnd,1983
23.55,hnd,1984
23.67,hnd,1985
23.8,hnd,1986
23.93,hnd,1987
24.07,hnd,1988
24.2,hnd,1989
24.34,hnd,1990
24.47,hnd,1991
24.61,hnd,1992
24.74,hnd,1993
24.88,hnd,1994
25.02,hnd,1995
25.16,hnd,1996
25.31,hnd,1997
25.45,hnd,1998
25.58,hnd,1999
25.71,hnd,2000
25.85,hnd,2001
25.98,hnd,2002
26.1,hnd,2003
26.22,hnd,2004
26.35,hnd,2005
26.47,hnd,2006
26.6,hnd,2007
26.73,hnd,2008
21.66,hkg,1980
21.77,hkg,1981
21.85,hkg,1982
21.93,hkg,1983
22.03,hkg,1984
22.11,hkg,1985
22.2,hkg,1986
22.29,hkg,1987
22.38,hkg,1988
22.48,hkg,1989
22.59,hkg,1990
22.68,hkg,1991
22.78,hkg,1992
22.86,hkg,1993
22.95,hkg,1994
23.05,hkg,1995
23.14,hkg,1996
23.2,hkg,1997
23.24,hkg,1998
23.28,hkg,1999
23.32,hkg,2000
23.36,hkg,2001
23.4,hkg,2002
23.44,hkg,2003
23.48,hkg,2004
23.53,hkg,2005
23.59,hkg,2006
23.65,hkg,2007
23.71,hkg,2008
25.14,hun,1980
25.17,hun,1981
25.21,hun,1982
25.25,hun,1983
25.28,hun,1984
25.31,hun,1985
25.34,hun,1986
25.38,hun,1987
25.41,hun,1988
25.45,hun,1989
25.48,hun,1990
25.48,hun,1991
25.47,hun,1992
25.47,hun,1993
25.45,hun,1994
25.43,hun,1995
25.41,hun,1996
25.41,hun,1997
25.43,hun,1998
25.44,hun,1999
25.48,hun,2000
25.54,hun,2001
25.6,hun,2002
25.66,hun,2003
25.73,hun,2004
25.79,hun,2005
25.87,hun,2006
25.92,hun,2007
25.98,hun,2008
24.1,isl,1980
24.3,isl,1981
24.45,isl,1982
24.56,isl,1983
24.62,isl,1984
24.68,isl,1985
24.77,isl,1986
24.82,isl,1987
24.83,isl,1988
24.85,isl,1989
24.85,isl,1990
24.88,isl,1991
24.91,isl,1992
24.95,isl,1993
25.02,isl,1994
25.05,isl,1995
25.09,isl,1996
25.15,isl,1997
25.23,isl,1998
25.31,isl,1999
25.38,isl,2000
25.45,isl,2001
25.51,isl,2002
25.58,isl,2003
25.67,isl,2004
25.77,isl,2005
25.86,isl,2006
25.95,isl,2007
26.03,isl,2008
20.48,ind,1980
20.49,ind,1981
20.5,ind,1982
20.52,ind,1983
20.53,ind,1984
20.54,ind,1985
20.55,ind,1986
20.56,ind,1987
20.59,ind,1988
20.61,ind,1989
20.63,ind,1990
20.64,ind,1991
20.67,ind,1992
20.68,ind,1993
20.7,ind,1994
20.73,ind,1995
20.77,ind,1996
20.8,ind,1997
20.85,ind,1998
20.9,ind,1999
20.95,ind,2000
21.0,ind,2001
21.04,ind,2002
21.09,ind,2003
21.13,ind,2004
21.17,ind,2005
21.22,ind,2006
21.27,ind,2007
21.31,ind,2008
20.08,idn,1980
20.19,idn,1981
20.28,idn,1982
20.38,idn,1983
20.48,idn,1984
20.57,idn,1985
20.67,idn,1986
20.77,idn,1987
20.88,idn,1988
21.0,idn,1989
21.09,idn,1990
21.18,idn,1991
21.29,idn,1992
21.4,idn,1993
21.52,idn,1994
21.65,idn,1995
21.79,idn,1996
21.91,idn,1997
22.01,idn,1998
22.11,idn,1999
22.21,idn,2000
22.31,idn,2001
22.4,idn,2002
22.5,idn,2003
22.59,idn,2004
22.69,idn,2005
22.78,idn,2006
22.88,idn,2007
22.99,idn,2008
23.38,irn,1980
23.46,irn,1981
23.54,irn,1982
23.64,irn,1983
23.73,irn,1984
23.82,irn,1985
23.89,irn,1986
23.97,irn,1987
24.03,irn,1988
24.12,irn,1989
24.23,irn,1990
24.36,irn,1991
24.5,irn,1992
24.65,irn,1993
24.8,irn,1994
24.94,irn,1995
25.11,irn,1996
25.27,irn,1997
25.44,irn,1998
25.61,irn,1999
25.78,irn,2000
25.95,irn,2001
26.13,irn,2002
26.3,irn,2003
26.49,irn,2004
26.68,irn,2005
26.86,irn,2006
27.05,irn,2007
27.24,irn,2008
26.25,irq,1980
26.36,irq,1981
26.46,irq,1982
26.56,irq,1983
26.65,irq,1984
26.72,irq,1985
26.8,irq,1986
26.88,irq,1987
26.95,irq,1988
27.03,irq,1989
27.09,irq,1990
27.04,irq,1991
27.03,irq,1992
27.05,irq,1993
27.09,irq,1994
27.11,irq,1995
27.19,irq,1996
27.25,irq,1997
27.36,irq,1998
27.51,irq,1999
27.64,irq,2000
27.8,irq,2001
27.93,irq,2002
28.01,irq,2003
28.08,irq,2004
28.15,irq,2005
28.23,irq,2006
28.32,irq,2007
28.41,irq,2008
24.64,irl,1980
24.7,irl,1981
24.77,irl,1982
24.81,irl,1983
24.86,irl,1984
24.91,irl,1985
24.97,irl,1986
25.01,irl,1987
25.05,irl,1988
25.11,irl,1989
25.18,irl,1990
25.25,irl,1991
25.32,irl,1992
25.39,irl,1993
25.46,irl,1994
25.53,irl,1995
25.61,irl,1996
25.72,irl,1997
25.82,irl,1998
25.92,irl,1999
26.02,irl,2000
26.11,irl,2001
26.19,irl,2002
26.27,irl,2003
26.33,irl,2004
26.39,irl,2005
26.47,irl,2006
26.55,irl,2007
26.62,irl,2008
24.37,isr,1980
24.45,isr,1981
24.54,isr,1982
24.63,isr,1983
24.72,isr,1984
24.83,isr,1985
24.95,isr,1986
25.07,isr,1987
25.18,isr,1988
25.3,isr,1989
25.41,isr,1990
25.53,isr,1991
25.65,isr,1992
25.75,isr,1993
25.86,isr,1994
25.97,isr,1995
26.09,isr,1996
26.19,isr,1997
26.31,isr,1998
26.42,isr,1999
26.52,isr,2000
26.62,isr,2001
26.73,isr,2002
26.82,isr,2003
26.93,isr,2004
27.03,isr,2005
27.11,isr,2006
27.21,isr,2007
27.3,isr,2008
25.21,ita,1980
25.18,ita,1981
25.14,ita,1982
25.09,ita,1983
25.04,ita,1984
25.0,ita,1985
24.97,ita,1986
24.94,ita,1987
24.92,ita,1988
24.9,ita,1989
24.88,ita,1990
24.88,ita,1991
24.87,ita,1992
24.84,ita,1993
24.82,ita,1994
24.8,ita,1995
24.78,ita,1996
24.77,ita,1997
24.77,ita,1998
24.76,ita,1999
24.76,ita,2000
24.77,ita,2001
24.77,ita,2002
24.77,ita,2003
24.78,ita,2004
24.79,ita,2005
24.79,ita,2006
24.79,ita,2007
24.79,ita,2008
24.7,jam,1980
24.76,jam,1981
24.8,jam,1982
24.86,jam,1983
24.93,jam,1984
24.99,jam,1985
25.05,jam,1986
25.14,jam,1987
25.22,jam,1988
25.32,jam,1989
25.4,jam,1990
25.49,jam,1991
25.59,jam,1992
25.7,jam,1993
25.82,jam,1994
25.94,jam,1995
26.06,jam,1996
26.16,jam,1997
26.26,jam,1998
26.36,jam,1999
26.45,jam,2000
26.56,jam,2001
26.65,jam,2002
26.75,jam,2003
26.83,jam,2004
26.93,jam,2005
27.03,jam,2006
27.13,jam,2007
27.23,jam,2008
21.31,jpn,1980
21.33,jpn,1981
21.35,jpn,1982
21.38,jpn,1983
21.4,jpn,1984
21.43,jpn,1985
21.46,jpn,1986
21.5,jpn,1987
21.54,jpn,1988
21.59,jpn,1989
21.65,jpn,1990
21.69,jpn,1991
21.73,jpn,1992
21.77,jpn,1993
21.81,jpn,1994
21.84,jpn,1995
21.87,jpn,1996
21.89,jpn,1997
21.9,jpn,1998
21.91,jpn,1999
21.92,jpn,2000
21.93,jpn,2001
21.92,jpn,2002
21.92,jpn,2003
21.91,jpn,2004
21.9,jpn,2005
21.89,jpn,2006
21.88,jpn,2007
21.87,jpn,2008
27.54,jor,1980
27.67,jor,1981
27.79,jor,1982
27.92,jor,1983
28.05,jor,1984
28.18,jor,1985
28.31,jor,1986
28.41,jor,1987
28.5,jor,1988
28.54,jor,1989
28.59,jor,1990
28.63,jor,1991
28.68,jor,1992
28.73,jor,1993
28.79,jor,1994
28.85,jor,1995
28.9,jor,1996
28.95,jor,1997
28.99,jor,1998
29.02,jor,1999
29.05,jor,2000
29.07,jor,2001
29.11,jor,2002
29.13,jor,2003
29.15,jor,2004
29.17,jor,2005
29.19,jor,2006
29.2,jor,2007
29.22,jor,2008
25.33,kaz,1980
25.37,kaz,1981
25.41,kaz,1982
25.46,kaz,1983
25.49,kaz,1984
25.54,kaz,1985
25.58,kaz,1986
25.62,kaz,1987
25.65,kaz,1988
25.68,kaz,1989
25.71,kaz,1990
25.72,kaz,1991
25.72,kaz,1992
25.74,kaz,1993
25.75,kaz,1994
25.73,kaz,1995
25.72,kaz,1996
25.73,kaz,1997
25.7,kaz,1998
25.67,kaz,1999
25.68,kaz,2000
25.73,kaz,2001
25.83,kaz,2002
25.94,kaz,2003
26.06,kaz,2004
26.2,kaz,2005
26.35,kaz,2006
26.51,kaz,2007
26.65,kaz,2008
20.76,ken,1980
20.87,ken,1981
20.98,ken,1982
21.07,ken,1983
21.14,ken,1984
21.23,ken,1985
21.32,ken,1986
21.42,ken,1987
21.5,ken,1988
21.59,ken,1989
21.67,ken,1990
21.77,ken,1991
21.85,ken,1992
21.92,ken,1993
22.0,ken,1994
22.07,ken,1995
22.14,ken,1996
22.22,ken,1997
22.29,ken,1998
22.38,ken,1999
22.47,ken,2000
22.56,ken,2001
22.62,ken,2002
22.7,ken,2003
22.77,ken,2004
22.84,ken,2005
22.91,ken,2006
22.99,ken,2007
23.06,ken,2008
25.93,kir,1980
26.02,kir,1981
26.13,kir,1982
26.24,kir,1983
26.37,kir,1984
26.5,kir,1985
26.65,kir,1986
26.8,kir,1987
26.97,kir,1988
27.13,kir,1989
27.32,kir,1990
27.51,kir,1991
27.7,kir,1992
27.91,kir,1993
28.13,kir,1994
28.34,kir,1995
28.57,kir,1996
28.81,kir,1997
29.07,kir,1998
29.33,kir,1999
29.58,kir,2000
29.82,kir,2001
30.05,kir,2002
30.28,kir,2003
30.49,kir,2004
30.7,kir,2005
30.91,kir,2006
31.11,kir,2007
31.31,kir,2008
21.89,prk,1980
21.92,prk,1981
21.93,prk,1982
21.93,prk,1983
21.94,prk,1984
21.95,prk,1985
21.97,prk,1986
21.99,prk,1987
21.99,prk,1988
22.01,prk,1989
