body_mass_index_bmi_women_kgperm2,geo,time
25.02,usa,1980
25.15,usa,1981
25.27,usa,1982
25.38,usa,1983
25.52,usa,1984
25.66,usa,1985
25.78,usa,1986
25.92,usa,1987
26.05,usa,1988
26.19,usa,1989
26.32,usa,1990
26.44,usa,1991
26.56,usa,1992
26.68,usa,1993
26.81,usa,1994
26.92,usa,1995
27.04,usa,1996
27.16,usa,1997
27.28,usa,1998
27.4,usa,1999
27.53,usa,2000
27.64,usa,2001
27.76,usa,2002
27.86,usa,2003
27.97,usa,2004
28.07,usa,2005
28.17,usa,2006
28.26,usa,2007
28.34,usa,2008
23.26,ury,1980
23.39,ury,1981
23.5,ury,1982
23.57,ury,1983
23.65,ury,1984
23.73,ury,1985
23.82,ury,1986
23.92,ury,1987
24.03,ury,1988
24.13,ury,1989
24.23,ury,1990
24.36,ury,1991
24.51,ury,1992
24.66,ury,1993
24.82,ury,1994
24.97,ury,1995
25.12,ury,1996
25.27,ury,1997
25.42,ury,1998
25.55,ury,1999
25.68,ury,2000
25.79,ury,2001
25.88,ury,2002
25.97,ury,2003
26.08,ury,2004
26.19,ury,2005
26.32,ury,2006
26.45,ury,2007
26.59,ury,2008
24.14,uzb,1980
24.19,uzb,1981
24.23,uzb,1982
24.27,uzb,1983
24.31,uzb,1984
24.36,uzb,1985
24.4,uzb,1986
24.45,uzb,1987
24.5,uzb,1988
24.55,uzb,1989
24.58,uzb,1990
24.62,uzb,1991
24.63,uzb,1992
24.64,uzb,1993
24.64,uzb,1994
24.64,uzb,1995
24.66,uzb,1996
24.67,uzb,1997
24.69,uzb,1998
24.73,uzb,1999
24.77,uzb,2000
24.81,uzb,2001
24.87,uzb,2002
24.94,uzb,2003
25.02,uzb,2004
25.11,uzb,2005
25.21,uzb,2006
25.33,uzb,2007
25.43,uzb,2008
22.93,vut,1980
23.11,vut,1981
23.29,vut,1982
23.49,vut,1983
23.71,vut,1984
23.92,vut,1985
24.12,vut,1986
24.31,vut,1987
24.48,vut,1988
24.66,vut,1989
24.86,vut,1990
25.05,vut,1991
25.23,vut,1992
25.43,vut,1993
25.63,vut,1994
25.83,vut,1995
26.02,vut,1996
26.23,vut,1997
26.45,vut,1998
26.65,vut,1999
26.86,vut,2000
27.05,vut,2001
27.24,vut,2002
27.43,vut,2003
27.63,vut,2004
27.83,vut,2005
28.04,vut,2006
28.25,vut,2007
28.46,vut,2008
24.68,ven,1980
24.81,ven,1981
24.93,ven,1982
25.03,ven,1983
25.15,ven,1984
25.26,ven,1985
25.35,ven,1986
25.47,ven,1987
25.6,ven,1988
25.69,ven,1989
25.8,ven,1990
25.92,ven,1991
26.06,ven,1992
26.19,ven,1993
26.32,ven,1994
26.46,ven,1995
26.59,ven,1996
26.72,ven,1997
26.85,ven,1998
26.97,ven,1999
27.1,ven,2000
27.23,ven,2001
27.33,ven,2002
27.42,ven,2003
27.55,ven,2004
27.69,ven,2005
27.83,ven,2006
27.98,ven,2007
28.13,ven,2008
18.59,vnm,1980
18.66,vnm,1981
18.72,vnm,1982
18.8,vnm,1983
18.88,vnm,1984
18.96,vnm,1985
19.04,vnm,1986
19.12,vnm,1987
19.19,vnm,1988
19.26,vnm,1989
19.33,vnm,1990
19.4,vnm,1991
19.47,vnm,1992
19.57,vnm,1993
19.67,vnm,1994
19.77,vnm,1995
19.89,vnm,1996
19.99,vnm,1997
20.09,vnm,1998
20.2,vnm,1999
20.29,vnm,2000
20.39,vnm,2001
20.48,vnm,2002
20.57,vnm,2003
20.67,vnm,2004
20.77,vnm,2005
20.87,vnm,2006
20.98,vnm,2007
21.07,vnm,2008
25.16,pse,1980
25.29,pse,1981
25.42,pse,1982
25.54,pse,1983
25.67,pse,1984
25.79,pse,1985
25.92,pse,1986
26.05,pse,1987
26.17,pse,1988
26.29,pse,1989
26.42,pse,1990
26.55,pse,1991
26.69,pse,1992
26.84,pse,1993
27.01,pse,1994
27.18,pse,1995
27.43,pse,1996
27.68,pse,1997
27.91,pse,1998
28.14,pse,1999
28.34,pse,2000
28.48,pse,2001
28.6,pse,2002
28.69,pse,2003
28.78,pse,2004
28.86,pse,2005
28.91,pse,2006
28.96,pse,2007
29.03,pse,2008
23.49,yem,1980
23.6,yem,1981
23.71,yem,1982
23.82,yem,1983
23.94,yem,1984
24.03,yem,1985
24.12,yem,1986
24.22,yem,1987
24.31,yem,1988
24.39,yem,1989
24.46,yem,1990
24.53,yem,1991
24.61,yem,1992
24.68,yem,1993
24.76,yem,1994
24.84,yem,1995
24.93,yem,1996
25.02,yem,1997
25.12,yem,1998
25.23,yem,1999
25.33,yem,2000
25.44,yem,2001
25.55,yem,2002
25.65,yem,2003
25.75,yem,2004
25.85,yem,2005
25.94,yem,2006
26.02,yem,2007
26.11,yem,2008
21.37,zmb,1980
21.43,zmb,1981
21.47,zmb,1982
21.52,zmb,1983
21.56,zmb,1984
21.59,zmb,1985
21.62,zmb,1986
21.65,zmb,1987
21.7,zmb,1988
21.76,zmb,1989
21.81,zmb,1990
21.86,zmb,1991
21.91,zmb,1992
21.96,zmb,1993
22.0,zmb,1994
22.04,zmb,1995
22.09,zmb,1996
22.13,zmb,1997
22.18,zmb,1998
22.24,zmb,1999
22.3,zmb,2000
22.37,zmb,2001
22.45,zmb,2002
22.54,zmb,2003
22.64,zmb,2004
22.74,zmb,2005
22.85,zmb,2006
22.95,zmb,2007
23.05,zmb,2008
25.45,zwe,1980
25.41,zwe,1981
25.36,zwe,1982
25.31,zwe,1983
25.24,zwe,1984
25.17,zwe,1985
25.1,zwe,1986
25.02,zwe,1987
24.96,zwe,1988
24.92,zwe,1989
24.88,zwe,1990
24.86,zwe,1991
24.8,zwe,1992
24.75,zwe,1993
24.72,zwe,1994
24.69,zwe,1995
24.67,zwe,1996
24.66,zwe,1997
24.66,zwe,1998
24.66,zwe,1999
24.66,zwe,2000
24.66,zwe,2001
24.66,zwe,2002
24.65,zwe,2003
24.64,zwe,2004
24.64,zwe,2005
24.64,zwe,2006
24.64,zwe,2007
24.65,zwe,2008
