gnipercapita_ppp_current_international,geo,time
8070,mus,2000
8450,mus,2001
8690,mus,2002
9030,mus,2003
9770,mus,2004
10140,mus,2005
10900,mus,2006
12050,mus,2007
12650,mus,2008
12940,mus,2009
13800,mus,2010
14760,mus,2011
3750,mex,1980
4330,mex,1981
4320,mex,1982
4260,mex,1983
4510,mex,1984
4720,mex,1985
4510,mex,1986
4680,mex,1987
5170,mex,1988
5490,mex,1989
5900,mex,1990
6280,mex,1991
6550,mex,1992
6690,mex,1993
7000,mex,1994
6490,mex,1995
6860,mex,1996
7410,mex,1997
7740,mex,1998
8070,mex,1999
8780,mex,2000
8890,mex,2001
9140,mex,2002
10480,mex,2003
11140,mex,2004
11970,mex,2005
13130,mex,2006
13790,mex,2007
14520,mex,2008
13590,mex,2009
14390,mex,2010
15060,mex,2011
2530,fsm,1993
2530,fsm,1994
2610,fsm,1995
2550,fsm,1996
2360,fsm,1997
2450,fsm,1998
2590,fsm,1999
2770,fsm,2000
2860,fsm,2001
2900,fsm,2002
2990,fsm,2003
3000,fsm,2004
3200,fsm,2005
3340,fsm,2006
3380,fsm,2007
3290,fsm,2008
3400,fsm,2009
3470,fsm,2010
3610,fsm,2011
3280,mda,1989
3310,mda,1990
2870,mda,1991
2070,mda,1992
2100,mda,1993
1470,mda,1994
1480,mda,1995
1500,mda,1996
1550,mda,1997
1460,mda,1998
1440,mda,1999
1490,mda,2000
1700,mda,2001
1870,mda,2002
2140,mda,2003
2400,mda,2004
2650,mda,2005
2860,mda,2006
2980,mda,2007
3300,mda,2008
3020,mda,2009
3370,mda,2010
3670,mda,2011
1040,mng,1981
1160,mng,1982
1240,mng,1983
1320,mng,1984
1390,mng,1985
1550,mng,1986
1590,mng,1987
1670,mng,1988
1640,mng,1989
1730,mng,1990
1630,mng,1991
1470,mng,1992
1420,mng,1993
1490,mng,1994
1610,mng,1995
1680,mng,1996
1760,mng,1997
1850,mng,1998
1910,mng,1999
1950,mng,2000
2040,mng,2001
2150,mng,2002
2310,mng,2003
2600,mng,2004
2800,mng,2005
3120,mng,2006
3450,mng,2007
3750,mng,2008
3630,mng,2009
3660,mng,2010
4360,mng,2011
6620,mne,2000
6870,mne,2001
7170,mne,2002
7530,mne,2003
8050,mne,2004
8320,mne,2005
10500,mne,2006
12410,mne,2007
13850,mne,2008
12870,mne,2009
12790,mne,2010
13720,mne,2011
1090,mar,1980
1120,mar,1981
1280,mar,1982
1270,mar,1983
1330,mar,1984
1410,mar,1985
1530,mar,1986
1500,mar,1987
1680,mar,1988
1720,mar,1989
1870,mar,1990
2020,mar,1991
1950,mar,1992
1930,mar,1993
2150,mar,1994
2020,mar,1995
2280,mar,1996
2250,mar,1997
2440,mar,1998
2460,mar,1999
2520,mar,2000
2740,mar,2001
2850,mar,2002
3060,mar,2003
3280,mar,2004
3460,mar,2005
3810,mar,2006
3990,mar,2007
4240,mar,2008
4400,mar,2009
4580,mar,2010
4910,mar,2011
210,moz,1980
230,moz,1981
220,moz,1982
190,moz,1983
180,moz,1984
190,moz,1985
180,moz,1986
210,moz,1987
240,moz,1988
250,moz,1989
270,moz,1990
290,moz,1991
260,moz,1992
280,moz,1993
290,moz,1994
300,moz,1995
330,moz,1996
360,moz,1997
390,moz,1998
420,moz,1999
420,moz,2000
460,moz,2001
510,moz,2002
540,moz,2003
570,moz,2004
630,moz,2005
650,moz,2006
720,moz,2007
770,moz,2008
840,moz,2009
900,moz,2010
980,moz,2011
1970,nam,1980
2380,nam,1981
2400,nam,1982
2490,nam,1983
2440,nam,1984
2100,nam,1985
2290,nam,1986
2630,nam,1987
2440,nam,1988
2650,nam,1989
2930,nam,1990
3230,nam,1991
3320,nam,1992
3270,nam,1993
3460,nam,1994
3690,nam,1995
3670,nam,1996
3780,nam,1997
3870,nam,1998
3840,nam,1999
4020,nam,2000
4030,nam,2001
4260,nam,2002
4610,nam,2003
5070,nam,2004
5120,nam,2005
5610,nam,2006
5890,nam,2007
6080,nam,2008
6100,nam,2009
6270,nam,2010
6600,nam,2011
270,npl,1980
310,npl,1981
340,npl,1982
330,npl,1983
370,npl,1984
390,npl,1985
410,npl,1986
420,npl,1987
460,npl,1988
480,npl,1989
510,npl,1990
550,npl,1991
570,npl,1992
590,npl,1993
640,npl,1994
660,npl,1995
690,npl,1996
720,npl,1997
730,npl,1998
760,npl,1999
800,npl,2000
840,npl,2001
830,npl,2002
860,npl,2003
910,npl,2004
960,npl,2005
1010,npl,2006
1050,npl,2007
1120,npl,2008
1160,npl,2009
1210,npl,2010
1260,npl,2011
9960,nld,1980
10650,nld,1981
11110,nld,1982
11800,nld,1983
12610,nld,1984
13100,nld,1985
13710,nld,1986
14460,nld,1987
15310,nld,1988
16530,nld,1989
17510,nld,1990
18510,nld,1991
19050,nld,1992
19710,nld,1993
20740,nld,1994
21890,nld,1995
22860,nld,1996
24430,nld,1997
25220,nld,1998
27220,nld,1999
30040,nld,2000
31010,nld,2001
32230,nld,2002
32060,nld,2003
34070,nld,2004
35270,nld,2005
39100,nld,2006
41400,nld,2007
42000,nld,2008
40050,nld,2009
41830,nld,2010
43260,nld,2011
8340,nzl,1980
9380,nzl,1981
10230,nzl,1982
10660,nzl,1983
11350,nzl,1984
11650,nzl,1985
12270,nzl,1986
12530,nzl,1987
13230,nzl,1988
13740,nzl,1989
14170,nzl,1990
13460,nzl,1991
13930,nzl,1992
14680,nzl,1993
15730,nzl,1994
16520,nzl,1995
16790,nzl,1996
17590,nzl,1997
18070,nzl,1998
18990,nzl,1999
19870,nzl,2000
20970,nzl,2001
21740,nzl,2002
22400,nzl,2003
23180,nzl,2004
23650,nzl,2005
25240,nzl,2006
26550,nzl,2007
27090,nzl,2008
28280,nzl,2009
28970,nzl,2010
1240,nic,1980
1360,nic,1981
1410,nic,1982
1490,nic,1983
1500,nic,1984
1440,nic,1985
1480,nic,1986
1510,nic,1987
1160,nic,1988
1060,nic,1989
1330,nic,1990
1070,nic,1991
990,nic,1992
1030,nic,1993
1180,nic,1994
1320,nic,1995
1430,nic,1996
1510,nic,1997
1610,nic,1998
1720,nic,1999
1800,nic,2000
1850,nic,2001
1890,nic,2002
1950,nic,2003
2100,nic,2004
2260,nic,2005
2420,nic,2006
2550,nic,2007
2640,nic,2008
2550,nic,2009
2660,nic,2010
2840,nic,2011
440,ner,1980
470,ner,1981
490,ner,1982
470,ner,1983
390,ner,1984
430,ner,1985
460,ner,1986
450,ner,1987
490,ner,1988
510,ner,1989
500,ner,1990
510,ner,1991
470,ner,1992
480,ner,1993
490,ner,1994
490,ner,1995
500,ner,1996
510,ner,1997
550,ner,1998
540,ner,1999
520,ner,2000
560,ner,2001
560,ner,2002
590,ner,2003
580,ner,2004
610,ner,2005
640,ner,2006
660,ner,2007
710,ner,2008
680,ner,2009
720,ner,2010
720,ner,2011
750,nga,1980
710,nga,1981
730,nga,1982
710,nga,1983
670,nga,1984
740,nga,1985
730,nga,1986
700,nga,1987
840,nga,1988
850,nga,1989
920,nga,1990
980,nga,1991
1010,nga,1992
1010,nga,1993
1020,nga,1994
1060,nga,1995
1120,nga,1996
1150,nga,1997
1130,nga,1998
1190,nga,1999
1140,nga,2000
1230,nga,2001
1200,nga,2002
1320,nga,2003
1460,nga,2004
1540,nga,2005
1800,nga,2006
1860,nga,2007
1990,nga,2008
2040,nga,2009
2140,nga,2010
2300,nga,2011
9280,nor,1980
10280,nor,1981
10860,nor,1982
11720,nor,1983
12880,nor,1984
14070,nor,1985
14940,nor,1986
15600,nor,1987
15860,nor,1988
16510,nor,1989
17390,nor,1990
18410,nor,1991
19620,nor,1992
20450,nor,1993
21940,nor,1994
23330,nor,1995
25770,nor,1996
27690,nor,1997
27120,nor,1998
29550,nor,1999
35650,nor,2000
37110,nor,2001
37170,nor,2002
38500,nor,2003
42550,nor,2004
47950,nor,2005
53890,nor,2006
55660,nor,2007
61060,nor,2008
55010,nor,2009
57940,nor,2010
62970,nor,2011
4490,omn,1980
5490,omn,1981
6220,omn,1982
7130,omn,1983
8190,omn,1984
9100,omn,1985
9310,omn,1986
8890,omn,1987
9150,omn,1988
10340,omn,1989
10310,omn,1990
10960,omn,1991
11450,omn,1992
11930,omn,1993
12230,omn,1994
12900,omn,1995
13320,omn,1996
14320,omn,1997
14770,omn,1998
15000,omn,1999
16210,omn,2000
17750,omn,2001
18070,omn,2002
18680,omn,2003
19690,omn,2004
20350,omn,2005
21950,omn,2006
23440,omn,2007
25540,omn,2008
24870,omn,2009
25770,omn,2010
630,pak,1980
720,pak,1981
790,pak,1982
870,pak,1983
900,pak,1984
950,pak,1985
950,pak,1986
1040,pak,1987
1100,pak,1988
1150,pak,1989
1220,pak,1990
1270,pak,1991
1340,pak,1992
1350,pak,1993
1390,pak,1994
1460,pak,1995
1500,pak,1996
1500,pak,1997
1520,pak,1998
1560,pak,1999
1620,pak,2000
1650,pak,2001
1730,pak,2002
1870,pak,2003
2010,pak,2004
2190,pak,2005
2350,pak,2006
2510,pak,2007
2570,pak,2008
2660,pak,2009
2780,pak,2010
2880,pak,2011
10920,plw,1991
10150,plw,1992
9190,plw,1993
9370,plw,1994
10690,plw,1995
11770,plw,1996
11980,plw,1997
11750,plw,1998
11510,plw,1999
11650,plw,2000
11950,plw,2001
11590,plw,2002
11500,plw,2003
12440,plw,2004
13290,plw,2005
13840,plw,2006
14460,plw,2007
11420,plw,2008
10450,plw,2009
10950,plw,2010
12330,plw,2011
2790,pan,1980
3200,pan,1981
3690,pan,1982
3780,pan,1983
3770,pan,1984
4130,pan,1985
4080,pan,1986
4510,pan,1987
3780,pan,1988
3770,pan,1989
4170,pan,1990
4540,pan,1991
4950,pan,1992
5330,pan,1993
5540,pan,1994
5560,pan,1995
5770,pan,1996
6090,pan,1997
6450,pan,1998
6590,pan,1999
6830,pan,2000
6910,pan,2001
7270,pan,2002
7310,pan,2003
7800,pan,2004
8500,pan,2005
9350,pan,2006
10690,pan,2007
11810,pan,2008
12220,pan,2009
13050,pan,2010
14740,pan,2011
900,png,1980
940,png,1981
960,png,1982
1000,png,1983
1030,png,1984
1070,png,1985
1130,png,1986
1140,png,1987
1200,png,1988
1190,png,1989
1170,png,1990
1300,png,1991
1390,png,1992
1640,png,1993
1760,png,1994
1720,png,1995
1780,png,1996
1740,png,1997
1650,png,1998
1640,png,1999
1620,png,2000
1580,png,2001
1580,png,2002
1530,png,2003
1620,png,2004
1720,png,2005
1700,png,2006
2050,png,2007
2190,png,2008
2290,png,2009
2400,png,2010
2590,png,2011
1950,pry,1980
2260,pry,1981
2240,pry,1982
2190,pry,1983
2240,pry,1984
2320,pry,1985
2300,pry,1986
2360,pry,1987
2590,pry,1988
2830,pry,1989
2960,pry,1990
2940,pry,1991
3060,pry,1992
3210,pry,1993
3350,pry,1994
3520,pry,1995
3510,pry,1996
3580,pry,1997
3560,pry,1998
3490,pry,1999
3380,pry,2000
3450,pry,2001
3460,pry,2002
3560,pry,2003
3670,pry,2004
3870,pry,2005
4080,pry,2006
4390,pry,2007
4660,pry,2008
4400,pry,2009
5050,pry,2010
5310,pry,2011
2770,per,1980
3190,per,1981
3280,per,1982
2880,per,1983
3050,per,1984
3170,per,1985
3550,per,1986
3860,per,1987
3320,per,1988
2880,per,1989
3140,per,1990
3130,per,1991
3230,per,1992
3340,per,1993
3790,per,1994
4120,per,1995
4280,per,1996
4600,per,1997
4610,per,1998
4640,per,1999
4790,per,2000
4860,per,2001
5100,per,2002
5290,per,2003
5530,per,2004
6030,per,2005
6820,per,2006
7620,per,2007
8280,per,2008
8390,per,2009
9320,per,2010
10160,per,2011
1330,phl,1980
1460,phl,1981
1540,phl,1982
1590,phl,1983
1460,phl,1984
1360,phl,1985
1400,phl,1986
1470,phl,1987
1590,phl,1988
1710,phl,1989
1810,phl,1990
1840,phl,1991
1870,phl,1992
1920,phl,1993
2020,phl,1994
2120,phl,1995
2250,phl,1996
2400,phl,1997
2430,phl,1998
2260,phl,1999
2390,phl,2000
2460,phl,2001
2530,phl,2002
2660,phl,2003
2870,phl,2004
3040,phl,2005
3220,phl,2006
3490,phl,2007
3670,phl,2008
3690,phl,2009
3960,phl,2010
4160,phl,2011
5530,pol,1991
5730,pol,1992
6100,pol,1993
6750,pol,1994
7320,pol,1995
8000,pol,1996
8730,pol,1997
9310,pol,1998
9840,pol,1999
10480,pol,2000
10920,pol,2001
11520,pol,2002
11870,pol,2003
12650,pol,2004
13470,pol,2005
14650,pol,2006
16110,pol,2007
17590,pol,2008
18210,pol,2009
19190,pol,2010
20480,pol,2011
5270,prt,1980
5720,prt,1981
6050,prt,1982
6280,prt,1983
6300,prt,1984
6710,prt,1985
7290,prt,1986
8070,prt,1987
9060,prt,1988
10070,prt,1989
10970,prt,1990
11900,prt,1991
12370,prt,1992
12380,prt,1993
12680,prt,1994
13530,prt,1995
14040,prt,1996
14840,prt,1997
15610,prt,1998
16580,prt,1999
17430,prt,2000
18030,prt,2001
18840,prt,2002
19270,prt,2003
19640,prt,2004
21050,prt,2005
22270,prt,2006
23430,prt,2007
24050,prt,2008
23920,prt,2009
24620,prt,2010
24480,prt,2011
73180,qat,2007
74220,qat,2008
71970,qat,2009
76470,qat,2010
87030,qat,2011
5330,rou,1989
5180,rou,1990
4730,rou,1991
4420,rou,1992
4580,rou,1993
4880,rou,1994
5340,rou,1995
5680,rou,1996
5460,rou,1997
5290,rou,1998
5280,rou,1999
5620,rou,2000
6370,rou,2001
6940,rou,2002
7590,rou,2003
8550,rou,2004
9280,rou,2005
10880,rou,2006
12670,rou,2007
14610,rou,2008
14630,rou,2009
14300,rou,2010
15140,rou,2011
7990,rus,1989
8000,rus,1990
7830,rus,1991
6780,rus,1992
6330,rus,1993
5690,rus,1994
5570,rus,1995
5450,rus,1996
5600,rus,1997
5250,rus,1998
5720,rus,1999
6660,rus,2000
7260,rus,2001
7880,rus,2002
8970,rus,2003
10030,rus,2004
11560,rus,2005
14500,rus,2006
16350,rus,2007
19850,rus,2008
18270,rus,2009
19190,rus,2010
19940,rus,2011
390,rwa,1980
440,rwa,1981
460,rwa,1982
490,rwa,1983
470,rwa,1984
480,rwa,1985
500,rwa,1986
490,rwa,1987
510,rwa,1988
510,rwa,1989
520,rwa,1990
540,rwa,1991
630,rwa,1992
630,rwa,1993
340,rwa,1994
480,rwa,1995
520,rwa,1996
560,rwa,1997
570,rwa,1998
560,rwa,1999
580,rwa,2000
610,rwa,2001
680,rwa,2002
690,rwa,2003
750,rwa,2004
830,rwa,2005
910,rwa,2006
970,rwa,2007
1070,rwa,2008
1090,rwa,2009
1150,rwa,2010
1240,rwa,2011
2590,kna,1980
2960,kna,1981
3060,kna,1982
3190,kna,1983
3680,kna,1984
4040,kna,1985
4650,kna,1986
5220,kna,1987
5810,kna,1988
6290,kna,1989
6950,kna,1990
7160,kna,1991
7480,kna,1992
8160,kna,1993
8800,kna,1994
9490,kna,1995
9920,kna,1996
10990,kna,1997
11230,kna,1998
11330,kna,1999
11530,kna,2000
11490,kna,2001
11600,kna,2002
11730,kna,2003
12750,kna,2004
13930,kna,2005
15200,kna,2006
14870,kna,2007
15610,kna,2008
14600,kna,2009
14190,kna,2010
14490,kna,2011
2010,lca,1980
2250,lca,1981
2100,lca,1982
2260,lca,1983
2820,lca,1984
2690,lca,1985
3100,lca,1986
3210,lca,1987
3590,lca,1988
4030,lca,1989
4920,lca,1990
5120,lca,1991
5620,lca,1992
5730,lca,1993
5850,lca,1994
6030,lca,1995
6440,lca,1996
6510,lca,1997
6880,lca,1998
7090,lca,1999
7130,lca,2000
6780,lca,2001
7170,lca,2002
7290,lca,2003
7690,lca,2004
8200,lca,2005
9120,lca,2006
9300,lca,2007
9900,lca,2008
8390,lca,2009
8860,lca,2010
9080,lca,2011
1550,vct,1980
1770,vct,1981
1930,vct,1982
2100,vct,1983
2330,vct,1984
2500,vct,1985
2560,vct,1986
2850,vct,1987
3300,vct,1988
3530,vct,1989
3770,vct,1990
3920,vct,1991
4400,vct,1992
4470,vct,1993
4360,vct,1994
4530,vct,1995
4710,vct,1996
5460,vct,1997
5780,vct,1998
6020,vct,1999
6330,vct,2000
6680,vct,2001
7040,vct,2002
7310,vct,2003
7950,vct,2004
8380,vct,2005
9570,vct,2006
10250,vct,2007
10400,vct,2008
10400,vct,2009
10250,vct,2010
10560,vct,2011
1550,wsm,1982
1630,wsm,1983
1600,wsm,1984
1750,wsm,1985
1910,wsm,1986
2000,wsm,1987
2360,wsm,1988
2690,wsm,1989
2780,wsm,1990
2750,wsm,1991
2680,wsm,1992
2870,wsm,1993
1910,wsm,1994
2080,wsm,1995
2340,wsm,1996
2370,wsm,1997
2440,wsm,1998
2510,wsm,1999
2710,wsm,2000
2970,wsm,2001
3130,wsm,2002
3190,wsm,2003
3510,wsm,2004
3610,wsm,2005
3720,wsm,2006
4080,wsm,2007
4090,wsm,2008
4120,wsm,2009
4250,wsm,2010
4430,wsm,2011
1390,stp,2005
1570,stp,2006
1710,stp,2007
1830,stp,2008
1890,stp,2009
1970,stp,2010
2080,stp,2011
16240,sau,1980
17530,sau,1981
16190,sau,1982
15190,sau,1983
14230,sau,1984
13520,sau,1985
14100,sau,1986
13260,sau,1987
14220,sau,1988
14100,sau,1989
14890,sau,1990
16010,sau,1991
16410,sau,1992
16140,sau,1993
15890,sau,1994
16100,sau,1995
16600,sau,1996
17170,sau,1997
17720,sau,1998
17540,sau,1999
18070,sau,2000
17920,sau,2001
17600,sau,2002
18500,sau,2003
19480,sau,2004
20780,sau,2005
21570,sau,2006
21860,sau,2007
22760,sau,2008
22550,sau,2009
23150,sau,2010
24870,sau,2011
710,sen,1980
790,sen,1981
880,sen,1982
840,sen,1983
870,sen,1984
900,sen,1985
930,sen,1986
980,sen,1987
980,sen,1988
1020,sen,1989
1030,sen,1990
1060,sen,1991
1080,sen,1992
1070,sen,1993
1060,sen,1994
1120,sen,1995
1150,sen,1996
1180,sen,1997
1240,sen,1998
1290,sen,1999
1330,sen,2000
1390,sen,2001
1380,sen,2002
1470,sen,2003
1560,sen,2004
1650,sen,2005
1710,sen,2006
1800,sen,2007
1870,sen,2008
1850,sen,2009
1910,sen,2010
1960,sen,2011
5730,srb,1997
5910,srb,1998
5340,srb,1999
5770,srb,2000
6170,srb,2001
6550,srb,2002
6920,srb,2003
7750,srb,2004
8410,srb,2005
9310,srb,2006
9910,srb,2007
11200,srb,2008
10900,srb,2009
11090,srb,2010
11640,srb,2011
5210,syc,1980
5280,syc,1981
5420,syc,1982
5460,syc,1983
5840,syc,1984
6660,syc,1985
6710,syc,1986
7040,syc,1987
7580,syc,1988
8800,syc,1989
9820,syc,1990
10390,syc,1991
11320,syc,1992
12080,syc,1993
12220,syc,1994
11790,syc,1995
12520,syc,1996
14240,syc,1997
15150,syc,1998
15270,syc,1999
15930,syc,2000
16300,syc,2001
15100,syc,2002
15260,syc,2003
15510,syc,2004
17220,syc,2005
19060,syc,2006
20930,syc,2007
20540,syc,2008
21120,syc,2009
22660,syc,2010
25320,syc,2011
380,sle,1980
420,sle,1981
460,sle,1982
450,sle,1983
470,sle,1984
450,sle,1985
430,sle,1986
480,sle,1987
440,sle,1988
460,sle,1989
450,sle,1990
490,sle,1991
400,sle,1992
440,sle,1993
410,sle,1994
420,sle,1995
460,sle,1996
390,sle,1997
380,sle,1998
350,sle,1999
360,sle,2000
420,sle,2001
520,sle,2002
560,sle,2003
570,sle,2004
610,sle,2005
660,sle,2006
720,sle,2007
760,sle,2008
790,sle,2009
820,sle,2010
850,sle,2011
6850,sgp,1980
7850,sgp,1981
8610,sgp,1982
9820,sgp,1983
11120,sgp,1984
11540,sgp,1985
11860,sgp,1986
12970,sgp,1987
14720,sgp,1988
16480,sgp,1989
18040,sgp,1990
19210,sgp,1991
20690,sgp,1992
22490,sgp,1993
25150,sgp,1994
26930,sgp,1995
27910,sgp,1996
30660,sgp,1997
29260,sgp,1998
31180,sgp,1999
33540,sgp,2000
32860,sgp,2001
33870,sgp,2002
36460,sgp,2003
38890,sgp,2004
42330,sgp,2005
47600,sgp,2006
51350,sgp,2007
53280,sgp,2008
52120,sgp,2009
56890,sgp,2010
59790,sgp,2011
5920,svk,1984
6290,svk,1985
6650,svk,1986
6940,svk,1987
7330,svk,1988
7630,svk,1989
7720,svk,1990
6790,svk,1991
6470,svk,1992
7090,svk,1993
7660,svk,1994
8360,svk,1995
9110,svk,1996
9770,svk,1997
10340,svk,1998
10350,svk,1999
10950,svk,2000
12070,svk,2001
12920,svk,2002
12920,svk,2003
14060,svk,2004
15720,svk,2005
17810,svk,2006
20220,svk,2007
21680,svk,2008
21340,svk,2009
21880,svk,2010
22230,svk,2011
10470,svn,1992
11060,svn,1993
12100,svn,1994
13150,svn,1995
13940,svn,1996
14910,svn,1997
15740,svn,1998
16770,svn,1999
17570,svn,2000
18480,svn,2001
19650,svn,2002
20360,svn,2003
22010,svn,2004
23280,svn,2005
25150,svn,2006
26650,svn,2007
28260,svn,2008
26630,svn,2009
26550,svn,2010
26960,svn,2011
1160,slb,1990
1300,slb,1991
1380,slb,1992
1290,slb,1993
1410,slb,1994
1500,slb,1995
1460,slb,1996
2350,slb,1997
2360,slb,1998
2330,slb,1999
2010,slb,2000
1850,slb,2001
1750,slb,2002
1860,slb,2003
1980,slb,2004
2080,slb,2005
2250,slb,2006
2310,slb,2007
2250,slb,2008
2010,slb,2009
2200,slb,2010
2360,slb,2011
4010,zaf,1980
4500,zaf,1981
4650,zaf,1982
4630,zaf,1983
4920,zaf,1984
4860,zaf,1985
4840,zaf,1986
5000,zaf,1987
5280,zaf,1988
5480,zaf,1989
5540,zaf,1990
5620,zaf,1991
5520,zaf,1992
5610,zaf,1993
5800,zaf,1994
5980,zaf,1995
6190,zaf,1996
6330,zaf,1997
6290,zaf,1998
6370,zaf,1999
6620,zaf,2000
6760,zaf,2001
7070,zaf,2002
7320,zaf,2003
7840,zaf,2004
8420,zaf,2005
9080,zaf,2006
9620,zaf,2007
10090,zaf,2008
10040,zaf,2009
10330,zaf,2010
10790,zaf,2011
6770,esp,1980
7300,esp,1981
7790,esp,1982
8190,esp,1983
8620,esp,1984
9120,esp,1985
9610,esp,1986
10410,esp,1987
11280,esp,1988
12290,esp,1989
13220,esp,1990
14010,esp,1991
14410,esp,1992
14590,esp,1993
15010,esp,1994
15910,esp,1995
16560,esp,1996
17550,esp,1997
18710,esp,1998
19640,esp,1999
21140,esp,2000
22210,esp,2001
23700,esp,2002
24470,esp,2003
25610,esp,2004
27000,esp,2005
29860,esp,2006
31480,esp,2007
32270,esp,2008
31450,esp,2009
31440,esp,2010
31660,esp,2011
750,lka,1980
850,lka,1981
930,lka,1982
980,lka,1983
1030,lka,1984
1130,lka,1985
1180,lka,1986
1220,lka,1987
1280,lka,1988
1330,lka,1989
1450,lka,1990
1550,lka,1991
1650,lka,1992
1780,lka,1993
1880,lka,1994
1990,lka,1995
2080,lka,1996
2230,lka,1997
2330,lka,1998
2420,lka,1999
2610,lka,2000
2680,lka,2001
2820,lka,2002
3030,lka,2003
3240,lka,2004
3510,lka,2005
3850,lka,2006
4200,lka,2007
4450,lka,2008
4670,lka,2009
5040,lka,2010
5560,lka,2011
500,sdn,1980
560,sdn,1981
620,sdn,1982
630,sdn,1983
590,sdn,1984
560,sdn,1985
590,sdn,1986
670,sdn,1987
680,sdn,1988
740,sdn,1989
680,sdn,1990
690,sdn,1991
750,sdn,1992
800,sdn,1993
830,sdn,1994
880,sdn,1995
950,sdn,1996
1060,sdn,1997
1090,sdn,1998
1100,sdn,1999
1130,sdn,2000
1220,sdn,2001
1260,sdn,2002
1360,sdn,2003
1390,sdn,2004
1530,sdn,2005
1690,sdn,2006
1830,sdn,2007
1950,sdn,2008
2000,sdn,2009
2020,sdn,2010
3110,sur,1980
3520,sur,1981
3630,sur,1982
3570,sur,1983
3480,sur,1984
3430,sur,1985
3480,sur,1986
3050,sur,1987
3340,sur,1988
3770,sur,1989
3760,sur,1990
3920,sur,1991
3970,sur,1992
3880,sur,1994
4000,sur,1995
4110,sur,1996
4300,sur,1997
5140,sur,1998
3600,sur,1999
4400,sur,2000
4160,sur,2001
4670,sur,2002
5010,sur,2003
5500,sur,2004
5990,sur,2005
6370,sur,2006
6970,sur,2007
7370,sur,2008
7570,sur,2009
7710,sur,2010
2960,swz,1990
3050,swz,1991
3160,swz,1992
3170,swz,1993
3100,swz,1994
3450,swz,1995
3690,swz,1996
3790,swz,1997
3770,swz,1998
4020,swz,1999
4030,swz,2000
4390,swz,2001
4220,swz,2002
4290,swz,2003
4640,swz,2004
5240,swz,2005
5250,swz,2006
5630,swz,2007
5740,swz,2008
5570,swz,2009
5570,swz,2010
5970,swz,2011
10660,swe,1980
11560,swe,1981
12250,swe,1982
12930,swe,1983
13980,swe,1984
14700,swe,1985
15510,swe,1986
16520,swe,1987
17440,swe,1988
18450,swe,1989
19090,swe,1990
19270,swe,1991
19130,swe,1992
18890,swe,1993
20230,swe,1994
21370,swe,1995
22170,swe,1996
23000,swe,1997
24070,swe,1998
25740,swe,1999
27720,swe,2000
28020,swe,2001
29160,swe,2002
30790,swe,2003
32490,swe,2004
32940,swe,2005
36160,swe,2006
39350,swe,2007
41000,swe,2008
38040,swe,2009
40140,swe,2010
42200,swe,2011
14550,che,1980
16220,che,1981
16740,che,1982
17510,che,1983
18770,che,1984
19920,che,1985
20410,che,1986
21090,che,1987
22540,che,1988
24060,che,1989
25390,che,1990
25740,che,1991
26020,che,1992
26420,che,1993
26850,che,1994
27560,che,1995
28350,che,1996
30040,che,1997
31220,che,1998
32060,che,1999
34070,che,2000
33830,che,2001
34740,che,2002
36100,che,2003
37310,che,2004
39160,che,2005
42530,che,2006
43550,che,2007
42940,che,2008
46740,che,2009
49990,che,2010
52320,che,2011
1640,syr,1980
1890,syr,1981
1970,syr,1982
2000,syr,1983
1930,syr,1984
2040,syr,1985
1920,syr,1986
1890,syr,1987
2140,syr,1988
1900,syr,1989
2080,syr,1990
2250,syr,1991
2540,syr,1992
2660,syr,1993
2970,syr,1994
3130,syr,1995
3190,syr,1996
3080,syr,1997
3300,syr,1998
3130,syr,1999
3180,syr,2000
3350,syr,2001
3480,syr,2002
3480,syr,2003
3750,syr,2004
4010,syr,2005
4270,syr,2006
4600,syr,2007
4790,syr,2008
5040,syr,2009
5090,syr,2010
1960,tjk,1985
2010,tjk,1986
1970,tjk,1987
2260,tjk,1988
2130,tjk,1989
2140,tjk,1990
2010,tjk,1991
1430,tjk,1992
1190,tjk,1993
930,tjk,1994
810,tjk,1995
650,tjk,1996
700,tjk,1997
740,tjk,1998
760,tjk,1999
820,tjk,2000
910,tjk,2001
1010,tjk,2002
1110,tjk,2003
1280,tjk,2004
1450,tjk,2005
1250,tjk,2006
1560,tjk,2007
1930,tjk,2008
2000,tjk,2009
2120,tjk,2010
2310,tjk,2011
530,tza,1988
550,tza,1989
590,tza,1990
610,tza,1991
600,tza,1992
610,tza,1993
610,tza,1994
630,tza,1995
670,tza,1996
680,tza,1997
700,tza,1998
730,tza,1999
760,tza,2000
800,tza,2001
860,tza,2002
910,tza,2003
990,tza,2004
1050,tza,2005
1130,tza,2006
1220,tza,2007
1300,tza,2008
1350,tza,2009
1430,tza,2010
1510,tza,2011
1050,tha,1980
1180,tha,1981
1300,tha,1982
1410,tha,1983
1510,tha,1984
1590,tha,1985
1680,tha,1986
1860,tha,1987
2150,tha,1988
2460,tha,1989
2810,tha,1990
3110,tha,1991
3370,tha,1992
3730,tha,1993
4110,tha,1994
4550,tha,1995
4830,tha,1996
4780,tha,1997
4250,tha,1998
4490,tha,1999
4800,tha,2000
4900,tha,2001
5140,tha,2002
5530,tha,2003
5960,tha,2004
6350,tha,2005
6890,tha,2006
7420,tha,2007
7720,tha,2008
7550,tha,2009
8150,tha,2010
8390,tha,2011
