gnipercapita_ppp_current_international,geo,time
10280,est,2001
11500,est,2002
12700,est,2003
14060,est,2004
15920,est,2005
18160,est,2006
20160,est,2007
20970,est,2008
19230,est,2009
19380,est,2010
20830,est,2011
310,eth,1981
330,eth,1982
350,eth,1983
350,eth,1984
310,eth,1985
330,eth,1986
380,eth,1987
380,eth,1988
380,eth,1989
390,eth,1990
360,eth,1991
330,eth,1992
360,eth,1993
370,eth,1994
390,eth,1995
440,eth,1996
440,eth,1997
420,eth,1998
440,eth,1999
460,eth,2000
500,eth,2001
510,eth,2002
490,eth,2003
560,eth,2004
630,eth,2005
710,eth,2006
800,eth,2007
880,eth,2008
950,eth,2009
1030,eth,2010
1110,eth,2011
1620,fji,1980
1840,fji,1981
1750,fji,1982
1720,fji,1983
1890,fji,1984
1860,fji,1985
2030,fji,1986
1940,fji,1987
2010,fji,1988
2230,fji,1989
2390,fji,1990
2400,fji,1991
2560,fji,1992
2630,fji,1993
2740,fji,1994
2920,fji,1995
3100,fji,1996
3040,fji,1997
3050,fji,1998
3340,fji,1999
3520,fji,2000
3550,fji,2001
3780,fji,2002
3860,fji,2003
4170,fji,2004
4390,fji,2005
4340,fji,2006
4470,fji,2007
4560,fji,2008
4590,fji,2009
4460,fji,2010
4590,fji,2011
8850,fin,1980
9710,fin,1981
10520,fin,1982
11200,fin,1983
11940,fin,1984
12690,fin,1985
13320,fin,1986
14140,fin,1987
15380,fin,1988
16540,fin,1989
17110,fin,1990
16410,fin,1991
15940,fin,1992
15970,fin,1993
17040,fin,1994
18200,fin,1995
18770,fin,1996
20590,fin,1997
22050,fin,1998
23310,fin,1999
25480,fin,2000
26490,fin,2001
27580,fin,2002
27410,fin,2003
30090,fin,2004
30850,fin,2005
33450,fin,2006
36180,fin,2007
38280,fin,2008
36270,fin,2009
37100,fin,2010
38500,fin,2011
9540,fra,1980
10470,fra,1981
11270,fra,1982
11720,fra,1983
12250,fra,1984
12810,fra,1985
13370,fra,1986
14050,fra,1987
15100,fra,1988
16210,fra,1989
17190,fra,1990
17880,fra,1991
18540,fra,1992
18770,fra,1993
19470,fra,1994
20190,fra,1995
20840,fra,1996
21810,fra,1997
22860,fra,1998
23920,fra,1999
25530,fra,2000
26890,fra,2001
27770,fra,2002
27460,fra,2003
28460,fra,2004
29910,fra,2005
31880,fra,2006
33600,fra,2007
34640,fra,2008
34170,fra,2009
34780,fra,2010
35650,fra,2011
7320,gab,1980
8290,gab,1981
8260,gab,1982
8800,gab,1983
9770,gab,1984
9430,gab,1985
9270,gab,1986
7650,gab,1987
8680,gab,1988
9640,gab,1989
9680,gab,1990
10290,gab,1991
9550,gab,1992
9660,gab,1993
10210,gab,1994
10470,gab,1995
10740,gab,1996
11260,gab,1997
11780,gab,1998
10540,gab,1999
9950,gab,2000
10400,gab,2001
10760,gab,2002
10770,gab,2003
10400,gab,2004
11580,gab,2005
11440,gab,2006
12390,gab,2007
12730,gab,2008
12860,gab,2009
13070,gab,2010
13650,gab,2011
770,gmb,1980
840,gmb,1981
840,gmb,1982
900,gmb,1983
1000,gmb,1984
940,gmb,1985
830,gmb,1986
1020,gmb,1987
1040,gmb,1988
1010,gmb,1989
1020,gmb,1990
1110,gmb,1991
1130,gmb,1992
1160,gmb,1993
1150,gmb,1994
1160,gmb,1995
1180,gmb,1996
1210,gmb,1997
1240,gmb,1998
1290,gmb,1999
1350,gmb,2000
1400,gmb,2001
1320,gmb,2002
1400,gmb,2003
1490,gmb,2004
1490,gmb,2005
1540,gmb,2006
1660,gmb,2007
1780,gmb,2008
1860,gmb,2009
1960,gmb,2010
2060,gmb,2011
3270,geo,1980
3740,geo,1981
4010,geo,1982
4310,geo,1983
4680,geo,1984
5010,geo,1985
4670,geo,1986
4820,geo,1987
5220,geo,1988
5010,geo,1989
4430,geo,1990
3590,geo,1991
1990,geo,1992
1410,geo,1993
1300,geo,1994
1370,geo,1995
1620,geo,1996
1980,geo,1997
2120,geo,1998
2230,geo,1999
2310,geo,2000
2420,geo,2001
2590,geo,2002
2960,geo,2003
3270,geo,2004
3650,geo,2005
4130,geo,2006
4700,geo,2007
4860,geo,2008
4700,geo,2009
4950,geo,2010
5390,geo,2011
9930,deu,1980
10880,deu,1981
11500,deu,1982
12210,deu,1983
13130,deu,1984
13870,deu,1985
14470,deu,1986
15050,deu,1987
16170,deu,1988
17320,deu,1989
18770,deu,1990
20140,deu,1991
20820,deu,1992
20890,deu,1993
21620,deu,1994
22320,deu,1995
22910,deu,1996
23370,deu,1997
23910,deu,1998
24690,deu,1999
25490,deu,2000
26400,deu,2001
27070,deu,2002
28110,deu,2003
29930,deu,2004
31470,deu,2005
34230,deu,2006
36170,deu,2007
37590,deu,2008
36800,deu,2009
38120,deu,2010
39970,deu,2011
470,gha,1980
480,gha,1981
460,gha,1982
440,gha,1983
480,gha,1984
500,gha,1985
520,gha,1986
540,gha,1987
580,gha,1988
610,gha,1989
640,gha,1990
680,gha,1991
700,gha,1992
730,gha,1993
750,gha,1994
780,gha,1995
810,gha,1996
840,gha,1997
870,gha,1998
900,gha,1999
920,gha,2000
960,gha,2001
1000,gha,2002
1040,gha,2003
1110,gha,2004
1190,gha,2005
1110,gha,2006
1200,gha,2007
1330,gha,2008
1530,gha,2009
1610,gha,2010
1820,gha,2011
8490,grc,1980
9020,grc,1981
9420,grc,1982
9590,grc,1983
9990,grc,1984
10490,grc,1985
10680,grc,1986
10770,grc,1987
11550,grc,1988
12400,grc,1989
12960,grc,1990
13760,grc,1991
14080,grc,1992
13980,grc,1993
14440,grc,1994
14940,grc,1995
15400,grc,1996
16280,grc,1997
16730,grc,1998
17030,grc,1999
18320,grc,2000
19890,grc,2001
21480,grc,2002
22390,grc,2003
23720,grc,2004
23990,grc,2005
26220,grc,2006
26930,grc,2007
28600,grc,2008
28670,grc,2009
27650,grc,2010
26090,grc,2011
2900,grd,1986
3340,grd,1987
3600,grd,1988
4020,grd,1989
4360,grd,1990
4720,grd,1991
4790,grd,1992
4660,grd,1993
4850,grd,1994
4970,grd,1995
5220,grd,1996
5520,grd,1997
5870,grd,1998
6540,grd,1999
7550,grd,2000
7290,grd,2001
7480,grd,2002
8280,grd,2003
7740,grd,2004
9620,grd,2005
9710,grd,2006
10420,grd,2007
10760,grd,2008
9930,grd,2009
10100,grd,2010
10530,grd,2011
1840,gtm,1980
1970,gtm,1981
1960,gtm,1982
1930,gtm,1983
1950,gtm,1984
1960,gtm,1985
1930,gtm,1986
2020,gtm,1987
2130,gtm,1988
2250,gtm,1989
2360,gtm,1990
2490,gtm,1991
2610,gtm,1992
2710,gtm,1993
2810,gtm,1994
2950,gtm,1995
3010,gtm,1996
3130,gtm,1997
3270,gtm,1998
3360,gtm,1999
3470,gtm,2000
3580,gtm,2001
3650,gtm,2002
3720,gtm,2003
3840,gtm,2004
3990,gtm,2005
4210,gtm,2006
4490,gtm,2007
4630,gtm,2008
4560,gtm,2009
4630,gtm,2010
4800,gtm,2011
360,gin,1986
380,gin,1987
410,gin,1988
420,gin,1989
440,gin,1990
440,gin,1991
440,gin,1992
460,gin,1993
460,gin,1994
470,gin,1995
490,gin,1996
510,gin,1997
530,gin,1998
560,gin,1999
570,gin,2000
590,gin,2001
630,gin,2002
620,gin,2003
640,gin,2004
870,gin,2005
890,gin,2006
940,gin,2007
960,gin,2008
960,gin,2009
990,gin,2010
1050,gin,2011
410,gnb,1980
540,gnb,1981
580,gnb,1982
580,gnb,1983
650,gnb,1984
760,gnb,1985
670,gnb,1986
670,gnb,1987
700,gnb,1988
760,gnb,1989
830,gnb,1990
870,gnb,1991
880,gnb,1992
900,gnb,1993
930,gnb,1994
960,gnb,1995
1080,gnb,1996
1160,gnb,1997
820,gnb,1998
880,gnb,1999
960,gnb,2000
940,gnb,2001
910,gnb,2002
920,gnb,2003
950,gnb,2004
1000,gnb,2005
1040,gnb,2006
1090,gnb,2007
1110,gnb,2008
1140,gnb,2009
1180,gnb,2010
1250,gnb,2011
910,guy,1980
970,guy,1981
880,guy,1982
850,guy,1983
820,guy,1984
890,guy,1985
880,guy,1986
830,guy,1987
870,guy,1988
750,guy,1989
780,guy,1990
880,guy,1991
1040,guy,1992
1270,guy,1993
1480,guy,1994
1630,guy,1995
1800,guy,1996
1900,guy,1997
1900,guy,1998
2020,guy,1999
2050,guy,2000
2110,guy,2001
2180,guy,2002
2210,guy,2003
2160,guy,2004
2470,guy,2005
2660,guy,2006
2950,guy,2007
3110,guy,2008
3240,guy,2009
3460,guy,2010
1010,hti,2004
1040,hti,2005
920,hti,2006
1150,hti,2007
1140,hti,2008
1170,hti,2009
1120,hti,2010
1190,hti,2011
1270,hnd,1980
1390,hnd,1981
1390,hnd,1982
1410,hnd,1983
1490,hnd,1984
1550,hnd,1985
1540,hnd,1986
1620,hnd,1987
1720,hnd,1988
1810,hnd,1989
1760,hnd,1990
1820,hnd,1991
1890,hnd,1992
2090,hnd,1993
2050,hnd,1994
2110,hnd,1995
2180,hnd,1996
2320,hnd,1997
2380,hnd,1998
2350,hnd,1999
2510,hnd,2000
2510,hnd,2001
2590,hnd,2002
2720,hnd,2003
2900,hnd,2004
3120,hnd,2005
3360,hnd,2006
3660,hnd,2007
3800,hnd,2008
3690,hnd,2009
3750,hnd,2010
3840,hnd,2011
24640,hkg,1999
26600,hkg,2000
27550,hkg,2001
27900,hkg,2002
29950,hkg,2003
32980,hkg,2004
35720,hkg,2005
39890,hkg,2006
43610,hkg,2007
46240,hkg,2008
44320,hkg,2009
47270,hkg,2010
51490,hkg,2011
5030,hun,1980
5550,hun,1981
5990,hun,1982
6360,hun,1983
6740,hun,1984
6940,hun,1985
7220,hun,1986
7770,hun,1987
8050,hun,1988
8430,hun,1989
8560,hun,1990
7670,hun,1991
7670,hun,1992
8130,hun,1993
8520,hun,1994
8700,hun,1995
8950,hun,1996
9410,hun,1997
10050,hun,1998
10430,hun,1999
11290,hun,2000
12720,hun,2001
13910,hun,2002
14630,hun,2003
15340,hun,2004
16060,hun,2005
17310,hun,2006
17610,hun,2007
19120,hun,2008
19270,hun,2009
19560,hun,2010
20260,hun,2011
11770,isl,1980
13180,isl,1981
14010,isl,1982
13960,isl,1983
14830,isl,1984
15760,isl,1985
17110,isl,1986
19110,isl,1987
19400,isl,1988
19730,isl,1989
20610,isl,1990
21200,isl,1991
20790,isl,1992
21270,isl,1993
22160,isl,1994
22580,isl,1995
23630,isl,1996
25500,isl,1997
27210,isl,1998
28050,isl,1999
28050,isl,2000
29490,isl,2001
31040,isl,2002
30270,isl,2003
32420,isl,2004
33630,isl,2005
33800,isl,2006
35320,isl,2007
31200,isl,2008
29570,isl,2009
29360,isl,2010
30760,isl,2011
420,ind,1980
480,ind,1981
510,ind,1982
550,ind,1983
580,ind,1984
620,ind,1985
650,ind,1986
680,ind,1987
750,ind,1988
810,ind,1989
860,ind,1990
880,ind,1991
930,ind,1992
980,ind,1993
1040,ind,1994
1130,ind,1995
1220,ind,1996
1270,ind,1997
1340,ind,1998
1450,ind,1999
1510,ind,2000
1600,ind,2001
1660,ind,2002
1810,ind,2003
1970,ind,2004
2190,ind,2005
2440,ind,2006
2720,ind,2007
2840,ind,2008
3070,ind,2009
3340,ind,2010
3620,ind,2011
610,idn,1980
710,idn,1981
730,idn,1982
810,idn,1983
870,idn,1984
910,idn,1985
970,idn,1986
1030,idn,1987
1120,idn,1988
1250,idn,1989
1380,idn,1990
1390,idn,1991
1520,idn,1992
1800,idn,1993
1960,idn,1994
2140,idn,1995
2320,idn,1996
2430,idn,1997
2060,idn,1998
2030,idn,1999
2120,idn,2000
2180,idn,2001
2250,idn,2002
2590,idn,2003
2740,idn,2004
2950,idn,2005
3200,idn,2006
3470,idn,2007
3740,idn,2008
3910,idn,2009
4190,idn,2010
4530,idn,2011
3450,irn,1980
3450,irn,1981
3960,irn,1982
4460,irn,1983
4390,irn,1984
4440,irn,1985
3970,irn,1986
3880,irn,1987
3640,irn,1988
3900,irn,1989
4470,irn,1990
5110,irn,1991
5350,irn,1992
5210,irn,1993
5200,irn,1994
5430,irn,1995
5820,irn,1996
6050,irn,1997
6210,irn,1998
6290,irn,1999
6660,irn,2000
6970,irn,2001
7370,irn,2002
7940,irn,2003
8490,irn,2004
9060,irn,2005
9810,irn,2006
10810,irn,2007
11200,irn,2008
11400,irn,2009
2330,irq,2004
2670,irq,2005
2930,irq,2006
3030,irq,2007
3370,irq,2008
3500,irq,2009
3460,irq,2010
3770,irq,2011
6230,irl,1980
6910,irl,1981
7230,irl,1982
7360,irl,1983
7750,irl,1984
8130,irl,1985
8330,irl,1986
9000,irl,1987
9720,irl,1988
10590,irl,1989
12050,irl,1990
12690,irl,1991
13170,irl,1992
13810,irl,1993
14920,irl,1994
16340,irl,1995
17930,irl,1996
19590,irl,1997
21520,irl,1998
22570,irl,1999
24970,irl,2000
26050,irl,2001
27660,irl,2002
29770,irl,2003
31540,irl,2004
33550,irl,2005
37290,irl,2006
39440,irl,2007
37040,irl,2008
33140,irl,2009
33560,irl,2010
33230,irl,2011
7210,isr,1980
8260,isr,1981
8460,isr,1982
8920,isr,1983
9210,isr,1984
9570,isr,1985
10020,isr,1986
10840,isr,1987
11560,isr,1988
12100,isr,1989
13050,isr,1990
13560,isr,1991
14340,isr,1992
14870,isr,1993
15860,isr,1994
17070,isr,1995
18320,isr,1996
18820,isr,1997
19160,isr,1998
19320,isr,1999
21480,isr,2000
22270,isr,2001
22580,isr,2002
21340,isr,2003
23010,isr,2004
23100,isr,2005
23840,isr,2006
25520,isr,2007
25080,isr,2008
24810,isr,2009
25760,isr,2010
27120,isr,2011
9240,ita,1980
10100,ita,1981
10740,ita,1982
11310,ita,1983
12100,ita,1984
12800,ita,1985
13420,ita,1986
14290,ita,1987
15400,ita,1988
16480,ita,1989
17330,ita,1990
18180,ita,1991
18780,ita,1992
19050,ita,1993
19830,ita,1994
20890,ita,1995
21630,ita,1996
22540,ita,1997
23660,ita,1998
24220,ita,1999
25560,ita,2000
27090,ita,2001
26760,ita,2002
27080,ita,2003
27430,ita,2004
28290,ita,2005
30490,ita,2006
32040,ita,2007
33010,ita,2008
32100,ita,2009
31750,ita,2010
32710,ita,2011
2290,jam,1980
2610,jam,1981
2780,jam,1982
2820,jam,1983
2720,jam,1984
2660,jam,1985
2820,jam,1986
3100,jam,1987
3380,jam,1988
3770,jam,1989
3990,jam,1990
4260,jam,1991
4490,jam,1992
5230,jam,1993
5310,jam,1994
5560,jam,1995
5710,jam,1996
5720,jam,1997
5510,jam,1998
5600,jam,1999
5730,jam,2000
5840,jam,2001
5880,jam,2002
6290,jam,2003
6550,jam,2004
6780,jam,2005
7280,jam,2006
7470,jam,2007
7550,jam,2008
7360,jam,2009
7470,jam,2010
7770,jam,2011
8540,jpn,1980
9640,jpn,1981
10520,jpn,1982
11210,jpn,1983
12080,jpn,1984
13180,jpn,1985
13770,jpn,1986
14710,jpn,1987
16240,jpn,1988
17700,jpn,1989
19340,jpn,1990
20630,jpn,1991
21280,jpn,1992
21740,jpn,1993
22290,jpn,1994
23090,jpn,1995
24160,jpn,1996
24970,jpn,1997
24690,jpn,1998
24940,jpn,1999
26350,jpn,2000
27040,jpn,2001
27680,jpn,2002
28420,jpn,2003
29880,jpn,2004
31150,jpn,2005
32700,jpn,2006
34490,jpn,2007
34700,jpn,2008
32970,jpn,2009
34810,jpn,2010
35530,jpn,2011
1900,jor,1980
2110,jor,1981
2310,jor,1982
2330,jor,1983
2470,jor,1984
2530,jor,1985
2650,jor,1986
2680,jor,1987
2580,jor,1988
2240,jor,1989
2250,jor,1990
2050,jor,1991
2410,jor,1992
2490,jor,1993
2580,jor,1994
2730,jor,1995
2750,jor,1996
2850,jor,1997
2920,jor,1998
3010,jor,1999
3220,jor,2000
3410,jor,2001
3540,jor,2002
3690,jor,2003
4060,jor,2004
4450,jor,2005
4870,jor,2006
5350,jor,2007
5690,jor,2008
5880,jor,2009
5810,jor,2010
5970,jor,2011
4220,kaz,1993
3810,kaz,1994
3630,kaz,1995
3760,kaz,1996
3950,kaz,1997
4000,kaz,1998
4120,kaz,1999
4470,kaz,2000
5260,kaz,2001
5940,kaz,2002
6530,kaz,2003
7230,kaz,2004
7880,kaz,2005
8690,kaz,2006
9550,kaz,2007
9720,kaz,2008
10080,kaz,2009
10620,kaz,2010
11310,kaz,2011
640,ken,1980
690,ken,1981
710,ken,1982
730,ken,1983
740,ken,1984
770,ken,1985
810,ken,1986
850,ken,1987
900,ken,1988
950,ken,1989
980,ken,1990
990,ken,1991
980,ken,1992
950,ken,1993
980,ken,1994
1030,ken,1995
1080,ken,1996
1090,ken,1997
1110,ken,1998
1120,ken,1999
1130,ken,2000
1160,ken,2001
1160,ken,2002
1190,ken,2003
1250,ken,2004
1350,ken,2005
1440,ken,2006
1540,ken,2007
1560,ken,2008
1580,ken,2009
1640,ken,2010
1720,ken,2011
1370,kir,1980
1360,kir,1981
1720,kir,1982
1950,kir,1983
1680,kir,1984
1770,kir,1985
1880,kir,1986
1870,kir,1987
2150,kir,1988
2060,kir,1989
2390,kir,1990
2170,kir,1991
2200,kir,1992
2190,kir,1993
2320,kir,1994
2450,kir,1995
2240,kir,1996
2810,kir,1997
3280,kir,1998
3080,kir,1999
3370,kir,2000
3500,kir,2001
3420,kir,2002
3370,kir,2003
3480,kir,2004
3520,kir,2005
3630,kir,2006
3580,kir,2007
3670,kir,2008
3310,kir,2009
3520,kir,2010
3480,kir,2011
2340,kor,1980
2670,kor,1981
3010,kor,1982
3470,kor,1983
3900,kor,1984
4260,kor,1985
4840,kor,1986
5580,kor,1987
6420,kor,1988
7080,kor,1989
7950,kor,1990
8960,kor,1991
9600,kor,1992
10310,kor,1993
11330,kor,1994
12420,kor,1995
13430,kor,1996
14250,kor,1997
13290,kor,1998
14870,kor,1999
17110,kor,2000
18110,kor,2001
19670,kor,2002
20200,kor,2003
21690,kor,2004
22760,kor,2005
24280,kor,2006
26150,kor,2007
26890,kor,2008
27050,kor,2009
28830,kor,2010
30340,kor,2011
22320,kwt,1980
21030,kwt,1981
18240,kwt,1982
19450,kwt,1983
20090,kwt,1984
18680,kwt,1985
22980,kwt,1986
21200,kwt,1987
20240,kwt,1988
25690,kwt,1989
39940,kwt,1995
40360,kwt,1996
42380,kwt,1997
43080,kwt,1998
38890,kwt,1999
40070,kwt,2000
38610,kwt,2001
37400,kwt,2002
42930,kwt,2003
48000,kwt,2004
53120,kwt,2005
56510,kwt,2006
58310,kwt,2007
58180,kwt,2008
53340,kwt,2009
53820,kwt,2010
1410,kgz,1987
1620,kgz,1988
1690,kgz,1989
1820,kgz,1990
1710,kgz,1991
1480,kgz,1992
1280,kgz,1993
1030,kgz,1994
980,kgz,1995
1050,kgz,1996
1140,kgz,1997
1150,kgz,1998
1180,kgz,1999
1260,kgz,2000
1370,kgz,2001
1380,kgz,2002
1500,kgz,2003
1610,kgz,2004
1660,kgz,2005
1780,kgz,2006
1980,kgz,2007
2120,kgz,2008
2170,kgz,2009
2070,kgz,2010
2290,kgz,2011
510,lao,1984
540,lao,1985
560,lao,1986
560,lao,1987
550,lao,1988
630,lao,1989
680,lao,1990
710,lao,1991
750,lao,1992
790,lao,1993
850,lao,1994
900,lao,1995
960,lao,1996
1000,lao,1997
1030,lao,1998
1120,lao,1999
1150,lao,2000
1230,lao,2001
1300,lao,2002
1360,lao,2003
1490,lao,2004
1650,lao,2005
1770,lao,2006
1970,lao,2007
2110,lao,2008
2300,lao,2009
2400,lao,2010
2600,lao,2011
4240,lva,1980
4820,lva,1981
5210,lva,1982
5660,lva,1983
6180,lva,1984
6290,lva,1985
6690,lva,1986
6970,lva,1987
7510,lva,1988
8190,lva,1989
7830,lva,1990
7120,lva,1991
5010,lva,1992
4970,lva,1993
5270,lva,1994
5420,lva,1995
5820,lva,1996
6500,lva,1997
6990,lva,1998
7340,lva,1999
8020,lva,2000
8940,lva,2001
9900,lva,2002
10580,lva,2003
11480,lva,2004
12880,lva,2005
14550,lva,2006
16630,lva,2007
17910,lva,2008
17210,lva,2009
16630,lva,2010
17820,lva,2011
4020,lbn,1989
5050,lbn,1990
6250,lbn,1991
6210,lbn,1992
6470,lbn,1993
6900,lbn,1994
7360,lbn,1995
7610,lbn,1996
7390,lbn,1997
7580,lbn,1998
7590,lbn,1999
7800,lbn,2000
7970,lbn,2001
7890,lbn,2002
7100,lbn,2003
8970,lbn,2004
9510,lbn,2005
9940,lbn,2006
11120,lbn,2007
12150,lbn,2008
12950,lbn,2009
13820,lbn,2010
14000,lbn,2011
640,lso,1980
710,lso,1981
840,lso,1982
850,lso,1983
940,lso,1984
940,lso,1985
940,lso,1986
950,lso,1987
980,lso,1988
1020,lso,1989
1070,lso,1990
1090,lso,1991
1110,lso,1992
1100,lso,1993
1140,lso,1994
1140,lso,1995
1190,lso,1996
1210,lso,1997
1220,lso,1998
1210,lso,1999
1270,lso,2000
1290,lso,2001
1310,lso,2002
1400,lso,2003
1440,lso,2004
1650,lso,2005
1690,lso,2006
1740,lso,2007
1940,lso,2008
1990,lso,2009
1980,lso,2010
2070,lso,2011
660,lbr,1980
670,lbr,1981
640,lbr,1982
570,lbr,1983
580,lbr,1984
580,lbr,1985
550,lbr,1986
510,lbr,1987
520,lbr,1988
370,lbr,1989
160,lbr,1997
190,lbr,1998
190,lbr,1999
300,lbr,2000
260,lbr,2001
340,lbr,2002
210,lbr,2003
210,lbr,2004
250,lbr,2005
280,lbr,2006
340,lbr,2007
370,lbr,2008
420,lbr,2009
440,lbr,2010
520,lbr,2011
10720,lby,2002
12240,lby,2003
12510,lby,2004
13930,lby,2005
15280,lby,2006
16510,lby,2007
16700,lby,2008
16750,lby,2009
9340,ltu,1990
9090,ltu,1991
7330,ltu,1992
6300,ltu,1993
5840,ltu,1994
6200,ltu,1995
6600,ltu,1996
7180,ltu,1997
7830,ltu,1998
7830,ltu,1999
8470,ltu,2000
9410,ltu,2001
10440,ltu,2002
11710,ltu,2003
12610,ltu,2004
14050,ltu,2005
15810,ltu,2006
17610,ltu,2007
19060,ltu,2008
17360,ltu,2009
18010,ltu,2010
19690,ltu,2011
10910,lux,1980
12300,lux,1981
14450,lux,1982
15850,lux,1983
17230,lux,1984
18360,lux,1985
20040,lux,1986
21550,lux,1987
23550,lux,1988
26300,lux,1989
28860,lux,1990
32270,lux,1991
33020,lux,1992
34040,lux,1993
34290,lux,1994
36100,lux,1995
37490,lux,1996
39360,lux,1997
39810,lux,1998
44090,lux,1999
46760,lux,2000
47870,lux,2001
47730,lux,2002
47070,lux,2003
56750,lux,2004
58670,lux,2005
59710,lux,2006
67990,lux,2007
67130,lux,2008
55710,lux,2009
61280,lux,2010
64410,lux,2011
10570,mac,1982
11640,mac,1983
12470,mac,1984
12380,mac,1985
13060,mac,1986
14590,mac,1987
15560,mac,1988
16240,mac,1989
17370,mac,1990
18170,mac,1991
20330,mac,1992
21290,mac,1993
22240,mac,1994
22820,mac,1995
22520,mac,1996
22600,mac,1997
21560,mac,1998
20710,mac,1999
21520,mac,2000
20840,mac,2001
23670,mac,2002
26190,mac,2003
32190,mac,2004
34860,mac,2005
38570,mac,2006
49180,mac,2007
45450,mac,2008
46350,mac,2009
57060,mac,2010
5500,mkd,1990
5330,mkd,1991
4930,mkd,1992
4680,mkd,1993
4710,mkd,1994
4760,mkd,1995
4870,mkd,1996
4990,mkd,1997
5220,mkd,1998
5450,mkd,1999
5830,mkd,2000
5790,mkd,2001
5960,mkd,2002
6350,mkd,2003
6970,mkd,2004
7720,mkd,2005
8730,mkd,2006
9050,mkd,2007
10600,mkd,2008
11130,mkd,2009
11100,mkd,2010
11490,mkd,2011
610,mdg,1980
580,mdg,1981
590,mdg,1982
600,mdg,1983
600,mdg,1984
620,mdg,1985
620,mdg,1986
620,mdg,1987
640,mdg,1988
670,mdg,1989
720,mdg,1990
660,mdg,1991
670,mdg,1992
690,mdg,1993
670,mdg,1994
680,mdg,1995
690,mdg,1996
720,mdg,1997
740,mdg,1998
760,mdg,1999
790,mdg,2000
830,mdg,2001
710,mdg,2002
780,mdg,2003
810,mdg,2004
860,mdg,2005
900,mdg,2006
960,mdg,2007
1030,mdg,2008
960,mdg,2009
950,mdg,2010
950,mdg,2011
300,mwi,1980
310,mwi,1981
330,mwi,1982
350,mwi,1983
370,mwi,1984
380,mwi,1985
370,mwi,1986
370,mwi,1987
370,mwi,1988
380,mwi,1989
400,mwi,1990
440,mwi,1991
410,mwi,1992
460,mwi,1993
420,mwi,1994
490,mwi,1995
540,mwi,1996
550,mwi,1997
560,mwi,1998
570,mwi,1999
580,mwi,2000
550,mwi,2001
550,mwi,2002
580,mwi,2003
620,mwi,2004
640,mwi,2005
690,mwi,2006
730,mwi,2007
790,mwi,2008
830,mwi,2009
860,mwi,2010
870,mwi,2011
2240,mys,1980
2560,mys,1981
2770,mys,1982
2930,mys,1983
3180,mys,1984
3140,mys,1985
3170,mys,1986
3350,mys,1987
3730,mys,1988
4090,mys,1989
4570,mys,1990
5000,mys,1991
5400,mys,1992
5940,mys,1993
6450,mys,1994
7080,mys,1995
7730,mys,1996
8190,mys,1997
7500,mys,1998
7750,mys,1999
8320,mys,2000
8440,mys,2001
8900,mys,2002
9520,mys,2003
10260,mys,2004
11020,mys,2005
12010,mys,2006
13040,mys,2007
13610,mys,2008
13450,mys,2009
14160,mys,2010
15190,mys,2011
2500,mdv,1995
2720,mdv,1996
2980,mdv,1997
3270,mdv,1998
3490,mdv,1999
3690,mdv,2000
3840,mdv,2001
4070,mdv,2002
4750,mdv,2003
5310,mdv,2004
5040,mdv,2005
6130,mdv,2006
6890,mdv,2007
7800,mdv,2008
7430,mdv,2009
7840,mdv,2010
8540,mdv,2011
350,mli,1980
360,mli,1981
360,mli,1982
380,mli,1983
400,mli,1984
360,mli,1985
400,mli,1986
400,mli,1987
420,mli,1988
480,mli,1990
490,mli,1991
530,mli,1992
520,mli,1993
510,mli,1994
540,mli,1995
550,mli,1996
580,mli,1997
610,mli,1998
650,mli,1999
660,mli,2000
700,mli,2001
710,mli,2002
790,mli,2003
800,mli,2004
850,mli,2005
880,mli,2006
970,mli,2007
970,mli,2008
980,mli,2009
1030,mli,2010
1050,mli,2011
5960,mlt,1980
6780,mlt,1981
7320,mlt,1982
7260,mlt,1983
7710,mlt,1984
7890,mlt,1985
8040,mlt,1986
8560,mlt,1987
9440,mlt,1988
10560,mlt,1989
11780,mlt,1990
12650,mlt,1991
13220,mlt,1992
13850,mlt,1993
14530,mlt,1994
15570,mlt,1995
14710,mlt,1996
15620,mlt,1997
16010,mlt,1998
17200,mlt,1999
18570,mlt,2000
18430,mlt,2001
19450,mlt,2002
19590,mlt,2003
19690,mlt,2004
20070,mlt,2005
21410,mlt,2006
22580,mlt,2007
24340,mlt,2008
23470,mlt,2009
24170,mlt,2010
900,mrt,1980
960,mrt,1981
980,mrt,1982
1000,mrt,1983
1010,mrt,1984
1010,mrt,1985
1060,mrt,1986
1080,mrt,1987
1120,mrt,1988
1200,mrt,1989
1200,mrt,1990
1250,mrt,1991
1260,mrt,1992
1320,mrt,1993
1280,mrt,1994
1410,mrt,1995
1550,mrt,1996
1470,mrt,1997
1520,mrt,1998
1610,mrt,1999
1580,mrt,2000
1550,mrt,2001
1730,mrt,2002
1720,mrt,2003
1820,mrt,2004
1980,mrt,2005
2240,mrt,2006
2340,mrt,2007
2440,mrt,2008
2400,mrt,2009
2400,mrt,2010
2410,mrt,2011
1740,mus,1980
1950,mus,1981
2150,mus,1982
2240,mus,1983
2400,mus,1984
2630,mus,1985
2940,mus,1986
3320,mus,1987
3640,mus,1988
3960,mus,1989
4370,mus,1990
4720,mus,1991
5070,mus,1992
5370,mus,1993
5580,mus,1994
5920,mus,1995
6260,mus,1996
6700,mus,1997
7120,mus,1998
7320,mus,1999
