geo,males_aged_15plus_employment_rate_percent,time
tgo,80.0,2006
tgo,80.0,2007
tto,56.1,1991
tto,58.6,1992
tto,60.6,1993
tto,62.7,1994
tto,64.3,1995
tto,65.5,1996
tto,66.6,1997
tto,67.5,1998
tto,67.8,1999
tto,68.5,2000
tto,69.2,2001
tto,69.4,2002
tto,69.7,2003
tto,71.3,2004
tto,72.0,2005
tto,72.6,2006
tto,73.0,2007
tun,64.4,1991
tun,64.0,1992
tun,63.6,1993
tun,63.7,1994
tun,63.3,1995
tun,62.8,1996
tun,62.3,1997
tun,62.0,1998
tun,61.8,1999
tun,61.6,2000
tun,61.7,2001
tun,61.3,2002
tun,61.5,2003
tun,61.3,2004
tun,61.3,2005
tun,61.4,2006
tun,61.9,2007
tur,73.8,1991
tur,73.3,1992
tur,71.8,1993
tur,72.3,1994
tur,72.3,1995
tur,72.6,1996
tur,72.3,1997
tur,71.8,1998
tur,70.4,1999
tur,69.1,2000
tur,66.7,2001
tur,64.1,2002
tur,63.0,2003
tur,64.9,2004
tur,65.0,2005
tur,64.6,2006
tur,63.6,2007
tkm,61.8,1991
tkm,62.2,1992
tkm,62.5,1993
tkm,62.7,1994
tkm,62.5,1995
tkm,61.7,1996
tkm,60.6,1997
tkm,63.1,1998
tkm,64.5,1999
tkm,64.9,2000
tkm,64.9,2001
tkm,64.4,2002
tkm,64.4,2003
tkm,63.9,2004
tkm,63.6,2005
tkm,63.2,2006
tkm,63.4,2007
uga,90.2,1991
uga,89.9,1992
uga,89.0,1993
uga,87.6,1994
uga,87.7,1995
uga,87.9,1996
uga,88.1,1997
uga,89.1,1998
uga,88.5,1999
uga,87.9,2000
uga,88.0,2001
uga,87.3,2002
uga,86.7,2003
uga,86.6,2004
uga,86.5,2005
uga,86.4,2006
uga,86.4,2007
ukr,65.5,1991
ukr,64.7,1992
ukr,64.9,1993
ukr,64.9,1994
ukr,64.6,1995
ukr,63.5,1996
ukr,62.9,1997
ukr,61.5,1998
ukr,55.9,1999
ukr,56.3,2000
ukr,56.8,2001
ukr,57.4,2002
ukr,57.5,2003
ukr,57.9,2004
ukr,60.1,2005
ukr,60.3,2006
ukr,60.4,2007
are,89.6,1991
are,89.6,1992
are,89.6,1993
are,89.9,1994
are,90.1,1995
are,89.8,1996
are,89.5,1997
are,89.8,1998
are,89.9,1999
are,90.2,2000
are,90.3,2001
are,90.5,2002
are,90.5,2003
are,90.4,2004
are,90.3,2005
are,90.2,2006
are,90.2,2007
gbr,67.6,1991
gbr,64.8,1992
gbr,63.3,1993
gbr,63.7,1994
gbr,64.3,1995
gbr,64.5,1996
gbr,65.3,1997
gbr,65.8,1998
gbr,66.1,1999
gbr,66.6,2000
gbr,66.5,2001
gbr,66.1,2002
gbr,66.6,2003
gbr,66.5,2004
gbr,66.3,2005
gbr,66.0,2006
gbr,65.8,2007
usa,69.9,1991
usa,69.4,1992
usa,69.6,1993
usa,70.0,1994
usa,70.4,1995
usa,70.6,1996
usa,71.0,1997
usa,71.3,1998
usa,71.5,1999
usa,71.6,2000
usa,70.5,2001
usa,69.2,2002
usa,68.4,2003
usa,68.7,2004
usa,69.0,2005
usa,69.5,2006
usa,69.0,2007
ury,70.0,1991
ury,70.4,1992
ury,69.0,1993
ury,70.5,1994
ury,70.6,1995
ury,69.4,1996
ury,69.1,1997
ury,68.7,1998
ury,69.0,1999
ury,69.2,2000
ury,69.4,2001
ury,69.6,2002
ury,69.7,2003
ury,69.8,2004
ury,69.9,2005
ury,69.9,2006
ury,70.2,2007
uzb,60.3,1991
uzb,58.8,1992
uzb,58.3,1993
uzb,57.5,1994
uzb,57.2,1995
uzb,57.5,1996
uzb,58.0,1997
uzb,58.5,1998
uzb,58.8,1999
uzb,59.0,2000
uzb,59.3,2001
uzb,59.5,2002
uzb,59.7,2003
uzb,60.6,2004
uzb,61.0,2005
uzb,61.5,2006
uzb,62.6,2007
ven,74.5,1991
ven,75.5,1992
ven,76.2,1993
ven,75.0,1994
ven,73.8,1995
ven,72.7,1996
ven,73.4,1997
ven,72.7,1998
ven,70.1,1999
ven,70.7,2000
ven,71.3,2001
ven,69.3,2002
ven,69.5,2003
ven,70.3,2004
ven,71.4,2005
ven,73.9,2006
ven,74.2,2007
vnm,79.1,1991
vnm,79.3,1992
vnm,78.7,1993
vnm,78.8,1994
vnm,78.5,1995
vnm,78.2,1996
vnm,76.4,1997
vnm,76.5,1998
vnm,76.2,1999
vnm,75.3,2000
vnm,75.9,2001
vnm,75.7,2002
vnm,75.5,2003
vnm,75.2,2004
vnm,74.8,2005
vnm,74.5,2006
vnm,74.4,2007
pse,49.7,1991
pse,50.5,1992
pse,51.5,1993
pse,44.6,1994
pse,55.6,1995
pse,50.1,1996
pse,52.7,1997
pse,57.1,1998
pse,59.1,1999
pse,57.5,2000
pse,49.3,2001
pse,44.1,2002
pse,48.4,2003
pse,48.1,2004
pse,51.0,2005
pse,51.3,2006
pse,52.2,2007
yem,63.1,1991
yem,61.8,1992
yem,61.1,1993
yem,63.0,1994
yem,61.8,1995
yem,60.9,1996
yem,61.1,1997
yem,61.8,1998
yem,59.3,1999
yem,59.1,2000
yem,58.9,2001
yem,58.7,2002
yem,57.9,2003
yem,57.8,2004
yem,57.6,2005
yem,57.5,2006
yem,57.5,2007
zmb,62.8,1991
zmb,62.6,1992
zmb,62.0,1993
zmb,63.4,1994
zmb,64.4,1995
zmb,66.5,1996
zmb,67.9,1997
zmb,69.7,1998
zmb,69.4,1999
zmb,68.9,2000
zmb,68.9,2001
zmb,68.8,2002
zmb,68.7,2003
zmb,68.4,2004
zmb,68.2,2005
zmb,68.0,2006
zmb,68.7,2007
zwe,75.1,1991
zwe,74.8,1992
zwe,74.3,1993
zwe,75.9,1994
zwe,75.4,1995
zwe,74.8,1996
zwe,73.5,1997
zwe,73.4,1998
zwe,73.3,1999
zwe,73.9,2000
zwe,74.5,2001
zwe,74.6,2002
zwe,75.0,2003
zwe,75.3,2004
zwe,75.2,2005
zwe,75.3,2006
zwe,75.6,2007
