geo,males_aged_65plus_labour_force_participation_rate_percent,time
gum,43.5,1982
gum,43.1,1983
gum,42.8,1984
gum,42.5,1985
gum,42.3,1986
gum,42.2,1987
gum,42.0,1988
gum,41.7,1989
gum,41.2,1990
gum,40.6,1991
gum,39.9,1992
gum,39.1,1993
gum,38.5,1994
gum,38.0,1995
gum,37.7,1996
gum,37.5,1997
gum,37.5,1998
gum,37.5,1999
gum,37.7,2000
gum,38.0,2001
gum,38.4,2002
gum,38.8,2003
gum,39.2,2004
gum,39.6,2005
gum,39.9,2006
gum,40.2,2007
gtm,58.3,1980
gtm,58.7,1981
gtm,60.4,1982
gtm,62.0,1983
gtm,62.2,1984
gtm,63.3,1985
gtm,63.6,1986
gtm,63.3,1987
gtm,63.1,1988
gtm,62.9,1989
gtm,59.9,1990
gtm,56.9,1991
gtm,53.8,1992
gtm,50.7,1993
gtm,47.6,1994
gtm,44.5,1995
gtm,41.4,1996
gtm,38.4,1997
gtm,35.5,1998
gtm,32.7,1999
gtm,39.2,2000
gtm,46.1,2001
gtm,53.2,2002
gtm,60.1,2003
gtm,66.7,2004
gtm,66.4,2005
gtm,65.7,2006
gtm,65.5,2007
gin,74.4,1980
gin,74.5,1981
gin,74.6,1982
gin,74.7,1983
gin,74.7,1984
gin,74.8,1985
gin,75.0,1986
gin,75.1,1987
gin,75.2,1988
gin,75.4,1989
gin,75.4,1990
gin,75.4,1991
gin,75.4,1992
gin,75.3,1993
gin,75.3,1994
gin,75.3,1995
gin,75.3,1996
gin,75.3,1997
gin,75.3,1998
gin,75.2,1999
gin,75.0,2000
gin,75.0,2001
gin,74.8,2002
gin,74.7,2003
gin,74.5,2004
gin,74.4,2005
gin,74.2,2006
gin,73.7,2007
gnb,60.0,1980
gnb,60.6,1981
gnb,61.0,1982
gnb,61.0,1983
gnb,61.4,1984
gnb,61.3,1985
gnb,61.7,1986
gnb,62.0,1987
gnb,62.2,1988
gnb,62.3,1989
gnb,62.5,1990
gnb,62.8,1991
gnb,63.0,1992
gnb,63.2,1993
gnb,63.4,1994
gnb,63.7,1995
gnb,64.2,1996
gnb,64.5,1997
gnb,63.7,1998
gnb,64.0,1999
gnb,64.4,2000
gnb,64.6,2001
gnb,64.4,2002
gnb,64.6,2003
gnb,64.8,2004
gnb,65.0,2005
gnb,65.2,2006
gnb,65.1,2007
guy,36.1,1980
guy,35.5,1981
guy,36.8,1982
guy,37.3,1983
guy,37.4,1984
guy,37.4,1985
guy,37.1,1986
guy,35.8,1987
guy,36.6,1988
guy,35.6,1989
guy,36.2,1990
guy,35.8,1991
guy,35.8,1992
guy,36.0,1993
guy,35.7,1994
guy,35.5,1995
guy,34.8,1996
guy,33.9,1997
guy,34.2,1998
guy,34.4,1999
guy,34.4,2000
guy,34.0,2001
guy,34.0,2002
guy,34.2,2003
guy,34.4,2004
guy,34.5,2005
guy,33.9,2006
guy,34.1,2007
hti,67.7,1980
hti,68.6,1981
hti,69.6,1982
hti,69.8,1983
hti,70.0,1984
hti,70.2,1985
hti,70.4,1986
hti,70.6,1987
hti,70.8,1988
hti,72.6,1989
hti,74.3,1990
hti,74.0,1991
hti,76.4,1992
hti,77.0,1993
hti,78.4,1994
hti,79.2,1995
hti,78.9,1996
hti,78.7,1997
hti,78.6,1998
hti,78.4,1999
hti,78.5,2000
hti,78.8,2001
hti,79.0,2002
hti,79.3,2003
hti,79.8,2004
hti,79.7,2005
hti,79.6,2006
hti,79.7,2007
hnd,66.7,1980
hnd,64.6,1981
hnd,66.4,1982
hnd,66.1,1983
hnd,72.7,1984
hnd,72.3,1985
hnd,71.9,1986
hnd,71.4,1987
hnd,71.0,1988
hnd,70.6,1989
hnd,70.1,1990
hnd,69.7,1991
hnd,69.2,1992
hnd,68.8,1993
hnd,68.3,1994
hnd,67.9,1995
hnd,67.4,1996
hnd,66.9,1997
hnd,66.5,1998
hnd,66.0,1999
hnd,64.4,2000
hnd,62.8,2001
hnd,60.7,2002
hnd,60.5,2003
hnd,60.1,2004
hnd,60.9,2005
hnd,60.4,2006
hnd,59.3,2007
hkg,32.7,1980
hkg,34.9,1981
hkg,33.0,1982
hkg,30.8,1983
hkg,28.7,1984
hkg,26.7,1985
hkg,25.0,1986
hkg,23.8,1987
hkg,23.9,1988
hkg,22.4,1989
hkg,21.2,1990
hkg,20.8,1991
hkg,18.2,1992
hkg,16.8,1993
hkg,15.4,1994
hkg,15.2,1995
hkg,13.5,1996
hkg,11.8,1997
hkg,11.1,1998
hkg,10.9,1999
hkg,10.7,2000
hkg,10.1,2001
hkg,9.7,2002
hkg,9.6,2003
hkg,9.6,2004
hkg,9.7,2005
hkg,10.2,2006
hkg,9.0,2007
hun,4.0,1980
hun,4.3,1981
hun,4.7,1982
hun,5.1,1983
hun,5.5,1984
hun,6.0,1985
hun,6.5,1986
hun,7.0,1987
hun,7.6,1988
hun,8.2,1989
hun,8.9,1990
hun,9.6,1991
hun,10.4,1992
hun,8.1,1993
hun,6.6,1994
hun,3.7,1995
hun,2.9,1996
hun,2.2,1997
hun,2.5,1998
hun,2.5,1999
hun,3.9,2000
hun,3.1,2001
hun,3.4,2002
hun,3.8,2003
hun,4.4,2004
hun,4.2,2005
hun,4.3,2006
hun,4.7,2007
isl,39.4,1980
isl,39.3,1981
isl,39.8,1982
isl,41.8,1983
isl,39.5,1984
isl,38.8,1985
isl,37.1,1986
isl,35.0,1987
isl,37.6,1988
isl,38.1,1989
isl,37.8,1990
isl,38.5,1991
isl,39.6,1992
isl,34.0,1993
isl,31.3,1994
isl,34.6,1995
isl,33.2,1996
isl,32.3,1997
isl,33.6,1998
isl,30.2,1999
isl,28.9,2000
isl,29.2,2001
isl,28.5,2002
isl,23.8,2003
isl,24.4,2004
isl,25.2,2005
isl,25.1,2006
isl,22.5,2007
ind,52.2,1980
ind,51.7,1981
ind,51.3,1982
ind,50.9,1983
ind,50.5,1984
ind,50.1,1985
ind,49.6,1986
ind,49.2,1987
ind,48.8,1988
ind,48.4,1989
ind,48.0,1990
ind,47.7,1991
ind,47.4,1992
ind,47.2,1993
ind,46.9,1994
ind,46.7,1995
ind,46.4,1996
ind,46.2,1997
ind,45.9,1998
ind,45.6,1999
ind,45.2,2000
ind,44.8,2001
ind,44.3,2002
ind,43.7,2003
ind,43.1,2004
ind,42.5,2005
ind,41.7,2006
ind,41.6,2007
idn,58.3,1980
idn,58.0,1981
idn,57.9,1982
idn,57.3,1983
idn,56.6,1984
idn,55.9,1985
idn,55.3,1986
idn,55.8,1987
idn,56.3,1988
idn,56.0,1989
idn,56.3,1990
idn,56.6,1991
idn,56.8,1992
idn,55.5,1993
idn,54.1,1994
idn,55.1,1995
idn,56.1,1996
idn,55.8,1997
idn,56.6,1998
idn,56.5,1999
idn,56.4,2000
idn,56.4,2001
idn,56.3,2002
idn,56.0,2003
idn,55.8,2004
idn,55.6,2005
idn,55.3,2006
idn,55.6,2007
irn,52.4,1980
irn,53.2,1981
irn,52.0,1982
irn,51.0,1983
irn,51.4,1984
irn,51.6,1985
irn,53.1,1986
irn,54.4,1987
irn,55.7,1988
irn,57.0,1989
irn,58.2,1990
irn,59.5,1991
irn,58.5,1992
irn,57.4,1993
irn,56.4,1994
irn,55.4,1995
irn,54.3,1996
irn,52.8,1997
irn,51.3,1998
irn,49.7,1999
irn,48.2,2000
irn,46.6,2001
irn,45.1,2002
irn,43.6,2003
irn,42.1,2004
irn,40.6,2005
irn,40.2,2006
irn,37.0,2007
irq,24.2,1980
irq,24.6,1981
irq,25.0,1982
irq,25.0,1983
irq,25.0,1984
irq,25.2,1985
irq,25.9,1986
irq,25.8,1987
irq,25.9,1988
irq,25.9,1989
irq,25.3,1990
irq,24.8,1991
irq,24.3,1992
irq,24.1,1993
irq,24.0,1994
irq,23.9,1995
irq,23.8,1996
irq,23.8,1997
irq,23.8,1998
irq,23.8,1999
irq,23.8,2000
irq,23.6,2001
irq,23.4,2002
irq,23.1,2003
irq,22.9,2004
irq,22.7,2005
irq,22.4,2006
irq,22.5,2007
irl,24.0,1980
irl,23.7,1981
irl,21.9,1982
irl,20.2,1983
irl,18.6,1984
irl,16.3,1985
irl,17.7,1986
irl,17.6,1987
irl,18.4,1988
irl,17.0,1989
irl,16.4,1990
irl,16.5,1991
irl,16.8,1992
irl,15.8,1993
irl,15.7,1994
irl,15.3,1995
irl,15.5,1996
irl,15.3,1997
irl,14.9,1998
irl,15.0,1999
irl,14.7,2000
irl,14.2,2001
irl,14.9,2002
irl,14.0,2003
irl,13.7,2004
irl,14.6,2005
irl,14.5,2006
irl,14.0,2007
isr,27.9,1980
isr,27.3,1981
isr,25.0,1982
isr,24.1,1983
isr,23.1,1984
isr,21.4,1985
isr,22.6,1986
isr,21.9,1987
isr,22.9,1988
isr,21.4,1989
isr,20.2,1990
isr,18.7,1991
isr,18.2,1992
isr,18.7,1993
isr,17.7,1994
isr,17.3,1995
isr,16.9,1996
isr,15.3,1997
isr,15.0,1998
isr,14.6,1999
isr,14.2,2000
isr,15.0,2001
isr,15.4,2002
isr,15.2,2003
isr,15.5,2004
isr,16.3,2005
isr,16.5,2006
isr,15.6,2007
ita,12.6,1980
ita,11.7,1981
ita,8.4,1982
ita,9.9,1983
ita,8.9,1984
ita,8.4,1985
ita,9.0,1986
ita,8.3,1987
ita,8.1,1988
ita,7.9,1989
ita,7.1,1990
ita,7.5,1991
ita,8.1,1992
ita,7.1,1993
ita,6.6,1994
ita,6.4,1995
ita,6.3,1996
ita,6.9,1997
ita,6.3,1998
ita,5.9,1999
ita,5.8,2000
ita,6.0,2001
ita,6.2,2002
ita,5.9,2003
ita,6.0,2004
ita,6.0,2005
ita,6.1,2006
ita,5.9,2007
jam,65.2,1980
jam,65.6,1981
jam,62.0,1982
jam,61.0,1983
jam,59.9,1984
jam,58.9,1985
jam,57.9,1986
jam,56.8,1987
jam,55.8,1988
jam,54.7,1989
jam,53.6,1990
jam,52.5,1991
jam,51.4,1992
jam,50.3,1993
jam,49.2,1994
jam,49.3,1995
jam,47.9,1996
jam,45.2,1997
jam,46.4,1998
jam,47.1,1999
jam,47.3,2000
jam,47.6,2001
jam,42.2,2002
jam,42.5,2003
jam,41.4,2004
jam,40.8,2005
jam,40.4,2006
jam,39.8,2007
jpn,41.0,1980
jpn,41.0,1981
jpn,38.8,1982
jpn,38.9,1983
jpn,37.6,1984
jpn,37.0,1985
jpn,36.2,1986
jpn,35.6,1987
jpn,35.8,1988
jpn,35.8,1989
jpn,36.5,1990
jpn,38.0,1991
jpn,38.2,1992
jpn,37.7,1993
jpn,37.6,1994
jpn,37.3,1995
jpn,36.7,1996
jpn,36.7,1997
jpn,35.9,1998
jpn,35.5,1999
jpn,34.1,2000
jpn,32.9,2001
jpn,31.1,2002
jpn,29.9,2003
jpn,29.0,2004
jpn,29.4,2005
jpn,29.3,2006
jpn,26.5,2007
jor,28.8,1980
jor,28.8,1981
jor,28.5,1982
jor,28.6,1983
jor,27.9,1984
jor,27.9,1985
jor,27.5,1986
jor,27.5,1987
jor,27.8,1988
jor,29.8,1989
jor,30.0,1990
jor,30.6,1991
jor,30.0,1992
jor,29.4,1993
jor,27.5,1994
jor,25.7,1995
jor,23.9,1996
jor,22.2,1997
jor,20.6,1998
jor,17.7,1999
jor,15.2,2000
jor,14.6,2001
jor,16.9,2002
jor,14.0,2003
jor,13.8,2004
jor,13.6,2005
jor,13.5,2006
jor,12.1,2007
kaz,9.1,1980
kaz,9.2,1981
kaz,9.2,1982
kaz,9.3,1983
kaz,9.4,1984
kaz,9.5,1985
kaz,9.4,1986
kaz,9.4,1987
kaz,9.5,1988
kaz,9.4,1989
kaz,10.0,1990
kaz,10.6,1991
kaz,11.2,1992
kaz,11.8,1993
kaz,12.5,1994
kaz,13.2,1995
kaz,14.0,1996
kaz,14.8,1997
kaz,15.6,1998
kaz,16.5,1999
kaz,17.4,2000
kaz,18.3,2001
kaz,19.3,2002
kaz,15.7,2003
kaz,13.0,2004
kaz,12.4,2005
kaz,11.9,2006
kaz,15.3,2007
ken,76.7,1980
ken,76.7,1981
ken,76.7,1982
ken,76.6,1983
ken,76.6,1984
ken,76.5,1985
ken,76.5,1986
ken,76.4,1987
ken,76.3,1988
ken,76.0,1989
ken,75.7,1990
ken,75.4,1991
ken,75.2,1992
ken,74.9,1993
ken,74.6,1994
ken,74.4,1995
ken,74.1,1996
ken,73.8,1997
ken,73.5,1998
ken,73.3,1999
ken,72.7,2000
ken,72.2,2001
ken,71.7,2002
ken,71.3,2003
ken,71.1,2004
ken,71.0,2005
ken,71.1,2006
ken,69.8,2007
prk,40.6,1980
prk,41.1,1981
prk,41.4,1982
prk,41.5,1983
prk,41.6,1984
prk,41.8,1985
prk,42.2,1986
prk,42.7,1987
prk,43.1,1988
prk,43.3,1989
prk,42.9,1990
prk,42.2,1991
prk,41.1,1992
prk,39.8,1993
prk,38.6,1994
prk,37.6,1995
prk,36.8,1996
prk,36.2,1997
prk,35.9,1998
prk,35.8,1999
prk,36.0,2000
prk,36.4,2001
prk,37.2,2002
prk,38.0,2003
prk,38.9,2004
prk,39.6,2005
prk,40.2,2006
prk,40.1,2007
kor,42.2,1980
kor,42.0,1981
kor,41.7,1982
kor,41.2,1983
kor,40.9,1984
kor,40.5,1985
kor,40.1,1986
kor,39.6,1987
kor,39.2,1988
kor,38.9,1989
kor,39.3,1990
kor,39.4,1991
kor,40.6,1992
kor,40.6,1993
kor,41.1,1994
kor,40.9,1995
kor,40.9,1996
kor,42.0,1997
kor,40.3,1998
kor,40.7,1999
kor,40.6,2000
kor,41.3,2001
kor,42.7,2002
kor,39.8,2003
kor,41.4,2004
kor,41.2,2005
kor,41.9,2006
kor,41.7,2007
kwt,10.4,1980
kwt,12.1,1981
kwt,12.9,1982
kwt,12.5,1983
kwt,13.1,1984
kwt,13.7,1985
kwt,14.3,1986
kwt,14.9,1987
kwt,15.6,1988
kwt,14.5,1989
kwt,14.0,1990
kwt,13.6,1991
kwt,13.2,1992
kwt,12.9,1993
kwt,12.6,1994
kwt,12.3,1995
kwt,12.4,1996
kwt,12.7,1997
kwt,12.7,1998
kwt,12.8,1999
kwt,12.8,2000
kwt,12.8,2001
kwt,12.4,2002
kwt,11.8,2003
kwt,11.9,2004
kwt,11.7,2005
kwt,11.7,2006
kwt,11.7,2007
kgz,6.0,1980
kgz,6.7,1981
kgz,6.8,1982
kgz,7.4,1983
kgz,8.1,1984
kgz,8.7,1985
kgz,8.0,1986
kgz,7.6,1987
kgz,9.3,1988
kgz,9.5,1989
kgz,10.3,1990
kgz,11.2,1991
kgz,12.1,1992
kgz,13.1,1993
kgz,14.2,1994
kgz,15.4,1995
kgz,16.6,1996
kgz,17.9,1997
kgz,19.3,1998
kgz,20.8,1999
kgz,22.3,2000
kgz,24.0,2001
kgz,25.7,2002
kgz,21.7,2003
kgz,18.2,2004
kgz,18.3,2005
kgz,18.3,2006
kgz,22.5,2007
lao,49.0,1980
lao,48.7,1981
lao,48.6,1982
lao,48.4,1983
lao,48.2,1984
lao,48.1,1985
lao,48.0,1986
lao,48.2,1987
lao,48.5,1988
lao,47.9,1989
lao,47.6,1990
lao,47.5,1991
lao,47.3,1992
lao,47.1,1993
lao,46.8,1994
lao,46.5,1995
lao,46.2,1996
lao,45.9,1997
lao,45.7,1998
lao,45.5,1999
lao,45.2,2000
lao,45.0,2001
lao,44.8,2002
lao,44.5,2003
lao,44.4,2004
lao,43.9,2005
lao,43.6,2006
lao,43.4,2007
lva,23.9,1980
lva,23.7,1981
lva,23.6,1982
lva,23.2,1983
lva,22.6,1984
lva,22.7,1985
lva,22.2,1986
lva,22.0,1987
lva,21.4,1988
lva,20.7,1989
lva,19.1,1990
lva,17.6,1991
lva,16.2,1992
lva,14.9,1993
lva,13.7,1994
lva,12.6,1995
lva,11.6,1996
lva,11.5,1997
lva,13.3,1998
lva,14.8,1999
lva,10.9,2000
lva,11.2,2001
lva,18.2,2002
lva,16.4,2003
lva,18.3,2004
lva,22.5,2005
lva,24.9,2006
lva,24.4,2007
lbn,48.3,1980
lbn,48.8,1981
lbn,49.4,1982
lbn,49.4,1983
lbn,49.3,1984
lbn,49.7,1985
lbn,50.5,1986
lbn,50.4,1987
lbn,50.6,1988
lbn,50.5,1989
lbn,47.6,1990
lbn,42.8,1991
lbn,42.2,1992
lbn,41.7,1993
lbn,41.0,1994
lbn,41.0,1995
lbn,40.6,1996
lbn,40.2,1997
lbn,39.9,1998
lbn,40.2,1999
lbn,40.2,2000
lbn,39.7,2001
lbn,39.2,2002
lbn,38.4,2003
lbn,38.0,2004
lbn,37.9,2005
lbn,38.0,2006
lbn,37.5,2007
lso,71.0,1980
lso,70.8,1981
lso,70.4,1982
lso,70.1,1983
lso,70.3,1984
lso,70.6,1985
lso,70.6,1986
lso,70.8,1987
lso,71.2,1988
lso,71.6,1989
lso,71.7,1990
lso,71.9,1991
lso,72.0,1992
lso,71.9,1993
lso,71.8,1994
lso,71.5,1995
lso,71.4,1996
lso,71.0,1997
lso,70.3,1998
lso,69.6,1999
lso,69.1,2000
lso,68.7,2001
lso,68.3,2002
lso,67.9,2003
lso,67.6,2004
lso,67.3,2005
lso,67.1,2006
lso,64.9,2007
lbr,76.8,1980
lbr,76.9,1981
lbr,77.0,1982
lbr,77.0,1983
lbr,77.0,1984
lbr,77.1,1985
lbr,77.3,1986
lbr,77.3,1987
lbr,77.4,1988
lbr,77.6,1989
lbr,77.6,1990
lbr,77.6,1991
lbr,77.5,1992
lbr,77.4,1993
lbr,77.3,1994
lbr,77.2,1995
lbr,77.2,1996
lbr,77.2,1997
lbr,77.2,1998
lbr,77.3,1999
lbr,77.3,2000
lbr,77.4,2001
lbr,77.4,2002
lbr,77.5,2003
lbr,77.5,2004
lbr,77.7,2005
lbr,77.9,2006
lbr,77.8,2007
lby,40.3,1980
lby,40.2,1981
lby,39.8,1982
lby,39.7,1983
lby,39.6,1984
lby,39.4,1985
lby,39.4,1986
lby,39.4,1987
lby,39.3,1988
lby,39.0,1989
lby,39.0,1990
lby,38.8,1991
lby,38.5,1992
lby,38.6,1993
lby,38.5,1994
lby,38.4,1995
lby,37.9,1996
lby,37.8,1997
lby,37.4,1998
lby,37.1,1999
lby,36.7,2000
lby,36.5,2001
lby,36.3,2002
lby,35.9,2003
lby,35.7,2004
lby,35.3,2005
lby,34.8,2006
lby,34.4,2007
ltu,18.1,1980
ltu,18.1,1981
ltu,17.9,1982
ltu,17.7,1983
ltu,17.4,1984
ltu,17.0,1985
ltu,16.7,1986
ltu,16.3,1987
ltu,15.7,1988
ltu,15.1,1989
ltu,14.3,1990
ltu,13.6,1991
ltu,12.9,1992
ltu,12.2,1993
ltu,11.6,1994
ltu,10.9,1995
ltu,10.4,1996
ltu,9.8,1997
ltu,10.4,1998
ltu,9.2,1999
ltu,11.3,2000
ltu,9.0,2001
ltu,7.2,2002
ltu,8.3,2003
ltu,6.4,2004
ltu,6.4,2005
ltu,7.0,2006
ltu,6.2,2007
lux,6.3,1980
lux,6.7,1981
lux,6.1,1982
lux,5.5,1983
lux,5.6,1984
lux,5.3,1985
lux,3.2,1986
lux,3.8,1987
lux,3.3,1988
lux,2.8,1989
lux,3.5,1990
lux,2.6,1991
lux,3.2,1992
lux,2.5,1993
lux,2.1,1994
lux,2.6,1995
lux,2.5,1996
lux,3.2,1997
lux,2.7,1998
lux,1.9,1999
lux,2.3,2000
lux,1.1,2001
lux,2.3,2002
lux,2.1,2003
lux,1.1,2004
lux,1.0,2005
lux,0.9,2006
lux,0.9,2007
mac,33.2,1980
mac,31.8,1981
mac,31.2,1982
mac,30.0,1983
mac,28.9,1984
mac,29.1,1985
mac,27.5,1986
mac,27.0,1987
mac,27.1,1988
mac,25.7,1989
mac,24.5,1990
mac,24.8,1991
mac,23.0,1992
mac,18.0,1993
mac,21.9,1994
mac,16.7,1995
mac,22.3,1996
mac,20.0,1997
mac,21.5,1998
mac,17.4,1999
mac,13.9,2000
mac,22.6,2001
mac,17.3,2002
mac,15.5,2003
mac,17.8,2004
mac,16.8,2005
mac,18.1,2006
mac,16.0,2007
mdg,82.6,1980
mdg,82.3,1981
mdg,82.2,1982
mdg,82.2,1983
mdg,82.2,1984
mdg,82.1,1985
mdg,82.1,1986
mdg,82.1,1987
mdg,82.1,1988
mdg,82.1,1989
mdg,82.0,1990
mdg,81.9,1991
mdg,81.7,1992
mdg,81.7,1993
mdg,81.6,1994
mdg,81.6,1995
mdg,81.5,1996
mdg,81.4,1997
mdg,81.4,1998
mdg,81.4,1999
mdg,81.3,2000
mdg,81.3,2001
mdg,80.7,2002
mdg,80.7,2003
mdg,78.3,2004
mdg,75.7,2005
mdg,75.5,2006
mdg,74.0,2007
mwi,85.2,1980
mwi,85.1,1981
mwi,85.2,1982
mwi,85.3,1983
mwi,86.1,1984
mwi,86.8,1985
mwi,87.5,1986
mwi,88.2,1987
mwi,88.9,1988
mwi,89.5,1989
mwi,90.1,1990
mwi,90.7,1991
mwi,91.2,1992
mwi,91.7,1993
mwi,92.2,1994
mwi,92.6,1995
mwi,93.0,1996
mwi,93.5,1997
mwi,93.8,1998
mwi,94.0,1999
mwi,94.2,2000
mwi,94.3,2001
mwi,94.4,2002
mwi,94.6,2003
mwi,94.8,2004
mwi,94.8,2005
mwi,94.9,2006
mwi,95.0,2007
mys,50.1,1980
mys,49.9,1981
mys,49.7,1982
mys,49.5,1983
mys,49.1,1984
mys,48.6,1985
mys,47.9,1986
mys,47.1,1987
mys,46.3,1988
mys,45.5,1989
mys,44.8,1990
mys,44.4,1991
mys,44.0,1992
mys,43.7,1993
mys,43.5,1994
mys,43.2,1995
mys,43.0,1996
mys,42.8,1997
mys,42.5,1998
mys,42.4,1999
mys,42.2,2000
mys,42.2,2001
mys,42.1,2002
mys,42.1,2003
mys,42.0,2004
mys,41.9,2005
mys,41.6,2006
mys,41.5,2007
mdv,54.6,1980
mdv,53.4,1981
mdv,52.1,1982
mdv,50.9,1983
mdv,50.2,1984
mdv,50.0,1985
mdv,50.3,1986
mdv,50.6,1987
mdv,50.9,1988
mdv,51.1,1989
mdv,51.4,1990
mdv,51.6,1991
mdv,51.7,1992
mdv,51.9,1993
mdv,52.0,1994
mdv,52.2,1995
mdv,52.2,1996
mdv,52.3,1997
mdv,52.4,1998
mdv,52.5,1999
mdv,52.6,2000
mdv,52.9,2001
mdv,53.2,2002
mdv,53.6,2003
mdv,53.9,2004
mdv,54.2,2005
mdv,54.5,2006
mdv,54.4,2007
mli,32.6,1980
mli,32.8,1981
mli,33.0,1982
mli,33.4,1983
mli,33.7,1984
mli,33.5,1985
mli,33.9,1986
mli,33.9,1987
mli,34.0,1988
mli,34.2,1989
mli,34.4,1990
mli,34.5,1991
mli,34.8,1992
mli,34.7,1993
mli,34.9,1994
mli,35.1,1995
mli,35.3,1996
mli,35.6,1997
mli,35.8,1998
mli,36.0,1999
mli,36.0,2000
mli,36.3,2001
mli,36.1,2002
mli,35.9,2003
mli,35.6,2004
mli,35.5,2005
mli,35.4,2006
mli,35.8,2007
mlt,10.7,1980
mlt,11.0,1981
mlt,11.4,1982
mlt,11.0,1983
mlt,11.0,1984
mlt,10.5,1985
mlt,10.0,1986
mlt,9.6,1987
mlt,9.0,1988
mlt,8.6,1989
mlt,8.6,1990
mlt,8.2,1991
mlt,7.7,1992
mlt,7.8,1993
mlt,7.5,1994
mlt,7.1,1995
mlt,6.8,1996
mlt,6.4,1997
mlt,6.1,1998
mlt,5.8,1999
mlt,5.5,2000
mlt,5.2,2001
mlt,4.5,2002
mlt,3.9,2003
mlt,3.4,2004
mlt,2.9,2005
mlt,3.8,2006
mlt,2.8,2007
mtq,5.9,1980
mtq,5.9,1981
mtq,6.1,1982
mtq,5.9,1983
mtq,5.7,1984
mtq,5.5,1985
mtq,5.3,1986
mtq,5.1,1987
mtq,4.9,1988
mtq,4.7,1989
mtq,4.6,1990
mtq,4.4,1991
mtq,4.3,1992
mtq,4.2,1993
mtq,4.1,1994
mtq,4.0,1995
mtq,3.8,1996
mtq,3.7,1997
mtq,3.6,1998
mtq,3.5,1999
mtq,3.5,2000
mtq,3.4,2001
mtq,3.4,2002
mtq,3.3,2003
mtq,3.3,2004
mtq,3.2,2005
mtq,3.0,2006
mtq,3.0,2007
mrt,63.4,1980
mrt,63.3,1981
mrt,63.2,1982
mrt,63.1,1983
mrt,62.9,1984
mrt,62.9,1985
mrt,62.5,1986
mrt,62.4,1987
mrt,62.3,1988
mrt,62.2,1989
mrt,61.8,1990
mrt,62.0,1991
mrt,61.7,1992
mrt,61.8,1993
mrt,61.5,1994
mrt,61.2,1995
mrt,60.9,1996
mrt,60.5,1997
mrt,60.1,1998
mrt,59.8,1999
mrt,59.4,2000
mrt,59.1,2001
mrt,58.1,2002
mrt,58.0,2003
mrt,57.7,2004
mrt,57.6,2005
mrt,57.4,2006
mrt,56.2,2007
mus,13.8,1980
mus,13.3,1981
mus,12.8,1982
mus,12.3,1983
mus,11.8,1984
mus,12.0,1985
mus,12.1,1986
mus,12.2,1987
mus,13.1,1988
mus,14.1,1989
mus,18.3,1990
mus,18.7,1991
mus,18.4,1992
mus,18.2,1993
mus,18.1,1994
mus,18.5,1995
mus,18.5,1996
mus,18.4,1997
mus,18.3,1998
mus,18.3,1999
mus,18.2,2000
mus,18.2,2001
mus,16.3,2002
mus,14.6,2003
mus,13.1,2004
mus,13.4,2005
mus,13.4,2006
mus,10.8,2007
mex,56.3,1980
mex,54.5,1981
mex,54.5,1982
mex,56.5,1983
mex,56.2,1984
mex,56.3,1985
mex,57.6,1986
mex,57.9,1987
mex,58.3,1988
mex,57.3,1989
mex,56.2,1990
mex,55.1,1991
mex,57.5,1992
mex,60.1,1993
mex,56.2,1994
mex,51.2,1995
mex,50.8,1996
mex,50.9,1997
mex,52.7,1998
mex,51.4,1999
mex,48.5,2000
mex,48.4,2001
mex,48.3,2002
mex,46.9,2003
mex,46.2,2004
mex,46.2,2005
mex,45.8,2006
mex,44.5,2007
mng,48.6,1980
mng,48.5,1981
mng,48.3,1982
mng,48.2,1983
mng,48.3,1984
mng,48.6,1985
mng,49.3,1986
mng,50.1,1987
mng,51.0,1988
mng,51.6,1989
mng,51.9,1990
mng,51.8,1991
mng,51.4,1992
mng,50.7,1993
mng,50.0,1994
mng,49.4,1995
mng,48.9,1996
mng,48.4,1997
mng,48.0,1998
mng,47.5,1999
mng,47.1,2000
mng,46.7,2001
mng,46.4,2002
mng,46.0,2003
mng,45.5,2004
mng,45.0,2005
mng,44.5,2006
mng,44.2,2007
mar,45.3,1980
mar,45.8,1981
mar,45.2,1982
mar,45.4,1983
mar,45.0,1984
mar,44.4,1985
mar,43.9,1986
mar,44.4,1987
mar,43.5,1988
mar,43.4,1989
mar,43.3,1990
mar,42.7,1991
mar,43.5,1992
mar,43.7,1993
mar,42.9,1994
mar,43.8,1995
mar,42.7,1996
mar,43.1,1997
mar,42.4,1998
mar,42.6,1999
mar,42.6,2000
mar,42.1,2001
mar,41.9,2002
mar,41.5,2003
mar,41.5,2004
mar,41.4,2005
mar,40.7,2006
mar,40.7,2007
moz,92.1,1980
moz,91.7,1981
moz,91.3,1982
moz,90.9,1983
moz,90.5,1984
moz,90.1,1985
moz,89.7,1986
moz,89.2,1987
moz,88.7,1988
moz,88.2,1989
moz,87.7,1990
moz,87.2,1991
moz,86.6,1992
moz,86.1,1993
moz,85.5,1994
moz,84.9,1995
moz,84.2,1996
moz,83.6,1997
moz,83.7,1998
moz,83.8,1999
moz,83.8,2000
moz,84.0,2001
moz,84.1,2002
moz,84.3,2003
moz,84.5,2004
moz,84.6,2005
moz,84.8,2006
moz,84.7,2007
mmr,67.7,1980
mmr,67.5,1981
mmr,67.4,1982
mmr,67.2,1983
mmr,67.0,1984
mmr,67.1,1985
