geo,sulfur_emissions_per_person_kg,time
bdi,0.6365,1937
bdi,0.6086,1938
bdi,0.645,1939
bdi,0.5967,1940
bdi,0.6122,1941
bdi,0.621,1942
bdi,0.6199,1943
bdi,0.5992,1944
bdi,0.5913,1945
bdi,0.5701,1946
bdi,0.5995,1947
bdi,0.6942,1948
bdi,0.7152,1949
bdi,0.744,1950
bdi,0.7284,1951
bdi,0.7882,1952
bdi,0.8105,1953
bdi,0.8183,1954
bdi,0.8491,1955
bdi,0.9205,1956
bdi,0.9254,1957
bdi,0.9292,1958
bdi,0.9507,1959
bdi,0.8657,1960
bdi,0.8493,1961
bdi,0.8427,1962
bdi,0.8462,1963
bdi,0.8427,1964
bdi,0.8398,1965
bdi,0.8367,1966
bdi,0.8339,1967
bdi,0.8319,1968
bdi,0.8306,1969
bdi,0.8269,1970
bdi,0.8149,1971
bdi,0.8001,1972
bdi,0.8233,1973
bdi,0.8346,1974
bdi,0.7559,1975
bdi,0.7085,1976
bdi,0.7468,1977
bdi,0.6986,1978
bdi,0.6987,1979
bdi,0.7125,1980
bdi,0.6817,1981
bdi,0.6455,1982
bdi,0.5926,1983
bdi,0.5911,1984
bdi,0.5753,1985
bdi,0.5685,1986
bdi,0.5577,1987
bdi,0.5544,1988
bdi,0.5453,1989
bdi,0.5352,1990
bdi,0.5288,1991
bdi,0.5188,1992
bdi,0.5405,1993
bdi,0.5407,1994
bdi,0.5074,1995
bdi,0.5088,1996
bdi,0.5098,1997
bdi,0.4998,1998
bdi,0.4869,1999
bdi,0.4759,2000
khm,0.0,1850
khm,0.00102,1851
khm,0.002036,1852
khm,0.003047,1853
khm,0.004054,1854
khm,0.005056,1855
khm,0.006054,1856
khm,0.007048,1857
khm,0.008037,1858
khm,0.009022,1859
khm,0.01,1860
khm,0.01093,1861
khm,0.01185,1862
khm,0.01275,1863
khm,0.01364,1864
khm,0.01452,1865
khm,0.01539,1866
khm,0.01625,1867
khm,0.01709,1868
khm,0.01792,1869
khm,0.01874,1870
khm,0.02115,1871
khm,0.02354,1872
khm,0.02589,1873
khm,0.0282,1874
khm,0.03386,1875
khm,0.03671,1876
khm,0.03909,1877
khm,0.04303,1878
khm,0.04671,1879
khm,0.04863,1880
khm,0.0502,1881
khm,0.05262,1882
khm,0.05637,1883
khm,0.06223,1884
khm,0.06814,1885
khm,0.06776,1886
khm,0.07351,1887
khm,0.08008,1888
khm,0.08931,1889
khm,0.09512,1890
khm,0.1034,1891
khm,0.1091,1892
khm,0.1056,1893
khm,0.1197,1894
khm,0.1294,1895
khm,0.1361,1896
khm,0.1396,1897
khm,0.1592,1898
khm,0.1686,1899
khm,0.1852,1900
khm,0.2069,1901
khm,0.224,1902
khm,0.2344,1903
khm,0.2451,1904
khm,0.2595,1905
khm,0.3533,1906
khm,0.3756,1907
khm,0.3996,1908
khm,0.4009,1909
khm,0.4134,1910
khm,0.4399,1911
khm,0.4941,1912
khm,0.5563,1913
khm,0.5736,1914
khm,0.5622,1915
khm,0.6365,1916
khm,0.6839,1917
khm,0.6961,1918
khm,0.768,1919
khm,0.6016,1920
khm,0.6323,1921
khm,0.6459,1922
khm,0.6929,1923
khm,0.7252,1924
khm,0.7266,1925
khm,0.7235,1926
khm,0.6273,1927
khm,0.6027,1928
khm,0.5153,1929
khm,0.4281,1930
khm,0.2159,1931
khm,0.1319,1932
khm,0.1306,1933
khm,0.1294,1934
khm,0.1281,1935
khm,0.1319,1936
khm,0.1257,1937
khm,0.1295,1938
khm,0.1455,1939
khm,0.1686,1940
khm,0.184,1941
khm,0.1487,1942
khm,0.1165,1943
khm,0.03299,1944
khm,0.009342,1945
khm,1.385,1946
khm,1.434,1947
khm,2.154,1948
khm,1.841,1949
khm,1.732,1950
khm,1.572,1951
khm,1.419,1952
khm,1.273,1953
khm,1.132,1954
khm,0.9976,1955
khm,0.8672,1956
khm,0.7428,1957
khm,0.6244,1958
khm,0.5116,1959
khm,0.4042,1960
khm,0.3019,1961
khm,0.2048,1962
khm,0.1126,1963
khm,0.02531,1964
khm,0.05691,1965
khm,0.07213,1966
khm,0.02621,1967
khm,0.0827,1968
khm,0.3516,1969
khm,0.3061,1970
khm,0.04809,1971
khm,0.008303,1972
khm,0.1148,1973
khm,0.2192,1974
khm,0.3299,1975
khm,0.4532,1976
khm,0.5841,1977
khm,0.723,1978
khm,0.8461,1979
khm,0.9441,1980
khm,1.032,1981
khm,1.113,1982
khm,1.186,1983
khm,1.267,1984
khm,1.345,1985
khm,1.345,1986
khm,1.308,1987
khm,1.312,1988
khm,1.27,1989
khm,1.229,1990
khm,1.216,1991
khm,1.192,1992
khm,1.146,1993
khm,1.131,1994
khm,1.139,1995
khm,1.118,1996
khm,1.103,1997
khm,1.231,1998
khm,1.215,1999
khm,1.377,2000
cmr,0.0008017,1850
cmr,0.0007992,1851
cmr,0.001594,1852
cmr,0.002384,1853
cmr,0.003171,1854
cmr,0.003952,1855
cmr,0.00473,1856
cmr,0.005503,1857
cmr,0.006272,1858
cmr,0.007037,1859
cmr,0.007798,1860
cmr,0.01545,1861
cmr,0.02306,1862
cmr,0.03063,1863
cmr,0.03815,1864
cmr,0.04562,1865
cmr,0.05305,1866
cmr,0.06044,1867
cmr,0.06778,1868
cmr,0.07508,1869
cmr,0.08234,1870
cmr,0.08955,1871
cmr,0.09703,1872
cmr,0.1045,1873
cmr,0.1119,1874
cmr,0.1192,1875
cmr,0.1265,1876
cmr,0.1338,1877
cmr,0.141,1878
cmr,0.1482,1879
cmr,0.1553,1880
cmr,0.1754,1881
cmr,0.163,1882
cmr,0.1636,1883
cmr,0.1642,1884
cmr,0.1802,1885
cmr,0.1961,1886
cmr,0.2118,1887
cmr,0.2283,1888
cmr,0.253,1889
cmr,0.2667,1890
cmr,0.2241,1891
cmr,0.2883,1892
cmr,0.2511,1893
cmr,0.3113,1894
cmr,0.2741,1895
cmr,0.3074,1896
cmr,0.3454,1897
cmr,0.3562,1898
cmr,0.3583,1899
cmr,0.427,1900
cmr,0.4638,1901
cmr,0.2438,1902
cmr,0.2662,1903
cmr,0.3153,1904
cmr,0.3415,1905
cmr,0.333,1906
cmr,0.3597,1907
cmr,0.4704,1908
cmr,0.43,1909
cmr,0.5117,1910
cmr,0.4435,1911
cmr,0.5067,1912
cmr,0.5776,1913
cmr,0.6227,1914
cmr,0.7101,1915
cmr,0.7789,1916
cmr,0.6673,1917
cmr,0.7144,1918
cmr,0.7796,1919
cmr,0.816,1920
cmr,1.117,1921
cmr,1.148,1922
cmr,1.403,1923
cmr,1.476,1924
cmr,1.459,1925
cmr,1.429,1926
cmr,1.507,1927
cmr,1.509,1928
cmr,1.641,1929
cmr,1.728,1930
cmr,1.38,1931
cmr,1.134,1932
cmr,1.349,1933
cmr,1.606,1934
cmr,1.697,1935
cmr,1.736,1936
cmr,2.135,1937
cmr,1.982,1938
cmr,2.043,1939
cmr,1.839,1940
cmr,1.838,1941
cmr,1.818,1942
cmr,1.771,1943
cmr,1.672,1944
cmr,1.612,1945
cmr,1.521,1946
cmr,1.565,1947
cmr,1.775,1948
cmr,1.793,1949
cmr,1.828,1950
cmr,1.799,1951
cmr,1.957,1952
cmr,2.021,1953
cmr,2.049,1954
cmr,2.134,1955
cmr,2.322,1956
cmr,2.349,1957
cmr,2.163,1958
cmr,2.073,1959
cmr,1.985,1960
cmr,1.93,1961
cmr,1.896,1962
cmr,1.863,1963
cmr,1.829,1964
cmr,1.794,1965
cmr,1.76,1966
cmr,1.725,1967
cmr,1.662,1968
cmr,1.641,1969
cmr,1.645,1970
cmr,1.532,1971
cmr,1.466,1972
cmr,1.445,1973
cmr,1.474,1974
cmr,1.43,1975
cmr,1.336,1976
cmr,1.388,1977
cmr,1.285,1978
cmr,1.325,1979
cmr,1.83,1980
cmr,3.489,1981
cmr,3.969,1982
cmr,3.321,1983
cmr,3.41,1984
cmr,3.331,1985
cmr,3.218,1986
cmr,3.053,1987
cmr,2.617,1988
cmr,2.476,1989
cmr,1.969,1990
cmr,1.957,1991
cmr,2.001,1992
cmr,1.962,1993
cmr,2.081,1994
cmr,1.899,1995
cmr,2.071,1996
cmr,2.065,1997
cmr,1.997,1998
cmr,1.76,1999
cmr,1.812,2000
can,0.2374,1850
can,0.2908,1851
can,0.5611,1852
can,0.8077,1853
can,1.033,1854
can,1.254,1855
can,1.498,1856
can,1.723,1857
can,3.747,1858
can,4.186,1859
can,4.653,1860
can,4.94,1861
can,5.694,1862
can,6.072,1863
can,5.936,1864
can,8.886,1865
can,8.211,1866
can,7.594,1867
can,7.652,1868
can,7.147,1869
can,8.822,1870
can,9.377,1871
can,10.05,1872
can,9.982,1873
can,10.37,1874
can,11.04,1875
can,11.14,1876
can,11.67,1877
can,11.48,1878
can,12.07,1879
can,13.71,1880
can,14.77,1881
can,17.28,1882
can,19.47,1883
can,22.32,1884
can,21.56,1885
can,22.77,1886
can,25.63,1887
can,33.38,1888
can,28.52,1889
can,30.83,1890
can,35.35,1891
can,34.28,1892
can,36.93,1893
can,35.36,1894
can,34.62,1895
can,36.82,1896
can,38.62,1897
can,41.28,1898
can,47.58,1899
can,52.64,1900
can,62.72,1901
can,63.9,1902
can,68.37,1903
can,76.37,1904
can,82.35,1905
can,86.21,1906
can,85.77,1907
can,98.4,1908
can,92.86,1909
can,100.4,1910
can,110.4,1911
can,123.0,1912
can,139.2,1913
can,118.3,1914
can,116.0,1915
can,144.5,1916
can,159.7,1917
can,168.2,1918
can,132.4,1919
can,136.3,1920
can,113.1,1921
can,93.7,1922
can,138.6,1923
can,119.3,1924
can,115.9,1925
can,109.7,1926
can,129.3,1927
can,137.9,1928
can,154.2,1929
can,154.7,1930
can,124.2,1931
can,108.7,1932
can,119.2,1933
can,142.4,1934
can,142.5,1935
can,150.1,1936
can,173.3,1937
can,165.7,1938
can,181.6,1939
can,192.7,1940
can,209.7,1941
can,214.7,1942
can,217.0,1943
can,211.4,1944
can,189.9,1945
can,181.0,1946
can,197.0,1947
can,201.4,1948
can,179.5,1949
can,179.5,1950
can,189.4,1951
can,176.5,1952
can,166.1,1953
can,164.3,1954
can,167.2,1955
can,179.6,1956
can,164.1,1957
can,137.6,1958
can,143.2,1959
can,145.1,1960
can,139.1,1961
can,136.3,1962
can,135.5,1963
can,139.6,1964
can,144.9,1965
can,138.4,1966
can,150.9,1967
can,151.4,1968
can,139.3,1969
can,150.3,1970
can,142.2,1971
can,131.3,1972
can,129.0,1973
can,122.4,1974
can,117.6,1975
can,110.2,1976
can,103.0,1977
can,88.84,1978
can,92.29,1979
can,94.4,1980
can,86.16,1981
can,71.66,1982
can,71.2,1983
can,76.94,1984
can,72.7,1985
can,63.52,1986
can,69.44,1987
can,70.13,1988
can,60.47,1989
can,58.65,1990
can,64.41,1991
can,54.99,1992
can,44.78,1993
can,42.96,1994
can,44.33,1995
can,42.12,1996
can,41.63,1997
can,41.42,1998
can,40.38,1999
can,38.03,2000
cpv,0.0009977,1850
cpv,0.0009887,1851
cpv,0.00196,1852
cpv,0.002916,1853
cpv,0.003855,1854
cpv,0.004778,1855
cpv,0.005687,1856
cpv,0.00658,1857
cpv,0.007459,1858
cpv,0.008324,1859
cpv,0.009175,1860
cpv,0.01809,1861
cpv,0.02685,1862
cpv,0.03548,1863
cpv,0.04397,1864
cpv,0.05232,1865
cpv,0.06053,1866
cpv,0.06862,1867
cpv,0.07659,1868
cpv,0.08443,1869
cpv,0.09215,1870
cpv,0.09975,1871
cpv,0.1076,1872
cpv,0.1153,1873
cpv,0.1229,1874
cpv,0.1304,1875
cpv,0.1377,1876
cpv,0.145,1877
cpv,0.1522,1878
cpv,0.1592,1879
cpv,0.1662,1880
cpv,0.1869,1881
cpv,0.173,1882
cpv,0.1729,1883
cpv,0.1728,1884
cpv,0.1888,1885
cpv,0.2046,1886
cpv,0.2202,1887
cpv,0.2364,1888
cpv,0.261,1889
cpv,0.2741,1890
cpv,0.2293,1891
cpv,0.294,1892
cpv,0.2551,1893
cpv,0.315,1894
cpv,0.2763,1895
cpv,0.3088,1896
cpv,0.3457,1897
cpv,0.3552,1898
cpv,0.3561,1899
cpv,0.4228,1900
cpv,0.4576,1901
cpv,0.2397,1902
cpv,0.2609,1903
cpv,0.3079,1904
cpv,0.3324,1905
cpv,0.323,1906
cpv,0.3477,1907
cpv,0.4532,1908
cpv,0.4129,1909
cpv,0.4898,1910
cpv,0.4232,1911
cpv,0.482,1912
cpv,0.5476,1913
cpv,0.5886,1914
cpv,0.6691,1915
cpv,0.7317,1916
cpv,0.6249,1917
cpv,0.667,1918
cpv,0.7257,1919
cpv,0.7573,1920
cpv,1.033,1921
cpv,1.059,1922
cpv,1.29,1923
cpv,1.354,1924
cpv,1.335,1925
cpv,1.304,1926
cpv,1.418,1927
cpv,1.463,1928
cpv,1.637,1929
cpv,1.773,1930
cpv,1.454,1931
cpv,1.206,1932
cpv,1.448,1933
cpv,1.738,1934
cpv,1.853,1935
cpv,1.912,1936
cpv,2.424,1937
cpv,2.318,1938
cpv,2.456,1939
cpv,2.272,1940
cpv,2.332,1941
cpv,2.365,1942
cpv,2.361,1943
cpv,2.282,1944
cpv,2.252,1945
cpv,2.171,1946
cpv,2.283,1947
cpv,2.644,1948
cpv,2.724,1949
cpv,2.833,1950
cpv,2.535,1951
cpv,1.516,1952
cpv,0.1627,1953
cpv,0.5414,1954
cpv,0.7178,1955
cpv,0.8045,1956
cpv,0.8852,1957
cpv,0.9601,1958
cpv,1.029,1959
cpv,1.093,1960
cpv,1.075,1961
cpv,1.067,1962
cpv,1.068,1963
cpv,1.077,1964
cpv,1.085,1965
cpv,1.092,1966
cpv,1.099,1967
cpv,1.101,1968
cpv,1.095,1969
cpv,1.09,1970
cpv,1.084,1971
cpv,1.041,1972
cpv,1.066,1973
cpv,1.084,1974
cpv,0.9921,1975
cpv,0.9313,1976
cpv,0.9784,1977
cpv,0.912,1978
cpv,0.9274,1979
cpv,0.959,1980
cpv,0.9275,1981
cpv,0.8728,1982
cpv,0.797,1983
cpv,0.7917,1984
cpv,0.7652,1985
cpv,0.7511,1986
cpv,0.735,1987
cpv,0.7289,1988
cpv,0.7153,1989
cpv,0.6982,1990
cpv,0.727,1991
cpv,0.7594,1992
cpv,0.7935,1993
cpv,0.8317,1994
cpv,0.8721,1995
cpv,0.9172,1996
cpv,0.9648,1997
cpv,1.015,1998
cpv,1.071,1999
cpv,1.132,2000
caf,0.002566,1850
caf,0.002552,1851
caf,0.005079,1852
caf,0.007581,1853
caf,0.01006,1854
caf,0.01251,1855
caf,0.01494,1856
caf,0.01735,1857
caf,0.01973,1858
caf,0.02209,1859
caf,0.02443,1860
caf,0.04832,1861
caf,0.07198,1862
caf,0.0954,1863
caf,0.1186,1864
caf,0.1415,1865
caf,0.1643,1866
caf,0.1868,1867
caf,0.2091,1868
caf,0.2312,1869
caf,0.253,1870
caf,0.2747,1871
caf,0.2971,1872
caf,0.3192,1873
caf,0.3412,1874
caf,0.363,1875
caf,0.3845,1876
caf,0.4059,1877
caf,0.4271,1878
caf,0.448,1879
caf,0.4688,1880
caf,0.5284,1881
caf,0.4904,1882
caf,0.4913,1883
caf,0.4923,1884
caf,0.5393,1885
caf,0.5858,1886
caf,0.6319,1887
caf,0.6798,1888
caf,0.7523,1889
caf,0.7918,1890
caf,0.6641,1891
caf,0.8531,1892
caf,0.7419,1893
caf,0.9183,1894
caf,0.8072,1895
caf,0.904,1896
caf,1.014,1897
caf,1.044,1898
caf,1.049,1899
caf,1.248,1900
caf,1.354,1901
caf,0.7105,1902
caf,0.7747,1903
caf,0.9162,1904
caf,0.991,1905
caf,0.9648,1906
caf,1.041,1907
caf,1.359,1908
caf,1.24,1909
caf,1.474,1910
caf,1.276,1911
caf,1.456,1912
caf,1.657,1913
caf,1.784,1914
caf,2.032,1915
caf,2.226,1916
caf,1.904,1917
caf,2.036,1918
caf,2.219,1919
caf,2.319,1920
caf,3.169,1921
caf,3.254,1922
caf,3.972,1923
caf,4.175,1924
caf,4.121,1925
caf,4.032,1926
caf,4.392,1927
caf,4.539,1928
caf,5.087,1929
caf,5.518,1930
caf,4.531,1931
caf,3.764,1932
caf,4.525,1933
caf,5.441,1934
caf,5.81,1935
caf,6.004,1936
caf,7.38,1937
caf,6.851,1938
caf,7.058,1939
caf,6.353,1940
caf,6.349,1941
caf,6.279,1942
caf,6.115,1943
caf,5.773,1944
caf,5.567,1945
caf,5.25,1946
caf,5.403,1947
caf,6.128,1948
caf,6.186,1949
caf,6.31,1950
caf,6.21,1951
caf,6.749,1952
caf,6.966,1953
caf,7.055,1954
caf,7.337,1955
caf,7.968,1956
caf,8.018,1957
caf,8.055,1958
caf,8.245,1959
caf,7.512,1960
caf,7.737,1961
caf,7.896,1962
caf,7.495,1963
caf,8.364,1964
caf,8.881,1965
caf,8.536,1966
caf,8.068,1967
caf,8.547,1968
caf,8.182,1969
caf,8.403,1970
caf,8.501,1971
caf,8.454,1972
caf,8.988,1973
caf,9.37,1974
caf,8.266,1975
caf,7.894,1976
caf,8.275,1977
caf,8.023,1978
caf,8.141,1979
caf,8.253,1980
caf,8.206,1981
caf,7.798,1982
caf,7.489,1983
caf,7.308,1984
caf,7.106,1985
caf,6.949,1986
caf,6.947,1987
caf,6.734,1988
caf,6.579,1989
caf,6.214,1990
caf,6.054,1991
caf,5.899,1992
caf,5.738,1993
caf,5.589,1994
caf,5.481,1995
caf,5.382,1996
caf,5.278,1997
caf,5.177,1998
caf,5.083,1999
caf,4.997,2000
tcd,0.001113,1850
tcd,0.001113,1851
tcd,0.002227,1852
tcd,0.003342,1853
tcd,0.004457,1854
tcd,0.005573,1855
tcd,0.00669,1856
tcd,0.007808,1857
tcd,0.008927,1858
tcd,0.01005,1859
tcd,0.01117,1860
tcd,0.0222,1861
tcd,0.03323,1862
tcd,0.04426,1863
tcd,0.0553,1864
tcd,0.06633,1865
tcd,0.07737,1866
tcd,0.0884,1867
tcd,0.09944,1868
tcd,0.1105,1869
tcd,0.1215,1870
tcd,0.1326,1871
tcd,0.1441,1872
tcd,0.1555,1873
tcd,0.167,1874
tcd,0.1785,1875
tcd,0.19,1876
tcd,0.2015,1877
tcd,0.213,1878
tcd,0.2245,1879
tcd,0.236,1880
tcd,0.2673,1881
tcd,0.2492,1882
tcd,0.2508,1883
tcd,0.2524,1884
tcd,0.2778,1885
tcd,0.3031,1886
tcd,0.3284,1887
tcd,0.3549,1888
tcd,0.3945,1889
tcd,0.4171,1890
tcd,0.3513,1891
tcd,0.4533,1892
tcd,0.3959,1893
tcd,0.4922,1894
tcd,0.4345,1895
tcd,0.4887,1896
tcd,0.5507,1897
tcd,0.5694,1898
tcd,0.5744,1899
tcd,0.6863,1900
tcd,0.7475,1901
tcd,0.394,1902
tcd,0.4314,1903
tcd,0.5123,1904
tcd,0.5565,1905
tcd,0.544,1906
tcd,0.5892,1907
tcd,0.7725,1908
tcd,0.7081,1909
tcd,0.8449,1910
tcd,0.7342,1911
tcd,0.8411,1912
tcd,0.9613,1913
tcd,1.039,1914
tcd,1.188,1915
tcd,1.307,1916
tcd,1.122,1917
tcd,1.205,1918
tcd,1.318,1919
tcd,1.383,1920
tcd,1.897,1921
tcd,1.956,1922
tcd,2.396,1923
tcd,2.528,1924
tcd,2.506,1925
tcd,2.46,1926
tcd,2.69,1927
tcd,2.791,1928
tcd,3.14,1929
tcd,3.419,1930
tcd,2.818,1931
tcd,2.349,1932
tcd,2.835,1933
tcd,3.422,1934
tcd,3.667,1935
tcd,3.803,1936
tcd,4.577,1937
tcd,4.168,1938
tcd,4.218,1939
tcd,3.735,1940
tcd,3.677,1941
tcd,3.586,1942
tcd,3.448,1943
tcd,3.216,1944
tcd,3.066,1945
tcd,2.861,1946
tcd,2.915,1947
tcd,3.275,1948
tcd,3.278,1949
tcd,3.316,1950
tcd,3.257,1951
tcd,3.535,1952
tcd,3.645,1953
tcd,3.689,1954
tcd,3.836,1955
tcd,4.166,1956
tcd,4.195,1957
tcd,4.217,1958
tcd,4.321,1959
tcd,3.941,1960
tcd,4.064,1961
tcd,4.153,1962
tcd,3.948,1963
tcd,4.407,1964
tcd,4.7,1965
tcd,4.575,1966
tcd,4.352,1967
tcd,4.588,1968
tcd,4.376,1969
tcd,4.506,1970
tcd,4.568,1971
tcd,4.545,1972
tcd,4.817,1973
tcd,5.009,1974
tcd,4.426,1975
tcd,4.235,1976
tcd,4.446,1977
tcd,4.316,1978
tcd,4.451,1979
tcd,4.641,1980
tcd,4.634,1981
tcd,4.31,1982
tcd,4.083,1983
tcd,4.075,1984
tcd,4.056,1985
tcd,3.946,1986
tcd,3.902,1987
tcd,3.764,1988
tcd,3.681,1989
tcd,3.46,1990
tcd,3.356,1991
tcd,3.265,1992
tcd,3.166,1993
tcd,3.071,1994
tcd,2.988,1995
tcd,2.907,1996
tcd,2.828,1997
tcd,2.75,1998
tcd,2.673,1999
tcd,2.599,2000
chl,10.21,1850
chl,6.7,1851
chl,12.35,1852
chl,10.54,1853
chl,12.76,1854
chl,11.77,1855
chl,16.21,1856
chl,18.23,1857
chl,18.69,1858
chl,16.92,1859
chl,24.61,1860
chl,23.51,1861
chl,25.94,1862
chl,22.09,1863
chl,28.53,1864
chl,27.41,1865
chl,21.73,1866
chl,27.87,1867
chl,26.16,1868
chl,32.03,1869
chl,27.22,1870
chl,23.76,1871
chl,29.38,1872
chl,24.81,1873
chl,27.92,1874
chl,27.5,1875
chl,29.34,1876
chl,24.47,1877
chl,26.29,1878
chl,24.82,1879
chl,21.28,1880
chl,21.08,1881
chl,23.45,1882
chl,16.63,1883
chl,23.0,1884
chl,20.31,1885
chl,19.15,1886
chl,15.15,1887
chl,16.93,1888
chl,12.6,1889
chl,13.45,1890
chl,10.64,1891
chl,10.6,1892
chl,11.44,1893
chl,11.38,1894
chl,10.9,1895
chl,11.66,1896
chl,10.5,1897
chl,12.7,1898
chl,12.29,1899
chl,13.48,1900
chl,15.8,1901
chl,15.33,1902
chl,16.79,1903
chl,16.53,1904
chl,15.83,1905
chl,15.31,1906
chl,15.69,1907
chl,20.91,1908
chl,20.81,1909
chl,19.75,1910
chl,19.44,1911
chl,22.12,1912
chl,21.6,1913
chl,25.16,1914
chl,23.92,1915
chl,31.29,1916
chl,41.81,1917
chl,42.83,1918
chl,33.42,1919
chl,37.3,1920
chl,24.86,1921
chl,45.23,1922
chl,60.68,1923
chl,63.73,1924
chl,62.75,1925
chl,64.91,1926
chl,74.82,1927
chl,84.9,1928
chl,92.93,1929
chl,64.17,1930
chl,62.16,1931
chl,30.53,1932
chl,46.57,1933
chl,69.32,1934
chl,70.52,1935
chl,66.32,1936
chl,100.5,1937
chl,84.82,1938
chl,79.95,1939
chl,83.39,1940
chl,102.6,1941
chl,103.1,1942
chl,103.1,1943
chl,100.4,1944
chl,91.83,1945
chl,69.91,1946
chl,79.72,1947
chl,80.44,1948
chl,66.87,1949
chl,62.43,1950
chl,63.31,1951
chl,66.24,1952
chl,57.46,1953
chl,56.0,1954
chl,64.25,1955
chl,69.67,1956
chl,66.23,1957
chl,61.26,1958
chl,67.85,1959
chl,63.98,1960
chl,63.73,1961
chl,65.7,1962
chl,63.93,1963
chl,64.89,1964
chl,58.76,1965
chl,63.26,1966
chl,61.5,1967
chl,59.97,1968
chl,61.47,1969
chl,59.64,1970
chl,59.09,1971
chl,57.54,1972
chl,56.87,1973
chl,66.78,1974
chl,58.89,1975
chl,67.76,1976
chl,69.13,1977
chl,65.35,1978
chl,65.27,1979
chl,63.94,1980
chl,62.22,1981
chl,67.75,1982
chl,67.23,1983
chl,67.7,1984
chl,69.49,1985
chl,70.61,1986
chl,69.58,1987
chl,71.53,1988
chl,77.74,1989
chl,76.05,1990
chl,73.7,1991
chl,81.27,1992
chl,73.68,1993
chl,75.53,1994
chl,91.93,1995
chl,105.1,1996
chl,122.8,1997
chl,126.6,1998
chl,143.1,1999
chl,90.76,2000
chn,0.0,1850
chn,0.0001803,1851
chn,0.0003639,1852
chn,0.0005506,1853
chn,0.0007408,1854
chn,0.0009343,1855
chn,0.001131,1856
chn,0.001331,1857
chn,0.001535,1858
chn,0.001742,1859
chn,0.001953,1860
chn,0.002147,1861
chn,0.002341,1862
chn,0.002535,1863
chn,0.002728,1864
chn,0.002921,1865
chn,0.003113,1866
chn,0.003306,1867
chn,0.003497,1868
chn,0.003688,1869
chn,0.003879,1870
chn,0.004037,1871
chn,0.004192,1872
chn,0.004344,1873
chn,0.004492,1874
chn,0.004638,1875
chn,0.00478,1876
chn,0.004919,1877
chn,0.005055,1878
chn,0.005188,1879
chn,0.005353,1880
chn,0.005366,1881
chn,0.00537,1882
chn,0.005365,1883
chn,0.00535,1884
chn,0.005326,1885
chn,0.005293,1886
chn,0.005251,1887
chn,0.0052,1888
chn,0.00514,1889
chn,0.005071,1890
chn,0.006983,1891
chn,0.008867,1892
chn,0.01072,1893
chn,0.01255,1894
chn,0.01436,1895
chn,0.01614,1896
chn,0.01789,1897
chn,0.01962,1898
chn,0.02132,1899
chn,0.023,1900
chn,0.02482,1901
chn,0.02662,1902
chn,0.0284,1903
chn,0.02986,1904
chn,0.03231,1905
chn,0.2144,1906
chn,0.2134,1907
chn,0.2125,1908
chn,0.2116,1909
chn,0.2106,1910
chn,0.2085,1911
chn,0.2065,1912
chn,0.2886,1913
chn,0.314,1914
chn,0.296,1915
chn,0.346,1916
chn,0.3636,1917
chn,0.3901,1918
chn,0.4217,1919
chn,0.2565,1920
chn,0.4233,1921
chn,0.4348,1922
chn,0.5029,1923
chn,0.5263,1924
chn,0.4939,1925
chn,0.4679,1926
chn,0.4877,1927
chn,0.5035,1928
chn,0.5104,1929
chn,0.5205,1930
chn,0.5405,1931
chn,0.5195,1932
chn,0.5549,1933
chn,0.6366,1934
chn,0.6993,1935
chn,0.7694,1936
chn,0.7154,1937
chn,0.5519,1938
chn,0.6631,1939
chn,0.8438,1940
chn,1.045,1941
chn,1.1,1942
chn,0.9425,1943
chn,0.9473,1944
chn,0.4884,1945
chn,0.3034,1946
chn,0.3238,1947
chn,0.2299,1948
chn,0.5897,1949
chn,0.7445,1950
chn,0.937,1951
chn,1.15,1952
chn,1.181,1953
chn,1.379,1954
chn,1.595,1955
chn,1.751,1956
chn,2.028,1957
chn,4.1,1958
chn,5.511,1959
chn,5.94,1960
chn,4.233,1961
chn,3.354,1962
chn,3.234,1963
chn,3.134,1964
chn,3.299,1965
chn,3.48,1966
chn,2.787,1967
chn,2.924,1968
chn,3.449,1969
chn,4.441,1970
chn,4.792,1971
chn,4.908,1972
chn,4.908,1973
chn,4.812,1974
chn,5.493,1975
chn,5.438,1976
chn,6.118,1977
chn,6.749,1978
chn,6.826,1979
chn,6.598,1980
chn,6.503,1981
chn,6.907,1982
chn,7.205,1983
chn,7.834,1984
chn,8.514,1985
chn,8.607,1986
chn,8.751,1987
chn,8.853,1988
chn,8.748,1989
chn,8.39,1990
chn,7.991,1991
chn,7.609,1992
chn,7.893,1993
chn,7.719,1994
chn,7.846,1995
chn,7.485,1996
chn,9.537,1997
chn,8.414,1998
chn,7.412,1999
chn,7.898,2000
col,0.02432,1850
col,0.0161,1851
col,0.03004,1852
col,0.02684,1853
col,0.03302,1854
col,0.03169,1855
col,0.04326,1856
col,0.04918,1857
col,0.05138,1858
col,0.04816,1859
col,0.06819,1860
col,0.06666,1861
col,0.07394,1862
col,0.06538,1863
col,0.08297,1864
col,0.08136,1865
col,0.0678,1866
col,0.085,1867
col,0.08172,1868
col,0.09858,1869
col,0.08692,1870
col,0.07768,1871
col,0.09278,1872
col,0.08076,1873
col,0.08919,1874
col,0.08825,1875
col,0.0932,1876
col,0.08052,1877
col,0.08543,1878
col,0.08175,1879
col,0.07268,1880
col,0.07227,1881
col,0.07824,1882
col,0.05732,1883
col,0.07485,1884
