geo,sulfur_emissions_per_person_kg,time
ltu,38.1,1959
ltu,37.96,1960
ltu,37.04,1961
ltu,37.44,1962
ltu,37.6,1963
ltu,38.43,1964
ltu,39.71,1965
ltu,40.0,1966
ltu,40.49,1967
ltu,40.24,1968
ltu,40.67,1969
ltu,41.43,1970
ltu,41.83,1971
ltu,42.44,1972
ltu,43.16,1973
ltu,44.3,1974
ltu,45.23,1975
ltu,45.04,1976
ltu,45.76,1977
ltu,45.85,1978
ltu,45.27,1979
ltu,45.27,1980
ltu,45.06,1981
ltu,43.53,1982
ltu,43.99,1983
ltu,42.62,1984
ltu,42.37,1985
ltu,43.65,1986
ltu,43.25,1987
ltu,40.83,1988
ltu,40.48,1989
ltu,30.04,1990
ltu,31.6,1991
ltu,18.78,1992
ltu,16.94,1993
ltu,15.9,1994
ltu,12.79,1995
ltu,12.68,1996
ltu,10.51,1997
ltu,12.84,1998
ltu,9.567,1999
ltu,5.897,2000
lux,1.057,1850
lux,1.138,1851
lux,1.24,1852
lux,1.303,1853
lux,1.394,1854
lux,1.428,1855
lux,1.48,1856
lux,1.444,1857
lux,1.456,1858
lux,1.567,1859
lux,1.723,1860
lux,1.802,1861
lux,1.811,1862
lux,1.876,1863
lux,1.999,1864
lux,2.1,1865
lux,2.161,1866
lux,2.241,1867
lux,2.263,1868
lux,2.371,1869
lux,2.368,1870
lux,2.449,1871
lux,2.685,1872
lux,2.811,1873
lux,2.706,1874
lux,2.821,1875
lux,2.864,1876
lux,2.905,1877
lux,2.91,1878
lux,2.96,1879
lux,3.255,1880
lux,3.234,1881
lux,3.214,1882
lux,3.194,1883
lux,3.174,1884
lux,3.155,1885
lux,3.763,1886
lux,4.363,1887
lux,4.957,1888
lux,5.543,1889
lux,6.122,1890
lux,6.086,1891
lux,6.05,1892
lux,6.015,1893
lux,5.98,1894
lux,5.945,1895
lux,6.502,1896
lux,7.053,1897
lux,7.597,1898
lux,8.135,1899
lux,8.667,1900
lux,9.193,1901
lux,9.714,1902
lux,10.23,1903
lux,10.74,1904
lux,11.24,1905
lux,11.74,1906
lux,12.23,1907
lux,12.72,1908
lux,13.2,1909
lux,13.68,1910
lux,13.6,1911
lux,13.53,1912
lux,13.46,1913
lux,13.39,1914
lux,13.32,1915
lux,11.66,1916
lux,10.02,1917
lux,8.396,1918
lux,6.787,1919
lux,5.194,1920
lux,7.752,1921
lux,10.28,1922
lux,12.79,1923
lux,15.27,1924
lux,17.73,1925
lux,17.65,1926
lux,17.56,1927
lux,17.47,1928
lux,17.39,1929
lux,17.31,1930
lux,16.24,1931
lux,15.18,1932
lux,14.14,1933
lux,13.1,1934
lux,12.07,1935
lux,12.01,1936
lux,11.96,1937
lux,11.9,1938
lux,11.85,1939
lux,11.79,1940
lux,11.27,1941
lux,10.75,1942
lux,10.24,1943
lux,9.729,1944
lux,9.224,1945
lux,10.1,1946
lux,10.97,1947
lux,11.83,1948
lux,12.69,1949
lux,13.53,1950
lux,19.89,1951
lux,21.45,1952
lux,15.23,1953
lux,15.81,1954
lux,17.5,1955
lux,25.53,1956
lux,25.26,1957
lux,21.06,1958
lux,21.14,1959
lux,23.36,1960
lux,28.86,1961
lux,40.78,1962
lux,65.24,1963
lux,63.26,1964
lux,70.39,1965
lux,49.19,1966
lux,43.69,1967
lux,42.37,1968
lux,52.02,1969
lux,82.55,1970
lux,109.4,1971
lux,100.9,1972
lux,74.4,1973
lux,110.2,1974
lux,72.43,1975
lux,74.84,1976
lux,56.6,1977
lux,46.0,1978
lux,32.54,1979
lux,32.93,1980
lux,27.6,1981
lux,25.97,1982
lux,14.48,1983
lux,16.43,1984
lux,17.73,1985
lux,16.4,1986
lux,17.81,1987
lux,15.13,1988
lux,19.05,1989
lux,19.19,1990
lux,19.37,1991
lux,18.09,1992
lux,18.84,1993
lux,15.85,1994
lux,10.98,1995
lux,9.625,1996
lux,7.126,1997
lux,4.689,1998
lux,4.624,1999
lux,3.419,2000
mac,0.0,1850
mac,0.0002615,1851
mac,0.0004919,1852
mac,0.0006963,1853
mac,0.000879,1854
mac,0.001043,1855
mac,0.001192,1856
mac,0.001327,1857
mac,0.00145,1858
mac,0.001562,1859
mac,0.001666,1860
mac,0.001836,1861
mac,0.002007,1862
mac,0.002178,1863
mac,0.00235,1864
mac,0.002523,1865
mac,0.002697,1866
mac,0.002871,1867
mac,0.003046,1868
mac,0.003222,1869
mac,0.003399,1870
mac,0.00389,1871
mac,0.00439,1872
mac,0.004895,1873
mac,0.005405,1874
mac,0.00658,1875
mac,0.007233,1876
mac,0.00781,1877
mac,0.008717,1878
mac,0.009593,1879
mac,0.01013,1880
mac,0.0106,1881
mac,0.01127,1882
mac,0.01224,1883
mac,0.0137,1884
mac,0.01521,1885
mac,0.01533,1886
mac,0.01687,1887
mac,0.01863,1888
mac,0.02107,1889
mac,0.02275,1890
mac,0.02509,1891
mac,0.02683,1892
mac,0.02633,1893
mac,0.03028,1894
mac,0.03319,1895
mac,0.0354,1896
mac,0.03681,1897
mac,0.0426,1898
mac,0.04574,1899
mac,0.05096,1900
mac,0.05623,1901
mac,0.06012,1902
mac,0.06217,1903
mac,0.06423,1904
mac,0.06724,1905
mac,0.09052,1906
mac,0.09518,1907
mac,0.1002,1908
mac,0.09945,1909
mac,0.1015,1910
mac,0.1075,1911
mac,0.1202,1912
mac,0.1347,1913
mac,0.1391,1914
mac,0.1367,1915
mac,0.155,1916
mac,0.1669,1917
mac,0.1702,1918
mac,0.1881,1919
mac,0.1477,1920
mac,0.1396,1921
mac,0.1299,1922
mac,0.1281,1923
mac,0.1243,1924
mac,0.1163,1925
mac,0.1087,1926
mac,0.1069,1927
mac,0.1086,1928
mac,0.1106,1929
mac,0.1096,1930
mac,0.1026,1931
mac,0.09856,1932
mac,0.1042,1933
mac,0.1138,1934
mac,0.1201,1935
mac,0.1267,1936
mac,0.1297,1937
mac,0.0935,1938
mac,0.07856,1939
mac,0.07237,1940
mac,0.08047,1941
mac,0.08444,1942
mac,0.08497,1943
mac,0.08777,1944
mac,0.05772,1945
mac,0.05013,1946
mac,0.0604,1947
mac,0.06768,1948
mac,0.09605,1949
mac,0.1192,1950
mac,0.1427,1951
mac,0.1664,1952
mac,0.182,1953
mac,0.1956,1954
mac,0.14,1955
mac,0.2304,1956
mac,0.317,1957
mac,0.3715,1958
mac,0.3569,1959
mac,0.4281,1960
mac,0.4835,1961
mac,0.3335,1962
mac,0.4662,1963
mac,0.3774,1964
mac,0.2398,1965
mac,0.228,1966
mac,0.2174,1967
mac,0.207,1968
mac,0.152,1969
mac,0.2524,1970
mac,0.1428,1971
mac,0.09473,1972
mac,0.09241,1973
mac,0.09358,1974
mac,0.1446,1975
mac,0.04774,1976
mac,0.04674,1977
mac,0.04422,1978
mac,0.2018,1979
mac,0.05212,1980
mac,0.04978,1981
mac,0.04384,1982
mac,0.04036,1983
mac,0.7575,1984
mac,1.443,1985
mac,2.103,1986
mac,2.698,1987
mac,3.271,1988
mac,3.813,1989
mac,4.31,1990
mac,4.463,1991
mac,4.634,1992
mac,4.845,1993
mac,5.077,1994
mac,5.324,1995
mac,5.575,1996
mac,5.878,1997
mac,6.229,1998
mac,6.578,1999
mac,6.985,2000
mkd,0.003436,1850
mkd,0.003812,1851
mkd,0.004827,1852
mkd,0.009558,1853
mkd,0.0142,1854
mkd,0.01874,1855
mkd,0.0232,1856
mkd,0.02758,1857
mkd,0.03187,1858
mkd,0.03608,1859
mkd,0.04022,1860
mkd,0.04428,1861
mkd,0.04827,1862
mkd,0.05218,1863
mkd,0.05603,1864
mkd,0.05981,1865
mkd,0.06353,1866
mkd,0.06718,1867
mkd,0.07077,1868
mkd,0.0743,1869
mkd,0.07777,1870
mkd,0.08119,1871
mkd,0.08455,1872
mkd,0.08786,1873
mkd,0.09111,1874
mkd,0.09432,1875
mkd,0.09747,1876
mkd,0.1006,1877
mkd,0.1036,1878
mkd,0.1067,1879
mkd,0.1096,1880
mkd,0.1125,1881
mkd,0.1154,1882
mkd,0.1183,1883
mkd,0.1211,1884
mkd,0.1238,1885
mkd,0.1265,1886
mkd,0.1292,1887
mkd,0.1319,1888
mkd,0.1345,1889
mkd,0.1371,1890
mkd,0.1396,1891
mkd,0.1421,1892
mkd,0.1446,1893
mkd,0.147,1894
mkd,0.1381,1895
mkd,0.1015,1896
mkd,0.1359,1897
mkd,0.1405,1898
mkd,0.1451,1899
mkd,0.178,1900
mkd,0.2197,1901
mkd,0.247,1902
mkd,0.2245,1903
mkd,0.23,1904
mkd,0.2646,1905
mkd,0.2625,1906
mkd,0.3888,1907
mkd,0.3846,1908
mkd,0.4165,1909
mkd,0.4178,1910
mkd,0.3985,1911
mkd,0.4425,1912
mkd,0.4684,1913
mkd,0.7505,1914
mkd,1.029,1915
mkd,1.304,1916
mkd,1.575,1917
mkd,1.844,1918
mkd,2.108,1919
mkd,2.37,1920
mkd,2.628,1921
mkd,3.519,1922
mkd,2.102,1923
mkd,2.521,1924
mkd,2.804,1925
mkd,3.08,1926
mkd,3.315,1927
mkd,4.012,1928
mkd,4.637,1929
mkd,5.436,1930
mkd,5.844,1931
mkd,5.595,1932
mkd,5.191,1933
mkd,5.794,1934
mkd,6.436,1935
mkd,6.749,1936
mkd,6.476,1937
mkd,7.486,1938
mkd,8.085,1939
mkd,8.335,1940
mkd,8.838,1941
mkd,6.757,1942
mkd,5.81,1943
mkd,4.939,1944
mkd,4.134,1945
mkd,3.004,1946
mkd,6.179,1947
mkd,8.843,1948
mkd,10.72,1949
mkd,12.56,1950
mkd,13.59,1951
mkd,11.9,1952
mkd,11.35,1953
mkd,10.31,1954
mkd,11.43,1955
mkd,12.2,1956
mkd,13.75,1957
mkd,14.53,1958
mkd,14.84,1959
mkd,16.14,1960
mkd,17.01,1961
mkd,17.83,1962
mkd,18.37,1963
mkd,20.3,1964
mkd,21.73,1965
mkd,21.12,1966
mkd,21.47,1967
mkd,19.86,1968
mkd,20.6,1969
mkd,21.01,1970
mkd,22.97,1971
mkd,24.43,1972
mkd,23.75,1973
mkd,25.25,1974
mkd,25.57,1975
mkd,26.69,1976
mkd,26.63,1977
mkd,26.03,1978
mkd,26.41,1979
mkd,27.22,1980
mkd,27.76,1981
mkd,27.63,1982
mkd,29.56,1983
mkd,29.39,1984
mkd,29.98,1985
mkd,29.72,1986
mkd,29.43,1987
mkd,29.81,1988
mkd,29.96,1989
mkd,29.33,1990
mkd,29.23,1991
mkd,27.83,1992
mkd,25.42,1993
mkd,24.56,1994
mkd,24.03,1995
mkd,26.63,1996
mkd,4.282,1997
mkd,26.31,1998
mkd,26.18,1999
mkd,26.11,2000
mdg,0.0004843,1850
mdg,0.0004797,1851
mdg,0.0009508,1852
mdg,0.001413,1853
mdg,0.001868,1854
mdg,0.002314,1855
mdg,0.002753,1856
mdg,0.003184,1857
mdg,0.003608,1858
mdg,0.004025,1859
mdg,0.004435,1860
mdg,0.008739,1861
mdg,0.01297,1862
mdg,0.01713,1863
mdg,0.02122,1864
mdg,0.02524,1865
mdg,0.0292,1866
mdg,0.03309,1867
mdg,0.03691,1868
mdg,0.04068,1869
mdg,0.04438,1870
mdg,0.04803,1871
mdg,0.05178,1872
mdg,0.05547,1873
mdg,0.05911,1874
mdg,0.06269,1875
mdg,0.06621,1876
mdg,0.06969,1877
mdg,0.07311,1878
mdg,0.07648,1879
mdg,0.0798,1880
mdg,0.08969,1881
mdg,0.083,1882
mdg,0.08294,1883
mdg,0.08288,1884
mdg,0.09054,1885
mdg,0.09809,1886
mdg,0.1055,1887
mdg,0.1132,1888
mdg,0.125,1889
mdg,0.1312,1890
mdg,0.1098,1891
mdg,0.1407,1892
mdg,0.1221,1893
mdg,0.1507,1894
mdg,0.1322,1895
mdg,0.1477,1896
mdg,0.1653,1897
mdg,0.1698,1898
mdg,0.1701,1899
mdg,0.202,1900
mdg,0.2186,1901
mdg,0.1145,1902
mdg,0.1245,1903
mdg,0.147,1904
mdg,0.1586,1905
mdg,0.1541,1906
mdg,0.1659,1907
mdg,0.2162,1908
mdg,0.1969,1909
mdg,0.2335,1910
mdg,0.2017,1911
mdg,0.2297,1912
mdg,0.2609,1913
mdg,0.2804,1914
mdg,0.3187,1915
mdg,0.3485,1916
mdg,0.2975,1917
mdg,0.3175,1918
mdg,0.3454,1919
mdg,0.3604,1920
mdg,0.4916,1921
mdg,0.5038,1922
mdg,0.6138,1923
mdg,0.6441,1924
mdg,0.6347,1925
mdg,0.6198,1926
mdg,0.674,1927
mdg,0.6955,1928
mdg,0.7781,1929
mdg,0.8425,1930
mdg,0.6907,1931
mdg,0.5728,1932
mdg,0.6876,1933
mdg,0.8254,1934
mdg,0.8799,1935
mdg,0.9078,1936
mdg,1.151,1937
mdg,1.1,1938
mdg,1.166,1939
mdg,1.078,1940
mdg,1.106,1941
mdg,1.122,1942
mdg,1.12,1943
mdg,1.082,1944
mdg,1.068,1945
mdg,1.029,1946
mdg,1.082,1947
mdg,1.253,1948
mdg,1.291,1949
mdg,1.342,1950
mdg,0.6343,1951
mdg,0.9625,1952
mdg,0.1953,1953
mdg,0.3552,1954
mdg,0.2181,1955
mdg,0.09299,1956
mdg,0.09374,1957
mdg,0.2365,1958
mdg,0.2617,1959
mdg,0.3526,1960
mdg,0.09488,1961
mdg,0.09387,1962
mdg,0.2874,1963
mdg,0.2398,1964
mdg,0.2683,1965
mdg,1.445,1966
mdg,2.827,1967
mdg,3.688,1968
mdg,3.827,1969
mdg,4.391,1970
mdg,3.836,1971
mdg,3.67,1972
mdg,3.44,1973
mdg,3.546,1974
mdg,3.176,1975
mdg,2.759,1976
mdg,2.881,1977
mdg,2.505,1978
mdg,2.824,1979
mdg,2.856,1980
mdg,2.348,1981
mdg,2.083,1982
mdg,1.872,1983
mdg,1.884,1984
mdg,1.764,1985
mdg,1.714,1986
mdg,1.675,1987
mdg,1.697,1988
mdg,1.702,1989
mdg,1.586,1990
mdg,1.476,1991
mdg,1.438,1992
mdg,1.448,1993
mdg,1.443,1994
mdg,1.456,1995
mdg,1.451,1996
mdg,1.471,1997
mdg,1.515,1998
mdg,1.571,1999
mdg,1.67,2000
mwi,4.322e-06,1850
mwi,4.322e-06,1851
mwi,8.648e-06,1852
mwi,1.298e-05,1853
mwi,1.731e-05,1854
mwi,2.164e-05,1855
mwi,2.598e-05,1856
mwi,3.032e-05,1857
mwi,3.467e-05,1858
mwi,3.902e-05,1859
mwi,4.337e-05,1860
mwi,8.621e-05,1861
mwi,0.0001291,1862
mwi,0.0001719,1863
mwi,0.0002148,1864
mwi,0.0002576,1865
mwi,0.0003005,1866
mwi,0.0003433,1867
mwi,0.0003862,1868
mwi,0.0004291,1869
mwi,0.0004719,1870
mwi,0.0005148,1871
mwi,0.0005594,1872
mwi,0.0006041,1873
mwi,0.0006487,1874
mwi,0.0006934,1875
mwi,0.000738,1876
mwi,0.0007827,1877
mwi,0.0008273,1878
mwi,0.000872,1879
mwi,0.0009167,1880
mwi,0.001038,1881
mwi,0.0009677,1882
mwi,0.000974,1883
mwi,0.0009804,1884
mwi,0.001079,1885
mwi,0.001177,1886
mwi,0.001275,1887
mwi,0.001378,1888
mwi,0.001532,1889
mwi,0.00162,1890
mwi,0.001364,1891
mwi,0.00176,1892
mwi,0.001538,1893
mwi,0.001912,1894
mwi,0.001688,1895
mwi,0.001898,1896
mwi,0.002139,1897
mwi,0.002211,1898
mwi,0.002231,1899
mwi,0.002665,1900
mwi,0.002903,1901
mwi,0.00563,1902
mwi,0.008197,1903
mwi,0.01062,1904
mwi,0.0129,1905
mwi,0.01507,1906
mwi,0.01712,1907
mwi,0.01906,1908
mwi,0.02091,1909
mwi,0.02267,1910
mwi,0.02435,1911
mwi,0.02595,1912
mwi,0.02748,1913
mwi,0.02895,1914
mwi,0.03035,1915
mwi,0.03169,1916
mwi,0.03298,1917
mwi,0.03422,1918
mwi,0.03541,1919
mwi,0.03655,1920
mwi,0.03765,1921
mwi,0.03887,1922
mwi,0.04005,1923
mwi,0.0412,1924
mwi,0.04232,1925
mwi,0.04341,1926
mwi,0.04303,1927
mwi,0.04269,1928
mwi,0.04238,1929
mwi,0.04209,1930
mwi,0.04183,1931
mwi,0.04235,1932
mwi,0.04285,1933
mwi,0.04333,1934
mwi,0.0438,1935
mwi,0.04425,1936
mwi,0.04469,1937
mwi,0.04511,1938
mwi,0.04552,1939
mwi,0.04591,1940
mwi,0.0463,1941
mwi,0.04667,1942
mwi,0.04703,1943
mwi,0.04738,1944
mwi,0.04772,1945
mwi,0.0454,1946
mwi,0.04338,1947
mwi,0.04161,1948
mwi,0.04005,1949
mwi,0.04927,1950
mwi,0.06301,1951
mwi,0.08053,1952
mwi,0.1029,1953
mwi,0.1313,1954
mwi,0.1676,1955
mwi,0.2137,1956
mwi,0.272,1957
mwi,0.346,1958
mwi,0.4402,1959
mwi,0.5594,1960
mwi,0.711,1961
mwi,0.9005,1962
mwi,1.141,1963
mwi,1.45,1964
mwi,1.535,1965
mwi,1.708,1966
mwi,1.117,1967
mwi,0.9485,1968
mwi,0.6201,1969
mwi,0.8511,1970
mwi,0.807,1971
mwi,0.802,1972
mwi,0.9252,1973
mwi,0.9316,1974
mwi,0.8956,1975
mwi,0.9839,1976
mwi,1.015,1977
mwi,1.139,1978
mwi,1.214,1979
mwi,1.196,1980
mwi,1.021,1981
mwi,0.999,1982
mwi,1.006,1983
mwi,1.02,1984
mwi,1.042,1985
mwi,0.9884,1986
mwi,0.9342,1987
mwi,0.889,1988
mwi,0.8299,1989
mwi,0.8365,1990
mwi,0.8831,1991
mwi,0.7231,1992
mwi,0.7929,1993
mwi,0.6685,1994
mwi,0.8289,1995
mwi,0.8434,1996
mwi,0.8341,1997
mwi,0.8298,1998
mwi,0.8242,1999
mwi,0.7833,2000
mys,0.0,1850
mys,0.000438,1851
mys,0.0008548,1852
mys,0.001252,1853
mys,0.001631,1854
mys,0.001992,1855
mys,0.002338,1856
mys,0.002669,1857
mys,0.002985,1858
mys,0.003289,1859
mys,0.00358,1860
mys,0.003843,1861
mys,0.004093,1862
mys,0.00433,1863
mys,0.004556,1864
mys,0.004771,1865
mys,0.004975,1866
mys,0.005169,1867
mys,0.005354,1868
mys,0.005529,1869
mys,0.005697,1870
mys,0.006175,1871
mys,0.006612,1872
mys,0.007011,1873
mys,0.007374,1874
mys,0.008565,1875
mys,0.008997,1876
mys,0.009295,1877
mys,0.009941,1878
mys,0.01049,1879
mys,0.01064,1880
mys,0.0107,1881
mys,0.01095,1882
mys,0.01145,1883
mys,0.01236,1884
mys,0.01323,1885
mys,0.01288,1886
mys,0.01369,1887
mys,0.01462,1888
mys,0.01599,1889
mys,0.01671,1890
mys,0.01757,1891
mys,0.01795,1892
mys,0.01684,1893
mys,0.01854,1894
mys,0.01949,1895
mys,0.01994,1896
mys,0.01992,1897
mys,0.02216,1898
mys,0.0229,1899
mys,0.02457,1900
mys,0.02694,1901
mys,0.02862,1902
mys,0.0294,1903
mys,0.03012,1904
mys,0.03125,1905
mys,0.04167,1906
mys,0.04337,1907
mys,0.04516,1908
mys,0.04434,1909
mys,0.04484,1910
mys,0.04678,1911
mys,0.05184,1912
mys,0.1889,1913
mys,0.456,1914
mys,1.383,1915
mys,2.465,1916
mys,3.244,1917
mys,4.004,1918
mys,4.862,1919
mys,6.007,1920
mys,7.106,1921
mys,8.977,1922
mys,10.51,1923
mys,11.28,1924
mys,11.85,1925
mys,12.91,1926
mys,13.24,1927
mys,13.99,1928
mys,14.47,1929
mys,14.44,1930
mys,13.81,1931
mys,13.17,1932
mys,13.42,1933
mys,13.62,1934
mys,13.86,1935
mys,14.09,1936
mys,14.38,1937
mys,14.51,1938
mys,14.59,1939
mys,14.92,1940
mys,14.89,1941
mys,15.0,1942
mys,15.44,1943
mys,15.68,1944
mys,15.85,1945
mys,15.89,1946
mys,16.06,1947
mys,16.16,1948
mys,16.05,1949
mys,12.44,1950
mys,13.88,1951
mys,14.34,1952
mys,13.5,1953
mys,11.87,1954
mys,12.1,1955
mys,12.04,1956
mys,8.855,1957
mys,8.373,1958
mys,8.137,1959
mys,6.803,1960
mys,5.268,1961
mys,4.945,1962
mys,5.364,1963
mys,8.004,1964
mys,7.584,1965
mys,7.841,1966
mys,8.303,1967
mys,8.234,1968
mys,7.273,1969
mys,6.43,1970
mys,4.519,1971
mys,3.645,1972
mys,3.538,1973
mys,3.665,1974
mys,4.034,1975
mys,5.437,1976
mys,6.697,1977
mys,6.631,1978
mys,6.363,1979
mys,6.814,1980
mys,6.706,1981
mys,5.358,1982
mys,6.292,1983
mys,6.095,1984
mys,5.677,1985
mys,5.395,1986
mys,5.11,1987
mys,5.198,1988
mys,5.868,1989
mys,7.307,1990
mys,6.486,1991
mys,6.005,1992
mys,6.563,1993
mys,6.541,1994
mys,6.802,1995
mys,7.356,1996
mys,7.626,1997
mys,6.162,1998
mys,5.291,1999
mys,5.971,2000
mli,0.001006,1850
mli,0.0009969,1851
mli,0.001977,1852
mli,0.00294,1853
mli,0.003887,1854
mli,0.004818,1855
mli,0.005734,1856
mli,0.006635,1857
mli,0.007521,1858
mli,0.008393,1859
mli,0.009251,1860
mli,0.01824,1861
mli,0.02708,1862
mli,0.03577,1863
mli,0.04433,1864
mli,0.05275,1865
mli,0.06104,1866
mli,0.0692,1867
mli,0.07723,1868
mli,0.08513,1869
mli,0.09292,1870
mli,0.1006,1871
mli,0.1085,1872
mli,0.1162,1873
mli,0.1239,1874
mli,0.1315,1875
mli,0.1389,1876
mli,0.1462,1877
mli,0.1534,1878
mli,0.1606,1879
mli,0.1676,1880
mli,0.1884,1881
mli,0.1744,1882
mli,0.1743,1883
mli,0.1742,1884
mli,0.1904,1885
mli,0.2063,1886
mli,0.2221,1887
mli,0.2383,1888
mli,0.2631,1889
mli,0.2763,1890
mli,0.2312,1891
mli,0.2964,1892
mli,0.2572,1893
mli,0.3177,1894
mli,0.2786,1895
mli,0.3113,1896
mli,0.3486,1897
mli,0.3582,1898
mli,0.359,1899
mli,0.4263,1900
mli,0.4614,1901
mli,0.2417,1902
mli,0.263,1903
mli,0.3105,1904
mli,0.3352,1905
mli,0.3257,1906
mli,0.3506,1907
mli,0.457,1908
mli,0.4164,1909
mli,0.4939,1910
mli,0.4267,1911
mli,0.486,1912
mli,0.5522,1913
mli,0.5935,1914
mli,0.6747,1915
mli,0.7378,1916
mli,0.6301,1917
mli,0.6725,1918
mli,0.7317,1919
mli,0.7636,1920
mli,1.042,1921
mli,1.068,1922
mli,1.301,1923
mli,1.366,1924
mli,1.346,1925
mli,1.314,1926
mli,1.43,1927
mli,1.475,1928
mli,1.651,1929
mli,1.788,1930
mli,1.466,1931
mli,1.216,1932
mli,1.46,1933
mli,1.753,1934
mli,1.869,1935
mli,1.928,1936
mli,2.444,1937
mli,2.337,1938
mli,2.477,1939
mli,2.291,1940
mli,2.351,1941
mli,2.385,1942
mli,2.38,1943
mli,2.301,1944
mli,2.271,1945
mli,2.189,1946
mli,2.302,1947
mli,2.666,1948
mli,2.747,1949
mli,2.857,1950
mli,2.79,1951
mli,3.01,1952
mli,3.087,1953
mli,3.109,1954
mli,3.217,1955
mli,3.479,1956
mli,3.488,1957
mli,3.493,1958
mli,3.567,1959
mli,3.243,1960
mli,3.335,1961
mli,3.399,1962
mli,3.223,1963
mli,3.593,1964
mli,3.836,1965
mli,3.737,1966
mli,3.556,1967
mli,3.749,1968
mli,3.573,1969
mli,3.678,1970
mli,3.726,1971
mli,3.705,1972
mli,3.925,1973
mli,4.081,1974
mli,3.607,1975
mli,3.452,1976
mli,3.662,1977
mli,3.596,1978
mli,3.695,1979
mli,3.792,1980
mli,3.811,1981
mli,3.658,1982
mli,3.546,1983
mli,3.516,1984
mli,3.469,1985
mli,3.408,1986
mli,3.425,1987
mli,3.347,1988
mli,3.298,1989
mli,3.141,1990
mli,3.104,1991
mli,3.067,1992
mli,3.029,1993
mli,2.99,1994
mli,2.95,1995
mli,2.908,1996
mli,2.865,1997
mli,2.822,1998
mli,2.779,1999
mli,2.736,2000
mlt,0.1216,1850
mlt,0.1309,1851
mlt,0.1426,1852
mlt,0.1499,1853
mlt,0.1603,1854
mlt,0.1643,1855
mlt,0.1703,1856
mlt,0.1661,1857
mlt,0.1675,1858
mlt,0.1803,1859
mlt,0.1983,1860
mlt,0.2074,1861
mlt,0.2084,1862
mlt,0.2158,1863
mlt,0.23,1864
mlt,0.2416,1865
mlt,0.2486,1866
mlt,0.2578,1867
mlt,0.2603,1868
mlt,0.2728,1869
mlt,0.2724,1870
mlt,0.2818,1871
mlt,0.3089,1872
mlt,0.3234,1873
mlt,0.3114,1874
mlt,0.3245,1875
mlt,0.3295,1876
mlt,0.3342,1877
mlt,0.3348,1878
mlt,0.3405,1879
mlt,0.3744,1880
mlt,0.3938,1881
mlt,0.4069,1882
mlt,0.4246,1883
mlt,0.4143,1884
mlt,0.4154,1885
mlt,0.4023,1886
mlt,0.421,1887
mlt,0.4344,1888
mlt,0.456,1889
mlt,0.4752,1890
mlt,0.4841,1891
mlt,0.4732,1892
mlt,0.4521,1893
mlt,0.4857,1894
mlt,0.4944,1895
mlt,0.519,1896
mlt,0.5309,1897
mlt,0.5351,1898
mlt,0.5673,1899
mlt,0.5874,1900
mlt,0.5819,1901
mlt,0.5851,1902
mlt,0.6001,1903
mlt,0.6107,1904
mlt,0.619,1905
mlt,0.6541,1906
mlt,0.6852,1907
mlt,0.6835,1908
mlt,0.6893,1909
mlt,0.7115,1910
mlt,0.7195,1911
mlt,0.7428,1912
mlt,0.7645,1913
mlt,0.6888,1914
mlt,0.6982,1915
mlt,0.7531,1916
mlt,0.7281,1917
mlt,0.6811,1918
mlt,0.602,1919
mlt,0.6238,1920
mlt,0.5572,1921
mlt,0.603,1922
mlt,0.6061,1923
mlt,0.6892,1924
mlt,0.6844,1925
mlt,0.5458,1926
mlt,0.7386,1927
mlt,0.7334,1928
mlt,0.8003,1929
mlt,0.749,1930
mlt,0.6762,1931
mlt,0.6216,1932
mlt,0.6325,1933
mlt,0.6802,1934
mlt,0.7059,1935
mlt,0.736,1936
mlt,0.7996,1937
mlt,0.7913,1938
mlt,0.8265,1939
mlt,0.794,1940
mlt,0.8298,1941
mlt,0.8933,1942
mlt,0.9723,1943
mlt,0.9401,1944
mlt,0.4868,1945
mlt,0.7115,1946
mlt,0.77,1947
mlt,0.7955,1948
mlt,0.8127,1949
mlt,0.7655,1950
mlt,0.8143,1951
mlt,0.5239,1952
mlt,0.4502,1953
mlt,0.9137,1954
mlt,0.7724,1955
mlt,0.326,1956
mlt,0.3296,1957
mlt,0.305,1958
mlt,0.1236,1959
mlt,0.08082,1960
mlt,0.07976,1961
mlt,0.08045,1962
mlt,0.1261,1963
mlt,0.1676,1964
mlt,0.04205,1965
mlt,0.08325,1966
mlt,0.0818,1967
mlt,0.1203,1968
mlt,0.03994,1969
mlt,0.04051,1970
mlt,0.06522,1971
mlt,0.09162,1972
mlt,0.1159,1973
mlt,0.1158,1974
mlt,0.0734,1975
mlt,0.08089,1976
mlt,0.09465,1977
mlt,0.09654,1978
mlt,0.107,1979
mlt,0.1086,1980
mlt,0.1143,1981
mlt,2.699,1982
mlt,5.412,1983
mlt,9.613,1984
mlt,21.8,1985
mlt,14.7,1986
mlt,17.78,1987
mlt,24.73,1988
mlt,30.0,1989
mlt,29.32,1990
mlt,32.4,1991
mlt,32.51,1992
mlt,32.4,1993
mlt,32.71,1994
mlt,32.9,1995
mlt,32.64,1996
mlt,32.4,1997
mlt,32.31,1998
mlt,31.57,1999
mlt,32.14,2000
mtq,0.1013,1850
mtq,0.06701,1851
mtq,0.125,1852
mtq,0.1115,1853
mtq,0.1371,1854
mtq,0.1314,1855
mtq,0.1793,1856
mtq,0.2036,1857
mtq,0.2126,1858
