geo,time,aid_received_percent_of_gni
mwi,1969,10.62
mwi,1970,12.98
mwi,1971,8.721
mwi,1972,9.009
mwi,1973,6.65
mwi,1974,7.347
mwi,1975,10.1
mwi,1976,9.477
mwi,1977,10.11
mwi,1978,10.77
mwi,1979,14.29
mwi,1980,12.41
mwi,1981,11.83
mwi,1982,10.83
mwi,1983,10.02
mwi,1984,15.74
mwi,1985,10.43
mwi,1986,17.32
mwi,1987,24.49
mwi,1988,28.32
mwi,1989,27.09
mwi,1990,27.23
mwi,1991,25.48
mwi,1992,32.78
mwi,1993,24.46
mwi,1994,41.29
mwi,1995,32.16
mwi,1996,21.92
mwi,1997,13.11
mwi,1998,25.42
mwi,1999,25.75
mwi,2000,26.13
mwi,2001,24.32
mwi,2002,14.43
mwi,2003,21.73
mwi,2004,19.58
mwi,2005,21.13
mwi,2006,23.48
mwi,2007,20.52
mwi,2008,21.71
mwi,2009,15.56
mwi,2010,19.4
mys,1960,0.5639
mys,1961,0.8018
mys,1962,0.8731
mys,1963,0.479
mys,1964,0.6069
mys,1965,0.714
mys,1966,0.8487
mys,1967,0.6051
mys,1968,0.9037
mys,1969,0.7767
mys,1970,0.6326
mys,1971,0.9583
mys,1972,0.9559
mys,1973,0.5707
mys,1974,0.7138
mys,1975,1.031
mys,1976,0.5552
mys,1977,0.5249
mys,1978,0.5013
mys,1979,0.6025
mys,1980,0.5595
mys,1981,0.5813
mys,1982,0.5172
mys,1983,0.6116
mys,1984,1.01
mys,1985,0.7742
mys,1986,0.7263
mys,1987,1.201
mys,1988,0.3103
mys,1989,0.3811
mys,1990,1.111
mys,1991,0.62
mys,1992,0.3637
mys,1993,0.1495
mys,1994,0.09329
mys,1995,0.1276
mys,1996,-0.475
mys,1997,-0.2537
mys,1998,0.2955
mys,1999,0.1964
mys,2000,0.05299
mys,2001,0.03568
mys,2002,0.09206
mys,2003,0.1023
mys,2004,0.2584
mys,2005,0.01906
mys,2006,0.1511
mys,2007,0.1056
mys,2008,0.06895
mys,2009,0.07212
mys,2010,0.0008634
mdv,1985,7.708
mdv,1986,13.12
mdv,1987,14.3
mdv,1988,16.89
mdv,1989,16.13
mdv,1990,10.76
mdv,1991,15.12
mdv,1992,14.47
mdv,1993,10.6
mdv,1994,9.48
mdv,1995,15.24
mdv,1996,7.494
mdv,1997,5.387
mdv,1998,4.883
mdv,1999,5.496
mdv,2000,3.222
mdv,2001,3.3
mdv,2002,3.542
mdv,2003,2.619
mdv,2004,2.801
mdv,2005,8.02
mdv,2006,3.022
mdv,2007,2.98
mdv,2008,3.397
mdv,2009,1.995
mdv,2010,6.318
mli,1967,6.28
mli,1968,8.137
mli,1969,6.879
mli,1970,6.238
mli,1971,6.964
mli,1972,7.797
mli,1973,12.58
mli,1974,21.71
mli,1975,17.56
mli,1976,9.345
mli,1977,10.5
mli,1978,12.73
mli,1979,11.86
mli,1980,15.07
mli,1981,15.63
mli,1982,16.06
mli,1983,17.27
mli,1984,24.78
mli,1985,29.4
mli,1986,22.9
mli,1987,18.84
mli,1988,22.66
mli,1990,19.92
mli,1991,18.58
mli,1992,15.13
mli,1993,13.78
mli,1994,25.27
mli,1995,22.32
mli,1996,19.06
mli,1997,17.7
mli,1998,13.62
mli,1999,14.03
mli,2000,12.04
mli,2001,14.28
mli,2002,13.7
mli,2003,13.31
mli,2004,12.56
mli,2005,14.15
mli,2006,15.67
mli,2007,14.27
mli,2008,11.44
mli,2009,11.57
mli,2010,12.09
mlt,1970,7.244
mlt,1971,5.63
mlt,1972,4.712
mlt,1973,7.468
mlt,1974,5.229
mlt,1975,6.385
mlt,1976,5.273
mlt,1977,4.614
mlt,1978,4.694
mlt,1979,4.975
mlt,1980,1.182
mlt,1981,3.627
mlt,1982,1.826
mlt,1983,3.486
mlt,1984,0.9425
mlt,1985,1.516
mlt,1986,0.4511
mlt,1987,-0.07732
mlt,1988,-0.1339
mlt,1989,-0.2334
mlt,1990,0.1939
mlt,1991,0.7466
mlt,1992,0.1462
mlt,1993,1.098
mlt,1994,1.391
mlt,1995,0.2531
mlt,1996,1.96
mlt,1997,0.6148
mlt,1998,0.5841
mlt,1999,0.636
mlt,2000,0.5505
mlt,2001,0.04297
mlt,2002,0.2553
mhl,1995,25.44
mhl,1996,53.93
mhl,1997,47.57
mhl,1998,35.95
mhl,1999,44.02
mhl,2000,38.88
mhl,2001,48.5
mhl,2002,38.78
mhl,2003,34.93
mhl,2004,30.46
mhl,2005,31.86
mhl,2006,29.88
mhl,2007,27.02
mhl,2008,27.19
mhl,2009,30.52
mhl,2010,45.89
mrt,1968,10.46
mrt,1969,6.408
mrt,1970,3.792
mrt,1971,6.851
mrt,1972,5.372
mrt,1973,9.539
mrt,1974,23.93
mrt,1975,18.66
mrt,1976,44.26
mrt,1977,35.78
mrt,1978,46.41
mrt,1979,27.78
mrt,1980,25.71
mrt,1981,31.99
mrt,1982,26.64
mrt,1983,24.73
mrt,1984,25.12
mrt,1985,32.9
mrt,1986,31.47
mrt,1987,23.3
mrt,1988,20.66
mrt,1989,27.23
mrt,1990,24.59
mrt,1991,15.73
mrt,1992,14.23
mrt,1993,28.47
mrt,1994,21.25
mrt,1995,16.82
mrt,1996,18.63
mrt,1997,16.88
mrt,1998,11.88
mrt,1999,15.58
mrt,2000,17.14
mrt,2001,22.39
mrt,2002,25.07
mrt,2003,16.08
mrt,2004,10.24
mrt,2005,8.39
mrt,2006,7.615
mrt,2007,10.37
mrt,2008,12.51
mrt,2009,12.13
mrt,2010,10.56
mus,1976,2.389
mus,1977,2.712
mus,1978,4.327
mus,1979,2.671
mus,1980,2.972
mus,1981,5.291
mus,1982,4.6
mus,1983,3.81
mus,1984,3.342
mus,1985,2.573
mus,1986,3.818
mus,1987,3.389
mus,1988,2.73
mus,1989,2.779
mus,1990,3.356
mus,1991,2.352
mus,1992,1.392
mus,1993,0.7983
mus,1994,0.4002
mus,1995,0.5749
mus,1996,0.4429
mus,1997,1.0
mus,1998,0.9655
mus,1999,0.9713
mus,2000,0.4439
mus,2001,0.4622
mus,2002,0.4937
mus,2003,-0.2532
mus,2004,0.5241
mus,2005,0.5515
mus,2006,0.2931
mus,2007,0.8591
mus,2008,1.129
mus,2009,1.762
mus,2010,1.275
mex,1960,-0.01727
mex,1961,0.4947
mex,1962,0.1951
mex,1963,0.09469
mex,1964,-0.06631
mex,1965,0.1905
mex,1966,0.1761
mex,1967,0.1557
mex,1968,0.2415
mex,1969,0.1813
mex,1970,0.2295
mex,1971,0.1082
mex,1972,0.132
mex,1973,0.1123
mex,1974,0.07489
mex,1975,0.06526
mex,1976,0.07053
mex,1977,0.06174
mex,1978,0.01502
mex,1979,0.05495
mex,1980,0.02948
mex,1981,0.04117
mex,1982,0.08613
mex,1983,0.09399
mex,1984,0.05001
mex,1985,0.08215
mex,1986,0.206
mex,1987,0.1165
mex,1988,0.09798
mex,1989,0.04498
mex,1990,0.0615
mex,1991,0.08965
mex,1992,0.08867
mex,1993,0.1074
mex,1994,0.1038
mex,1995,0.1405
mex,1996,0.0893
mex,1997,0.02565
mex,1998,0.004682
mex,1999,0.007676
mex,2000,-0.0102
mex,2001,0.01941
mex,2002,0.01967
mex,2003,0.0179
mex,2004,0.01441
mex,2005,0.02166
mex,2006,0.02894
mex,2007,0.01117
mex,2008,0.01386
mex,2009,0.0213
mex,2010,0.0461
fsm,1993,29.28
fsm,1994,46.55
fsm,1995,33.04
fsm,1996,49.17
fsm,1997,41.81
fsm,1998,35.19
fsm,1999,47.54
fsm,2000,42.39
fsm,2001,56.08
fsm,2002,45.42
fsm,2003,46.12
fsm,2004,34.94
fsm,2005,40.67
fsm,2006,40.44
fsm,2007,42.02
fsm,2008,34.4
fsm,2009,40.58
fsm,2010,40.69
mda,1997,3.302
mda,1998,2.367
mda,1999,8.96
mda,2000,9.351
mda,2001,7.914
mda,2002,8.05
mda,2003,5.521
mda,2004,4.038
mda,2005,5.053
mda,2006,6.031
mda,2007,5.54
mda,2008,4.472
mda,2009,4.242
mda,2010,7.454
mng,1984,0.005826
mng,1985,0.148
mng,1986,0.1216
mng,1987,0.0957
mng,1988,0.09242
mng,1989,0.1912
mng,1990,0.5184
mng,1991,2.975
mng,1992,9.513
mng,1993,16.57
mng,1994,20.2
mng,1995,14.66
mng,1996,15.02
mng,1997,21.47
mng,1998,18.11
mng,1999,21.02
mng,2000,19.17
mng,2001,16.87
mng,2002,14.93
mng,2003,15.91
mng,2004,13.02
mng,2005,8.885
mng,2006,5.999
mng,2007,5.768
mng,2008,4.522
mng,2009,8.454
mng,2010,5.354
mne,2003,0.4505
mne,2004,0.9232
mne,2005,0.1694
mne,2006,3.487
mne,2007,2.848
mne,2008,2.286
mne,2009,1.808
mne,2010,1.967
mar,1960,2.907
mar,1961,5.453
mar,1962,3.334
mar,1963,3.515
mar,1964,3.57
mar,1965,3.652
mar,1966,3.464
mar,1967,2.067
mar,1968,2.875
mar,1969,2.151
mar,1970,2.169
mar,1971,3.062
mar,1972,2.014
mar,1973,1.522
mar,1974,1.504
mar,1975,2.98
mar,1976,2.627
mar,1977,5.506
mar,1978,3.271
mar,1979,3.422
mar,1980,6.3
mar,1981,7.076
mar,1982,5.622
mar,1983,3.31
mar,1984,2.771
mar,1985,7.102
mar,1986,2.631
mar,1987,2.376
mar,1988,2.277
mar,1989,2.325
mar,1990,4.997
mar,1991,5.736
mar,1992,3.481
mar,1993,3.048
mar,1994,2.342
mar,1995,1.581
mar,1996,1.839
mar,1997,1.462
mar,1998,1.361
mar,1999,1.754
mar,2000,1.205
mar,2001,1.311
mar,2002,0.8938
mar,2003,1.174
mar,2004,1.376
mar,2005,1.246
mar,2006,1.703
mar,2007,1.645
mar,2008,1.66
mar,2009,1.05
mar,2010,1.121
moz,1980,4.706
moz,1981,3.972
moz,1982,5.689
moz,1983,6.459
moz,1984,7.653
moz,1985,6.787
moz,1986,8.292
moz,1987,30.42
moz,1988,46.28
moz,1989,37.78
moz,1990,42.98
moz,1991,41.89
moz,1992,81.29
moz,1993,63.23
moz,1994,60.9
moz,1995,51.36
moz,1996,29.42
moz,1997,26.51
moz,1998,25.81
moz,1999,19.3
moz,2000,22.56
moz,2001,25.48
moz,2002,55.09
moz,2003,23.45
moz,2004,23.02
moz,2005,20.86
moz,2006,25.33
moz,2007,23.88
moz,2008,21.55
moz,2009,21.34
moz,2010,21.38
nam,1983,0.0005453
nam,1985,0.4912
nam,1986,1.138
nam,1987,0.9042
nam,1988,1.185
nam,1989,2.868
nam,1990,5.01
nam,1991,6.97
nam,1992,4.987
nam,1993,5.256
nam,1994,4.151
nam,1995,5.201
nam,1996,5.217
nam,1997,4.462
nam,1998,5.187
nam,1999,5.301
nam,2000,3.865
nam,2001,3.162
nam,2002,4.195
nam,2003,2.831
nam,2004,2.588
nam,2005,1.75
nam,2006,1.914
nam,2007,2.52
nam,2008,2.437
nam,2009,3.679
nam,2010,2.395
npl,1960,1.696
npl,1961,2.017
npl,1962,1.575
npl,1963,3.264
npl,1964,3.929
npl,1965,2.432
npl,1966,1.674
npl,1967,1.659
npl,1968,1.411
npl,1969,1.375
npl,1970,2.706
npl,1971,2.701
npl,1972,2.942
npl,1973,3.621
npl,1974,2.629
npl,1975,2.771
npl,1976,3.404
npl,1977,5.581
npl,1978,4.704
npl,1979,7.193
npl,1980,8.169
npl,1981,7.797
npl,1982,8.173
npl,1983,8.042
npl,1984,7.396
npl,1985,8.802
npl,1986,10.35
npl,1987,11.85
npl,1988,11.72
npl,1989,14.1
npl,1990,11.62
npl,1991,11.41
npl,1992,12.6
npl,1993,9.887
npl,1994,10.93
npl,1995,9.731
npl,1996,8.577
npl,1997,8.158
npl,1998,8.241
npl,1999,6.905
npl,2000,7.001
npl,2001,6.462
npl,2002,5.668
npl,2003,7.381
npl,2004,5.862
npl,2005,5.202
npl,2006,5.759
npl,2007,5.811
npl,2008,5.487
npl,2009,6.545
npl,2010,5.072
ncl,1966,10.47
ncl,1967,6.449
ncl,1968,7.336
ncl,1969,6.271
ncl,1970,6.374
ncl,1971,9.242
ncl,1972,10.86
ncl,1973,13.76
ncl,1974,9.735
ncl,1975,7.924
ncl,1976,5.824
ncl,1977,9.319
ncl,1978,13.59
ncl,1979,14.19
ncl,1980,16.74
ncl,1981,15.44
ncl,1982,17.54
ncl,1983,22.08
ncl,1984,16.4
ncl,1985,17.01
ncl,1986,17.2
ncl,1987,18.99
ncl,1988,12.6
ncl,1989,12.89
ncl,1990,11.96
ncl,1991,11.71
ncl,1992,12.24
ncl,1993,12.86
ncl,1994,13.44
ncl,1995,12.44
ncl,1996,10.98
ncl,1997,10.29
ncl,1998,10.71
ncl,1999,10.29
nic,1960,3.478
nic,1961,3.511
nic,1962,2.713
nic,1963,2.744
nic,1964,2.757
nic,1965,1.925
nic,1966,2.892
nic,1967,2.656
nic,1968,2.618
nic,1969,2.638
nic,1970,3.312
nic,1971,2.517
nic,1972,1.682
nic,1973,3.323
nic,1974,3.345
nic,1975,2.826
nic,1976,2.305
nic,1977,1.745
nic,1978,2.135
nic,1979,7.962
nic,1980,10.82
nic,1981,6.308
nic,1982,5.227
nic,1983,4.65
nic,1984,3.819
nic,1985,3.984
nic,1986,5.265
nic,1987,3.636
nic,1988,9.663
nic,1989,30.24
nic,1990,33.36
nic,1991,72.06
nic,1992,50.36
nic,1993,23.76
nic,1994,17.54
nic,1995,17.22
nic,1996,23.36
nic,1997,9.966
nic,1998,13.54
nic,1999,14.43
nic,2000,11.42
nic,2001,18.32
nic,2002,10.31
nic,2003,16.44
nic,2004,22.13
nic,2005,12.37
nic,2006,11.12
nic,2007,11.49
nic,2008,9.189
nic,2009,9.901
nic,2010,7.62
ner,1960,0.008872
ner,1961,0.4082
ner,1962,0.821
ner,1963,0.7723
ner,1964,2.56
ner,1965,2.27
ner,1966,3.165
ner,1967,3.351
ner,1968,4.774
ner,1969,5.349
ner,1970,4.887
ner,1971,5.945
ner,1972,5.84
ner,1973,7.484
ner,1974,13.22
ner,1975,13.21
ner,1976,11.85
ner,1977,7.36
ner,1978,8.898
ner,1979,8.408
ner,1980,6.682
ner,1981,9.106
ner,1982,13.22
ner,1983,9.849
ner,1984,11.21
ner,1985,21.29
ner,1986,16.1
ner,1987,16.33
ner,1988,16.62
ner,1989,13.56
ner,1990,15.99
ner,1991,16.15
ner,1992,15.41
ner,1993,21.39
ner,1994,24.34
ner,1995,14.88
ner,1996,12.86
ner,1997,18.34
ner,1998,14.23
ner,1999,9.36
ner,2000,11.73
ner,2001,13.42
ner,2002,14.0
ner,2003,17.65
ner,2004,18.02
ner,2005,15.37
ner,2006,14.94
ner,2007,12.7
ner,2008,11.44
ner,2009,8.99
ner,2010,13.84
nga,1960,0.782
nga,1961,0.6835
nga,1962,0.6356
nga,1963,0.4059
nga,1964,0.8259
nga,1965,1.332
nga,1966,1.118
nga,1967,1.424
nga,1968,1.365
nga,1969,1.325
nga,1970,0.8902
nga,1971,1.258
nga,1972,0.7329
nga,1973,0.542
nga,1974,0.3028
nga,1975,0.298
nga,1976,0.1461
nga,1977,0.1178
nga,1978,0.1104
nga,1979,0.05481
nga,1980,0.05714
nga,1981,0.06795
nga,1982,0.0726
nga,1983,0.1364
nga,1984,0.1182
nga,1985,0.1158
nga,1986,0.3094
nga,1987,0.3213
nga,1988,0.5286
nga,1989,1.581
nga,1990,0.997
nga,1991,1.039
nga,1992,0.8697
nga,1993,1.517
nga,1994,0.89
nga,1995,0.8149
nga,1996,0.5708
nga,1997,0.5876
nga,1998,0.6929
nga,1999,0.4559
nga,2000,0.4315
nga,2001,0.3994
nga,2002,0.5652
nga,2003,0.5137
nga,2004,0.7386
nga,2005,6.481
nga,2006,8.169
nga,2007,1.27
nga,2008,0.6721
nga,2009,1.076
nga,2010,0.9868
omn,1960,0.5652
omn,1961,0.7231
omn,1962,0.7819
omn,1963,0.6009
omn,1964,6.562
omn,1965,2.908
omn,1966,0.915
omn,1967,0.967
omn,1968,0.03501
omn,1969,0.02173
omn,1970,0.03292
omn,1971,0.8067
omn,1972,3.385
omn,1973,7.408
omn,1974,12.52
omn,1975,7.779
omn,1976,7.267
omn,1977,14.07
omn,1978,2.307
omn,1979,6.803
omn,1980,3.831
omn,1981,3.589
omn,1982,1.845
omn,1983,0.9192
omn,1984,1.237
omn,1985,0.8015
omn,1986,1.432
omn,1987,0.5817
omn,1988,0.06319
omn,1989,0.2707
omn,1990,0.5993
omn,1991,0.1173
omn,1992,0.3287
omn,1993,1.071
omn,1994,1.244
omn,1995,0.5601
omn,1996,0.5607
omn,1997,0.6562
omn,1998,4.126
omn,1999,0.3536
omn,2000,0.4168
omn,2001,0.04319
omn,2002,0.4057
omn,2003,0.3062
omn,2004,0.4151
omn,2005,0.06372
omn,2006,0.1496
omn,2007,0.5207
omn,2008,0.1291
omn,2009,0.3508
omn,2010,-0.07373
pak,1960,6.667
pak,1961,6.075
pak,1962,8.743
pak,1963,10.44
pak,1964,9.708
pak,1965,8.286
pak,1966,5.6
pak,1967,6.351
pak,1968,4.894
pak,1969,3.723
pak,1970,4.149
pak,1971,3.957
pak,1972,3.255
pak,1973,4.344
pak,1974,5.21
pak,1975,6.533
pak,1976,7.478
pak,1977,3.889
pak,1978,3.332
pak,1979,3.36
pak,1980,4.613
pak,1981,2.701
pak,1982,2.758
pak,1983,2.284
pak,1984,2.134
pak,1985,2.279
pak,1986,2.785
pak,1987,2.3
pak,1988,3.372
pak,1989,3.388
pak,1990,2.7
pak,1991,3.052
pak,1992,2.082
pak,1993,2.047
pak,1994,3.087
pak,1995,1.345
pak,1996,1.644
pak,1997,1.454
pak,1998,1.717
pak,1999,1.187
pak,2000,0.9623
pak,2001,2.722
pak,2002,2.896
pak,2003,1.249
pak,2004,1.438
pak,2005,1.443
pak,2006,1.677
pak,2007,1.557
pak,2008,0.9267
pak,2009,1.666
pak,2010,1.644
plw,1992,0.01209
plw,1993,0.01264
plw,1994,242.3
plw,1995,145.1
plw,1996,56.27
plw,1997,32.78
plw,1998,75.79
plw,1999,24.38
plw,2000,31.21
plw,2001,26.4
plw,2002,25.28
plw,2003,20.32
plw,2004,14.01
plw,2005,15.82
plw,2006,23.51
plw,2007,13.89
plw,2008,32.63
plw,2009,30.66
plw,2010,21.99
pan,1960,2.859
pan,1961,1.825
pan,1962,1.974
pan,1963,3.137
pan,1964,1.837
pan,1965,4.649
pan,1966,2.58
pan,1967,2.384
pan,1968,1.402
pan,1969,1.758
pan,1970,2.039
pan,1971,2.696
pan,1972,1.529
pan,1973,1.839
pan,1974,1.484
pan,1975,1.724
pan,1976,2.09
pan,1977,1.655
pan,1978,1.157
pan,1979,1.225
pan,1980,1.328
pan,1981,1.039
pan,1982,0.928
pan,1983,0.9825
pan,1984,1.508
pan,1985,1.325
pan,1986,1.007
pan,1987,0.6966
pan,1988,0.472
pan,1989,0.4347
pan,1990,1.967
pan,1991,1.898
pan,1992,2.499
pan,1993,1.013
pan,1994,0.422
pan,1995,0.5271
pan,1996,0.5477
pan,1997,0.4769
pan,1998,0.2073
pan,1999,0.1246
pan,2000,0.1395
pan,2001,0.2326
pan,2002,0.1694
pan,2003,0.2245
pan,2004,0.172
pan,2005,0.1861
pan,2006,0.1953
pan,2007,-0.7303
pan,2008,0.1332
pan,2009,0.2874
pan,2010,0.5172
png,1960,0.004385
png,1961,0.004132
png,1963,0.003653
png,1965,24.21
png,1966,22.01
png,1967,22.34
png,1968,22.89
png,1969,21.85
png,1970,23.59
png,1971,21.18
png,1972,23.79
png,1973,16.13
png,1974,19.36
png,1975,23.75
png,1976,16.44
png,1977,15.86
png,1978,15.39
png,1979,12.67
png,1980,13.09
png,1981,13.91
png,1982,13.8
png,1983,13.74
png,1984,12.94
png,1985,11.01
png,1986,10.06
png,1987,10.58
png,1988,10.64
png,1989,9.869
png,1990,13.32
png,1991,10.87
png,1992,11.19
png,1993,6.739
png,1994,6.335
png,1995,8.473
png,1996,8.122
png,1997,7.508
png,1998,10.26
png,1999,6.766
png,2000,8.331
png,2001,7.164
png,2002,7.422
png,2003,7.036
png,2004,7.54
png,2005,5.891
png,2006,5.656
png,2007,5.182
png,2008,3.81
png,2009,5.241
png,2010,5.521
pry,1965,2.177
pry,1966,2.687
pry,1967,3.662
pry,1968,4.053
pry,1969,3.415
pry,1970,3.222
pry,1971,3.495
pry,1972,3.318
pry,1973,2.505
pry,1974,2.65
pry,1975,2.465
pry,1976,2.443
pry,1977,2.307
pry,1978,1.689
pry,1979,0.8926
pry,1980,0.6594
pry,1981,0.9312
pry,1982,1.552
pry,1983,0.9032
pry,1984,1.149
pry,1985,1.595
pry,1986,1.889
pry,1987,2.224
pry,1988,1.925
pry,1989,2.098
pry,1990,1.063
pry,1991,2.365
pry,1992,1.533
pry,1993,1.857
pry,1994,1.348
pry,1995,1.704
pry,1996,0.9993
pry,1997,1.214
pry,1998,0.9679
pry,1999,1.068
pry,2000,1.153
pry,2001,0.9499
pry,2002,1.117
pry,2003,0.9236
pry,2004,0.3292
pry,2005,0.683
pry,2006,0.6094
pry,2007,0.8946
pry,2008,0.8022
pry,2009,1.061
pry,2010,0.5843
per,1960,-0.4889
per,1961,-0.745
per,1962,0.1982
per,1963,0.3453
per,1964,0.6069
per,1965,1.14
per,1966,0.776
per,1967,0.8622
per,1968,0.9764
per,1969,0.643
per,1970,0.7935
per,1971,0.6823
per,1972,0.7053
per,1973,0.9003
per,1974,0.6034
per,1975,0.4542
per,1976,0.4824
per,1977,0.7366
per,1978,1.215
per,1979,1.355
per,1980,1.024
per,1981,0.9674
per,1982,0.7848
per,1983,1.639
per,1984,1.661
per,1985,1.769
per,1986,1.568
per,1987,1.278
per,1988,2.484
per,1989,1.738
per,1990,1.557
per,1991,1.89
per,1992,1.161
per,1993,1.701
per,1994,0.7767
per,1995,0.7253
per,1996,0.6076
per,1997,0.6853
per,1998,0.8961
per,1999,0.8825
per,2000,0.765
per,2001,0.8547
per,2002,0.8831
per,2003,0.8749
per,2004,0.7032
per,2005,0.6009
per,2006,0.5172
per,2007,0.312
per,2008,0.391
per,2009,0.3694
per,2010,-0.1797
phl,1960,0.785
phl,1961,0.2637
phl,1962,0.6957
phl,1963,0.452
phl,1964,1.394
phl,1965,1.606
phl,1966,0.6618
phl,1967,1.223
phl,1968,0.8701
phl,1969,0.9676
phl,1970,0.7021
phl,1971,0.9966
phl,1972,2.069
phl,1973,2.228
phl,1974,1.147
phl,1975,1.197
phl,1976,1.098
phl,1977,0.9286
phl,1978,1.097
phl,1979,0.9787
phl,1980,0.9326
phl,1981,1.067
phl,1982,0.9169
phl,1983,1.308
phl,1984,1.27
phl,1985,1.56
phl,1986,3.219
phl,1987,2.286
phl,1988,2.233
phl,1989,2.002
phl,1990,2.916
phl,1991,2.323
phl,1992,3.192
phl,1993,2.677
phl,1994,1.598
phl,1995,1.18
phl,1996,1.043
phl,1997,0.7812
phl,1998,0.7829
phl,1999,0.8375
phl,2000,0.7059
phl,2001,0.7466
phl,2002,0.7034
phl,2003,0.8633
phl,2004,0.4918
phl,2005,0.5518
phl,2006,0.4671
phl,2007,0.4109
phl,2008,0.02763
phl,2009,0.1839
phl,2010,0.2655
qat,1970,0.02085
qat,1971,0.02811
qat,1972,0.04471
qat,1973,0.04353
qat,1974,0.02162
qat,1975,0.03204
qat,1976,0.04176
qat,1977,0.0265
qat,1978,0.00385
qat,1979,0.00329
qat,1980,0.006452
qat,1981,0.009243
qat,1982,0.01056
qat,1983,0.01516
qat,1984,0.0188
qat,1985,0.02767
qat,1986,0.0414
qat,1987,0.04776
qat,1988,0.02887
qat,1989,0.07463
qat,1990,0.03917
qat,1991,0.04066
qat,1992,0.03711
qat,1993,0.05119
qat,1994,0.04243
qat,1995,0.04466
rwa,1960,6.328
rwa,1961,5.885
rwa,1962,8.849
rwa,1963,5.25
rwa,1964,5.57
rwa,1965,5.487
rwa,1966,9.557
rwa,1967,8.412
rwa,1968,9.333
rwa,1969,9.358
rwa,1970,9.882
rwa,1971,11.27
rwa,1972,12.2
rwa,1973,13.47
rwa,1974,15.22
rwa,1975,15.89
rwa,1976,12.42
rwa,1977,12.78
rwa,1978,13.79
rwa,1979,13.3
rwa,1980,12.26
rwa,1981,10.83
rwa,1982,10.59
rwa,1983,10.02
rwa,1984,10.25
rwa,1985,10.35
rwa,1986,10.6
rwa,1987,11.15
rwa,1988,10.28
rwa,1989,9.42
rwa,1990,11.34
rwa,1991,18.9
rwa,1992,17.28
rwa,1993,18.09
rwa,1994,94.95
rwa,1995,53.48
rwa,1996,34.0
rwa,1997,12.51
rwa,1998,17.77
rwa,1999,20.65
rwa,2000,18.74
rwa,2001,18.45
rwa,2002,21.88
rwa,2003,18.47
rwa,2004,23.84
rwa,2005,22.61
rwa,2006,19.56
rwa,2007,19.42
rwa,2008,19.96
rwa,2009,17.9
rwa,2010,18.5
kna,1977,7.135
kna,1978,6.219
kna,1979,4.586
kna,1980,13.27
kna,1981,6.579
kna,1982,5.278
kna,1983,4.665
kna,1984,5.147
kna,1985,5.809
kna,1986,5.941
kna,1987,6.983
kna,1988,11.49
kna,1989,10.03
kna,1990,5.256
kna,1991,4.766
kna,1992,4.703
kna,1993,5.778
kna,1994,2.252
kna,1995,1.774
kna,1996,3.04
kna,1997,2.83
kna,1998,2.52
kna,1999,1.689
kna,2000,1.009
kna,2001,2.405
kna,2002,6.387
kna,2003,0.0383
kna,2004,0.008721
kna,2005,0.4987
kna,2006,0.8641
kna,2007,0.5216
kna,2008,6.613
kna,2009,0.7898
kna,2010,1.803
lca,1979,2.225
lca,1980,6.576
lca,1981,7.662
lca,1982,5.73
lca,1983,4.477
lca,1984,2.908
lca,1985,3.749
lca,1986,5.277
lca,1987,4.512
lca,1988,6.838
lca,1989,6.214
lca,1990,3.334
lca,1991,5.797
lca,1992,6.059
lca,1993,5.607
lca,1994,5.684
lca,1995,9.252
lca,1996,7.274
lca,1997,4.48
lca,1998,0.9915
lca,1999,3.94
lca,2000,1.525
lca,2001,2.498
lca,2002,4.843
lca,2003,2.112
lca,2004,-2.701
lca,2005,1.255
lca,2006,1.915
lca,2007,1.826
lca,2008,1.731
lca,2009,3.639
lca,2010,3.524
vct,1973,0.3978
vct,1974,11.12
vct,1975,17.99
vct,1976,13.48
vct,1977,10.81
vct,1978,9.528
vct,1979,10.57
vct,1980,16.33
vct,1981,12.5
vct,1982,9.16
vct,1983,5.733
vct,1984,3.845
vct,1985,4.942
vct,1986,10.42
vct,1987,9.686
vct,1988,10.84
vct,1989,8.969
vct,1990,8.208
vct,1991,7.905
vct,1992,8.021
vct,1993,5.945
vct,1994,4.068
vct,1995,18.7
vct,1996,9.708
vct,1997,2.085
vct,1998,6.732
vct,1999,5.227
vct,2000,1.634
vct,2001,1.959
vct,2002,1.027
vct,2003,1.413
vct,2004,2.154
vct,2005,1.474
vct,2006,0.8081
vct,2007,9.937
vct,2008,3.972
vct,2009,4.665
vct,2010,2.563
wsm,1982,18.48
wsm,1983,23.44
wsm,1984,19.36
wsm,1985,20.44
wsm,1986,22.87
wsm,1987,30.85
wsm,1988,19.25
wsm,1989,20.15
wsm,1990,28.94
wsm,1991,35.07
wsm,1992,29.79
wsm,1993,31.14
wsm,1994,25.6
wsm,1995,22.31
wsm,1996,14.44
wsm,1997,10.78
wsm,1998,14.88
wsm,1999,9.958
wsm,2000,11.05
wsm,2001,17.5
wsm,2002,14.71
wsm,2003,11.37
wsm,2004,8.41
wsm,2005,11.22
wsm,2006,11.24
wsm,2007,8.274
wsm,2008,7.322
wsm,2009,15.2
wsm,2010,24.47
stp,2000,47.33
stp,2001,51.25
stp,2002,29.16
stp,2003,39.39
stp,2004,32.16
stp,2005,29.01
stp,2006,18.12
stp,2007,34.19
stp,2008,25.81
stp,2009,15.55
stp,2010,24.44
