geo,time,aid_received_percent_of_gni
sau,1960,0.5672
sau,1961,-0.01219
sau,1962,-0.5955
sau,1963,-0.1419
sau,1964,-0.02144
sau,1965,0.01568
sau,1966,0.01238
sau,1967,0.01594
sau,1968,0.01411
sau,1969,0.03567
sau,1970,0.03492
sau,1971,0.02965
sau,1972,0.0243
sau,1973,0.02167
sau,1974,0.008248
sau,1975,0.006466
sau,1976,0.002806
sau,1977,0.009048
sau,1978,0.007699
sau,1979,0.009365
sau,1980,0.007783
sau,1981,0.01373
sau,1982,0.02883
sau,1983,0.0299
sau,1984,0.0271
sau,1985,0.02399
sau,1986,0.03093
sau,1987,0.02231
sau,1988,0.01909
sau,1989,0.01299
sau,1990,0.01175
sau,1991,0.009985
sau,1992,0.03514
sau,1993,0.02137
sau,1994,0.01231
sau,1995,0.0117
sau,1996,0.00879
sau,1997,0.0008225
sau,1998,0.01117
sau,1999,0.01352
sau,2000,0.01162
sau,2001,0.007184
sau,2002,0.009096
sau,2003,0.006466
sau,2004,0.008045
sau,2005,0.007812
sau,2006,0.006655
sau,2007,-0.0335
sen,1968,4.822
sen,1969,5.676
sen,1970,4.209
sen,1971,5.111
sen,1972,3.83
sen,1973,5.479
sen,1974,8.59
sen,1975,6.454
sen,1976,5.352
sen,1977,5.281
sen,1978,8.449
sen,1979,9.654
sen,1980,7.672
sen,1981,12.87
sen,1982,9.506
sen,1983,12.22
sen,1984,14.03
sen,1985,10.25
sen,1986,14.42
sen,1987,13.72
sen,1988,12.58
sen,1989,15.1
sen,1990,14.71
sen,1991,11.57
sen,1992,11.28
sen,1993,8.986
sen,1994,17.01
sen,1995,13.81
sen,1996,11.49
sen,1997,9.2
sen,1998,10.07
sen,1999,10.59
sen,2000,9.396
sen,2001,9.002
sen,2002,8.469
sen,2003,6.764
sen,2004,13.47
sen,2005,8.169
sen,2006,9.32
sen,2007,7.755
sen,2008,8.011
sen,2009,8.071
sen,2010,7.292
srb,1997,0.4548
srb,1998,0.6675
srb,1999,4.01
srb,2000,18.65
srb,2001,11.55
srb,2002,13.87
srb,2003,6.756
srb,2004,4.928
srb,2005,4.281
srb,2006,5.477
srb,2007,2.206
srb,2008,2.097
srb,2009,1.557
srb,2010,1.758
syc,1960,9.19
syc,1961,8.658
syc,1962,3.889
syc,1963,4.618
syc,1964,6.132
syc,1965,9.974
syc,1966,5.678
syc,1967,13.52
syc,1968,15.36
syc,1969,7.875
syc,1970,21.9
syc,1971,35.34
syc,1972,28.56
syc,1973,21.74
syc,1974,19.86
syc,1975,15.71
syc,1976,15.69
syc,1977,17.96
syc,1978,20.45
syc,1979,21.22
syc,1980,15.14
syc,1981,11.1
syc,1982,12.59
syc,1983,10.8
syc,1984,10.33
syc,1985,13.52
syc,1986,14.31
syc,1987,10.26
syc,1988,7.735
syc,1989,6.665
syc,1990,10.0
syc,1991,6.244
syc,1992,4.498
syc,1993,4.185
syc,1994,2.631
syc,1995,2.626
syc,1996,3.873
syc,1997,3.096
syc,1998,4.077
syc,1999,2.16
syc,2000,3.961
syc,2001,2.187
syc,2002,9.158
syc,2003,1.532
syc,2004,1.555
syc,2005,1.908
syc,2006,1.397
syc,2007,1.156
syc,2008,1.4
syc,2009,2.864
syc,2010,6.254
sle,1964,2.694
sle,1965,4.86
sle,1966,2.714
sle,1967,2.14
sle,1968,3.231
sle,1969,2.139
sle,1970,1.558
sle,1971,2.535
sle,1972,2.23
sle,1973,2.493
sle,1974,1.624
sle,1975,2.496
sle,1976,2.241
sle,1977,3.784
sle,1978,4.257
sle,1979,4.9
sle,1980,8.459
sle,1981,5.485
sle,1982,6.429
sle,1983,6.726
sle,1984,5.475
sle,1985,7.703
sle,1986,20.08
sle,1987,9.848
sle,1988,10.17
sle,1989,11.15
sle,1990,10.23
sle,1991,14.35
sle,1992,21.98
sle,1993,28.49
sle,1994,34.28
sle,1995,25.93
sle,1996,20.07
sle,1997,14.16
sle,1998,16.7
sle,1999,11.42
sle,2000,29.32
sle,2001,42.93
sle,2002,42.41
sle,2003,35.19
sle,2004,36.38
sle,2005,28.9
sle,2006,27.89
sle,2007,33.75
sle,2008,19.74
sle,2009,24.15
sle,2010,24.45
sgp,1965,0.2267
sgp,1966,0.1645
sgp,1967,0.5428
sgp,1968,0.3172
sgp,1969,0.9071
sgp,1970,1.478
sgp,1971,1.369
sgp,1972,1.098
sgp,1973,0.7011
sgp,1974,0.4162
sgp,1975,0.216
sgp,1976,0.1953
sgp,1977,0.2004
sgp,1978,0.08858
sgp,1979,0.05972
sgp,1980,0.1235
sgp,1981,0.1631
sgp,1982,0.1342
sgp,1983,0.08336
sgp,1984,0.2059
sgp,1985,0.1211
sgp,1986,0.158
sgp,1987,0.1146
sgp,1988,0.08771
sgp,1989,0.3135
sgp,1990,-0.008676
sgp,1991,0.01832
sgp,1992,0.04063
sgp,1993,0.04026
sgp,1994,0.02432
sgp,1995,0.02048
svn,1993,0.05657
svn,1994,0.2189
svn,1995,0.2487
svn,1996,0.3859
svn,1997,0.4715
svn,1998,0.1824
svn,1999,0.1387
svn,2000,0.3042
svn,2001,0.6117
svn,2002,0.2293
slb,1972,45.33
slb,1973,30.73
slb,1974,21.02
slb,1975,45.07
slb,1976,37.53
slb,1977,27.87
slb,1978,38.94
slb,1979,27.02
slb,1980,41.29
slb,1981,25.93
slb,1982,22.11
slb,1983,23.0
slb,1984,11.52
slb,1985,13.57
slb,1986,22.02
slb,1987,34.92
slb,1988,27.5
slb,1989,21.69
slb,1990,22.02
slb,1991,15.89
slb,1992,17.62
slb,1993,21.99
slb,1994,16.52
slb,1995,14.87
slb,1996,12.59
slb,1997,7.448
slb,1998,9.179
slb,1999,8.318
slb,2000,15.67
slb,2001,14.58
slb,2002,7.705
slb,2003,18.12
slb,2004,32.03
slb,2005,47.77
slb,2006,44.37
slb,2007,44.76
slb,2008,40.68
slb,2009,43.51
slb,2010,61.38
som,1960,11.92
som,1961,12.13
som,1962,11.69
som,1963,14.09
som,1964,9.488
som,1965,11.77
som,1966,19.58
som,1967,5.31
som,1968,11.16
som,1969,11.01
som,1970,8.728
som,1971,9.244
som,1972,7.124
som,1973,10.02
som,1974,17.24
som,1975,23.26
som,1976,12.51
som,1977,47.22
som,1978,46.64
som,1979,46.25
som,1980,79.63
som,1981,55.05
som,1982,62.17
som,1983,46.86
som,1984,46.7
som,1985,42.39
som,1986,58.01
som,1987,61.29
som,1988,44.16
som,1989,41.3
som,1990,61.66
zaf,1993,0.2117
zaf,1994,0.2198
zaf,1995,0.2605
zaf,1996,0.2577
zaf,1997,0.3404
zaf,1998,0.3912
zaf,1999,0.4158
zaf,2000,0.375
zaf,2001,0.3707
zaf,2002,0.472
zaf,2003,0.4008
zaf,2004,0.2929
zaf,2005,0.2851
zaf,2006,0.2794
zaf,2007,0.2921
zaf,2008,0.4247
zaf,2009,0.3883
zaf,2010,0.2892
lka,1960,0.7885
lka,1961,0.7981
lka,1962,0.9091
lka,1963,0.8817
lka,1964,0.6796
lka,1965,0.8881
lka,1966,1.658
lka,1967,2.469
lka,1968,3.05
lka,1969,2.552
lka,1970,2.294
lka,1971,2.582
lka,1972,2.458
lka,1973,2.194
lka,1974,2.468
lka,1975,4.375
lka,1976,5.383
lka,1977,5.227
lka,1978,12.87
lka,1979,9.494
lka,1980,9.514
lka,1981,8.538
lka,1982,8.599
lka,1983,9.124
lka,1984,7.743
lka,1985,7.866
lka,1986,8.572
lka,1987,7.155
lka,1988,9.099
lka,1989,8.907
lka,1990,9.134
lka,1991,9.961
lka,1992,6.607
lka,1993,6.422
lka,1994,5.159
lka,1995,4.307
lka,1996,3.549
lka,1997,2.218
lka,1998,2.729
lka,1999,1.704
lka,2000,1.718
lka,2001,2.207
lka,2002,2.037
lka,2003,3.59
lka,2004,2.475
lka,2005,4.817
lka,2006,2.821
lka,2007,1.922
lka,2008,1.84
lka,2009,1.689
lka,2010,1.185
sdn,1960,2.437
sdn,1961,1.176
sdn,1962,0.7398
sdn,1963,1.126
sdn,1964,1.447
sdn,1965,2.035
sdn,1966,2.541
sdn,1967,0.9256
sdn,1968,1.934
sdn,1969,0.4851
sdn,1970,0.3734
sdn,1971,0.392
sdn,1972,2.586
sdn,1973,1.217
sdn,1974,5.339
sdn,1975,6.16
sdn,1976,4.401
sdn,1977,4.101
sdn,1978,4.681
sdn,1979,8.323
sdn,1980,8.922
sdn,1981,6.874
sdn,1982,8.264
sdn,1983,11.6
sdn,1984,6.37
sdn,1985,9.331
sdn,1986,6.058
sdn,1987,4.452
sdn,1988,6.236
sdn,1989,5.109
sdn,1990,7.435
sdn,1991,8.867
sdn,1992,8.662
sdn,1993,5.578
sdn,1994,3.43
sdn,1995,1.835
sdn,1996,2.514
sdn,1997,1.222
sdn,1998,1.938
sdn,1999,2.403
sdn,2000,1.948
sdn,2001,1.526
sdn,2002,2.165
sdn,2003,3.681
sdn,2004,4.887
sdn,2005,7.248
sdn,2006,6.236
sdn,2007,5.103
sdn,2008,5.268
sdn,2009,4.853
sdn,2010,3.484
sur,1960,10.4
sur,1961,11.44
sur,1962,9.356
sur,1963,13.58
sur,1964,10.38
sur,1965,12.58
sur,1966,2.206
sur,1967,2.061
sur,1968,9.113
sur,1969,8.556
sur,1970,11.41
sur,1971,11.29
sur,1972,12.79
sur,1973,9.782
sur,1974,12.34
sur,1975,10.32
sur,1976,19.53
sur,1977,13.14
sur,1978,8.23
sur,1979,11.29
sur,1980,9.312
sur,1981,9.465
sur,1982,9.71
sur,1983,0.3861
sur,1984,0.5316
sur,1985,1.125
sur,1986,1.352
sur,1987,2.015
sur,1988,1.65
sur,1989,9.252
sur,1990,15.66
sur,1991,10.2
sur,1992,20.07
sur,1994,10.08
sur,1995,11.1
sur,1996,12.58
sur,1997,8.269
sur,1998,5.341
sur,1999,4.805
sur,2000,3.85
sur,2001,3.393
sur,2002,1.123
sur,2003,0.8883
sur,2004,1.681
sur,2005,2.521
sur,2006,2.494
sur,2007,5.123
sur,2008,2.856
sur,2009,4.03
sur,2010,2.44
swz,1960,28.53
swz,1961,31.28
swz,1962,17.44
swz,1963,14.11
swz,1964,23.11
swz,1965,25.52
swz,1966,15.6
swz,1967,14.53
swz,1968,11.23
swz,1969,10.66
swz,1970,6.158
swz,1971,1.663
swz,1972,6.616
swz,1973,5.449
swz,1990,4.568
swz,1991,4.309
swz,1992,4.091
swz,1993,3.853
swz,1994,4.116
swz,1995,3.245
swz,1996,1.892
swz,1997,1.523
swz,1998,2.13
swz,1999,1.772
swz,2000,0.8424
swz,2001,2.008
swz,2002,1.817
swz,2003,2.212
swz,2004,1.027
swz,2005,1.689
swz,2006,1.174
swz,2007,1.637
swz,2008,2.318
swz,2009,1.982
swz,2010,2.634
syr,1960,2.077
syr,1961,1.66
syr,1962,2.179
syr,1963,0.2187
syr,1964,0.3405
syr,1965,0.2147
syr,1966,1.459
syr,1967,0.3548
syr,1968,0.287
syr,1969,0.4722
syr,1970,0.9844
syr,1971,0.8074
syr,1972,1.72
syr,1973,12.65
syr,1974,14.33
syr,1975,11.62
syr,1976,10.01
syr,1977,12.87
syr,1978,9.456
syr,1979,19.81
syr,1980,14.09
syr,1981,11.27
syr,1982,6.886
syr,1983,4.931
syr,1984,3.547
syr,1985,3.604
syr,1986,5.331
syr,1987,7.002
syr,1988,1.817
syr,1989,1.329
syr,1990,7.383
syr,1991,4.257
syr,1992,1.525
syr,1993,1.935
syr,1994,7.23
syr,1995,3.071
syr,1996,1.569
syr,1997,1.425
syr,1998,1.055
syr,1999,1.497
syr,2000,0.8616
syr,2001,0.7528
syr,2002,0.3039
syr,2003,0.5823
syr,2004,0.4341
syr,2005,0.251
syr,2006,0.05924
syr,2007,0.2103
syr,2008,0.3048
syr,2009,0.3939
syr,2010,0.2357
tjk,1992,0.6201
tjk,1993,1.592
tjk,1994,5.078
tjk,1995,5.501
tjk,1996,10.66
tjk,1997,9.568
tjk,1998,12.48
tjk,1999,11.59
tjk,2000,14.99
tjk,2001,16.05
tjk,2002,14.46
tjk,2003,10.12
tjk,2004,12.67
tjk,2005,11.26
tjk,2006,8.84
tjk,2007,6.113
tjk,2008,5.651
tjk,2009,8.317
tjk,2010,7.837
tza,1988,20.49
tza,1989,21.38
tza,1990,28.56
tza,1991,22.49
tza,1992,30.22
tza,1993,23.07
tza,1994,22.12
tza,1995,16.99
tza,1996,13.5
tza,1997,12.48
tza,1998,10.84
tza,1999,10.33
tza,2000,10.52
tza,2001,12.41
tza,2002,11.87
tza,2003,14.96
tza,2004,13.94
tza,2005,10.83
tza,2006,13.31
tza,2007,16.93
tza,2008,11.41
tza,2009,13.91
tza,2010,13.08
tha,1960,1.59
tha,1961,0.9694
tha,1962,1.148
tha,1963,1.028
tha,1964,0.8206
tha,1965,1.119
tha,1966,0.8018
tha,1967,1.031
tha,1968,1.151
tha,1969,1.018
tha,1970,1.043
tha,1971,0.8507
tha,1972,0.6584
tha,1973,0.5631
tha,1974,0.5173
tha,1975,0.5683
tha,1976,0.9934
tha,1977,0.6686
tha,1978,1.086
tha,1979,1.445
tha,1980,1.302
tha,1981,1.182
tha,1982,1.075
tha,1983,1.073
tha,1984,1.116
tha,1985,1.196
tha,1986,1.099
tha,1987,0.9429
tha,1988,0.8761
tha,1989,0.9628
tha,1990,0.9441
tha,1991,0.7372
tha,1992,0.6771
tha,1993,0.4714
tha,1994,0.4058
tha,1995,0.5064
tha,1996,0.4655
tha,1997,0.4241
tha,1998,0.6465
tha,1999,0.8497
tha,2000,0.5766
tha,2001,0.2491
tha,2002,0.2395
tha,2003,-0.6895
tha,2004,0.03071
tha,2005,-0.09992
tha,2006,-0.1092
tha,2007,-0.1307
tha,2008,-0.2353
tha,2009,-0.03068
tha,2010,-0.003735
tls,2000,71.56
tls,2001,69.22
tls,2002,74.76
tls,2003,56.3
tls,2004,35.8
tls,2005,21.84
tls,2006,16.13
tls,2007,14.23
tls,2008,8.439
tls,2009,8.331
tls,2010,9.203
tgo,1960,0.09117
tgo,1961,2.341
tgo,1962,3.422
tgo,1963,4.527
tgo,1964,8.826
tgo,1965,7.353
tgo,1966,5.649
tgo,1967,6.185
tgo,1968,7.991
tgo,1969,6.654
tgo,1970,6.794
tgo,1971,6.831
tgo,1972,6.586
tgo,1973,6.558
tgo,1974,6.886
tgo,1975,6.808
tgo,1976,6.954
tgo,1977,8.363
tgo,1978,12.68
tgo,1979,12.58
tgo,1980,8.249
tgo,1981,6.798
tgo,1982,9.765
tgo,1983,15.37
tgo,1984,15.93
tgo,1985,15.29
tgo,1986,16.73
tgo,1987,10.1
tgo,1988,15.44
tgo,1989,15.16
tgo,1990,16.16
tgo,1991,12.68
tgo,1992,13.36
tgo,1993,7.937
tgo,1994,13.39
tgo,1995,15.13
tgo,1996,10.8
tgo,1997,8.513
tgo,1998,8.207
tgo,1999,4.645
tgo,2000,5.497
tgo,2001,3.537
tgo,2002,3.534
tgo,2003,3.023
tgo,2004,3.409
tgo,2005,3.968
tgo,2006,3.691
tgo,2007,4.91
tgo,2008,10.48
tgo,2009,15.86
tgo,2010,13.22
ton,1981,27.28
ton,1982,26.66
ton,1983,28.69
ton,1984,23.58
ton,1985,21.31
ton,1986,20.71
ton,1987,24.92
ton,1988,16.38
ton,1989,22.15
ton,1990,25.54
ton,1991,14.34
ton,1992,17.1
ton,1993,22.38
ton,1994,17.35
ton,1995,18.83
ton,1996,14.25
ton,1997,12.67
ton,1998,12.56
ton,1999,10.54
ton,2000,9.851
ton,2001,12.09
ton,2002,12.2
ton,2003,13.26
ton,2004,7.938
ton,2005,12.08
ton,2006,7.135
ton,2007,10.01
ton,2008,7.255
ton,2009,12.08
ton,2010,18.9
tto,1961,0.01544
tto,1962,0.09945
tto,1963,1.877
tto,1964,1.868
tto,1965,2.387
tto,1966,1.379
tto,1967,0.3086
tto,1968,1.248
tto,1969,0.9469
tto,1970,0.7638
tto,1971,0.7532
tto,1972,0.4335
tto,1973,0.3452
tto,1974,0.3256
tto,1975,0.2285
tto,1976,0.1969
tto,1977,0.1867
tto,1978,0.128
tto,1979,0.09338
tto,1980,0.06638
tto,1981,-0.03098
tto,1982,0.06712
tto,1983,0.06787
tto,1984,0.05889
tto,1985,0.09252
tto,1986,0.4169
tto,1987,0.7577
tto,1988,0.2008
tto,1989,0.1462
tto,1990,0.3805
tto,1991,-0.04489
tto,1992,0.1466
tto,1993,0.03357
tto,1994,0.4643
tto,1995,0.5111
tto,1996,0.3146
tto,1997,0.6167
tto,1998,0.2417
tto,1999,0.4088
tto,2000,-0.02033
tto,2001,-0.02088
tto,2002,-0.1006
tto,2003,-0.02747
tto,2004,-0.01449
tto,2005,-0.01292
tto,2006,0.07895
tto,2007,0.1002
tto,2008,0.03468
tto,2009,0.03653
tto,2010,0.0218
tun,1961,10.85
tun,1962,8.032
tun,1963,8.239
tun,1964,7.027
tun,1965,9.406
tun,1966,8.167
tun,1967,8.536
tun,1968,6.17
tun,1969,9.378
tun,1970,8.176
tun,1971,6.535
tun,1972,5.243
tun,1973,5.135
tun,1974,5.094
tun,1975,5.11
tun,1976,5.047
tun,1977,5.021
tun,1978,5.389
tun,1979,3.026
tun,1980,2.728
tun,1981,2.933
tun,1982,2.666
tun,1983,2.532
tun,1984,2.225
tun,1985,2.017
tun,1986,2.587
tun,1987,3.019
tun,1988,3.309
tun,1989,2.938
tun,1990,3.304
tun,1991,2.832
tun,1992,2.627
tun,1993,1.777
tun,1994,0.7107
tun,1995,0.4332
tun,1996,0.6786
tun,1997,0.9788
tun,1998,0.7159
tun,1999,1.145
tun,2000,1.08
tun,2001,1.727
tun,2002,0.9953
tun,2003,1.135
tun,2004,1.177
tun,2005,1.183
tun,2006,1.315
tun,2007,0.8702
tun,2008,0.8846
tun,2009,1.218
tun,2010,1.311
tur,1967,1.268
tur,1968,1.003
tur,1969,0.8887
tur,1970,1.034
tur,1971,1.259
tur,1972,1.145
tur,1973,0.324
tur,1974,0.1417
tur,1975,0.1314
tur,1976,0.2468
tur,1977,0.1594
tur,1978,0.2716
tur,1979,0.6601
tur,1980,1.41
tur,1981,1.046
tur,1982,1.028
tur,1983,0.5921
tur,1984,0.4127
tur,1985,0.275
tur,1986,0.4603
tur,1987,0.4453
tur,1988,0.319
tur,1989,0.1383
tur,1990,0.88
tur,1991,1.085
tur,1992,0.2277
tur,1993,0.2514
tur,1994,0.1549
tur,1995,0.188
tur,1996,0.1373
tur,1997,0.003072
tur,1998,0.01055
tur,1999,0.004248
tur,2000,0.1245
tur,2001,0.06891
tur,2002,0.1224
tur,2003,0.05534
tur,2004,0.07381
tur,2005,0.083
tur,2006,0.1079
tur,2007,0.1238
tur,2008,0.1546
tur,2009,0.2245
tur,2010,0.1446
tkm,1993,0.971
tkm,1994,1.002
tkm,1995,1.228
tkm,1996,0.9866
tkm,1997,0.8166
tkm,1998,1.039
tkm,1999,1.022
tkm,2000,1.294
tkm,2001,2.194
tkm,2002,1.008
tkm,2003,0.4841
tkm,2004,0.8061
tkm,2005,0.4027
tkm,2006,0.4218
tkm,2007,0.239
tkm,2008,0.1001
tkm,2009,0.2102
tkm,2010,0.2204
tuv,2001,38.1
tuv,2002,35.15
tuv,2003,22.2
tuv,2004,21.86
tuv,2005,24.6
tuv,2006,40.3
tuv,2007,24.27
tuv,2008,31.55
tuv,2009,35.87
tuv,2010,25.93
uga,1960,4.882
uga,1961,4.819
uga,1962,6.469
uga,1963,3.822
uga,1964,3.836
uga,1965,2.324
uga,1966,2.597
uga,1967,2.276
uga,1968,2.177
uga,1969,2.389
uga,1970,2.644
uga,1971,2.277
uga,1972,2.77
uga,1973,1.313
uga,1974,0.8416
uga,1975,2.201
uga,1976,0.8581
uga,1977,0.5715
uga,1978,1.636
uga,1979,2.221
uga,1980,9.162
uga,1981,10.24
uga,1982,6.106
uga,1983,6.229
uga,1984,4.541
uga,1985,5.177
uga,1986,4.938
uga,1987,4.804
uga,1988,6.069
uga,1989,9.913
uga,1990,15.69
uga,1991,20.32
uga,1992,26.12
uga,1993,19.21
uga,1994,19.12
uga,1995,14.62
uga,1996,11.23
uga,1997,13.0
uga,1998,9.966
uga,1999,10.11
uga,2000,14.02
uga,2001,14.31
uga,2002,11.97
uga,2003,16.04
uga,2004,15.55
uga,2005,13.3
uga,2006,16.31
uga,2007,14.87
uga,2008,11.59
uga,2009,11.5
uga,2010,10.22
ukr,2005,0.4834
ukr,2006,0.456
ukr,2007,0.2989
ukr,2008,0.3461
ukr,2009,0.5804
ukr,2010,0.466
ury,1960,1.403
ury,1961,-0.03699
ury,1962,0.1141
ury,1963,0.8042
ury,1964,0.2259
ury,1965,0.01713
ury,1966,0.333
ury,1967,0.388
ury,1968,3.308
ury,1969,1.01
ury,1970,0.6158
ury,1971,0.4173
ury,1972,1.117
ury,1973,0.506
ury,1974,0.2774
ury,1975,0.3498
ury,1976,0.3515
ury,1977,0.191
ury,1978,0.211
ury,1979,0.196
ury,1980,0.09835
ury,1981,0.06451
ury,1982,0.03971
ury,1983,0.05213
ury,1984,0.08494
ury,1985,0.1094
ury,1986,0.473
ury,1987,0.2488
ury,1988,0.5153
ury,1989,0.4747
ury,1990,0.5851
ury,1991,0.4461
ury,1992,0.5439
ury,1993,0.7585
ury,1994,0.4242
ury,1995,0.3457
ury,1996,0.1693
ury,1997,0.1439
ury,1998,0.09588
ury,1999,0.09178
ury,2000,0.07646
ury,2001,0.07292
ury,2002,0.1003
ury,2003,0.2041
ury,2004,0.2218
ury,2005,0.08563
ury,2006,0.1101
ury,2007,0.1617
ury,2008,0.113
ury,2009,0.1689
ury,2010,0.1226
uzb,1992,0.01167
uzb,1993,0.061
uzb,1994,0.2194
uzb,1995,0.6283
uzb,1996,0.632
uzb,1997,0.9589
uzb,1998,1.063
uzb,1999,0.919
uzb,2000,1.372
uzb,2001,1.374
uzb,2002,1.983
uzb,2003,1.942
uzb,2004,2.052
uzb,2005,1.189
uzb,2006,0.8812
uzb,2007,0.7308
uzb,2008,0.632
uzb,2009,0.5628
uzb,2010,0.5701
vut,1979,38.3
vut,1980,45.88
vut,1981,36.96
vut,1982,31.34
vut,1983,27.56
vut,1984,20.17
vut,1985,17.73
vut,1986,20.48
vut,1987,44.58
vut,1988,27.88
vut,1989,27.12
vut,1990,30.46
vut,1991,30.26
vut,1992,22.82
vut,1993,19.32
vut,1994,21.88
vut,1995,21.02
vut,1996,14.06
vut,1997,11.91
vut,1998,16.0
vut,1999,14.15
vut,2000,17.68
vut,2001,12.49
vut,2002,10.98
vut,2003,11.0
vut,2004,11.23
vut,2005,10.75
vut,2006,11.75
vut,2007,11.34
vut,2008,15.71
vut,2009,18.16
vut,2010,16.44
ven,1960,-0.09267
ven,1961,-0.05852
ven,1962,0.7457
ven,1963,0.4748
ven,1964,-0.6139
ven,1965,0.0427
ven,1966,0.3233
ven,1967,0.209
ven,1968,0.502
ven,1969,0.1237
ven,1970,0.07878
ven,1971,0.07434
ven,1972,0.1376
ven,1973,0.08466
ven,1974,0.02752
ven,1975,0.05763
ven,1976,-0.001371
ven,1977,-0.0005421
ven,1978,-0.03173
ven,1979,0.0117
ven,1980,0.0225
ven,1981,0.01809
ven,1982,0.01643
ven,1983,0.01238
ven,1984,0.02611
ven,1985,0.02
ven,1986,0.02781
ven,1987,0.04192
ven,1988,0.04005
ven,1989,0.1503
ven,1990,0.1651
ven,1991,0.05497
ven,1992,0.05886
ven,1993,0.07226
ven,1994,0.04796
ven,1995,0.05939
ven,1996,0.05678
ven,1997,0.01071
ven,1998,0.04761
ven,1999,0.04582
ven,2000,0.06571
ven,2001,0.03696
ven,2002,0.06272
ven,2003,0.09978
ven,2004,0.04128
ven,2005,0.0351
ven,2006,0.03449
ven,2007,0.03339
ven,2008,0.01874
ven,2009,0.02033
ven,2010,0.01358
pse,1994,14.79
pse,1995,13.9
pse,1996,14.56
pse,1997,14.53
pse,1998,13.14
pse,1999,11.79
pse,2000,14.31
pse,2001,26.85
pse,2002,30.69
pse,2003,29.26
pse,2004,29.01
pse,2005,23.02
vnm,1989,1.873
vnm,1990,2.98
vnm,1991,2.497
vnm,1992,5.931
vnm,1993,1.985
vnm,1994,5.69
vnm,1995,4.07
vnm,1996,3.857
vnm,1997,3.788
vnm,1998,4.408
vnm,1999,5.048
vnm,2000,5.472
vnm,2001,4.44
vnm,2002,3.711
vnm,2003,4.552
vnm,2004,4.142
vnm,2005,3.69
vnm,2006,3.101
vnm,2007,3.647
vnm,2008,2.895
vnm,2009,4.029
vnm,2010,2.882
yem,1990,8.016
yem,1991,5.168
yem,1992,4.019
yem,1993,5.946
yem,1994,4.186
yem,1995,4.203
yem,1996,4.769
yem,1997,5.681
yem,1998,6.587
yem,1999,6.611
yem,2000,3.512
yem,2001,4.042
yem,2002,2.195
yem,2003,2.268
yem,2004,2.127
yem,2005,1.959
yem,2006,1.61
yem,2007,1.195
yem,2008,1.718
yem,2009,2.328
yem,2010,2.28
zmb,1960,0.1469
zmb,1961,0.1473
zmb,1962,0.9629
zmb,1963,0.8455
zmb,1964,2.892
zmb,1965,1.089
zmb,1966,2.521
zmb,1967,4.806
zmb,1968,2.019
zmb,1969,1.089
zmb,1970,0.76
zmb,1971,1.334
zmb,1972,1.207
zmb,1973,2.0
zmb,1974,2.097
zmb,1975,3.794
zmb,1976,2.471
zmb,1977,4.493
zmb,1978,6.984
zmb,1979,9.027
zmb,1980,8.824
zmb,1981,5.925
zmb,1982,8.679
zmb,1983,7.002
zmb,1984,9.65
zmb,1985,16.08
zmb,1986,33.24
zmb,1987,21.98
zmb,1988,14.31
zmb,1989,10.22
zmb,1990,15.78
zmb,1991,29.34
zmb,1992,35.95
zmb,1993,28.72
zmb,1994,22.99
zmb,1995,62.77
zmb,1996,19.84
zmb,1997,16.66
zmb,1998,11.54
zmb,1999,21.0
zmb,2000,25.66
zmb,2001,16.36
zmb,2002,22.79
zmb,2003,18.45
zmb,2004,22.43
zmb,2005,17.9
zmb,2006,15.39
zmb,2007,10.09
zmb,2008,8.429
zmb,2009,10.23
zmb,2010,6.167
zwe,1961,0.0009433
zwe,1963,0.9775
zwe,1964,0.3982
zwe,1965,0.2924
zwe,1966,0.03193
zwe,1967,0.02759
zwe,1968,0.1439
zwe,1969,0.0377
zwe,1970,0.03167
zwe,1971,0.03026
zwe,1972,0.03141
zwe,1973,0.02599
zwe,1974,0.04021
zwe,1975,0.09354
zwe,1976,0.1477
zwe,1977,0.156
zwe,1978,0.2148
zwe,1979,0.245
zwe,1980,2.46
zwe,1981,2.216
zwe,1982,2.567
zwe,1983,2.742
zwe,1984,4.764
zwe,1985,4.269
zwe,1986,3.695
zwe,1987,4.461
zwe,1988,3.567
zwe,1989,3.232
zwe,1990,3.927
zwe,1991,4.662
zwe,1992,12.19
zwe,1993,7.854
zwe,1994,8.476
zwe,1995,7.208
zwe,1996,4.486
zwe,1997,4.13
zwe,1998,4.341
zwe,1999,3.76
zwe,2000,2.775
zwe,2001,2.495
zwe,2002,3.273
zwe,2003,3.394
zwe,2004,3.387
zwe,2005,6.802
zwe,2006,5.423
zwe,2007,9.712
zwe,2008,14.61
zwe,2009,13.06
zwe,2010,10.06
