geo,aged_15_64_labour_force_participation_rate_percent,time
ecu,63.3,2000
ecu,63.9,2001
ecu,64.5,2002
ecu,65.1,2003
ecu,65.7,2004
ecu,66.3,2005
ecu,67.0,2006
ecu,67.2,2007
egy,46.3,1980
egy,47.5,1981
egy,48.7,1982
egy,50.0,1983
egy,49.7,1984
egy,50.0,1985
egy,50.3,1986
egy,50.7,1987
egy,51.0,1988
egy,51.3,1989
egy,50.5,1990
egy,48.9,1991
egy,48.9,1992
egy,49.6,1993
egy,49.6,1994
egy,49.3,1995
egy,48.9,1996
egy,48.4,1997
egy,47.9,1998
egy,49.2,1999
egy,49.0,2000
egy,48.5,2001
egy,49.4,2002
egy,49.6,2003
egy,49.8,2004
egy,49.9,2005
egy,50.0,2006
egy,50.2,2007
slv,63.8,1980
slv,64.2,1981
slv,64.5,1982
slv,64.8,1983
slv,65.1,1984
slv,65.4,1985
slv,65.8,1986
slv,66.1,1987
slv,66.4,1988
slv,66.8,1989
slv,67.1,1990
slv,65.3,1991
slv,62.8,1992
slv,63.8,1993
slv,64.6,1994
slv,63.9,1995
slv,62.5,1996
slv,62.5,1997
slv,64.9,1998
slv,64.8,1999
slv,64.5,2000
slv,64.2,2001
slv,63.9,2002
slv,65.8,2003
slv,64.7,2004
slv,64.9,2005
slv,65.3,2006
slv,65.4,2007
gnq,67.8,1980
gnq,67.8,1981
gnq,67.8,1982
gnq,67.9,1983
gnq,67.9,1984
gnq,67.9,1985
gnq,67.9,1986
gnq,67.9,1987
gnq,68.0,1988
gnq,68.0,1989
gnq,68.1,1990
gnq,68.1,1991
gnq,68.1,1992
gnq,68.2,1993
gnq,68.2,1994
gnq,68.3,1995
gnq,68.5,1996
gnq,68.8,1997
gnq,68.9,1998
gnq,69.4,1999
gnq,69.6,2000
gnq,69.8,2001
gnq,69.8,2002
gnq,69.8,2003
gnq,69.8,2004
gnq,69.9,2005
gnq,69.8,2006
gnq,68.7,2007
eri,73.4,1980
eri,73.4,1981
eri,73.4,1982
eri,73.3,1983
eri,73.1,1984
eri,73.0,1985
eri,72.9,1986
eri,72.7,1987
eri,72.4,1988
eri,72.2,1989
eri,72.0,1990
eri,71.8,1991
eri,71.6,1992
eri,71.8,1993
eri,72.0,1994
eri,72.0,1995
eri,72.0,1996
eri,72.0,1997
eri,72.0,1998
eri,72.0,1999
eri,71.7,2000
eri,71.7,2001
eri,71.5,2002
eri,71.4,2003
eri,71.3,2004
eri,71.4,2005
eri,71.4,2006
eri,71.2,2007
est,76.0,1980
est,76.1,1981
est,76.0,1982
est,75.9,1983
est,75.8,1984
est,75.6,1985
est,75.3,1986
est,75.1,1987
est,74.8,1988
est,74.6,1989
est,74.6,1990
est,72.6,1991
est,73.0,1992
est,73.0,1993
est,72.7,1994
est,72.2,1995
est,71.7,1996
est,71.0,1997
est,71.8,1998
est,71.1,1999
est,70.4,2000
est,70.1,2001
est,69.0,2002
est,69.7,2003
est,69.7,2004
est,69.7,2005
est,69.3,2006
est,69.8,2007
eth,73.1,1980
eth,73.1,1981
eth,73.1,1982
eth,73.1,1983
eth,73.0,1984
eth,73.7,1985
eth,74.3,1986
eth,74.9,1987
eth,75.6,1988
eth,76.2,1989
eth,76.8,1990
eth,77.4,1991
eth,78.0,1992
eth,78.5,1993
eth,79.1,1994
eth,80.0,1995
eth,80.8,1996
eth,81.6,1997
eth,82.4,1998
eth,83.1,1999
eth,83.7,2000
eth,84.3,2001
eth,84.9,2002
eth,85.4,2003
eth,85.9,2004
eth,86.3,2005
eth,86.2,2006
eth,86.9,2007
fji,55.3,1980
fji,55.3,1981
fji,55.6,1982
fji,56.0,1983
fji,55.8,1984
fji,56.2,1985
fji,56.0,1986
fji,56.5,1987
fji,56.9,1988
fji,57.4,1989
fji,57.9,1990
fji,58.4,1991
fji,58.8,1992
fji,59.2,1993
fji,59.7,1994
fji,60.1,1995
fji,60.6,1996
fji,60.5,1997
fji,60.4,1998
fji,60.3,1999
fji,60.5,2000
fji,60.5,2001
fji,60.6,2002
fji,60.7,2003
fji,60.7,2004
fji,60.8,2005
fji,60.8,2006
fji,60.8,2007
fin,74.5,1980
fin,75.2,1981
fin,75.7,1982
fin,75.5,1983
fin,75.6,1984
fin,75.9,1985
fin,75.9,1986
fin,75.5,1987
fin,75.4,1988
fin,76.7,1989
fin,76.6,1990
fin,75.0,1991
fin,73.5,1992
fin,72.6,1993
fin,72.0,1994
fin,72.3,1995
fin,72.4,1996
fin,72.0,1997
fin,72.4,1998
fin,73.5,1999
fin,74.3,2000
fin,74.6,2001
fin,74.6,2002
fin,74.0,2003
fin,73.6,2004
fin,74.2,2005
fin,74.7,2006
fin,74.9,2007
fra,68.6,1980
fra,68.2,1981
fra,67.9,1982
fra,67.2,1983
fra,66.6,1984
fra,66.4,1985
fra,66.5,1986
fra,66.3,1987
fra,66.0,1988
fra,66.1,1989
fra,66.0,1990
fra,65.8,1991
fra,66.1,1992
fra,66.3,1993
fra,66.5,1994
fra,66.8,1995
fra,67.5,1996
fra,67.3,1997
fra,67.5,1998
fra,67.9,1999
fra,68.0,2000
fra,68.1,2001
fra,68.4,2002
fra,69.5,2003
fra,69.5,2004
fra,69.3,2005
fra,69.2,2006
fra,69.2,2007
guf,69.5,1980
guf,69.8,1981
guf,69.8,1982
guf,69.6,1983
guf,69.4,1984
guf,69.2,1985
guf,68.9,1986
guf,68.6,1987
guf,68.2,1988
guf,67.9,1989
guf,67.5,1990
guf,67.3,1991
guf,67.1,1992
guf,66.9,1993
guf,66.7,1994
guf,66.3,1995
guf,65.9,1996
guf,65.4,1997
guf,64.9,1998
guf,64.3,1999
guf,64.2,2000
guf,64.1,2001
guf,64.1,2002
guf,64.1,2003
guf,63.9,2004
guf,63.9,2005
guf,63.8,2006
guf,63.4,2007
pyf,64.7,1980
pyf,64.5,1981
pyf,64.3,1982
pyf,64.3,1983
pyf,64.4,1984
pyf,64.5,1985
pyf,64.5,1986
pyf,64.5,1987
pyf,64.6,1988
pyf,64.8,1989
pyf,64.9,1990
pyf,65.1,1991
pyf,65.4,1992
pyf,65.6,1993
pyf,65.8,1994
pyf,65.9,1995
pyf,65.9,1996
pyf,65.8,1997
pyf,65.6,1998
pyf,65.4,1999
pyf,65.1,2000
pyf,64.9,2001
pyf,64.6,2002
pyf,64.3,2003
pyf,64.2,2004
pyf,64.1,2005
pyf,64.2,2006
pyf,64.4,2007
gab,74.8,1980
gab,75.0,1981
gab,75.1,1982
gab,75.3,1983
gab,75.4,1984
gab,75.5,1985
gab,75.6,1986
gab,75.5,1987
gab,75.6,1988
gab,75.6,1989
gab,75.6,1990
gab,75.6,1991
gab,75.6,1992
gab,75.6,1993
gab,75.5,1994
gab,75.5,1995
gab,75.4,1996
gab,75.3,1997
gab,75.1,1998
gab,74.9,1999
gab,74.7,2000
gab,74.4,2001
gab,74.1,2002
gab,73.8,2003
gab,73.5,2004
gab,73.3,2005
gab,73.0,2006
gab,72.8,2007
gmb,78.3,1980
gmb,78.3,1981
gmb,78.3,1982
gmb,78.4,1983
gmb,78.4,1984
gmb,78.4,1985
gmb,78.4,1986
gmb,78.2,1987
gmb,78.2,1988
gmb,78.2,1989
gmb,78.1,1990
gmb,78.1,1991
gmb,78.0,1992
gmb,78.0,1993
gmb,77.9,1994
gmb,77.9,1995
gmb,77.8,1996
gmb,77.7,1997
gmb,77.7,1998
gmb,77.6,1999
gmb,77.6,2000
gmb,77.5,2001
gmb,77.4,2002
gmb,77.4,2003
gmb,77.3,2004
gmb,77.2,2005
gmb,77.1,2006
gmb,77.2,2007
geo,77.4,1980
geo,77.3,1981
geo,77.4,1982
geo,77.4,1983
geo,77.3,1984
geo,77.3,1985
geo,78.1,1986
geo,78.2,1987
geo,78.0,1988
geo,78.6,1989
geo,79.6,1990
geo,72.2,1991
geo,70.1,1992
geo,67.5,1993
geo,66.5,1994
geo,67.3,1995
geo,68.3,1996
geo,68.8,1997
geo,69.0,1998
geo,69.3,1999
geo,66.3,2000
geo,69.0,2001
geo,67.0,2002
geo,68.6,2003
geo,67.2,2004
geo,67.2,2005
geo,67.6,2006
geo,67.6,2007
deu,67.6,1980
deu,67.5,1981
deu,67.4,1982
deu,66.8,1983
deu,67.1,1984
deu,67.7,1985
deu,68.0,1986
deu,68.4,1987
deu,69.1,1988
deu,69.2,1989
deu,71.0,1990
deu,72.0,1991
deu,71.4,1992
deu,71.1,1993
deu,70.8,1994
deu,70.8,1995
deu,71.0,1996
deu,71.3,1997
deu,71.8,1998
deu,71.7,1999
deu,71.6,2000
deu,71.9,2001
deu,71.9,2002
deu,71.7,2003
deu,72.9,2004
deu,73.9,2005
deu,74.9,2006
deu,74.8,2007
gha,73.6,1980
gha,73.7,1981
gha,73.8,1982
gha,73.8,1983
gha,73.7,1984
gha,73.6,1985
gha,73.5,1986
gha,73.5,1987
gha,73.3,1988
gha,73.2,1989
gha,73.1,1990
gha,73.0,1991
gha,72.8,1992
gha,73.1,1993
gha,73.4,1994
gha,73.7,1995
gha,74.0,1996
gha,74.3,1997
gha,74.6,1998
gha,74.9,1999
gha,75.3,2000
gha,74.9,2001
gha,74.6,2002
gha,74.2,2003
gha,73.9,2004
gha,73.6,2005
gha,73.3,2006
gha,73.8,2007
grc,60.3,1980
grc,60.5,1981
grc,60.2,1982
grc,60.1,1983
grc,60.2,1984
grc,60.3,1985
grc,59.7,1986
grc,59.3,1987
grc,60.1,1988
grc,60.2,1989
grc,59.8,1990
grc,58.4,1991
grc,59.2,1992
grc,59.6,1993
grc,60.1,1994
grc,60.9,1995
grc,61.9,1996
grc,62.0,1997
grc,63.4,1998
grc,64.1,1999
grc,64.3,2000
grc,63.6,2001
grc,64.5,2002
grc,65.3,2003
grc,66.7,2004
grc,66.8,2005
grc,67.2,2006
grc,67.8,2007
glp,64.1,1980
glp,64.3,1981
glp,64.4,1982
glp,65.4,1983
glp,66.4,1984
glp,67.3,1985
glp,68.1,1986
glp,67.9,1987
glp,67.7,1988
glp,67.7,1989
glp,67.7,1990
glp,67.8,1991
glp,68.0,1992
glp,68.3,1993
glp,68.6,1994
glp,68.8,1995
glp,68.9,1996
glp,68.9,1997
glp,68.9,1998
glp,68.8,1999
glp,69.1,2000
glp,69.2,2001
glp,69.3,2002
glp,69.3,2003
glp,69.2,2004
glp,69.2,2005
glp,69.2,2006
glp,68.9,2007
gum,64.0,1980
gum,64.0,1981
gum,64.2,1982
gum,64.5,1983
gum,65.6,1984
gum,66.6,1985
gum,67.6,1986
gum,67.9,1987
gum,68.3,1988
gum,68.5,1989
gum,68.8,1990
gum,68.9,1991
gum,69.1,1992
gum,69.4,1993
gum,69.4,1994
gum,69.6,1995
gum,69.7,1996
gum,69.8,1997
gum,69.8,1998
gum,69.9,1999
gum,70.0,2000
gum,70.3,2001
gum,70.6,2002
gum,70.7,2003
gum,70.9,2004
gum,70.9,2005
gum,70.8,2006
gum,70.9,2007
gtm,61.8,1980
gtm,61.6,1981
gtm,61.2,1982
gtm,60.8,1983
gtm,60.7,1984
gtm,60.4,1985
gtm,60.3,1986
gtm,60.3,1987
gtm,60.5,1988
gtm,60.6,1989
gtm,60.0,1990
gtm,59.2,1991
gtm,58.4,1992
gtm,57.5,1993
gtm,56.4,1994
gtm,55.3,1995
gtm,54.0,1996
gtm,52.6,1997
gtm,51.1,1998
gtm,49.4,1999
gtm,52.6,2000
gtm,55.8,2001
gtm,58.9,2002
gtm,61.8,2003
gtm,64.7,2004
gtm,64.8,2005
gtm,65.1,2006
gtm,65.5,2007
gin,86.5,1980
gin,86.5,1981
gin,86.6,1982
gin,86.7,1983
gin,86.8,1984
gin,86.8,1985
gin,86.8,1986
gin,86.9,1987
gin,86.9,1988
gin,86.9,1989
gin,86.9,1990
gin,87.0,1991
gin,87.0,1992
gin,87.0,1993
gin,87.0,1994
gin,87.0,1995
gin,87.0,1996
gin,86.9,1997
gin,86.8,1998
gin,86.7,1999
gin,86.7,2000
gin,86.6,2001
gin,86.5,2002
gin,86.5,2003
gin,86.4,2004
gin,86.3,2005
gin,86.2,2006
gin,86.1,2007
gnb,72.4,1980
gnb,72.5,1981
gnb,72.6,1982
gnb,72.5,1983
gnb,72.6,1984
gnb,72.4,1985
gnb,72.5,1986
gnb,72.6,1987
gnb,72.6,1988
gnb,72.6,1989
gnb,72.6,1990
gnb,72.8,1991
gnb,72.8,1992
gnb,72.9,1993
gnb,72.9,1994
gnb,73.1,1995
gnb,73.3,1996
gnb,73.4,1997
gnb,72.9,1998
gnb,73.0,1999
gnb,73.1,2000
gnb,73.2,2001
gnb,72.9,2002
gnb,73.0,2003
gnb,73.0,2004
gnb,73.0,2005
gnb,73.1,2006
gnb,72.7,2007
guy,57.3,1980
guy,57.6,1981
guy,58.0,1982
guy,58.4,1983
guy,58.8,1984
guy,59.2,1985
guy,59.6,1986
guy,60.1,1987
guy,60.3,1988
guy,60.5,1989
guy,60.8,1990
guy,61.1,1991
guy,61.4,1992
guy,61.6,1993
guy,62.1,1994
guy,62.5,1995
guy,63.3,1996
guy,64.5,1997
guy,64.3,1998
guy,64.4,1999
guy,64.8,2000
guy,65.8,2001
guy,66.6,2002
guy,67.2,2003
guy,67.9,2004
guy,68.6,2005
guy,69.9,2006
guy,69.9,2007
hti,70.9,1980
hti,70.0,1981
hti,68.9,1982
hti,68.7,1983
hti,68.2,1984
hti,67.7,1985
hti,67.3,1986
hti,66.8,1987
hti,66.3,1988
hti,65.7,1989
hti,65.1,1990
hti,65.5,1991
hti,63.0,1992
hti,62.4,1993
hti,60.9,1994
hti,60.1,1995
hti,60.3,1996
hti,60.4,1997
hti,60.5,1998
hti,60.6,1999
hti,60.5,2000
hti,60.4,2001
hti,60.3,2002
hti,60.2,2003
hti,60.0,2004
hti,60.2,2005
hti,60.4,2006
hti,60.7,2007
hnd,60.5,1980
hnd,60.4,1981
hnd,60.3,1982
hnd,60.4,1983
hnd,60.6,1984
hnd,60.9,1985
hnd,61.3,1986
hnd,61.7,1987
hnd,62.1,1988
hnd,62.5,1989
hnd,62.9,1990
hnd,63.2,1991
hnd,64.1,1992
hnd,64.6,1993
hnd,65.2,1994
hnd,65.7,1995
hnd,67.1,1996
hnd,67.6,1997
hnd,68.0,1998
hnd,68.9,1999
hnd,67.5,2000
hnd,66.0,2001
hnd,64.7,2002
hnd,63.4,2003
hnd,62.0,2004
hnd,60.7,2005
hnd,61.3,2006
hnd,60.4,2007
hkg,68.6,1980
hkg,70.8,1981
hkg,70.0,1982
hkg,70.7,1983
hkg,71.7,1984
hkg,70.3,1985
hkg,70.8,1986
hkg,70.7,1987
hkg,70.7,1988
hkg,70.0,1989
hkg,69.8,1990
hkg,70.1,1991
hkg,69.3,1992
hkg,68.8,1993
hkg,68.6,1994
hkg,68.8,1995
hkg,68.8,1996
hkg,68.8,1997
hkg,69.0,1998
hkg,69.2,1999
hkg,69.3,2000
hkg,69.6,2001
hkg,70.3,2002
hkg,70.2,2003
hkg,70.4,2004
hkg,70.3,2005
hkg,70.3,2006
hkg,70.8,2007
hun,72.4,1980
hun,71.7,1981
hun,70.9,1982
hun,69.9,1983
hun,69.0,1984
hun,68.2,1985
hun,67.5,1986
hun,67.0,1987
hun,66.5,1988
hun,66.1,1989
hun,65.7,1990
hun,64.9,1991
hun,64.5,1992
hun,62.1,1993
hun,60.2,1994
hun,59.3,1995
hun,58.8,1996
hun,58.0,1997
hun,58.2,1998
hun,59.7,1999
hun,60.0,2000
hun,59.8,2001
hun,59.9,2002
hun,60.8,2003
hun,60.7,2004
hun,61.4,2005
hun,61.9,2006
hun,61.8,2007
isl,80.7,1980
isl,81.0,1981
isl,81.0,1982
isl,80.9,1983
isl,80.5,1984
isl,81.3,1985
isl,81.3,1986
isl,81.7,1987
isl,82.3,1988
isl,81.7,1989
isl,81.8,1990
isl,82.1,1991
isl,82.7,1992
isl,82.4,1993
isl,82.8,1994
isl,84.6,1995
isl,83.5,1996
isl,83.2,1997
isl,84.6,1998
isl,86.0,1999
isl,86.6,2000
isl,86.5,2001
isl,85.4,2002
isl,86.6,2003
isl,85.0,2004
isl,86.4,2005
isl,87.5,2006
isl,86.1,2007
ind,63.7,1980
ind,63.6,1981
ind,63.6,1982
ind,63.5,1983
ind,63.4,1984
ind,63.4,1985
ind,63.3,1986
ind,63.2,1987
ind,63.2,1988
ind,63.1,1989
ind,63.1,1990
ind,63.0,1991
ind,63.0,1992
ind,62.9,1993
ind,62.9,1994
ind,62.7,1995
ind,62.4,1996
ind,62.2,1997
ind,62.0,1998
ind,61.8,1999
ind,61.6,2000
ind,61.5,2001
ind,61.4,2002
ind,61.3,2003
ind,61.2,2004
ind,61.2,2005
ind,61.3,2006
ind,61.0,2007
idn,64.7,1980
idn,64.6,1981
idn,64.5,1982
idn,64.2,1983
idn,63.8,1984
idn,63.4,1985
idn,67.9,1986
idn,68.2,1987
idn,68.5,1988
idn,67.7,1989
idn,67.4,1990
idn,67.1,1991
idn,66.9,1992
idn,66.9,1993
idn,66.9,1994
idn,67.6,1995
idn,68.2,1996
idn,68.1,1997
idn,67.2,1998
idn,69.8,1999
idn,69.6,2000
idn,69.4,2001
idn,69.2,2002
idn,69.4,2003
idn,69.7,2004
idn,69.9,2005
idn,69.0,2006
idn,70.1,2007
irn,52.3,1980
irn,52.6,1981
irn,52.2,1982
irn,51.9,1983
irn,52.1,1984
irn,52.3,1985
irn,53.0,1986
irn,53.1,1987
irn,53.1,1988
irn,53.2,1989
irn,53.1,1990
irn,53.0,1991
irn,52.9,1992
irn,52.8,1993
irn,52.6,1994
irn,52.4,1995
irn,52.3,1996
irn,52.3,1997
irn,52.3,1998
irn,52.4,1999
irn,52.6,2000
irn,52.9,2001
irn,53.2,2002
irn,53.6,2003
irn,54.0,2004
irn,54.4,2005
irn,54.8,2006
irn,55.3,2007
irq,43.3,1980
irq,43.5,1981
irq,43.9,1982
irq,44.0,1983
irq,44.1,1984
irq,44.3,1985
irq,44.7,1986
irq,44.8,1987
irq,44.7,1988
irq,44.7,1989
irq,44.6,1990
irq,44.5,1991
irq,44.4,1992
irq,44.4,1993
irq,44.4,1994
irq,44.4,1995
irq,44.3,1996
irq,44.3,1997
irq,44.3,1998
irq,44.2,1999
irq,44.2,2000
irq,44.0,2001
irq,43.9,2002
irq,43.7,2003
irq,43.5,2004
irq,43.4,2005
irq,43.3,2006
irq,43.4,2007
irl,60.0,1980
irl,60.2,1981
irl,60.2,1982
irl,60.2,1983
irl,60.3,1984
irl,60.5,1985
irl,60.2,1986
irl,59.9,1987
irl,59.9,1988
irl,59.8,1989
irl,60.3,1990
irl,60.4,1991
irl,60.4,1992
irl,60.8,1993
irl,60.9,1994
irl,61.7,1995
irl,62.7,1996
irl,63.0,1997
irl,65.0,1998
irl,66.5,1999
irl,67.6,2000
irl,67.6,2001
irl,67.9,2002
irl,68.1,2003
irl,68.6,2004
irl,70.1,2005
irl,71.1,2006
irl,71.7,2007
isr,55.6,1980
isr,55.8,1981
isr,56.0,1982
isr,56.1,1983
isr,56.5,1984
isr,56.3,1985
isr,56.2,1986
isr,56.2,1987
isr,57.3,1988
isr,58.1,1989
isr,57.5,1990
isr,57.9,1991
isr,58.4,1992
isr,59.5,1993
isr,60.5,1994
isr,60.6,1995
isr,60.7,1996
isr,60.6,1997
isr,60.9,1998
isr,61.4,1999
isr,61.9,2000
isr,61.8,2001
isr,61.5,2002
isr,62.0,2003
isr,62.4,2004
isr,62.7,2005
isr,63.2,2006
isr,62.7,2007
ita,59.5,1980
ita,59.5,1981
ita,59.0,1982
ita,58.9,1983
ita,58.8,1984
ita,58.6,1985
ita,59.1,1986
ita,59.7,1987
ita,60.0,1988
ita,60.4,1989
ita,60.5,1990
ita,60.4,1991
ita,60.5,1992
ita,58.6,1993
ita,58.2,1994
ita,58.1,1995
ita,58.3,1996
ita,58.4,1997
ita,59.2,1998
ita,59.8,1999
ita,60.3,2000
ita,60.8,2001
ita,61.3,2002
ita,61.9,2003
ita,62.8,2004
ita,62.5,2005
ita,62.7,2006
ita,63.4,2007
jam,78.2,1980
jam,78.4,1981
jam,79.6,1982
jam,79.0,1983
jam,78.6,1984
jam,78.2,1985
jam,77.9,1986
jam,77.7,1987
jam,77.5,1988
jam,77.3,1989
jam,77.1,1990
jam,77.3,1991
jam,77.4,1992
jam,77.5,1993
jam,77.5,1994
jam,77.0,1995
jam,76.3,1996
jam,75.7,1997
jam,74.9,1998
jam,74.1,1999
jam,73.2,2000
jam,72.3,2001
jam,71.4,2002
jam,70.3,2003
jam,69.9,2004
jam,69.9,2005
jam,69.9,2006
jam,68.7,2007
jpn,68.2,1980
jpn,68.3,1981
jpn,68.7,1982
jpn,69.3,1983
jpn,69.1,1984
jpn,68.7,1985
jpn,68.9,1986
jpn,68.9,1987
jpn,69.0,1988
jpn,69.3,1989
jpn,70.1,1990
jpn,70.7,1991
jpn,71.2,1992
jpn,71.4,1993
jpn,71.5,1994
jpn,71.6,1995
jpn,72.1,1996
jpn,72.6,1997
jpn,72.6,1998
jpn,72.5,1999
jpn,72.5,2000
jpn,72.7,2001
jpn,72.4,2002
jpn,72.5,2003
jpn,72.5,2004
jpn,72.8,2005
jpn,73.0,2006
jpn,72.6,2007
jor,41.1,1980
jor,41.1,1981
jor,41.0,1982
jor,41.4,1983
jor,41.2,1984
jor,41.3,1985
jor,41.1,1986
jor,40.9,1987
jor,41.0,1988
jor,42.2,1989
jor,42.7,1990
jor,43.7,1991
jor,45.3,1992
jor,46.8,1993
jor,47.2,1994
jor,47.3,1995
jor,47.3,1996
jor,47.2,1997
jor,47.0,1998
jor,46.8,1999
jor,46.6,2000
jor,46.6,2001
jor,46.3,2002
jor,46.4,2003
jor,46.5,2004
jor,46.6,2005
jor,46.8,2006
jor,46.5,2007
kaz,75.7,1980
kaz,75.6,1981
kaz,75.6,1982
kaz,75.6,1983
kaz,75.4,1984
kaz,75.3,1985
kaz,75.6,1986
kaz,75.7,1987
kaz,75.4,1988
kaz,75.6,1989
kaz,75.7,1990
kaz,75.9,1991
kaz,76.0,1992
kaz,76.2,1993
kaz,76.3,1994
kaz,76.4,1995
kaz,76.4,1996
kaz,76.3,1997
kaz,76.2,1998
kaz,76.1,1999
kaz,76.1,2000
kaz,76.2,2001
kaz,76.3,2002
kaz,76.4,2003
kaz,76.0,2004
kaz,75.7,2005
kaz,75.3,2006
kaz,76.1,2007
ken,83.9,1980
ken,84.0,1981
ken,84.0,1982
ken,83.9,1983
ken,83.9,1984
ken,83.9,1985
ken,83.9,1986
ken,83.8,1987
ken,83.7,1988
ken,83.6,1989
ken,83.5,1990
ken,83.5,1991
ken,83.4,1992
ken,83.3,1993
ken,83.3,1994
ken,83.2,1995
ken,83.1,1996
ken,83.0,1997
ken,82.9,1998
ken,82.8,1999
ken,82.6,2000
ken,82.4,2001
ken,82.2,2002
ken,82.0,2003
ken,81.9,2004
ken,82.0,2005
ken,82.1,2006
ken,82.1,2007
prk,64.3,1980
prk,64.4,1981
prk,64.3,1982
prk,64.0,1983
prk,63.8,1984
prk,63.9,1985
prk,64.2,1986
prk,64.8,1987
prk,65.4,1988
prk,66.0,1989
prk,66.4,1990
prk,66.9,1991
prk,67.3,1992
prk,67.8,1993
prk,68.2,1994
prk,68.5,1995
prk,68.7,1996
prk,68.7,1997
prk,68.7,1998
prk,68.8,1999
prk,69.0,2000
prk,69.5,2001
prk,70.1,2002
prk,70.8,2003
prk,71.5,2004
prk,72.1,2005
prk,72.5,2006
prk,72.5,2007
kor,61.2,1980
kor,60.5,1981
kor,61.0,1982
kor,60.0,1983
kor,58.5,1984
kor,59.3,1985
kor,59.9,1986
kor,60.9,1987
kor,61.0,1988
kor,62.1,1989
kor,62.6,1990
kor,63.0,1991
kor,63.2,1992
kor,63.2,1993
kor,64.0,1994
kor,64.5,1995
kor,65.0,1996
kor,65.5,1997
kor,63.8,1998
kor,63.7,1999
kor,64.1,2000
kor,64.3,2001
kor,65.0,2002
kor,64.7,2003
kor,65.4,2004
kor,65.5,2005
kor,65.5,2006
kor,65.2,2007
kwt,56.8,1980
kwt,59.6,1981
kwt,60.8,1982
kwt,60.7,1983
kwt,61.4,1984
kwt,62.1,1985
kwt,62.7,1986
kwt,63.4,1987
kwt,64.0,1988
kwt,63.2,1989
kwt,63.2,1990
kwt,63.6,1991
kwt,64.5,1992
kwt,65.7,1993
kwt,67.0,1994
kwt,68.1,1995
kwt,69.2,1996
kwt,70.0,1997
kwt,70.1,1998
kwt,70.1,1999
kwt,70.1,2000
kwt,70.1,2001
kwt,69.6,2002
kwt,68.8,2003
kwt,68.8,2004
kwt,68.6,2005
kwt,68.3,2006
kwt,68.4,2007
kgz,69.5,1980
kgz,69.8,1981
kgz,70.1,1982
kgz,70.4,1983
kgz,70.8,1984
kgz,71.2,1985
kgz,70.9,1986
kgz,70.7,1987
kgz,71.3,1988
kgz,71.4,1989
kgz,71.3,1990
kgz,71.2,1991
kgz,71.2,1992
kgz,71.2,1993
kgz,71.2,1994
kgz,71.1,1995
kgz,70.9,1996
kgz,70.6,1997
kgz,70.2,1998
kgz,69.9,1999
kgz,69.5,2000
kgz,69.1,2001
kgz,68.6,2002
kgz,68.5,2003
kgz,68.4,2004
kgz,68.2,2005
kgz,68.4,2006
kgz,68.1,2007
lao,85.8,1980
lao,85.6,1981
lao,85.5,1982
lao,85.4,1983
lao,85.3,1984
lao,85.3,1985
lao,85.2,1986
lao,85.4,1987
lao,85.7,1988
lao,85.2,1989
lao,85.1,1990
lao,85.1,1991
lao,85.0,1992
lao,85.0,1993
lao,84.8,1994
lao,84.7,1995
lao,84.6,1996
lao,84.3,1997
lao,84.3,1998
lao,84.2,1999
lao,83.9,2000
lao,83.7,2001
lao,83.5,2002
lao,83.1,2003
lao,82.9,2004
lao,82.4,2005
lao,82.0,2006
lao,82.0,2007
lva,81.6,1980
lva,81.6,1981
lva,81.5,1982
lva,81.4,1983
lva,81.2,1984
lva,81.1,1985
lva,80.9,1986
lva,80.7,1987
lva,80.4,1988
lva,80.0,1989
lva,78.9,1990
lva,77.6,1991
lva,76.4,1992
lva,75.0,1993
lva,73.6,1994
lva,72.0,1995
lva,70.2,1996
lva,69.8,1997
lva,69.1,1998
lva,68.6,1999
lva,67.4,2000
lva,67.8,2001
lva,68.9,2002
lva,69.2,2003
lva,69.5,2004
lva,69.3,2005
lva,71.2,2006
lva,71.5,2007
lbn,53.0,1980
lbn,53.2,1981
lbn,53.5,1982
lbn,53.6,1983
lbn,53.6,1984
lbn,53.9,1985
lbn,54.3,1986
lbn,54.3,1987
lbn,54.5,1988
lbn,54.6,1989
lbn,53.7,1990
lbn,51.9,1991
lbn,52.2,1992
lbn,52.5,1993
lbn,52.7,1994
lbn,53.0,1995
lbn,53.1,1996
lbn,53.0,1997
lbn,53.0,1998
lbn,53.2,1999
lbn,53.3,2000
lbn,53.2,2001
lbn,53.2,2002
lbn,53.1,2003
lbn,53.1,2004
lbn,53.4,2005
lbn,53.6,2006
lbn,53.5,2007
lso,76.1,1980
lso,76.1,1981
lso,76.0,1982
lso,75.8,1983
lso,76.0,1984
lso,76.1,1985
lso,76.1,1986
lso,76.1,1987
lso,76.3,1988
lso,76.4,1989
lso,76.4,1990
lso,76.4,1991
lso,76.4,1992
lso,76.3,1993
lso,76.2,1994
lso,76.0,1995
lso,75.7,1996
lso,75.3,1997
lso,75.0,1998
lso,74.6,1999
lso,74.3,2000
lso,74.0,2001
lso,73.7,2002
lso,73.4,2003
lso,73.2,2004
lso,73.0,2005
lso,72.7,2006
lso,72.1,2007
lbr,70.4,1980
lbr,70.4,1981
lbr,70.4,1982
lbr,70.4,1983
lbr,70.4,1984
lbr,70.5,1985
lbr,70.5,1986
lbr,70.6,1987
lbr,70.6,1988
lbr,70.7,1989
lbr,70.7,1990
lbr,70.7,1991
