geo,aged_15_24_employment_rate_percent,time
ita,27.7,2000
ita,27.4,2001
ita,26.7,2002
ita,25.8,2003
ita,27.1,2004
ita,25.3,2005
ita,25.4,2006
ita,25.6,2007
jam,39.1,1991
jam,39.9,1992
jam,38.3,1993
jam,38.8,1994
jam,33.8,1995
jam,32.6,1996
jam,32.2,1997
jam,30.9,1998
jam,29.4,1999
jam,29.5,2000
jam,28.2,2001
jam,28.7,2002
jam,32.7,2003
jam,30.4,2004
jam,31.5,2005
jam,32.8,2006
jam,31.7,2007
jpn,43.1,1991
jpn,44.4,1992
jpn,44.7,1993
jpn,44.9,1994
jpn,44.7,1995
jpn,44.9,1996
jpn,45.2,1997
jpn,44.4,1998
jpn,42.8,1999
jpn,42.7,2000
jpn,42.1,2001
jpn,41.2,2002
jpn,40.6,2003
jpn,40.1,2004
jpn,40.7,2005
jpn,41.2,2006
jpn,40.6,2007
jor,24.2,1991
jor,23.6,1992
jor,23.0,1993
jor,23.9,1994
jor,24.6,1995
jor,24.4,1996
jor,23.3,1997
jor,22.7,1998
jor,21.9,1999
jor,20.5,2000
jor,19.8,2001
jor,18.7,2002
jor,19.0,2003
jor,20.4,2004
jor,20.3,2005
jor,20.3,2006
jor,19.3,2007
kaz,45.5,1991
kaz,42.5,1992
kaz,43.8,1993
kaz,46.2,1994
kaz,43.3,1995
kaz,41.5,1996
kaz,41.4,1997
kaz,41.2,1998
kaz,40.7,1999
kaz,41.1,2000
kaz,42.8,2001
kaz,42.7,2002
kaz,43.4,2003
kaz,42.6,2004
kaz,40.8,2005
kaz,39.5,2006
kaz,41.8,2007
ken,60.6,1991
ken,60.4,1992
ken,60.2,1993
ken,60.1,1994
ken,59.9,1995
ken,59.7,1996
ken,59.4,1997
ken,59.3,1998
ken,61.7,1999
ken,61.1,2000
ken,60.6,2001
ken,60.1,2002
ken,59.7,2003
ken,59.5,2004
ken,59.4,2005
ken,59.5,2006
ken,59.2,2007
prk,46.2,1991
prk,46.0,1992
prk,45.8,1993
prk,45.4,1994
prk,44.5,1995
prk,41.2,1996
prk,39.3,1997
prk,36.6,1998
prk,35.5,1999
prk,34.8,2000
prk,34.4,2001
prk,35.8,2002
prk,37.3,2003
prk,38.9,2004
prk,39.7,2005
prk,40.1,2006
prk,39.6,2007
kor,35.8,1991
kor,35.6,1992
kor,34.5,1993
kor,35.8,1994
kor,36.2,1995
kor,35.8,1996
kor,34.7,1997
kor,29.3,1998
kor,29.7,1999
kor,31.0,2000
kor,30.8,2001
kor,31.7,2002
kor,30.9,2003
kor,31.5,2004
kor,30.8,2005
kor,28.8,2006
kor,29.1,2007
kwt,30.2,1991
kwt,31.0,1992
kwt,31.6,1993
kwt,32.6,1994
kwt,33.0,1995
kwt,33.5,1996
kwt,33.7,1997
kwt,33.1,1998
kwt,32.6,1999
kwt,32.5,2000
kwt,32.8,2001
kwt,32.3,2002
kwt,31.7,2003
kwt,31.9,2004
kwt,31.8,2005
kwt,31.5,2006
kwt,31.5,2007
kgz,41.3,1991
kgz,41.0,1992
kgz,40.8,1993
kgz,41.7,1994
kgz,40.9,1995
kgz,41.5,1996
kgz,41.4,1997
kgz,40.6,1998
kgz,41.2,1999
kgz,40.4,2000
kgz,40.2,2001
kgz,38.3,2002
kgz,39.0,2003
kgz,38.6,2004
kgz,39.0,2005
kgz,39.2,2006
kgz,39.7,2007
lao,73.7,1991
lao,73.3,1992
lao,72.9,1993
lao,72.3,1994
lao,70.2,1995
lao,69.8,1996
lao,69.1,1997
lao,69.0,1998
lao,68.7,1999
lao,67.9,2000
lao,67.5,2001
lao,66.9,2002
lao,66.1,2003
lao,65.7,2004
lao,64.7,2005
lao,63.9,2006
lao,64.0,2007
lva,42.3,1991
lva,41.9,1992
lva,41.4,1993
lva,40.9,1994
lva,44.8,1995
lva,32.3,1996
lva,33.9,1997
lva,30.9,1998
lva,31.9,1999
lva,28.5,2000
lva,28.2,2001
lva,31.0,2002
lva,31.4,2003
lva,30.1,2004
lva,32.3,2005
lva,35.5,2006
lva,35.1,2007
lbn,32.3,1991
lbn,31.1,1992
lbn,31.1,1993
lbn,30.8,1994
lbn,30.7,1995
lbn,30.1,1996
lbn,29.5,1997
lbn,29.2,1998
lbn,29.1,1999
lbn,29.1,2000
lbn,28.9,2001
lbn,28.8,2002
lbn,28.6,2003
lbn,28.7,2004
lbn,28.6,2005
lbn,28.6,2006
lbn,28.4,2007
lso,42.5,1991
lso,41.0,1992
lso,42.1,1993
lso,42.1,1994
lso,40.4,1995
lso,37.5,1996
lso,35.0,1997
lso,39.1,1998
lso,42.9,1999
lso,44.5,2000
lso,43.4,2001
lso,43.9,2002
lso,43.2,2003
lso,44.1,2004
lso,42.5,2005
lso,45.7,2006
lso,43.2,2007
lbr,57.0,1991
lbr,57.0,1992
lbr,57.0,1993
lbr,56.8,1994
lbr,56.7,1995
lbr,56.5,1996
lbr,56.4,1997
lbr,56.4,1998
lbr,56.4,1999
lbr,56.4,2000
lbr,56.4,2001
lbr,56.4,2002
lbr,56.3,2003
lbr,56.4,2004
lbr,56.5,2005
lbr,56.8,2006
lbr,56.7,2007
lby,28.4,1991
lby,27.8,1992
lby,28.0,1993
lby,28.2,1994
lby,27.8,1995
lby,27.9,1996
lby,27.7,1997
lby,27.4,1998
lby,27.3,1999
lby,27.3,2000
lby,27.3,2001
lby,27.7,2002
lby,28.4,2003
lby,28.4,2004
lby,28.6,2005
lby,28.3,2006
lby,28.1,2007
ltu,35.1,1991
ltu,34.4,1992
ltu,33.8,1993
ltu,33.6,1994
ltu,33.3,1995
ltu,33.8,1996
ltu,33.5,1997
ltu,32.3,1998
ltu,31.0,1999
ltu,26.2,2000
ltu,23.2,2001
ltu,23.5,2002
ltu,22.5,2003
ltu,20.3,2004
ltu,21.1,2005
ltu,23.7,2006
ltu,19.8,2007
lux,51.7,1991
lux,48.7,1992
lux,45.2,1993
lux,42.1,1994
lux,37.6,1995
lux,36.3,1996
lux,34.0,1997
lux,32.5,1998
lux,31.1,1999
lux,32.1,2000
lux,32.3,2001
lux,32.5,2002
lux,27.1,2003
lux,23.5,2004
lux,25.1,2005
lux,23.9,2006
lux,23.9,2007
mac,47.2,1991
mac,44.8,1992
mac,50.7,1993
mac,49.2,1994
mac,47.5,1995
mac,49.7,1996
mac,45.8,1997
mac,42.3,1998
mac,38.9,1999
mac,37.3,2000
mac,39.2,2001
mac,34.3,2002
mac,30.4,2003
mac,32.1,2004
mac,35.6,2005
mac,37.8,2006
mac,35.3,2007
mdg,64.8,1991
mdg,65.1,1992
mdg,65.3,1993
mdg,65.6,1994
mdg,65.8,1995
mdg,66.0,1996
mdg,66.2,1997
mdg,66.4,1998
mdg,66.9,1999
mdg,66.5,2000
mdg,65.7,2001
mdg,65.0,2002
mdg,63.0,2003
mdg,67.8,2004
mdg,72.3,2005
mdg,71.8,2006
mdg,70.3,2007
mwi,48.5,1991
mwi,47.7,1992
mwi,47.3,1993
mwi,46.6,1994
mwi,46.5,1995
mwi,46.3,1996
mwi,46.2,1997
mwi,46.2,1998
mwi,46.9,1999
mwi,47.6,2000
mwi,48.4,2001
mwi,48.8,2002
mwi,49.0,2003
mwi,49.2,2004
mwi,49.1,2005
mwi,48.8,2006
mwi,49.3,2007
mys,46.7,1991
mys,45.6,1992
mys,46.2,1993
mys,45.8,1994
mys,45.2,1995
mys,45.6,1996
mys,45.1,1997
mys,43.7,1998
mys,43.2,1999
mys,44.6,2000
mys,44.4,2001
mys,44.4,2002
mys,44.3,2003
mys,44.0,2004
mys,44.1,2005
mys,44.1,2006
mys,44.1,2007
mdv,39.8,1991
mdv,39.1,1992
mdv,38.1,1993
mdv,38.2,1994
mdv,37.7,1995
mdv,37.5,1996
mdv,37.2,1997
mdv,37.7,1998
mdv,38.7,1999
mdv,38.2,2000
mdv,39.3,2001
mdv,42.9,2002
mdv,45.0,2003
mdv,46.8,2004
mdv,46.1,2005
mdv,41.1,2006
mdv,42.8,2007
mli,38.7,1991
mli,38.5,1992
mli,39.0,1993
mli,38.9,1994
mli,39.4,1995
mli,40.1,1996
mli,40.6,1997
mli,39.7,1998
mli,38.3,1999
mli,38.8,2000
mli,38.3,2001
mli,38.4,2002
mli,37.1,2003
mli,35.8,2004
mli,35.5,2005
mli,35.2,2006
mli,34.4,2007
mlt,55.9,1991
mlt,55.9,1992
mlt,55.2,1993
mlt,52.4,1994
mlt,55.8,1995
mlt,55.8,1996
mlt,50.7,1997
mlt,47.7,1998
mlt,50.8,1999
mlt,49.6,2000
mlt,50.1,2001
mlt,49.4,2002
mlt,43.8,2003
mlt,46.8,2004
mlt,46.1,2005
mlt,45.6,2006
mlt,45.9,2007
mtq,23.5,1991
mtq,22.6,1992
mtq,22.6,1993
mtq,21.7,1994
mtq,18.3,1995
mtq,16.4,1996
mtq,14.2,1997
mtq,12.5,1998
mtq,11.5,1999
mtq,11.7,2000
mtq,12.1,2001
mtq,13.1,2002
mtq,13.5,2003
mtq,13.9,2004
mtq,14.4,2005
mtq,13.2,2006
mtq,12.7,2007
mrt,42.5,1991
mrt,42.3,1992
mrt,41.8,1993
mrt,41.5,1994
mrt,41.2,1995
mrt,40.8,1996
mrt,40.4,1997
mrt,40.1,1998
mrt,40.6,1999
mrt,41.2,2000
mrt,38.5,2001
mrt,36.8,2002
mrt,34.4,2003
mrt,31.8,2004
mrt,31.2,2005
mrt,30.8,2006
mrt,30.5,2007
mus,45.7,1991
mus,52.4,1992
mus,51.5,1993
mus,50.8,1994
mus,38.7,1995
mus,42.8,1996
mus,41.7,1997
mus,41.3,1998
mus,40.3,1999
mus,38.8,2000
mus,38.1,2001
mus,48.2,2002
mus,47.0,2003
mus,34.4,2004
mus,33.0,2005
mus,34.2,2006
mus,36.8,2007
mex,50.2,1991
mex,51.0,1992
mex,52.0,1993
mex,50.6,1994
mex,48.5,1995
mex,48.9,1996
mex,50.1,1997
mex,51.1,1998
mex,51.2,1999
mex,49.9,2000
mex,48.4,2001
mex,46.4,2002
mex,44.7,2003
mex,44.7,2004
mex,44.4,2005
mex,45.5,2006
mex,42.5,2007
mng,39.8,1991
mng,41.0,1992
mng,41.1,1993
mng,41.5,1994
mng,42.1,1995
mng,41.0,1996
mng,40.5,1997
mng,40.3,1998
mng,39.7,1999
mng,38.8,2000
mng,38.5,2001
mng,38.1,2002
mng,38.4,2003
mng,38.0,2004
mng,35.9,2005
mng,35.3,2006
mng,35.3,2007
mar,39.7,1991
mar,40.1,1992
mar,40.3,1993
mar,40.0,1994
mar,40.5,1995
mar,40.1,1996
mar,40.3,1997
mar,40.1,1998
mar,38.5,1999
mar,37.3,2000
mar,34.6,2001
mar,34.4,2002
mar,35.9,2003
mar,37.3,2004
mar,36.0,2005
mar,35.5,2006
mar,34.1,2007
moz,65.6,1991
moz,65.6,1992
moz,66.0,1993
moz,66.2,1994
moz,66.2,1995
moz,66.4,1996
moz,66.3,1997
moz,65.7,1998
moz,65.4,1999
moz,65.3,2000
moz,65.0,2001
moz,65.0,2002
moz,64.9,2003
moz,64.8,2004
moz,64.6,2005
moz,64.5,2006
moz,64.4,2007
mmr,61.9,1991
mmr,61.7,1992
mmr,61.1,1993
mmr,60.4,1994
mmr,59.7,1995
mmr,58.9,1996
mmr,58.4,1997
mmr,58.9,1998
mmr,58.4,1999
mmr,57.5,2000
mmr,57.4,2001
mmr,56.8,2002
mmr,56.3,2003
mmr,55.5,2004
mmr,54.9,2005
mmr,53.3,2006
mmr,53.9,2007
nam,24.1,1991
nam,23.7,1992
nam,24.0,1993
nam,24.9,1994
nam,23.0,1995
nam,21.3,1996
nam,19.5,1997
nam,18.9,1998
nam,18.3,1999
nam,17.0,2000
nam,20.1,2001
nam,16.7,2002
nam,15.4,2003
nam,15.0,2004
nam,14.4,2005
nam,13.8,2006
nam,14.1,2007
npl,53.6,1991
npl,54.8,1992
npl,54.1,1993
npl,53.4,1994
npl,52.7,1995
npl,50.6,1996
npl,50.7,1997
npl,50.7,1998
npl,51.3,1999
npl,48.0,2000
npl,44.6,2001
npl,45.6,2002
npl,45.3,2003
npl,45.4,2004
npl,45.9,2005
npl,46.0,2006
npl,45.4,2007
nld,55.3,1991
nld,56.4,1992
nld,54.8,1993
nld,54.9,1994
nld,56.1,1995
nld,58.7,1996
nld,61.5,1997
nld,62.7,1998
nld,66.0,1999
nld,66.5,2000
nld,66.8,2001
nld,66.5,2002
nld,64.8,2003
nld,63.0,2004
nld,61.8,2005
nld,63.9,2006
nld,65.4,2007
ant,31.5,1991
ant,31.0,1992
ant,31.3,1993
ant,29.9,1994
ant,28.8,1995
ant,28.1,1996
ant,25.9,1997
ant,25.0,1998
ant,25.6,1999
ant,26.2,2000
ant,23.6,2001
ant,23.7,2002
ant,24.2,2003
ant,22.8,2004
ant,20.6,2005
ant,22.3,2006
ant,26.9,2007
nzl,54.9,1991
nzl,53.5,1992
nzl,53.7,1993
nzl,56.4,1994
nzl,59.5,1995
nzl,59.7,1996
nzl,58.4,1997
nzl,55.9,1998
nzl,54.9,1999
nzl,54.8,2000
nzl,56.0,2001
nzl,56.6,2002
nzl,56.2,2003
nzl,56.6,2004
nzl,56.8,2005
nzl,58.7,2006
nzl,56.3,2007
nic,40.7,1991
nic,42.8,1992
nic,39.4,1993
nic,45.2,1994
nic,36.9,1995
nic,38.6,1996
nic,40.0,1997
nic,40.4,1998
nic,42.3,1999
nic,47.0,2000
nic,43.1,2001
nic,42.4,2002
nic,45.5,2003
nic,46.6,2004
nic,47.3,2005
nic,47.4,2006
nic,48.0,2007
ner,49.9,1991
ner,50.1,1992
ner,50.3,1993
ner,50.3,1994
ner,50.5,1995
ner,50.6,1996
ner,50.5,1997
ner,50.4,1998
ner,50.4,1999
ner,50.5,2000
ner,50.6,2001
ner,50.7,2002
ner,50.8,2003
ner,51.0,2004
ner,51.2,2005
ner,51.2,2006
ner,51.3,2007
nga,28.3,1991
nga,28.4,1992
nga,28.3,1993
nga,28.5,1994
nga,28.5,1995
nga,28.4,1996
nga,28.1,1997
nga,27.7,1998
nga,27.8,1999
nga,27.1,2000
nga,27.0,2001
nga,26.6,2002
nga,25.9,2003
nga,25.4,2004
nga,25.1,2005
nga,24.6,2006
nga,24.1,2007
nor,48.9,1991
nor,47.4,1992
nor,46.3,1993
nor,47.1,1994
nor,47.9,1995
nor,51.2,1996
nor,53.9,1997
nor,56.9,1998
nor,56.7,1999
nor,57.1,2000
nor,55.1,2001
nor,55.7,2002
nor,53.9,2003
nor,53.2,2004
nor,51.5,2005
nor,53.1,2006
nor,55.6,2007
omn,29.8,1991
omn,29.2,1992
omn,28.7,1993
omn,28.5,1994
omn,28.6,1995
omn,28.8,1996
omn,29.2,1997
omn,29.6,1998
omn,30.1,1999
omn,30.2,2000
omn,29.8,2001
omn,29.4,2002
omn,29.1,2003
omn,28.9,2004
omn,28.6,2005
omn,28.4,2006
omn,28.7,2007
pak,38.5,1991
pak,39.1,1992
pak,38.0,1993
pak,37.9,1994
pak,35.9,1995
pak,36.6,1996
pak,37.3,1997
pak,37.1,1998
pak,36.7,1999
pak,35.7,2000
pak,36.3,2001
pak,37.6,2002
pak,37.8,2003
pak,39.0,2004
pak,40.1,2005
pak,42.6,2006
pak,43.2,2007
pan,33.5,1991
pan,35.7,1992
pan,38.0,1993
pan,37.4,1994
pan,37.8,1995
pan,36.0,1996
pan,37.0,1997
pan,36.4,1998
pan,38.5,1999
pan,35.3,2000
pan,34.1,2001
pan,34.4,2002
pan,35.3,2003
pan,36.1,2004
pan,38.4,2005
pan,37.7,2006
pan,40.3,2007
png,58.0,1991
png,55.7,1992
png,53.6,1993
png,53.3,1994
png,54.3,1995
png,53.5,1996
png,54.3,1997
png,55.5,1998
png,54.5,1999
png,55.7,2000
png,56.4,2001
png,55.6,2002
png,54.3,2003
png,54.2,2004
png,54.6,2005
png,54.5,2006
png,55.0,2007
pry,51.0,1991
pry,53.2,1992
pry,53.2,1993
pry,53.4,1994
pry,58.0,1995
pry,56.8,1996
pry,55.6,1997
pry,56.0,1998
pry,55.4,1999
pry,54.4,2000
pry,54.7,2001
pry,52.1,2002
pry,54.7,2003
pry,57.0,2004
pry,57.4,2005
pry,57.4,2006
pry,57.7,2007
per,44.7,1991
per,45.1,1992
per,45.5,1993
per,46.7,1994
per,47.1,1995
per,47.3,1996
per,48.3,1997
per,48.4,1998
per,49.2,1999
per,50.0,2000
per,50.4,2001
per,51.3,2002
per,50.9,2003
per,50.5,2004
per,50.0,2005
per,49.4,2006
per,51.5,2007
phl,42.2,1991
phl,42.7,1992
phl,42.1,1993
phl,42.0,1994
phl,43.4,1995
phl,44.0,1996
phl,42.4,1997
phl,41.9,1998
phl,40.9,1999
phl,38.4,2000
phl,39.6,2001
phl,38.2,2002
phl,38.4,2003
phl,37.3,2004
phl,39.5,2005
phl,38.9,2006
phl,40.3,2007
pol,32.1,1991
pol,33.0,1992
pol,30.3,1993
pol,27.9,1994
pol,27.0,1995
pol,27.2,1996
pol,28.0,1997
pol,27.7,1998
pol,22.5,1999
pol,23.9,2000
pol,21.8,2001
pol,19.7,2002
pol,19.5,2003
pol,19.7,2004
pol,20.3,2005
pol,24.3,2006
pol,25.7,2007
prt,52.9,1991
prt,47.8,1992
prt,43.0,1993
prt,40.4,1994
prt,37.3,1995
prt,36.7,1996
prt,38.8,1997
prt,42.3,1998
prt,42.3,1999
prt,41.9,2000
prt,42.7,2001
prt,42.0,2002
prt,38.6,2003
prt,36.9,2004
prt,35.9,2005
prt,35.6,2006
prt,35.6,2007
pri,21.4,1991
pri,20.4,1992
pri,24.2,1993
pri,24.9,1994
pri,24.6,1995
pri,25.2,1996
pri,27.3,1997
pri,28.0,1998
pri,28.8,1999
pri,28.4,2000
pri,27.9,2001
pri,28.0,2002
pri,29.2,2003
pri,29.6,2004
pri,30.4,2005
pri,28.1,2006
pri,29.4,2007
qat,33.6,1991
qat,34.2,1992
qat,34.4,1993
qat,33.7,1994
qat,32.3,1995
qat,31.8,1996
qat,28.4,1997
qat,26.7,1998
qat,23.6,1999
qat,25.9,2000
qat,23.4,2001
qat,26.2,2002
qat,29.5,2003
qat,36.7,2004
qat,37.0,2005
qat,36.5,2006
qat,37.2,2007
mda,38.4,1991
mda,37.2,1992
mda,36.0,1993
mda,34.5,1994
mda,32.8,1995
mda,31.6,1996
mda,30.3,1997
mda,27.5,1998
mda,25.0,1999
mda,24.9,2000
mda,24.0,2001
mda,22.8,2002
mda,20.7,2003
mda,18.9,2004
mda,17.4,2005
mda,18.2,2006
mda,17.4,2007
reu,16.3,1991
reu,16.3,1992
reu,16.2,1993
reu,17.5,1994
reu,18.7,1995
reu,15.4,1996
reu,15.4,1997
reu,14.3,1998
reu,12.4,1999
reu,14.2,2000
reu,15.3,2001
reu,16.2,2002
reu,15.4,2003
reu,15.1,2004
reu,16.0,2005
reu,16.9,2006
reu,19.1,2007
rou,42.1,1991
rou,45.4,1992
rou,45.5,1993
rou,40.8,1994
rou,42.3,1995
rou,39.8,1996
rou,39.5,1997
rou,37.8,1998
rou,37.1,1999
rou,36.3,2000
rou,35.1,2001
rou,29.6,2002
rou,28.2,2003
rou,28.9,2004
rou,25.5,2005
rou,24.6,2006
rou,24.0,2007
rus,34.3,1991
rus,35.2,1992
rus,36.6,1993
rus,36.1,1994
rus,36.8,1995
rus,33.9,1996
rus,31.9,1997
rus,30.3,1998
rus,30.6,1999
rus,33.0,2000
rus,33.3,2001
rus,33.5,2002
rus,32.2,2003
rus,31.9,2004
rus,32.7,2005
rus,31.6,2006
rus,33.3,2007
rwa,78.9,1991
rwa,78.9,1992
rwa,79.3,1993
rwa,81.2,1994
rwa,80.1,1995
rwa,78.9,1996
rwa,77.5,1997
rwa,76.1,1998
rwa,74.8,1999
rwa,73.4,2000
rwa,71.8,2001
rwa,69.9,2002
rwa,68.3,2003
rwa,66.8,2004
rwa,65.8,2005
rwa,65.4,2006
rwa,64.3,2007
sau,26.5,1991
sau,25.8,1992
sau,25.2,1993
sau,25.1,1994
sau,25.1,1995
sau,24.9,1996
sau,25.3,1997
sau,25.8,1998
sau,27.2,1999
sau,27.0,2000
sau,27.2,2001
sau,26.8,2002
sau,26.4,2003
sau,26.2,2004
sau,25.2,2005
sau,24.2,2006
sau,24.8,2007
sen,59.2,1991
sen,59.1,1992
sen,59.1,1993
sen,58.9,1994
sen,58.8,1995
sen,58.4,1996
sen,58.1,1997
sen,57.8,1998
sen,57.3,1999
sen,56.9,2000
sen,56.5,2001
sen,56.0,2002
sen,55.6,2003
sen,55.1,2004
sen,54.5,2005
sen,54.3,2006
sen,53.9,2007
scg,27.9,1991
scg,27.3,1992
scg,27.2,1993
scg,26.2,1994
scg,30.0,1995
scg,31.5,1996
scg,31.2,1997
scg,31.5,1998
scg,31.7,1999
scg,33.1,2000
scg,33.1,2001
scg,32.4,2002
scg,31.4,2003
scg,28.8,2004
scg,27.1,2005
scg,27.0,2006
scg,29.8,2007
sle,38.5,1991
sle,39.2,1992
sle,39.6,1993
sle,39.7,1994
sle,40.8,1995
sle,40.6,1996
sle,42.1,1997
sle,42.4,1998
sle,43.2,1999
sle,43.5,2000
sle,42.9,2001
sle,41.8,2002
sle,41.5,2003
sle,41.3,2004
sle,41.3,2005
sle,41.2,2006
sle,41.5,2007
sgp,55.7,1991
sgp,55.0,1992
sgp,52.6,1993
sgp,51.0,1994
sgp,48.4,1995
sgp,46.9,1996
sgp,44.2,1997
sgp,40.8,1998
sgp,41.1,1999
sgp,43.7,2000
sgp,42.6,2001
sgp,39.7,2002
sgp,38.4,2003
sgp,37.4,2004
sgp,36.8,2005
sgp,36.4,2006
sgp,36.9,2007
svk,42.7,1991
svk,41.5,1992
svk,40.4,1993
svk,34.8,1994
svk,35.0,1995
svk,36.9,1996
svk,36.4,1997
svk,35.0,1998
svk,31.1,1999
svk,29.1,2000
svk,28.1,2001
svk,27.5,2002
svk,27.8,2003
svk,26.8,2004
svk,25.8,2005
svk,25.7,2006
svk,30.3,2007
svn,37.6,1991
svn,31.7,1992
svn,24.6,1993
svn,31.5,1994
svn,33.2,1995
svn,31.1,1996
svn,37.8,1997
svn,36.8,1998
svn,33.6,1999
svn,31.1,2000
svn,29.9,2001
svn,30.6,2002
svn,27.7,2003
svn,33.4,2004
svn,32.5,2005
svn,34.9,2006
svn,33.0,2007
slb,58.3,1991
slb,58.9,1992
slb,58.9,1993
slb,59.1,1994
slb,58.9,1995
slb,58.3,1996
slb,57.6,1997
slb,57.0,1998
slb,56.2,1999
slb,55.1,2000
slb,54.6,2001
slb,54.2,2002
slb,54.0,2003
slb,53.5,2004
slb,52.9,2005
slb,52.4,2006
slb,51.5,2007
som,57.7,1991
som,57.0,1992
som,56.1,1993
som,55.5,1994
som,55.1,1995
som,55.2,1996
som,55.6,1997
som,56.1,1998
som,56.5,1999
som,56.8,2000
som,56.7,2001
som,56.5,2002
som,56.3,2003
som,56.1,2004
som,55.9,2005
som,56.0,2006
som,56.7,2007
zaf,19.5,1991
zaf,19.3,1992
zaf,18.6,1993
zaf,20.8,1994
zaf,21.9,1995
zaf,19.3,1996
zaf,18.0,1997
zaf,17.3,1998
zaf,16.3,1999
zaf,16.3,2000
zaf,13.9,2001
zaf,12.5,2002
zaf,11.3,2003
zaf,14.7,2004
zaf,14.2,2005
zaf,14.5,2006
zaf,14.3,2007
esp,35.8,1991
esp,33.0,1992
esp,27.8,1993
esp,26.4,1994
esp,26.9,1995
esp,26.7,1996
esp,27.8,1997
esp,29.5,1998
esp,32.9,1999
esp,34.8,2000
esp,35.7,2001
esp,35.2,2002
esp,35.4,2003
esp,36.9,2004
esp,40.4,2005
esp,41.7,2006
esp,38.1,2007
lka,31.5,1991
lka,32.3,1992
lka,29.0,1993
lka,31.1,1994
lka,29.5,1995
lka,31.3,1996
lka,32.0,1997
lka,36.1,1998
lka,35.3,1999
lka,33.6,2000
lka,33.3,2001
lka,32.6,2002
lka,33.0,2003
lka,31.9,2004
lka,32.7,2005
lka,35.8,2006
lka,34.8,2007
sdn,29.4,1991
sdn,30.1,1992
sdn,31.4,1993
sdn,30.3,1994
sdn,29.5,1995
sdn,28.7,1996
sdn,28.6,1997
sdn,28.0,1998
sdn,27.4,1999
sdn,26.9,2000
sdn,26.6,2001
sdn,26.2,2002
sdn,25.7,2003
sdn,25.2,2004
sdn,24.6,2005
sdn,23.8,2006
sdn,24.0,2007
sur,24.8,1991
sur,21.0,1992
sur,21.3,1993
sur,21.5,1994
sur,21.2,1995
sur,20.1,1996
sur,19.7,1997
sur,19.0,1998
sur,17.8,1999
sur,17.7,2000
sur,18.4,2001
sur,18.3,2002
sur,18.9,2003
sur,19.5,2004
sur,19.4,2005
sur,19.4,2006
sur,19.7,2007
swz,34.0,1991
swz,34.0,1992
swz,33.7,1993
swz,33.3,1994
swz,35.2,1995
swz,34.2,1996
swz,33.3,1997
swz,32.3,1998
swz,31.5,1999
swz,30.6,2000
swz,30.0,2001
swz,28.9,2002
swz,28.2,2003
swz,27.6,2004
swz,26.9,2005
swz,26.4,2006
swz,26.1,2007
swe,59.3,1991
swe,50.9,1992
swe,41.2,1993
swe,40.1,1994
swe,40.9,1995
swe,38.6,1996
swe,38.0,1997
swe,40.2,1998
swe,42.4,1999
swe,44.5,2000
swe,46.2,2001
swe,44.6,2002
swe,43.3,2003
swe,41.1,2004
swe,41.1,2005
swe,42.9,2006
swe,44.9,2007
che,69.1,1991
che,66.6,1992
che,66.5,1993
che,62.9,1994
che,62.3,1995
che,63.7,1996
che,62.7,1997
che,63.7,1998
che,65.3,1999
che,65.0,2000
che,63.8,2001
che,65.2,2002
che,63.4,2003
che,61.9,2004
che,59.8,2005
che,63.5,2006
che,62.5,2007
syr,38.2,1991
syr,38.6,1992
syr,39.1,1993
syr,39.8,1994
syr,40.8,1995
syr,35.1,1996
syr,28.9,1997
syr,32.6,1998
syr,36.6,1999
syr,39.7,2000
syr,36.9,2001
syr,39.8,2002
syr,33.0,2003
syr,33.1,2004
syr,33.2,2005
syr,33.3,2006
syr,32.7,2007
twn,35.8,1991
twn,34.8,1992
twn,35.2,1993
twn,33.9,1994
twn,33.0,1995
twn,31.6,1996
twn,30.6,1997
twn,31.1,1998
twn,30.8,1999
twn,30.0,2000
twn,29.0,2001
twn,27.4,2002
twn,27.2,2003
twn,27.1,2004
twn,26.8,2005
twn,26.4,2006
twn,26.1,2007
tjk,36.1,1991
tjk,33.2,1992
tjk,30.3,1993
tjk,26.2,1994
tjk,23.4,1995
tjk,19.8,1996
tjk,19.7,1997
tjk,20.6,1998
tjk,21.1,1999
tjk,22.4,2000
tjk,24.9,2001
tjk,25.9,2002
tjk,27.8,2003
tjk,29.0,2004
tjk,29.8,2005
tjk,30.9,2006
tjk,35.5,2007
tza,79.4,1991
tza,79.0,1992
tza,78.6,1993
tza,78.2,1994
tza,77.7,1995
tza,77.0,1996
tza,77.4,1997
tza,77.2,1998
tza,77.2,1999
tza,76.2,2000
tza,75.1,2001
tza,74.1,2002
tza,72.9,2003
tza,71.7,2004
tza,70.3,2005
tza,69.4,2006
tza,70.0,2007
tha,69.7,1991
tha,68.8,1992
tha,65.3,1993
tha,62.6,1994
tha,61.4,1995
tha,59.8,1996
tha,58.5,1997
tha,52.8,1998
tha,49.3,1999
tha,49.8,2000
tha,49.8,2001
tha,49.6,2002
tha,48.4,2003
tha,49.5,2004
tha,49.2,2005
tha,46.6,2006
tha,46.6,2007
mkd,18.6,1991
mkd,18.1,1992
mkd,17.0,1993
mkd,19.4,1994
mkd,18.7,1995
mkd,15.9,1996
mkd,16.4,1997
mkd,11.6,1998
mkd,14.8,1999
mkd,15.5,2000
mkd,16.3,2001
mkd,14.9,2002
mkd,12.2,2003
mkd,11.6,2004
mkd,12.4,2005
mkd,14.5,2006
mkd,13.7,2007
