geo,aged_15_24_employment_rate_percent,time
tgo,56.7,1991
tgo,56.6,1992
tgo,56.5,1993
tgo,56.3,1994
tgo,55.8,1995
tgo,55.4,1996
tgo,54.6,1997
tgo,54.4,1998
tgo,54.1,1999
tgo,53.8,2000
tgo,53.5,2001
tgo,53.2,2002
tgo,53.0,2003
tgo,52.6,2004
tgo,52.2,2005
tgo,51.8,2006
tgo,51.7,2007
tto,33.3,1991
tto,32.6,1992
tto,32.9,1993
tto,34.5,1994
tto,35.8,1995
tto,37.6,1996
tto,37.9,1997
tto,37.8,1998
tto,38.4,1999
tto,39.6,2000
tto,40.0,2001
tto,39.8,2002
tto,40.8,2003
tto,44.1,2004
tto,45.4,2005
tto,48.8,2006
tto,47.2,2007
tun,28.5,1991
tun,28.1,1992
tun,27.7,1993
tun,27.7,1994
tun,27.2,1995
tun,26.8,1996
tun,26.5,1997
tun,25.6,1998
tun,25.2,1999
tun,24.8,2000
tun,24.6,2001
tun,23.9,2002
tun,23.8,2003
tun,23.4,2004
tun,22.9,2005
tun,22.8,2006
tun,22.6,2007
tur,48.1,1991
tur,45.7,1992
tur,41.1,1993
tur,44.3,1994
tur,42.3,1995
tur,43.2,1996
tur,41.5,1997
tur,40.6,1998
tur,40.8,1999
tur,37.9,2000
tur,36.2,2001
tur,34.0,2002
tur,31.6,2003
tur,32.8,2004
tur,32.6,2005
tur,32.3,2006
tur,30.6,2007
tkm,34.4,1991
tkm,35.1,1992
tkm,36.1,1993
tkm,37.2,1994
tkm,37.2,1995
tkm,36.6,1996
tkm,35.7,1997
tkm,38.1,1998
tkm,39.2,1999
tkm,38.7,2000
tkm,38.0,2001
tkm,37.0,2002
tkm,36.3,2003
tkm,35.2,2004
tkm,34.2,2005
tkm,33.3,2006
tkm,33.6,2007
uga,78.3,1991
uga,78.0,1992
uga,77.1,1993
uga,75.6,1994
uga,76.0,1995
uga,76.5,1996
uga,77.0,1997
uga,78.4,1998
uga,77.9,1999
uga,77.2,2000
uga,77.5,2001
uga,76.7,2002
uga,76.0,2003
uga,75.9,2004
uga,75.7,2005
uga,75.5,2006
uga,75.7,2007
ukr,36.9,1991
ukr,36.7,1992
ukr,37.8,1993
ukr,39.7,1994
ukr,40.2,1995
ukr,40.0,1996
ukr,40.3,1997
ukr,39.7,1998
ukr,32.6,1999
ukr,31.5,2000
ukr,31.1,2001
ukr,32.4,2002
ukr,32.1,2003
ukr,34.4,2004
ukr,34.5,2005
ukr,34.6,2006
ukr,34.3,2007
are,43.2,1991
are,43.6,1992
are,44.0,1993
are,44.7,1994
are,45.0,1995
are,44.4,1996
are,43.9,1997
are,44.4,1998
are,44.1,1999
are,44.8,2000
are,45.5,2001
are,46.5,2002
are,47.1,2003
are,47.5,2004
are,47.5,2005
are,46.9,2006
are,47.0,2007
gbr,65.9,1991
gbr,60.8,1992
gbr,58.0,1993
gbr,58.0,1994
gbr,58.3,1995
gbr,59.7,1996
gbr,60.5,1997
gbr,60.6,1998
gbr,60.4,1999
gbr,61.1,2000
gbr,60.4,2001
gbr,60.2,2002
gbr,59.1,2003
gbr,59.5,2004
gbr,58.1,2005
gbr,56.8,2006
gbr,56.4,2007
usa,56.1,1991
usa,55.5,1992
usa,56.1,1993
usa,57.1,1994
usa,57.5,1995
usa,57.1,1996
usa,57.4,1997
usa,58.4,1998
usa,58.3,1999
usa,58.7,2000
usa,56.5,2001
usa,54.3,2002
usa,52.4,2003
usa,52.3,2004
usa,52.4,2005
usa,52.9,2006
usa,52.4,2007
ury,43.3,1991
ury,44.8,1992
ury,43.6,1993
ury,45.0,1994
ury,46.8,1995
ury,47.8,1996
ury,47.1,1997
ury,46.4,1998
ury,45.7,1999
ury,44.9,2000
ury,43.9,2001
ury,42.8,2002
ury,41.6,2003
ury,40.5,2004
ury,39.4,2005
ury,37.1,2006
ury,37.8,2007
uzb,35.5,1991
uzb,33.8,1992
uzb,33.2,1993
uzb,32.3,1994
uzb,31.9,1995
uzb,32.4,1996
uzb,33.0,1997
uzb,33.4,1998
uzb,33.7,1999
uzb,33.9,2000
uzb,34.2,2001
uzb,34.4,2002
uzb,34.7,2003
uzb,35.6,2004
uzb,36.1,2005
uzb,36.7,2006
uzb,38.0,2007
ven,35.6,1991
ven,36.3,1992
ven,37.2,1993
ven,36.1,1994
ven,34.8,1995
ven,32.3,1996
ven,34.2,1997
ven,33.9,1998
ven,32.9,1999
ven,33.6,2000
ven,34.4,2001
ven,32.7,2002
ven,33.7,2003
ven,33.8,2004
ven,34.8,2005
ven,37.0,2006
ven,38.2,2007
vnm,74.7,1991
vnm,73.0,1992
vnm,70.6,1993
vnm,70.4,1994
vnm,69.3,1995
vnm,68.2,1996
vnm,64.5,1997
vnm,62.7,1998
vnm,59.9,1999
vnm,56.5,2000
vnm,59.4,2001
vnm,58.0,2002
vnm,56.0,2003
vnm,54.9,2004
vnm,54.0,2005
vnm,52.9,2006
vnm,52.2,2007
pse,18.6,1991
pse,18.9,1992
pse,19.4,1993
pse,16.3,1994
pse,21.3,1995
pse,18.2,1996
pse,19.4,1997
pse,21.6,1998
pse,22.6,1999
pse,21.6,2000
pse,17.7,2001
pse,14.1,2002
pse,15.8,2003
pse,15.2,2004
pse,16.6,2005
pse,16.7,2006
pse,16.1,2007
yem,23.0,1991
yem,22.2,1992
yem,21.5,1993
yem,22.9,1994
yem,22.3,1995
yem,21.8,1996
yem,22.1,1997
yem,22.6,1998
yem,21.2,1999
yem,21.3,2000
yem,21.3,2001
yem,21.3,2002
yem,21.3,2003
yem,21.4,2004
yem,21.5,2005
yem,21.5,2006
yem,21.5,2007
zmb,39.6,1991
zmb,39.3,1992
zmb,38.7,1993
zmb,39.8,1994
zmb,40.7,1995
zmb,42.9,1996
zmb,44.4,1997
zmb,46.3,1998
zmb,46.1,1999
zmb,45.8,2000
zmb,45.9,2001
zmb,46.0,2002
zmb,46.1,2003
zmb,45.9,2004
zmb,45.8,2005
zmb,45.6,2006
zmb,46.5,2007
zwe,47.9,1991
zwe,47.2,1992
zwe,46.4,1993
zwe,48.4,1994
zwe,47.8,1995
zwe,47.2,1996
zwe,45.8,1997
zwe,45.9,1998
zwe,46.4,1999
zwe,48.0,2000
zwe,49.5,2001
zwe,50.6,2002
zwe,50.6,2003
zwe,50.6,2004
zwe,50.0,2005
zwe,49.4,2006
zwe,50.5,2007
