broadband_subscribers_per_100_people,geo,time
0.06256,moz,2010
0.0,mmr,2000
0.0,mmr,2001
0.0,mmr,2002
0.0,mmr,2003
0.0,mmr,2004
0.0005246,mmr,2005
0.008499,mmr,2006
0.01378,mmr,2007
0.02115,mmr,2008
0.03151,mmr,2009
0.03419,mmr,2010
0.0,nam,2001
0.0,nam,2002
0.0,nam,2003
0.0,nam,2004
0.006442,nam,2005
0.009346,nam,2006
0.01186,nam,2007
0.01454,nam,2008
0.01918,nam,2009
0.4223,nam,2010
0.0,npl,2001
0.0,npl,2002
0.0,npl,2003
0.0,npl,2004
0.0,npl,2005
0.00346,npl,2006
0.03862,npl,2007
0.04151,npl,2008
0.05287,npl,2009
0.195,npl,2010
0.4807,nld,1998
1.633,nld,2000
2.905,nld,2001
7.251,nld,2002
12.25,nld,2003
19.69,nld,2004
25.12,nld,2005
31.76,nld,2006
33.62,nld,2007
35.3,nld,2008
37.08,nld,2009
38.1,nld,2010
0.0,ncl,1998
0.0,ncl,1999
0.0,ncl,2000
0.06074,ncl,2001
0.316,ncl,2002
0.7389,ncl,2003
2.237,ncl,2004
4.096,ncl,2005
6.542,ncl,2006
8.381,ncl,2007
10.43,ncl,2008
13.48,ncl,2009
15.46,ncl,2010
0.0,nzl,1998
0.0,nzl,1999
0.1207,nzl,2000
0.445,nzl,2001
1.102,nzl,2002
2.061,nzl,2003
4.69,nzl,2004
7.765,nzl,2005
11.24,nzl,2006
20.17,nzl,2007
21.43,nzl,2008
22.73,nzl,2009
24.93,nzl,2010
0.0138,nic,2000
0.03115,nic,2001
0.04443,nic,2002
0.08326,nic,2003
0.09337,nic,2004
0.1942,nic,2005
0.3466,nic,2006
0.4952,nic,2007
0.6398,nic,2008
0.8231,nic,2009
0.8222,nic,2010
0.0,ner,2001
0.0,ner,2002
0.0,ner,2003
0.0006137,ner,2004
0.001632,ner,2005
0.002578,ner,2006
0.003456,ner,2007
0.00427,ner,2008
0.006679,ner,2009
0.0239,ner,2010
0.0,nga,2001
0.0,nga,2002
0.0,nga,2003
0.0,nga,2004
0.0003576,nga,2005
0.03647,nga,2007
0.04498,nga,2008
0.05305,nga,2009
0.06256,nga,2010
0.0,mnp,2001
0.0,mnp,2002
0.0,mnp,2003
0.0,mnp,2004
0.0,mnp,2005
0.0,mnp,2006
0.0,mnp,2007
0.0,mnp,2008
0.0,mnp,2009
0.0,nor,1998
0.5188,nor,2000
1.962,nor,2001
4.524,nor,2002
8.735,nor,2003
14.63,nor,2004
21.44,nor,2005
26.7,nor,2006
30.49,nor,2007
33.09,nor,2008
34.56,nor,2009
35.26,nor,2010
0.0,omn,2001
0.004212,omn,2002
0.005822,omn,2003
0.02809,omn,2004
0.545,omn,2005
0.8056,omn,2006
0.7878,omn,2007
1.23,omn,2008
1.516,omn,2009
1.633,omn,2010
0.0,pak,2001
0.0,pak,2002
0.0,pak,2003
0.009203,pak,2005
0.01648,pak,2006
0.02746,pak,2007
0.08867,pak,2008
0.1776,pak,2009
0.3063,pak,2010
0.0,plw,2001
0.0,plw,2002
0.3737,plw,2004
0.5024,plw,2005
0.4847,plw,2006
0.502,plw,2007
0.5487,plw,2008
0.6979,plw,2009
1.167,plw,2010
0.2579,pan,2001
0.3986,pan,2002
0.4812,pan,2003
0.5263,pan,2004
0.5425,pan,2005
3.422,pan,2006
4.485,pan,2007
5.759,pan,2008
6.757,pan,2009
7.837,pan,2010
0.0,png,2001
0.0,png,2002
0.0,png,2003
0.0,png,2004
0.0,png,2005
0.0,png,2006
0.0,png,2007
0.04561,png,2008
0.06643,png,2009
0.08895,png,2010
0.002807,pry,2000
0.005501,pry,2001
0.008985,pry,2002
0.008809,pry,2003
0.05271,pry,2004
0.09495,pry,2005
0.09986,pry,2006
0.1405,pry,2007
0.2054,pry,2008
0.2491,pry,2009
0.4361,pry,2010
0.0,per,1998
0.0002944,per,1999
0.004168,per,2000
0.08693,per,2001
0.1407,per,2002
0.3489,per,2003
0.8355,per,2004
1.28,per,2005
1.74,per,2006
2.024,per,2007
2.549,per,2008
2.815,per,2009
3.135,per,2010
0.0,phl,1998
0.0,phl,1999
0.0,phl,2000
0.01266,phl,2001
0.02604,phl,2002
0.06683,phl,2003
0.106,phl,2004
0.1438,phl,2005
0.3042,phl,2006
0.5597,phl,2007
1.16,phl,2008
1.878,phl,2009
1.847,phl,2010
0.0,pol,1998
0.0,pol,1999
0.0,pol,2000
0.03137,pol,2001
0.3183,pol,2002
0.5124,pol,2003
2.294,pol,2004
2.476,pol,2005
7.633,pol,2006
10.95,pol,2007
10.45,pol,2008
12.58,pol,2009
12.99,pol,2010
0.0,prt,1998
0.00292,prt,1999
0.246,prt,2000
0.9649,prt,2001
2.513,prt,2002
4.808,prt,2003
7.983,prt,2004
11.05,prt,2005
13.45,prt,2006
14.26,prt,2007
15.19,prt,2008
17.32,prt,2009
19.3,prt,2010
0.06324,pri,2001
0.5892,pri,2002
1.402,pri,2003
2.216,pri,2004
3.024,pri,2005
3.826,pri,2006
4.623,pri,2007
10.78,pri,2008
12.11,pri,2009
13.86,pri,2010
0.0,qat,1998
0.0,qat,1999
0.0,qat,2000
0.0,qat,2001
0.03653,qat,2002
0.4577,qat,2003
1.526,qat,2004
3.119,qat,2005
4.781,qat,2006
7.381,qat,2007
7.466,qat,2008
8.845,qat,2009
8.19,qat,2010
0.02711,rou,2001
0.07247,rou,2002
0.902,rou,2003
0.4808,rou,2004
1.743,rou,2005
5.049,rou,2006
8.911,rou,2007
11.57,rou,2008
12.99,rou,2009
13.9,rou,2010
0.0,rus,1998
0.0,rus,1999
0.0,rus,2000
0.0,rus,2001
0.007571,rus,2002
0.2372,rus,2003
0.4692,rus,2004
1.11,rus,2005
2.035,rus,2006
3.448,rus,2007
6.538,rus,2008
9.094,rus,2009
11.08,rus,2010
0.0,rwa,2001
0.0,rwa,2002
0.0,rwa,2003
0.01274,rwa,2004
0.01282,rwa,2005
0.01805,rwa,2006
0.02619,rwa,2007
0.0112,rwa,2008
0.02147,rwa,2009
0.02485,rwa,2010
1.07,kna,2002
4.282,kna,2003
9.064,kna,2004
13.22,kna,2005
17.67,kna,2006
19.03,kna,2007
21.73,kna,2008
25.12,kna,2009
28.08,kna,2010
0.0,lca,2002
0.8716,lca,2003
2.339,lca,2004
4.26,lca,2005
4.988,lca,2006
7.129,lca,2007
9.088,lca,2008
10.79,lca,2009
11.6,lca,2010
0.0,vct,1998
0.0,vct,1999
0.0,vct,2000
0.07501,vct,2001
1.004,vct,2002
1.058,vct,2003
1.216,vct,2004
3.353,vct,2005
5.158,vct,2006
7.31,vct,2007
8.577,vct,2008
10.53,vct,2009
11.47,vct,2010
0.0,wsm,2001
0.0,wsm,2002
0.0,wsm,2003
0.01781,wsm,2004
0.03606,wsm,2005
0.05421,wsm,2006
0.07171,wsm,2007
0.088,wsm,2008
0.1096,wsm,2009
0.1087,wsm,2010
2.068,smr,2003
3.62,smr,2004
4.026,smr,2005
4.818,smr,2006
5.157,smr,2007
15.71,smr,2008
31.89,smr,2009
32.03,smr,2010
0.0,stp,2000
0.0,stp,2001
0.0,stp,2002
0.0,stp,2003
0.0,stp,2004
0.0,stp,2005
0.08066,stp,2006
0.1957,stp,2007
0.3527,stp,2010
0.0,sau,1998
0.0,sau,1999
0.06769,sau,2001
0.1621,sau,2002
0.2059,sau,2003
0.2959,sau,2004
0.282,sau,2005
0.8798,sau,2006
2.443,sau,2007
4.005,sau,2008
5.009,sau,2009
5.453,sau,2010
0.0,sen,2001
0.01197,sen,2002
0.02314,sen,2003
0.07244,sen,2004
0.1658,sen,2005
0.259,sen,2006
0.3323,sen,2007
0.4018,sen,2008
0.485,sen,2009
0.6325,sen,2010
0.45,srb,2005
1.642,srb,2006
4.413,srb,2007
6.22,srb,2008
8.067,srb,2009
11.77,srb,2010
0.0,syc,2001
0.0,syc,2002
0.0,syc,2003
0.423,syc,2004
1.144,syc,2005
2.926,syc,2006
3.359,syc,2007
3.151,syc,2008
4.501,syc,2009
7.216,syc,2010
0.0,sle,2002
0.0,sle,2003
0.0,sle,2004
0.0,sle,2005
0.0,sle,2006
0.0,sle,2007
0.2546,sgp,1998
0.7578,sgp,1999
1.713,sgp,2000
3.649,sgp,2001
6.466,sgp,2002
10.14,sgp,2003
13.08,sgp,2004
15.38,sgp,2005
17.9,sgp,2006
19.53,sgp,2007
21.16,sgp,2008
23.47,sgp,2009
24.99,sgp,2010
0.0,svk,2001
0.07591,svk,2002
0.4175,svk,2003
1.463,svk,2004
3.37,svk,2005
5.65,svk,2006
8.745,svk,2007
9.616,svk,2008
11.58,svk,2009
12.79,svk,2010
0.2761,svn,2001
2.845,svn,2002
2.906,svn,2003
5.762,svn,2004
9.83,svn,2005
13.94,svn,2006
17.08,svn,2007
21.04,svn,2008
22.72,svn,2009
24.02,svn,2010
0.0,slb,2001
0.0,slb,2002
0.0,slb,2003
0.04377,slb,2004
0.09578,slb,2005
0.1346,slb,2006
0.2014,slb,2007
0.294,slb,2008
0.3816,slb,2009
0.3717,slb,2010
0.0,som,2001
0.0,som,2002
0.0,som,2003
0.0,som,2004
0.0,som,2005
0.0,som,2006
0.0,som,2007
0.0,som,2008
0.005862,zaf,2002
0.04405,zaf,2003
0.1286,zaf,2004
0.3502,zaf,2005
0.7021,zaf,2006
0.7833,zaf,2007
0.8731,zaf,2008
0.9753,zaf,2009
1.486,zaf,2010
0.0,esp,1998
0.1896,esp,2000
1.146,esp,2001
3.02,esp,2002
5.052,esp,2003
7.967,esp,2004
11.6,esp,2005
15.28,esp,2006
17.8,esp,2007
19.88,esp,2008
21.14,esp,2009
22.87,esp,2010
0.001728,lka,2001
0.003094,lka,2002
0.01764,lka,2003
0.1043,lka,2004
0.1058,lka,2005
0.1141,lka,2006
0.3121,lka,2007
0.4978,lka,2008
0.8205,lka,2009
1.095,lka,2010
0.0,sdn,2001
0.0,sdn,2002
0.0,sdn,2003
0.002114,sdn,2004
0.003304,sdn,2005
0.005245,sdn,2006
0.1053,sdn,2007
0.1078,sdn,2008
0.3829,sdn,2009
0.3777,sdn,2010
0.0,sur,2001
0.01958,sur,2002
0.04437,sur,2003
0.08515,sur,2004
0.2217,sur,2005
0.526,sur,2006
0.8243,sur,2007
1.117,sur,2008
1.648,sur,2009
2.985,sur,2010
0.0,swz,1998
0.0,swz,1999
0.0,swz,2000
0.0,swz,2001
0.0,swz,2002
0.0,swz,2003
0.0,swz,2004
0.0,swz,2005
0.0,swz,2006
0.0,swz,2007
0.07482,swz,2008
0.1441,swz,2009
0.154,swz,2010
0.0,swe,1998
0.0,swe,1999
2.807,swe,2000
6.599,swe,2001
9.412,swe,2002
12.22,swe,2003
15.68,swe,2004
27.93,swe,2005
27.41,swe,2006
30.34,swe,2007
31.44,swe,2008
31.64,swe,2009
31.85,swe,2010
0.0,che,1998
0.0,che,1999
0.7853,che,2000
1.936,che,2001
6.249,che,2002
10.68,che,2003
16.61,che,2004
22.44,che,2005
27.39,che,2006
31.53,che,2007
33.42,che,2008
35.37,che,2009
37.16,che,2010
0.0,syr,2001
0.0,syr,2002
0.0,syr,2003
0.003332,syr,2004
0.01461,syr,2005
0.02767,syr,2006
0.03615,syr,2007
0.05629,syr,2008
0.1736,syr,2009
0.3304,syr,2010
0.0,tjk,2001
0.0,tjk,2002
0.0001578,tjk,2003
0.05519,tjk,2007
0.05467,tjk,2008
0.06486,tjk,2009
0.06832,tjk,2010
0.0,tza,2001
0.0,tza,2002
0.0,tza,2003
0.0,tza,2004
0.00385,tza,2005
0.004496,tza,2006
0.005245,tza,2007
0.006116,tza,2008
0.006527,tza,2009
0.007025,tza,2010
0.0,tha,1998
0.0,tha,1999
0.0,tha,2000
0.002524,tha,2001
0.0232,tha,2002
0.06884,tha,2003
0.1135,tha,2004
0.1574,tha,2005
1.347,tha,2007
4.613,tha,2010
0.0,tls,2001
0.0,tls,2002
0.0009664,tls,2003
0.001335,tls,2004
0.002177,tls,2005
0.002792,tls,2006
0.004714,tls,2007
0.006576,tls,2008
0.04282,tls,2009
0.04448,tls,2010
0.0,tgo,2001
0.0,tgo,2002
0.0,tgo,2003
0.0,tgo,2004
0.0,tgo,2005
0.0,tgo,2006
0.02125,tgo,2007
0.03308,tgo,2008
0.04563,tgo,2009
0.0639,tgo,2010
0.0,ton,2001
0.01111,ton,2002
0.02208,ton,2003
0.333,ton,2004
0.6391,ton,2005
0.6231,ton,2006
0.7628,ton,2007
0.7006,ton,2008
0.966,ton,2009
0.9615,ton,2010
0.0,tto,2001
0.01352,tto,2002
0.06768,tto,2003
0.323,tto,2004
0.8213,tto,2005
1.561,tto,2006
2.677,tto,2007
6.42,tto,2008
9.396,tto,2009
10.81,tto,2010
0.0,tun,2000
0.0,tun,2001
0.0002658,tun,2002
0.002632,tun,2003
0.02858,tun,2004
0.1752,tun,2005
0.4329,tun,2006
0.938,tun,2007
2.201,tun,2008
3.571,tun,2009
4.567,tun,2010
0.0,tur,1998
0.0,tur,1999
0.0,tur,2000
0.01691,tur,2001
0.0324,tur,2002
0.3005,tur,2003
0.8596,tur,2004
2.333,tur,2005
4.016,tur,2006
6.792,tur,2007
8.107,tur,2008
8.986,tur,2009
9.731,tur,2010
0.001525,tkm,2008
0.009338,tkm,2009
0.01434,tkm,2010
0.0,tuv,2001
0.0,tuv,2002
0.0,tuv,2003
0.5183,tuv,2004
1.547,tuv,2005
2.569,tuv,2006
2.766,tuv,2007
2.963,tuv,2008
3.256,tuv,2010
0.0,uga,2001
0.0,uga,2002
0.0,uga,2003
0.0,uga,2004
0.00299,uga,2005
0.00412,uga,2006
0.006131,uga,2007
0.01531,uga,2008
0.01854,uga,2009
0.164,uga,2010
0.0,ukr,2002
0.0,ukr,2003
0.0,ukr,2004
0.276,ukr,2005
1.111,ukr,2006
1.72,ukr,2007
3.459,ukr,2008
4.14,ukr,2009
6.441,ukr,2010
0.0,are,1998
0.01267,are,1999
0.06504,are,2000
0.2659,are,2001
0.511,are,2002
0.8917,are,2003
1.535,are,2004
3.178,are,2005
5.16,are,2006
7.026,are,2007
8.984,are,2008
9.911,are,2009
10.47,are,2010
0.08981,gbr,2000
0.5599,gbr,2001
2.286,gbr,2002
5.227,gbr,2003
10.23,gbr,2004
16.44,gbr,2005
21.48,gbr,2006
25.59,gbr,2007
28.14,gbr,2008
29.54,gbr,2009
31.46,gbr,2010
0.2559,usa,1998
0.9871,usa,1999
2.506,usa,2000
4.489,usa,2001
6.912,usa,2002
9.563,usa,2003
12.76,usa,2004
17.31,usa,2005
20.19,usa,2006
23.31,usa,2007
24.9,usa,2008
25.77,usa,2009
27.71,usa,2010
0.0,ury,2001
0.0,ury,2002
0.0,ury,2003
0.8178,ury,2004
1.468,ury,2005
2.803,ury,2006
4.574,ury,2007
6.828,ury,2008
8.994,ury,2009
10.95,ury,2010
0.0,uzb,2001
0.0,uzb,2002
0.01078,uzb,2003
0.02132,uzb,2004
0.03161,uzb,2005
0.03261,uzb,2006
0.07139,uzb,2007
0.2416,uzb,2008
0.3196,uzb,2009
0.3156,uzb,2010
0.0,vut,2001
0.0,vut,2002
0.007501,vut,2003
0.01119,vut,2004
0.02794,vut,2005
0.04383,vut,2006
0.05846,vut,2007
0.0877,vut,2008
0.2139,vut,2009
0.2083,vut,2010
0.0,ven,1998
0.0184,ven,2000
0.1479,ven,2001
0.3099,ven,2002
0.4557,ven,2003
0.8049,ven,2004
1.341,ven,2005
1.988,ven,2006
3.121,ven,2007
4.762,ven,2008
4.738,ven,2009
5.398,ven,2010
0.0,vnm,2001
0.001353,vnm,2002
0.01141,vnm,2003
0.06472,vnm,2004
0.2549,vnm,2005
0.62,vnm,2006
1.537,vnm,2007
2.407,vnm,2008
3.736,vnm,2009
4.177,vnm,2010
0.0,vir,2001
0.0,vir,2002
0.0,vir,2003
1.357,vir,2004
2.707,vir,2005
5.402,vir,2007
6.752,vir,2008
8.195,vir,2009
8.273,vir,2010
0.0,pse,2001
0.0,pse,2002
0.0,pse,2003
0.0005214,pse,2004
0.2088,pse,2005
0.7341,pse,2006
1.452,pse,2007
0.0,yem,2001
0.0,yem,2002
0.0,yem,2003
0.0,yem,2004
0.007255,yem,2005
0.01306,yem,2006
0.05012,yem,2007
0.1149,yem,2008
0.2315,yem,2009
0.3492,yem,2010
0.0002059,zmb,2000
0.0002967,zmb,2001
0.0004489,zmb,2002
0.0008319,zmb,2003
0.002234,zmb,2004
0.002181,zmb,2005
0.01991,zmb,2006
0.03318,zmb,2007
0.04607,zmb,2008
0.08411,zmb,2009
0.07942,zmb,2010
0.006131,zwe,2001
0.02258,zwe,2002
0.05063,zwe,2003
0.07118,zwe,2004
0.08102,zwe,2005
0.08141,zwe,2006
0.1219,zwe,2007
0.1446,zwe,2008
0.2335,zwe,2009
0.2625,zwe,2010
