geo,time,income_per_person_gdppercapita_ppp_inflation_adjusted
civ,1880,1119
civ,1881,1123
civ,1882,1128
civ,1883,1132
civ,1884,1137
civ,1885,1141
civ,1886,1146
civ,1887,1151
civ,1888,1155
civ,1889,1160
civ,1890,1164
civ,1891,1169
civ,1892,1174
civ,1893,1179
civ,1894,1183
civ,1895,1188
civ,1896,1193
civ,1897,1198
civ,1898,1202
civ,1899,1207
civ,1900,1212
civ,1901,1217
civ,1902,1222
civ,1903,1227
civ,1904,1232
civ,1905,1236
civ,1906,1241
civ,1907,1246
civ,1908,1251
civ,1909,1256
civ,1910,1261
civ,1911,1266
civ,1912,1272
civ,1913,1277
civ,1914,1293
civ,1915,1309
civ,1916,1326
civ,1917,1343
civ,1918,1360
civ,1919,1377
civ,1920,1394
civ,1921,1413
civ,1922,1432
civ,1923,1451
civ,1924,1470
civ,1925,1489
civ,1926,1509
civ,1927,1529
civ,1928,1549
civ,1929,1570
civ,1930,1591
civ,1931,1612
civ,1932,1633
civ,1933,1655
civ,1934,1676
civ,1935,1699
civ,1936,1721
civ,1937,1744
civ,1938,1767
civ,1939,1790
civ,1940,1814
civ,1941,1838
civ,1942,1862
civ,1943,1886
civ,1944,1911
civ,1945,1936
civ,1946,1962
civ,1947,1988
civ,1948,2014
civ,1949,2040
civ,1950,2067
civ,1951,2102
civ,1952,2138
civ,1953,2173
civ,1954,2209
civ,1955,2245
civ,1956,2281
civ,1957,2317
civ,1958,2353
civ,1959,2377
civ,1960,2510
civ,1961,2751
civ,1962,2651
civ,1963,2901
civ,1964,3312
civ,1965,3091
civ,1966,3291
civ,1967,3261
civ,1968,3565
civ,1969,3645
civ,1970,3798
civ,1971,3983
civ,1972,3975
civ,1973,4029
civ,1974,4020
civ,1975,4159
civ,1976,4488
civ,1977,4602
civ,1978,4878
civ,1979,4776
civ,1980,4068
civ,1981,4030
civ,1982,3868
civ,1983,3564
civ,1984,3330
civ,1985,3347
civ,1986,3330
civ,1987,3203
civ,1988,3129
civ,1989,3385
civ,1990,3234
civ,1991,3128
civ,1992,3019
civ,1993,2918
civ,1994,2851
civ,1995,2964
civ,1996,3103
civ,1997,3131
civ,1998,3202
civ,1999,3178
civ,2000,3049
civ,2001,2999
civ,2002,2904
civ,2003,2825
civ,2004,2820
civ,2005,2828
civ,2006,2827
civ,2007,2831
civ,2008,2854
civ,2009,2892
civ,2010,2892
civ,2011,2706
civ,2012,2928
civ,2013,3123
civ,2014,3324
civ,2015,3491
hrv,1820,1350
hrv,1821,1361
hrv,1822,1373
hrv,1823,1384
hrv,1824,1395
hrv,1825,1407
hrv,1826,1418
hrv,1827,1430
hrv,1828,1441
hrv,1829,1453
hrv,1830,1465
hrv,1831,1477
hrv,1832,1489
hrv,1833,1502
hrv,1834,1514
hrv,1835,1526
hrv,1836,1539
hrv,1837,1551
hrv,1838,1564
hrv,1839,1577
hrv,1840,1590
hrv,1841,1603
hrv,1842,1616
hrv,1843,1629
hrv,1844,1643
hrv,1845,1656
hrv,1846,1670
hrv,1847,1683
hrv,1848,1697
hrv,1849,1711
hrv,1850,1725
hrv,1851,1732
hrv,1852,1739
hrv,1853,1746
hrv,1854,1752
hrv,1855,1759
hrv,1856,1766
hrv,1857,1773
hrv,1858,1780
hrv,1859,1787
hrv,1860,1794
hrv,1861,1801
hrv,1862,1808
hrv,1863,1815
hrv,1864,1822
hrv,1865,1829
hrv,1866,1836
hrv,1867,1843
hrv,1868,1851
hrv,1869,1858
hrv,1870,1865
hrv,1871,1897
hrv,1872,1930
hrv,1873,1964
hrv,1874,1998
hrv,1875,2033
hrv,1876,2068
hrv,1877,2104
hrv,1878,2141
hrv,1879,2178
hrv,1880,2216
hrv,1881,2254
hrv,1882,2294
hrv,1883,2333
hrv,1884,2374
hrv,1885,2415
hrv,1886,2457
hrv,1887,2500
hrv,1888,2543
hrv,1889,2588
hrv,1890,2633
hrv,1891,2651
hrv,1892,2669
hrv,1893,2688
hrv,1894,2706
hrv,1895,2725
hrv,1896,2744
hrv,1897,2763
hrv,1898,2782
hrv,1899,2802
hrv,1900,2821
hrv,1901,2866
hrv,1902,2913
hrv,1903,2960
hrv,1904,3007
hrv,1905,3056
hrv,1906,3105
hrv,1907,3155
hrv,1908,3206
hrv,1909,3258
hrv,1910,3310
hrv,1911,3311
hrv,1912,3311
hrv,1913,3312
hrv,1914,3301
hrv,1915,3290
hrv,1916,3279
hrv,1917,3267
hrv,1918,3256
hrv,1919,3246
hrv,1920,3235
hrv,1921,3267
hrv,1922,3315
hrv,1923,3439
hrv,1924,3634
hrv,1925,3759
hrv,1926,3965
hrv,1927,3846
hrv,1928,4125
hrv,1929,4282
hrv,1930,4139
hrv,1931,3958
hrv,1932,3541
hrv,1933,3601
hrv,1934,3684
hrv,1935,3579
hrv,1936,3988
hrv,1937,3999
hrv,1938,4260
hrv,1939,4434
hrv,1940,4395
hrv,1941,4356
hrv,1942,4318
hrv,1943,4280
hrv,1944,4243
hrv,1945,4205
hrv,1946,4168
hrv,1947,4132
hrv,1948,4863
hrv,1949,5271
hrv,1950,4871
hrv,1951,4997
hrv,1952,4549
hrv,1953,5159
hrv,1954,5376
hrv,1955,5644
hrv,1956,5469
hrv,1957,6325
hrv,1958,6531
hrv,1959,7264
hrv,1960,7651
hrv,1961,7916
hrv,1962,7984
hrv,1963,8730
hrv,1964,9476
hrv,1965,9636
hrv,1966,10060
hrv,1967,10140
hrv,1968,10270
hrv,1969,11320
hrv,1970,11780
hrv,1971,13020
hrv,1972,13340
hrv,1973,13670
hrv,1974,15300
hrv,1975,15160
hrv,1976,15480
hrv,1977,16450
hrv,1978,17210
hrv,1979,18230
hrv,1980,19000
hrv,1981,19220
hrv,1982,19230
hrv,1983,19280
hrv,1984,19660
hrv,1985,19710
hrv,1986,20410
hrv,1987,20080
hrv,1988,19710
hrv,1989,19370
hrv,1990,17890
hrv,1991,14020
hrv,1992,12270
hrv,1993,11180
hrv,1994,11760
hrv,1995,12540
hrv,1996,13800
hrv,1997,14460
hrv,1998,14960
hrv,1999,14650
hrv,2000,15640
hrv,2001,16130
hrv,2002,16980
hrv,2003,17920
hrv,2004,18660
hrv,2005,19420
hrv,2006,20360
hrv,2007,21430
hrv,2008,21870
hrv,2009,20280
hrv,2010,19990
hrv,2011,20570
hrv,2012,20180
hrv,2013,20050
hrv,2014,20060
hrv,2015,20260
cub,1800,864
cub,1801,874
cub,1802,884
cub,1803,895
cub,1804,905
cub,1805,916
cub,1806,926
cub,1807,937
cub,1808,948
cub,1809,959
cub,1810,970
cub,1811,982
cub,1812,993
cub,1813,1005
cub,1814,1016
cub,1815,1028
cub,1816,1040
cub,1817,1052
cub,1818,1065
cub,1819,1077
cub,1820,1090
cub,1821,1102
cub,1822,1115
cub,1823,1128
cub,1824,1141
cub,1825,1155
cub,1826,1168
cub,1827,1182
cub,1828,1196
cub,1829,1210
cub,1830,1224
cub,1831,1238
cub,1832,1252
cub,1833,1267
cub,1834,1282
cub,1835,1297
cub,1836,1312
cub,1837,1327
cub,1838,1343
cub,1839,1358
cub,1840,1374
cub,1841,1390
cub,1842,1406
cub,1843,1423
cub,1844,1439
cub,1845,1456
cub,1846,1473
cub,1847,1490
cub,1848,1508
cub,1849,1525
cub,1850,1543
cub,1851,1561
cub,1852,1579
cub,1853,1598
cub,1854,1616
cub,1855,1635
cub,1856,1654
cub,1857,1674
cub,1858,1693
cub,1859,1713
cub,1860,1733
cub,1861,1753
cub,1862,1774
cub,1863,1794
cub,1864,1815
cub,1865,1836
cub,1866,1858
cub,1867,1880
cub,1868,1901
cub,1869,1924
cub,1870,1946
cub,1871,1969
cub,1872,1992
cub,1873,2015
cub,1874,2038
cub,1875,2062
cub,1876,2086
cub,1877,2111
cub,1878,2135
cub,1879,2160
cub,1880,2185
cub,1881,2211
cub,1882,2237
cub,1883,2263
cub,1884,2289
cub,1885,2316
cub,1886,2343
cub,1887,2370
cub,1888,2398
cub,1889,2426
cub,1890,2454
cub,1891,2483
cub,1892,2512
cub,1893,2541
cub,1894,2571
cub,1895,2601
cub,1896,2631
cub,1897,2662
cub,1898,2693
cub,1899,2724
cub,1900,2756
cub,1901,2788
cub,1902,2821
cub,1903,2854
cub,1904,2887
cub,1905,2920
cub,1906,2955
cub,1907,2989
cub,1908,3024
cub,1909,3059
cub,1910,3095
cub,1911,3182
cub,1912,3271
cub,1913,3361
cub,1914,3453
cub,1915,3547
cub,1916,3643
cub,1917,3740
cub,1918,3839
cub,1919,3940
cub,1920,4042
cub,1921,4187
cub,1922,4332
cub,1923,4479
cub,1924,4626
cub,1925,4775
cub,1926,4925
cub,1927,5076
cub,1928,5228
cub,1929,5381
cub,1930,5027
cub,1931,4212
cub,1932,3369
cub,1933,3631
cub,1934,4246
cub,1935,4937
cub,1936,5740
cub,1937,6578
cub,1938,5083
cub,1939,5346
cub,1940,4631
cub,1941,6198
cub,1942,5177
cub,1943,5709
cub,1944,6523
cub,1945,7174
cub,1946,7720
cub,1947,8724
cub,1948,7645
cub,1949,8193
cub,1950,8630
cub,1951,9245
cub,1952,9446
cub,1953,8192
cub,1954,8492
cub,1955,8757
cub,1956,9424
cub,1957,10640
cub,1958,10500
cub,1959,9234
cub,1960,9213
cub,1961,9248
cub,1962,9273
cub,1963,9244
cub,1964,9179
cub,1965,9116
cub,1966,9436
cub,1967,10370
cub,1968,9626
cub,1969,9377
cub,1970,8918
cub,1971,9471
cub,1972,9745
cub,1973,10440
cub,1974,10800
cub,1975,11180
cub,1976,11330
cub,1977,11710
cub,1978,12310
cub,1979,12520
cub,1980,12280
cub,1981,13220
cub,1982,13420
cub,1983,13670
cub,1984,14020
cub,1985,14140
cub,1986,14020
cub,1987,13800
cub,1988,13920
cub,1989,13830
cub,1990,13670
cub,1991,12110
cub,1992,10640
cub,1993,9001
cub,1994,9018
cub,1995,9195
cub,1996,9871
cub,1997,10110
cub,1998,10090
cub,1999,10670
cub,2000,11270
cub,2001,11590
cub,2002,11720
cub,2003,12120
cub,2004,12790
cub,2005,14200
cub,2006,15900
cub,2007,17060
cub,2008,17760
cub,2009,18040
cub,2010,18480
cub,2011,19000
cub,2012,19590
cub,2013,20120
cub,2014,20700
cub,2015,21290
cyp,1800,853
cyp,1801,854
cyp,1802,854
cyp,1803,854
cyp,1804,854
cyp,1805,854
cyp,1806,854
cyp,1807,854
cyp,1808,854
cyp,1809,855
cyp,1810,855
cyp,1811,855
cyp,1812,855
cyp,1813,855
cyp,1814,855
cyp,1815,855
cyp,1816,855
cyp,1817,856
cyp,1818,856
cyp,1819,856
cyp,1820,856
cyp,1821,866
cyp,1822,876
cyp,1823,887
cyp,1824,897
cyp,1825,908
cyp,1826,919
cyp,1827,930
cyp,1828,941
cyp,1829,952
cyp,1830,963
cyp,1831,975
cyp,1832,986
cyp,1833,998
cyp,1834,1010
cyp,1835,1022
cyp,1836,1034
cyp,1837,1046
cyp,1838,1059
cyp,1839,1071
cyp,1840,1084
cyp,1841,1097
cyp,1842,1110
cyp,1843,1123
cyp,1844,1137
cyp,1845,1150
cyp,1846,1164
cyp,1847,1178
cyp,1848,1192
cyp,1849,1206
cyp,1850,1220
cyp,1851,1235
cyp,1852,1249
cyp,1853,1264
cyp,1854,1279
cyp,1855,1295
cyp,1856,1310
cyp,1857,1325
cyp,1858,1341
cyp,1859,1357
cyp,1860,1373
cyp,1861,1390
cyp,1862,1406
cyp,1863,1423
cyp,1864,1440
cyp,1865,1457
cyp,1866,1474
cyp,1867,1492
cyp,1868,1510
cyp,1869,1527
cyp,1870,1546
cyp,1871,1564
cyp,1872,1583
cyp,1873,1601
cyp,1874,1620
cyp,1875,1640
cyp,1876,1659
cyp,1877,1679
cyp,1878,1699
cyp,1879,1719
cyp,1880,1740
cyp,1881,1760
cyp,1882,1781
cyp,1883,1802
cyp,1884,1824
cyp,1885,1845
cyp,1886,1867
cyp,1887,1890
cyp,1888,1912
cyp,1889,1935
cyp,1890,1958
cyp,1891,1981
cyp,1892,2005
cyp,1893,2028
cyp,1894,2053
cyp,1895,2077
cyp,1896,2102
cyp,1897,2127
cyp,1898,2152
cyp,1899,2177
cyp,1900,2203
cyp,1901,2230
cyp,1902,2256
cyp,1903,2283
cyp,1904,2310
cyp,1905,2337
cyp,1906,2365
cyp,1907,2393
cyp,1908,2422
cyp,1909,2451
cyp,1910,2480
cyp,1911,2509
cyp,1912,2539
cyp,1913,2569
cyp,1914,2593
cyp,1915,2616
cyp,1916,2640
cyp,1917,2664
cyp,1918,2688
cyp,1919,2712
cyp,1920,2737
cyp,1921,2766
cyp,1922,2795
cyp,1923,2825
cyp,1924,2855
cyp,1925,2885
cyp,1926,2915
cyp,1927,2946
cyp,1928,2977
cyp,1929,3009
cyp,1930,3040
cyp,1931,3072
cyp,1932,3105
cyp,1933,3138
cyp,1934,3171
cyp,1935,3204
cyp,1936,3238
cyp,1937,3272
cyp,1938,3306
cyp,1939,3341
cyp,1940,3376
cyp,1941,3411
cyp,1942,3447
cyp,1943,3483
cyp,1944,3519
cyp,1945,3556
cyp,1946,3593
cyp,1947,3631
cyp,1948,3668
cyp,1949,3707
cyp,1950,3745
cyp,1951,3899
cyp,1952,4058
cyp,1953,4224
cyp,1954,4397
cyp,1955,4577
cyp,1956,4764
cyp,1957,4959
cyp,1958,5161
cyp,1959,5372
cyp,1960,5592
cyp,1961,5820
cyp,1962,6058
cyp,1963,6306
cyp,1964,6563
cyp,1965,6831
cyp,1966,7110
cyp,1967,7400
cyp,1968,7702
cyp,1969,8017
cyp,1970,8344
cyp,1971,9415
cyp,1972,10090
cyp,1973,10390
cyp,1974,10200
cyp,1975,8574
cyp,1976,10220
cyp,1977,11850
cyp,1978,12720
cyp,1979,13900
cyp,1980,14580
cyp,1981,14860
cyp,1982,15640
cyp,1983,16280
cyp,1984,17500
cyp,1985,18130
cyp,1986,18630
cyp,1987,19750
cyp,1988,21180
cyp,1989,22600
cyp,1990,23800
cyp,1991,23370
cyp,1992,24890
cyp,1993,24470
cyp,1994,25380
cyp,1995,26440
cyp,1996,26450
cyp,1997,26700
cyp,1998,27720
cyp,1999,28700
cyp,2000,30000
cyp,2001,30740
cyp,2002,31370
cyp,2003,31860
cyp,2004,32810
cyp,2005,33590
cyp,2006,34530
cyp,2007,35460
cyp,2008,35830
cyp,2009,34170
cyp,2010,33750
cyp,2011,32980
cyp,2012,31710
cyp,2013,30080
cyp,2014,29670
cyp,2015,29800
cze,1800,1915
cze,1801,1916
cze,1802,1916
cze,1803,1916
cze,1804,1917
cze,1805,1917
cze,1806,1917
cze,1807,1917
cze,1808,1918
cze,1809,1918
cze,1810,1918
cze,1811,1919
cze,1812,1919
cze,1813,1919
cze,1814,1919
cze,1815,1920
cze,1816,1920
cze,1817,1920
cze,1818,1921
cze,1819,1921
cze,1820,1921
cze,1821,1937
cze,1822,1953
cze,1823,1969
cze,1824,1985
cze,1825,2001
cze,1826,2017
cze,1827,2034
cze,1828,2050
cze,1829,2067
cze,1830,2084
cze,1831,2101
cze,1832,2118
cze,1833,2136
cze,1834,2153
cze,1835,2171
cze,1836,2188
cze,1837,2206
cze,1838,2224
cze,1839,2242
cze,1840,2261
cze,1841,2279
cze,1842,2298
cze,1843,2317
cze,1844,2336
cze,1845,2355
cze,1846,2374
cze,1847,2393
cze,1848,2413
cze,1849,2433
cze,1850,2452
cze,1851,2462
cze,1852,2472
cze,1853,2482
cze,1854,2491
cze,1855,2501
cze,1856,2511
cze,1857,2521
cze,1858,2531
cze,1859,2541
cze,1860,2551
cze,1861,2561
cze,1862,2571
cze,1863,2581
cze,1864,2591
cze,1865,2602
cze,1866,2612
cze,1867,2622
cze,1868,2633
cze,1869,2643
cze,1870,2653
cze,1871,2688
cze,1872,2723
cze,1873,2759
cze,1874,2795
cze,1875,2831
cze,1876,2869
cze,1877,2906
cze,1878,2944
cze,1879,2983
cze,1880,3022
cze,1881,3061
cze,1882,3101
cze,1883,3142
cze,1884,3183
cze,1885,3224
cze,1886,3267
cze,1887,3309
cze,1888,3353
cze,1889,3397
cze,1890,3441
cze,1891,3490
cze,1892,3539
cze,1893,3589
cze,1894,3640
cze,1895,3691
cze,1896,3743
cze,1897,3796
cze,1898,3850
cze,1899,3904
cze,1900,3959
cze,1901,4016
cze,1902,4073
cze,1903,4132
cze,1904,4191
cze,1905,4251
cze,1906,4312
cze,1907,4374
cze,1908,4437
cze,1909,4501
cze,1910,4566
cze,1911,4645
cze,1912,4725
cze,1913,4807
cze,1914,4753
cze,1915,4699
cze,1916,4646
cze,1917,4594
cze,1918,4542
cze,1919,4490
cze,1920,4440
cze,1921,4789
cze,1922,4610
cze,1923,4944
cze,1924,5411
cze,1925,5995
cze,1926,5927
cze,1927,6334
cze,1928,6856
cze,1929,7008
cze,1930,6742
cze,1931,6474
cze,1932,6179
cze,1933,5885
cze,1934,5636
cze,1935,5561
cze,1936,5999
cze,1937,6654
cze,1938,6698
cze,1939,6742
cze,1940,6786
cze,1941,6831
cze,1942,6876
cze,1943,6921
cze,1944,6967
cze,1945,7013
cze,1946,7059
cze,1947,7105
cze,1948,7152
cze,1949,7550
cze,1950,8110
cze,1951,8166
cze,1952,8339
cze,1953,8217
cze,1954,8468
cze,1955,9096
cze,1956,9535
cze,1957,10020
cze,1958,10700
cze,1959,11100
cze,1960,11860
cze,1961,12220
cze,1962,12320
cze,1963,12010
cze,1964,12480
cze,1965,12860
cze,1966,13340
cze,1967,13860
cze,1968,14470
cze,1969,14770
cze,1970,15040
cze,1971,15490
cze,1972,15950
cze,1973,16380
cze,1974,16850
cze,1975,17220
cze,1976,17370
cze,1977,18020
cze,1978,18130
cze,1979,18170
cze,1980,18590
cze,1981,18430
cze,1982,18740
cze,1983,18980
cze,1984,19380
cze,1985,19490
cze,1986,19820
cze,1987,19880
cze,1988,20290
cze,1989,20430
cze,1990,19840
cze,1991,17580
cze,1992,17470
cze,1993,17460
cze,1994,17960
cze,1995,19090
cze,1996,19930
cze,1997,19820
cze,1998,19780
cze,1999,20080
cze,2000,21000
cze,2001,21730
cze,2002,22130
cze,2003,22930
cze,2004,24060
cze,2005,25570
cze,2006,27260
cze,2007,28600
cze,2008,29130
cze,2009,27560
cze,2010,28110
cze,2011,28600
cze,2012,28330
cze,2013,28120
cze,2014,28700
cze,2015,29440
dnk,1800,2013
dnk,1801,2017
dnk,1802,2020
dnk,1803,2024
dnk,1804,2028
dnk,1805,2032
dnk,1806,2035
dnk,1807,2039
dnk,1808,2043
dnk,1809,2047
dnk,1810,2050
dnk,1811,2054
dnk,1812,2058
dnk,1813,2062
dnk,1814,2066
dnk,1815,2070
dnk,1816,2073
dnk,1817,2077
dnk,1818,2081
dnk,1819,2085
dnk,1820,2089
dnk,1821,2169
dnk,1822,2182
dnk,1823,2154
dnk,1824,2191
dnk,1825,2184
dnk,1826,2191
dnk,1827,2235
dnk,1828,2251
dnk,1829,2200
dnk,1830,2214
dnk,1831,2198
dnk,1832,2261
dnk,1833,2234
dnk,1834,2339
dnk,1835,2308
dnk,1836,2296
dnk,1837,2340
dnk,1838,2341
dnk,1839,2353
dnk,1840,2412
dnk,1841,2391
dnk,1842,2384
dnk,1843,2503
dnk,1844,2594
dnk,1845,2639
dnk,1846,2673
dnk,1847,2641
dnk,1848,2755
dnk,1849,2895
dnk,1850,3029
dnk,1851,2853
dnk,1852,2927
dnk,1853,2913
dnk,1854,2899
dnk,1855,3182
dnk,1856,2967
dnk,1857,2982
dnk,1858,2927
dnk,1859,3089
dnk,1860,3029
dnk,1861,3044
dnk,1862,3103
dnk,1863,3266
dnk,1864,3207
dnk,1865,3286
dnk,1866,3263
dnk,1867,3234
dnk,1868,3262
dnk,1869,3420
dnk,1870,3536
dnk,1871,3524
dnk,1872,3695
dnk,1873,3647
dnk,1874,3723
dnk,1875,3755
dnk,1876,3794
dnk,1877,3650
dnk,1878,3755
dnk,1879,3844
dnk,1880,3908
dnk,1881,3917
dnk,1882,4026
dnk,1883,4137
dnk,1884,4118
dnk,1885,4104
dnk,1886,4222
dnk,1887,4334
dnk,1888,4330
dnk,1889,4356
dnk,1890,4587
dnk,1891,4652
dnk,1892,4737
dnk,1893,4800
dnk,1894,4860
dnk,1895,5074
dnk,1896,5201
dnk,1897,5259
dnk,1898,5279
dnk,1899,5439
dnk,1900,5566
dnk,1901,5736
dnk,1902,5812
dnk,1903,6098
dnk,1904,6172
dnk,1905,6219
dnk,1906,6332
dnk,1907,6499
dnk,1908,6631
dnk,1909,6810
dnk,1910,6937
dnk,1911,7210
dnk,1912,7116
dnk,1913,7292
dnk,1914,7649
dnk,1915,7020
dnk,1916,7219
dnk,1917,6699
dnk,1918,6396
dnk,1919,7126
dnk,1920,7359
dnk,1921,7031
dnk,1922,7633
dnk,1923,8327
dnk,1924,8247
dnk,1925,7951
dnk,1926,8326
dnk,1927,8412
dnk,1928,8620
dnk,1929,9118
dnk,1930,9571
dnk,1931,9581
dnk,1932,9219
dnk,1933,9414
dnk,1934,9591
dnk,1935,9708
dnk,1936,9856
dnk,1937,10000
dnk,1938,10150
dnk,1939,10530
dnk,1940,8977
dnk,1941,8012
dnk,1942,8095
dnk,1943,8871
dnk,1944,9666
dnk,1945,8822
dnk,1946,10050
dnk,1947,10480
dnk,1948,10640
dnk,1949,11260
dnk,1950,12020
dnk,1951,12000
dnk,1952,12030
dnk,1953,12600
dnk,1954,12730
dnk,1955,12770
dnk,1956,12840
dnk,1957,13740
dnk,1958,13960
dnk,1959,14900
dnk,1960,15200
dnk,1961,16060
dnk,1962,16820
dnk,1963,16790
dnk,1964,18230
dnk,1965,18920
dnk,1966,19280
dnk,1967,19780
dnk,1968,20480
dnk,1969,21700
dnk,1970,21990
dnk,1971,22460
dnk,1972,23560
dnk,1973,24320
dnk,1974,24030
dnk,1975,23850
dnk,1976,25380
dnk,1977,25760
dnk,1978,26110
dnk,1979,27020
dnk,1980,26920
dnk,1981,26740
dnk,1982,27620
dnk,1983,28390
dnk,1984,29710
dnk,1985,31030
dnk,1986,32180
dnk,1987,32300
dnk,1988,32720
dnk,1989,32850
dnk,1990,33260
dnk,1991,33600
dnk,1992,34150
dnk,1993,34010
dnk,1994,35770
dnk,1995,36670
dnk,1996,37520
dnk,1997,38580
dnk,1998,39300
dnk,1999,40320
dnk,2000,41690
dnk,2001,41890
dnk,2002,41950
dnk,2003,42000
dnk,2004,42990
dnk,2005,43920
dnk,2006,45440
dnk,2007,45610
dnk,2008,45020
dnk,2009,42500
dnk,2010,43000
dnk,2011,43310
dnk,2012,42870
dnk,2013,42480
dnk,2014,42780
dnk,2015,43500
dji,1800,752
dji,1801,754
dji,1802,757
dji,1803,759
dji,1804,762
dji,1805,764
dji,1806,766
dji,1807,769
dji,1808,771
dji,1809,774
dji,1810,776
dji,1811,779
dji,1812,781
dji,1813,784
dji,1814,786
dji,1815,789
dji,1816,791
dji,1817,794
dji,1818,796
dji,1819,799
dji,1820,801
dji,1821,804
dji,1822,806
dji,1823,809
dji,1824,811
dji,1825,814
dji,1826,816
dji,1827,819
dji,1828,822
dji,1829,824
dji,1830,827
dji,1831,830
dji,1832,832
dji,1833,835
dji,1834,837
dji,1835,840
dji,1836,843
dji,1837,845
dji,1838,848
dji,1839,851
dji,1840,853
dji,1841,856
dji,1842,859
dji,1843,862
dji,1844,864
dji,1845,867
dji,1846,870
dji,1847,873
dji,1848,875
dji,1849,878
dji,1850,881
dji,1851,884
dji,1852,886
dji,1853,889
dji,1854,892
dji,1855,895
dji,1856,898
dji,1857,901
dji,1858,903
dji,1859,906
dji,1860,909
dji,1861,912
dji,1862,915
dji,1863,918
dji,1864,921
dji,1865,924
dji,1866,927
dji,1867,930
dji,1868,932
dji,1869,935
dji,1870,938
dji,1871,941
dji,1872,944
dji,1873,947
dji,1874,950
dji,1875,953
dji,1876,956
dji,1877,959
dji,1878,962
dji,1879,965
dji,1880,969
dji,1881,972
dji,1882,975
dji,1883,978
dji,1884,981
dji,1885,984
dji,1886,987
dji,1887,990
dji,1888,993
dji,1889,997
dji,1890,1000
dji,1891,1003
dji,1892,1006
dji,1893,1009
dji,1894,1012
dji,1895,1016
dji,1896,1019
dji,1897,1022
dji,1898,1025
dji,1899,1029
dji,1900,1032
dji,1901,1035
dji,1902,1038
dji,1903,1042
dji,1904,1045
dji,1905,1048
dji,1906,1052
dji,1907,1055
dji,1908,1058
dji,1909,1062
dji,1910,1065
dji,1911,1068
dji,1912,1072
dji,1913,1075
dji,1914,1107
dji,1915,1139
dji,1916,1173
dji,1917,1207
dji,1918,1243
dji,1919,1280
dji,1920,1317
dji,1921,1356
dji,1922,1396
dji,1923,1438
dji,1924,1480
dji,1925,1524
dji,1926,1569
dji,1927,1615
dji,1928,1663
dji,1929,1712
dji,1930,1762
dji,1931,1815
dji,1932,1868
dji,1933,1923
dji,1934,1980
dji,1935,2038
dji,1936,2099
dji,1937,2160
dji,1938,2224
dji,1939,2290
dji,1940,2357
dji,1941,2427
dji,1942,2498
dji,1943,2572
dji,1944,2648
dji,1945,2726
dji,1946,2806
dji,1947,2889
dji,1948,2974
dji,1949,3061
dji,1950,3151
dji,1951,3248
dji,1952,3267
dji,1953,3311
dji,1954,3411
dji,1955,3432
dji,1956,3473
dji,1957,3508
dji,1958,3502
dji,1959,3601
dji,1960,3727
dji,1961,3752
dji,1962,3701
dji,1963,3734
dji,1964,3700
dji,1965,3693
dji,1966,3708
dji,1967,3701
dji,1968,3676
dji,1969,3668
dji,1970,4357
dji,1971,4510
dji,1972,4529
dji,1973,4602
dji,1974,4381
dji,1975,4350
dji,1976,4538
dji,1977,3779
dji,1978,3632
dji,1979,3555
dji,1980,3500
dji,1981,3526
dji,1982,3531
dji,1983,3461
dji,1984,3795
dji,1985,3704
dji,1986,3616
dji,1987,3532
dji,1988,3364
dji,1989,3165
dji,1990,3050
dji,1991,2811
dji,1992,2736
dji,1993,2505
dji,1994,2440
dji,1995,2315
dji,1996,2181
dji,1997,2127
dji,1998,2092
dji,1999,2103
dji,2000,2079
dji,2001,2090
dji,2002,2114
dji,2003,2150
dji,2004,2202
dji,2005,2240
dji,2006,2315
dji,2007,2399
dji,2008,2502
dji,2009,2590
dji,2010,2665
dji,2011,2767
dji,2012,2807
dji,2013,2903
dji,2014,3016
dji,2015,3139
dma,1800,663
dma,1801,663
dma,1802,663
dma,1803,663
dma,1804,663
dma,1805,664
dma,1806,664
dma,1807,664
dma,1808,664
dma,1809,664
dma,1810,664
dma,1811,664
dma,1812,664
dma,1813,664
dma,1814,664
dma,1815,665
dma,1816,665
dma,1817,665
dma,1818,665
dma,1819,665
dma,1820,665
dma,1821,670
dma,1822,674
dma,1823,679
dma,1824,683
dma,1825,688
dma,1826,692
dma,1827,697
dma,1828,702
dma,1829,707
dma,1830,711
dma,1831,716
dma,1832,721
dma,1833,726
dma,1834,731
dma,1835,736
dma,1836,741
dma,1837,746
dma,1838,751
dma,1839,756
dma,1840,761
dma,1841,766
dma,1842,771
dma,1843,776
dma,1844,782
dma,1845,787
dma,1846,792
dma,1847,798
dma,1848,803
dma,1849,808
dma,1850,814
dma,1851,819
dma,1852,825
dma,1853,831
dma,1854,836
dma,1855,842
dma,1856,847
dma,1857,853
dma,1858,859
dma,1859,865
dma,1860,871
dma,1861,877
dma,1862,882
dma,1863,888
dma,1864,894
dma,1865,900
dma,1866,907
dma,1867,913
dma,1868,919
dma,1869,925
dma,1870,931
dma,1871,938
dma,1872,944
dma,1873,950
dma,1874,957
dma,1875,963
dma,1876,970
dma,1877,976
dma,1878,983
dma,1879,989
dma,1880,996
dma,1881,1003
dma,1882,1010
dma,1883,1016
dma,1884,1023
dma,1885,1030
dma,1886,1037
dma,1887,1044
dma,1888,1051
dma,1889,1058
dma,1890,1066
dma,1891,1073
dma,1892,1080
dma,1893,1087
