geo,time,sg_gini
bwa,1891,35.60
caf,1891,49.10
can,1891,41.20
che,1891,35.00
chl,1891,68.70
chn,1891,25.20
civ,1891,45.20
cmr,1891,33.50
cod,1891,42.10
cog,1891,41.90
col,1891,43.20
com,1891,47.50
cpv,1891,48.10
cri,1891,43.50
cub,1891,41.70
cyp,1891,42.70
cze,1891,42.00
deu,1891,40.50
dji,1891,46.10
dnk,1891,45.00
dom,1891,46.20
dza,1891,33.40
ecu,1891,47.10
egy,1891,33.60
eri,1891,48.70
esp,1891,31.60
est,1891,32.50
eth,1891,47.50
fin,1891,36.00
fji,1891,46.10
fra,1891,48.30
fsm,1891,49.60
gab,1891,45.90
gbr,1891,37.60
geo,1891,30.10
gha,1891,38.20
gin,1891,33.20
gmb,1891,47.00
gnb,1891,49.80
gnq,1891,51.80
grc,1891,33.90
grd,1891,44.80
gtm,1891,35.50
guy,1891,38.40
hnd,1891,43.60
hti,1891,44.70
hun,1891,39.70
idn,1891,39.20
ind,1891,28.70
irl,1891,33.20
irn,1891,38.40
irq,1891,38.00
isl,1891,42.60
isr,1891,44.90
ita,1891,46.10
jam,1891,39.10
jor,1891,44.30
jpn,1891,47.60
kaz,1891,42.80
ken,1891,34.10
kgz,1891,37.90
khm,1891,46.10
kir,1891,49.10
kor,1891,32.10
kwt,1891,42.90
lao,1891,38.40
lbn,1891,37.60
lbr,1891,46.30
lby,1891,41.70
lca,1891,45.60
lka,1891,43.40
lso,1891,51.60
ltu,1891,35.70
lux,1891,40.40
lva,1891,35.70
mar,1891,35.60
mda,1891,34.60
mdg,1891,41.00
mdv,1891,47.10
mex,1891,47.30
mkd,1891,30.80
mli,1891,47.20
mlt,1891,44.00
mmr,1891,33.00
mne,1891,42.50
mng,1891,48.40
moz,1891,42.30
mrt,1891,47.90
mus,1891,44.60
mwi,1891,41.30
mys,1891,40.90
nam,1891,39.70
ner,1891,43.30
nga,1891,37.20
nic,1891,42.80
nld,1891,42.50
nor,1891,42.70
npl,1891,41.00
nzl,1891,38.20
omn,1891,44.60
pak,1891,36.50
pan,1891,43.00
per,1891,41.50
phl,1891,38.10
png,1891,36.30
pol,1891,25.30
prk,1891,49.90
prt,1891,39.70
pry,1891,42.60
pse,1891,44.80
qat,1891,42.90
rou,1891,34.60
rus,1891,50.00
rwa,1891,48.00
sau,1891,46.30
sdn,1891,33.80
sds,1891,33.78
sen,1891,42.30
sgp,1891,42.70
slb,1891,50.70
sle,1891,46.00
slv,1891,43.20
som,1891,37.20
srb,1891,30.70
stp,1891,46.10
sur,1891,41.30
svk,1891,42.20
svn,1891,40.80
swe,1891,59.40
swz,1891,48.20
syc,1891,45.40
syr,1891,33.90
tcd,1891,46.70
tgo,1891,46.20
tha,1891,34.60
tjk,1891,39.20
tkm,1891,29.70
tls,1891,48.90
ton,1891,47.10
tto,1891,43.20
tun,1891,35.60
tur,1891,33.00
tza,1891,37.60
uga,1891,41.00
ukr,1891,39.30
ury,1891,51.00
usa,1891,50.60
uzb,1891,36.20
vct,1891,44.60
ven,1891,44.20
vnm,1891,40.40
vut,1891,47.80
wsm,1891,43.20
yem,1891,39.70
zaf,1891,36.30
zmb,1891,47.10
zwe,1891,34.80
afg,1892,37.10
ago,1892,30.20
alb,1892,28.30
are,1892,43.40
arg,1892,42.00
arm,1892,33.20
atg,1892,44.90
aus,1892,37.10
aut,1892,36.80
aze,1892,45.40
bdi,1892,43.70
bel,1892,49.10
ben,1892,42.70
bfa,1892,37.50
bgd,1892,39.30
bgr,1892,34.40
bhr,1892,41.60
bhs,1892,41.80
bih,1892,45.90
blr,1892,50.00
blz,1892,46.40
bol,1892,36.90
bra,1892,24.90
brb,1892,44.30
brn,1892,42.50
btn,1892,48.00
bwa,1892,35.60
caf,1892,49.00
can,1892,41.20
che,1892,35.10
chl,1892,69.00
chn,1892,25.90
civ,1892,45.10
cmr,1892,34.00
cod,1892,42.10
cog,1892,41.80
col,1892,44.00
com,1892,47.30
cpv,1892,48.00
cri,1892,43.60
cub,1892,41.60
cyp,1892,42.70
cze,1892,41.80
deu,1892,40.70
dji,1892,46.00
dnk,1892,45.10
dom,1892,46.10
dza,1892,33.50
ecu,1892,47.00
egy,1892,34.00
eri,1892,48.70
esp,1892,31.80
est,1892,32.70
eth,1892,47.50
fin,1892,36.10
fji,1892,46.00
fra,1892,48.70
fsm,1892,49.60
gab,1892,45.90
gbr,1892,37.80
geo,1892,30.40
gha,1892,38.30
gin,1892,33.60
gmb,1892,47.00
gnb,1892,49.80
gnq,1892,51.80
grc,1892,34.20
grd,1892,44.70
gtm,1892,35.60
guy,1892,38.70
hnd,1892,43.50
hti,1892,44.70
hun,1892,39.50
idn,1892,39.30
ind,1892,28.90
irl,1892,33.50
irn,1892,38.30
irq,1892,38.30
isl,1892,42.50
isr,1892,44.90
ita,1892,46.30
jam,1892,39.00
jor,1892,44.30
jpn,1892,47.90
kaz,1892,42.30
ken,1892,34.90
kgz,1892,38.20
khm,1892,46.10
kir,1892,49.00
kor,1892,32.10
kwt,1892,42.80
lao,1892,38.40
lbn,1892,37.90
lbr,1892,46.30
lby,1892,41.60
lca,1892,45.60
lka,1892,43.50
lso,1892,51.60
ltu,1892,35.90
lux,1892,40.30
lva,1892,35.90
mar,1892,35.70
mda,1892,34.40
mdg,1892,41.00
mdv,1892,47.10
mex,1892,47.50
mkd,1892,31.10
mli,1892,47.20
mlt,1892,44.00
mmr,1892,33.00
mne,1892,42.40
mng,1892,48.40
moz,1892,42.00
mrt,1892,47.90
mus,1892,44.60
mwi,1892,41.10
mys,1892,40.90
nam,1892,39.80
ner,1892,43.30
nga,1892,37.40
nic,1892,43.00
nld,1892,42.70
nor,1892,42.80
npl,1892,41.00
nzl,1892,38.20
omn,1892,44.50
pak,1892,37.10
pan,1892,42.90
per,1892,41.40
phl,1892,38.50
png,1892,36.60
pol,1892,25.40
prk,1892,49.80
prt,1892,40.10
pry,1892,42.60
pse,1892,44.80
qat,1892,42.90
rou,1892,34.40
rus,1892,50.00
rwa,1892,47.50
sau,1892,46.30
sdn,1892,33.80
sds,1892,33.78
sen,1892,42.20
sgp,1892,42.60
slb,1892,50.60
sle,1892,46.00
slv,1892,43.20
som,1892,37.40
srb,1892,31.00
stp,1892,46.10
sur,1892,41.20
svk,1892,42.20
svn,1892,40.70
swe,1892,59.20
swz,1892,48.20
syc,1892,45.30
syr,1892,34.50
tcd,1892,46.60
tgo,1892,46.10
tha,1892,35.00
tjk,1892,39.40
tkm,1892,30.20
tls,1892,48.90
ton,1892,47.00
tto,1892,43.20
tun,1892,35.70
tur,1892,33.60
tza,1892,37.70
uga,1892,41.00
ukr,1892,39.50
ury,1892,51.10
usa,1892,50.60
uzb,1892,36.40
vct,1892,44.50
ven,1892,44.20
vnm,1892,40.40
vut,1892,47.70
wsm,1892,43.10
yem,1892,39.90
zaf,1892,36.70
zmb,1892,47.00
zwe,1892,35.00
afg,1893,37.40
ago,1893,30.80
alb,1893,28.30
are,1893,43.40
arg,1893,42.20
arm,1893,33.40
atg,1893,44.90
aus,1893,37.40
aut,1893,36.80
aze,1893,45.30
bdi,1893,43.70
bel,1893,49.20
ben,1893,42.60
bfa,1893,37.50
bgd,1893,39.30
bgr,1893,34.30
bhr,1893,41.50
bhs,1893,41.70
bih,1893,45.90
blr,1893,50.00
blz,1893,46.40
bol,1893,36.90
bra,1893,24.90
brb,1893,44.40
brn,1893,42.30
btn,1893,47.90
bwa,1893,35.60
caf,1893,49.00
can,1893,41.10
che,1893,35.20
chl,1893,69.30
chn,1893,26.70
civ,1893,45.00
cmr,1893,34.50
cod,1893,42.10
cog,1893,41.70
col,1893,44.70
com,1893,47.10
cpv,1893,48.00
cri,1893,43.70
cub,1893,41.50
cyp,1893,42.60
cze,1893,41.60
deu,1893,40.90
dji,1893,45.90
dnk,1893,45.20
dom,1893,46.00
dza,1893,33.70
ecu,1893,46.80
egy,1893,34.50
eri,1893,48.70
esp,1893,32.00
est,1893,33.00
eth,1893,47.50
fin,1893,36.20
fji,1893,45.90
fra,1893,49.00
fsm,1893,49.50
gab,1893,45.90
gbr,1893,38.00
geo,1893,30.80
gha,1893,38.50
gin,1893,34.00
gmb,1893,47.00
gnb,1893,49.80
gnq,1893,51.80
grc,1893,34.40
grd,1893,44.70
gtm,1893,35.80
guy,1893,38.90
hnd,1893,43.50
hti,1893,44.60
hun,1893,39.20
idn,1893,39.50
ind,1893,29.00
irl,1893,33.70
irn,1893,38.30
irq,1893,38.60
isl,1893,42.40
isr,1893,44.90
ita,1893,46.50
jam,1893,39.00
jor,1893,44.20
jpn,1893,48.10
kaz,1893,41.80
ken,1893,35.80
kgz,1893,38.40
khm,1893,46.10
kir,1893,48.90
kor,1893,32.10
kwt,1893,42.70
lao,1893,38.40
lbn,1893,38.20
lbr,1893,46.30
lby,1893,41.60
lca,1893,45.60
lka,1893,43.60
lso,1893,51.60
ltu,1893,36.20
lux,1893,40.20
lva,1893,36.20
mar,1893,35.70
mda,1893,34.30
mdg,1893,41.00
mdv,1893,47.10
mex,1893,47.70
mkd,1893,31.50
mli,1893,47.20
mlt,1893,44.00
mmr,1893,33.00
mne,1893,42.40
mng,1893,48.40
moz,1893,41.70
mrt,1893,47.90
mus,1893,44.50
mwi,1893,40.90
mys,1893,41.00
nam,1893,40.00
ner,1893,43.30
nga,1893,37.60
nic,1893,43.30
nld,1893,43.00
nor,1893,42.90
npl,1893,41.00
nzl,1893,38.20
omn,1893,44.50
pak,1893,37.60
pan,1893,42.90
per,1893,41.30
phl,1893,38.90
png,1893,36.90
pol,1893,25.60
prk,1893,49.80
prt,1893,40.40
pry,1893,42.60
pse,1893,44.80
qat,1893,42.90
rou,1893,34.30
rus,1893,50.00
rwa,1893,47.00
sau,1893,46.20
sdn,1893,33.80
sds,1893,33.78
sen,1893,42.20
sgp,1893,42.60
slb,1893,50.60
sle,1893,46.00
slv,1893,43.10
som,1893,37.50
srb,1893,31.30
stp,1893,46.10
sur,1893,41.10
svk,1893,42.30
svn,1893,40.60
swe,1893,59.10
swz,1893,48.10
syc,1893,45.20
syr,1893,35.20
tcd,1893,46.50
tgo,1893,45.90
tha,1893,35.40
tjk,1893,39.70
tkm,1893,30.70
tls,1893,48.90
ton,1893,47.00
tto,1893,43.20
tun,1893,35.70
tur,1893,34.30
tza,1893,37.70
uga,1893,41.00
ukr,1893,39.70
ury,1893,51.30
usa,1893,50.60
uzb,1893,36.60
vct,1893,44.50
ven,1893,44.20
vnm,1893,40.40
vut,1893,47.70
wsm,1893,43.10
yem,1893,40.10
zaf,1893,37.20
zmb,1893,46.90
zwe,1893,35.20
afg,1894,37.70
ago,1894,31.40
alb,1894,28.20
are,1894,43.50
arg,1894,42.40
arm,1894,33.60
atg,1894,44.80
aus,1894,37.60
aut,1894,36.80
aze,1894,45.20
bdi,1894,43.70
bel,1894,49.20
ben,1894,42.50
bfa,1894,37.50
bgd,1894,39.30
bgr,1894,34.10
bhr,1894,41.40
bhs,1894,41.60
bih,1894,45.90
blr,1894,50.00
blz,1894,46.30
bol,1894,36.90
bra,1894,25.00
brb,1894,44.40
brn,1894,42.10
btn,1894,47.90
bwa,1894,35.60
caf,1894,48.90
can,1894,41.10
che,1894,35.40
chl,1894,69.50
chn,1894,27.40
civ,1894,44.90
cmr,1894,34.90
cod,1894,42.10
cog,1894,41.60
col,1894,45.50
com,1894,46.90
cpv,1894,48.00
cri,1894,43.80
cub,1894,41.40
cyp,1894,42.60
cze,1894,41.40
deu,1894,41.00
dji,1894,45.80
dnk,1894,45.30
dom,1894,45.90
dza,1894,33.80
ecu,1894,46.70
egy,1894,34.90
eri,1894,48.70
esp,1894,32.10
est,1894,33.20
eth,1894,47.50
fin,1894,36.40
fji,1894,45.80
fra,1894,49.40
fsm,1894,49.40
gab,1894,45.90
gbr,1894,38.30
geo,1894,31.10
gha,1894,38.60
gin,1894,34.50
gmb,1894,46.90
gnb,1894,49.80
gnq,1894,51.70
grc,1894,34.60
grd,1894,44.70
gtm,1894,35.90
guy,1894,39.10
hnd,1894,43.50
hti,1894,44.60
hun,1894,39.00
idn,1894,39.60
ind,1894,29.10
irl,1894,33.90
irn,1894,38.20
irq,1894,39.00
isl,1894,42.30
isr,1894,44.90
ita,1894,46.60
jam,1894,39.00
jor,1894,44.10
jpn,1894,48.30
kaz,1894,41.20
ken,1894,36.60
kgz,1894,38.60
khm,1894,46.10
kir,1894,48.80
kor,1894,32.10
kwt,1894,42.70
lao,1894,38.40
lbn,1894,38.50
lbr,1894,46.30
lby,1894,41.50
lca,1894,45.50
lka,1894,43.70
lso,1894,51.60
ltu,1894,36.40
lux,1894,40.10
lva,1894,36.40
mar,1894,35.80
mda,1894,34.10
mdg,1894,41.00
mdv,1894,47.10
mex,1894,47.90
mkd,1894,31.80
mli,1894,47.20
mlt,1894,43.90
mmr,1894,33.00
mne,1894,42.30
mng,1894,48.40
moz,1894,41.30
mrt,1894,47.90
mus,1894,44.50
mwi,1894,40.70
mys,1894,41.00
nam,1894,40.10
ner,1894,43.30
nga,1894,37.80
nic,1894,43.50
nld,1894,43.20
nor,1894,43.10
npl,1894,41.00
nzl,1894,38.20
omn,1894,44.40
pak,1894,38.20
pan,1894,42.80
per,1894,41.20
phl,1894,39.30
png,1894,37.20
pol,1894,25.70
prk,1894,49.70
prt,1894,40.70
pry,1894,42.50
pse,1894,44.80
qat,1894,43.00
rou,1894,34.10
rus,1894,50.00
rwa,1894,46.40
sau,1894,46.10
sdn,1894,33.80
sds,1894,33.78
sen,1894,42.10
sgp,1894,42.60
slb,1894,50.50
sle,1894,46.00
slv,1894,43.10
som,1894,37.60
srb,1894,31.60
stp,1894,46.10
sur,1894,40.90
svk,1894,42.40
svn,1894,40.40
swe,1894,59.00
swz,1894,48.00
syc,1894,45.10
syr,1894,35.80
tcd,1894,46.50
tgo,1894,45.80
tha,1894,35.80
tjk,1894,40.00
tkm,1894,31.20
tls,1894,48.90
ton,1894,46.90
tto,1894,43.30
tun,1894,35.80
tur,1894,35.00
tza,1894,37.80
uga,1894,41.00
ukr,1894,39.90
ury,1894,51.40
usa,1894,50.70
uzb,1894,36.80
vct,1894,44.40
ven,1894,44.20
vnm,1894,40.40
vut,1894,47.60
wsm,1894,43.10
yem,1894,40.40
zaf,1894,37.60
zmb,1894,46.70
zwe,1894,35.40
afg,1895,38.00
ago,1895,31.90
alb,1895,28.20
are,1895,43.50
arg,1895,42.70
arm,1895,33.80
atg,1895,44.70
aus,1895,37.80
aut,1895,36.80
aze,1895,45.10
bdi,1895,43.70
bel,1895,49.30
ben,1895,42.50
bfa,1895,37.50
bgd,1895,39.20
bgr,1895,33.90
bhr,1895,41.30
bhs,1895,41.50
bih,1895,45.90
blr,1895,50.00
blz,1895,46.30
bol,1895,36.90
bra,1895,25.10
brb,1895,44.50
brn,1895,41.90
btn,1895,47.90
bwa,1895,35.60
caf,1895,48.80
can,1895,41.10
che,1895,35.50
chl,1895,69.80
chn,1895,28.10
civ,1895,44.70
cmr,1895,35.40
cod,1895,42.10
cog,1895,41.40
col,1895,46.30
com,1895,46.70
cpv,1895,48.00
cri,1895,43.90
cub,1895,41.30
cyp,1895,42.60
cze,1895,41.20
deu,1895,41.20
dji,1895,45.70
dnk,1895,45.30
dom,1895,45.80
dza,1895,34.00
ecu,1895,46.60
egy,1895,35.30
eri,1895,48.70
esp,1895,32.30
est,1895,33.40
eth,1895,47.50
fin,1895,36.50
fji,1895,45.80
fra,1895,49.70
fsm,1895,49.40
gab,1895,45.90
gbr,1895,38.50
geo,1895,31.40
gha,1895,38.70
gin,1895,34.90
gmb,1895,46.90
gnb,1895,49.80
gnq,1895,51.70
grc,1895,34.80
grd,1895,44.70
gtm,1895,36.10
guy,1895,39.30
hnd,1895,43.40
hti,1895,44.50
hun,1895,38.70
idn,1895,39.80
ind,1895,29.20
irl,1895,34.10
irn,1895,38.20
irq,1895,39.30
isl,1895,42.20
isr,1895,44.90
ita,1895,46.80
jam,1895,38.90
jor,1895,44.10
jpn,1895,48.60
kaz,1895,40.70
ken,1895,37.40
kgz,1895,38.90
khm,1895,46.10
kir,1895,48.70
kor,1895,32.10
kwt,1895,42.60
lao,1895,38.40
lbn,1895,38.80
lbr,1895,46.20
lby,1895,41.50
lca,1895,45.50
lka,1895,43.70
lso,1895,51.60
ltu,1895,36.60
lux,1895,40.00
lva,1895,36.60
mar,1895,35.80
mda,1895,33.90
mdg,1895,41.00
mdv,1895,47.10
mex,1895,48.20
mkd,1895,32.20
mli,1895,47.20
mlt,1895,43.90
mmr,1895,33.00
mne,1895,42.30
mng,1895,48.30
moz,1895,41.00
mrt,1895,48.00
mus,1895,44.40
mwi,1895,40.50
mys,1895,41.00
nam,1895,40.20
ner,1895,43.30
nga,1895,38.00
nic,1895,43.70
nld,1895,43.50
nor,1895,43.20
npl,1895,41.00
nzl,1895,38.20
omn,1895,44.30
pak,1895,38.70
pan,1895,42.80
per,1895,41.10
phl,1895,39.70
png,1895,37.50
pol,1895,25.90
prk,1895,49.70
prt,1895,41.10
pry,1895,42.50
pse,1895,44.80
qat,1895,43.00
rou,1895,33.90
rus,1895,50.00
rwa,1895,45.90
sau,1895,46.10
sdn,1895,33.80
sds,1895,33.78
sen,1895,42.10
sgp,1895,42.60
slb,1895,50.40
sle,1895,46.00
slv,1895,43.00
som,1895,37.80
srb,1895,31.80
stp,1895,46.00
sur,1895,40.80
svk,1895,42.40
svn,1895,40.30
swe,1895,58.90
swz,1895,48.00
syc,1895,45.00
syr,1895,36.50
tcd,1895,46.40
tgo,1895,45.70
tha,1895,36.20
tjk,1895,40.20
tkm,1895,31.80
tls,1895,48.90
ton,1895,46.90
tto,1895,43.30
tun,1895,35.80
tur,1895,35.70
tza,1895,37.80
uga,1895,41.00
ukr,1895,40.20
ury,1895,51.50
usa,1895,50.70
uzb,1895,37.00
vct,1895,44.40
ven,1895,44.20
vnm,1895,40.40
vut,1895,47.60
wsm,1895,43.00
yem,1895,40.60
zaf,1895,38.00
zmb,1895,46.60
zwe,1895,35.70
afg,1896,38.30
ago,1896,32.50
alb,1896,28.20
are,1896,43.50
arg,1896,42.90
arm,1896,34.00
atg,1896,44.60
aus,1896,38.00
aut,1896,36.80
aze,1896,45.00
bdi,1896,43.70
bel,1896,49.30
ben,1896,42.40
bfa,1896,37.50
bgd,1896,39.20
bgr,1896,33.70
bhr,1896,41.20
bhs,1896,41.50
bih,1896,45.80
blr,1896,50.00
blz,1896,46.20
bol,1896,36.90
bra,1896,25.20
brb,1896,44.60
brn,1896,41.80
btn,1896,47.90
bwa,1896,35.60
caf,1896,48.80
can,1896,41.10
che,1896,35.60
chl,1896,70.10
chn,1896,28.80
civ,1896,44.60
cmr,1896,35.90
cod,1896,42.10
cog,1896,41.30
col,1896,47.10
com,1896,46.50
cpv,1896,48.00
cri,1896,44.00
cub,1896,41.20
cyp,1896,42.50
cze,1896,41.00
deu,1896,41.40
dji,1896,45.60
dnk,1896,45.40
dom,1896,45.70
dza,1896,34.20
ecu,1896,46.50
egy,1896,35.70
eri,1896,48.60
esp,1896,32.50
est,1896,33.70
eth,1896,47.50
fin,1896,36.60
fji,1896,45.70
fra,1896,50.00
fsm,1896,49.30
gab,1896,45.90
gbr,1896,38.70
geo,1896,31.80
gha,1896,38.80
gin,1896,35.30
gmb,1896,46.90
gnb,1896,49.80
gnq,1896,51.70
grc,1896,35.00
grd,1896,44.70
gtm,1896,36.20
guy,1896,39.50
hnd,1896,43.40
hti,1896,44.50
hun,1896,38.50
idn,1896,40.00
ind,1896,29.40
irl,1896,34.30
irn,1896,38.10
irq,1896,39.60
isl,1896,42.10
isr,1896,44.90
ita,1896,46.90
jam,1896,38.90
jor,1896,44.00
jpn,1896,48.80
kaz,1896,40.20
ken,1896,38.30
kgz,1896,39.10
khm,1896,46.10
kir,1896,48.60
kor,1896,32.10
kwt,1896,42.60
lao,1896,38.40
lbn,1896,39.10
lbr,1896,46.20
lby,1896,41.40
lca,1896,45.50
lka,1896,43.80
lso,1896,51.60
ltu,1896,36.90
lux,1896,39.90
lva,1896,36.90
mar,1896,35.90
mda,1896,33.70
mdg,1896,41.00
mdv,1896,47.10
mex,1896,48.40
mkd,1896,32.60
mli,1896,47.20
mlt,1896,43.80
mmr,1896,33.10
mne,1896,42.20
mng,1896,48.30
moz,1896,40.70
mrt,1896,48.00
mus,1896,44.40
mwi,1896,40.30
mys,1896,41.00
nam,1896,40.30
ner,1896,43.30
nga,1896,38.20
nic,1896,44.00
nld,1896,43.70
nor,1896,43.30
npl,1896,41.00
nzl,1896,38.20
omn,1896,44.30
pak,1896,39.30
pan,1896,42.80
per,1896,40.90
phl,1896,40.00
png,1896,37.70
pol,1896,26.00
prk,1896,49.60
prt,1896,41.40
pry,1896,42.50
pse,1896,44.80
qat,1896,43.00
rou,1896,33.70
rus,1896,50.00
rwa,1896,45.40
sau,1896,46.00
sdn,1896,33.80
sds,1896,33.78
sen,1896,42.00
sgp,1896,42.50
slb,1896,50.40
sle,1896,46.00
slv,1896,43.00
som,1896,37.90
srb,1896,32.10
stp,1896,46.00
sur,1896,40.70
svk,1896,42.50
svn,1896,40.20
swe,1896,58.70
swz,1896,47.90
syc,1896,44.80
syr,1896,37.10
tcd,1896,46.30
tgo,1896,45.50
tha,1896,36.60
tjk,1896,40.50
tkm,1896,32.30
tls,1896,48.80
ton,1896,46.80
tto,1896,43.30
tun,1896,35.90
tur,1896,36.40
tza,1896,37.80
uga,1896,41.00
ukr,1896,40.40
ury,1896,51.70
usa,1896,50.70
uzb,1896,37.20
vct,1896,44.40
ven,1896,44.20
vnm,1896,40.40
vut,1896,47.50
wsm,1896,43.00
yem,1896,40.80
zaf,1896,38.50
zmb,1896,46.50
zwe,1896,35.90
afg,1897,38.60
ago,1897,33.10
alb,1897,28.10
are,1897,43.60
arg,1897,43.10
arm,1897,34.20
atg,1897,44.50
aus,1897,38.30
aut,1897,36.80
aze,1897,44.90
bdi,1897,43.70
bel,1897,49.40
ben,1897,42.30
bfa,1897,37.50
bgd,1897,39.20
bgr,1897,33.60
bhr,1897,41.10
bhs,1897,41.40
bih,1897,45.80
blr,1897,50.00
blz,1897,46.10
bol,1897,36.90
bra,1897,25.20
brb,1897,44.60
brn,1897,41.60
btn,1897,47.90
bwa,1897,35.60
caf,1897,48.70
can,1897,41.00
che,1897,35.80
chl,1897,70.40
chn,1897,29.50
civ,1897,44.50
cmr,1897,36.30
cod,1897,42.10
cog,1897,41.20
col,1897,47.80
com,1897,46.40
cpv,1897,48.00
cri,1897,44.10
cub,1897,41.20
cyp,1897,42.50
cze,1897,40.90
deu,1897,41.50
dji,1897,45.50
dnk,1897,45.50
dom,1897,45.60
dza,1897,34.30
ecu,1897,46.40
egy,1897,36.20
eri,1897,48.60
esp,1897,32.70
est,1897,33.90
eth,1897,47.50
fin,1897,36.80
fji,1897,45.60
fra,1897,50.40
fsm,1897,49.20
gab,1897,45.90
gbr,1897,38.90
geo,1897,32.10
gha,1897,38.90
gin,1897,35.70
gmb,1897,46.90
gnb,1897,49.80
gnq,1897,51.70
grc,1897,35.20
grd,1897,44.60
gtm,1897,36.40
guy,1897,39.70
hnd,1897,43.40
hti,1897,44.40
hun,1897,38.20
idn,1897,40.10
ind,1897,29.50
irl,1897,34.50
irn,1897,38.10
irq,1897,39.90
isl,1897,42.00
isr,1897,44.90
ita,1897,47.10
jam,1897,38.90
jor,1897,44.00
jpn,1897,49.10
kaz,1897,39.70
ken,1897,39.10
kgz,1897,39.30
khm,1897,46.10
kir,1897,48.50
kor,1897,32.10
kwt,1897,42.50
lao,1897,38.40
lbn,1897,39.40
lbr,1897,46.20
lby,1897,41.40
lca,1897,45.50
lka,1897,43.90
lso,1897,51.60
ltu,1897,37.10
lux,1897,39.80
lva,1897,37.10
mar,1897,35.90
mda,1897,33.60
mdg,1897,41.00
mdv,1897,47.10
mex,1897,48.60
mkd,1897,32.90
mli,1897,47.20
mlt,1897,43.80
mmr,1897,33.10
mne,1897,42.20
mng,1897,48.30
moz,1897,40.40
mrt,1897,48.00
mus,1897,44.30
mwi,1897,40.10
mys,1897,41.00
nam,1897,40.50
ner,1897,43.30
nga,1897,38.40
nic,1897,44.20
nld,1897,44.00
nor,1897,43.50
npl,1897,41.00
nzl,1897,38.20
omn,1897,44.20
pak,1897,39.90
pan,1897,42.70
per,1897,40.80
phl,1897,40.40
png,1897,38.00
pol,1897,26.20
prk,1897,49.60
prt,1897,41.70
pry,1897,42.50
pse,1897,44.80
qat,1897,43.00
rou,1897,33.60
rus,1897,50.00
rwa,1897,44.90
sau,1897,45.90
sdn,1897,33.80
sds,1897,33.78
sen,1897,42.00
sgp,1897,42.50
slb,1897,50.30
sle,1897,46.00
slv,1897,42.90
som,1897,38.10
srb,1897,32.40
stp,1897,46.00
sur,1897,40.50
svk,1897,42.50
svn,1897,40.10
swe,1897,58.60
swz,1897,47.80
syc,1897,44.70
syr,1897,37.80
tcd,1897,46.30
tgo,1897,45.40
tha,1897,36.90
tjk,1897,40.70
tkm,1897,32.80
tls,1897,48.80
ton,1897,46.80
tto,1897,43.30
tun,1897,35.90
tur,1897,37.10
tza,1897,37.90
uga,1897,41.00
ukr,1897,40.60
ury,1897,51.80
usa,1897,50.70
uzb,1897,37.40
vct,1897,44.30
ven,1897,44.20
vnm,1897,40.40
vut,1897,47.50
wsm,1897,43.00
yem,1897,41.00
zaf,1897,38.90
zmb,1897,46.40
zwe,1897,36.10
afg,1898,38.90
ago,1898,33.70
alb,1898,28.10
are,1898,43.60
arg,1898,43.30
arm,1898,34.40
atg,1898,44.50
aus,1898,38.50
aut,1898,36.90
aze,1898,44.90
bdi,1898,43.70
bel,1898,49.50
ben,1898,42.20
bfa,1898,37.50
bgd,1898,39.10
bgr,1898,33.40
bhr,1898,40.90
bhs,1898,41.30
bih,1898,45.80
blr,1898,50.00
blz,1898,46.10
bol,1898,36.90
bra,1898,25.30
brb,1898,44.70
brn,1898,41.40
btn,1898,47.90
bwa,1898,35.60
caf,1898,48.70
can,1898,41.00
che,1898,35.90
chl,1898,70.70
chn,1898,30.20
civ,1898,44.40
cmr,1898,36.80
cod,1898,42.10
cog,1898,41.00
col,1898,48.60
com,1898,46.20
cpv,1898,48.00
cri,1898,44.20
cub,1898,41.10
cyp,1898,42.40
cze,1898,40.70
deu,1898,41.70
dji,1898,45.40
dnk,1898,45.60
dom,1898,45.40
dza,1898,34.50
ecu,1898,46.30
egy,1898,36.60
eri,1898,48.60
esp,1898,32.90
est,1898,34.10
eth,1898,47.50
fin,1898,36.90
fji,1898,45.50
fra,1898,50.70
fsm,1898,49.10
gab,1898,45.90
gbr,1898,39.20
geo,1898,32.40
gha,1898,39.00
gin,1898,36.20
gmb,1898,46.90
gnb,1898,49.80
gnq,1898,51.60
grc,1898,35.50
grd,1898,44.60
gtm,1898,36.50
guy,1898,39.90
hnd,1898,43.30
hti,1898,44.40
hun,1898,37.90
idn,1898,40.30
ind,1898,29.60
irl,1898,34.70
irn,1898,38.00
irq,1898,40.20
isl,1898,41.90
isr,1898,44.90
ita,1898,47.30
jam,1898,38.80
jor,1898,43.90
jpn,1898,49.30
kaz,1898,39.20
ken,1898,40.00
kgz,1898,39.60
khm,1898,46.10
kir,1898,48.40
kor,1898,32.10
kwt,1898,42.40
lao,1898,38.40
lbn,1898,39.70
lbr,1898,46.20
lby,1898,41.30
lca,1898,45.50
lka,1898,44.00
lso,1898,51.60
ltu,1898,37.30
lux,1898,39.70
lva,1898,37.30
mar,1898,36.00
mda,1898,33.40
mdg,1898,41.00
mdv,1898,47.10
mex,1898,48.80
mkd,1898,33.30
mli,1898,47.20
mlt,1898,43.80
mmr,1898,33.10
mne,1898,42.20
mng,1898,48.30
moz,1898,40.10
mrt,1898,48.00
