geo,time,sg_gdp_p_cap_const_ppp2011_dollar
gbr,1836,4063.00
geo,1836,587.00
gha,1836,716.00
gin,1836,467.00
gmb,1836,831.00
gnb,1836,790.00
gnq,1836,373.00
grc,1836,1619.00
grd,1836,1029.00
gtm,1836,979.00
guy,1836,1356.00
hnd,1836,830.00
hti,1836,748.00
hun,1836,1419.00
idn,1836,1021.00
ind,1836,1052.00
irl,1836,1823.00
irn,1836,1010.00
irq,1836,1038.00
isl,1836,1105.00
isr,1836,884.00
ita,1836,2494.00
jam,1836,1028.00
jor,1836,1045.00
jpn,1836,1104.00
kaz,1836,1294.00
ken,1836,955.00
kgz,1836,586.00
khm,1836,928.00
kir,1836,569.00
kor,1836,555.00
kwt,1836,1255.00
lao,1836,901.00
lbn,1836,1226.00
lbr,1836,834.00
lby,1836,1281.00
lca,1836,924.00
lka,1836,915.00
lso,1836,401.00
ltu,1836,1442.00
lux,1836,1760.00
lva,1836,853.00
mar,1836,737.00
mda,1836,679.00
mdg,1836,621.00
mdv,1836,844.00
mex,1836,1335.00
mkd,1836,789.00
mli,1836,608.00
mlt,1836,908.00
mmr,1836,845.00
mne,1836,1209.00
mng,1836,610.00
moz,1836,399.00
mrt,1836,572.00
mus,1836,1018.00
mwi,1836,352.00
mys,1836,1033.00
nam,1836,688.00
ner,1836,483.00
nga,1836,949.00
nic,1836,1157.00
nld,1836,4374.00
nor,1836,1457.00
npl,1836,658.00
nzl,1836,662.00
omn,1836,981.00
pak,1836,1021.00
pan,1836,1017.00
per,1836,1259.00
phl,1836,988.00
png,1836,578.00
pol,1836,1391.00
prk,1836,558.00
prt,1836,1694.00
pry,1836,1023.00
pse,1836,1227.00
qat,1836,1255.00
rou,1836,1018.00
rus,1836,1624.00
rwa,1836,451.00
sau,1836,875.00
sdn,1836,562.00
sds,1836,550.00
sen,1836,539.00
sgp,1836,1061.00
slb,1836,385.00
sle,1836,795.00
slv,1836,1118.00
som,1836,718.00
srb,1836,1552.00
stp,1836,909.00
sur,1836,1828.00
svk,1836,1630.00
svn,1836,1610.00
swe,1836,1630.00
swz,1836,530.00
syc,1836,913.00
syr,1836,1106.00
tcd,1836,453.00
tgo,1836,739.00
tha,1836,956.00
tjk,1836,614.00
tkm,1836,1071.00
tls,1836,559.00
ton,1836,702.00
tto,1836,1346.00
tun,1836,775.00
tur,1836,1333.00
tza,1836,588.00
uga,1836,503.00
ukr,1836,866.00
ury,1836,2566.00
usa,1836,2916.00
uzb,1836,529.00
vct,1836,936.00
ven,1836,734.00
vnm,1836,854.00
vut,1836,620.00
wsm,1836,1483.00
yem,1836,971.00
zaf,1836,1507.00
zmb,1836,724.00
zwe,1836,907.00
afg,1837,640.00
ago,1837,726.00
alb,1837,696.00
are,1837,1146.00
arg,1837,1924.00
arm,1837,550.00
atg,1837,851.00
aus,1837,1948.00
aut,1837,2529.00
aze,1837,855.00
bdi,1837,433.00
bel,1837,2747.00
ben,1837,650.00
bfa,1837,490.00
bgd,1837,877.00
bgr,1837,1188.00
bhr,1837,1448.00
bhs,1837,1625.00
bih,1837,731.00
blr,1837,678.00
blz,1837,651.00
bol,1837,1006.00
bra,1837,1153.00
brb,1837,1027.00
brn,1837,1606.00
btn,1837,653.00
bwa,1837,432.00
caf,1837,462.00
can,1837,1836.00
che,1837,3240.00
chl,1837,1056.00
chn,1837,986.00
civ,1837,942.00
cmr,1837,682.00
cod,1837,565.00
cog,1837,638.00
col,1837,1009.00
com,1837,723.00
cpv,1837,571.00
cri,1837,940.00
cub,1837,1327.00
cyp,1837,1046.00
cze,1837,2206.00
deu,1837,2078.00
dji,1837,845.00
dnk,1837,2340.00
dom,1837,734.00
dza,1837,884.00
ecu,1837,592.00
egy,1837,858.00
eri,1837,557.00
esp,1837,1586.00
est,1837,1072.00
eth,1837,527.00
fin,1837,1411.00
fji,1837,834.00
fra,1837,2029.00
fsm,1837,530.00
gab,1837,392.00
gbr,1837,3981.00
geo,1837,590.00
gha,1837,717.00
gin,1837,467.00
gmb,1837,831.00
gnb,1837,790.00
gnq,1837,373.00
grc,1837,1632.00
grd,1837,1033.00
gtm,1837,987.00
guy,1837,1365.00
hnd,1837,841.00
hti,1837,755.00
hun,1837,1430.00
idn,1837,1023.00
ind,1837,1053.00
irl,1837,1849.00
irn,1837,1012.00
irq,1837,1043.00
isl,1837,1118.00
isr,1837,884.00
ita,1837,2430.00
jam,1837,1019.00
jor,1837,1050.00
jpn,1837,1105.00
kaz,1837,1303.00
ken,1837,958.00
kgz,1837,592.00
khm,1837,929.00
kir,1837,569.00
kor,1837,555.00
kwt,1837,1260.00
lao,1837,903.00
lbn,1837,1235.00
lbr,1837,837.00
lby,1837,1297.00
lca,1837,927.00
lka,1837,916.00
lso,1837,401.00
ltu,1837,1451.00
lux,1837,1781.00
lva,1837,858.00
mar,1837,739.00
mda,1837,683.00
mdg,1837,624.00
mdv,1837,844.00
mex,1837,1332.00
mkd,1837,795.00
mli,1837,608.00
mlt,1837,916.00
mmr,1837,845.00
mne,1837,1219.00
mng,1837,611.00
moz,1837,399.00
mrt,1837,574.00
mus,1837,1023.00
mwi,1837,352.00
mys,1837,1036.00
nam,1837,698.00
ner,1837,486.00
nga,1837,953.00
nic,1837,1169.00
nld,1837,4470.00
nor,1837,1461.00
npl,1837,658.00
nzl,1837,662.00
omn,1837,985.00
pak,1837,1021.00
pan,1837,1029.00
per,1837,1263.00
phl,1837,989.00
png,1837,580.00
pol,1837,1397.00
prk,1837,557.00
prt,1837,1694.00
pry,1837,1036.00
pse,1837,1227.00
qat,1837,1260.00
rou,1837,1032.00
rus,1837,1634.00
rwa,1837,452.00
sau,1837,876.00
sdn,1837,564.00
sds,1837,552.00
sen,1837,541.00
sgp,1837,1064.00
slb,1837,387.00
sle,1837,799.00
slv,1837,1127.00
som,1837,719.00
srb,1837,1565.00
stp,1837,911.00
sur,1837,1840.00
svk,1837,1643.00
svn,1837,1623.00
swe,1837,1618.00
swz,1837,533.00
syc,1837,917.00
syr,1837,1108.00
tcd,1837,455.00
tgo,1837,743.00
tha,1837,957.00
tjk,1837,617.00
tkm,1837,1078.00
tls,1837,560.00
ton,1837,704.00
tto,1837,1353.00
tun,1837,779.00
tur,1837,1340.00
tza,1837,590.00
uga,1837,505.00
ukr,1837,872.00
ury,1837,2627.00
usa,1837,2826.00
uzb,1837,531.00
vct,1837,942.00
ven,1837,737.00
vnm,1837,853.00
vut,1837,622.00
wsm,1837,1488.00
yem,1837,974.00
zaf,1837,1497.00
zmb,1837,725.00
zwe,1837,908.00
afg,1838,643.00
ago,1838,730.00
alb,1838,697.00
are,1838,1150.00
arg,1838,1951.00
arm,1838,552.00
atg,1838,857.00
aus,1838,1924.00
aut,1838,2555.00
aze,1838,860.00
bdi,1838,433.00
bel,1838,2786.00
ben,1838,653.00
bfa,1838,491.00
bgd,1838,877.00
bgr,1838,1194.00
bhr,1838,1454.00
bhs,1838,1636.00
bih,1838,735.00
blr,1838,682.00
blz,1838,655.00
bol,1838,1015.00
bra,1838,1155.00
brb,1838,1034.00
brn,1838,1612.00
btn,1838,654.00
bwa,1838,435.00
caf,1838,464.00
can,1838,1864.00
che,1838,3275.00
chl,1838,1060.00
chn,1838,986.00
civ,1838,946.00
cmr,1838,685.00
cod,1838,567.00
cog,1838,640.00
col,1838,1012.00
com,1838,723.00
cpv,1838,573.00
cri,1838,950.00
cub,1838,1343.00
cyp,1838,1059.00
cze,1838,2224.00
deu,1838,2086.00
dji,1838,848.00
dnk,1838,2341.00
dom,1838,738.00
dza,1838,893.00
ecu,1838,595.00
egy,1838,862.00
eri,1838,559.00
esp,1838,1590.00
est,1838,1079.00
eth,1838,527.00
fin,1838,1419.00
fji,1838,837.00
fra,1838,2069.00
fsm,1838,530.00
gab,1838,392.00
gbr,1838,4090.00
geo,1838,593.00
gha,1838,717.00
gin,1838,468.00
gmb,1838,832.00
gnb,1838,791.00
gnq,1838,374.00
grc,1838,1645.00
grd,1838,1038.00
gtm,1838,995.00
guy,1838,1375.00
hnd,1838,851.00
hti,1838,763.00
hun,1838,1441.00
idn,1838,1024.00
ind,1838,1053.00
irl,1838,1875.00
irn,1838,1014.00
irq,1838,1047.00
isl,1838,1130.00
isr,1838,884.00
ita,1838,2466.00
jam,1838,1011.00
jor,1838,1054.00
jpn,1838,1107.00
kaz,1838,1311.00
ken,1838,961.00
kgz,1838,597.00
khm,1838,931.00
kir,1838,570.00
kor,1838,554.00
kwt,1838,1265.00
lao,1838,905.00
lbn,1838,1243.00
lbr,1838,839.00
lby,1838,1313.00
lca,1838,930.00
lka,1838,917.00
lso,1838,402.00
ltu,1838,1461.00
lux,1838,1802.00
lva,1838,864.00
mar,1838,740.00
mda,1838,687.00
mdg,1838,627.00
mdv,1838,843.00
mex,1838,1329.00
mkd,1838,802.00
mli,1838,608.00
mlt,1838,924.00
mmr,1838,845.00
mne,1838,1229.00
mng,1838,612.00
moz,1838,399.00
mrt,1838,577.00
mus,1838,1028.00
mwi,1838,352.00
mys,1838,1038.00
nam,1838,709.00
ner,1838,488.00
nga,1838,958.00
nic,1838,1182.00
nld,1838,4509.00
nor,1838,1467.00
npl,1838,658.00
nzl,1838,662.00
omn,1838,989.00
pak,1838,1022.00
pan,1838,1041.00
per,1838,1266.00
phl,1838,991.00
png,1838,582.00
pol,1838,1402.00
prk,1838,557.00
prt,1838,1695.00
pry,1838,1049.00
pse,1838,1227.00
qat,1838,1265.00
rou,1838,1046.00
rus,1838,1645.00
rwa,1838,452.00
sau,1838,877.00
sdn,1838,567.00
sds,1838,555.00
sen,1838,544.00
sgp,1838,1066.00
slb,1838,388.00
sle,1838,803.00
slv,1838,1137.00
som,1838,719.00
srb,1838,1578.00
stp,1838,912.00
sur,1838,1853.00
svk,1838,1657.00
svn,1838,1637.00
swe,1838,1592.00
swz,1838,536.00
syc,1838,920.00
syr,1838,1109.00
tcd,1838,457.00
tgo,1838,747.00
tha,1838,959.00
tjk,1838,620.00
tkm,1838,1085.00
tls,1838,562.00
ton,1838,706.00
tto,1838,1360.00
tun,1838,783.00
tur,1838,1348.00
tza,1838,592.00
uga,1838,507.00
ukr,1838,878.00
ury,1838,2689.00
usa,1838,2800.00
uzb,1838,532.00
vct,1838,949.00
ven,1838,741.00
vnm,1838,853.00
vut,1838,624.00
wsm,1838,1493.00
yem,1838,976.00
zaf,1838,1488.00
zmb,1838,727.00
zwe,1838,910.00
afg,1839,645.00
ago,1839,733.00
alb,1839,699.00
are,1839,1154.00
arg,1839,1979.00
arm,1839,554.00
atg,1839,863.00
aus,1839,1795.00
aut,1839,2581.00
aze,1839,865.00
bdi,1839,433.00
bel,1839,2826.00
ben,1839,656.00
bfa,1839,491.00
bgd,1839,877.00
bgr,1839,1199.00
bhr,1839,1461.00
bhs,1839,1647.00
bih,1839,739.00
blr,1839,686.00
blz,1839,660.00
bol,1839,1025.00
bra,1839,1158.00
brb,1839,1041.00
brn,1839,1617.00
btn,1839,655.00
bwa,1839,437.00
caf,1839,466.00
can,1839,1893.00
che,1839,3309.00
chl,1839,1062.00
chn,1839,986.00
civ,1839,950.00
cmr,1839,688.00
cod,1839,569.00
cog,1839,642.00
col,1839,1014.00
com,1839,724.00
cpv,1839,575.00
cri,1839,961.00
cub,1839,1358.00
cyp,1839,1071.00
cze,1839,2242.00
deu,1839,2094.00
dji,1839,851.00
dnk,1839,2353.00
dom,1839,742.00
dza,1839,903.00
ecu,1839,599.00
egy,1839,866.00
eri,1839,560.00
esp,1839,1594.00
est,1839,1086.00
eth,1839,528.00
fin,1839,1426.00
fji,1839,840.00
fra,1839,2033.00
fsm,1839,530.00
gab,1839,393.00
gbr,1839,4007.00
geo,1839,596.00
gha,1839,718.00
gin,1839,469.00
gmb,1839,832.00
gnb,1839,792.00
gnq,1839,374.00
grc,1839,1659.00
grd,1839,1042.00
gtm,1839,1003.00
guy,1839,1384.00
hnd,1839,862.00
hti,1839,771.00
hun,1839,1453.00
idn,1839,1026.00
ind,1839,1053.00
irl,1839,1902.00
irn,1839,1016.00
irq,1839,1051.00
isl,1839,1142.00
isr,1839,885.00
ita,1839,2445.00
jam,1839,1003.00
jor,1839,1058.00
jpn,1839,1108.00
kaz,1839,1320.00
ken,1839,964.00
kgz,1839,602.00
khm,1839,932.00
kir,1839,570.00
kor,1839,553.00
kwt,1839,1270.00
lao,1839,907.00
lbn,1839,1252.00
lbr,1839,841.00
lby,1839,1329.00
lca,1839,933.00
lka,1839,918.00
lso,1839,402.00
ltu,1839,1470.00
lux,1839,1824.00
lva,1839,869.00
mar,1839,741.00
mda,1839,690.00
mdg,1839,630.00
mdv,1839,843.00
mex,1839,1326.00
mkd,1839,808.00
mli,1839,608.00
mlt,1839,933.00
mmr,1839,845.00
mne,1839,1239.00
mng,1839,613.00
moz,1839,399.00
mrt,1839,580.00
mus,1839,1033.00
mwi,1839,352.00
mys,1839,1040.00
nam,1839,719.00
ner,1839,490.00
nga,1839,962.00
nic,1839,1194.00
nld,1839,4499.00
nor,1839,1470.00
npl,1839,658.00
nzl,1839,662.00
omn,1839,994.00
pak,1839,1022.00
pan,1839,1052.00
per,1839,1269.00
phl,1839,992.00
png,1839,584.00
pol,1839,1407.00
prk,1839,556.00
prt,1839,1695.00
pry,1839,1062.00
pse,1839,1228.00
qat,1839,1270.00
rou,1839,1061.00
rus,1839,1656.00
rwa,1839,453.00
sau,1839,878.00
sdn,1839,570.00
sds,1839,558.00
sen,1839,546.00
sgp,1839,1069.00
slb,1839,389.00
sle,1839,807.00
slv,1839,1146.00
som,1839,720.00
srb,1839,1591.00
stp,1839,914.00
sur,1839,1865.00
svk,1839,1670.00
svn,1839,1650.00
swe,1839,1610.00
swz,1839,538.00
syc,1839,924.00
syr,1839,1110.00
tcd,1839,460.00
tgo,1839,750.00
tha,1839,960.00
tjk,1839,624.00
tkm,1839,1092.00
tls,1839,563.00
ton,1839,709.00
tto,1839,1368.00
tun,1839,786.00
tur,1839,1355.00
tza,1839,593.00
uga,1839,510.00
ukr,1839,883.00
ury,1839,2753.00
usa,1839,2937.00
uzb,1839,534.00
vct,1839,955.00
ven,1839,744.00
vnm,1839,852.00
vut,1839,626.00
wsm,1839,1498.00
yem,1839,979.00
zaf,1839,1478.00
zmb,1839,729.00
zwe,1839,911.00
afg,1840,647.00
ago,1840,736.00
alb,1840,701.00
are,1840,1158.00
arg,1840,2008.00
arm,1840,556.00
atg,1840,868.00
aus,1840,2269.00
aut,1840,2608.00
aze,1840,870.00
bdi,1840,434.00
bel,1840,2866.00
ben,1840,659.00
bfa,1840,492.00
bgd,1840,877.00
bgr,1840,1205.00
bhr,1840,1467.00
bhs,1840,1658.00
bih,1840,742.00
blr,1840,690.00
blz,1840,664.00
bol,1840,1035.00
bra,1840,1160.00
brb,1840,1048.00
brn,1840,1623.00
btn,1840,657.00
bwa,1840,439.00
caf,1840,468.00
can,1840,1922.00
che,1840,3344.00
chl,1840,1117.00
chn,1840,986.00
civ,1840,953.00
cmr,1840,692.00
cod,1840,572.00
cog,1840,644.00
col,1840,1017.00
com,1840,725.00
cpv,1840,578.00
cri,1840,972.00
cub,1840,1374.00
cyp,1840,1084.00
cze,1840,2261.00
deu,1840,2102.00
dji,1840,853.00
dnk,1840,2412.00
dom,1840,746.00
dza,1840,913.00
ecu,1840,603.00
egy,1840,870.00
eri,1840,561.00
esp,1840,1598.00
est,1840,1093.00
eth,1840,528.00
fin,1840,1434.00
fji,1840,842.00
fra,1840,2184.00
fsm,1840,531.00
gab,1840,393.00
gbr,1840,4149.00
geo,1840,599.00
gha,1840,718.00
gin,1840,470.00
gmb,1840,833.00
gnb,1840,792.00
gnq,1840,375.00
grc,1840,1672.00
grd,1840,1046.00
gtm,1840,1011.00
guy,1840,1393.00
hnd,1840,873.00
hti,1840,779.00
hun,1840,1464.00
idn,1840,1027.00
ind,1840,1053.00
irl,1840,1930.00
irn,1840,1018.00
irq,1840,1055.00
isl,1840,1155.00
isr,1840,885.00
ita,1840,2524.00
jam,1840,994.00
jor,1840,1062.00
jpn,1840,1110.00
kaz,1840,1328.00
ken,1840,967.00
kgz,1840,607.00
khm,1840,933.00
kir,1840,571.00
kor,1840,553.00
kwt,1840,1274.00
lao,1840,909.00
lbn,1840,1260.00
lbr,1840,843.00
lby,1840,1345.00
lca,1840,937.00
lka,1840,919.00
lso,1840,402.00
ltu,1840,1480.00
lux,1840,1846.00
lva,1840,875.00
mar,1840,742.00
mda,1840,694.00
mdg,1840,633.00
mdv,1840,843.00
mex,1840,1323.00
mkd,1840,815.00
mli,1840,608.00
mlt,1840,941.00
mmr,1840,845.00
mne,1840,1249.00
mng,1840,614.00
moz,1840,400.00
mrt,1840,583.00
mus,1840,1038.00
mwi,1840,352.00
mys,1840,1042.00
nam,1840,730.00
ner,1840,493.00
nga,1840,966.00
nic,1840,1207.00
nld,1840,4534.00
nor,1840,1604.00
npl,1840,658.00
nzl,1840,662.00
omn,1840,998.00
pak,1840,1022.00
pan,1840,1064.00
per,1840,1273.00
phl,1840,994.00
png,1840,586.00
pol,1840,1413.00
prk,1840,556.00
prt,1840,1695.00
pry,1840,1076.00
pse,1840,1228.00
qat,1840,1274.00
rou,1840,1075.00
rus,1840,1666.00
rwa,1840,453.00
sau,1840,879.00
sdn,1840,573.00
sds,1840,560.00
sen,1840,549.00
sgp,1840,1071.00
slb,1840,391.00
sle,1840,811.00
slv,1840,1156.00
som,1840,721.00
srb,1840,1604.00
stp,1840,916.00
sur,1840,1878.00
svk,1840,1684.00
svn,1840,1664.00
swe,1840,1634.00
swz,1840,541.00
syc,1840,927.00
syr,1840,1112.00
tcd,1840,462.00
tgo,1840,754.00
tha,1840,962.00
tjk,1840,628.00
tkm,1840,1099.00
tls,1840,564.00
ton,1840,711.00
tto,1840,1375.00
tun,1840,790.00
tur,1840,1362.00
tza,1840,595.00
uga,1840,512.00
ukr,1840,889.00
ury,1840,2818.00
usa,1840,2792.00
uzb,1840,536.00
vct,1840,962.00
ven,1840,747.00
vnm,1840,852.00
vut,1840,628.00
wsm,1840,1503.00
yem,1840,982.00
zaf,1840,1469.00
zmb,1840,731.00
zwe,1840,912.00
afg,1841,649.00
ago,1841,739.00
alb,1841,702.00
are,1841,1163.00
arg,1841,2036.00
arm,1841,559.00
atg,1841,874.00
aus,1841,1936.00
aut,1841,2637.00
aze,1841,874.00
bdi,1841,434.00
bel,1841,2907.00
ben,1841,662.00
bfa,1841,493.00
bgd,1841,877.00
bgr,1841,1211.00
bhr,1841,1473.00
bhs,1841,1670.00
bih,1841,746.00
blr,1841,694.00
blz,1841,669.00
bol,1841,1044.00
bra,1841,1163.00
brb,1841,1055.00
brn,1841,1628.00
btn,1841,658.00
bwa,1841,441.00
caf,1841,471.00
can,1841,1948.00
che,1841,3380.00
chl,1841,1119.00
chn,1841,1031.00
civ,1841,957.00
cmr,1841,695.00
cod,1841,574.00
cog,1841,645.00
col,1841,1019.00
com,1841,726.00
cpv,1841,580.00
cri,1841,983.00
cub,1841,1390.00
cyp,1841,1097.00
cze,1841,2279.00
deu,1841,2110.00
dji,1841,856.00
dnk,1841,2391.00
dom,1841,750.00
dza,1841,923.00
ecu,1841,607.00
egy,1841,874.00
eri,1841,563.00
esp,1841,1601.00
est,1841,1100.00
eth,1841,528.00
fin,1841,1442.00
fji,1841,845.00
fra,1841,2119.00
fsm,1841,531.00
gab,1841,393.00
gbr,1841,4022.00
geo,1841,602.00
gha,1841,719.00
gin,1841,471.00
gmb,1841,833.00
gnb,1841,793.00
gnq,1841,375.00
grc,1841,1686.00
grd,1841,1051.00
gtm,1841,1020.00
guy,1841,1403.00
hnd,1841,885.00
hti,1841,787.00
hun,1841,1476.00
idn,1841,1029.00
ind,1841,1053.00
irl,1841,1957.00
irn,1841,1020.00
irq,1841,1060.00
isl,1841,1167.00
isr,1841,885.00
ita,1841,2575.00
jam,1841,986.00
jor,1841,1067.00
jpn,1841,1111.00
kaz,1841,1337.00
ken,1841,970.00
kgz,1841,613.00
khm,1841,935.00
kir,1841,571.00
kor,1841,552.00
kwt,1841,1279.00
lao,1841,912.00
lbn,1841,1269.00
lbr,1841,846.00
lby,1841,1362.00
lca,1841,940.00
lka,1841,920.00
lso,1841,402.00
ltu,1841,1489.00
lux,1841,1867.00
lva,1841,881.00
mar,1841,744.00
mda,1841,698.00
mdg,1841,636.00
mdv,1841,843.00
mex,1841,1320.00
mkd,1841,822.00
mli,1841,609.00
mlt,1841,950.00
mmr,1841,845.00
mne,1841,1259.00
mng,1841,615.00
moz,1841,400.00
mrt,1841,585.00
mus,1841,1043.00
mwi,1841,352.00
mys,1841,1044.00
nam,1841,741.00
ner,1841,495.00
nga,1841,971.00
nic,1841,1220.00
nld,1841,4571.00
nor,1841,1636.00
npl,1841,658.00
nzl,1841,736.00
omn,1841,1002.00
pak,1841,1022.00
pan,1841,1076.00
per,1841,1276.00
phl,1841,995.00
png,1841,588.00
pol,1841,1418.00
prk,1841,555.00
prt,1841,1696.00
pry,1841,1089.00
pse,1841,1228.00
qat,1841,1279.00
rou,1841,1090.00
rus,1841,1677.00
rwa,1841,454.00
sau,1841,880.00
sdn,1841,575.00
sds,1841,563.00
sen,1841,552.00
sgp,1841,1073.00
slb,1841,392.00
sle,1841,815.00
slv,1841,1166.00
som,1841,721.00
srb,1841,1617.00
stp,1841,917.00
sur,1841,1891.00
svk,1841,1698.00
svn,1841,1677.00
swe,1841,1613.00
swz,1841,543.00
syc,1841,931.00
syr,1841,1113.00
tcd,1841,464.00
tgo,1841,758.00
tha,1841,963.00
tjk,1841,631.00
tkm,1841,1106.00
tls,1841,565.00
ton,1841,714.00
tto,1841,1383.00
tun,1841,794.00
tur,1841,1369.00
tza,1841,596.00
uga,1841,515.00
ukr,1841,895.00
ury,1841,2885.00
usa,1841,2735.00
uzb,1841,537.00
vct,1841,968.00
ven,1841,751.00
vnm,1841,851.00
vut,1841,631.00
wsm,1841,1508.00
yem,1841,985.00
zaf,1841,1434.00
zmb,1841,732.00
zwe,1841,913.00
afg,1842,651.00
ago,1842,743.00
alb,1842,704.00
are,1842,1167.00
arg,1842,2065.00
arm,1842,561.00
atg,1842,880.00
aus,1842,1766.00
aut,1842,2666.00
aze,1842,879.00
bdi,1842,435.00
bel,1842,2948.00
ben,1842,665.00
bfa,1842,493.00
bgd,1842,877.00
bgr,1842,1217.00
bhr,1842,1480.00
bhs,1842,1681.00
bih,1842,750.00
blr,1842,698.00
blz,1842,673.00
bol,1842,1054.00
bra,1842,1165.00
brb,1842,1063.00
brn,1842,1634.00
btn,1842,659.00
bwa,1842,443.00
caf,1842,473.00
can,1842,1975.00
che,1842,3415.00
chl,1842,1132.00
chn,1842,1033.00
civ,1842,961.00
cmr,1842,698.00
cod,1842,576.00
cog,1842,647.00
col,1842,1022.00
com,1842,726.00
cpv,1842,583.00
cri,1842,994.00
cub,1842,1406.00
cyp,1842,1110.00
cze,1842,2298.00
deu,1842,2118.00
dji,1842,859.00
dnk,1842,2384.00
dom,1842,754.00
dza,1842,933.00
ecu,1842,611.00
egy,1842,878.00
eri,1842,564.00
esp,1842,1605.00
est,1842,1107.00
eth,1842,528.00
fin,1842,1449.00
fji,1842,848.00
fra,1842,2074.00
fsm,1842,531.00
gab,1842,393.00
gbr,1842,3934.00
geo,1842,604.00
gha,1842,720.00
gin,1842,472.00
gmb,1842,834.00
gnb,1842,793.00
gnq,1842,376.00
grc,1842,1700.00
grd,1842,1055.00
gtm,1842,1028.00
guy,1842,1412.00
hnd,1842,896.00
hti,1842,795.00
hun,1842,1487.00
idn,1842,1030.00
ind,1842,1053.00
irl,1842,1985.00
irn,1842,1022.00
irq,1842,1064.00
isl,1842,1180.00
isr,1842,885.00
ita,1842,2597.00
jam,1842,978.00
jor,1842,1071.00
jpn,1842,1113.00
kaz,1842,1345.00
ken,1842,973.00
kgz,1842,618.00
khm,1842,936.00
kir,1842,572.00
kor,1842,552.00
kwt,1842,1284.00
lao,1842,914.00
lbn,1842,1278.00
lbr,1842,848.00
lby,1842,1379.00
lca,1842,943.00
lka,1842,920.00
lso,1842,402.00
ltu,1842,1499.00
lux,1842,1890.00
lva,1842,886.00
mar,1842,745.00
mda,1842,702.00
mdg,1842,639.00
mdv,1842,843.00
mex,1842,1317.00
mkd,1842,828.00
mli,1842,609.00
mlt,1842,959.00
mmr,1842,845.00
mne,1842,1269.00
mng,1842,616.00
moz,1842,400.00
mrt,1842,588.00
mus,1842,1048.00
mwi,1842,352.00
mys,1842,1046.00
nam,1842,752.00
ner,1842,497.00
nga,1842,975.00
nic,1842,1233.00
nld,1842,4451.00
nor,1842,1647.00
npl,1842,658.00
nzl,1842,818.00
omn,1842,1006.00
pak,1842,1022.00
pan,1842,1089.00
per,1842,1279.00
phl,1842,997.00
png,1842,590.00
pol,1842,1423.00
prk,1842,555.00
prt,1842,1696.00
pry,1842,1103.00
pse,1842,1228.00
qat,1842,1284.00
rou,1842,1105.00
rus,1842,1688.00
rwa,1842,455.00
sau,1842,881.00
sdn,1842,578.00
sds,1842,566.00
sen,1842,554.00
sgp,1842,1076.00
slb,1842,393.00
sle,1842,819.00
slv,1842,1175.00
som,1842,722.00
srb,1842,1630.00
stp,1842,919.00
sur,1842,1903.00
svk,1842,1712.00
svn,1842,1691.00
swe,1842,1537.00
swz,1842,546.00
syc,1842,935.00
syr,1842,1114.00
tcd,1842,466.00
tgo,1842,761.00
tha,1842,964.00
tjk,1842,635.00
tkm,1842,1113.00
tls,1842,566.00
ton,1842,716.00
tto,1842,1390.00
tun,1842,798.00
tur,1842,1376.00
tza,1842,598.00
uga,1842,517.00
ukr,1842,901.00
ury,1842,2954.00
usa,1842,2712.00
uzb,1842,539.00
vct,1842,975.00
ven,1842,754.00
vnm,1842,851.00
vut,1842,633.00
wsm,1842,1513.00
yem,1842,988.00
zaf,1842,1401.00
zmb,1842,734.00
zwe,1842,914.00
afg,1843,654.00
ago,1843,746.00
alb,1843,705.00
are,1843,1172.00
arg,1843,2095.00
arm,1843,563.00
atg,1843,886.00
aus,1843,2048.00
aut,1843,2695.00
aze,1843,884.00
bdi,1843,435.00
bel,1843,2990.00
ben,1843,669.00
bfa,1843,494.00
bgd,1843,877.00
bgr,1843,1223.00
bhr,1843,1486.00
bhs,1843,1692.00
bih,1843,754.00
blr,1843,702.00
blz,1843,678.00
bol,1843,1064.00
bra,1843,1168.00
brb,1843,1070.00
brn,1843,1639.00
btn,1843,661.00
bwa,1843,445.00
caf,1843,475.00
can,1843,2002.00
che,1843,3452.00
chl,1843,1155.00
chn,1843,999.00
civ,1843,965.00
cmr,1843,702.00
cod,1843,579.00
cog,1843,649.00
col,1843,1025.00
com,1843,727.00
cpv,1843,585.00
cri,1843,1005.00
cub,1843,1423.00
cyp,1843,1123.00
cze,1843,2317.00
deu,1843,2126.00
dji,1843,862.00
dnk,1843,2503.00
dom,1843,758.00
dza,1843,943.00
ecu,1843,615.00
egy,1843,882.00
eri,1843,566.00
esp,1843,1609.00
est,1843,1114.00
eth,1843,528.00
fin,1843,1457.00
fji,1843,851.00
fra,1843,2148.00
fsm,1843,532.00
gab,1843,393.00
gbr,1843,4080.00
geo,1843,607.00
gha,1843,720.00
gin,1843,473.00
gmb,1843,834.00
gnb,1843,794.00
gnq,1843,376.00
grc,1843,1714.00
grd,1843,1060.00
gtm,1843,1036.00
guy,1843,1422.00
hnd,1843,907.00
hti,1843,803.00
hun,1843,1499.00
idn,1843,1032.00
ind,1843,1054.00
irl,1843,2014.00
irn,1843,1024.00
irq,1843,1068.00
isl,1843,1193.00
isr,1843,885.00
ita,1843,2468.00
jam,1843,970.00
jor,1843,1076.00
jpn,1843,1114.00
kaz,1843,1354.00
ken,1843,977.00
kgz,1843,623.00
khm,1843,937.00
kir,1843,572.00
kor,1843,551.00
