geo,life_expectancy_years,time
kaz,39.70,1935
kaz,41.36,1936
kaz,40.37,1937
kaz,42.06,1938
kaz,44.45,1939
kaz,41.98,1940
kaz,26.98,1941
kaz,23.98,1942
kaz,22.98,1943
kaz,30.98,1944
kaz,38.98,1945
kaz,48.98,1946
kaz,40.98,1947
kaz,49.05,1948
kaz,51.85,1949
kaz,54.14,1950
kaz,54.37,1951
kaz,54.83,1952
kaz,55.29,1953
kaz,55.74,1954
kaz,56.18,1955
kaz,56.63,1956
kaz,57.07,1957
kaz,57.51,1958
kaz,57.95,1959
kaz,58.39,1960
kaz,58.83,1961
kaz,59.27,1962
kaz,59.72,1963
kaz,60.16,1964
kaz,60.59,1965
kaz,61.02,1966
kaz,61.42,1967
kaz,61.81,1968
kaz,62.17,1969
kaz,62.50,1970
kaz,62.80,1971
kaz,63.00,1972
kaz,63.20,1973
kaz,63.40,1974
kaz,63.60,1975
kaz,63.70,1976
kaz,63.90,1977
kaz,64.10,1978
kaz,64.40,1979
kaz,64.60,1980
kaz,65.00,1981
kaz,65.30,1982
kaz,65.70,1983
kaz,66.10,1984
kaz,66.40,1985
kaz,66.80,1986
kaz,67.00,1987
kaz,67.10,1988
kaz,67.00,1989
kaz,66.70,1990
kaz,66.20,1991
kaz,65.50,1992
kaz,64.70,1993
kaz,63.90,1994
kaz,63.30,1995
kaz,63.10,1996
kaz,63.00,1997
kaz,63.10,1998
kaz,63.40,1999
kaz,63.60,2000
kaz,63.90,2001
kaz,64.10,2002
kaz,64.30,2003
kaz,64.50,2004
kaz,64.70,2005
kaz,65.10,2006
kaz,65.50,2007
kaz,66.10,2008
kaz,66.60,2009
kaz,67.10,2010
kaz,67.40,2011
kaz,67.60,2012
kaz,67.80,2013
kaz,68.00,2014
kaz,68.20,2015
ken,25.50,1800
ken,25.50,1801
ken,25.50,1802
ken,25.50,1803
ken,25.50,1804
ken,25.50,1805
ken,25.50,1806
ken,25.50,1807
ken,25.50,1808
ken,25.50,1809
ken,25.50,1810
ken,25.50,1811
ken,25.50,1812
ken,25.50,1813
ken,25.50,1814
ken,25.50,1815
ken,25.50,1816
ken,25.50,1817
ken,25.50,1818
ken,25.50,1819
ken,25.50,1820
ken,25.50,1821
ken,25.50,1822
ken,25.50,1823
ken,25.50,1824
ken,25.50,1825
ken,25.50,1826
ken,25.50,1827
ken,25.50,1828
ken,25.50,1829
ken,25.50,1830
ken,25.50,1831
ken,25.50,1832
ken,25.50,1833
ken,25.50,1834
ken,25.50,1835
ken,25.50,1836
ken,25.50,1837
ken,25.50,1838
ken,25.50,1839
ken,25.50,1840
ken,25.50,1841
ken,25.50,1842
ken,25.50,1843
ken,25.50,1844
ken,25.50,1845
ken,25.50,1846
ken,25.50,1847
ken,25.50,1848
ken,25.50,1849
ken,25.50,1850
ken,25.50,1851
ken,25.50,1852
ken,25.50,1853
ken,25.50,1854
ken,25.50,1855
ken,25.50,1856
ken,25.50,1857
ken,25.50,1858
ken,25.50,1859
ken,25.50,1860
ken,25.50,1861
ken,25.50,1862
ken,25.50,1863
ken,25.50,1864
ken,25.50,1865
ken,25.50,1866
ken,25.50,1867
ken,25.50,1868
ken,25.50,1869
ken,25.50,1870
ken,25.50,1871
ken,25.50,1872
ken,25.50,1873
ken,25.50,1874
ken,25.50,1875
ken,25.50,1876
ken,25.50,1877
ken,25.50,1878
ken,25.50,1879
ken,25.50,1880
ken,25.50,1881
ken,25.50,1882
ken,25.50,1883
ken,25.50,1884
ken,25.50,1885
ken,25.50,1886
ken,25.50,1887
ken,25.50,1888
ken,25.50,1889
ken,25.50,1890
ken,25.50,1891
ken,25.50,1892
ken,25.50,1893
ken,25.50,1894
ken,25.50,1895
ken,25.50,1896
ken,25.50,1897
ken,25.50,1898
ken,25.50,1899
ken,25.50,1900
ken,25.50,1901
ken,25.50,1902
ken,25.50,1903
ken,25.50,1904
ken,25.50,1905
ken,25.50,1906
ken,25.50,1907
ken,25.50,1908
ken,25.50,1909
ken,25.50,1910
ken,25.50,1911
ken,25.50,1912
ken,25.50,1913
ken,25.50,1914
ken,25.50,1915
ken,25.50,1916
ken,25.50,1917
ken,6.01,1918
ken,25.50,1919
ken,25.50,1920
ken,25.63,1921
ken,25.75,1922
ken,25.56,1923
ken,25.37,1924
ken,25.18,1925
ken,24.99,1926
ken,24.80,1927
ken,25.17,1928
ken,25.55,1929
ken,25.92,1930
ken,26.29,1931
ken,26.66,1932
ken,27.03,1933
ken,27.40,1934
ken,27.77,1935
ken,28.14,1936
ken,28.51,1937
ken,28.94,1938
ken,29.37,1939
ken,29.81,1940
ken,30.24,1941
ken,30.67,1942
ken,31.10,1943
ken,31.53,1944
ken,31.96,1945
ken,34.64,1946
ken,37.32,1947
ken,40.00,1948
ken,42.68,1949
ken,45.35,1950
ken,45.64,1951
ken,46.10,1952
ken,46.60,1953
ken,47.16,1954
ken,47.77,1955
ken,48.42,1956
ken,49.11,1957
ken,49.84,1958
ken,50.60,1959
ken,51.38,1960
ken,52.15,1961
ken,52.91,1962
ken,53.65,1963
ken,54.37,1964
ken,55.06,1965
ken,55.74,1966
ken,56.42,1967
ken,57.10,1968
ken,57.80,1969
ken,58.50,1970
ken,58.80,1971
ken,59.10,1972
ken,59.40,1973
ken,59.80,1974
ken,60.20,1975
ken,60.60,1976
ken,61.00,1977
ken,61.40,1978
ken,61.70,1979
ken,62.00,1980
ken,62.40,1981
ken,62.60,1982
ken,62.90,1983
ken,63.00,1984
ken,63.10,1985
ken,63.20,1986
ken,63.20,1987
ken,63.20,1988
ken,63.10,1989
ken,63.00,1990
ken,62.70,1991
ken,62.30,1992
ken,61.70,1993
ken,61.10,1994
ken,60.30,1995
ken,59.60,1996
ken,58.80,1997
ken,58.10,1998
ken,57.60,1999
ken,57.40,2000
ken,57.30,2001
ken,57.40,2002
ken,57.80,2003
ken,58.20,2004
ken,58.80,2005
ken,59.60,2006
ken,60.60,2007
ken,61.50,2008
ken,62.20,2009
ken,63.10,2010
ken,63.90,2011
ken,64.50,2012
ken,65.20,2013
ken,65.91,2014
ken,66.63,2015
kir,24.90,1800
kir,24.90,1801
kir,24.90,1802
kir,24.90,1803
kir,24.90,1804
kir,24.90,1805
kir,24.90,1806
kir,24.90,1807
kir,24.90,1808
kir,24.90,1809
kir,24.90,1810
kir,24.90,1811
kir,24.90,1812
kir,24.90,1813
kir,24.90,1814
kir,24.90,1815
kir,24.90,1816
kir,24.90,1817
kir,24.90,1818
kir,24.90,1819
kir,24.90,1820
kir,24.90,1821
kir,24.90,1822
kir,24.90,1823
kir,24.90,1824
kir,24.90,1825
kir,24.90,1826
kir,24.90,1827
kir,24.90,1828
kir,24.90,1829
kir,24.90,1830
kir,24.90,1831
kir,24.90,1832
kir,24.90,1833
kir,24.90,1834
kir,24.90,1835
kir,24.90,1836
kir,24.90,1837
kir,24.90,1838
kir,24.90,1839
kir,24.90,1840
kir,24.90,1841
kir,24.90,1842
kir,24.90,1843
kir,24.90,1844
kir,24.90,1845
kir,24.90,1846
kir,24.90,1847
kir,24.90,1848
kir,24.90,1849
kir,24.90,1850
kir,24.90,1851
kir,24.90,1852
kir,24.90,1853
kir,24.90,1854
kir,24.90,1855
kir,24.90,1856
kir,24.90,1857
kir,24.90,1858
kir,24.90,1859
kir,24.90,1860
kir,24.90,1861
kir,24.90,1862
kir,24.90,1863
kir,24.90,1864
kir,24.90,1865
kir,24.90,1866
kir,24.90,1867
kir,24.90,1868
kir,24.90,1869
kir,24.90,1870
kir,24.90,1871
kir,24.90,1872
kir,24.90,1873
kir,24.90,1874
kir,24.90,1875
kir,24.90,1876
kir,24.90,1877
kir,24.90,1878
kir,24.90,1879
kir,24.90,1880
kir,24.90,1881
kir,24.90,1882
kir,24.90,1883
kir,24.90,1884
kir,24.90,1885
kir,24.90,1886
kir,24.90,1887
kir,24.90,1888
kir,24.90,1889
kir,8.00,1890
kir,24.90,1891
kir,24.90,1892
kir,24.90,1893
kir,24.90,1894
kir,24.90,1895
kir,24.90,1896
kir,24.90,1897
kir,24.90,1898
kir,24.90,1899
kir,24.90,1900
kir,24.90,1901
kir,24.90,1902
kir,24.90,1903
kir,24.90,1904
kir,24.90,1905
kir,24.90,1906
kir,24.90,1907
kir,24.90,1908
kir,24.90,1909
kir,24.90,1910
kir,24.90,1911
kir,24.90,1912
kir,24.90,1913
kir,24.90,1914
kir,24.90,1915
kir,24.90,1916
kir,24.90,1917
kir,24.90,1918
kir,24.90,1919
kir,24.90,1920
kir,24.90,1921
kir,24.90,1922
kir,24.89,1923
kir,24.89,1924
kir,24.89,1925
kir,24.89,1926
kir,24.88,1927
kir,24.88,1928
kir,24.88,1929
kir,24.88,1930
kir,24.87,1931
kir,24.87,1932
kir,24.87,1933
kir,24.87,1934
kir,25.97,1935
kir,27.07,1936
kir,28.18,1937
kir,29.28,1938
kir,30.39,1939
kir,31.49,1940
kir,32.60,1941
kir,29.95,1942
kir,26.94,1943
kir,30.94,1944
kir,26.94,1945
kir,37.74,1946
kir,39.13,1947
kir,40.33,1948
kir,41.43,1949
kir,42.54,1950
kir,42.76,1951
kir,43.21,1952
kir,43.66,1953
kir,44.11,1954
kir,44.56,1955
kir,45.01,1956
kir,45.46,1957
kir,45.91,1958
kir,46.36,1959
kir,46.81,1960
kir,47.26,1961
kir,47.71,1962
kir,48.16,1963
kir,48.61,1964
kir,49.06,1965
kir,49.51,1966
kir,49.95,1967
kir,50.40,1968
kir,50.85,1969
kir,51.30,1970
kir,51.80,1971
kir,52.20,1972
kir,52.90,1973
kir,53.80,1974
kir,54.50,1975
kir,55.00,1976
kir,55.40,1977
kir,55.80,1978
kir,56.10,1979
kir,56.20,1980
kir,56.20,1981
kir,56.20,1982
kir,56.30,1983
kir,56.30,1984
kir,56.40,1985
kir,56.60,1986
kir,56.80,1987
kir,57.00,1988
kir,57.30,1989
kir,57.60,1990
kir,57.80,1991
kir,57.90,1992
kir,58.00,1993
kir,58.20,1994
kir,58.40,1995
kir,58.70,1996
kir,58.90,1997
kir,59.10,1998
kir,59.30,1999
kir,59.50,2000
kir,59.70,2001
kir,60.00,2002
kir,60.20,2003
kir,60.30,2004
kir,60.60,2005
kir,60.80,2006
kir,61.00,2007
kir,61.10,2008
kir,61.30,2009
kir,61.50,2010
kir,61.70,2011
kir,61.80,2012
kir,62.00,2013
kir,62.20,2014
kir,62.40,2015
prk,26.00,1800
prk,26.00,1801
prk,26.00,1802
prk,26.00,1803
prk,26.00,1804
prk,26.00,1805
prk,26.00,1806
prk,26.00,1807
prk,26.00,1808
prk,26.00,1809
prk,26.00,1810
prk,26.00,1811
prk,26.00,1812
prk,26.00,1813
prk,26.00,1814
prk,26.00,1815
prk,26.00,1816
prk,26.00,1817
prk,26.00,1818
prk,26.00,1819
prk,26.00,1820
prk,26.00,1821
prk,26.00,1822
prk,26.00,1823
prk,26.00,1824
prk,26.00,1825
prk,26.00,1826
prk,26.00,1827
prk,26.00,1828
prk,26.00,1829
prk,26.00,1830
prk,26.00,1831
prk,26.00,1832
prk,26.00,1833
prk,26.00,1834
prk,26.00,1835
prk,26.00,1836
prk,26.00,1837
prk,26.00,1838
prk,26.00,1839
prk,26.00,1840
prk,26.00,1841
prk,26.00,1842
prk,26.00,1843
prk,26.00,1844
prk,26.00,1845
prk,26.00,1846
prk,26.00,1847
prk,26.00,1848
prk,26.00,1849
prk,26.00,1850
prk,26.00,1851
prk,26.00,1852
prk,26.00,1853
prk,26.00,1854
prk,26.00,1855
prk,26.00,1856
prk,26.00,1857
prk,26.00,1858
prk,26.00,1859
prk,26.00,1860
prk,26.00,1861
prk,26.00,1862
prk,26.00,1863
prk,26.00,1864
prk,26.00,1865
prk,26.00,1866
prk,26.00,1867
prk,26.00,1868
prk,26.00,1869
prk,26.00,1870
prk,26.00,1871
prk,26.00,1872
prk,26.00,1873
prk,26.00,1874
prk,26.00,1875
prk,26.00,1876
prk,26.00,1877
prk,26.00,1878
prk,26.00,1879
prk,26.00,1880
prk,26.00,1881
prk,26.00,1882
prk,26.00,1883
prk,26.00,1884
prk,26.00,1885
prk,26.00,1886
prk,26.00,1887
prk,26.00,1888
prk,26.00,1889
prk,26.00,1890
prk,26.00,1891
prk,26.00,1892
prk,26.00,1893
prk,26.00,1894
prk,26.00,1895
prk,26.00,1896
prk,26.00,1897
prk,26.00,1898
prk,26.00,1899
prk,26.00,1900
prk,26.00,1901
prk,26.00,1902
prk,26.00,1903
prk,25.50,1904
prk,25.00,1905
prk,24.50,1906
prk,24.01,1907
prk,23.51,1908
prk,23.80,1909
prk,24.10,1910
prk,24.39,1911
prk,24.69,1912
prk,24.98,1913
prk,25.48,1914
prk,25.98,1915
prk,26.48,1916
prk,26.98,1917
prk,17.03,1918
prk,27.49,1919
prk,28.00,1920
prk,28.39,1921
prk,28.77,1922
prk,29.16,1923
prk,29.85,1924
prk,30.54,1925
prk,31.23,1926
prk,31.92,1927
prk,32.60,1928
prk,33.24,1929
prk,33.87,1930
prk,34.50,1931
prk,35.13,1932
prk,35.76,1933
prk,36.67,1934
prk,37.58,1935
prk,38.50,1936
prk,39.41,1937
prk,40.32,1938
prk,40.77,1939
prk,41.23,1940
prk,41.68,1941
prk,42.14,1942
prk,40.12,1943
prk,39.00,1944
prk,39.37,1945
prk,41.75,1946
prk,43.62,1947
prk,44.09,1948
prk,44.41,1949
prk,32.25,1950
prk,23.12,1951
prk,21.00,1952
prk,27.87,1953
prk,38.68,1954
prk,42.62,1955
prk,44.00,1956
prk,44.87,1957
prk,45.34,1958
prk,45.93,1959
prk,46.29,1960
prk,46.54,1961
prk,46.82,1962
prk,47.23,1963
prk,47.83,1964
prk,48.63,1965
prk,49.60,1966
prk,50.63,1967
prk,51.62,1968
prk,52.55,1969
prk,53.40,1970
prk,54.60,1971
prk,55.70,1972
prk,56.80,1973
prk,57.90,1974
prk,58.90,1975
prk,59.80,1976
prk,60.70,1977
prk,61.50,1978
prk,62.20,1979
prk,62.90,1980
prk,63.60,1981
prk,64.20,1982
prk,64.80,1983
prk,65.40,1984
prk,65.90,1985
prk,66.40,1986
prk,66.80,1987
prk,67.20,1988
prk,67.60,1989
prk,67.90,1990
prk,68.20,1991
prk,68.40,1992
prk,68.60,1993
prk,68.80,1994
prk,62.40,1995
prk,62.60,1996
prk,62.70,1997
prk,62.80,1998
prk,63.00,1999
prk,63.20,2000
prk,63.30,2001
prk,63.50,2002
prk,69.80,2003
prk,69.90,2004
prk,70.10,2005
prk,70.20,2006
prk,70.30,2007
prk,70.60,2008
prk,70.70,2009
prk,70.80,2010
prk,71.00,2011
prk,71.10,2012
prk,71.20,2013
prk,71.30,2014
prk,71.40,2015
kor,25.80,1800
kor,25.80,1801
kor,25.80,1802
kor,25.80,1803
kor,25.80,1804
kor,25.80,1805
kor,25.80,1806
kor,25.80,1807
kor,25.80,1808
kor,25.80,1809
kor,25.80,1810
kor,25.80,1811
kor,25.80,1812
kor,25.80,1813
kor,25.80,1814
kor,25.80,1815
kor,25.80,1816
kor,25.80,1817
kor,25.80,1818
kor,25.80,1819
kor,25.80,1820
kor,25.80,1821
kor,25.80,1822
kor,25.80,1823
kor,25.80,1824
kor,25.80,1825
kor,25.80,1826
kor,25.80,1827
kor,25.80,1828
kor,25.80,1829
kor,25.80,1830
kor,25.80,1831
kor,25.80,1832
kor,25.80,1833
kor,25.80,1834
kor,25.80,1835
kor,25.80,1836
kor,25.80,1837
kor,25.80,1838
kor,25.80,1839
kor,25.80,1840
kor,25.80,1841
kor,25.80,1842
kor,25.80,1843
kor,25.80,1844
kor,25.80,1845
kor,25.80,1846
kor,25.80,1847
kor,25.80,1848
kor,25.80,1849
kor,25.80,1850
kor,25.80,1851
kor,25.80,1852
kor,25.80,1853
kor,25.80,1854
kor,25.80,1855
kor,25.80,1856
kor,25.80,1857
kor,25.80,1858
kor,25.80,1859
kor,25.80,1860
kor,25.80,1861
kor,25.80,1862
kor,25.80,1863
kor,25.80,1864
kor,25.80,1865
kor,25.80,1866
kor,25.80,1867
kor,25.80,1868
kor,25.80,1869
kor,25.80,1870
kor,25.80,1871
kor,25.80,1872
kor,25.80,1873
kor,25.80,1874
kor,25.80,1875
kor,25.80,1876
kor,25.80,1877
kor,25.80,1878
kor,25.80,1879
kor,25.80,1880
kor,25.80,1881
kor,25.80,1882
kor,25.80,1883
kor,25.80,1884
kor,25.80,1885
kor,25.80,1886
kor,25.80,1887
kor,25.80,1888
kor,25.80,1889
kor,25.80,1890
kor,25.80,1891
kor,25.80,1892
kor,25.80,1893
kor,25.80,1894
kor,25.80,1895
kor,25.80,1896
kor,25.80,1897
kor,25.80,1898
kor,25.80,1899
kor,25.80,1900
kor,25.80,1901
kor,25.80,1902
kor,25.80,1903
kor,25.34,1904
kor,24.88,1905
kor,24.42,1906
kor,23.97,1907
kor,23.51,1908
kor,23.80,1909
kor,24.10,1910
kor,24.39,1911
kor,24.69,1912
kor,24.98,1913
kor,25.48,1914
kor,25.98,1915
kor,26.48,1916
kor,26.98,1917
kor,17.03,1918
kor,27.49,1919
kor,28.00,1920
kor,28.52,1921
kor,29.05,1922
kor,29.57,1923
kor,30.40,1924
kor,31.23,1925
kor,32.05,1926
kor,32.88,1927
kor,33.71,1928
kor,34.47,1929
kor,35.24,1930
kor,36.01,1931
kor,36.78,1932
kor,37.55,1933
kor,38.60,1934
kor,39.65,1935
kor,40.70,1936
kor,41.75,1937
kor,42.80,1938
kor,43.39,1939
kor,43.98,1940
kor,44.57,1941
kor,45.17,1942
kor,43.29,1943
kor,42.30,1944
kor,42.81,1945
kor,45.33,1946
kor,47.34,1947
kor,47.94,1948
kor,48.40,1949
kor,43.38,1950
kor,40.89,1951
kor,40.40,1952
kor,45.42,1953
kor,48.43,1954
kor,49.97,1955
kor,50.65,1956
kor,51.34,1957
kor,52.04,1958
kor,52.76,1959
kor,53.49,1960
kor,54.24,1961
kor,54.99,1962
kor,55.77,1963
kor,56.55,1964
kor,57.37,1965
kor,58.21,1966
kor,59.10,1967
kor,60.00,1968
kor,60.92,1969
kor,61.80,1970
kor,62.30,1971
kor,62.80,1972
kor,63.30,1973
kor,63.90,1974
kor,64.40,1975
kor,64.90,1976
kor,65.40,1977
kor,66.00,1978
kor,66.50,1979
kor,66.90,1980
kor,67.50,1981
kor,67.90,1982
kor,68.40,1983
kor,69.00,1984
kor,69.50,1985
kor,70.00,1986
kor,70.40,1987
kor,71.00,1988
kor,71.50,1989
kor,72.00,1990
kor,72.50,1991
kor,73.00,1992
kor,73.50,1993
kor,73.80,1994
kor,74.20,1995
kor,74.70,1996
kor,75.10,1997
kor,75.40,1998
kor,75.80,1999
kor,76.30,2000
kor,76.80,2001
kor,77.30,2002
kor,77.80,2003
kor,78.30,2004
kor,78.80,2005
kor,79.20,2006
kor,79.50,2007
kor,79.70,2008
kor,79.80,2009
kor,80.00,2010
kor,80.30,2011
kor,80.40,2012
kor,80.50,2013
kor,80.60,2014
kor,80.70,2015
kwt,26.00,1800
kwt,26.00,1801
kwt,26.00,1802
kwt,26.00,1803
kwt,26.00,1804
kwt,26.00,1805
kwt,26.00,1806
kwt,26.00,1807
kwt,26.00,1808
kwt,26.00,1809
kwt,26.00,1810
kwt,26.00,1811
kwt,26.00,1812
kwt,26.00,1813
kwt,26.00,1814
kwt,26.00,1815
kwt,26.00,1816
kwt,26.00,1817
kwt,26.00,1818
kwt,26.00,1819
kwt,26.00,1820
kwt,26.00,1821
kwt,26.00,1822
kwt,26.00,1823
kwt,26.00,1824
kwt,26.00,1825
kwt,26.00,1826
kwt,26.00,1827
kwt,26.00,1828
kwt,26.00,1829
kwt,26.00,1830
kwt,26.00,1831
kwt,26.00,1832
kwt,26.00,1833
kwt,26.00,1834
kwt,26.00,1835
kwt,26.00,1836
kwt,26.00,1837
kwt,26.00,1838
kwt,26.00,1839
kwt,26.00,1840
kwt,26.00,1841
kwt,26.00,1842
kwt,26.00,1843
kwt,26.00,1844
kwt,26.00,1845
kwt,26.00,1846
kwt,26.00,1847
kwt,26.00,1848
kwt,26.00,1849
kwt,26.00,1850
kwt,26.00,1851
kwt,26.00,1852
kwt,26.00,1853
kwt,26.00,1854
kwt,26.00,1855
kwt,26.00,1856
kwt,26.00,1857
kwt,26.00,1858
kwt,26.00,1859
kwt,26.00,1860
kwt,26.00,1861
kwt,26.00,1862
kwt,26.00,1863
kwt,26.00,1864
kwt,26.00,1865
kwt,26.00,1866
kwt,26.00,1867
kwt,26.00,1868
kwt,26.00,1869
kwt,26.00,1870
kwt,26.00,1871
kwt,26.00,1872
kwt,26.00,1873
kwt,26.00,1874
kwt,26.00,1875
kwt,26.00,1876
kwt,26.00,1877
kwt,26.00,1878
kwt,26.00,1879
kwt,26.00,1880
kwt,26.00,1881
kwt,26.00,1882
kwt,26.00,1883
kwt,26.00,1884
kwt,26.00,1885
kwt,26.00,1886
kwt,26.00,1887
kwt,26.00,1888
kwt,26.00,1889
kwt,26.00,1890
kwt,26.00,1891
kwt,26.00,1892
kwt,26.00,1893
kwt,26.00,1894
kwt,26.00,1895
kwt,26.00,1896
kwt,26.00,1897
kwt,26.00,1898
kwt,26.00,1899
kwt,26.00,1900
kwt,26.00,1901
kwt,26.00,1902
kwt,26.00,1903
kwt,26.00,1904
kwt,26.00,1905
kwt,26.00,1906
kwt,26.00,1907
kwt,26.00,1908
kwt,26.00,1909
kwt,26.00,1910
kwt,26.00,1911
kwt,26.00,1912
kwt,26.00,1913
kwt,26.00,1914
kwt,26.00,1915
kwt,26.00,1916
kwt,26.00,1917
kwt,21.55,1918
kwt,26.00,1919
kwt,26.00,1920
kwt,26.06,1921
kwt,26.12,1922
kwt,26.18,1923
kwt,26.24,1924
kwt,26.30,1925
kwt,26.37,1926
kwt,26.43,1927
kwt,26.49,1928
kwt,26.55,1929
kwt,26.61,1930
kwt,26.67,1931
kwt,26.73,1932
kwt,26.79,1933
kwt,26.85,1934
kwt,26.91,1935
kwt,26.97,1936
kwt,27.03,1937
kwt,27.10,1938
kwt,27.16,1939
kwt,29.51,1940
kwt,31.87,1941
kwt,34.23,1942
kwt,36.59,1943
kwt,38.95,1944
kwt,41.31,1945
kwt,43.67,1946
kwt,46.02,1947
kwt,48.38,1948
kwt,50.74,1949
kwt,53.10,1950
kwt,53.71,1951
kwt,54.85,1952
kwt,55.94,1953
kwt,57.00,1954
kwt,58.02,1955
kwt,59.00,1956
kwt,59.95,1957
kwt,60.85,1958
kwt,61.71,1959
kwt,62.54,1960
kwt,63.32,1961
kwt,64.07,1962
kwt,64.78,1963
kwt,65.46,1964
kwt,66.10,1965
kwt,66.71,1966
kwt,67.30,1967
kwt,67.86,1968
kwt,68.39,1969
kwt,68.90,1970
kwt,69.30,1971
kwt,69.60,1972
kwt,69.70,1973
kwt,69.80,1974
kwt,69.90,1975
kwt,70.00,1976
kwt,70.20,1977
kwt,70.80,1978
kwt,71.50,1979
kwt,72.10,1980
kwt,72.50,1981
kwt,72.70,1982
kwt,73.20,1983
kwt,73.90,1984
kwt,74.60,1985
kwt,75.40,1986
kwt,76.10,1987
kwt,76.70,1988
kwt,77.40,1989
kwt,77.70,1990
kwt,78.40,1991
kwt,78.40,1992
kwt,78.00,1993
kwt,77.30,1994
kwt,76.70,1995
kwt,76.40,1996
kwt,76.40,1997
kwt,76.60,1998
kwt,77.00,1999
kwt,77.50,2000
kwt,78.00,2001
kwt,78.30,2002
kwt,78.50,2003
kwt,78.40,2004
kwt,78.20,2005
kwt,78.00,2006
kwt,78.00,2007
kwt,78.20,2008
kwt,78.60,2009
kwt,79.10,2010
kwt,79.70,2011
kwt,80.10,2012
kwt,80.30,2013
kwt,80.50,2014
kwt,80.70,2015
kgz,23.94,1800
kgz,23.94,1801
kgz,23.94,1802
kgz,23.94,1803
kgz,23.94,1804
kgz,23.94,1805
kgz,23.94,1806
kgz,23.94,1807
kgz,23.94,1808
kgz,23.94,1809
kgz,23.94,1810
kgz,23.94,1811
kgz,23.94,1812
kgz,23.94,1813
kgz,23.94,1814
kgz,23.94,1815
kgz,23.94,1816
kgz,23.94,1817
kgz,23.94,1818
kgz,23.94,1819
kgz,23.94,1820
kgz,23.94,1821
kgz,23.94,1822
kgz,23.94,1823
kgz,23.94,1824
kgz,23.94,1825
kgz,23.94,1826
kgz,23.94,1827
kgz,23.94,1828
kgz,23.94,1829
kgz,23.94,1830
kgz,23.94,1831
kgz,23.94,1832
kgz,23.94,1833
kgz,23.94,1834
kgz,23.94,1835
kgz,23.94,1836
kgz,23.94,1837
kgz,23.94,1838
kgz,23.94,1839
kgz,23.94,1840
kgz,23.94,1841
kgz,23.94,1842
kgz,23.94,1843
kgz,23.94,1844
kgz,23.94,1845
kgz,23.94,1846
kgz,23.94,1847
kgz,23.94,1848
kgz,23.94,1849
kgz,23.94,1850
kgz,23.94,1851
kgz,23.94,1852
kgz,23.94,1853
kgz,23.94,1854
kgz,23.94,1855
kgz,23.94,1856
kgz,23.94,1857
kgz,23.94,1858
kgz,23.94,1859
kgz,23.94,1860
kgz,23.94,1861
kgz,23.94,1862
kgz,23.94,1863
kgz,23.42,1864
kgz,22.89,1865
kgz,22.37,1866
kgz,21.84,1867
kgz,21.32,1868
kgz,21.36,1869
kgz,21.41,1870
kgz,21.45,1871
kgz,21.50,1872
kgz,21.54,1873
kgz,21.74,1874
kgz,21.94,1875
kgz,22.14,1876
kgz,22.34,1877
kgz,22.54,1878
kgz,22.74,1879
kgz,22.94,1880
kgz,23.14,1881
kgz,23.34,1882
kgz,23.54,1883
kgz,23.74,1884
kgz,23.94,1885
kgz,24.14,1886
kgz,24.34,1887
kgz,24.54,1888
kgz,24.74,1889
kgz,24.94,1890
kgz,25.14,1891
kgz,25.34,1892
kgz,25.54,1893
kgz,25.74,1894
kgz,25.94,1895
kgz,26.14,1896
kgz,26.34,1897
kgz,26.17,1898
kgz,26.01,1899
kgz,25.84,1900
kgz,26.09,1901
kgz,26.34,1902
kgz,26.59,1903
kgz,26.84,1904
kgz,27.09,1905
kgz,27.34,1906
kgz,27.59,1907
kgz,27.84,1908
kgz,28.09,1909
kgz,28.34,1910
kgz,31.30,1911
kgz,31.72,1912
kgz,29.55,1913
kgz,29.14,1914
kgz,28.74,1915
kgz,28.74,1916
kgz,25.74,1917
kgz,15.74,1918
kgz,21.21,1919
kgz,16.71,1920
kgz,11.96,1921
kgz,13.91,1922
kgz,29.68,1923
kgz,32.14,1924
kgz,31.19,1925
kgz,34.35,1926
kgz,33.64,1927
kgz,35.10,1928
kgz,33.82,1929
kgz,33.09,1930
kgz,27.26,1931
kgz,19.21,1932
kgz,15.17,1933
kgz,35.28,1934
kgz,36.79,1935
kgz,38.42,1936
kgz,37.38,1937
kgz,39.02,1938
kgz,41.38,1939
kgz,38.86,1940
kgz,28.08,1941
kgz,24.03,1942
kgz,22.99,1943
kgz,30.94,1944
kgz,38.40,1945
kgz,45.60,1946
kgz,37.55,1947
kgz,45.58,1948
kgz,48.34,1949
kgz,50.59,1950
kgz,50.78,1951
kgz,51.19,1952
kgz,51.60,1953
kgz,52.01,1954
kgz,52.42,1955
kgz,52.83,1956
kgz,53.24,1957
kgz,53.65,1958
kgz,54.06,1959
kgz,54.47,1960
kgz,54.88,1961
kgz,55.29,1962
kgz,55.71,1963
kgz,56.12,1964
kgz,56.53,1965
kgz,56.92,1966
kgz,57.30,1967
kgz,57.66,1968
kgz,57.99,1969
kgz,58.30,1970
kgz,58.90,1971
kgz,59.50,1972
kgz,60.10,1973
kgz,60.60,1974
kgz,61.00,1975
kgz,61.40,1976
kgz,61.70,1977
kgz,62.10,1978
kgz,62.40,1979
kgz,62.80,1980
kgz,63.10,1981
kgz,63.40,1982
kgz,63.70,1983
kgz,64.10,1984
kgz,64.70,1985
kgz,65.20,1986
kgz,65.50,1987
kgz,65.60,1988
