basomrade,year,immigration_surplus_min_3_years_of_higher_education_aged_25_64_male
3911510_lansen,2005,0
3911510_lansen,2006,-1
3911510_lansen,2007,-1
3911510_lansen,2008,1
3911510_lansen,2009,9
3911510_lansen,2010,1
3911510_lansen,2011,3
3911510_lansen,2012,4
3911510_lansen,2013,0
3911510_lansen,2014,7
3911520_sodra_gribbylund,2000,-1
3911520_sodra_gribbylund,2001,-3
3911520_sodra_gribbylund,2002,-3
3911520_sodra_gribbylund,2003,3
3911520_sodra_gribbylund,2004,2
3911520_sodra_gribbylund,2005,-2
3911520_sodra_gribbylund,2006,1
3911520_sodra_gribbylund,2007,-2
3911520_sodra_gribbylund,2008,2
3911520_sodra_gribbylund,2009,3
3911520_sodra_gribbylund,2010,4
3911520_sodra_gribbylund,2011,2
3911520_sodra_gribbylund,2012,2
3911520_sodra_gribbylund,2013,4
3911520_sodra_gribbylund,2014,0
3911530_gribbylunds_centrum,2000,-5
3911530_gribbylunds_centrum,2001,7
3911530_gribbylunds_centrum,2002,-4
3911530_gribbylunds_centrum,2003,-4
3911530_gribbylunds_centrum,2004,4
3911530_gribbylunds_centrum,2005,-1
3911530_gribbylunds_centrum,2006,-4
3911530_gribbylunds_centrum,2007,-2
3911530_gribbylunds_centrum,2008,-9
3911530_gribbylunds_centrum,2009,-6
3911530_gribbylunds_centrum,2010,-4
3911530_gribbylunds_centrum,2011,-5
3911530_gribbylunds_centrum,2012,4
3911530_gribbylunds_centrum,2013,0
3911530_gribbylunds_centrum,2014,-2
3911540_norra_gribbylund,2000,26
3911540_norra_gribbylund,2001,21
3911540_norra_gribbylund,2002,6
3911540_norra_gribbylund,2003,-9
3911540_norra_gribbylund,2004,11
3911540_norra_gribbylund,2005,2
3911540_norra_gribbylund,2006,5
3911540_norra_gribbylund,2007,8
3911540_norra_gribbylund,2008,16
3911540_norra_gribbylund,2009,9
3911540_norra_gribbylund,2010,3
3911540_norra_gribbylund,2011,1
3911540_norra_gribbylund,2012,11
3911540_norra_gribbylund,2013,4
3911540_norra_gribbylund,2014,-8
3911550_sveavagen,2000,2
3911550_sveavagen,2001,-10
3911550_sveavagen,2002,3
3911550_sveavagen,2003,-2
3911550_sveavagen,2004,-2
3911550_sveavagen,2005,-6
3911550_sveavagen,2006,6
3911550_sveavagen,2007,3
3911550_sveavagen,2008,-9
3911550_sveavagen,2009,0
3911550_sveavagen,2010,-2
3911550_sveavagen,2011,0
3911550_sveavagen,2012,-1
3911550_sveavagen,2013,2
3911550_sveavagen,2014,1
3911610_ostra_vallabrink,2000,0
3911610_ostra_vallabrink,2001,-3
3911610_ostra_vallabrink,2002,0
3911610_ostra_vallabrink,2003,3
3911610_ostra_vallabrink,2004,0
3911610_ostra_vallabrink,2005,-3
3911610_ostra_vallabrink,2006,0
3911610_ostra_vallabrink,2007,-3
3911610_ostra_vallabrink,2008,3
3911610_ostra_vallabrink,2009,0
3911610_ostra_vallabrink,2010,0
3911610_ostra_vallabrink,2011,3
3911610_ostra_vallabrink,2012,3
3911610_ostra_vallabrink,2013,3
3911610_ostra_vallabrink,2014,4
3911620_vastra_vallabrink,2000,3
3911620_vastra_vallabrink,2001,-4
3911620_vastra_vallabrink,2002,3
3911620_vastra_vallabrink,2003,-6
3911620_vastra_vallabrink,2004,-3
3911620_vastra_vallabrink,2005,6
3911620_vastra_vallabrink,2006,-1
3911620_vastra_vallabrink,2007,1
3911620_vastra_vallabrink,2008,3
3911620_vastra_vallabrink,2009,1
3911620_vastra_vallabrink,2010,7
3911620_vastra_vallabrink,2011,0
3911620_vastra_vallabrink,2012,-4
3911620_vastra_vallabrink,2013,6
3911620_vastra_vallabrink,2014,5
3911660_visinge,2000,0
3911660_visinge,2001,3
3911660_visinge,2002,0
3911660_visinge,2003,5
3911660_visinge,2004,6
3911660_visinge,2005,4
3911660_visinge,2006,6
3911660_visinge,2007,-3
3911660_visinge,2008,-2
3911660_visinge,2009,3
3911660_visinge,2010,0
3911660_visinge,2011,4
3911660_visinge,2012,2
3911660_visinge,2013,4
3911660_visinge,2014,5
3911670_vallatorp,2000,-4
3911670_vallatorp,2001,-1
3911670_vallatorp,2002,-3
3911670_vallatorp,2003,-4
3911670_vallatorp,2004,-2
3911670_vallatorp,2005,-2
3911670_vallatorp,2006,-6
3911670_vallatorp,2007,-1
3911670_vallatorp,2008,-5
3911670_vallatorp,2009,-2
3911670_vallatorp,2010,7
3911670_vallatorp,2011,0
3911670_vallatorp,2012,0
3911670_vallatorp,2013,2
3911670_vallatorp,2014,6
3911680_erikslund,2000,-4
3911680_erikslund,2001,1
3911680_erikslund,2002,-2
3911680_erikslund,2003,-5
3911680_erikslund,2004,2
3911680_erikslund,2005,-4
3911680_erikslund,2006,-3
3911680_erikslund,2007,5
3911680_erikslund,2008,-4
3911680_erikslund,2009,-1
3911680_erikslund,2010,1
3911680_erikslund,2011,1
3911680_erikslund,2012,-6
3911680_erikslund,2013,4
3911680_erikslund,2014,4
3911740_s_a_midgards_industriomr,2000,3
3911740_s_a_midgards_industriomr,2001,0
3911740_s_a_midgards_industriomr,2002,0
3911740_s_a_midgards_industriomr,2003,0
3911740_s_a_midgards_industriomr,2004,-3
3911740_s_a_midgards_industriomr,2005,3
3911740_s_a_midgards_industriomr,2006,0
3911740_s_a_midgards_industriomr,2007,-1
3911740_s_a_midgards_industriomr,2008,0
3911740_s_a_midgards_industriomr,2009,0
3911740_s_a_midgards_industriomr,2010,0
3911740_s_a_midgards_industriomr,2011,0
3911740_s_a_midgards_industriomr,2012,0
3911740_s_a_midgards_industriomr,2013,0
3911740_s_a_midgards_industriomr,2014,0
3911750_taby_kyrka,2000,1
3911750_taby_kyrka,2001,2
3911750_taby_kyrka,2002,9
3911750_taby_kyrka,2003,0
3911750_taby_kyrka,2004,2
3911750_taby_kyrka,2005,1
3911750_taby_kyrka,2006,11
3911750_taby_kyrka,2007,4
3911750_taby_kyrka,2008,7
3911750_taby_kyrka,2009,2
3911750_taby_kyrka,2010,-4
3911750_taby_kyrka,2011,4
3911750_taby_kyrka,2012,-4
3911750_taby_kyrka,2013,7
3911750_taby_kyrka,2014,3
3911760_midgard,2000,1
3911760_midgard,2001,-4
3911760_midgard,2002,-1
3911760_midgard,2003,0
3911760_midgard,2004,1
3911760_midgard,2005,-6
3911760_midgard,2006,6
3911760_midgard,2007,4
3911760_midgard,2008,-1
3911760_midgard,2009,-3
3911760_midgard,2010,1
3911760_midgard,2011,2
3911760_midgard,2012,-4
3911760_midgard,2013,0
3911760_midgard,2014,-2
3911780_ostra_taby_kyrkby,2000,-3
3911780_ostra_taby_kyrkby,2001,5
3911780_ostra_taby_kyrkby,2002,3
3911780_ostra_taby_kyrkby,2003,3
3911780_ostra_taby_kyrkby,2004,3
3911780_ostra_taby_kyrkby,2005,0
3911780_ostra_taby_kyrkby,2006,17
3911780_ostra_taby_kyrkby,2007,3
3911780_ostra_taby_kyrkby,2008,16
3911780_ostra_taby_kyrkby,2009,15
3911780_ostra_taby_kyrkby,2010,14
3911780_ostra_taby_kyrkby,2011,10
3911780_ostra_taby_kyrkby,2012,20
3911780_ostra_taby_kyrkby,2013,27
3911780_ostra_taby_kyrkby,2014,29
3911790_runborg,2000,6
3911790_runborg,2001,-5
3911790_runborg,2002,6
3911790_runborg,2003,-6
3911790_runborg,2004,4
3911790_runborg,2005,-2
3911790_runborg,2006,4
3911790_runborg,2007,6
3911790_runborg,2008,5
3911790_runborg,2009,4
3911790_runborg,2010,-1
3911790_runborg,2011,8
3911790_runborg,2012,9
3911790_runborg,2013,8
3911790_runborg,2014,0
3110110_ostra_enebyberg,2000,10
3110110_ostra_enebyberg,2001,0
3110110_ostra_enebyberg,2002,7
3110110_ostra_enebyberg,2003,0
3110110_ostra_enebyberg,2004,7
3110110_ostra_enebyberg,2005,6
3110110_ostra_enebyberg,2006,19
3110110_ostra_enebyberg,2007,10
3110110_ostra_enebyberg,2008,8
3110110_ostra_enebyberg,2009,12
3110110_ostra_enebyberg,2010,10
3110110_ostra_enebyberg,2011,9
3110110_ostra_enebyberg,2012,-2
3110110_ostra_enebyberg,2013,7
3110110_ostra_enebyberg,2014,12
3110120_vastra_enebyberg,2000,-1
3110120_vastra_enebyberg,2001,1
3110120_vastra_enebyberg,2002,1
3110120_vastra_enebyberg,2003,-3
3110120_vastra_enebyberg,2004,10
3110120_vastra_enebyberg,2005,1
3110120_vastra_enebyberg,2006,2
3110120_vastra_enebyberg,2007,6
3110120_vastra_enebyberg,2008,-1
3110120_vastra_enebyberg,2009,12
3110120_vastra_enebyberg,2010,4
3110120_vastra_enebyberg,2011,19
3110120_vastra_enebyberg,2012,23
3110120_vastra_enebyberg,2013,15
3110120_vastra_enebyberg,2014,3
3110260_satra,2000,6
3110260_satra,2001,-1
3110260_satra,2002,-3
3110260_satra,2003,10
3110260_satra,2004,14
3110260_satra,2005,5
3110260_satra,2006,10
3110260_satra,2007,2
3110260_satra,2008,15
3110260_satra,2009,-6
3110260_satra,2010,5
3110260_satra,2011,10
3110260_satra,2012,10
3110260_satra,2013,3
3110260_satra,2014,3
3110270_nora,2000,8
3110270_nora,2001,3
3110270_nora,2002,6
3110270_nora,2003,7
3110270_nora,2004,1
3110270_nora,2005,-6
3110270_nora,2006,9
3110270_nora,2007,-3
3110270_nora,2008,10
3110270_nora,2009,8
3110270_nora,2010,-1
3110270_nora,2011,8
3110270_nora,2012,7
3110270_nora,2013,6
3110270_nora,2014,3
3110280_klingsta,2000,-2
3110280_klingsta,2001,4
3110280_klingsta,2002,-5
3110280_klingsta,2003,5
3110280_klingsta,2004,11
3110280_klingsta,2005,-6
3110280_klingsta,2006,10
3110280_klingsta,2007,-5
3110280_klingsta,2008,8
3110280_klingsta,2009,5
3110280_klingsta,2010,6
3110280_klingsta,2011,0
3110280_klingsta,2012,0
3110280_klingsta,2013,-4
3110280_klingsta,2014,5
3110330_morbyskogen,2000,1
3110330_morbyskogen,2001,1
3110330_morbyskogen,2002,-10
3110330_morbyskogen,2003,2
3110330_morbyskogen,2004,-8
3110330_morbyskogen,2005,7
3110330_morbyskogen,2006,6
3110330_morbyskogen,2007,0
3110330_morbyskogen,2008,3
3110330_morbyskogen,2009,-4
3110330_morbyskogen,2010,0
3110330_morbyskogen,2011,1
3110330_morbyskogen,2012,5
3110330_morbyskogen,2013,3
3110330_morbyskogen,2014,5
3110340_kevinge,2000,-9
3110340_kevinge,2001,1
3110340_kevinge,2002,10
3110340_kevinge,2003,-7
3110340_kevinge,2004,-2
3110340_kevinge,2005,-7
3110340_kevinge,2006,1
3110340_kevinge,2007,-2
3110340_kevinge,2008,5
3110340_kevinge,2009,-3
3110340_kevinge,2010,-8
3110340_kevinge,2011,5
3110340_kevinge,2012,-3
3110340_kevinge,2013,-9
3110340_kevinge,2014,5
3110350_morby_centrum,2000,2
3110350_morby_centrum,2001,-2
3110350_morby_centrum,2002,-2
3110350_morby_centrum,2003,-6
3110350_morby_centrum,2004,1
3110350_morby_centrum,2005,13
3110350_morby_centrum,2006,-13
3110350_morby_centrum,2007,-2
3110350_morby_centrum,2008,-2
3110350_morby_centrum,2009,-2
3110350_morby_centrum,2010,1
3110350_morby_centrum,2011,2
3110350_morby_centrum,2012,-2
3110350_morby_centrum,2013,1
3110350_morby_centrum,2014,-11
3110370_morbylund,2000,-8
3110370_morbylund,2001,3
3110370_morbylund,2002,-8
3110370_morbylund,2003,3
3110370_morbylund,2004,-5
3110370_morbylund,2005,-8
3110370_morbylund,2006,10
3110370_morbylund,2007,-1
3110370_morbylund,2008,-22
3110370_morbylund,2009,-10
3110370_morbylund,2010,-13
3110370_morbylund,2011,1
3110370_morbylund,2012,0
3110370_morbylund,2013,7
3110370_morbylund,2014,-1
3110430_norra_djursholm,2000,-2
3110430_norra_djursholm,2001,-10
3110430_norra_djursholm,2002,13
3110430_norra_djursholm,2003,-3
3110430_norra_djursholm,2004,-15
3110430_norra_djursholm,2005,3
3110430_norra_djursholm,2006,1
3110430_norra_djursholm,2007,7
3110430_norra_djursholm,2008,-4
3110430_norra_djursholm,2009,-5
3110430_norra_djursholm,2010,6
3110430_norra_djursholm,2011,0
3110430_norra_djursholm,2012,3
3110430_norra_djursholm,2013,-6
3110430_norra_djursholm,2014,10
3110440_sodra_djursholm,2000,-9
3110440_sodra_djursholm,2001,-13
3110440_sodra_djursholm,2002,7
3110440_sodra_djursholm,2003,-7
3110440_sodra_djursholm,2004,9
3110440_sodra_djursholm,2005,-8
3110440_sodra_djursholm,2006,2
3110440_sodra_djursholm,2007,9
3110440_sodra_djursholm,2008,-7
3110440_sodra_djursholm,2009,-6
3110440_sodra_djursholm,2010,-6
3110440_sodra_djursholm,2011,15
3110440_sodra_djursholm,2012,-5
3110440_sodra_djursholm,2013,-4
3110440_sodra_djursholm,2014,6
3110450_osby,2000,-4
3110450_osby,2001,0
3110450_osby,2002,5
3110450_osby,2003,-5
3110450_osby,2004,1
3110450_osby,2005,0
3110450_osby,2006,4
3110450_osby,2007,-2
3110450_osby,2008,8
3110450_osby,2009,-4
3110450_osby,2010,4
3110450_osby,2011,13
3110450_osby,2012,-6
3110450_osby,2013,2
3110450_osby,2014,-6
3110460_ekeby,2000,4
3110460_ekeby,2001,1
3110460_ekeby,2002,4
3110460_ekeby,2003,-15
3110460_ekeby,2004,-7
3110460_ekeby,2005,1
3110460_ekeby,2006,5
3110460_ekeby,2007,8
3110460_ekeby,2008,-5
3110460_ekeby,2009,10
3110460_ekeby,2010,1
3110460_ekeby,2011,5
3110460_ekeby,2012,3
3110460_ekeby,2013,0
3110460_ekeby,2014,-1
3110510_norra_stocksund,2000,3
3110510_norra_stocksund,2001,2
3110510_norra_stocksund,2002,9
3110510_norra_stocksund,2003,-7
3110510_norra_stocksund,2004,-8
3110510_norra_stocksund,2005,1
3110510_norra_stocksund,2006,9
3110510_norra_stocksund,2007,-2
3110510_norra_stocksund,2008,7
3110510_norra_stocksund,2009,-10
3110510_norra_stocksund,2010,3
3110510_norra_stocksund,2011,-5
3110510_norra_stocksund,2012,0
3110510_norra_stocksund,2013,5
3110510_norra_stocksund,2014,-5
3110530_inverness,2000,4
3110530_inverness,2001,5
3110530_inverness,2002,-1
3110530_inverness,2003,-12
3110530_inverness,2004,1
3110530_inverness,2005,-5
3110530_inverness,2006,11
3110530_inverness,2007,-2
3110530_inverness,2008,2
3110530_inverness,2009,6
3110530_inverness,2010,2
3110530_inverness,2011,-4
3110530_inverness,2012,1
3110530_inverness,2013,2
3110530_inverness,2014,-2
3110540_sodra_stocksund,2000,14
3110540_sodra_stocksund,2001,-2
3110540_sodra_stocksund,2002,2
3110540_sodra_stocksund,2003,2
3110540_sodra_stocksund,2004,6
3110540_sodra_stocksund,2005,11
3110540_sodra_stocksund,2006,18
3110540_sodra_stocksund,2007,7
3110540_sodra_stocksund,2008,2
3110540_sodra_stocksund,2009,17
3110540_sodra_stocksund,2010,3
3110540_sodra_stocksund,2011,10
3110540_sodra_stocksund,2012,9
3110540_sodra_stocksund,2013,9
3110540_sodra_stocksund,2014,4
3110610_klockargarden,2000,-4
3110610_klockargarden,2001,4
3110610_klockargarden,2002,-2
3110610_klockargarden,2003,-4
3110610_klockargarden,2004,-1
3110610_klockargarden,2005,1
3110610_klockargarden,2006,12
3110610_klockargarden,2007,-3
3110610_klockargarden,2008,3
3110610_klockargarden,2009,-3
3110610_klockargarden,2010,8
3110610_klockargarden,2011,7
3110610_klockargarden,2012,11
3110610_klockargarden,2013,0
3110610_klockargarden,2014,4
3110620_berga,2000,-1
3110620_berga,2001,3
3110620_berga,2002,1
3110620_berga,2003,-3
3110620_berga,2004,-3
3110620_berga,2005,3
3110620_berga,2006,3
3110620_berga,2007,3
3110620_berga,2008,0
3110620_berga,2009,-2
3110620_berga,2010,-2
3110620_berga,2011,5
3110620_berga,2012,-1
3110620_berga,2013,-2
3110620_berga,2014,0
3610120_gillberga,2000,0
3610120_gillberga,2001,3
3610120_gillberga,2002,-2
3610120_gillberga,2003,6
3610120_gillberga,2004,2
3610120_gillberga,2005,-4
3610120_gillberga,2006,2
3610120_gillberga,2007,2
3610120_gillberga,2008,7
3610120_gillberga,2009,0
3610120_gillberga,2010,-3
3610120_gillberga,2011,2
3610120_gillberga,2012,1
3610120_gillberga,2013,9
3610120_gillberga,2014,9
3610140_rotsunda,2000,-10
3610140_rotsunda,2001,1
3610140_rotsunda,2002,3
3610140_rotsunda,2003,-6
3610140_rotsunda,2004,-6
3610140_rotsunda,2005,-1
3610140_rotsunda,2006,-2
3610140_rotsunda,2007,-1
3610140_rotsunda,2008,1
3610140_rotsunda,2009,-4
3610140_rotsunda,2010,-3
3610140_rotsunda,2011,3
3610140_rotsunda,2012,-2
3610140_rotsunda,2013,1
3610140_rotsunda,2014,-7
3610170_rotebro_centrum,2000,7
3610170_rotebro_centrum,2001,3
3610170_rotebro_centrum,2002,8
3610170_rotebro_centrum,2003,12
3610170_rotebro_centrum,2004,-4
3610170_rotebro_centrum,2005,-6
3610170_rotebro_centrum,2006,-8
3610170_rotebro_centrum,2007,-8
3610170_rotebro_centrum,2008,5
3610170_rotebro_centrum,2009,-4
3610170_rotebro_centrum,2010,27
3610170_rotebro_centrum,2011,-10
3610170_rotebro_centrum,2012,-3
3610170_rotebro_centrum,2013,2
3610170_rotebro_centrum,2014,-4
3610180_rotsunda_gard,2000,11
3610180_rotsunda_gard,2001,-5
3610180_rotsunda_gard,2002,9
3610180_rotsunda_gard,2003,-11
3610180_rotsunda_gard,2004,-9
3610180_rotsunda_gard,2005,-1
3610180_rotsunda_gard,2006,-3
3610180_rotsunda_gard,2007,9
3610180_rotsunda_gard,2008,2
3610180_rotsunda_gard,2009,-8
3610180_rotsunda_gard,2010,-5
3610180_rotsunda_gard,2011,-4
3610180_rotsunda_gard,2012,-7
3610180_rotsunda_gard,2013,0
3610180_rotsunda_gard,2014,-2
3610210_vastra_viby,2000,3
3610210_vastra_viby,2001,4
3610210_vastra_viby,2002,13
3610210_vastra_viby,2003,9
3610210_vastra_viby,2004,3
3610210_vastra_viby,2005,7
3610210_vastra_viby,2006,5
3610210_vastra_viby,2007,3
3610210_vastra_viby,2008,5
3610210_vastra_viby,2009,-5
3610210_vastra_viby,2010,9
3610210_vastra_viby,2011,5
3610210_vastra_viby,2012,11
3610210_vastra_viby,2013,7
3610210_vastra_viby,2014,18
3610230_ostra_viby,2000,3
3610230_ostra_viby,2001,-1
3610230_ostra_viby,2002,-1
3610230_ostra_viby,2003,3
3610230_ostra_viby,2004,2
3610230_ostra_viby,2005,-2
3610230_ostra_viby,2006,6
3610230_ostra_viby,2007,-1
3610230_ostra_viby,2008,-1
3610230_ostra_viby,2009,0
3610230_ostra_viby,2010,4
3610230_ostra_viby,2011,5
3610230_ostra_viby,2012,-1
3610230_ostra_viby,2013,10
3610230_ostra_viby,2014,0
3610310_vastra_norrviken,2000,-3
3610310_vastra_norrviken,2001,7
3610310_vastra_norrviken,2002,4
3610310_vastra_norrviken,2003,-7
3610310_vastra_norrviken,2004,4
3610310_vastra_norrviken,2005,6
3610310_vastra_norrviken,2006,2
3610310_vastra_norrviken,2007,1
3610310_vastra_norrviken,2008,7
3610310_vastra_norrviken,2009,1
3610310_vastra_norrviken,2010,6
3610310_vastra_norrviken,2011,4
3610310_vastra_norrviken,2012,0
3610310_vastra_norrviken,2013,6
3610310_vastra_norrviken,2014,11
3610330_ostra_norrviken,2000,4
3610330_ostra_norrviken,2001,3
3610330_ostra_norrviken,2002,3
3610330_ostra_norrviken,2003,6
3610330_ostra_norrviken,2004,-1
3610330_ostra_norrviken,2005,-1
3610330_ostra_norrviken,2006,0
3610330_ostra_norrviken,2007,-3
3610330_ostra_norrviken,2008,1
3610330_ostra_norrviken,2009,6
3610330_ostra_norrviken,2010,5
3610330_ostra_norrviken,2011,0
3610330_ostra_norrviken,2012,3
3610330_ostra_norrviken,2013,-6
3610330_ostra_norrviken,2014,2
3610400_vaxmora,2000,5
3610400_vaxmora,2001,1
3610400_vaxmora,2002,-4
3610400_vaxmora,2003,4
3610400_vaxmora,2004,7
3610400_vaxmora,2005,5
3610400_vaxmora,2006,8
3610400_vaxmora,2007,12
3610400_vaxmora,2008,4
3610400_vaxmora,2009,8
3610400_vaxmora,2010,2
3610400_vaxmora,2011,0
3610400_vaxmora,2012,9
3610400_vaxmora,2013,4
3610400_vaxmora,2014,16
3610510_klasro,2000,0
3610510_klasro,2001,-1
3610510_klasro,2002,1
3610510_klasro,2003,-1
3610510_klasro,2004,-1
3610510_klasro,2005,1
3610510_klasro,2006,3
3610510_klasro,2007,0
3610510_klasro,2008,12
3610510_klasro,2009,4
3610510_klasro,2010,-1
3610510_klasro,2011,3
3610510_klasro,2012,1
3610510_klasro,2013,-4
3610510_klasro,2014,3
3610530_haggviks_centrum,2000,6
3610530_haggviks_centrum,2001,3
3610530_haggviks_centrum,2002,11
3610530_haggviks_centrum,2003,2
3610530_haggviks_centrum,2004,-7
3610530_haggviks_centrum,2005,2
3610530_haggviks_centrum,2006,-4
3610530_haggviks_centrum,2007,-5
3610530_haggviks_centrum,2008,-5
3610530_haggviks_centrum,2009,4
3610530_haggviks_centrum,2010,1
3610530_haggviks_centrum,2011,3
3610530_haggviks_centrum,2012,8
3610530_haggviks_centrum,2013,13
3610530_haggviks_centrum,2014,-4
3610540_skalby,2000,-4
3610540_skalby,2001,-2
3610540_skalby,2002,4
3610540_skalby,2003,10
3610540_skalby,2004,9
3610540_skalby,2005,13
3610540_skalby,2006,2
3610540_skalby,2007,-1
3610540_skalby,2008,-4
3610540_skalby,2009,8
3610540_skalby,2010,5
3610540_skalby,2011,3
3610540_skalby,2012,6
3610540_skalby,2013,8
3610540_skalby,2014,9
3610610_edsbergs_centrum,2000,17
3610610_edsbergs_centrum,2001,-5
3610610_edsbergs_centrum,2002,-12
3610610_edsbergs_centrum,2003,-2
3610610_edsbergs_centrum,2004,-25
3610610_edsbergs_centrum,2005,-12
3610610_edsbergs_centrum,2006,18
3610610_edsbergs_centrum,2007,-4
3610610_edsbergs_centrum,2008,-9
3610610_edsbergs_centrum,2009,-8
3610610_edsbergs_centrum,2010,0
3610610_edsbergs_centrum,2011,9
3610610_edsbergs_centrum,2012,-12
3610610_edsbergs_centrum,2013,-6
3610610_edsbergs_centrum,2014,13
3610650_ovriga_edsberg,2000,10
3610650_ovriga_edsberg,2001,19
3610650_ovriga_edsberg,2002,-3
3610650_ovriga_edsberg,2003,2
3610650_ovriga_edsberg,2004,2
3610650_ovriga_edsberg,2005,-4
3610650_ovriga_edsberg,2006,0
3610650_ovriga_edsberg,2007,-7
3610650_ovriga_edsberg,2008,2
3610650_ovriga_edsberg,2009,0
3610650_ovriga_edsberg,2010,-2
3610650_ovriga_edsberg,2011,5
3610650_ovriga_edsberg,2012,9
3610650_ovriga_edsberg,2013,10
3610650_ovriga_edsberg,2014,3
3610660_landsnora,2000,9
3610660_landsnora,2001,0
3610660_landsnora,2002,-2
3610660_landsnora,2003,9
3610660_landsnora,2004,2
3610660_landsnora,2005,0
3610660_landsnora,2006,3
3610660_landsnora,2007,3
3610660_landsnora,2008,3
3610660_landsnora,2009,2
3610660_landsnora,2010,9
3610660_landsnora,2011,8
3610660_landsnora,2012,7
3610660_landsnora,2013,10
3610660_landsnora,2014,-3
3610670_vasjoomradet,2000,0
3610670_vasjoomradet,2001,0
3610670_vasjoomradet,2002,0
3610670_vasjoomradet,2003,-3
3610670_vasjoomradet,2004,3
3610670_vasjoomradet,2005,0
3610670_vasjoomradet,2006,0
3610670_vasjoomradet,2007,-3
3610670_vasjoomradet,2008,-3
3610670_vasjoomradet,2009,-3
3610670_vasjoomradet,2010,0
3610670_vasjoomradet,2011,3
3610670_vasjoomradet,2012,0
3610670_vasjoomradet,2013,3
3610670_vasjoomradet,2014,-3
3610680_kvarnskogen,2000,0
3610680_kvarnskogen,2001,0
3610680_kvarnskogen,2002,-3
3610680_kvarnskogen,2003,-3
3610680_kvarnskogen,2004,0
3610680_kvarnskogen,2005,9
3610680_kvarnskogen,2006,20
3610680_kvarnskogen,2007,11
3610680_kvarnskogen,2008,11
3610680_kvarnskogen,2009,5
3610680_kvarnskogen,2010,6
3610680_kvarnskogen,2011,2
3610680_kvarnskogen,2012,-2
3610680_kvarnskogen,2013,3
3610680_kvarnskogen,2014,1
3610730_turebergs_industriomr,2000,13
3610730_turebergs_industriomr,2001,6
3610730_turebergs_industriomr,2002,-5
3610730_turebergs_industriomr,2003,-1
3610730_turebergs_industriomr,2004,4
3610730_turebergs_industriomr,2005,-3
3610730_turebergs_industriomr,2006,4
3610730_turebergs_industriomr,2007,1
3610730_turebergs_industriomr,2008,2
3610730_turebergs_industriomr,2009,23
3610730_turebergs_industriomr,2010,27
3610730_turebergs_industriomr,2011,0
3610730_turebergs_industriomr,2012,1
3610730_turebergs_industriomr,2013,22
3610730_turebergs_industriomr,2014,5
3610750_fagelsangen,2000,2
3610750_fagelsangen,2001,1
3610750_fagelsangen,2002,2
3610750_fagelsangen,2003,0
3610750_fagelsangen,2004,-3
3610750_fagelsangen,2005,5
3610750_fagelsangen,2006,0
