basomrade,year,mean_income_aged_lt_20
6126500_vato_fastland,2009,239036.4
6126500_vato_fastland,2010,247003.9
6126500_vato_fastland,2011,259091.09
6126500_vato_fastland,2012,251700.94
6126500_vato_fastland,2013,259229.21
6126500_vato_fastland,2014,263960.83
6126600_vato,2000,179492.48
6126600_vato,2001,186047.49
6126600_vato,2002,196058.89
6126600_vato,2003,204780.11
6126600_vato,2004,206660.05
6126600_vato,2005,217513.73
6126600_vato,2006,221465.07
6126600_vato,2007,227833.35
6126600_vato,2008,236677.11
6126600_vato,2009,245752.32
6126600_vato,2010,253487.93
6126600_vato,2011,245916.49
6126600_vato,2012,255775.05
6126600_vato,2013,255344.5
6126600_vato,2014,260256.57
6131100_sodersvik,2000,195026.88
6131100_sodersvik,2001,204533.25
6131100_sodersvik,2002,216805.69
6131100_sodersvik,2003,225545.84
6131100_sodersvik,2004,257317.86
6131100_sodersvik,2005,248534.8
6131100_sodersvik,2006,258547.13
6131100_sodersvik,2007,279979.8
6131100_sodersvik,2008,279057.26
6131100_sodersvik,2009,290458.16
6131100_sodersvik,2010,303590.36
6131100_sodersvik,2011,299937.16
6131100_sodersvik,2012,311350.54
6131100_sodersvik,2013,323340.79
6131100_sodersvik,2014,355562.11
6131501_radmansolandet,2000,183111.82
6131501_radmansolandet,2001,185646.2
6131501_radmansolandet,2002,193819.54
6131501_radmansolandet,2003,198158.1
6131501_radmansolandet,2004,205760.64
6131501_radmansolandet,2005,214146.96
6131501_radmansolandet,2006,226186.76
6131501_radmansolandet,2007,235999.68
6131501_radmansolandet,2008,244266.84
6131501_radmansolandet,2009,248252.82
6131501_radmansolandet,2010,253903.15
6131501_radmansolandet,2011,259443.86
6131501_radmansolandet,2012,260554.41
6131501_radmansolandet,2013,269990.26
6131501_radmansolandet,2014,276035.8
6131502_graddo,2000,177419.19
6131502_graddo,2001,179424.29
6131502_graddo,2002,183187.38
6131502_graddo,2003,194869.19
6131502_graddo,2004,199493.29
6131502_graddo,2005,215203.83
6131502_graddo,2006,212028.13
6131502_graddo,2007,220383.89
6131502_graddo,2008,221361.37
6131502_graddo,2009,232476.89
6131502_graddo,2010,239489.1
6131502_graddo,2011,254340.81
6131502_graddo,2012,274770.52
6131502_graddo,2013,286591.2
6131502_graddo,2014,296248.06
6132120_osthamra,2000,221492.07
6132120_osthamra,2001,231294.15
6132120_osthamra,2002,246679.56
6132120_osthamra,2003,243188.15
6132120_osthamra,2004,242187.93
6132120_osthamra,2005,251084.33
6132120_osthamra,2006,264649.64
6132120_osthamra,2007,284559.95
6132120_osthamra,2008,281154.58
6132120_osthamra,2009,280597.99
6132120_osthamra,2010,279459.24
6132120_osthamra,2011,299356.13
6132120_osthamra,2012,315273.7
6132120_osthamra,2013,334257.82
6132120_osthamra,2014,322155.66
6132200_frotuna,2000,166435.14
6132200_frotuna,2001,173669.45
6132200_frotuna,2002,187646.09
6132200_frotuna,2003,197614.1
6132200_frotuna,2004,212407.53
6132200_frotuna,2005,209032.85
6132200_frotuna,2006,225783.29
6132200_frotuna,2007,256823.63
6132200_frotuna,2008,268165.09
6132200_frotuna,2009,273963.05
6132200_frotuna,2010,280155.87
6132200_frotuna,2011,292759.16
6132200_frotuna,2012,302205.57
6132200_frotuna,2013,310162.92
6132200_frotuna,2014,322261.57
6132501_frotuna_o_glesbygd,2000,187731.5
6132501_frotuna_o_glesbygd,2001,197899.08
6132501_frotuna_o_glesbygd,2002,206219.83
6132501_frotuna_o_glesbygd,2003,213383.79
6132501_frotuna_o_glesbygd,2004,218708.08
6132501_frotuna_o_glesbygd,2005,230823.27
6132501_frotuna_o_glesbygd,2006,232175.39
6132501_frotuna_o_glesbygd,2007,248365.13
6132501_frotuna_o_glesbygd,2008,248175.49
6132501_frotuna_o_glesbygd,2009,250519.09
6132501_frotuna_o_glesbygd,2010,259358.68
6132501_frotuna_o_glesbygd,2011,267433.23
6132501_frotuna_o_glesbygd,2012,274797.91
6132501_frotuna_o_glesbygd,2013,276682.63
6132501_frotuna_o_glesbygd,2014,285199.02
6132502_spillersboda,2000,186256.79
6132502_spillersboda,2001,190222.45
6132502_spillersboda,2002,206016.38
6132502_spillersboda,2003,216329.92
6132502_spillersboda,2004,223669.91
6132502_spillersboda,2005,236647.57
6132502_spillersboda,2006,245267.74
6132502_spillersboda,2007,260806.48
6132502_spillersboda,2008,275611.56
6132502_spillersboda,2009,281297.86
6132502_spillersboda,2010,287695.34
6132502_spillersboda,2011,293308.49
6132502_spillersboda,2012,292924.46
6132502_spillersboda,2013,298665.56
6132502_spillersboda,2014,294423.79
6133100_furusund,2000,195585.24
6133100_furusund,2001,207763.47
6133100_furusund,2002,221668.15
6133100_furusund,2003,194209.21
6133100_furusund,2004,215434.58
6133100_furusund,2005,223752.49
6133100_furusund,2006,224928.26
6133100_furusund,2007,235943.54
6133100_furusund,2008,249659.38
6133100_furusund,2009,258522.53
6133100_furusund,2010,252932.47
6133100_furusund,2011,274707.98
6133100_furusund,2012,293877.68
6133100_furusund,2013,275120.05
6133100_furusund,2014,271918.15
6133200_kopmanholm,2000,199418.94
6133200_kopmanholm,2001,215185.44
6133200_kopmanholm,2002,220215.7
6133200_kopmanholm,2003,221578.92
6133200_kopmanholm,2004,232370.21
6133200_kopmanholm,2005,233580.59
6133200_kopmanholm,2006,252168.39
6133200_kopmanholm,2007,264020.42
6133200_kopmanholm,2008,273833.07
6133200_kopmanholm,2009,258782.9
6133200_kopmanholm,2010,273580.33
6133200_kopmanholm,2011,278792.22
6133200_kopmanholm,2012,293913.67
6133200_kopmanholm,2013,292208.32
6133200_kopmanholm,2014,316450.79
6133600_yxlan,2000,186997.26
6133600_yxlan,2001,199536.06
6133600_yxlan,2002,198376.06
6133600_yxlan,2003,207540.52
6133600_yxlan,2004,218788.4
6133600_yxlan,2005,217395.11
6133600_yxlan,2006,223671.58
6133600_yxlan,2007,233470.94
6133600_yxlan,2008,230076.63
6133600_yxlan,2009,242043.56
6133600_yxlan,2010,245824.77
6133600_yxlan,2011,259155.05
6133600_yxlan,2012,265972.67
6133600_yxlan,2013,258148.63
6133600_yxlan,2014,259723.04
6133700_blido,2000,172250.01
6133700_blido,2001,181562.92
6133700_blido,2002,190866.74
6133700_blido,2003,201415.96
6133700_blido,2004,205374.88
6133700_blido,2005,207669.69
6133700_blido,2006,215408.87
6133700_blido,2007,224291
6133700_blido,2008,230325.87
6133700_blido,2009,234565
6133700_blido,2010,236413.2
6133700_blido,2011,244694.57
6133700_blido,2012,252174.95
6133700_blido,2013,252748.78
6133700_blido,2014,259209.08
6134100_bergshamra,2000,185240.56
6134100_bergshamra,2001,193805.45
6134100_bergshamra,2002,193274.78
6134100_bergshamra,2003,201568.79
6134100_bergshamra,2004,205018.7
6134100_bergshamra,2005,210617.81
6134100_bergshamra,2006,219527.61
6134100_bergshamra,2007,223256.54
6134100_bergshamra,2008,229111.19
6134100_bergshamra,2009,236732.62
6134100_bergshamra,2010,245166.51
6134100_bergshamra,2011,252454.21
6134100_bergshamra,2012,259757.13
6134100_bergshamra,2013,265724.54
6134100_bergshamra,2014,267060.13
6134510_lanna_fastland,2000,198075.84
6134510_lanna_fastland,2001,205220.42
6134510_lanna_fastland,2002,213313.57
6134510_lanna_fastland,2003,218770.35
6134510_lanna_fastland,2004,221240.44
6134510_lanna_fastland,2005,229112.81
6134510_lanna_fastland,2006,231650.81
6134510_lanna_fastland,2007,241890.86
6134510_lanna_fastland,2008,251910.43
6134510_lanna_fastland,2009,274431.07
6134510_lanna_fastland,2010,264044.1
6134510_lanna_fastland,2011,272654.29
6134510_lanna_fastland,2012,276637.77
6134510_lanna_fastland,2013,278732
6134510_lanna_fastland,2014,285763.43
6134520_svartno,2000,201647.36
6134520_svartno,2001,209283.63
6134520_svartno,2002,227651.75
6134520_svartno,2003,238209.39
6134520_svartno,2004,238646.23
6134520_svartno,2005,287506.12
6134520_svartno,2006,247798.95
6134520_svartno,2007,263953.99
6134520_svartno,2008,272729.35
6134520_svartno,2009,279749.2
6134520_svartno,2010,292087.47
6134520_svartno,2011,307681.18
6134520_svartno,2012,297712.61
6134520_svartno,2013,303225.77
6134520_svartno,2014,296844.45
6135000_riala_forsamling,2000,182112.58
6135000_riala_forsamling,2001,191372.7
6135000_riala_forsamling,2002,200032.69
6135000_riala_forsamling,2003,209355.41
6135000_riala_forsamling,2004,208181.71
6135000_riala_forsamling,2005,211204.43
6135000_riala_forsamling,2006,219232.91
6135000_riala_forsamling,2007,232227.89
6135000_riala_forsamling,2008,240669.69
6135000_riala_forsamling,2009,239019.45
6135000_riala_forsamling,2010,246086.13
6135000_riala_forsamling,2011,252806.01
6135000_riala_forsamling,2012,259184.12
6135000_riala_forsamling,2013,264134.68
6135000_riala_forsamling,2014,270794.76
6141110_sodra_rimbo,2000,174938.34
6141110_sodra_rimbo,2001,177915.34
6141110_sodra_rimbo,2002,183819.3
6141110_sodra_rimbo,2003,193207.56
6141110_sodra_rimbo,2004,194847.62
6141110_sodra_rimbo,2005,202294.51
6141110_sodra_rimbo,2006,211639.12
6141110_sodra_rimbo,2007,215157.23
6141110_sodra_rimbo,2008,221466.34
6141110_sodra_rimbo,2009,223032.47
6141110_sodra_rimbo,2010,221317.06
6141110_sodra_rimbo,2011,226963.51
6141110_sodra_rimbo,2012,233592.45
6141110_sodra_rimbo,2013,237874.91
6141110_sodra_rimbo,2014,244159.41
6141120_hasta,2000,180350.05
6141120_hasta,2001,187588.06
6141120_hasta,2002,197788.42
6141120_hasta,2003,206125.1
6141120_hasta,2004,203279.71
6141120_hasta,2005,205029.59
6141120_hasta,2006,212537.05
6141120_hasta,2007,214472.19
6141120_hasta,2008,222263.59
6141120_hasta,2009,225239.44
6141120_hasta,2010,229554.33
6141120_hasta,2011,229370.57
6141120_hasta,2012,242339.84
6141120_hasta,2013,247380.33
6141120_hasta,2014,253920.5
6141130_vastertorp,2000,178366.85
6141130_vastertorp,2001,191554.88
6141130_vastertorp,2002,194961.96
6141130_vastertorp,2003,206906.5
6141130_vastertorp,2004,208142.23
6141130_vastertorp,2005,205954
6141130_vastertorp,2006,211963.8
6141130_vastertorp,2007,216416.17
6141130_vastertorp,2008,223502.44
6141130_vastertorp,2009,226468.45
6141130_vastertorp,2010,231159.94
6141130_vastertorp,2011,235084.86
6141130_vastertorp,2012,241541.1
6141130_vastertorp,2013,244188.26
6141130_vastertorp,2014,250880.42
6141500_rimbo_glesbygd,2000,189234.58
6141500_rimbo_glesbygd,2001,197285.94
6141500_rimbo_glesbygd,2002,206814.53
6141500_rimbo_glesbygd,2003,213003.91
6141500_rimbo_glesbygd,2004,218780.74
6141500_rimbo_glesbygd,2005,223952.29
6141500_rimbo_glesbygd,2006,232753.28
6141500_rimbo_glesbygd,2007,239578.8
6141500_rimbo_glesbygd,2008,258403.7
6141500_rimbo_glesbygd,2009,258925.29
6141500_rimbo_glesbygd,2010,261691.39
6141500_rimbo_glesbygd,2011,265894.43
6141500_rimbo_glesbygd,2012,271031.18
6141500_rimbo_glesbygd,2013,275084.37
6141500_rimbo_glesbygd,2014,283630.63
6142100_ranas,2000,167296.97
6142100_ranas,2001,178770.55
6142100_ranas,2002,179805.49
6142100_ranas,2003,186019.55
6142100_ranas,2004,186523.77
6142100_ranas,2005,201339
6142100_ranas,2006,207871.28
6142100_ranas,2007,212330.29
6142100_ranas,2008,223107.15
6142100_ranas,2009,224641.83
6142100_ranas,2010,225986.2
6142100_ranas,2011,225052.37
6142100_ranas,2012,228730.14
6142100_ranas,2013,242658.71
6142100_ranas,2014,245053.65
6142500_fasterna_glesbygd,2000,180128.12
6142500_fasterna_glesbygd,2001,187916.49
6142500_fasterna_glesbygd,2002,195317.62
6142500_fasterna_glesbygd,2003,209077.98
6142500_fasterna_glesbygd,2004,210672.4
6142500_fasterna_glesbygd,2005,216030.7
6142500_fasterna_glesbygd,2006,224131.57
6142500_fasterna_glesbygd,2007,234244.75
6142500_fasterna_glesbygd,2008,242400.23
6142500_fasterna_glesbygd,2009,244006.03
6142500_fasterna_glesbygd,2010,242837.47
6142500_fasterna_glesbygd,2011,251726.53
6142500_fasterna_glesbygd,2012,258737.53
6142500_fasterna_glesbygd,2013,266807.77
6142500_fasterna_glesbygd,2014,275258.73
6143100_edsbro,2000,168708.07
6143100_edsbro,2001,171972.01
6143100_edsbro,2002,177799.77
6143100_edsbro,2003,185272.06
6143100_edsbro,2004,194165.51
6143100_edsbro,2005,195951.48
6143100_edsbro,2006,204913.52
6143100_edsbro,2007,211882.81
6143100_edsbro,2008,218530.16
6143100_edsbro,2009,221452.69
6143100_edsbro,2010,227553.57
6143100_edsbro,2011,237865.7
6143100_edsbro,2012,240964.28
6143100_edsbro,2013,247004.69
6143100_edsbro,2014,254709.58
6143500_edsbro_glesbygd,2000,172195.37
6143500_edsbro_glesbygd,2001,176681.14
6143500_edsbro_glesbygd,2002,186496.75
6143500_edsbro_glesbygd,2003,194627.41
6143500_edsbro_glesbygd,2004,199023.77
6143500_edsbro_glesbygd,2005,208423.38
6143500_edsbro_glesbygd,2006,219548.43
6143500_edsbro_glesbygd,2007,232106.99
6143500_edsbro_glesbygd,2008,238102
6143500_edsbro_glesbygd,2009,243783.4
6143500_edsbro_glesbygd,2010,244865.87
6143500_edsbro_glesbygd,2011,250875.73
6143500_edsbro_glesbygd,2012,262711.13
6143500_edsbro_glesbygd,2013,265551.32
6143500_edsbro_glesbygd,2014,265125.29
6144000_skederids_forsamling,2000,189136.35
6144000_skederids_forsamling,2001,197798.54
6144000_skederids_forsamling,2002,203624.16
6144000_skederids_forsamling,2003,219693.36
6144000_skederids_forsamling,2004,216245.47
6144000_skederids_forsamling,2005,218925.75
6144000_skederids_forsamling,2006,223986.93
6144000_skederids_forsamling,2007,232010.03
6144000_skederids_forsamling,2008,240585.65
6144000_skederids_forsamling,2009,245660.03
6144000_skederids_forsamling,2010,247019.07
6144000_skederids_forsamling,2011,256247.7
6144000_skederids_forsamling,2012,261138.87
6144000_skederids_forsamling,2013,275487.31
6144000_skederids_forsamling,2014,279571.11
6145000_husby_sjuhundra,2000,204254.35
6145000_husby_sjuhundra,2001,208509.16
6145000_husby_sjuhundra,2002,195962.81
6145000_husby_sjuhundra,2003,199109.74
6145000_husby_sjuhundra,2004,205330.63
6145000_husby_sjuhundra,2005,215068.89
6145000_husby_sjuhundra,2006,224241.41
6145000_husby_sjuhundra,2007,231021.03
6145000_husby_sjuhundra,2008,240793.06
6145000_husby_sjuhundra,2009,239600.12
6145000_husby_sjuhundra,2010,250370.59
6145000_husby_sjuhundra,2011,262757.64
6145000_husby_sjuhundra,2012,272407.78
6145000_husby_sjuhundra,2013,295399.94
6145000_husby_sjuhundra,2014,293299.04
6146000_ro_forsamling,2000,184761.75
6146000_ro_forsamling,2001,193626.4
6146000_ro_forsamling,2002,210301.57
6146000_ro_forsamling,2003,212692.6
6146000_ro_forsamling,2004,218748.44
6146000_ro_forsamling,2005,221904.36
6146000_ro_forsamling,2006,232573.88
6146000_ro_forsamling,2007,241488.26
6146000_ro_forsamling,2008,242436.84
6146000_ro_forsamling,2009,248150.1
6146000_ro_forsamling,2010,257567.45
6146000_ro_forsamling,2011,271640.96
6146000_ro_forsamling,2012,279623.96
6146000_ro_forsamling,2013,284907.49
6146000_ro_forsamling,2014,293522.5
6147000_nartuna_forsamling,2000,182539.83
6147000_nartuna_forsamling,2001,190178.69
6147000_nartuna_forsamling,2002,202099.17
6147000_nartuna_forsamling,2003,210387.52
6147000_nartuna_forsamling,2004,209588.19
6147000_nartuna_forsamling,2005,213132.83
6147000_nartuna_forsamling,2006,225584.33
6147000_nartuna_forsamling,2007,241466.33
6147000_nartuna_forsamling,2008,250493.13
6147000_nartuna_forsamling,2009,272146.29
6147000_nartuna_forsamling,2010,270043.02
6147000_nartuna_forsamling,2011,266580.87
6147000_nartuna_forsamling,2012,274481.25
6147000_nartuna_forsamling,2013,285353.44
6147000_nartuna_forsamling,2014,289833.12
6148000_gottrora_forsamling,2000,175460.44
6148000_gottrora_forsamling,2001,187239.53
6148000_gottrora_forsamling,2002,197560.06
6148000_gottrora_forsamling,2003,205898.31
6148000_gottrora_forsamling,2004,210639.63
6148000_gottrora_forsamling,2005,215085.45
6148000_gottrora_forsamling,2006,220864.97
6148000_gottrora_forsamling,2007,232979.04
6148000_gottrora_forsamling,2008,245671.21
6148000_gottrora_forsamling,2009,257455.02
6148000_gottrora_forsamling,2010,265170.21
6148000_gottrora_forsamling,2011,275768.87
6148000_gottrora_forsamling,2012,281717.3
6148000_gottrora_forsamling,2013,287432.37
6148000_gottrora_forsamling,2014,294536.61
6151100_ostra_hallstavik,2000,178105.95
6151100_ostra_hallstavik,2001,184379.1
6151100_ostra_hallstavik,2002,194216.92
6151100_ostra_hallstavik,2003,200264.24
6151100_ostra_hallstavik,2004,202192.98
6151100_ostra_hallstavik,2005,206088.37
6151100_ostra_hallstavik,2006,211025.49
6151100_ostra_hallstavik,2007,218022.84
6151100_ostra_hallstavik,2008,226691.29
6151100_ostra_hallstavik,2009,227211.57
6151100_ostra_hallstavik,2010,227572.55
6151100_ostra_hallstavik,2011,235307.62
6151100_ostra_hallstavik,2012,238045.96
6151100_ostra_hallstavik,2013,241360.8
6151100_ostra_hallstavik,2014,240722.45
6151200_herrang,2000,173613.31
6151200_herrang,2001,175309.67
6151200_herrang,2002,185704.81
6151200_herrang,2003,191101.06
6151200_herrang,2004,194987.23
6151200_herrang,2005,196428.66
6151200_herrang,2006,201946.78
6151200_herrang,2007,210154.11
6151200_herrang,2008,220019.43
6151200_herrang,2009,219948.03
6151200_herrang,2010,218206.14
6151200_herrang,2011,216181.14
6151200_herrang,2012,221160.65
6151200_herrang,2013,228368.78
6151200_herrang,2014,226873.86
6151500_havero_glesbygd,2000,176095.52
6151500_havero_glesbygd,2001,184815.68
6151500_havero_glesbygd,2002,195514.96
6151500_havero_glesbygd,2003,203581.74
6151500_havero_glesbygd,2004,217694.6
6151500_havero_glesbygd,2005,215335.45
6151500_havero_glesbygd,2006,230513.79
6151500_havero_glesbygd,2007,238967.69
6151500_havero_glesbygd,2008,248196.02
6151500_havero_glesbygd,2009,245251.86
6151500_havero_glesbygd,2010,248271.21
6151500_havero_glesbygd,2011,246049.51
6151500_havero_glesbygd,2012,252562.07
6151500_havero_glesbygd,2013,260624.65
6151500_havero_glesbygd,2014,264726.21
6152100_vastra_hallstavik,2000,163714.03
6152100_vastra_hallstavik,2001,173743.32
6152100_vastra_hallstavik,2002,178132.25
6152100_vastra_hallstavik,2003,178867.04
6152100_vastra_hallstavik,2004,171357.3
6152100_vastra_hallstavik,2005,180443.13
6152100_vastra_hallstavik,2006,180549.63
6152100_vastra_hallstavik,2007,190355.59
6152100_vastra_hallstavik,2008,194223.14
6152100_vastra_hallstavik,2009,203037.42
6152100_vastra_hallstavik,2010,201439.71
6152100_vastra_hallstavik,2011,195276.87
6152100_vastra_hallstavik,2012,206682.31
6152100_vastra_hallstavik,2013,204544.34
6152100_vastra_hallstavik,2014,199066.07
6152500_edebo_glesbygd,2000,163280.35
6152500_edebo_glesbygd,2001,169159.3
6152500_edebo_glesbygd,2002,173491.68
6152500_edebo_glesbygd,2003,188026.96
6152500_edebo_glesbygd,2004,196216.81
6152500_edebo_glesbygd,2005,196819.47
6152500_edebo_glesbygd,2006,195957.85
6152500_edebo_glesbygd,2007,211978.1
6152500_edebo_glesbygd,2008,219194.08
6152500_edebo_glesbygd,2009,223027.49
6152500_edebo_glesbygd,2010,219606.64
6152500_edebo_glesbygd,2011,230173.79
6152500_edebo_glesbygd,2012,233143.76
6152500_edebo_glesbygd,2013,232780.8
6152500_edebo_glesbygd,2014,246232.77
6154100_skebobruk,2000,170462.14
6154100_skebobruk,2001,178723.94
6154100_skebobruk,2002,187306.03
6154100_skebobruk,2003,201901.13
6154100_skebobruk,2004,199841.67
6154100_skebobruk,2005,204262.79
6154100_skebobruk,2006,214761.1
6154100_skebobruk,2007,224336.06
6154100_skebobruk,2008,220648.7
6154100_skebobruk,2009,231813.73
6154100_skebobruk,2010,239450.52
6154100_skebobruk,2011,250445.84
6154100_skebobruk,2012,254322.08
6154100_skebobruk,2013,256838.3
6154100_skebobruk,2014,241581.08
6154500_ununge_glesbygd,2000,174671.63
6154500_ununge_glesbygd,2001,188010.73
6154500_ununge_glesbygd,2002,200458.15
6154500_ununge_glesbygd,2003,209785.44
6154500_ununge_glesbygd,2004,214477.7
6154500_ununge_glesbygd,2005,214593.03
6154500_ununge_glesbygd,2006,218423.4
6154500_ununge_glesbygd,2007,231134.63
6154500_ununge_glesbygd,2008,241242.38
6154500_ununge_glesbygd,2009,238486.11
6154500_ununge_glesbygd,2010,251872.68
6154500_ununge_glesbygd,2011,275327.44
6154500_ununge_glesbygd,2012,269650.59
6154500_ununge_glesbygd,2013,280407.43
6154500_ununge_glesbygd,2014,296018.25
6161000_singo_forsamling,2000,165335.81
6161000_singo_forsamling,2001,174916.25
6161000_singo_forsamling,2002,182802.41
6161000_singo_forsamling,2003,192546.44
6161000_singo_forsamling,2004,210396.32
6161000_singo_forsamling,2005,204433.77
6161000_singo_forsamling,2006,214242.66
6161000_singo_forsamling,2007,230602.75
6161000_singo_forsamling,2008,241124.35
6161000_singo_forsamling,2009,251375.91
6161000_singo_forsamling,2010,238869.2
6161000_singo_forsamling,2011,234592.77
6161000_singo_forsamling,2012,261126.84
6161000_singo_forsamling,2013,281570.4
6161000_singo_forsamling,2014,261732.87
6162100_almsta,2000,160077.7
6162100_almsta,2001,166466.23
6162100_almsta,2002,178703.52
6162100_almsta,2003,180184.95
6162100_almsta,2004,191285.01
6162100_almsta,2005,194434.33
6162100_almsta,2006,198949.39
6162100_almsta,2007,210489.15
6162100_almsta,2008,221206.28
6162100_almsta,2009,221813.3
6162100_almsta,2010,223549.15
6162100_almsta,2011,226370.13
6162100_almsta,2012,231720.23
6162100_almsta,2013,235897.1
6162100_almsta,2014,242155.26
6162200_grisslehamn,2000,175718.11
6162200_grisslehamn,2001,174244.62
6162200_grisslehamn,2002,175855.54
6162200_grisslehamn,2003,195073.08
6162200_grisslehamn,2004,192316.93
6162200_grisslehamn,2005,194407.36
6162200_grisslehamn,2006,194983.74
6162200_grisslehamn,2007,208835.19
6162200_grisslehamn,2008,214964.39
6162200_grisslehamn,2009,221949.02
6162200_grisslehamn,2010,222637.06
6162200_grisslehamn,2011,224699.22
6162200_grisslehamn,2012,227326.05
6162200_grisslehamn,2013,237885.84
6162200_grisslehamn,2014,242284.77
6162510_vaddo_fastland,2000,169423.88
6162510_vaddo_fastland,2001,181169.03
6162510_vaddo_fastland,2002,190318.32
6162510_vaddo_fastland,2003,196541.91
6162510_vaddo_fastland,2004,204942.94
6162510_vaddo_fastland,2005,207171.78
6162510_vaddo_fastland,2006,220155.59
6162510_vaddo_fastland,2007,233275.64
6162510_vaddo_fastland,2008,250091.57
6162510_vaddo_fastland,2009,244448.1
6162510_vaddo_fastland,2010,246363.46
6162510_vaddo_fastland,2011,246438.01
6162510_vaddo_fastland,2012,255064.76
6162510_vaddo_fastland,2013,263483.46
6162510_vaddo_fastland,2014,264937.45
6162520_vaddo,2000,168663.27
6162520_vaddo,2001,173956.31
6162520_vaddo,2002,183147.58
6162520_vaddo,2003,190179.51
6162520_vaddo,2004,196005.88
6162520_vaddo,2005,201280.76
6162520_vaddo,2006,211779.15
6162520_vaddo,2007,215882.35
6162520_vaddo,2008,222002.66
6162520_vaddo,2009,228813.81
6162520_vaddo,2010,237135.76
6162520_vaddo,2011,236041.32
6162520_vaddo,2012,246728.22
6162520_vaddo,2013,249575
6162520_vaddo,2014,250462.44
6163500_bjorko,2000,149831.8
6163500_bjorko,2001,154353.74
6163500_bjorko,2002,165097.45
6163500_bjorko,2003,163047.26
6163500_bjorko,2004,169221.1
6163500_bjorko,2005,173650.95
6163500_bjorko,2006,191698.8
6163500_bjorko,2007,199244.15
6163500_bjorko,2008,204041.24
6163500_bjorko,2009,218279.87
6163500_bjorko,2010,231670.34
6163500_bjorko,2011,245108.76
6163500_bjorko,2012,250645.51
6163500_bjorko,2013,249851.8
6163500_bjorko,2014,252299.75
6164100_soderby_karl,2000,172360.28
6164100_soderby_karl,2001,181174.09
6164100_soderby_karl,2002,191916.37
6164100_soderby_karl,2003,188765.67
6164100_soderby_karl,2004,197703.6
6164100_soderby_karl,2005,201566.06
6164100_soderby_karl,2006,203475.56
6164100_soderby_karl,2007,212997.91
6164100_soderby_karl,2008,225594.17
6164100_soderby_karl,2009,216094.63
6164100_soderby_karl,2010,217057.75
6164100_soderby_karl,2011,237932.61
6164100_soderby_karl,2012,241091.29
6164100_soderby_karl,2013,235515.09
6164100_soderby_karl,2014,236858.31
6164500_soderby_karls_glesbygd,2000,168581.44
6164500_soderby_karls_glesbygd,2001,173440.48
6164500_soderby_karls_glesbygd,2002,184635.54
6164500_soderby_karls_glesbygd,2003,191048.15
6164500_soderby_karls_glesbygd,2004,187959.5
6164500_soderby_karls_glesbygd,2005,196309.42
6164500_soderby_karls_glesbygd,2006,202205.28
6164500_soderby_karls_glesbygd,2007,210384.43
6164500_soderby_karls_glesbygd,2008,220436.22
6164500_soderby_karls_glesbygd,2009,222375.41
6164500_soderby_karls_glesbygd,2010,226588.88
6164500_soderby_karls_glesbygd,2011,234634.43
6164500_soderby_karls_glesbygd,2012,244518.1
6164500_soderby_karls_glesbygd,2013,250997.33
6164500_soderby_karls_glesbygd,2014,258073.26
3510110_gamla_marsta,2000,194403.78
3510110_gamla_marsta,2001,197644.36
3510110_gamla_marsta,2002,201902.19
3510110_gamla_marsta,2003,209041.7
3510110_gamla_marsta,2004,211933.98
3510110_gamla_marsta,2005,215175.69
3510110_gamla_marsta,2006,217073.73
3510110_gamla_marsta,2007,226334.29
3510110_gamla_marsta,2008,229998
3510110_gamla_marsta,2009,224282.62
3510110_gamla_marsta,2010,229929.23
3510110_gamla_marsta,2011,234779.95
3510110_gamla_marsta,2012,241427.38
3510110_gamla_marsta,2013,243449.23
3510110_gamla_marsta,2014,247913
3510120_marsta_kyrka,2000,230398.94
3510120_marsta_kyrka,2001,233885.13
3510120_marsta_kyrka,2002,236015.73
3510120_marsta_kyrka,2003,248126.26
3510120_marsta_kyrka,2004,247725.1
3510120_marsta_kyrka,2005,257545.06
3510120_marsta_kyrka,2006,262501.33
3510120_marsta_kyrka,2007,276523.7
3510120_marsta_kyrka,2008,296514.09
3510120_marsta_kyrka,2009,284706.42
3510120_marsta_kyrka,2010,285720.26
3510120_marsta_kyrka,2011,289779.83
3510120_marsta_kyrka,2012,303726.67
3510120_marsta_kyrka,2013,307709.5
3510120_marsta_kyrka,2014,304212.06
3510130_tingvalla,2000,157659.32
3510130_tingvalla,2001,166201.38
3510130_tingvalla,2002,166939.68
3510130_tingvalla,2003,171194.71
3510130_tingvalla,2004,170169.87
3510130_tingvalla,2005,172435.81
3510130_tingvalla,2006,173727.72
3510130_tingvalla,2007,175343.81
3510130_tingvalla,2008,182193.64
3510130_tingvalla,2009,175040.57
3510130_tingvalla,2010,173469.53
3510130_tingvalla,2011,175809.65
3510130_tingvalla,2012,181905.61
3510130_tingvalla,2013,185385.34
3510130_tingvalla,2014,188596.85
3510140_ekillatorp,2000,172226.72
3510140_ekillatorp,2001,173265.58
3510140_ekillatorp,2002,187556.72
3510140_ekillatorp,2003,198988.37
3510140_ekillatorp,2004,204378.94
3510140_ekillatorp,2005,214905.42
3510140_ekillatorp,2006,217761.02
3510140_ekillatorp,2007,223573.45
3510140_ekillatorp,2008,257216.78
3510140_ekillatorp,2009,258942.04
3510140_ekillatorp,2010,270953.4
3510140_ekillatorp,2011,276446.68
3510140_ekillatorp,2012,275979.3
3510140_ekillatorp,2013,284422.49
3510140_ekillatorp,2014,289544.25
