basomrade,year,cumulative_immigration_surplus_employed_aged_20_64_male
4122100_lowenstromska_sjukhuset,2011,-17
4122100_lowenstromska_sjukhuset,2012,-26
4122100_lowenstromska_sjukhuset,2013,-37
4122100_lowenstromska_sjukhuset,2014,-26
4122210_norra_vilunda,2000,0
4122210_norra_vilunda,2001,1
4122210_norra_vilunda,2002,-2
4122210_norra_vilunda,2003,-5
4122210_norra_vilunda,2004,-4
4122210_norra_vilunda,2005,1
4122210_norra_vilunda,2006,7
4122210_norra_vilunda,2007,-1
4122210_norra_vilunda,2008,-9
4122210_norra_vilunda,2009,5
4122210_norra_vilunda,2010,11
4122210_norra_vilunda,2011,20
4122210_norra_vilunda,2012,18
4122210_norra_vilunda,2013,21
4122210_norra_vilunda,2014,15
4122230_apoteksskogen,2000,5
4122230_apoteksskogen,2001,-5
4122230_apoteksskogen,2002,-27
4122230_apoteksskogen,2003,-42
4122230_apoteksskogen,2004,-30
4122230_apoteksskogen,2005,-63
4122230_apoteksskogen,2006,-59
4122230_apoteksskogen,2007,-51
4122230_apoteksskogen,2008,-58
4122230_apoteksskogen,2009,-59
4122230_apoteksskogen,2010,-81
4122230_apoteksskogen,2011,-64
4122230_apoteksskogen,2012,-83
4122230_apoteksskogen,2013,-63
4122230_apoteksskogen,2014,-64
4122240_vasbyskogen,2000,13
4122240_vasbyskogen,2001,-2
4122240_vasbyskogen,2002,-19
4122240_vasbyskogen,2003,-31
4122240_vasbyskogen,2004,-65
4122240_vasbyskogen,2005,-67
4122240_vasbyskogen,2006,-81
4122240_vasbyskogen,2007,-98
4122240_vasbyskogen,2008,-121
4122240_vasbyskogen,2009,-121
4122240_vasbyskogen,2010,-96
4122240_vasbyskogen,2011,-107
4122240_vasbyskogen,2012,-107
4122240_vasbyskogen,2013,-85
4122240_vasbyskogen,2014,-107
4122310_korpkulla,2000,7
4122310_korpkulla,2001,9
4122310_korpkulla,2002,6
4122310_korpkulla,2003,27
4122310_korpkulla,2004,16
4122310_korpkulla,2005,35
4122310_korpkulla,2006,67
4122310_korpkulla,2007,74
4122310_korpkulla,2008,108
4122310_korpkulla,2009,78
4122310_korpkulla,2010,115
4122310_korpkulla,2011,139
4122310_korpkulla,2012,130
4122310_korpkulla,2013,120
4122310_korpkulla,2014,124
4122340_vilunda,2000,6
4122340_vilunda,2001,-3
4122340_vilunda,2002,-20
4122340_vilunda,2003,-32
4122340_vilunda,2004,-29
4122340_vilunda,2005,-41
4122340_vilunda,2006,-60
4122340_vilunda,2007,-66
4122340_vilunda,2008,-81
4122340_vilunda,2009,-81
4122340_vilunda,2010,-82
4122340_vilunda,2011,-106
4122340_vilunda,2012,-96
4122340_vilunda,2013,-98
4122340_vilunda,2014,-121
4122420_norra_smedby,2000,11
4122420_norra_smedby,2001,19
4122420_norra_smedby,2002,4
4122420_norra_smedby,2003,-15
4122420_norra_smedby,2004,-32
4122420_norra_smedby,2005,-70
4122420_norra_smedby,2006,-100
4122420_norra_smedby,2007,-97
4122420_norra_smedby,2008,-122
4122420_norra_smedby,2009,-150
4122420_norra_smedby,2010,-155
4122420_norra_smedby,2011,-149
4122420_norra_smedby,2012,-152
4122420_norra_smedby,2013,-143
4122420_norra_smedby,2014,-118
4122430_sodra_smedby,2000,0
4122430_sodra_smedby,2001,-10
4122430_sodra_smedby,2002,-10
4122430_sodra_smedby,2003,-18
4122430_sodra_smedby,2004,-14
4122430_sodra_smedby,2005,-15
4122430_sodra_smedby,2006,-19
4122430_sodra_smedby,2007,-26
4122430_sodra_smedby,2008,-24
4122430_sodra_smedby,2009,-31
4122430_sodra_smedby,2010,-38
4122430_sodra_smedby,2011,-38
4122430_sodra_smedby,2012,-47
4122430_sodra_smedby,2013,-53
4122430_sodra_smedby,2014,-48
4122520_skalby,2000,0
4122520_skalby,2001,-1
4122520_skalby,2002,-6
4122520_skalby,2003,-8
4122520_skalby,2004,-13
4122520_skalby,2005,-14
4122520_skalby,2006,-8
4122520_skalby,2007,-14
4122520_skalby,2008,-23
4122520_skalby,2009,-31
4122520_skalby,2010,-5
4122520_skalby,2011,-3
4122520_skalby,2012,-1
4122520_skalby,2013,-3
4122520_skalby,2014,-8
4122530_carlslund,2000,-9
4122530_carlslund,2001,-15
4122530_carlslund,2002,-18
4122530_carlslund,2003,-23
4122530_carlslund,2004,-45
4122530_carlslund,2005,-51
4122530_carlslund,2006,-15
4122530_carlslund,2007,-8
4122530_carlslund,2008,3
4122530_carlslund,2009,-9
4122530_carlslund,2010,24
4122530_carlslund,2011,33
4122530_carlslund,2012,46
4122530_carlslund,2013,74
4122530_carlslund,2014,77
4122540_brunnby,2000,-7
4122540_brunnby,2001,-9
4122540_brunnby,2002,-14
4122540_brunnby,2003,-15
4122540_brunnby,2004,-9
4122540_brunnby,2005,-3
4122540_brunnby,2006,2
4122540_brunnby,2007,-1
4122540_brunnby,2008,2
4122540_brunnby,2009,4
4122540_brunnby,2010,3
4122540_brunnby,2011,1
4122540_brunnby,2012,-5
4122540_brunnby,2013,-2
4122540_brunnby,2014,0
4122600_vastra_odenslunda,2000,-2
4122600_vastra_odenslunda,2001,-4
4122600_vastra_odenslunda,2002,-9
4122600_vastra_odenslunda,2003,-9
4122600_vastra_odenslunda,2004,-15
4122600_vastra_odenslunda,2005,-7
4122600_vastra_odenslunda,2006,-2
4122600_vastra_odenslunda,2007,3
4122600_vastra_odenslunda,2008,-1
4122600_vastra_odenslunda,2009,-4
4122600_vastra_odenslunda,2010,-14
4122600_vastra_odenslunda,2011,-15
4122600_vastra_odenslunda,2012,-10
4122600_vastra_odenslunda,2013,-13
4122600_vastra_odenslunda,2014,-4
4133110_sanda,2000,5
4133110_sanda,2001,3
4133110_sanda,2002,2
4133110_sanda,2003,-8
4133110_sanda,2004,12
4133110_sanda,2005,6
4133110_sanda,2006,10
4133110_sanda,2007,10
4133110_sanda,2008,37
4133110_sanda,2009,91
4133110_sanda,2010,102
4133110_sanda,2011,122
4133110_sanda,2012,148
4133110_sanda,2013,162
4133110_sanda,2014,174
4133120_ostra_odenslunda,2000,-10
4133120_ostra_odenslunda,2001,-13
4133120_ostra_odenslunda,2002,-10
4133120_ostra_odenslunda,2003,-6
4133120_ostra_odenslunda,2004,8
4133120_ostra_odenslunda,2005,43
4133120_ostra_odenslunda,2006,26
4133120_ostra_odenslunda,2007,24
4133120_ostra_odenslunda,2008,24
4133120_ostra_odenslunda,2009,20
4133120_ostra_odenslunda,2010,13
4133120_ostra_odenslunda,2011,12
4133120_ostra_odenslunda,2012,24
4133120_ostra_odenslunda,2013,17
4133120_ostra_odenslunda,2014,13
4133200_frestaby,2000,-9
4133200_frestaby,2001,-20
4133200_frestaby,2002,-23
4133200_frestaby,2003,-33
4133200_frestaby,2004,-41
4133200_frestaby,2005,-42
4133200_frestaby,2006,-34
4133200_frestaby,2007,-18
4133200_frestaby,2008,-23
4133200_frestaby,2009,-20
4133200_frestaby,2010,-23
4133200_frestaby,2011,-26
4133200_frestaby,2012,-26
4133200_frestaby,2013,-23
4133200_frestaby,2014,3
4133310_vastra_bollstanas,2000,-16
4133310_vastra_bollstanas,2001,-29
4133310_vastra_bollstanas,2002,-39
4133310_vastra_bollstanas,2003,-49
4133310_vastra_bollstanas,2004,-56
4133310_vastra_bollstanas,2005,-57
4133310_vastra_bollstanas,2006,-67
4133310_vastra_bollstanas,2007,-63
4133310_vastra_bollstanas,2008,-55
4133310_vastra_bollstanas,2009,-61
4133310_vastra_bollstanas,2010,-57
4133310_vastra_bollstanas,2011,-46
4133310_vastra_bollstanas,2012,-45
4133310_vastra_bollstanas,2013,-56
4133310_vastra_bollstanas,2014,-59
4133330_ostra_bollstanas,2000,0
4133330_ostra_bollstanas,2001,-15
4133330_ostra_bollstanas,2002,-5
4133330_ostra_bollstanas,2003,-16
4133330_ostra_bollstanas,2004,-31
4133330_ostra_bollstanas,2005,4
4133330_ostra_bollstanas,2006,7
4133330_ostra_bollstanas,2007,2
4133330_ostra_bollstanas,2008,-17
4133330_ostra_bollstanas,2009,-33
4133330_ostra_bollstanas,2010,-19
4133330_ostra_bollstanas,2011,-32
4133330_ostra_bollstanas,2012,-53
4133330_ostra_bollstanas,2013,-53
4133330_ostra_bollstanas,2014,-36
4133350_sodra_bollstanas,2000,20
4133350_sodra_bollstanas,2001,29
4133350_sodra_bollstanas,2002,17
4133350_sodra_bollstanas,2003,18
4133350_sodra_bollstanas,2004,28
4133350_sodra_bollstanas,2005,29
4133350_sodra_bollstanas,2006,32
4133350_sodra_bollstanas,2007,32
4133350_sodra_bollstanas,2008,31
4133350_sodra_bollstanas,2009,17
4133350_sodra_bollstanas,2010,3
4133350_sodra_bollstanas,2011,0
4133350_sodra_bollstanas,2012,1
4133350_sodra_bollstanas,2013,-5
4133350_sodra_bollstanas,2014,-12
4133910_fresta_norra_glesbygd,2000,4
4133910_fresta_norra_glesbygd,2001,7
4133910_fresta_norra_glesbygd,2002,26
4133910_fresta_norra_glesbygd,2003,39
4133910_fresta_norra_glesbygd,2004,33
4133910_fresta_norra_glesbygd,2005,40
4133910_fresta_norra_glesbygd,2006,42
4133910_fresta_norra_glesbygd,2007,42
4133910_fresta_norra_glesbygd,2008,44
4133910_fresta_norra_glesbygd,2009,40
4133910_fresta_norra_glesbygd,2010,38
4133910_fresta_norra_glesbygd,2011,45
4133910_fresta_norra_glesbygd,2012,45
4133910_fresta_norra_glesbygd,2013,47
4133910_fresta_norra_glesbygd,2014,48
4133920_fresta_sodra_glesbygd,2000,2
4133920_fresta_sodra_glesbygd,2001,0
4133920_fresta_sodra_glesbygd,2002,0
4133920_fresta_sodra_glesbygd,2003,-1
4133920_fresta_sodra_glesbygd,2004,2
4133920_fresta_sodra_glesbygd,2005,4
4133920_fresta_sodra_glesbygd,2006,4
4133920_fresta_sodra_glesbygd,2007,4
4133920_fresta_sodra_glesbygd,2008,-1
4133920_fresta_sodra_glesbygd,2009,0
4133920_fresta_sodra_glesbygd,2010,1
4133920_fresta_sodra_glesbygd,2011,2
4133920_fresta_sodra_glesbygd,2012,5
4133920_fresta_sodra_glesbygd,2013,5
4133920_fresta_sodra_glesbygd,2014,4
4210110_centrala_vallentuna,2000,-19
4210110_centrala_vallentuna,2001,-17
4210110_centrala_vallentuna,2002,0
4210110_centrala_vallentuna,2003,26
4210110_centrala_vallentuna,2004,33
4210110_centrala_vallentuna,2005,23
4210110_centrala_vallentuna,2006,15
4210110_centrala_vallentuna,2007,19
4210110_centrala_vallentuna,2008,14
4210110_centrala_vallentuna,2009,29
4210110_centrala_vallentuna,2010,22
4210110_centrala_vallentuna,2011,18
4210110_centrala_vallentuna,2012,27
4210110_centrala_vallentuna,2013,16
4210110_centrala_vallentuna,2014,3
4210210_norra_vallentuna_tatort,2000,-12
4210210_norra_vallentuna_tatort,2001,-1
4210210_norra_vallentuna_tatort,2002,-11
4210210_norra_vallentuna_tatort,2003,-34
4210210_norra_vallentuna_tatort,2004,-48
4210210_norra_vallentuna_tatort,2005,-70
4210210_norra_vallentuna_tatort,2006,-76
4210210_norra_vallentuna_tatort,2007,-81
4210210_norra_vallentuna_tatort,2008,-84
4210210_norra_vallentuna_tatort,2009,-95
4210210_norra_vallentuna_tatort,2010,-102
4210210_norra_vallentuna_tatort,2011,-93
4210210_norra_vallentuna_tatort,2012,-112
4210210_norra_vallentuna_tatort,2013,-112
4210210_norra_vallentuna_tatort,2014,-107
4210220_nv_a_vallentuna_tatort,2000,32
4210220_nv_a_vallentuna_tatort,2001,28
4210220_nv_a_vallentuna_tatort,2002,37
4210220_nv_a_vallentuna_tatort,2003,29
4210220_nv_a_vallentuna_tatort,2004,28
4210220_nv_a_vallentuna_tatort,2005,35
4210220_nv_a_vallentuna_tatort,2006,49
4210220_nv_a_vallentuna_tatort,2007,97
4210220_nv_a_vallentuna_tatort,2008,133
4210220_nv_a_vallentuna_tatort,2009,163
4210220_nv_a_vallentuna_tatort,2010,197
4210220_nv_a_vallentuna_tatort,2011,211
4210220_nv_a_vallentuna_tatort,2012,229
4210220_nv_a_vallentuna_tatort,2013,229
4210220_nv_a_vallentuna_tatort,2014,237
4210320_ostra_ormsta,2000,11
4210320_ostra_ormsta,2001,37
4210320_ostra_ormsta,2002,36
4210320_ostra_ormsta,2003,35
4210320_ostra_ormsta,2004,43
4210320_ostra_ormsta,2005,16
4210320_ostra_ormsta,2006,5
4210320_ostra_ormsta,2007,-6
4210320_ostra_ormsta,2008,-17
4210320_ostra_ormsta,2009,-20
4210320_ostra_ormsta,2010,-10
4210320_ostra_ormsta,2011,-8
4210320_ostra_ormsta,2012,-6
4210320_ostra_ormsta,2013,6
4210320_ostra_ormsta,2014,4
4210330_vastra_ormsta,2000,-3
4210330_vastra_ormsta,2001,-24
4210330_vastra_ormsta,2002,-27
4210330_vastra_ormsta,2003,-30
4210330_vastra_ormsta,2004,-30
4210330_vastra_ormsta,2005,-33
4210330_vastra_ormsta,2006,-40
4210330_vastra_ormsta,2007,-49
4210330_vastra_ormsta,2008,-44
4210330_vastra_ormsta,2009,-50
4210330_vastra_ormsta,2010,-38
4210330_vastra_ormsta,2011,-45
4210330_vastra_ormsta,2012,-53
4210330_vastra_ormsta,2013,-51
4210330_vastra_ormsta,2014,-47
4210340_aby_bostadsomr,2000,23
4210340_aby_bostadsomr,2001,28
4210340_aby_bostadsomr,2002,11
4210340_aby_bostadsomr,2003,-1
4210340_aby_bostadsomr,2004,6
4210340_aby_bostadsomr,2005,2
4210340_aby_bostadsomr,2006,1
4210340_aby_bostadsomr,2007,-5
4210340_aby_bostadsomr,2008,6
4210340_aby_bostadsomr,2009,-10
4210340_aby_bostadsomr,2010,5
4210340_aby_bostadsomr,2011,16
4210340_aby_bostadsomr,2012,14
4210340_aby_bostadsomr,2013,6
4210340_aby_bostadsomr,2014,6
4210410_vastra_ballsta,2000,42
4210410_vastra_ballsta,2001,52
4210410_vastra_ballsta,2002,68
4210410_vastra_ballsta,2003,95
4210410_vastra_ballsta,2004,90
4210410_vastra_ballsta,2005,91
4210410_vastra_ballsta,2006,121
4210410_vastra_ballsta,2007,107
4210410_vastra_ballsta,2008,101
4210410_vastra_ballsta,2009,101
4210410_vastra_ballsta,2010,138
4210410_vastra_ballsta,2011,165
4210410_vastra_ballsta,2012,175
4210410_vastra_ballsta,2013,194
4210410_vastra_ballsta,2014,197
4210420_kragstalund,2000,-6
4210420_kragstalund,2001,-6
4210420_kragstalund,2002,-8
4210420_kragstalund,2003,22
4210420_kragstalund,2004,58
4210420_kragstalund,2005,132
4210420_kragstalund,2006,168
4210420_kragstalund,2007,187
4210420_kragstalund,2008,176
4210420_kragstalund,2009,174
4210420_kragstalund,2010,172
4210420_kragstalund,2011,175
4210420_kragstalund,2012,172
4210420_kragstalund,2013,147
4210420_kragstalund,2014,130
4210430_ballstaberg,2000,29
4210430_ballstaberg,2001,56
4210430_ballstaberg,2002,77
4210430_ballstaberg,2003,101
4210430_ballstaberg,2004,150
4210430_ballstaberg,2005,206
4210430_ballstaberg,2006,246
4210430_ballstaberg,2007,258
4210430_ballstaberg,2008,290
4210430_ballstaberg,2009,336
4210430_ballstaberg,2010,348
4210430_ballstaberg,2011,379
4210430_ballstaberg,2012,386
4210430_ballstaberg,2013,373
4210430_ballstaberg,2014,378
4210440_okand,2000,-4
4210440_okand,2001,3
4210440_okand,2002,-12
4210440_okand,2003,-12
4210440_okand,2004,0
4210440_okand,2005,-10
4210440_okand,2006,-17
4210440_okand,2007,-32
4210440_okand,2008,-25
4210440_okand,2009,-28
4210441_karlberg_rickeby,2010,-11
4210441_karlberg_rickeby,2011,-4
4210441_karlberg_rickeby,2012,-9
4210441_karlberg_rickeby,2013,-3
4210441_karlberg_rickeby,2014,-6
4210450_ostra_vallentuna_tatort,2010,1
4210450_ostra_vallentuna_tatort,2011,4
4210450_ostra_vallentuna_tatort,2012,15
4210450_ostra_vallentuna_tatort,2013,23
4210450_ostra_vallentuna_tatort,2014,30
4210510_vallentuna_glesbygd_v,2000,8
4210510_vallentuna_glesbygd_v,2001,15
4210510_vallentuna_glesbygd_v,2002,13
4210510_vallentuna_glesbygd_v,2003,10
4210510_vallentuna_glesbygd_v,2004,12
4210510_vallentuna_glesbygd_v,2005,9
4210510_vallentuna_glesbygd_v,2006,9
4210510_vallentuna_glesbygd_v,2007,10
4210510_vallentuna_glesbygd_v,2008,14
4210510_vallentuna_glesbygd_v,2009,15
4210510_vallentuna_glesbygd_v,2010,14
4210510_vallentuna_glesbygd_v,2011,18
4210510_vallentuna_glesbygd_v,2012,29
4210510_vallentuna_glesbygd_v,2013,27
4210510_vallentuna_glesbygd_v,2014,24
4210530_vallentuna_glesbygd_no,2000,2
4210530_vallentuna_glesbygd_no,2001,7
4210530_vallentuna_glesbygd_no,2002,11
4210530_vallentuna_glesbygd_no,2003,10
4210530_vallentuna_glesbygd_no,2004,11
4210530_vallentuna_glesbygd_no,2005,17
4210530_vallentuna_glesbygd_no,2006,19
4210530_vallentuna_glesbygd_no,2007,28
4210530_vallentuna_glesbygd_no,2008,23
4210530_vallentuna_glesbygd_no,2009,33
4210530_vallentuna_glesbygd_no,2010,42
4210530_vallentuna_glesbygd_no,2011,52
4210530_vallentuna_glesbygd_no,2012,55
4210530_vallentuna_glesbygd_no,2013,66
4210530_vallentuna_glesbygd_no,2014,71
4210540_okand,2000,11
4210540_okand,2001,15
4210540_okand,2002,16
4210540_okand,2003,18
4210540_okand,2004,19
4210540_okand,2005,17
4210540_okand,2006,14
4210540_okand,2007,12
4210540_okand,2008,19
4210540_okand,2009,22
4210550_vallentuna_glesbygd_so,2010,4
4210550_vallentuna_glesbygd_so,2011,1
4210550_vallentuna_glesbygd_so,2012,4
4210550_vallentuna_glesbygd_so,2013,8
4210550_vallentuna_glesbygd_so,2014,8
4220000_markims_forsamling,2000,1
4220000_markims_forsamling,2001,1
4220000_markims_forsamling,2002,0
4220000_markims_forsamling,2003,0
4220000_markims_forsamling,2004,2
4220000_markims_forsamling,2005,5
4220000_markims_forsamling,2006,0
4220000_markims_forsamling,2007,0
4220000_markims_forsamling,2008,-1
4220000_markims_forsamling,2009,-7
4220000_markims_forsamling,2010,-7
4220000_markims_forsamling,2011,-4
4220000_markims_forsamling,2012,0
4220000_markims_forsamling,2013,-1
4220000_markims_forsamling,2014,-4
4230100_lindholmen,2000,-4
4230100_lindholmen,2001,-2
4230100_lindholmen,2002,-5
4230100_lindholmen,2003,-8
4230100_lindholmen,2004,-7
4230100_lindholmen,2005,2
4230100_lindholmen,2006,3
4230100_lindholmen,2007,2
4230100_lindholmen,2008,11
4230100_lindholmen,2009,9
4230100_lindholmen,2010,10
4230100_lindholmen,2011,-2
4230100_lindholmen,2012,-1
4230100_lindholmen,2013,-1
4230100_lindholmen,2014,-3
4230500_okand,2000,1
4230500_okand,2001,3
4230500_okand,2002,1
4230500_okand,2003,5
4230500_okand,2004,2
4230500_okand,2005,5
4230500_okand,2006,5
4230500_okand,2007,4
4230500_okand,2008,8
4230500_okand,2009,9
4230510_orkesta_glesbygd,2010,3
4230510_orkesta_glesbygd,2011,5
4230510_orkesta_glesbygd,2012,3
4230510_orkesta_glesbygd,2013,1
4230510_orkesta_glesbygd,2014,0
4240000_frosunda_forsamling,2000,2
4240000_frosunda_forsamling,2001,-5
4240000_frosunda_forsamling,2002,-4
4240000_frosunda_forsamling,2003,7
4240000_frosunda_forsamling,2004,8
4240000_frosunda_forsamling,2005,5
4240000_frosunda_forsamling,2006,6
4240000_frosunda_forsamling,2007,15
4240000_frosunda_forsamling,2008,12
4240000_frosunda_forsamling,2009,18
4240000_frosunda_forsamling,2010,21
4240000_frosunda_forsamling,2011,18
4240000_frosunda_forsamling,2012,22
4240000_frosunda_forsamling,2013,24
4240000_frosunda_forsamling,2014,28
4250100_karsta,2000,-2
4250100_karsta,2001,-3
4250100_karsta,2002,-7
4250100_karsta,2003,-8
4250100_karsta,2004,-10
4250100_karsta,2005,-5
4250100_karsta,2006,-5
4250100_karsta,2007,-8
4250100_karsta,2008,-8
4250100_karsta,2009,1
4250100_karsta,2010,3
4250100_karsta,2011,9
4250100_karsta,2012,13
4250100_karsta,2013,0
4250100_karsta,2014,-5
4250200_ekskogen,2000,-1
4250200_ekskogen,2001,-2
4250200_ekskogen,2002,-5
4250200_ekskogen,2003,-9
4250200_ekskogen,2004,-13
4250200_ekskogen,2005,-17
4250200_ekskogen,2006,-17
4250200_ekskogen,2007,-16
4250200_ekskogen,2008,-16
4250200_ekskogen,2009,-16
4250200_ekskogen,2010,-15
4250200_ekskogen,2011,-17
4250200_ekskogen,2012,-17
4250200_ekskogen,2013,-14
4250200_ekskogen,2014,-18
4250500_karsta_glesbygd,2000,11
4250500_karsta_glesbygd,2001,19
4250500_karsta_glesbygd,2002,22
4250500_karsta_glesbygd,2003,25
4250500_karsta_glesbygd,2004,30
4250500_karsta_glesbygd,2005,28
4250500_karsta_glesbygd,2006,43
4250500_karsta_glesbygd,2007,47
4250500_karsta_glesbygd,2008,51
4250500_karsta_glesbygd,2009,52
4250500_karsta_glesbygd,2010,56
4250500_karsta_glesbygd,2011,61
4250500_karsta_glesbygd,2012,61
4250500_karsta_glesbygd,2013,66
4250500_karsta_glesbygd,2014,72
4260500_vada_glesbygd,2000,0
4260500_vada_glesbygd,2001,-2
4260500_vada_glesbygd,2002,-3
4260500_vada_glesbygd,2003,4
4260500_vada_glesbygd,2004,5
4260500_vada_glesbygd,2005,11
4260500_vada_glesbygd,2006,11
4260500_vada_glesbygd,2007,13
4260500_vada_glesbygd,2008,12
4260500_vada_glesbygd,2009,9
4260500_vada_glesbygd,2010,15
4260500_vada_glesbygd,2011,18
4260500_vada_glesbygd,2012,24
4260500_vada_glesbygd,2013,25
4260500_vada_glesbygd,2014,19
4270100_karby,2000,1
4270100_karby,2001,-3
4270100_karby,2002,-2
4270100_karby,2003,-5
4270100_karby,2004,-2
4270100_karby,2005,-3
4270100_karby,2006,-1
4270100_karby,2007,8
4270100_karby,2008,7
4270100_karby,2009,7
4270100_karby,2010,5
4270100_karby,2011,0
4270100_karby,2012,-5
4270100_karby,2013,-4
4270100_karby,2014,-6
4270200_brottby,2000,-4
4270200_brottby,2001,-1
4270200_brottby,2002,-1
4270200_brottby,2003,-1
4270200_brottby,2004,1
4270200_brottby,2005,4
4270200_brottby,2006,3
4270200_brottby,2007,8
4270200_brottby,2008,5
4270200_brottby,2009,3
4270200_brottby,2010,2
4270200_brottby,2011,5
4270200_brottby,2012,8
4270200_brottby,2013,8
4270200_brottby,2014,6
4270501_ovr_osseby_garns_glesbygd,2000,9
4270501_ovr_osseby_garns_glesbygd,2001,16
4270501_ovr_osseby_garns_glesbygd,2002,24
4270501_ovr_osseby_garns_glesbygd,2003,23
4270501_ovr_osseby_garns_glesbygd,2004,35
4270501_ovr_osseby_garns_glesbygd,2005,41
4270501_ovr_osseby_garns_glesbygd,2006,46
4270501_ovr_osseby_garns_glesbygd,2007,42
4270501_ovr_osseby_garns_glesbygd,2008,55
4270501_ovr_osseby_garns_glesbygd,2009,58
4270501_ovr_osseby_garns_glesbygd,2010,65
4270501_ovr_osseby_garns_glesbygd,2011,56
4270501_ovr_osseby_garns_glesbygd,2012,61
4270501_ovr_osseby_garns_glesbygd,2013,74
4270501_ovr_osseby_garns_glesbygd,2014,82
4270502_algeby_garns_ekskogen,2000,5
4270502_algeby_garns_ekskogen,2001,15
4270502_algeby_garns_ekskogen,2002,17
4270502_algeby_garns_ekskogen,2003,19
4270502_algeby_garns_ekskogen,2004,24
4270502_algeby_garns_ekskogen,2005,28
4270502_algeby_garns_ekskogen,2006,36
4270502_algeby_garns_ekskogen,2007,46
4270502_algeby_garns_ekskogen,2008,47
4270502_algeby_garns_ekskogen,2009,44
4270502_algeby_garns_ekskogen,2010,39
4270502_algeby_garns_ekskogen,2011,40
4270502_algeby_garns_ekskogen,2012,43
4270502_algeby_garns_ekskogen,2013,44
4270502_algeby_garns_ekskogen,2014,64
4280000_angarns_forsamling,2000,-8
4280000_angarns_forsamling,2001,0
4280000_angarns_forsamling,2002,5
4280000_angarns_forsamling,2003,7
4280000_angarns_forsamling,2004,6
4280000_angarns_forsamling,2005,11
4280000_angarns_forsamling,2006,6
4280000_angarns_forsamling,2007,9
4280000_angarns_forsamling,2008,11
4280000_angarns_forsamling,2009,13
4280000_angarns_forsamling,2010,14
4280000_angarns_forsamling,2011,12
4280000_angarns_forsamling,2012,15
4280000_angarns_forsamling,2013,20
4280000_angarns_forsamling,2014,25
4311441_bogesund,2000,3
4311441_bogesund,2001,-1
4311441_bogesund,2002,-1
4311441_bogesund,2003,-4
4311441_bogesund,2004,-8
4311441_bogesund,2005,-5
4311441_bogesund,2006,-5
4311441_bogesund,2007,-5
4311441_bogesund,2008,-5
4311441_bogesund,2009,-5
4311441_bogesund,2010,-6
4311441_bogesund,2011,-6
4311441_bogesund,2012,-6
4311441_bogesund,2013,-1
4311441_bogesund,2014,3
4311442_okand,2000,-1
4311442_okand,2001,-4
4311442_okand,2002,-3
4311442_okand,2003,3
4311442_okand,2004,8
4311442_okand,2005,5
4311442_okand,2006,7
4311442_okand,2007,10
4311442_okand,2008,12
4311442_okand,2009,15
4311443_kullon,2000,60
4311443_kullon,2001,80
4311443_kullon,2002,83
4311443_kullon,2003,80
4311443_kullon,2004,101
4311443_kullon,2005,148
4311443_kullon,2006,193
4311443_kullon,2007,223
4311443_kullon,2008,224
4311443_kullon,2009,225
4311443_kullon,2010,224
4311443_kullon,2011,225
4311443_kullon,2012,217
4311443_kullon,2013,215
4311443_kullon,2014,218
4311460_karlsudd,2000,-4
4311460_karlsudd,2001,0
4311460_karlsudd,2002,1
4311460_karlsudd,2003,7
4311460_karlsudd,2004,17
4311460_karlsudd,2005,17
4311460_karlsudd,2006,17
4311460_karlsudd,2007,16
4311460_karlsudd,2008,16
4311460_karlsudd,2009,11
4311460_karlsudd,2010,13
4311460_karlsudd,2011,13
4311460_karlsudd,2012,17
4311460_karlsudd,2013,17
4311460_karlsudd,2014,16
4311610_ostra_vaxon,2000,13
4311610_ostra_vaxon,2001,15
4311610_ostra_vaxon,2002,8
4311610_ostra_vaxon,2003,17
4311610_ostra_vaxon,2004,19
4311610_ostra_vaxon,2005,14
4311610_ostra_vaxon,2006,8
4311610_ostra_vaxon,2007,3
4311610_ostra_vaxon,2008,16
4311610_ostra_vaxon,2009,33
4311610_ostra_vaxon,2010,33
4311610_ostra_vaxon,2011,48
4311610_ostra_vaxon,2012,54
4311610_ostra_vaxon,2013,49
4311610_ostra_vaxon,2014,55
4311620_vastra_vaxon,2000,-15
4311620_vastra_vaxon,2001,-24
4311620_vastra_vaxon,2002,-25
4311620_vastra_vaxon,2003,-35
4311620_vastra_vaxon,2004,-47
4311620_vastra_vaxon,2005,-56
4311620_vastra_vaxon,2006,-63
4311620_vastra_vaxon,2007,-76
4311620_vastra_vaxon,2008,-75
4311620_vastra_vaxon,2009,-66
4311620_vastra_vaxon,2010,-85
4311620_vastra_vaxon,2011,-85
4311620_vastra_vaxon,2012,-94
4311620_vastra_vaxon,2013,-97
4311620_vastra_vaxon,2014,-97
4311650_engarn_storang,2000,10
4311650_engarn_storang,2001,9
4311650_engarn_storang,2002,11
4311650_engarn_storang,2003,15
4311650_engarn_storang,2004,6
4311650_engarn_storang,2005,14
4311650_engarn_storang,2006,23
4311650_engarn_storang,2007,29
4311650_engarn_storang,2008,28
4311650_engarn_storang,2009,22
4311650_engarn_storang,2010,32
4311650_engarn_storang,2011,28
4311650_engarn_storang,2012,27
4311650_engarn_storang,2013,26
4311650_engarn_storang,2014,30
4311661_ytterby_overby,2000,7
4311661_ytterby_overby,2001,32
4311661_ytterby_overby,2002,34
4311661_ytterby_overby,2003,46
4311661_ytterby_overby,2004,52
