basomrade,year,immigration_surplus
4440120_ingmarso_m_fl_oar,2008,-1
4440120_ingmarso_m_fl_oar,2009,-1
4440120_ingmarso_m_fl_oar,2010,0
4440120_ingmarso_m_fl_oar,2011,4
4440120_ingmarso_m_fl_oar,2012,-6
4440120_ingmarso_m_fl_oar,2013,-11
4440120_ingmarso_m_fl_oar,2014,-4
4440200_roslags_kulla_fd_forsaml,2000,6
4440200_roslags_kulla_fd_forsaml,2001,12
4440200_roslags_kulla_fd_forsaml,2002,15
4440200_roslags_kulla_fd_forsaml,2003,-15
4440200_roslags_kulla_fd_forsaml,2004,8
4440200_roslags_kulla_fd_forsaml,2005,-3
4440200_roslags_kulla_fd_forsaml,2006,-10
4440200_roslags_kulla_fd_forsaml,2007,11
4440200_roslags_kulla_fd_forsaml,2008,-9
4440200_roslags_kulla_fd_forsaml,2009,-5
4440200_roslags_kulla_fd_forsaml,2010,4
4440200_roslags_kulla_fd_forsaml,2011,-5
4440200_roslags_kulla_fd_forsaml,2012,6
4440200_roslags_kulla_fd_forsaml,2013,11
4440200_roslags_kulla_fd_forsaml,2014,8
4450110_ekbacken,2000,-28
4450110_ekbacken,2001,-7
4450110_ekbacken,2002,-9
4450110_ekbacken,2003,-20
4450110_ekbacken,2004,12
4450110_ekbacken,2005,18
4450110_ekbacken,2006,-10
4450110_ekbacken,2007,7
4450110_ekbacken,2008,-31
4450110_ekbacken,2009,3
4450110_ekbacken,2010,8
4450110_ekbacken,2011,-12
4450110_ekbacken,2012,-16
4450110_ekbacken,2013,17
4450110_ekbacken,2014,1
4450120_runo_gard,2000,52
4450120_runo_gard,2001,-14
4450120_runo_gard,2002,-49
4450120_runo_gard,2003,-65
4450120_runo_gard,2004,-42
4450120_runo_gard,2005,-31
4450120_runo_gard,2006,-27
4450120_runo_gard,2007,-61
4450120_runo_gard,2008,-26
4450120_runo_gard,2009,-19
4450120_runo_gard,2010,0
4450120_runo_gard,2011,-35
4450120_runo_gard,2012,-48
4450120_runo_gard,2013,-15
4450120_runo_gard,2014,-9
4450130_akersberga,2000,20
4450130_akersberga,2001,453
4450130_akersberga,2002,89
4450130_akersberga,2003,1
4450130_akersberga,2004,214
4450130_akersberga,2005,-29
4450130_akersberga,2006,123
4450130_akersberga,2007,-92
4450130_akersberga,2008,59
4450130_akersberga,2009,-35
4450130_akersberga,2010,46
4450130_akersberga,2011,49
4450130_akersberga,2012,196
4450130_akersberga,2013,20
4450130_akersberga,2014,84
4450140_kullen,2000,-18
4450140_kullen,2001,8
4450140_kullen,2002,-6
4450140_kullen,2003,0
4450140_kullen,2004,4
4450140_kullen,2005,-5
4450140_kullen,2006,-3
4450140_kullen,2007,2
4450140_kullen,2008,-7
4450140_kullen,2009,0
4450140_kullen,2010,-10
4450140_kullen,2011,-18
4450140_kullen,2012,9
4450140_kullen,2013,-5
4450140_kullen,2014,13
4450150_ostra_sora,2000,-24
4450150_ostra_sora,2001,-32
4450150_ostra_sora,2002,-30
4450150_ostra_sora,2003,-14
4450150_ostra_sora,2004,-18
4450150_ostra_sora,2005,-21
4450150_ostra_sora,2006,-1
4450150_ostra_sora,2007,-4
4450150_ostra_sora,2008,-9
4450150_ostra_sora,2009,23
4450150_ostra_sora,2010,7
4450150_ostra_sora,2011,35
4450150_ostra_sora,2012,28
4450150_ostra_sora,2013,8
4450150_ostra_sora,2014,50
4450160_vastra_sora,2000,-13
4450160_vastra_sora,2001,-21
4450160_vastra_sora,2002,-29
4450160_vastra_sora,2003,23
4450160_vastra_sora,2004,-11
4450160_vastra_sora,2005,-16
4450160_vastra_sora,2006,-17
4450160_vastra_sora,2007,-14
4450160_vastra_sora,2008,84
4450160_vastra_sora,2009,17
4450160_vastra_sora,2010,22
4450160_vastra_sora,2011,2
4450160_vastra_sora,2012,9
4450160_vastra_sora,2013,-25
4450160_vastra_sora,2014,-12
4450170_neptunus,2000,0
4450170_neptunus,2001,6
4450170_neptunus,2002,9
4450170_neptunus,2003,-8
4450170_neptunus,2004,5
4450170_neptunus,2005,3
4450170_neptunus,2006,4
4450170_neptunus,2007,12
4450170_neptunus,2008,8
4450170_neptunus,2009,6
4450170_neptunus,2010,-19
4450170_neptunus,2011,10
4450170_neptunus,2012,5
4450170_neptunus,2013,0
4450170_neptunus,2014,21
4450180_kungsangen,2000,19
4450180_kungsangen,2001,19
4450180_kungsangen,2002,-2
4450180_kungsangen,2003,4
4450180_kungsangen,2004,10
4450180_kungsangen,2005,1
4450180_kungsangen,2006,17
4450180_kungsangen,2007,-14
4450180_kungsangen,2008,-31
4450180_kungsangen,2009,-1
4450180_kungsangen,2010,-20
4450180_kungsangen,2011,-24
4450180_kungsangen,2012,18
4450180_kungsangen,2013,18
4450180_kungsangen,2014,-8
4450190_tunagard_osterskar,2000,3
4450190_tunagard_osterskar,2001,21
4450190_tunagard_osterskar,2002,-19
4450190_tunagard_osterskar,2003,-2
4450190_tunagard_osterskar,2004,-22
4450190_tunagard_osterskar,2005,28
4450190_tunagard_osterskar,2006,-28
4450190_tunagard_osterskar,2007,43
4450190_tunagard_osterskar,2008,-41
4450190_tunagard_osterskar,2009,26
4450190_tunagard_osterskar,2010,23
4450190_tunagard_osterskar,2011,14
4450190_tunagard_osterskar,2012,-15
4450190_tunagard_osterskar,2013,7
4450190_tunagard_osterskar,2014,13
4450210_akerstorp,2000,-4
4450210_akerstorp,2001,-2
4450210_akerstorp,2002,-1
4450210_akerstorp,2003,-37
4450210_akerstorp,2004,-18
4450210_akerstorp,2005,-18
4450210_akerstorp,2006,26
4450210_akerstorp,2007,49
4450210_akerstorp,2008,0
4450210_akerstorp,2009,-2
4450210_akerstorp,2010,-19
4450210_akerstorp,2011,-1
4450210_akerstorp,2012,-32
4450210_akerstorp,2013,-21
4450210_akerstorp,2014,17
4450220_smedby,2000,-5
4450220_smedby,2001,10
4450220_smedby,2002,-2
4450220_smedby,2003,3
4450220_smedby,2004,24
4450220_smedby,2005,5
4450220_smedby,2006,45
4450220_smedby,2007,44
4450220_smedby,2008,124
4450220_smedby,2009,69
4450220_smedby,2010,47
4450220_smedby,2011,34
4450220_smedby,2012,13
4450220_smedby,2013,37
4450220_smedby,2014,118
4450230_hacksta,2000,-23
4450230_hacksta,2001,-413
4450230_hacksta,2002,-6
4450230_hacksta,2003,-17
4450230_hacksta,2004,-13
4450230_hacksta,2005,-7
4450230_hacksta,2006,-3
4450230_hacksta,2007,-7
4450230_hacksta,2008,-6
4450230_hacksta,2009,-17
4450230_hacksta,2010,0
4450230_hacksta,2011,-17
4450230_hacksta,2012,6
4450230_hacksta,2013,-7
4450230_hacksta,2014,-35
4450240_skansta,2000,-32
4450240_skansta,2001,-46
4450240_skansta,2002,-20
4450240_skansta,2003,-18
4450240_skansta,2004,4
4450240_skansta,2005,-13
4450240_skansta,2006,-17
4450240_skansta,2007,23
4450240_skansta,2008,-34
4450240_skansta,2009,-7
4450240_skansta,2010,-23
4450240_skansta,2011,-32
4450240_skansta,2012,-5
4450240_skansta,2013,-35
4450240_skansta,2014,-10
4450250_singo,2000,9
4450250_singo,2001,8
4450250_singo,2002,2
4450250_singo,2003,9
4450250_singo,2004,6
4450250_singo,2005,5
4450250_singo,2006,-3
4450250_singo,2007,3
4450250_singo,2008,11
4450250_singo,2009,7
4450250_singo,2010,19
4450250_singo,2011,-17
4450250_singo,2012,-4
4450250_singo,2013,3
4450250_singo,2014,-17
4450260_asatra,2000,22
4450260_asatra,2001,40
4450260_asatra,2002,5
4450260_asatra,2003,35
4450260_asatra,2004,24
4450260_asatra,2005,37
4450260_asatra,2006,-17
4450260_asatra,2007,31
4450260_asatra,2008,5
4450260_asatra,2009,-5
4450260_asatra,2010,-19
4450260_asatra,2011,-2
4450260_asatra,2012,-4
4450260_asatra,2013,1
4450260_asatra,2014,14
4450310_margretelund,2000,107
4450310_margretelund,2001,106
4450310_margretelund,2002,115
4450310_margretelund,2003,63
4450310_margretelund,2004,-7
4450310_margretelund,2005,25
4450310_margretelund,2006,0
4450310_margretelund,2007,-1
4450310_margretelund,2008,40
4450310_margretelund,2009,0
4450310_margretelund,2010,-20
4450310_margretelund,2011,1
4450310_margretelund,2012,13
4450310_margretelund,2013,-43
4450310_margretelund,2014,3
4450320_trasatra,2000,-65
4450320_trasatra,2001,-64
4450320_trasatra,2002,-125
4450320_trasatra,2003,-80
4450320_trasatra,2004,-36
4450320_trasatra,2005,-41
4450320_trasatra,2006,-46
4450320_trasatra,2007,-33
4450320_trasatra,2008,-26
4450320_trasatra,2009,-1
4450320_trasatra,2010,-82
4450320_trasatra,2011,-19
4450320_trasatra,2012,-59
4450320_trasatra,2013,-29
4450320_trasatra,2014,-34
4450330_flaxenvik,2000,62
4450330_flaxenvik,2001,41
4450330_flaxenvik,2002,32
4450330_flaxenvik,2003,17
4450330_flaxenvik,2004,17
4450330_flaxenvik,2005,53
4450330_flaxenvik,2006,42
4450330_flaxenvik,2007,-15
4450330_flaxenvik,2008,-10
4450330_flaxenvik,2009,-6
4450330_flaxenvik,2010,7
4450330_flaxenvik,2011,8
4450330_flaxenvik,2012,-8
4450330_flaxenvik,2013,11
4450330_flaxenvik,2014,54
4450340_skargardsstad,2000,55
4450340_skargardsstad,2001,71
4450340_skargardsstad,2002,32
4450340_skargardsstad,2003,8
4450340_skargardsstad,2004,10
4450340_skargardsstad,2005,-7
4450340_skargardsstad,2006,-26
4450340_skargardsstad,2007,-31
4450340_skargardsstad,2008,-17
4450340_skargardsstad,2009,-40
4450340_skargardsstad,2010,-18
4450340_skargardsstad,2011,-27
4450340_skargardsstad,2012,-21
4450340_skargardsstad,2013,-33
4450340_skargardsstad,2014,10
4451231_okand,2000,28
4451231_okand,2001,14
4451231_okand,2002,29
4451231_okand,2003,45
4451231_okand,2004,118
4451231_okand,2005,108
4451231_okand,2006,50
4451231_okand,2007,24
4451231_okand,2008,-3
4451231_okand,2009,-21
4451240_norra_runo,2000,38
4451240_norra_runo,2001,60
4451240_norra_runo,2002,59
4451240_norra_runo,2003,78
4451240_norra_runo,2004,8
4451240_norra_runo,2005,19
4451240_norra_runo,2006,22
4451240_norra_runo,2007,-14
4451240_norra_runo,2008,25
4451240_norra_runo,2009,14
4451240_norra_runo,2010,8
4451240_norra_runo,2011,8
4451240_norra_runo,2012,-14
4451240_norra_runo,2013,14
4451240_norra_runo,2014,11
4451250_svinninge,2000,20
4451250_svinninge,2001,17
4451250_svinninge,2002,7
4451250_svinninge,2003,45
4451250_svinninge,2004,5
4451250_svinninge,2005,17
4451250_svinninge,2006,3
4451250_svinninge,2007,17
4451250_svinninge,2008,-8
4451250_svinninge,2009,-4
4451250_svinninge,2010,12
4451250_svinninge,2011,1
4451250_svinninge,2012,6
4451250_svinninge,2013,-7
4451250_svinninge,2014,-1
4451410_rydbo,2000,1
4451410_rydbo,2001,28
4451410_rydbo,2002,15
4451410_rydbo,2003,0
4451410_rydbo,2004,-30
4451410_rydbo,2005,-2
4451410_rydbo,2006,39
4451410_rydbo,2007,-10
4451410_rydbo,2008,-8
4451410_rydbo,2009,-5
4451410_rydbo,2010,-16
4451410_rydbo,2011,-1
4451410_rydbo,2012,-2
4451410_rydbo,2013,-21
4451410_rydbo,2014,-12
4451420_svartgarn,2000,7
4451420_svartgarn,2001,30
4451420_svartgarn,2002,34
4451420_svartgarn,2003,38
4451420_svartgarn,2004,5
4451420_svartgarn,2005,18
4451420_svartgarn,2006,4
4451420_svartgarn,2007,-10
4451420_svartgarn,2008,18
4451420_svartgarn,2009,-6
4451420_svartgarn,2010,11
4451420_svartgarn,2011,-1
4451420_svartgarn,2012,1
4451420_svartgarn,2013,12
4451420_svartgarn,2014,24
4451430_ostra_ryds_glesbygd,2000,8
4451430_ostra_ryds_glesbygd,2001,-17
4451430_ostra_ryds_glesbygd,2002,3
4451430_ostra_ryds_glesbygd,2003,-3
4451430_ostra_ryds_glesbygd,2004,2
4451430_ostra_ryds_glesbygd,2005,-9
4451430_ostra_ryds_glesbygd,2006,-10
4451430_ostra_ryds_glesbygd,2007,-9
4451430_ostra_ryds_glesbygd,2008,4
4451430_ostra_ryds_glesbygd,2009,7
4451430_ostra_ryds_glesbygd,2010,-4
4451430_ostra_ryds_glesbygd,2011,-10
4451430_ostra_ryds_glesbygd,2012,11
4451430_ostra_ryds_glesbygd,2013,-3
4451430_ostra_ryds_glesbygd,2014,6
5610200_mortnas,2000,31
5610200_mortnas,2001,29
5610200_mortnas,2002,41
5610200_mortnas,2003,24
5610200_mortnas,2004,12
5610200_mortnas,2005,40
5610200_mortnas,2006,-6
5610200_mortnas,2007,16
5610200_mortnas,2008,23
5610200_mortnas,2009,17
5610200_mortnas,2010,33
5610200_mortnas,2011,63
5610200_mortnas,2012,32
5610200_mortnas,2013,87
5610200_mortnas,2014,164
5610500_okand,2000,-12
5610500_okand,2001,3
5610500_okand,2002,-13
5610500_okand,2003,6
5610500_okand,2004,-1
5610500_okand,2005,19
5610500_okand,2006,-2
5610500_okand,2007,16
5610500_okand,2008,2
5610500_okand,2009,-17
5611110_munkmora,2000,9
5611110_munkmora,2001,-11
5611110_munkmora,2002,-13
5611110_munkmora,2003,-75
5611110_munkmora,2004,-14
5611110_munkmora,2005,-30
5611110_munkmora,2006,-25
5611110_munkmora,2007,-28
5611110_munkmora,2008,-8
5611110_munkmora,2009,-18
5611110_munkmora,2010,-11
5611110_munkmora,2011,-24
5611110_munkmora,2012,-50
5611110_munkmora,2013,-5
5611110_munkmora,2014,-9
5611120_lugnet_flerbostadshus,2000,4
5611120_lugnet_flerbostadshus,2001,-4
5611120_lugnet_flerbostadshus,2002,-15
5611120_lugnet_flerbostadshus,2003,-29
5611120_lugnet_flerbostadshus,2004,12
5611120_lugnet_flerbostadshus,2005,-27
5611120_lugnet_flerbostadshus,2006,65
5611120_lugnet_flerbostadshus,2007,-18
5611120_lugnet_flerbostadshus,2008,8
5611120_lugnet_flerbostadshus,2009,-10
5611120_lugnet_flerbostadshus,2010,31
5611120_lugnet_flerbostadshus,2011,-8
5611120_lugnet_flerbostadshus,2012,23
5611120_lugnet_flerbostadshus,2013,-1
5611120_lugnet_flerbostadshus,2014,24
5611130_lugnet_smahus,2000,27
5611130_lugnet_smahus,2001,1
5611130_lugnet_smahus,2002,-39
5611130_lugnet_smahus,2003,-14
5611130_lugnet_smahus,2004,31
5611130_lugnet_smahus,2005,-12
5611130_lugnet_smahus,2006,-13
5611130_lugnet_smahus,2007,-42
5611130_lugnet_smahus,2008,9
5611130_lugnet_smahus,2009,10
5611130_lugnet_smahus,2010,16
5611130_lugnet_smahus,2011,-18
5611130_lugnet_smahus,2012,-1
5611130_lugnet_smahus,2013,-9
5611130_lugnet_smahus,2014,3
5611140_hojdhagen,2000,-10
5611140_hojdhagen,2001,-19
5611140_hojdhagen,2002,-3
5611140_hojdhagen,2003,24
5611140_hojdhagen,2004,-39
5611140_hojdhagen,2005,-9
5611140_hojdhagen,2006,11
5611140_hojdhagen,2007,31
5611140_hojdhagen,2008,3
5611140_hojdhagen,2009,45
5611140_hojdhagen,2010,86
5611140_hojdhagen,2011,89
5611140_hojdhagen,2012,51
5611140_hojdhagen,2013,83
5611140_hojdhagen,2014,14
5611150_okand,2000,85
5611150_okand,2001,82
5611150_okand,2002,-7
5611150_okand,2003,40
5611150_okand,2004,289
5611150_okand,2005,361
5611150_okand,2006,148
5611150_okand,2007,414
5611150_okand,2008,172
5611150_okand,2009,116
5611160_osby_grind,2000,-30
5611160_osby_grind,2001,-4
5611160_osby_grind,2002,-7
5611160_osby_grind,2003,-9
5611160_osby_grind,2004,-4
5611160_osby_grind,2005,-2
5611160_osby_grind,2006,-4
5611160_osby_grind,2007,-2
5611160_osby_grind,2008,-1
5611160_osby_grind,2009,-11
5611160_osby_grind,2010,-12
5611160_osby_grind,2011,-4
5611160_osby_grind,2012,-16
5611160_osby_grind,2013,-21
5611160_osby_grind,2014,10
5611170_osbydalen,2000,0
5611170_osbydalen,2001,-30
5611170_osbydalen,2002,-46
5611170_osbydalen,2003,-54
5611170_osbydalen,2004,-26
5611170_osbydalen,2005,-19
5611170_osbydalen,2006,-17
5611170_osbydalen,2007,-21
5611170_osbydalen,2008,-47
5611170_osbydalen,2009,6
5611170_osbydalen,2010,-18
5611170_osbydalen,2011,3
5611170_osbydalen,2012,-28
5611170_osbydalen,2013,-27
5611170_osbydalen,2014,-29
5611190_holmviksskogen,2000,-2
5611190_holmviksskogen,2001,-28
5611190_holmviksskogen,2002,-15
5611190_holmviksskogen,2003,-23
5611190_holmviksskogen,2004,-26
5611190_holmviksskogen,2005,4
5611190_holmviksskogen,2006,-1
5611190_holmviksskogen,2007,-24
5611190_holmviksskogen,2008,-26
5611190_holmviksskogen,2009,-34
5611190_holmviksskogen,2010,30
5611190_holmviksskogen,2011,26
5611190_holmviksskogen,2012,-12
5611190_holmviksskogen,2013,17
5611190_holmviksskogen,2014,3
5620100_brunn,2000,6
5620100_brunn,2001,-16
5620100_brunn,2002,12
5620100_brunn,2003,15
5620100_brunn,2004,20
5620100_brunn,2005,-5
5620100_brunn,2006,8
5620100_brunn,2007,-23
5620100_brunn,2008,-14
5620100_brunn,2009,-6
5620100_brunn,2010,-9
5620100_brunn,2011,13
5620100_brunn,2012,-13
5620100_brunn,2013,10
5620100_brunn,2014,12
5620510_okand,2000,236
5620510_okand,2001,140
5620510_okand,2002,14
5620510_okand,2003,18
5620510_okand,2004,-3
5620510_okand,2005,22
5620510_okand,2006,2
5620510_okand,2007,-1
5620510_okand,2008,-10
5620510_okand,2009,4
5620520_sydvastra_ingaro,2000,19
5620520_sydvastra_ingaro,2001,45
5620520_sydvastra_ingaro,2002,-2
5620520_sydvastra_ingaro,2003,37
5620520_sydvastra_ingaro,2004,30
5620520_sydvastra_ingaro,2005,10
5620520_sydvastra_ingaro,2006,53
5620520_sydvastra_ingaro,2007,-4
5620520_sydvastra_ingaro,2008,0
5620520_sydvastra_ingaro,2009,14
5620520_sydvastra_ingaro,2010,-7
5620520_sydvastra_ingaro,2011,22
5620520_sydvastra_ingaro,2012,39
5620520_sydvastra_ingaro,2013,-16
5620520_sydvastra_ingaro,2014,15
5620530_okand,2000,61
5620530_okand,2001,46
5620530_okand,2002,56
5620530_okand,2003,20
5620530_okand,2004,2
5620530_okand,2005,4
5620530_okand,2006,-6
5620530_okand,2007,64
5620530_okand,2008,14
5620530_okand,2009,-19
5630110_hemmesta,2000,-10
5630110_hemmesta,2001,-3
5630110_hemmesta,2002,2
5630110_hemmesta,2003,23
5630110_hemmesta,2004,-16
5630110_hemmesta,2005,-4
5630110_hemmesta,2006,-6
5630110_hemmesta,2007,-5
5630110_hemmesta,2008,-18
5630110_hemmesta,2009,-12
5630110_hemmesta,2010,-12
5630110_hemmesta,2011,-23
5630110_hemmesta,2012,-9
5630110_hemmesta,2013,23
5630110_hemmesta,2014,54
5630120_fruvik,2000,11
5630120_fruvik,2001,-18
5630120_fruvik,2002,-14
5630120_fruvik,2003,-22
5630120_fruvik,2004,21
5630120_fruvik,2005,84
5630120_fruvik,2006,79
5630120_fruvik,2007,87
5630120_fruvik,2008,-10
5630120_fruvik,2009,7
5630120_fruvik,2010,-15
5630120_fruvik,2011,-10
5630120_fruvik,2012,5
5630120_fruvik,2013,-25
5630120_fruvik,2014,11
5630130_hemmestahojden,2000,2
5630130_hemmestahojden,2001,6
5630130_hemmestahojden,2002,9
5630130_hemmestahojden,2003,-10
5630130_hemmestahojden,2004,25
5630130_hemmestahojden,2005,6
5630130_hemmestahojden,2006,143
5630130_hemmestahojden,2007,30
5630130_hemmestahojden,2008,-16
5630130_hemmestahojden,2009,-3
5630130_hemmestahojden,2010,27
5630130_hemmestahojden,2011,4
5630130_hemmestahojden,2012,38
5630130_hemmestahojden,2013,-25
5630130_hemmestahojden,2014,-9
5630200_angsvik,2000,-17
5630200_angsvik,2001,-4
5630200_angsvik,2002,-1
5630200_angsvik,2003,12
5630200_angsvik,2004,-1
5630200_angsvik,2005,-20
5630200_angsvik,2006,-16
5630200_angsvik,2007,-4
5630200_angsvik,2008,-5
5630200_angsvik,2009,-8
5630200_angsvik,2010,15
5630200_angsvik,2011,-19
5630200_angsvik,2012,-7
5630200_angsvik,2013,13
5630200_angsvik,2014,-13
5630300_skeppsdalsstrom,2000,66
5630300_skeppsdalsstrom,2001,73
5630300_skeppsdalsstrom,2002,173
5630300_skeppsdalsstrom,2003,47
5630300_skeppsdalsstrom,2004,238
5630300_skeppsdalsstrom,2005,162
5630300_skeppsdalsstrom,2006,12
5630300_skeppsdalsstrom,2007,44
5630300_skeppsdalsstrom,2008,0
5630300_skeppsdalsstrom,2009,-7
5630300_skeppsdalsstrom,2010,-30
5630300_skeppsdalsstrom,2011,-12
5630300_skeppsdalsstrom,2012,21
5630300_skeppsdalsstrom,2013,-4
5630300_skeppsdalsstrom,2014,8
5630400_kopparmora,2000,-7
5630400_kopparmora,2001,-11
5630400_kopparmora,2002,-17
5630400_kopparmora,2003,-19
5630400_kopparmora,2004,-2
5630400_kopparmora,2005,-2
5630400_kopparmora,2006,-14
5630400_kopparmora,2007,-4
5630400_kopparmora,2008,-19
5630400_kopparmora,2009,-34
5630400_kopparmora,2010,12
5630400_kopparmora,2011,11
5630400_kopparmora,2012,-20
5630400_kopparmora,2013,-4
5630400_kopparmora,2014,-19
5630510_okand,2000,63
5630510_okand,2001,124
5630510_okand,2002,35
5630510_okand,2003,37
5630510_okand,2004,-2
5630510_okand,2005,51
5630510_okand,2006,-2
5630510_okand,2007,-4
5630510_okand,2008,43
5630510_okand,2009,-59
5630520_okand,2000,30
5630520_okand,2001,58
5630520_okand,2002,1
5630520_okand,2003,-10
5630520_okand,2004,6
5630520_okand,2005,2
5630520_okand,2006,9
5630520_okand,2007,29
5630520_okand,2008,11
5630520_okand,2009,-17
5630600_varmdo_norra_skargard,2000,10
5630600_varmdo_norra_skargard,2001,-5
5630600_varmdo_norra_skargard,2002,8
5630600_varmdo_norra_skargard,2003,1
5630600_varmdo_norra_skargard,2004,2
5630600_varmdo_norra_skargard,2005,-1
5630600_varmdo_norra_skargard,2006,-8
5630600_varmdo_norra_skargard,2007,7
5630600_varmdo_norra_skargard,2008,5
5630600_varmdo_norra_skargard,2009,4
5630600_varmdo_norra_skargard,2010,-8
5630600_varmdo_norra_skargard,2011,-6
5630600_varmdo_norra_skargard,2012,-10
5630600_varmdo_norra_skargard,2013,2
5630600_varmdo_norra_skargard,2014,-10
5640100_djurhamn,2000,21
5640100_djurhamn,2001,-3
5640100_djurhamn,2002,-4
5640100_djurhamn,2003,-7
5640100_djurhamn,2004,-25
5640100_djurhamn,2005,-4
5640100_djurhamn,2006,24
5640100_djurhamn,2007,2
5640100_djurhamn,2008,-10
5640100_djurhamn,2009,-1
5640100_djurhamn,2010,-18
5640100_djurhamn,2011,-17
5640100_djurhamn,2012,7
5640100_djurhamn,2013,-15
5640100_djurhamn,2014,-3
5640200_stavsnas,2000,-15
5640200_stavsnas,2001,-3
5640200_stavsnas,2002,23
5640200_stavsnas,2003,-10
5640200_stavsnas,2004,-7
5640200_stavsnas,2005,-33
5640200_stavsnas,2006,-3
5640200_stavsnas,2007,21
5640200_stavsnas,2008,-21
5640200_stavsnas,2009,-14
5640200_stavsnas,2010,0
5640200_stavsnas,2011,-13
5640200_stavsnas,2012,-27
5640200_stavsnas,2013,-37
5640200_stavsnas,2014,11
5640510_stavsnas_glesbygd,2000,1
5640510_stavsnas_glesbygd,2001,35
5640510_stavsnas_glesbygd,2002,-11
5640510_stavsnas_glesbygd,2003,31
5640510_stavsnas_glesbygd,2004,1
5640510_stavsnas_glesbygd,2005,25
5640510_stavsnas_glesbygd,2006,7
5640510_stavsnas_glesbygd,2007,-3
5640510_stavsnas_glesbygd,2008,1
5640510_stavsnas_glesbygd,2009,14
5640510_stavsnas_glesbygd,2010,12
5640510_stavsnas_glesbygd,2011,8
5640510_stavsnas_glesbygd,2012,-7
5640510_stavsnas_glesbygd,2013,7
5640510_stavsnas_glesbygd,2014,-5
5640520_djuro_glesbygd,2000,39
5640520_djuro_glesbygd,2001,7
5640520_djuro_glesbygd,2002,26
5640520_djuro_glesbygd,2003,33
5640520_djuro_glesbygd,2004,32
5640520_djuro_glesbygd,2005,-29
5640520_djuro_glesbygd,2006,18
5640520_djuro_glesbygd,2007,-19
5640520_djuro_glesbygd,2008,10
5640520_djuro_glesbygd,2009,-14
5640520_djuro_glesbygd,2010,2
5640520_djuro_glesbygd,2011,-43
5640520_djuro_glesbygd,2012,-17
5640520_djuro_glesbygd,2013,9
5640520_djuro_glesbygd,2014,-10
5640600_djuro_skargard,2000,5
5640600_djuro_skargard,2001,4
5640600_djuro_skargard,2002,6
5640600_djuro_skargard,2003,24
5640600_djuro_skargard,2004,-10
5640600_djuro_skargard,2005,-16
5640600_djuro_skargard,2006,-14
5640600_djuro_skargard,2007,-20
5640600_djuro_skargard,2008,-5
5640600_djuro_skargard,2009,2
