basomrade,year,cumulative_immigration_surplus_min_3_years_of_higher_education_aged_25_64_female
2120700_vastertorp,2008,-1
2120700_vastertorp,2009,75
2120700_vastertorp,2010,97
2120700_vastertorp,2011,132
2120700_vastertorp,2012,140
2120700_vastertorp,2013,138
2120700_vastertorp,2014,152
2120820_vastra_alvsjo,2000,-1
2120820_vastra_alvsjo,2001,0
2120820_vastra_alvsjo,2002,4
2120820_vastra_alvsjo,2003,0
2120820_vastra_alvsjo,2004,1
2120820_vastra_alvsjo,2005,4
2120820_vastra_alvsjo,2006,7
2120820_vastra_alvsjo,2007,4
2120820_vastra_alvsjo,2008,0
2120820_vastra_alvsjo,2009,7
2120820_vastra_alvsjo,2010,11
2120820_vastra_alvsjo,2011,14
2120820_vastra_alvsjo,2012,11
2120820_vastra_alvsjo,2013,13
2120820_vastra_alvsjo,2014,21
2120900_orby_slott,2000,3
2120900_orby_slott,2001,5
2120900_orby_slott,2002,4
2120900_orby_slott,2003,4
2120900_orby_slott,2004,7
2120900_orby_slott,2005,13
2120900_orby_slott,2006,15
2120900_orby_slott,2007,10
2120900_orby_slott,2008,11
2120900_orby_slott,2009,11
2120900_orby_slott,2010,17
2120900_orby_slott,2011,18
2120900_orby_slott,2012,14
2120900_orby_slott,2013,22
2120900_orby_slott,2014,33
2121020_okand,2000,12
2121020_okand,2001,20
2121020_okand,2002,23
2121020_okand,2003,39
2121020_okand,2004,26
2121020_okand,2005,20
2121020_okand,2006,27
2121020_okand,2007,14
2121020_okand,2008,11
2121020_okand,2009,11
2121021_ostbergahojden,2010,-2
2121021_ostbergahojden,2011,-3
2121021_ostbergahojden,2012,-10
2121021_ostbergahojden,2013,-15
2121021_ostbergahojden,2014,-9
2130100_bandhagen,2000,4
2130100_bandhagen,2001,-8
2130100_bandhagen,2002,-28
2130100_bandhagen,2003,-38
2130100_bandhagen,2004,-49
2130100_bandhagen,2005,-69
2130100_bandhagen,2006,-73
2130100_bandhagen,2007,-61
2130100_bandhagen,2008,-54
2130100_bandhagen,2009,-64
2130100_bandhagen,2010,-67
2130100_bandhagen,2011,-80
2130100_bandhagen,2012,-90
2130100_bandhagen,2013,-72
2130100_bandhagen,2014,-85
2130210_hogdalens_centrum,2000,3
2130210_hogdalens_centrum,2001,0
2130210_hogdalens_centrum,2002,-3
2130210_hogdalens_centrum,2003,5
2130210_hogdalens_centrum,2004,2
2130210_hogdalens_centrum,2005,-5
2130210_hogdalens_centrum,2006,-6
2130210_hogdalens_centrum,2007,-9
2130210_hogdalens_centrum,2008,2
2130210_hogdalens_centrum,2009,-4
2130210_hogdalens_centrum,2010,-3
2130210_hogdalens_centrum,2011,-8
2130210_hogdalens_centrum,2012,-3
2130210_hogdalens_centrum,2013,13
2130210_hogdalens_centrum,2014,21
2130220_ostra_hogdalen,2000,3
2130220_ostra_hogdalen,2001,1
2130220_ostra_hogdalen,2002,9
2130220_ostra_hogdalen,2003,-3
2130220_ostra_hogdalen,2004,-4
2130220_ostra_hogdalen,2005,-7
2130220_ostra_hogdalen,2006,-20
2130220_ostra_hogdalen,2007,-24
2130220_ostra_hogdalen,2008,-24
2130220_ostra_hogdalen,2009,-23
2130220_ostra_hogdalen,2010,-26
2130220_ostra_hogdalen,2011,-38
2130220_ostra_hogdalen,2012,-34
2130220_ostra_hogdalen,2013,-27
2130220_ostra_hogdalen,2014,-24
2130230_vastra_hogdalen,2000,-2
2130230_vastra_hogdalen,2001,-2
2130230_vastra_hogdalen,2002,-5
2130230_vastra_hogdalen,2003,-4
2130230_vastra_hogdalen,2004,-4
2130230_vastra_hogdalen,2005,-2
2130230_vastra_hogdalen,2006,2
2130230_vastra_hogdalen,2007,4
2130230_vastra_hogdalen,2008,8
2130230_vastra_hogdalen,2009,9
2130230_vastra_hogdalen,2010,10
2130230_vastra_hogdalen,2011,11
2130230_vastra_hogdalen,2012,14
2130230_vastra_hogdalen,2013,24
2130230_vastra_hogdalen,2014,23
2130240_skebokvarnsvagen,2000,0
2130240_skebokvarnsvagen,2001,-6
2130240_skebokvarnsvagen,2002,-15
2130240_skebokvarnsvagen,2003,-13
2130240_skebokvarnsvagen,2004,-18
2130240_skebokvarnsvagen,2005,-30
2130240_skebokvarnsvagen,2006,-43
2130240_skebokvarnsvagen,2007,-45
2130240_skebokvarnsvagen,2008,-46
2130240_skebokvarnsvagen,2009,-58
2130240_skebokvarnsvagen,2010,-69
2130240_skebokvarnsvagen,2011,-66
2130240_skebokvarnsvagen,2012,-59
2130240_skebokvarnsvagen,2013,-68
2130240_skebokvarnsvagen,2014,-70
2130320_ragsveds_torg,2000,-2
2130320_ragsveds_torg,2001,-10
2130320_ragsveds_torg,2002,-14
2130320_ragsveds_torg,2003,-25
2130320_ragsveds_torg,2004,-37
2130320_ragsveds_torg,2005,-42
2130320_ragsveds_torg,2006,-62
2130320_ragsveds_torg,2007,-64
2130320_ragsveds_torg,2008,-46
2130320_ragsveds_torg,2009,-61
2130320_ragsveds_torg,2010,-68
2130320_ragsveds_torg,2011,-76
2130320_ragsveds_torg,2012,-89
2130320_ragsveds_torg,2013,-90
2130320_ragsveds_torg,2014,-107
2130330_bjursatra,2000,-10
2130330_bjursatra,2001,-16
2130330_bjursatra,2002,-27
2130330_bjursatra,2003,-17
2130330_bjursatra,2004,-25
2130330_bjursatra,2005,-42
2130330_bjursatra,2006,-48
2130330_bjursatra,2007,-34
2130330_bjursatra,2008,-40
2130330_bjursatra,2009,-79
2130330_bjursatra,2010,-88
2130330_bjursatra,2011,-75
2130330_bjursatra,2012,-86
2130330_bjursatra,2013,-105
2130330_bjursatra,2014,-115
2130340_snosatra,2000,-2
2130340_snosatra,2001,2
2130340_snosatra,2002,0
2130340_snosatra,2003,-3
2130340_snosatra,2004,0
2130340_snosatra,2005,-3
2130340_snosatra,2006,-19
2130340_snosatra,2007,-21
2130340_snosatra,2008,-24
2130340_snosatra,2009,-23
2130340_snosatra,2010,-13
2130340_snosatra,2011,-18
2130340_snosatra,2012,-13
2130340_snosatra,2013,-17
2130340_snosatra,2014,-23
2130420_backaskiftsvagen,2000,-2
2130420_backaskiftsvagen,2001,1
2130420_backaskiftsvagen,2002,1
2130420_backaskiftsvagen,2003,-10
2130420_backaskiftsvagen,2004,-21
2130420_backaskiftsvagen,2005,-16
2130420_backaskiftsvagen,2006,-12
2130420_backaskiftsvagen,2007,-12
2130420_backaskiftsvagen,2008,-15
2130420_backaskiftsvagen,2009,0
2130420_backaskiftsvagen,2010,8
2130420_backaskiftsvagen,2011,13
2130420_backaskiftsvagen,2012,12
2130420_backaskiftsvagen,2013,20
2130420_backaskiftsvagen,2014,30
2130430_ostra_stureby,2000,15
2130430_ostra_stureby,2001,6
2130430_ostra_stureby,2002,25
2130430_ostra_stureby,2003,26
2130430_ostra_stureby,2004,26
2130430_ostra_stureby,2005,34
2130430_ostra_stureby,2006,36
2130430_ostra_stureby,2007,48
2130430_ostra_stureby,2008,53
2130430_ostra_stureby,2009,55
2130430_ostra_stureby,2010,59
2130430_ostra_stureby,2011,51
2130430_ostra_stureby,2012,69
2130430_ostra_stureby,2013,77
2130430_ostra_stureby,2014,98
2130440_vastra_stureby,2000,7
2130440_vastra_stureby,2001,19
2130440_vastra_stureby,2002,21
2130440_vastra_stureby,2003,27
2130440_vastra_stureby,2004,15
2130440_vastra_stureby,2005,17
2130440_vastra_stureby,2006,15
2130440_vastra_stureby,2007,25
2130440_vastra_stureby,2008,22
2130440_vastra_stureby,2009,27
2130440_vastra_stureby,2010,23
2130440_vastra_stureby,2011,37
2130440_vastra_stureby,2012,40
2130440_vastra_stureby,2013,55
2130440_vastra_stureby,2014,73
2130501_orby_n,2000,10
2130501_orby_n,2001,4
2130501_orby_n,2002,-7
2130501_orby_n,2003,-15
2130501_orby_n,2004,-20
2130501_orby_n,2005,-25
2130501_orby_n,2006,-27
2130501_orby_n,2007,-27
2130501_orby_n,2008,-32
2130501_orby_n,2009,-39
2130501_orby_n,2010,-38
2130501_orby_n,2011,-39
2130501_orby_n,2012,-33
2130501_orby_n,2013,-38
2130501_orby_n,2014,-38
2130502_orby_s,2000,14
2130502_orby_s,2001,17
2130502_orby_s,2002,17
2130502_orby_s,2003,23
2130502_orby_s,2004,30
2130502_orby_s,2005,43
2130502_orby_s,2006,61
2130502_orby_s,2007,75
2130502_orby_s,2008,94
2130502_orby_s,2009,117
2130502_orby_s,2010,126
2130502_orby_s,2011,129
2130502_orby_s,2012,145
2130502_orby_s,2013,176
2130502_orby_s,2014,188
2130620_hagsatra_torg,2000,14
2130620_hagsatra_torg,2001,-1
2130620_hagsatra_torg,2002,-12
2130620_hagsatra_torg,2003,-29
2130620_hagsatra_torg,2004,-44
2130620_hagsatra_torg,2005,-43
2130620_hagsatra_torg,2006,-59
2130620_hagsatra_torg,2007,-53
2130620_hagsatra_torg,2008,-73
2130620_hagsatra_torg,2009,-107
2130620_hagsatra_torg,2010,-112
2130620_hagsatra_torg,2011,-110
2130620_hagsatra_torg,2012,-133
2130620_hagsatra_torg,2013,-137
2130620_hagsatra_torg,2014,-133
2130630_ormkarr,2000,7
2130630_ormkarr,2001,7
2130630_ormkarr,2002,4
2130630_ormkarr,2003,6
2130630_ormkarr,2004,7
2130630_ormkarr,2005,2
2130630_ormkarr,2006,11
2130630_ormkarr,2007,11
2130630_ormkarr,2008,3
2130630_ormkarr,2009,-2
2130630_ormkarr,2010,3
2130630_ormkarr,2011,11
2130630_ormkarr,2012,17
2130630_ormkarr,2013,14
2130630_ormkarr,2014,13
2140120_ostra_enskedefaltet,2000,3
2140120_ostra_enskedefaltet,2001,1
2140120_ostra_enskedefaltet,2002,2
2140120_ostra_enskedefaltet,2003,-1
2140120_ostra_enskedefaltet,2004,5
2140120_ostra_enskedefaltet,2005,4
2140120_ostra_enskedefaltet,2006,3
2140120_ostra_enskedefaltet,2007,9
2140120_ostra_enskedefaltet,2008,5
2140120_ostra_enskedefaltet,2009,11
2140120_ostra_enskedefaltet,2010,13
2140120_ostra_enskedefaltet,2011,16
2140120_ostra_enskedefaltet,2012,24
2140120_ostra_enskedefaltet,2013,25
2140120_ostra_enskedefaltet,2014,25
2140210_vastra_enskede_gard,2000,3
2140210_vastra_enskede_gard,2001,-2
2140210_vastra_enskede_gard,2002,0
2140210_vastra_enskede_gard,2003,4
2140210_vastra_enskede_gard,2004,0
2140210_vastra_enskede_gard,2005,5
2140210_vastra_enskede_gard,2006,4
2140210_vastra_enskede_gard,2007,-6
2140210_vastra_enskede_gard,2008,2
2140210_vastra_enskede_gard,2009,17
2140210_vastra_enskede_gard,2010,29
2140210_vastra_enskede_gard,2011,20
2140210_vastra_enskede_gard,2012,12
2140210_vastra_enskede_gard,2013,6
2140210_vastra_enskede_gard,2014,36
2140220_tradskolan,2000,-3
2140220_tradskolan,2001,-7
2140220_tradskolan,2002,-2
2140220_tradskolan,2003,-4
2140220_tradskolan,2004,4
2140220_tradskolan,2005,3
2140220_tradskolan,2006,6
2140220_tradskolan,2007,10
2140220_tradskolan,2008,9
2140220_tradskolan,2009,8
2140220_tradskolan,2010,4
2140220_tradskolan,2011,4
2140220_tradskolan,2012,3
2140220_tradskolan,2013,1
2140220_tradskolan,2014,2
2140320_enskede_kyrka,2000,5
2140320_enskede_kyrka,2001,1
2140320_enskede_kyrka,2002,4
2140320_enskede_kyrka,2003,2
2140320_enskede_kyrka,2004,-4
2140320_enskede_kyrka,2005,2
2140320_enskede_kyrka,2006,11
2140320_enskede_kyrka,2007,14
2140320_enskede_kyrka,2008,18
2140320_enskede_kyrka,2009,16
2140320_enskede_kyrka,2010,4
2140320_enskede_kyrka,2011,-3
2140320_enskede_kyrka,2012,17
2140320_enskede_kyrka,2013,22
2140320_enskede_kyrka,2014,35
2140330_svampvagen,2000,-2
2140330_svampvagen,2001,4
2140330_svampvagen,2002,1
2140330_svampvagen,2003,-1
2140330_svampvagen,2004,0
2140330_svampvagen,2005,9
2140330_svampvagen,2006,15
2140330_svampvagen,2007,12
2140330_svampvagen,2008,32
2140330_svampvagen,2009,38
2140330_svampvagen,2010,42
2140330_svampvagen,2011,56
2140330_svampvagen,2012,54
2140330_svampvagen,2013,57
2140330_svampvagen,2014,56
2140340_sandsborg,2000,13
2140340_sandsborg,2001,2
2140340_sandsborg,2002,-3
2140340_sandsborg,2003,-12
2140340_sandsborg,2004,-17
2140340_sandsborg,2005,-11
2140340_sandsborg,2006,-20
2140340_sandsborg,2007,-29
2140340_sandsborg,2008,-24
2140340_sandsborg,2009,-36
2140340_sandsborg,2010,-37
2140340_sandsborg,2011,-44
2140340_sandsborg,2012,-48
2140340_sandsborg,2013,-38
2140340_sandsborg,2014,-41
2140350_dalen,2000,-5
2140350_dalen,2001,-8
2140350_dalen,2002,-11
2140350_dalen,2003,-1
2140350_dalen,2004,-27
2140350_dalen,2005,-24
2140350_dalen,2006,-33
2140350_dalen,2007,-20
2140350_dalen,2008,-17
2140350_dalen,2009,17
2140350_dalen,2010,17
2140350_dalen,2011,25
2140350_dalen,2012,29
2140350_dalen,2013,23
2140350_dalen,2014,23
2140620_gullmarsplan,2000,-9
2140620_gullmarsplan,2001,-15
2140620_gullmarsplan,2002,-33
2140620_gullmarsplan,2003,-51
2140620_gullmarsplan,2004,-43
2140620_gullmarsplan,2005,-42
2140620_gullmarsplan,2006,-51
2140620_gullmarsplan,2007,-63
2140620_gullmarsplan,2008,-70
2140620_gullmarsplan,2009,-79
2140620_gullmarsplan,2010,-83
2140620_gullmarsplan,2011,-70
2140620_gullmarsplan,2012,-83
2140620_gullmarsplan,2013,-80
2140620_gullmarsplan,2014,-96
2140630_skarmarbrink,2000,-5
2140630_skarmarbrink,2001,-38
2140630_skarmarbrink,2002,-54
2140630_skarmarbrink,2003,-47
2140630_skarmarbrink,2004,-54
2140630_skarmarbrink,2005,-68
2140630_skarmarbrink,2006,-69
2140630_skarmarbrink,2007,-81
2140630_skarmarbrink,2008,-101
2140630_skarmarbrink,2009,-136
2140630_skarmarbrink,2010,-170
2140630_skarmarbrink,2011,-190
2140630_skarmarbrink,2012,-206
2140630_skarmarbrink,2013,-221
2140630_skarmarbrink,2014,-194
2140820_skanskvarn,2000,18
2140820_skanskvarn,2001,20
2140820_skanskvarn,2002,11
2140820_skanskvarn,2003,23
2140820_skanskvarn,2004,26
2140820_skanskvarn,2005,46
2140820_skanskvarn,2006,35
2140820_skanskvarn,2007,53
2140820_skanskvarn,2008,89
2140820_skanskvarn,2009,146
2140820_skanskvarn,2010,143
2140820_skanskvarn,2011,170
2140820_skanskvarn,2012,153
2140820_skanskvarn,2013,146
2140820_skanskvarn,2014,145
2140830_arsta_centrum,2000,40
2140830_arsta_centrum,2001,83
2140830_arsta_centrum,2002,106
2140830_arsta_centrum,2003,90
2140830_arsta_centrum,2004,103
2140830_arsta_centrum,2005,142
2140830_arsta_centrum,2006,172
2140830_arsta_centrum,2007,209
2140830_arsta_centrum,2008,237
2140830_arsta_centrum,2009,196
2140830_arsta_centrum,2010,199
2140830_arsta_centrum,2011,203
2140830_arsta_centrum,2012,209
2140830_arsta_centrum,2013,195
2140830_arsta_centrum,2014,195
2140840_arsta_gard,2000,0
2140840_arsta_gard,2001,0
2140840_arsta_gard,2002,-12
2140840_arsta_gard,2003,-6
2140840_arsta_gard,2004,12
2140840_arsta_gard,2005,39
2140840_arsta_gard,2006,64
2140840_arsta_gard,2007,86
2140840_arsta_gard,2008,114
2140840_arsta_gard,2009,113
2140840_arsta_gard,2010,122
2140840_arsta_gard,2011,120
2140840_arsta_gard,2012,123
2140840_arsta_gard,2013,133
2140840_arsta_gard,2014,120
2140850_valla_garde,2000,7
2140850_valla_garde,2001,16
2140850_valla_garde,2002,17
2140850_valla_garde,2003,9
2140850_valla_garde,2004,8
2140850_valla_garde,2005,8
2140850_valla_garde,2006,24
2140850_valla_garde,2007,26
2140850_valla_garde,2008,41
2140850_valla_garde,2009,60
2140850_valla_garde,2010,58
2140850_valla_garde,2011,71
2140850_valla_garde,2012,79
2140850_valla_garde,2013,77
2140850_valla_garde,2014,85
2150100_bjorkhagen,2000,24
2150100_bjorkhagen,2001,42
2150100_bjorkhagen,2002,52
2150100_bjorkhagen,2003,84
2150100_bjorkhagen,2004,85
2150100_bjorkhagen,2005,88
2150100_bjorkhagen,2006,115
2150100_bjorkhagen,2007,127
2150100_bjorkhagen,2008,150
2150100_bjorkhagen,2009,181
2150100_bjorkhagen,2010,201
2150100_bjorkhagen,2011,208
2150100_bjorkhagen,2012,228
2150100_bjorkhagen,2013,237
2150100_bjorkhagen,2014,230
2150200_enskededalen,2000,5
2150200_enskededalen,2001,6
2150200_enskededalen,2002,6
2150200_enskededalen,2003,2
2150200_enskededalen,2004,5
2150200_enskededalen,2005,11
2150200_enskededalen,2006,7
2150200_enskededalen,2007,14
2150200_enskededalen,2008,20
2150200_enskededalen,2009,30
2150200_enskededalen,2010,37
2150200_enskededalen,2011,50
2150200_enskededalen,2012,89
2150200_enskededalen,2013,121
2150200_enskededalen,2014,114
2150400_okand,2000,-20
2150400_okand,2001,5
2150400_okand,2002,-13
2150400_okand,2003,-6
2150400_okand,2004,-2
2150400_okand,2005,-10
2150400_okand,2006,-18
2150400_okand,2007,-9
2150400_okand,2008,-10
2150400_okand,2009,37
2150401_blasut,2010,12
2150401_blasut,2011,24
2150401_blasut,2012,27
2150401_blasut,2013,47
2150401_blasut,2014,114
2150402_hammarbyhojden,2010,-18
2150402_hammarbyhojden,2011,-58
2150402_hammarbyhojden,2012,-37
2150402_hammarbyhojden,2013,-55
2150402_hammarbyhojden,2014,-71
2150500_karrtorp,2000,7
2150500_karrtorp,2001,12
2150500_karrtorp,2002,10
2150500_karrtorp,2003,6
2150500_karrtorp,2004,14
2150500_karrtorp,2005,11
2150500_karrtorp,2006,12
2150500_karrtorp,2007,11
2150500_karrtorp,2008,29
2150500_karrtorp,2009,74
2150500_karrtorp,2010,117
2150500_karrtorp,2011,158
2150500_karrtorp,2012,178
2150500_karrtorp,2013,208
2150500_karrtorp,2014,221
2150720_pungpinan,2000,2
2150720_pungpinan,2001,-1
2150720_pungpinan,2002,6
2150720_pungpinan,2003,8
2150720_pungpinan,2004,13
2150720_pungpinan,2005,13
2150720_pungpinan,2006,21
2150720_pungpinan,2007,32
2150720_pungpinan,2008,36
2150720_pungpinan,2009,67
2150720_pungpinan,2010,93
2150720_pungpinan,2011,103
2150720_pungpinan,2012,118
2150720_pungpinan,2013,128
2150720_pungpinan,2014,133
2150731_skarpnacksfaltet_o,2000,-1
2150731_skarpnacksfaltet_o,2001,-6
2150731_skarpnacksfaltet_o,2002,-2
2150731_skarpnacksfaltet_o,2003,-10
2150731_skarpnacksfaltet_o,2004,-23
2150731_skarpnacksfaltet_o,2005,-36
2150731_skarpnacksfaltet_o,2006,-43
2150731_skarpnacksfaltet_o,2007,-50
2150731_skarpnacksfaltet_o,2008,-49
2150731_skarpnacksfaltet_o,2009,-29
2150731_skarpnacksfaltet_o,2010,-26
2150731_skarpnacksfaltet_o,2011,-20
2150731_skarpnacksfaltet_o,2012,-16
2150731_skarpnacksfaltet_o,2013,7
2150731_skarpnacksfaltet_o,2014,39
2150732_skarpnacksfaltet_v,2000,-3
2150732_skarpnacksfaltet_v,2001,-2
2150732_skarpnacksfaltet_v,2002,-5
2150732_skarpnacksfaltet_v,2003,-2
2150732_skarpnacksfaltet_v,2004,-12
2150732_skarpnacksfaltet_v,2005,-12
2150732_skarpnacksfaltet_v,2006,-28
2150732_skarpnacksfaltet_v,2007,-39
2150732_skarpnacksfaltet_v,2008,-29
2150732_skarpnacksfaltet_v,2009,-34
2150732_skarpnacksfaltet_v,2010,-39
2150732_skarpnacksfaltet_v,2011,-47
2150732_skarpnacksfaltet_v,2012,-48
2150732_skarpnacksfaltet_v,2013,-59
2150732_skarpnacksfaltet_v,2014,-64
2150740_skarpa_by,2000,0
2150740_skarpa_by,2001,3
2150740_skarpa_by,2002,0
2150740_skarpa_by,2003,0
2150740_skarpa_by,2004,3
2150740_skarpa_by,2005,3
2150740_skarpa_by,2006,3
2150740_skarpa_by,2007,3
2150740_skarpa_by,2008,3
2150740_skarpa_by,2009,6
2150740_skarpa_by,2010,5
2150740_skarpa_by,2011,5
2150740_skarpa_by,2012,8
2150740_skarpa_by,2013,11
2150740_skarpa_by,2014,8
2150820_lagaplan,2000,26
2150820_lagaplan,2001,14
2150820_lagaplan,2002,16
2150820_lagaplan,2003,9
2150820_lagaplan,2004,42
2150820_lagaplan,2005,31
2150820_lagaplan,2006,14
2150820_lagaplan,2007,26
2150820_lagaplan,2008,63
2150820_lagaplan,2009,106
2150820_lagaplan,2010,128
2150820_lagaplan,2011,130
2150820_lagaplan,2012,143
2150820_lagaplan,2013,156
2150820_lagaplan,2014,183
2150830_sodra_bagarmossen,2000,2
2150830_sodra_bagarmossen,2001,12
2150830_sodra_bagarmossen,2002,14
2150830_sodra_bagarmossen,2003,22
2150830_sodra_bagarmossen,2004,22
2150830_sodra_bagarmossen,2005,25
2150830_sodra_bagarmossen,2006,29
2150830_sodra_bagarmossen,2007,37
2150830_sodra_bagarmossen,2008,49
2150830_sodra_bagarmossen,2009,50
2150830_sodra_bagarmossen,2010,57
2150830_sodra_bagarmossen,2011,63
2150830_sodra_bagarmossen,2012,62
2150830_sodra_bagarmossen,2013,70
2150830_sodra_bagarmossen,2014,79
2150840_norra_bagarmossen,2000,2
2150840_norra_bagarmossen,2001,12
2150840_norra_bagarmossen,2002,12
2150840_norra_bagarmossen,2003,-2
2150840_norra_bagarmossen,2004,-14
2150840_norra_bagarmossen,2005,-14
2150840_norra_bagarmossen,2006,-14
2150840_norra_bagarmossen,2007,-17
2150840_norra_bagarmossen,2008,-24
2150840_norra_bagarmossen,2009,-12
2150840_norra_bagarmossen,2010,-8
2150840_norra_bagarmossen,2011,-12
2150840_norra_bagarmossen,2012,-20
2150840_norra_bagarmossen,2013,-17
2150840_norra_bagarmossen,2014,-15
2160120_havsornstorget,2000,4
2160120_havsornstorget,2001,3
2160120_havsornstorget,2002,2
2160120_havsornstorget,2003,-6
2160120_havsornstorget,2004,-5
2160120_havsornstorget,2005,-16
2160120_havsornstorget,2006,-13
2160120_havsornstorget,2007,-33
2160120_havsornstorget,2008,-39
2160120_havsornstorget,2009,-55
2160120_havsornstorget,2010,-42
2160120_havsornstorget,2011,-36
2160120_havsornstorget,2012,-45
2160120_havsornstorget,2013,-48
2160120_havsornstorget,2014,-41
2160130_fagersjovagen,2000,-3
2160130_fagersjovagen,2001,-6
2160130_fagersjovagen,2002,-4
2160130_fagersjovagen,2003,-3
2160130_fagersjovagen,2004,-6
2160130_fagersjovagen,2005,-6
2160130_fagersjovagen,2006,-5
2160130_fagersjovagen,2007,-5
2160130_fagersjovagen,2008,2
2160130_fagersjovagen,2009,8
2160130_fagersjovagen,2010,11
2160130_fagersjovagen,2011,14
2160130_fagersjovagen,2012,30
2160130_fagersjovagen,2013,38
2160130_fagersjovagen,2014,39
2160220_sodra_farsta,2000,10
2160220_sodra_farsta,2001,7
2160220_sodra_farsta,2002,11
2160220_sodra_farsta,2003,16
2160220_sodra_farsta,2004,20
2160220_sodra_farsta,2005,21
2160220_sodra_farsta,2006,13
2160220_sodra_farsta,2007,10
2160220_sodra_farsta,2008,-18
2160220_sodra_farsta,2009,-16
2160220_sodra_farsta,2010,-1
2160220_sodra_farsta,2011,16
2160220_sodra_farsta,2012,19
2160220_sodra_farsta,2013,9
2160220_sodra_farsta,2014,7
2160230_vastra_farsta,2000,-2
2160230_vastra_farsta,2001,0
2160230_vastra_farsta,2002,4
2160230_vastra_farsta,2003,3
2160230_vastra_farsta,2004,10
2160230_vastra_farsta,2005,10
2160230_vastra_farsta,2006,16
2160230_vastra_farsta,2007,17
2160230_vastra_farsta,2008,23
2160230_vastra_farsta,2009,29
2160230_vastra_farsta,2010,36
2160230_vastra_farsta,2011,49
2160230_vastra_farsta,2012,71
2160230_vastra_farsta,2013,87
2160230_vastra_farsta,2014,92
2160240_ostra_farsta,2000,2
2160240_ostra_farsta,2001,6
2160240_ostra_farsta,2002,9
2160240_ostra_farsta,2003,23
2160240_ostra_farsta,2004,28
2160240_ostra_farsta,2005,19
2160240_ostra_farsta,2006,5
2160240_ostra_farsta,2007,11
2160240_ostra_farsta,2008,10
2160240_ostra_farsta,2009,-5
2160240_ostra_farsta,2010,4
2160240_ostra_farsta,2011,10
2160240_ostra_farsta,2012,21
2160240_ostra_farsta,2013,70
2160240_ostra_farsta,2014,98
2160260_norra_farsta,2000,-4
2160260_norra_farsta,2001,-4
2160260_norra_farsta,2002,-12
2160260_norra_farsta,2003,-10
