basomrade,year,population_20xx_12_31_male
4440200_roslags_kulla_fd_forsaml,2005,296
4440200_roslags_kulla_fd_forsaml,2006,289
4440200_roslags_kulla_fd_forsaml,2007,292
4440200_roslags_kulla_fd_forsaml,2008,284
4440200_roslags_kulla_fd_forsaml,2009,286
4440200_roslags_kulla_fd_forsaml,2010,291
4440200_roslags_kulla_fd_forsaml,2011,288
4440200_roslags_kulla_fd_forsaml,2012,292
4440200_roslags_kulla_fd_forsaml,2013,294
4440200_roslags_kulla_fd_forsaml,2014,305
4450110_ekbacken,2000,402
4450110_ekbacken,2001,397
4450110_ekbacken,2002,394
4450110_ekbacken,2003,399
4450110_ekbacken,2004,405
4450110_ekbacken,2005,417
4450110_ekbacken,2006,414
4450110_ekbacken,2007,428
4450110_ekbacken,2008,403
4450110_ekbacken,2009,404
4450110_ekbacken,2010,410
4450110_ekbacken,2011,409
4450110_ekbacken,2012,403
4450110_ekbacken,2013,439
4450110_ekbacken,2014,463
4450120_runo_gard,2000,849
4450120_runo_gard,2001,847
4450120_runo_gard,2002,836
4450120_runo_gard,2003,828
4450120_runo_gard,2004,844
4450120_runo_gard,2005,831
4450120_runo_gard,2006,826
4450120_runo_gard,2007,820
4450120_runo_gard,2008,815
4450120_runo_gard,2009,812
4450120_runo_gard,2010,812
4450120_runo_gard,2011,809
4450120_runo_gard,2012,797
4450120_runo_gard,2013,798
4450120_runo_gard,2014,782
4450130_akersberga,2000,1945
4450130_akersberga,2001,2165
4450130_akersberga,2002,2192
4450130_akersberga,2003,2210
4450130_akersberga,2004,2322
4450130_akersberga,2005,2270
4450130_akersberga,2006,2359
4450130_akersberga,2007,2319
4450130_akersberga,2008,2368
4450130_akersberga,2009,2357
4450130_akersberga,2010,2404
4450130_akersberga,2011,2448
4450130_akersberga,2012,2585
4450130_akersberga,2013,2621
4450130_akersberga,2014,2704
4450140_kullen,2000,191
4450140_kullen,2001,196
4450140_kullen,2002,190
4450140_kullen,2003,190
4450140_kullen,2004,200
4450140_kullen,2005,203
4450140_kullen,2006,203
4450140_kullen,2007,203
4450140_kullen,2008,204
4450140_kullen,2009,210
4450140_kullen,2010,207
4450140_kullen,2011,196
4450140_kullen,2012,199
4450140_kullen,2013,201
4450140_kullen,2014,202
4450150_ostra_sora,2000,714
4450150_ostra_sora,2001,696
4450150_ostra_sora,2002,678
4450150_ostra_sora,2003,688
4450150_ostra_sora,2004,685
4450150_ostra_sora,2005,673
4450150_ostra_sora,2006,679
4450150_ostra_sora,2007,678
4450150_ostra_sora,2008,686
4450150_ostra_sora,2009,705
4450150_ostra_sora,2010,726
4450150_ostra_sora,2011,754
4450150_ostra_sora,2012,784
4450150_ostra_sora,2013,804
4450150_ostra_sora,2014,834
4450160_vastra_sora,2000,409
4450160_vastra_sora,2001,399
4450160_vastra_sora,2002,382
4450160_vastra_sora,2003,400
4450160_vastra_sora,2004,388
4450160_vastra_sora,2005,384
4450160_vastra_sora,2006,381
4450160_vastra_sora,2007,384
4450160_vastra_sora,2008,421
4450160_vastra_sora,2009,440
4450160_vastra_sora,2010,446
4450160_vastra_sora,2011,461
4450160_vastra_sora,2012,476
4450160_vastra_sora,2013,474
4450160_vastra_sora,2014,468
4450170_neptunus,2000,156
4450170_neptunus,2001,161
4450170_neptunus,2002,162
4450170_neptunus,2003,155
4450170_neptunus,2004,159
4450170_neptunus,2005,160
4450170_neptunus,2006,155
4450170_neptunus,2007,168
4450170_neptunus,2008,171
4450170_neptunus,2009,166
4450170_neptunus,2010,152
4450170_neptunus,2011,157
4450170_neptunus,2012,156
4450170_neptunus,2013,153
4450170_neptunus,2014,164
4450180_kungsangen,2000,749
4450180_kungsangen,2001,751
4450180_kungsangen,2002,763
4450180_kungsangen,2003,769
4450180_kungsangen,2004,792
4450180_kungsangen,2005,796
4450180_kungsangen,2006,810
4450180_kungsangen,2007,815
4450180_kungsangen,2008,812
4450180_kungsangen,2009,818
4450180_kungsangen,2010,814
4450180_kungsangen,2011,807
4450180_kungsangen,2012,835
4450180_kungsangen,2013,836
4450180_kungsangen,2014,843
4450190_tunagard_osterskar,2000,1132
4450190_tunagard_osterskar,2001,1156
4450190_tunagard_osterskar,2002,1144
4450190_tunagard_osterskar,2003,1151
4450190_tunagard_osterskar,2004,1154
4450190_tunagard_osterskar,2005,1184
4450190_tunagard_osterskar,2006,1171
4450190_tunagard_osterskar,2007,1194
4450190_tunagard_osterskar,2008,1176
4450190_tunagard_osterskar,2009,1208
4450190_tunagard_osterskar,2010,1241
4450190_tunagard_osterskar,2011,1257
4450190_tunagard_osterskar,2012,1265
4450190_tunagard_osterskar,2013,1265
4450190_tunagard_osterskar,2014,1261
4450210_akerstorp,2000,832
4450210_akerstorp,2001,839
4450210_akerstorp,2002,846
4450210_akerstorp,2003,830
4450210_akerstorp,2004,819
4450210_akerstorp,2005,821
4450210_akerstorp,2006,838
4450210_akerstorp,2007,871
4450210_akerstorp,2008,891
4450210_akerstorp,2009,909
4450210_akerstorp,2010,927
4450210_akerstorp,2011,951
4450210_akerstorp,2012,953
4450210_akerstorp,2013,957
4450210_akerstorp,2014,973
4450220_smedby,2000,486
4450220_smedby,2001,493
4450220_smedby,2002,497
4450220_smedby,2003,504
4450220_smedby,2004,511
4450220_smedby,2005,514
4450220_smedby,2006,513
4450220_smedby,2007,513
4450220_smedby,2008,577
4450220_smedby,2009,614
4450220_smedby,2010,627
4450220_smedby,2011,627
4450220_smedby,2012,634
4450220_smedby,2013,638
4450220_smedby,2014,687
4450230_hacksta,2000,645
4450230_hacksta,2001,461
4450230_hacksta,2002,459
4450230_hacksta,2003,462
4450230_hacksta,2004,460
4450230_hacksta,2005,457
4450230_hacksta,2006,453
4450230_hacksta,2007,450
4450230_hacksta,2008,455
4450230_hacksta,2009,455
4450230_hacksta,2010,461
4450230_hacksta,2011,462
4450230_hacksta,2012,459
4450230_hacksta,2013,476
4450230_hacksta,2014,461
4450240_skansta,2000,983
4450240_skansta,2001,975
4450240_skansta,2002,967
4450240_skansta,2003,981
4450240_skansta,2004,993
4450240_skansta,2005,986
4450240_skansta,2006,988
4450240_skansta,2007,1001
4450240_skansta,2008,999
4450240_skansta,2009,1004
4450240_skansta,2010,1013
4450240_skansta,2011,1013
4450240_skansta,2012,1014
4450240_skansta,2013,997
4450240_skansta,2014,1004
4450250_singo,2000,198
4450250_singo,2001,208
4450250_singo,2002,212
4450250_singo,2003,219
4450250_singo,2004,223
4450250_singo,2005,232
4450250_singo,2006,232
4450250_singo,2007,231
4450250_singo,2008,243
4450250_singo,2009,251
4450250_singo,2010,254
4450250_singo,2011,260
4450250_singo,2012,269
4450250_singo,2013,274
4450250_singo,2014,268
4450260_asatra,2000,574
4450260_asatra,2001,595
4450260_asatra,2002,610
4450260_asatra,2003,642
4450260_asatra,2004,658
4450260_asatra,2005,691
4450260_asatra,2006,691
4450260_asatra,2007,714
4450260_asatra,2008,722
4450260_asatra,2009,720
4450260_asatra,2010,707
4450260_asatra,2011,710
4450260_asatra,2012,714
4450260_asatra,2013,718
4450260_asatra,2014,742
4450310_margretelund,2000,775
4450310_margretelund,2001,843
4450310_margretelund,2002,932
4450310_margretelund,2003,967
4450310_margretelund,2004,998
4450310_margretelund,2005,1020
4450310_margretelund,2006,1029
4450310_margretelund,2007,1041
4450310_margretelund,2008,1070
4450310_margretelund,2009,1086
4450310_margretelund,2010,1122
4450310_margretelund,2011,1123
4450310_margretelund,2012,1128
4450310_margretelund,2013,1105
4450310_margretelund,2014,1118
4450320_trasatra,2000,2090
4450320_trasatra,2001,2075
4450320_trasatra,2002,2039
4450320_trasatra,2003,2015
4450320_trasatra,2004,2011
4450320_trasatra,2005,2001
4450320_trasatra,2006,2004
4450320_trasatra,2007,2009
4450320_trasatra,2008,2015
4450320_trasatra,2009,2039
4450320_trasatra,2010,1992
4450320_trasatra,2011,1986
4450320_trasatra,2012,1980
4450320_trasatra,2013,2001
4450320_trasatra,2014,1998
4450330_flaxenvik,2000,526
4450330_flaxenvik,2001,552
4450330_flaxenvik,2002,566
4450330_flaxenvik,2003,592
4450330_flaxenvik,2004,622
4450330_flaxenvik,2005,649
4450330_flaxenvik,2006,679
4450330_flaxenvik,2007,679
4450330_flaxenvik,2008,689
4450330_flaxenvik,2009,699
4450330_flaxenvik,2010,706
4450330_flaxenvik,2011,727
4450330_flaxenvik,2012,738
4450330_flaxenvik,2013,744
4450330_flaxenvik,2014,792
4450340_skargardsstad,2000,790
4450340_skargardsstad,2001,838
4450340_skargardsstad,2002,879
4450340_skargardsstad,2003,898
4450340_skargardsstad,2004,919
4450340_skargardsstad,2005,930
4450340_skargardsstad,2006,924
4450340_skargardsstad,2007,915
4450340_skargardsstad,2008,937
4450340_skargardsstad,2009,924
4450340_skargardsstad,2010,945
4450340_skargardsstad,2011,937
4450340_skargardsstad,2012,952
4450340_skargardsstad,2013,947
4450340_skargardsstad,2014,956
4451231_okand,2000,280
4451231_okand,2001,290
4451231_okand,2002,315
4451231_okand,2003,334
4451231_okand,2004,403
4451231_okand,2005,472
4451231_okand,2006,510
4451231_okand,2007,535
4451231_okand,2008,536
4451231_okand,2009,547
4451240_norra_runo,2000,323
4451240_norra_runo,2001,359
4451240_norra_runo,2002,398
4451240_norra_runo,2003,453
4451240_norra_runo,2004,470
4451240_norra_runo,2005,495
4451240_norra_runo,2006,514
4451240_norra_runo,2007,517
4451240_norra_runo,2008,530
4451240_norra_runo,2009,560
4451240_norra_runo,2010,568
4451240_norra_runo,2011,573
4451240_norra_runo,2012,575
4451240_norra_runo,2013,590
4451240_norra_runo,2014,596
4451250_svinninge,2000,426
4451250_svinninge,2001,433
4451250_svinninge,2002,448
4451250_svinninge,2003,476
4451250_svinninge,2004,495
4451250_svinninge,2005,496
4451250_svinninge,2006,507
4451250_svinninge,2007,513
4451250_svinninge,2008,536
4451250_svinninge,2009,544
4451250_svinninge,2010,565
4451250_svinninge,2011,565
4451250_svinninge,2012,585
4451250_svinninge,2013,582
4451250_svinninge,2014,591
4451410_rydbo,2000,248
4451410_rydbo,2001,267
4451410_rydbo,2002,276
4451410_rydbo,2003,277
4451410_rydbo,2004,270
4451410_rydbo,2005,271
4451410_rydbo,2006,302
4451410_rydbo,2007,300
4451410_rydbo,2008,299
4451410_rydbo,2009,303
4451410_rydbo,2010,302
4451410_rydbo,2011,302
4451410_rydbo,2012,300
4451410_rydbo,2013,296
4451410_rydbo,2014,295
4451420_svartgarn,2000,312
4451420_svartgarn,2001,333
4451420_svartgarn,2002,359
4451420_svartgarn,2003,385
4451420_svartgarn,2004,393
4451420_svartgarn,2005,407
4451420_svartgarn,2006,416
4451420_svartgarn,2007,416
4451420_svartgarn,2008,439
4451420_svartgarn,2009,447
4451420_svartgarn,2010,460
4451420_svartgarn,2011,463
4451420_svartgarn,2012,464
4451420_svartgarn,2013,474
4451420_svartgarn,2014,503
4451430_ostra_ryds_glesbygd,2000,80
4451430_ostra_ryds_glesbygd,2001,71
4451430_ostra_ryds_glesbygd,2002,72
4451430_ostra_ryds_glesbygd,2003,78
4451430_ostra_ryds_glesbygd,2004,80
4451430_ostra_ryds_glesbygd,2005,72
4451430_ostra_ryds_glesbygd,2006,68
4451430_ostra_ryds_glesbygd,2007,67
4451430_ostra_ryds_glesbygd,2008,69
4451430_ostra_ryds_glesbygd,2009,71
4451430_ostra_ryds_glesbygd,2010,76
4451430_ostra_ryds_glesbygd,2011,76
4451430_ostra_ryds_glesbygd,2012,85
4451430_ostra_ryds_glesbygd,2013,86
4451430_ostra_ryds_glesbygd,2014,90
5610200_mortnas,2000,547
5610200_mortnas,2001,565
5610200_mortnas,2002,594
5610200_mortnas,2003,611
5610200_mortnas,2004,627
5610200_mortnas,2005,655
5610200_mortnas,2006,669
5610200_mortnas,2007,711
5610200_mortnas,2008,732
5610200_mortnas,2009,753
5610200_mortnas,2010,788
5610200_mortnas,2011,818
5610200_mortnas,2012,849
5610200_mortnas,2013,911
5610200_mortnas,2014,996
5610500_okand,2000,483
5610500_okand,2001,494
5610500_okand,2002,486
5610500_okand,2003,496
5610500_okand,2004,499
5610500_okand,2005,516
5610500_okand,2006,526
5610500_okand,2007,544
5610500_okand,2008,546
5610500_okand,2009,546
5611110_munkmora,2000,643
5611110_munkmora,2001,655
5611110_munkmora,2002,655
5611110_munkmora,2003,633
5611110_munkmora,2004,617
5611110_munkmora,2005,606
5611110_munkmora,2006,602
5611110_munkmora,2007,610
5611110_munkmora,2008,619
5611110_munkmora,2009,636
5611110_munkmora,2010,655
5611110_munkmora,2011,658
5611110_munkmora,2012,641
5611110_munkmora,2013,660
5611110_munkmora,2014,666
5611120_lugnet_flerbostadshus,2000,514
5611120_lugnet_flerbostadshus,2001,506
5611120_lugnet_flerbostadshus,2002,496
5611120_lugnet_flerbostadshus,2003,481
5611120_lugnet_flerbostadshus,2004,481
5611120_lugnet_flerbostadshus,2005,466
5611120_lugnet_flerbostadshus,2006,498
5611120_lugnet_flerbostadshus,2007,491
5611120_lugnet_flerbostadshus,2008,509
5611120_lugnet_flerbostadshus,2009,494
5611120_lugnet_flerbostadshus,2010,509
5611120_lugnet_flerbostadshus,2011,496
5611120_lugnet_flerbostadshus,2012,507
5611120_lugnet_flerbostadshus,2013,504
5611120_lugnet_flerbostadshus,2014,533
5611130_lugnet_smahus,2000,606
5611130_lugnet_smahus,2001,615
5611130_lugnet_smahus,2002,600
5611130_lugnet_smahus,2003,603
5611130_lugnet_smahus,2004,620
5611130_lugnet_smahus,2005,615
5611130_lugnet_smahus,2006,616
5611130_lugnet_smahus,2007,587
5611130_lugnet_smahus,2008,587
5611130_lugnet_smahus,2009,594
5611130_lugnet_smahus,2010,600
5611130_lugnet_smahus,2011,587
5611130_lugnet_smahus,2012,603
5611130_lugnet_smahus,2013,617
5611130_lugnet_smahus,2014,626
5611140_hojdhagen,2000,452
5611140_hojdhagen,2001,437
5611140_hojdhagen,2002,440
5611140_hojdhagen,2003,451
5611140_hojdhagen,2004,440
5611140_hojdhagen,2005,434
5611140_hojdhagen,2006,447
5611140_hojdhagen,2007,467
5611140_hojdhagen,2008,476
5611140_hojdhagen,2009,505
5611140_hojdhagen,2010,545
5611140_hojdhagen,2011,594
5611140_hojdhagen,2012,624
5611140_hojdhagen,2013,680
5611140_hojdhagen,2014,679
5611150_okand,2000,1124
5611150_okand,2001,1156
5611150_okand,2002,1161
5611150_okand,2003,1149
5611150_okand,2004,1271
5611150_okand,2005,1447
5611150_okand,2006,1513
5611150_okand,2007,1721
5611150_okand,2008,1803
5611150_okand,2009,1858
5611160_osby_grind,2000,172
5611160_osby_grind,2001,174
5611160_osby_grind,2002,172
5611160_osby_grind,2003,165
5611160_osby_grind,2004,162
5611160_osby_grind,2005,169
5611160_osby_grind,2006,166
5611160_osby_grind,2007,167
5611160_osby_grind,2008,168
5611160_osby_grind,2009,164
5611160_osby_grind,2010,158
5611160_osby_grind,2011,155
5611160_osby_grind,2012,152
5611160_osby_grind,2013,143
5611160_osby_grind,2014,154
5611170_osbydalen,2000,736
5611170_osbydalen,2001,748
5611170_osbydalen,2002,742
5611170_osbydalen,2003,725
5611170_osbydalen,2004,733
5611170_osbydalen,2005,728
5611170_osbydalen,2006,728
5611170_osbydalen,2007,729
5611170_osbydalen,2008,709
5611170_osbydalen,2009,723
5611170_osbydalen,2010,717
5611170_osbydalen,2011,716
5611170_osbydalen,2012,714
5611170_osbydalen,2013,698
5611170_osbydalen,2014,699
5611190_holmviksskogen,2000,336
5611190_holmviksskogen,2001,325
5611190_holmviksskogen,2002,323
5611190_holmviksskogen,2003,325
5611190_holmviksskogen,2004,316
5611190_holmviksskogen,2005,325
5611190_holmviksskogen,2006,326
5611190_holmviksskogen,2007,317
5611190_holmviksskogen,2008,312
5611190_holmviksskogen,2009,303
5611190_holmviksskogen,2010,324
5611190_holmviksskogen,2011,338
5611190_holmviksskogen,2012,320
5611190_holmviksskogen,2013,329
5611190_holmviksskogen,2014,333
5620100_brunn,2000,446
5620100_brunn,2001,441
5620100_brunn,2002,445
5620100_brunn,2003,461
5620100_brunn,2004,478
5620100_brunn,2005,480
5620100_brunn,2006,489
5620100_brunn,2007,486
5620100_brunn,2008,485
5620100_brunn,2009,495
5620100_brunn,2010,495
5620100_brunn,2011,516
5620100_brunn,2012,517
5620100_brunn,2013,520
5620100_brunn,2014,524
5620510_okand,2000,877
5620510_okand,2001,968
5620510_okand,2002,1001
5620510_okand,2003,1039
5620510_okand,2004,1057
5620510_okand,2005,1092
5620510_okand,2006,1105
5620510_okand,2007,1131
5620510_okand,2008,1150
5620510_okand,2009,1157
5620520_sydvastra_ingaro,2000,479
5620520_sydvastra_ingaro,2001,504
5620520_sydvastra_ingaro,2002,510
5620520_sydvastra_ingaro,2003,534
5620520_sydvastra_ingaro,2004,565
5620520_sydvastra_ingaro,2005,566
5620520_sydvastra_ingaro,2006,616
5620520_sydvastra_ingaro,2007,631
5620520_sydvastra_ingaro,2008,639
5620520_sydvastra_ingaro,2009,653
5620520_sydvastra_ingaro,2010,656
5620520_sydvastra_ingaro,2011,686
5620520_sydvastra_ingaro,2012,713
5620520_sydvastra_ingaro,2013,719
5620520_sydvastra_ingaro,2014,743
5620530_okand,2000,961
5620530_okand,2001,1004
5620530_okand,2002,1041
5620530_okand,2003,1063
5620530_okand,2004,1070
5620530_okand,2005,1093
5620530_okand,2006,1089
5620530_okand,2007,1146
5620530_okand,2008,1166
5620530_okand,2009,1160
5630110_hemmesta,2000,859
5630110_hemmesta,2001,863
5630110_hemmesta,2002,863
5630110_hemmesta,2003,881
5630110_hemmesta,2004,876
5630110_hemmesta,2005,885
5630110_hemmesta,2006,886
5630110_hemmesta,2007,913
5630110_hemmesta,2008,909
5630110_hemmesta,2009,911
5630110_hemmesta,2010,922
5630110_hemmesta,2011,919
5630110_hemmesta,2012,935
5630110_hemmesta,2013,944
5630110_hemmesta,2014,984
5630120_fruvik,2000,478
5630120_fruvik,2001,481
5630120_fruvik,2002,489
5630120_fruvik,2003,482
5630120_fruvik,2004,510
5630120_fruvik,2005,562
5630120_fruvik,2006,621
5630120_fruvik,2007,679
5630120_fruvik,2008,685
5630120_fruvik,2009,702
5630120_fruvik,2010,711
5630120_fruvik,2011,707
5630120_fruvik,2012,713
5630120_fruvik,2013,706
5630120_fruvik,2014,710
5630130_hemmestahojden,2000,217
5630130_hemmestahojden,2001,215
5630130_hemmestahojden,2002,220
5630130_hemmestahojden,2003,207
5630130_hemmestahojden,2004,221
5630130_hemmestahojden,2005,228
5630130_hemmestahojden,2006,297
5630130_hemmestahojden,2007,313
5630130_hemmestahojden,2008,302
5630130_hemmestahojden,2009,298
5630130_hemmestahojden,2010,308
5630130_hemmestahojden,2011,309
5630130_hemmestahojden,2012,342
5630130_hemmestahojden,2013,339
5630130_hemmestahojden,2014,335
5630200_angsvik,2000,228
5630200_angsvik,2001,228
5630200_angsvik,2002,234
5630200_angsvik,2003,240
5630200_angsvik,2004,244
5630200_angsvik,2005,227
5630200_angsvik,2006,223
5630200_angsvik,2007,228
5630200_angsvik,2008,232
5630200_angsvik,2009,230
5630200_angsvik,2010,237
5630200_angsvik,2011,234
5630200_angsvik,2012,228
5630200_angsvik,2013,235
5630200_angsvik,2014,233
5630300_skeppsdalsstrom,2000,909
5630300_skeppsdalsstrom,2001,970
5630300_skeppsdalsstrom,2002,1087
5630300_skeppsdalsstrom,2003,1132
5630300_skeppsdalsstrom,2004,1279
5630300_skeppsdalsstrom,2005,1381
5630300_skeppsdalsstrom,2006,1423
5630300_skeppsdalsstrom,2007,1477
5630300_skeppsdalsstrom,2008,1513
5630300_skeppsdalsstrom,2009,1532
5630300_skeppsdalsstrom,2010,1531
5630300_skeppsdalsstrom,2011,1549
5630300_skeppsdalsstrom,2012,1572
5630300_skeppsdalsstrom,2013,1582
5630300_skeppsdalsstrom,2014,1619
5630400_kopparmora,2000,351
5630400_kopparmora,2001,350
5630400_kopparmora,2002,346
5630400_kopparmora,2003,347
5630400_kopparmora,2004,349
5630400_kopparmora,2005,350
5630400_kopparmora,2006,348
5630400_kopparmora,2007,354
5630400_kopparmora,2008,342
5630400_kopparmora,2009,327
5630400_kopparmora,2010,334
5630400_kopparmora,2011,347
5630400_kopparmora,2012,349
5630400_kopparmora,2013,354
5630400_kopparmora,2014,348
5630510_okand,2000,1307
5630510_okand,2001,1376
5630510_okand,2002,1420
5630510_okand,2003,1447
5630510_okand,2004,1473
5630510_okand,2005,1529
5630510_okand,2006,1548
5630510_okand,2007,1579
5630510_okand,2008,1630
5630510_okand,2009,1630
5630520_okand,2000,772
5630520_okand,2001,820
5630520_okand,2002,842
5630520_okand,2003,844
5630520_okand,2004,844
5630520_okand,2005,851
5630520_okand,2006,866
5630520_okand,2007,905
5630520_okand,2008,921
5630520_okand,2009,937
5630600_varmdo_norra_skargard,2000,132
5630600_varmdo_norra_skargard,2001,127
5630600_varmdo_norra_skargard,2002,126
5630600_varmdo_norra_skargard,2003,133
5630600_varmdo_norra_skargard,2004,133
5630600_varmdo_norra_skargard,2005,135
5630600_varmdo_norra_skargard,2006,134
5630600_varmdo_norra_skargard,2007,141
5630600_varmdo_norra_skargard,2008,138
5630600_varmdo_norra_skargard,2009,139
5630600_varmdo_norra_skargard,2010,138
5630600_varmdo_norra_skargard,2011,133
5630600_varmdo_norra_skargard,2012,129
5630600_varmdo_norra_skargard,2013,132
5630600_varmdo_norra_skargard,2014,128
5640100_djurhamn,2000,484
5640100_djurhamn,2001,484
5640100_djurhamn,2002,477
5640100_djurhamn,2003,474
5640100_djurhamn,2004,474
5640100_djurhamn,2005,464
5640100_djurhamn,2006,478
5640100_djurhamn,2007,491
5640100_djurhamn,2008,484
5640100_djurhamn,2009,489
5640100_djurhamn,2010,478
5640100_djurhamn,2011,468
5640100_djurhamn,2012,462
5640100_djurhamn,2013,455
5640100_djurhamn,2014,453
5640200_stavsnas,2000,366
5640200_stavsnas,2001,359
5640200_stavsnas,2002,370
5640200_stavsnas,2003,371
5640200_stavsnas,2004,373
5640200_stavsnas,2005,365
5640200_stavsnas,2006,375
5640200_stavsnas,2007,399
5640200_stavsnas,2008,390
