basomrade,year,cumulative_immigration_surplus
1210320_ekhagen,2010,-318
1210320_ekhagen,2011,-231
1210320_ekhagen,2012,-281
1210320_ekhagen,2013,-317
1210320_ekhagen,2014,-447
1210330_frescati,2000,-18
1210330_frescati,2001,-10
1210330_frescati,2002,-9
1210330_frescati,2003,-25
1210330_frescati,2004,-30
1210330_frescati,2005,-63
1210330_frescati,2006,-57
1210330_frescati,2007,-53
1210330_frescati,2008,-57
1210330_frescati,2009,-57
1210330_frescati,2010,-48
1210330_frescati,2011,-56
1210330_frescati,2012,-52
1210330_frescati,2013,-177
1210330_frescati,2014,-169
1210410_centrala_hjorthagen,2000,59
1210410_centrala_hjorthagen,2001,78
1210410_centrala_hjorthagen,2002,113
1210410_centrala_hjorthagen,2003,160
1210410_centrala_hjorthagen,2004,171
1210410_centrala_hjorthagen,2005,161
1210410_centrala_hjorthagen,2006,145
1210410_centrala_hjorthagen,2007,112
1210410_centrala_hjorthagen,2008,94
1210410_centrala_hjorthagen,2009,36
1210410_centrala_hjorthagen,2010,39
1210410_centrala_hjorthagen,2011,55
1210410_centrala_hjorthagen,2012,72
1210410_centrala_hjorthagen,2013,77
1210410_centrala_hjorthagen,2014,124
1220110_ostermalmshallen,2000,-5
1220110_ostermalmshallen,2001,-6
1220110_ostermalmshallen,2002,-24
1220110_ostermalmshallen,2003,-36
1220110_ostermalmshallen,2004,-37
1220110_ostermalmshallen,2005,-36
1220110_ostermalmshallen,2006,-65
1220110_ostermalmshallen,2007,-77
1220110_ostermalmshallen,2008,-68
1220110_ostermalmshallen,2009,-72
1220110_ostermalmshallen,2010,-114
1220110_ostermalmshallen,2011,-141
1220110_ostermalmshallen,2012,-134
1220110_ostermalmshallen,2013,-147
1220110_ostermalmshallen,2014,-103
1220120_dramatiska_teatern,2000,9
1220120_dramatiska_teatern,2001,11
1220120_dramatiska_teatern,2002,-1
1220120_dramatiska_teatern,2003,-25
1220120_dramatiska_teatern,2004,-30
1220120_dramatiska_teatern,2005,-32
1220120_dramatiska_teatern,2006,-19
1220120_dramatiska_teatern,2007,-28
1220120_dramatiska_teatern,2008,-40
1220120_dramatiska_teatern,2009,-23
1220120_dramatiska_teatern,2010,-46
1220120_dramatiska_teatern,2011,-43
1220120_dramatiska_teatern,2012,-19
1220120_dramatiska_teatern,2013,-5
1220120_dramatiska_teatern,2014,-20
1220130_ostermalmstorg,2000,-22
1220130_ostermalmstorg,2001,-22
1220130_ostermalmstorg,2002,-44
1220130_ostermalmstorg,2003,-26
1220130_ostermalmstorg,2004,-66
1220130_ostermalmstorg,2005,-17
1220130_ostermalmstorg,2006,-43
1220130_ostermalmstorg,2007,-104
1220130_ostermalmstorg,2008,-91
1220130_ostermalmstorg,2009,-67
1220130_ostermalmstorg,2010,-14
1220130_ostermalmstorg,2011,-52
1220130_ostermalmstorg,2012,-91
1220130_ostermalmstorg,2013,-56
1220130_ostermalmstorg,2014,-46
1220140_skvalberget,2000,19
1220140_skvalberget,2001,2
1220140_skvalberget,2002,-1
1220140_skvalberget,2003,5
1220140_skvalberget,2004,-27
1220140_skvalberget,2005,-24
1220140_skvalberget,2006,-38
1220140_skvalberget,2007,-35
1220140_skvalberget,2008,-23
1220140_skvalberget,2009,-31
1220140_skvalberget,2010,-16
1220140_skvalberget,2011,-35
1220140_skvalberget,2012,-41
1220140_skvalberget,2013,-56
1220140_skvalberget,2014,-62
1220150_tyskbagaromradet,2000,3
1220150_tyskbagaromradet,2001,22
1220150_tyskbagaromradet,2002,-16
1220150_tyskbagaromradet,2003,-12
1220150_tyskbagaromradet,2004,-33
1220150_tyskbagaromradet,2005,8
1220150_tyskbagaromradet,2006,-31
1220150_tyskbagaromradet,2007,2
1220150_tyskbagaromradet,2008,10
1220150_tyskbagaromradet,2009,-15
1220150_tyskbagaromradet,2010,-59
1220150_tyskbagaromradet,2011,-68
1220150_tyskbagaromradet,2012,-113
1220150_tyskbagaromradet,2013,-230
1220150_tyskbagaromradet,2014,-320
1220160_hedvig_eleonora_kyrka,2000,1
1220160_hedvig_eleonora_kyrka,2001,-13
1220160_hedvig_eleonora_kyrka,2002,-15
1220160_hedvig_eleonora_kyrka,2003,-24
1220160_hedvig_eleonora_kyrka,2004,-22
1220160_hedvig_eleonora_kyrka,2005,-48
1220160_hedvig_eleonora_kyrka,2006,-43
1220160_hedvig_eleonora_kyrka,2007,-80
1220160_hedvig_eleonora_kyrka,2008,-54
1220160_hedvig_eleonora_kyrka,2009,-43
1220160_hedvig_eleonora_kyrka,2010,-17
1220160_hedvig_eleonora_kyrka,2011,-29
1220160_hedvig_eleonora_kyrka,2012,-67
1220160_hedvig_eleonora_kyrka,2013,-56
1220160_hedvig_eleonora_kyrka,2014,-70
1220170_kronkvarnen,2000,-21
1220170_kronkvarnen,2001,-21
1220170_kronkvarnen,2002,-12
1220170_kronkvarnen,2003,-48
1220170_kronkvarnen,2004,-74
1220170_kronkvarnen,2005,-76
1220170_kronkvarnen,2006,-82
1220170_kronkvarnen,2007,-88
1220170_kronkvarnen,2008,-105
1220170_kronkvarnen,2009,-70
1220170_kronkvarnen,2010,-53
1220170_kronkvarnen,2011,-61
1220170_kronkvarnen,2012,-74
1220170_kronkvarnen,2013,-71
1220170_kronkvarnen,2014,-82
1230110_karlaplan,2000,-18
1230110_karlaplan,2001,-13
1230110_karlaplan,2002,-31
1230110_karlaplan,2003,-22
1230110_karlaplan,2004,-50
1230110_karlaplan,2005,-56
1230110_karlaplan,2006,-78
1230110_karlaplan,2007,-76
1230110_karlaplan,2008,-92
1230110_karlaplan,2009,-77
1230110_karlaplan,2010,-52
1230110_karlaplan,2011,-30
1230110_karlaplan,2012,-39
1230110_karlaplan,2013,-65
1230110_karlaplan,2014,-37
1230120_historiska_museet,2000,45
1230120_historiska_museet,2001,41
1230120_historiska_museet,2002,48
1230120_historiska_museet,2003,107
1230120_historiska_museet,2004,104
1230120_historiska_museet,2005,73
1230120_historiska_museet,2006,81
1230120_historiska_museet,2007,109
1230120_historiska_museet,2008,78
1230120_historiska_museet,2009,115
1230120_historiska_museet,2010,82
1230120_historiska_museet,2011,74
1230120_historiska_museet,2012,75
1230120_historiska_museet,2013,100
1230120_historiska_museet,2014,133
1230130_strandvagen,2000,48
1230130_strandvagen,2001,-4
1230130_strandvagen,2002,-45
1230130_strandvagen,2003,-63
1230130_strandvagen,2004,-75
1230130_strandvagen,2005,-129
1230130_strandvagen,2006,-201
1230130_strandvagen,2007,-253
1230130_strandvagen,2008,-264
1230130_strandvagen,2009,-244
1230130_strandvagen,2010,-361
1230130_strandvagen,2011,-409
1230130_strandvagen,2012,-531
1230130_strandvagen,2013,-515
1230130_strandvagen,2014,-579
1230140_oscarskyrkan,2000,21
1230140_oscarskyrkan,2001,-14
1230140_oscarskyrkan,2002,-43
1230140_oscarskyrkan,2003,-48
1230140_oscarskyrkan,2004,-64
1230140_oscarskyrkan,2005,-80
1230140_oscarskyrkan,2006,-62
1230140_oscarskyrkan,2007,-41
1230140_oscarskyrkan,2008,-8
1230140_oscarskyrkan,2009,-25
1230140_oscarskyrkan,2010,-5
1230140_oscarskyrkan,2011,-30
1230140_oscarskyrkan,2012,-37
1230140_oscarskyrkan,2013,-27
1230140_oscarskyrkan,2014,-52
1230161_gustav_adolfskyrkan_v,2000,-2
1230161_gustav_adolfskyrkan_v,2001,-4
1230161_gustav_adolfskyrkan_v,2002,-19
1230161_gustav_adolfskyrkan_v,2003,5
1230161_gustav_adolfskyrkan_v,2004,4
1230161_gustav_adolfskyrkan_v,2005,-15
1230161_gustav_adolfskyrkan_v,2006,-16
1230161_gustav_adolfskyrkan_v,2007,4
1230161_gustav_adolfskyrkan_v,2008,-27
1230161_gustav_adolfskyrkan_v,2009,20
1230161_gustav_adolfskyrkan_v,2010,9
1230161_gustav_adolfskyrkan_v,2011,46
1230161_gustav_adolfskyrkan_v,2012,72
1230161_gustav_adolfskyrkan_v,2013,106
1230161_gustav_adolfskyrkan_v,2014,144
1230162_gustav_adolfskyrkan_o,2000,21
1230162_gustav_adolfskyrkan_o,2001,25
1230162_gustav_adolfskyrkan_o,2002,24
1230162_gustav_adolfskyrkan_o,2003,37
1230162_gustav_adolfskyrkan_o,2004,69
1230162_gustav_adolfskyrkan_o,2005,103
1230162_gustav_adolfskyrkan_o,2006,105
1230162_gustav_adolfskyrkan_o,2007,133
1230162_gustav_adolfskyrkan_o,2008,165
1230162_gustav_adolfskyrkan_o,2009,211
1230162_gustav_adolfskyrkan_o,2010,223
1230162_gustav_adolfskyrkan_o,2011,265
1230162_gustav_adolfskyrkan_o,2012,296
1230162_gustav_adolfskyrkan_o,2013,341
1230162_gustav_adolfskyrkan_o,2014,242
1230210_djurgardsstaden,2000,3
1230210_djurgardsstaden,2001,21
1230210_djurgardsstaden,2002,42
1230210_djurgardsstaden,2003,55
1230210_djurgardsstaden,2004,60
1230210_djurgardsstaden,2005,70
1230210_djurgardsstaden,2006,66
1230210_djurgardsstaden,2007,56
1230210_djurgardsstaden,2008,67
1230210_djurgardsstaden,2009,61
1230210_djurgardsstaden,2010,67
1230210_djurgardsstaden,2011,76
1230210_djurgardsstaden,2012,79
1230210_djurgardsstaden,2013,86
1230210_djurgardsstaden,2014,72
1230220_sodra_djurgarden,2000,3
1230220_sodra_djurgarden,2001,8
1230220_sodra_djurgarden,2002,-5
1230220_sodra_djurgarden,2003,-5
1230220_sodra_djurgarden,2004,5
1230220_sodra_djurgarden,2005,1
1230220_sodra_djurgarden,2006,-24
1230220_sodra_djurgarden,2007,-12
1230220_sodra_djurgarden,2008,-36
1230220_sodra_djurgarden,2009,-30
1230220_sodra_djurgarden,2010,-33
1230220_sodra_djurgarden,2011,-27
1230220_sodra_djurgarden,2012,-25
1230220_sodra_djurgarden,2013,-36
1230220_sodra_djurgarden,2014,-40
1230300_hastgardet,2000,-19
1230300_hastgardet,2001,-36
1230300_hastgardet,2002,-80
1230300_hastgardet,2003,-152
1230300_hastgardet,2004,-185
1230300_hastgardet,2005,-166
1230300_hastgardet,2006,-173
1230300_hastgardet,2007,-59
1230300_hastgardet,2008,221
1230300_hastgardet,2009,254
1230300_hastgardet,2010,244
1230300_hastgardet,2011,241
1230300_hastgardet,2012,213
1230300_hastgardet,2013,200
1230300_hastgardet,2014,176
1230310_olaus_petri_kyrka,2000,12
1230310_olaus_petri_kyrka,2001,81
1230310_olaus_petri_kyrka,2002,52
1230310_olaus_petri_kyrka,2003,94
1230310_olaus_petri_kyrka,2004,49
1230310_olaus_petri_kyrka,2005,78
1230310_olaus_petri_kyrka,2006,70
1230310_olaus_petri_kyrka,2007,127
1230310_olaus_petri_kyrka,2008,184
1230310_olaus_petri_kyrka,2009,260
1230310_olaus_petri_kyrka,2010,319
1230310_olaus_petri_kyrka,2011,307
1230310_olaus_petri_kyrka,2012,346
1230310_olaus_petri_kyrka,2013,314
1230310_olaus_petri_kyrka,2014,275
1230320_tessinparken,2000,41
1230320_tessinparken,2001,102
1230320_tessinparken,2002,133
1230320_tessinparken,2003,156
1230320_tessinparken,2004,191
1230320_tessinparken,2005,208
1230320_tessinparken,2006,223
1230320_tessinparken,2007,241
1230320_tessinparken,2008,301
1230320_tessinparken,2009,351
1230320_tessinparken,2010,291
1230320_tessinparken,2011,297
1230320_tessinparken,2012,322
1230320_tessinparken,2013,347
1230320_tessinparken,2014,352
1230330_smedsbacken,2000,23
1230330_smedsbacken,2001,74
1230330_smedsbacken,2002,-57
1230330_smedsbacken,2003,8
1230330_smedsbacken,2004,-57
1230330_smedsbacken,2005,-104
1230330_smedsbacken,2006,-6
1230330_smedsbacken,2007,68
1230330_smedsbacken,2008,114
1230330_smedsbacken,2009,264
1230330_smedsbacken,2010,287
1230330_smedsbacken,2011,293
1230330_smedsbacken,2012,279
1230330_smedsbacken,2013,344
1230330_smedsbacken,2014,312
1230350_kampementsbacken,2000,52
1230350_kampementsbacken,2001,74
1230350_kampementsbacken,2002,121
1230350_kampementsbacken,2003,137
1230350_kampementsbacken,2004,152
1230350_kampementsbacken,2005,183
1230350_kampementsbacken,2006,261
1230350_kampementsbacken,2007,490
1230350_kampementsbacken,2008,545
1230350_kampementsbacken,2009,613
1230350_kampementsbacken,2010,700
1230350_kampementsbacken,2011,763
1230350_kampementsbacken,2012,804
1230350_kampementsbacken,2013,900
1230350_kampementsbacken,2014,943
1230360_oregrundsgatan,2000,6
1230360_oregrundsgatan,2001,-64
1230360_oregrundsgatan,2002,-99
1230360_oregrundsgatan,2003,-144
1230360_oregrundsgatan,2004,-71
1230360_oregrundsgatan,2005,74
1230360_oregrundsgatan,2006,63
1230360_oregrundsgatan,2007,64
1230360_oregrundsgatan,2008,33
1230360_oregrundsgatan,2009,81
1230360_oregrundsgatan,2010,209
1230360_oregrundsgatan,2011,263
1230360_oregrundsgatan,2012,257
1230360_oregrundsgatan,2013,280
1230360_oregrundsgatan,2014,268
1230390_ladugardsgardet,2000,5
1230390_ladugardsgardet,2001,1
1230390_ladugardsgardet,2002,0
1230390_ladugardsgardet,2003,10
1230390_ladugardsgardet,2004,-3
1230390_ladugardsgardet,2005,-9
1230390_ladugardsgardet,2006,-3
1230390_ladugardsgardet,2007,-15
1230390_ladugardsgardet,2008,-5
1230390_ladugardsgardet,2009,-17
1230390_ladugardsgardet,2010,-15
1230390_ladugardsgardet,2011,-14
1230390_ladugardsgardet,2012,-13
1230390_ladugardsgardet,2013,-13
1230390_ladugardsgardet,2014,-17
1310100_stadshuset,2000,17
1310100_stadshuset,2001,44
1310100_stadshuset,2002,68
1310100_stadshuset,2003,154
1310100_stadshuset,2004,219
1310100_stadshuset,2005,290
1310100_stadshuset,2006,324
1310100_stadshuset,2007,367
1310100_stadshuset,2008,401
1310100_stadshuset,2009,463
1310100_stadshuset,2010,501
1310100_stadshuset,2011,556
1310100_stadshuset,2012,595
1310100_stadshuset,2013,646
1310100_stadshuset,2014,704
1310110_eira,2000,26
1310110_eira,2001,45
1310110_eira,2002,38
1310110_eira,2003,61
1310110_eira,2004,38
1310110_eira,2005,42
1310110_eira,2006,109
1310110_eira,2007,62
1310110_eira,2008,70
1310110_eira,2009,68
1310110_eira,2010,35
1310110_eira,2011,20
1310110_eira,2012,68
1310110_eira,2013,48
1310110_eira,2014,49
1310120_kungsklippan,2000,-52
1310120_kungsklippan,2001,-59
1310120_kungsklippan,2002,-72
1310120_kungsklippan,2003,-98
1310120_kungsklippan,2004,-68
1310120_kungsklippan,2005,-108
1310120_kungsklippan,2006,-158
1310120_kungsklippan,2007,-132
1310120_kungsklippan,2008,-149
1310120_kungsklippan,2009,-146
1310120_kungsklippan,2010,-200
1310120_kungsklippan,2011,-164
1310120_kungsklippan,2012,-167
1310120_kungsklippan,2013,-203
1310120_kungsklippan,2014,-213
1310130_kungsbroplan,2000,-50
1310130_kungsbroplan,2001,-4
1310130_kungsbroplan,2002,-36
1310130_kungsbroplan,2003,-54
1310130_kungsbroplan,2004,-68
1310130_kungsbroplan,2005,-44
1310130_kungsbroplan,2006,-21
1310130_kungsbroplan,2007,-58
1310130_kungsbroplan,2008,-87
1310130_kungsbroplan,2009,-57
1310130_kungsbroplan,2010,-71
1310130_kungsbroplan,2011,-90
1310130_kungsbroplan,2012,-54
1310130_kungsbroplan,2013,-67
1310130_kungsbroplan,2014,-81
1310140_tekniska_namndhuset,2000,2
1310140_tekniska_namndhuset,2001,-8
1310140_tekniska_namndhuset,2002,3
1310140_tekniska_namndhuset,2003,-4
1310140_tekniska_namndhuset,2004,-5
1310140_tekniska_namndhuset,2005,-12
1310140_tekniska_namndhuset,2006,-10
1310140_tekniska_namndhuset,2007,-10
1310140_tekniska_namndhuset,2008,-9
1310140_tekniska_namndhuset,2009,-13
1310140_tekniska_namndhuset,2010,-13
1310140_tekniska_namndhuset,2011,17
1310140_tekniska_namndhuset,2012,24
1310140_tekniska_namndhuset,2013,31
1310140_tekniska_namndhuset,2014,31
1310150_landstingshuset,2000,-31
1310150_landstingshuset,2001,2
1310150_landstingshuset,2002,24
1310150_landstingshuset,2003,2
1310150_landstingshuset,2004,25
1310150_landstingshuset,2005,21
1310150_landstingshuset,2006,11
1310150_landstingshuset,2007,-15
1310150_landstingshuset,2008,15
1310150_landstingshuset,2009,23
1310150_landstingshuset,2010,38
1310150_landstingshuset,2011,6
1310150_landstingshuset,2012,-30
1310150_landstingshuset,2013,16
1310150_landstingshuset,2014,7
1310160_pontonjarparken,2000,24
1310160_pontonjarparken,2001,18
1310160_pontonjarparken,2002,-39
1310160_pontonjarparken,2003,-3
1310160_pontonjarparken,2004,7
1310160_pontonjarparken,2005,35
1310160_pontonjarparken,2006,-35
1310160_pontonjarparken,2007,-76
1310160_pontonjarparken,2008,-89
1310160_pontonjarparken,2009,-77
1310160_pontonjarparken,2010,-58
1310160_pontonjarparken,2011,-71
1310160_pontonjarparken,2012,-126
1310160_pontonjarparken,2013,-155
1310160_pontonjarparken,2014,-166
1310170_s_t_eriks_sjukhus,2000,3
1310170_s_t_eriks_sjukhus,2001,-20
1310170_s_t_eriks_sjukhus,2002,-37
1310170_s_t_eriks_sjukhus,2003,-47
1310170_s_t_eriks_sjukhus,2004,-76
1310170_s_t_eriks_sjukhus,2005,-86
1310170_s_t_eriks_sjukhus,2006,-93
1310170_s_t_eriks_sjukhus,2007,-149
1310170_s_t_eriks_sjukhus,2008,-143
1310170_s_t_eriks_sjukhus,2009,-138
1310170_s_t_eriks_sjukhus,2010,-136
1310170_s_t_eriks_sjukhus,2011,-135
1310170_s_t_eriks_sjukhus,2012,-147
1310170_s_t_eriks_sjukhus,2013,-144
1310170_s_t_eriks_sjukhus,2014,-168
1310180_wargentinsgatan,2000,8
1310180_wargentinsgatan,2001,18
1310180_wargentinsgatan,2002,-1
1310180_wargentinsgatan,2003,26
1310180_wargentinsgatan,2004,-16
1310180_wargentinsgatan,2005,-10
1310180_wargentinsgatan,2006,-34
1310180_wargentinsgatan,2007,-39
1310180_wargentinsgatan,2008,-57
1310180_wargentinsgatan,2009,-79
1310180_wargentinsgatan,2010,-84
1310180_wargentinsgatan,2011,-138
1310180_wargentinsgatan,2012,-205
1310180_wargentinsgatan,2013,-260
1310180_wargentinsgatan,2014,-253
1310190_kronoberg,2000,-32
1310190_kronoberg,2001,-22
1310190_kronoberg,2002,-31
1310190_kronoberg,2003,-69
1310190_kronoberg,2004,-44
1310190_kronoberg,2005,-42
1310190_kronoberg,2006,-55
1310190_kronoberg,2007,-100
1310190_kronoberg,2008,-143
1310190_kronoberg,2009,-111
1310190_kronoberg,2010,-122
1310190_kronoberg,2011,-111
1310190_kronoberg,2012,-85
1310190_kronoberg,2013,-109
1310190_kronoberg,2014,-181
1320110_karlsvik,2000,-6
1320110_karlsvik,2001,-6
1320110_karlsvik,2002,-70
1320110_karlsvik,2003,-60
1320110_karlsvik,2004,-91
1320110_karlsvik,2005,-112
1320110_karlsvik,2006,-156
1320110_karlsvik,2007,-193
1320110_karlsvik,2008,-217
1320110_karlsvik,2009,-204
1320110_karlsvik,2010,-236
1320110_karlsvik,2011,-276
1320110_karlsvik,2012,-314
1320110_karlsvik,2013,-304
1320110_karlsvik,2014,-367
1320120_hemmet,2000,-6
1320120_hemmet,2001,15
1320120_hemmet,2002,29
1320120_hemmet,2003,48
1320120_hemmet,2004,38
1320120_hemmet,2005,47
1320120_hemmet,2006,198
1320120_hemmet,2007,237
1320120_hemmet,2008,210
1320120_hemmet,2009,189
1320120_hemmet,2010,206
1320120_hemmet,2011,195
1320120_hemmet,2012,206
1320120_hemmet,2013,245
1320120_hemmet,2014,224
1320130_fridhemsplan,2000,27
1320130_fridhemsplan,2001,29
1320130_fridhemsplan,2002,139
1320130_fridhemsplan,2003,155
1320130_fridhemsplan,2004,163
1320130_fridhemsplan,2005,192
1320130_fridhemsplan,2006,180
1320130_fridhemsplan,2007,167
1320130_fridhemsplan,2008,185
1320130_fridhemsplan,2009,183
1320130_fridhemsplan,2010,164
1320130_fridhemsplan,2011,166
1320130_fridhemsplan,2012,164
1320130_fridhemsplan,2013,188
1320130_fridhemsplan,2014,142
1320140_s_t_eriksgatan,2000,54
1320140_s_t_eriksgatan,2001,72
1320140_s_t_eriksgatan,2002,153
1320140_s_t_eriksgatan,2003,146
1320140_s_t_eriksgatan,2004,118
1320140_s_t_eriksgatan,2005,132
1320140_s_t_eriksgatan,2006,152
1320140_s_t_eriksgatan,2007,88
1320140_s_t_eriksgatan,2008,110
1320140_s_t_eriksgatan,2009,88
1320140_s_t_eriksgatan,2010,101
1320140_s_t_eriksgatan,2011,120
1320140_s_t_eriksgatan,2012,94
1320140_s_t_eriksgatan,2013,141
1320140_s_t_eriksgatan,2014,94
1320150_alstromergatan,2000,-31
1320150_alstromergatan,2001,-31
1320150_alstromergatan,2002,-9
1320150_alstromergatan,2003,-6
1320150_alstromergatan,2004,-22
1320150_alstromergatan,2005,-19
1320150_alstromergatan,2006,-112
1320150_alstromergatan,2007,-110
1320150_alstromergatan,2008,-223
1320150_alstromergatan,2009,-202
1320150_alstromergatan,2010,-186
1320150_alstromergatan,2011,-288
1320150_alstromergatan,2012,-313
1320150_alstromergatan,2013,-307
1320150_alstromergatan,2014,-363
1320210_ralambshov,2000,-18
1320210_ralambshov,2001,-4
1320210_ralambshov,2002,49
1320210_ralambshov,2003,53
1320210_ralambshov,2004,52
1320210_ralambshov,2005,56
1320210_ralambshov,2006,59
1320210_ralambshov,2007,67
1320210_ralambshov,2008,97
1320210_ralambshov,2009,394
1320210_ralambshov,2010,413
1320210_ralambshov,2011,406
1320210_ralambshov,2012,395
1320210_ralambshov,2013,388
1320210_ralambshov,2014,399
1320220_svedbergsplan,2000,5
1320220_svedbergsplan,2001,26
1320220_svedbergsplan,2002,27
1320220_svedbergsplan,2003,39
1320220_svedbergsplan,2004,31
1320220_svedbergsplan,2005,39
1320220_svedbergsplan,2006,23
1320220_svedbergsplan,2007,47
1320220_svedbergsplan,2008,22
1320220_svedbergsplan,2009,39
1320220_svedbergsplan,2010,52
1320220_svedbergsplan,2011,50
1320220_svedbergsplan,2012,32
1320220_svedbergsplan,2013,52
1320220_svedbergsplan,2014,39
1320240_mariebergsparken,2000,25
1320240_mariebergsparken,2001,38
1320240_mariebergsparken,2002,54
1320240_mariebergsparken,2003,165
1320240_mariebergsparken,2004,198
1320240_mariebergsparken,2005,204
1320240_mariebergsparken,2006,218
1320240_mariebergsparken,2007,230
1320240_mariebergsparken,2008,244
1320240_mariebergsparken,2009,243
1320240_mariebergsparken,2010,268
1320240_mariebergsparken,2011,289
1320240_mariebergsparken,2012,299
1320240_mariebergsparken,2013,333
1320240_mariebergsparken,2014,340
1320310_ostra_stadshagen,2000,29
1320310_ostra_stadshagen,2001,59
1320310_ostra_stadshagen,2002,102
1320310_ostra_stadshagen,2003,113
1320310_ostra_stadshagen,2004,106
1320310_ostra_stadshagen,2005,66
1320310_ostra_stadshagen,2006,-43
1320310_ostra_stadshagen,2007,-69
1320310_ostra_stadshagen,2008,-27
1320310_ostra_stadshagen,2009,-44
1320310_ostra_stadshagen,2010,14
1320310_ostra_stadshagen,2011,152
1320310_ostra_stadshagen,2012,143
1320310_ostra_stadshagen,2013,152
1320310_ostra_stadshagen,2014,136
1320330_lindhagensplan,2010,133
1320330_lindhagensplan,2011,135
1320330_lindhagensplan,2012,127
