basomrade,year,cumulative_immigration_surplus_female
1210320_ekhagen,2002,55
1210320_ekhagen,2003,-1
1210320_ekhagen,2004,-104
1210320_ekhagen,2005,-103
1210320_ekhagen,2006,-108
1210320_ekhagen,2007,-158
1210320_ekhagen,2008,-180
1210320_ekhagen,2009,-228
1210320_ekhagen,2010,-230
1210320_ekhagen,2011,-209
1210320_ekhagen,2012,-237
1210320_ekhagen,2013,-269
1210320_ekhagen,2014,-333
1210330_frescati,2000,-6
1210330_frescati,2001,1
1210330_frescati,2002,2
1210330_frescati,2003,-9
1210330_frescati,2004,-10
1210330_frescati,2005,-31
1210330_frescati,2006,-25
1210330_frescati,2007,-25
1210330_frescati,2008,-27
1210330_frescati,2009,-27
1210330_frescati,2010,-24
1210330_frescati,2011,-29
1210330_frescati,2012,-25
1210330_frescati,2013,-89
1210330_frescati,2014,-84
1210410_centrala_hjorthagen,2000,33
1210410_centrala_hjorthagen,2001,28
1210410_centrala_hjorthagen,2002,72
1210410_centrala_hjorthagen,2003,116
1210410_centrala_hjorthagen,2004,146
1210410_centrala_hjorthagen,2005,143
1210410_centrala_hjorthagen,2006,128
1210410_centrala_hjorthagen,2007,99
1210410_centrala_hjorthagen,2008,85
1210410_centrala_hjorthagen,2009,61
1210410_centrala_hjorthagen,2010,59
1210410_centrala_hjorthagen,2011,94
1210410_centrala_hjorthagen,2012,96
1210410_centrala_hjorthagen,2013,101
1210410_centrala_hjorthagen,2014,135
1220110_ostermalmshallen,2000,1
1220110_ostermalmshallen,2001,1
1220110_ostermalmshallen,2002,-6
1220110_ostermalmshallen,2003,-13
1220110_ostermalmshallen,2004,-18
1220110_ostermalmshallen,2005,-20
1220110_ostermalmshallen,2006,-38
1220110_ostermalmshallen,2007,-43
1220110_ostermalmshallen,2008,-37
1220110_ostermalmshallen,2009,-34
1220110_ostermalmshallen,2010,-54
1220110_ostermalmshallen,2011,-68
1220110_ostermalmshallen,2012,-62
1220110_ostermalmshallen,2013,-60
1220110_ostermalmshallen,2014,-43
1220120_dramatiska_teatern,2000,2
1220120_dramatiska_teatern,2001,-5
1220120_dramatiska_teatern,2002,-16
1220120_dramatiska_teatern,2003,-28
1220120_dramatiska_teatern,2004,-33
1220120_dramatiska_teatern,2005,-33
1220120_dramatiska_teatern,2006,-20
1220120_dramatiska_teatern,2007,-38
1220120_dramatiska_teatern,2008,-49
1220120_dramatiska_teatern,2009,-39
1220120_dramatiska_teatern,2010,-55
1220120_dramatiska_teatern,2011,-48
1220120_dramatiska_teatern,2012,-32
1220120_dramatiska_teatern,2013,-23
1220120_dramatiska_teatern,2014,-39
1220130_ostermalmstorg,2000,0
1220130_ostermalmstorg,2001,4
1220130_ostermalmstorg,2002,-22
1220130_ostermalmstorg,2003,-16
1220130_ostermalmstorg,2004,-30
1220130_ostermalmstorg,2005,-9
1220130_ostermalmstorg,2006,-39
1220130_ostermalmstorg,2007,-69
1220130_ostermalmstorg,2008,-74
1220130_ostermalmstorg,2009,-61
1220130_ostermalmstorg,2010,-45
1220130_ostermalmstorg,2011,-73
1220130_ostermalmstorg,2012,-83
1220130_ostermalmstorg,2013,-61
1220130_ostermalmstorg,2014,-68
1220140_skvalberget,2000,10
1220140_skvalberget,2001,0
1220140_skvalberget,2002,-3
1220140_skvalberget,2003,3
1220140_skvalberget,2004,-20
1220140_skvalberget,2005,-20
1220140_skvalberget,2006,-34
1220140_skvalberget,2007,-25
1220140_skvalberget,2008,-22
1220140_skvalberget,2009,-26
1220140_skvalberget,2010,-23
1220140_skvalberget,2011,-28
1220140_skvalberget,2012,-39
1220140_skvalberget,2013,-50
1220140_skvalberget,2014,-52
1220150_tyskbagaromradet,2000,-4
1220150_tyskbagaromradet,2001,-6
1220150_tyskbagaromradet,2002,-35
1220150_tyskbagaromradet,2003,-15
1220150_tyskbagaromradet,2004,-13
1220150_tyskbagaromradet,2005,23
1220150_tyskbagaromradet,2006,-5
1220150_tyskbagaromradet,2007,8
1220150_tyskbagaromradet,2008,26
1220150_tyskbagaromradet,2009,-3
1220150_tyskbagaromradet,2010,-7
1220150_tyskbagaromradet,2011,-7
1220150_tyskbagaromradet,2012,-29
1220150_tyskbagaromradet,2013,-128
1220150_tyskbagaromradet,2014,-155
1220160_hedvig_eleonora_kyrka,2000,-13
1220160_hedvig_eleonora_kyrka,2001,-11
1220160_hedvig_eleonora_kyrka,2002,-16
1220160_hedvig_eleonora_kyrka,2003,-22
1220160_hedvig_eleonora_kyrka,2004,-20
1220160_hedvig_eleonora_kyrka,2005,-38
1220160_hedvig_eleonora_kyrka,2006,-21
1220160_hedvig_eleonora_kyrka,2007,-42
1220160_hedvig_eleonora_kyrka,2008,-33
1220160_hedvig_eleonora_kyrka,2009,-18
1220160_hedvig_eleonora_kyrka,2010,-8
1220160_hedvig_eleonora_kyrka,2011,-3
1220160_hedvig_eleonora_kyrka,2012,-33
1220160_hedvig_eleonora_kyrka,2013,-21
1220160_hedvig_eleonora_kyrka,2014,-37
1220170_kronkvarnen,2000,-11
1220170_kronkvarnen,2001,-4
1220170_kronkvarnen,2002,-1
1220170_kronkvarnen,2003,-17
1220170_kronkvarnen,2004,-43
1220170_kronkvarnen,2005,-54
1220170_kronkvarnen,2006,-58
1220170_kronkvarnen,2007,-71
1220170_kronkvarnen,2008,-87
1220170_kronkvarnen,2009,-67
1220170_kronkvarnen,2010,-44
1220170_kronkvarnen,2011,-49
1220170_kronkvarnen,2012,-53
1220170_kronkvarnen,2013,-60
1220170_kronkvarnen,2014,-63
1230110_karlaplan,2000,-9
1230110_karlaplan,2001,-4
1230110_karlaplan,2002,-14
1230110_karlaplan,2003,-11
1230110_karlaplan,2004,-36
1230110_karlaplan,2005,-52
1230110_karlaplan,2006,-63
1230110_karlaplan,2007,-62
1230110_karlaplan,2008,-77
1230110_karlaplan,2009,-62
1230110_karlaplan,2010,-49
1230110_karlaplan,2011,-37
1230110_karlaplan,2012,-45
1230110_karlaplan,2013,-53
1230110_karlaplan,2014,-33
1230120_historiska_museet,2000,7
1230120_historiska_museet,2001,7
1230120_historiska_museet,2002,18
1230120_historiska_museet,2003,55
1230120_historiska_museet,2004,69
1230120_historiska_museet,2005,65
1230120_historiska_museet,2006,71
1230120_historiska_museet,2007,102
1230120_historiska_museet,2008,101
1230120_historiska_museet,2009,115
1230120_historiska_museet,2010,102
1230120_historiska_museet,2011,101
1230120_historiska_museet,2012,91
1230120_historiska_museet,2013,115
1230120_historiska_museet,2014,140
1230130_strandvagen,2000,-4
1230130_strandvagen,2001,-43
1230130_strandvagen,2002,-70
1230130_strandvagen,2003,-103
1230130_strandvagen,2004,-98
1230130_strandvagen,2005,-122
1230130_strandvagen,2006,-157
1230130_strandvagen,2007,-169
1230130_strandvagen,2008,-180
1230130_strandvagen,2009,-164
1230130_strandvagen,2010,-211
1230130_strandvagen,2011,-214
1230130_strandvagen,2012,-274
1230130_strandvagen,2013,-279
1230130_strandvagen,2014,-305
1230140_oscarskyrkan,2000,5
1230140_oscarskyrkan,2001,-27
1230140_oscarskyrkan,2002,-41
1230140_oscarskyrkan,2003,-29
1230140_oscarskyrkan,2004,-59
1230140_oscarskyrkan,2005,-71
1230140_oscarskyrkan,2006,-73
1230140_oscarskyrkan,2007,-57
1230140_oscarskyrkan,2008,-47
1230140_oscarskyrkan,2009,-61
1230140_oscarskyrkan,2010,-55
1230140_oscarskyrkan,2011,-76
1230140_oscarskyrkan,2012,-74
1230140_oscarskyrkan,2013,-68
1230140_oscarskyrkan,2014,-75
1230161_gustav_adolfskyrkan_v,2000,5
1230161_gustav_adolfskyrkan_v,2001,-2
1230161_gustav_adolfskyrkan_v,2002,-6
1230161_gustav_adolfskyrkan_v,2003,1
1230161_gustav_adolfskyrkan_v,2004,7
1230161_gustav_adolfskyrkan_v,2005,-9
1230161_gustav_adolfskyrkan_v,2006,-5
1230161_gustav_adolfskyrkan_v,2007,13
1230161_gustav_adolfskyrkan_v,2008,-11
1230161_gustav_adolfskyrkan_v,2009,16
1230161_gustav_adolfskyrkan_v,2010,10
1230161_gustav_adolfskyrkan_v,2011,37
1230161_gustav_adolfskyrkan_v,2012,54
1230161_gustav_adolfskyrkan_v,2013,55
1230161_gustav_adolfskyrkan_v,2014,73
1230162_gustav_adolfskyrkan_o,2000,11
1230162_gustav_adolfskyrkan_o,2001,24
1230162_gustav_adolfskyrkan_o,2002,36
1230162_gustav_adolfskyrkan_o,2003,45
1230162_gustav_adolfskyrkan_o,2004,52
1230162_gustav_adolfskyrkan_o,2005,72
1230162_gustav_adolfskyrkan_o,2006,66
1230162_gustav_adolfskyrkan_o,2007,74
1230162_gustav_adolfskyrkan_o,2008,102
1230162_gustav_adolfskyrkan_o,2009,129
1230162_gustav_adolfskyrkan_o,2010,130
1230162_gustav_adolfskyrkan_o,2011,154
1230162_gustav_adolfskyrkan_o,2012,166
1230162_gustav_adolfskyrkan_o,2013,183
1230162_gustav_adolfskyrkan_o,2014,133
1230210_djurgardsstaden,2000,6
1230210_djurgardsstaden,2001,13
1230210_djurgardsstaden,2002,20
1230210_djurgardsstaden,2003,29
1230210_djurgardsstaden,2004,34
1230210_djurgardsstaden,2005,36
1230210_djurgardsstaden,2006,34
1230210_djurgardsstaden,2007,36
1230210_djurgardsstaden,2008,36
1230210_djurgardsstaden,2009,35
1230210_djurgardsstaden,2010,37
1230210_djurgardsstaden,2011,37
1230210_djurgardsstaden,2012,45
1230210_djurgardsstaden,2013,47
1230210_djurgardsstaden,2014,37
1230220_sodra_djurgarden,2000,0
1230220_sodra_djurgarden,2001,3
1230220_sodra_djurgarden,2002,-5
1230220_sodra_djurgarden,2003,-15
1230220_sodra_djurgarden,2004,-12
1230220_sodra_djurgarden,2005,-15
1230220_sodra_djurgarden,2006,-30
1230220_sodra_djurgarden,2007,-29
1230220_sodra_djurgarden,2008,-34
1230220_sodra_djurgarden,2009,-29
1230220_sodra_djurgarden,2010,-29
1230220_sodra_djurgarden,2011,-26
1230220_sodra_djurgarden,2012,-24
1230220_sodra_djurgarden,2013,-29
1230220_sodra_djurgarden,2014,-37
1230300_hastgardet,2000,-26
1230300_hastgardet,2001,-38
1230300_hastgardet,2002,-53
1230300_hastgardet,2003,-81
1230300_hastgardet,2004,-101
1230300_hastgardet,2005,-99
1230300_hastgardet,2006,-92
1230300_hastgardet,2007,-27
1230300_hastgardet,2008,122
1230300_hastgardet,2009,142
1230300_hastgardet,2010,142
1230300_hastgardet,2011,127
1230300_hastgardet,2012,118
1230300_hastgardet,2013,113
1230300_hastgardet,2014,107
1230310_olaus_petri_kyrka,2000,3
1230310_olaus_petri_kyrka,2001,43
1230310_olaus_petri_kyrka,2002,29
1230310_olaus_petri_kyrka,2003,69
1230310_olaus_petri_kyrka,2004,66
1230310_olaus_petri_kyrka,2005,74
1230310_olaus_petri_kyrka,2006,71
1230310_olaus_petri_kyrka,2007,94
1230310_olaus_petri_kyrka,2008,110
1230310_olaus_petri_kyrka,2009,169
1230310_olaus_petri_kyrka,2010,178
1230310_olaus_petri_kyrka,2011,189
1230310_olaus_petri_kyrka,2012,222
1230310_olaus_petri_kyrka,2013,186
1230310_olaus_petri_kyrka,2014,151
1230320_tessinparken,2000,21
1230320_tessinparken,2001,49
1230320_tessinparken,2002,69
1230320_tessinparken,2003,87
1230320_tessinparken,2004,95
1230320_tessinparken,2005,125
1230320_tessinparken,2006,141
1230320_tessinparken,2007,129
1230320_tessinparken,2008,162
1230320_tessinparken,2009,190
1230320_tessinparken,2010,157
1230320_tessinparken,2011,174
1230320_tessinparken,2012,173
1230320_tessinparken,2013,204
1230320_tessinparken,2014,210
1230330_smedsbacken,2000,-14
1230330_smedsbacken,2001,54
1230330_smedsbacken,2002,-24
1230330_smedsbacken,2003,-31
1230330_smedsbacken,2004,-82
1230330_smedsbacken,2005,-113
1230330_smedsbacken,2006,-62
1230330_smedsbacken,2007,-17
1230330_smedsbacken,2008,-4
1230330_smedsbacken,2009,69
1230330_smedsbacken,2010,81
1230330_smedsbacken,2011,46
1230330_smedsbacken,2012,54
1230330_smedsbacken,2013,91
1230330_smedsbacken,2014,76
1230350_kampementsbacken,2000,27
1230350_kampementsbacken,2001,39
1230350_kampementsbacken,2002,79
1230350_kampementsbacken,2003,91
1230350_kampementsbacken,2004,113
1230350_kampementsbacken,2005,136
1230350_kampementsbacken,2006,193
1230350_kampementsbacken,2007,308
1230350_kampementsbacken,2008,357
1230350_kampementsbacken,2009,395
1230350_kampementsbacken,2010,448
1230350_kampementsbacken,2011,493
1230350_kampementsbacken,2012,508
1230350_kampementsbacken,2013,569
1230350_kampementsbacken,2014,593
1230360_oregrundsgatan,2000,11
1230360_oregrundsgatan,2001,-31
1230360_oregrundsgatan,2002,-40
1230360_oregrundsgatan,2003,-73
1230360_oregrundsgatan,2004,-29
1230360_oregrundsgatan,2005,68
1230360_oregrundsgatan,2006,42
1230360_oregrundsgatan,2007,45
1230360_oregrundsgatan,2008,19
1230360_oregrundsgatan,2009,50
1230360_oregrundsgatan,2010,124
1230360_oregrundsgatan,2011,147
1230360_oregrundsgatan,2012,157
1230360_oregrundsgatan,2013,173
1230360_oregrundsgatan,2014,165
1230390_ladugardsgardet,2000,4
1230390_ladugardsgardet,2001,4
1230390_ladugardsgardet,2002,3
1230390_ladugardsgardet,2003,4
1230390_ladugardsgardet,2004,3
1230390_ladugardsgardet,2005,-1
1230390_ladugardsgardet,2006,4
1230390_ladugardsgardet,2007,2
1230390_ladugardsgardet,2008,4
1230390_ladugardsgardet,2009,0
1230390_ladugardsgardet,2010,2
1230390_ladugardsgardet,2011,0
1230390_ladugardsgardet,2012,-1
1230390_ladugardsgardet,2013,-1
1230390_ladugardsgardet,2014,-6
1310100_stadshuset,2000,13
1310100_stadshuset,2001,30
1310100_stadshuset,2002,50
1310100_stadshuset,2003,117
1310100_stadshuset,2004,165
1310100_stadshuset,2005,219
1310100_stadshuset,2006,248
1310100_stadshuset,2007,283
1310100_stadshuset,2008,310
1310100_stadshuset,2009,358
1310100_stadshuset,2010,390
1310100_stadshuset,2011,433
1310100_stadshuset,2012,462
1310100_stadshuset,2013,499
1310100_stadshuset,2014,541
1310110_eira,2000,1
1310110_eira,2001,9
1310110_eira,2002,24
1310110_eira,2003,30
1310110_eira,2004,23
1310110_eira,2005,9
1310110_eira,2006,27
1310110_eira,2007,8
1310110_eira,2008,17
1310110_eira,2009,6
1310110_eira,2010,10
1310110_eira,2011,11
1310110_eira,2012,36
1310110_eira,2013,26
1310110_eira,2014,33
1310120_kungsklippan,2000,-27
1310120_kungsklippan,2001,-19
1310120_kungsklippan,2002,-3
1310120_kungsklippan,2003,-29
1310120_kungsklippan,2004,-7
1310120_kungsklippan,2005,-31
1310120_kungsklippan,2006,-64
1310120_kungsklippan,2007,-49
1310120_kungsklippan,2008,-73
1310120_kungsklippan,2009,-94
1310120_kungsklippan,2010,-89
1310120_kungsklippan,2011,-61
1310120_kungsklippan,2012,-86
1310120_kungsklippan,2013,-106
1310120_kungsklippan,2014,-125
1310130_kungsbroplan,2000,-17
1310130_kungsbroplan,2001,7
1310130_kungsbroplan,2002,-14
1310130_kungsbroplan,2003,-29
1310130_kungsbroplan,2004,-39
1310130_kungsbroplan,2005,-23
1310130_kungsbroplan,2006,-5
1310130_kungsbroplan,2007,-34
1310130_kungsbroplan,2008,-46
1310130_kungsbroplan,2009,-29
1310130_kungsbroplan,2010,-41
1310130_kungsbroplan,2011,-48
1310130_kungsbroplan,2012,-29
1310130_kungsbroplan,2013,-22
1310130_kungsbroplan,2014,-38
1310140_tekniska_namndhuset,2000,1
1310140_tekniska_namndhuset,2001,-4
1310140_tekniska_namndhuset,2002,1
1310140_tekniska_namndhuset,2003,-4
1310140_tekniska_namndhuset,2004,-5
1310140_tekniska_namndhuset,2005,-5
1310140_tekniska_namndhuset,2006,-6
1310140_tekniska_namndhuset,2007,-5
1310140_tekniska_namndhuset,2008,-8
1310140_tekniska_namndhuset,2009,-11
1310140_tekniska_namndhuset,2010,-7
1310140_tekniska_namndhuset,2011,10
1310140_tekniska_namndhuset,2012,8
1310140_tekniska_namndhuset,2013,13
1310140_tekniska_namndhuset,2014,18
1310150_landstingshuset,2000,-21
1310150_landstingshuset,2001,-5
1310150_landstingshuset,2002,6
1310150_landstingshuset,2003,-6
1310150_landstingshuset,2004,1
1310150_landstingshuset,2005,-17
1310150_landstingshuset,2006,-17
1310150_landstingshuset,2007,-28
1310150_landstingshuset,2008,-15
1310150_landstingshuset,2009,-19
1310150_landstingshuset,2010,-1
1310150_landstingshuset,2011,-15
1310150_landstingshuset,2012,-37
1310150_landstingshuset,2013,3
1310150_landstingshuset,2014,-5
1310160_pontonjarparken,2000,26
1310160_pontonjarparken,2001,41
1310160_pontonjarparken,2002,2
1310160_pontonjarparken,2003,17
1310160_pontonjarparken,2004,20
1310160_pontonjarparken,2005,32
1310160_pontonjarparken,2006,4
1310160_pontonjarparken,2007,-28
1310160_pontonjarparken,2008,-38
1310160_pontonjarparken,2009,-24
1310160_pontonjarparken,2010,-14
1310160_pontonjarparken,2011,-17
1310160_pontonjarparken,2012,-32
1310160_pontonjarparken,2013,-60
1310160_pontonjarparken,2014,-53
1310170_s_t_eriks_sjukhus,2000,3
1310170_s_t_eriks_sjukhus,2001,-5
1310170_s_t_eriks_sjukhus,2002,-7
1310170_s_t_eriks_sjukhus,2003,-7
1310170_s_t_eriks_sjukhus,2004,-8
1310170_s_t_eriks_sjukhus,2005,-4
1310170_s_t_eriks_sjukhus,2006,-4
1310170_s_t_eriks_sjukhus,2007,-33
1310170_s_t_eriks_sjukhus,2008,-31
1310170_s_t_eriks_sjukhus,2009,-28
1310170_s_t_eriks_sjukhus,2010,-33
1310170_s_t_eriks_sjukhus,2011,-32
1310170_s_t_eriks_sjukhus,2012,-40
1310170_s_t_eriks_sjukhus,2013,-40
1310170_s_t_eriks_sjukhus,2014,-55
1310180_wargentinsgatan,2000,-4
1310180_wargentinsgatan,2001,12
1310180_wargentinsgatan,2002,-16
1310180_wargentinsgatan,2003,-14
1310180_wargentinsgatan,2004,-28
1310180_wargentinsgatan,2005,-41
1310180_wargentinsgatan,2006,-67
1310180_wargentinsgatan,2007,-66
1310180_wargentinsgatan,2008,-75
1310180_wargentinsgatan,2009,-85
1310180_wargentinsgatan,2010,-71
1310180_wargentinsgatan,2011,-112
1310180_wargentinsgatan,2012,-143
1310180_wargentinsgatan,2013,-182
1310180_wargentinsgatan,2014,-183
1310190_kronoberg,2000,1
1310190_kronoberg,2001,27
1310190_kronoberg,2002,21
1310190_kronoberg,2003,-19
1310190_kronoberg,2004,-16
1310190_kronoberg,2005,-24
1310190_kronoberg,2006,-12
1310190_kronoberg,2007,-28
1310190_kronoberg,2008,-50
1310190_kronoberg,2009,-30
1310190_kronoberg,2010,-26
1310190_kronoberg,2011,-37
1310190_kronoberg,2012,-18
1310190_kronoberg,2013,-20
1310190_kronoberg,2014,-62
1320110_karlsvik,2000,3
1320110_karlsvik,2001,-28
1320110_karlsvik,2002,-49
1320110_karlsvik,2003,-49
1320110_karlsvik,2004,-62
1320110_karlsvik,2005,-87
1320110_karlsvik,2006,-107
1320110_karlsvik,2007,-136
1320110_karlsvik,2008,-138
1320110_karlsvik,2009,-123
1320110_karlsvik,2010,-136
1320110_karlsvik,2011,-160
1320110_karlsvik,2012,-185
1320110_karlsvik,2013,-180
1320110_karlsvik,2014,-209
1320120_hemmet,2000,-11
1320120_hemmet,2001,9
1320120_hemmet,2002,10
1320120_hemmet,2003,36
1320120_hemmet,2004,23
1320120_hemmet,2005,23
1320120_hemmet,2006,96
1320120_hemmet,2007,115
1320120_hemmet,2008,86
1320120_hemmet,2009,86
1320120_hemmet,2010,94
1320120_hemmet,2011,79
1320120_hemmet,2012,72
1320120_hemmet,2013,101
1320120_hemmet,2014,81
1320130_fridhemsplan,2000,16
1320130_fridhemsplan,2001,6
1320130_fridhemsplan,2002,69
1320130_fridhemsplan,2003,80
1320130_fridhemsplan,2004,80
1320130_fridhemsplan,2005,95
1320130_fridhemsplan,2006,86
1320130_fridhemsplan,2007,89
1320130_fridhemsplan,2008,104
1320130_fridhemsplan,2009,99
1320130_fridhemsplan,2010,90
1320130_fridhemsplan,2011,94
1320130_fridhemsplan,2012,105
1320130_fridhemsplan,2013,120
1320130_fridhemsplan,2014,98
1320140_s_t_eriksgatan,2000,34
1320140_s_t_eriksgatan,2001,40
1320140_s_t_eriksgatan,2002,118
1320140_s_t_eriksgatan,2003,101
1320140_s_t_eriksgatan,2004,107
1320140_s_t_eriksgatan,2005,108
1320140_s_t_eriksgatan,2006,124
1320140_s_t_eriksgatan,2007,88
1320140_s_t_eriksgatan,2008,88
1320140_s_t_eriksgatan,2009,95
1320140_s_t_eriksgatan,2010,134
1320140_s_t_eriksgatan,2011,190
1320140_s_t_eriksgatan,2012,172
1320140_s_t_eriksgatan,2013,195
1320140_s_t_eriksgatan,2014,203
1320150_alstromergatan,2000,-35
1320150_alstromergatan,2001,-17
1320150_alstromergatan,2002,-15
1320150_alstromergatan,2003,-13
1320150_alstromergatan,2004,-26
1320150_alstromergatan,2005,-31
1320150_alstromergatan,2006,-66
1320150_alstromergatan,2007,-98
1320150_alstromergatan,2008,-150
1320150_alstromergatan,2009,-132
1320150_alstromergatan,2010,-127
1320150_alstromergatan,2011,-176
1320150_alstromergatan,2012,-170
1320150_alstromergatan,2013,-155
1320150_alstromergatan,2014,-173
1320210_ralambshov,2000,-10
1320210_ralambshov,2001,-1
1320210_ralambshov,2002,34
1320210_ralambshov,2003,41
1320210_ralambshov,2004,36
1320210_ralambshov,2005,36
1320210_ralambshov,2006,46
1320210_ralambshov,2007,55
1320210_ralambshov,2008,67
1320210_ralambshov,2009,222
1320210_ralambshov,2010,243
1320210_ralambshov,2011,235
1320210_ralambshov,2012,231
1320210_ralambshov,2013,221
1320210_ralambshov,2014,220
1320220_svedbergsplan,2000,0
1320220_svedbergsplan,2001,12
1320220_svedbergsplan,2002,13
1320220_svedbergsplan,2003,22
1320220_svedbergsplan,2004,25
1320220_svedbergsplan,2005,30
1320220_svedbergsplan,2006,34
1320220_svedbergsplan,2007,56
1320220_svedbergsplan,2008,41
1320220_svedbergsplan,2009,53
1320220_svedbergsplan,2010,51
1320220_svedbergsplan,2011,48
1320220_svedbergsplan,2012,37
1320220_svedbergsplan,2013,51
1320220_svedbergsplan,2014,45
1320240_mariebergsparken,2000,17
1320240_mariebergsparken,2001,20
1320240_mariebergsparken,2002,26
1320240_mariebergsparken,2003,89
1320240_mariebergsparken,2004,95
1320240_mariebergsparken,2005,101
1320240_mariebergsparken,2006,106
1320240_mariebergsparken,2007,119
1320240_mariebergsparken,2008,124
1320240_mariebergsparken,2009,127
1320240_mariebergsparken,2010,142
1320240_mariebergsparken,2011,147
1320240_mariebergsparken,2012,143
1320240_mariebergsparken,2013,163
1320240_mariebergsparken,2014,162
1320310_ostra_stadshagen,2000,12
1320310_ostra_stadshagen,2001,28
1320310_ostra_stadshagen,2002,38
1320310_ostra_stadshagen,2003,58
1320310_ostra_stadshagen,2004,56
1320310_ostra_stadshagen,2005,27
1320310_ostra_stadshagen,2006,-3
1320310_ostra_stadshagen,2007,-6
1320310_ostra_stadshagen,2008,-4
1320310_ostra_stadshagen,2009,-6
1320310_ostra_stadshagen,2010,31
1320310_ostra_stadshagen,2011,96
1320310_ostra_stadshagen,2012,107
1320310_ostra_stadshagen,2013,113
1320310_ostra_stadshagen,2014,101
1320330_lindhagensplan,2010,69
1320330_lindhagensplan,2011,73
1320330_lindhagensplan,2012,65
1320330_lindhagensplan,2013,61
1320330_lindhagensplan,2014,58
1320410_vastra_kristineberg,2000,-22
1320410_vastra_kristineberg,2001,-21
1320410_vastra_kristineberg,2002,-22
1320410_vastra_kristineberg,2003,-78
1320410_vastra_kristineberg,2004,-113
