basomrade,year,cumulative_immigration_surplus_min_3_years_of_higher_education_aged_25_64
3720720_filmstaden,2013,466
3720720_filmstaden,2014,468
3720730_skogskronet,2000,14
3720730_skogskronet,2001,5
3720730_skogskronet,2002,11
3720730_skogskronet,2003,15
3720730_skogskronet,2004,13
3720730_skogskronet,2005,47
3720730_skogskronet,2006,43
3720730_skogskronet,2007,53
3720730_skogskronet,2008,44
3720730_skogskronet,2009,43
3720730_skogskronet,2010,28
3720730_skogskronet,2011,36
3720730_skogskronet,2012,27
3720730_skogskronet,2013,37
3720730_skogskronet,2014,39
3720740_okand,2000,7
3720740_okand,2001,-12
3720740_okand,2002,-5
3720740_okand,2003,-3
3720740_okand,2004,7
3720740_okand,2005,11
3720740_okand,2006,13
3720740_okand,2007,-9
3720740_okand,2008,-8
3720740_okand,2009,-26
3720741_rasundaskolan,2010,2
3720741_rasundaskolan,2011,2
3720741_rasundaskolan,2012,17
3720741_rasundaskolan,2013,20
3720741_rasundaskolan,2014,20
3720750_charlottenburg,2000,2
3720750_charlottenburg,2001,-22
3720750_charlottenburg,2002,-20
3720750_charlottenburg,2003,-24
3720750_charlottenburg,2004,-18
3720750_charlottenburg,2005,-24
3720750_charlottenburg,2006,11
3720750_charlottenburg,2007,6
3720750_charlottenburg,2008,17
3720750_charlottenburg,2009,-2
3720750_charlottenburg,2010,-21
3720750_charlottenburg,2011,-38
3720750_charlottenburg,2012,-75
3720750_charlottenburg,2013,-78
3720750_charlottenburg,2014,-116
3720760_sodra_vasalund,2000,5
3720760_sodra_vasalund,2001,-1
3720760_sodra_vasalund,2002,4
3720760_sodra_vasalund,2003,-7
3720760_sodra_vasalund,2004,-43
3720760_sodra_vasalund,2005,-57
3720760_sodra_vasalund,2006,-76
3720760_sodra_vasalund,2007,-72
3720760_sodra_vasalund,2008,-107
3720760_sodra_vasalund,2009,-128
3720760_sodra_vasalund,2010,-139
3720760_sodra_vasalund,2011,-152
3720760_sodra_vasalund,2012,-174
3720760_sodra_vasalund,2013,-171
3720760_sodra_vasalund,2014,-174
3720770_norra_vasalund,2000,-5
3720770_norra_vasalund,2001,-4
3720770_norra_vasalund,2002,4
3720770_norra_vasalund,2003,19
3720770_norra_vasalund,2004,17
3720770_norra_vasalund,2005,19
3720770_norra_vasalund,2006,51
3720770_norra_vasalund,2007,64
3720770_norra_vasalund,2008,51
3720770_norra_vasalund,2009,53
3720770_norra_vasalund,2010,46
3720770_norra_vasalund,2011,46
3720770_norra_vasalund,2012,41
3720770_norra_vasalund,2013,35
3720770_norra_vasalund,2014,30
3720780_ekensberg,2000,10
3720780_ekensberg,2001,15
3720780_ekensberg,2002,-1
3720780_ekensberg,2003,13
3720780_ekensberg,2004,26
3720780_ekensberg,2005,48
3720780_ekensberg,2006,38
3720780_ekensberg,2007,43
3720780_ekensberg,2008,46
3720780_ekensberg,2009,39
3720780_ekensberg,2010,50
3720780_ekensberg,2011,58
3720780_ekensberg,2012,70
3720780_ekensberg,2013,61
3720780_ekensberg,2014,50
3720790_hallen,2000,-4
3720790_hallen,2001,-7
3720790_hallen,2002,-5
3720790_hallen,2003,-6
3720790_hallen,2004,-11
3720790_hallen,2005,-5
3720790_hallen,2006,-5
3720790_hallen,2007,-11
3720790_hallen,2008,-13
3720790_hallen,2009,-13
3720790_hallen,2010,-18
3720790_hallen,2011,-19
3720790_hallen,2012,-18
3720790_hallen,2013,-24
3720790_hallen,2014,-26
3720910_rudtorp,2000,28
3720910_rudtorp,2001,17
3720910_rudtorp,2002,28
3720910_rudtorp,2003,13
3720910_rudtorp,2004,28
3720910_rudtorp,2005,23
3720910_rudtorp,2006,9
3720910_rudtorp,2007,42
3720910_rudtorp,2008,67
3720910_rudtorp,2009,79
3720910_rudtorp,2010,76
3720910_rudtorp,2011,85
3720910_rudtorp,2012,89
3720910_rudtorp,2013,98
3720910_rudtorp,2014,107
3720920_albygard,2000,4
3720920_albygard,2001,0
3720920_albygard,2002,1
3720920_albygard,2003,2
3720920_albygard,2004,30
3720920_albygard,2005,24
3720920_albygard,2006,42
3720920_albygard,2007,45
3720920_albygard,2008,44
3720920_albygard,2009,48
3720920_albygard,2010,31
3720920_albygard,2011,55
3720920_albygard,2012,58
3720920_albygard,2013,49
3720920_albygard,2014,54
3720930_solna_centrum,2000,-7
3720930_solna_centrum,2001,-9
3720930_solna_centrum,2002,0
3720930_solna_centrum,2003,69
3720930_solna_centrum,2004,76
3720930_solna_centrum,2005,67
3720930_solna_centrum,2006,61
3720930_solna_centrum,2007,70
3720930_solna_centrum,2008,64
3720930_solna_centrum,2009,61
3720930_solna_centrum,2010,56
3720930_solna_centrum,2011,61
3720930_solna_centrum,2012,61
3720930_solna_centrum,2013,58
3720930_solna_centrum,2014,61
3720940_hanneberg,2000,-6
3720940_hanneberg,2001,-15
3720940_hanneberg,2002,-9
3720940_hanneberg,2003,-1
3720940_hanneberg,2004,-2
3720940_hanneberg,2005,-2
3720940_hanneberg,2006,-2
3720940_hanneberg,2007,11
3720940_hanneberg,2008,20
3720940_hanneberg,2009,24
3720940_hanneberg,2010,19
3720940_hanneberg,2011,18
3720940_hanneberg,2012,32
3720940_hanneberg,2013,46
3720940_hanneberg,2014,42
3720950_albydal,2000,9
3720950_albydal,2001,14
3720950_albydal,2002,24
3720950_albydal,2003,29
3720950_albydal,2004,36
3720950_albydal,2005,25
3720950_albydal,2006,19
3720950_albydal,2007,24
3720950_albydal,2008,33
3720950_albydal,2009,28
3720950_albydal,2010,25
3720950_albydal,2011,31
3720950_albydal,2012,35
3720950_albydal,2013,41
3720950_albydal,2014,44
3810100_lilla_alby,2000,12
3810100_lilla_alby,2001,-13
3810100_lilla_alby,2002,-27
3810100_lilla_alby,2003,-47
3810100_lilla_alby,2004,-80
3810100_lilla_alby,2005,-76
3810100_lilla_alby,2006,-60
3810100_lilla_alby,2007,-83
3810100_lilla_alby,2008,-91
3810100_lilla_alby,2009,-69
3810100_lilla_alby,2010,-46
3810100_lilla_alby,2011,-43
3810100_lilla_alby,2012,-71
3810100_lilla_alby,2013,-28
3810100_lilla_alby,2014,85
3810110_sundbybergs_industriomr,2000,30
3810110_sundbybergs_industriomr,2001,45
3810110_sundbybergs_industriomr,2002,53
3810110_sundbybergs_industriomr,2003,68
3810110_sundbybergs_industriomr,2004,79
3810110_sundbybergs_industriomr,2005,71
3810110_sundbybergs_industriomr,2006,70
3810110_sundbybergs_industriomr,2007,66
3810110_sundbybergs_industriomr,2008,62
3810110_sundbybergs_industriomr,2009,57
3810110_sundbybergs_industriomr,2010,61
3810110_sundbybergs_industriomr,2011,65
3810110_sundbybergs_industriomr,2012,70
3810110_sundbybergs_industriomr,2013,71
3810110_sundbybergs_industriomr,2014,66
3810220_rasten,2000,9
3810220_rasten,2001,14
3810220_rasten,2002,10
3810220_rasten,2003,10
3810220_rasten,2004,39
3810220_rasten,2005,32
3810220_rasten,2006,11
3810220_rasten,2007,20
3810220_rasten,2008,6
3810220_rasten,2009,-8
3810220_rasten,2010,-25
3810220_rasten,2011,-33
3810220_rasten,2012,3
3810220_rasten,2013,-30
3810220_rasten,2014,-34
3810230_sundbybergs_centrum,2000,39
3810230_sundbybergs_centrum,2001,51
3810230_sundbybergs_centrum,2002,24
3810230_sundbybergs_centrum,2003,-33
3810230_sundbybergs_centrum,2004,-68
3810230_sundbybergs_centrum,2005,-54
3810230_sundbybergs_centrum,2006,-70
3810230_sundbybergs_centrum,2007,-95
3810230_sundbybergs_centrum,2008,-105
3810230_sundbybergs_centrum,2009,-143
3810230_sundbybergs_centrum,2010,-148
3810230_sundbybergs_centrum,2011,-145
3810230_sundbybergs_centrum,2012,-149
3810230_sundbybergs_centrum,2013,-158
3810230_sundbybergs_centrum,2014,-151
3810240_starrbacksgatan,2000,31
3810240_starrbacksgatan,2001,9
3810240_starrbacksgatan,2002,-19
3810240_starrbacksgatan,2003,-27
3810240_starrbacksgatan,2004,-14
3810240_starrbacksgatan,2005,-29
3810240_starrbacksgatan,2006,-4
3810240_starrbacksgatan,2007,-21
3810240_starrbacksgatan,2008,-46
3810240_starrbacksgatan,2009,-45
3810240_starrbacksgatan,2010,-67
3810240_starrbacksgatan,2011,-58
3810240_starrbacksgatan,2012,-17
3810240_starrbacksgatan,2013,-11
3810240_starrbacksgatan,2014,-3
3810300_storskogen,2000,13
3810300_storskogen,2001,9
3810300_storskogen,2002,5
3810300_storskogen,2003,-5
3810300_storskogen,2004,-22
3810300_storskogen,2005,-21
3810300_storskogen,2006,-9
3810300_storskogen,2007,-5
3810300_storskogen,2008,32
3810300_storskogen,2009,17
3810300_storskogen,2010,19
3810300_storskogen,2011,31
3810300_storskogen,2012,17
3810300_storskogen,2013,8
3810300_storskogen,2014,20
3810310_lotsjo,2000,11
3810310_lotsjo,2001,15
3810310_lotsjo,2002,18
3810310_lotsjo,2003,19
3810310_lotsjo,2004,14
3810310_lotsjo,2005,4
3810310_lotsjo,2006,1
3810310_lotsjo,2007,6
3810310_lotsjo,2008,19
3810310_lotsjo,2009,119
3810310_lotsjo,2010,123
3810310_lotsjo,2011,124
3810310_lotsjo,2012,137
3810310_lotsjo,2013,122
3810310_lotsjo,2014,128
3810320_tule,2000,5
3810320_tule,2001,0
3810320_tule,2002,-3
3810320_tule,2003,10
3810320_tule,2004,24
3810320_tule,2005,26
3810320_tule,2006,25
3810320_tule,2007,28
3810320_tule,2008,65
3810320_tule,2009,76
3810320_tule,2010,70
3810320_tule,2011,87
3810320_tule,2012,89
3810320_tule,2013,105
3810320_tule,2014,93
3810400_duvbo,2000,15
3810400_duvbo,2001,22
3810400_duvbo,2002,22
3810400_duvbo,2003,20
3810400_duvbo,2004,26
3810400_duvbo,2005,41
3810400_duvbo,2006,50
3810400_duvbo,2007,75
3810400_duvbo,2008,72
3810400_duvbo,2009,81
3810400_duvbo,2010,94
3810400_duvbo,2011,96
3810400_duvbo,2012,96
3810400_duvbo,2013,99
3810400_duvbo,2014,118
3810410_hasthagen,2000,18
3810410_hasthagen,2001,14
3810410_hasthagen,2002,12
3810410_hasthagen,2003,17
3810410_hasthagen,2004,19
3810410_hasthagen,2005,19
3810410_hasthagen,2006,7
3810410_hasthagen,2007,6
3810410_hasthagen,2008,14
3810410_hasthagen,2009,6
3810410_hasthagen,2010,6
3810410_hasthagen,2011,20
3810410_hasthagen,2012,16
3810410_hasthagen,2013,12
3810410_hasthagen,2014,13
3810500_or,2000,6
3810500_or,2001,10
3810500_or,2002,6
3810500_or,2003,-12
3810500_or,2004,-10
3810500_or,2005,-16
3810500_or,2006,-26
3810500_or,2007,-23
3810500_or,2008,-45
3810500_or,2009,-43
3810500_or,2010,-60
3810500_or,2011,-77
3810500_or,2012,-77
3810500_or,2013,-46
3810500_or,2014,-52
3810610_hallonbergen,2000,-4
3810610_hallonbergen,2001,-21
3810610_hallonbergen,2002,-46
3810610_hallonbergen,2003,-81
3810610_hallonbergen,2004,-106
3810610_hallonbergen,2005,-139
3810610_hallonbergen,2006,-150
3810610_hallonbergen,2007,-164
3810610_hallonbergen,2008,-177
3810610_hallonbergen,2009,-225
3810610_hallonbergen,2010,-263
3810610_hallonbergen,2011,-293
3810610_hallonbergen,2012,-321
3810610_hallonbergen,2013,-346
3810610_hallonbergen,2014,-371
3810720_rissne_norra_arbetsomr,2000,7
3810720_rissne_norra_arbetsomr,2001,1
3810720_rissne_norra_arbetsomr,2002,7
3810720_rissne_norra_arbetsomr,2003,10
3810720_rissne_norra_arbetsomr,2004,1
3810720_rissne_norra_arbetsomr,2005,1
3810720_rissne_norra_arbetsomr,2006,1
3810720_rissne_norra_arbetsomr,2007,1
3810720_rissne_norra_arbetsomr,2008,-2
3810720_rissne_norra_arbetsomr,2009,-5
3810720_rissne_norra_arbetsomr,2010,-6
3810720_rissne_norra_arbetsomr,2011,-3
3810720_rissne_norra_arbetsomr,2012,-6
3810720_rissne_norra_arbetsomr,2013,-6
3810720_rissne_norra_arbetsomr,2014,-6
3810740_norra_rissne,2000,-17
3810740_norra_rissne,2001,-45
3810740_norra_rissne,2002,-72
3810740_norra_rissne,2003,-94
3810740_norra_rissne,2004,-148
3810740_norra_rissne,2005,-164
3810740_norra_rissne,2006,-198
3810740_norra_rissne,2007,-235
3810740_norra_rissne,2008,-256
3810740_norra_rissne,2009,-275
3810740_norra_rissne,2010,-278
3810740_norra_rissne,2011,-285
3810740_norra_rissne,2012,-302
3810740_norra_rissne,2013,-333
3810740_norra_rissne,2014,-343
3810750_sodra_rissne,2000,2
3810750_sodra_rissne,2001,-5
3810750_sodra_rissne,2002,-26
3810750_sodra_rissne,2003,-47
3810750_sodra_rissne,2004,-64
3810750_sodra_rissne,2005,-110
3810750_sodra_rissne,2006,-117
3810750_sodra_rissne,2007,-113
3810750_sodra_rissne,2008,-139
3810750_sodra_rissne,2009,-165
3810750_sodra_rissne,2010,-163
3810750_sodra_rissne,2011,-187
3810750_sodra_rissne,2012,-182
3810750_sodra_rissne,2013,-186
3810750_sodra_rissne,2014,-207
3810810_ursviks_smahusomr,2000,3
3810810_ursviks_smahusomr,2001,-2
3810810_ursviks_smahusomr,2002,9
3810810_ursviks_smahusomr,2003,6
3810810_ursviks_smahusomr,2004,15
3810810_ursviks_smahusomr,2005,15
3810810_ursviks_smahusomr,2006,24
3810810_ursviks_smahusomr,2007,30
3810810_ursviks_smahusomr,2008,30
3810810_ursviks_smahusomr,2009,30
3810810_ursviks_smahusomr,2010,24
3810810_ursviks_smahusomr,2011,28
3810810_ursviks_smahusomr,2012,34
3810810_ursviks_smahusomr,2013,47
3810810_ursviks_smahusomr,2014,57
3810824_brotorp,2010,60
3810824_brotorp,2011,78
3810824_brotorp,2012,164
3810824_brotorp,2013,196
3810824_brotorp,2014,204
3910110_vastra_nasbypark,2000,15
3910110_vastra_nasbypark,2001,10
3910110_vastra_nasbypark,2002,16
3910110_vastra_nasbypark,2003,10
3910110_vastra_nasbypark,2004,29
3910110_vastra_nasbypark,2005,24
3910110_vastra_nasbypark,2006,31
3910110_vastra_nasbypark,2007,46
3910110_vastra_nasbypark,2008,57
3910110_vastra_nasbypark,2009,63
3910110_vastra_nasbypark,2010,64
3910110_vastra_nasbypark,2011,97
3910110_vastra_nasbypark,2012,95
3910110_vastra_nasbypark,2013,104
3910110_vastra_nasbypark,2014,118
3910120_ornstigen,2000,-5
3910120_ornstigen,2001,-13
3910120_ornstigen,2002,-23
3910120_ornstigen,2003,-16
3910120_ornstigen,2004,-21
3910120_ornstigen,2005,-24
3910120_ornstigen,2006,-25
3910120_ornstigen,2007,-40
3910120_ornstigen,2008,-44
3910120_ornstigen,2009,-49
3910120_ornstigen,2010,-48
3910120_ornstigen,2011,-54
3910120_ornstigen,2012,-44
3910120_ornstigen,2013,-47
3910120_ornstigen,2014,-37
3910130_nasbyparks_centrum,2000,-5
3910130_nasbyparks_centrum,2001,9
3910130_nasbyparks_centrum,2002,16
3910130_nasbyparks_centrum,2003,21
3910130_nasbyparks_centrum,2004,11
3910130_nasbyparks_centrum,2005,4
3910130_nasbyparks_centrum,2006,5
3910130_nasbyparks_centrum,2007,-14
3910130_nasbyparks_centrum,2008,-14
3910130_nasbyparks_centrum,2009,-20
3910130_nasbyparks_centrum,2010,-32
3910130_nasbyparks_centrum,2011,-21
3910130_nasbyparks_centrum,2012,-23
3910130_nasbyparks_centrum,2013,-22
3910130_nasbyparks_centrum,2014,-4
3910140_nasby_slott,2000,-5
3910140_nasby_slott,2001,3
3910140_nasby_slott,2002,7
3910140_nasby_slott,2003,9
3910140_nasby_slott,2004,10
3910140_nasby_slott,2005,11
3910140_nasby_slott,2006,17
3910140_nasby_slott,2007,29
3910140_nasby_slott,2008,36
3910140_nasby_slott,2009,40
3910140_nasby_slott,2010,42
3910140_nasby_slott,2011,47
3910140_nasby_slott,2012,47
3910140_nasby_slott,2013,54
3910140_nasby_slott,2014,57
3910170_ostra_nasbypark,2000,-14
3910170_ostra_nasbypark,2001,-18
3910170_ostra_nasbypark,2002,1
3910170_ostra_nasbypark,2003,18
3910170_ostra_nasbypark,2004,13
3910170_ostra_nasbypark,2005,33
3910170_ostra_nasbypark,2006,54
3910170_ostra_nasbypark,2007,100
3910170_ostra_nasbypark,2008,118
3910170_ostra_nasbypark,2009,124
3910170_ostra_nasbypark,2010,133
3910170_ostra_nasbypark,2011,143
3910170_ostra_nasbypark,2012,150
3910170_ostra_nasbypark,2013,165
3910170_ostra_nasbypark,2014,169
3910190_lahall,2000,5
3910190_lahall,2001,5
3910190_lahall,2002,9
3910190_lahall,2003,14
3910190_lahall,2004,20
3910190_lahall,2005,31
3910190_lahall,2006,35
3910190_lahall,2007,40
3910190_lahall,2008,40
3910190_lahall,2009,50
3910190_lahall,2010,61
3910190_lahall,2011,74
3910190_lahall,2012,83
3910190_lahall,2013,71
3910190_lahall,2014,81
3910210_nasbydal,2000,9
3910210_nasbydal,2001,4
3910210_nasbydal,2002,3
3910210_nasbydal,2003,-6
3910210_nasbydal,2004,-10
3910210_nasbydal,2005,-11
3910210_nasbydal,2006,-13
3910210_nasbydal,2007,-12
3910210_nasbydal,2008,-42
3910210_nasbydal,2009,-48
3910210_nasbydal,2010,-51
3910210_nasbydal,2011,-70
3910210_nasbydal,2012,-68
3910210_nasbydal,2013,-63
3910210_nasbydal,2014,-70
3910220_grindtorp,2000,-12
3910220_grindtorp,2001,-2
3910220_grindtorp,2002,-19
3910220_grindtorp,2003,-3
3910220_grindtorp,2004,-11
3910220_grindtorp,2005,-24
3910220_grindtorp,2006,-46
3910220_grindtorp,2007,-60
3910220_grindtorp,2008,-52
3910220_grindtorp,2009,-61
3910220_grindtorp,2010,-61
3910220_grindtorp,2011,-77
3910220_grindtorp,2012,-68
3910220_grindtorp,2013,-72
3910220_grindtorp,2014,-60
3910240_taby_centrum,2000,15
3910240_taby_centrum,2001,8
3910240_taby_centrum,2002,7
3910240_taby_centrum,2003,-6
3910240_taby_centrum,2004,-5
3910240_taby_centrum,2005,-6
3910240_taby_centrum,2006,-15
3910240_taby_centrum,2007,-19
3910240_taby_centrum,2008,-24
3910240_taby_centrum,2009,-30
3910240_taby_centrum,2010,-31
3910240_taby_centrum,2011,-37
3910240_taby_centrum,2012,-30
3910240_taby_centrum,2013,-13
3910240_taby_centrum,2014,21
3910270_marknadsvagen,2000,0
3910270_marknadsvagen,2001,-3
3910270_marknadsvagen,2002,-28
3910270_marknadsvagen,2003,-32
3910270_marknadsvagen,2004,-31
3910270_marknadsvagen,2005,-26
3910270_marknadsvagen,2006,-26
3910270_marknadsvagen,2007,-21
3910270_marknadsvagen,2008,-32
3910270_marknadsvagen,2009,-28
3910270_marknadsvagen,2010,-43
3910270_marknadsvagen,2011,-35
3910270_marknadsvagen,2012,-31
3910270_marknadsvagen,2013,-24
3910270_marknadsvagen,2014,-1
3910280_akerbyvagen,2000,-18
3910280_akerbyvagen,2001,-8
3910280_akerbyvagen,2002,-5
3910280_akerbyvagen,2003,-7
3910280_akerbyvagen,2004,-15
3910280_akerbyvagen,2005,-14
3910280_akerbyvagen,2006,-9
3910280_akerbyvagen,2007,-12
3910280_akerbyvagen,2008,-1
3910280_akerbyvagen,2009,6
3910280_akerbyvagen,2010,7
3910280_akerbyvagen,2011,4
3910280_akerbyvagen,2012,0
3910280_akerbyvagen,2013,-3
3910280_akerbyvagen,2014,-4
3910310_sodra_viggbyholm,2000,1
3910310_sodra_viggbyholm,2001,-6
3910310_sodra_viggbyholm,2002,-6
3910310_sodra_viggbyholm,2003,3
3910310_sodra_viggbyholm,2004,11
3910310_sodra_viggbyholm,2005,29
3910310_sodra_viggbyholm,2006,35
3910310_sodra_viggbyholm,2007,53
3910310_sodra_viggbyholm,2008,64
3910310_sodra_viggbyholm,2009,76
3910310_sodra_viggbyholm,2010,91
3910310_sodra_viggbyholm,2011,102
3910310_sodra_viggbyholm,2012,135
3910310_sodra_viggbyholm,2013,127
3910310_sodra_viggbyholm,2014,137
3910320_viggbygardet,2000,-2
3910320_viggbygardet,2001,-19
3910320_viggbygardet,2002,-27
3910320_viggbygardet,2003,-31
3910320_viggbygardet,2004,-36
3910320_viggbygardet,2005,-39
3910320_viggbygardet,2006,-42
3910320_viggbygardet,2007,-47
3910320_viggbygardet,2008,-58
3910320_viggbygardet,2009,-54
3910320_viggbygardet,2010,-60
3910320_viggbygardet,2011,-36
3910320_viggbygardet,2012,-35
3910320_viggbygardet,2013,-35
3910320_viggbygardet,2014,-33
3910330_mellersta_viggbyholm,2000,3
3910330_mellersta_viggbyholm,2001,-2
3910330_mellersta_viggbyholm,2002,-3
3910330_mellersta_viggbyholm,2003,-20
3910330_mellersta_viggbyholm,2004,-10
3910330_mellersta_viggbyholm,2005,-11
3910330_mellersta_viggbyholm,2006,-11
3910330_mellersta_viggbyholm,2007,-11
3910330_mellersta_viggbyholm,2008,-14
3910330_mellersta_viggbyholm,2009,-18
3910330_mellersta_viggbyholm,2010,-18
3910330_mellersta_viggbyholm,2011,-3
3910330_mellersta_viggbyholm,2012,-2
3910330_mellersta_viggbyholm,2013,-1
3910330_mellersta_viggbyholm,2014,5
3910350_norra_viggbyholm,2000,0
3910350_norra_viggbyholm,2001,-1
3910350_norra_viggbyholm,2002,7
3910350_norra_viggbyholm,2003,14
3910350_norra_viggbyholm,2004,14
3910350_norra_viggbyholm,2005,17
3910350_norra_viggbyholm,2006,23
3910350_norra_viggbyholm,2007,20
3910350_norra_viggbyholm,2008,19
3910350_norra_viggbyholm,2009,19
3910350_norra_viggbyholm,2010,26
3910350_norra_viggbyholm,2011,32
3910350_norra_viggbyholm,2012,32
3910350_norra_viggbyholm,2013,37
3910350_norra_viggbyholm,2014,36
3910370_norra_hagernas,2000,-16
3910370_norra_hagernas,2001,-17
3910370_norra_hagernas,2002,-14
3910370_norra_hagernas,2003,-39
3910370_norra_hagernas,2004,-39
3910370_norra_hagernas,2005,-46
3910370_norra_hagernas,2006,-42
3910370_norra_hagernas,2007,-48
3910370_norra_hagernas,2008,-43
3910370_norra_hagernas,2009,-67
3910370_norra_hagernas,2010,-79
3910370_norra_hagernas,2011,-85
3910370_norra_hagernas,2012,-76
3910370_norra_hagernas,2013,-83
3910370_norra_hagernas,2014,-100
3910380_sodra_hagernas,2000,0
3910380_sodra_hagernas,2001,-2
3910380_sodra_hagernas,2002,1
3910380_sodra_hagernas,2003,5
3910380_sodra_hagernas,2004,28
3910380_sodra_hagernas,2005,54
3910380_sodra_hagernas,2006,87
3910380_sodra_hagernas,2007,115
3910380_sodra_hagernas,2008,148
3910380_sodra_hagernas,2009,189
3910380_sodra_hagernas,2010,243
3910380_sodra_hagernas,2011,233
3910380_sodra_hagernas,2012,258
3910380_sodra_hagernas,2013,297
3910380_sodra_hagernas,2014,302
3910480_norra_landsbygden,2000,3
3910480_norra_landsbygden,2001,0
3910480_norra_landsbygden,2002,-3
3910480_norra_landsbygden,2003,-6
3910480_norra_landsbygden,2004,-9
3910480_norra_landsbygden,2005,-12
3910480_norra_landsbygden,2006,-15
3910480_norra_landsbygden,2007,-18
3910480_norra_landsbygden,2008,30
3910480_norra_landsbygden,2009,43
3910480_norra_landsbygden,2010,71
3910480_norra_landsbygden,2011,74
3910480_norra_landsbygden,2012,70
3910480_norra_landsbygden,2013,73
3910480_norra_landsbygden,2014,79
3910730_ella,2000,8
3910730_ella,2001,10
3910730_ella,2002,6
3910730_ella,2003,0
3910730_ella,2004,3
3910730_ella,2005,21
3910730_ella,2006,27
3910730_ella,2007,34
3910730_ella,2008,35
3910730_ella,2009,45
3910730_ella,2010,53
3910730_ella,2011,74
3910730_ella,2012,93
3910730_ella,2013,95
