basomrade,year,higher_education_min_3_years_percent_of_population_aged_25_64
4111110_norra_runby,2000,0.16002
4111110_norra_runby,2001,0.1683
4111110_norra_runby,2002,0.17106
4111110_norra_runby,2003,0.18182
4111110_norra_runby,2004,0.19262
4111110_norra_runby,2005,0.19654
4111110_norra_runby,2006,0.20844
4111110_norra_runby,2007,0.21564
4111110_norra_runby,2008,0.2206
4111110_norra_runby,2009,0.22251
4111110_norra_runby,2010,0.23488
4111110_norra_runby,2011,0.23195
4111110_norra_runby,2012,0.23317
4111110_norra_runby,2013,0.24148
4111110_norra_runby,2014,0.25411
4111120_sodra_runby,2000,0.15086
4111120_sodra_runby,2001,0.1453
4111120_sodra_runby,2002,0.14732
4111120_sodra_runby,2003,0.13699
4111120_sodra_runby,2004,0.1267
4111120_sodra_runby,2005,0.12981
4111120_sodra_runby,2006,0.13084
4111120_sodra_runby,2007,0.15122
4111120_sodra_runby,2008,0.16514
4111120_sodra_runby,2009,0.20737
4111120_sodra_runby,2010,0.20188
4111120_sodra_runby,2011,0.1982
4111120_sodra_runby,2012,0.16742
4111120_sodra_runby,2013,0.20642
4111120_sodra_runby,2014,0.22596
4111130_runby_lovsta,2000,0.16713
4111130_runby_lovsta,2001,0.15804
4111130_runby_lovsta,2002,0.1669
4111130_runby_lovsta,2003,0.17155
4111130_runby_lovsta,2004,0.18598
4111130_runby_lovsta,2005,0.20552
4111130_runby_lovsta,2006,0.19466
4111130_runby_lovsta,2007,0.2048
4111130_runby_lovsta,2008,0.20328
4111130_runby_lovsta,2009,0.21943
4111130_runby_lovsta,2010,0.21849
4111130_runby_lovsta,2011,0.22712
4111130_runby_lovsta,2012,0.25085
4111130_runby_lovsta,2013,0.27027
4111130_runby_lovsta,2014,0.26711
4111140_prastgardsmarken,2000,0.18151
4111140_prastgardsmarken,2001,0.19185
4111140_prastgardsmarken,2002,0.19544
4111140_prastgardsmarken,2003,0.19905
4111140_prastgardsmarken,2004,0.17929
4111140_prastgardsmarken,2005,0.18277
4111140_prastgardsmarken,2006,0.18095
4111140_prastgardsmarken,2007,0.19114
4111140_prastgardsmarken,2008,0.18875
4111140_prastgardsmarken,2009,0.18824
4111140_prastgardsmarken,2010,0.18825
4111140_prastgardsmarken,2011,0.19008
4111140_prastgardsmarken,2012,0.18382
4111140_prastgardsmarken,2013,0.18333
4111140_prastgardsmarken,2014,0.19366
4111900_eds_glesbygd,2000,0.2029
4111900_eds_glesbygd,2001,0.21818
4111900_eds_glesbygd,2002,0.22383
4111900_eds_glesbygd,2003,0.22222
4111900_eds_glesbygd,2004,0.21073
4111900_eds_glesbygd,2005,0.21212
4111900_eds_glesbygd,2006,0.22656
4111900_eds_glesbygd,2007,0.20565
4111900_eds_glesbygd,2008,0.21545
4111900_eds_glesbygd,2009,0.20988
4111900_eds_glesbygd,2010,0.20238
4111900_eds_glesbygd,2011,0.20385
4111900_eds_glesbygd,2012,0.20968
4111900_eds_glesbygd,2013,0.21862
4111900_eds_glesbygd,2014,0.23887
4122100_lowenstromska_sjukhuset,2000,0.07625
4122100_lowenstromska_sjukhuset,2001,0.07508
4122100_lowenstromska_sjukhuset,2002,0.08499
4122100_lowenstromska_sjukhuset,2003,0.10249
4122100_lowenstromska_sjukhuset,2004,0.09804
4122100_lowenstromska_sjukhuset,2005,0.10479
4122100_lowenstromska_sjukhuset,2006,0.10794
4122100_lowenstromska_sjukhuset,2007,0.10191
4122100_lowenstromska_sjukhuset,2008,0.09677
4122100_lowenstromska_sjukhuset,2009,0.08025
4122100_lowenstromska_sjukhuset,2010,0.08841
4122100_lowenstromska_sjukhuset,2011,0.10787
4122100_lowenstromska_sjukhuset,2012,0.12573
4122100_lowenstromska_sjukhuset,2013,0.12
4122100_lowenstromska_sjukhuset,2014,0.15094
4122210_norra_vilunda,2000,0.2055
4122210_norra_vilunda,2001,0.20632
4122210_norra_vilunda,2002,0.21186
4122210_norra_vilunda,2003,0.23143
4122210_norra_vilunda,2004,0.23333
4122210_norra_vilunda,2005,0.23623
4122210_norra_vilunda,2006,0.24779
4122210_norra_vilunda,2007,0.24956
4122210_norra_vilunda,2008,0.26607
4122210_norra_vilunda,2009,0.26937
4122210_norra_vilunda,2010,0.26126
4122210_norra_vilunda,2011,0.2604
4122210_norra_vilunda,2012,0.26838
4122210_norra_vilunda,2013,0.2573
4122210_norra_vilunda,2014,0.25856
4122230_apoteksskogen,2000,0.09816
4122230_apoteksskogen,2001,0.10305
4122230_apoteksskogen,2002,0.09938
4122230_apoteksskogen,2003,0.10878
4122230_apoteksskogen,2004,0.11058
4122230_apoteksskogen,2005,0.10706
4122230_apoteksskogen,2006,0.11084
4122230_apoteksskogen,2007,0.11201
4122230_apoteksskogen,2008,0.11838
4122230_apoteksskogen,2009,0.12336
4122230_apoteksskogen,2010,0.13058
4122230_apoteksskogen,2011,0.14014
4122230_apoteksskogen,2012,0.14364
4122230_apoteksskogen,2013,0.1563
4122230_apoteksskogen,2014,0.1689
4122240_vasbyskogen,2000,0.12922
4122240_vasbyskogen,2001,0.13377
4122240_vasbyskogen,2002,0.1314
4122240_vasbyskogen,2003,0.12613
4122240_vasbyskogen,2004,0.125
4122240_vasbyskogen,2005,0.14149
4122240_vasbyskogen,2006,0.14083
4122240_vasbyskogen,2007,0.13907
4122240_vasbyskogen,2008,0.14075
4122240_vasbyskogen,2009,0.14234
4122240_vasbyskogen,2010,0.14773
4122240_vasbyskogen,2011,0.14534
4122240_vasbyskogen,2012,0.13368
4122240_vasbyskogen,2013,0.14261
4122240_vasbyskogen,2014,0.13963
4122310_korpkulla,2000,0.14793
4122310_korpkulla,2001,0.15464
4122310_korpkulla,2002,0.17346
4122310_korpkulla,2003,0.17582
4122310_korpkulla,2004,0.17682
4122310_korpkulla,2005,0.18201
4122310_korpkulla,2006,0.19294
4122310_korpkulla,2007,0.19447
4122310_korpkulla,2008,0.1936
4122310_korpkulla,2009,0.20116
4122310_korpkulla,2010,0.19867
4122310_korpkulla,2011,0.21968
4122310_korpkulla,2012,0.22437
4122310_korpkulla,2013,0.23394
4122310_korpkulla,2014,0.23375
4122340_vilunda,2000,0.11111
4122340_vilunda,2001,0.11207
4122340_vilunda,2002,0.11297
4122340_vilunda,2003,0.11045
4122340_vilunda,2004,0.1092
4122340_vilunda,2005,0.11618
4122340_vilunda,2006,0.09791
4122340_vilunda,2007,0.11135
4122340_vilunda,2008,0.12084
4122340_vilunda,2009,0.11973
4122340_vilunda,2010,0.11422
4122340_vilunda,2011,0.13068
4122340_vilunda,2012,0.13184
4122340_vilunda,2013,0.1387
4122340_vilunda,2014,0.13183
4122420_norra_smedby,2000,0.0857
4122420_norra_smedby,2001,0.09361
4122420_norra_smedby,2002,0.09559
4122420_norra_smedby,2003,0.0958
4122420_norra_smedby,2004,0.09104
4122420_norra_smedby,2005,0.10122
4122420_norra_smedby,2006,0.1055
4122420_norra_smedby,2007,0.11308
4122420_norra_smedby,2008,0.11212
4122420_norra_smedby,2009,0.11446
4122420_norra_smedby,2010,0.11669
4122420_norra_smedby,2011,0.12867
4122420_norra_smedby,2012,0.13722
4122420_norra_smedby,2013,0.1409
4122420_norra_smedby,2014,0.14434
4122430_sodra_smedby,2000,0.07579
4122430_sodra_smedby,2001,0.07731
4122430_sodra_smedby,2002,0.09592
4122430_sodra_smedby,2003,0.09852
4122430_sodra_smedby,2004,0.11002
4122430_sodra_smedby,2005,0.10526
4122430_sodra_smedby,2006,0.12718
4122430_sodra_smedby,2007,0.11463
4122430_sodra_smedby,2008,0.11807
4122430_sodra_smedby,2009,0.1037
4122430_sodra_smedby,2010,0.1197
4122430_sodra_smedby,2011,0.11558
4122430_sodra_smedby,2012,0.1202
4122430_sodra_smedby,2013,0.14141
4122430_sodra_smedby,2014,0.17215
4122520_skalby,2000,0.19659
4122520_skalby,2001,0.19968
4122520_skalby,2002,0.20167
4122520_skalby,2003,0.1912
4122520_skalby,2004,0.18881
4122520_skalby,2005,0.18717
4122520_skalby,2006,0.18116
4122520_skalby,2007,0.17691
4122520_skalby,2008,0.17613
4122520_skalby,2009,0.18437
4122520_skalby,2010,0.20412
4122520_skalby,2011,0.21296
4122520_skalby,2012,0.21469
4122520_skalby,2013,0.20076
4122520_skalby,2014,0.20577
4122530_carlslund,2000,0.10289
4122530_carlslund,2001,0.11455
4122530_carlslund,2002,0.10764
4122530_carlslund,2003,0.09711
4122530_carlslund,2004,0.09822
4122530_carlslund,2005,0.11165
4122530_carlslund,2006,0.128
4122530_carlslund,2007,0.13824
4122530_carlslund,2008,0.13464
4122530_carlslund,2009,0.13091
4122530_carlslund,2010,0.15222
4122530_carlslund,2011,0.16362
4122530_carlslund,2012,0.15804
4122530_carlslund,2013,0.16454
4122530_carlslund,2014,0.17925
4122540_brunnby,2000,0.18679
4122540_brunnby,2001,0.17824
4122540_brunnby,2002,0.18618
4122540_brunnby,2003,0.18324
4122540_brunnby,2004,0.20157
4122540_brunnby,2005,0.20663
4122540_brunnby,2006,0.21346
4122540_brunnby,2007,0.22004
4122540_brunnby,2008,0.2207
4122540_brunnby,2009,0.2099
4122540_brunnby,2010,0.21818
4122540_brunnby,2011,0.22154
4122540_brunnby,2012,0.23
4122540_brunnby,2013,0.21765
4122540_brunnby,2014,0.22664
4122600_vastra_odenslunda,2000,0.15616
4122600_vastra_odenslunda,2001,0.16298
4122600_vastra_odenslunda,2002,0.16619
4122600_vastra_odenslunda,2003,0.16058
4122600_vastra_odenslunda,2004,0.17391
4122600_vastra_odenslunda,2005,0.17857
4122600_vastra_odenslunda,2006,0.17302
4122600_vastra_odenslunda,2007,0.16391
4122600_vastra_odenslunda,2008,0.16641
4122600_vastra_odenslunda,2009,0.17371
4122600_vastra_odenslunda,2010,0.18051
4122600_vastra_odenslunda,2011,0.17713
4122600_vastra_odenslunda,2012,0.17953
4122600_vastra_odenslunda,2013,0.1865
4122600_vastra_odenslunda,2014,0.18421
4133110_sanda,2000,0
4133110_sanda,2001,0.5
4133110_sanda,2002,0.5
4133110_sanda,2003,0.1875
4133110_sanda,2004,0.375
4133110_sanda,2005,0.33333
4133110_sanda,2006,0.17647
4133110_sanda,2007,0
4133110_sanda,2008,0.39726
4133110_sanda,2009,0.44792
4133110_sanda,2010,0.44796
4133110_sanda,2011,0.45
4133110_sanda,2012,0.43614
4133110_sanda,2013,0.42614
4133110_sanda,2014,0.40209
4133120_ostra_odenslunda,2000,0.12474
4133120_ostra_odenslunda,2001,0.129
4133120_ostra_odenslunda,2002,0.12568
4133120_ostra_odenslunda,2003,0.13269
4133120_ostra_odenslunda,2004,0.15609
4133120_ostra_odenslunda,2005,0.16433
4133120_ostra_odenslunda,2006,0.16549
4133120_ostra_odenslunda,2007,0.17265
4133120_ostra_odenslunda,2008,0.17189
4133120_ostra_odenslunda,2009,0.18552
4133120_ostra_odenslunda,2010,0.19092
4133120_ostra_odenslunda,2011,0.21792
4133120_ostra_odenslunda,2012,0.23023
4133120_ostra_odenslunda,2013,0.23608
4133120_ostra_odenslunda,2014,0.23378
4133200_frestaby,2000,0.16571
4133200_frestaby,2001,0.17118
4133200_frestaby,2002,0.17132
4133200_frestaby,2003,0.16733
4133200_frestaby,2004,0.1665
4133200_frestaby,2005,0.17245
4133200_frestaby,2006,0.1754
4133200_frestaby,2007,0.18164
4133200_frestaby,2008,0.19881
4133200_frestaby,2009,0.20724
4133200_frestaby,2010,0.20761
4133200_frestaby,2011,0.20335
4133200_frestaby,2012,0.21104
4133200_frestaby,2013,0.21872
4133200_frestaby,2014,0.21368
4133310_vastra_bollstanas,2000,0.18067
4133310_vastra_bollstanas,2001,0.18182
4133310_vastra_bollstanas,2002,0.17998
4133310_vastra_bollstanas,2003,0.19298
4133310_vastra_bollstanas,2004,0.21613
4133310_vastra_bollstanas,2005,0.21798
4133310_vastra_bollstanas,2006,0.21688
4133310_vastra_bollstanas,2007,0.22014
4133310_vastra_bollstanas,2008,0.21692
4133310_vastra_bollstanas,2009,0.21499
4133310_vastra_bollstanas,2010,0.22138
4133310_vastra_bollstanas,2011,0.21914
4133310_vastra_bollstanas,2012,0.23924
4133310_vastra_bollstanas,2013,0.23674
4133310_vastra_bollstanas,2014,0.25033
4133330_ostra_bollstanas,2000,0.18546
4133330_ostra_bollstanas,2001,0.18825
4133330_ostra_bollstanas,2002,0.19367
4133330_ostra_bollstanas,2003,0.20279
4133330_ostra_bollstanas,2004,0.20932
4133330_ostra_bollstanas,2005,0.21409
4133330_ostra_bollstanas,2006,0.21817
4133330_ostra_bollstanas,2007,0.22528
4133330_ostra_bollstanas,2008,0.22764
4133330_ostra_bollstanas,2009,0.23118
4133330_ostra_bollstanas,2010,0.23973
4133330_ostra_bollstanas,2011,0.24592
4133330_ostra_bollstanas,2012,0.25486
4133330_ostra_bollstanas,2013,0.25353
4133330_ostra_bollstanas,2014,0.2593
4133350_sodra_bollstanas,2000,0.17826
4133350_sodra_bollstanas,2001,0.19204
4133350_sodra_bollstanas,2002,0.20867
4133350_sodra_bollstanas,2003,0.21505
4133350_sodra_bollstanas,2004,0.21825
4133350_sodra_bollstanas,2005,0.2141
4133350_sodra_bollstanas,2006,0.22319
4133350_sodra_bollstanas,2007,0.24138
4133350_sodra_bollstanas,2008,0.24015
4133350_sodra_bollstanas,2009,0.24345
4133350_sodra_bollstanas,2010,0.26296
4133350_sodra_bollstanas,2011,0.27608
4133350_sodra_bollstanas,2012,0.28534
4133350_sodra_bollstanas,2013,0.2914
4133350_sodra_bollstanas,2014,0.29909
4133910_fresta_norra_glesbygd,2000,0.12207
4133910_fresta_norra_glesbygd,2001,0.14414
4133910_fresta_norra_glesbygd,2002,0.14113
4133910_fresta_norra_glesbygd,2003,0.16071
4133910_fresta_norra_glesbygd,2004,0.15328
4133910_fresta_norra_glesbygd,2005,0.16197
4133910_fresta_norra_glesbygd,2006,0.17747
4133910_fresta_norra_glesbygd,2007,0.19377
4133910_fresta_norra_glesbygd,2008,0.19529
4133910_fresta_norra_glesbygd,2009,0.19366
4133910_fresta_norra_glesbygd,2010,0.20213
4133910_fresta_norra_glesbygd,2011,0.21181
4133910_fresta_norra_glesbygd,2012,0.21875
4133910_fresta_norra_glesbygd,2013,0.20736
4133910_fresta_norra_glesbygd,2014,0.20598
4133920_fresta_sodra_glesbygd,2000,0.11905
4133920_fresta_sodra_glesbygd,2001,0.10227
4133920_fresta_sodra_glesbygd,2002,0.10127
4133920_fresta_sodra_glesbygd,2003,0.1125
4133920_fresta_sodra_glesbygd,2004,0.125
4133920_fresta_sodra_glesbygd,2005,0.12644
4133920_fresta_sodra_glesbygd,2006,0.10588
4133920_fresta_sodra_glesbygd,2007,0.1954
4133920_fresta_sodra_glesbygd,2008,0.17978
4133920_fresta_sodra_glesbygd,2009,0.20482
4133920_fresta_sodra_glesbygd,2010,0.17949
4133920_fresta_sodra_glesbygd,2011,0.15854
4133920_fresta_sodra_glesbygd,2012,0.13542
4133920_fresta_sodra_glesbygd,2013,0.16327
4133920_fresta_sodra_glesbygd,2014,0.17895
4210110_centrala_vallentuna,2000,0.1051
4210110_centrala_vallentuna,2001,0.10922
4210110_centrala_vallentuna,2002,0.11862
4210110_centrala_vallentuna,2003,0.13382
4210110_centrala_vallentuna,2004,0.12926
4210110_centrala_vallentuna,2005,0.13684
4210110_centrala_vallentuna,2006,0.14303
4210110_centrala_vallentuna,2007,0.14365
4210110_centrala_vallentuna,2008,0.14348
4210110_centrala_vallentuna,2009,0.13917
4210110_centrala_vallentuna,2010,0.14412
4210110_centrala_vallentuna,2011,0.15501
4210110_centrala_vallentuna,2012,0.14621
4210110_centrala_vallentuna,2013,0.15404
4210110_centrala_vallentuna,2014,0.16022
4210210_norra_vallentuna_tatort,2000,0.14613
4210210_norra_vallentuna_tatort,2001,0.15467
4210210_norra_vallentuna_tatort,2002,0.15709
4210210_norra_vallentuna_tatort,2003,0.15633
4210210_norra_vallentuna_tatort,2004,0.16451
4210210_norra_vallentuna_tatort,2005,0.18054
4210210_norra_vallentuna_tatort,2006,0.1786
4210210_norra_vallentuna_tatort,2007,0.19251
4210210_norra_vallentuna_tatort,2008,0.18919
4210210_norra_vallentuna_tatort,2009,0.20594
4210210_norra_vallentuna_tatort,2010,0.18675
4210210_norra_vallentuna_tatort,2011,0.18733
4210210_norra_vallentuna_tatort,2012,0.18498
4210210_norra_vallentuna_tatort,2013,0.19791
4210210_norra_vallentuna_tatort,2014,0.20989
4210220_nv_a_vallentuna_tatort,2000,0.20381
4210220_nv_a_vallentuna_tatort,2001,0.20444
4210220_nv_a_vallentuna_tatort,2002,0.21077
4210220_nv_a_vallentuna_tatort,2003,0.21846
4210220_nv_a_vallentuna_tatort,2004,0.22028
4210220_nv_a_vallentuna_tatort,2005,0.21644
4210220_nv_a_vallentuna_tatort,2006,0.21896
4210220_nv_a_vallentuna_tatort,2007,0.25226
4210220_nv_a_vallentuna_tatort,2008,0.25118
4210220_nv_a_vallentuna_tatort,2009,0.27039
4210220_nv_a_vallentuna_tatort,2010,0.29376
4210220_nv_a_vallentuna_tatort,2011,0.30703
4210220_nv_a_vallentuna_tatort,2012,0.31203
4210220_nv_a_vallentuna_tatort,2013,0.3194
4210220_nv_a_vallentuna_tatort,2014,0.33279
4210320_ostra_ormsta,2000,0.16258
4210320_ostra_ormsta,2001,0.17168
4210320_ostra_ormsta,2002,0.17168
4210320_ostra_ormsta,2003,0.19293
4210320_ostra_ormsta,2004,0.19631
4210320_ostra_ormsta,2005,0.20378
4210320_ostra_ormsta,2006,0.20728
4210320_ostra_ormsta,2007,0.21545
4210320_ostra_ormsta,2008,0.22492
4210320_ostra_ormsta,2009,0.23751
4210320_ostra_ormsta,2010,0.25
4210320_ostra_ormsta,2011,0.26406
4210320_ostra_ormsta,2012,0.2629
4210320_ostra_ormsta,2013,0.26699
4210320_ostra_ormsta,2014,0.27335
4210330_vastra_ormsta,2000,0.19105
4210330_vastra_ormsta,2001,0.19134
4210330_vastra_ormsta,2002,0.20091
4210330_vastra_ormsta,2003,0.19816
4210330_vastra_ormsta,2004,0.20682
4210330_vastra_ormsta,2005,0.21564
4210330_vastra_ormsta,2006,0.22738
4210330_vastra_ormsta,2007,0.23522
4210330_vastra_ormsta,2008,0.25031
4210330_vastra_ormsta,2009,0.25573
4210330_vastra_ormsta,2010,0.26076
4210330_vastra_ormsta,2011,0.26518
4210330_vastra_ormsta,2012,0.26641
4210330_vastra_ormsta,2013,0.27625
4210330_vastra_ormsta,2014,0.2773
4210340_aby_bostadsomr,2000,0.08491
4210340_aby_bostadsomr,2001,0.10067
4210340_aby_bostadsomr,2002,0.11111
4210340_aby_bostadsomr,2003,0.12269
4210340_aby_bostadsomr,2004,0.11973
4210340_aby_bostadsomr,2005,0.11947
4210340_aby_bostadsomr,2006,0.11659
4210340_aby_bostadsomr,2007,0.12798
4210340_aby_bostadsomr,2008,0.12832
4210340_aby_bostadsomr,2009,0.12838
4210340_aby_bostadsomr,2010,0.17444
4210340_aby_bostadsomr,2011,0.19434
4210340_aby_bostadsomr,2012,0.21218
4210340_aby_bostadsomr,2013,0.23941
4210340_aby_bostadsomr,2014,0.23507
4210410_vastra_ballsta,2000,0.22991
4210410_vastra_ballsta,2001,0.23952
4210410_vastra_ballsta,2002,0.25549
4210410_vastra_ballsta,2003,0.26335
4210410_vastra_ballsta,2004,0.26046
4210410_vastra_ballsta,2005,0.28972
4210410_vastra_ballsta,2006,0.29562
4210410_vastra_ballsta,2007,0.29434
4210410_vastra_ballsta,2008,0.29263
4210410_vastra_ballsta,2009,0.30934
4210410_vastra_ballsta,2010,0.32395
4210410_vastra_ballsta,2011,0.35007
4210410_vastra_ballsta,2012,0.36442
4210410_vastra_ballsta,2013,0.37525
4210410_vastra_ballsta,2014,0.38362
4210420_kragstalund,2000,0.18161
4210420_kragstalund,2001,0.1867
4210420_kragstalund,2002,0.19226
4210420_kragstalund,2003,0.20478
4210420_kragstalund,2004,0.23937
4210420_kragstalund,2005,0.24533
4210420_kragstalund,2006,0.25831
4210420_kragstalund,2007,0.27082
4210420_kragstalund,2008,0.27683
4210420_kragstalund,2009,0.28689
4210420_kragstalund,2010,0.29336
4210420_kragstalund,2011,0.30008
4210420_kragstalund,2012,0.31306
4210420_kragstalund,2013,0.31165
4210420_kragstalund,2014,0.31956
4210430_ballstaberg,2000,0.21116
4210430_ballstaberg,2001,0.22436
4210430_ballstaberg,2002,0.26776
4210430_ballstaberg,2003,0.25962
4210430_ballstaberg,2004,0.29944
4210430_ballstaberg,2005,0.30721
4210430_ballstaberg,2006,0.32277
4210430_ballstaberg,2007,0.33379
4210430_ballstaberg,2008,0.36671
4210430_ballstaberg,2009,0.37742
4210430_ballstaberg,2010,0.37486
4210430_ballstaberg,2011,0.38906
4210430_ballstaberg,2012,0.40333
4210430_ballstaberg,2013,0.40084
4210430_ballstaberg,2014,0.40779
4210440_okand,2000,0.23678
4210440_okand,2001,0.23765
4210440_okand,2002,0.24211
4210440_okand,2003,0.23676
4210440_okand,2004,0.23378
4210440_okand,2005,0.23495
4210440_okand,2006,0.24481
4210440_okand,2007,0.25684
4210440_okand,2008,0.26364
4210440_okand,2009,0.26057
4210510_vallentuna_glesbygd_v,2000,0.11321
4210510_vallentuna_glesbygd_v,2001,0.11178
4210510_vallentuna_glesbygd_v,2002,0.12387
4210510_vallentuna_glesbygd_v,2003,0.12613
4210510_vallentuna_glesbygd_v,2004,0.1339
4210510_vallentuna_glesbygd_v,2005,0.13833
4210510_vallentuna_glesbygd_v,2006,0.13081
4210510_vallentuna_glesbygd_v,2007,0.12317
4210510_vallentuna_glesbygd_v,2008,0.12644
4210510_vallentuna_glesbygd_v,2009,0.16338
4210510_vallentuna_glesbygd_v,2010,0.15805
4210510_vallentuna_glesbygd_v,2011,0.17544
4210510_vallentuna_glesbygd_v,2012,0.17935
4210510_vallentuna_glesbygd_v,2013,0.16621
4210510_vallentuna_glesbygd_v,2014,0.144
4210530_vallentuna_glesbygd_no,2000,0.14124
4210530_vallentuna_glesbygd_no,2001,0.1466
4210530_vallentuna_glesbygd_no,2002,0.12632
4210530_vallentuna_glesbygd_no,2003,0.11795
4210530_vallentuna_glesbygd_no,2004,0.12245
4210530_vallentuna_glesbygd_no,2005,0.12887
4210530_vallentuna_glesbygd_no,2006,0.14359
4210530_vallentuna_glesbygd_no,2007,0.17453
4210530_vallentuna_glesbygd_no,2008,0.17593
4210530_vallentuna_glesbygd_no,2009,0.20253
4210530_vallentuna_glesbygd_no,2010,0.18919
4210530_vallentuna_glesbygd_no,2011,0.19788
4210530_vallentuna_glesbygd_no,2012,0.21754
4210530_vallentuna_glesbygd_no,2013,0.2381
4210530_vallentuna_glesbygd_no,2014,0.22892
4210540_okand,2000,0.09474
4210540_okand,2001,0.06122
4210540_okand,2002,0.07692
4210540_okand,2003,0.10092
4210540_okand,2004,0.10526
4210540_okand,2005,0.09574
4210540_okand,2006,0.125
4210540_okand,2007,0.11765
4210540_okand,2008,0.12745
4210540_okand,2009,0.14815
4220000_markims_forsamling,2000,0.15758
4220000_markims_forsamling,2001,0.15698
4220000_markims_forsamling,2002,0.16667
4220000_markims_forsamling,2003,0.17683
4220000_markims_forsamling,2004,0.20118
4220000_markims_forsamling,2005,0.21637
4220000_markims_forsamling,2006,0.2561
4220000_markims_forsamling,2007,0.28402
4220000_markims_forsamling,2008,0.30588
4220000_markims_forsamling,2009,0.28743
4220000_markims_forsamling,2010,0.28916
4220000_markims_forsamling,2011,0.2994
4220000_markims_forsamling,2012,0.28324
4220000_markims_forsamling,2013,0.30539
4220000_markims_forsamling,2014,0.29885
4230100_lindholmen,2000,0.21564
4230100_lindholmen,2001,0.22454
4230100_lindholmen,2002,0.22197
4230100_lindholmen,2003,0.2369
4230100_lindholmen,2004,0.2455
4230100_lindholmen,2005,0.26049
4230100_lindholmen,2006,0.25926
4230100_lindholmen,2007,0.26154
4230100_lindholmen,2008,0.25541
4230100_lindholmen,2009,0.25877
4230100_lindholmen,2010,0.26623
4230100_lindholmen,2011,0.27948
4230100_lindholmen,2012,0.27234
4230100_lindholmen,2013,0.2735
4230100_lindholmen,2014,0.28726
4230500_okand,2000,0.07738
4230500_okand,2001,0.06548
4230500_okand,2002,0.08642
4230500_okand,2003,0.07453
4230500_okand,2004,0.07006
4230500_okand,2005,0.08387
4230500_okand,2006,0.08974
4230500_okand,2007,0.12658
4230500_okand,2008,0.13333
4230500_okand,2009,0.16071
4240000_frosunda_forsamling,2000,0.125
4240000_frosunda_forsamling,2001,0.13681
4240000_frosunda_forsamling,2002,0.15161
4240000_frosunda_forsamling,2003,0.15432
4240000_frosunda_forsamling,2004,0.1548
4240000_frosunda_forsamling,2005,0.17073
4240000_frosunda_forsamling,2006,0.17445
4240000_frosunda_forsamling,2007,0.16812
4240000_frosunda_forsamling,2008,0.1585
4240000_frosunda_forsamling,2009,0.16714
4240000_frosunda_forsamling,2010,0.17232
4240000_frosunda_forsamling,2011,0.16438
4240000_frosunda_forsamling,2012,0.17355
4240000_frosunda_forsamling,2013,0.18037
4240000_frosunda_forsamling,2014,0.18421
4250100_karsta,2000,0.13636
4250100_karsta,2001,0.13488
4250100_karsta,2002,0.13397
4250100_karsta,2003,0.11792
4250100_karsta,2004,0.13744
4250100_karsta,2005,0.14563
4250100_karsta,2006,0.15311
4250100_karsta,2007,0.1327
4250100_karsta,2008,0.13953
4250100_karsta,2009,0.13575
4250100_karsta,2010,0.15451
4250100_karsta,2011,0.17073
4250100_karsta,2012,0.17188
4250100_karsta,2013,0.19184
4250100_karsta,2014,0.20165
4250200_ekskogen,2000,0.10833
4250200_ekskogen,2001,0.13043
4250200_ekskogen,2002,0.11712
4250200_ekskogen,2003,0.12037
4250200_ekskogen,2004,0.11429
4250200_ekskogen,2005,0.12621
4250200_ekskogen,2006,0.13861
4250200_ekskogen,2007,0.17143
4250200_ekskogen,2008,0.19388
4250200_ekskogen,2009,0.19149
4250200_ekskogen,2010,0.20588
4250200_ekskogen,2011,0.23364
4250200_ekskogen,2012,0.24762
4250200_ekskogen,2013,0.21698
4250200_ekskogen,2014,0.23077
4250500_karsta_glesbygd,2000,0.09281
4250500_karsta_glesbygd,2001,0.08939
4250500_karsta_glesbygd,2002,0.09945
4250500_karsta_glesbygd,2003,0.0973
4250500_karsta_glesbygd,2004,0.10667
4250500_karsta_glesbygd,2005,0.13178
4250500_karsta_glesbygd,2006,0.12879
4250500_karsta_glesbygd,2007,0.14181
4250500_karsta_glesbygd,2008,0.13942
4250500_karsta_glesbygd,2009,0.12981
4250500_karsta_glesbygd,2010,0.14115
4250500_karsta_glesbygd,2011,0.15525
4250500_karsta_glesbygd,2012,0.16628
4250500_karsta_glesbygd,2013,0.17907
4250500_karsta_glesbygd,2014,0.18721
4260500_vada_glesbygd,2000,0.11712
4260500_vada_glesbygd,2001,0.13636
4260500_vada_glesbygd,2002,0.15596
4260500_vada_glesbygd,2003,0.12931
4260500_vada_glesbygd,2004,0.13333
4260500_vada_glesbygd,2005,0.16935
4260500_vada_glesbygd,2006,0.17829
4260500_vada_glesbygd,2007,0.16923
4260500_vada_glesbygd,2008,0.18852
4260500_vada_glesbygd,2009,0.20168
4260500_vada_glesbygd,2010,0.19672
4260500_vada_glesbygd,2011,0.19167
4260500_vada_glesbygd,2012,0.16667
4260500_vada_glesbygd,2013,0.17557
4260500_vada_glesbygd,2014,0.18248
4270100_karby,2000,0.06219
4270100_karby,2001,0.08543
4270100_karby,2002,0.09487
4270100_karby,2003,0.09524
4270100_karby,2004,0.11051
4270100_karby,2005,0.10963
4270100_karby,2006,0.12601
4270100_karby,2007,0.14834
4270100_karby,2008,0.15128
4270100_karby,2009,0.15957
4270100_karby,2010,0.17067
4270100_karby,2011,0.17473
4270100_karby,2012,0.17914
4270100_karby,2013,0.17232
