basomrade,year,higher_education_min_3_years_percent_of_population_aged_25_64
3720770_norra_vasalund,2008,0.39815
3720770_norra_vasalund,2009,0.41693
3720770_norra_vasalund,2010,0.40895
3720770_norra_vasalund,2011,0.41925
3720770_norra_vasalund,2012,0.4326
3720770_norra_vasalund,2013,0.42295
3720770_norra_vasalund,2014,0.43974
3720780_ekensberg,2000,0.21518
3720780_ekensberg,2001,0.2299
3720780_ekensberg,2002,0.22507
3720780_ekensberg,2003,0.236
3720780_ekensberg,2004,0.25343
3720780_ekensberg,2005,0.27617
3720780_ekensberg,2006,0.26825
3720780_ekensberg,2007,0.28421
3720780_ekensberg,2008,0.28448
3720780_ekensberg,2009,0.28328
3720780_ekensberg,2010,0.28062
3720780_ekensberg,2011,0.30186
3720780_ekensberg,2012,0.31923
3720780_ekensberg,2013,0.31056
3720780_ekensberg,2014,0.3146
3720790_hallen,2000,0.2341
3720790_hallen,2001,0.25
3720790_hallen,2002,0.25964
3720790_hallen,2003,0.26478
3720790_hallen,2004,0.27027
3720790_hallen,2005,0.27632
3720790_hallen,2006,0.2711
3720790_hallen,2007,0.27321
3720790_hallen,2008,0.27688
3720790_hallen,2009,0.29076
3720790_hallen,2010,0.28142
3720790_hallen,2011,0.2861
3720790_hallen,2012,0.30871
3720790_hallen,2013,0.28238
3720790_hallen,2014,0.288
3720910_rudtorp,2000,0.2609
3720910_rudtorp,2001,0.25757
3720910_rudtorp,2002,0.26267
3720910_rudtorp,2003,0.2659
3720910_rudtorp,2004,0.27455
3720910_rudtorp,2005,0.27372
3720910_rudtorp,2006,0.27196
3720910_rudtorp,2007,0.29167
3720910_rudtorp,2008,0.3059
3720910_rudtorp,2009,0.31238
3720910_rudtorp,2010,0.32114
3720910_rudtorp,2011,0.32867
3720910_rudtorp,2012,0.33596
3720910_rudtorp,2013,0.34405
3720910_rudtorp,2014,0.34461
3720920_albygard,2000,0.18783
3720920_albygard,2001,0.20109
3720920_albygard,2002,0.21377
3720920_albygard,2003,0.22305
3720920_albygard,2004,0.24638
3720920_albygard,2005,0.24534
3720920_albygard,2006,0.27385
3720920_albygard,2007,0.30408
3720920_albygard,2008,0.30687
3720920_albygard,2009,0.31315
3720920_albygard,2010,0.29909
3720920_albygard,2011,0.32575
3720920_albygard,2012,0.3278
3720920_albygard,2013,0.33573
3720920_albygard,2014,0.35234
3720930_solna_centrum,2000,0.16355
3720930_solna_centrum,2001,0.17411
3720930_solna_centrum,2002,0.20165
3720930_solna_centrum,2003,0.29298
3720930_solna_centrum,2004,0.30543
3720930_solna_centrum,2005,0.32176
3720930_solna_centrum,2006,0.3301
3720930_solna_centrum,2007,0.37019
3720930_solna_centrum,2008,0.3665
3720930_solna_centrum,2009,0.3701
3720930_solna_centrum,2010,0.34834
3720930_solna_centrum,2011,0.36301
3720930_solna_centrum,2012,0.38837
3720930_solna_centrum,2013,0.39671
3720930_solna_centrum,2014,0.39863
3720940_hanneberg,2000,0.2109
3720940_hanneberg,2001,0.19093
3720940_hanneberg,2002,0.21583
3720940_hanneberg,2003,0.23944
3720940_hanneberg,2004,0.24654
3720940_hanneberg,2005,0.26009
3720940_hanneberg,2006,0.26744
3720940_hanneberg,2007,0.2953
3720940_hanneberg,2008,0.31849
3720940_hanneberg,2009,0.33482
3720940_hanneberg,2010,0.32088
3720940_hanneberg,2011,0.32527
3720940_hanneberg,2012,0.36062
3720940_hanneberg,2013,0.38004
3720940_hanneberg,2014,0.39083
3720950_albydal,2000,0.19203
3720950_albydal,2001,0.20833
3720950_albydal,2002,0.22571
3720950_albydal,2003,0.23948
3720950_albydal,2004,0.2659
3720950_albydal,2005,0.26744
3720950_albydal,2006,0.27326
3720950_albydal,2007,0.29555
3720950_albydal,2008,0.32471
3720950_albydal,2009,0.33285
3720950_albydal,2010,0.34114
3720950_albydal,2011,0.34388
3720950_albydal,2012,0.3682
3720950_albydal,2013,0.38211
3720950_albydal,2014,0.40137
3411110_norra_sticklinge,2000,0.46
3411110_norra_sticklinge,2001,0.46863
3411110_norra_sticklinge,2002,0.4812
3411110_norra_sticklinge,2003,0.50715
3411110_norra_sticklinge,2004,0.50521
3411110_norra_sticklinge,2005,0.50237
3411110_norra_sticklinge,2006,0.50511
3411110_norra_sticklinge,2007,0.52206
3411110_norra_sticklinge,2008,0.51903
3411110_norra_sticklinge,2009,0.52804
3411110_norra_sticklinge,2010,0.52998
3411110_norra_sticklinge,2011,0.53913
3411110_norra_sticklinge,2012,0.54695
3411110_norra_sticklinge,2013,0.56128
3411110_norra_sticklinge,2014,0.57411
3411120_sodra_sticklinge,2000,0.39549
3411120_sodra_sticklinge,2001,0.429
3411120_sodra_sticklinge,2002,0.41935
3411120_sodra_sticklinge,2003,0.43168
3411120_sodra_sticklinge,2004,0.44103
3411120_sodra_sticklinge,2005,0.44728
3411120_sodra_sticklinge,2006,0.44409
3411120_sodra_sticklinge,2007,0.43942
3411120_sodra_sticklinge,2008,0.43436
3411120_sodra_sticklinge,2009,0.43627
3411120_sodra_sticklinge,2010,0.46006
3411120_sodra_sticklinge,2011,0.45167
3411120_sodra_sticklinge,2012,0.46753
3411120_sodra_sticklinge,2013,0.47078
3411120_sodra_sticklinge,2014,0.4701
3411200_islinge,2000,0.51991
3411200_islinge,2001,0.52246
3411200_islinge,2002,0.51059
3411200_islinge,2003,0.49767
3411200_islinge,2004,0.50922
3411200_islinge,2005,0.51474
3411200_islinge,2006,0.51402
3411200_islinge,2007,0.52482
3411200_islinge,2008,0.53317
3411200_islinge,2009,0.53191
3411200_islinge,2010,0.53333
3411200_islinge,2011,0.54419
3411200_islinge,2012,0.5737
3411200_islinge,2013,0.5672
3411200_islinge,2014,0.58636
3411310_vastra_naset,2000,0.2591
3411310_vastra_naset,2001,0.26087
3411310_vastra_naset,2002,0.25689
3411310_vastra_naset,2003,0.24206
3411310_vastra_naset,2004,0.23729
3411310_vastra_naset,2005,0.25736
3411310_vastra_naset,2006,0.27344
3411310_vastra_naset,2007,0.28707
3411310_vastra_naset,2008,0.302
3411310_vastra_naset,2009,0.30854
3411310_vastra_naset,2010,0.31366
3411310_vastra_naset,2011,0.33019
3411310_vastra_naset,2012,0.33439
3411310_vastra_naset,2013,0.34851
3411310_vastra_naset,2014,0.35387
3411320_ostra_naset,2000,0.25422
3411320_ostra_naset,2001,0.29268
3411320_ostra_naset,2002,0.30693
3411320_ostra_naset,2003,0.3221
3411320_ostra_naset,2004,0.31545
3411320_ostra_naset,2005,0.32229
3411320_ostra_naset,2006,0.33006
3411320_ostra_naset,2007,0.34105
3411320_ostra_naset,2008,0.34728
3411320_ostra_naset,2009,0.34194
3411320_ostra_naset,2010,0.34355
3411320_ostra_naset,2011,0.34581
3411320_ostra_naset,2012,0.33655
3411320_ostra_naset,2013,0.34437
3411320_ostra_naset,2014,0.362
3411400_bo_garde,2000,0.50584
3411400_bo_garde,2001,0.5315
3411400_bo_garde,2002,0.53101
3411400_bo_garde,2003,0.55344
3411400_bo_garde,2004,0.54613
3411400_bo_garde,2005,0.54577
3411400_bo_garde,2006,0.55137
3411400_bo_garde,2007,0.55844
3411400_bo_garde,2008,0.57237
3411400_bo_garde,2009,0.57947
3411400_bo_garde,2010,0.57605
3411400_bo_garde,2011,0.58497
3411400_bo_garde,2012,0.59871
3411400_bo_garde,2013,0.61165
3411400_bo_garde,2014,0.63175
3411510_bo,2000,0.50278
3411510_bo,2001,0.50998
3411510_bo,2002,0.52622
3411510_bo,2003,0.54827
3411510_bo,2004,0.55877
3411510_bo,2005,0.57374
3411510_bo,2006,0.58198
3411510_bo,2007,0.59206
3411510_bo,2008,0.60755
3411510_bo,2009,0.60938
3411510_bo,2010,0.62863
3411510_bo,2011,0.64314
3411510_bo,2012,0.652
3411510_bo,2013,0.66275
3411510_bo,2014,0.66731
3411520_bjornbo,2000,0.53689
3411520_bjornbo,2001,0.5261
3411520_bjornbo,2002,0.53175
3411520_bjornbo,2003,0.51394
3411520_bjornbo,2004,0.56667
3411520_bjornbo,2005,0.57087
3411520_bjornbo,2006,0.58607
3411520_bjornbo,2007,0.56846
3411520_bjornbo,2008,0.55696
3411520_bjornbo,2009,0.56303
3411520_bjornbo,2010,0.56596
3411520_bjornbo,2011,0.54741
3411520_bjornbo,2012,0.53165
3411520_bjornbo,2013,0.50813
3411520_bjornbo,2014,0.51837
3411610_boson,2000,0.1875
3411610_boson,2001,0.18987
3411610_boson,2002,0.23171
3411610_boson,2003,0.24051
3411610_boson,2004,0.24675
3411610_boson,2005,0.26866
3411610_boson,2006,0.34426
3411610_boson,2007,0.37931
3411610_boson,2008,0.37313
3411610_boson,2009,0.37143
3411610_boson,2010,0.42857
3411610_boson,2011,0.40625
3411610_boson,2012,0.33333
3411610_boson,2013,0.32787
3411610_boson,2014,0.33333
3411620_rudboda,2000,0.41564
3411620_rudboda,2001,0.41369
3411620_rudboda,2002,0.41115
3411620_rudboda,2003,0.41743
3411620_rudboda,2004,0.4197
3411620_rudboda,2005,0.43543
3411620_rudboda,2006,0.43647
3411620_rudboda,2007,0.43186
3411620_rudboda,2008,0.4389
3411620_rudboda,2009,0.44065
3411620_rudboda,2010,0.44258
3411620_rudboda,2011,0.4521
3411620_rudboda,2012,0.45307
3411620_rudboda,2013,0.46333
3411620_rudboda,2014,0.48179
3412100_elfvik,2000,0.36842
3412100_elfvik,2001,0.38462
3412100_elfvik,2002,0.40212
3412100_elfvik,2003,0.42
3412100_elfvik,2004,0.41509
3412100_elfvik,2005,0.42925
3412100_elfvik,2006,0.43655
3412100_elfvik,2007,0.43069
3412100_elfvik,2008,0.43062
3412100_elfvik,2009,0.45596
3412100_elfvik,2010,0.48087
3412100_elfvik,2011,0.51667
3412100_elfvik,2012,0.49171
3412100_elfvik,2013,0.51705
3412100_elfvik,2014,0.51648
3413110_torsviksplatan,2000,0.31855
3413110_torsviksplatan,2001,0.31818
3413110_torsviksplatan,2002,0.33878
3413110_torsviksplatan,2003,0.3481
3413110_torsviksplatan,2004,0.34917
3413110_torsviksplatan,2005,0.36821
3413110_torsviksplatan,2006,0.39357
3413110_torsviksplatan,2007,0.40164
3413110_torsviksplatan,2008,0.39832
3413110_torsviksplatan,2009,0.3988
3413110_torsviksplatan,2010,0.39798
3413110_torsviksplatan,2011,0.42355
3413110_torsviksplatan,2012,0.44082
3413110_torsviksplatan,2013,0.46943
3413110_torsviksplatan,2014,0.45472
3413120_lidingo_centrum,2000,0.31651
3413120_lidingo_centrum,2001,0.32857
3413120_lidingo_centrum,2002,0.33945
3413120_lidingo_centrum,2003,0.33028
3413120_lidingo_centrum,2004,0.2963
3413120_lidingo_centrum,2005,0.30732
3413120_lidingo_centrum,2006,0.31884
3413120_lidingo_centrum,2007,0.28365
3413120_lidingo_centrum,2008,0.29016
3413120_lidingo_centrum,2009,0.31373
3413120_lidingo_centrum,2010,0.29208
3413120_lidingo_centrum,2011,0.29952
3413120_lidingo_centrum,2012,0.30876
3413120_lidingo_centrum,2013,0.27885
3413120_lidingo_centrum,2014,0.2619
3413130_stureplatan,2000,0.46272
3413130_stureplatan,2001,0.44845
3413130_stureplatan,2002,0.464
3413130_stureplatan,2003,0.45326
3413130_stureplatan,2004,0.4382
3413130_stureplatan,2005,0.47353
3413130_stureplatan,2006,0.46921
3413130_stureplatan,2007,0.47293
3413130_stureplatan,2008,0.47139
3413130_stureplatan,2009,0.4774
3413130_stureplatan,2010,0.48406
3413130_stureplatan,2011,0.5072
3413130_stureplatan,2012,0.52312
3413130_stureplatan,2013,0.51057
3413130_stureplatan,2014,0.51796
3413140_herserud,2000,0.47119
3413140_herserud,2001,0.46154
3413140_herserud,2002,0.45161
3413140_herserud,2003,0.46182
3413140_herserud,2004,0.49189
3413140_herserud,2005,0.50457
3413140_herserud,2006,0.5037
3413140_herserud,2007,0.51371
3413140_herserud,2008,0.55254
3413140_herserud,2009,0.56822
3413140_herserud,2010,0.55664
3413140_herserud,2011,0.56189
3413140_herserud,2012,0.57336
3413140_herserud,2013,0.57874
3413140_herserud,2014,0.56075
3413150_torsviks_torg,2000,0.32737
3413150_torsviks_torg,2001,0.32936
3413150_torsviks_torg,2002,0.35867
3413150_torsviks_torg,2003,0.36186
3413150_torsviks_torg,2004,0.37136
3413150_torsviks_torg,2005,0.38641
3413150_torsviks_torg,2006,0.41333
3413150_torsviks_torg,2007,0.41497
3413150_torsviks_torg,2008,0.39863
3413150_torsviks_torg,2009,0.37472
3413150_torsviks_torg,2010,0.38776
3413150_torsviks_torg,2011,0.43341
3413150_torsviks_torg,2012,0.44573
3413150_torsviks_torg,2013,0.44313
3413150_torsviks_torg,2014,0.46523
3413210_bredablick,2000,0.30742
3413210_bredablick,2001,0.31475
3413210_bredablick,2002,0.3299
3413210_bredablick,2003,0.32192
3413210_bredablick,2004,0.33214
3413210_bredablick,2005,0.38411
3413210_bredablick,2006,0.39597
3413210_bredablick,2007,0.4214
3413210_bredablick,2008,0.42705
3413210_bredablick,2009,0.43636
3413210_bredablick,2010,0.43431
3413210_bredablick,2011,0.43866
3413210_bredablick,2012,0.44912
3413210_bredablick,2013,0.46975
3413210_bredablick,2014,0.46441
3413220_norra_hersby,2000,0.52679
3413220_norra_hersby,2001,0.54139
3413220_norra_hersby,2002,0.55656
3413220_norra_hersby,2003,0.57111
3413220_norra_hersby,2004,0.56306
3413220_norra_hersby,2005,0.55658
3413220_norra_hersby,2006,0.57541
3413220_norra_hersby,2007,0.57692
3413220_norra_hersby,2008,0.58865
3413220_norra_hersby,2009,0.59155
3413220_norra_hersby,2010,0.60471
3413220_norra_hersby,2011,0.61501
3413220_norra_hersby,2012,0.64235
3413220_norra_hersby,2013,0.63048
3413220_norra_hersby,2014,0.63915
3413230_sodra_hersby,2000,0.48029
3413230_sodra_hersby,2001,0.4757
3413230_sodra_hersby,2002,0.48296
3413230_sodra_hersby,2003,0.48463
3413230_sodra_hersby,2004,0.5021
3413230_sodra_hersby,2005,0.50214
3413230_sodra_hersby,2006,0.51234
3413230_sodra_hersby,2007,0.53237
3413230_sodra_hersby,2008,0.53436
3413230_sodra_hersby,2009,0.5303
3413230_sodra_hersby,2010,0.5266
3413230_sodra_hersby,2011,0.55086
3413230_sodra_hersby,2012,0.55482
3413230_sodra_hersby,2013,0.56314
3413230_sodra_hersby,2014,0.57217
3413240_hersbyholm,2000,0.46855
3413240_hersbyholm,2001,0.45024
3413240_hersbyholm,2002,0.46782
3413240_hersbyholm,2003,0.4727
3413240_hersbyholm,2004,0.45833
3413240_hersbyholm,2005,0.46132
3413240_hersbyholm,2006,0.45429
3413240_hersbyholm,2007,0.47606
3413240_hersbyholm,2008,0.45607
3413240_hersbyholm,2009,0.45816
3413240_hersbyholm,2010,0.47665
3413240_hersbyholm,2011,0.49506
3413240_hersbyholm,2012,0.50139
3413240_hersbyholm,2013,0.50674
3413240_hersbyholm,2014,0.52111
3413300_stockby,2000,0.33607
3413300_stockby,2001,0.33755
3413300_stockby,2002,0.36564
3413300_stockby,2003,0.35586
3413300_stockby,2004,0.35514
3413300_stockby,2005,0.37383
3413300_stockby,2006,0.40909
3413300_stockby,2007,0.46083
3413300_stockby,2008,0.48113
3413300_stockby,2009,0.45685
3413300_stockby,2010,0.46193
3413300_stockby,2011,0.48936
3413300_stockby,2012,0.48148
3413300_stockby,2013,0.51852
3413300_stockby,2014,0.5266
3413410_baggeby,2000,0.25467
3413410_baggeby,2001,0.25971
3413410_baggeby,2002,0.26009
3413410_baggeby,2003,0.26106
3413410_baggeby,2004,0.25
3413410_baggeby,2005,0.26339
3413410_baggeby,2006,0.27201
3413410_baggeby,2007,0.29634
3413410_baggeby,2008,0.29359
3413410_baggeby,2009,0.29989
3413410_baggeby,2010,0.31361
3413410_baggeby,2011,0.32217
3413410_baggeby,2012,0.33294
3413410_baggeby,2013,0.33917
3413410_baggeby,2014,0.3355
3413420_bodal,2000,0.25152
3413420_bodal,2001,0.26749
3413420_bodal,2002,0.25761
3413420_bodal,2003,0.27968
3413420_bodal,2004,0.2616
3413420_bodal,2005,0.27708
3413420_bodal,2006,0.28043
3413420_bodal,2007,0.29209
3413420_bodal,2008,0.32879
3413420_bodal,2009,0.3266
3413420_bodal,2010,0.33063
3413420_bodal,2011,0.343
3413420_bodal,2012,0.34887
3413420_bodal,2013,0.33605
3413420_bodal,2014,0.34711
3413500_larsberg,2000,0.20793
3413500_larsberg,2001,0.2081
3413500_larsberg,2002,0.20645
3413500_larsberg,2003,0.19912
3413500_larsberg,2004,0.2038
3413500_larsberg,2005,0.20426
3413500_larsberg,2006,0.20929
3413500_larsberg,2007,0.20594
3413500_larsberg,2008,0.22684
3413500_larsberg,2009,0.23096
3413500_larsberg,2010,0.24248
3413500_larsberg,2011,0.24103
3413500_larsberg,2012,0.23396
3413500_larsberg,2013,0.25217
3413500_larsberg,2014,0.24531
3413600_mosstorp,2000,0.38065
3413600_mosstorp,2001,0.42004
3413600_mosstorp,2002,0.41935
3413600_mosstorp,2003,0.42766
3413600_mosstorp,2004,0.41915
3413600_mosstorp,2005,0.42052
3413600_mosstorp,2006,0.43299
3413600_mosstorp,2007,0.44468
3413600_mosstorp,2008,0.43125
3413600_mosstorp,2009,0.4553
3413600_mosstorp,2010,0.45493
3413600_mosstorp,2011,0.45094
3413600_mosstorp,2012,0.45279
3413600_mosstorp,2013,0.4766
3413600_mosstorp,2014,0.51957
3413710_centrala_gangsatra,2000,0.13804
3413710_centrala_gangsatra,2001,0.14147
3413710_centrala_gangsatra,2002,0.14665
3413710_centrala_gangsatra,2003,0.14224
3413710_centrala_gangsatra,2004,0.15551
3413710_centrala_gangsatra,2005,0.15628
3413710_centrala_gangsatra,2006,0.15806
3413710_centrala_gangsatra,2007,0.17312
3413710_centrala_gangsatra,2008,0.17329
3413710_centrala_gangsatra,2009,0.1796
3413710_centrala_gangsatra,2010,0.1833
3413710_centrala_gangsatra,2011,0.20811
3413710_centrala_gangsatra,2012,0.21706
3413710_centrala_gangsatra,2013,0.22478
3413710_centrala_gangsatra,2014,0.24123
3413720_norra_gangsatra,2000,0.45683
3413720_norra_gangsatra,2001,0.47253
3413720_norra_gangsatra,2002,0.46594
3413720_norra_gangsatra,2003,0.48792
3413720_norra_gangsatra,2004,0.48264
3413720_norra_gangsatra,2005,0.48983
3413720_norra_gangsatra,2006,0.49215
3413720_norra_gangsatra,2007,0.48936
3413720_norra_gangsatra,2008,0.50746
3413720_norra_gangsatra,2009,0.51816
3413720_norra_gangsatra,2010,0.53269
3413720_norra_gangsatra,2011,0.53707
3413720_norra_gangsatra,2012,0.54767
3413720_norra_gangsatra,2013,0.55382
3413720_norra_gangsatra,2014,0.56687
3413810_bergsatra,2000,0.13139
3413810_bergsatra,2001,0.16327
3413810_bergsatra,2002,0.23164
3413810_bergsatra,2003,0.28638
3413810_bergsatra,2004,0.35145
3413810_bergsatra,2005,0.35192
3413810_bergsatra,2006,0.3543
3413810_bergsatra,2007,0.3564
3413810_bergsatra,2008,0.37755
3413810_bergsatra,2009,0.36918
3413810_bergsatra,2010,0.41481
3413810_bergsatra,2011,0.41564
3413810_bergsatra,2012,0.40493
3413810_bergsatra,2013,0.41892
3413810_bergsatra,2014,0.41096
3413820_centrala_skarsatra,2000,0.33105
3413820_centrala_skarsatra,2001,0.33391
3413820_centrala_skarsatra,2002,0.32679
3413820_centrala_skarsatra,2003,0.32624
3413820_centrala_skarsatra,2004,0.34317
3413820_centrala_skarsatra,2005,0.33029
3413820_centrala_skarsatra,2006,0.32486
3413820_centrala_skarsatra,2007,0.33269
3413820_centrala_skarsatra,2008,0.3227
3413820_centrala_skarsatra,2009,0.32397
3413820_centrala_skarsatra,2010,0.33333
3413820_centrala_skarsatra,2011,0.32621
3413820_centrala_skarsatra,2012,0.32252
3413820_centrala_skarsatra,2013,0.3219
3413820_centrala_skarsatra,2014,0.31485
3413830_kottla_molna_kappsta,2000,0.48543
3413830_kottla_molna_kappsta,2001,0.47619
3413830_kottla_molna_kappsta,2002,0.4796
3413830_kottla_molna_kappsta,2003,0.47534
3413830_kottla_molna_kappsta,2004,0.49093
3413830_kottla_molna_kappsta,2005,0.49431
3413830_kottla_molna_kappsta,2006,0.51236
3413830_kottla_molna_kappsta,2007,0.51136
3413830_kottla_molna_kappsta,2008,0.51887
3413830_kottla_molna_kappsta,2009,0.51594
3413830_kottla_molna_kappsta,2010,0.51477
3413830_kottla_molna_kappsta,2011,0.52408
3413830_kottla_molna_kappsta,2012,0.54119
3413830_kottla_molna_kappsta,2013,0.55326
3413830_kottla_molna_kappsta,2014,0.55782
3414210_centrala_kappala,2000,0.16137
3414210_centrala_kappala,2001,0.16836
3414210_centrala_kappala,2002,0.17975
3414210_centrala_kappala,2003,0.1748
3414210_centrala_kappala,2004,0.18427
3414210_centrala_kappala,2005,0.19357
3414210_centrala_kappala,2006,0.19488
3414210_centrala_kappala,2007,0.21518
3414210_centrala_kappala,2008,0.21351
3414210_centrala_kappala,2009,0.21862
3414210_centrala_kappala,2010,0.22546
3414210_centrala_kappala,2011,0.22819
3414210_centrala_kappala,2012,0.22743
3414210_centrala_kappala,2013,0.24065
3414210_centrala_kappala,2014,0.23402
3414240_killinge,2000,0.38938
3414240_killinge,2001,0.40036
3414240_killinge,2002,0.41848
3414240_killinge,2003,0.42908
3414240_killinge,2004,0.42403
3414240_killinge,2005,0.4493
3414240_killinge,2006,0.45329
3414240_killinge,2007,0.46585
3414240_killinge,2008,0.46235
3414240_killinge,2009,0.49217
3414240_killinge,2010,0.46702
3414240_killinge,2011,0.48571
3414240_killinge,2012,0.50439
3414240_killinge,2013,0.50265
3414240_killinge,2014,0.51687
3414250_ostra_kappala,2000,0.45858
3414250_ostra_kappala,2001,0.45954
3414250_ostra_kappala,2002,0.48555
3414250_ostra_kappala,2003,0.47839
3414250_ostra_kappala,2004,0.4928
3414250_ostra_kappala,2005,0.55294
3414250_ostra_kappala,2006,0.58
3414250_ostra_kappala,2007,0.58146
3414250_ostra_kappala,2008,0.59544
3414250_ostra_kappala,2009,0.58092
3414250_ostra_kappala,2010,0.60169
3414250_ostra_kappala,2011,0.60227
3414250_ostra_kappala,2012,0.6
3414250_ostra_kappala,2013,0.5928
3414250_ostra_kappala,2014,0.58245
3414310_brevik,2000,0.42167
3414310_brevik,2001,0.43042
3414310_brevik,2002,0.43514
3414310_brevik,2003,0.4356
3414310_brevik,2004,0.44484
3414310_brevik,2005,0.47206
3414310_brevik,2006,0.49511
3414310_brevik,2007,0.5037
3414310_brevik,2008,0.51481
3414310_brevik,2009,0.51145
3414310_brevik,2010,0.51331
3414310_brevik,2011,0.50759
3414310_brevik,2012,0.51174
3414310_brevik,2013,0.50814
3414310_brevik,2014,0.5069
3414320_hogberga,2000,0.44564
3414320_hogberga,2001,0.43742
3414320_hogberga,2002,0.45359
3414320_hogberga,2003,0.45407
3414320_hogberga,2004,0.46245
3414320_hogberga,2005,0.45538
3414320_hogberga,2006,0.4765
3414320_hogberga,2007,0.47348
3414320_hogberga,2008,0.49404
3414320_hogberga,2009,0.49733
3414320_hogberga,2010,0.49735
3414320_hogberga,2011,0.49735
3414320_hogberga,2012,0.50941
3414320_hogberga,2013,0.5181
3414320_hogberga,2014,0.53226
4311441_bogesund,2000,0.15
4311441_bogesund,2001,0.15254
4311441_bogesund,2002,0.15254
4311441_bogesund,2003,0.18644
4311441_bogesund,2004,0.21154
4311441_bogesund,2005,0.20339
4311441_bogesund,2006,0.22727
4311441_bogesund,2007,0.22222
4311441_bogesund,2008,0.24138
4311441_bogesund,2009,0.2
4311441_bogesund,2010,0.21667
4311441_bogesund,2011,0.25
4311441_bogesund,2012,0.20968
4311441_bogesund,2013,0.26761
4311441_bogesund,2014,0.25352
4311442_okand,2000,0.19565
4311442_okand,2001,0.1875
4311442_okand,2002,0.21569
4311442_okand,2003,0.25424
4311442_okand,2004,0.28986
4311442_okand,2005,0.33803
4311442_okand,2006,0.29885
4311442_okand,2007,0.34615
4311442_okand,2008,0.31395
4311442_okand,2009,0.34091
4311443_kullon,2000,0.46617
4311443_kullon,2001,0.45349
4311443_kullon,2002,0.49143
4311443_kullon,2003,0.47753
4311443_kullon,2004,0.52535
4311443_kullon,2005,0.53355
4311443_kullon,2006,0.53494
4311443_kullon,2007,0.53978
4311443_kullon,2008,0.55748
4311443_kullon,2009,0.55459
4311443_kullon,2010,0.56828
4311443_kullon,2011,0.56674
4311443_kullon,2012,0.56951
4311443_kullon,2013,0.58427
4311443_kullon,2014,0.59465
4311460_karlsudd,2000,0.35714
4311460_karlsudd,2001,0.36
4311460_karlsudd,2002,0.29091
4311460_karlsudd,2003,0.28125
4311460_karlsudd,2004,0.32895
4311460_karlsudd,2005,0.32468
4311460_karlsudd,2006,0.32468
4311460_karlsudd,2007,0.35897
4311460_karlsudd,2008,0.39189
4311460_karlsudd,2009,0.45902
4311460_karlsudd,2010,0.45312
4311460_karlsudd,2011,0.38333
4311460_karlsudd,2012,0.39286
4311460_karlsudd,2013,0.33333
4311460_karlsudd,2014,0.4
4311610_ostra_vaxon,2000,0.20067
4311610_ostra_vaxon,2001,0.20134
4311610_ostra_vaxon,2002,0.21222
4311610_ostra_vaxon,2003,0.21672
4311610_ostra_vaxon,2004,0.21446
4311610_ostra_vaxon,2005,0.22682
4311610_ostra_vaxon,2006,0.2406
4311610_ostra_vaxon,2007,0.25087
4311610_ostra_vaxon,2008,0.24695
4311610_ostra_vaxon,2009,0.26193
4311610_ostra_vaxon,2010,0.27828
4311610_ostra_vaxon,2011,0.29502
4311610_ostra_vaxon,2012,0.29609
4311610_ostra_vaxon,2013,0.29637
4311610_ostra_vaxon,2014,0.30094
4311620_vastra_vaxon,2000,0.21357
4311620_vastra_vaxon,2001,0.21946
4311620_vastra_vaxon,2002,0.2416
4311620_vastra_vaxon,2003,0.23709
4311620_vastra_vaxon,2004,0.24332
4311620_vastra_vaxon,2005,0.25227
4311620_vastra_vaxon,2006,0.2424
4311620_vastra_vaxon,2007,0.24278
4311620_vastra_vaxon,2008,0.24624
4311620_vastra_vaxon,2009,0.25099
4311620_vastra_vaxon,2010,0.2538
4311620_vastra_vaxon,2011,0.2524
4311620_vastra_vaxon,2012,0.27025
4311620_vastra_vaxon,2013,0.27177
4311620_vastra_vaxon,2014,0.26964
4311650_engarn_storang,2000,0.28614
4311650_engarn_storang,2001,0.29882
4311650_engarn_storang,2002,0.3125
4311650_engarn_storang,2003,0.31193
4311650_engarn_storang,2004,0.28308
4311650_engarn_storang,2005,0.31454
4311650_engarn_storang,2006,0.31933
4311650_engarn_storang,2007,0.31694
4311650_engarn_storang,2008,0.31694
4311650_engarn_storang,2009,0.31977
4311650_engarn_storang,2010,0.32682
4311650_engarn_storang,2011,0.33144
4311650_engarn_storang,2012,0.33705
4311650_engarn_storang,2013,0.34104
4311650_engarn_storang,2014,0.35795
4311661_ytterby_overby,2000,0.24396
4311661_ytterby_overby,2001,0.24701
4311661_ytterby_overby,2002,0.26471
4311661_ytterby_overby,2003,0.26959
4311661_ytterby_overby,2004,0.27914
4311661_ytterby_overby,2005,0.28728
4311661_ytterby_overby,2006,0.30099
4311661_ytterby_overby,2007,0.31644
4311661_ytterby_overby,2008,0.32778
4311661_ytterby_overby,2009,0.3549
4311661_ytterby_overby,2010,0.36596
4311661_ytterby_overby,2011,0.37355
4311661_ytterby_overby,2012,0.37747
4311661_ytterby_overby,2013,0.38493
4311661_ytterby_overby,2014,0.4008
4311730_tynningo,2000,0.1789
4311730_tynningo,2001,0.1934
4311730_tynningo,2002,0.21719
4311730_tynningo,2003,0.19262
4311730_tynningo,2004,0.21371
4311730_tynningo,2005,0.21739
4311730_tynningo,2006,0.21774
4311730_tynningo,2007,0.228
4311730_tynningo,2008,0.20968
4311730_tynningo,2009,0.21277
4311730_tynningo,2010,0.2156
