basomrade,year,cumulative_immigration_surplus_min_3_years_of_higher_education_aged_25_64_male
1210320_ekhagen,2014,-1510
1210330_frescati,2000,-5
1210330_frescati,2001,-5
1210330_frescati,2002,-5
1210330_frescati,2003,-8
1210330_frescati,2004,-9
1210330_frescati,2005,-9
1210330_frescati,2006,-11
1210330_frescati,2007,-11
1210330_frescati,2008,-16
1210330_frescati,2009,-12
1210330_frescati,2010,-11
1210330_frescati,2011,-14
1210330_frescati,2012,-11
1210330_frescati,2013,-23
1210330_frescati,2014,-20
1210410_centrala_hjorthagen,2000,12
1210410_centrala_hjorthagen,2001,15
1210410_centrala_hjorthagen,2002,26
1210410_centrala_hjorthagen,2003,12
1210410_centrala_hjorthagen,2004,17
1210410_centrala_hjorthagen,2005,24
1210410_centrala_hjorthagen,2006,26
1210410_centrala_hjorthagen,2007,31
1210410_centrala_hjorthagen,2008,35
1210410_centrala_hjorthagen,2009,14
1210410_centrala_hjorthagen,2010,18
1210410_centrala_hjorthagen,2011,10
1210410_centrala_hjorthagen,2012,15
1210410_centrala_hjorthagen,2013,1
1210410_centrala_hjorthagen,2014,9
1220110_ostermalmshallen,2000,-4
1220110_ostermalmshallen,2001,-3
1220110_ostermalmshallen,2002,-13
1220110_ostermalmshallen,2003,-20
1220110_ostermalmshallen,2004,-15
1220110_ostermalmshallen,2005,-19
1220110_ostermalmshallen,2006,-23
1220110_ostermalmshallen,2007,-25
1220110_ostermalmshallen,2008,-22
1220110_ostermalmshallen,2009,-22
1220110_ostermalmshallen,2010,-33
1220110_ostermalmshallen,2011,-39
1220110_ostermalmshallen,2012,-32
1220110_ostermalmshallen,2013,-35
1220110_ostermalmshallen,2014,-32
1220120_dramatiska_teatern,2000,4
1220120_dramatiska_teatern,2001,8
1220120_dramatiska_teatern,2002,10
1220120_dramatiska_teatern,2003,9
1220120_dramatiska_teatern,2004,8
1220120_dramatiska_teatern,2005,9
1220120_dramatiska_teatern,2006,12
1220120_dramatiska_teatern,2007,19
1220120_dramatiska_teatern,2008,18
1220120_dramatiska_teatern,2009,22
1220120_dramatiska_teatern,2010,24
1220120_dramatiska_teatern,2011,24
1220120_dramatiska_teatern,2012,30
1220120_dramatiska_teatern,2013,28
1220120_dramatiska_teatern,2014,24
1220130_ostermalmstorg,2000,-4
1220130_ostermalmstorg,2001,-3
1220130_ostermalmstorg,2002,1
1220130_ostermalmstorg,2003,2
1220130_ostermalmstorg,2004,13
1220130_ostermalmstorg,2005,24
1220130_ostermalmstorg,2006,6
1220130_ostermalmstorg,2007,-3
1220130_ostermalmstorg,2008,-4
1220130_ostermalmstorg,2009,-3
1220130_ostermalmstorg,2010,13
1220130_ostermalmstorg,2011,14
1220130_ostermalmstorg,2012,5
1220130_ostermalmstorg,2013,16
1220130_ostermalmstorg,2014,17
1220140_skvalberget,2000,0
1220140_skvalberget,2001,-6
1220140_skvalberget,2002,-4
1220140_skvalberget,2003,-5
1220140_skvalberget,2004,-9
1220140_skvalberget,2005,-13
1220140_skvalberget,2006,-18
1220140_skvalberget,2007,-16
1220140_skvalberget,2008,-16
1220140_skvalberget,2009,-16
1220140_skvalberget,2010,-5
1220140_skvalberget,2011,-21
1220140_skvalberget,2012,-21
1220140_skvalberget,2013,-23
1220140_skvalberget,2014,-29
1220150_tyskbagaromradet,2000,-4
1220150_tyskbagaromradet,2001,14
1220150_tyskbagaromradet,2002,22
1220150_tyskbagaromradet,2003,13
1220150_tyskbagaromradet,2004,7
1220150_tyskbagaromradet,2005,13
1220150_tyskbagaromradet,2006,19
1220150_tyskbagaromradet,2007,35
1220150_tyskbagaromradet,2008,38
1220150_tyskbagaromradet,2009,47
1220150_tyskbagaromradet,2010,43
1220150_tyskbagaromradet,2011,40
1220150_tyskbagaromradet,2012,39
1220150_tyskbagaromradet,2013,21
1220150_tyskbagaromradet,2014,-1
1220160_hedvig_eleonora_kyrka,2000,8
1220160_hedvig_eleonora_kyrka,2001,1
1220160_hedvig_eleonora_kyrka,2002,1
1220160_hedvig_eleonora_kyrka,2003,-3
1220160_hedvig_eleonora_kyrka,2004,-4
1220160_hedvig_eleonora_kyrka,2005,-2
1220160_hedvig_eleonora_kyrka,2006,-3
1220160_hedvig_eleonora_kyrka,2007,-11
1220160_hedvig_eleonora_kyrka,2008,-4
1220160_hedvig_eleonora_kyrka,2009,2
1220160_hedvig_eleonora_kyrka,2010,2
1220160_hedvig_eleonora_kyrka,2011,2
1220160_hedvig_eleonora_kyrka,2012,2
1220160_hedvig_eleonora_kyrka,2013,4
1220160_hedvig_eleonora_kyrka,2014,10
1220170_kronkvarnen,2000,6
1220170_kronkvarnen,2001,7
1220170_kronkvarnen,2002,5
1220170_kronkvarnen,2003,3
1220170_kronkvarnen,2004,11
1220170_kronkvarnen,2005,13
1220170_kronkvarnen,2006,1
1220170_kronkvarnen,2007,11
1220170_kronkvarnen,2008,13
1220170_kronkvarnen,2009,20
1220170_kronkvarnen,2010,18
1220170_kronkvarnen,2011,19
1220170_kronkvarnen,2012,23
1220170_kronkvarnen,2013,18
1220170_kronkvarnen,2014,7
1230110_karlaplan,2000,5
1230110_karlaplan,2001,8
1230110_karlaplan,2002,10
1230110_karlaplan,2003,23
1230110_karlaplan,2004,20
1230110_karlaplan,2005,22
1230110_karlaplan,2006,22
1230110_karlaplan,2007,25
1230110_karlaplan,2008,16
1230110_karlaplan,2009,29
1230110_karlaplan,2010,39
1230110_karlaplan,2011,39
1230110_karlaplan,2012,37
1230110_karlaplan,2013,27
1230110_karlaplan,2014,26
1230120_historiska_museet,2000,24
1230120_historiska_museet,2001,28
1230120_historiska_museet,2002,33
1230120_historiska_museet,2003,35
1230120_historiska_museet,2004,14
1230120_historiska_museet,2005,15
1230120_historiska_museet,2006,1
1230120_historiska_museet,2007,1
1230120_historiska_museet,2008,-5
1230120_historiska_museet,2009,8
1230120_historiska_museet,2010,3
1230120_historiska_museet,2011,0
1230120_historiska_museet,2012,0
1230120_historiska_museet,2013,-7
1230120_historiska_museet,2014,-5
1230130_strandvagen,2000,27
1230130_strandvagen,2001,25
1230130_strandvagen,2002,33
1230130_strandvagen,2003,38
1230130_strandvagen,2004,50
1230130_strandvagen,2005,45
1230130_strandvagen,2006,56
1230130_strandvagen,2007,30
1230130_strandvagen,2008,34
1230130_strandvagen,2009,30
1230130_strandvagen,2010,11
1230130_strandvagen,2011,14
1230130_strandvagen,2012,7
1230130_strandvagen,2013,17
1230130_strandvagen,2014,-6
1230140_oscarskyrkan,2000,-4
1230140_oscarskyrkan,2001,1
1230140_oscarskyrkan,2002,-1
1230140_oscarskyrkan,2003,9
1230140_oscarskyrkan,2004,10
1230140_oscarskyrkan,2005,9
1230140_oscarskyrkan,2006,24
1230140_oscarskyrkan,2007,26
1230140_oscarskyrkan,2008,46
1230140_oscarskyrkan,2009,41
1230140_oscarskyrkan,2010,56
1230140_oscarskyrkan,2011,59
1230140_oscarskyrkan,2012,57
1230140_oscarskyrkan,2013,71
1230140_oscarskyrkan,2014,67
1230161_gustav_adolfskyrkan_v,2000,-7
1230161_gustav_adolfskyrkan_v,2001,-13
1230161_gustav_adolfskyrkan_v,2002,-4
1230161_gustav_adolfskyrkan_v,2003,1
1230161_gustav_adolfskyrkan_v,2004,-1
1230161_gustav_adolfskyrkan_v,2005,-23
1230161_gustav_adolfskyrkan_v,2006,-23
1230161_gustav_adolfskyrkan_v,2007,-18
1230161_gustav_adolfskyrkan_v,2008,-8
1230161_gustav_adolfskyrkan_v,2009,9
1230161_gustav_adolfskyrkan_v,2010,6
1230161_gustav_adolfskyrkan_v,2011,16
1230161_gustav_adolfskyrkan_v,2012,19
1230161_gustav_adolfskyrkan_v,2013,24
1230161_gustav_adolfskyrkan_v,2014,27
1230162_gustav_adolfskyrkan_o,2000,14
1230162_gustav_adolfskyrkan_o,2001,6
1230162_gustav_adolfskyrkan_o,2002,-7
1230162_gustav_adolfskyrkan_o,2003,2
1230162_gustav_adolfskyrkan_o,2004,10
1230162_gustav_adolfskyrkan_o,2005,16
1230162_gustav_adolfskyrkan_o,2006,19
1230162_gustav_adolfskyrkan_o,2007,28
1230162_gustav_adolfskyrkan_o,2008,36
1230162_gustav_adolfskyrkan_o,2009,52
1230162_gustav_adolfskyrkan_o,2010,50
1230162_gustav_adolfskyrkan_o,2011,48
1230162_gustav_adolfskyrkan_o,2012,51
1230162_gustav_adolfskyrkan_o,2013,61
1230162_gustav_adolfskyrkan_o,2014,43
1230210_djurgardsstaden,2000,-4
1230210_djurgardsstaden,2001,-4
1230210_djurgardsstaden,2002,-2
1230210_djurgardsstaden,2003,0
1230210_djurgardsstaden,2004,-1
1230210_djurgardsstaden,2005,0
1230210_djurgardsstaden,2006,0
1230210_djurgardsstaden,2007,-5
1230210_djurgardsstaden,2008,-5
1230210_djurgardsstaden,2009,-5
1230210_djurgardsstaden,2010,-1
1230210_djurgardsstaden,2011,0
1230210_djurgardsstaden,2012,0
1230210_djurgardsstaden,2013,2
1230210_djurgardsstaden,2014,3
1230220_sodra_djurgarden,2000,0
1230220_sodra_djurgarden,2001,2
1230220_sodra_djurgarden,2002,-2
1230220_sodra_djurgarden,2003,-2
1230220_sodra_djurgarden,2004,2
1230220_sodra_djurgarden,2005,4
1230220_sodra_djurgarden,2006,3
1230220_sodra_djurgarden,2007,8
1230220_sodra_djurgarden,2008,6
1230220_sodra_djurgarden,2009,9
1230220_sodra_djurgarden,2010,7
1230220_sodra_djurgarden,2011,10
1230220_sodra_djurgarden,2012,13
1230220_sodra_djurgarden,2013,12
1230220_sodra_djurgarden,2014,11
1230300_hastgardet,2000,-2
1230300_hastgardet,2001,-12
1230300_hastgardet,2002,-22
1230300_hastgardet,2003,-35
1230300_hastgardet,2004,-39
1230300_hastgardet,2005,-40
1230300_hastgardet,2006,-50
1230300_hastgardet,2007,-36
1230300_hastgardet,2008,26
1230300_hastgardet,2009,23
1230300_hastgardet,2010,10
1230300_hastgardet,2011,7
1230300_hastgardet,2012,-7
1230300_hastgardet,2013,-14
1230300_hastgardet,2014,-22
1230310_olaus_petri_kyrka,2000,-7
1230310_olaus_petri_kyrka,2001,5
1230310_olaus_petri_kyrka,2002,1
1230310_olaus_petri_kyrka,2003,-4
1230310_olaus_petri_kyrka,2004,-40
1230310_olaus_petri_kyrka,2005,-30
1230310_olaus_petri_kyrka,2006,-21
1230310_olaus_petri_kyrka,2007,-18
1230310_olaus_petri_kyrka,2008,-4
1230310_olaus_petri_kyrka,2009,8
1230310_olaus_petri_kyrka,2010,17
1230310_olaus_petri_kyrka,2011,20
1230310_olaus_petri_kyrka,2012,25
1230310_olaus_petri_kyrka,2013,14
1230310_olaus_petri_kyrka,2014,-2
1230320_tessinparken,2000,13
1230320_tessinparken,2001,22
1230320_tessinparken,2002,33
1230320_tessinparken,2003,31
1230320_tessinparken,2004,26
1230320_tessinparken,2005,27
1230320_tessinparken,2006,28
1230320_tessinparken,2007,34
1230320_tessinparken,2008,29
1230320_tessinparken,2009,39
1230320_tessinparken,2010,39
1230320_tessinparken,2011,16
1230320_tessinparken,2012,20
1230320_tessinparken,2013,10
1230320_tessinparken,2014,13
1230330_smedsbacken,2000,-39
1230330_smedsbacken,2001,-82
1230330_smedsbacken,2002,-133
1230330_smedsbacken,2003,-168
1230330_smedsbacken,2004,-239
1230330_smedsbacken,2005,-266
1230330_smedsbacken,2006,-277
1230330_smedsbacken,2007,-305
1230330_smedsbacken,2008,-328
1230330_smedsbacken,2009,-338
1230330_smedsbacken,2010,-360
1230330_smedsbacken,2011,-405
1230330_smedsbacken,2012,-464
1230330_smedsbacken,2013,-503
1230330_smedsbacken,2014,-583
1230350_kampementsbacken,2000,-12
1230350_kampementsbacken,2001,-16
1230350_kampementsbacken,2002,-21
1230350_kampementsbacken,2003,-32
1230350_kampementsbacken,2004,-35
1230350_kampementsbacken,2005,-38
1230350_kampementsbacken,2006,-41
1230350_kampementsbacken,2007,-43
1230350_kampementsbacken,2008,-55
1230350_kampementsbacken,2009,-69
1230350_kampementsbacken,2010,-74
1230350_kampementsbacken,2011,-89
1230350_kampementsbacken,2012,-104
1230350_kampementsbacken,2013,-113
1230350_kampementsbacken,2014,-131
1230360_oregrundsgatan,2000,-9
1230360_oregrundsgatan,2001,-24
1230360_oregrundsgatan,2002,-41
1230360_oregrundsgatan,2003,-51
1230360_oregrundsgatan,2004,-54
1230360_oregrundsgatan,2005,-65
1230360_oregrundsgatan,2006,-83
1230360_oregrundsgatan,2007,-94
1230360_oregrundsgatan,2008,-103
1230360_oregrundsgatan,2009,-116
1230360_oregrundsgatan,2010,-95
1230360_oregrundsgatan,2011,-92
1230360_oregrundsgatan,2012,-87
1230360_oregrundsgatan,2013,-91
1230360_oregrundsgatan,2014,-125
1230390_ladugardsgardet,2000,4
1230390_ladugardsgardet,2001,4
1230390_ladugardsgardet,2002,4
1230390_ladugardsgardet,2003,1
1230390_ladugardsgardet,2004,-2
1230390_ladugardsgardet,2005,-5
1230390_ladugardsgardet,2006,-5
1230390_ladugardsgardet,2007,-5
1230390_ladugardsgardet,2008,-5
1230390_ladugardsgardet,2009,-7
1230390_ladugardsgardet,2010,-9
1230390_ladugardsgardet,2011,-9
1230390_ladugardsgardet,2012,-6
1230390_ladugardsgardet,2013,-6
1230390_ladugardsgardet,2014,-9
1310100_stadshuset,2000,-3
1310100_stadshuset,2001,-3
1310100_stadshuset,2002,-3
1310100_stadshuset,2003,-3
1310100_stadshuset,2004,0
1310100_stadshuset,2005,3
1310100_stadshuset,2006,3
1310100_stadshuset,2007,3
1310100_stadshuset,2008,3
1310100_stadshuset,2009,6
1310100_stadshuset,2010,6
1310100_stadshuset,2011,9
1310100_stadshuset,2012,9
1310100_stadshuset,2013,9
1310100_stadshuset,2014,12
1310110_eira,2000,28
1310110_eira,2001,40
1310110_eira,2002,40
1310110_eira,2003,49
1310110_eira,2004,45
1310110_eira,2005,58
1310110_eira,2006,79
1310110_eira,2007,70
1310110_eira,2008,92
1310110_eira,2009,92
1310110_eira,2010,82
1310110_eira,2011,71
1310110_eira,2012,79
1310110_eira,2013,70
1310110_eira,2014,74
1310120_kungsklippan,2000,-3
1310120_kungsklippan,2001,-9
1310120_kungsklippan,2002,-11
1310120_kungsklippan,2003,-8
1310120_kungsklippan,2004,8
1310120_kungsklippan,2005,1
1310120_kungsklippan,2006,-12
1310120_kungsklippan,2007,3
1310120_kungsklippan,2008,21
1310120_kungsklippan,2009,41
1310120_kungsklippan,2010,23
1310120_kungsklippan,2011,24
1310120_kungsklippan,2012,32
1310120_kungsklippan,2013,35
1310120_kungsklippan,2014,32
1310130_kungsbroplan,2000,-4
1310130_kungsbroplan,2001,27
1310130_kungsbroplan,2002,20
1310130_kungsbroplan,2003,25
1310130_kungsbroplan,2004,34
1310130_kungsbroplan,2005,39
1310130_kungsbroplan,2006,48
1310130_kungsbroplan,2007,58
1310130_kungsbroplan,2008,60
1310130_kungsbroplan,2009,72
1310130_kungsbroplan,2010,80
1310130_kungsbroplan,2011,82
1310130_kungsbroplan,2012,98
1310130_kungsbroplan,2013,105
1310130_kungsbroplan,2014,101
1310140_tekniska_namndhuset,2000,1
1310140_tekniska_namndhuset,2001,-1
1310140_tekniska_namndhuset,2002,-1
1310140_tekniska_namndhuset,2003,2
1310140_tekniska_namndhuset,2004,5
1310140_tekniska_namndhuset,2005,2
1310140_tekniska_namndhuset,2006,2
1310140_tekniska_namndhuset,2007,0
1310140_tekniska_namndhuset,2008,2
1310140_tekniska_namndhuset,2009,3
1310140_tekniska_namndhuset,2010,1
1310140_tekniska_namndhuset,2011,7
1310140_tekniska_namndhuset,2012,16
1310140_tekniska_namndhuset,2013,20
1310140_tekniska_namndhuset,2014,19
1310150_landstingshuset,2000,9
1310150_landstingshuset,2001,14
1310150_landstingshuset,2002,29
1310150_landstingshuset,2003,31
1310150_landstingshuset,2004,42
1310150_landstingshuset,2005,50
1310150_landstingshuset,2006,63
1310150_landstingshuset,2007,57
1310150_landstingshuset,2008,62
1310150_landstingshuset,2009,73
1310150_landstingshuset,2010,63
1310150_landstingshuset,2011,58
1310150_landstingshuset,2012,41
1310150_landstingshuset,2013,45
1310150_landstingshuset,2014,48
1310160_pontonjarparken,2000,5
1310160_pontonjarparken,2001,-1
1310160_pontonjarparken,2002,2
1310160_pontonjarparken,2003,15
1310160_pontonjarparken,2004,20
1310160_pontonjarparken,2005,28
1310160_pontonjarparken,2006,17
1310160_pontonjarparken,2007,36
1310160_pontonjarparken,2008,33
1310160_pontonjarparken,2009,35
1310160_pontonjarparken,2010,32
1310160_pontonjarparken,2011,33
1310160_pontonjarparken,2012,18
1310160_pontonjarparken,2013,17
1310160_pontonjarparken,2014,16
1310170_s_t_eriks_sjukhus,2000,2
1310170_s_t_eriks_sjukhus,2001,0
1310170_s_t_eriks_sjukhus,2002,4
1310170_s_t_eriks_sjukhus,2003,-2
1310170_s_t_eriks_sjukhus,2004,-2
1310170_s_t_eriks_sjukhus,2005,-11
1310170_s_t_eriks_sjukhus,2006,-15
1310170_s_t_eriks_sjukhus,2007,-23
1310170_s_t_eriks_sjukhus,2008,-19
1310170_s_t_eriks_sjukhus,2009,-2
1310170_s_t_eriks_sjukhus,2010,6
1310170_s_t_eriks_sjukhus,2011,6
1310170_s_t_eriks_sjukhus,2012,8
1310170_s_t_eriks_sjukhus,2013,16
1310170_s_t_eriks_sjukhus,2014,27
1310180_wargentinsgatan,2000,1
1310180_wargentinsgatan,2001,16
1310180_wargentinsgatan,2002,28
1310180_wargentinsgatan,2003,41
1310180_wargentinsgatan,2004,40
1310180_wargentinsgatan,2005,29
1310180_wargentinsgatan,2006,32
1310180_wargentinsgatan,2007,50
1310180_wargentinsgatan,2008,67
1310180_wargentinsgatan,2009,70
1310180_wargentinsgatan,2010,60
1310180_wargentinsgatan,2011,68
1310180_wargentinsgatan,2012,45
1310180_wargentinsgatan,2013,42
1310180_wargentinsgatan,2014,52
1310190_kronoberg,2000,-5
1310190_kronoberg,2001,-5
1310190_kronoberg,2002,-9
1310190_kronoberg,2003,-6
1310190_kronoberg,2004,4
1310190_kronoberg,2005,24
1310190_kronoberg,2006,12
1310190_kronoberg,2007,8
1310190_kronoberg,2008,1
1310190_kronoberg,2009,31
1310190_kronoberg,2010,27
1310190_kronoberg,2011,65
1310190_kronoberg,2012,69
1310190_kronoberg,2013,69
1310190_kronoberg,2014,60
1320110_karlsvik,2000,16
1320110_karlsvik,2001,39
1320110_karlsvik,2002,33
1320110_karlsvik,2003,48
1320110_karlsvik,2004,45
1320110_karlsvik,2005,50
1320110_karlsvik,2006,44
1320110_karlsvik,2007,35
1320110_karlsvik,2008,24
1320110_karlsvik,2009,27
1320110_karlsvik,2010,37
1320110_karlsvik,2011,31
1320110_karlsvik,2012,8
1320110_karlsvik,2013,29
1320110_karlsvik,2014,38
1320120_hemmet,2000,1
1320120_hemmet,2001,4
1320120_hemmet,2002,13
1320120_hemmet,2003,12
1320120_hemmet,2004,24
1320120_hemmet,2005,26
1320120_hemmet,2006,65
1320120_hemmet,2007,82
1320120_hemmet,2008,81
1320120_hemmet,2009,79
1320120_hemmet,2010,81
1320120_hemmet,2011,85
1320120_hemmet,2012,106
1320120_hemmet,2013,114
1320120_hemmet,2014,116
1320130_fridhemsplan,2000,-3
1320130_fridhemsplan,2001,13
1320130_fridhemsplan,2002,31
1320130_fridhemsplan,2003,48
1320130_fridhemsplan,2004,48
1320130_fridhemsplan,2005,65
1320130_fridhemsplan,2006,68
1320130_fridhemsplan,2007,65
1320130_fridhemsplan,2008,63
1320130_fridhemsplan,2009,68
1320130_fridhemsplan,2010,70
1320130_fridhemsplan,2011,72
1320130_fridhemsplan,2012,69
1320130_fridhemsplan,2013,71
1320130_fridhemsplan,2014,69
1320140_s_t_eriksgatan,2000,1
1320140_s_t_eriksgatan,2001,5
1320140_s_t_eriksgatan,2002,34
1320140_s_t_eriksgatan,2003,40
1320140_s_t_eriksgatan,2004,15
1320140_s_t_eriksgatan,2005,15
1320140_s_t_eriksgatan,2006,46
1320140_s_t_eriksgatan,2007,56
1320140_s_t_eriksgatan,2008,89
1320140_s_t_eriksgatan,2009,80
1320140_s_t_eriksgatan,2010,91
1320140_s_t_eriksgatan,2011,69
1320140_s_t_eriksgatan,2012,70
1320140_s_t_eriksgatan,2013,91
1320140_s_t_eriksgatan,2014,61
1320150_alstromergatan,2000,6
1320150_alstromergatan,2001,18
1320150_alstromergatan,2002,30
1320150_alstromergatan,2003,35
1320150_alstromergatan,2004,34
1320150_alstromergatan,2005,51
1320150_alstromergatan,2006,67
1320150_alstromergatan,2007,81
1320150_alstromergatan,2008,73
1320150_alstromergatan,2009,93
1320150_alstromergatan,2010,100
1320150_alstromergatan,2011,88
1320150_alstromergatan,2012,85
1320150_alstromergatan,2013,54
1320150_alstromergatan,2014,61
1320210_ralambshov,2000,3
1320210_ralambshov,2001,4
1320210_ralambshov,2002,1
1320210_ralambshov,2003,2
1320210_ralambshov,2004,7
1320210_ralambshov,2005,3
1320210_ralambshov,2006,6
1320210_ralambshov,2007,-8
1320210_ralambshov,2008,-2
1320210_ralambshov,2009,53
1320210_ralambshov,2010,52
1320210_ralambshov,2011,47
1320210_ralambshov,2012,46
1320210_ralambshov,2013,32
1320210_ralambshov,2014,47
1320220_svedbergsplan,2000,1
1320220_svedbergsplan,2001,6
1320220_svedbergsplan,2002,9
1320220_svedbergsplan,2003,8
1320220_svedbergsplan,2004,13
1320220_svedbergsplan,2005,14
1320220_svedbergsplan,2006,13
1320220_svedbergsplan,2007,11
1320220_svedbergsplan,2008,18
1320220_svedbergsplan,2009,20
1320220_svedbergsplan,2010,24
1320220_svedbergsplan,2011,18
1320220_svedbergsplan,2012,24
1320220_svedbergsplan,2013,21
1320220_svedbergsplan,2014,16
1320240_mariebergsparken,2000,1
1320240_mariebergsparken,2001,7
1320240_mariebergsparken,2002,12
1320240_mariebergsparken,2003,25
1320240_mariebergsparken,2004,26
1320240_mariebergsparken,2005,27
1320240_mariebergsparken,2006,35
1320240_mariebergsparken,2007,43
1320240_mariebergsparken,2008,39
1320240_mariebergsparken,2009,35
1320240_mariebergsparken,2010,30
1320240_mariebergsparken,2011,31
1320240_mariebergsparken,2012,51
1320240_mariebergsparken,2013,49
1320240_mariebergsparken,2014,57
1320310_ostra_stadshagen,2000,-4
1320310_ostra_stadshagen,2001,-5
1320310_ostra_stadshagen,2002,-8
1320310_ostra_stadshagen,2003,-13
1320310_ostra_stadshagen,2004,-20
1320310_ostra_stadshagen,2005,-5
1320310_ostra_stadshagen,2006,-20
1320310_ostra_stadshagen,2007,-10
1320310_ostra_stadshagen,2008,-15
1320310_ostra_stadshagen,2009,-23
1320310_ostra_stadshagen,2010,-24
1320310_ostra_stadshagen,2011,-23
1320310_ostra_stadshagen,2012,-46
1320310_ostra_stadshagen,2013,-56
1320310_ostra_stadshagen,2014,-61
1320330_lindhagensplan,2010,23
1320330_lindhagensplan,2011,23
1320330_lindhagensplan,2012,23
1320330_lindhagensplan,2013,28
1320330_lindhagensplan,2014,30
1320410_vastra_kristineberg,2000,14
1320410_vastra_kristineberg,2001,27
1320410_vastra_kristineberg,2002,24
1320410_vastra_kristineberg,2003,28
1320410_vastra_kristineberg,2004,32
1320410_vastra_kristineberg,2005,44
1320410_vastra_kristineberg,2006,71
1320410_vastra_kristineberg,2007,77
1320410_vastra_kristineberg,2008,56
1320410_vastra_kristineberg,2009,51
1320410_vastra_kristineberg,2010,55
1320410_vastra_kristineberg,2011,53
1320410_vastra_kristineberg,2012,56
1320410_vastra_kristineberg,2013,44
1320410_vastra_kristineberg,2014,28
1320420_thorildsplan,2000,6
1320420_thorildsplan,2001,-13
1320420_thorildsplan,2002,-17
1320420_thorildsplan,2003,-31
1320420_thorildsplan,2004,-15
1320420_thorildsplan,2005,-15
1320420_thorildsplan,2006,-15
1320420_thorildsplan,2007,2
1320420_thorildsplan,2008,-7
1320420_thorildsplan,2009,14
1320420_thorildsplan,2010,24
