basomrade,year,higher_education_min_3_years_percent_of_population_aged_25_64_male
4122210_norra_vilunda,2000,0.18893
4122210_norra_vilunda,2001,0.18212
4122210_norra_vilunda,2002,0.19257
4122210_norra_vilunda,2003,0.20979
4122210_norra_vilunda,2004,0.22143
4122210_norra_vilunda,2005,0.22662
4122210_norra_vilunda,2006,0.24382
4122210_norra_vilunda,2007,0.24296
4122210_norra_vilunda,2008,0.25468
4122210_norra_vilunda,2009,0.23985
4122210_norra_vilunda,2010,0.22963
4122210_norra_vilunda,2011,0.23358
4122210_norra_vilunda,2012,0.23485
4122210_norra_vilunda,2013,0.23194
4122210_norra_vilunda,2014,0.23016
4122230_apoteksskogen,2000,0.10048
4122230_apoteksskogen,2001,0.11483
4122230_apoteksskogen,2002,0.09823
4122230_apoteksskogen,2003,0.10769
4122230_apoteksskogen,2004,0.10732
4122230_apoteksskogen,2005,0.09983
4122230_apoteksskogen,2006,0.10265
4122230_apoteksskogen,2007,0.11058
4122230_apoteksskogen,2008,0.12215
4122230_apoteksskogen,2009,0.12581
4122230_apoteksskogen,2010,0.13269
4122230_apoteksskogen,2011,0.13383
4122230_apoteksskogen,2012,0.12824
4122230_apoteksskogen,2013,0.13246
4122230_apoteksskogen,2014,0.14789
4122240_vasbyskogen,2000,0.1183
4122240_vasbyskogen,2001,0.12719
4122240_vasbyskogen,2002,0.12278
4122240_vasbyskogen,2003,0.1068
4122240_vasbyskogen,2004,0.1113
4122240_vasbyskogen,2005,0.11775
4122240_vasbyskogen,2006,0.1119
4122240_vasbyskogen,2007,0.11215
4122240_vasbyskogen,2008,0.11132
4122240_vasbyskogen,2009,0.10727
4122240_vasbyskogen,2010,0.11713
4122240_vasbyskogen,2011,0.1136
4122240_vasbyskogen,2012,0.10287
4122240_vasbyskogen,2013,0.11519
4122240_vasbyskogen,2014,0.10604
4122310_korpkulla,2000,0.13155
4122310_korpkulla,2001,0.13482
4122310_korpkulla,2002,0.15565
4122310_korpkulla,2003,0.15193
4122310_korpkulla,2004,0.15622
4122310_korpkulla,2005,0.16354
4122310_korpkulla,2006,0.16888
4122310_korpkulla,2007,0.16398
4122310_korpkulla,2008,0.16449
4122310_korpkulla,2009,0.16021
4122310_korpkulla,2010,0.16062
4122310_korpkulla,2011,0.18164
4122310_korpkulla,2012,0.18499
4122310_korpkulla,2013,0.19322
4122310_korpkulla,2014,0.19403
4122340_vilunda,2000,0.11676
4122340_vilunda,2001,0.1172
4122340_vilunda,2002,0.11045
4122340_vilunda,2003,0.118
4122340_vilunda,2004,0.11245
4122340_vilunda,2005,0.11423
4122340_vilunda,2006,0.10173
4122340_vilunda,2007,0.09895
4122340_vilunda,2008,0.10458
4122340_vilunda,2009,0.10251
4122340_vilunda,2010,0.09955
4122340_vilunda,2011,0.11422
4122340_vilunda,2012,0.11416
4122340_vilunda,2013,0.11416
4122340_vilunda,2014,0.10096
4122420_norra_smedby,2000,0.08507
4122420_norra_smedby,2001,0.09074
4122420_norra_smedby,2002,0.09439
4122420_norra_smedby,2003,0.09791
4122420_norra_smedby,2004,0.08968
4122420_norra_smedby,2005,0.09677
4122420_norra_smedby,2006,0.1003
4122420_norra_smedby,2007,0.10338
4122420_norra_smedby,2008,0.09359
4122420_norra_smedby,2009,0.09388
4122420_norra_smedby,2010,0.1031
4122420_norra_smedby,2011,0.10184
4122420_norra_smedby,2012,0.11353
4122420_norra_smedby,2013,0.11894
4122420_norra_smedby,2014,0.125
4122430_sodra_smedby,2000,0.0404
4122430_sodra_smedby,2001,0.04301
4122430_sodra_smedby,2002,0.06
4122430_sodra_smedby,2003,0.06283
4122430_sodra_smedby,2004,0.09744
4122430_sodra_smedby,2005,0.07447
4122430_sodra_smedby,2006,0.09948
4122430_sodra_smedby,2007,0.09744
4122430_sodra_smedby,2008,0.095
4122430_sodra_smedby,2009,0.06897
4122430_sodra_smedby,2010,0.08901
4122430_sodra_smedby,2011,0.09045
4122430_sodra_smedby,2012,0.07895
4122430_sodra_smedby,2013,0.09524
4122430_sodra_smedby,2014,0.125
4122520_skalby,2000,0.17264
4122520_skalby,2001,0.16667
4122520_skalby,2002,0.18056
4122520_skalby,2003,0.18276
4122520_skalby,2004,0.17438
4122520_skalby,2005,0.16729
4122520_skalby,2006,0.15038
4122520_skalby,2007,0.15564
4122520_skalby,2008,0.15041
4122520_skalby,2009,0.16049
4122520_skalby,2010,0.18077
4122520_skalby,2011,0.18288
4122520_skalby,2012,0.19291
4122520_skalby,2013,0.18431
4122520_skalby,2014,0.16667
4122530_carlslund,2000,0.097
4122530_carlslund,2001,0.09524
4122530_carlslund,2002,0.08676
4122530_carlslund,2003,0.07901
4122530_carlslund,2004,0.07569
4122530_carlslund,2005,0.09113
4122530_carlslund,2006,0.12184
4122530_carlslund,2007,0.12308
4122530_carlslund,2008,0.12008
4122530_carlslund,2009,0.10991
4122530_carlslund,2010,0.13112
4122530_carlslund,2011,0.15019
4122530_carlslund,2012,0.14936
4122530_carlslund,2013,0.15424
4122530_carlslund,2014,0.16639
4122540_brunnby,2000,0.16226
4122540_brunnby,2001,0.15498
4122540_brunnby,2002,0.17054
4122540_brunnby,2003,0.1753
4122540_brunnby,2004,0.18462
4122540_brunnby,2005,0.19216
4122540_brunnby,2006,0.19767
4122540_brunnby,2007,0.19531
4122540_brunnby,2008,0.176
4122540_brunnby,2009,0.16
4122540_brunnby,2010,0.16667
4122540_brunnby,2011,0.16803
4122540_brunnby,2012,0.17131
4122540_brunnby,2013,0.16538
4122540_brunnby,2014,0.17054
4122600_vastra_odenslunda,2000,0.13774
4122600_vastra_odenslunda,2001,0.1456
4122600_vastra_odenslunda,2002,0.14489
4122600_vastra_odenslunda,2003,0.13913
4122600_vastra_odenslunda,2004,0.14596
4122600_vastra_odenslunda,2005,0.15291
4122600_vastra_odenslunda,2006,0.14286
4122600_vastra_odenslunda,2007,0.13393
4122600_vastra_odenslunda,2008,0.12963
4122600_vastra_odenslunda,2009,0.14241
4122600_vastra_odenslunda,2010,0.13531
4122600_vastra_odenslunda,2011,0.12583
4122600_vastra_odenslunda,2012,0.13419
4122600_vastra_odenslunda,2013,0.13029
4122600_vastra_odenslunda,2014,0.12308
4133110_sanda,2000,0
4133110_sanda,2001,0.33333
4133110_sanda,2002,0.5
4133110_sanda,2003,0.23077
4133110_sanda,2004,0
4133110_sanda,2005,0.25
4133110_sanda,2006,0.21429
4133110_sanda,2007,0
4133110_sanda,2008,0.41026
4133110_sanda,2009,0.40777
4133110_sanda,2010,0.38793
4133110_sanda,2011,0.40909
4133110_sanda,2012,0.375
4133110_sanda,2013,0.36111
4133110_sanda,2014,0.33846
4133120_ostra_odenslunda,2000,0.10722
4133120_ostra_odenslunda,2001,0.117
4133120_ostra_odenslunda,2002,0.1153
4133120_ostra_odenslunda,2003,0.11842
4133120_ostra_odenslunda,2004,0.14839
4133120_ostra_odenslunda,2005,0.1473
4133120_ostra_odenslunda,2006,0.15083
4133120_ostra_odenslunda,2007,0.15758
4133120_ostra_odenslunda,2008,0.15779
4133120_ostra_odenslunda,2009,0.16176
4133120_ostra_odenslunda,2010,0.15948
4133120_ostra_odenslunda,2011,0.18511
4133120_ostra_odenslunda,2012,0.1971
4133120_ostra_odenslunda,2013,0.20085
4133120_ostra_odenslunda,2014,0.18644
4133200_frestaby,2000,0.1528
4133200_frestaby,2001,0.15842
4133200_frestaby,2002,0.16211
4133200_frestaby,2003,0.15507
4133200_frestaby,2004,0.15182
4133200_frestaby,2005,0.16424
4133200_frestaby,2006,0.15844
4133200_frestaby,2007,0.16024
4133200_frestaby,2008,0.17562
4133200_frestaby,2009,0.17474
4133200_frestaby,2010,0.17167
4133200_frestaby,2011,0.1674
4133200_frestaby,2012,0.17149
4133200_frestaby,2013,0.17226
4133200_frestaby,2014,0.17308
4133310_vastra_bollstanas,2000,0.16344
4133310_vastra_bollstanas,2001,0.16199
4133310_vastra_bollstanas,2002,0.1587
4133310_vastra_bollstanas,2003,0.17188
4133310_vastra_bollstanas,2004,0.19266
4133310_vastra_bollstanas,2005,0.19355
4133310_vastra_bollstanas,2006,0.19093
4133310_vastra_bollstanas,2007,0.18527
4133310_vastra_bollstanas,2008,0.17476
4133310_vastra_bollstanas,2009,0.17574
4133310_vastra_bollstanas,2010,0.17513
4133310_vastra_bollstanas,2011,0.17766
4133310_vastra_bollstanas,2012,0.19084
4133310_vastra_bollstanas,2013,0.18509
4133310_vastra_bollstanas,2014,0.18898
4133330_ostra_bollstanas,2000,0.1938
4133330_ostra_bollstanas,2001,0.19038
4133330_ostra_bollstanas,2002,0.19885
4133330_ostra_bollstanas,2003,0.20192
4133330_ostra_bollstanas,2004,0.20914
4133330_ostra_bollstanas,2005,0.20677
4133330_ostra_bollstanas,2006,0.20246
4133330_ostra_bollstanas,2007,0.20537
4133330_ostra_bollstanas,2008,0.2028
4133330_ostra_bollstanas,2009,0.20061
4133330_ostra_bollstanas,2010,0.20489
4133330_ostra_bollstanas,2011,0.20661
4133330_ostra_bollstanas,2012,0.21152
4133330_ostra_bollstanas,2013,0.20763
4133330_ostra_bollstanas,2014,0.21303
4133350_sodra_bollstanas,2000,0.1648
4133350_sodra_bollstanas,2001,0.17196
4133350_sodra_bollstanas,2002,0.18617
4133350_sodra_bollstanas,2003,0.18617
4133350_sodra_bollstanas,2004,0.17922
4133350_sodra_bollstanas,2005,0.1825
4133350_sodra_bollstanas,2006,0.19059
4133350_sodra_bollstanas,2007,0.2029
4133350_sodra_bollstanas,2008,0.20144
4133350_sodra_bollstanas,2009,0.20732
4133350_sodra_bollstanas,2010,0.2267
4133350_sodra_bollstanas,2011,0.24
4133350_sodra_bollstanas,2012,0.24359
4133350_sodra_bollstanas,2013,0.2399
4133350_sodra_bollstanas,2014,0.25255
4133910_fresta_norra_glesbygd,2000,0.15179
4133910_fresta_norra_glesbygd,2001,0.15652
4133910_fresta_norra_glesbygd,2002,0.13846
4133910_fresta_norra_glesbygd,2003,0.15172
4133910_fresta_norra_glesbygd,2004,0.14085
4133910_fresta_norra_glesbygd,2005,0.15541
4133910_fresta_norra_glesbygd,2006,0.17647
4133910_fresta_norra_glesbygd,2007,0.18367
4133910_fresta_norra_glesbygd,2008,0.1871
4133910_fresta_norra_glesbygd,2009,0.18621
4133910_fresta_norra_glesbygd,2010,0.18621
4133910_fresta_norra_glesbygd,2011,0.18667
4133910_fresta_norra_glesbygd,2012,0.18
4133910_fresta_norra_glesbygd,2013,0.17308
4133910_fresta_norra_glesbygd,2014,0.1761
4133920_fresta_sodra_glesbygd,2000,0.14634
4133920_fresta_sodra_glesbygd,2001,0.13333
4133920_fresta_sodra_glesbygd,2002,0.12821
4133920_fresta_sodra_glesbygd,2003,0.125
4133920_fresta_sodra_glesbygd,2004,0.15
4133920_fresta_sodra_glesbygd,2005,0.14286
4133920_fresta_sodra_glesbygd,2006,0.09524
4133920_fresta_sodra_glesbygd,2007,0.19512
4133920_fresta_sodra_glesbygd,2008,0.16667
4133920_fresta_sodra_glesbygd,2009,0.2
4133920_fresta_sodra_glesbygd,2010,0.12821
4133920_fresta_sodra_glesbygd,2011,0.09756
4133920_fresta_sodra_glesbygd,2012,0.06383
4133920_fresta_sodra_glesbygd,2013,0.08
4133920_fresta_sodra_glesbygd,2014,0.1
4210110_centrala_vallentuna,2000,0.08713
4210110_centrala_vallentuna,2001,0.09429
4210110_centrala_vallentuna,2002,0.1094
4210110_centrala_vallentuna,2003,0.11824
4210110_centrala_vallentuna,2004,0.10693
4210110_centrala_vallentuna,2005,0.10461
4210110_centrala_vallentuna,2006,0.10417
4210110_centrala_vallentuna,2007,0.10161
4210110_centrala_vallentuna,2008,0.10358
4210110_centrala_vallentuna,2009,0.09834
4210110_centrala_vallentuna,2010,0.10115
4210110_centrala_vallentuna,2011,0.11378
4210110_centrala_vallentuna,2012,0.10224
4210110_centrala_vallentuna,2013,0.11111
4210110_centrala_vallentuna,2014,0.12329
4210210_norra_vallentuna_tatort,2000,0.14841
4210210_norra_vallentuna_tatort,2001,0.1609
4210210_norra_vallentuna_tatort,2002,0.15937
4210210_norra_vallentuna_tatort,2003,0.14875
4210210_norra_vallentuna_tatort,2004,0.14862
4210210_norra_vallentuna_tatort,2005,0.16667
4210210_norra_vallentuna_tatort,2006,0.16221
4210210_norra_vallentuna_tatort,2007,0.17241
4210210_norra_vallentuna_tatort,2008,0.16507
4210210_norra_vallentuna_tatort,2009,0.17682
4210210_norra_vallentuna_tatort,2010,0.15962
4210210_norra_vallentuna_tatort,2011,0.16216
4210210_norra_vallentuna_tatort,2012,0.1611
4210210_norra_vallentuna_tatort,2013,0.16179
4210210_norra_vallentuna_tatort,2014,0.16822
4210220_nv_a_vallentuna_tatort,2000,0.18644
4210220_nv_a_vallentuna_tatort,2001,0.19048
4210220_nv_a_vallentuna_tatort,2002,0.19431
4210220_nv_a_vallentuna_tatort,2003,0.2
4210220_nv_a_vallentuna_tatort,2004,0.19715
4210220_nv_a_vallentuna_tatort,2005,0.19194
4210220_nv_a_vallentuna_tatort,2006,0.18245
4210220_nv_a_vallentuna_tatort,2007,0.2166
4210220_nv_a_vallentuna_tatort,2008,0.20992
4210220_nv_a_vallentuna_tatort,2009,0.23321
4210220_nv_a_vallentuna_tatort,2010,0.25133
4210220_nv_a_vallentuna_tatort,2011,0.26943
4210220_nv_a_vallentuna_tatort,2012,0.27
4210220_nv_a_vallentuna_tatort,2013,0.27592
4210220_nv_a_vallentuna_tatort,2014,0.28099
4210320_ostra_ormsta,2000,0.14316
4210320_ostra_ormsta,2001,0.1596
4210320_ostra_ormsta,2002,0.15507
4210320_ostra_ormsta,2003,0.17215
4210320_ostra_ormsta,2004,0.18519
4210320_ostra_ormsta,2005,0.18548
4210320_ostra_ormsta,2006,0.18711
4210320_ostra_ormsta,2007,0.18841
4210320_ostra_ormsta,2008,0.19672
4210320_ostra_ormsta,2009,0.20123
4210320_ostra_ormsta,2010,0.19792
4210320_ostra_ormsta,2011,0.20978
4210320_ostra_ormsta,2012,0.21042
4210320_ostra_ormsta,2013,0.21359
4210320_ostra_ormsta,2014,0.21611
4210330_vastra_ormsta,2000,0.20833
4210330_vastra_ormsta,2001,0.20413
4210330_vastra_ormsta,2002,0.20595
4210330_vastra_ormsta,2003,0.2028
4210330_vastra_ormsta,2004,0.20519
4210330_vastra_ormsta,2005,0.2109
4210330_vastra_ormsta,2006,0.22062
4210330_vastra_ormsta,2007,0.21782
4210330_vastra_ormsta,2008,0.225
4210330_vastra_ormsta,2009,0.23724
4210330_vastra_ormsta,2010,0.23821
4210330_vastra_ormsta,2011,0.24129
4210330_vastra_ormsta,2012,0.23678
4210330_vastra_ormsta,2013,0.23601
4210330_vastra_ormsta,2014,0.23697
4210340_aby_bostadsomr,2000,0.09278
4210340_aby_bostadsomr,2001,0.09906
4210340_aby_bostadsomr,2002,0.10329
4210340_aby_bostadsomr,2003,0.1133
4210340_aby_bostadsomr,2004,0.11058
4210340_aby_bostadsomr,2005,0.11707
4210340_aby_bostadsomr,2006,0.10526
4210340_aby_bostadsomr,2007,0.1215
4210340_aby_bostadsomr,2008,0.12329
4210340_aby_bostadsomr,2009,0.11707
4210340_aby_bostadsomr,2010,0.17982
4210340_aby_bostadsomr,2011,0.19685
4210340_aby_bostadsomr,2012,0.20623
4210340_aby_bostadsomr,2013,0.21285
4210340_aby_bostadsomr,2014,0.19753
4210410_vastra_ballsta,2000,0.23788
4210410_vastra_ballsta,2001,0.24242
4210410_vastra_ballsta,2002,0.25522
4210410_vastra_ballsta,2003,0.2482
4210410_vastra_ballsta,2004,0.24305
4210410_vastra_ballsta,2005,0.2627
4210410_vastra_ballsta,2006,0.27883
4210410_vastra_ballsta,2007,0.28116
4210410_vastra_ballsta,2008,0.27074
4210410_vastra_ballsta,2009,0.28549
4210410_vastra_ballsta,2010,0.29619
4210410_vastra_ballsta,2011,0.30661
4210410_vastra_ballsta,2012,0.32022
4210410_vastra_ballsta,2013,0.33468
4210410_vastra_ballsta,2014,0.33377
4210420_kragstalund,2000,0.16223
4210420_kragstalund,2001,0.15904
4210420_kragstalund,2002,0.16509
4210420_kragstalund,2003,0.17949
4210420_kragstalund,2004,0.20345
4210420_kragstalund,2005,0.21681
4210420_kragstalund,2006,0.2292
4210420_kragstalund,2007,0.23831
4210420_kragstalund,2008,0.25117
4210420_kragstalund,2009,0.26164
4210420_kragstalund,2010,0.26849
4210420_kragstalund,2011,0.26783
4210420_kragstalund,2012,0.2783
4210420_kragstalund,2013,0.28056
4210420_kragstalund,2014,0.29112
4210430_ballstaberg,2000,0.19672
4210430_ballstaberg,2001,0.19608
4210430_ballstaberg,2002,0.24713
4210430_ballstaberg,2003,0.255
4210430_ballstaberg,2004,0.29921
4210430_ballstaberg,2005,0.28896
4210430_ballstaberg,2006,0.29446
4210430_ballstaberg,2007,0.30919
4210430_ballstaberg,2008,0.33753
4210430_ballstaberg,2009,0.34562
4210430_ballstaberg,2010,0.3385
4210430_ballstaberg,2011,0.34221
4210430_ballstaberg,2012,0.35246
4210430_ballstaberg,2013,0.35307
4210430_ballstaberg,2014,0.36289
4210440_okand,2000,0.2422
4210440_okand,2001,0.23935
4210440_okand,2002,0.24588
4210440_okand,2003,0.24365
4210440_okand,2004,0.24251
4210440_okand,2005,0.23459
4210440_okand,2006,0.24658
4210440_okand,2007,0.24961
4210440_okand,2008,0.25038
4210440_okand,2009,0.24018
4210510_vallentuna_glesbygd_v,2000,0.07602
4210510_vallentuna_glesbygd_v,2001,0.06077
4210510_vallentuna_glesbygd_v,2002,0.07263
4210510_vallentuna_glesbygd_v,2003,0.07778
4210510_vallentuna_glesbygd_v,2004,0.08995
4210510_vallentuna_glesbygd_v,2005,0.08556
4210510_vallentuna_glesbygd_v,2006,0.07143
4210510_vallentuna_glesbygd_v,2007,0.04865
4210510_vallentuna_glesbygd_v,2008,0.06349
4210510_vallentuna_glesbygd_v,2009,0.08466
4210510_vallentuna_glesbygd_v,2010,0.07345
4210510_vallentuna_glesbygd_v,2011,0.08649
4210510_vallentuna_glesbygd_v,2012,0.09453
4210510_vallentuna_glesbygd_v,2013,0.07921
4210510_vallentuna_glesbygd_v,2014,0.07071
4210530_vallentuna_glesbygd_no,2000,0.15789
4210530_vallentuna_glesbygd_no,2001,0.15842
4210530_vallentuna_glesbygd_no,2002,0.13861
4210530_vallentuna_glesbygd_no,2003,0.14433
4210530_vallentuna_glesbygd_no,2004,0.14141
4210530_vallentuna_glesbygd_no,2005,0.13
4210530_vallentuna_glesbygd_no,2006,0.13725
4210530_vallentuna_glesbygd_no,2007,0.16364
4210530_vallentuna_glesbygd_no,2008,0.16814
4210530_vallentuna_glesbygd_no,2009,0.19048
4210530_vallentuna_glesbygd_no,2010,0.16547
4210530_vallentuna_glesbygd_no,2011,0.16216
4210530_vallentuna_glesbygd_no,2012,0.1931
4210530_vallentuna_glesbygd_no,2013,0.19745
4210530_vallentuna_glesbygd_no,2014,0.19883
4210540_okand,2000,0.05455
4210540_okand,2001,0
4210540_okand,2002,0.04839
4210540_okand,2003,0.04688
4210540_okand,2004,0.05882
4210540_okand,2005,0.05455
4210540_okand,2006,0.09259
4210540_okand,2007,0.06383
4210540_okand,2008,0.05455
4210540_okand,2009,0.08333
4220000_markims_forsamling,2000,0.11765
4220000_markims_forsamling,2001,0.12222
4220000_markims_forsamling,2002,0.12644
4220000_markims_forsamling,2003,0.14118
4220000_markims_forsamling,2004,0.15116
4220000_markims_forsamling,2005,0.17582
4220000_markims_forsamling,2006,0.21839
4220000_markims_forsamling,2007,0.24138
4220000_markims_forsamling,2008,0.25882
4220000_markims_forsamling,2009,0.2561
4220000_markims_forsamling,2010,0.2561
4220000_markims_forsamling,2011,0.28235
4220000_markims_forsamling,2012,0.25581
4220000_markims_forsamling,2013,0.26744
4220000_markims_forsamling,2014,0.25843
4230100_lindholmen,2000,0.23153
4230100_lindholmen,2001,0.23005
4230100_lindholmen,2002,0.22326
4230100_lindholmen,2003,0.22936
4230100_lindholmen,2004,0.23256
4230100_lindholmen,2005,0.23744
4230100_lindholmen,2006,0.2287
4230100_lindholmen,2007,0.22018
4230100_lindholmen,2008,0.20982
4230100_lindholmen,2009,0.21198
4230100_lindholmen,2010,0.22831
4230100_lindholmen,2011,0.23611
4230100_lindholmen,2012,0.22374
4230100_lindholmen,2013,0.21719
4230100_lindholmen,2014,0.23182
4230500_okand,2000,0.06742
4230500_okand,2001,0.05435
4230500_okand,2002,0.06818
4230500_okand,2003,0.05814
4230500_okand,2004,0.04762
4230500_okand,2005,0.04938
4230500_okand,2006,0.04878
4230500_okand,2007,0.05952
4230500_okand,2008,0.07955
4230500_okand,2009,0.0989
4240000_frosunda_forsamling,2000,0.11043
4240000_frosunda_forsamling,2001,0.1118
4240000_frosunda_forsamling,2002,0.11688
4240000_frosunda_forsamling,2003,0.11043
4240000_frosunda_forsamling,2004,0.12195
4240000_frosunda_forsamling,2005,0.13855
4240000_frosunda_forsamling,2006,0.13333
4240000_frosunda_forsamling,2007,0.12707
4240000_frosunda_forsamling,2008,0.11364
4240000_frosunda_forsamling,2009,0.11413
4240000_frosunda_forsamling,2010,0.11957
4240000_frosunda_forsamling,2011,0.1027
4240000_frosunda_forsamling,2012,0.11579
4240000_frosunda_forsamling,2013,0.1066
4240000_frosunda_forsamling,2014,0.11616
4250100_karsta,2000,0.12281
4250100_karsta,2001,0.13913
4250100_karsta,2002,0.12844
4250100_karsta,2003,0.11712
4250100_karsta,2004,0.12844
4250100_karsta,2005,0.13462
4250100_karsta,2006,0.13462
4250100_karsta,2007,0.11765
4250100_karsta,2008,0.1215
4250100_karsta,2009,0.11712
4250100_karsta,2010,0.11667
4250100_karsta,2011,0.12879
4250100_karsta,2012,0.14388
4250100_karsta,2013,0.17969
4250100_karsta,2014,0.20492
4250200_ekskogen,2000,0.1
4250200_ekskogen,2001,0.125
4250200_ekskogen,2002,0.10714
4250200_ekskogen,2003,0.09615
4250200_ekskogen,2004,0.1
4250200_ekskogen,2005,0.14
4250200_ekskogen,2006,0.14286
4250200_ekskogen,2007,0.17308
4250200_ekskogen,2008,0.20833
4250200_ekskogen,2009,0.21739
4250200_ekskogen,2010,0.21569
4250200_ekskogen,2011,0.21569
4250200_ekskogen,2012,0.20408
4250200_ekskogen,2013,0.17308
4250200_ekskogen,2014,0.1875
4250500_karsta_glesbygd,2000,0.07345
4250500_karsta_glesbygd,2001,0.06349
4250500_karsta_glesbygd,2002,0.05759
4250500_karsta_glesbygd,2003,0.04737
4250500_karsta_glesbygd,2004,0.06218
4250500_karsta_glesbygd,2005,0.08247
4250500_karsta_glesbygd,2006,0.07805
4250500_karsta_glesbygd,2007,0.09813
4250500_karsta_glesbygd,2008,0.10046
4250500_karsta_glesbygd,2009,0.0787
4250500_karsta_glesbygd,2010,0.0905
4250500_karsta_glesbygd,2011,0.09565
4250500_karsta_glesbygd,2012,0.09417
4250500_karsta_glesbygd,2013,0.11404
4250500_karsta_glesbygd,2014,0.12931
4260500_vada_glesbygd,2000,0.1
4260500_vada_glesbygd,2001,0.13793
4260500_vada_glesbygd,2002,0.14035
4260500_vada_glesbygd,2003,0.11111
4260500_vada_glesbygd,2004,0.10938
4260500_vada_glesbygd,2005,0.15625
4260500_vada_glesbygd,2006,0.16176
4260500_vada_glesbygd,2007,0.16923
4260500_vada_glesbygd,2008,0.15
4260500_vada_glesbygd,2009,0.16071
4260500_vada_glesbygd,2010,0.18333
4260500_vada_glesbygd,2011,0.16393
4260500_vada_glesbygd,2012,0.13636
4260500_vada_glesbygd,2013,0.16418
4260500_vada_glesbygd,2014,0.15942
4270100_karby,2000,0.06736
4270100_karby,2001,0.08466
4270100_karby,2002,0.10053
4270100_karby,2003,0.10326
4270100_karby,2004,0.10857
4270100_karby,2005,0.10169
4270100_karby,2006,0.11732
4270100_karby,2007,0.13918
4270100_karby,2008,0.14211
4270100_karby,2009,0.14894
4270100_karby,2010,0.1466
4270100_karby,2011,0.14516
4270100_karby,2012,0.15426
4270100_karby,2013,0.13472
4270100_karby,2014,0.14508
4270200_brottby,2000,0.1
4270200_brottby,2001,0.11538
4270200_brottby,2002,0.13725
4270200_brottby,2003,0.13725
4270200_brottby,2004,0.14
4270200_brottby,2005,0.1875
4270200_brottby,2006,0.22917
4270200_brottby,2007,0.22449
4270200_brottby,2008,0.22222
4270200_brottby,2009,0.26829
4270200_brottby,2010,0.27027
4270200_brottby,2011,0.275
4270200_brottby,2012,0.30233
4270200_brottby,2013,0.34091
4270200_brottby,2014,0.35897
4270501_ovr_osseby_garns_glesbygd,2000,0.15686
4270501_ovr_osseby_garns_glesbygd,2001,0.15142
4270501_ovr_osseby_garns_glesbygd,2002,0.15198
4270501_ovr_osseby_garns_glesbygd,2003,0.1517
4270501_ovr_osseby_garns_glesbygd,2004,0.16517
4270501_ovr_osseby_garns_glesbygd,2005,0.15339
4270501_ovr_osseby_garns_glesbygd,2006,0.16082
4270501_ovr_osseby_garns_glesbygd,2007,0.18398
4270501_ovr_osseby_garns_glesbygd,2008,0.18551
4270501_ovr_osseby_garns_glesbygd,2009,0.17403
4270501_ovr_osseby_garns_glesbygd,2010,0.16894
4270501_ovr_osseby_garns_glesbygd,2011,0.16286
4270501_ovr_osseby_garns_glesbygd,2012,0.16185
4270501_ovr_osseby_garns_glesbygd,2013,0.16667
4270501_ovr_osseby_garns_glesbygd,2014,0.16576
4270502_algeby_garns_ekskogen,2000,0
4270502_algeby_garns_ekskogen,2001,0.03125
4270502_algeby_garns_ekskogen,2002,0.0303
4270502_algeby_garns_ekskogen,2003,0.02913
4270502_algeby_garns_ekskogen,2004,0.0381
4270502_algeby_garns_ekskogen,2005,0.04717
4270502_algeby_garns_ekskogen,2006,0.03738
4270502_algeby_garns_ekskogen,2007,0.04545
4270502_algeby_garns_ekskogen,2008,0.03604
4270502_algeby_garns_ekskogen,2009,0.02679
4270502_algeby_garns_ekskogen,2010,0.0283
4270502_algeby_garns_ekskogen,2011,0.02857
4270502_algeby_garns_ekskogen,2012,0.0283
4270502_algeby_garns_ekskogen,2013,0.0283
4270502_algeby_garns_ekskogen,2014,0.02479
4280000_angarns_forsamling,2000,0.09615
4280000_angarns_forsamling,2001,0.10909
4280000_angarns_forsamling,2002,0.12174
4280000_angarns_forsamling,2003,0.11504
4280000_angarns_forsamling,2004,0.10185
4280000_angarns_forsamling,2005,0.10714
4280000_angarns_forsamling,2006,0.09009
4280000_angarns_forsamling,2007,0.11111
4280000_angarns_forsamling,2008,0.11304
4280000_angarns_forsamling,2009,0.09565
4280000_angarns_forsamling,2010,0.10526
4280000_angarns_forsamling,2011,0.13043
4280000_angarns_forsamling,2012,0.11927
4280000_angarns_forsamling,2013,0.10435
4280000_angarns_forsamling,2014,0.12389
4440110_ljustero,2000,0.10638
4440110_ljustero,2001,0.11547
4440110_ljustero,2002,0.11556
4440110_ljustero,2003,0.12308
4440110_ljustero,2004,0.11479
4440110_ljustero,2005,0.12391
4440110_ljustero,2006,0.11633
4440110_ljustero,2007,0.11724
4440110_ljustero,2008,0.10791
4440110_ljustero,2009,0.10926
4440110_ljustero,2010,0.10319
4440110_ljustero,2011,0.10127
4440110_ljustero,2012,0.09769
4440110_ljustero,2013,0.09974
4440110_ljustero,2014,0.09763
4440120_ingmarso_m_fl_oar,2000,0.1129
4440120_ingmarso_m_fl_oar,2001,0.08333
4440120_ingmarso_m_fl_oar,2002,0.06349
4440120_ingmarso_m_fl_oar,2003,0.07246
4440120_ingmarso_m_fl_oar,2004,0.05556
4440120_ingmarso_m_fl_oar,2005,0.07246
4440120_ingmarso_m_fl_oar,2006,0.10526
4440120_ingmarso_m_fl_oar,2007,0.07042
4440120_ingmarso_m_fl_oar,2008,0.06944
4440120_ingmarso_m_fl_oar,2009,0.07042
