basomrade,year,population_20xx_12_31_female
6341451_hovsjo,2014,2765
6351200_enhorna_glesbygd,2000,760
6351200_enhorna_glesbygd,2001,779
6351200_enhorna_glesbygd,2002,830
6351200_enhorna_glesbygd,2003,865
6351200_enhorna_glesbygd,2004,867
6351200_enhorna_glesbygd,2005,881
6351200_enhorna_glesbygd,2006,888
6351200_enhorna_glesbygd,2007,888
6351200_enhorna_glesbygd,2008,939
6351200_enhorna_glesbygd,2009,958
6351200_enhorna_glesbygd,2010,976
6351200_enhorna_glesbygd,2011,970
6351200_enhorna_glesbygd,2012,967
6351200_enhorna_glesbygd,2013,976
6351200_enhorna_glesbygd,2014,972
6351210_ekeby,2000,475
6351210_ekeby,2001,469
6351210_ekeby,2002,469
6351210_ekeby,2003,465
6351210_ekeby,2004,468
6351210_ekeby,2005,482
6351210_ekeby,2006,490
6351210_ekeby,2007,486
6351210_ekeby,2008,488
6351210_ekeby,2009,495
6351210_ekeby,2010,501
6351210_ekeby,2011,497
6351210_ekeby,2012,500
6351210_ekeby,2013,498
6351210_ekeby,2014,486
6381100_molnbo,2000,482
6381100_molnbo,2001,487
6381100_molnbo,2002,492
6381100_molnbo,2003,483
6381100_molnbo,2004,501
6381100_molnbo,2005,498
6381100_molnbo,2006,507
6381100_molnbo,2007,504
6381100_molnbo,2008,505
6381100_molnbo,2009,500
6381100_molnbo,2010,505
6381100_molnbo,2011,508
6381100_molnbo,2012,519
6381100_molnbo,2013,504
6381100_molnbo,2014,502
6381500_vardinge_glesbygd,2000,369
6381500_vardinge_glesbygd,2001,387
6381500_vardinge_glesbygd,2002,392
6381500_vardinge_glesbygd,2003,384
6381500_vardinge_glesbygd,2004,406
6381500_vardinge_glesbygd,2005,400
6381500_vardinge_glesbygd,2006,379
6381500_vardinge_glesbygd,2007,394
6381500_vardinge_glesbygd,2008,395
6381500_vardinge_glesbygd,2009,405
6381500_vardinge_glesbygd,2010,411
6381500_vardinge_glesbygd,2011,422
6381500_vardinge_glesbygd,2012,442
6381500_vardinge_glesbygd,2013,474
6381500_vardinge_glesbygd,2014,475
6382100_jarna,2000,2799
6382100_jarna,2001,2819
6382100_jarna,2002,2790
6382100_jarna,2003,2803
6382100_jarna,2004,2820
6382100_jarna,2005,2828
6382100_jarna,2006,2779
6382100_jarna,2007,2793
6382100_jarna,2008,2817
6382100_jarna,2009,2843
6382100_jarna,2010,2820
6382100_jarna,2011,2847
6382100_jarna,2012,2837
6382100_jarna,2013,2850
6382100_jarna,2014,2877
6382500_overjarna_glesbygd,2000,630
6382500_overjarna_glesbygd,2001,721
6382500_overjarna_glesbygd,2002,752
6382500_overjarna_glesbygd,2003,795
6382500_overjarna_glesbygd,2004,930
6382500_overjarna_glesbygd,2005,1025
6382500_overjarna_glesbygd,2006,1078
6382500_overjarna_glesbygd,2007,1098
6382500_overjarna_glesbygd,2008,1140
6382500_overjarna_glesbygd,2009,1162
6382500_overjarna_glesbygd,2010,1188
6382500_overjarna_glesbygd,2011,1190
6382500_overjarna_glesbygd,2012,1199
6382500_overjarna_glesbygd,2013,1186
6382500_overjarna_glesbygd,2014,1179
6383000_ytterjarna_forsamling,2000,426
6383000_ytterjarna_forsamling,2001,426
6383000_ytterjarna_forsamling,2002,456
6383000_ytterjarna_forsamling,2003,439
6383000_ytterjarna_forsamling,2004,434
6383000_ytterjarna_forsamling,2005,425
6383000_ytterjarna_forsamling,2006,412
6383000_ytterjarna_forsamling,2007,408
6383000_ytterjarna_forsamling,2008,469
6383000_ytterjarna_forsamling,2009,513
6383000_ytterjarna_forsamling,2010,515
6383000_ytterjarna_forsamling,2011,534
6383000_ytterjarna_forsamling,2012,525
6383000_ytterjarna_forsamling,2013,536
6383000_ytterjarna_forsamling,2014,547
6391100_holo,2000,484
6391100_holo,2001,499
6391100_holo,2002,496
6391100_holo,2003,507
6391100_holo,2004,505
6391100_holo,2005,496
6391100_holo,2006,497
6391100_holo,2007,502
6391100_holo,2008,520
6391100_holo,2009,521
6391100_holo,2010,517
6391100_holo,2011,518
6391100_holo,2012,498
6391100_holo,2013,486
6391100_holo,2014,482
6391500_holo_glesbygd,2000,702
6391500_holo_glesbygd,2001,703
6391500_holo_glesbygd,2002,714
6391500_holo_glesbygd,2003,758
6391500_holo_glesbygd,2004,812
6391500_holo_glesbygd,2005,849
6391500_holo_glesbygd,2006,859
6391500_holo_glesbygd,2007,898
6391500_holo_glesbygd,2008,945
6391500_holo_glesbygd,2009,943
6391500_holo_glesbygd,2010,952
6391500_holo_glesbygd,2011,941
6391500_holo_glesbygd,2012,985
6391500_holo_glesbygd,2013,977
6391500_holo_glesbygd,2014,1010
6392000_morko_forsamling,2000,238
6392000_morko_forsamling,2001,230
6392000_morko_forsamling,2002,225
6392000_morko_forsamling,2003,224
6392000_morko_forsamling,2004,219
6392000_morko_forsamling,2005,212
6392000_morko_forsamling,2006,224
6392000_morko_forsamling,2007,245
6392000_morko_forsamling,2008,232
6392000_morko_forsamling,2009,244
6392000_morko_forsamling,2010,226
6392000_morko_forsamling,2011,221
6392000_morko_forsamling,2012,216
6392000_morko_forsamling,2013,228
6392000_morko_forsamling,2014,230
5411010_henriksdal,2000,862
5411010_henriksdal,2001,871
5411010_henriksdal,2002,865
5411010_henriksdal,2003,869
5411010_henriksdal,2004,867
5411010_henriksdal,2005,870
5411010_henriksdal,2006,867
5411010_henriksdal,2007,858
5411010_henriksdal,2008,875
5411010_henriksdal,2009,874
5411010_henriksdal,2010,885
5411010_henriksdal,2011,884
5411010_henriksdal,2012,873
5411010_henriksdal,2013,860
5411010_henriksdal,2014,865
5411020_finnberget,2000,193
5411020_finnberget,2001,200
5411020_finnberget,2002,205
5411020_finnberget,2003,209
5411020_finnberget,2004,237
5411020_finnberget,2005,261
5411020_finnberget,2006,263
5411020_finnberget,2007,275
5411020_finnberget,2008,280
5411020_finnberget,2009,286
5411020_finnberget,2010,294
5411020_finnberget,2011,290
5411020_finnberget,2012,280
5411020_finnberget,2013,294
5411020_finnberget,2014,301
5411030_kvarnholmen,2000,95
5411030_kvarnholmen,2001,87
5411030_kvarnholmen,2002,88
5411030_kvarnholmen,2003,82
5411030_kvarnholmen,2004,83
5411030_kvarnholmen,2005,89
5411030_kvarnholmen,2006,87
5411030_kvarnholmen,2007,85
5411030_kvarnholmen,2008,80
5411030_kvarnholmen,2009,87
5411030_kvarnholmen,2010,93
5411030_kvarnholmen,2011,87
5411030_kvarnholmen,2012,142
5411030_kvarnholmen,2013,188
5411030_kvarnholmen,2014,408
5411040_danviken,2000,388
5411040_danviken,2001,479
5411040_danviken,2002,508
5411040_danviken,2003,544
5411040_danviken,2004,644
5411040_danviken,2005,736
5411040_danviken,2006,835
5411040_danviken,2007,1031
5411040_danviken,2008,1148
5411040_danviken,2009,1329
5411040_danviken,2010,1392
5411040_danviken,2011,1406
5411040_danviken,2012,1393
5411040_danviken,2013,1456
5411040_danviken,2014,1621
5411100_alphyddan,2000,589
5411100_alphyddan,2001,590
5411100_alphyddan,2002,583
5411100_alphyddan,2003,585
5411100_alphyddan,2004,588
5411100_alphyddan,2005,590
5411100_alphyddan,2006,590
5411100_alphyddan,2007,596
5411100_alphyddan,2008,593
5411100_alphyddan,2009,601
5411100_alphyddan,2010,597
5411100_alphyddan,2011,609
5411100_alphyddan,2012,605
5411100_alphyddan,2013,611
5411100_alphyddan,2014,604
5411110_finntorp,2000,1241
5411110_finntorp,2001,1229
5411110_finntorp,2002,1223
5411110_finntorp,2003,1241
5411110_finntorp,2004,1248
5411110_finntorp,2005,1285
5411110_finntorp,2006,1320
5411110_finntorp,2007,1296
5411110_finntorp,2008,1291
5411110_finntorp,2009,1285
5411110_finntorp,2010,1370
5411110_finntorp,2011,1460
5411110_finntorp,2012,1469
5411110_finntorp,2013,1507
5411110_finntorp,2014,1523
5411130_ekudden,2000,442
5411130_ekudden,2001,447
5411130_ekudden,2002,434
5411130_ekudden,2003,437
5411130_ekudden,2004,445
5411130_ekudden,2005,442
5411130_ekudden,2006,446
5411130_ekudden,2007,438
5411130_ekudden,2008,424
5411130_ekudden,2009,438
5411130_ekudden,2010,462
5411130_ekudden,2011,592
5411130_ekudden,2012,601
5411130_ekudden,2013,635
5411130_ekudden,2014,629
5411140_jarla_industriomr,2000,12
5411140_jarla_industriomr,2001,64
5411140_jarla_industriomr,2002,257
5411140_jarla_industriomr,2003,292
5411140_jarla_industriomr,2004,437
5411140_jarla_industriomr,2005,571
5411140_jarla_industriomr,2006,673
5411140_jarla_industriomr,2007,774
5411140_jarla_industriomr,2008,796
5411140_jarla_industriomr,2009,783
5411140_jarla_industriomr,2010,883
5411140_jarla_industriomr,2011,879
5411140_jarla_industriomr,2012,896
5411140_jarla_industriomr,2013,971
5411140_jarla_industriomr,2014,964
5411200_sickla_industriomr,2000,12
5411200_sickla_industriomr,2001,35
5411200_sickla_industriomr,2002,124
5411200_sickla_industriomr,2003,211
5411200_sickla_industriomr,2004,328
5411200_sickla_industriomr,2005,379
5411200_sickla_industriomr,2006,584
5411200_sickla_industriomr,2007,690
5411200_sickla_industriomr,2008,732
5411200_sickla_industriomr,2009,745
5411200_sickla_industriomr,2010,760
5411200_sickla_industriomr,2011,736
5411200_sickla_industriomr,2012,736
5411200_sickla_industriomr,2013,733
5411200_sickla_industriomr,2014,700
5411210_tallbacken,2000,591
5411210_tallbacken,2001,578
5411210_tallbacken,2002,565
5411210_tallbacken,2003,566
5411210_tallbacken,2004,564
5411210_tallbacken,2005,568
5411210_tallbacken,2006,570
5411210_tallbacken,2007,574
5411210_tallbacken,2008,566
5411210_tallbacken,2009,732
5411210_tallbacken,2010,752
5411210_tallbacken,2011,794
5411210_tallbacken,2012,808
5411210_tallbacken,2013,817
5411210_tallbacken,2014,816
5411220_nysatra,2000,216
5411220_nysatra,2001,213
5411220_nysatra,2002,225
5411220_nysatra,2003,221
5411220_nysatra,2004,227
5411220_nysatra,2005,227
5411220_nysatra,2006,233
5411220_nysatra,2007,228
5411220_nysatra,2008,233
5411220_nysatra,2009,238
5411220_nysatra,2010,244
5411220_nysatra,2011,252
5411220_nysatra,2012,250
5411220_nysatra,2013,255
5411220_nysatra,2014,236
5411320_jarlaberg,2000,1526
5411320_jarlaberg,2001,1525
5411320_jarlaberg,2002,1521
5411320_jarlaberg,2003,1503
5411320_jarlaberg,2004,1503
5411320_jarlaberg,2005,1578
5411320_jarlaberg,2006,1599
5411320_jarlaberg,2007,1578
5411320_jarlaberg,2008,1584
5411320_jarlaberg,2009,1575
5411320_jarlaberg,2010,1611
5411320_jarlaberg,2011,1595
5411320_jarlaberg,2012,1597
5411320_jarlaberg,2013,1588
5411320_jarlaberg,2014,1581
5411330_vikdalen,2000,107
5411330_vikdalen,2001,107
5411330_vikdalen,2002,110
5411330_vikdalen,2003,115
5411330_vikdalen,2004,114
5411330_vikdalen,2005,117
5411330_vikdalen,2006,116
5411330_vikdalen,2007,113
5411330_vikdalen,2008,111
5411330_vikdalen,2009,123
5411330_vikdalen,2010,117
5411330_vikdalen,2011,119
5411330_vikdalen,2012,119
5411330_vikdalen,2013,117
5411330_vikdalen,2014,117
5411340_nacka_strand,2000,277
5411340_nacka_strand,2001,282
5411340_nacka_strand,2002,278
5411340_nacka_strand,2003,279
5411340_nacka_strand,2004,287
5411340_nacka_strand,2005,283
5411340_nacka_strand,2006,296
5411340_nacka_strand,2007,296
5411340_nacka_strand,2008,293
5411340_nacka_strand,2009,304
5411340_nacka_strand,2010,311
5411340_nacka_strand,2011,322
5411340_nacka_strand,2012,301
5411340_nacka_strand,2013,298
5411340_nacka_strand,2014,299
5411410_nacka_centrum,2000,737
5411410_nacka_centrum,2001,749
5411410_nacka_centrum,2002,760
5411410_nacka_centrum,2003,771
5411410_nacka_centrum,2004,763
5411410_nacka_centrum,2005,756
5411410_nacka_centrum,2006,771
5411410_nacka_centrum,2007,759
5411410_nacka_centrum,2008,802
5411410_nacka_centrum,2009,919
5411410_nacka_centrum,2010,1003
5411410_nacka_centrum,2011,1016
5411410_nacka_centrum,2012,1016
5411410_nacka_centrum,2013,1018
5411410_nacka_centrum,2014,1011
5411500_storangen,2000,691
5411500_storangen,2001,676
5411500_storangen,2002,680
5411500_storangen,2003,706
5411500_storangen,2004,723
5411500_storangen,2005,769
5411500_storangen,2006,772
5411500_storangen,2007,838
5411500_storangen,2008,844
5411500_storangen,2009,879
5411500_storangen,2010,823
5411500_storangen,2011,837
5411500_storangen,2012,842
5411500_storangen,2013,832
5411500_storangen,2014,829
5411600_duvnas_utskog,2000,485
5411600_duvnas_utskog,2001,489
5411600_duvnas_utskog,2002,495
5411600_duvnas_utskog,2003,498
5411600_duvnas_utskog,2004,501
5411600_duvnas_utskog,2005,494
5411600_duvnas_utskog,2006,504
5411600_duvnas_utskog,2007,526
5411600_duvnas_utskog,2008,536
5411600_duvnas_utskog,2009,538
5411600_duvnas_utskog,2010,534
5411600_duvnas_utskog,2011,562
5411600_duvnas_utskog,2012,601
5411600_duvnas_utskog,2013,607
5411600_duvnas_utskog,2014,604
5411610_skuru,2000,850
5411610_skuru,2001,837
5411610_skuru,2002,830
5411610_skuru,2003,849
5411610_skuru,2004,848
5411610_skuru,2005,870
5411610_skuru,2006,875
5411610_skuru,2007,877
5411610_skuru,2008,940
5411610_skuru,2009,991
5411610_skuru,2010,1026
5411610_skuru,2011,1037
5411610_skuru,2012,1049
5411610_skuru,2013,1057
5411610_skuru,2014,1087
5411700_skogalund,2000,694
5411700_skogalund,2001,697
5411700_skogalund,2002,703
5411700_skogalund,2003,726
5411700_skogalund,2004,713
5411700_skogalund,2005,697
5411700_skogalund,2006,715
5411700_skogalund,2007,716
5411700_skogalund,2008,715
5411700_skogalund,2009,712
5411700_skogalund,2010,712
5411700_skogalund,2011,717
5411700_skogalund,2012,722
5411700_skogalund,2013,719
5411700_skogalund,2014,722
5411710_vastra_ektorp,2000,542
5411710_vastra_ektorp,2001,539
5411710_vastra_ektorp,2002,540
5411710_vastra_ektorp,2003,533
5411710_vastra_ektorp,2004,524
5411710_vastra_ektorp,2005,520
5411710_vastra_ektorp,2006,495
5411710_vastra_ektorp,2007,506
5411710_vastra_ektorp,2008,510
5411710_vastra_ektorp,2009,565
5411710_vastra_ektorp,2010,602
5411710_vastra_ektorp,2011,628
5411710_vastra_ektorp,2012,620
5411710_vastra_ektorp,2013,626
5411710_vastra_ektorp,2014,614
5411720_ostra_ektorp,2000,496
5411720_ostra_ektorp,2001,495
5411720_ostra_ektorp,2002,503
5411720_ostra_ektorp,2003,483
5411720_ostra_ektorp,2004,496
5411720_ostra_ektorp,2005,493
5411720_ostra_ektorp,2006,495
5411720_ostra_ektorp,2007,476
5411720_ostra_ektorp,2008,472
5411720_ostra_ektorp,2009,452
5411720_ostra_ektorp,2010,459
5411720_ostra_ektorp,2011,467
5411720_ostra_ektorp,2012,483
5411720_ostra_ektorp,2013,488
5411720_ostra_ektorp,2014,491
5411740_saltangen,2000,655
5411740_saltangen,2001,656
5411740_saltangen,2002,655
5411740_saltangen,2003,643
5411740_saltangen,2004,635
5411740_saltangen,2005,622
5411740_saltangen,2006,635
5411740_saltangen,2007,634
5411740_saltangen,2008,633
5411740_saltangen,2009,651
5411740_saltangen,2010,648
5411740_saltangen,2011,647
5411740_saltangen,2012,639
5411740_saltangen,2013,663
5411740_saltangen,2014,668
5411800_duvnas,2000,1297
5411800_duvnas,2001,1290
5411800_duvnas,2002,1309
5411800_duvnas,2003,1326
5411800_duvnas,2004,1301
5411800_duvnas,2005,1324
5411800_duvnas,2006,1329
5411800_duvnas,2007,1332
5411800_duvnas,2008,1333
5411800_duvnas,2009,1339
5411800_duvnas,2010,1330
5411800_duvnas,2011,1335
5411800_duvnas,2012,1338
5411800_duvnas,2013,1325
5411800_duvnas,2014,1334
5411900_hasthagen,2000,197
5411900_hasthagen,2001,193
5411900_hasthagen,2002,199
5411900_hasthagen,2003,203
5411900_hasthagen,2004,218
5411900_hasthagen,2005,223
5411900_hasthagen,2006,226
5411900_hasthagen,2007,226
5411900_hasthagen,2008,230
5411900_hasthagen,2009,237
5411900_hasthagen,2010,240
5411900_hasthagen,2011,234
5411900_hasthagen,2012,237
5411900_hasthagen,2013,237
5411900_hasthagen,2014,245
5413001_fisksatra_sm,2000,745
5413001_fisksatra_sm,2001,740
5413001_fisksatra_sm,2002,721
5413001_fisksatra_sm,2003,702
5413001_fisksatra_sm,2004,701
5413001_fisksatra_sm,2005,700
5413001_fisksatra_sm,2006,701
5413001_fisksatra_sm,2007,708
5413001_fisksatra_sm,2008,747
5413001_fisksatra_sm,2009,761
5413001_fisksatra_sm,2010,746
5413001_fisksatra_sm,2011,758
5413001_fisksatra_sm,2012,774
5413001_fisksatra_sm,2013,761
5413001_fisksatra_sm,2014,738
5413002_fisksatra_fh,2000,2924
5413002_fisksatra_fh,2001,2905
5413002_fisksatra_fh,2002,2898
5413002_fisksatra_fh,2003,2855
5413002_fisksatra_fh,2004,2827
5413002_fisksatra_fh,2005,2734
5413002_fisksatra_fh,2006,2786
5413002_fisksatra_fh,2007,2876
5413002_fisksatra_fh,2008,2882
5413002_fisksatra_fh,2009,2876
5413002_fisksatra_fh,2010,2965
5413002_fisksatra_fh,2011,3083
5413002_fisksatra_fh,2012,3119
5413002_fisksatra_fh,2013,3226
5413002_fisksatra_fh,2014,3238
5414001_erstavik,2000,50
5414001_erstavik,2001,54
5414001_erstavik,2002,66
5414001_erstavik,2003,69
5414001_erstavik,2004,71
5414001_erstavik,2005,73
5414001_erstavik,2006,73
5414001_erstavik,2007,76
5414001_erstavik,2008,76
5414001_erstavik,2009,79
5414001_erstavik,2010,78
5414001_erstavik,2011,84
5414001_erstavik,2012,78
5414001_erstavik,2013,76
5414001_erstavik,2014,79
5414100_kolarangen,2000,968
5414100_kolarangen,2001,961
5414100_kolarangen,2002,978
5414100_kolarangen,2003,958
5414100_kolarangen,2004,967
5414100_kolarangen,2005,960
5414100_kolarangen,2006,967
5414100_kolarangen,2007,965
5414100_kolarangen,2008,988
5414100_kolarangen,2009,980
5414100_kolarangen,2010,980
5414100_kolarangen,2011,985
5414100_kolarangen,2012,991
5414100_kolarangen,2013,977
5414100_kolarangen,2014,982
5414200_alta_gard,2000,1553
5414200_alta_gard,2001,1593
5414200_alta_gard,2002,1600
5414200_alta_gard,2003,1597
5414200_alta_gard,2004,1597
5414200_alta_gard,2005,1648
5414200_alta_gard,2006,1650
5414200_alta_gard,2007,1657
5414200_alta_gard,2008,1647
5414200_alta_gard,2009,1638
5414200_alta_gard,2010,1663
5414200_alta_gard,2011,1662
5414200_alta_gard,2012,1689
5414200_alta_gard,2013,1688
5414200_alta_gard,2014,1690
5414300_stenso,2000,1445
5414300_stenso,2001,1420
5414300_stenso,2002,1392
5414300_stenso,2003,1394
5414300_stenso,2004,1389
5414300_stenso,2005,1387
5414300_stenso,2006,1374
5414300_stenso,2007,1367
5414300_stenso,2008,1345
5414300_stenso,2009,1455
5414300_stenso,2010,1459
5414300_stenso,2011,1553
5414300_stenso,2012,1572
5414300_stenso,2013,1628
5414300_stenso,2014,1662
5414310_hedvigslund,2000,651
5414310_hedvigslund,2001,681
5414310_hedvigslund,2002,672
5414310_hedvigslund,2003,678
5414310_hedvigslund,2004,667
5414310_hedvigslund,2005,671
5414310_hedvigslund,2006,772
5414310_hedvigslund,2007,828
5414310_hedvigslund,2008,831
5414310_hedvigslund,2009,853
5414310_hedvigslund,2010,950
5414310_hedvigslund,2011,1004
5414310_hedvigslund,2012,1071
5414310_hedvigslund,2013,1151
5414310_hedvigslund,2014,1250
5423100_igelboda,2000,1417
5423100_igelboda,2001,1429
5423100_igelboda,2002,1425
5423100_igelboda,2003,1447
5423100_igelboda,2004,1439
5423100_igelboda,2005,1453
5423100_igelboda,2006,1450
5423100_igelboda,2007,1454
5423100_igelboda,2008,1463
5423100_igelboda,2009,1494
5423100_igelboda,2010,1505
5423100_igelboda,2011,1515
5423100_igelboda,2012,1526
5423100_igelboda,2013,1530
5423100_igelboda,2014,1532
5423201_solsidan_norr,2000,70
5423201_solsidan_norr,2001,69
5423201_solsidan_norr,2002,72
5423201_solsidan_norr,2003,69
5423201_solsidan_norr,2004,67
5423201_solsidan_norr,2005,71
5423201_solsidan_norr,2006,71
5423201_solsidan_norr,2007,61
5423201_solsidan_norr,2008,64
5423201_solsidan_norr,2009,74
5423201_solsidan_norr,2010,70
5423201_solsidan_norr,2011,71
5423201_solsidan_norr,2012,73
5423201_solsidan_norr,2013,72
5423201_solsidan_norr,2014,68
5423202_saltsjobaden_centrum,2000,886
5423202_saltsjobaden_centrum,2001,889
5423202_saltsjobaden_centrum,2002,883
5423202_saltsjobaden_centrum,2003,875
5423202_saltsjobaden_centrum,2004,867
5423202_saltsjobaden_centrum,2005,875
5423202_saltsjobaden_centrum,2006,878
5423202_saltsjobaden_centrum,2007,870
5423202_saltsjobaden_centrum,2008,882
5423202_saltsjobaden_centrum,2009,882
5423202_saltsjobaden_centrum,2010,922
5423202_saltsjobaden_centrum,2011,899
5423202_saltsjobaden_centrum,2012,903
5423202_saltsjobaden_centrum,2013,903
5423202_saltsjobaden_centrum,2014,900
5423230_tattby,2000,612
5423230_tattby,2001,602
5423230_tattby,2002,609
5423230_tattby,2003,605
5423230_tattby,2004,613
5423230_tattby,2005,611
5423230_tattby,2006,630
5423230_tattby,2007,647
5423230_tattby,2008,655
5423230_tattby,2009,644
5423230_tattby,2010,654
5423230_tattby,2011,663
5423230_tattby,2012,668
5423230_tattby,2013,679
5423230_tattby,2014,688
5423300_neglingeon,2000,765
5423300_neglingeon,2001,769
5423300_neglingeon,2002,789
5423300_neglingeon,2003,802
5423300_neglingeon,2004,806
5423300_neglingeon,2005,852
5423300_neglingeon,2006,897
5423300_neglingeon,2007,973
5423300_neglingeon,2008,999
5423300_neglingeon,2009,991
5423300_neglingeon,2010,1004
5423300_neglingeon,2011,994
5423300_neglingeon,2012,984
5423300_neglingeon,2013,986
5423300_neglingeon,2014,1004
5423400_solsidan,2000,741
5423400_solsidan,2001,760
5423400_solsidan,2002,753
5423400_solsidan,2003,756
5423400_solsidan,2004,761
5423400_solsidan,2005,776
5423400_solsidan,2006,772
5423400_solsidan,2007,775
5423400_solsidan,2008,779
5423400_solsidan,2009,801
5423400_solsidan,2010,804
5423400_solsidan,2011,810
5423400_solsidan,2012,816
5423400_solsidan,2013,808
5423400_solsidan,2014,820
5423500_algo,2000,232
5423500_algo,2001,254
5423500_algo,2002,266
5423500_algo,2003,274
5423500_algo,2004,268
5423500_algo,2005,291
5423500_algo,2006,293
5423500_algo,2007,299
5423500_algo,2008,315
5423500_algo,2009,357
5423500_algo,2010,360
5423500_algo,2011,375
5423500_algo,2012,385
5423500_algo,2013,390
5423500_algo,2014,412
5432000_norra_bjorknas,2000,299
5432000_norra_bjorknas,2001,301
5432000_norra_bjorknas,2002,311
5432000_norra_bjorknas,2003,317
5432000_norra_bjorknas,2004,332
5432000_norra_bjorknas,2005,344
5432000_norra_bjorknas,2006,370
5432000_norra_bjorknas,2007,386
5432000_norra_bjorknas,2008,399
5432000_norra_bjorknas,2009,433
5432000_norra_bjorknas,2010,447
5432000_norra_bjorknas,2011,459
5432000_norra_bjorknas,2012,480
5432000_norra_bjorknas,2013,487
5432000_norra_bjorknas,2014,492
5432020_sodra_bjorknas,2000,932
5432020_sodra_bjorknas,2001,949
5432020_sodra_bjorknas,2002,929
5432020_sodra_bjorknas,2003,936
5432020_sodra_bjorknas,2004,990
5432020_sodra_bjorknas,2005,1007
5432020_sodra_bjorknas,2006,1038
5432020_sodra_bjorknas,2007,1055
5432020_sodra_bjorknas,2008,1069
5432020_sodra_bjorknas,2009,1075
5432020_sodra_bjorknas,2010,1072
5432020_sodra_bjorknas,2011,1078
5432020_sodra_bjorknas,2012,1088
5432020_sodra_bjorknas,2013,1080
5432020_sodra_bjorknas,2014,1108
5432030_klinten,2000,504
5432030_klinten,2001,495
5432030_klinten,2002,492
5432030_klinten,2003,489
5432030_klinten,2004,477
5432030_klinten,2005,480
5432030_klinten,2006,497
5432030_klinten,2007,500
5432030_klinten,2008,509
5432030_klinten,2009,502
5432030_klinten,2010,520
5432030_klinten,2011,501
5432030_klinten,2012,445
5432030_klinten,2013,521
5432030_klinten,2014,518
5432100_eknas,2000,1076
5432100_eknas,2001,1071
5432100_eknas,2002,1058
5432100_eknas,2003,1080
5432100_eknas,2004,1075
5432100_eknas,2005,1122
5432100_eknas,2006,1149
5432100_eknas,2007,1160
5432100_eknas,2008,1171
5432100_eknas,2009,1188
5432100_eknas,2010,1186
5432100_eknas,2011,1151
5432100_eknas,2012,1282
5432100_eknas,2013,1317
5432100_eknas,2014,1406
5432200_vastra_kummelnas,2000,511
5432200_vastra_kummelnas,2001,537
5432200_vastra_kummelnas,2002,553
5432200_vastra_kummelnas,2003,565
5432200_vastra_kummelnas,2004,581
5432200_vastra_kummelnas,2005,595
5432200_vastra_kummelnas,2006,587
5432200_vastra_kummelnas,2007,594
5432200_vastra_kummelnas,2008,628
5432200_vastra_kummelnas,2009,654
5432200_vastra_kummelnas,2010,684
5432200_vastra_kummelnas,2011,689
5432200_vastra_kummelnas,2012,684
5432200_vastra_kummelnas,2013,709
5432200_vastra_kummelnas,2014,750
5432220_ostra_kummelnas,2000,779
5432220_ostra_kummelnas,2001,788
5432220_ostra_kummelnas,2002,808
5432220_ostra_kummelnas,2003,845
5432220_ostra_kummelnas,2004,867
5432220_ostra_kummelnas,2005,866
5432220_ostra_kummelnas,2006,875
5432220_ostra_kummelnas,2007,898
5432220_ostra_kummelnas,2008,924
5432220_ostra_kummelnas,2009,966
5432220_ostra_kummelnas,2010,1007
5432220_ostra_kummelnas,2011,1041
5432220_ostra_kummelnas,2012,1081
5432220_ostra_kummelnas,2013,1103
5432220_ostra_kummelnas,2014,1141
5432300_kil,2000,204
5432300_kil,2001,265
5432300_kil,2002,294
5432300_kil,2003,299
5432300_kil,2004,313
5432300_kil,2005,334
5432300_kil,2006,341
5432300_kil,2007,355
5432300_kil,2008,370
5432300_kil,2009,383
5432300_kil,2010,389
5432300_kil,2011,400
5432300_kil,2012,412
5432300_kil,2013,424
5432300_kil,2014,449
5432400_krokhojden,2000,465
5432400_krokhojden,2001,466
5432400_krokhojden,2002,457
5432400_krokhojden,2003,470
5432400_krokhojden,2004,463
5432400_krokhojden,2005,461
5432400_krokhojden,2006,465
5432400_krokhojden,2007,459
5432400_krokhojden,2008,458
5432400_krokhojden,2009,455
5432400_krokhojden,2010,466
5432400_krokhojden,2011,468
5432400_krokhojden,2012,468
5432400_krokhojden,2013,471
5432400_krokhojden,2014,461
5432410_orminge,2000,2656
5432410_orminge,2001,2656
5432410_orminge,2002,2607
5432410_orminge,2003,2600
5432410_orminge,2004,2584
5432410_orminge,2005,2550
5432410_orminge,2006,2566
5432410_orminge,2007,2668
5432410_orminge,2008,2676
5432410_orminge,2009,2683
5432410_orminge,2010,2766
5432410_orminge,2011,2753
5432410_orminge,2012,2834
5432410_orminge,2013,2834
5432410_orminge,2014,2879
5432500_mensattra,2000,1375
5432500_mensattra,2001,1351
5432500_mensattra,2002,1360
5432500_mensattra,2003,1341
5432500_mensattra,2004,1351
5432500_mensattra,2005,1347
5432500_mensattra,2006,1359
5432500_mensattra,2007,1356
5432500_mensattra,2008,1359
5432500_mensattra,2009,1370
5432500_mensattra,2010,1359
5432500_mensattra,2011,1351
5432500_mensattra,2012,1364
5432500_mensattra,2013,1350
5432500_mensattra,2014,1352
5432600_kallvagen,2000,906
5432600_kallvagen,2001,943
5432600_kallvagen,2002,983
5432600_kallvagen,2003,1052
5432600_kallvagen,2004,1101
5432600_kallvagen,2005,1159
5432600_kallvagen,2006,1169
5432600_kallvagen,2007,1180
5432600_kallvagen,2008,1201
