basomrade,year,population_20xx_12_31_female
4020000_lassa_forsamling,2002,177
4020000_lassa_forsamling,2003,184
4020000_lassa_forsamling,2004,183
4020000_lassa_forsamling,2005,195
4020000_lassa_forsamling,2006,193
4020000_lassa_forsamling,2007,201
4020000_lassa_forsamling,2008,193
4020000_lassa_forsamling,2009,206
4020000_lassa_forsamling,2010,219
4020000_lassa_forsamling,2011,234
4020000_lassa_forsamling,2012,225
4020000_lassa_forsamling,2013,227
4020000_lassa_forsamling,2014,248
4050100_habo_tibble_kyrkby,2000,137
4050100_habo_tibble_kyrkby,2001,140
4050100_habo_tibble_kyrkby,2002,140
4050100_habo_tibble_kyrkby,2003,141
4050100_habo_tibble_kyrkby,2004,147
4050100_habo_tibble_kyrkby,2005,150
4050100_habo_tibble_kyrkby,2006,148
4050100_habo_tibble_kyrkby,2007,152
4050100_habo_tibble_kyrkby,2008,149
4050100_habo_tibble_kyrkby,2009,147
4050100_habo_tibble_kyrkby,2010,140
4050100_habo_tibble_kyrkby,2011,135
4050100_habo_tibble_kyrkby,2012,138
4050100_habo_tibble_kyrkby,2013,144
4050100_habo_tibble_kyrkby,2014,149
4050200_mariedal_nashagen,2000,140
4050200_mariedal_nashagen,2001,141
4050200_mariedal_nashagen,2002,145
4050200_mariedal_nashagen,2003,139
4050200_mariedal_nashagen,2004,145
4050200_mariedal_nashagen,2005,153
4050200_mariedal_nashagen,2006,148
4050200_mariedal_nashagen,2007,148
4050200_mariedal_nashagen,2008,157
4050200_mariedal_nashagen,2009,161
4050200_mariedal_nashagen,2010,182
4050200_mariedal_nashagen,2011,176
4050200_mariedal_nashagen,2012,168
4050200_mariedal_nashagen,2013,166
4050200_mariedal_nashagen,2014,170
4050500_habo_tibble_glesbygd,2000,143
4050500_habo_tibble_glesbygd,2001,148
4050500_habo_tibble_glesbygd,2002,151
4050500_habo_tibble_glesbygd,2003,147
4050500_habo_tibble_glesbygd,2004,145
4050500_habo_tibble_glesbygd,2005,146
4050500_habo_tibble_glesbygd,2006,142
4050500_habo_tibble_glesbygd,2007,148
4050500_habo_tibble_glesbygd,2008,142
4050500_habo_tibble_glesbygd,2009,150
4050500_habo_tibble_glesbygd,2010,149
4050500_habo_tibble_glesbygd,2011,151
4050500_habo_tibble_glesbygd,2012,154
4050500_habo_tibble_glesbygd,2013,152
4050500_habo_tibble_glesbygd,2014,146
4060000_hatuna_forsamling,2000,250
4060000_hatuna_forsamling,2001,247
4060000_hatuna_forsamling,2002,255
4060000_hatuna_forsamling,2003,259
4060000_hatuna_forsamling,2004,245
4060000_hatuna_forsamling,2005,257
4060000_hatuna_forsamling,2006,261
4060000_hatuna_forsamling,2007,279
4060000_hatuna_forsamling,2008,280
4060000_hatuna_forsamling,2009,278
4060000_hatuna_forsamling,2010,287
4060000_hatuna_forsamling,2011,289
4060000_hatuna_forsamling,2012,278
4060000_hatuna_forsamling,2013,294
4060000_hatuna_forsamling,2014,294
4070110_sodra_kungsangen,2000,920
4070110_sodra_kungsangen,2001,979
4070110_sodra_kungsangen,2002,1009
4070110_sodra_kungsangen,2003,981
4070110_sodra_kungsangen,2004,1002
4070110_sodra_kungsangen,2005,992
4070110_sodra_kungsangen,2006,1020
4070110_sodra_kungsangen,2007,1074
4070110_sodra_kungsangen,2008,1067
4070110_sodra_kungsangen,2009,1147
4070110_sodra_kungsangen,2010,1184
4070110_sodra_kungsangen,2011,1194
4070110_sodra_kungsangen,2012,1194
4070110_sodra_kungsangen,2013,1216
4070110_sodra_kungsangen,2014,1239
4070120_norra_kungsangen,2000,871
4070120_norra_kungsangen,2001,888
4070120_norra_kungsangen,2002,871
4070120_norra_kungsangen,2003,897
4070120_norra_kungsangen,2004,906
4070120_norra_kungsangen,2005,915
4070120_norra_kungsangen,2006,1003
4070120_norra_kungsangen,2007,1062
4070120_norra_kungsangen,2008,1088
4070120_norra_kungsangen,2009,1084
4070120_norra_kungsangen,2010,1091
4070120_norra_kungsangen,2011,1063
4070120_norra_kungsangen,2012,1092
4070120_norra_kungsangen,2013,1098
4070120_norra_kungsangen,2014,1117
4070130_tibblehojden,2000,654
4070130_tibblehojden,2001,641
4070130_tibblehojden,2002,668
4070130_tibblehojden,2003,685
4070130_tibblehojden,2004,692
4070130_tibblehojden,2005,692
4070130_tibblehojden,2006,689
4070130_tibblehojden,2007,685
4070130_tibblehojden,2008,689
4070130_tibblehojden,2009,714
4070130_tibblehojden,2010,715
4070130_tibblehojden,2011,719
4070130_tibblehojden,2012,739
4070130_tibblehojden,2013,741
4070130_tibblehojden,2014,740
4070150_tibbleangen,2000,1331
4070150_tibbleangen,2001,1301
4070150_tibbleangen,2002,1302
4070150_tibbleangen,2003,1261
4070150_tibbleangen,2004,1262
4070150_tibbleangen,2005,1270
4070150_tibbleangen,2006,1269
4070150_tibbleangen,2007,1256
4070150_tibbleangen,2008,1273
4070150_tibbleangen,2009,1275
4070150_tibbleangen,2010,1295
4070150_tibbleangen,2011,1296
4070150_tibbleangen,2012,1312
4070150_tibbleangen,2013,1327
4070150_tibbleangen,2014,1341
4070160_sylta,2000,295
4070160_sylta,2001,321
4070160_sylta,2002,333
4070160_sylta,2003,335
4070160_sylta,2004,348
4070160_sylta,2005,358
4070160_sylta,2006,360
4070160_sylta,2007,372
4070160_sylta,2008,397
4070160_sylta,2009,385
4070160_sylta,2010,393
4070160_sylta,2011,409
4070160_sylta,2012,413
4070160_sylta,2013,425
4070160_sylta,2014,439
4070170_okand,2000,182
4070170_okand,2001,181
4070170_okand,2002,188
4070170_okand,2003,198
4070170_okand,2004,208
4070170_okand,2005,202
4070170_okand,2006,203
4070170_okand,2007,191
4070170_okand,2008,190
4070170_okand,2009,203
4070210_brunna_tatort,2000,1965
4070210_brunna_tatort,2001,1944
4070210_brunna_tatort,2002,1910
4070210_brunna_tatort,2003,1906
4070210_brunna_tatort,2004,1893
4070210_brunna_tatort,2005,1888
4070210_brunna_tatort,2006,1916
4070210_brunna_tatort,2007,1937
4070210_brunna_tatort,2008,1920
4070210_brunna_tatort,2009,1914
4070210_brunna_tatort,2010,1924
4070210_brunna_tatort,2011,1919
4070210_brunna_tatort,2012,1937
4070210_brunna_tatort,2013,1938
4070210_brunna_tatort,2014,1950
6410100_nykvarn,2000,2988
6410100_nykvarn,2001,2959
6410100_nykvarn,2002,3000
6410100_nykvarn,2003,3014
6410100_nykvarn,2004,3027
6410100_nykvarn,2005,3012
6410100_nykvarn,2006,3047
6410100_nykvarn,2007,3137
6410100_nykvarn,2008,3159
6410100_nykvarn,2009,3196
6410100_nykvarn,2010,3216
6410100_nykvarn,2011,3221
6410100_nykvarn,2012,3248
6410100_nykvarn,2013,3258
6410100_nykvarn,2014,3388
6410500_turinge_glesbygd,2000,567
6410500_turinge_glesbygd,2001,586
6410500_turinge_glesbygd,2002,607
6410500_turinge_glesbygd,2003,615
6410500_turinge_glesbygd,2004,633
6410500_turinge_glesbygd,2005,656
6410500_turinge_glesbygd,2006,700
6410500_turinge_glesbygd,2007,779
6410500_turinge_glesbygd,2008,791
6410500_turinge_glesbygd,2009,823
6410500_turinge_glesbygd,2010,849
6410500_turinge_glesbygd,2011,852
6410500_turinge_glesbygd,2012,883
6410500_turinge_glesbygd,2013,885
6410500_turinge_glesbygd,2014,887
6420000_taxinge_forsamling,2000,399
6420000_taxinge_forsamling,2001,408
6420000_taxinge_forsamling,2002,428
6420000_taxinge_forsamling,2003,426
6420000_taxinge_forsamling,2004,436
6420000_taxinge_forsamling,2005,439
6420000_taxinge_forsamling,2006,468
6420000_taxinge_forsamling,2007,476
6420000_taxinge_forsamling,2008,487
6420000_taxinge_forsamling,2009,514
6420000_taxinge_forsamling,2010,511
6420000_taxinge_forsamling,2011,508
6420000_taxinge_forsamling,2012,505
6420000_taxinge_forsamling,2013,517
6420000_taxinge_forsamling,2014,524
3910110_vastra_nasbypark,2000,810
3910110_vastra_nasbypark,2001,789
3910110_vastra_nasbypark,2002,797
3910110_vastra_nasbypark,2003,781
3910110_vastra_nasbypark,2004,795
3910110_vastra_nasbypark,2005,793
3910110_vastra_nasbypark,2006,797
3910110_vastra_nasbypark,2007,807
3910110_vastra_nasbypark,2008,816
3910110_vastra_nasbypark,2009,838
3910110_vastra_nasbypark,2010,783
3910110_vastra_nasbypark,2011,814
3910110_vastra_nasbypark,2012,833
3910110_vastra_nasbypark,2013,846
3910110_vastra_nasbypark,2014,851
3910120_ornstigen,2000,180
3910120_ornstigen,2001,177
3910120_ornstigen,2002,161
3910120_ornstigen,2003,166
3910120_ornstigen,2004,163
3910120_ornstigen,2005,159
3910120_ornstigen,2006,155
3910120_ornstigen,2007,150
3910120_ornstigen,2008,152
3910120_ornstigen,2009,141
3910120_ornstigen,2010,204
3910120_ornstigen,2011,206
3910120_ornstigen,2012,215
3910120_ornstigen,2013,225
3910120_ornstigen,2014,225
3910130_nasbyparks_centrum,2000,1247
3910130_nasbyparks_centrum,2001,1263
3910130_nasbyparks_centrum,2002,1298
3910130_nasbyparks_centrum,2003,1334
3910130_nasbyparks_centrum,2004,1331
3910130_nasbyparks_centrum,2005,1313
3910130_nasbyparks_centrum,2006,1300
3910130_nasbyparks_centrum,2007,1301
3910130_nasbyparks_centrum,2008,1311
3910130_nasbyparks_centrum,2009,1311
3910130_nasbyparks_centrum,2010,1352
3910130_nasbyparks_centrum,2011,1414
3910130_nasbyparks_centrum,2012,1412
3910130_nasbyparks_centrum,2013,1398
3910130_nasbyparks_centrum,2014,1427
3910140_nasby_slott,2000,476
3910140_nasby_slott,2001,476
3910140_nasby_slott,2002,472
3910140_nasby_slott,2003,471
3910140_nasby_slott,2004,481
3910140_nasby_slott,2005,478
3910140_nasby_slott,2006,499
3910140_nasby_slott,2007,499
3910140_nasby_slott,2008,517
3910140_nasby_slott,2009,510
3910140_nasby_slott,2010,511
3910140_nasby_slott,2011,524
3910140_nasby_slott,2012,529
3910140_nasby_slott,2013,526
3910140_nasby_slott,2014,528
3910170_ostra_nasbypark,2000,1258
3910170_ostra_nasbypark,2001,1255
3910170_ostra_nasbypark,2002,1282
3910170_ostra_nasbypark,2003,1290
3910170_ostra_nasbypark,2004,1279
3910170_ostra_nasbypark,2005,1315
3910170_ostra_nasbypark,2006,1335
3910170_ostra_nasbypark,2007,1430
3910170_ostra_nasbypark,2008,1451
3910170_ostra_nasbypark,2009,1481
3910170_ostra_nasbypark,2010,1517
3910170_ostra_nasbypark,2011,1487
3910170_ostra_nasbypark,2012,1468
3910170_ostra_nasbypark,2013,1461
3910170_ostra_nasbypark,2014,1456
3910190_lahall,2000,427
3910190_lahall,2001,440
3910190_lahall,2002,424
3910190_lahall,2003,444
3910190_lahall,2004,449
3910190_lahall,2005,450
3910190_lahall,2006,457
3910190_lahall,2007,471
3910190_lahall,2008,488
3910190_lahall,2009,508
3910190_lahall,2010,515
3910190_lahall,2011,533
3910190_lahall,2012,547
3910190_lahall,2013,533
3910190_lahall,2014,546
3910210_nasbydal,2000,702
3910210_nasbydal,2001,685
3910210_nasbydal,2002,688
3910210_nasbydal,2003,693
3910210_nasbydal,2004,687
3910210_nasbydal,2005,671
3910210_nasbydal,2006,655
3910210_nasbydal,2007,652
3910210_nasbydal,2008,641
3910210_nasbydal,2009,655
3910210_nasbydal,2010,686
3910210_nasbydal,2011,680
3910210_nasbydal,2012,700
3910210_nasbydal,2013,689
3910210_nasbydal,2014,694
3910220_grindtorp,2000,1364
3910220_grindtorp,2001,1352
3910220_grindtorp,2002,1358
3910220_grindtorp,2003,1346
3910220_grindtorp,2004,1337
3910220_grindtorp,2005,1342
3910220_grindtorp,2006,1342
3910220_grindtorp,2007,1348
3910220_grindtorp,2008,1360
3910220_grindtorp,2009,1357
3910220_grindtorp,2010,1348
3910220_grindtorp,2011,1350
3910220_grindtorp,2012,1339
3910220_grindtorp,2013,1374
3910220_grindtorp,2014,1415
3910240_taby_centrum,2000,841
3910240_taby_centrum,2001,852
3910240_taby_centrum,2002,832
3910240_taby_centrum,2003,817
3910240_taby_centrum,2004,822
3910240_taby_centrum,2005,818
3910240_taby_centrum,2006,818
3910240_taby_centrum,2007,810
3910240_taby_centrum,2008,812
3910240_taby_centrum,2009,816
3910240_taby_centrum,2010,847
3910240_taby_centrum,2011,839
3910240_taby_centrum,2012,894
3910240_taby_centrum,2013,1000
3910240_taby_centrum,2014,1089
3910270_marknadsvagen,2000,920
3910270_marknadsvagen,2001,912
3910270_marknadsvagen,2002,902
3910270_marknadsvagen,2003,901
3910270_marknadsvagen,2004,906
3910270_marknadsvagen,2005,919
3910270_marknadsvagen,2006,897
3910270_marknadsvagen,2007,888
3910270_marknadsvagen,2008,888
3910270_marknadsvagen,2009,879
3910270_marknadsvagen,2010,873
3910270_marknadsvagen,2011,892
3910270_marknadsvagen,2012,927
3910270_marknadsvagen,2013,925
3910270_marknadsvagen,2014,949
3910280_akerbyvagen,2000,1081
3910280_akerbyvagen,2001,1080
3910280_akerbyvagen,2002,1063
3910280_akerbyvagen,2003,1060
3910280_akerbyvagen,2004,1045
3910280_akerbyvagen,2005,1039
3910280_akerbyvagen,2006,1000
3910280_akerbyvagen,2007,996
3910280_akerbyvagen,2008,998
3910280_akerbyvagen,2009,1004
3910280_akerbyvagen,2010,1006
3910280_akerbyvagen,2011,1026
3910280_akerbyvagen,2012,1014
3910280_akerbyvagen,2013,990
3910280_akerbyvagen,2014,999
3910310_sodra_viggbyholm,2000,743
3910310_sodra_viggbyholm,2001,746
3910310_sodra_viggbyholm,2002,733
3910310_sodra_viggbyholm,2003,734
3910310_sodra_viggbyholm,2004,747
3910310_sodra_viggbyholm,2005,779
3910310_sodra_viggbyholm,2006,805
3910310_sodra_viggbyholm,2007,825
3910310_sodra_viggbyholm,2008,838
3910310_sodra_viggbyholm,2009,856
3910310_sodra_viggbyholm,2010,876
3910310_sodra_viggbyholm,2011,882
3910310_sodra_viggbyholm,2012,901
3910310_sodra_viggbyholm,2013,873
3910310_sodra_viggbyholm,2014,896
3910320_viggbygardet,2000,481
3910320_viggbygardet,2001,451
3910320_viggbygardet,2002,446
3910320_viggbygardet,2003,445
3910320_viggbygardet,2004,433
3910320_viggbygardet,2005,421
3910320_viggbygardet,2006,411
3910320_viggbygardet,2007,400
3910320_viggbygardet,2008,392
3910320_viggbygardet,2009,400
3910320_viggbygardet,2010,389
3910320_viggbygardet,2011,440
3910320_viggbygardet,2012,468
3910320_viggbygardet,2013,474
3910320_viggbygardet,2014,487
3910330_mellersta_viggbyholm,2000,646
3910330_mellersta_viggbyholm,2001,655
3910330_mellersta_viggbyholm,2002,659
3910330_mellersta_viggbyholm,2003,650
3910330_mellersta_viggbyholm,2004,661
3910330_mellersta_viggbyholm,2005,657
3910330_mellersta_viggbyholm,2006,668
3910330_mellersta_viggbyholm,2007,677
3910330_mellersta_viggbyholm,2008,677
3910330_mellersta_viggbyholm,2009,681
3910330_mellersta_viggbyholm,2010,667
3910330_mellersta_viggbyholm,2011,685
3910330_mellersta_viggbyholm,2012,694
3910330_mellersta_viggbyholm,2013,706
3910330_mellersta_viggbyholm,2014,719
3910350_norra_viggbyholm,2000,250
3910350_norra_viggbyholm,2001,250
3910350_norra_viggbyholm,2002,255
3910350_norra_viggbyholm,2003,261
3910350_norra_viggbyholm,2004,268
3910350_norra_viggbyholm,2005,269
3910350_norra_viggbyholm,2006,285
3910350_norra_viggbyholm,2007,287
3910350_norra_viggbyholm,2008,279
3910350_norra_viggbyholm,2009,278
3910350_norra_viggbyholm,2010,269
3910350_norra_viggbyholm,2011,272
3910350_norra_viggbyholm,2012,280
3910350_norra_viggbyholm,2013,276
3910350_norra_viggbyholm,2014,257
3910370_norra_hagernas,2000,953
3910370_norra_hagernas,2001,935
3910370_norra_hagernas,2002,912
3910370_norra_hagernas,2003,905
3910370_norra_hagernas,2004,927
3910370_norra_hagernas,2005,922
3910370_norra_hagernas,2006,930
3910370_norra_hagernas,2007,905
3910370_norra_hagernas,2008,920
3910370_norra_hagernas,2009,918
3910370_norra_hagernas,2010,919
3910370_norra_hagernas,2011,925
3910370_norra_hagernas,2012,951
3910370_norra_hagernas,2013,964
3910370_norra_hagernas,2014,989
3910380_sodra_hagernas,2000,328
3910380_sodra_hagernas,2001,317
3910380_sodra_hagernas,2002,318
3910380_sodra_hagernas,2003,330
3910380_sodra_hagernas,2004,385
3910380_sodra_hagernas,2005,459
3910380_sodra_hagernas,2006,576
3910380_sodra_hagernas,2007,645
3910380_sodra_hagernas,2008,759
3910380_sodra_hagernas,2009,831
3910380_sodra_hagernas,2010,968
3910380_sodra_hagernas,2011,973
3910380_sodra_hagernas,2012,1040
3910380_sodra_hagernas,2013,1152
3910380_sodra_hagernas,2014,1144
3910480_norra_landsbygden,2000,93
3910480_norra_landsbygden,2001,104
3910480_norra_landsbygden,2002,108
3910480_norra_landsbygden,2003,100
3910480_norra_landsbygden,2004,107
3910480_norra_landsbygden,2005,101
3910480_norra_landsbygden,2006,96
3910480_norra_landsbygden,2007,96
3910480_norra_landsbygden,2008,191
3910480_norra_landsbygden,2009,213
3910480_norra_landsbygden,2010,267
3910480_norra_landsbygden,2011,273
3910480_norra_landsbygden,2012,282
3910480_norra_landsbygden,2013,300
3910480_norra_landsbygden,2014,303
3910730_ella,2000,958
3910730_ella,2001,942
3910730_ella,2002,950
3910730_ella,2003,947
3910730_ella,2004,963
3910730_ella,2005,953
3910730_ella,2006,959
3910730_ella,2007,961
3910730_ella,2008,972
3910730_ella,2009,977
3910730_ella,2010,994
3910730_ella,2011,1006
3910730_ella,2012,1021
3910730_ella,2013,1022
3910730_ella,2014,1022
3910770_vastra_ensta,2000,692
3910770_vastra_ensta,2001,681
3910770_vastra_ensta,2002,692
3910770_vastra_ensta,2003,705
3910770_vastra_ensta,2004,697
3910770_vastra_ensta,2005,703
3910770_vastra_ensta,2006,708
3910770_vastra_ensta,2007,725
3910770_vastra_ensta,2008,741
3910770_vastra_ensta,2009,751
3910770_vastra_ensta,2010,759
3910770_vastra_ensta,2011,759
3910770_vastra_ensta,2012,745
3910770_vastra_ensta,2013,755
3910770_vastra_ensta,2014,779
3910780_ostra_ensta,2000,382
3910780_ostra_ensta,2001,389
3910780_ostra_ensta,2002,395
3910780_ostra_ensta,2003,401
3910780_ostra_ensta,2004,393
3910780_ostra_ensta,2005,396
3910780_ostra_ensta,2006,394
3910780_ostra_ensta,2007,399
3910780_ostra_ensta,2008,401
3910780_ostra_ensta,2009,411
3910780_ostra_ensta,2010,414
3910780_ostra_ensta,2011,423
3910780_ostra_ensta,2012,415
3910780_ostra_ensta,2013,415
3910780_ostra_ensta,2014,415
3910790_kullagrand,2000,235
3910790_kullagrand,2001,226
3910790_kullagrand,2002,220
3910790_kullagrand,2003,219
3910790_kullagrand,2004,224
3910790_kullagrand,2005,238
3910790_kullagrand,2006,239
3910790_kullagrand,2007,246
3910790_kullagrand,2008,235
3910790_kullagrand,2009,235
3910790_kullagrand,2010,243
3910790_kullagrand,2011,232
3910790_kullagrand,2012,227
3910790_kullagrand,2013,227
3910790_kullagrand,2014,232
3910810_norra_ellagard,2000,487
3910810_norra_ellagard,2001,491
3910810_norra_ellagard,2002,494
3910810_norra_ellagard,2003,499
3910810_norra_ellagard,2004,513
3910810_norra_ellagard,2005,508
3910810_norra_ellagard,2006,502
3910810_norra_ellagard,2007,512
3910810_norra_ellagard,2008,498
3910810_norra_ellagard,2009,489
3910810_norra_ellagard,2010,499
3910810_norra_ellagard,2011,503
3910810_norra_ellagard,2012,511
3910810_norra_ellagard,2013,510
3910810_norra_ellagard,2014,512
3910820_sodra_ellagard,2000,330
3910820_sodra_ellagard,2001,331
3910820_sodra_ellagard,2002,329
3910820_sodra_ellagard,2003,327
3910820_sodra_ellagard,2004,319
3910820_sodra_ellagard,2005,326
3910820_sodra_ellagard,2006,333
3910820_sodra_ellagard,2007,346
3910820_sodra_ellagard,2008,341
3910820_sodra_ellagard,2009,338
3910820_sodra_ellagard,2010,340
3910820_sodra_ellagard,2011,346
3910820_sodra_ellagard,2012,348
3910820_sodra_ellagard,2013,337
3910820_sodra_ellagard,2014,337
3910830_ava,2000,241
3910830_ava,2001,240
3910830_ava,2002,247
3910830_ava,2003,255
3910830_ava,2004,259
3910830_ava,2005,251
3910830_ava,2006,263
3910830_ava,2007,267
3910830_ava,2008,266
3910830_ava,2009,277
3910830_ava,2010,264
3910830_ava,2011,258
3910830_ava,2012,253
3910830_ava,2013,263
3910830_ava,2014,263
3910840_vastra_ellagard,2000,515
3910840_vastra_ellagard,2001,518
3910840_vastra_ellagard,2002,524
3910840_vastra_ellagard,2003,520
3910840_vastra_ellagard,2004,514
3910840_vastra_ellagard,2005,496
3910840_vastra_ellagard,2006,499
3910840_vastra_ellagard,2007,497
3910840_vastra_ellagard,2008,491
3910840_vastra_ellagard,2009,475
3910840_vastra_ellagard,2010,488
3910840_vastra_ellagard,2011,483
3910840_vastra_ellagard,2012,481
3910840_vastra_ellagard,2013,485
3910840_vastra_ellagard,2014,492
3910910_skarpang,2000,2398
3910910_skarpang,2001,2394
3910910_skarpang,2002,2383
3910910_skarpang,2003,2375
3910910_skarpang,2004,2378
3910910_skarpang,2005,2375
3910910_skarpang,2006,2373
3910910_skarpang,2007,2349
3910910_skarpang,2008,2341
3910910_skarpang,2009,2341
3910910_skarpang,2010,2313
3910910_skarpang,2011,2322
3910910_skarpang,2012,2300
3910910_skarpang,2013,2307
3910910_skarpang,2014,2315
3910920_gripsvall,2000,428
3910920_gripsvall,2001,419
3910920_gripsvall,2002,417
3910920_gripsvall,2003,413
3910920_gripsvall,2004,410
3910920_gripsvall,2005,407
3910920_gripsvall,2006,392
3910920_gripsvall,2007,396
3910920_gripsvall,2008,405
3910920_gripsvall,2009,413
3910920_gripsvall,2010,413
3910920_gripsvall,2011,414
3910920_gripsvall,2012,419
3910920_gripsvall,2013,432
3910920_gripsvall,2014,434
3911010_ostra_roslags_nasby,2000,576
3911010_ostra_roslags_nasby,2001,687
3911010_ostra_roslags_nasby,2002,705
3911010_ostra_roslags_nasby,2003,693
3911010_ostra_roslags_nasby,2004,745
3911010_ostra_roslags_nasby,2005,756
3911010_ostra_roslags_nasby,2006,742
3911010_ostra_roslags_nasby,2007,744
3911010_ostra_roslags_nasby,2008,764
3911010_ostra_roslags_nasby,2009,761
3911010_ostra_roslags_nasby,2010,765
3911010_ostra_roslags_nasby,2011,779
3911010_ostra_roslags_nasby,2012,775
3911010_ostra_roslags_nasby,2013,865
3911010_ostra_roslags_nasby,2014,981
3911020_vastra_roslags_nasby,2000,65
3911020_vastra_roslags_nasby,2001,67
3911020_vastra_roslags_nasby,2002,69
3911020_vastra_roslags_nasby,2003,67
3911020_vastra_roslags_nasby,2004,72
3911020_vastra_roslags_nasby,2005,74
3911020_vastra_roslags_nasby,2006,72
3911020_vastra_roslags_nasby,2007,73
3911020_vastra_roslags_nasby,2008,79
3911020_vastra_roslags_nasby,2009,79
3911020_vastra_roslags_nasby,2010,77
3911020_vastra_roslags_nasby,2011,69
3911020_vastra_roslags_nasby,2012,71
3911020_vastra_roslags_nasby,2013,73
3911020_vastra_roslags_nasby,2014,86
3911510_lansen,2000,733
3911510_lansen,2001,714
3911510_lansen,2002,713
3911510_lansen,2003,710
3911510_lansen,2004,696
3911510_lansen,2005,706
3911510_lansen,2006,701
3911510_lansen,2007,713
3911510_lansen,2008,719
3911510_lansen,2009,713
3911510_lansen,2010,696
3911510_lansen,2011,700
3911510_lansen,2012,706
3911510_lansen,2013,710
3911510_lansen,2014,709
3911520_sodra_gribbylund,2000,587
3911520_sodra_gribbylund,2001,581
3911520_sodra_gribbylund,2002,581
3911520_sodra_gribbylund,2003,575
3911520_sodra_gribbylund,2004,587
3911520_sodra_gribbylund,2005,572
3911520_sodra_gribbylund,2006,569
3911520_sodra_gribbylund,2007,565
3911520_sodra_gribbylund,2008,566
3911520_sodra_gribbylund,2009,563
3911520_sodra_gribbylund,2010,581
3911520_sodra_gribbylund,2011,583
3911520_sodra_gribbylund,2012,585
3911520_sodra_gribbylund,2013,569
3911520_sodra_gribbylund,2014,562
3911530_gribbylunds_centrum,2000,806
3911530_gribbylunds_centrum,2001,803
3911530_gribbylunds_centrum,2002,801
3911530_gribbylunds_centrum,2003,787
3911530_gribbylunds_centrum,2004,782
3911530_gribbylunds_centrum,2005,768
3911530_gribbylunds_centrum,2006,787
3911530_gribbylunds_centrum,2007,775
3911530_gribbylunds_centrum,2008,776
3911530_gribbylunds_centrum,2009,760
3911530_gribbylunds_centrum,2010,775
3911530_gribbylunds_centrum,2011,785
3911530_gribbylunds_centrum,2012,778
3911530_gribbylunds_centrum,2013,815
3911530_gribbylunds_centrum,2014,810
3911540_norra_gribbylund,2000,1586
3911540_norra_gribbylund,2001,1665
3911540_norra_gribbylund,2002,1690
3911540_norra_gribbylund,2003,1688
3911540_norra_gribbylund,2004,1701
3911540_norra_gribbylund,2005,1710
3911540_norra_gribbylund,2006,1743
3911540_norra_gribbylund,2007,1740
3911540_norra_gribbylund,2008,1786
3911540_norra_gribbylund,2009,1819
3911540_norra_gribbylund,2010,1813
3911540_norra_gribbylund,2011,1837
3911540_norra_gribbylund,2012,1847
3911540_norra_gribbylund,2013,1848
3911540_norra_gribbylund,2014,1849
3911550_sveavagen,2000,518
3911550_sveavagen,2001,514
3911550_sveavagen,2002,515
3911550_sveavagen,2003,508
3911550_sveavagen,2004,493
3911550_sveavagen,2005,481
3911550_sveavagen,2006,477
3911550_sveavagen,2007,476
3911550_sveavagen,2008,474
3911550_sveavagen,2009,477
3911550_sveavagen,2010,468
3911550_sveavagen,2011,467
3911550_sveavagen,2012,465
3911550_sveavagen,2013,473
3911550_sveavagen,2014,472
3911610_ostra_vallabrink,2000,199
3911610_ostra_vallabrink,2001,206
3911610_ostra_vallabrink,2002,202
3911610_ostra_vallabrink,2003,204
3911610_ostra_vallabrink,2004,207
3911610_ostra_vallabrink,2005,211
3911610_ostra_vallabrink,2006,209
3911610_ostra_vallabrink,2007,209
3911610_ostra_vallabrink,2008,214
3911610_ostra_vallabrink,2009,210
3911610_ostra_vallabrink,2010,209
3911610_ostra_vallabrink,2011,213
3911610_ostra_vallabrink,2012,212
3911610_ostra_vallabrink,2013,212
3911610_ostra_vallabrink,2014,215
3911620_vastra_vallabrink,2000,536
3911620_vastra_vallabrink,2001,524
3911620_vastra_vallabrink,2002,536
3911620_vastra_vallabrink,2003,532
3911620_vastra_vallabrink,2004,530
3911620_vastra_vallabrink,2005,536
3911620_vastra_vallabrink,2006,525
3911620_vastra_vallabrink,2007,548
3911620_vastra_vallabrink,2008,549
3911620_vastra_vallabrink,2009,558
3911620_vastra_vallabrink,2010,561
3911620_vastra_vallabrink,2011,560
3911620_vastra_vallabrink,2012,571
3911620_vastra_vallabrink,2013,560
3911620_vastra_vallabrink,2014,567
3911660_visinge,2000,845
3911660_visinge,2001,846
3911660_visinge,2002,840
3911660_visinge,2003,827
3911660_visinge,2004,826
3911660_visinge,2005,800
3911660_visinge,2006,808
3911660_visinge,2007,801
3911660_visinge,2008,800
3911660_visinge,2009,795
3911660_visinge,2010,802
3911660_visinge,2011,804
3911660_visinge,2012,795
3911660_visinge,2013,778
3911660_visinge,2014,788
3911670_vallatorp,2000,735
3911670_vallatorp,2001,755
3911670_vallatorp,2002,734
3911670_vallatorp,2003,747
3911670_vallatorp,2004,733
3911670_vallatorp,2005,715
3911670_vallatorp,2006,696
3911670_vallatorp,2007,704
3911670_vallatorp,2008,686
3911670_vallatorp,2009,687
3911670_vallatorp,2010,700
3911670_vallatorp,2011,691
3911670_vallatorp,2012,689
3911670_vallatorp,2013,702
3911670_vallatorp,2014,698
3911680_erikslund,2000,464
3911680_erikslund,2001,457
3911680_erikslund,2002,459
3911680_erikslund,2003,464
3911680_erikslund,2004,460
