basomrade,year,mean_income_aged_lt_20_male
5310830_fridhem,2014,446668.59
5310840_kallbrink_vistaberg,2000,307732.5
5310840_kallbrink_vistaberg,2001,324967.96
5310840_kallbrink_vistaberg,2002,343495.95
5310840_kallbrink_vistaberg,2003,347488.66
5310840_kallbrink_vistaberg,2004,379989.98
5310840_kallbrink_vistaberg,2005,363726.46
5310840_kallbrink_vistaberg,2006,386530.87
5310840_kallbrink_vistaberg,2007,464336.35
5310840_kallbrink_vistaberg,2008,454288.14
5310840_kallbrink_vistaberg,2009,418316.63
5310840_kallbrink_vistaberg,2010,420071.34
5310840_kallbrink_vistaberg,2011,438601.73
5310840_kallbrink_vistaberg,2012,456638.69
5310840_kallbrink_vistaberg,2013,458302.49
5310840_kallbrink_vistaberg,2014,469243.56
5310850_vardkasen,2000,257381.43
5310850_vardkasen,2001,274664.94
5310850_vardkasen,2002,285689.65
5310850_vardkasen,2003,283573.83
5310850_vardkasen,2004,295935.09
5310850_vardkasen,2005,304485.26
5310850_vardkasen,2006,314894.77
5310850_vardkasen,2007,310727.2
5310850_vardkasen,2008,330270.48
5310850_vardkasen,2009,330592.56
5310850_vardkasen,2010,341087.6
5310850_vardkasen,2011,359228.91
5310850_vardkasen,2012,361821.87
5310850_vardkasen,2013,363281.75
5310850_vardkasen,2014,362153.31
5310910_sjodalen_huddinge_c,2000,205670.69
5310910_sjodalen_huddinge_c,2001,218017.66
5310910_sjodalen_huddinge_c,2002,221016.85
5310910_sjodalen_huddinge_c,2003,219304.6
5310910_sjodalen_huddinge_c,2004,220794.53
5310910_sjodalen_huddinge_c,2005,222725.94
5310910_sjodalen_huddinge_c,2006,228870.17
5310910_sjodalen_huddinge_c,2007,239316.56
5310910_sjodalen_huddinge_c,2008,250493.16
5310910_sjodalen_huddinge_c,2009,251191.29
5310910_sjodalen_huddinge_c,2010,251852.51
5310910_sjodalen_huddinge_c,2011,258252.56
5310910_sjodalen_huddinge_c,2012,267849.68
5310910_sjodalen_huddinge_c,2013,275305.54
5310910_sjodalen_huddinge_c,2014,275685.75
5310941_solgard,2000,297028.44
5310941_solgard,2001,306261.55
5310941_solgard,2002,319215.17
5310941_solgard,2003,320008.61
5310941_solgard,2004,322369.32
5310941_solgard,2005,347448.5
5310941_solgard,2006,359482.79
5310941_solgard,2007,372442.07
5310941_solgard,2008,386805.78
5310941_solgard,2009,388386.15
5310941_solgard,2010,383872.37
5310941_solgard,2011,396424.48
5310941_solgard,2012,415874.54
5310941_solgard,2013,425062.02
5310941_solgard,2014,429869.54
5310942_sorskogen,2000,327620.75
5310942_sorskogen,2001,344314.33
5310942_sorskogen,2002,345862.11
5310942_sorskogen,2003,342480.08
5310942_sorskogen,2004,353466.05
5310942_sorskogen,2005,359415.41
5310942_sorskogen,2006,375136.16
5310942_sorskogen,2007,376134.17
5310942_sorskogen,2008,393050.97
5310942_sorskogen,2009,378594.31
5310942_sorskogen,2010,396289.02
5310942_sorskogen,2011,400044.21
5310942_sorskogen,2012,412435.03
5310942_sorskogen,2013,397631.09
5310942_sorskogen,2014,414409.15
5310950_horningsnas_balingsnas,2000,298547.62
5310950_horningsnas_balingsnas,2001,311838.75
5310950_horningsnas_balingsnas,2002,316236.36
5310950_horningsnas_balingsnas,2003,314916.88
5310950_horningsnas_balingsnas,2004,318580.86
5310950_horningsnas_balingsnas,2005,338253.95
5310950_horningsnas_balingsnas,2006,345113.32
5310950_horningsnas_balingsnas,2007,362827.56
5310950_horningsnas_balingsnas,2008,375229.15
5310950_horningsnas_balingsnas,2009,373132.1
5310950_horningsnas_balingsnas,2010,379845.23
5310950_horningsnas_balingsnas,2011,384646.09
5310950_horningsnas_balingsnas,2012,388449.13
5310950_horningsnas_balingsnas,2013,391730.5
5310950_horningsnas_balingsnas,2014,401231.63
5311010_stuvsta_kvarnberget,2000,194383.01
5311010_stuvsta_kvarnberget,2001,205200.29
5311010_stuvsta_kvarnberget,2002,214781.24
5311010_stuvsta_kvarnberget,2003,218707.4
5311010_stuvsta_kvarnberget,2004,231660.6
5311010_stuvsta_kvarnberget,2005,235725.28
5311010_stuvsta_kvarnberget,2006,243150.12
5311010_stuvsta_kvarnberget,2007,240273.41
5311010_stuvsta_kvarnberget,2008,259379.01
5311010_stuvsta_kvarnberget,2009,264040.12
5311010_stuvsta_kvarnberget,2010,263674.74
5311010_stuvsta_kvarnberget,2011,280115.67
5311010_stuvsta_kvarnberget,2012,286279.09
5311010_stuvsta_kvarnberget,2013,285997.9
5311010_stuvsta_kvarnberget,2014,293251.88
5311030_segersminne,2000,291178.23
5311030_segersminne,2001,302711.22
5311030_segersminne,2002,307124.96
5311030_segersminne,2003,312801.87
5311030_segersminne,2004,318202.21
5311030_segersminne,2005,340386.96
5311030_segersminne,2006,338502.69
5311030_segersminne,2007,355285.04
5311030_segersminne,2008,369614.84
5311030_segersminne,2009,375149.06
5311030_segersminne,2010,376939.21
5311030_segersminne,2011,382628.07
5311030_segersminne,2012,385850.96
5311030_segersminne,2013,396489.95
5311030_segersminne,2014,403646.71
5311041_stensangen_hogmora,2000,294086.4
5311041_stensangen_hogmora,2001,306639.64
5311041_stensangen_hogmora,2002,322816.45
5311041_stensangen_hogmora,2003,325714.65
5311041_stensangen_hogmora,2004,337586.46
5311041_stensangen_hogmora,2005,353484.68
5311041_stensangen_hogmora,2006,355180.16
5311041_stensangen_hogmora,2007,372798.41
5311041_stensangen_hogmora,2008,391189.1
5311041_stensangen_hogmora,2009,383774.82
5311041_stensangen_hogmora,2010,386522
5311041_stensangen_hogmora,2011,395365.3
5311041_stensangen_hogmora,2012,402539.57
5311041_stensangen_hogmora,2013,414781.42
5311041_stensangen_hogmora,2014,421471.79
5311042_kynas,2000,295498.98
5311042_kynas,2001,308822.81
5311042_kynas,2002,318398.94
5311042_kynas,2003,320562.91
5311042_kynas,2004,328652.51
5311042_kynas,2005,339333.57
5311042_kynas,2006,352750.66
5311042_kynas,2007,364781.94
5311042_kynas,2008,381031.26
5311042_kynas,2009,387307.28
5311042_kynas,2010,395580.79
5311042_kynas,2011,407732.08
5311042_kynas,2012,408086.05
5311042_kynas,2013,412479.8
5311042_kynas,2014,412543.74
5311110_glado_kvarn,2000,230609.91
5311110_glado_kvarn,2001,238208.9
5311110_glado_kvarn,2002,240886.06
5311110_glado_kvarn,2003,240609.93
5311110_glado_kvarn,2004,263860.32
5311110_glado_kvarn,2005,268060.89
5311110_glado_kvarn,2006,274418.94
5311110_glado_kvarn,2007,287557.9
5311110_glado_kvarn,2008,303152.42
5311110_glado_kvarn,2009,288363.97
5311110_glado_kvarn,2010,301710.72
5311110_glado_kvarn,2011,315116.43
5311110_glado_kvarn,2012,309637.99
5311110_glado_kvarn,2013,324879.55
5311110_glado_kvarn,2014,324338.46
5311120_adran,2000,210642.96
5311120_adran,2001,217932.69
5311120_adran,2002,219958.28
5311120_adran,2003,227392.87
5311120_adran,2004,221750.66
5311120_adran,2005,237314.63
5311120_adran,2006,240709.16
5311120_adran,2007,254772.49
5311120_adran,2008,256130.59
5311120_adran,2009,252135.17
5311120_adran,2010,265113.81
5311120_adran,2011,293995.85
5311120_adran,2012,305020.87
5311120_adran,2013,310836.41
5311120_adran,2014,303101.23
5320110_trangsunds_centrum,2000,212844.79
5320110_trangsunds_centrum,2001,225063.08
5320110_trangsunds_centrum,2002,230817.01
5320110_trangsunds_centrum,2003,232745.51
5320110_trangsunds_centrum,2004,231718.78
5320110_trangsunds_centrum,2005,235429.95
5320110_trangsunds_centrum,2006,238859.24
5320110_trangsunds_centrum,2007,245576.89
5320110_trangsunds_centrum,2008,253204.15
5320110_trangsunds_centrum,2009,253041.14
5320110_trangsunds_centrum,2010,251391.08
5320110_trangsunds_centrum,2011,256307.58
5320110_trangsunds_centrum,2012,261188.96
5320110_trangsunds_centrum,2013,271567.78
5320110_trangsunds_centrum,2014,272345.44
5320120_trangsunds_smahus,2000,332371.2
5320120_trangsunds_smahus,2001,346226.28
5320120_trangsunds_smahus,2002,351730.8
5320120_trangsunds_smahus,2003,358618.96
5320120_trangsunds_smahus,2004,360919.79
5320120_trangsunds_smahus,2005,385091.62
5320120_trangsunds_smahus,2006,397144.12
5320120_trangsunds_smahus,2007,409459.25
5320120_trangsunds_smahus,2008,422338.64
5320120_trangsunds_smahus,2009,417281.85
5320120_trangsunds_smahus,2010,425360.3
5320120_trangsunds_smahus,2011,435158.73
5320120_trangsunds_smahus,2012,451826.02
5320120_trangsunds_smahus,2013,455565.41
5320120_trangsunds_smahus,2014,459965.88
5320310_vastra_skogas,2000,183301.12
5320310_vastra_skogas,2001,190593.4
5320310_vastra_skogas,2002,194829.15
5320310_vastra_skogas,2003,196328.66
5320310_vastra_skogas,2004,196985.54
5320310_vastra_skogas,2005,196039.45
5320310_vastra_skogas,2006,199673.14
5320310_vastra_skogas,2007,205304.48
5320310_vastra_skogas,2008,213575.7
5320310_vastra_skogas,2009,211971.34
5320310_vastra_skogas,2010,213945.48
5320310_vastra_skogas,2011,220056.1
5320310_vastra_skogas,2012,225929.91
5320310_vastra_skogas,2013,230531.06
5320310_vastra_skogas,2014,239459.99
5320320_ostra_skogas,2000,263225.78
5320320_ostra_skogas,2001,269601.2
5320320_ostra_skogas,2002,278701.81
5320320_ostra_skogas,2003,277943.73
5320320_ostra_skogas,2004,278662.5
5320320_ostra_skogas,2005,290527.03
5320320_ostra_skogas,2006,298004.29
5320320_ostra_skogas,2007,302082.01
5320320_ostra_skogas,2008,313473.65
5320320_ostra_skogas,2009,313287.84
5320320_ostra_skogas,2010,316248.5
5320320_ostra_skogas,2011,324786.77
5320320_ostra_skogas,2012,331566.32
5320320_ostra_skogas,2013,340888.67
5320320_ostra_skogas,2014,348280.14
5320410_lanna_drevviken,2000,274353.41
5320410_lanna_drevviken,2001,300188.9
5320410_lanna_drevviken,2002,307709.21
5320410_lanna_drevviken,2003,311894.88
5320410_lanna_drevviken,2004,321418.71
5320410_lanna_drevviken,2005,339879.22
5320410_lanna_drevviken,2006,349586.06
5320410_lanna_drevviken,2007,369900.55
5320410_lanna_drevviken,2008,386995.9
5320410_lanna_drevviken,2009,388630.43
5320410_lanna_drevviken,2010,405348.52
5320410_lanna_drevviken,2011,400646.12
5320410_lanna_drevviken,2012,403049.63
5320410_lanna_drevviken,2013,404130.69
5320410_lanna_drevviken,2014,415209.72
5320510_trangsunds_glesbygd,2000,257083.99
5320510_trangsunds_glesbygd,2001,242738.06
5320510_trangsunds_glesbygd,2002,268471.8
5320510_trangsunds_glesbygd,2003,272846.34
5320510_trangsunds_glesbygd,2004,289597.8
5320510_trangsunds_glesbygd,2005,311510.95
5320510_trangsunds_glesbygd,2006,307853.07
5320510_trangsunds_glesbygd,2007,319172.14
5320510_trangsunds_glesbygd,2008,330805.37
5320510_trangsunds_glesbygd,2009,327585.95
5320510_trangsunds_glesbygd,2010,322522.94
5320510_trangsunds_glesbygd,2011,345562.85
5320510_trangsunds_glesbygd,2012,356854.77
5320510_trangsunds_glesbygd,2013,390859.64
5320510_trangsunds_glesbygd,2014,398734.13
5320520_vidja,2000,225867.86
5320520_vidja,2001,241751.62
5320520_vidja,2002,248864.2
5320520_vidja,2003,254234.17
5320520_vidja,2004,260123.39
5320520_vidja,2005,271555.89
5320520_vidja,2006,295039.84
5320520_vidja,2007,304829.62
5320520_vidja,2008,312148.78
5320520_vidja,2009,317769.98
5320520_vidja,2010,330001.81
5320520_vidja,2011,336121.07
5320520_vidja,2012,339096.67
5320520_vidja,2013,347366.45
5320520_vidja,2014,345263.51
5330110_varby_gard,2000,157909.64
5330110_varby_gard,2001,167604.42
5330110_varby_gard,2002,166643.01
5330110_varby_gard,2003,169182.37
5330110_varby_gard,2004,169586.53
5330110_varby_gard,2005,167879.97
5330110_varby_gard,2006,167927.93
5330110_varby_gard,2007,170594.89
5330110_varby_gard,2008,175037.29
5330110_varby_gard,2009,176108.17
5330110_varby_gard,2010,178947.76
5330110_varby_gard,2011,187416.73
5330110_varby_gard,2012,194724.86
5330110_varby_gard,2013,200480.61
5330110_varby_gard,2014,205710.51
5330200_masmo,2000,200782.57
5330200_masmo,2001,199698.04
5330200_masmo,2002,195390.29
5330200_masmo,2003,195516.81
5330200_masmo,2004,195261.83
5330200_masmo,2005,198806.46
5330200_masmo,2006,195270.62
5330200_masmo,2007,209844.94
5330200_masmo,2008,210333.79
5330200_masmo,2009,208270.37
5330200_masmo,2010,207226.82
5330200_masmo,2011,213360.44
5330200_masmo,2012,222978.22
5330200_masmo,2013,231424.13
5330200_masmo,2014,229701.8
5330331_smista_juringe,2000,310192.49
5330331_smista_juringe,2001,318568.45
5330331_smista_juringe,2002,315789.88
5330331_smista_juringe,2003,319834.66
5330331_smista_juringe,2004,328351.97
5330331_smista_juringe,2005,329920.57
5330331_smista_juringe,2006,329806.97
5330331_smista_juringe,2007,344886.98
5330331_smista_juringe,2008,350888.7
5330331_smista_juringe,2009,354257.43
5330331_smista_juringe,2010,353014.69
5330331_smista_juringe,2011,361776.3
5330331_smista_juringe,2012,374698.27
5330331_smista_juringe,2013,374713.56
5330331_smista_juringe,2014,379445.32
5330332_jakobslund,2000,327731.22
5330332_jakobslund,2001,349729.96
5330332_jakobslund,2002,345254.54
5330332_jakobslund,2003,352494.5
5330332_jakobslund,2004,354849.87
5330332_jakobslund,2005,359772.65
5330332_jakobslund,2006,364907.68
5330332_jakobslund,2007,376930.21
5330332_jakobslund,2008,399496.65
5330332_jakobslund,2009,387825.67
5330332_jakobslund,2010,398404.55
5330332_jakobslund,2011,389676.24
5330332_jakobslund,2012,397428.78
5330332_jakobslund,2013,393981.78
5330332_jakobslund,2014,402258.5
5330340_krakvik,2000,301546.06
5330340_krakvik,2001,319422.53
5330340_krakvik,2002,330517.5
5330340_krakvik,2003,339898.96
5330340_krakvik,2004,343772.8
5330340_krakvik,2005,356761.69
5330340_krakvik,2006,360262.36
5330340_krakvik,2007,379059.11
5330340_krakvik,2008,397073.2
5330340_krakvik,2009,403848.78
5330340_krakvik,2010,400930.82
5330340_krakvik,2011,412307.23
5330340_krakvik,2012,429270.66
5330340_krakvik,2013,430274.7
5330340_krakvik,2014,425055.38
5330410_utsalje,2000,320558.15
5330410_utsalje,2001,345771.16
5330410_utsalje,2002,342784.98
5330410_utsalje,2003,353103.78
5330410_utsalje,2004,352310.87
5330410_utsalje,2005,364401.53
5330410_utsalje,2006,379916.8
5330410_utsalje,2007,387210.27
5330410_utsalje,2008,402794.72
5330410_utsalje,2009,414557.93
5330410_utsalje,2010,417505.92
5330410_utsalje,2011,418953.24
5330410_utsalje,2012,440062.86
5330410_utsalje,2013,431513.06
5330410_utsalje,2014,434191.87
5330430_snattringe_gard,2000,371693.44
5330430_snattringe_gard,2001,403612.81
5330430_snattringe_gard,2002,398700.78
5330430_snattringe_gard,2003,397959.49
5330430_snattringe_gard,2004,396056.23
5330430_snattringe_gard,2005,401620.94
5330430_snattringe_gard,2006,412868.62
5330430_snattringe_gard,2007,429718.68
5330430_snattringe_gard,2008,456880.57
5330430_snattringe_gard,2009,431528.4
5330430_snattringe_gard,2010,442648.51
5330430_snattringe_gard,2011,462834.17
5330430_snattringe_gard,2012,509243.6
5330430_snattringe_gard,2013,525982.7
5330430_snattringe_gard,2014,515494.84
5340500_glomsta,2000,231478.16
5340500_glomsta,2001,235376.26
5340500_glomsta,2002,242411.35
5340500_glomsta,2003,259986.17
5340500_glomsta,2004,272436.9
5340500_glomsta,2005,296994.18
5340500_glomsta,2006,307960.52
5340500_glomsta,2007,319160.06
5340500_glomsta,2008,328675.78
5340500_glomsta,2009,333903.32
5340500_glomsta,2010,342997.72
5340500_glomsta,2011,350875.93
5340500_glomsta,2012,364525.21
5340500_glomsta,2013,369575.22
5340500_glomsta,2014,373761.7
5340630_kasta,2000,248065.11
5340630_kasta,2001,258921.25
5340630_kasta,2002,261491.46
5340630_kasta,2003,269806.22
5340630_kasta,2004,278787.13
5340630_kasta,2005,310440.61
5340630_kasta,2006,306126.88
5340630_kasta,2007,313618.56
5340630_kasta,2008,325760.1
5340630_kasta,2009,308174.84
5340630_kasta,2010,319706.05
5340630_kasta,2011,321788.01
5340630_kasta,2012,323549.46
5340630_kasta,2013,309260.98
5340630_kasta,2014,312241.67
5340640_grantorp,2000,135242.7
5340640_grantorp,2001,141916.53
5340640_grantorp,2002,145465.63
5340640_grantorp,2003,145087
5340640_grantorp,2004,143587.6
5340640_grantorp,2005,144965.8
5340640_grantorp,2006,143346.98
5340640_grantorp,2007,152218.93
5340640_grantorp,2008,157142.45
5340640_grantorp,2009,147064.34
5340640_grantorp,2010,152426.22
5340640_grantorp,2011,161529.83
5340640_grantorp,2012,166406.34
5340640_grantorp,2013,180816.26
5340640_grantorp,2014,186258.15
5340710_visattra,2000,194139.97
5340710_visattra,2001,201320.98
5340710_visattra,2002,199785.72
5340710_visattra,2003,198118.11
5340710_visattra,2004,195164.35
5340710_visattra,2005,193108.41
5340710_visattra,2006,193572.61
5340710_visattra,2007,198887.24
5340710_visattra,2008,202945.74
5340710_visattra,2009,195467.67
5340710_visattra,2010,201646.1
5340710_visattra,2011,210752.82
5340710_visattra,2012,215392.3
5340710_visattra,2013,215837.63
5340710_visattra,2014,217955.74
5110110_albyslatten,2000,127652.37
5110110_albyslatten,2001,137317.61
5110110_albyslatten,2002,144893.64
5110110_albyslatten,2003,149800.63
5110110_albyslatten,2004,149697.79
5110110_albyslatten,2005,146897.69
5110110_albyslatten,2006,154786.44
5110110_albyslatten,2007,160065.3
5110110_albyslatten,2008,166666.41
5110110_albyslatten,2009,164962.78
5110110_albyslatten,2010,168103.56
5110110_albyslatten,2011,179332.32
5110110_albyslatten,2012,183957.58
5110110_albyslatten,2013,188400.46
5110110_albyslatten,2014,195493.67
5110120_albyberget,2000,140642.79
5110120_albyberget,2001,151740.82
5110120_albyberget,2002,151587.19
5110120_albyberget,2003,157871.08
5110120_albyberget,2004,162874.16
5110120_albyberget,2005,161251.7
5110120_albyberget,2006,162467.51
5110120_albyberget,2007,169868.26
5110120_albyberget,2008,179170.04
5110120_albyberget,2009,170985.19
5110120_albyberget,2010,174465.61
5110120_albyberget,2011,184922.66
5110120_albyberget,2012,191839.77
5110120_albyberget,2013,202323.41
5110120_albyberget,2014,206730.07
5110150_rotemannen,2000,143902.79
5110150_rotemannen,2001,156497.99
5110150_rotemannen,2002,165641.77
5110150_rotemannen,2003,156940
5110150_rotemannen,2004,157028.37
5110150_rotemannen,2005,165423.88
5110150_rotemannen,2006,168318.13
5110150_rotemannen,2007,174549.24
5110150_rotemannen,2008,177494.5
5110150_rotemannen,2009,183666.05
5110150_rotemannen,2010,192555.19
5110150_rotemannen,2011,196107.28
5110150_rotemannen,2012,199145.55
5110150_rotemannen,2013,203621.94
5110150_rotemannen,2014,211307.42
5110160_alby_gard,2000,242598.5
5110160_alby_gard,2001,250579.07
5110160_alby_gard,2002,250972.22
5110160_alby_gard,2003,244598.01
5110160_alby_gard,2004,244786.7
5110160_alby_gard,2005,249585.57
5110160_alby_gard,2006,246837.66
5110160_alby_gard,2007,250523.72
5110160_alby_gard,2008,253482.41
5110160_alby_gard,2009,248511.38
5110160_alby_gard,2010,244386.67
5110160_alby_gard,2011,250098.89
5110160_alby_gard,2012,249805.71
5110160_alby_gard,2013,249674.02
5110160_alby_gard,2014,252563.6
5110240_aspberget,2000,267651.68
5110240_aspberget,2001,278318.39
5110240_aspberget,2002,286523.69
5110240_aspberget,2003,289955.35
5110240_aspberget,2004,286600.36
5110240_aspberget,2005,298867.81
5110240_aspberget,2006,301676.14
5110240_aspberget,2007,311313.8
5110240_aspberget,2008,316342.19
5110240_aspberget,2009,310352.03
5110240_aspberget,2010,309436.98
5110240_aspberget,2011,306943.08
5110240_aspberget,2012,310198.51
5110240_aspberget,2013,315969.14
5110240_aspberget,2014,306817.16
5110260_ostra_eriksberg,2000,167465.42
5110260_ostra_eriksberg,2001,176915.21
5110260_ostra_eriksberg,2002,175232.12
5110260_ostra_eriksberg,2003,178742.87
5110260_ostra_eriksberg,2004,192809.18
5110260_ostra_eriksberg,2005,189226.71
5110260_ostra_eriksberg,2006,191071.79
5110260_ostra_eriksberg,2007,194081.84
5110260_ostra_eriksberg,2008,195916.2
5110260_ostra_eriksberg,2009,191904.93
5110260_ostra_eriksberg,2010,190803.73
5110260_ostra_eriksberg,2011,196116.59
5110260_ostra_eriksberg,2012,199137.27
5110260_ostra_eriksberg,2013,205892.43
5110260_ostra_eriksberg,2014,208628.74
5110270_vastra_eriksberg,2000,215697.97
5110270_vastra_eriksberg,2001,220399.03
5110270_vastra_eriksberg,2002,215407.13
5110270_vastra_eriksberg,2003,215000.89
5110270_vastra_eriksberg,2004,210922.35
5110270_vastra_eriksberg,2005,209031.06
5110270_vastra_eriksberg,2006,212121.48
5110270_vastra_eriksberg,2007,226281.52
5110270_vastra_eriksberg,2008,233452.5
5110270_vastra_eriksberg,2009,233223.45
5110270_vastra_eriksberg,2010,230429.21
5110270_vastra_eriksberg,2011,237084.06
5110270_vastra_eriksberg,2012,235655.45
5110270_vastra_eriksberg,2013,246934.24
5110270_vastra_eriksberg,2014,245654.73
5110280_tre_kallor,2000,180045.83
5110280_tre_kallor,2001,188333.18
5110280_tre_kallor,2002,180285.84
5110280_tre_kallor,2003,193001.1
5110280_tre_kallor,2004,182701.72
5110280_tre_kallor,2005,190399.39
5110280_tre_kallor,2006,191585.2
5110280_tre_kallor,2007,199881.2
5110280_tre_kallor,2008,206703.09
5110280_tre_kallor,2009,203052.71
5110280_tre_kallor,2010,198979.35
5110280_tre_kallor,2011,195985.45
5110280_tre_kallor,2012,201502.56
5110280_tre_kallor,2013,221792.04
5110280_tre_kallor,2014,234992.34
5110290_sturehov,2000,261627.82
5110290_sturehov,2001,271247.92
5110290_sturehov,2002,273062.68
5110290_sturehov,2003,289670.04
5110290_sturehov,2004,286334.2
5110290_sturehov,2005,295834.95
5110290_sturehov,2006,284434.43
5110290_sturehov,2007,306266.85
5110290_sturehov,2008,296354.65
5110290_sturehov,2009,296884.34
5110290_sturehov,2010,289883.86
5110290_sturehov,2011,297307.32
5110290_sturehov,2012,318562.11
5110290_sturehov,2013,315584.78
5110290_sturehov,2014,312447.39
5110311_krogarvagen_vardshusvagen,2000,121406.96
5110311_krogarvagen_vardshusvagen,2001,129233.75
5110311_krogarvagen_vardshusvagen,2002,134594.85
5110311_krogarvagen_vardshusvagen,2003,140622.65
5110311_krogarvagen_vardshusvagen,2004,142451.23
5110311_krogarvagen_vardshusvagen,2005,143537.94
5110311_krogarvagen_vardshusvagen,2006,144845.96
5110311_krogarvagen_vardshusvagen,2007,154820.12
5110311_krogarvagen_vardshusvagen,2008,162526.75
5110311_krogarvagen_vardshusvagen,2009,165686.84
5110311_krogarvagen_vardshusvagen,2010,165389.15
5110311_krogarvagen_vardshusvagen,2011,171178.6
5110311_krogarvagen_vardshusvagen,2012,174133.42
5110311_krogarvagen_vardshusvagen,2013,182581.61
5110311_krogarvagen_vardshusvagen,2014,184853.02
5110312_forvagen,2000,96987.51
5110312_forvagen,2001,111408.27
5110312_forvagen,2002,118849.44
5110312_forvagen,2003,124698.43
5110312_forvagen,2004,129435.87
5110312_forvagen,2005,125176.22
5110312_forvagen,2006,125669.65
5110312_forvagen,2007,139682.25
5110312_forvagen,2008,149144.15
5110312_forvagen,2009,147817.58
5110312_forvagen,2010,151856.46
5110312_forvagen,2011,153048.45
5110312_forvagen,2012,156986.14
5110312_forvagen,2013,169532.8
5110312_forvagen,2014,182541.68
5110320_fittja_gard,2000,172861.03
5110320_fittja_gard,2001,172821.47
5110320_fittja_gard,2002,184706.49
5110320_fittja_gard,2003,180440.01
5110320_fittja_gard,2004,176658.79
5110320_fittja_gard,2005,179233.9
5110320_fittja_gard,2006,183317.32
5110320_fittja_gard,2007,185250.41
5110320_fittja_gard,2008,194377.65
5110320_fittja_gard,2009,198620.38
5110320_fittja_gard,2010,199911.89
5110320_fittja_gard,2011,208828.9
5110320_fittja_gard,2012,215263.18
5110320_fittja_gard,2013,223084.75
5110320_fittja_gard,2014,229384.11
5110410_sodra_hallunda,2000,175433.43
5110410_sodra_hallunda,2001,182425.39
5110410_sodra_hallunda,2002,188517.1
5110410_sodra_hallunda,2003,191465.48
5110410_sodra_hallunda,2004,189546.26
5110410_sodra_hallunda,2005,194083.4
5110410_sodra_hallunda,2006,199794.18
5110410_sodra_hallunda,2007,208441.73
5110410_sodra_hallunda,2008,216265.91
5110410_sodra_hallunda,2009,214150.21
5110410_sodra_hallunda,2010,217544.96
5110410_sodra_hallunda,2011,220094.93
5110410_sodra_hallunda,2012,225044.9
5110410_sodra_hallunda,2013,232750.87
5110410_sodra_hallunda,2014,235491.28
5110420_slagsta,2000,249327.37
5110420_slagsta,2001,259912.36
5110420_slagsta,2002,256829.92
5110420_slagsta,2003,258932.32
5110420_slagsta,2004,259394.68
5110420_slagsta,2005,260473.44
5110420_slagsta,2006,261724.92
5110420_slagsta,2007,268220.91
5110420_slagsta,2008,270842
5110420_slagsta,2009,269444.92
5110420_slagsta,2010,268862.47
5110420_slagsta,2011,283884.45
5110420_slagsta,2012,274097.9
5110420_slagsta,2013,279414.71
5110420_slagsta,2014,282863.58
5110430_brunna,2000,190009.85
5110430_brunna,2001,198034.36
5110430_brunna,2002,200233.53
5110430_brunna,2003,201197.59
5110430_brunna,2004,213452.56
5110430_brunna,2005,221679.14
5110430_brunna,2006,216716.71
5110430_brunna,2007,222129.57
5110430_brunna,2008,226323.76
5110430_brunna,2009,233745.99
5110430_brunna,2010,245023.35
5110430_brunna,2011,247991.58
5110430_brunna,2012,245837.67
5110430_brunna,2013,245844.93
5110430_brunna,2014,253662.84
5110450_sodra_norsborg,2000,124256.35
5110450_sodra_norsborg,2001,131773.72
5110450_sodra_norsborg,2002,136779.37
5110450_sodra_norsborg,2003,142124.03
5110450_sodra_norsborg,2004,144617.76
5110450_sodra_norsborg,2005,141500.92
5110450_sodra_norsborg,2006,143705.22
5110450_sodra_norsborg,2007,154104.96
5110450_sodra_norsborg,2008,160066.93
5110450_sodra_norsborg,2009,155898.5
5110450_sodra_norsborg,2010,161379.45
5110450_sodra_norsborg,2011,170409.09
5110450_sodra_norsborg,2012,181457.72
5110450_sodra_norsborg,2013,180815.83
5110450_sodra_norsborg,2014,185957.79
5110460_tornbergsfaltet,2000,161922.38
5110460_tornbergsfaltet,2001,176043.65
5110460_tornbergsfaltet,2002,180909.41
5110460_tornbergsfaltet,2003,184552.74
5110460_tornbergsfaltet,2004,180101.42
5110460_tornbergsfaltet,2005,190552.1
5110460_tornbergsfaltet,2006,183388.9
5110460_tornbergsfaltet,2007,191490.5
5110460_tornbergsfaltet,2008,207645.09
5110460_tornbergsfaltet,2009,203774.3
5110460_tornbergsfaltet,2010,209266.37
5110460_tornbergsfaltet,2011,222580.79
5110460_tornbergsfaltet,2012,229942.93
5110460_tornbergsfaltet,2013,241351.09
5110460_tornbergsfaltet,2014,241419.58
5110480_nordostra_norsborg,2000,226792.8
5110480_nordostra_norsborg,2001,239754.7
5110480_nordostra_norsborg,2002,240401.87
5110480_nordostra_norsborg,2003,247001.68
5110480_nordostra_norsborg,2004,236984.04
5110480_nordostra_norsborg,2005,235211.71
5110480_nordostra_norsborg,2006,239259.49
5110480_nordostra_norsborg,2007,243582.53
5110480_nordostra_norsborg,2008,242448.99
5110480_nordostra_norsborg,2009,248308.21
5110480_nordostra_norsborg,2010,241432.06
5110480_nordostra_norsborg,2011,242985.69
5110480_nordostra_norsborg,2012,246474.66
5110480_nordostra_norsborg,2013,256642.86
5110480_nordostra_norsborg,2014,247570.97
5110490_nordvastra_norsborg,2000,245216.62
5110490_nordvastra_norsborg,2001,250411.21
5110490_nordvastra_norsborg,2002,248663.21
