basomrade,year,mean_income_aged_lt_20_male
1140240_rodaberget,2003,320288.82
1140240_rodaberget,2004,318316.6
1140240_rodaberget,2005,330364.1
1140240_rodaberget,2006,352480.88
1140240_rodaberget,2007,379868.98
1140240_rodaberget,2008,415414.14
1140240_rodaberget,2009,414805.31
1140240_rodaberget,2010,395063.16
1140240_rodaberget,2011,411229.13
1140240_rodaberget,2012,422643.67
1140240_rodaberget,2013,445080.38
1140240_rodaberget,2014,448761.18
1140250_s_t_eriksplan,2000,302491.17
1140250_s_t_eriksplan,2001,318584.34
1140250_s_t_eriksplan,2002,327283.87
1140250_s_t_eriksplan,2003,334411.17
1140250_s_t_eriksplan,2004,337133.46
1140250_s_t_eriksplan,2005,353863
1140250_s_t_eriksplan,2006,387313.09
1140250_s_t_eriksplan,2007,414638.78
1140250_s_t_eriksplan,2008,446993.26
1140250_s_t_eriksplan,2009,428786.73
1140250_s_t_eriksplan,2010,451045.83
1140250_s_t_eriksplan,2011,462104.71
1140250_s_t_eriksplan,2012,475473.98
1140250_s_t_eriksplan,2013,492833.25
1140250_s_t_eriksplan,2014,513385.06
1210110_roslagstull,2000,304910.75
1210110_roslagstull,2001,325598.95
1210110_roslagstull,2002,337380.56
1210110_roslagstull,2003,332809.62
1210110_roslagstull,2004,337066.84
1210110_roslagstull,2005,354538.84
1210110_roslagstull,2006,361273.91
1210110_roslagstull,2007,402541.39
1210110_roslagstull,2008,413608.82
1210110_roslagstull,2009,396357.91
1210110_roslagstull,2010,398673.73
1210110_roslagstull,2011,412783.17
1210110_roslagstull,2012,432390.32
1210110_roslagstull,2013,465130.87
1210110_roslagstull,2014,474241.52
1210120_larkstaden,2000,479666.55
1210120_larkstaden,2001,509042.91
1210120_larkstaden,2002,515560.45
1210120_larkstaden,2003,476600.49
1210120_larkstaden,2004,488399.14
1210120_larkstaden,2005,525336.02
1210120_larkstaden,2006,553284.7
1210120_larkstaden,2007,601965.23
1210120_larkstaden,2008,636957.86
1210120_larkstaden,2009,655114.05
1210120_larkstaden,2010,711822.85
1210120_larkstaden,2011,689307.68
1210120_larkstaden,2012,715169.49
1210120_larkstaden,2013,714535.99
1210120_larkstaden,2014,705319.44
1210131_danderydsplan_v,2000,413470.69
1210131_danderydsplan_v,2001,437214.19
1210131_danderydsplan_v,2002,458652.73
1210131_danderydsplan_v,2003,428481.09
1210131_danderydsplan_v,2004,453345.18
1210131_danderydsplan_v,2005,492983.83
1210131_danderydsplan_v,2006,494303.93
1210131_danderydsplan_v,2007,512188.81
1210131_danderydsplan_v,2008,549602.17
1210131_danderydsplan_v,2009,535565.99
1210131_danderydsplan_v,2010,549005.51
1210131_danderydsplan_v,2011,575087.65
1210131_danderydsplan_v,2012,592902.34
1210131_danderydsplan_v,2013,618443.26
1210131_danderydsplan_v,2014,682772.72
1210132_danderydsplan_o,2000,507371.42
1210132_danderydsplan_o,2001,535019.22
1210132_danderydsplan_o,2002,500644.62
1210132_danderydsplan_o,2003,493441.69
1210132_danderydsplan_o,2004,504815.25
1210132_danderydsplan_o,2005,539517.28
1210132_danderydsplan_o,2006,568482.86
1210132_danderydsplan_o,2007,642615.06
1210132_danderydsplan_o,2008,688509.44
1210132_danderydsplan_o,2009,679284.53
1210132_danderydsplan_o,2010,683882.08
1210132_danderydsplan_o,2011,684107.75
1210132_danderydsplan_o,2012,710816.74
1210132_danderydsplan_o,2013,750467.36
1210132_danderydsplan_o,2014,757331.63
1210140_eriksberg,2000,504178.48
1210140_eriksberg,2001,544379.02
1210140_eriksberg,2002,527587.05
1210140_eriksberg,2003,531588.66
1210140_eriksberg,2004,562387.82
1210140_eriksberg,2005,606445.28
1210140_eriksberg,2006,573115.86
1210140_eriksberg,2007,641868.4
1210140_eriksberg,2008,677374.26
1210140_eriksberg,2009,702320.79
1210140_eriksberg,2010,723720.46
1210140_eriksberg,2011,694083.4
1210140_eriksberg,2012,716486.74
1210140_eriksberg,2013,728871.69
1210140_eriksberg,2014,790393.43
1210151_stureplan_o,2000,272297.76
1210151_stureplan_o,2001,297523.76
1210151_stureplan_o,2002,365359.71
1210151_stureplan_o,2003,338797.91
1210151_stureplan_o,2004,543788.26
1210151_stureplan_o,2005,457780.08
1210151_stureplan_o,2006,350581.29
1210151_stureplan_o,2007,392084.5
1210151_stureplan_o,2008,321646.15
1210151_stureplan_o,2009,314156.36
1210151_stureplan_o,2010,320429.73
1210151_stureplan_o,2011,342206.42
1210151_stureplan_o,2012,353285.34
1210151_stureplan_o,2013,426487.93
1210151_stureplan_o,2014,465595.74
1210161_humlegarden_o,2000,501673.37
1210161_humlegarden_o,2001,593448.51
1210161_humlegarden_o,2002,580860.04
1210161_humlegarden_o,2003,460885.88
1210161_humlegarden_o,2004,478844.12
1210161_humlegarden_o,2005,532321.49
1210161_humlegarden_o,2006,532181.63
1210161_humlegarden_o,2007,488737.15
1210161_humlegarden_o,2008,537977.11
1210161_humlegarden_o,2009,570723.19
1210161_humlegarden_o,2010,577933.74
1210161_humlegarden_o,2011,677752.32
1210161_humlegarden_o,2012,601422.35
1210161_humlegarden_o,2013,610359.38
1210161_humlegarden_o,2014,666268.21
1210171_stureparken_o,2000,406938.37
1210171_stureparken_o,2001,425901.31
1210171_stureparken_o,2002,424475.47
1210171_stureparken_o,2003,418200.01
1210171_stureparken_o,2004,419302.58
1210171_stureparken_o,2005,450666.62
1210171_stureparken_o,2006,505635.08
1210171_stureparken_o,2007,521373.92
1210171_stureparken_o,2008,576450.72
1210171_stureparken_o,2009,538192.84
1210171_stureparken_o,2010,511236.72
1210171_stureparken_o,2011,551820.58
1210171_stureparken_o,2012,582636.73
1210171_stureparken_o,2013,554236.48
1210171_stureparken_o,2014,569102.99
1210172_stureparken_v,2000,396095.95
1210172_stureparken_v,2001,426943.07
1210172_stureparken_v,2002,383244.42
1210172_stureparken_v,2003,491373.46
1210172_stureparken_v,2004,423236.29
1210172_stureparken_v,2005,462004.27
1210172_stureparken_v,2006,521278.73
1210172_stureparken_v,2007,607467.64
1210172_stureparken_v,2008,650401.27
1210172_stureparken_v,2009,607819
1210172_stureparken_v,2010,595751.59
1210172_stureparken_v,2011,597499.62
1210172_stureparken_v,2012,582476.27
1210172_stureparken_v,2013,633470.26
1210172_stureparken_v,2014,711018.62
1210210_roslagstulls_sjukhus,2000,290443.34
1210210_roslagstulls_sjukhus,2001,307715.18
1210210_roslagstulls_sjukhus,2002,312816.52
1210210_roslagstulls_sjukhus,2003,297666.31
1210210_roslagstulls_sjukhus,2004,305594.51
1210210_roslagstulls_sjukhus,2005,326183.52
1210210_roslagstulls_sjukhus,2006,306758.84
1210210_roslagstulls_sjukhus,2007,310452.22
1210210_roslagstulls_sjukhus,2008,325345.61
1210210_roslagstulls_sjukhus,2009,321314.57
1210210_roslagstulls_sjukhus,2010,342316.55
1210210_roslagstulls_sjukhus,2011,336743.38
1210210_roslagstulls_sjukhus,2012,342056.72
1210210_roslagstulls_sjukhus,2013,346401.66
1210210_roslagstulls_sjukhus,2014,362863.26
1210220_ostra_station,2000,183558.06
1210220_ostra_station,2001,201173.23
1210220_ostra_station,2002,201139.06
1210220_ostra_station,2003,187328.33
1210220_ostra_station,2004,191023.48
1210220_ostra_station,2005,198811.81
1210220_ostra_station,2006,203420.99
1210220_ostra_station,2007,215968.68
1210220_ostra_station,2008,222187.96
1210220_ostra_station,2009,212393.03
1210220_ostra_station,2010,207483.54
1210220_ostra_station,2011,220573.5
1210220_ostra_station,2012,237071.85
1210220_ostra_station,2013,233405.89
1210220_ostra_station,2014,239097.2
1210320_ekhagen,2000,115220.86
1210320_ekhagen,2001,122604.9
1210320_ekhagen,2002,121434.68
1210320_ekhagen,2003,113437.8
1210320_ekhagen,2004,112588.07
1210320_ekhagen,2005,108671.18
1210320_ekhagen,2006,112155.27
1210320_ekhagen,2007,137959.35
1210320_ekhagen,2008,135569.27
1210320_ekhagen,2009,121572.37
1210320_ekhagen,2010,112280.72
1210320_ekhagen,2011,124674.84
1210320_ekhagen,2012,132205.84
1210320_ekhagen,2013,134456.52
1210320_ekhagen,2014,137952.05
1210330_frescati,2000,242507.91
1210330_frescati,2001,258231.56
1210330_frescati,2002,254140.58
1210330_frescati,2003,263382.59
1210330_frescati,2004,290481.78
1210330_frescati,2005,320472.63
1210330_frescati,2006,323518.19
1210330_frescati,2007,463291.61
1210330_frescati,2008,439090.64
1210330_frescati,2009,424806.04
1210330_frescati,2010,436674.31
1210330_frescati,2011,444762.55
1210330_frescati,2012,442730.09
1210330_frescati,2013,299538.97
1210330_frescati,2014,334624.42
1210410_centrala_hjorthagen,2000,225883.06
1210410_centrala_hjorthagen,2001,243530.25
1210410_centrala_hjorthagen,2002,244691.97
1210410_centrala_hjorthagen,2003,247907.65
1210410_centrala_hjorthagen,2004,255396.56
1210410_centrala_hjorthagen,2005,261312.55
1210410_centrala_hjorthagen,2006,269781.14
1210410_centrala_hjorthagen,2007,281418.04
1210410_centrala_hjorthagen,2008,311663.76
1210410_centrala_hjorthagen,2009,297229.6
1210410_centrala_hjorthagen,2010,299256.55
1210410_centrala_hjorthagen,2011,319430.56
1210410_centrala_hjorthagen,2012,314882.52
1210410_centrala_hjorthagen,2013,321926.46
1210410_centrala_hjorthagen,2014,333316.19
1220110_ostermalmshallen,2000,263863.61
1220110_ostermalmshallen,2001,274160.21
1220110_ostermalmshallen,2002,294869.89
1220110_ostermalmshallen,2003,282354.39
1220110_ostermalmshallen,2004,270573.02
1220110_ostermalmshallen,2005,274889.86
1220110_ostermalmshallen,2006,331038.74
1220110_ostermalmshallen,2007,378940.39
1220110_ostermalmshallen,2008,417699.89
1220110_ostermalmshallen,2009,404758.64
1220110_ostermalmshallen,2010,397189.85
1220110_ostermalmshallen,2011,428139.14
1220110_ostermalmshallen,2012,480060.21
1220110_ostermalmshallen,2013,492757.69
1220110_ostermalmshallen,2014,631240.49
1220120_dramatiska_teatern,2000,450075.59
1220120_dramatiska_teatern,2001,483148.73
1220120_dramatiska_teatern,2002,435422.79
1220120_dramatiska_teatern,2003,446085.93
1220120_dramatiska_teatern,2004,419432.62
1220120_dramatiska_teatern,2005,472244.68
1220120_dramatiska_teatern,2006,537117.43
1220120_dramatiska_teatern,2007,604756.51
1220120_dramatiska_teatern,2008,575558.23
1220120_dramatiska_teatern,2009,607575.72
1220120_dramatiska_teatern,2010,505017.03
1220120_dramatiska_teatern,2011,633568.2
1220120_dramatiska_teatern,2012,684730.76
1220120_dramatiska_teatern,2013,560946.98
1220120_dramatiska_teatern,2014,552846.08
1220130_ostermalmstorg,2000,390633.04
1220130_ostermalmstorg,2001,404185.6
1220130_ostermalmstorg,2002,405244.57
1220130_ostermalmstorg,2003,402221.27
1220130_ostermalmstorg,2004,409577.87
1220130_ostermalmstorg,2005,446617.95
1220130_ostermalmstorg,2006,477981.95
1220130_ostermalmstorg,2007,491240.86
1220130_ostermalmstorg,2008,525109.46
1220130_ostermalmstorg,2009,514961.74
1220130_ostermalmstorg,2010,506285.37
1220130_ostermalmstorg,2011,522600.66
1220130_ostermalmstorg,2012,539255.94
1220130_ostermalmstorg,2013,558124.85
1220130_ostermalmstorg,2014,588914.03
1220140_skvalberget,2000,335307.23
1220140_skvalberget,2001,331415.78
1220140_skvalberget,2002,323157.95
1220140_skvalberget,2003,330343.83
1220140_skvalberget,2004,348438.38
1220140_skvalberget,2005,381062.64
1220140_skvalberget,2006,483021.26
1220140_skvalberget,2007,399170.68
1220140_skvalberget,2008,425260.48
1220140_skvalberget,2009,428966.19
1220140_skvalberget,2010,460270.19
1220140_skvalberget,2011,494371.22
1220140_skvalberget,2012,498842.91
1220140_skvalberget,2013,543468.87
1220140_skvalberget,2014,542630.51
1220150_tyskbagaromradet,2000,372912.82
1220150_tyskbagaromradet,2001,402505.14
1220150_tyskbagaromradet,2002,400351.49
1220150_tyskbagaromradet,2003,392196.15
1220150_tyskbagaromradet,2004,404182.02
1220150_tyskbagaromradet,2005,429017
1220150_tyskbagaromradet,2006,476457.78
1220150_tyskbagaromradet,2007,508045.53
1220150_tyskbagaromradet,2008,527050.65
1220150_tyskbagaromradet,2009,515419.71
1220150_tyskbagaromradet,2010,546586.62
1220150_tyskbagaromradet,2011,581225.31
1220150_tyskbagaromradet,2012,578270.67
1220150_tyskbagaromradet,2013,584986.24
1220150_tyskbagaromradet,2014,612794.9
1220160_hedvig_eleonora_kyrka,2000,369483.58
1220160_hedvig_eleonora_kyrka,2001,446407.07
1220160_hedvig_eleonora_kyrka,2002,409193.21
1220160_hedvig_eleonora_kyrka,2003,387065.26
1220160_hedvig_eleonora_kyrka,2004,400683.05
1220160_hedvig_eleonora_kyrka,2005,422475.16
1220160_hedvig_eleonora_kyrka,2006,472627.71
1220160_hedvig_eleonora_kyrka,2007,510969.81
1220160_hedvig_eleonora_kyrka,2008,478687.88
1220160_hedvig_eleonora_kyrka,2009,456000.68
1220160_hedvig_eleonora_kyrka,2010,467522.06
1220160_hedvig_eleonora_kyrka,2011,518818.39
1220160_hedvig_eleonora_kyrka,2012,478241.08
1220160_hedvig_eleonora_kyrka,2013,550803.77
1220160_hedvig_eleonora_kyrka,2014,567803.25
1220170_kronkvarnen,2000,438631.79
1220170_kronkvarnen,2001,462659.9
1220170_kronkvarnen,2002,457982.45
1220170_kronkvarnen,2003,462083.88
1220170_kronkvarnen,2004,458528.62
1220170_kronkvarnen,2005,490302.64
1220170_kronkvarnen,2006,477655.72
1220170_kronkvarnen,2007,515899.05
1220170_kronkvarnen,2008,537627.07
1220170_kronkvarnen,2009,546479.88
1220170_kronkvarnen,2010,587876.73
1220170_kronkvarnen,2011,586229.97
1220170_kronkvarnen,2012,622693.56
1220170_kronkvarnen,2013,563204.63
1220170_kronkvarnen,2014,686602.46
1230110_karlaplan,2000,621156.35
1230110_karlaplan,2001,685135.71
1230110_karlaplan,2002,676778.39
1230110_karlaplan,2003,646976.45
1230110_karlaplan,2004,698718.65
1230110_karlaplan,2005,751676.07
1230110_karlaplan,2006,734298
1230110_karlaplan,2007,897855.65
1230110_karlaplan,2008,822342.24
1230110_karlaplan,2009,824752.35
1230110_karlaplan,2010,844225.07
1230110_karlaplan,2011,851528.86
1230110_karlaplan,2012,914399.39
1230110_karlaplan,2013,898446.22
1230110_karlaplan,2014,949520.4
1230120_historiska_museet,2000,452844.25
1230120_historiska_museet,2001,447179.75
1230120_historiska_museet,2002,434472.95
1230120_historiska_museet,2003,413296.65
1230120_historiska_museet,2004,423523.44
1230120_historiska_museet,2005,445972.9
1230120_historiska_museet,2006,449948.04
1230120_historiska_museet,2007,506299.43
1230120_historiska_museet,2008,538538.48
1230120_historiska_museet,2009,579103.66
1230120_historiska_museet,2010,530453.75
1230120_historiska_museet,2011,558483.39
1230120_historiska_museet,2012,590039.16
1230120_historiska_museet,2013,614981.26
1230120_historiska_museet,2014,642867.09
1230130_strandvagen,2000,470170.22
1230130_strandvagen,2001,533223.58
1230130_strandvagen,2002,516740.42
1230130_strandvagen,2003,481555.86
1230130_strandvagen,2004,491155.22
1230130_strandvagen,2005,504635.82
1230130_strandvagen,2006,533004.41
1230130_strandvagen,2007,578028.29
1230130_strandvagen,2008,607899.65
1230130_strandvagen,2009,614126.31
1230130_strandvagen,2010,593176.55
1230130_strandvagen,2011,657198.29
1230130_strandvagen,2012,696956.53
1230130_strandvagen,2013,676752.04
1230130_strandvagen,2014,686496.53
1230140_oscarskyrkan,2000,517280.41
1230140_oscarskyrkan,2001,557457.06
1230140_oscarskyrkan,2002,552858.19
1230140_oscarskyrkan,2003,552110.52
1230140_oscarskyrkan,2004,552478.42
1230140_oscarskyrkan,2005,555023.92
1230140_oscarskyrkan,2006,585855.24
1230140_oscarskyrkan,2007,646316.95
1230140_oscarskyrkan,2008,683249.15
1230140_oscarskyrkan,2009,694526.41
1230140_oscarskyrkan,2010,671039.47
1230140_oscarskyrkan,2011,704346.45
1230140_oscarskyrkan,2012,709486.56
1230140_oscarskyrkan,2013,788931.15
1230140_oscarskyrkan,2014,738820.27
1230161_gustav_adolfskyrkan_v,2000,406608.28
1230161_gustav_adolfskyrkan_v,2001,405723.99
1230161_gustav_adolfskyrkan_v,2002,449904.21
1230161_gustav_adolfskyrkan_v,2003,448021.88
1230161_gustav_adolfskyrkan_v,2004,465969.45
1230161_gustav_adolfskyrkan_v,2005,458223.44
1230161_gustav_adolfskyrkan_v,2006,501887.6
1230161_gustav_adolfskyrkan_v,2007,541870.02
1230161_gustav_adolfskyrkan_v,2008,584575.64
1230161_gustav_adolfskyrkan_v,2009,570811.82
1230161_gustav_adolfskyrkan_v,2010,548445.93
1230161_gustav_adolfskyrkan_v,2011,577252.85
1230161_gustav_adolfskyrkan_v,2012,599660.33
1230161_gustav_adolfskyrkan_v,2013,596006.52
1230161_gustav_adolfskyrkan_v,2014,633795.17
1230162_gustav_adolfskyrkan_o,2000,354070.5
1230162_gustav_adolfskyrkan_o,2001,378826.9
1230162_gustav_adolfskyrkan_o,2002,331117.78
1230162_gustav_adolfskyrkan_o,2003,326102.92
1230162_gustav_adolfskyrkan_o,2004,334221.81
1230162_gustav_adolfskyrkan_o,2005,352369.71
1230162_gustav_adolfskyrkan_o,2006,378184.97
1230162_gustav_adolfskyrkan_o,2007,394230.76
1230162_gustav_adolfskyrkan_o,2008,407894.01
1230162_gustav_adolfskyrkan_o,2009,418751.18
1230162_gustav_adolfskyrkan_o,2010,421280.28
1230162_gustav_adolfskyrkan_o,2011,425421.69
1230162_gustav_adolfskyrkan_o,2012,430160.17
1230162_gustav_adolfskyrkan_o,2013,434117.55
1230162_gustav_adolfskyrkan_o,2014,444235.1
1230210_djurgardsstaden,2000,263990.72
1230210_djurgardsstaden,2001,300886.66
1230210_djurgardsstaden,2002,304497.87
1230210_djurgardsstaden,2003,291974.99
1230210_djurgardsstaden,2004,276694.58
1230210_djurgardsstaden,2005,435341.98
1230210_djurgardsstaden,2006,415239.44
1230210_djurgardsstaden,2007,683451.29
1230210_djurgardsstaden,2008,485156.4
1230210_djurgardsstaden,2009,420927.95
1230210_djurgardsstaden,2010,404434.53
1230210_djurgardsstaden,2011,383765.05
1230210_djurgardsstaden,2012,410569.06
1230210_djurgardsstaden,2013,442174.82
1230210_djurgardsstaden,2014,454205.43
1230220_sodra_djurgarden,2000,527598.82
1230220_sodra_djurgarden,2001,514445.37
1230220_sodra_djurgarden,2002,612948.41
1230220_sodra_djurgarden,2003,527561.61
1230220_sodra_djurgarden,2004,512534.8
1230220_sodra_djurgarden,2005,534743.17
1230220_sodra_djurgarden,2006,595291.78
1230220_sodra_djurgarden,2007,626332.84
1230220_sodra_djurgarden,2008,728241.92
1230220_sodra_djurgarden,2009,570627.76
1230220_sodra_djurgarden,2010,598739.04
1230220_sodra_djurgarden,2011,641351.87
1230220_sodra_djurgarden,2012,648441.83
1230220_sodra_djurgarden,2013,651827.72
1230220_sodra_djurgarden,2014,698656.38
1230300_hastgardet,2000,270904.2
1230300_hastgardet,2001,303087.88
1230300_hastgardet,2002,315948.96
1230300_hastgardet,2003,301672.41
1230300_hastgardet,2004,310374.95
1230300_hastgardet,2005,335396.23
1230300_hastgardet,2006,351706.69
1230300_hastgardet,2007,372415.04
1230300_hastgardet,2008,394580.97
1230300_hastgardet,2009,401450.74
1230300_hastgardet,2010,413554.7
1230300_hastgardet,2011,427191.31
1230300_hastgardet,2012,452387.81
1230300_hastgardet,2013,451303.43
1230300_hastgardet,2014,463624.07
1230310_olaus_petri_kyrka,2000,278373.23
1230310_olaus_petri_kyrka,2001,298057.58
1230310_olaus_petri_kyrka,2002,295290.93
1230310_olaus_petri_kyrka,2003,297205.5
1230310_olaus_petri_kyrka,2004,304442.09
1230310_olaus_petri_kyrka,2005,323499.59
1230310_olaus_petri_kyrka,2006,344376.73
1230310_olaus_petri_kyrka,2007,364205.97
1230310_olaus_petri_kyrka,2008,373409.71
1230310_olaus_petri_kyrka,2009,375927.21
1230310_olaus_petri_kyrka,2010,396186.03
1230310_olaus_petri_kyrka,2011,407116.15
1230310_olaus_petri_kyrka,2012,414291.85
1230310_olaus_petri_kyrka,2013,408857.15
1230310_olaus_petri_kyrka,2014,418348.77
1230320_tessinparken,2000,309846.54
1230320_tessinparken,2001,306415.72
1230320_tessinparken,2002,321048.99
1230320_tessinparken,2003,320702.65
1230320_tessinparken,2004,314089.29
1230320_tessinparken,2005,332056.64
1230320_tessinparken,2006,351836.28
1230320_tessinparken,2007,381347.32
1230320_tessinparken,2008,391101.18
1230320_tessinparken,2009,387430.89
1230320_tessinparken,2010,406192.12
1230320_tessinparken,2011,427510.23
1230320_tessinparken,2012,422580.2
1230320_tessinparken,2013,460842.01
1230320_tessinparken,2014,461522.68
1230330_smedsbacken,2000,239645.47
1230330_smedsbacken,2001,261943.35
1230330_smedsbacken,2002,257866.02
1230330_smedsbacken,2003,260395.9
1230330_smedsbacken,2004,270288.94
1230330_smedsbacken,2005,269266.48
1230330_smedsbacken,2006,282604.23
1230330_smedsbacken,2007,304982.32
1230330_smedsbacken,2008,305951.29
1230330_smedsbacken,2009,300289.16
1230330_smedsbacken,2010,298630.72
1230330_smedsbacken,2011,316285.61
1230330_smedsbacken,2012,327182.54
1230330_smedsbacken,2013,342453.26
1230330_smedsbacken,2014,351548.13
1230350_kampementsbacken,2000,218172.16
1230350_kampementsbacken,2001,228014.64
1230350_kampementsbacken,2002,222670.78
1230350_kampementsbacken,2003,233665.81
1230350_kampementsbacken,2004,241073.83
1230350_kampementsbacken,2005,244209.85
1230350_kampementsbacken,2006,250021.27
1230350_kampementsbacken,2007,242790.49
1230350_kampementsbacken,2008,249083.11
1230350_kampementsbacken,2009,254685.63
1230350_kampementsbacken,2010,262548.74
1230350_kampementsbacken,2011,264172.55
1230350_kampementsbacken,2012,282401.94
1230350_kampementsbacken,2013,297543.96
1230350_kampementsbacken,2014,307138.31
1230360_oregrundsgatan,2000,247498.63
1230360_oregrundsgatan,2001,254624.45
1230360_oregrundsgatan,2002,261330.65
1230360_oregrundsgatan,2003,262182.69
1230360_oregrundsgatan,2004,277822.86
1230360_oregrundsgatan,2005,296556.45
1230360_oregrundsgatan,2006,302716.6
1230360_oregrundsgatan,2007,317130.79
1230360_oregrundsgatan,2008,328534.65
1230360_oregrundsgatan,2009,328924.79
1230360_oregrundsgatan,2010,346830.52
1230360_oregrundsgatan,2011,359950.53
1230360_oregrundsgatan,2012,371499.09
1230360_oregrundsgatan,2013,372123.66
1230360_oregrundsgatan,2014,386025.65
1230390_ladugardsgardet,2000,618535.43
1230390_ladugardsgardet,2001,516392.08
1230390_ladugardsgardet,2002,542742.92
1230390_ladugardsgardet,2003,524140.55
1230390_ladugardsgardet,2004,742598.96
1230390_ladugardsgardet,2005,756589.05
1230390_ladugardsgardet,2006,804100.67
1230390_ladugardsgardet,2007,1120754.71
1230390_ladugardsgardet,2008,1242712.36
1230390_ladugardsgardet,2009,954016.21
1230390_ladugardsgardet,2010,788086.53
1230390_ladugardsgardet,2011,1119869.97
1230390_ladugardsgardet,2012,943984.29
1230390_ladugardsgardet,2013,1111212.33
1230390_ladugardsgardet,2014,986157.73
1310100_stadshuset,2000,184755.63
1310100_stadshuset,2001,189741.64
1310100_stadshuset,2002,196749.16
1310100_stadshuset,2003,199931.34
1310100_stadshuset,2004,216417.2
1310100_stadshuset,2005,236224.73
1310100_stadshuset,2006,236420.37
1310100_stadshuset,2007,240003.48
1310100_stadshuset,2008,251243.24
1310100_stadshuset,2009,258410.82
1310100_stadshuset,2010,243036.61
1310100_stadshuset,2011,228114.65
1310100_stadshuset,2012,228641.82
1310100_stadshuset,2013,217340.93
1310100_stadshuset,2014,228536.85
1310110_eira,2000,397620.25
1310110_eira,2001,438453.11
1310110_eira,2002,437741.26
1310110_eira,2003,437330.14
1310110_eira,2004,456030.01
1310110_eira,2005,479474.83
1310110_eira,2006,514685.25
1310110_eira,2007,510700.45
1310110_eira,2008,526208.33
1310110_eira,2009,547049.46
1310110_eira,2010,559479.69
1310110_eira,2011,589309.74
1310110_eira,2012,594465.65
1310110_eira,2013,596252.65
1310110_eira,2014,634944.4
1310120_kungsklippan,2000,295422.04
1310120_kungsklippan,2001,312713.73
1310120_kungsklippan,2002,321840.81
1310120_kungsklippan,2003,312515.3
1310120_kungsklippan,2004,322302.12
1310120_kungsklippan,2005,343370.94
1310120_kungsklippan,2006,355449.07
1310120_kungsklippan,2007,389182.63
1310120_kungsklippan,2008,398837.66
1310120_kungsklippan,2009,402827.68
1310120_kungsklippan,2010,401961.03
1310120_kungsklippan,2011,431371.24
1310120_kungsklippan,2012,449029.48
1310120_kungsklippan,2013,460032.15
1310120_kungsklippan,2014,478203.87
1310130_kungsbroplan,2000,379204.36
1310130_kungsbroplan,2001,417533.12
1310130_kungsbroplan,2002,380818.16
1310130_kungsbroplan,2003,370600.98
1310130_kungsbroplan,2004,422797.37
1310130_kungsbroplan,2005,442943.26
1310130_kungsbroplan,2006,462727.18
1310130_kungsbroplan,2007,538695.95
1310130_kungsbroplan,2008,543190.75
1310130_kungsbroplan,2009,538217.74
1310130_kungsbroplan,2010,548413.82
1310130_kungsbroplan,2011,568727.68
1310130_kungsbroplan,2012,558570.56
1310130_kungsbroplan,2013,558302.99
1310130_kungsbroplan,2014,568519.04
1310140_tekniska_namndhuset,2000,313789.17
1310140_tekniska_namndhuset,2001,346049.08
1310140_tekniska_namndhuset,2002,365021.27
1310140_tekniska_namndhuset,2003,348428.65
1310140_tekniska_namndhuset,2004,394275.89
1310140_tekniska_namndhuset,2005,427593.86
1310140_tekniska_namndhuset,2006,406866.14
1310140_tekniska_namndhuset,2007,442771.46
1310140_tekniska_namndhuset,2008,409614.68
1310140_tekniska_namndhuset,2009,395921.59
1310140_tekniska_namndhuset,2010,425853.8
1310140_tekniska_namndhuset,2011,498409.77
1310140_tekniska_namndhuset,2012,488526.49
1310140_tekniska_namndhuset,2013,522392.42
1310140_tekniska_namndhuset,2014,559910.93
1310150_landstingshuset,2000,267651.25
1310150_landstingshuset,2001,305424.47
1310150_landstingshuset,2002,300527.31
1310150_landstingshuset,2003,297340.72
1310150_landstingshuset,2004,303105.05
1310150_landstingshuset,2005,325416.69
1310150_landstingshuset,2006,335977.75
1310150_landstingshuset,2007,360439.75
1310150_landstingshuset,2008,374667.38
1310150_landstingshuset,2009,379655.55
1310150_landstingshuset,2010,396849.07
1310150_landstingshuset,2011,394152.76
1310150_landstingshuset,2012,417004.83
1310150_landstingshuset,2013,427706.24
1310150_landstingshuset,2014,425654.14
1310160_pontonjarparken,2000,400217.93
1310160_pontonjarparken,2001,369483.63
1310160_pontonjarparken,2002,358594.01
1310160_pontonjarparken,2003,354274.17
1310160_pontonjarparken,2004,353523.26
1310160_pontonjarparken,2005,378427.17
1310160_pontonjarparken,2006,401528.89
1310160_pontonjarparken,2007,433700.93
1310160_pontonjarparken,2008,453634.26
1310160_pontonjarparken,2009,459672.28
1310160_pontonjarparken,2010,442598.11
1310160_pontonjarparken,2011,467930.97
1310160_pontonjarparken,2012,472020.98
1310160_pontonjarparken,2013,495904.98
1310160_pontonjarparken,2014,476736.71
1310170_s_t_eriks_sjukhus,2000,430185.04
1310170_s_t_eriks_sjukhus,2001,463377.93
1310170_s_t_eriks_sjukhus,2002,461519.5
1310170_s_t_eriks_sjukhus,2003,445457.22
1310170_s_t_eriks_sjukhus,2004,471655.06
1310170_s_t_eriks_sjukhus,2005,495889.79
1310170_s_t_eriks_sjukhus,2006,490158.61
1310170_s_t_eriks_sjukhus,2007,499972.05
1310170_s_t_eriks_sjukhus,2008,559522.66
1310170_s_t_eriks_sjukhus,2009,546087.5
1310170_s_t_eriks_sjukhus,2010,534801.37
1310170_s_t_eriks_sjukhus,2011,526317.02
1310170_s_t_eriks_sjukhus,2012,538528.38
