basomrade,year,cumulative_immigration_surplus_employed_aged_20_64_female
1210330_frescati,2001,7
1210330_frescati,2002,9
1210330_frescati,2003,1
1210330_frescati,2004,-1
1210330_frescati,2005,-7
1210330_frescati,2006,-3
1210330_frescati,2007,-8
1210330_frescati,2008,-14
1210330_frescati,2009,-15
1210330_frescati,2010,-13
1210330_frescati,2011,-14
1210330_frescati,2012,-17
1210330_frescati,2013,-44
1210330_frescati,2014,-44
1210410_centrala_hjorthagen,2000,41
1210410_centrala_hjorthagen,2001,36
1210410_centrala_hjorthagen,2002,63
1210410_centrala_hjorthagen,2003,85
1210410_centrala_hjorthagen,2004,100
1210410_centrala_hjorthagen,2005,98
1210410_centrala_hjorthagen,2006,83
1210410_centrala_hjorthagen,2007,71
1210410_centrala_hjorthagen,2008,57
1210410_centrala_hjorthagen,2009,48
1210410_centrala_hjorthagen,2010,61
1210410_centrala_hjorthagen,2011,100
1210410_centrala_hjorthagen,2012,102
1210410_centrala_hjorthagen,2013,118
1210410_centrala_hjorthagen,2014,149
1220110_ostermalmshallen,2000,-1
1220110_ostermalmshallen,2001,-5
1220110_ostermalmshallen,2002,-9
1220110_ostermalmshallen,2003,-7
1220110_ostermalmshallen,2004,-8
1220110_ostermalmshallen,2005,-11
1220110_ostermalmshallen,2006,-17
1220110_ostermalmshallen,2007,-21
1220110_ostermalmshallen,2008,-13
1220110_ostermalmshallen,2009,-10
1220110_ostermalmshallen,2010,-19
1220110_ostermalmshallen,2011,-33
1220110_ostermalmshallen,2012,-31
1220110_ostermalmshallen,2013,-31
1220110_ostermalmshallen,2014,-16
1220120_dramatiska_teatern,2000,-2
1220120_dramatiska_teatern,2001,-3
1220120_dramatiska_teatern,2002,-4
1220120_dramatiska_teatern,2003,-9
1220120_dramatiska_teatern,2004,-11
1220120_dramatiska_teatern,2005,-9
1220120_dramatiska_teatern,2006,5
1220120_dramatiska_teatern,2007,-8
1220120_dramatiska_teatern,2008,-9
1220120_dramatiska_teatern,2009,1
1220120_dramatiska_teatern,2010,-2
1220120_dramatiska_teatern,2011,1
1220120_dramatiska_teatern,2012,11
1220120_dramatiska_teatern,2013,17
1220120_dramatiska_teatern,2014,7
1220130_ostermalmstorg,2000,0
1220130_ostermalmstorg,2001,25
1220130_ostermalmstorg,2002,18
1220130_ostermalmstorg,2003,13
1220130_ostermalmstorg,2004,6
1220130_ostermalmstorg,2005,22
1220130_ostermalmstorg,2006,21
1220130_ostermalmstorg,2007,4
1220130_ostermalmstorg,2008,16
1220130_ostermalmstorg,2009,32
1220130_ostermalmstorg,2010,45
1220130_ostermalmstorg,2011,30
1220130_ostermalmstorg,2012,29
1220130_ostermalmstorg,2013,54
1220130_ostermalmstorg,2014,74
1220140_skvalberget,2000,-1
1220140_skvalberget,2001,-9
1220140_skvalberget,2002,-11
1220140_skvalberget,2003,-11
1220140_skvalberget,2004,-14
1220140_skvalberget,2005,-14
1220140_skvalberget,2006,-19
1220140_skvalberget,2007,-17
1220140_skvalberget,2008,-10
1220140_skvalberget,2009,-11
1220140_skvalberget,2010,-6
1220140_skvalberget,2011,-7
1220140_skvalberget,2012,-18
1220140_skvalberget,2013,-21
1220140_skvalberget,2014,-26
1220150_tyskbagaromradet,2000,3
1220150_tyskbagaromradet,2001,-6
1220150_tyskbagaromradet,2002,-18
1220150_tyskbagaromradet,2003,-21
1220150_tyskbagaromradet,2004,-7
1220150_tyskbagaromradet,2005,9
1220150_tyskbagaromradet,2006,8
1220150_tyskbagaromradet,2007,42
1220150_tyskbagaromradet,2008,59
1220150_tyskbagaromradet,2009,57
1220150_tyskbagaromradet,2010,56
1220150_tyskbagaromradet,2011,47
1220150_tyskbagaromradet,2012,53
1220150_tyskbagaromradet,2013,30
1220150_tyskbagaromradet,2014,29
1220160_hedvig_eleonora_kyrka,2000,-4
1220160_hedvig_eleonora_kyrka,2001,-9
1220160_hedvig_eleonora_kyrka,2002,-13
1220160_hedvig_eleonora_kyrka,2003,-16
1220160_hedvig_eleonora_kyrka,2004,-10
1220160_hedvig_eleonora_kyrka,2005,-22
1220160_hedvig_eleonora_kyrka,2006,-18
1220160_hedvig_eleonora_kyrka,2007,-29
1220160_hedvig_eleonora_kyrka,2008,-20
1220160_hedvig_eleonora_kyrka,2009,-2
1220160_hedvig_eleonora_kyrka,2010,1
1220160_hedvig_eleonora_kyrka,2011,13
1220160_hedvig_eleonora_kyrka,2012,8
1220160_hedvig_eleonora_kyrka,2013,11
1220160_hedvig_eleonora_kyrka,2014,11
1220170_kronkvarnen,2000,-2
1220170_kronkvarnen,2001,6
1220170_kronkvarnen,2002,14
1220170_kronkvarnen,2003,25
1220170_kronkvarnen,2004,0
1220170_kronkvarnen,2005,5
1220170_kronkvarnen,2006,8
1220170_kronkvarnen,2007,0
1220170_kronkvarnen,2008,10
1220170_kronkvarnen,2009,30
1220170_kronkvarnen,2010,51
1220170_kronkvarnen,2011,41
1220170_kronkvarnen,2012,33
1220170_kronkvarnen,2013,32
1220170_kronkvarnen,2014,32
1230110_karlaplan,2000,-10
1230110_karlaplan,2001,0
1230110_karlaplan,2002,0
1230110_karlaplan,2003,-6
1230110_karlaplan,2004,-14
1230110_karlaplan,2005,-24
1230110_karlaplan,2006,-26
1230110_karlaplan,2007,-34
1230110_karlaplan,2008,-39
1230110_karlaplan,2009,-28
1230110_karlaplan,2010,-20
1230110_karlaplan,2011,-11
1230110_karlaplan,2012,-11
1230110_karlaplan,2013,-5
1230110_karlaplan,2014,7
1230120_historiska_museet,2000,5
1230120_historiska_museet,2001,5
1230120_historiska_museet,2002,-11
1230120_historiska_museet,2003,17
1230120_historiska_museet,2004,33
1230120_historiska_museet,2005,29
1230120_historiska_museet,2006,19
1230120_historiska_museet,2007,43
1230120_historiska_museet,2008,46
1230120_historiska_museet,2009,57
1230120_historiska_museet,2010,64
1230120_historiska_museet,2011,79
1230120_historiska_museet,2012,82
1230120_historiska_museet,2013,98
1230120_historiska_museet,2014,116
1230130_strandvagen,2000,14
1230130_strandvagen,2001,-21
1230130_strandvagen,2002,-43
1230130_strandvagen,2003,-54
1230130_strandvagen,2004,-59
1230130_strandvagen,2005,-57
1230130_strandvagen,2006,-68
1230130_strandvagen,2007,-74
1230130_strandvagen,2008,-63
1230130_strandvagen,2009,-44
1230130_strandvagen,2010,-45
1230130_strandvagen,2011,-61
1230130_strandvagen,2012,-78
1230130_strandvagen,2013,-62
1230130_strandvagen,2014,-57
1230140_oscarskyrkan,2000,-4
1230140_oscarskyrkan,2001,4
1230140_oscarskyrkan,2002,5
1230140_oscarskyrkan,2003,5
1230140_oscarskyrkan,2004,-11
1230140_oscarskyrkan,2005,-10
1230140_oscarskyrkan,2006,-2
1230140_oscarskyrkan,2007,6
1230140_oscarskyrkan,2008,13
1230140_oscarskyrkan,2009,11
1230140_oscarskyrkan,2010,8
1230140_oscarskyrkan,2011,8
1230140_oscarskyrkan,2012,18
1230140_oscarskyrkan,2013,10
1230140_oscarskyrkan,2014,21
1230161_gustav_adolfskyrkan_v,2000,-1
1230161_gustav_adolfskyrkan_v,2001,-1
1230161_gustav_adolfskyrkan_v,2002,-1
1230161_gustav_adolfskyrkan_v,2003,-2
1230161_gustav_adolfskyrkan_v,2004,5
1230161_gustav_adolfskyrkan_v,2005,2
1230161_gustav_adolfskyrkan_v,2006,12
1230161_gustav_adolfskyrkan_v,2007,38
1230161_gustav_adolfskyrkan_v,2008,27
1230161_gustav_adolfskyrkan_v,2009,48
1230161_gustav_adolfskyrkan_v,2010,48
1230161_gustav_adolfskyrkan_v,2011,77
1230161_gustav_adolfskyrkan_v,2012,92
1230161_gustav_adolfskyrkan_v,2013,87
1230161_gustav_adolfskyrkan_v,2014,105
1230162_gustav_adolfskyrkan_o,2000,17
1230162_gustav_adolfskyrkan_o,2001,33
1230162_gustav_adolfskyrkan_o,2002,34
1230162_gustav_adolfskyrkan_o,2003,32
1230162_gustav_adolfskyrkan_o,2004,52
1230162_gustav_adolfskyrkan_o,2005,70
1230162_gustav_adolfskyrkan_o,2006,60
1230162_gustav_adolfskyrkan_o,2007,86
1230162_gustav_adolfskyrkan_o,2008,102
1230162_gustav_adolfskyrkan_o,2009,118
1230162_gustav_adolfskyrkan_o,2010,123
1230162_gustav_adolfskyrkan_o,2011,137
1230162_gustav_adolfskyrkan_o,2012,131
1230162_gustav_adolfskyrkan_o,2013,147
1230162_gustav_adolfskyrkan_o,2014,119
1230210_djurgardsstaden,2000,6
1230210_djurgardsstaden,2001,14
1230210_djurgardsstaden,2002,18
1230210_djurgardsstaden,2003,20
1230210_djurgardsstaden,2004,27
1230210_djurgardsstaden,2005,26
1230210_djurgardsstaden,2006,25
1230210_djurgardsstaden,2007,27
1230210_djurgardsstaden,2008,28
1230210_djurgardsstaden,2009,26
1230210_djurgardsstaden,2010,28
1230210_djurgardsstaden,2011,28
1230210_djurgardsstaden,2012,30
1230210_djurgardsstaden,2013,31
1230210_djurgardsstaden,2014,28
1230220_sodra_djurgarden,2000,0
1230220_sodra_djurgarden,2001,5
1230220_sodra_djurgarden,2002,4
1230220_sodra_djurgarden,2003,-1
1230220_sodra_djurgarden,2004,-4
1230220_sodra_djurgarden,2005,-10
1230220_sodra_djurgarden,2006,-18
1230220_sodra_djurgarden,2007,-16
1230220_sodra_djurgarden,2008,-16
1230220_sodra_djurgarden,2009,-9
1230220_sodra_djurgarden,2010,-12
1230220_sodra_djurgarden,2011,-8
1230220_sodra_djurgarden,2012,-6
1230220_sodra_djurgarden,2013,-8
1230220_sodra_djurgarden,2014,-9
1230300_hastgardet,2000,-11
1230300_hastgardet,2001,-21
1230300_hastgardet,2002,-29
1230300_hastgardet,2003,-30
1230300_hastgardet,2004,-49
1230300_hastgardet,2005,-51
1230300_hastgardet,2006,-46
1230300_hastgardet,2007,-28
1230300_hastgardet,2008,18
1230300_hastgardet,2009,31
1230300_hastgardet,2010,24
1230300_hastgardet,2011,3
1230300_hastgardet,2012,0
1230300_hastgardet,2013,-10
1230300_hastgardet,2014,-25
1230310_olaus_petri_kyrka,2000,5
1230310_olaus_petri_kyrka,2001,35
1230310_olaus_petri_kyrka,2002,11
1230310_olaus_petri_kyrka,2003,32
1230310_olaus_petri_kyrka,2004,38
1230310_olaus_petri_kyrka,2005,69
1230310_olaus_petri_kyrka,2006,96
1230310_olaus_petri_kyrka,2007,102
1230310_olaus_petri_kyrka,2008,118
1230310_olaus_petri_kyrka,2009,139
1230310_olaus_petri_kyrka,2010,152
1230310_olaus_petri_kyrka,2011,168
1230310_olaus_petri_kyrka,2012,200
1230310_olaus_petri_kyrka,2013,172
1230310_olaus_petri_kyrka,2014,180
1230320_tessinparken,2000,40
1230320_tessinparken,2001,68
1230320_tessinparken,2002,78
1230320_tessinparken,2003,99
1230320_tessinparken,2004,105
1230320_tessinparken,2005,123
1230320_tessinparken,2006,138
1230320_tessinparken,2007,135
1230320_tessinparken,2008,156
1230320_tessinparken,2009,172
1230320_tessinparken,2010,158
1230320_tessinparken,2011,183
1230320_tessinparken,2012,190
1230320_tessinparken,2013,207
1230320_tessinparken,2014,221
1230330_smedsbacken,2000,-38
1230330_smedsbacken,2001,-4
1230330_smedsbacken,2002,-48
1230330_smedsbacken,2003,-44
1230330_smedsbacken,2004,-86
1230330_smedsbacken,2005,-125
1230330_smedsbacken,2006,-110
1230330_smedsbacken,2007,-88
1230330_smedsbacken,2008,-104
1230330_smedsbacken,2009,-65
1230330_smedsbacken,2010,-65
1230330_smedsbacken,2011,-115
1230330_smedsbacken,2012,-128
1230330_smedsbacken,2013,-153
1230330_smedsbacken,2014,-161
1230350_kampementsbacken,2000,1
1230350_kampementsbacken,2001,-7
1230350_kampementsbacken,2002,-9
1230350_kampementsbacken,2003,-7
1230350_kampementsbacken,2004,0
1230350_kampementsbacken,2005,-2
1230350_kampementsbacken,2006,10
1230350_kampementsbacken,2007,45
1230350_kampementsbacken,2008,45
1230350_kampementsbacken,2009,35
1230350_kampementsbacken,2010,43
1230350_kampementsbacken,2011,40
1230350_kampementsbacken,2012,41
1230350_kampementsbacken,2013,36
1230350_kampementsbacken,2014,29
1230360_oregrundsgatan,2000,5
1230360_oregrundsgatan,2001,-35
1230360_oregrundsgatan,2002,-50
1230360_oregrundsgatan,2003,-82
1230360_oregrundsgatan,2004,-64
1230360_oregrundsgatan,2005,-8
1230360_oregrundsgatan,2006,-10
1230360_oregrundsgatan,2007,-13
1230360_oregrundsgatan,2008,-34
1230360_oregrundsgatan,2009,-26
1230360_oregrundsgatan,2010,25
1230360_oregrundsgatan,2011,22
1230360_oregrundsgatan,2012,6
1230360_oregrundsgatan,2013,9
1230360_oregrundsgatan,2014,22
1230390_ladugardsgardet,2000,4
1230390_ladugardsgardet,2001,6
1230390_ladugardsgardet,2002,5
1230390_ladugardsgardet,2003,6
1230390_ladugardsgardet,2004,6
1230390_ladugardsgardet,2005,-1
1230390_ladugardsgardet,2006,-1
1230390_ladugardsgardet,2007,0
1230390_ladugardsgardet,2008,2
1230390_ladugardsgardet,2009,-3
1230390_ladugardsgardet,2010,0
1230390_ladugardsgardet,2011,0
1230390_ladugardsgardet,2012,0
1230390_ladugardsgardet,2013,1
1230390_ladugardsgardet,2014,-3
1310100_stadshuset,2000,-2
1310100_stadshuset,2001,-2
1310100_stadshuset,2002,-2
1310100_stadshuset,2003,1
1310100_stadshuset,2004,-2
1310100_stadshuset,2005,-2
1310100_stadshuset,2006,-5
1310100_stadshuset,2007,-5
1310100_stadshuset,2008,-8
1310100_stadshuset,2009,-5
1310100_stadshuset,2010,-4
1310100_stadshuset,2011,-4
1310100_stadshuset,2012,-4
1310100_stadshuset,2013,-4
1310100_stadshuset,2014,-1
1310110_eira,2000,28
1310110_eira,2001,46
1310110_eira,2002,60
1310110_eira,2003,66
1310110_eira,2004,83
1310110_eira,2005,85
1310110_eira,2006,103
1310110_eira,2007,91
1310110_eira,2008,101
1310110_eira,2009,86
1310110_eira,2010,87
1310110_eira,2011,90
1310110_eira,2012,104
1310110_eira,2013,97
1310110_eira,2014,96
1310120_kungsklippan,2000,-3
1310120_kungsklippan,2001,8
1310120_kungsklippan,2002,37
1310120_kungsklippan,2003,45
1310120_kungsklippan,2004,65
1310120_kungsklippan,2005,77
1310120_kungsklippan,2006,72
1310120_kungsklippan,2007,91
1310120_kungsklippan,2008,81
1310120_kungsklippan,2009,83
1310120_kungsklippan,2010,101
1310120_kungsklippan,2011,140
1310120_kungsklippan,2012,124
1310120_kungsklippan,2013,136
1310120_kungsklippan,2014,128
1310130_kungsbroplan,2000,-8
1310130_kungsbroplan,2001,23
1310130_kungsbroplan,2002,24
1310130_kungsbroplan,2003,27
1310130_kungsbroplan,2004,26
1310130_kungsbroplan,2005,44
1310130_kungsbroplan,2006,68
1310130_kungsbroplan,2007,67
1310130_kungsbroplan,2008,64
1310130_kungsbroplan,2009,94
1310130_kungsbroplan,2010,99
1310130_kungsbroplan,2011,104
1310130_kungsbroplan,2012,126
1310130_kungsbroplan,2013,130
1310130_kungsbroplan,2014,128
1310140_tekniska_namndhuset,2000,-1
1310140_tekniska_namndhuset,2001,-4
1310140_tekniska_namndhuset,2002,1
1310140_tekniska_namndhuset,2003,-1
1310140_tekniska_namndhuset,2004,1
1310140_tekniska_namndhuset,2005,-1
1310140_tekniska_namndhuset,2006,0
1310140_tekniska_namndhuset,2007,-1
1310140_tekniska_namndhuset,2008,-3
1310140_tekniska_namndhuset,2009,-2
1310140_tekniska_namndhuset,2010,2
1310140_tekniska_namndhuset,2011,15
1310140_tekniska_namndhuset,2012,13
1310140_tekniska_namndhuset,2013,14
1310140_tekniska_namndhuset,2014,14
1310150_landstingshuset,2000,-11
1310150_landstingshuset,2001,23
1310150_landstingshuset,2002,29
1310150_landstingshuset,2003,17
1310150_landstingshuset,2004,29
1310150_landstingshuset,2005,24
1310150_landstingshuset,2006,22
1310150_landstingshuset,2007,23
1310150_landstingshuset,2008,36
1310150_landstingshuset,2009,46
1310150_landstingshuset,2010,61
1310150_landstingshuset,2011,58
1310150_landstingshuset,2012,56
1310150_landstingshuset,2013,84
1310150_landstingshuset,2014,78
1310160_pontonjarparken,2000,29
1310160_pontonjarparken,2001,59
1310160_pontonjarparken,2002,43
1310160_pontonjarparken,2003,63
1310160_pontonjarparken,2004,71
1310160_pontonjarparken,2005,91
1310160_pontonjarparken,2006,73
1310160_pontonjarparken,2007,54
1310160_pontonjarparken,2008,55
1310160_pontonjarparken,2009,77
1310160_pontonjarparken,2010,92
1310160_pontonjarparken,2011,101
1310160_pontonjarparken,2012,96
1310160_pontonjarparken,2013,85
1310160_pontonjarparken,2014,108
1310170_s_t_eriks_sjukhus,2000,0
1310170_s_t_eriks_sjukhus,2001,-4
1310170_s_t_eriks_sjukhus,2002,-14
1310170_s_t_eriks_sjukhus,2003,-8
1310170_s_t_eriks_sjukhus,2004,0
1310170_s_t_eriks_sjukhus,2005,-4
1310170_s_t_eriks_sjukhus,2006,-2
1310170_s_t_eriks_sjukhus,2007,-13
1310170_s_t_eriks_sjukhus,2008,-11
1310170_s_t_eriks_sjukhus,2009,-4
1310170_s_t_eriks_sjukhus,2010,-18
1310170_s_t_eriks_sjukhus,2011,-16
1310170_s_t_eriks_sjukhus,2012,-14
1310170_s_t_eriks_sjukhus,2013,-11
1310170_s_t_eriks_sjukhus,2014,-20
1310180_wargentinsgatan,2000,19
1310180_wargentinsgatan,2001,43
1310180_wargentinsgatan,2002,37
1310180_wargentinsgatan,2003,52
1310180_wargentinsgatan,2004,53
1310180_wargentinsgatan,2005,48
1310180_wargentinsgatan,2006,49
1310180_wargentinsgatan,2007,70
1310180_wargentinsgatan,2008,77
1310180_wargentinsgatan,2009,81
1310180_wargentinsgatan,2010,94
1310180_wargentinsgatan,2011,90
1310180_wargentinsgatan,2012,93
1310180_wargentinsgatan,2013,77
1310180_wargentinsgatan,2014,83
1310190_kronoberg,2000,0
1310190_kronoberg,2001,25
1310190_kronoberg,2002,22
1310190_kronoberg,2003,14
1310190_kronoberg,2004,33
1310190_kronoberg,2005,44
1310190_kronoberg,2006,60
1310190_kronoberg,2007,59
1310190_kronoberg,2008,61
1310190_kronoberg,2009,75
1310190_kronoberg,2010,83
1310190_kronoberg,2011,95
1310190_kronoberg,2012,108
1310190_kronoberg,2013,112
1310190_kronoberg,2014,100
1320110_karlsvik,2000,20
1320110_karlsvik,2001,16
1320110_karlsvik,2002,14
1320110_karlsvik,2003,27
1320110_karlsvik,2004,46
1320110_karlsvik,2005,48
1320110_karlsvik,2006,59
1320110_karlsvik,2007,54
1320110_karlsvik,2008,61
1320110_karlsvik,2009,87
1320110_karlsvik,2010,94
1320110_karlsvik,2011,78
1320110_karlsvik,2012,82
1320110_karlsvik,2013,87
1320110_karlsvik,2014,83
1320120_hemmet,2000,-3
1320120_hemmet,2001,22
1320120_hemmet,2002,23
1320120_hemmet,2003,47
1320120_hemmet,2004,44
1320120_hemmet,2005,54
1320120_hemmet,2006,110
1320120_hemmet,2007,141
1320120_hemmet,2008,127
1320120_hemmet,2009,135
1320120_hemmet,2010,147
1320120_hemmet,2011,143
1320120_hemmet,2012,144
1320120_hemmet,2013,167
1320120_hemmet,2014,154
1320130_fridhemsplan,2000,1
1320130_fridhemsplan,2001,-5
1320130_fridhemsplan,2002,30
1320130_fridhemsplan,2003,31
1320130_fridhemsplan,2004,39
1320130_fridhemsplan,2005,45
1320130_fridhemsplan,2006,40
1320130_fridhemsplan,2007,42
1320130_fridhemsplan,2008,49
1320130_fridhemsplan,2009,49
1320130_fridhemsplan,2010,40
1320130_fridhemsplan,2011,44
1320130_fridhemsplan,2012,54
1320130_fridhemsplan,2013,58
1320130_fridhemsplan,2014,43
1320140_s_t_eriksgatan,2000,32
1320140_s_t_eriksgatan,2001,14
1320140_s_t_eriksgatan,2002,70
1320140_s_t_eriksgatan,2003,59
1320140_s_t_eriksgatan,2004,65
1320140_s_t_eriksgatan,2005,58
1320140_s_t_eriksgatan,2006,64
1320140_s_t_eriksgatan,2007,46
1320140_s_t_eriksgatan,2008,66
1320140_s_t_eriksgatan,2009,62
1320140_s_t_eriksgatan,2010,67
1320140_s_t_eriksgatan,2011,102
1320140_s_t_eriksgatan,2012,87
1320140_s_t_eriksgatan,2013,117
1320140_s_t_eriksgatan,2014,123
1320150_alstromergatan,2000,-25
1320150_alstromergatan,2001,27
1320150_alstromergatan,2002,46
1320150_alstromergatan,2003,76
1320150_alstromergatan,2004,79
1320150_alstromergatan,2005,102
1320150_alstromergatan,2006,85
1320150_alstromergatan,2007,72
1320150_alstromergatan,2008,35
1320150_alstromergatan,2009,62
1320150_alstromergatan,2010,96
1320150_alstromergatan,2011,94
1320150_alstromergatan,2012,106
1320150_alstromergatan,2013,124
1320150_alstromergatan,2014,124
1320210_ralambshov,2000,-9
1320210_ralambshov,2001,-2
1320210_ralambshov,2002,14
1320210_ralambshov,2003,22
1320210_ralambshov,2004,20
1320210_ralambshov,2005,19
1320210_ralambshov,2006,20
1320210_ralambshov,2007,20
1320210_ralambshov,2008,39
1320210_ralambshov,2009,137
1320210_ralambshov,2010,142
1320210_ralambshov,2011,133
1320210_ralambshov,2012,132
1320210_ralambshov,2013,125
1320210_ralambshov,2014,128
1320220_svedbergsplan,2000,8
1320220_svedbergsplan,2001,14
1320220_svedbergsplan,2002,23
1320220_svedbergsplan,2003,30
1320220_svedbergsplan,2004,30
1320220_svedbergsplan,2005,47
1320220_svedbergsplan,2006,53
1320220_svedbergsplan,2007,75
1320220_svedbergsplan,2008,74
1320220_svedbergsplan,2009,92
1320220_svedbergsplan,2010,90
1320220_svedbergsplan,2011,87
1320220_svedbergsplan,2012,77
1320220_svedbergsplan,2013,90
1320220_svedbergsplan,2014,95
1320240_mariebergsparken,2000,9
1320240_mariebergsparken,2001,9
1320240_mariebergsparken,2002,11
1320240_mariebergsparken,2003,47
1320240_mariebergsparken,2004,53
1320240_mariebergsparken,2005,53
1320240_mariebergsparken,2006,60
1320240_mariebergsparken,2007,62
1320240_mariebergsparken,2008,64
1320240_mariebergsparken,2009,59
1320240_mariebergsparken,2010,69
1320240_mariebergsparken,2011,65
1320240_mariebergsparken,2012,64
1320240_mariebergsparken,2013,74
1320240_mariebergsparken,2014,70
1320310_ostra_stadshagen,2000,-5
1320310_ostra_stadshagen,2001,-6
1320310_ostra_stadshagen,2002,-7
1320310_ostra_stadshagen,2003,0
1320310_ostra_stadshagen,2004,-2
1320310_ostra_stadshagen,2005,-13
1320310_ostra_stadshagen,2006,-25
1320310_ostra_stadshagen,2007,-25
1320310_ostra_stadshagen,2008,-9
1320310_ostra_stadshagen,2009,-6
1320310_ostra_stadshagen,2010,24
1320310_ostra_stadshagen,2011,58
1320310_ostra_stadshagen,2012,65
1320310_ostra_stadshagen,2013,63
1320310_ostra_stadshagen,2014,42
1320330_lindhagensplan,2010,53
1320330_lindhagensplan,2011,52
1320330_lindhagensplan,2012,49
1320330_lindhagensplan,2013,41
1320330_lindhagensplan,2014,42
1320410_vastra_kristineberg,2000,4
1320410_vastra_kristineberg,2001,17
1320410_vastra_kristineberg,2002,25
1320410_vastra_kristineberg,2003,-2
1320410_vastra_kristineberg,2004,-6
1320410_vastra_kristineberg,2005,-3
1320410_vastra_kristineberg,2006,28
1320410_vastra_kristineberg,2007,42
1320410_vastra_kristineberg,2008,18
1320410_vastra_kristineberg,2009,17
1320410_vastra_kristineberg,2010,27
1320410_vastra_kristineberg,2011,25
1320410_vastra_kristineberg,2012,0
1320410_vastra_kristineberg,2013,30
1320410_vastra_kristineberg,2014,12
1320420_thorildsplan,2000,-20
1320420_thorildsplan,2001,-17
1320420_thorildsplan,2002,-35
1320420_thorildsplan,2003,-52
1320420_thorildsplan,2004,-13
1320420_thorildsplan,2005,1
