basomrade,year,higher_education_min_3_years_percent_of_population_aged_25_64_female
4270200_brottby,2000,0.15517
4270200_brottby,2001,0.21053
4270200_brottby,2002,0.21429
4270200_brottby,2003,0.21429
4270200_brottby,2004,0.27273
4270200_brottby,2005,0.3
4270200_brottby,2006,0.33333
4270200_brottby,2007,0.32
4270200_brottby,2008,0.33333
4270200_brottby,2009,0.33333
4270200_brottby,2010,0.31818
4270200_brottby,2011,0.35
4270200_brottby,2012,0.41176
4270200_brottby,2013,0.42857
4270200_brottby,2014,0.43243
4270501_ovr_osseby_garns_glesbygd,2000,0.17563
4270501_ovr_osseby_garns_glesbygd,2001,0.17014
4270501_ovr_osseby_garns_glesbygd,2002,0.18027
4270501_ovr_osseby_garns_glesbygd,2003,0.17114
4270501_ovr_osseby_garns_glesbygd,2004,0.18328
4270501_ovr_osseby_garns_glesbygd,2005,0.20497
4270501_ovr_osseby_garns_glesbygd,2006,0.22256
4270501_ovr_osseby_garns_glesbygd,2007,0.21951
4270501_ovr_osseby_garns_glesbygd,2008,0.21365
4270501_ovr_osseby_garns_glesbygd,2009,0.22157
4270501_ovr_osseby_garns_glesbygd,2010,0.22093
4270501_ovr_osseby_garns_glesbygd,2011,0.24928
4270501_ovr_osseby_garns_glesbygd,2012,0.25212
4270501_ovr_osseby_garns_glesbygd,2013,0.24507
4270501_ovr_osseby_garns_glesbygd,2014,0.23077
4270502_algeby_garns_ekskogen,2000,0
4270502_algeby_garns_ekskogen,2001,0
4270502_algeby_garns_ekskogen,2002,0.04412
4270502_algeby_garns_ekskogen,2003,0.06061
4270502_algeby_garns_ekskogen,2004,0.07576
4270502_algeby_garns_ekskogen,2005,0.07143
4270502_algeby_garns_ekskogen,2006,0.05797
4270502_algeby_garns_ekskogen,2007,0.05479
4270502_algeby_garns_ekskogen,2008,0.06944
4270502_algeby_garns_ekskogen,2009,0.05556
4270502_algeby_garns_ekskogen,2010,0.06944
4270502_algeby_garns_ekskogen,2011,0.06579
4270502_algeby_garns_ekskogen,2012,0.08
4270502_algeby_garns_ekskogen,2013,0.09756
4270502_algeby_garns_ekskogen,2014,0.11364
4280000_angarns_forsamling,2000,0.13684
4280000_angarns_forsamling,2001,0.13684
4280000_angarns_forsamling,2002,0.16667
4280000_angarns_forsamling,2003,0.17708
4280000_angarns_forsamling,2004,0.17647
4280000_angarns_forsamling,2005,0.17
4280000_angarns_forsamling,2006,0.17647
4280000_angarns_forsamling,2007,0.20561
4280000_angarns_forsamling,2008,0.22222
4280000_angarns_forsamling,2009,0.22124
4280000_angarns_forsamling,2010,0.23684
4280000_angarns_forsamling,2011,0.25424
4280000_angarns_forsamling,2012,0.26891
4280000_angarns_forsamling,2013,0.2735
4280000_angarns_forsamling,2014,0.27928
4440110_ljustero,2000,0.1396
4440110_ljustero,2001,0.15385
4440110_ljustero,2002,0.15707
4440110_ljustero,2003,0.16237
4440110_ljustero,2004,0.16794
4440110_ljustero,2005,0.19133
4440110_ljustero,2006,0.20297
4440110_ljustero,2007,0.19012
4440110_ljustero,2008,0.18657
4440110_ljustero,2009,0.17812
4440110_ljustero,2010,0.17196
4440110_ljustero,2011,0.18033
4440110_ljustero,2012,0.17544
4440110_ljustero,2013,0.17456
4440110_ljustero,2014,0.17699
4440120_ingmarso_m_fl_oar,2000,0.09804
4440120_ingmarso_m_fl_oar,2001,0.07547
4440120_ingmarso_m_fl_oar,2002,0.05769
4440120_ingmarso_m_fl_oar,2003,0.05357
4440120_ingmarso_m_fl_oar,2004,0.09434
4440120_ingmarso_m_fl_oar,2005,0.10909
4440120_ingmarso_m_fl_oar,2006,0.15686
4440120_ingmarso_m_fl_oar,2007,0.16364
4440120_ingmarso_m_fl_oar,2008,0.17308
4440120_ingmarso_m_fl_oar,2009,0.19608
4440120_ingmarso_m_fl_oar,2010,0.19231
4440120_ingmarso_m_fl_oar,2011,0.23636
4440120_ingmarso_m_fl_oar,2012,0.2449
4440120_ingmarso_m_fl_oar,2013,0.23404
4440120_ingmarso_m_fl_oar,2014,0.19565
4440200_roslags_kulla_fd_forsaml,2000,0.10145
4440200_roslags_kulla_fd_forsaml,2001,0.11724
4440200_roslags_kulla_fd_forsaml,2002,0.12667
4440200_roslags_kulla_fd_forsaml,2003,0.12081
4440200_roslags_kulla_fd_forsaml,2004,0.13793
4440200_roslags_kulla_fd_forsaml,2005,0.14765
4440200_roslags_kulla_fd_forsaml,2006,0.15541
4440200_roslags_kulla_fd_forsaml,2007,0.15625
4440200_roslags_kulla_fd_forsaml,2008,0.14724
4440200_roslags_kulla_fd_forsaml,2009,0.13907
4440200_roslags_kulla_fd_forsaml,2010,0.15232
4440200_roslags_kulla_fd_forsaml,2011,0.16
4440200_roslags_kulla_fd_forsaml,2012,0.15753
4440200_roslags_kulla_fd_forsaml,2013,0.16667
4440200_roslags_kulla_fd_forsaml,2014,0.16438
4450110_ekbacken,2000,0.19912
4450110_ekbacken,2001,0.2069
4450110_ekbacken,2002,0.23581
4450110_ekbacken,2003,0.22374
4450110_ekbacken,2004,0.22326
4450110_ekbacken,2005,0.24171
4450110_ekbacken,2006,0.26471
4450110_ekbacken,2007,0.24757
4450110_ekbacken,2008,0.23469
4450110_ekbacken,2009,0.24747
4450110_ekbacken,2010,0.27225
4450110_ekbacken,2011,0.27179
4450110_ekbacken,2012,0.27225
4450110_ekbacken,2013,0.27136
4450110_ekbacken,2014,0.29648
4450120_runo_gard,2000,0.13052
4450120_runo_gard,2001,0.13267
4450120_runo_gard,2002,0.14402
4450120_runo_gard,2003,0.12936
4450120_runo_gard,2004,0.12636
4450120_runo_gard,2005,0.15086
4450120_runo_gard,2006,0.16415
4450120_runo_gard,2007,0.1535
4450120_runo_gard,2008,0.14612
4450120_runo_gard,2009,0.1509
4450120_runo_gard,2010,0.15165
4450120_runo_gard,2011,0.17421
4450120_runo_gard,2012,0.17202
4450120_runo_gard,2013,0.1924
4450120_runo_gard,2014,0.19302
4450130_akersberga,2000,0.10213
4450130_akersberga,2001,0.11129
4450130_akersberga,2002,0.10209
4450130_akersberga,2003,0.1123
4450130_akersberga,2004,0.12344
4450130_akersberga,2005,0.12415
4450130_akersberga,2006,0.12633
4450130_akersberga,2007,0.12771
4450130_akersberga,2008,0.13689
4450130_akersberga,2009,0.13908
4450130_akersberga,2010,0.1459
4450130_akersberga,2011,0.15601
4450130_akersberga,2012,0.16902
4450130_akersberga,2013,0.16521
4450130_akersberga,2014,0.18314
4450140_kullen,2000,0.17857
4450140_kullen,2001,0.15652
4450140_kullen,2002,0.18182
4450140_kullen,2003,0.17647
4450140_kullen,2004,0.21359
4450140_kullen,2005,0.2233
4450140_kullen,2006,0.2549
4450140_kullen,2007,0.23364
4450140_kullen,2008,0.23
4450140_kullen,2009,0.25263
4450140_kullen,2010,0.29474
4450140_kullen,2011,0.30108
4450140_kullen,2012,0.3125
4450140_kullen,2013,0.29167
4450140_kullen,2014,0.27835
4450150_ostra_sora,2000,0.19424
4450150_ostra_sora,2001,0.19855
4450150_ostra_sora,2002,0.21271
4450150_ostra_sora,2003,0.22277
4450150_ostra_sora,2004,0.23678
4450150_ostra_sora,2005,0.24688
4450150_ostra_sora,2006,0.23077
4450150_ostra_sora,2007,0.23342
4450150_ostra_sora,2008,0.2275
4450150_ostra_sora,2009,0.257
4450150_ostra_sora,2010,0.25964
4450150_ostra_sora,2011,0.26289
4450150_ostra_sora,2012,0.28321
4450150_ostra_sora,2013,0.2931
4450150_ostra_sora,2014,0.31354
4450160_vastra_sora,2000,0.13439
4450160_vastra_sora,2001,0.12048
4450160_vastra_sora,2002,0.13043
4450160_vastra_sora,2003,0.16532
4450160_vastra_sora,2004,0.18519
4450160_vastra_sora,2005,0.18026
4450160_vastra_sora,2006,0.20796
4450160_vastra_sora,2007,0.22749
4450160_vastra_sora,2008,0.24107
4450160_vastra_sora,2009,0.24444
4450160_vastra_sora,2010,0.24889
4450160_vastra_sora,2011,0.24201
4450160_vastra_sora,2012,0.26906
4450160_vastra_sora,2013,0.2963
4450160_vastra_sora,2014,0.30876
4450170_neptunus,2000,0.11504
4450170_neptunus,2001,0.12727
4450170_neptunus,2002,0.09735
4450170_neptunus,2003,0.12121
4450170_neptunus,2004,0.1413
4450170_neptunus,2005,0.11111
4450170_neptunus,2006,0.13978
4450170_neptunus,2007,0.10526
4450170_neptunus,2008,0.12766
4450170_neptunus,2009,0.125
4450170_neptunus,2010,0.125
4450170_neptunus,2011,0.17442
4450170_neptunus,2012,0.18824
4450170_neptunus,2013,0.23256
4450170_neptunus,2014,0.26087
4450180_kungsangen,2000,0.27506
4450180_kungsangen,2001,0.2877
4450180_kungsangen,2002,0.3031
4450180_kungsangen,2003,0.30769
4450180_kungsangen,2004,0.32195
4450180_kungsangen,2005,0.33985
4450180_kungsangen,2006,0.35381
4450180_kungsangen,2007,0.3632
4450180_kungsangen,2008,0.38845
4450180_kungsangen,2009,0.38583
4450180_kungsangen,2010,0.39257
4450180_kungsangen,2011,0.4153
4450180_kungsangen,2012,0.4248
4450180_kungsangen,2013,0.44156
4450180_kungsangen,2014,0.43081
4450190_tunagard_osterskar,2000,0.29485
4450190_tunagard_osterskar,2001,0.3059
4450190_tunagard_osterskar,2002,0.3071
4450190_tunagard_osterskar,2003,0.31612
4450190_tunagard_osterskar,2004,0.33597
4450190_tunagard_osterskar,2005,0.34961
4450190_tunagard_osterskar,2006,0.35443
4450190_tunagard_osterskar,2007,0.36984
4450190_tunagard_osterskar,2008,0.37708
4450190_tunagard_osterskar,2009,0.40301
4450190_tunagard_osterskar,2010,0.41431
4450190_tunagard_osterskar,2011,0.41596
4450190_tunagard_osterskar,2012,0.44103
4450190_tunagard_osterskar,2013,0.44746
4450190_tunagard_osterskar,2014,0.45042
4450210_akerstorp,2000,0.16109
4450210_akerstorp,2001,0.18012
4450210_akerstorp,2002,0.18852
4450210_akerstorp,2003,0.19198
4450210_akerstorp,2004,0.19579
4450210_akerstorp,2005,0.21087
4450210_akerstorp,2006,0.22863
4450210_akerstorp,2007,0.23517
4450210_akerstorp,2008,0.24948
4450210_akerstorp,2009,0.27083
4450210_akerstorp,2010,0.26981
4450210_akerstorp,2011,0.28511
4450210_akerstorp,2012,0.29978
4450210_akerstorp,2013,0.30617
4450210_akerstorp,2014,0.31116
4450220_smedby,2000,0.15827
4450220_smedby,2001,0.16487
4450220_smedby,2002,0.18352
4450220_smedby,2003,0.19259
4450220_smedby,2004,0.20803
4450220_smedby,2005,0.23162
4450220_smedby,2006,0.24265
4450220_smedby,2007,0.23596
4450220_smedby,2008,0.25
4450220_smedby,2009,0.25952
4450220_smedby,2010,0.25839
4450220_smedby,2011,0.25574
4450220_smedby,2012,0.27273
4450220_smedby,2013,0.28136
4450220_smedby,2014,0.30124
4450230_hacksta,2000,0.16887
4450230_hacksta,2001,0.20703
4450230_hacksta,2002,0.21318
4450230_hacksta,2003,0.21285
4450230_hacksta,2004,0.19672
4450230_hacksta,2005,0.20968
4450230_hacksta,2006,0.22581
4450230_hacksta,2007,0.24597
4450230_hacksta,2008,0.25806
4450230_hacksta,2009,0.25203
4450230_hacksta,2010,0.29317
4450230_hacksta,2011,0.31535
4450230_hacksta,2012,0.32245
4450230_hacksta,2013,0.31624
4450230_hacksta,2014,0.2973
4450240_skansta,2000,0.19377
4450240_skansta,2001,0.19649
4450240_skansta,2002,0.19435
4450240_skansta,2003,0.20036
4450240_skansta,2004,0.20357
4450240_skansta,2005,0.21364
4450240_skansta,2006,0.21402
4450240_skansta,2007,0.20943
4450240_skansta,2008,0.22524
4450240_skansta,2009,0.22631
4450240_skansta,2010,0.23745
4450240_skansta,2011,0.25
4450240_skansta,2012,0.26719
4450240_skansta,2013,0.2834
4450240_skansta,2014,0.26854
4450250_singo,2000,0.12389
4450250_singo,2001,0.12281
4450250_singo,2002,0.12174
4450250_singo,2003,0.14655
4450250_singo,2004,0.14754
4450250_singo,2005,0.1626
4450250_singo,2006,0.16102
4450250_singo,2007,0.176
4450250_singo,2008,0.18605
4450250_singo,2009,0.21094
4450250_singo,2010,0.2446
4450250_singo,2011,0.25185
4450250_singo,2012,0.28571
4450250_singo,2013,0.28676
4450250_singo,2014,0.28244
4450260_asatra,2000,0.10877
4450260_asatra,2001,0.11974
4450260_asatra,2002,0.1215
4450260_asatra,2003,0.12424
4450260_asatra,2004,0.14045
4450260_asatra,2005,0.17486
4450260_asatra,2006,0.16986
4450260_asatra,2007,0.16576
4450260_asatra,2008,0.17073
4450260_asatra,2009,0.18579
4450260_asatra,2010,0.18033
4450260_asatra,2011,0.18302
4450260_asatra,2012,0.17922
4450260_asatra,2013,0.19897
4450260_asatra,2014,0.19897
4450310_margretelund,2000,0.18248
4450310_margretelund,2001,0.1956
4450310_margretelund,2002,0.2071
4450310_margretelund,2003,0.22034
4450310_margretelund,2004,0.25046
4450310_margretelund,2005,0.25939
4450310_margretelund,2006,0.27305
4450310_margretelund,2007,0.28597
4450310_margretelund,2008,0.30329
4450310_margretelund,2009,0.30875
4450310_margretelund,2010,0.33276
4450310_margretelund,2011,0.35628
4450310_margretelund,2012,0.37173
4450310_margretelund,2013,0.37367
4450310_margretelund,2014,0.37876
4450320_trasatra,2000,0.17218
4450320_trasatra,2001,0.19185
4450320_trasatra,2002,0.20243
4450320_trasatra,2003,0.19478
4450320_trasatra,2004,0.20542
4450320_trasatra,2005,0.21241
4450320_trasatra,2006,0.21422
4450320_trasatra,2007,0.22812
4450320_trasatra,2008,0.23878
4450320_trasatra,2009,0.2443
4450320_trasatra,2010,0.24528
4450320_trasatra,2011,0.26215
4450320_trasatra,2012,0.26519
4450320_trasatra,2013,0.27685
4450320_trasatra,2014,0.28501
4450330_flaxenvik,2000,0.09854
4450330_flaxenvik,2001,0.1162
4450330_flaxenvik,2002,0.13399
4450330_flaxenvik,2003,0.15337
4450330_flaxenvik,2004,0.15625
4450330_flaxenvik,2005,0.16239
4450330_flaxenvik,2006,0.14754
4450330_flaxenvik,2007,0.1727
4450330_flaxenvik,2008,0.18904
4450330_flaxenvik,2009,0.18598
4450330_flaxenvik,2010,0.19474
4450330_flaxenvik,2011,0.20672
4450330_flaxenvik,2012,0.2228
4450330_flaxenvik,2013,0.23155
4450330_flaxenvik,2014,0.24337
4450340_skargardsstad,2000,0.20235
4450340_skargardsstad,2001,0.21552
4450340_skargardsstad,2002,0.22881
4450340_skargardsstad,2003,0.23319
4450340_skargardsstad,2004,0.25
4450340_skargardsstad,2005,0.25793
4450340_skargardsstad,2006,0.27235
4450340_skargardsstad,2007,0.26875
4450340_skargardsstad,2008,0.27801
4450340_skargardsstad,2009,0.28753
4450340_skargardsstad,2010,0.29424
4450340_skargardsstad,2011,0.30426
4450340_skargardsstad,2012,0.30277
4450340_skargardsstad,2013,0.30603
4450340_skargardsstad,2014,0.32829
4451231_okand,2000,0.15493
4451231_okand,2001,0.16892
4451231_okand,2002,0.17683
4451231_okand,2003,0.22826
4451231_okand,2004,0.24681
4451231_okand,2005,0.28261
4451231_okand,2006,0.32323
4451231_okand,2007,0.33225
4451231_okand,2008,0.35962
4451231_okand,2009,0.38411
4451240_norra_runo,2000,0.17033
4451240_norra_runo,2001,0.20188
4451240_norra_runo,2002,0.23043
4451240_norra_runo,2003,0.23413
4451240_norra_runo,2004,0.23282
4451240_norra_runo,2005,0.25735
4451240_norra_runo,2006,0.24643
4451240_norra_runo,2007,0.26182
4451240_norra_runo,2008,0.27682
4451240_norra_runo,2009,0.30796
4451240_norra_runo,2010,0.31164
4451240_norra_runo,2011,0.34459
4451240_norra_runo,2012,0.34021
4451240_norra_runo,2013,0.34667
4451240_norra_runo,2014,0.36304
4451250_svinninge,2000,0.18807
4451250_svinninge,2001,0.18534
4451250_svinninge,2002,0.21519
4451250_svinninge,2003,0.23047
4451250_svinninge,2004,0.22868
4451250_svinninge,2005,0.2397
4451250_svinninge,2006,0.25177
4451250_svinninge,2007,0.24399
4451250_svinninge,2008,0.26804
4451250_svinninge,2009,0.28975
4451250_svinninge,2010,0.30796
4451250_svinninge,2011,0.30435
4451250_svinninge,2012,0.29137
4451250_svinninge,2013,0.30657
4451250_svinninge,2014,0.30961
4451410_rydbo,2000,0.18797
4451410_rydbo,2001,0.1773
4451410_rydbo,2002,0.19737
4451410_rydbo,2003,0.24516
4451410_rydbo,2004,0.28169
4451410_rydbo,2005,0.35374
4451410_rydbo,2006,0.35484
4451410_rydbo,2007,0.36184
4451410_rydbo,2008,0.36486
4451410_rydbo,2009,0.36301
4451410_rydbo,2010,0.38667
4451410_rydbo,2011,0.38961
4451410_rydbo,2012,0.37086
4451410_rydbo,2013,0.40845
4451410_rydbo,2014,0.38926
4451420_svartgarn,2000,0.19774
4451420_svartgarn,2001,0.20856
4451420_svartgarn,2002,0.21287
4451420_svartgarn,2003,0.23394
4451420_svartgarn,2004,0.24771
4451420_svartgarn,2005,0.26582
4451420_svartgarn,2006,0.28571
4451420_svartgarn,2007,0.29741
4451420_svartgarn,2008,0.28926
4451420_svartgarn,2009,0.30901
4451420_svartgarn,2010,0.33333
4451420_svartgarn,2011,0.33624
4451420_svartgarn,2012,0.35242
4451420_svartgarn,2013,0.36017
4451420_svartgarn,2014,0.37603
4451430_ostra_ryds_glesbygd,2000,0.13333
4451430_ostra_ryds_glesbygd,2001,0.13333
4451430_ostra_ryds_glesbygd,2002,0.13043
4451430_ostra_ryds_glesbygd,2003,0.1087
4451430_ostra_ryds_glesbygd,2004,0.2
4451430_ostra_ryds_glesbygd,2005,0.22
4451430_ostra_ryds_glesbygd,2006,0.17021
4451430_ostra_ryds_glesbygd,2007,0.17021
4451430_ostra_ryds_glesbygd,2008,0.13043
4451430_ostra_ryds_glesbygd,2009,0.10417
4451430_ostra_ryds_glesbygd,2010,0.13333
4451430_ostra_ryds_glesbygd,2011,0.17778
4451430_ostra_ryds_glesbygd,2012,0.19565
4451430_ostra_ryds_glesbygd,2013,0.2381
4451430_ostra_ryds_glesbygd,2014,0.19149
5610200_mortnas,2000,0.22945
5610200_mortnas,2001,0.25806
5610200_mortnas,2002,0.263
5610200_mortnas,2003,0.28485
5610200_mortnas,2004,0.2997
5610200_mortnas,2005,0.32486
5610200_mortnas,2006,0.31319
5610200_mortnas,2007,0.34688
5610200_mortnas,2008,0.376
5610200_mortnas,2009,0.39481
5610200_mortnas,2010,0.40415
5610200_mortnas,2011,0.43301
5610200_mortnas,2012,0.44762
5610200_mortnas,2013,0.44592
5610200_mortnas,2014,0.43393
5610500_okand,2000,0.25092
5610500_okand,2001,0.24088
5610500_okand,2002,0.25091
5610500_okand,2003,0.26259
5610500_okand,2004,0.25448
5610500_okand,2005,0.28276
5610500_okand,2006,0.28866
5610500_okand,2007,0.29252
5610500_okand,2008,0.30743
5610500_okand,2009,0.29371
5611110_munkmora,2000,0.10224
5611110_munkmora,2001,0.10302
5611110_munkmora,2002,0.11084
5611110_munkmora,2003,0.11346
5611110_munkmora,2004,0.10933
5611110_munkmora,2005,0.10959
5611110_munkmora,2006,0.12011
5611110_munkmora,2007,0.1185
5611110_munkmora,2008,0.1268
5611110_munkmora,2009,0.13105
5611110_munkmora,2010,0.1404
5611110_munkmora,2011,0.14815
5611110_munkmora,2012,0.1474
5611110_munkmora,2013,0.1493
5611110_munkmora,2014,0.15676
5611120_lugnet_flerbostadshus,2000,0.09677
5611120_lugnet_flerbostadshus,2001,0.12219
5611120_lugnet_flerbostadshus,2002,0.14901
5611120_lugnet_flerbostadshus,2003,0.13194
5611120_lugnet_flerbostadshus,2004,0.1322
5611120_lugnet_flerbostadshus,2005,0.1383
5611120_lugnet_flerbostadshus,2006,0.13149
5611120_lugnet_flerbostadshus,2007,0.13091
5611120_lugnet_flerbostadshus,2008,0.11594
5611120_lugnet_flerbostadshus,2009,0.1
5611120_lugnet_flerbostadshus,2010,0.10584
5611120_lugnet_flerbostadshus,2011,0.11552
5611120_lugnet_flerbostadshus,2012,0.14235
5611120_lugnet_flerbostadshus,2013,0.13732
5611120_lugnet_flerbostadshus,2014,0.14334
5611130_lugnet_smahus,2000,0.17746
5611130_lugnet_smahus,2001,0.17978
5611130_lugnet_smahus,2002,0.19643
5611130_lugnet_smahus,2003,0.20181
5611130_lugnet_smahus,2004,0.19648
5611130_lugnet_smahus,2005,0.21856
5611130_lugnet_smahus,2006,0.22424
5611130_lugnet_smahus,2007,0.23148
5611130_lugnet_smahus,2008,0.24159
5611130_lugnet_smahus,2009,0.25767
5611130_lugnet_smahus,2010,0.24691
5611130_lugnet_smahus,2011,0.24765
5611130_lugnet_smahus,2012,0.25552
5611130_lugnet_smahus,2013,0.26557
5611130_lugnet_smahus,2014,0.28571
5611140_hojdhagen,2000,0.18443
5611140_hojdhagen,2001,0.19342
5611140_hojdhagen,2002,0.20332
5611140_hojdhagen,2003,0.19679
5611140_hojdhagen,2004,0.20332
5611140_hojdhagen,2005,0.22951
5611140_hojdhagen,2006,0.252
5611140_hojdhagen,2007,0.26744
5611140_hojdhagen,2008,0.296
5611140_hojdhagen,2009,0.3098
5611140_hojdhagen,2010,0.30241
5611140_hojdhagen,2011,0.36076
5611140_hojdhagen,2012,0.38739
5611140_hojdhagen,2013,0.37808
5611140_hojdhagen,2014,0.43902
5611150_okand,2000,0.19934
5611150_okand,2001,0.19968
5611150_okand,2002,0.19596
5611150_okand,2003,0.19122
5611150_okand,2004,0.24118
5611150_okand,2005,0.2583
5611150_okand,2006,0.27008
5611150_okand,2007,0.28074
5611150_okand,2008,0.29862
5611150_okand,2009,0.30648
5611160_osby_grind,2000,0.11905
5611160_osby_grind,2001,0.15663
5611160_osby_grind,2002,0.16667
5611160_osby_grind,2003,0.19048
5611160_osby_grind,2004,0.20253
5611160_osby_grind,2005,0.225
5611160_osby_grind,2006,0.24051
5611160_osby_grind,2007,0.28916
5611160_osby_grind,2008,0.29412
5611160_osby_grind,2009,0.32143
5611160_osby_grind,2010,0.30952
5611160_osby_grind,2011,0.32184
5611160_osby_grind,2012,0.35632
5611160_osby_grind,2013,0.32927
5611160_osby_grind,2014,0.36145
5611170_osbydalen,2000,0.14861
5611170_osbydalen,2001,0.17136
5611170_osbydalen,2002,0.17424
5611170_osbydalen,2003,0.18557
5611170_osbydalen,2004,0.18135
5611170_osbydalen,2005,0.208
5611170_osbydalen,2006,0.20479
5611170_osbydalen,2007,0.22427
5611170_osbydalen,2008,0.22995
5611170_osbydalen,2009,0.22133
5611170_osbydalen,2010,0.24074
5611170_osbydalen,2011,0.24934
5611170_osbydalen,2012,0.26053
5611170_osbydalen,2013,0.26579
5611170_osbydalen,2014,0.28919
5611190_holmviksskogen,2000,0.0995
5611190_holmviksskogen,2001,0.12245
5611190_holmviksskogen,2002,0.1641
5611190_holmviksskogen,2003,0.15344
5611190_holmviksskogen,2004,0.13966
5611190_holmviksskogen,2005,0.15934
5611190_holmviksskogen,2006,0.12973
5611190_holmviksskogen,2007,0.14444
5611190_holmviksskogen,2008,0.15029
5611190_holmviksskogen,2009,0.13772
5611190_holmviksskogen,2010,0.16
5611190_holmviksskogen,2011,0.16854
5611190_holmviksskogen,2012,0.17544
5611190_holmviksskogen,2013,0.17442
5611190_holmviksskogen,2014,0.20571
5620100_brunn,2000,0.14516
5620100_brunn,2001,0.16535
5620100_brunn,2002,0.16667
5620100_brunn,2003,0.16412
5620100_brunn,2004,0.17978
5620100_brunn,2005,0.19703
5620100_brunn,2006,0.18773
5620100_brunn,2007,0.22015
5620100_brunn,2008,0.2197
5620100_brunn,2009,0.22353
5620100_brunn,2010,0.23695
5620100_brunn,2011,0.26482
5620100_brunn,2012,0.25703
5620100_brunn,2013,0.272
5620100_brunn,2014,0.28571
5620510_okand,2000,0.18711
5620510_okand,2001,0.19355
5620510_okand,2002,0.1903
5620510_okand,2003,0.20965
5620510_okand,2004,0.22628
5620510_okand,2005,0.22719
5620510_okand,2006,0.22954
5620510_okand,2007,0.23868
5620510_okand,2008,0.25997
5620510_okand,2009,0.27104
5620520_sydvastra_ingaro,2000,0.17899
5620520_sydvastra_ingaro,2001,0.17794
5620520_sydvastra_ingaro,2002,0.20202
