basomrade,year,cumulative_immigration_surplus_male
1210320_ekhagen,2009,-166
1210320_ekhagen,2010,-88
1210320_ekhagen,2011,-22
1210320_ekhagen,2012,-44
1210320_ekhagen,2013,-48
1210320_ekhagen,2014,-114
1210330_frescati,2000,-12
1210330_frescati,2001,-11
1210330_frescati,2002,-11
1210330_frescati,2003,-16
1210330_frescati,2004,-20
1210330_frescati,2005,-32
1210330_frescati,2006,-32
1210330_frescati,2007,-28
1210330_frescati,2008,-30
1210330_frescati,2009,-30
1210330_frescati,2010,-24
1210330_frescati,2011,-27
1210330_frescati,2012,-27
1210330_frescati,2013,-88
1210330_frescati,2014,-85
1210410_centrala_hjorthagen,2000,26
1210410_centrala_hjorthagen,2001,50
1210410_centrala_hjorthagen,2002,41
1210410_centrala_hjorthagen,2003,44
1210410_centrala_hjorthagen,2004,25
1210410_centrala_hjorthagen,2005,18
1210410_centrala_hjorthagen,2006,17
1210410_centrala_hjorthagen,2007,13
1210410_centrala_hjorthagen,2008,9
1210410_centrala_hjorthagen,2009,-25
1210410_centrala_hjorthagen,2010,-20
1210410_centrala_hjorthagen,2011,-39
1210410_centrala_hjorthagen,2012,-24
1210410_centrala_hjorthagen,2013,-24
1210410_centrala_hjorthagen,2014,-11
1220110_ostermalmshallen,2000,-6
1220110_ostermalmshallen,2001,-7
1220110_ostermalmshallen,2002,-18
1220110_ostermalmshallen,2003,-23
1220110_ostermalmshallen,2004,-19
1220110_ostermalmshallen,2005,-16
1220110_ostermalmshallen,2006,-27
1220110_ostermalmshallen,2007,-34
1220110_ostermalmshallen,2008,-31
1220110_ostermalmshallen,2009,-38
1220110_ostermalmshallen,2010,-60
1220110_ostermalmshallen,2011,-73
1220110_ostermalmshallen,2012,-72
1220110_ostermalmshallen,2013,-87
1220110_ostermalmshallen,2014,-60
1220120_dramatiska_teatern,2000,7
1220120_dramatiska_teatern,2001,16
1220120_dramatiska_teatern,2002,15
1220120_dramatiska_teatern,2003,3
1220120_dramatiska_teatern,2004,3
1220120_dramatiska_teatern,2005,1
1220120_dramatiska_teatern,2006,1
1220120_dramatiska_teatern,2007,10
1220120_dramatiska_teatern,2008,9
1220120_dramatiska_teatern,2009,16
1220120_dramatiska_teatern,2010,9
1220120_dramatiska_teatern,2011,5
1220120_dramatiska_teatern,2012,13
1220120_dramatiska_teatern,2013,18
1220120_dramatiska_teatern,2014,19
1220130_ostermalmstorg,2000,-22
1220130_ostermalmstorg,2001,-26
1220130_ostermalmstorg,2002,-22
1220130_ostermalmstorg,2003,-10
1220130_ostermalmstorg,2004,-36
1220130_ostermalmstorg,2005,-8
1220130_ostermalmstorg,2006,-4
1220130_ostermalmstorg,2007,-35
1220130_ostermalmstorg,2008,-17
1220130_ostermalmstorg,2009,-6
1220130_ostermalmstorg,2010,31
1220130_ostermalmstorg,2011,21
1220130_ostermalmstorg,2012,-8
1220130_ostermalmstorg,2013,5
1220130_ostermalmstorg,2014,22
1220140_skvalberget,2000,9
1220140_skvalberget,2001,2
1220140_skvalberget,2002,2
1220140_skvalberget,2003,2
1220140_skvalberget,2004,-7
1220140_skvalberget,2005,-4
1220140_skvalberget,2006,-4
1220140_skvalberget,2007,-10
1220140_skvalberget,2008,-1
1220140_skvalberget,2009,-5
1220140_skvalberget,2010,7
1220140_skvalberget,2011,-7
1220140_skvalberget,2012,-2
1220140_skvalberget,2013,-6
1220140_skvalberget,2014,-10
1220150_tyskbagaromradet,2000,7
1220150_tyskbagaromradet,2001,28
1220150_tyskbagaromradet,2002,19
1220150_tyskbagaromradet,2003,3
1220150_tyskbagaromradet,2004,-20
1220150_tyskbagaromradet,2005,-15
1220150_tyskbagaromradet,2006,-26
1220150_tyskbagaromradet,2007,-6
1220150_tyskbagaromradet,2008,-16
1220150_tyskbagaromradet,2009,-12
1220150_tyskbagaromradet,2010,-52
1220150_tyskbagaromradet,2011,-61
1220150_tyskbagaromradet,2012,-84
1220150_tyskbagaromradet,2013,-102
1220150_tyskbagaromradet,2014,-165
1220160_hedvig_eleonora_kyrka,2000,14
1220160_hedvig_eleonora_kyrka,2001,-2
1220160_hedvig_eleonora_kyrka,2002,1
1220160_hedvig_eleonora_kyrka,2003,-2
1220160_hedvig_eleonora_kyrka,2004,-2
1220160_hedvig_eleonora_kyrka,2005,-10
1220160_hedvig_eleonora_kyrka,2006,-22
1220160_hedvig_eleonora_kyrka,2007,-38
1220160_hedvig_eleonora_kyrka,2008,-21
1220160_hedvig_eleonora_kyrka,2009,-25
1220160_hedvig_eleonora_kyrka,2010,-9
1220160_hedvig_eleonora_kyrka,2011,-26
1220160_hedvig_eleonora_kyrka,2012,-34
1220160_hedvig_eleonora_kyrka,2013,-35
1220160_hedvig_eleonora_kyrka,2014,-33
1220170_kronkvarnen,2000,-10
1220170_kronkvarnen,2001,-17
1220170_kronkvarnen,2002,-11
1220170_kronkvarnen,2003,-31
1220170_kronkvarnen,2004,-31
1220170_kronkvarnen,2005,-22
1220170_kronkvarnen,2006,-24
1220170_kronkvarnen,2007,-17
1220170_kronkvarnen,2008,-18
1220170_kronkvarnen,2009,-3
1220170_kronkvarnen,2010,-9
1220170_kronkvarnen,2011,-12
1220170_kronkvarnen,2012,-21
1220170_kronkvarnen,2013,-11
1220170_kronkvarnen,2014,-19
1230110_karlaplan,2000,-9
1230110_karlaplan,2001,-9
1230110_karlaplan,2002,-17
1230110_karlaplan,2003,-11
1230110_karlaplan,2004,-14
1230110_karlaplan,2005,-4
1230110_karlaplan,2006,-15
1230110_karlaplan,2007,-14
1230110_karlaplan,2008,-15
1230110_karlaplan,2009,-15
1230110_karlaplan,2010,-3
1230110_karlaplan,2011,7
1230110_karlaplan,2012,6
1230110_karlaplan,2013,-12
1230110_karlaplan,2014,-4
1230120_historiska_museet,2000,38
1230120_historiska_museet,2001,34
1230120_historiska_museet,2002,30
1230120_historiska_museet,2003,52
1230120_historiska_museet,2004,35
1230120_historiska_museet,2005,8
1230120_historiska_museet,2006,10
1230120_historiska_museet,2007,7
1230120_historiska_museet,2008,-23
1230120_historiska_museet,2009,0
1230120_historiska_museet,2010,-20
1230120_historiska_museet,2011,-27
1230120_historiska_museet,2012,-16
1230120_historiska_museet,2013,-15
1230120_historiska_museet,2014,-7
1230130_strandvagen,2000,52
1230130_strandvagen,2001,39
1230130_strandvagen,2002,25
1230130_strandvagen,2003,40
1230130_strandvagen,2004,23
1230130_strandvagen,2005,-7
1230130_strandvagen,2006,-44
1230130_strandvagen,2007,-84
1230130_strandvagen,2008,-84
1230130_strandvagen,2009,-80
1230130_strandvagen,2010,-150
1230130_strandvagen,2011,-195
1230130_strandvagen,2012,-257
1230130_strandvagen,2013,-236
1230130_strandvagen,2014,-274
1230140_oscarskyrkan,2000,16
1230140_oscarskyrkan,2001,13
1230140_oscarskyrkan,2002,-2
1230140_oscarskyrkan,2003,-19
1230140_oscarskyrkan,2004,-5
1230140_oscarskyrkan,2005,-9
1230140_oscarskyrkan,2006,11
1230140_oscarskyrkan,2007,16
1230140_oscarskyrkan,2008,39
1230140_oscarskyrkan,2009,36
1230140_oscarskyrkan,2010,50
1230140_oscarskyrkan,2011,46
1230140_oscarskyrkan,2012,37
1230140_oscarskyrkan,2013,41
1230140_oscarskyrkan,2014,23
1230161_gustav_adolfskyrkan_v,2000,-7
1230161_gustav_adolfskyrkan_v,2001,-2
1230161_gustav_adolfskyrkan_v,2002,-13
1230161_gustav_adolfskyrkan_v,2003,4
1230161_gustav_adolfskyrkan_v,2004,-3
1230161_gustav_adolfskyrkan_v,2005,-6
1230161_gustav_adolfskyrkan_v,2006,-11
1230161_gustav_adolfskyrkan_v,2007,-9
1230161_gustav_adolfskyrkan_v,2008,-16
1230161_gustav_adolfskyrkan_v,2009,4
1230161_gustav_adolfskyrkan_v,2010,-1
1230161_gustav_adolfskyrkan_v,2011,9
1230161_gustav_adolfskyrkan_v,2012,18
1230161_gustav_adolfskyrkan_v,2013,51
1230161_gustav_adolfskyrkan_v,2014,71
1230162_gustav_adolfskyrkan_o,2000,10
1230162_gustav_adolfskyrkan_o,2001,1
1230162_gustav_adolfskyrkan_o,2002,-12
1230162_gustav_adolfskyrkan_o,2003,-8
1230162_gustav_adolfskyrkan_o,2004,17
1230162_gustav_adolfskyrkan_o,2005,31
1230162_gustav_adolfskyrkan_o,2006,39
1230162_gustav_adolfskyrkan_o,2007,59
1230162_gustav_adolfskyrkan_o,2008,63
1230162_gustav_adolfskyrkan_o,2009,82
1230162_gustav_adolfskyrkan_o,2010,93
1230162_gustav_adolfskyrkan_o,2011,111
1230162_gustav_adolfskyrkan_o,2012,130
1230162_gustav_adolfskyrkan_o,2013,158
1230162_gustav_adolfskyrkan_o,2014,109
1230210_djurgardsstaden,2000,-3
1230210_djurgardsstaden,2001,8
1230210_djurgardsstaden,2002,22
1230210_djurgardsstaden,2003,26
1230210_djurgardsstaden,2004,26
1230210_djurgardsstaden,2005,34
1230210_djurgardsstaden,2006,32
1230210_djurgardsstaden,2007,20
1230210_djurgardsstaden,2008,31
1230210_djurgardsstaden,2009,26
1230210_djurgardsstaden,2010,30
1230210_djurgardsstaden,2011,39
1230210_djurgardsstaden,2012,34
1230210_djurgardsstaden,2013,39
1230210_djurgardsstaden,2014,35
1230220_sodra_djurgarden,2000,3
1230220_sodra_djurgarden,2001,5
1230220_sodra_djurgarden,2002,0
1230220_sodra_djurgarden,2003,10
1230220_sodra_djurgarden,2004,17
1230220_sodra_djurgarden,2005,16
1230220_sodra_djurgarden,2006,6
1230220_sodra_djurgarden,2007,17
1230220_sodra_djurgarden,2008,-2
1230220_sodra_djurgarden,2009,-1
1230220_sodra_djurgarden,2010,-4
1230220_sodra_djurgarden,2011,-1
1230220_sodra_djurgarden,2012,-1
1230220_sodra_djurgarden,2013,-7
1230220_sodra_djurgarden,2014,-3
1230300_hastgardet,2000,7
1230300_hastgardet,2001,2
1230300_hastgardet,2002,-27
1230300_hastgardet,2003,-71
1230300_hastgardet,2004,-84
1230300_hastgardet,2005,-67
1230300_hastgardet,2006,-81
1230300_hastgardet,2007,-32
1230300_hastgardet,2008,99
1230300_hastgardet,2009,112
1230300_hastgardet,2010,102
1230300_hastgardet,2011,114
1230300_hastgardet,2012,95
1230300_hastgardet,2013,87
1230300_hastgardet,2014,69
1230310_olaus_petri_kyrka,2000,9
1230310_olaus_petri_kyrka,2001,38
1230310_olaus_petri_kyrka,2002,23
1230310_olaus_petri_kyrka,2003,25
1230310_olaus_petri_kyrka,2004,-17
1230310_olaus_petri_kyrka,2005,4
1230310_olaus_petri_kyrka,2006,-1
1230310_olaus_petri_kyrka,2007,33
1230310_olaus_petri_kyrka,2008,74
1230310_olaus_petri_kyrka,2009,91
1230310_olaus_petri_kyrka,2010,141
1230310_olaus_petri_kyrka,2011,118
1230310_olaus_petri_kyrka,2012,124
1230310_olaus_petri_kyrka,2013,128
1230310_olaus_petri_kyrka,2014,124
1230320_tessinparken,2000,20
1230320_tessinparken,2001,53
1230320_tessinparken,2002,64
1230320_tessinparken,2003,69
1230320_tessinparken,2004,96
1230320_tessinparken,2005,83
1230320_tessinparken,2006,82
1230320_tessinparken,2007,112
1230320_tessinparken,2008,139
1230320_tessinparken,2009,161
1230320_tessinparken,2010,134
1230320_tessinparken,2011,123
1230320_tessinparken,2012,149
1230320_tessinparken,2013,143
1230320_tessinparken,2014,142
1230330_smedsbacken,2000,37
1230330_smedsbacken,2001,20
1230330_smedsbacken,2002,-33
1230330_smedsbacken,2003,39
1230330_smedsbacken,2004,25
1230330_smedsbacken,2005,9
1230330_smedsbacken,2006,56
1230330_smedsbacken,2007,85
1230330_smedsbacken,2008,118
1230330_smedsbacken,2009,195
1230330_smedsbacken,2010,206
1230330_smedsbacken,2011,247
1230330_smedsbacken,2012,225
1230330_smedsbacken,2013,253
1230330_smedsbacken,2014,236
1230350_kampementsbacken,2000,25
1230350_kampementsbacken,2001,35
1230350_kampementsbacken,2002,42
1230350_kampementsbacken,2003,46
1230350_kampementsbacken,2004,39
1230350_kampementsbacken,2005,47
1230350_kampementsbacken,2006,68
1230350_kampementsbacken,2007,182
1230350_kampementsbacken,2008,188
1230350_kampementsbacken,2009,218
1230350_kampementsbacken,2010,252
1230350_kampementsbacken,2011,270
1230350_kampementsbacken,2012,296
1230350_kampementsbacken,2013,331
1230350_kampementsbacken,2014,350
1230360_oregrundsgatan,2000,-5
1230360_oregrundsgatan,2001,-33
1230360_oregrundsgatan,2002,-59
1230360_oregrundsgatan,2003,-71
1230360_oregrundsgatan,2004,-42
1230360_oregrundsgatan,2005,6
1230360_oregrundsgatan,2006,21
1230360_oregrundsgatan,2007,19
1230360_oregrundsgatan,2008,14
1230360_oregrundsgatan,2009,31
1230360_oregrundsgatan,2010,85
1230360_oregrundsgatan,2011,116
1230360_oregrundsgatan,2012,100
1230360_oregrundsgatan,2013,107
1230360_oregrundsgatan,2014,103
1230390_ladugardsgardet,2000,1
1230390_ladugardsgardet,2001,-3
1230390_ladugardsgardet,2002,-3
1230390_ladugardsgardet,2003,6
1230390_ladugardsgardet,2004,-6
1230390_ladugardsgardet,2005,-8
1230390_ladugardsgardet,2006,-7
1230390_ladugardsgardet,2007,-17
1230390_ladugardsgardet,2008,-9
1230390_ladugardsgardet,2009,-17
1230390_ladugardsgardet,2010,-17
1230390_ladugardsgardet,2011,-14
1230390_ladugardsgardet,2012,-12
1230390_ladugardsgardet,2013,-12
1230390_ladugardsgardet,2014,-11
1310100_stadshuset,2000,4
1310100_stadshuset,2001,14
1310100_stadshuset,2002,18
1310100_stadshuset,2003,37
1310100_stadshuset,2004,54
1310100_stadshuset,2005,71
1310100_stadshuset,2006,76
1310100_stadshuset,2007,84
1310100_stadshuset,2008,91
1310100_stadshuset,2009,105
1310100_stadshuset,2010,111
1310100_stadshuset,2011,123
1310100_stadshuset,2012,133
1310100_stadshuset,2013,147
1310100_stadshuset,2014,163
1310110_eira,2000,25
1310110_eira,2001,36
1310110_eira,2002,14
1310110_eira,2003,31
1310110_eira,2004,15
1310110_eira,2005,33
1310110_eira,2006,82
1310110_eira,2007,54
1310110_eira,2008,53
1310110_eira,2009,62
1310110_eira,2010,25
1310110_eira,2011,9
1310110_eira,2012,32
1310110_eira,2013,22
1310110_eira,2014,16
1310120_kungsklippan,2000,-25
1310120_kungsklippan,2001,-40
1310120_kungsklippan,2002,-69
1310120_kungsklippan,2003,-69
1310120_kungsklippan,2004,-61
1310120_kungsklippan,2005,-77
1310120_kungsklippan,2006,-94
1310120_kungsklippan,2007,-83
1310120_kungsklippan,2008,-76
1310120_kungsklippan,2009,-52
1310120_kungsklippan,2010,-111
1310120_kungsklippan,2011,-103
1310120_kungsklippan,2012,-81
1310120_kungsklippan,2013,-97
1310120_kungsklippan,2014,-88
1310130_kungsbroplan,2000,-33
1310130_kungsbroplan,2001,-11
1310130_kungsbroplan,2002,-22
1310130_kungsbroplan,2003,-25
1310130_kungsbroplan,2004,-29
1310130_kungsbroplan,2005,-21
1310130_kungsbroplan,2006,-16
1310130_kungsbroplan,2007,-24
1310130_kungsbroplan,2008,-41
1310130_kungsbroplan,2009,-28
1310130_kungsbroplan,2010,-30
1310130_kungsbroplan,2011,-42
1310130_kungsbroplan,2012,-25
1310130_kungsbroplan,2013,-45
1310130_kungsbroplan,2014,-43
1310140_tekniska_namndhuset,2000,1
1310140_tekniska_namndhuset,2001,-4
1310140_tekniska_namndhuset,2002,2
1310140_tekniska_namndhuset,2003,0
1310140_tekniska_namndhuset,2004,0
1310140_tekniska_namndhuset,2005,-7
1310140_tekniska_namndhuset,2006,-4
1310140_tekniska_namndhuset,2007,-5
1310140_tekniska_namndhuset,2008,-1
1310140_tekniska_namndhuset,2009,-2
1310140_tekniska_namndhuset,2010,-6
1310140_tekniska_namndhuset,2011,7
1310140_tekniska_namndhuset,2012,16
1310140_tekniska_namndhuset,2013,18
1310140_tekniska_namndhuset,2014,13
1310150_landstingshuset,2000,-10
1310150_landstingshuset,2001,7
1310150_landstingshuset,2002,18
1310150_landstingshuset,2003,8
1310150_landstingshuset,2004,24
1310150_landstingshuset,2005,38
1310150_landstingshuset,2006,28
1310150_landstingshuset,2007,13
1310150_landstingshuset,2008,30
1310150_landstingshuset,2009,42
1310150_landstingshuset,2010,39
1310150_landstingshuset,2011,21
1310150_landstingshuset,2012,7
1310150_landstingshuset,2013,13
1310150_landstingshuset,2014,12
1310160_pontonjarparken,2000,-2
1310160_pontonjarparken,2001,-23
1310160_pontonjarparken,2002,-41
1310160_pontonjarparken,2003,-20
1310160_pontonjarparken,2004,-13
1310160_pontonjarparken,2005,3
1310160_pontonjarparken,2006,-39
1310160_pontonjarparken,2007,-48
1310160_pontonjarparken,2008,-51
1310160_pontonjarparken,2009,-53
1310160_pontonjarparken,2010,-44
1310160_pontonjarparken,2011,-54
1310160_pontonjarparken,2012,-94
1310160_pontonjarparken,2013,-95
1310160_pontonjarparken,2014,-113
1310170_s_t_eriks_sjukhus,2000,0
1310170_s_t_eriks_sjukhus,2001,-15
1310170_s_t_eriks_sjukhus,2002,-30
1310170_s_t_eriks_sjukhus,2003,-40
1310170_s_t_eriks_sjukhus,2004,-68
1310170_s_t_eriks_sjukhus,2005,-82
1310170_s_t_eriks_sjukhus,2006,-89
1310170_s_t_eriks_sjukhus,2007,-116
1310170_s_t_eriks_sjukhus,2008,-112
1310170_s_t_eriks_sjukhus,2009,-110
1310170_s_t_eriks_sjukhus,2010,-103
1310170_s_t_eriks_sjukhus,2011,-103
1310170_s_t_eriks_sjukhus,2012,-107
1310170_s_t_eriks_sjukhus,2013,-104
1310170_s_t_eriks_sjukhus,2014,-113
1310180_wargentinsgatan,2000,12
1310180_wargentinsgatan,2001,6
1310180_wargentinsgatan,2002,15
1310180_wargentinsgatan,2003,40
1310180_wargentinsgatan,2004,12
1310180_wargentinsgatan,2005,31
1310180_wargentinsgatan,2006,33
1310180_wargentinsgatan,2007,27
1310180_wargentinsgatan,2008,18
1310180_wargentinsgatan,2009,6
1310180_wargentinsgatan,2010,-13
1310180_wargentinsgatan,2011,-26
1310180_wargentinsgatan,2012,-62
1310180_wargentinsgatan,2013,-78
1310180_wargentinsgatan,2014,-70
1310190_kronoberg,2000,-33
1310190_kronoberg,2001,-49
1310190_kronoberg,2002,-52
1310190_kronoberg,2003,-50
1310190_kronoberg,2004,-28
1310190_kronoberg,2005,-18
1310190_kronoberg,2006,-43
1310190_kronoberg,2007,-72
1310190_kronoberg,2008,-93
1310190_kronoberg,2009,-81
1310190_kronoberg,2010,-96
1310190_kronoberg,2011,-74
1310190_kronoberg,2012,-67
1310190_kronoberg,2013,-89
1310190_kronoberg,2014,-119
1320110_karlsvik,2000,-9
1320110_karlsvik,2001,22
1320110_karlsvik,2002,-21
1320110_karlsvik,2003,-11
1320110_karlsvik,2004,-29
1320110_karlsvik,2005,-25
1320110_karlsvik,2006,-49
1320110_karlsvik,2007,-57
1320110_karlsvik,2008,-79
1320110_karlsvik,2009,-81
1320110_karlsvik,2010,-100
1320110_karlsvik,2011,-116
1320110_karlsvik,2012,-129
1320110_karlsvik,2013,-124
1320110_karlsvik,2014,-158
1320120_hemmet,2000,5
1320120_hemmet,2001,6
1320120_hemmet,2002,19
1320120_hemmet,2003,12
1320120_hemmet,2004,15
1320120_hemmet,2005,24
1320120_hemmet,2006,102
1320120_hemmet,2007,122
1320120_hemmet,2008,124
1320120_hemmet,2009,103
1320120_hemmet,2010,112
1320120_hemmet,2011,116
1320120_hemmet,2012,134
1320120_hemmet,2013,144
1320120_hemmet,2014,143
1320130_fridhemsplan,2000,11
1320130_fridhemsplan,2001,23
1320130_fridhemsplan,2002,70
1320130_fridhemsplan,2003,75
1320130_fridhemsplan,2004,83
1320130_fridhemsplan,2005,97
1320130_fridhemsplan,2006,94
1320130_fridhemsplan,2007,78
1320130_fridhemsplan,2008,81
1320130_fridhemsplan,2009,84
1320130_fridhemsplan,2010,74
1320130_fridhemsplan,2011,72
1320130_fridhemsplan,2012,59
1320130_fridhemsplan,2013,68
1320130_fridhemsplan,2014,44
1320140_s_t_eriksgatan,2000,20
1320140_s_t_eriksgatan,2001,32
1320140_s_t_eriksgatan,2002,35
1320140_s_t_eriksgatan,2003,45
1320140_s_t_eriksgatan,2004,11
1320140_s_t_eriksgatan,2005,24
1320140_s_t_eriksgatan,2006,28
1320140_s_t_eriksgatan,2007,0
1320140_s_t_eriksgatan,2008,22
1320140_s_t_eriksgatan,2009,-7
1320140_s_t_eriksgatan,2010,-33
1320140_s_t_eriksgatan,2011,-70
1320140_s_t_eriksgatan,2012,-78
1320140_s_t_eriksgatan,2013,-54
1320140_s_t_eriksgatan,2014,-109
1320150_alstromergatan,2000,4
1320150_alstromergatan,2001,-14
1320150_alstromergatan,2002,6
1320150_alstromergatan,2003,7
1320150_alstromergatan,2004,4
1320150_alstromergatan,2005,12
1320150_alstromergatan,2006,-46
1320150_alstromergatan,2007,-12
1320150_alstromergatan,2008,-73
1320150_alstromergatan,2009,-70
1320150_alstromergatan,2010,-59
1320150_alstromergatan,2011,-112
1320150_alstromergatan,2012,-143
1320150_alstromergatan,2013,-152
1320150_alstromergatan,2014,-190
1320210_ralambshov,2000,-8
1320210_ralambshov,2001,-3
1320210_ralambshov,2002,15
1320210_ralambshov,2003,12
1320210_ralambshov,2004,16
1320210_ralambshov,2005,20
1320210_ralambshov,2006,13
1320210_ralambshov,2007,12
1320210_ralambshov,2008,30
1320210_ralambshov,2009,172
1320210_ralambshov,2010,170
1320210_ralambshov,2011,171
1320210_ralambshov,2012,164
1320210_ralambshov,2013,167
1320210_ralambshov,2014,179
1320220_svedbergsplan,2000,5
1320220_svedbergsplan,2001,14
1320220_svedbergsplan,2002,14
1320220_svedbergsplan,2003,17
1320220_svedbergsplan,2004,6
1320220_svedbergsplan,2005,9
1320220_svedbergsplan,2006,-11
1320220_svedbergsplan,2007,-9
1320220_svedbergsplan,2008,-19
1320220_svedbergsplan,2009,-14
1320220_svedbergsplan,2010,1
1320220_svedbergsplan,2011,2
1320220_svedbergsplan,2012,-5
1320220_svedbergsplan,2013,1
1320220_svedbergsplan,2014,-6
1320240_mariebergsparken,2000,8
1320240_mariebergsparken,2001,18
1320240_mariebergsparken,2002,28
1320240_mariebergsparken,2003,76
1320240_mariebergsparken,2004,103
1320240_mariebergsparken,2005,103
1320240_mariebergsparken,2006,112
1320240_mariebergsparken,2007,111
1320240_mariebergsparken,2008,120
1320240_mariebergsparken,2009,116
1320240_mariebergsparken,2010,126
1320240_mariebergsparken,2011,142
1320240_mariebergsparken,2012,156
1320240_mariebergsparken,2013,170
1320240_mariebergsparken,2014,178
1320310_ostra_stadshagen,2000,17
1320310_ostra_stadshagen,2001,31
1320310_ostra_stadshagen,2002,64
1320310_ostra_stadshagen,2003,55
1320310_ostra_stadshagen,2004,50
1320310_ostra_stadshagen,2005,39
1320310_ostra_stadshagen,2006,-40
1320310_ostra_stadshagen,2007,-63
1320310_ostra_stadshagen,2008,-23
1320310_ostra_stadshagen,2009,-38
1320310_ostra_stadshagen,2010,-17
1320310_ostra_stadshagen,2011,56
1320310_ostra_stadshagen,2012,36
1320310_ostra_stadshagen,2013,39
1320310_ostra_stadshagen,2014,35
1320330_lindhagensplan,2010,64
1320330_lindhagensplan,2011,62
1320330_lindhagensplan,2012,62
1320330_lindhagensplan,2013,54
1320330_lindhagensplan,2014,53
1320410_vastra_kristineberg,2000,-20
1320410_vastra_kristineberg,2001,36
1320410_vastra_kristineberg,2002,32
1320410_vastra_kristineberg,2003,17
1320410_vastra_kristineberg,2004,-31
1320410_vastra_kristineberg,2005,-47
1320410_vastra_kristineberg,2006,-22
1320410_vastra_kristineberg,2007,-55
1320410_vastra_kristineberg,2008,-91
1320410_vastra_kristineberg,2009,-83
