basomrade,year,employment_rate_aged_20_64_male
5211220_eriksberg,2012,0.87379
5211220_eriksberg,2013,0.86265
5211220_eriksberg,2014,0.88107
5211230_ramsdalen,2000,0.87336
5211230_ramsdalen,2001,0.87073
5211230_ramsdalen,2002,0.85248
5211230_ramsdalen,2003,0.86013
5211230_ramsdalen,2004,0.86125
5211230_ramsdalen,2005,0.85354
5211230_ramsdalen,2006,0.85665
5211230_ramsdalen,2007,0.87884
5211230_ramsdalen,2008,0.87207
5211230_ramsdalen,2009,0.86754
5211230_ramsdalen,2010,0.88235
5211230_ramsdalen,2011,0.9031
5211230_ramsdalen,2012,0.91935
5211230_ramsdalen,2013,0.91535
5211230_ramsdalen,2014,0.89804
5211320_brandbergens_industriomr,2000,0.73262
5211320_brandbergens_industriomr,2001,0.76087
5211320_brandbergens_industriomr,2002,0.79121
5211320_brandbergens_industriomr,2003,0.76536
5211320_brandbergens_industriomr,2004,0.72619
5211320_brandbergens_industriomr,2005,0.71605
5211320_brandbergens_industriomr,2006,0.7619
5211320_brandbergens_industriomr,2007,0.7716
5211320_brandbergens_industriomr,2008,0.7619
5211320_brandbergens_industriomr,2009,0.75309
5211320_brandbergens_industriomr,2010,0.75145
5211320_brandbergens_industriomr,2011,0.77011
5211320_brandbergens_industriomr,2012,0.72432
5211320_brandbergens_industriomr,2013,0.73711
5211320_brandbergens_industriomr,2014,0.75635
5211330_brandbergen_flerbost_hus,2000,0.72745
5211330_brandbergen_flerbost_hus,2001,0.73529
5211330_brandbergen_flerbost_hus,2002,0.73246
5211330_brandbergen_flerbost_hus,2003,0.70817
5211330_brandbergen_flerbost_hus,2004,0.70244
5211330_brandbergen_flerbost_hus,2005,0.68509
5211330_brandbergen_flerbost_hus,2006,0.69748
5211330_brandbergen_flerbost_hus,2007,0.72829
5211330_brandbergen_flerbost_hus,2008,0.73247
5211330_brandbergen_flerbost_hus,2009,0.67994
5211330_brandbergen_flerbost_hus,2010,0.7027
5211330_brandbergen_flerbost_hus,2011,0.70736
5211330_brandbergen_flerbost_hus,2012,0.72091
5211330_brandbergen_flerbost_hus,2013,0.73512
5211330_brandbergen_flerbost_hus,2014,0.73281
5211340_brandbergen_smahus,2000,0.85693
5211340_brandbergen_smahus,2001,0.86686
5211340_brandbergen_smahus,2002,0.85315
5211340_brandbergen_smahus,2003,0.86923
5211340_brandbergen_smahus,2004,0.85737
5211340_brandbergen_smahus,2005,0.82305
5211340_brandbergen_smahus,2006,0.85154
5211340_brandbergen_smahus,2007,0.86042
5211340_brandbergen_smahus,2008,0.85714
5211340_brandbergen_smahus,2009,0.83048
5211340_brandbergen_smahus,2010,0.85352
5211340_brandbergen_smahus,2011,0.84866
5211340_brandbergen_smahus,2012,0.8588
5211340_brandbergen_smahus,2013,0.85366
5211340_brandbergen_smahus,2014,0.88346
5211430_kolartorp,2000,0.8589
5211430_kolartorp,2001,0.89535
5211430_kolartorp,2002,0.90217
5211430_kolartorp,2003,0.88542
5211430_kolartorp,2004,0.86598
5211430_kolartorp,2005,0.83333
5211430_kolartorp,2006,0.82915
5211430_kolartorp,2007,0.87736
5211430_kolartorp,2008,0.88106
5211430_kolartorp,2009,0.82096
5211430_kolartorp,2010,0.86364
5211430_kolartorp,2011,0.88412
5211430_kolartorp,2012,0.85526
5211430_kolartorp,2013,0.85408
5211430_kolartorp,2014,0.86905
5211440_okand,2000,0.87574
5211440_okand,2001,0.8902
5211440_okand,2002,0.88738
5211440_okand,2003,0.87961
5211440_okand,2004,0.87619
5211440_okand,2005,0.86411
5211440_okand,2006,0.88197
5211440_okand,2007,0.9026
5211440_okand,2008,0.90654
5211440_okand,2009,0.88679
5211450_okand,2000,0.83432
5211450_okand,2001,0.87273
5211450_okand,2002,0.8908
5211450_okand,2003,0.85641
5211450_okand,2004,0.85106
5211450_okand,2005,0.85567
5211450_okand,2006,0.87958
5211450_okand,2007,0.87374
5211450_okand,2008,0.89202
5211450_okand,2009,0.80631
5211511_haninge_centrum,2000,0.70021
5211511_haninge_centrum,2001,0.69038
5211511_haninge_centrum,2002,0.67241
5211511_haninge_centrum,2003,0.65833
5211511_haninge_centrum,2004,0.65092
5211511_haninge_centrum,2005,0.66912
5211511_haninge_centrum,2006,0.65217
5211511_haninge_centrum,2007,0.6885
5211511_haninge_centrum,2008,0.69983
5211511_haninge_centrum,2009,0.67012
5211511_haninge_centrum,2010,0.68852
5211511_haninge_centrum,2011,0.72144
5211511_haninge_centrum,2012,0.72381
5211511_haninge_centrum,2013,0.73525
5211511_haninge_centrum,2014,0.73574
5211512_vastra_handen,2000,0.75
5211512_vastra_handen,2001,0.74428
5211512_vastra_handen,2002,0.76742
5211512_vastra_handen,2003,0.73577
5211512_vastra_handen,2004,0.7606
5211512_vastra_handen,2005,0.74538
5211512_vastra_handen,2006,0.76003
5211512_vastra_handen,2007,0.78522
5211512_vastra_handen,2008,0.77485
5211512_vastra_handen,2009,0.75853
5211512_vastra_handen,2010,0.77854
5211512_vastra_handen,2011,0.78415
5211512_vastra_handen,2012,0.78602
5211512_vastra_handen,2013,0.78718
5211512_vastra_handen,2014,0.81551
5211520_norra_handen,2000,0.85926
5211520_norra_handen,2001,0.84982
5211520_norra_handen,2002,0.84
5211520_norra_handen,2003,0.82246
5211520_norra_handen,2004,0.85036
5211520_norra_handen,2005,0.84528
5211520_norra_handen,2006,0.84701
5211520_norra_handen,2007,0.87121
5211520_norra_handen,2008,0.84942
5211520_norra_handen,2009,0.80755
5211520_norra_handen,2010,0.79401
5211520_norra_handen,2011,0.81618
5211520_norra_handen,2012,0.80147
5211520_norra_handen,2013,0.81481
5211520_norra_handen,2014,0.83019
5211540_valla,2000,0.82222
5211540_valla,2001,0.80446
5211540_valla,2002,0.76547
5211540_valla,2003,0.76232
5211540_valla,2004,0.75562
5211540_valla,2005,0.75512
5211540_valla,2006,0.76534
5211540_valla,2007,0.80654
5211540_valla,2008,0.8074
5211540_valla,2009,0.75532
5211540_valla,2010,0.75545
5211540_valla,2011,0.77581
5211540_valla,2012,0.77698
5211540_valla,2013,0.76869
5211540_valla,2014,0.77487
5211550_sodra_handen,2000,0.83417
5211550_sodra_handen,2001,0.85
5211550_sodra_handen,2002,0.79412
5211550_sodra_handen,2003,0.785
5211550_sodra_handen,2004,0.7641
5211550_sodra_handen,2005,0.745
5211550_sodra_handen,2006,0.69604
5211550_sodra_handen,2007,0.77143
5211550_sodra_handen,2008,0.796
5211550_sodra_handen,2009,0.8156
5211550_sodra_handen,2010,0.81507
5211550_sodra_handen,2011,0.84892
5211550_sodra_handen,2012,0.86175
5211550_sodra_handen,2013,0.82241
5211550_sodra_handen,2014,0.82516
5211610_jordbro_flerbostadshus,2000,0.65544
5211610_jordbro_flerbostadshus,2001,0.67667
5211610_jordbro_flerbostadshus,2002,0.66619
5211610_jordbro_flerbostadshus,2003,0.63927
5211610_jordbro_flerbostadshus,2004,0.64929
5211610_jordbro_flerbostadshus,2005,0.62661
5211610_jordbro_flerbostadshus,2006,0.64664
5211610_jordbro_flerbostadshus,2007,0.65884
5211610_jordbro_flerbostadshus,2008,0.67493
5211610_jordbro_flerbostadshus,2009,0.6092
5211610_jordbro_flerbostadshus,2010,0.62164
5211610_jordbro_flerbostadshus,2011,0.64441
5211610_jordbro_flerbostadshus,2012,0.65058
5211610_jordbro_flerbostadshus,2013,0.66461
5211610_jordbro_flerbostadshus,2014,0.64819
5211620_jordbro_smahus,2000,0.8674
5211620_jordbro_smahus,2001,0.8504
5211620_jordbro_smahus,2002,0.85994
5211620_jordbro_smahus,2003,0.85445
5211620_jordbro_smahus,2004,0.85991
5211620_jordbro_smahus,2005,0.82747
5211620_jordbro_smahus,2006,0.84978
5211620_jordbro_smahus,2007,0.85897
5211620_jordbro_smahus,2008,0.8515
5211620_jordbro_smahus,2009,0.84625
5211620_jordbro_smahus,2010,0.83744
5211620_jordbro_smahus,2011,0.84489
5211620_jordbro_smahus,2012,0.8566
5211620_jordbro_smahus,2013,0.83787
5211620_jordbro_smahus,2014,0.84557
5211710_norrby,2000,0.78899
5211710_norrby,2001,0.78571
5211710_norrby,2002,0.77391
5211710_norrby,2003,0.80328
5211710_norrby,2004,0.7561
5211710_norrby,2005,0.79339
5211710_norrby,2006,0.81667
5211710_norrby,2007,0.8254
5211710_norrby,2008,0.85586
5211710_norrby,2009,0.84071
5211710_norrby,2010,0.86325
5211710_norrby,2011,0.84426
5211710_norrby,2012,0.85714
5211710_norrby,2013,0.79839
5211710_norrby,2014,0.816
5211800_norra_soderby,2000,0.88235
5211800_norra_soderby,2001,0.89951
5211800_norra_soderby,2002,0.89309
5211800_norra_soderby,2003,0.89379
5211800_norra_soderby,2004,0.86603
5211800_norra_soderby,2005,0.87742
5211800_norra_soderby,2006,0.88436
5211800_norra_soderby,2007,0.89752
5211800_norra_soderby,2008,0.87966
5211800_norra_soderby,2009,0.86074
5211800_norra_soderby,2010,0.85714
5211800_norra_soderby,2011,0.8769
5211800_norra_soderby,2012,0.86891
5211800_norra_soderby,2013,0.85131
5211800_norra_soderby,2014,0.89597
5211920_galo_sandemar,2000,0.73469
5211920_galo_sandemar,2001,0.72115
5211920_galo_sandemar,2002,0.73333
5211920_galo_sandemar,2003,0.68182
5211920_galo_sandemar,2004,0.7037
5211920_galo_sandemar,2005,0.71296
5211920_galo_sandemar,2006,0.66667
5211920_galo_sandemar,2007,0.68067
5211920_galo_sandemar,2008,0.63333
5211920_galo_sandemar,2009,0.57937
5211920_galo_sandemar,2010,0.62308
5211920_galo_sandemar,2011,0.62903
5211920_galo_sandemar,2012,0.64463
5211920_galo_sandemar,2013,0.65854
5211920_galo_sandemar,2014,0.65094
5211930_tyresta,2000,0.82051
5211930_tyresta,2001,0.78571
5211930_tyresta,2002,0.7619
5211930_tyresta,2003,0.74359
5211930_tyresta,2004,0.76923
5211930_tyresta,2005,0.82927
5211930_tyresta,2006,0.85
5211930_tyresta,2007,0.86842
5211930_tyresta,2008,0.85
5211930_tyresta,2009,0.89474
5211930_tyresta,2010,0.91892
5211930_tyresta,2011,1
5211930_tyresta,2012,0.88095
5211930_tyresta,2013,0.88372
5211930_tyresta,2014,0.82927
5211940_osterhaninge_kyrka,2000,0.83206
5211940_osterhaninge_kyrka,2001,0.83571
5211940_osterhaninge_kyrka,2002,0.86
5211940_osterhaninge_kyrka,2003,0.83974
5211940_osterhaninge_kyrka,2004,0.83544
5211940_osterhaninge_kyrka,2005,0.79605
5211940_osterhaninge_kyrka,2006,0.84146
5211940_osterhaninge_kyrka,2007,0.86228
5211940_osterhaninge_kyrka,2008,0.85802
5211940_osterhaninge_kyrka,2009,0.82353
5211940_osterhaninge_kyrka,2010,0.79885
5211940_osterhaninge_kyrka,2011,0.84663
5211940_osterhaninge_kyrka,2012,0.83636
5211940_osterhaninge_kyrka,2013,0.86228
5211940_osterhaninge_kyrka,2014,0.85799
5211950_arsta_havsbad_o,2000,0.82857
5211950_arsta_havsbad_o,2001,0.80769
5211950_arsta_havsbad_o,2002,0.80723
5211950_arsta_havsbad_o,2003,0.79762
5211950_arsta_havsbad_o,2004,0.84536
5211950_arsta_havsbad_o,2005,0.80909
5211950_arsta_havsbad_o,2006,0.79048
5211950_arsta_havsbad_o,2007,0.79808
5211950_arsta_havsbad_o,2008,0.77451
5211950_arsta_havsbad_o,2009,0.84694
5211950_arsta_havsbad_o,2010,0.89247
5211950_arsta_havsbad_o,2011,0.88636
5211950_arsta_havsbad_o,2012,0.87952
5211950_arsta_havsbad_o,2013,0.85897
5211950_arsta_havsbad_o,2014,0.85106
5222100_dalaro,2000,0.84384
5222100_dalaro,2001,0.83871
5222100_dalaro,2002,0.85714
5222100_dalaro,2003,0.82667
5222100_dalaro,2004,0.81365
5222100_dalaro,2005,0.78117
5222100_dalaro,2006,0.81203
5222100_dalaro,2007,0.79695
5222100_dalaro,2008,0.82768
5222100_dalaro,2009,0.83598
5222100_dalaro,2010,0.825
5222100_dalaro,2011,0.84054
5222100_dalaro,2012,0.86059
5222100_dalaro,2013,0.83422
5222100_dalaro,2014,0.83152
5222500_smadalaro,2000,0.792
5222500_smadalaro,2001,0.81746
5222500_smadalaro,2002,0.82171
5222500_smadalaro,2003,0.82812
5222500_smadalaro,2004,0.80645
5222500_smadalaro,2005,0.84733
5222500_smadalaro,2006,0.89313
5222500_smadalaro,2007,0.9078
5222500_smadalaro,2008,0.9
5222500_smadalaro,2009,0.86923
5222500_smadalaro,2010,0.89844
5222500_smadalaro,2011,0.912
5222500_smadalaro,2012,0.88889
5222500_smadalaro,2013,0.87288
5222500_smadalaro,2014,0.875
5233000_uto,2000,0.86076
5233000_uto,2001,0.80488
5233000_uto,2002,0.8642
5233000_uto,2003,0.79518
5233000_uto,2004,0.84337
5233000_uto,2005,0.825
5233000_uto,2006,0.88608
5233000_uto,2007,0.92105
5233000_uto,2008,0.90278
5233000_uto,2009,0.82609
5233000_uto,2010,0.82353
5233000_uto,2011,0.83077
5233000_uto,2012,0.84615
5233000_uto,2013,0.89231
5233000_uto,2014,0.83824
5240000_orno_forsamling,2000,0.89412
5240000_orno_forsamling,2001,0.84043
5240000_orno_forsamling,2002,0.89011
5240000_orno_forsamling,2003,0.87234
5240000_orno_forsamling,2004,0.79787
5240000_orno_forsamling,2005,0.79348
5240000_orno_forsamling,2006,0.79121
5240000_orno_forsamling,2007,0.84091
5240000_orno_forsamling,2008,0.82955
5240000_orno_forsamling,2009,0.8
5240000_orno_forsamling,2010,0.81609
5240000_orno_forsamling,2011,0.85714
5240000_orno_forsamling,2012,0.81579
5240000_orno_forsamling,2013,0.81081
5240000_orno_forsamling,2014,0.87324
5255110_aby,2000,0.78347
5255110_aby,2001,0.79885
5255110_aby,2002,0.78704
5255110_aby,2003,0.75994
5255110_aby,2004,0.73731
5255110_aby,2005,0.72432
5255110_aby,2006,0.74294
5255110_aby,2007,0.76289
5255110_aby,2008,0.77431
5255110_aby,2009,0.74226
5255110_aby,2010,0.77159
5255110_aby,2011,0.77755
5255110_aby,2012,0.75805
5255110_aby,2013,0.78047
5255110_aby,2014,0.79019
5255121_jagartorp,2000,0.88116
5255121_jagartorp,2001,0.88201
5255121_jagartorp,2002,0.86391
5255121_jagartorp,2003,0.87616
5255121_jagartorp,2004,0.86207
5255121_jagartorp,2005,0.86478
5255121_jagartorp,2006,0.86624
5255121_jagartorp,2007,0.89251
5255121_jagartorp,2008,0.90354
5255121_jagartorp,2009,0.85583
5255121_jagartorp,2010,0.87117
5255121_jagartorp,2011,0.8612
5255121_jagartorp,2012,0.87107
5255121_jagartorp,2013,0.89521
5255121_jagartorp,2014,0.86006
5255130_vasterhaninge_kyrka,2000,0.84091
5255130_vasterhaninge_kyrka,2001,0.87654
5255130_vasterhaninge_kyrka,2002,0.83544
5255130_vasterhaninge_kyrka,2003,0.74737
5255130_vasterhaninge_kyrka,2004,0.67708
5255130_vasterhaninge_kyrka,2005,0.69663
5255130_vasterhaninge_kyrka,2006,0.77273
5255130_vasterhaninge_kyrka,2007,0.75714
5255130_vasterhaninge_kyrka,2008,0.75658
5255130_vasterhaninge_kyrka,2009,0.74675
5255130_vasterhaninge_kyrka,2010,0.73333
5255130_vasterhaninge_kyrka,2011,0.76316
5255130_vasterhaninge_kyrka,2012,0.78981
5255130_vasterhaninge_kyrka,2013,0.82949
5255130_vasterhaninge_kyrka,2014,0.85948
5255140_ribby,2000,0.84956
5255140_ribby,2001,0.84547
5255140_ribby,2002,0.83933
5255140_ribby,2003,0.83812
5255140_ribby,2004,0.82
5255140_ribby,2005,0.8172
5255140_ribby,2006,0.84146
5255140_ribby,2007,0.84529
5255140_ribby,2008,0.84286
5255140_ribby,2009,0.83497
5255140_ribby,2010,0.86409
5255140_ribby,2011,0.86434
5255140_ribby,2012,0.8453
5255140_ribby,2013,0.84807
5255140_ribby,2014,0.84824
5255150_okand,2000,0.87041
5255150_okand,2001,0.85827
5255150_okand,2002,0.8551
5255150_okand,2003,0.84917
5255150_okand,2004,0.85216
5255150_okand,2005,0.85714
5255150_okand,2006,0.88842
5255150_okand,2007,0.88985
5255150_okand,2008,0.87585
5255150_okand,2009,0.86728
5255210_norra_tungelsta,2000,0.82692
5255210_norra_tungelsta,2001,0.82924
5255210_norra_tungelsta,2002,0.84142
5255210_norra_tungelsta,2003,0.83689
5255210_norra_tungelsta,2004,0.84591
5255210_norra_tungelsta,2005,0.82637
5255210_norra_tungelsta,2006,0.84411
5255210_norra_tungelsta,2007,0.84908
5255210_norra_tungelsta,2008,0.86444
5255210_norra_tungelsta,2009,0.8444
5255210_norra_tungelsta,2010,0.85461
5255210_norra_tungelsta,2011,0.87827
5255210_norra_tungelsta,2012,0.86465
5255210_norra_tungelsta,2013,0.87422
5255210_norra_tungelsta,2014,0.85919
5255220_sodra_tungelsta,2000,0.83133
5255220_sodra_tungelsta,2001,0.85549
5255220_sodra_tungelsta,2002,0.84337
5255220_sodra_tungelsta,2003,0.8567
5255220_sodra_tungelsta,2004,0.85893
5255220_sodra_tungelsta,2005,0.86364
5255220_sodra_tungelsta,2006,0.87541
5255220_sodra_tungelsta,2007,0.88079
5255220_sodra_tungelsta,2008,0.89527
5255220_sodra_tungelsta,2009,0.88356
5255220_sodra_tungelsta,2010,0.88779
5255220_sodra_tungelsta,2011,0.86557
5255220_sodra_tungelsta,2012,0.88372
5255220_sodra_tungelsta,2013,0.90554
5255220_sodra_tungelsta,2014,0.88308
5255910_vasterhaninge_glesbygd_n,2000,0.85156
5255910_vasterhaninge_glesbygd_n,2001,0.82955
5255910_vasterhaninge_glesbygd_n,2002,0.84871
5255910_vasterhaninge_glesbygd_n,2003,0.80443
5255910_vasterhaninge_glesbygd_n,2004,0.7957
5255910_vasterhaninge_glesbygd_n,2005,0.78623
5255910_vasterhaninge_glesbygd_n,2006,0.78648
5255910_vasterhaninge_glesbygd_n,2007,0.81625
5255910_vasterhaninge_glesbygd_n,2008,0.84116
5255910_vasterhaninge_glesbygd_n,2009,0.82807
5255910_vasterhaninge_glesbygd_n,2010,0.80351
5255910_vasterhaninge_glesbygd_n,2011,0.81724
5255910_vasterhaninge_glesbygd_n,2012,0.81443
5255910_vasterhaninge_glesbygd_n,2013,0.82828
5255910_vasterhaninge_glesbygd_n,2014,0.78205
5255920_vasterhaninge_glesbygd_s,2000,0.83406
5255920_vasterhaninge_glesbygd_s,2001,0.84711
5255920_vasterhaninge_glesbygd_s,2002,0.83884
5255920_vasterhaninge_glesbygd_s,2003,0.84774
5255920_vasterhaninge_glesbygd_s,2004,0.85385
5255920_vasterhaninge_glesbygd_s,2005,0.83721
5255920_vasterhaninge_glesbygd_s,2006,0.85328
5255920_vasterhaninge_glesbygd_s,2007,0.83333
5255920_vasterhaninge_glesbygd_s,2008,0.85824
5255920_vasterhaninge_glesbygd_s,2009,0.89286
5255920_vasterhaninge_glesbygd_s,2010,0.88506
5255920_vasterhaninge_glesbygd_s,2011,0.8797
5255920_vasterhaninge_glesbygd_s,2012,0.91011
5255920_vasterhaninge_glesbygd_s,2013,0.90511
5255920_vasterhaninge_glesbygd_s,2014,0.88194
5255930_arsta_havsbad_v_berga,2000,0.81818
5255930_arsta_havsbad_v_berga,2001,0.78873
5255930_arsta_havsbad_v_berga,2002,0.84722
5255930_arsta_havsbad_v_berga,2003,0.7971
5255930_arsta_havsbad_v_berga,2004,0.77027
5255930_arsta_havsbad_v_berga,2005,0.85366
5255930_arsta_havsbad_v_berga,2006,0.84706
5255930_arsta_havsbad_v_berga,2007,0.85714
5255930_arsta_havsbad_v_berga,2008,0.84615
5255930_arsta_havsbad_v_berga,2009,0.80435
5255930_arsta_havsbad_v_berga,2010,0.77381
5255930_arsta_havsbad_v_berga,2011,0.81707
5255930_arsta_havsbad_v_berga,2012,0.85057
5255930_arsta_havsbad_v_berga,2013,0.86905
5255930_arsta_havsbad_v_berga,2014,0.83333
5260000_musko_forsamling,2000,0.83966
5260000_musko_forsamling,2001,0.82773
5260000_musko_forsamling,2002,0.83529
5260000_musko_forsamling,2003,0.81716
5260000_musko_forsamling,2004,0.78067
5260000_musko_forsamling,2005,0.76628
5260000_musko_forsamling,2006,0.79608
5260000_musko_forsamling,2007,0.80723
5260000_musko_forsamling,2008,0.77551
5260000_musko_forsamling,2009,0.78008
5260000_musko_forsamling,2010,0.79079
5260000_musko_forsamling,2011,0.78355
5260000_musko_forsamling,2012,0.83186
5260000_musko_forsamling,2013,0.79487
5260000_musko_forsamling,2014,0.80172
5511000_vastra_trollbacken,2000,0.84709
5511000_vastra_trollbacken,2001,0.86066
5511000_vastra_trollbacken,2002,0.83813
5511000_vastra_trollbacken,2003,0.82828
5511000_vastra_trollbacken,2004,0.81857
5511000_vastra_trollbacken,2005,0.8211
5511000_vastra_trollbacken,2006,0.82645
5511000_vastra_trollbacken,2007,0.8466
5511000_vastra_trollbacken,2008,0.84968
5511000_vastra_trollbacken,2009,0.82834
5511000_vastra_trollbacken,2010,0.84219
5511000_vastra_trollbacken,2011,0.82778
5511000_vastra_trollbacken,2012,0.84283
5511000_vastra_trollbacken,2013,0.8419
5511000_vastra_trollbacken,2014,0.85232
5511120_centrala_trollbacken,2000,0.89486
5511120_centrala_trollbacken,2001,0.87991
5511120_centrala_trollbacken,2002,0.84286
5511120_centrala_trollbacken,2003,0.83333
5511120_centrala_trollbacken,2004,0.82824
5511120_centrala_trollbacken,2005,0.81971
5511120_centrala_trollbacken,2006,0.83933
5511120_centrala_trollbacken,2007,0.86473
5511120_centrala_trollbacken,2008,0.86241
5511120_centrala_trollbacken,2009,0.87678
5511120_centrala_trollbacken,2010,0.87383
5511120_centrala_trollbacken,2011,0.87615
5511120_centrala_trollbacken,2012,0.88393
5511120_centrala_trollbacken,2013,0.89269
5511120_centrala_trollbacken,2014,0.88621
5511130_sodergarden,2000,0.87423
5511130_sodergarden,2001,0.88641
5511130_sodergarden,2002,0.87149
5511130_sodergarden,2003,0.87623
5511130_sodergarden,2004,0.86417
5511130_sodergarden,2005,0.84884
5511130_sodergarden,2006,0.85798
5511130_sodergarden,2007,0.88499
5511130_sodergarden,2008,0.87059
5511130_sodergarden,2009,0.87377
5511130_sodergarden,2010,0.88668
5511130_sodergarden,2011,0.90361
5511130_sodergarden,2012,0.88571
5511130_sodergarden,2013,0.8783
5511130_sodergarden,2014,0.88129
5511140_skalsatra,2000,0.89087
5511140_skalsatra,2001,0.88839
5511140_skalsatra,2002,0.90618
5511140_skalsatra,2003,0.90455
5511140_skalsatra,2004,0.87723
5511140_skalsatra,2005,0.87751
5511140_skalsatra,2006,0.89087
5511140_skalsatra,2007,0.89331
5511140_skalsatra,2008,0.8786
5511140_skalsatra,2009,0.85
5511140_skalsatra,2010,0.89066
5511140_skalsatra,2011,0.90457
5511140_skalsatra,2012,0.88109
5511140_skalsatra,2013,0.88109
5511140_skalsatra,2014,0.87838
5511150_norra_hanviken,2000,0.85689
5511150_norra_hanviken,2001,0.84436
5511150_norra_hanviken,2002,0.86916
5511150_norra_hanviken,2003,0.85038
5511150_norra_hanviken,2004,0.86187
5511150_norra_hanviken,2005,0.85603
5511150_norra_hanviken,2006,0.88039
5511150_norra_hanviken,2007,0.87984
5511150_norra_hanviken,2008,0.87747
5511150_norra_hanviken,2009,0.862
5511150_norra_hanviken,2010,0.86731
5511150_norra_hanviken,2011,0.86226
5511150_norra_hanviken,2012,0.8453
5511150_norra_hanviken,2013,0.86882
5511150_norra_hanviken,2014,0.86506
5511160_sodra_hanviken,2000,0.89879
5511160_sodra_hanviken,2001,0.85887
5511160_sodra_hanviken,2002,0.87347
5511160_sodra_hanviken,2003,0.8502
5511160_sodra_hanviken,2004,0.85124
5511160_sodra_hanviken,2005,0.86498
5511160_sodra_hanviken,2006,0.88333
5511160_sodra_hanviken,2007,0.86
5511160_sodra_hanviken,2008,0.81667
5511160_sodra_hanviken,2009,0.79918
5511160_sodra_hanviken,2010,0.85232
5511160_sodra_hanviken,2011,0.87815
5511160_sodra_hanviken,2012,0.90909
5511160_sodra_hanviken,2013,0.90763
5511160_sodra_hanviken,2014,0.89773
5512010_norra_lindalen,2000,0.83649
5512010_norra_lindalen,2001,0.84434
5512010_norra_lindalen,2002,0.85714
5512010_norra_lindalen,2003,0.85749
5512010_norra_lindalen,2004,0.8475
5512010_norra_lindalen,2005,0.83784
5512010_norra_lindalen,2006,0.87532
5512010_norra_lindalen,2007,0.87855
5512010_norra_lindalen,2008,0.89406
5512010_norra_lindalen,2009,0.85714
5512010_norra_lindalen,2010,0.86173
5512010_norra_lindalen,2011,0.85891
5512010_norra_lindalen,2012,0.86035
5512010_norra_lindalen,2013,0.85211
5512010_norra_lindalen,2014,0.86118
5513010_tyreso_centrum,2000,0.79518
5513010_tyreso_centrum,2001,0.79355
5513010_tyreso_centrum,2002,0.77914
5513010_tyreso_centrum,2003,0.7972
5513010_tyreso_centrum,2004,0.7972
5513010_tyreso_centrum,2005,0.77698
5513010_tyreso_centrum,2006,0.83088
5513010_tyreso_centrum,2007,0.8
5513010_tyreso_centrum,2008,0.81203
5513010_tyreso_centrum,2009,0.73529
5513010_tyreso_centrum,2010,0.74627
5513010_tyreso_centrum,2011,0.75
5513010_tyreso_centrum,2012,0.78322
5513010_tyreso_centrum,2013,0.81208
5513010_tyreso_centrum,2014,0.81548
5513020_simvagen,2000,0.7697
5513020_simvagen,2001,0.77049
5513020_simvagen,2002,0.74054
5513020_simvagen,2003,0.71351
5513020_simvagen,2004,0.76271
5513020_simvagen,2005,0.70833
5513020_simvagen,2006,0.72258
5513020_simvagen,2007,0.73077
5513020_simvagen,2008,0.69128
5513020_simvagen,2009,0.64539
5513020_simvagen,2010,0.70866
5513020_simvagen,2011,0.72727
5513020_simvagen,2012,0.70748
5513020_simvagen,2013,0.7125
5513020_simvagen,2014,0.73292
5513110_granitvagen,2000,0.79536
5513110_granitvagen,2001,0.8081
5513110_granitvagen,2002,0.81641
5513110_granitvagen,2003,0.79379
5513110_granitvagen,2004,0.78604
5513110_granitvagen,2005,0.75506
5513110_granitvagen,2006,0.80374
5513110_granitvagen,2007,0.79224
5513110_granitvagen,2008,0.775
5513110_granitvagen,2009,0.79018
5513110_granitvagen,2010,0.79587
5513110_granitvagen,2011,0.80931
5513110_granitvagen,2012,0.81641
5513110_granitvagen,2013,0.83156
5513110_granitvagen,2014,0.83801
5513120_pluggvagen,2000,0.75148
5513120_pluggvagen,2001,0.78736
5513120_pluggvagen,2002,0.7485
5513120_pluggvagen,2003,0.72892
5513120_pluggvagen,2004,0.68072
5513120_pluggvagen,2005,0.71765
5513120_pluggvagen,2006,0.7076
5513120_pluggvagen,2007,0.78689
5513120_pluggvagen,2008,0.76923
5513120_pluggvagen,2009,0.69714
5513120_pluggvagen,2010,0.71839
5513120_pluggvagen,2011,0.70238
5513120_pluggvagen,2012,0.75556
5513120_pluggvagen,2013,0.71579
5513120_pluggvagen,2014,0.68852
5513140_mellanbergsvagen,2000,0.68971
5513140_mellanbergsvagen,2001,0.6824
5513140_mellanbergsvagen,2002,0.69489
5513140_mellanbergsvagen,2003,0.71231
5513140_mellanbergsvagen,2004,0.69424
5513140_mellanbergsvagen,2005,0.65248
5513140_mellanbergsvagen,2006,0.67196
5513140_mellanbergsvagen,2007,0.7087
5513140_mellanbergsvagen,2008,0.73239
5513140_mellanbergsvagen,2009,0.66667
5513140_mellanbergsvagen,2010,0.69402
5513140_mellanbergsvagen,2011,0.71429
5513140_mellanbergsvagen,2012,0.72876
5513140_mellanbergsvagen,2013,0.74795
5513140_mellanbergsvagen,2014,0.73651
5513150_granangsringen,2000,0.78216
5513150_granangsringen,2001,0.77956
5513150_granangsringen,2002,0.75821
5513150_granangsringen,2003,0.74018
5513150_granangsringen,2004,0.72523
5513150_granangsringen,2005,0.70579
5513150_granangsringen,2006,0.70783
