basomrade,year,employment_rate_aged_20_64_male
2110370_ornsberg_syd_vast,2009,0.84956
2110370_ornsberg_syd_vast,2010,0.82787
2110370_ornsberg_syd_vast,2011,0.83607
2110370_ornsberg_syd_vast,2012,0.85271
2110370_ornsberg_syd_vast,2013,0.83193
2110370_ornsberg_syd_vast,2014,0.86667
2110380_hagerstenshamnen,2000,0.89431
2110380_hagerstenshamnen,2001,0.87149
2110380_hagerstenshamnen,2002,0.86992
2110380_hagerstenshamnen,2003,0.85306
2110380_hagerstenshamnen,2004,0.8642
2110380_hagerstenshamnen,2005,0.86809
2110380_hagerstenshamnen,2006,0.89362
2110380_hagerstenshamnen,2007,0.87342
2110380_hagerstenshamnen,2008,0.86752
2110380_hagerstenshamnen,2009,0.85246
2110380_hagerstenshamnen,2010,0.86345
2110380_hagerstenshamnen,2011,0.848
2110380_hagerstenshamnen,2012,0.85306
2110380_hagerstenshamnen,2013,0.875
2110380_hagerstenshamnen,2014,0.8547
2110390_axelsberg_nord,2000,0.75687
2110390_axelsberg_nord,2001,0.7636
2110390_axelsberg_nord,2002,0.74947
2110390_axelsberg_nord,2003,0.70379
2110390_axelsberg_nord,2004,0.73438
2110390_axelsberg_nord,2005,0.70694
2110390_axelsberg_nord,2006,0.72429
2110390_axelsberg_nord,2007,0.77925
2110390_axelsberg_nord,2008,0.78511
2110390_axelsberg_nord,2009,0.76282
2110390_axelsberg_nord,2010,0.76739
2110390_axelsberg_nord,2011,0.78936
2110390_axelsberg_nord,2012,0.75957
2110390_axelsberg_nord,2013,0.77511
2110390_axelsberg_nord,2014,0.78495
2110520_norra_hagerstensasen,2000,0.81409
2110520_norra_hagerstensasen,2001,0.79683
2110520_norra_hagerstensasen,2002,0.81121
2110520_norra_hagerstensasen,2003,0.7979
2110520_norra_hagerstensasen,2004,0.78861
2110520_norra_hagerstensasen,2005,0.77778
2110520_norra_hagerstensasen,2006,0.82483
2110520_norra_hagerstensasen,2007,0.82834
2110520_norra_hagerstensasen,2008,0.84
2110520_norra_hagerstensasen,2009,0.80753
2110520_norra_hagerstensasen,2010,0.80293
2110520_norra_hagerstensasen,2011,0.82289
2110520_norra_hagerstensasen,2012,0.81743
2110520_norra_hagerstensasen,2013,0.80441
2110520_norra_hagerstensasen,2014,0.82267
2110530_sodra_hagerstensasen,2000,0.80922
2110530_sodra_hagerstensasen,2001,0.80955
2110530_sodra_hagerstensasen,2002,0.80427
2110530_sodra_hagerstensasen,2003,0.79475
2110530_sodra_hagerstensasen,2004,0.7855
2110530_sodra_hagerstensasen,2005,0.79105
2110530_sodra_hagerstensasen,2006,0.82083
2110530_sodra_hagerstensasen,2007,0.84847
2110530_sodra_hagerstensasen,2008,0.84262
2110530_sodra_hagerstensasen,2009,0.82356
2110530_sodra_hagerstensasen,2010,0.81379
2110530_sodra_hagerstensasen,2011,0.83608
2110530_sodra_hagerstensasen,2012,0.82637
2110530_sodra_hagerstensasen,2013,0.83438
2110530_sodra_hagerstensasen,2014,0.83076
2110620_nybohov,2000,0.66926
2110620_nybohov,2001,0.65166
2110620_nybohov,2002,0.61346
2110620_nybohov,2003,0.57278
2110620_nybohov,2004,0.54766
2110620_nybohov,2005,0.5709
2110620_nybohov,2006,0.60169
2110620_nybohov,2007,0.67344
2110620_nybohov,2008,0.68005
2110620_nybohov,2009,0.67386
2110620_nybohov,2010,0.68088
2110620_nybohov,2011,0.69338
2110620_nybohov,2012,0.71158
2110620_nybohov,2013,0.74309
2110620_nybohov,2014,0.74682
2110650_liljeholmsberget,2000,0.86634
2110650_liljeholmsberget,2001,0.867
2110650_liljeholmsberget,2002,0.85149
2110650_liljeholmsberget,2003,0.82828
2110650_liljeholmsberget,2004,0.86842
2110650_liljeholmsberget,2005,0.85556
2110650_liljeholmsberget,2006,0.89017
2110650_liljeholmsberget,2007,0.89326
2110650_liljeholmsberget,2008,0.8453
2110650_liljeholmsberget,2009,0.85714
2110650_liljeholmsberget,2010,0.86875
2110650_liljeholmsberget,2011,0.88957
2110650_liljeholmsberget,2012,0.87578
2110650_liljeholmsberget,2013,0.89441
2110650_liljeholmsberget,2014,0.8875
2110660_lovholmen,2000,0.81818
2110660_lovholmen,2001,0.84874
2110660_lovholmen,2002,0.83621
2110660_lovholmen,2003,0.85333
2110660_lovholmen,2004,0.84416
2110660_lovholmen,2005,0.86364
2110660_lovholmen,2006,0.88554
2110660_lovholmen,2007,0.86905
2110660_lovholmen,2008,0.86761
2110660_lovholmen,2009,0.86066
2110660_lovholmen,2010,0.86385
2110660_lovholmen,2011,0.87469
2110660_lovholmen,2012,0.8825
2110660_lovholmen,2013,0.87923
2110660_lovholmen,2014,0.87037
2110681_nyboda_o,2000,0.91333
2110681_nyboda_o,2001,0.88024
2110681_nyboda_o,2002,0.89091
2110681_nyboda_o,2003,0.87838
2110681_nyboda_o,2004,0.8961
2110681_nyboda_o,2005,0.90323
2110681_nyboda_o,2006,0.91747
2110681_nyboda_o,2007,0.92183
2110681_nyboda_o,2008,0.91961
2110681_nyboda_o,2009,0.9018
2110681_nyboda_o,2010,0.91104
2110681_nyboda_o,2011,0.92227
2110681_nyboda_o,2012,0.92135
2110681_nyboda_o,2013,0.91753
2110681_nyboda_o,2014,0.92281
2110720_svandammen,2000,0.77313
2110720_svandammen,2001,0.77335
2110720_svandammen,2002,0.763
2110720_svandammen,2003,0.73995
2110720_svandammen,2004,0.76095
2110720_svandammen,2005,0.76219
2110720_svandammen,2006,0.8062
2110720_svandammen,2007,0.83852
2110720_svandammen,2008,0.83678
2110720_svandammen,2009,0.81461
2110720_svandammen,2010,0.81928
2110720_svandammen,2011,0.82812
2110720_svandammen,2012,0.82466
2110720_svandammen,2013,0.83787
2110720_svandammen,2014,0.84929
2110730_fastlagsvagen,2000,0.74702
2110730_fastlagsvagen,2001,0.75181
2110730_fastlagsvagen,2002,0.74851
2110730_fastlagsvagen,2003,0.73132
2110730_fastlagsvagen,2004,0.74251
2110730_fastlagsvagen,2005,0.73867
2110730_fastlagsvagen,2006,0.76489
2110730_fastlagsvagen,2007,0.80933
2110730_fastlagsvagen,2008,0.79531
2110730_fastlagsvagen,2009,0.77682
2110730_fastlagsvagen,2010,0.79426
2110730_fastlagsvagen,2011,0.7909
2110730_fastlagsvagen,2012,0.79827
2110730_fastlagsvagen,2013,0.81156
2110730_fastlagsvagen,2014,0.8286
2110740_telefonplan,2000,0.83571
2110740_telefonplan,2001,0.84917
2110740_telefonplan,2002,0.85092
2110740_telefonplan,2003,0.80914
2110740_telefonplan,2004,0.81713
2110740_telefonplan,2005,0.81321
2110740_telefonplan,2006,0.82924
2110740_telefonplan,2007,0.8364
2110740_telefonplan,2008,0.84475
2110740_telefonplan,2009,0.82708
2110740_telefonplan,2010,0.82106
2110740_telefonplan,2011,0.81526
2110740_telefonplan,2012,0.8345
2110740_telefonplan,2013,0.84236
2110740_telefonplan,2014,0.8505
2110810_norra_malarhojden,2000,0.86315
2110810_norra_malarhojden,2001,0.85173
2110810_norra_malarhojden,2002,0.85466
2110810_norra_malarhojden,2003,0.83736
2110810_norra_malarhojden,2004,0.85125
2110810_norra_malarhojden,2005,0.8631
2110810_norra_malarhojden,2006,0.86723
2110810_norra_malarhojden,2007,0.87736
2110810_norra_malarhojden,2008,0.87644
2110810_norra_malarhojden,2009,0.85525
2110810_norra_malarhojden,2010,0.86497
2110810_norra_malarhojden,2011,0.86826
2110810_norra_malarhojden,2012,0.86701
2110810_norra_malarhojden,2013,0.86359
2110810_norra_malarhojden,2014,0.85193
2110820_gulddragaren,2000,0.74866
2110820_gulddragaren,2001,0.75956
2110820_gulddragaren,2002,0.72487
2110820_gulddragaren,2003,0.70652
2110820_gulddragaren,2004,0.68966
2110820_gulddragaren,2005,0.69945
2110820_gulddragaren,2006,0.75556
2110820_gulddragaren,2007,0.74346
2110820_gulddragaren,2008,0.71354
2110820_gulddragaren,2009,0.73913
2110820_gulddragaren,2010,0.75773
2110820_gulddragaren,2011,0.76
2110820_gulddragaren,2012,0.76923
2110820_gulddragaren,2013,0.78173
2110820_gulddragaren,2014,0.77
2110920_karusellvagen,2000,0.64825
2110920_karusellvagen,2001,0.61596
2110920_karusellvagen,2002,0.59847
2110920_karusellvagen,2003,0.61386
2110920_karusellvagen,2004,0.62551
2110920_karusellvagen,2005,0.67574
2110920_karusellvagen,2006,0.71739
2110920_karusellvagen,2007,0.72245
2110920_karusellvagen,2008,0.74841
2110920_karusellvagen,2009,0.71429
2110920_karusellvagen,2010,0.72009
2110920_karusellvagen,2011,0.72189
2110920_karusellvagen,2012,0.73523
2110920_karusellvagen,2013,0.77347
2110920_karusellvagen,2014,0.74636
2110930_korpmossen,2000,0.86638
2110930_korpmossen,2001,0.83475
2110930_korpmossen,2002,0.82479
2110930_korpmossen,2003,0.81667
2110930_korpmossen,2004,0.82716
2110930_korpmossen,2005,0.81148
2110930_korpmossen,2006,0.83884
2110930_korpmossen,2007,0.87879
2110930_korpmossen,2008,0.88448
2110930_korpmossen,2009,0.89513
2110930_korpmossen,2010,0.91007
2110930_korpmossen,2011,0.90681
2110930_korpmossen,2012,0.91071
2110930_korpmossen,2013,0.90071
2110930_korpmossen,2014,0.93007
2110940_hokmossen,2000,0.72134
2110940_hokmossen,2001,0.76801
2110940_hokmossen,2002,0.7563
2110940_hokmossen,2003,0.76694
2110940_hokmossen,2004,0.74415
2110940_hokmossen,2005,0.75707
2110940_hokmossen,2006,0.79605
2110940_hokmossen,2007,0.77614
2110940_hokmossen,2008,0.81138
2110940_hokmossen,2009,0.7663
2110940_hokmossen,2010,0.7814
2110940_hokmossen,2011,0.79332
2110940_hokmossen,2012,0.81731
2110940_hokmossen,2013,0.81818
2110940_hokmossen,2014,0.81649
2120100_fruangen,2000,0.72275
2120100_fruangen,2001,0.73529
2120100_fruangen,2002,0.7208
2120100_fruangen,2003,0.71933
2120100_fruangen,2004,0.71917
2120100_fruangen,2005,0.74096
2120100_fruangen,2006,0.75959
2120100_fruangen,2007,0.77919
2120100_fruangen,2008,0.79596
2120100_fruangen,2009,0.78015
2120100_fruangen,2010,0.78889
2120100_fruangen,2011,0.80452
2120100_fruangen,2012,0.82074
2120100_fruangen,2013,0.82549
2120100_fruangen,2014,0.83628
2120201_herrangen_v,2000,0.88215
2120201_herrangen_v,2001,0.87646
2120201_herrangen_v,2002,0.87241
2120201_herrangen_v,2003,0.85714
2120201_herrangen_v,2004,0.8543
2120201_herrangen_v,2005,0.8643
2120201_herrangen_v,2006,0.87816
2120201_herrangen_v,2007,0.87755
2120201_herrangen_v,2008,0.88802
2120201_herrangen_v,2009,0.87218
2120201_herrangen_v,2010,0.87946
2120201_herrangen_v,2011,0.89181
2120201_herrangen_v,2012,0.87941
2120201_herrangen_v,2013,0.87779
2120201_herrangen_v,2014,0.87221
2120202_herrangen_o,2000,0.87162
2120202_herrangen_o,2001,0.88779
2120202_herrangen_o,2002,0.89404
2120202_herrangen_o,2003,0.88176
2120202_herrangen_o,2004,0.86
2120202_herrangen_o,2005,0.86408
2120202_herrangen_o,2006,0.88449
2120202_herrangen_o,2007,0.88889
2120202_herrangen_o,2008,0.88818
2120202_herrangen_o,2009,0.88994
2120202_herrangen_o,2010,0.88037
2120202_herrangen_o,2011,0.91159
2120202_herrangen_o,2012,0.89971
2120202_herrangen_o,2013,0.91667
2120202_herrangen_o,2014,0.92582
2120300_liseberg,2000,0.86667
2120300_liseberg,2001,0.83642
2120300_liseberg,2002,0.81899
2120300_liseberg,2003,0.85846
2120300_liseberg,2004,0.83939
2120300_liseberg,2005,0.82558
2120300_liseberg,2006,0.84759
2120300_liseberg,2007,0.87393
2120300_liseberg,2008,0.85836
2120300_liseberg,2009,0.84358
2120300_liseberg,2010,0.86744
2120300_liseberg,2011,0.86186
2120300_liseberg,2012,0.88037
2120300_liseberg,2013,0.89157
2120300_liseberg,2014,0.8852
2120401_langbro_v,2000,0.86207
2120401_langbro_v,2001,0.86352
2120401_langbro_v,2002,0.87927
2120401_langbro_v,2003,0.86014
2120401_langbro_v,2004,0.87391
2120401_langbro_v,2005,0.875
2120401_langbro_v,2006,0.8632
2120401_langbro_v,2007,0.87785
2120401_langbro_v,2008,0.90882
2120401_langbro_v,2009,0.8997
2120401_langbro_v,2010,0.86795
2120401_langbro_v,2011,0.89934
2120401_langbro_v,2012,0.89789
2120401_langbro_v,2013,0.90476
2120401_langbro_v,2014,0.88599
2120402_langbro_o,2000,0.85069
2120402_langbro_o,2001,0.84107
2120402_langbro_o,2002,0.8419
2120402_langbro_o,2003,0.83607
2120402_langbro_o,2004,0.81652
2120402_langbro_o,2005,0.8209
2120402_langbro_o,2006,0.84401
2120402_langbro_o,2007,0.85302
2120402_langbro_o,2008,0.86648
2120402_langbro_o,2009,0.86372
2120402_langbro_o,2010,0.86692
2120402_langbro_o,2011,0.86649
2120402_langbro_o,2012,0.84669
2120402_langbro_o,2013,0.85374
2120402_langbro_o,2014,0.84702
2120500_langsjo,2000,0.87552
2120500_langsjo,2001,0.85599
2120500_langsjo,2002,0.86257
2120500_langsjo,2003,0.87145
2120500_langsjo,2004,0.87618
2120500_langsjo,2005,0.86418
2120500_langsjo,2006,0.86544
2120500_langsjo,2007,0.90013
2120500_langsjo,2008,0.89921
2120500_langsjo,2009,0.87193
2120500_langsjo,2010,0.90272
2120500_langsjo,2011,0.90968
2120500_langsjo,2012,0.89392
2120500_langsjo,2013,0.88875
2120500_langsjo,2014,0.86893
2120620_norra_solberga,2000,0.70063
2120620_norra_solberga,2001,0.71429
2120620_norra_solberga,2002,0.70236
2120620_norra_solberga,2003,0.67684
2120620_norra_solberga,2004,0.66641
2120620_norra_solberga,2005,0.64848
2120620_norra_solberga,2006,0.6896
2120620_norra_solberga,2007,0.705
2120620_norra_solberga,2008,0.70933
2120620_norra_solberga,2009,0.70298
2120620_norra_solberga,2010,0.69765
2120620_norra_solberga,2011,0.7175
2120620_norra_solberga,2012,0.71636
2120620_norra_solberga,2013,0.72848
2120620_norra_solberga,2014,0.74343
2120630_vastra_solberga,2000,0.86471
2120630_vastra_solberga,2001,0.85143
2120630_vastra_solberga,2002,0.84118
2120630_vastra_solberga,2003,0.85185
2120630_vastra_solberga,2004,0.85185
2120630_vastra_solberga,2005,0.71
2120630_vastra_solberga,2006,0.70588
2120630_vastra_solberga,2007,0.71154
2120630_vastra_solberga,2008,0.76923
2120630_vastra_solberga,2009,0.6934
2120630_vastra_solberga,2010,0.72124
2120630_vastra_solberga,2011,0.85165
2120630_vastra_solberga,2012,0.83696
2120630_vastra_solberga,2013,0.83069
2120630_vastra_solberga,2014,0.84946
2120660_sodra_solberga,2000,0.69129
2120660_sodra_solberga,2001,0.71094
2120660_sodra_solberga,2002,0.69231
2120660_sodra_solberga,2003,0.67542
2120660_sodra_solberga,2004,0.69456
2120660_sodra_solberga,2005,0.726
2120660_sodra_solberga,2006,0.7486
2120660_sodra_solberga,2007,0.74658
2120660_sodra_solberga,2008,0.76528
2120660_sodra_solberga,2009,0.71977
2120660_sodra_solberga,2010,0.74397
2120660_sodra_solberga,2011,0.75657
2120660_sodra_solberga,2012,0.76981
2120660_sodra_solberga,2013,0.77966
2120660_sodra_solberga,2014,0.77165
2120700_vastertorp,2000,0.74024
2120700_vastertorp,2001,0.73046
2120700_vastertorp,2002,0.71323
2120700_vastertorp,2003,0.71495
2120700_vastertorp,2004,0.70605
2120700_vastertorp,2005,0.70167
2120700_vastertorp,2006,0.73716
2120700_vastertorp,2007,0.74654
2120700_vastertorp,2008,0.74676
2120700_vastertorp,2009,0.74316
2120700_vastertorp,2010,0.74953
2120700_vastertorp,2011,0.78014
2120700_vastertorp,2012,0.77743
2120700_vastertorp,2013,0.79908
2120700_vastertorp,2014,0.78803
2120820_vastra_alvsjo,2000,0.84252
2120820_vastra_alvsjo,2001,0.83721
2120820_vastra_alvsjo,2002,0.82171
2120820_vastra_alvsjo,2003,0.80859
2120820_vastra_alvsjo,2004,0.84211
2120820_vastra_alvsjo,2005,0.81781
2120820_vastra_alvsjo,2006,0.82171
2120820_vastra_alvsjo,2007,0.82
2120820_vastra_alvsjo,2008,0.84291
2120820_vastra_alvsjo,2009,0.85017
2120820_vastra_alvsjo,2010,0.83446
2120820_vastra_alvsjo,2011,0.87285
2120820_vastra_alvsjo,2012,0.85811
2120820_vastra_alvsjo,2013,0.84615
2120820_vastra_alvsjo,2014,0.85135
2120900_orby_slott,2000,0.85653
2120900_orby_slott,2001,0.84551
2120900_orby_slott,2002,0.82046
2120900_orby_slott,2003,0.81988
2120900_orby_slott,2004,0.79959
2120900_orby_slott,2005,0.78431
2120900_orby_slott,2006,0.80361
2120900_orby_slott,2007,0.80777
2120900_orby_slott,2008,0.81818
2120900_orby_slott,2009,0.80962
2120900_orby_slott,2010,0.83613
2120900_orby_slott,2011,0.85145
2120900_orby_slott,2012,0.83216
2120900_orby_slott,2013,0.84708
2120900_orby_slott,2014,0.84589
2121020_okand,2000,0.73302
2121020_okand,2001,0.72537
2121020_okand,2002,0.72222
2121020_okand,2003,0.7127
2121020_okand,2004,0.6952
2121020_okand,2005,0.6853
2121020_okand,2006,0.69844
2121020_okand,2007,0.72567
2121020_okand,2008,0.74241
2121020_okand,2009,0.7192
2130100_bandhagen,2000,0.73396
2130100_bandhagen,2001,0.73059
2130100_bandhagen,2002,0.72499
2130100_bandhagen,2003,0.71453
2130100_bandhagen,2004,0.72408
2130100_bandhagen,2005,0.73227
2130100_bandhagen,2006,0.74832
2130100_bandhagen,2007,0.77511
2130100_bandhagen,2008,0.78342
2130100_bandhagen,2009,0.74649
2130100_bandhagen,2010,0.75648
2130100_bandhagen,2011,0.75478
2130100_bandhagen,2012,0.76135
2130100_bandhagen,2013,0.78174
2130100_bandhagen,2014,0.78707
2130210_hogdalens_centrum,2000,0.70787
2130210_hogdalens_centrum,2001,0.69697
2130210_hogdalens_centrum,2002,0.67708
2130210_hogdalens_centrum,2003,0.59184
2130210_hogdalens_centrum,2004,0.63
2130210_hogdalens_centrum,2005,0.5514
2130210_hogdalens_centrum,2006,0.60784
2130210_hogdalens_centrum,2007,0.69231
2130210_hogdalens_centrum,2008,0.76344
2130210_hogdalens_centrum,2009,0.70652
2130210_hogdalens_centrum,2010,0.69822
2130210_hogdalens_centrum,2011,0.73529
2130210_hogdalens_centrum,2012,0.76667
2130210_hogdalens_centrum,2013,0.79
2130210_hogdalens_centrum,2014,0.78593
2130220_ostra_hogdalen,2000,0.73035
2130220_ostra_hogdalen,2001,0.73524
2130220_ostra_hogdalen,2002,0.70922
2130220_ostra_hogdalen,2003,0.70211
2130220_ostra_hogdalen,2004,0.68519
2130220_ostra_hogdalen,2005,0.6958
2130220_ostra_hogdalen,2006,0.71845
2130220_ostra_hogdalen,2007,0.7439
2130220_ostra_hogdalen,2008,0.74676
2130220_ostra_hogdalen,2009,0.72185
2130220_ostra_hogdalen,2010,0.72816
2130220_ostra_hogdalen,2011,0.73976
2130220_ostra_hogdalen,2012,0.72884
2130220_ostra_hogdalen,2013,0.73756
2130220_ostra_hogdalen,2014,0.71335
2130230_vastra_hogdalen,2000,0.87838
2130230_vastra_hogdalen,2001,0.85811
2130230_vastra_hogdalen,2002,0.87755
2130230_vastra_hogdalen,2003,0.87662
2130230_vastra_hogdalen,2004,0.89116
2130230_vastra_hogdalen,2005,0.90476
2130230_vastra_hogdalen,2006,0.90909
2130230_vastra_hogdalen,2007,0.90385
2130230_vastra_hogdalen,2008,0.92025
2130230_vastra_hogdalen,2009,0.9
2130230_vastra_hogdalen,2010,0.87574
2130230_vastra_hogdalen,2011,0.89091
2130230_vastra_hogdalen,2012,0.86628
2130230_vastra_hogdalen,2013,0.8871
2130230_vastra_hogdalen,2014,0.86667
2130240_skebokvarnsvagen,2000,0.69679
2130240_skebokvarnsvagen,2001,0.71319
2130240_skebokvarnsvagen,2002,0.70444
2130240_skebokvarnsvagen,2003,0.67857
2130240_skebokvarnsvagen,2004,0.70472
2130240_skebokvarnsvagen,2005,0.71138
2130240_skebokvarnsvagen,2006,0.73035
2130240_skebokvarnsvagen,2007,0.73661
2130240_skebokvarnsvagen,2008,0.74014
2130240_skebokvarnsvagen,2009,0.70687
2130240_skebokvarnsvagen,2010,0.71239
2130240_skebokvarnsvagen,2011,0.72795
2130240_skebokvarnsvagen,2012,0.74272
2130240_skebokvarnsvagen,2013,0.72907
2130240_skebokvarnsvagen,2014,0.72445
2130320_ragsveds_torg,2000,0.63937
2130320_ragsveds_torg,2001,0.64349
2130320_ragsveds_torg,2002,0.64166
2130320_ragsveds_torg,2003,0.62549
2130320_ragsveds_torg,2004,0.63178
2130320_ragsveds_torg,2005,0.63027
2130320_ragsveds_torg,2006,0.62361
2130320_ragsveds_torg,2007,0.64604
2130320_ragsveds_torg,2008,0.6718
2130320_ragsveds_torg,2009,0.64615
2130320_ragsveds_torg,2010,0.67571
2130320_ragsveds_torg,2011,0.68491
2130320_ragsveds_torg,2012,0.66524
2130320_ragsveds_torg,2013,0.71137
2130320_ragsveds_torg,2014,0.7039
2130330_bjursatra,2000,0.66278
2130330_bjursatra,2001,0.65471
2130330_bjursatra,2002,0.6471
2130330_bjursatra,2003,0.62894
2130330_bjursatra,2004,0.5991
2130330_bjursatra,2005,0.57295
2130330_bjursatra,2006,0.609
2130330_bjursatra,2007,0.62262
2130330_bjursatra,2008,0.62616
2130330_bjursatra,2009,0.58854
2130330_bjursatra,2010,0.62075
2130330_bjursatra,2011,0.64762
2130330_bjursatra,2012,0.65697
2130330_bjursatra,2013,0.66124
2130330_bjursatra,2014,0.65538
2130340_snosatra,2000,0.67506
2130340_snosatra,2001,0.64198
2130340_snosatra,2002,0.63571
2130340_snosatra,2003,0.62768
2130340_snosatra,2004,0.62588
2130340_snosatra,2005,0.6097
2130340_snosatra,2006,0.6
2130340_snosatra,2007,0.6837
2130340_snosatra,2008,0.67062
2130340_snosatra,2009,0.62844
2130340_snosatra,2010,0.65275
2130340_snosatra,2011,0.67611
2130340_snosatra,2012,0.68946
2130340_snosatra,2013,0.66788
2130340_snosatra,2014,0.6955
2130420_backaskiftsvagen,2000,0.75806
2130420_backaskiftsvagen,2001,0.76517
2130420_backaskiftsvagen,2002,0.76953
2130420_backaskiftsvagen,2003,0.73888
2130420_backaskiftsvagen,2004,0.74019
2130420_backaskiftsvagen,2005,0.74374
2130420_backaskiftsvagen,2006,0.75479
2130420_backaskiftsvagen,2007,0.75651
2130420_backaskiftsvagen,2008,0.77656
2130420_backaskiftsvagen,2009,0.78087
2130420_backaskiftsvagen,2010,0.78045
2130420_backaskiftsvagen,2011,0.79412
2130420_backaskiftsvagen,2012,0.79136
2130420_backaskiftsvagen,2013,0.80182
2130420_backaskiftsvagen,2014,0.80261
2130430_ostra_stureby,2000,0.85298
2130430_ostra_stureby,2001,0.84681
2130430_ostra_stureby,2002,0.84254
2130430_ostra_stureby,2003,0.83108
2130430_ostra_stureby,2004,0.83962
2130430_ostra_stureby,2005,0.85053
2130430_ostra_stureby,2006,0.85007
2130430_ostra_stureby,2007,0.8643
2130430_ostra_stureby,2008,0.85038
2130430_ostra_stureby,2009,0.81714
2130430_ostra_stureby,2010,0.83733
2130430_ostra_stureby,2011,0.84111
2130430_ostra_stureby,2012,0.84994
2130430_ostra_stureby,2013,0.847
2130430_ostra_stureby,2014,0.83652
2130440_vastra_stureby,2000,0.84094
2130440_vastra_stureby,2001,0.84879
2130440_vastra_stureby,2002,0.85206
2130440_vastra_stureby,2003,0.8331
2130440_vastra_stureby,2004,0.83477
2130440_vastra_stureby,2005,0.82077
2130440_vastra_stureby,2006,0.82459
2130440_vastra_stureby,2007,0.84615
2130440_vastra_stureby,2008,0.8356
2130440_vastra_stureby,2009,0.82736
2130440_vastra_stureby,2010,0.83246
2130440_vastra_stureby,2011,0.84595
2130440_vastra_stureby,2012,0.85359
2130440_vastra_stureby,2013,0.85271
2130440_vastra_stureby,2014,0.86031
2130501_orby_n,2000,0.84358
2130501_orby_n,2001,0.84232
2130501_orby_n,2002,0.81336
2130501_orby_n,2003,0.79691
2130501_orby_n,2004,0.79198
2130501_orby_n,2005,0.7853
2130501_orby_n,2006,0.80115
2130501_orby_n,2007,0.81648
2130501_orby_n,2008,0.8088
2130501_orby_n,2009,0.77966
2130501_orby_n,2010,0.78957
2130501_orby_n,2011,0.81329
2130501_orby_n,2012,0.80708
2130501_orby_n,2013,0.8254
2130501_orby_n,2014,0.82234
2130502_orby_s,2000,0.87201
2130502_orby_s,2001,0.87717
2130502_orby_s,2002,0.86474
2130502_orby_s,2003,0.85075
2130502_orby_s,2004,0.87037
2130502_orby_s,2005,0.85219
2130502_orby_s,2006,0.87671
2130502_orby_s,2007,0.88539
2130502_orby_s,2008,0.88441
2130502_orby_s,2009,0.88345
2130502_orby_s,2010,0.86449
2130502_orby_s,2011,0.86457
2130502_orby_s,2012,0.8705
2130502_orby_s,2013,0.88173
2130502_orby_s,2014,0.87329
2130620_hagsatra_torg,2000,0.71752
2130620_hagsatra_torg,2001,0.71471
2130620_hagsatra_torg,2002,0.72142
2130620_hagsatra_torg,2003,0.69594
2130620_hagsatra_torg,2004,0.67479
2130620_hagsatra_torg,2005,0.65711
2130620_hagsatra_torg,2006,0.68977
2130620_hagsatra_torg,2007,0.71743
2130620_hagsatra_torg,2008,0.70573
2130620_hagsatra_torg,2009,0.66463
2130620_hagsatra_torg,2010,0.6865
2130620_hagsatra_torg,2011,0.71574
2130620_hagsatra_torg,2012,0.71137
2130620_hagsatra_torg,2013,0.72181
2130620_hagsatra_torg,2014,0.71435
2130630_ormkarr,2000,0.84483
2130630_ormkarr,2001,0.8314
2130630_ormkarr,2002,0.82466
2130630_ormkarr,2003,0.82812
2130630_ormkarr,2004,0.81925
2130630_ormkarr,2005,0.82027
2130630_ormkarr,2006,0.82231
2130630_ormkarr,2007,0.83486
2130630_ormkarr,2008,0.8354
2130630_ormkarr,2009,0.82562
2130630_ormkarr,2010,0.84314
2130630_ormkarr,2011,0.84655
2130630_ormkarr,2012,0.85314
2130630_ormkarr,2013,0.82391
2130630_ormkarr,2014,0.82857
2140120_ostra_enskedefaltet,2000,0.86591
2140120_ostra_enskedefaltet,2001,0.88209
2140120_ostra_enskedefaltet,2002,0.88356
2140120_ostra_enskedefaltet,2003,0.87793
2140120_ostra_enskedefaltet,2004,0.8776
2140120_ostra_enskedefaltet,2005,0.86824
2140120_ostra_enskedefaltet,2006,0.87354
2140120_ostra_enskedefaltet,2007,0.88702
2140120_ostra_enskedefaltet,2008,0.88544
2140120_ostra_enskedefaltet,2009,0.85238
2140120_ostra_enskedefaltet,2010,0.84906
2140120_ostra_enskedefaltet,2011,0.85783
2140120_ostra_enskedefaltet,2012,0.85961
2140120_ostra_enskedefaltet,2013,0.88206
2140120_ostra_enskedefaltet,2014,0.867
2140210_vastra_enskede_gard,2000,0.78788
2140210_vastra_enskede_gard,2001,0.77715
2140210_vastra_enskede_gard,2002,0.77966
2140210_vastra_enskede_gard,2003,0.75035
2140210_vastra_enskede_gard,2004,0.76143
2140210_vastra_enskede_gard,2005,0.75108
2140210_vastra_enskede_gard,2006,0.77778
2140210_vastra_enskede_gard,2007,0.80987
2140210_vastra_enskede_gard,2008,0.82251
2140210_vastra_enskede_gard,2009,0.79345
2140210_vastra_enskede_gard,2010,0.78125
2140210_vastra_enskede_gard,2011,0.78315
2140210_vastra_enskede_gard,2012,0.77168
2140210_vastra_enskede_gard,2013,0.77293
2140210_vastra_enskede_gard,2014,0.78084
2140220_tradskolan,2000,0.82178
2140220_tradskolan,2001,0.82629
2140220_tradskolan,2002,0.8191
2140220_tradskolan,2003,0.84236
2140220_tradskolan,2004,0.86294
2140220_tradskolan,2005,0.82741
2140220_tradskolan,2006,0.82051
2140220_tradskolan,2007,0.81863
