basomrade,year,immigration_surplus_male
5110480_nordostra_norsborg,2003,-4
5110480_nordostra_norsborg,2004,7
5110480_nordostra_norsborg,2005,6
5110480_nordostra_norsborg,2006,4
5110480_nordostra_norsborg,2007,11
5110480_nordostra_norsborg,2008,-6
5110480_nordostra_norsborg,2009,-7
5110480_nordostra_norsborg,2010,-4
5110480_nordostra_norsborg,2011,7
5110480_nordostra_norsborg,2012,-1
5110480_nordostra_norsborg,2013,-18
5110480_nordostra_norsborg,2014,8
5110490_nordvastra_norsborg,2000,-7
5110490_nordvastra_norsborg,2001,3
5110490_nordvastra_norsborg,2002,-3
5110490_nordvastra_norsborg,2003,17
5110490_nordvastra_norsborg,2004,-9
5110490_nordvastra_norsborg,2005,5
5110490_nordvastra_norsborg,2006,0
5110490_nordvastra_norsborg,2007,-5
5110490_nordvastra_norsborg,2008,4
5110490_nordvastra_norsborg,2009,1
5110490_nordvastra_norsborg,2010,6
5110490_nordvastra_norsborg,2011,2
5110490_nordvastra_norsborg,2012,-8
5110490_nordvastra_norsborg,2013,-7
5110490_nordvastra_norsborg,2014,5
5120730_tumba_centrum,2000,8
5120730_tumba_centrum,2001,10
5120730_tumba_centrum,2002,16
5120730_tumba_centrum,2003,26
5120730_tumba_centrum,2004,-2
5120730_tumba_centrum,2005,-3
5120730_tumba_centrum,2006,-19
5120730_tumba_centrum,2007,-1
5120730_tumba_centrum,2008,0
5120730_tumba_centrum,2009,7
5120730_tumba_centrum,2010,25
5120730_tumba_centrum,2011,16
5120730_tumba_centrum,2012,-1
5120730_tumba_centrum,2013,-4
5120730_tumba_centrum,2014,3
5120750_segersjo,2000,-3
5120750_segersjo,2001,3
5120750_segersjo,2002,-9
5120750_segersjo,2003,13
5120750_segersjo,2004,23
5120750_segersjo,2005,-9
5120750_segersjo,2006,-13
5120750_segersjo,2007,40
5120750_segersjo,2008,-8
5120750_segersjo,2009,1
5120750_segersjo,2010,15
5120750_segersjo,2011,6
5120750_segersjo,2012,-12
5120750_segersjo,2013,26
5120750_segersjo,2014,-11
5120780_tumba_villastad,2000,-23
5120780_tumba_villastad,2001,-8
5120780_tumba_villastad,2002,-11
5120780_tumba_villastad,2003,23
5120780_tumba_villastad,2004,-1
5120780_tumba_villastad,2005,-2
5120780_tumba_villastad,2006,28
5120780_tumba_villastad,2007,0
5120780_tumba_villastad,2008,2
5120780_tumba_villastad,2009,-5
5120780_tumba_villastad,2010,-5
5120780_tumba_villastad,2011,-11
5120780_tumba_villastad,2012,23
5120780_tumba_villastad,2013,1
5120780_tumba_villastad,2014,5
5120790_skacklinge,2000,-27
5120790_skacklinge,2001,15
5120790_skacklinge,2002,51
5120790_skacklinge,2003,-12
5120790_skacklinge,2004,-8
5120790_skacklinge,2005,-25
5120790_skacklinge,2006,-17
5120790_skacklinge,2007,-32
5120790_skacklinge,2008,-52
5120790_skacklinge,2009,-30
5120790_skacklinge,2010,-39
5120790_skacklinge,2011,-3
5120790_skacklinge,2012,-31
5120790_skacklinge,2013,6
5120790_skacklinge,2014,-50
5120810_storvreten,2000,-17
5120810_storvreten,2001,13
5120810_storvreten,2002,-15
5120810_storvreten,2003,-51
5120810_storvreten,2004,-21
5120810_storvreten,2005,-39
5120810_storvreten,2006,-120
5120810_storvreten,2007,-28
5120810_storvreten,2008,-44
5120810_storvreten,2009,-92
5120810_storvreten,2010,-10
5120810_storvreten,2011,-44
5120810_storvreten,2012,-55
5120810_storvreten,2013,0
5120810_storvreten,2014,-54
5120820_blockvagen,2000,1
5120820_blockvagen,2001,-3
5120820_blockvagen,2002,0
5120820_blockvagen,2003,1
5120820_blockvagen,2004,-2
5120820_blockvagen,2005,5
5120820_blockvagen,2006,0
5120820_blockvagen,2007,0
5120820_blockvagen,2008,2
5120820_blockvagen,2009,1
5120820_blockvagen,2010,2
5120820_blockvagen,2011,3
5120820_blockvagen,2012,-6
5120820_blockvagen,2013,0
5120820_blockvagen,2014,0
5120830_grytstigen,2000,-11
5120830_grytstigen,2001,-7
5120830_grytstigen,2002,-8
5120830_grytstigen,2003,-14
5120830_grytstigen,2004,1
5120830_grytstigen,2005,-1
5120830_grytstigen,2006,-1
5120830_grytstigen,2007,2
5120830_grytstigen,2008,6
5120830_grytstigen,2009,-7
5120830_grytstigen,2010,8
5120830_grytstigen,2011,4
5120830_grytstigen,2012,-19
5120830_grytstigen,2013,-3
5120830_grytstigen,2014,8
5120840_vedstigen,2000,1
5120840_vedstigen,2001,-2
5120840_vedstigen,2002,0
5120840_vedstigen,2003,-5
5120840_vedstigen,2004,0
5120840_vedstigen,2005,2
5120840_vedstigen,2006,-5
5120840_vedstigen,2007,-1
5120840_vedstigen,2008,-4
5120840_vedstigen,2009,4
5120840_vedstigen,2010,-1
5120840_vedstigen,2011,4
5120840_vedstigen,2012,4
5120840_vedstigen,2013,2
5120840_vedstigen,2014,-2
5120910_tumba_bruk,2000,8
5120910_tumba_bruk,2001,4
5120910_tumba_bruk,2002,-28
5120910_tumba_bruk,2003,-18
5120910_tumba_bruk,2004,-13
5120910_tumba_bruk,2005,2
5120910_tumba_bruk,2006,-9
5120910_tumba_bruk,2007,-38
5120910_tumba_bruk,2008,-6
5120910_tumba_bruk,2009,-4
5120910_tumba_bruk,2010,-10
5120910_tumba_bruk,2011,-11
5120910_tumba_bruk,2012,-29
5120910_tumba_bruk,2013,-7
5120910_tumba_bruk,2014,-22
5120920_tumba_glesbygd,2000,24
5120920_tumba_glesbygd,2001,-2
5120920_tumba_glesbygd,2002,-3
5120920_tumba_glesbygd,2003,16
5120920_tumba_glesbygd,2004,19
5120920_tumba_glesbygd,2005,0
5120920_tumba_glesbygd,2006,19
5120920_tumba_glesbygd,2007,50
5120920_tumba_glesbygd,2008,16
5120920_tumba_glesbygd,2009,3
5120920_tumba_glesbygd,2010,-17
5120920_tumba_glesbygd,2011,5
5120920_tumba_glesbygd,2012,6
5120920_tumba_glesbygd,2013,-31
5120920_tumba_glesbygd,2014,43
5120930_kommunalhuset,2000,8
5120930_kommunalhuset,2001,-22
5120930_kommunalhuset,2002,12
5120930_kommunalhuset,2003,-14
5120930_kommunalhuset,2004,22
5120930_kommunalhuset,2005,74
5120930_kommunalhuset,2006,76
5120930_kommunalhuset,2007,60
5120930_kommunalhuset,2008,35
5120930_kommunalhuset,2009,5
5120930_kommunalhuset,2010,2
5120930_kommunalhuset,2011,13
5120930_kommunalhuset,2012,10
5120930_kommunalhuset,2013,24
5120930_kommunalhuset,2014,12
5120940_tuna,2000,-2
5120940_tuna,2001,9
5120940_tuna,2002,9
5120940_tuna,2003,-12
5120940_tuna,2004,1
5120940_tuna,2005,-8
5120940_tuna,2006,-24
5120940_tuna,2007,-9
5120940_tuna,2008,-10
5120940_tuna,2009,-15
5120940_tuna,2010,32
5120940_tuna,2011,4
5120940_tuna,2012,39
5120940_tuna,2013,23
5120940_tuna,2014,3
5120950_nackdala,2000,6
5120950_nackdala,2001,-7
5120950_nackdala,2002,3
5120950_nackdala,2003,4
5120950_nackdala,2004,27
5120950_nackdala,2005,2
5120950_nackdala,2006,11
5120950_nackdala,2007,13
5120950_nackdala,2008,9
5120950_nackdala,2009,23
5120950_nackdala,2010,28
5120950_nackdala,2011,32
5120950_nackdala,2012,5
5120950_nackdala,2013,17
5120950_nackdala,2014,5
5120970_loviseberg,2000,-14
5120970_loviseberg,2001,-2
5120970_loviseberg,2002,-5
5120970_loviseberg,2003,-5
5120970_loviseberg,2004,-10
5120970_loviseberg,2005,8
5120970_loviseberg,2006,-6
5120970_loviseberg,2007,-1
5120970_loviseberg,2008,13
5120970_loviseberg,2009,5
5120970_loviseberg,2010,15
5120970_loviseberg,2011,7
5120970_loviseberg,2012,3
5120970_loviseberg,2013,-6
5120970_loviseberg,2014,0
5130810_uttran,2000,4
5130810_uttran,2001,10
5130810_uttran,2002,4
5130810_uttran,2003,-10
5130810_uttran,2004,9
5130810_uttran,2005,19
5130810_uttran,2006,-9
5130810_uttran,2007,38
5130810_uttran,2008,-7
5130810_uttran,2009,2
5130810_uttran,2010,-13
5130810_uttran,2011,11
5130810_uttran,2012,3
5130810_uttran,2013,-9
5130810_uttran,2014,3
5130820_varsta,2000,-7
5130820_varsta,2001,-6
5130820_varsta,2002,-6
5130820_varsta,2003,26
5130820_varsta,2004,6
5130820_varsta,2005,2
5130820_varsta,2006,3
5130820_varsta,2007,-23
5130820_varsta,2008,-8
5130820_varsta,2009,-9
5130820_varsta,2010,-5
5130820_varsta,2011,24
5130820_varsta,2012,2
5130820_varsta,2013,-16
5130820_varsta,2014,9
5130830_grodinge_glesbygd,2000,11
5130830_grodinge_glesbygd,2001,39
5130830_grodinge_glesbygd,2002,24
5130830_grodinge_glesbygd,2003,26
5130830_grodinge_glesbygd,2004,23
5130830_grodinge_glesbygd,2005,-10
5130830_grodinge_glesbygd,2006,5
5130830_grodinge_glesbygd,2007,1
5130830_grodinge_glesbygd,2008,17
5130830_grodinge_glesbygd,2009,12
5130830_grodinge_glesbygd,2010,-11
5130830_grodinge_glesbygd,2011,-10
5130830_grodinge_glesbygd,2012,17
5130830_grodinge_glesbygd,2013,2
5130830_grodinge_glesbygd,2014,4
5140110_tullinge_villastad,2000,49
5140110_tullinge_villastad,2001,68
5140110_tullinge_villastad,2002,129
5140110_tullinge_villastad,2003,82
5140110_tullinge_villastad,2004,39
5140110_tullinge_villastad,2005,49
5140110_tullinge_villastad,2006,79
5140110_tullinge_villastad,2007,21
5140110_tullinge_villastad,2008,54
5140110_tullinge_villastad,2009,10
5140110_tullinge_villastad,2010,9
5140110_tullinge_villastad,2011,-9
5140110_tullinge_villastad,2012,39
5140110_tullinge_villastad,2013,49
5140110_tullinge_villastad,2014,27
5140620_tullingeberg,2000,-22
5140620_tullingeberg,2001,1
5140620_tullingeberg,2002,-2
5140620_tullingeberg,2003,0
5140620_tullingeberg,2004,14
5140620_tullingeberg,2005,22
5140620_tullingeberg,2006,8
5140620_tullingeberg,2007,-10
5140620_tullingeberg,2008,-3
5140620_tullingeberg,2009,-12
5140620_tullingeberg,2010,-16
5140620_tullingeberg,2011,87
5140620_tullingeberg,2012,-12
5140620_tullingeberg,2013,-11
5140620_tullingeberg,2014,-18
5140641_tullinge_parkhem,2000,40
5140641_tullinge_parkhem,2001,-28
5140641_tullinge_parkhem,2002,23
5140641_tullinge_parkhem,2003,-10
5140641_tullinge_parkhem,2004,43
5140641_tullinge_parkhem,2005,-18
5140641_tullinge_parkhem,2006,-21
5140641_tullinge_parkhem,2007,5
5140641_tullinge_parkhem,2008,-4
5140641_tullinge_parkhem,2009,-26
5140641_tullinge_parkhem,2010,-8
5140641_tullinge_parkhem,2011,14
5140641_tullinge_parkhem,2012,-12
5140641_tullinge_parkhem,2013,-23
5140641_tullinge_parkhem,2014,-26
5140642_lanthem_n,2000,8
5140642_lanthem_n,2001,7
5140642_lanthem_n,2002,20
5140642_lanthem_n,2003,12
5140642_lanthem_n,2004,18
5140642_lanthem_n,2005,-22
5140642_lanthem_n,2006,0
5140642_lanthem_n,2007,3
5140642_lanthem_n,2008,3
5140642_lanthem_n,2009,21
5140642_lanthem_n,2010,2
5140642_lanthem_n,2011,16
5140642_lanthem_n,2012,3
5140642_lanthem_n,2013,7
5140642_lanthem_n,2014,9
5140650_tullinge_centrum,2000,-18
5140650_tullinge_centrum,2001,-48
5140650_tullinge_centrum,2002,-24
5140650_tullinge_centrum,2003,-1
5140650_tullinge_centrum,2004,-32
5140650_tullinge_centrum,2005,2
5140650_tullinge_centrum,2006,33
5140650_tullinge_centrum,2007,-20
5140650_tullinge_centrum,2008,24
5140650_tullinge_centrum,2009,23
5140650_tullinge_centrum,2010,-7
5140650_tullinge_centrum,2011,2
5140650_tullinge_centrum,2012,-6
5140650_tullinge_centrum,2013,1
5140650_tullinge_centrum,2014,60
5140660_banslatt,2000,-3
5140660_banslatt,2001,-14
5140660_banslatt,2002,-25
5140660_banslatt,2003,17
5140660_banslatt,2004,12
5140660_banslatt,2005,9
5140660_banslatt,2006,11
5140660_banslatt,2007,1
5140660_banslatt,2008,-20
5140660_banslatt,2009,7
5140660_banslatt,2010,-1
5140660_banslatt,2011,-15
5140660_banslatt,2012,16
5140660_banslatt,2013,-14
5140660_banslatt,2014,7
5140690_okand,2000,4
5140690_okand,2001,3
5140690_okand,2002,38
5140690_okand,2003,-10
5140690_okand,2004,-23
5140690_okand,2005,-6
5140690_okand,2006,13
5140690_okand,2007,12
5140690_okand,2008,93
5140690_okand,2009,100
5140711_tullinge_skog,2000,-8
5140711_tullinge_skog,2001,14
5140711_tullinge_skog,2002,35
5140711_tullinge_skog,2003,-21
5140711_tullinge_skog,2004,6
5140711_tullinge_skog,2005,1
5140711_tullinge_skog,2006,4
5140711_tullinge_skog,2007,22
5140711_tullinge_skog,2008,-26
5140711_tullinge_skog,2009,17
5140711_tullinge_skog,2010,-2
5140711_tullinge_skog,2011,39
5140711_tullinge_skog,2012,3
5140711_tullinge_skog,2013,0
5140711_tullinge_skog,2014,-11
5140712_lanthem_s,2000,8
5140712_lanthem_s,2001,36
5140712_lanthem_s,2002,-17
5140712_lanthem_s,2003,5
5140712_lanthem_s,2004,2
5140712_lanthem_s,2005,5
5140712_lanthem_s,2006,-11
5140712_lanthem_s,2007,6
5140712_lanthem_s,2008,15
5140712_lanthem_s,2009,-6
5140712_lanthem_s,2010,16
5140712_lanthem_s,2011,-6
5140712_lanthem_s,2012,3
5140712_lanthem_s,2013,-8
5140712_lanthem_s,2014,-4
5711010_soderby_garde,2000,18
5711010_soderby_garde,2001,-19
5711010_soderby_garde,2002,-14
5711010_soderby_garde,2003,-11
5711010_soderby_garde,2004,-10
5711010_soderby_garde,2005,-33
5711010_soderby_garde,2006,11
5711010_soderby_garde,2007,-1
5711010_soderby_garde,2008,-38
5711010_soderby_garde,2009,-20
5711010_soderby_garde,2010,-12
5711010_soderby_garde,2011,-12
5711010_soderby_garde,2012,-7
5711010_soderby_garde,2013,-11
5711010_soderby_garde,2014,-10
5711020_soderby_park,2000,-7
5711020_soderby_park,2001,6
5711020_soderby_park,2002,-4
5711020_soderby_park,2003,-2
5711020_soderby_park,2004,-4
5711020_soderby_park,2005,27
5711020_soderby_park,2006,80
5711020_soderby_park,2007,88
5711020_soderby_park,2008,22
5711020_soderby_park,2009,50
5711020_soderby_park,2010,7
5711020_soderby_park,2011,7
5711020_soderby_park,2012,20
5711020_soderby_park,2013,16
5711020_soderby_park,2014,6
5711110_skyttorp,2000,-21
5711110_skyttorp,2001,-12
5711110_skyttorp,2002,-28
5711110_skyttorp,2003,-1
5711110_skyttorp,2004,-24
5711110_skyttorp,2005,-12
5711110_skyttorp,2006,-21
5711110_skyttorp,2007,-5
5711110_skyttorp,2008,-24
5711110_skyttorp,2009,-6
5711110_skyttorp,2010,-25
5711110_skyttorp,2011,45
5711110_skyttorp,2012,1
5711110_skyttorp,2013,1
5711110_skyttorp,2014,5
5711120_skogsang,2000,-5
5711120_skogsang,2001,-15
5711120_skogsang,2002,-11
5711120_skogsang,2003,11
5711120_skogsang,2004,-5
5711120_skogsang,2005,12
5711120_skogsang,2006,-14
5711120_skogsang,2007,8
5711120_skogsang,2008,14
5711120_skogsang,2009,-22
5711120_skogsang,2010,-13
5711120_skogsang,2011,-18
5711120_skogsang,2012,-3
5711120_skogsang,2013,-10
5711120_skogsang,2014,-7
5711130_soderby,2000,-17
5711130_soderby,2001,-21
5711130_soderby,2002,-15
5711130_soderby,2003,-1
5711130_soderby,2004,-17
5711130_soderby,2005,6
5711130_soderby,2006,3
5711130_soderby,2007,-4
5711130_soderby,2008,-5
5711130_soderby,2009,-11
5711130_soderby,2010,-6
5711130_soderby,2011,11
5711130_soderby,2012,-15
5711130_soderby,2013,8
5711130_soderby,2014,-4
5711200_salems_centrum,2000,9
5711200_salems_centrum,2001,-10
5711200_salems_centrum,2002,5
5711200_salems_centrum,2003,-13
5711200_salems_centrum,2004,-15
5711200_salems_centrum,2005,-51
5711200_salems_centrum,2006,4
5711200_salems_centrum,2007,-25
5711200_salems_centrum,2008,-19
5711200_salems_centrum,2009,1
5711200_salems_centrum,2010,20
5711200_salems_centrum,2011,9
5711200_salems_centrum,2012,5
5711200_salems_centrum,2013,-10
5711200_salems_centrum,2014,-13
5712110_norra_ronninge,2000,10
5712110_norra_ronninge,2001,12
5712110_norra_ronninge,2002,23
5712110_norra_ronninge,2003,2
5712110_norra_ronninge,2004,28
5712110_norra_ronninge,2005,-1
5712110_norra_ronninge,2006,-13
5712110_norra_ronninge,2007,-10
5712110_norra_ronninge,2008,-9
5712110_norra_ronninge,2009,8
5712110_norra_ronninge,2010,0
5712110_norra_ronninge,2011,-19
5712110_norra_ronninge,2012,0
5712110_norra_ronninge,2013,-8
5712110_norra_ronninge,2014,-5
5712210_uttringe,2000,12
5712210_uttringe,2001,12
5712210_uttringe,2002,5
5712210_uttringe,2003,18
5712210_uttringe,2004,1
5712210_uttringe,2005,8
5712210_uttringe,2006,-4
5712210_uttringe,2007,8
5712210_uttringe,2008,-3
5712210_uttringe,2009,1
5712210_uttringe,2010,-2
5712210_uttringe,2011,-3
5712210_uttringe,2012,-14
5712210_uttringe,2013,-6
5712210_uttringe,2014,-6
5712220_ostra_ronninge,2000,42
5712220_ostra_ronninge,2001,10
5712220_ostra_ronninge,2002,24
5712220_ostra_ronninge,2003,12
5712220_ostra_ronninge,2004,25
5712220_ostra_ronninge,2005,47
5712220_ostra_ronninge,2006,38
5712220_ostra_ronninge,2007,26
5712220_ostra_ronninge,2008,-5
5712220_ostra_ronninge,2009,-15
5712220_ostra_ronninge,2010,-6
5712220_ostra_ronninge,2011,5
5712220_ostra_ronninge,2012,14
5712220_ostra_ronninge,2013,-1
5712220_ostra_ronninge,2014,15
5712300_ronninge_centrum,2000,46
5712300_ronninge_centrum,2001,2
5712300_ronninge_centrum,2002,-3
5712300_ronninge_centrum,2003,-3
5712300_ronninge_centrum,2004,3
5712300_ronninge_centrum,2005,22
5712300_ronninge_centrum,2006,-7
5712300_ronninge_centrum,2007,-1
5712300_ronninge_centrum,2008,2
5712300_ronninge_centrum,2009,6
5712300_ronninge_centrum,2010,13
5712300_ronninge_centrum,2011,5
5712300_ronninge_centrum,2012,5
5712300_ronninge_centrum,2013,-9
5712300_ronninge_centrum,2014,12
5713000_salems_glesbygd,2000,12
5713000_salems_glesbygd,2001,3
5713000_salems_glesbygd,2002,-6
5713000_salems_glesbygd,2003,-2
5713000_salems_glesbygd,2004,-5
5713000_salems_glesbygd,2005,3
5713000_salems_glesbygd,2006,1
5713000_salems_glesbygd,2007,-1
5713000_salems_glesbygd,2008,5
5713000_salems_glesbygd,2009,-1
5713000_salems_glesbygd,2010,-2
5713000_salems_glesbygd,2011,-4
5713000_salems_glesbygd,2012,0
5713000_salems_glesbygd,2013,-1
5713000_salems_glesbygd,2014,3
5211120_gudo,2000,28
5211120_gudo,2001,1
5211120_gudo,2002,19
5211120_gudo,2003,-7
5211120_gudo,2004,14
5211120_gudo,2005,18
5211120_gudo,2006,-9
5211120_gudo,2007,28
5211120_gudo,2008,4
5211120_gudo,2009,31
5211120_gudo,2010,-18
5211120_gudo,2011,-20
5211120_gudo,2012,-5
5211120_gudo,2013,23
5211120_gudo,2014,18
5211131_sodra_vendelso,2000,9
5211131_sodra_vendelso,2001,7
5211131_sodra_vendelso,2002,-2
5211131_sodra_vendelso,2003,0
5211131_sodra_vendelso,2004,-18
5211131_sodra_vendelso,2005,-12
5211131_sodra_vendelso,2006,36
5211131_sodra_vendelso,2007,22
5211131_sodra_vendelso,2008,3
5211131_sodra_vendelso,2009,33
5211131_sodra_vendelso,2010,-24
5211131_sodra_vendelso,2011,-1
5211131_sodra_vendelso,2012,1
5211131_sodra_vendelso,2013,5
5211131_sodra_vendelso,2014,34
5211132_sagen,2000,-3
5211132_sagen,2001,-1
5211132_sagen,2002,12
5211132_sagen,2003,-7
5211132_sagen,2004,8
5211132_sagen,2005,-22
5211132_sagen,2006,-9
5211132_sagen,2007,-8
5211132_sagen,2008,20
5211132_sagen,2009,-20
5211132_sagen,2010,2
5211132_sagen,2011,-4
5211132_sagen,2012,-11
5211132_sagen,2013,-1
5211132_sagen,2014,-12
5211140_norra_vendelso,2000,14
5211140_norra_vendelso,2001,36
5211140_norra_vendelso,2002,16
5211140_norra_vendelso,2003,9
5211140_norra_vendelso,2004,-2
5211140_norra_vendelso,2005,14
5211140_norra_vendelso,2006,3
5211140_norra_vendelso,2007,-4
5211140_norra_vendelso,2008,18
5211140_norra_vendelso,2009,12
5211140_norra_vendelso,2010,21
5211140_norra_vendelso,2011,36
5211140_norra_vendelso,2012,18
5211140_norra_vendelso,2013,-14
5211140_norra_vendelso,2014,-1
5211150_dalen,2000,69
5211150_dalen,2001,33
5211150_dalen,2002,27
5211150_dalen,2003,4
5211150_dalen,2004,-5
5211150_dalen,2005,-4
5211150_dalen,2006,3
5211150_dalen,2007,1
5211150_dalen,2008,24
5211150_dalen,2009,4
5211150_dalen,2010,-1
5211150_dalen,2011,10
5211150_dalen,2012,13
5211150_dalen,2013,28
5211150_dalen,2014,34
5211210_vendelsomalm,2000,-32
5211210_vendelsomalm,2001,-29
5211210_vendelsomalm,2002,4
5211210_vendelsomalm,2003,18
5211210_vendelsomalm,2004,-22
5211210_vendelsomalm,2005,35
5211210_vendelsomalm,2006,40
5211210_vendelsomalm,2007,15
5211210_vendelsomalm,2008,8
5211210_vendelsomalm,2009,-8
5211210_vendelsomalm,2010,-9
5211210_vendelsomalm,2011,-4
5211210_vendelsomalm,2012,2
5211210_vendelsomalm,2013,9
5211210_vendelsomalm,2014,-32
5211220_eriksberg,2000,-7
5211220_eriksberg,2001,-8
5211220_eriksberg,2002,-20
5211220_eriksberg,2003,5
5211220_eriksberg,2004,-17
5211220_eriksberg,2005,-8
5211220_eriksberg,2006,-15
5211220_eriksberg,2007,-12
5211220_eriksberg,2008,6
5211220_eriksberg,2009,0
5211220_eriksberg,2010,-12
5211220_eriksberg,2011,-2
5211220_eriksberg,2012,-3
5211220_eriksberg,2013,0
5211220_eriksberg,2014,-13
5211230_ramsdalen,2000,-26
5211230_ramsdalen,2001,-20
5211230_ramsdalen,2002,-34
5211230_ramsdalen,2003,-4
5211230_ramsdalen,2004,-22
5211230_ramsdalen,2005,11
5211230_ramsdalen,2006,-12
5211230_ramsdalen,2007,-24
5211230_ramsdalen,2008,9
5211230_ramsdalen,2009,-6
5211230_ramsdalen,2010,-6
5211230_ramsdalen,2011,4
5211230_ramsdalen,2012,-7
5211230_ramsdalen,2013,17
5211230_ramsdalen,2014,-2
5211320_brandbergens_industriomr,2000,2
5211320_brandbergens_industriomr,2001,-20
5211320_brandbergens_industriomr,2002,-3
5211320_brandbergens_industriomr,2003,-6
5211320_brandbergens_industriomr,2004,-17
5211320_brandbergens_industriomr,2005,7
5211320_brandbergens_industriomr,2006,7
5211320_brandbergens_industriomr,2007,-1
5211320_brandbergens_industriomr,2008,7
5211320_brandbergens_industriomr,2009,-20
5211320_brandbergens_industriomr,2010,13
5211320_brandbergens_industriomr,2011,-10
5211320_brandbergens_industriomr,2012,4
5211320_brandbergens_industriomr,2013,-2
5211320_brandbergens_industriomr,2014,2
5211330_brandbergen_flerbost_hus,2000,83
5211330_brandbergen_flerbost_hus,2001,20
5211330_brandbergen_flerbost_hus,2002,-127
5211330_brandbergen_flerbost_hus,2003,2
5211330_brandbergen_flerbost_hus,2004,-49
5211330_brandbergen_flerbost_hus,2005,-142
5211330_brandbergen_flerbost_hus,2006,-26
5211330_brandbergen_flerbost_hus,2007,-42
5211330_brandbergen_flerbost_hus,2008,-55
5211330_brandbergen_flerbost_hus,2009,-75
5211330_brandbergen_flerbost_hus,2010,-51
5211330_brandbergen_flerbost_hus,2011,-14
5211330_brandbergen_flerbost_hus,2012,-50
5211330_brandbergen_flerbost_hus,2013,-5
5211330_brandbergen_flerbost_hus,2014,-35
5211340_brandbergen_smahus,2000,18
5211340_brandbergen_smahus,2001,8
5211340_brandbergen_smahus,2002,52
5211340_brandbergen_smahus,2003,-68
5211340_brandbergen_smahus,2004,-9
5211340_brandbergen_smahus,2005,8
5211340_brandbergen_smahus,2006,-3
5211340_brandbergen_smahus,2007,-8
5211340_brandbergen_smahus,2008,-10
5211340_brandbergen_smahus,2009,-2
5211340_brandbergen_smahus,2010,2
5211340_brandbergen_smahus,2011,-2
