basomrade,year,employment_rate_aged_20_64_female
1320240_mariebergsparken,2002,0.73246
1320240_mariebergsparken,2003,0.7406
1320240_mariebergsparken,2004,0.75899
1320240_mariebergsparken,2005,0.74638
1320240_mariebergsparken,2006,0.79152
1320240_mariebergsparken,2007,0.775
1320240_mariebergsparken,2008,0.76056
1320240_mariebergsparken,2009,0.73646
1320240_mariebergsparken,2010,0.75
1320240_mariebergsparken,2011,0.74737
1320240_mariebergsparken,2012,0.75093
1320240_mariebergsparken,2013,0.78788
1320240_mariebergsparken,2014,0.77108
1320310_ostra_stadshagen,2000,0.75495
1320310_ostra_stadshagen,2001,0.74427
1320310_ostra_stadshagen,2002,0.69324
1320310_ostra_stadshagen,2003,0.69631
1320310_ostra_stadshagen,2004,0.70101
1320310_ostra_stadshagen,2005,0.72628
1320310_ostra_stadshagen,2006,0.75327
1320310_ostra_stadshagen,2007,0.7782
1320310_ostra_stadshagen,2008,0.77164
1320310_ostra_stadshagen,2009,0.73418
1320310_ostra_stadshagen,2010,0.77778
1320310_ostra_stadshagen,2011,0.77865
1320310_ostra_stadshagen,2012,0.79091
1320310_ostra_stadshagen,2013,0.77677
1320310_ostra_stadshagen,2014,0.80542
1320410_vastra_kristineberg,2000,0.80301
1320410_vastra_kristineberg,2001,0.80147
1320410_vastra_kristineberg,2002,0.80677
1320410_vastra_kristineberg,2003,0.7865
1320410_vastra_kristineberg,2004,0.7966
1320410_vastra_kristineberg,2005,0.80359
1320410_vastra_kristineberg,2006,0.83292
1320410_vastra_kristineberg,2007,0.85306
1320410_vastra_kristineberg,2008,0.8332
1320410_vastra_kristineberg,2009,0.82382
1320410_vastra_kristineberg,2010,0.84441
1320410_vastra_kristineberg,2011,0.84385
1320410_vastra_kristineberg,2012,0.85418
1320410_vastra_kristineberg,2013,0.85599
1320410_vastra_kristineberg,2014,0.84087
1320420_thorildsplan,2000,0.79067
1320420_thorildsplan,2001,0.7934
1320420_thorildsplan,2002,0.78502
1320420_thorildsplan,2003,0.78188
1320420_thorildsplan,2004,0.78992
1320420_thorildsplan,2005,0.78287
1320420_thorildsplan,2006,0.81538
1320420_thorildsplan,2007,0.83053
1320420_thorildsplan,2008,0.83874
1320420_thorildsplan,2009,0.81321
1320420_thorildsplan,2010,0.82492
1320420_thorildsplan,2011,0.83921
1320420_thorildsplan,2012,0.85408
1320420_thorildsplan,2013,0.84121
1320420_thorildsplan,2014,0.85087
1320500_fredhall,2000,0.8063
1320500_fredhall,2001,0.82233
1320500_fredhall,2002,0.81911
1320500_fredhall,2003,0.79579
1320500_fredhall,2004,0.804
1320500_fredhall,2005,0.80617
1320500_fredhall,2006,0.82808
1320500_fredhall,2007,0.85282
1320500_fredhall,2008,0.85094
1320500_fredhall,2009,0.83138
1320500_fredhall,2010,0.84802
1320500_fredhall,2011,0.84461
1320500_fredhall,2012,0.85693
1320500_fredhall,2013,0.8633
1320500_fredhall,2014,0.87481
1330100_lilla_essingen,2000,0.82146
1330100_lilla_essingen,2001,0.81912
1330100_lilla_essingen,2002,0.79815
1330100_lilla_essingen,2003,0.77357
1330100_lilla_essingen,2004,0.81694
1330100_lilla_essingen,2005,0.82444
1330100_lilla_essingen,2006,0.85217
1330100_lilla_essingen,2007,0.86339
1330100_lilla_essingen,2008,0.86285
1330100_lilla_essingen,2009,0.83788
1330100_lilla_essingen,2010,0.85127
1330100_lilla_essingen,2011,0.85848
1330100_lilla_essingen,2012,0.86392
1330100_lilla_essingen,2013,0.8551
1330100_lilla_essingen,2014,0.84771
1330200_stora_essingen,2000,0.78728
1330200_stora_essingen,2001,0.79735
1330200_stora_essingen,2002,0.79808
1330200_stora_essingen,2003,0.77696
1330200_stora_essingen,2004,0.79293
1330200_stora_essingen,2005,0.8062
1330200_stora_essingen,2006,0.82466
1330200_stora_essingen,2007,0.83262
1330200_stora_essingen,2008,0.82571
1330200_stora_essingen,2009,0.81376
1330200_stora_essingen,2010,0.84286
1330200_stora_essingen,2011,0.84079
1330200_stora_essingen,2012,0.84291
1330200_stora_essingen,2013,0.82846
1330200_stora_essingen,2014,0.84154
1410110_mariaberget,2000,0.76281
1410110_mariaberget,2001,0.76232
1410110_mariaberget,2002,0.75164
1410110_mariaberget,2003,0.75789
1410110_mariaberget,2004,0.76517
1410110_mariaberget,2005,0.76823
1410110_mariaberget,2006,0.79613
1410110_mariaberget,2007,0.81865
1410110_mariaberget,2008,0.82256
1410110_mariaberget,2009,0.79032
1410110_mariaberget,2010,0.82587
1410110_mariaberget,2011,0.82195
1410110_mariaberget,2012,0.81894
1410110_mariaberget,2013,0.81347
1410110_mariaberget,2014,0.81237
1410120_maria_kyrka,2000,0.77484
1410120_maria_kyrka,2001,0.77488
1410120_maria_kyrka,2002,0.76881
1410120_maria_kyrka,2003,0.78018
1410120_maria_kyrka,2004,0.80713
1410120_maria_kyrka,2005,0.79905
1410120_maria_kyrka,2006,0.79479
1410120_maria_kyrka,2007,0.8107
1410120_maria_kyrka,2008,0.81454
1410120_maria_kyrka,2009,0.80065
1410120_maria_kyrka,2010,0.80415
1410120_maria_kyrka,2011,0.80528
1410120_maria_kyrka,2012,0.81818
1410120_maria_kyrka,2013,0.81595
1410120_maria_kyrka,2014,0.81741
1410130_swedenborgsgatan,2000,0.78024
1410130_swedenborgsgatan,2001,0.78688
1410130_swedenborgsgatan,2002,0.78837
1410130_swedenborgsgatan,2003,0.77657
1410130_swedenborgsgatan,2004,0.77935
1410130_swedenborgsgatan,2005,0.77923
1410130_swedenborgsgatan,2006,0.79185
1410130_swedenborgsgatan,2007,0.80965
1410130_swedenborgsgatan,2008,0.81887
1410130_swedenborgsgatan,2009,0.79114
1410130_swedenborgsgatan,2010,0.80312
1410130_swedenborgsgatan,2011,0.80682
1410130_swedenborgsgatan,2012,0.81394
1410130_swedenborgsgatan,2013,0.81652
1410130_swedenborgsgatan,2014,0.81929
1410140_gullfjardsplan,2000,0.77737
1410140_gullfjardsplan,2001,0.78674
1410140_gullfjardsplan,2002,0.78413
1410140_gullfjardsplan,2003,0.76806
1410140_gullfjardsplan,2004,0.78641
1410140_gullfjardsplan,2005,0.78491
1410140_gullfjardsplan,2006,0.80115
1410140_gullfjardsplan,2007,0.81431
1410140_gullfjardsplan,2008,0.81333
1410140_gullfjardsplan,2009,0.81299
1410140_gullfjardsplan,2010,0.826
1410140_gullfjardsplan,2011,0.80235
1410140_gullfjardsplan,2012,0.84064
1410140_gullfjardsplan,2013,0.83992
1410140_gullfjardsplan,2014,0.80588
1410150_bergsgruvan,2000,0.75336
1410150_bergsgruvan,2001,0.75113
1410150_bergsgruvan,2002,0.74201
1410150_bergsgruvan,2003,0.76316
1410150_bergsgruvan,2004,0.73744
1410150_bergsgruvan,2005,0.76327
1410150_bergsgruvan,2006,0.79956
1410150_bergsgruvan,2007,0.79588
1410150_bergsgruvan,2008,0.79752
1410150_bergsgruvan,2009,0.77932
1410150_bergsgruvan,2010,0.78916
1410150_bergsgruvan,2011,0.78414
1410150_bergsgruvan,2012,0.83028
1410150_bergsgruvan,2013,0.83186
1410150_bergsgruvan,2014,0.84842
1410210_sodra_station_vast,2000,0.78681
1410210_sodra_station_vast,2001,0.7786
1410210_sodra_station_vast,2002,0.79372
1410210_sodra_station_vast,2003,0.78843
1410210_sodra_station_vast,2004,0.79874
1410210_sodra_station_vast,2005,0.78858
1410210_sodra_station_vast,2006,0.79721
1410210_sodra_station_vast,2007,0.77932
1410210_sodra_station_vast,2008,0.77542
1410210_sodra_station_vast,2009,0.77528
1410210_sodra_station_vast,2010,0.81148
1410210_sodra_station_vast,2011,0.81672
1410210_sodra_station_vast,2012,0.82982
1410210_sodra_station_vast,2013,0.81967
1410210_sodra_station_vast,2014,0.83713
1410220_sodra_station_ost,2000,0.78869
1410220_sodra_station_ost,2001,0.77674
1410220_sodra_station_ost,2002,0.77011
1410220_sodra_station_ost,2003,0.77636
1410220_sodra_station_ost,2004,0.77195
1410220_sodra_station_ost,2005,0.77184
1410220_sodra_station_ost,2006,0.79469
1410220_sodra_station_ost,2007,0.79643
1410220_sodra_station_ost,2008,0.79449
1410220_sodra_station_ost,2009,0.78454
1410220_sodra_station_ost,2010,0.79896
1410220_sodra_station_ost,2011,0.80957
1410220_sodra_station_ost,2012,0.80819
1410220_sodra_station_ost,2013,0.83127
1410220_sodra_station_ost,2014,0.82697
1420110_hogalidskyrkan,2000,0.78781
1420110_hogalidskyrkan,2001,0.79632
1420110_hogalidskyrkan,2002,0.81317
1420110_hogalidskyrkan,2003,0.79715
1420110_hogalidskyrkan,2004,0.80963
1420110_hogalidskyrkan,2005,0.81287
1420110_hogalidskyrkan,2006,0.83558
1420110_hogalidskyrkan,2007,0.83945
1420110_hogalidskyrkan,2008,0.8439
1420110_hogalidskyrkan,2009,0.82538
1420110_hogalidskyrkan,2010,0.84473
1420110_hogalidskyrkan,2011,0.82535
1420110_hogalidskyrkan,2012,0.84983
1420110_hogalidskyrkan,2013,0.86678
1420110_hogalidskyrkan,2014,0.85804
1420120_skinnarviksringen,2000,0.75285
1420120_skinnarviksringen,2001,0.77706
1420120_skinnarviksringen,2002,0.75372
1420120_skinnarviksringen,2003,0.75431
1420120_skinnarviksringen,2004,0.7828
1420120_skinnarviksringen,2005,0.79148
1420120_skinnarviksringen,2006,0.81078
1420120_skinnarviksringen,2007,0.82063
1420120_skinnarviksringen,2008,0.81473
1420120_skinnarviksringen,2009,0.77989
1420120_skinnarviksringen,2010,0.80631
1420120_skinnarviksringen,2011,0.82212
1420120_skinnarviksringen,2012,0.83082
1420120_skinnarviksringen,2013,0.82938
1420120_skinnarviksringen,2014,0.83562
1420130_ludvigsberg,2000,0.74441
1420130_ludvigsberg,2001,0.76708
1420130_ludvigsberg,2002,0.75938
1420130_ludvigsberg,2003,0.75882
1420130_ludvigsberg,2004,0.78419
1420130_ludvigsberg,2005,0.78056
1420130_ludvigsberg,2006,0.80606
1420130_ludvigsberg,2007,0.78571
1420130_ludvigsberg,2008,0.81322
1420130_ludvigsberg,2009,0.8
1420130_ludvigsberg,2010,0.81416
1420130_ludvigsberg,2011,0.82622
1420130_ludvigsberg,2012,0.80982
1420130_ludvigsberg,2013,0.82109
1420130_ludvigsberg,2014,0.8162
1420140_bergsund,2000,0.76024
1420140_bergsund,2001,0.77051
1420140_bergsund,2002,0.75684
1420140_bergsund,2003,0.7335
1420140_bergsund,2004,0.74693
1420140_bergsund,2005,0.75481
1420140_bergsund,2006,0.80359
1420140_bergsund,2007,0.81041
1420140_bergsund,2008,0.80219
1420140_bergsund,2009,0.79355
1420140_bergsund,2010,0.80804
1420140_bergsund,2011,0.80535
1420140_bergsund,2012,0.81755
1420140_bergsund,2013,0.82236
1420140_bergsund,2014,0.83008
1420210_hornstull,2000,0.7543
1420210_hornstull,2001,0.74161
1420210_hornstull,2002,0.75575
1420210_hornstull,2003,0.74219
1420210_hornstull,2004,0.75239
1420210_hornstull,2005,0.75272
1420210_hornstull,2006,0.77407
1420210_hornstull,2007,0.7943
1420210_hornstull,2008,0.8044
1420210_hornstull,2009,0.78271
1420210_hornstull,2010,0.80867
1420210_hornstull,2011,0.80396
1420210_hornstull,2012,0.81877
1420210_hornstull,2013,0.81046
1420210_hornstull,2014,0.81947
1420220_bysistappan,2000,0.75
1420220_bysistappan,2001,0.74593
1420220_bysistappan,2002,0.75873
1420220_bysistappan,2003,0.75155
1420220_bysistappan,2004,0.73137
1420220_bysistappan,2005,0.75812
1420220_bysistappan,2006,0.7709
1420220_bysistappan,2007,0.81164
1420220_bysistappan,2008,0.81315
1420220_bysistappan,2009,0.79851
1420220_bysistappan,2010,0.8048
1420220_bysistappan,2011,0.77794
1420220_bysistappan,2012,0.80775
1420220_bysistappan,2013,0.8186
1420220_bysistappan,2014,0.79753
1420230_sodra_namndhuset,2000,0.76297
1420230_sodra_namndhuset,2001,0.7975
1420230_sodra_namndhuset,2002,0.79841
1420230_sodra_namndhuset,2003,0.77483
1420230_sodra_namndhuset,2004,0.78418
1420230_sodra_namndhuset,2005,0.78841
1420230_sodra_namndhuset,2006,0.79221
1420230_sodra_namndhuset,2007,0.80367
1420230_sodra_namndhuset,2008,0.84145
1420230_sodra_namndhuset,2009,0.81667
1420230_sodra_namndhuset,2010,0.81153
1420230_sodra_namndhuset,2011,0.81857
1420230_sodra_namndhuset,2012,0.82652
1420230_sodra_namndhuset,2013,0.81907
1420230_sodra_namndhuset,2014,0.81583
1420240_zinkensdamm,2000,0.79211
1420240_zinkensdamm,2001,0.78416
1420240_zinkensdamm,2002,0.80105
1420240_zinkensdamm,2003,0.78255
1420240_zinkensdamm,2004,0.77822
1420240_zinkensdamm,2005,0.79301
1420240_zinkensdamm,2006,0.80189
1420240_zinkensdamm,2007,0.79315
1420240_zinkensdamm,2008,0.83219
1420240_zinkensdamm,2009,0.81427
1420240_zinkensdamm,2010,0.82161
1420240_zinkensdamm,2011,0.80315
1420240_zinkensdamm,2012,0.82237
1420240_zinkensdamm,2013,0.81854
1420240_zinkensdamm,2014,0.83574
1420310_sodersjukhuset,2000,0.75
1420310_sodersjukhuset,2001,0.66667
1420310_sodersjukhuset,2002,0.656
1420310_sodersjukhuset,2003,0.71429
1420310_sodersjukhuset,2004,0.59664
1420310_sodersjukhuset,2005,0.65323
1420310_sodersjukhuset,2006,0.68908
1420310_sodersjukhuset,2007,0.7375
1420310_sodersjukhuset,2008,0.68197
1420310_sodersjukhuset,2009,0.72109
1420310_sodersjukhuset,2010,0.67516
1420310_sodersjukhuset,2011,0.69863
1420310_sodersjukhuset,2012,0.72474
1420310_sodersjukhuset,2013,0.69965
1420310_sodersjukhuset,2014,0.76173
1420320_tanto,2000,0.78261
1420320_tanto,2001,0.79755
1420320_tanto,2002,0.82566
1420320_tanto,2003,0.78614
1420320_tanto,2004,0.77679
1420320_tanto,2005,0.77679
1420320_tanto,2006,0.81089
1420320_tanto,2007,0.82263
1420320_tanto,2008,0.78528
1420320_tanto,2009,0.80675
1420320_tanto,2010,0.825
1420320_tanto,2011,0.81024
1420320_tanto,2012,0.8254
1420320_tanto,2013,0.80967
1420320_tanto,2014,0.80814
1420330_skoldgatan_syd,2000,0.78442
1420330_skoldgatan_syd,2001,0.79275
1420330_skoldgatan_syd,2002,0.80526
1420330_skoldgatan_syd,2003,0.76982
1420330_skoldgatan_syd,2004,0.78385
1420330_skoldgatan_syd,2005,0.76982
1420330_skoldgatan_syd,2006,0.7801
1420330_skoldgatan_syd,2007,0.79888
1420330_skoldgatan_syd,2008,0.78862
1420330_skoldgatan_syd,2009,0.78068
1420330_skoldgatan_syd,2010,0.77807
1420330_skoldgatan_syd,2011,0.75853
1420330_skoldgatan_syd,2012,0.80662
1420330_skoldgatan_syd,2013,0.79949
1420330_skoldgatan_syd,2014,0.82432
1420360_skoldgatan_nord,2000,0.76901
1420360_skoldgatan_nord,2001,0.77143
1420360_skoldgatan_nord,2002,0.75645
1420360_skoldgatan_nord,2003,0.74929
1420360_skoldgatan_nord,2004,0.76836
1420360_skoldgatan_nord,2005,0.7514
1420360_skoldgatan_nord,2006,0.7623
1420360_skoldgatan_nord,2007,0.75562
1420360_skoldgatan_nord,2008,0.77809
1420360_skoldgatan_nord,2009,0.75575
1420360_skoldgatan_nord,2010,0.76488
1420360_skoldgatan_nord,2011,0.78485
1420360_skoldgatan_nord,2012,0.77439
1420360_skoldgatan_nord,2013,0.80126
1420360_skoldgatan_nord,2014,0.82188
1420410_langholmen,2000,0.85714
1420410_langholmen,2001,0.81356
1420410_langholmen,2002,0.83333
1420410_langholmen,2003,0.79245
1420410_langholmen,2004,0.77193
1420410_langholmen,2005,0.83636
1420410_langholmen,2006,0.82143
1420410_langholmen,2007,0.83636
1420410_langholmen,2008,0.7963
1420410_langholmen,2009,0.82353
1420410_langholmen,2010,0.85417
1420410_langholmen,2011,0.84
1420410_langholmen,2012,0.82222
1420410_langholmen,2013,0.86364
1420410_langholmen,2014,0.83721
1420420_reimersholme,2000,0.79111
1420420_reimersholme,2001,0.81791
1420420_reimersholme,2002,0.79706
1420420_reimersholme,2003,0.78748
1420420_reimersholme,2004,0.80259
1420420_reimersholme,2005,0.82833
1420420_reimersholme,2006,0.83212
1420420_reimersholme,2007,0.85015
1420420_reimersholme,2008,0.83947
1420420_reimersholme,2009,0.82421
1420420_reimersholme,2010,0.84971
1420420_reimersholme,2011,0.85778
1420420_reimersholme,2012,0.86765
1420420_reimersholme,2013,0.85928
1420420_reimersholme,2014,0.84639
1430120_vastra_aso,2000,0.70316
1430120_vastra_aso,2001,0.71639
1430120_vastra_aso,2002,0.69263
1430120_vastra_aso,2003,0.68201
1430120_vastra_aso,2004,0.69214
1430120_vastra_aso,2005,0.66667
1430120_vastra_aso,2006,0.68913
1430120_vastra_aso,2007,0.69474
1430120_vastra_aso,2008,0.67333
1430120_vastra_aso,2009,0.6427
1430120_vastra_aso,2010,0.68254
1430120_vastra_aso,2011,0.66307
1430120_vastra_aso,2012,0.68725
1430120_vastra_aso,2013,0.69709
1430120_vastra_aso,2014,0.69573
1430130_blekingetappan,2000,0.78496
1430130_blekingetappan,2001,0.78427
1430130_blekingetappan,2002,0.78713
1430130_blekingetappan,2003,0.77304
1430130_blekingetappan,2004,0.7664
1430130_blekingetappan,2005,0.78068
1430130_blekingetappan,2006,0.79838
1430130_blekingetappan,2007,0.81352
1430130_blekingetappan,2008,0.82063
1430130_blekingetappan,2009,0.81732
1430130_blekingetappan,2010,0.8186
1430130_blekingetappan,2011,0.83768
1430130_blekingetappan,2012,0.84045
1430130_blekingetappan,2013,0.82731
1430130_blekingetappan,2014,0.83842
1430140_helgalunden,2000,0.77048
1430140_helgalunden,2001,0.76467
1430140_helgalunden,2002,0.76127
1430140_helgalunden,2003,0.77089
1430140_helgalunden,2004,0.77635
1430140_helgalunden,2005,0.77419
1430140_helgalunden,2006,0.78992
1430140_helgalunden,2007,0.80118
1430140_helgalunden,2008,0.8004
1430140_helgalunden,2009,0.79906
1430140_helgalunden,2010,0.80797
1430140_helgalunden,2011,0.80078
1430140_helgalunden,2012,0.80796
1430140_helgalunden,2013,0.80848
1430140_helgalunden,2014,0.82981
1430150_eriksdal,2000,0.77226
1430150_eriksdal,2001,0.78625
1430150_eriksdal,2002,0.78167
1430150_eriksdal,2003,0.75849
1430150_eriksdal,2004,0.78893
1430150_eriksdal,2005,0.80799
1430150_eriksdal,2006,0.81572
1430150_eriksdal,2007,0.82952
1430150_eriksdal,2008,0.8255
1430150_eriksdal,2009,0.79115
1430150_eriksdal,2010,0.79509
1430150_eriksdal,2011,0.82389
1430150_eriksdal,2012,0.83227
1430150_eriksdal,2013,0.82879
1430150_eriksdal,2014,0.83679
1430160_asotorget,2000,0.7874
1430160_asotorget,2001,0.77099
1430160_asotorget,2002,0.80303
1430160_asotorget,2003,0.79688
1430160_asotorget,2004,0.816
1430160_asotorget,2005,0.81967
1430160_asotorget,2006,0.79825
1430160_asotorget,2007,0.63636
1430160_asotorget,2008,0.57869
1430160_asotorget,2009,0.59251
1430160_asotorget,2010,0.68228
1430160_asotorget,2011,0.70035
1430160_asotorget,2012,0.73408
1430160_asotorget,2013,0.69492
1430160_asotorget,2014,0.71954
1430180_rosenlund,2000,0.76396
1430180_rosenlund,2001,0.7218
1430180_rosenlund,2002,0.73881
1430180_rosenlund,2003,0.71675
1430180_rosenlund,2004,0.715
1430180_rosenlund,2005,0.79032
1430180_rosenlund,2006,0.78995
1430180_rosenlund,2007,0.79587
1430180_rosenlund,2008,0.81517
1430180_rosenlund,2009,0.80562
1430180_rosenlund,2010,0.7972
1430180_rosenlund,2011,0.80482
1430180_rosenlund,2012,0.8149
1430180_rosenlund,2013,0.76659
1430180_rosenlund,2014,0.79778
1430210_mosebacke,2000,0.78167
1430210_mosebacke,2001,0.775
1430210_mosebacke,2002,0.78273
1430210_mosebacke,2003,0.771
1430210_mosebacke,2004,0.77459
1430210_mosebacke,2005,0.77406
1430210_mosebacke,2006,0.79196
1430210_mosebacke,2007,0.79039
1430210_mosebacke,2008,0.78378
1430210_mosebacke,2009,0.79109
1430210_mosebacke,2010,0.81276
1430210_mosebacke,2011,0.8022
1430210_mosebacke,2012,0.82578
1430210_mosebacke,2013,0.81476
1430210_mosebacke,2014,0.84726
1430220_ostra_aso,2000,0.74052
1430220_ostra_aso,2001,0.74514
1430220_ostra_aso,2002,0.73594
1430220_ostra_aso,2003,0.72312
1430220_ostra_aso,2004,0.73426
1430220_ostra_aso,2005,0.74691
1430220_ostra_aso,2006,0.78216
1430220_ostra_aso,2007,0.77106
1430220_ostra_aso,2008,0.78243
1430220_ostra_aso,2009,0.75562
1430220_ostra_aso,2010,0.77468
1430220_ostra_aso,2011,0.80145
1430220_ostra_aso,2012,0.81534
1430220_ostra_aso,2013,0.79599
1430220_ostra_aso,2014,0.804
1430230_katarina_kyrka,2000,0.79779
1430230_katarina_kyrka,2001,0.79208
1430230_katarina_kyrka,2002,0.7995
1430230_katarina_kyrka,2003,0.78427
1430230_katarina_kyrka,2004,0.8007
1430230_katarina_kyrka,2005,0.78286
1430230_katarina_kyrka,2006,0.80406
1430230_katarina_kyrka,2007,0.82488
1430230_katarina_kyrka,2008,0.81798
1430230_katarina_kyrka,2009,0.79302
1430230_katarina_kyrka,2010,0.81002
1430230_katarina_kyrka,2011,0.80215
1430230_katarina_kyrka,2012,0.80364
1430230_katarina_kyrka,2013,0.80336
1430230_katarina_kyrka,2014,0.80727
1430240_bjurholmsplan,2000,0.784
1430240_bjurholmsplan,2001,0.7811
1430240_bjurholmsplan,2002,0.7714
1430240_bjurholmsplan,2003,0.76244
1430240_bjurholmsplan,2004,0.78786
1430240_bjurholmsplan,2005,0.77857
1430240_bjurholmsplan,2006,0.80436
1430240_bjurholmsplan,2007,0.81007
1430240_bjurholmsplan,2008,0.83092
1430240_bjurholmsplan,2009,0.81063
1430240_bjurholmsplan,2010,0.82986
1430240_bjurholmsplan,2011,0.84843
1430240_bjurholmsplan,2012,0.83991
1430240_bjurholmsplan,2013,0.83469
1430240_bjurholmsplan,2014,0.84247
1430250_nytorget,2000,0.77784
1430250_nytorget,2001,0.77511
1430250_nytorget,2002,0.77391
1430250_nytorget,2003,0.75576
1430250_nytorget,2004,0.78123
1430250_nytorget,2005,0.78699
1430250_nytorget,2006,0.80298
1430250_nytorget,2007,0.82376
1430250_nytorget,2008,0.83232
1430250_nytorget,2009,0.8244
1430250_nytorget,2010,0.83455
1430250_nytorget,2011,0.83617
1430250_nytorget,2012,0.84813
1430250_nytorget,2013,0.84138
1430250_nytorget,2014,0.84514
1440110_ersta,2000,0.7686
1440110_ersta,2001,0.79019
1440110_ersta,2002,0.78297
1440110_ersta,2003,0.77247
1440110_ersta,2004,0.78426
1440110_ersta,2005,0.7929
1440110_ersta,2006,0.83386
1440110_ersta,2007,0.8018
1440110_ersta,2008,0.8375
1440110_ersta,2009,0.78738
1440110_ersta,2010,0.79205
1440110_ersta,2011,0.75291
1440110_ersta,2012,0.75075
1440110_ersta,2013,0.76737
1440110_ersta,2014,0.78571
1440120_sofia_kyrka,2000,0.77956
1440120_sofia_kyrka,2001,0.76887
1440120_sofia_kyrka,2002,0.76522
1440120_sofia_kyrka,2003,0.7497
1440120_sofia_kyrka,2004,0.76929
1440120_sofia_kyrka,2005,0.78068
1440120_sofia_kyrka,2006,0.81093
1440120_sofia_kyrka,2007,0.81183
1440120_sofia_kyrka,2008,0.81097
1440120_sofia_kyrka,2009,0.80195
1440120_sofia_kyrka,2010,0.80434
1440120_sofia_kyrka,2011,0.81655
1440120_sofia_kyrka,2012,0.81909
1440120_sofia_kyrka,2013,0.82942
1440120_sofia_kyrka,2014,0.82742
1440210_tullgarden,2000,0.74887
1440210_tullgarden,2001,0.77753
1440210_tullgarden,2002,0.74229
1440210_tullgarden,2003,0.74
1440210_tullgarden,2004,0.76638
1440210_tullgarden,2005,0.79186
1440210_tullgarden,2006,0.83406
1440210_tullgarden,2007,0.81913
1440210_tullgarden,2008,0.82227
1440210_tullgarden,2009,0.80652
1440210_tullgarden,2010,0.81466
1440210_tullgarden,2011,0.80769
1440210_tullgarden,2012,0.83125
1440210_tullgarden,2013,0.82636
1440210_tullgarden,2014,0.8243
1440220_vita_bergen,2000,0.75604
1440220_vita_bergen,2001,0.76471
1440220_vita_bergen,2002,0.77191
1440220_vita_bergen,2003,0.74205
1440220_vita_bergen,2004,0.77485
1440220_vita_bergen,2005,0.79548
1440220_vita_bergen,2006,0.8177
1440220_vita_bergen,2007,0.81388
1440220_vita_bergen,2008,0.81793
1440220_vita_bergen,2009,0.80663
1440220_vita_bergen,2010,0.81393
1440220_vita_bergen,2011,0.82126
1440220_vita_bergen,2012,0.82671
1440220_vita_bergen,2013,0.81777
1440220_vita_bergen,2014,0.83951
1440230_blecktornet,2000,0.76403
1440230_blecktornet,2001,0.77
1440230_blecktornet,2002,0.77484
1440230_blecktornet,2003,0.77423
1440230_blecktornet,2004,0.76684
1440230_blecktornet,2005,0.7665
1440230_blecktornet,2006,0.80541
1440230_blecktornet,2007,0.81105
1440230_blecktornet,2008,0.80184
1440230_blecktornet,2009,0.76943
1440230_blecktornet,2010,0.80051
1440230_blecktornet,2011,0.80309
1440230_blecktornet,2012,0.80645
1440230_blecktornet,2013,0.79427
1440230_blecktornet,2014,0.82592
1440240_vintertullen,2000,0.79353
1440240_vintertullen,2001,0.79115
1440240_vintertullen,2002,0.80457
1440240_vintertullen,2003,0.78628
1440240_vintertullen,2004,0.78628
1440240_vintertullen,2005,0.78437
1440240_vintertullen,2006,0.83149
1440240_vintertullen,2007,0.8661
1440240_vintertullen,2008,0.84034
1440240_vintertullen,2009,0.83476
1440240_vintertullen,2010,0.82249
1440240_vintertullen,2011,0.8432
1440240_vintertullen,2012,0.82282
1440240_vintertullen,2013,0.83851
1440240_vintertullen,2014,0.85993
1440250_barnangen,2000,0.84068
1440250_barnangen,2001,0.85526
1440250_barnangen,2002,0.84783
1440250_barnangen,2003,0.87621
1440250_barnangen,2004,0.87842
1440250_barnangen,2005,0.86596
1440250_barnangen,2006,0.85673
1440250_barnangen,2007,0.85169
1440250_barnangen,2008,0.85119
1440250_barnangen,2009,0.82317
1440250_barnangen,2010,0.84702
1440250_barnangen,2011,0.84098
1440250_barnangen,2012,0.82676
1440250_barnangen,2013,0.82957
1440250_barnangen,2014,0.8213
1440260_mjardgrand,2000,0.83153
1440260_mjardgrand,2001,0.82174
1440260_mjardgrand,2002,0.8255
1440260_mjardgrand,2003,0.83182
1440260_mjardgrand,2004,0.85202
1440260_mjardgrand,2005,0.85941
1440260_mjardgrand,2006,0.84187
1440260_mjardgrand,2007,0.85977
1440260_mjardgrand,2008,0.87028
1440260_mjardgrand,2009,0.86183
1440260_mjardgrand,2010,0.85714
1440260_mjardgrand,2011,0.8662
1440260_mjardgrand,2012,0.88206
1440260_mjardgrand,2013,0.86139
1440260_mjardgrand,2014,0.87664
1440311_danviken_n,2000,0.7377
1440311_danviken_n,2001,0.75
1440311_danviken_n,2002,0.68571
1440311_danviken_n,2003,0.68456
1440311_danviken_n,2004,0.74684
1440311_danviken_n,2005,0.76087
1440311_danviken_n,2006,0.7933
1440311_danviken_n,2007,0.82123
1440311_danviken_n,2008,0.84358
1440311_danviken_n,2009,0.85597
1440311_danviken_n,2010,0.87589
1440311_danviken_n,2011,0.85826
1440311_danviken_n,2012,0.87625
1440311_danviken_n,2013,0.87892
1440311_danviken_n,2014,0.87778
1440312_danviken_s,2000,0.8
1440312_danviken_s,2001,0.86466
1440312_danviken_s,2002,0.85852
1440312_danviken_s,2003,0.86324
1440312_danviken_s,2004,0.87753
1440312_danviken_s,2005,0.85356
1440312_danviken_s,2006,0.86708
1440312_danviken_s,2007,0.8874
1440312_danviken_s,2008,0.87632
