basomrade,year,employment_rate_aged_20_64_female
4111110_norra_runby,2000,0.80328
4111110_norra_runby,2001,0.80196
4111110_norra_runby,2002,0.80066
4111110_norra_runby,2003,0.76139
4111110_norra_runby,2004,0.75602
4111110_norra_runby,2005,0.78809
4111110_norra_runby,2006,0.79083
4111110_norra_runby,2007,0.78947
4111110_norra_runby,2008,0.78394
4111110_norra_runby,2009,0.75459
4111110_norra_runby,2010,0.78029
4111110_norra_runby,2011,0.77974
4111110_norra_runby,2012,0.79421
4111110_norra_runby,2013,0.78364
4111110_norra_runby,2014,0.76085
4111120_sodra_runby,2000,0.81481
4111120_sodra_runby,2001,0.85821
4111120_sodra_runby,2002,0.864
4111120_sodra_runby,2003,0.84167
4111120_sodra_runby,2004,0.84167
4111120_sodra_runby,2005,0.82927
4111120_sodra_runby,2006,0.82946
4111120_sodra_runby,2007,0.81739
4111120_sodra_runby,2008,0.86508
4111120_sodra_runby,2009,0.83065
4111120_sodra_runby,2010,0.81746
4111120_sodra_runby,2011,0.86047
4111120_sodra_runby,2012,0.89474
4111120_sodra_runby,2013,0.84733
4111120_sodra_runby,2014,0.9
4111130_runby_lovsta,2000,0.8136
4111130_runby_lovsta,2001,0.80412
4111130_runby_lovsta,2002,0.78811
4111130_runby_lovsta,2003,0.78892
4111130_runby_lovsta,2004,0.79339
4111130_runby_lovsta,2005,0.79944
4111130_runby_lovsta,2006,0.79944
4111130_runby_lovsta,2007,0.81899
4111130_runby_lovsta,2008,0.80117
4111130_runby_lovsta,2009,0.82263
4111130_runby_lovsta,2010,0.81424
4111130_runby_lovsta,2011,0.78932
4111130_runby_lovsta,2012,0.80712
4111130_runby_lovsta,2013,0.82006
4111130_runby_lovsta,2014,0.82012
4111140_prastgardsmarken,2000,0.78689
4111140_prastgardsmarken,2001,0.803
4111140_prastgardsmarken,2002,0.79167
4111140_prastgardsmarken,2003,0.77944
4111140_prastgardsmarken,2004,0.78131
4111140_prastgardsmarken,2005,0.77893
4111140_prastgardsmarken,2006,0.78632
4111140_prastgardsmarken,2007,0.78279
4111140_prastgardsmarken,2008,0.78243
4111140_prastgardsmarken,2009,0.76842
4111140_prastgardsmarken,2010,0.76149
4111140_prastgardsmarken,2011,0.77007
4111140_prastgardsmarken,2012,0.74627
4111140_prastgardsmarken,2013,0.75054
4111140_prastgardsmarken,2014,0.71608
4111900_eds_glesbygd,2000,0.79592
4111900_eds_glesbygd,2001,0.81081
4111900_eds_glesbygd,2002,0.79452
4111900_eds_glesbygd,2003,0.76429
4111900_eds_glesbygd,2004,0.8
4111900_eds_glesbygd,2005,0.82517
4111900_eds_glesbygd,2006,0.8042
4111900_eds_glesbygd,2007,0.80153
4111900_eds_glesbygd,2008,0.8626
4111900_eds_glesbygd,2009,0.82203
4111900_eds_glesbygd,2010,0.84615
4111900_eds_glesbygd,2011,0.77372
4111900_eds_glesbygd,2012,0.83459
4111900_eds_glesbygd,2013,0.81343
4111900_eds_glesbygd,2014,0.83721
4122100_lowenstromska_sjukhuset,2000,0.68927
4122100_lowenstromska_sjukhuset,2001,0.72093
4122100_lowenstromska_sjukhuset,2002,0.75269
4122100_lowenstromska_sjukhuset,2003,0.74033
4122100_lowenstromska_sjukhuset,2004,0.67416
4122100_lowenstromska_sjukhuset,2005,0.69767
4122100_lowenstromska_sjukhuset,2006,0.74522
4122100_lowenstromska_sjukhuset,2007,0.71895
4122100_lowenstromska_sjukhuset,2008,0.68519
4122100_lowenstromska_sjukhuset,2009,0.60403
4122100_lowenstromska_sjukhuset,2010,0.67347
4122100_lowenstromska_sjukhuset,2011,0.67974
4122100_lowenstromska_sjukhuset,2012,0.68387
4122100_lowenstromska_sjukhuset,2013,0.63636
4122100_lowenstromska_sjukhuset,2014,0.63584
4122210_norra_vilunda,2000,0.81953
4122210_norra_vilunda,2001,0.84545
4122210_norra_vilunda,2002,0.84709
4122210_norra_vilunda,2003,0.82716
4122210_norra_vilunda,2004,0.80503
4122210_norra_vilunda,2005,0.83601
4122210_norra_vilunda,2006,0.82315
4122210_norra_vilunda,2007,0.82201
4122210_norra_vilunda,2008,0.82736
4122210_norra_vilunda,2009,0.81731
4122210_norra_vilunda,2010,0.82508
4122210_norra_vilunda,2011,0.83673
4122210_norra_vilunda,2012,0.81605
4122210_norra_vilunda,2013,0.82237
4122210_norra_vilunda,2014,0.82095
4122230_apoteksskogen,2000,0.73123
4122230_apoteksskogen,2001,0.75033
4122230_apoteksskogen,2002,0.74576
4122230_apoteksskogen,2003,0.71175
4122230_apoteksskogen,2004,0.69932
4122230_apoteksskogen,2005,0.68994
4122230_apoteksskogen,2006,0.6898
4122230_apoteksskogen,2007,0.71019
4122230_apoteksskogen,2008,0.71
4122230_apoteksskogen,2009,0.68511
4122230_apoteksskogen,2010,0.64978
4122230_apoteksskogen,2011,0.68175
4122230_apoteksskogen,2012,0.69031
4122230_apoteksskogen,2013,0.68742
4122230_apoteksskogen,2014,0.68519
4122240_vasbyskogen,2000,0.707
4122240_vasbyskogen,2001,0.71179
4122240_vasbyskogen,2002,0.68328
4122240_vasbyskogen,2003,0.68391
4122240_vasbyskogen,2004,0.66567
4122240_vasbyskogen,2005,0.64955
4122240_vasbyskogen,2006,0.65895
4122240_vasbyskogen,2007,0.67818
4122240_vasbyskogen,2008,0.67308
4122240_vasbyskogen,2009,0.6176
4122240_vasbyskogen,2010,0.62736
4122240_vasbyskogen,2011,0.64297
4122240_vasbyskogen,2012,0.62618
4122240_vasbyskogen,2013,0.63679
4122240_vasbyskogen,2014,0.63511
4122310_korpkulla,2000,0.76555
4122310_korpkulla,2001,0.78206
4122310_korpkulla,2002,0.76596
4122310_korpkulla,2003,0.75493
4122310_korpkulla,2004,0.73654
4122310_korpkulla,2005,0.73846
4122310_korpkulla,2006,0.7714
4122310_korpkulla,2007,0.77622
4122310_korpkulla,2008,0.76994
4122310_korpkulla,2009,0.76365
4122310_korpkulla,2010,0.7655
4122310_korpkulla,2011,0.78584
4122310_korpkulla,2012,0.78169
4122310_korpkulla,2013,0.76032
4122310_korpkulla,2014,0.77867
4122340_vilunda,2000,0.57143
4122340_vilunda,2001,0.58966
4122340_vilunda,2002,0.60035
4122340_vilunda,2003,0.57914
4122340_vilunda,2004,0.56801
4122340_vilunda,2005,0.55323
4122340_vilunda,2006,0.54563
4122340_vilunda,2007,0.5509
4122340_vilunda,2008,0.56137
4122340_vilunda,2009,0.50823
4122340_vilunda,2010,0.5625
4122340_vilunda,2011,0.5491
4122340_vilunda,2012,0.54617
4122340_vilunda,2013,0.56471
4122340_vilunda,2014,0.58577
4122420_norra_smedby,2000,0.72757
4122420_norra_smedby,2001,0.74359
4122420_norra_smedby,2002,0.76171
4122420_norra_smedby,2003,0.72544
4122420_norra_smedby,2004,0.70323
4122420_norra_smedby,2005,0.69231
4122420_norra_smedby,2006,0.67629
4122420_norra_smedby,2007,0.68806
4122420_norra_smedby,2008,0.6913
4122420_norra_smedby,2009,0.66954
4122420_norra_smedby,2010,0.66806
4122420_norra_smedby,2011,0.67866
4122420_norra_smedby,2012,0.68246
4122420_norra_smedby,2013,0.69149
4122420_norra_smedby,2014,0.69005
4122430_sodra_smedby,2000,0.75833
4122430_sodra_smedby,2001,0.79835
4122430_sodra_smedby,2002,0.79918
4122430_sodra_smedby,2003,0.77236
4122430_sodra_smedby,2004,0.7479
4122430_sodra_smedby,2005,0.73504
4122430_sodra_smedby,2006,0.71179
4122430_sodra_smedby,2007,0.71983
4122430_sodra_smedby,2008,0.72034
4122430_sodra_smedby,2009,0.73991
4122430_sodra_smedby,2010,0.78261
4122430_sodra_smedby,2011,0.78182
4122430_sodra_smedby,2012,0.77578
4122430_sodra_smedby,2013,0.73478
4122430_sodra_smedby,2014,0.73894
4122520_skalby,2000,0.78082
4122520_skalby,2001,0.79037
4122520_skalby,2002,0.8284
4122520_skalby,2003,0.80606
4122520_skalby,2004,0.80564
4122520_skalby,2005,0.81935
4122520_skalby,2006,0.84818
4122520_skalby,2007,0.87543
4122520_skalby,2008,0.87179
4122520_skalby,2009,0.8717
4122520_skalby,2010,0.87031
4122520_skalby,2011,0.87417
4122520_skalby,2012,0.85382
4122520_skalby,2013,0.85
4122520_skalby,2014,0.84797
4122530_carlslund,2000,0.77282
4122530_carlslund,2001,0.80196
4122530_carlslund,2002,0.77689
4122530_carlslund,2003,0.74089
4122530_carlslund,2004,0.72784
4122530_carlslund,2005,0.71429
4122530_carlslund,2006,0.74081
4122530_carlslund,2007,0.71747
4122530_carlslund,2008,0.72797
4122530_carlslund,2009,0.71107
4122530_carlslund,2010,0.68654
4122530_carlslund,2011,0.69293
4122530_carlslund,2012,0.71226
4122530_carlslund,2013,0.73521
4122530_carlslund,2014,0.75036
4122540_brunnby,2000,0.83746
4122540_brunnby,2001,0.84342
4122540_brunnby,2002,0.85305
4122540_brunnby,2003,0.82482
4122540_brunnby,2004,0.84387
4122540_brunnby,2005,0.85185
4122540_brunnby,2006,0.8386
4122540_brunnby,2007,0.84926
4122540_brunnby,2008,0.83509
4122540_brunnby,2009,0.83929
4122540_brunnby,2010,0.87546
4122540_brunnby,2011,0.89377
4122540_brunnby,2012,0.8913
4122540_brunnby,2013,0.86029
4122540_brunnby,2014,0.89338
4122600_vastra_odenslunda,2000,0.85204
4122600_vastra_odenslunda,2001,0.83117
4122600_vastra_odenslunda,2002,0.83514
4122600_vastra_odenslunda,2003,0.85154
4122600_vastra_odenslunda,2004,0.84444
4122600_vastra_odenslunda,2005,0.81768
4122600_vastra_odenslunda,2006,0.8
4122600_vastra_odenslunda,2007,0.83807
4122600_vastra_odenslunda,2008,0.82436
4122600_vastra_odenslunda,2009,0.82184
4122600_vastra_odenslunda,2010,0.84393
4122600_vastra_odenslunda,2011,0.87135
4122600_vastra_odenslunda,2012,0.85549
4122600_vastra_odenslunda,2013,0.86842
4122600_vastra_odenslunda,2014,0.87749
4133110_sanda,2000,0.7
4133110_sanda,2001,0.75
4133110_sanda,2002,1
4133110_sanda,2003,0.375
4133110_sanda,2004,0.76923
4133110_sanda,2005,0.6
4133110_sanda,2006,0.71429
4133110_sanda,2007,0.64706
4133110_sanda,2008,0.88
4133110_sanda,2009,0.91892
4133110_sanda,2010,0.90244
4133110_sanda,2011,0.86806
4133110_sanda,2012,0.9023
4133110_sanda,2013,0.90306
4133110_sanda,2014,0.88517
4133120_ostra_odenslunda,2000,0.83716
4133120_ostra_odenslunda,2001,0.85271
4133120_ostra_odenslunda,2002,0.84783
4133120_ostra_odenslunda,2003,0.81102
4133120_ostra_odenslunda,2004,0.80718
4133120_ostra_odenslunda,2005,0.8172
4133120_ostra_odenslunda,2006,0.8279
4133120_ostra_odenslunda,2007,0.87044
4133120_ostra_odenslunda,2008,0.85952
4133120_ostra_odenslunda,2009,0.85401
4133120_ostra_odenslunda,2010,0.85321
4133120_ostra_odenslunda,2011,0.85792
4133120_ostra_odenslunda,2012,0.86655
4133120_ostra_odenslunda,2013,0.86314
4133120_ostra_odenslunda,2014,0.8574
4133200_frestaby,2000,0.83448
4133200_frestaby,2001,0.83511
4133200_frestaby,2002,0.84276
4133200_frestaby,2003,0.829
4133200_frestaby,2004,0.83712
4133200_frestaby,2005,0.84
4133200_frestaby,2006,0.87146
4133200_frestaby,2007,0.86501
4133200_frestaby,2008,0.84249
4133200_frestaby,2009,0.82841
4133200_frestaby,2010,0.84091
4133200_frestaby,2011,0.85714
4133200_frestaby,2012,0.85243
4133200_frestaby,2013,0.8632
4133200_frestaby,2014,0.85955
4133310_vastra_bollstanas,2000,0.88168
4133310_vastra_bollstanas,2001,0.87597
4133310_vastra_bollstanas,2002,0.86166
4133310_vastra_bollstanas,2003,0.87449
4133310_vastra_bollstanas,2004,0.86722
4133310_vastra_bollstanas,2005,0.87686
4133310_vastra_bollstanas,2006,0.87417
4133310_vastra_bollstanas,2007,0.88641
4133310_vastra_bollstanas,2008,0.88419
4133310_vastra_bollstanas,2009,0.83144
4133310_vastra_bollstanas,2010,0.84296
4133310_vastra_bollstanas,2011,0.85219
4133310_vastra_bollstanas,2012,0.85781
4133310_vastra_bollstanas,2013,0.86396
4133310_vastra_bollstanas,2014,0.89614
4133330_ostra_bollstanas,2000,0.84673
4133330_ostra_bollstanas,2001,0.85132
4133330_ostra_bollstanas,2002,0.85247
4133330_ostra_bollstanas,2003,0.84422
4133330_ostra_bollstanas,2004,0.8457
4133330_ostra_bollstanas,2005,0.83682
4133330_ostra_bollstanas,2006,0.84813
4133330_ostra_bollstanas,2007,0.85103
4133330_ostra_bollstanas,2008,0.85052
4133330_ostra_bollstanas,2009,0.84042
4133330_ostra_bollstanas,2010,0.8523
4133330_ostra_bollstanas,2011,0.85665
4133330_ostra_bollstanas,2012,0.86447
4133330_ostra_bollstanas,2013,0.87718
4133330_ostra_bollstanas,2014,0.87511
4133350_sodra_bollstanas,2000,0.82967
4133350_sodra_bollstanas,2001,0.86269
4133350_sodra_bollstanas,2002,0.84615
4133350_sodra_bollstanas,2003,0.82697
4133350_sodra_bollstanas,2004,0.86352
4133350_sodra_bollstanas,2005,0.85258
4133350_sodra_bollstanas,2006,0.86967
4133350_sodra_bollstanas,2007,0.88
4133350_sodra_bollstanas,2008,0.9061
4133350_sodra_bollstanas,2009,0.87028
4133350_sodra_bollstanas,2010,0.85812
4133350_sodra_bollstanas,2011,0.86175
4133350_sodra_bollstanas,2012,0.87981
4133350_sodra_bollstanas,2013,0.875
4133350_sodra_bollstanas,2014,0.86874
4133910_fresta_norra_glesbygd,2000,0.8
4133910_fresta_norra_glesbygd,2001,0.76106
4133910_fresta_norra_glesbygd,2002,0.85246
4133910_fresta_norra_glesbygd,2003,0.86713
4133910_fresta_norra_glesbygd,2004,0.86232
4133910_fresta_norra_glesbygd,2005,0.88028
4133910_fresta_norra_glesbygd,2006,0.85135
4133910_fresta_norra_glesbygd,2007,0.8543
4133910_fresta_norra_glesbygd,2008,0.87582
4133910_fresta_norra_glesbygd,2009,0.88514
4133910_fresta_norra_glesbygd,2010,0.90141
4133910_fresta_norra_glesbygd,2011,0.92254
4133910_fresta_norra_glesbygd,2012,0.91892
4133910_fresta_norra_glesbygd,2013,0.91333
4133910_fresta_norra_glesbygd,2014,0.87013
4133920_fresta_sodra_glesbygd,2000,0.82222
4133920_fresta_sodra_glesbygd,2001,0.76744
4133920_fresta_sodra_glesbygd,2002,0.7907
4133920_fresta_sodra_glesbygd,2003,0.78049
4133920_fresta_sodra_glesbygd,2004,0.8
4133920_fresta_sodra_glesbygd,2005,0.84783
4133920_fresta_sodra_glesbygd,2006,0.88889
4133920_fresta_sodra_glesbygd,2007,0.87755
4133920_fresta_sodra_glesbygd,2008,0.76471
4133920_fresta_sodra_glesbygd,2009,0.80851
4133920_fresta_sodra_glesbygd,2010,0.83333
4133920_fresta_sodra_glesbygd,2011,0.77083
4133920_fresta_sodra_glesbygd,2012,0.76786
4133920_fresta_sodra_glesbygd,2013,0.7963
4133920_fresta_sodra_glesbygd,2014,0.80392
4210110_centrala_vallentuna,2000,0.76834
4210110_centrala_vallentuna,2001,0.78013
4210110_centrala_vallentuna,2002,0.78601
4210110_centrala_vallentuna,2003,0.75177
4210110_centrala_vallentuna,2004,0.74059
4210110_centrala_vallentuna,2005,0.72641
4210110_centrala_vallentuna,2006,0.74082
4210110_centrala_vallentuna,2007,0.75
4210110_centrala_vallentuna,2008,0.75288
4210110_centrala_vallentuna,2009,0.74017
4210110_centrala_vallentuna,2010,0.75372
4210110_centrala_vallentuna,2011,0.73644
4210110_centrala_vallentuna,2012,0.75928
4210110_centrala_vallentuna,2013,0.74946
4210110_centrala_vallentuna,2014,0.76973
4210210_norra_vallentuna_tatort,2000,0.78626
4210210_norra_vallentuna_tatort,2001,0.79883
4210210_norra_vallentuna_tatort,2002,0.82794
4210210_norra_vallentuna_tatort,2003,0.79429
4210210_norra_vallentuna_tatort,2004,0.82192
4210210_norra_vallentuna_tatort,2005,0.80828
4210210_norra_vallentuna_tatort,2006,0.80401
4210210_norra_vallentuna_tatort,2007,0.81377
4210210_norra_vallentuna_tatort,2008,0.80818
4210210_norra_vallentuna_tatort,2009,0.78583
4210210_norra_vallentuna_tatort,2010,0.81406
4210210_norra_vallentuna_tatort,2011,0.79717
4210210_norra_vallentuna_tatort,2012,0.80635
4210210_norra_vallentuna_tatort,2013,0.81506
4210210_norra_vallentuna_tatort,2014,0.78964
4210220_nv_a_vallentuna_tatort,2000,0.87716
4210220_nv_a_vallentuna_tatort,2001,0.87879
4210220_nv_a_vallentuna_tatort,2002,0.88043
4210220_nv_a_vallentuna_tatort,2003,0.89301
4210220_nv_a_vallentuna_tatort,2004,0.88913
4210220_nv_a_vallentuna_tatort,2005,0.88184
4210220_nv_a_vallentuna_tatort,2006,0.87393
4210220_nv_a_vallentuna_tatort,2007,0.88975
4210220_nv_a_vallentuna_tatort,2008,0.9
4210220_nv_a_vallentuna_tatort,2009,0.89081
4210220_nv_a_vallentuna_tatort,2010,0.89882
4210220_nv_a_vallentuna_tatort,2011,0.90407
4210220_nv_a_vallentuna_tatort,2012,0.89392
4210220_nv_a_vallentuna_tatort,2013,0.90343
4210220_nv_a_vallentuna_tatort,2014,0.90895
4210320_ostra_ormsta,2000,0.80109
4210320_ostra_ormsta,2001,0.82496
4210320_ostra_ormsta,2002,0.83245
4210320_ostra_ormsta,2003,0.84063
4210320_ostra_ormsta,2004,0.82734
4210320_ostra_ormsta,2005,0.83303
4210320_ostra_ormsta,2006,0.87755
4210320_ostra_ormsta,2007,0.8729
4210320_ostra_ormsta,2008,0.86803
4210320_ostra_ormsta,2009,0.85847
4210320_ostra_ormsta,2010,0.87616
4210320_ostra_ormsta,2011,0.88203
4210320_ostra_ormsta,2012,0.89873
4210320_ostra_ormsta,2013,0.8952
4210320_ostra_ormsta,2014,0.88246
4210330_vastra_ormsta,2000,0.84615
4210330_vastra_ormsta,2001,0.83333
4210330_vastra_ormsta,2002,0.85622
4210330_vastra_ormsta,2003,0.84335
4210330_vastra_ormsta,2004,0.81466
4210330_vastra_ormsta,2005,0.81917
4210330_vastra_ormsta,2006,0.8366
4210330_vastra_ormsta,2007,0.85135
4210330_vastra_ormsta,2008,0.85
4210330_vastra_ormsta,2009,0.85584
4210330_vastra_ormsta,2010,0.87417
4210330_vastra_ormsta,2011,0.87082
4210330_vastra_ormsta,2012,0.88056
4210330_vastra_ormsta,2013,0.88249
4210330_vastra_ormsta,2014,0.8945
4210340_aby_bostadsomr,2000,0.60377
4210340_aby_bostadsomr,2001,0.61011
4210340_aby_bostadsomr,2002,0.63406
4210340_aby_bostadsomr,2003,0.61977
4210340_aby_bostadsomr,2004,0.6295
4210340_aby_bostadsomr,2005,0.65704
4210340_aby_bostadsomr,2006,0.69963
4210340_aby_bostadsomr,2007,0.73818
4210340_aby_bostadsomr,2008,0.69776
4210340_aby_bostadsomr,2009,0.65343
4210340_aby_bostadsomr,2010,0.69805
4210340_aby_bostadsomr,2011,0.75077
4210340_aby_bostadsomr,2012,0.74618
4210340_aby_bostadsomr,2013,0.71299
4210340_aby_bostadsomr,2014,0.73494
4210410_vastra_ballsta,2000,0.8375
4210410_vastra_ballsta,2001,0.86241
4210410_vastra_ballsta,2002,0.85852
4210410_vastra_ballsta,2003,0.84409
4210410_vastra_ballsta,2004,0.84218
4210410_vastra_ballsta,2005,0.86767
4210410_vastra_ballsta,2006,0.85734
4210410_vastra_ballsta,2007,0.85914
4210410_vastra_ballsta,2008,0.86319
4210410_vastra_ballsta,2009,0.86563
4210410_vastra_ballsta,2010,0.85677
4210410_vastra_ballsta,2011,0.88642
4210410_vastra_ballsta,2012,0.89144
4210410_vastra_ballsta,2013,0.87019
4210410_vastra_ballsta,2014,0.8753
4210420_kragstalund,2000,0.86733
4210420_kragstalund,2001,0.88142
4210420_kragstalund,2002,0.87767
4210420_kragstalund,2003,0.85267
4210420_kragstalund,2004,0.87521
4210420_kragstalund,2005,0.84463
4210420_kragstalund,2006,0.86623
4210420_kragstalund,2007,0.88031
4210420_kragstalund,2008,0.88732
4210420_kragstalund,2009,0.88575
4210420_kragstalund,2010,0.87532
4210420_kragstalund,2011,0.87037
4210420_kragstalund,2012,0.88427
4210420_kragstalund,2013,0.88375
4210420_kragstalund,2014,0.88385
4210430_ballstaberg,2000,0.76056
4210430_ballstaberg,2001,0.8427
4210430_ballstaberg,2002,0.84834
4210430_ballstaberg,2003,0.83404
4210430_ballstaberg,2004,0.83681
4210430_ballstaberg,2005,0.84884
4210430_ballstaberg,2006,0.86327
4210430_ballstaberg,2007,0.87563
4210430_ballstaberg,2008,0.90261
4210430_ballstaberg,2009,0.89873
4210430_ballstaberg,2010,0.88889
4210430_ballstaberg,2011,0.87716
4210430_ballstaberg,2012,0.89147
4210430_ballstaberg,2013,0.90996
4210430_ballstaberg,2014,0.90875
4210440_okand,2000,0.82517
4210440_okand,2001,0.8428
4210440_okand,2002,0.84918
4210440_okand,2003,0.83629
4210440_okand,2004,0.83627
4210440_okand,2005,0.83266
4210440_okand,2006,0.83806
4210440_okand,2007,0.82861
4210440_okand,2008,0.84153
4210440_okand,2009,0.83727
4210510_vallentuna_glesbygd_v,2000,0.78481
4210510_vallentuna_glesbygd_v,2001,0.77019
4210510_vallentuna_glesbygd_v,2002,0.7622
4210510_vallentuna_glesbygd_v,2003,0.78313
4210510_vallentuna_glesbygd_v,2004,0.80925
4210510_vallentuna_glesbygd_v,2005,0.81287
4210510_vallentuna_glesbygd_v,2006,0.83929
4210510_vallentuna_glesbygd_v,2007,0.87879
4210510_vallentuna_glesbygd_v,2008,0.88889
4210510_vallentuna_glesbygd_v,2009,0.85955
4210510_vallentuna_glesbygd_v,2010,0.90419
4210510_vallentuna_glesbygd_v,2011,0.82682
4210510_vallentuna_glesbygd_v,2012,0.82383
4210510_vallentuna_glesbygd_v,2013,0.81959
4210510_vallentuna_glesbygd_v,2014,0.8209
4210530_vallentuna_glesbygd_no,2000,0.76829
4210530_vallentuna_glesbygd_no,2001,0.82222
4210530_vallentuna_glesbygd_no,2002,0.81522
4210530_vallentuna_glesbygd_no,2003,0.76471
4210530_vallentuna_glesbygd_no,2004,0.82524
4210530_vallentuna_glesbygd_no,2005,0.84
4210530_vallentuna_glesbygd_no,2006,0.87255
4210530_vallentuna_glesbygd_no,2007,0.88182
4210530_vallentuna_glesbygd_no,2008,0.86364
4210530_vallentuna_glesbygd_no,2009,0.83607
4210530_vallentuna_glesbygd_no,2010,0.8963
4210530_vallentuna_glesbygd_no,2011,0.86538
4210530_vallentuna_glesbygd_no,2012,0.86
4210530_vallentuna_glesbygd_no,2013,0.90698
4210530_vallentuna_glesbygd_no,2014,0.90341
4210540_okand,2000,0.86364
4210540_okand,2001,0.84783
4210540_okand,2002,0.71111
4210540_okand,2003,0.625
4210540_okand,2004,0.70213
4210540_okand,2005,0.69048
4210540_okand,2006,0.67442
4210540_okand,2007,0.725
4210540_okand,2008,0.71429
4210540_okand,2009,0.72
4220000_markims_forsamling,2000,0.84706
4220000_markims_forsamling,2001,0.7931
4220000_markims_forsamling,2002,0.80851
4220000_markims_forsamling,2003,0.83529
4220000_markims_forsamling,2004,0.84783
4220000_markims_forsamling,2005,0.8427
4220000_markims_forsamling,2006,0.83529
4220000_markims_forsamling,2007,0.82759
4220000_markims_forsamling,2008,0.82222
4220000_markims_forsamling,2009,0.79348
4220000_markims_forsamling,2010,0.81522
4220000_markims_forsamling,2011,0.80435
4220000_markims_forsamling,2012,0.79167
4220000_markims_forsamling,2013,0.84615
4220000_markims_forsamling,2014,0.85714
4230100_lindholmen,2000,0.86695
4230100_lindholmen,2001,0.85417
4230100_lindholmen,2002,0.86307
4230100_lindholmen,2003,0.86667
4230100_lindholmen,2004,0.88306
4230100_lindholmen,2005,0.89328
4230100_lindholmen,2006,0.89641
4230100_lindholmen,2007,0.88538
4230100_lindholmen,2008,0.89062
4230100_lindholmen,2009,0.87891
4230100_lindholmen,2010,0.87594
4230100_lindholmen,2011,0.86891
4230100_lindholmen,2012,0.87726
4230100_lindholmen,2013,0.88448
4230100_lindholmen,2014,0.88768
4230500_okand,2000,0.85714
4230500_okand,2001,0.88095
4230500_okand,2002,0.8625
4230500_okand,2003,0.83333
4230500_okand,2004,0.86076
4230500_okand,2005,0.82927
4230500_okand,2006,0.92405
4230500_okand,2007,0.8481
4230500_okand,2008,0.81176
4230500_okand,2009,0.83721
4240000_frosunda_forsamling,2000,0.84242
4240000_frosunda_forsamling,2001,0.85185
4240000_frosunda_forsamling,2002,0.84848
4240000_frosunda_forsamling,2003,0.84483
4240000_frosunda_forsamling,2004,0.85119
4240000_frosunda_forsamling,2005,0.85393
4240000_frosunda_forsamling,2006,0.86982
4240000_frosunda_forsamling,2007,0.86628
4240000_frosunda_forsamling,2008,0.89385
4240000_frosunda_forsamling,2009,0.87006
4240000_frosunda_forsamling,2010,0.8883
4240000_frosunda_forsamling,2011,0.90404
4240000_frosunda_forsamling,2012,0.88421
4240000_frosunda_forsamling,2013,0.83824
4240000_frosunda_forsamling,2014,0.85238
4250100_karsta,2000,0.76147
4250100_karsta,2001,0.75926
4250100_karsta,2002,0.74766
4250100_karsta,2003,0.74312
4250100_karsta,2004,0.72973
4250100_karsta,2005,0.77064
4250100_karsta,2006,0.78761
4250100_karsta,2007,0.7931
4250100_karsta,2008,0.82456
4250100_karsta,2009,0.82353
4250100_karsta,2010,0.81356
4250100_karsta,2011,0.81746
4250100_karsta,2012,0.8125
4250100_karsta,2013,0.808
4250100_karsta,2014,0.82946
4250200_ekskogen,2000,0.81034
4250200_ekskogen,2001,0.86207
4250200_ekskogen,2002,0.85714
4250200_ekskogen,2003,0.89655
4250200_ekskogen,2004,0.91071
4250200_ekskogen,2005,0.83636
4250200_ekskogen,2006,0.88679
4250200_ekskogen,2007,0.94545
4250200_ekskogen,2008,0.92453
4250200_ekskogen,2009,0.90741
4250200_ekskogen,2010,0.88525
4250200_ekskogen,2011,0.90323
4250200_ekskogen,2012,0.93333
4250200_ekskogen,2013,0.91803
4250200_ekskogen,2014,0.91803
4250500_karsta_glesbygd,2000,0.81437
4250500_karsta_glesbygd,2001,0.87429
4250500_karsta_glesbygd,2002,0.80447
4250500_karsta_glesbygd,2003,0.78421
4250500_karsta_glesbygd,2004,0.79275
4250500_karsta_glesbygd,2005,0.82
4250500_karsta_glesbygd,2006,0.78641
4250500_karsta_glesbygd,2007,0.80095
4250500_karsta_glesbygd,2008,0.80841
4250500_karsta_glesbygd,2009,0.81944
4250500_karsta_glesbygd,2010,0.86758
4250500_karsta_glesbygd,2011,0.82063
4250500_karsta_glesbygd,2012,0.82819
4250500_karsta_glesbygd,2013,0.8211
4250500_karsta_glesbygd,2014,0.83929
4260500_vada_glesbygd,2000,0.92593
4260500_vada_glesbygd,2001,0.90909
4260500_vada_glesbygd,2002,0.87037
4260500_vada_glesbygd,2003,0.81667
4260500_vada_glesbygd,2004,0.8871
4260500_vada_glesbygd,2005,0.875
4260500_vada_glesbygd,2006,0.875
4260500_vada_glesbygd,2007,0.88406
4260500_vada_glesbygd,2008,0.91045
4260500_vada_glesbygd,2009,0.86364
4260500_vada_glesbygd,2010,0.8125
4260500_vada_glesbygd,2011,0.87302
4260500_vada_glesbygd,2012,0.88889
4260500_vada_glesbygd,2013,0.92754
4260500_vada_glesbygd,2014,0.76389
4270100_karby,2000,0.81858
4270100_karby,2001,0.82273
4270100_karby,2002,0.84834
4270100_karby,2003,0.83415
4270100_karby,2004,0.86058
4270100_karby,2005,0.88557
4270100_karby,2006,0.86341
4270100_karby,2007,0.88182
4270100_karby,2008,0.85455
4270100_karby,2009,0.81429
4270100_karby,2010,0.83495
4270100_karby,2011,0.87264
4270100_karby,2012,0.87619
4270100_karby,2013,0.84579
4270100_karby,2014,0.85849
4270200_brottby,2000,0.84615
