basomrade,year,cumulative_immigration_surplus_employed_aged_20_64
6110320_fagelsangen,2001,-17
6110320_fagelsangen,2002,-41
6110320_fagelsangen,2003,-52
6110320_fagelsangen,2004,-13
6110320_fagelsangen,2005,-10
6110320_fagelsangen,2006,-1
6110320_fagelsangen,2007,-5
6110320_fagelsangen,2008,5
6110320_fagelsangen,2009,3
6110320_fagelsangen,2010,-28
6110320_fagelsangen,2011,-52
6110320_fagelsangen,2012,-53
6110320_fagelsangen,2013,-61
6110320_fagelsangen,2014,-62
6110330_vastra_rodenstaden,2000,15
6110330_vastra_rodenstaden,2001,3
6110330_vastra_rodenstaden,2002,9
6110330_vastra_rodenstaden,2003,-8
6110330_vastra_rodenstaden,2004,-15
6110330_vastra_rodenstaden,2005,-18
6110330_vastra_rodenstaden,2006,-13
6110330_vastra_rodenstaden,2007,-29
6110330_vastra_rodenstaden,2008,-37
6110330_vastra_rodenstaden,2009,-60
6110330_vastra_rodenstaden,2010,-51
6110330_vastra_rodenstaden,2011,-76
6110330_vastra_rodenstaden,2012,-65
6110330_vastra_rodenstaden,2013,-110
6110330_vastra_rodenstaden,2014,-105
6110340_ostra_rodenstaden,2000,17
6110340_ostra_rodenstaden,2001,15
6110340_ostra_rodenstaden,2002,6
6110340_ostra_rodenstaden,2003,4
6110340_ostra_rodenstaden,2004,6
6110340_ostra_rodenstaden,2005,11
6110340_ostra_rodenstaden,2006,32
6110340_ostra_rodenstaden,2007,35
6110340_ostra_rodenstaden,2008,67
6110340_ostra_rodenstaden,2009,76
6110340_ostra_rodenstaden,2010,73
6110340_ostra_rodenstaden,2011,89
6110340_ostra_rodenstaden,2012,111
6110340_ostra_rodenstaden,2013,106
6110340_ostra_rodenstaden,2014,136
6110350_norgegardet,2000,-1
6110350_norgegardet,2001,12
6110350_norgegardet,2002,4
6110350_norgegardet,2003,14
6110350_norgegardet,2004,-4
6110350_norgegardet,2005,-5
6110350_norgegardet,2006,-1
6110350_norgegardet,2007,-4
6110350_norgegardet,2008,-6
6110350_norgegardet,2009,7
6110350_norgegardet,2010,24
6110350_norgegardet,2011,44
6110350_norgegardet,2012,35
6110350_norgegardet,2013,48
6110350_norgegardet,2014,33
6110360_roslagsstaden,2000,5
6110360_roslagsstaden,2001,5
6110360_roslagsstaden,2002,-2
6110360_roslagsstaden,2003,2
6110360_roslagsstaden,2004,12
6110360_roslagsstaden,2005,40
6110360_roslagsstaden,2006,35
6110360_roslagsstaden,2007,47
6110360_roslagsstaden,2008,37
6110360_roslagsstaden,2009,42
6110360_roslagsstaden,2010,56
6110360_roslagsstaden,2011,54
6110360_roslagsstaden,2012,83
6110360_roslagsstaden,2013,81
6110360_roslagsstaden,2014,45
6110410_grossgardet,2000,18
6110410_grossgardet,2001,52
6110410_grossgardet,2002,87
6110410_grossgardet,2003,71
6110410_grossgardet,2004,83
6110410_grossgardet,2005,47
6110410_grossgardet,2006,73
6110410_grossgardet,2007,61
6110410_grossgardet,2008,47
6110410_grossgardet,2009,66
6110410_grossgardet,2010,47
6110410_grossgardet,2011,31
6110410_grossgardet,2012,2
6110410_grossgardet,2013,22
6110410_grossgardet,2014,4
6110430_sodra_bergen,2000,5
6110430_sodra_bergen,2001,-9
6110430_sodra_bergen,2002,-13
6110430_sodra_bergen,2003,-28
6110430_sodra_bergen,2004,-46
6110430_sodra_bergen,2005,-21
6110430_sodra_bergen,2006,-35
6110430_sodra_bergen,2007,-68
6110430_sodra_bergen,2008,-64
6110430_sodra_bergen,2009,-94
6110430_sodra_bergen,2010,-102
6110430_sodra_bergen,2011,-84
6110430_sodra_bergen,2012,-83
6110430_sodra_bergen,2013,-88
6110430_sodra_bergen,2014,-101
6110440_vastra_kvisthamra,2000,0
6110440_vastra_kvisthamra,2001,-1
6110440_vastra_kvisthamra,2002,-3
6110440_vastra_kvisthamra,2003,-1
6110440_vastra_kvisthamra,2004,-6
6110440_vastra_kvisthamra,2005,-13
6110440_vastra_kvisthamra,2006,-12
6110440_vastra_kvisthamra,2007,-18
6110440_vastra_kvisthamra,2008,-26
6110440_vastra_kvisthamra,2009,-32
6110440_vastra_kvisthamra,2010,-23
6110440_vastra_kvisthamra,2011,-22
6110440_vastra_kvisthamra,2012,-25
6110440_vastra_kvisthamra,2013,-33
6110440_vastra_kvisthamra,2014,-33
6110450_kvisthamra,2000,0
6110450_kvisthamra,2001,-2
6110450_kvisthamra,2002,-19
6110450_kvisthamra,2003,5
6110450_kvisthamra,2004,8
6110450_kvisthamra,2005,9
6110450_kvisthamra,2006,-7
6110450_kvisthamra,2007,7
6110450_kvisthamra,2008,18
6110450_kvisthamra,2009,37
6110450_kvisthamra,2010,53
6110450_kvisthamra,2011,47
6110450_kvisthamra,2012,63
6110450_kvisthamra,2013,56
6110450_kvisthamra,2014,88
6121000_malsta_forsamling,2000,-1
6121000_malsta_forsamling,2001,4
6121000_malsta_forsamling,2002,6
6121000_malsta_forsamling,2003,3
6121000_malsta_forsamling,2004,20
6121000_malsta_forsamling,2005,24
6121000_malsta_forsamling,2006,28
6121000_malsta_forsamling,2007,38
6121000_malsta_forsamling,2008,45
6121000_malsta_forsamling,2009,55
6121000_malsta_forsamling,2010,62
6121000_malsta_forsamling,2011,60
6121000_malsta_forsamling,2012,81
6121000_malsta_forsamling,2013,85
6121000_malsta_forsamling,2014,84
6122000_loharads_forsamling,2000,0
6122000_loharads_forsamling,2001,4
6122000_loharads_forsamling,2002,6
6122000_loharads_forsamling,2003,18
6122000_loharads_forsamling,2004,10
6122000_loharads_forsamling,2005,15
6122000_loharads_forsamling,2006,20
6122000_loharads_forsamling,2007,23
6122000_loharads_forsamling,2008,22
6122000_loharads_forsamling,2009,20
6122000_loharads_forsamling,2010,21
6122000_loharads_forsamling,2011,25
6122000_loharads_forsamling,2012,19
6122000_loharads_forsamling,2013,12
6122000_loharads_forsamling,2014,18
6123100_svanberga,2000,-3
6123100_svanberga,2001,-6
6123100_svanberga,2002,0
6123100_svanberga,2003,-3
6123100_svanberga,2004,2
6123100_svanberga,2005,10
6123100_svanberga,2006,1
6123100_svanberga,2007,0
6123100_svanberga,2008,-5
6123100_svanberga,2009,-9
6123100_svanberga,2010,-12
6123100_svanberga,2011,-18
6123100_svanberga,2012,-21
6123100_svanberga,2013,-26
6123100_svanberga,2014,-24
6123210_farsna,2000,-3
6123210_farsna,2001,-2
6123210_farsna,2002,6
6123210_farsna,2003,6
6123210_farsna,2004,10
6123210_farsna,2005,7
6123210_farsna,2006,7
6123210_farsna,2007,9
6123210_farsna,2008,15
6123210_farsna,2009,26
6123210_farsna,2010,37
6123210_farsna,2011,170
6123210_farsna,2012,163
6123210_farsna,2013,231
6123210_farsna,2014,350
6123220_sodra_estuna,2000,1
6123220_sodra_estuna,2001,6
6123220_sodra_estuna,2002,-3
6123220_sodra_estuna,2003,-1
6123220_sodra_estuna,2004,3
6123220_sodra_estuna,2005,2
6123220_sodra_estuna,2006,4
6123220_sodra_estuna,2007,6
6123220_sodra_estuna,2008,10
6123220_sodra_estuna,2009,10
6123220_sodra_estuna,2010,21
6123220_sodra_estuna,2011,23
6123220_sodra_estuna,2012,35
6123220_sodra_estuna,2013,51
6123220_sodra_estuna,2014,68
6123500_estuna_glesbygd,2000,3
6123500_estuna_glesbygd,2001,9
6123500_estuna_glesbygd,2002,19
6123500_estuna_glesbygd,2003,28
6123500_estuna_glesbygd,2004,31
6123500_estuna_glesbygd,2005,28
6123500_estuna_glesbygd,2006,26
6123500_estuna_glesbygd,2007,38
6123500_estuna_glesbygd,2008,42
6123500_estuna_glesbygd,2009,47
6123500_estuna_glesbygd,2010,46
6123500_estuna_glesbygd,2011,50
6123500_estuna_glesbygd,2012,46
6123500_estuna_glesbygd,2013,59
6123500_estuna_glesbygd,2014,61
6125000_roslags_bro,2000,-8
6125000_roslags_bro,2001,-13
6125000_roslags_bro,2002,-6
6125000_roslags_bro,2003,22
6125000_roslags_bro,2004,37
6125000_roslags_bro,2005,63
6125000_roslags_bro,2006,89
6125000_roslags_bro,2007,81
6125000_roslags_bro,2008,94
6125000_roslags_bro,2009,90
6125000_roslags_bro,2010,105
6125000_roslags_bro,2011,108
6125000_roslags_bro,2012,123
6125000_roslags_bro,2013,122
6125000_roslags_bro,2014,137
6126500_vato_fastland,2000,1
6126500_vato_fastland,2001,7
6126500_vato_fastland,2002,16
6126500_vato_fastland,2003,13
6126500_vato_fastland,2004,7
6126500_vato_fastland,2005,13
6126500_vato_fastland,2006,27
6126500_vato_fastland,2007,30
6126500_vato_fastland,2008,47
6126500_vato_fastland,2009,44
6126500_vato_fastland,2010,48
6126500_vato_fastland,2011,53
6126500_vato_fastland,2012,55
6126500_vato_fastland,2013,59
6126500_vato_fastland,2014,58
6126600_vato,2000,9
6126600_vato,2001,11
6126600_vato,2002,21
6126600_vato,2003,47
6126600_vato,2004,57
6126600_vato,2005,47
6126600_vato,2006,58
6126600_vato,2007,59
6126600_vato,2008,55
6126600_vato,2009,55
6126600_vato,2010,57
6126600_vato,2011,44
6126600_vato,2012,58
6126600_vato,2013,65
6126600_vato,2014,62
6131100_sodersvik,2000,3
6131100_sodersvik,2001,7
6131100_sodersvik,2002,10
6131100_sodersvik,2003,18
6131100_sodersvik,2004,22
6131100_sodersvik,2005,24
6131100_sodersvik,2006,25
6131100_sodersvik,2007,23
6131100_sodersvik,2008,23
6131100_sodersvik,2009,19
6131100_sodersvik,2010,18
6131100_sodersvik,2011,21
6131100_sodersvik,2012,26
6131100_sodersvik,2013,27
6131100_sodersvik,2014,25
6131501_radmansolandet,2000,17
6131501_radmansolandet,2001,51
6131501_radmansolandet,2002,58
6131501_radmansolandet,2003,79
6131501_radmansolandet,2004,108
6131501_radmansolandet,2005,118
6131501_radmansolandet,2006,130
6131501_radmansolandet,2007,144
6131501_radmansolandet,2008,140
6131501_radmansolandet,2009,152
6131501_radmansolandet,2010,139
6131501_radmansolandet,2011,144
6131501_radmansolandet,2012,154
6131501_radmansolandet,2013,145
6131501_radmansolandet,2014,166
6131502_graddo,2000,-2
6131502_graddo,2001,4
6131502_graddo,2002,0
6131502_graddo,2003,3
6131502_graddo,2004,1
6131502_graddo,2005,-4
6131502_graddo,2006,5
6131502_graddo,2007,5
6131502_graddo,2008,5
6131502_graddo,2009,7
6131502_graddo,2010,6
6131502_graddo,2011,8
6131502_graddo,2012,3
6131502_graddo,2013,2
6131502_graddo,2014,4
6132120_osthamra,2000,4
6132120_osthamra,2001,2
6132120_osthamra,2002,-4
6132120_osthamra,2003,-9
6132120_osthamra,2004,-5
6132120_osthamra,2005,-16
6132120_osthamra,2006,-17
6132120_osthamra,2007,-18
6132120_osthamra,2008,-12
6132120_osthamra,2009,-12
6132120_osthamra,2010,-12
6132120_osthamra,2011,-13
6132120_osthamra,2012,-17
6132120_osthamra,2013,-19
6132120_osthamra,2014,-13
6132200_frotuna,2000,-2
6132200_frotuna,2001,2
6132200_frotuna,2002,1
6132200_frotuna,2003,-2
6132200_frotuna,2004,-2
6132200_frotuna,2005,0
6132200_frotuna,2006,26
6132200_frotuna,2007,56
6132200_frotuna,2008,80
6132200_frotuna,2009,97
6132200_frotuna,2010,95
6132200_frotuna,2011,87
6132200_frotuna,2012,92
6132200_frotuna,2013,93
6132200_frotuna,2014,94
6132501_frotuna_o_glesbygd,2000,10
6132501_frotuna_o_glesbygd,2001,71
6132501_frotuna_o_glesbygd,2002,107
6132501_frotuna_o_glesbygd,2003,134
6132501_frotuna_o_glesbygd,2004,153
6132501_frotuna_o_glesbygd,2005,170
6132501_frotuna_o_glesbygd,2006,161
6132501_frotuna_o_glesbygd,2007,172
6132501_frotuna_o_glesbygd,2008,193
6132501_frotuna_o_glesbygd,2009,209
6132501_frotuna_o_glesbygd,2010,219
6132501_frotuna_o_glesbygd,2011,232
6132501_frotuna_o_glesbygd,2012,246
6132501_frotuna_o_glesbygd,2013,253
6132501_frotuna_o_glesbygd,2014,275
6132502_spillersboda,2000,4
6132502_spillersboda,2001,15
6132502_spillersboda,2002,10
6132502_spillersboda,2003,9
6132502_spillersboda,2004,4
6132502_spillersboda,2005,3
6132502_spillersboda,2006,-2
6132502_spillersboda,2007,2
6132502_spillersboda,2008,-9
6132502_spillersboda,2009,-4
6132502_spillersboda,2010,-16
6132502_spillersboda,2011,-17
6132502_spillersboda,2012,-20
6132502_spillersboda,2013,-17
6132502_spillersboda,2014,-13
6133100_furusund,2000,1
6133100_furusund,2001,7
6133100_furusund,2002,18
6133100_furusund,2003,14
6133100_furusund,2004,14
6133100_furusund,2005,20
6133100_furusund,2006,20
6133100_furusund,2007,21
6133100_furusund,2008,21
6133100_furusund,2009,24
6133100_furusund,2010,25
6133100_furusund,2011,22
6133100_furusund,2012,19
6133100_furusund,2013,19
6133100_furusund,2014,22
6133200_kopmanholm,2000,3
6133200_kopmanholm,2001,2
6133200_kopmanholm,2002,2
6133200_kopmanholm,2003,-3
6133200_kopmanholm,2004,-6
6133200_kopmanholm,2005,-9
6133200_kopmanholm,2006,-13
6133200_kopmanholm,2007,-10
6133200_kopmanholm,2008,-13
6133200_kopmanholm,2009,-20
6133200_kopmanholm,2010,-24
6133200_kopmanholm,2011,-27
6133200_kopmanholm,2012,-21
6133200_kopmanholm,2013,-21
6133200_kopmanholm,2014,-22
6133600_yxlan,2000,8
6133600_yxlan,2001,8
6133600_yxlan,2002,12
6133600_yxlan,2003,12
6133600_yxlan,2004,12
6133600_yxlan,2005,16
6133600_yxlan,2006,17
6133600_yxlan,2007,13
6133600_yxlan,2008,14
6133600_yxlan,2009,21
6133600_yxlan,2010,25
6133600_yxlan,2011,20
6133600_yxlan,2012,25
6133600_yxlan,2013,24
6133600_yxlan,2014,31
6133700_blido,2000,-9
6133700_blido,2001,-1
6133700_blido,2002,-4
6133700_blido,2003,-1
6133700_blido,2004,-1
6133700_blido,2005,3
6133700_blido,2006,4
6133700_blido,2007,4
6133700_blido,2008,-2
6133700_blido,2009,12
6133700_blido,2010,18
6133700_blido,2011,24
6133700_blido,2012,25
6133700_blido,2013,28
6133700_blido,2014,24
6134100_bergshamra,2000,3
6134100_bergshamra,2001,7
6134100_bergshamra,2002,15
6134100_bergshamra,2003,25
6134100_bergshamra,2004,20
6134100_bergshamra,2005,29
6134100_bergshamra,2006,29
6134100_bergshamra,2007,29
6134100_bergshamra,2008,42
6134100_bergshamra,2009,44
6134100_bergshamra,2010,40
6134100_bergshamra,2011,37
6134100_bergshamra,2012,41
6134100_bergshamra,2013,39
6134100_bergshamra,2014,44
6134510_lanna_fastland,2000,21
6134510_lanna_fastland,2001,55
6134510_lanna_fastland,2002,98
6134510_lanna_fastland,2003,145
6134510_lanna_fastland,2004,162
6134510_lanna_fastland,2005,186
6134510_lanna_fastland,2006,188
6134510_lanna_fastland,2007,190
6134510_lanna_fastland,2008,180
6134510_lanna_fastland,2009,199
6134510_lanna_fastland,2010,200
6134510_lanna_fastland,2011,211
6134510_lanna_fastland,2012,242
6134510_lanna_fastland,2013,245
6134510_lanna_fastland,2014,274
6134520_svartno,2000,-6
6134520_svartno,2001,-2
6134520_svartno,2002,-3
6134520_svartno,2003,-1
6134520_svartno,2004,5
6134520_svartno,2005,6
6134520_svartno,2006,8
6134520_svartno,2007,14
6134520_svartno,2008,18
6134520_svartno,2009,24
6134520_svartno,2010,21
6134520_svartno,2011,15
6134520_svartno,2012,20
6134520_svartno,2013,19
6134520_svartno,2014,21
6135000_riala_forsamling,2000,12
6135000_riala_forsamling,2001,34
6135000_riala_forsamling,2002,68
6135000_riala_forsamling,2003,83
6135000_riala_forsamling,2004,89
6135000_riala_forsamling,2005,97
6135000_riala_forsamling,2006,121
6135000_riala_forsamling,2007,126
6135000_riala_forsamling,2008,131
6135000_riala_forsamling,2009,128
6135000_riala_forsamling,2010,127
6135000_riala_forsamling,2011,132
6135000_riala_forsamling,2012,125
6135000_riala_forsamling,2013,143
6135000_riala_forsamling,2014,160
6141110_sodra_rimbo,2000,-7
6141110_sodra_rimbo,2001,13
6141110_sodra_rimbo,2002,7
6141110_sodra_rimbo,2003,2
6141110_sodra_rimbo,2004,-9
6141110_sodra_rimbo,2005,-14
6141110_sodra_rimbo,2006,-6
6141110_sodra_rimbo,2007,-2
6141110_sodra_rimbo,2008,-7
6141110_sodra_rimbo,2009,-23
6141110_sodra_rimbo,2010,-1
6141110_sodra_rimbo,2011,-9
6141110_sodra_rimbo,2012,0
6141110_sodra_rimbo,2013,-4
6141110_sodra_rimbo,2014,4
6141120_hasta,2000,-4
6141120_hasta,2001,-11
6141120_hasta,2002,-15
6141120_hasta,2003,-5
6141120_hasta,2004,69
6141120_hasta,2005,111
6141120_hasta,2006,105
6141120_hasta,2007,92
6141120_hasta,2008,85
6141120_hasta,2009,76
6141120_hasta,2010,67
6141120_hasta,2011,87
6141120_hasta,2012,53
6141120_hasta,2013,45
6141120_hasta,2014,37
6141130_vastertorp,2000,10
6141130_vastertorp,2001,-7
6141130_vastertorp,2002,-4
6141130_vastertorp,2003,-25
6141130_vastertorp,2004,-48
6141130_vastertorp,2005,-54
6141130_vastertorp,2006,-112
6141130_vastertorp,2007,-114
6141130_vastertorp,2008,-138
6141130_vastertorp,2009,-178
6141130_vastertorp,2010,-202
6141130_vastertorp,2011,-214
6141130_vastertorp,2012,-215
6141130_vastertorp,2013,-212
6141130_vastertorp,2014,-226
6141500_rimbo_glesbygd,2000,17
6141500_rimbo_glesbygd,2001,12
6141500_rimbo_glesbygd,2002,18
6141500_rimbo_glesbygd,2003,31
6141500_rimbo_glesbygd,2004,31
6141500_rimbo_glesbygd,2005,40
6141500_rimbo_glesbygd,2006,49
6141500_rimbo_glesbygd,2007,42
6141500_rimbo_glesbygd,2008,49
6141500_rimbo_glesbygd,2009,58
6141500_rimbo_glesbygd,2010,77
6141500_rimbo_glesbygd,2011,65
6141500_rimbo_glesbygd,2012,69
6141500_rimbo_glesbygd,2013,86
6141500_rimbo_glesbygd,2014,93
6142100_ranas,2000,-2
6142100_ranas,2001,6
6142100_ranas,2002,5
6142100_ranas,2003,9
6142100_ranas,2004,3
6142100_ranas,2005,-3
6142100_ranas,2006,-10
6142100_ranas,2007,-14
6142100_ranas,2008,-16
6142100_ranas,2009,-19
6142100_ranas,2010,-5
6142100_ranas,2011,-1
6142100_ranas,2012,8
6142100_ranas,2013,11
6142100_ranas,2014,3
6142500_fasterna_glesbygd,2000,3
6142500_fasterna_glesbygd,2001,2
6142500_fasterna_glesbygd,2002,11
6142500_fasterna_glesbygd,2003,25
6142500_fasterna_glesbygd,2004,38
6142500_fasterna_glesbygd,2005,39
6142500_fasterna_glesbygd,2006,45
6142500_fasterna_glesbygd,2007,40
6142500_fasterna_glesbygd,2008,29
6142500_fasterna_glesbygd,2009,17
6142500_fasterna_glesbygd,2010,7
6142500_fasterna_glesbygd,2011,4
6142500_fasterna_glesbygd,2012,13
6142500_fasterna_glesbygd,2013,-1
6142500_fasterna_glesbygd,2014,7
6143100_edsbro,2000,1
6143100_edsbro,2001,-7
6143100_edsbro,2002,-8
6143100_edsbro,2003,-7
6143100_edsbro,2004,-14
6143100_edsbro,2005,-20
6143100_edsbro,2006,-31
6143100_edsbro,2007,-30
6143100_edsbro,2008,-36
6143100_edsbro,2009,-34
6143100_edsbro,2010,-39
6143100_edsbro,2011,-40
6143100_edsbro,2012,-38
6143100_edsbro,2013,-38
6143100_edsbro,2014,-40
6143500_edsbro_glesbygd,2000,5
6143500_edsbro_glesbygd,2001,14
6143500_edsbro_glesbygd,2002,25
6143500_edsbro_glesbygd,2003,22
6143500_edsbro_glesbygd,2004,29
6143500_edsbro_glesbygd,2005,30
6143500_edsbro_glesbygd,2006,36
6143500_edsbro_glesbygd,2007,38
6143500_edsbro_glesbygd,2008,29
6143500_edsbro_glesbygd,2009,23
6143500_edsbro_glesbygd,2010,35
6143500_edsbro_glesbygd,2011,25
6143500_edsbro_glesbygd,2012,20
6143500_edsbro_glesbygd,2013,13
6143500_edsbro_glesbygd,2014,18
6144000_skederids_forsamling,2000,17
6144000_skederids_forsamling,2001,41
6144000_skederids_forsamling,2002,41
6144000_skederids_forsamling,2003,42
6144000_skederids_forsamling,2004,70
6144000_skederids_forsamling,2005,76
6144000_skederids_forsamling,2006,81
6144000_skederids_forsamling,2007,77
6144000_skederids_forsamling,2008,92
6144000_skederids_forsamling,2009,90
6144000_skederids_forsamling,2010,93
6144000_skederids_forsamling,2011,93
6144000_skederids_forsamling,2012,103
6144000_skederids_forsamling,2013,100
6144000_skederids_forsamling,2014,91
6145000_husby_sjuhundra,2000,13
6145000_husby_sjuhundra,2001,11
6145000_husby_sjuhundra,2002,20
6145000_husby_sjuhundra,2003,34
6145000_husby_sjuhundra,2004,38
6145000_husby_sjuhundra,2005,57
6145000_husby_sjuhundra,2006,64
6145000_husby_sjuhundra,2007,65
6145000_husby_sjuhundra,2008,71
6145000_husby_sjuhundra,2009,72
6145000_husby_sjuhundra,2010,83
6145000_husby_sjuhundra,2011,82
6145000_husby_sjuhundra,2012,87
6145000_husby_sjuhundra,2013,95
6145000_husby_sjuhundra,2014,106
6146000_ro_forsamling,2000,2
6146000_ro_forsamling,2001,4
6146000_ro_forsamling,2002,21
6146000_ro_forsamling,2003,9
6146000_ro_forsamling,2004,9
6146000_ro_forsamling,2005,8
6146000_ro_forsamling,2006,10
6146000_ro_forsamling,2007,4
6146000_ro_forsamling,2008,10
6146000_ro_forsamling,2009,20
6146000_ro_forsamling,2010,13
6146000_ro_forsamling,2011,7
6146000_ro_forsamling,2012,7
6146000_ro_forsamling,2013,9
6146000_ro_forsamling,2014,11
6147000_nartuna_forsamling,2000,6
6147000_nartuna_forsamling,2001,15
6147000_nartuna_forsamling,2002,20
6147000_nartuna_forsamling,2003,24
6147000_nartuna_forsamling,2004,28
6147000_nartuna_forsamling,2005,32
6147000_nartuna_forsamling,2006,41
6147000_nartuna_forsamling,2007,50
6147000_nartuna_forsamling,2008,59
6147000_nartuna_forsamling,2009,57
6147000_nartuna_forsamling,2010,57
6147000_nartuna_forsamling,2011,63
6147000_nartuna_forsamling,2012,59
6147000_nartuna_forsamling,2013,59
6147000_nartuna_forsamling,2014,58
6148000_gottrora_forsamling,2000,14
6148000_gottrora_forsamling,2001,33
6148000_gottrora_forsamling,2002,55
6148000_gottrora_forsamling,2003,81
6148000_gottrora_forsamling,2004,92
6148000_gottrora_forsamling,2005,96
6148000_gottrora_forsamling,2006,86
6148000_gottrora_forsamling,2007,95
6148000_gottrora_forsamling,2008,94
6148000_gottrora_forsamling,2009,84
6148000_gottrora_forsamling,2010,78
6148000_gottrora_forsamling,2011,84
6148000_gottrora_forsamling,2012,100
6148000_gottrora_forsamling,2013,97
6148000_gottrora_forsamling,2014,104
6151100_ostra_hallstavik,2000,4
6151100_ostra_hallstavik,2001,-16
6151100_ostra_hallstavik,2002,-12
6151100_ostra_hallstavik,2003,-6
6151100_ostra_hallstavik,2004,-47
6151100_ostra_hallstavik,2005,-63
6151100_ostra_hallstavik,2006,-98
6151100_ostra_hallstavik,2007,-114
6151100_ostra_hallstavik,2008,-184
6151100_ostra_hallstavik,2009,-207
6151100_ostra_hallstavik,2010,-233
6151100_ostra_hallstavik,2011,-279
6151100_ostra_hallstavik,2012,-291
6151100_ostra_hallstavik,2013,-305
6151100_ostra_hallstavik,2014,-350
6151200_herrang,2000,10
6151200_herrang,2001,-1
6151200_herrang,2002,3
6151200_herrang,2003,-5
6151200_herrang,2004,-7
6151200_herrang,2005,1
6151200_herrang,2006,12
6151200_herrang,2007,10
6151200_herrang,2008,4
6151200_herrang,2009,2
6151200_herrang,2010,-7
6151200_herrang,2011,-10
6151200_herrang,2012,-21
6151200_herrang,2013,-7
6151200_herrang,2014,-20
6151500_havero_glesbygd,2000,12
6151500_havero_glesbygd,2001,26
6151500_havero_glesbygd,2002,25
6151500_havero_glesbygd,2003,51
6151500_havero_glesbygd,2004,71
6151500_havero_glesbygd,2005,85
6151500_havero_glesbygd,2006,98
6151500_havero_glesbygd,2007,101
6151500_havero_glesbygd,2008,121
6151500_havero_glesbygd,2009,114
6151500_havero_glesbygd,2010,117
6151500_havero_glesbygd,2011,119
6151500_havero_glesbygd,2012,124
6151500_havero_glesbygd,2013,122
6151500_havero_glesbygd,2014,138
6152100_vastra_hallstavik,2000,-2
6152100_vastra_hallstavik,2001,1
6152100_vastra_hallstavik,2002,8
6152100_vastra_hallstavik,2003,-5
6152100_vastra_hallstavik,2004,-17
6152100_vastra_hallstavik,2005,-25
6152100_vastra_hallstavik,2006,-14
6152100_vastra_hallstavik,2007,-17
6152100_vastra_hallstavik,2008,-28
6152100_vastra_hallstavik,2009,-23
6152100_vastra_hallstavik,2010,-20
6152100_vastra_hallstavik,2011,-33
6152100_vastra_hallstavik,2012,-28
6152100_vastra_hallstavik,2013,-33
6152100_vastra_hallstavik,2014,-40
6152500_edebo_glesbygd,2000,13
6152500_edebo_glesbygd,2001,14
6152500_edebo_glesbygd,2002,29
6152500_edebo_glesbygd,2003,34
6152500_edebo_glesbygd,2004,25
6152500_edebo_glesbygd,2005,28
6152500_edebo_glesbygd,2006,16
6152500_edebo_glesbygd,2007,26
6152500_edebo_glesbygd,2008,37
6152500_edebo_glesbygd,2009,34
6152500_edebo_glesbygd,2010,32
6152500_edebo_glesbygd,2011,28
6152500_edebo_glesbygd,2012,26
6152500_edebo_glesbygd,2013,32
6152500_edebo_glesbygd,2014,29
6154100_skebobruk,2000,0
6154100_skebobruk,2001,7
6154100_skebobruk,2002,0
6154100_skebobruk,2003,6
6154100_skebobruk,2004,2
6154100_skebobruk,2005,1
6154100_skebobruk,2006,-5
6154100_skebobruk,2007,1
6154100_skebobruk,2008,4
6154100_skebobruk,2009,-4
6154100_skebobruk,2010,-11
6154100_skebobruk,2011,-14
6154100_skebobruk,2012,-14
6154100_skebobruk,2013,-12
6154100_skebobruk,2014,-23
6154500_ununge_glesbygd,2000,1
6154500_ununge_glesbygd,2001,-3
6154500_ununge_glesbygd,2002,4
6154500_ununge_glesbygd,2003,5
6154500_ununge_glesbygd,2004,2
6154500_ununge_glesbygd,2005,0
6154500_ununge_glesbygd,2006,-3
6154500_ununge_glesbygd,2007,0
6154500_ununge_glesbygd,2008,0
6154500_ununge_glesbygd,2009,-8
6154500_ununge_glesbygd,2010,-3
6154500_ununge_glesbygd,2011,-12
6154500_ununge_glesbygd,2012,-18
6154500_ununge_glesbygd,2013,-28
6154500_ununge_glesbygd,2014,-25
6161000_singo_forsamling,2000,2
6161000_singo_forsamling,2001,11
6161000_singo_forsamling,2002,4
6161000_singo_forsamling,2003,5
6161000_singo_forsamling,2004,10
6161000_singo_forsamling,2005,4
6161000_singo_forsamling,2006,4
6161000_singo_forsamling,2007,9
6161000_singo_forsamling,2008,4
6161000_singo_forsamling,2009,3
6161000_singo_forsamling,2010,-3
6161000_singo_forsamling,2011,-6
6161000_singo_forsamling,2012,-7
6161000_singo_forsamling,2013,-7
6161000_singo_forsamling,2014,-6
6162100_almsta,2000,-18
6162100_almsta,2001,-16
6162100_almsta,2002,-18
6162100_almsta,2003,-38
6162100_almsta,2004,-42
6162100_almsta,2005,-41
6162100_almsta,2006,-35
6162100_almsta,2007,-24
6162100_almsta,2008,-12
6162100_almsta,2009,-13
6162100_almsta,2010,-3
6162100_almsta,2011,-3
6162100_almsta,2012,1
6162100_almsta,2013,8
6162100_almsta,2014,-4
6162200_grisslehamn,2000,0
6162200_grisslehamn,2001,9
6162200_grisslehamn,2002,1
6162200_grisslehamn,2003,7
6162200_grisslehamn,2004,8
6162200_grisslehamn,2005,8
6162200_grisslehamn,2006,4
6162200_grisslehamn,2007,8
6162200_grisslehamn,2008,9
6162200_grisslehamn,2009,11
6162200_grisslehamn,2010,1
6162200_grisslehamn,2011,-1
