basomrade,year,immigration_surplus_female
5432000_norra_bjorknas,2003,1
5432000_norra_bjorknas,2004,10
5432000_norra_bjorknas,2005,0
5432000_norra_bjorknas,2006,20
5432000_norra_bjorknas,2007,13
5432000_norra_bjorknas,2008,5
5432000_norra_bjorknas,2009,26
5432000_norra_bjorknas,2010,4
5432000_norra_bjorknas,2011,3
5432000_norra_bjorknas,2012,6
5432000_norra_bjorknas,2013,4
5432000_norra_bjorknas,2014,-4
5432020_sodra_bjorknas,2000,-13
5432020_sodra_bjorknas,2001,7
5432020_sodra_bjorknas,2002,-26
5432020_sodra_bjorknas,2003,0
5432020_sodra_bjorknas,2004,45
5432020_sodra_bjorknas,2005,4
5432020_sodra_bjorknas,2006,24
5432020_sodra_bjorknas,2007,12
5432020_sodra_bjorknas,2008,-4
5432020_sodra_bjorknas,2009,-3
5432020_sodra_bjorknas,2010,-7
5432020_sodra_bjorknas,2011,-5
5432020_sodra_bjorknas,2012,-10
5432020_sodra_bjorknas,2013,-18
5432020_sodra_bjorknas,2014,14
5432030_klinten,2000,8
5432030_klinten,2001,-12
5432030_klinten,2002,-3
5432030_klinten,2003,2
5432030_klinten,2004,-11
5432030_klinten,2005,5
5432030_klinten,2006,16
5432030_klinten,2007,9
5432030_klinten,2008,10
5432030_klinten,2009,-10
5432030_klinten,2010,8
5432030_klinten,2011,-22
5432030_klinten,2012,-43
5432030_klinten,2013,76
5432030_klinten,2014,5
5432100_eknas,2000,-21
5432100_eknas,2001,-18
5432100_eknas,2002,-20
5432100_eknas,2003,6
5432100_eknas,2004,-15
5432100_eknas,2005,41
5432100_eknas,2006,18
5432100_eknas,2007,-9
5432100_eknas,2008,-8
5432100_eknas,2009,1
5432100_eknas,2010,-24
5432100_eknas,2011,-44
5432100_eknas,2012,105
5432100_eknas,2013,23
5432100_eknas,2014,65
5432200_vastra_kummelnas,2000,20
5432200_vastra_kummelnas,2001,14
5432200_vastra_kummelnas,2002,11
5432200_vastra_kummelnas,2003,9
5432200_vastra_kummelnas,2004,0
5432200_vastra_kummelnas,2005,10
5432200_vastra_kummelnas,2006,-11
5432200_vastra_kummelnas,2007,1
5432200_vastra_kummelnas,2008,22
5432200_vastra_kummelnas,2009,15
5432200_vastra_kummelnas,2010,15
5432200_vastra_kummelnas,2011,-3
5432200_vastra_kummelnas,2012,-9
5432200_vastra_kummelnas,2013,10
5432200_vastra_kummelnas,2014,38
5432220_ostra_kummelnas,2000,19
5432220_ostra_kummelnas,2001,-1
5432220_ostra_kummelnas,2002,3
5432220_ostra_kummelnas,2003,26
5432220_ostra_kummelnas,2004,12
5432220_ostra_kummelnas,2005,-13
5432220_ostra_kummelnas,2006,-9
5432220_ostra_kummelnas,2007,11
5432220_ostra_kummelnas,2008,15
5432220_ostra_kummelnas,2009,24
5432220_ostra_kummelnas,2010,20
5432220_ostra_kummelnas,2011,18
5432220_ostra_kummelnas,2012,24
5432220_ostra_kummelnas,2013,9
5432220_ostra_kummelnas,2014,25
5432300_kil,2000,25
5432300_kil,2001,55
5432300_kil,2002,20
5432300_kil,2003,-1
5432300_kil,2004,7
5432300_kil,2005,15
5432300_kil,2006,7
5432300_kil,2007,5
5432300_kil,2008,9
5432300_kil,2009,7
5432300_kil,2010,1
5432300_kil,2011,2
5432300_kil,2012,3
5432300_kil,2013,10
5432300_kil,2014,18
5432400_krokhojden,2000,-5
5432400_krokhojden,2001,0
5432400_krokhojden,2002,-10
5432400_krokhojden,2003,8
5432400_krokhojden,2004,-9
5432400_krokhojden,2005,-4
5432400_krokhojden,2006,4
5432400_krokhojden,2007,-10
5432400_krokhojden,2008,-3
5432400_krokhojden,2009,-1
5432400_krokhojden,2010,13
5432400_krokhojden,2011,-5
5432400_krokhojden,2012,-7
5432400_krokhojden,2013,-2
5432400_krokhojden,2014,-12
5432410_orminge,2000,47
5432410_orminge,2001,-25
5432410_orminge,2002,-68
5432410_orminge,2003,-15
5432410_orminge,2004,-34
5432410_orminge,2005,-37
5432410_orminge,2006,-15
5432410_orminge,2007,49
5432410_orminge,2008,-25
5432410_orminge,2009,-19
5432410_orminge,2010,29
5432410_orminge,2011,-27
5432410_orminge,2012,40
5432410_orminge,2013,-31
5432410_orminge,2014,21
5432500_mensattra,2000,-17
5432500_mensattra,2001,-42
5432500_mensattra,2002,5
5432500_mensattra,2003,-29
5432500_mensattra,2004,-8
5432500_mensattra,2005,-12
5432500_mensattra,2006,4
5432500_mensattra,2007,-9
5432500_mensattra,2008,-3
5432500_mensattra,2009,1
5432500_mensattra,2010,-23
5432500_mensattra,2011,-14
5432500_mensattra,2012,-5
5432500_mensattra,2013,-19
5432500_mensattra,2014,-12
5432600_kallvagen,2000,31
5432600_kallvagen,2001,24
5432600_kallvagen,2002,23
5432600_kallvagen,2003,48
5432600_kallvagen,2004,19
5432600_kallvagen,2005,36
5432600_kallvagen,2006,-7
5432600_kallvagen,2007,-2
5432600_kallvagen,2008,8
5432600_kallvagen,2009,-2
5432600_kallvagen,2010,3
5432600_kallvagen,2011,8
5432600_kallvagen,2012,-11
5432600_kallvagen,2013,-17
5432600_kallvagen,2014,-20
5432610_eriksvik,2000,7
5432610_eriksvik,2001,3
5432610_eriksvik,2002,-12
5432610_eriksvik,2003,0
5432610_eriksvik,2004,-5
5432610_eriksvik,2005,10
5432610_eriksvik,2006,7
5432610_eriksvik,2007,25
5432610_eriksvik,2008,9
5432610_eriksvik,2009,2
5432610_eriksvik,2010,8
5432610_eriksvik,2011,-3
5432610_eriksvik,2012,9
5432610_eriksvik,2013,-10
5432610_eriksvik,2014,17
5432700_norra_lannersta,2000,27
5432700_norra_lannersta,2001,-7
5432700_norra_lannersta,2002,23
5432700_norra_lannersta,2003,1
5432700_norra_lannersta,2004,1
5432700_norra_lannersta,2005,12
5432700_norra_lannersta,2006,-5
5432700_norra_lannersta,2007,-21
5432700_norra_lannersta,2008,9
5432700_norra_lannersta,2009,36
5432700_norra_lannersta,2010,11
5432700_norra_lannersta,2011,-7
5432700_norra_lannersta,2012,13
5432700_norra_lannersta,2013,1
5432700_norra_lannersta,2014,-19
5432710_sodra_lannersta,2000,8
5432710_sodra_lannersta,2001,4
5432710_sodra_lannersta,2002,4
5432710_sodra_lannersta,2003,9
5432710_sodra_lannersta,2004,14
5432710_sodra_lannersta,2005,32
5432710_sodra_lannersta,2006,20
5432710_sodra_lannersta,2007,29
5432710_sodra_lannersta,2008,12
5432710_sodra_lannersta,2009,26
5432710_sodra_lannersta,2010,17
5432710_sodra_lannersta,2011,0
5432710_sodra_lannersta,2012,-3
5432710_sodra_lannersta,2013,12
5432710_sodra_lannersta,2014,6
5432810_boo_gard,2000,-6
5432810_boo_gard,2001,2
5432810_boo_gard,2002,17
5432810_boo_gard,2003,40
5432810_boo_gard,2004,20
5432810_boo_gard,2005,25
5432810_boo_gard,2006,33
5432810_boo_gard,2007,12
5432810_boo_gard,2008,19
5432810_boo_gard,2009,-3
5432810_boo_gard,2010,9
5432810_boo_gard,2011,10
5432810_boo_gard,2012,11
5432810_boo_gard,2013,2
5432810_boo_gard,2014,4
5432900_gustavsvik,2000,9
5432900_gustavsvik,2001,9
5432900_gustavsvik,2002,-5
5432900_gustavsvik,2003,16
5432900_gustavsvik,2004,4
5432900_gustavsvik,2005,-6
5432900_gustavsvik,2006,0
5432900_gustavsvik,2007,-5
5432900_gustavsvik,2008,3
5432900_gustavsvik,2009,6
5432900_gustavsvik,2010,-9
5432900_gustavsvik,2011,8
5432900_gustavsvik,2012,-6
5432900_gustavsvik,2013,5
5432900_gustavsvik,2014,-5
3810100_lilla_alby,2000,-16
3810100_lilla_alby,2001,13
3810100_lilla_alby,2002,-37
3810100_lilla_alby,2003,-37
3810100_lilla_alby,2004,-36
3810100_lilla_alby,2005,-5
3810100_lilla_alby,2006,55
3810100_lilla_alby,2007,1
3810100_lilla_alby,2008,-5
3810100_lilla_alby,2009,19
3810100_lilla_alby,2010,64
3810100_lilla_alby,2011,-7
3810100_lilla_alby,2012,-12
3810100_lilla_alby,2013,12
3810100_lilla_alby,2014,180
3810110_sundbybergs_industriomr,2000,59
3810110_sundbybergs_industriomr,2001,18
3810110_sundbybergs_industriomr,2002,-11
3810110_sundbybergs_industriomr,2003,26
3810110_sundbybergs_industriomr,2004,5
3810110_sundbybergs_industriomr,2005,-4
3810110_sundbybergs_industriomr,2006,-13
3810110_sundbybergs_industriomr,2007,-10
3810110_sundbybergs_industriomr,2008,-25
3810110_sundbybergs_industriomr,2009,0
3810110_sundbybergs_industriomr,2010,2
3810110_sundbybergs_industriomr,2011,6
3810110_sundbybergs_industriomr,2012,0
3810110_sundbybergs_industriomr,2013,-6
3810110_sundbybergs_industriomr,2014,0
3810220_rasten,2000,38
3810220_rasten,2001,-26
3810220_rasten,2002,-18
3810220_rasten,2003,9
3810220_rasten,2004,47
3810220_rasten,2005,-13
3810220_rasten,2006,-39
3810220_rasten,2007,-11
3810220_rasten,2008,-15
3810220_rasten,2009,-15
3810220_rasten,2010,-24
3810220_rasten,2011,8
3810220_rasten,2012,60
3810220_rasten,2013,-33
3810220_rasten,2014,5
3810230_sundbybergs_centrum,2000,16
3810230_sundbybergs_centrum,2001,14
3810230_sundbybergs_centrum,2002,-2
3810230_sundbybergs_centrum,2003,-83
3810230_sundbybergs_centrum,2004,-37
3810230_sundbybergs_centrum,2005,37
3810230_sundbybergs_centrum,2006,-23
3810230_sundbybergs_centrum,2007,-48
3810230_sundbybergs_centrum,2008,8
3810230_sundbybergs_centrum,2009,-12
3810230_sundbybergs_centrum,2010,-2
3810230_sundbybergs_centrum,2011,36
3810230_sundbybergs_centrum,2012,19
3810230_sundbybergs_centrum,2013,1
3810230_sundbybergs_centrum,2014,-19
3810240_starrbacksgatan,2000,18
3810240_starrbacksgatan,2001,-21
3810240_starrbacksgatan,2002,-28
3810240_starrbacksgatan,2003,16
3810240_starrbacksgatan,2004,-13
3810240_starrbacksgatan,2005,-55
3810240_starrbacksgatan,2006,-6
3810240_starrbacksgatan,2007,-38
3810240_starrbacksgatan,2008,11
3810240_starrbacksgatan,2009,-6
3810240_starrbacksgatan,2010,-4
3810240_starrbacksgatan,2011,17
3810240_starrbacksgatan,2012,60
3810240_starrbacksgatan,2013,-1
3810240_starrbacksgatan,2014,13
3810300_storskogen,2000,47
3810300_storskogen,2001,-3
3810300_storskogen,2002,26
3810300_storskogen,2003,24
3810300_storskogen,2004,-28
3810300_storskogen,2005,-20
3810300_storskogen,2006,12
3810300_storskogen,2007,-15
3810300_storskogen,2008,98
3810300_storskogen,2009,18
3810300_storskogen,2010,31
3810300_storskogen,2011,28
3810300_storskogen,2012,-43
3810300_storskogen,2013,12
3810300_storskogen,2014,38
3810310_lotsjo,2000,5
3810310_lotsjo,2001,-2
3810310_lotsjo,2002,15
3810310_lotsjo,2003,-5
3810310_lotsjo,2004,1
3810310_lotsjo,2005,-3
3810310_lotsjo,2006,-9
3810310_lotsjo,2007,0
3810310_lotsjo,2008,6
3810310_lotsjo,2009,179
3810310_lotsjo,2010,1
3810310_lotsjo,2011,-1
3810310_lotsjo,2012,-16
3810310_lotsjo,2013,-15
3810310_lotsjo,2014,-16
3810320_tule,2000,4
3810320_tule,2001,-9
3810320_tule,2002,-3
3810320_tule,2003,51
3810320_tule,2004,7
3810320_tule,2005,-21
3810320_tule,2006,-5
3810320_tule,2007,7
3810320_tule,2008,50
3810320_tule,2009,22
3810320_tule,2010,-1
3810320_tule,2011,24
3810320_tule,2012,-5
3810320_tule,2013,-6
3810320_tule,2014,-12
3810400_duvbo,2000,28
3810400_duvbo,2001,6
3810400_duvbo,2002,-7
3810400_duvbo,2003,-15
3810400_duvbo,2004,-6
3810400_duvbo,2005,77
3810400_duvbo,2006,23
3810400_duvbo,2007,24
3810400_duvbo,2008,15
3810400_duvbo,2009,12
3810400_duvbo,2010,43
3810400_duvbo,2011,22
3810400_duvbo,2012,8
3810400_duvbo,2013,23
3810400_duvbo,2014,32
3810410_hasthagen,2000,4
3810410_hasthagen,2001,-3
3810410_hasthagen,2002,-13
3810410_hasthagen,2003,1
3810410_hasthagen,2004,-6
3810410_hasthagen,2005,4
3810410_hasthagen,2006,-6
3810410_hasthagen,2007,-18
3810410_hasthagen,2008,-1
3810410_hasthagen,2009,-8
3810410_hasthagen,2010,-13
3810410_hasthagen,2011,-3
3810410_hasthagen,2012,-6
3810410_hasthagen,2013,6
3810410_hasthagen,2014,-14
3810500_or,2000,10
3810500_or,2001,-1
3810500_or,2002,-34
3810500_or,2003,-23
3810500_or,2004,14
3810500_or,2005,-16
3810500_or,2006,-1
3810500_or,2007,-4
3810500_or,2008,-34
3810500_or,2009,10
3810500_or,2010,14
3810500_or,2011,-72
3810500_or,2012,-14
3810500_or,2013,96
3810500_or,2014,-83
3810610_hallonbergen,2000,-31
3810610_hallonbergen,2001,3
3810610_hallonbergen,2002,1
3810610_hallonbergen,2003,-40
3810610_hallonbergen,2004,2
3810610_hallonbergen,2005,-69
3810610_hallonbergen,2006,-12
3810610_hallonbergen,2007,-25
3810610_hallonbergen,2008,-45
3810610_hallonbergen,2009,-57
3810610_hallonbergen,2010,-52
3810610_hallonbergen,2011,-79
3810610_hallonbergen,2012,-54
3810610_hallonbergen,2013,-56
3810610_hallonbergen,2014,-107
3810720_rissne_norra_arbetsomr,2000,9
3810720_rissne_norra_arbetsomr,2001,8
3810720_rissne_norra_arbetsomr,2002,6
3810720_rissne_norra_arbetsomr,2003,10
3810720_rissne_norra_arbetsomr,2004,3
3810720_rissne_norra_arbetsomr,2005,2
3810720_rissne_norra_arbetsomr,2006,11
3810720_rissne_norra_arbetsomr,2007,-1
3810720_rissne_norra_arbetsomr,2008,-2
3810720_rissne_norra_arbetsomr,2009,3
3810720_rissne_norra_arbetsomr,2010,-1
3810720_rissne_norra_arbetsomr,2011,8
3810720_rissne_norra_arbetsomr,2012,0
3810720_rissne_norra_arbetsomr,2013,-5
3810720_rissne_norra_arbetsomr,2014,-5
3810740_norra_rissne,2000,-1
3810740_norra_rissne,2001,-42
3810740_norra_rissne,2002,-34
3810740_norra_rissne,2003,-41
3810740_norra_rissne,2004,-41
3810740_norra_rissne,2005,-27
3810740_norra_rissne,2006,-40
3810740_norra_rissne,2007,-30
3810740_norra_rissne,2008,-68
3810740_norra_rissne,2009,-42
3810740_norra_rissne,2010,-55
3810740_norra_rissne,2011,-23
3810740_norra_rissne,2012,-37
3810740_norra_rissne,2013,-102
3810740_norra_rissne,2014,-43
3810750_sodra_rissne,2000,23
3810750_sodra_rissne,2001,-42
3810750_sodra_rissne,2002,-50
3810750_sodra_rissne,2003,-36
3810750_sodra_rissne,2004,-26
3810750_sodra_rissne,2005,-55
3810750_sodra_rissne,2006,-7
3810750_sodra_rissne,2007,22
3810750_sodra_rissne,2008,-50
3810750_sodra_rissne,2009,-9
3810750_sodra_rissne,2010,-39
3810750_sodra_rissne,2011,-67
3810750_sodra_rissne,2012,-7
3810750_sodra_rissne,2013,7
3810750_sodra_rissne,2014,-63
3810810_ursviks_smahusomr,2000,0
3810810_ursviks_smahusomr,2001,2
3810810_ursviks_smahusomr,2002,-3
3810810_ursviks_smahusomr,2003,5
3810810_ursviks_smahusomr,2004,7
3810810_ursviks_smahusomr,2005,1
3810810_ursviks_smahusomr,2006,-6
3810810_ursviks_smahusomr,2007,8
3810810_ursviks_smahusomr,2008,-8
3810810_ursviks_smahusomr,2009,-2
3810810_ursviks_smahusomr,2010,-11
3810810_ursviks_smahusomr,2011,1
3810810_ursviks_smahusomr,2012,9
3810810_ursviks_smahusomr,2013,11
3810810_ursviks_smahusomr,2014,-4
3710120_ritorp,2000,13
3710120_ritorp,2001,-13
3710120_ritorp,2002,5
3710120_ritorp,2003,-10
3710120_ritorp,2004,-14
3710120_ritorp,2005,-9
3710120_ritorp,2006,-5
3710120_ritorp,2007,-13
3710120_ritorp,2008,-7
3710120_ritorp,2009,-18
3710120_ritorp,2010,-7
3710120_ritorp,2011,5
3710120_ritorp,2012,-9
3710120_ritorp,2013,-59
3710120_ritorp,2014,-38
3710130_jarva_krog,2000,-7
3710130_jarva_krog,2001,-10
3710130_jarva_krog,2002,2
3710130_jarva_krog,2003,-18
3710130_jarva_krog,2004,-12
3710130_jarva_krog,2005,5
3710130_jarva_krog,2006,24
3710130_jarva_krog,2007,3
3710130_jarva_krog,2008,-25
3710130_jarva_krog,2009,-9
3710130_jarva_krog,2010,4
3710130_jarva_krog,2011,-10
3710130_jarva_krog,2012,-10
3710130_jarva_krog,2013,7
3710130_jarva_krog,2014,-9
3710141_okand,2000,75
3710141_okand,2001,82
3710141_okand,2002,189
3710141_okand,2003,124
3710141_okand,2004,217
3710141_okand,2005,268
3710141_okand,2006,215
3710141_okand,2007,241
3710141_okand,2008,88
3710141_okand,2009,73
3710143_ballongberget,2000,70
3710143_ballongberget,2001,-16
3710143_ballongberget,2002,-18
3710143_ballongberget,2003,1
3710143_ballongberget,2004,10
3710143_ballongberget,2005,1
3710143_ballongberget,2006,2
3710143_ballongberget,2007,-27
3710143_ballongberget,2008,-8
3710143_ballongberget,2009,-6
3710143_ballongberget,2010,-11
3710143_ballongberget,2011,3
3710143_ballongberget,2012,-32
3710143_ballongberget,2013,-13
3710143_ballongberget,2014,-1
3710160_bagartorp,2000,-2
3710160_bagartorp,2001,-8
3710160_bagartorp,2002,5
3710160_bagartorp,2003,-1
3710160_bagartorp,2004,7
3710160_bagartorp,2005,-9
3710160_bagartorp,2006,-16
3710160_bagartorp,2007,-5
3710160_bagartorp,2008,-23
3710160_bagartorp,2009,-1
3710160_bagartorp,2010,9
3710160_bagartorp,2011,-10
3710160_bagartorp,2012,-21
3710160_bagartorp,2013,13
3710160_bagartorp,2014,-17
3710170_rastahem,2000,1
3710170_rastahem,2001,-7
3710170_rastahem,2002,5
3710170_rastahem,2003,-2
3710170_rastahem,2004,-7
3710170_rastahem,2005,0
3710170_rastahem,2006,-10
3710170_rastahem,2007,5
3710170_rastahem,2008,0
3710170_rastahem,2009,4
3710170_rastahem,2010,-3
3710170_rastahem,2011,-4
3710170_rastahem,2012,-11
3710170_rastahem,2013,3
3710170_rastahem,2014,1
3710180_agnesberg,2000,-5
3710180_agnesberg,2001,-2
3710180_agnesberg,2002,-19
3710180_agnesberg,2003,-11
3710180_agnesberg,2004,-15
3710180_agnesberg,2005,-19
3710180_agnesberg,2006,8
3710180_agnesberg,2007,-13
3710180_agnesberg,2008,-10
3710180_agnesberg,2009,-15
3710180_agnesberg,2010,40
3710180_agnesberg,2011,-10
3710180_agnesberg,2012,5
3710180_agnesberg,2013,-12
3710180_agnesberg,2014,-9
3710200_ulriksdal,2000,-2
3710200_ulriksdal,2001,0
3710200_ulriksdal,2002,-2
3710200_ulriksdal,2003,6
3710200_ulriksdal,2004,-1
3710200_ulriksdal,2005,0
3710200_ulriksdal,2006,-4
3710200_ulriksdal,2007,2
3710200_ulriksdal,2008,-3
3710200_ulriksdal,2009,-8
3710200_ulriksdal,2010,5
3710200_ulriksdal,2011,-4
3710200_ulriksdal,2012,7
3710200_ulriksdal,2013,-7
3710200_ulriksdal,2014,10
3710310_norra_bergshamra,2000,8
3710310_norra_bergshamra,2001,7
3710310_norra_bergshamra,2002,-1
3710310_norra_bergshamra,2003,-3
3710310_norra_bergshamra,2004,6
3710310_norra_bergshamra,2005,0
3710310_norra_bergshamra,2006,-7
3710310_norra_bergshamra,2007,6
3710310_norra_bergshamra,2008,-13
3710310_norra_bergshamra,2009,-18
3710310_norra_bergshamra,2010,5
3710310_norra_bergshamra,2011,-5
3710310_norra_bergshamra,2012,8
3710310_norra_bergshamra,2013,-3
3710310_norra_bergshamra,2014,-4
3710320_bergshamra_torg,2000,17
3710320_bergshamra_torg,2001,-4
3710320_bergshamra_torg,2002,13
3710320_bergshamra_torg,2003,-1
3710320_bergshamra_torg,2004,13
3710320_bergshamra_torg,2005,6
3710320_bergshamra_torg,2006,25
3710320_bergshamra_torg,2007,28
3710320_bergshamra_torg,2008,27
3710320_bergshamra_torg,2009,3
3710320_bergshamra_torg,2010,10
3710320_bergshamra_torg,2011,28
3710320_bergshamra_torg,2012,7
3710320_bergshamra_torg,2013,13
3710320_bergshamra_torg,2014,28
3710330_stocksundstorp,2000,9
3710330_stocksundstorp,2001,7
3710330_stocksundstorp,2002,16
3710330_stocksundstorp,2003,-1
3710330_stocksundstorp,2004,-15
3710330_stocksundstorp,2005,-6
3710330_stocksundstorp,2006,8
3710330_stocksundstorp,2007,10
3710330_stocksundstorp,2008,-4
3710330_stocksundstorp,2009,-9
3710330_stocksundstorp,2010,2
3710330_stocksundstorp,2011,3
3710330_stocksundstorp,2012,8
3710330_stocksundstorp,2013,4
3710330_stocksundstorp,2014,1
3710340_ostra_bergshamra,2000,1
3710340_ostra_bergshamra,2001,-3
3710340_ostra_bergshamra,2002,5
3710340_ostra_bergshamra,2003,-3
3710340_ostra_bergshamra,2004,-2
3710340_ostra_bergshamra,2005,12
3710340_ostra_bergshamra,2006,0
3710340_ostra_bergshamra,2007,5
3710340_ostra_bergshamra,2008,-4
3710340_ostra_bergshamra,2009,-7
3710340_ostra_bergshamra,2010,5
3710340_ostra_bergshamra,2011,3
3710340_ostra_bergshamra,2012,-2
3710340_ostra_bergshamra,2013,7
3710340_ostra_bergshamra,2014,4
3710350_sodra_bergshamra,2000,-29
3710350_sodra_bergshamra,2001,-2
3710350_sodra_bergshamra,2002,-40
3710350_sodra_bergshamra,2003,1
3710350_sodra_bergshamra,2004,-23
3710350_sodra_bergshamra,2005,-40
3710350_sodra_bergshamra,2006,-31
3710350_sodra_bergshamra,2007,-45
3710350_sodra_bergshamra,2008,22
3710350_sodra_bergshamra,2009,-6
3710350_sodra_bergshamra,2010,-37
3710350_sodra_bergshamra,2011,4
3710350_sodra_bergshamra,2012,-12
3710350_sodra_bergshamra,2013,-17
3710350_sodra_bergshamra,2014,-21
3710360_kungshamra,2000,-19
3710360_kungshamra,2001,-11
3710360_kungshamra,2002,27
3710360_kungshamra,2003,-31
3710360_kungshamra,2004,170
3710360_kungshamra,2005,59
3710360_kungshamra,2006,-4
3710360_kungshamra,2007,1
3710360_kungshamra,2008,-16
3710360_kungshamra,2009,8
3710360_kungshamra,2010,-8
3710360_kungshamra,2011,-19
3710360_kungshamra,2012,-7
3710360_kungshamra,2013,-5
3710360_kungshamra,2014,11
3710420_okand,2000,38
3710420_okand,2001,-9
3710420_okand,2002,5
3710420_okand,2003,-20
3710420_okand,2004,-9
3710420_okand,2005,-10
3710420_okand,2006,-8
3710420_okand,2007,-5
3710420_okand,2008,-23
3710420_okand,2009,-5
3710430_karolinska_institutet,2000,-7
3710430_karolinska_institutet,2001,4
3710430_karolinska_institutet,2002,32
3710430_karolinska_institutet,2003,-2
3710430_karolinska_institutet,2004,-32
3710430_karolinska_institutet,2005,-23
3710430_karolinska_institutet,2006,-8
3710430_karolinska_institutet,2007,-11
3710430_karolinska_institutet,2008,-24
3710430_karolinska_institutet,2009,-28
3710430_karolinska_institutet,2010,-8
3710430_karolinska_institutet,2011,-19
3710430_karolinska_institutet,2012,0
3710430_karolinska_institutet,2013,-25
3710430_karolinska_institutet,2014,9
3710520_huvudsta_gard,2000,26
3710520_huvudsta_gard,2001,18
3710520_huvudsta_gard,2002,12
3710520_huvudsta_gard,2003,-26
3710520_huvudsta_gard,2004,15
3710520_huvudsta_gard,2005,0
3710520_huvudsta_gard,2006,-10
3710520_huvudsta_gard,2007,21
3710520_huvudsta_gard,2008,69
3710520_huvudsta_gard,2009,-1
3710520_huvudsta_gard,2010,4
3710520_huvudsta_gard,2011,-9
3710520_huvudsta_gard,2012,3
3710520_huvudsta_gard,2013,111
3710520_huvudsta_gard,2014,40
3710530_sodra_huvudsta,2000,0
3710530_sodra_huvudsta,2001,6
3710530_sodra_huvudsta,2002,-25
3710530_sodra_huvudsta,2003,11
3710530_sodra_huvudsta,2004,-10
3710530_sodra_huvudsta,2005,121
3710530_sodra_huvudsta,2006,-10
3710530_sodra_huvudsta,2007,22
3710530_sodra_huvudsta,2008,71
3710530_sodra_huvudsta,2009,-25
3710530_sodra_huvudsta,2010,-8
3710530_sodra_huvudsta,2011,-39
3710530_sodra_huvudsta,2012,-36
3710530_sodra_huvudsta,2013,37
3710530_sodra_huvudsta,2014,-12
3710540_ingentingskogen,2000,4
3710540_ingentingskogen,2001,-15
3710540_ingentingskogen,2002,-27
3710540_ingentingskogen,2003,-14
3710540_ingentingskogen,2004,61
3710540_ingentingskogen,2005,23
3710540_ingentingskogen,2006,-17
3710540_ingentingskogen,2007,12
3710540_ingentingskogen,2008,-14
3710540_ingentingskogen,2009,10
3710540_ingentingskogen,2010,9
3710540_ingentingskogen,2011,10
3710540_ingentingskogen,2012,32
3710540_ingentingskogen,2013,-46
3710540_ingentingskogen,2014,-6
3710550_gamla_huvudsta,2000,-3
3710550_gamla_huvudsta,2001,30
3710550_gamla_huvudsta,2002,-14
3710550_gamla_huvudsta,2003,-5
3710550_gamla_huvudsta,2004,-19
3710550_gamla_huvudsta,2005,19
3710550_gamla_huvudsta,2006,32
3710550_gamla_huvudsta,2007,34
3710550_gamla_huvudsta,2008,95
3710550_gamla_huvudsta,2009,68
3710550_gamla_huvudsta,2010,13
3710550_gamla_huvudsta,2011,-21
3710550_gamla_huvudsta,2012,-6
3710550_gamla_huvudsta,2013,-10
3710550_gamla_huvudsta,2014,-1
3710570_vastra_huvudsta,2000,11
3710570_vastra_huvudsta,2001,-22
3710570_vastra_huvudsta,2002,28
3710570_vastra_huvudsta,2003,2
3710570_vastra_huvudsta,2004,-15
3710570_vastra_huvudsta,2005,-5
3710570_vastra_huvudsta,2006,22
3710570_vastra_huvudsta,2007,-34
3710570_vastra_huvudsta,2008,-13
3710570_vastra_huvudsta,2009,-24
3710570_vastra_huvudsta,2010,-3
3710570_vastra_huvudsta,2011,-19
3710570_vastra_huvudsta,2012,-3
3710570_vastra_huvudsta,2013,32
3710570_vastra_huvudsta,2014,-33
3710580_okand,2000,8
3710580_okand,2001,9
3710580_okand,2002,71
3710580_okand,2003,-2
3710580_okand,2004,-3
3710580_okand,2005,6
3710580_okand,2006,-4
3710580_okand,2007,-5
3710580_okand,2008,0
3710580_okand,2009,-17
3720610_okand,2000,97
3720610_okand,2001,12
3720610_okand,2002,-2
3720610_okand,2003,14
3720610_okand,2004,-25
3720610_okand,2005,-32
3720610_okand,2006,-13
3720610_okand,2007,8
3720610_okand,2008,-41
3720610_okand,2009,-6
3720620_norra_hagalund,2000,-28
3720620_norra_hagalund,2001,-11
3720620_norra_hagalund,2002,-49
3720620_norra_hagalund,2003,-27
3720620_norra_hagalund,2004,-76
3720620_norra_hagalund,2005,-58
3720620_norra_hagalund,2006,-31
3720620_norra_hagalund,2007,-40
3720620_norra_hagalund,2008,-23
3720620_norra_hagalund,2009,-47
3720620_norra_hagalund,2010,-53
3720620_norra_hagalund,2011,-6
3720620_norra_hagalund,2012,-71
3720620_norra_hagalund,2013,-7
3720620_norra_hagalund,2014,-21
3720630_okand,2000,-9
3720630_okand,2001,-11
3720630_okand,2002,-35
3720630_okand,2003,-12
3720630_okand,2004,3
3720630_okand,2005,-20
3720630_okand,2006,-17
3720630_okand,2007,9
3720630_okand,2008,-22
3720630_okand,2009,-2
3720710_okand,2000,-14
3720710_okand,2001,29
3720710_okand,2002,-28
3720710_okand,2003,-21
3720710_okand,2004,-11
3720710_okand,2005,-32
3720710_okand,2006,-14
3720710_okand,2007,13
3720710_okand,2008,-13
3720710_okand,2009,7
3720730_skogskronet,2000,4
3720730_skogskronet,2001,2
3720730_skogskronet,2002,4
3720730_skogskronet,2003,23
3720730_skogskronet,2004,30
3720730_skogskronet,2005,78
3720730_skogskronet,2006,23
3720730_skogskronet,2007,8
3720730_skogskronet,2008,2
