geo,time,age,population
"usa",2039,73,3507230
"usa",2039,74,3532930
"usa",2039,75,3555820
"usa",2039,76,3532430
"usa",2039,77,3437380
"usa",2039,78,3291700
"usa",2039,79,3145300
"usa",2039,80,2992410
"usa",2039,81,2821060
"usa",2039,82,2631630
"usa",2039,83,2429720
"usa",2039,84,2221500
"usa",2039,85,2006920
"usa",2039,86,1800970
"usa",2039,87,1612150
"usa",2039,88,1436450
"usa",2039,89,1262580
"usa",2039,90,1094180
"usa",2039,91,933940
"usa",2039,92,782550
"usa",2039,93,641490
"usa",2039,94,509980
"usa",2039,95,386200
"usa",2039,96,285190
"usa",2039,97,213700
"usa",2039,98,164500
"usa",2039,99,104270
"usa",2039,100,0
"usa",2039,101,0
"usa",2039,102,0
"usa",2039,103,0
"usa",2039,104,0
"usa",2039,105,0
"usa",2039,106,0
"usa",2039,107,0
"usa",2039,108,0
"usa",2039,109,0
"usa",2039,110,0
"usa",2039,111,0
"usa",2039,112,0
"usa",2039,113,0
"usa",2039,114,0
"usa",2039,115,0
"usa",2039,116,0
"usa",2039,117,0
"usa",2039,118,0
"usa",2039,119,0
"usa",2039,120,0
"usa",2039,121,0
"usa",2039,122,0
"usa",2039,123,0
"usa",2039,124,0
"usa",2039,125,0
"usa",2039,126,0
"usa",2039,127,0
"usa",2039,128,0
"usa",2039,129,0
"usa",2039,130,0
"usa",2040,0,4925050
"usa",2040,1,4901920
"usa",2040,2,4878780
"usa",2040,3,4856070
"usa",2040,4,4834230
"usa",2040,5,4813700
"usa",2040,6,4794930
"usa",2040,7,4778340
"usa",2040,8,4764380
"usa",2040,9,4753490
"usa",2040,10,4744500
"usa",2040,11,4736220
"usa",2040,12,4737170
"usa",2040,13,4751030
"usa",2040,14,4773390
"usa",2040,15,4795690
"usa",2040,16,4819060
"usa",2040,17,4840470
"usa",2040,18,4857340
"usa",2040,19,4870580
"usa",2040,20,4884960
"usa",2040,21,4901050
"usa",2040,22,4908930
"usa",2040,23,4904610
"usa",2040,24,4892860
"usa",2040,25,4880220
"usa",2040,26,4862700
"usa",2040,27,4857370
"usa",2040,28,4872510
"usa",2040,29,4898870
"usa",2040,30,4919640
"usa",2040,31,4939040
"usa",2040,32,4943580
"usa",2040,33,4925110
"usa",2040,34,4890260
"usa",2040,35,4858410
"usa",2040,36,4831220
"usa",2040,37,4787010
"usa",2040,38,4718740
"usa",2040,39,4638780
"usa",2040,40,4559920
"usa",2040,41,4471620
"usa",2040,42,4430880
"usa",2040,43,4464820
"usa",2040,44,4544270
"usa",2040,45,4616810
"usa",2040,46,4697540
"usa",2040,47,4738600
"usa",2040,48,4712370
"usa",2040,49,4643670
"usa",2040,50,4580060
"usa",2040,51,4506140
"usa",2040,52,4458980
"usa",2040,53,4459920
"usa",2040,54,4486570
"usa",2040,55,4502870
"usa",2040,56,4525230
"usa",2040,57,4494660
"usa",2040,58,4381120
"usa",2040,59,4217420
"usa",2040,60,4061550
"usa",2040,61,3896120
"usa",2040,62,3778710
"usa",2040,63,3741960
"usa",2040,64,3756070
"usa",2040,65,3761380
"usa",2040,66,3773200
"usa",2040,67,3760920
"usa",2040,68,3704390
"usa",2040,69,3621740
"usa",2040,70,3544600
"usa",2040,71,3458630
"usa",2040,72,3406520
"usa",2040,73,3410110
"usa",2040,74,3443710
"usa",2040,75,3462390
"usa",2040,76,3478240
"usa",2040,77,3447760
"usa",2040,78,3345750
"usa",2040,79,3193320
"usa",2040,80,3040370
"usa",2040,81,2881180
"usa",2040,82,2704220
"usa",2040,83,2510130
"usa",2040,84,2304430
"usa",2040,85,2093150
"usa",2040,86,1876500
"usa",2040,87,1668950
"usa",2040,88,1478800
"usa",2040,89,1302480
"usa",2040,90,1128900
"usa",2040,91,961190
"usa",2040,92,805010
"usa",2040,93,662390
"usa",2040,94,533240
"usa",2040,95,413700
"usa",2040,96,302420
"usa",2040,97,213280
"usa",2040,98,152110
"usa",2040,99,112070
"usa",2040,100,0
"usa",2040,101,0
"usa",2040,102,0
"usa",2040,103,0
"usa",2040,104,0
"usa",2040,105,0
"usa",2040,106,0
"usa",2040,107,0
"usa",2040,108,0
"usa",2040,109,0
"usa",2040,110,0
"usa",2040,111,0
"usa",2040,112,0
"usa",2040,113,0
"usa",2040,114,0
"usa",2040,115,0
"usa",2040,116,0
"usa",2040,117,0
"usa",2040,118,0
"usa",2040,119,0
"usa",2040,120,0
"usa",2040,121,0
"usa",2040,122,0
"usa",2040,123,0
"usa",2040,124,0
"usa",2040,125,0
"usa",2040,126,0
"usa",2040,127,0
"usa",2040,128,0
"usa",2040,129,0
"usa",2040,130,0
"usa",2041,0,4949460
"usa",2041,1,4936420
"usa",2041,2,4914440
"usa",2041,3,4892310
"usa",2041,4,4870530
"usa",2041,5,4849610
"usa",2041,6,4829830
"usa",2041,7,4811480
"usa",2041,8,4796210
"usa",2041,9,4785000
"usa",2041,10,4777680
"usa",2041,11,4771930
"usa",2041,12,4766860
"usa",2041,13,4770060
"usa",2041,14,4784620
"usa",2041,15,4806590
"usa",2041,16,4828500
"usa",2041,17,4851410
"usa",2041,18,4871790
"usa",2041,19,4886970
"usa",2041,20,4898100
"usa",2041,21,4910240
"usa",2041,22,4923850
"usa",2041,23,4929720
"usa",2041,24,4924220
"usa",2041,25,4911840
"usa",2041,26,4898440
"usa",2041,27,4880150
"usa",2041,28,4874020
"usa",2041,29,4888250
"usa",2041,30,4913630
"usa",2041,31,4933480
"usa",2041,32,4951980
"usa",2041,33,4955620
"usa",2041,34,4936240
"usa",2041,35,4900480
"usa",2041,36,4867710
"usa",2041,37,4839600
"usa",2041,38,4794400
"usa",2041,39,4725030
"usa",2041,40,4643920
"usa",2041,41,4563890
"usa",2041,42,4474400
"usa",2041,43,4432530
"usa",2041,44,4465470
"usa",2041,45,4543980
"usa",2041,46,4615530
"usa",2041,47,4695220
"usa",2041,48,4735220
"usa",2041,49,4707910
"usa",2041,50,4638090
"usa",2041,51,4573300
"usa",2041,52,4498200
"usa",2041,53,4449640
"usa",2041,54,4448860
"usa",2041,55,4473570
"usa",2041,56,4487860
"usa",2041,57,4508010
"usa",2041,58,4475480
"usa",2041,59,4360440
"usa",2041,60,4195450
"usa",2041,61,4038050
"usa",2041,62,3870960
"usa",2041,63,3751380
"usa",2041,64,3711720
"usa",2041,65,3722350
"usa",2041,66,3723930
"usa",2041,67,3731600
"usa",2041,68,3715200
"usa",2041,69,3654830
"usa",2041,70,3568300
"usa",2041,71,3486940
"usa",2041,72,3396750
"usa",2041,73,3338800
"usa",2041,74,3334190
"usa",2041,75,3358120
"usa",2041,76,3367470
"usa",2041,77,3374200
"usa",2041,78,3334920
"usa",2041,79,3224750
"usa",2041,80,3064890
"usa",2041,81,2905110
"usa",2041,82,2739760
"usa",2041,83,2558300
"usa",2041,84,2361850
"usa",2041,85,2155670
"usa",2041,86,1944860
"usa",2041,87,1729590
"usa",2041,88,1525730
"usa",2041,89,1342110
"usa",2041,90,1174490
"usa",2041,91,1010180
"usa",2041,92,852170
"usa",2041,93,707080
"usa",2041,94,577080
"usa",2041,95,461360
"usa",2041,96,323590
"usa",2041,97,230950
"usa",2041,98,166060
"usa",2041,99,122310
"usa",2041,100,0
"usa",2041,101,0
"usa",2041,102,0
"usa",2041,103,0
"usa",2041,104,0
"usa",2041,105,0
"usa",2041,106,0
"usa",2041,107,0
"usa",2041,108,0
"usa",2041,109,0
"usa",2041,110,0
"usa",2041,111,0
"usa",2041,112,0
"usa",2041,113,0
"usa",2041,114,0
"usa",2041,115,0
"usa",2041,116,0
"usa",2041,117,0
"usa",2041,118,0
"usa",2041,119,0
"usa",2041,120,0
"usa",2041,121,0
"usa",2041,122,0
"usa",2041,123,0
"usa",2041,124,0
"usa",2041,125,0
"usa",2041,126,0
"usa",2041,127,0
"usa",2041,128,0
"usa",2041,129,0
"usa",2041,130,0
"usa",2042,0,4969480
"usa",2042,1,4955730
"usa",2042,2,4946140
"usa",2042,3,4925330
"usa",2042,4,4904210
"usa",2042,5,4883360
"usa",2042,6,4863370
"usa",2042,7,4844350
"usa",2042,8,4826420
"usa",2042,9,4812480
"usa",2042,10,4804040
"usa",2042,11,4800280
"usa",2042,12,4797790
"usa",2042,13,4795930
"usa",2042,14,4801370
"usa",2042,15,4816630
"usa",2042,16,4838200
"usa",2042,17,4859730
"usa",2042,18,4882160
"usa",2042,19,4901500
"usa",2042,20,4914990
"usa",2042,21,4924010
"usa",2042,22,4933890
"usa",2042,23,4945020
"usa",2042,24,4948870
"usa",2042,25,4942200
"usa",2042,26,4929190
"usa",2042,27,4915030
"usa",2042,28,4895980
"usa",2042,29,4889050
"usa",2042,30,4902360
"usa",2042,31,4926750
"usa",2042,32,4945670
"usa",2042,33,4963270
"usa",2042,34,4966010
"usa",2042,35,4945730
"usa",2042,36,4909060
"usa",2042,37,4875370
"usa",2042,38,4846360
"usa",2042,39,4800190
"usa",2042,40,4729750
"usa",2042,41,4647500
"usa",2042,42,4566340
"usa",2042,43,4475680
"usa",2042,44,4432700
"usa",2042,45,4464620
"usa",2042,46,4542170
"usa",2042,47,4612710
"usa",2042,48,4691330
"usa",2042,49,4730260
"usa",2042,50,4701870
"usa",2042,51,4630940
"usa",2042,52,4565010
"usa",2042,53,4488740
"usa",2042,54,4438790
"usa",2042,55,4436290
"usa",2042,56,4459070
"usa",2042,57,4471330
"usa",2042,58,4489260
"usa",2042,59,4454790
"usa",2042,60,4338290
"usa",2042,61,4172050
"usa",2042,62,4013180
"usa",2042,63,3844490
"usa",2042,64,3722770
"usa",2042,65,3680210
"usa",2042,66,3687360
"usa",2042,67,3685200
"usa",2042,68,3688710
"usa",2042,69,3668200
"usa",2042,70,3604000
"usa",2042,71,3513620
"usa",2042,72,3428060
"usa",2042,73,3333680
"usa",2042,74,3269910
"usa",2042,75,3257100
"usa",2042,76,3271330
"usa",2042,77,3271340
"usa",2042,78,3268950
"usa",2042,79,3220880
"usa",2042,80,3102560
"usa",2042,81,2935340
"usa",2042,82,2768770
"usa",2042,83,2597320
"usa",2042,84,2411410
"usa",2042,85,2212660
"usa",2042,86,2006070
"usa",2042,87,1795810
"usa",2042,88,1581990
"usa",2042,89,1381890
"usa",2042,90,1204870
"usa",2042,91,1046010
"usa",2042,92,891030
"usa",2042,93,742780
"usa",2042,94,608830
"usa",2042,95,491510
"usa",2042,96,389280
"usa",2042,97,251590
"usa",2042,98,182970
"usa",2042,99,134530
"usa",2042,100,0
"usa",2042,101,0
"usa",2042,102,0
"usa",2042,103,0
"usa",2042,104,0
"usa",2042,105,0
"usa",2042,106,0
"usa",2042,107,0
"usa",2042,108,0
"usa",2042,109,0
"usa",2042,110,0
"usa",2042,111,0
"usa",2042,112,0
"usa",2042,113,0
"usa",2042,114,0
"usa",2042,115,0
"usa",2042,116,0
"usa",2042,117,0
"usa",2042,118,0
"usa",2042,119,0
"usa",2042,120,0
"usa",2042,121,0
"usa",2042,122,0
"usa",2042,123,0
"usa",2042,124,0
"usa",2042,125,0
"usa",2042,126,0
"usa",2042,127,0
"usa",2042,128,0
"usa",2042,129,0
"usa",2042,130,0
"usa",2043,0,4986260
"usa",2043,1,4977370
"usa",2043,2,4964860
"usa",2043,3,4954510
"usa",2043,4,4934860
"usa",2043,5,4914770
"usa",2043,6,4894860
"usa",2043,7,4875810
"usa",2043,8,4857550
"usa",2043,9,4840050
"usa",2043,10,4827440
"usa",2043,11,4821760
"usa",2043,12,4821570
"usa",2043,13,4822340
"usa",2043,14,4823700
"usa",2043,15,4831370
"usa",2043,16,4847330
"usa",2043,17,4868490
"usa",2043,18,4889630
"usa",2043,19,4911580
"usa",2043,20,4929870
"usa",2043,21,4941660
"usa",2043,22,4948570
"usa",2043,23,4956200
"usa",2043,24,4964830
"usa",2043,25,4966670
"usa",2043,26,4958830
"usa",2043,27,4945190
"usa",2043,28,4930270
"usa",2043,29,4910470
"usa",2043,30,4902740
"usa",2043,31,4915130
"usa",2043,32,4938520
"usa",2043,33,4956500
"usa",2043,34,4973200
"usa",2043,35,4975040
"usa",2043,36,4953870
"usa",2043,37,4916290
"usa",2043,38,4881710
"usa",2043,39,4851790
"usa",2043,40,4804660
"usa",2043,41,4733180
"usa",2043,42,4649820
"usa",2043,43,4567540
"usa",2043,44,4475730
"usa",2043,45,4431660
"usa",2043,46,4462550
"usa",2043,47,4539120
"usa",2043,48,4608620
"usa",2043,49,4686150
"usa",2043,50,4724000
"usa",2043,51,4694550
"usa",2043,52,4622530
"usa",2043,53,4555460
"usa",2043,54,4478060
"usa",2043,55,4426730
"usa",2043,56,4422510
"usa",2043,57,4443340
"usa",2043,58,4453570
"usa",2043,59,4469280
"usa",2043,60,4432870
"usa",2043,61,4314940
"usa",2043,62,4147510
"usa",2043,63,3987200
"usa",2043,64,3816950
"usa",2043,65,3693140
"usa",2043,66,3647690
"usa",2043,67,3651350
"usa",2043,68,3645460
"usa",2043,69,3644800
"usa",2043,70,3620190
"usa",2043,71,3552180
"usa",2043,72,3457970
"usa",2043,73,3368240
"usa",2043,74,3269690
"usa",2043,75,3200120
"usa",2043,76,3179100
"usa",2043,77,3183630
"usa",2043,78,3174300
"usa",2043,79,3162780
"usa",2043,80,3105940
"usa",2043,81,2979510
"usa",2043,82,2804950
"usa",2043,83,2631650
"usa",2043,84,2454140
"usa",2043,85,2263830
"usa",2043,86,2062830
"usa",2043,87,1855890
"usa",2043,88,1646230
"usa",2043,89,1433930
"usa",2043,90,1237650
"usa",2043,91,1067280
"usa",2043,92,917220
"usa",2043,93,771610
"usa",2043,94,633180
"usa",2043,95,510410
"usa",2043,96,405790
"usa",2043,97,317080
"usa",2043,98,201300
"usa",2043,99,147790
"usa",2043,100,0
"usa",2043,101,0
"usa",2043,102,0
"usa",2043,103,0
"usa",2043,104,0
"usa",2043,105,0
"usa",2043,106,0
"usa",2043,107,0
"usa",2043,108,0
"usa",2043,109,0
"usa",2043,110,0
"usa",2043,111,0
"usa",2043,112,0
"usa",2043,113,0
"usa",2043,114,0
"usa",2043,115,0
"usa",2043,116,0
"usa",2043,117,0
"usa",2043,118,0
"usa",2043,119,0
"usa",2043,120,0
"usa",2043,121,0
"usa",2043,122,0
"usa",2043,123,0
"usa",2043,124,0
"usa",2043,125,0
"usa",2043,126,0
"usa",2043,127,0
"usa",2043,128,0
"usa",2043,129,0
"usa",2043,130,0
"usa",2044,0,5001300
"usa",2044,1,4996600
"usa",2044,2,4987540
"usa",2044,3,4974950
"usa",2044,4,4961830
"usa",2044,5,4943360
"usa",2044,6,4924290
"usa",2044,7,4905330
"usa",2044,8,4887210
"usa",2044,9,4869720
"usa",2044,10,4852660
"usa",2044,11,4841380
"usa",2044,12,4838460
"usa",2044,13,4841840
"usa",2044,14,4845860
"usa",2044,15,4850440
"usa",2044,16,4860340
"usa",2044,17,4877000
"usa",2044,18,4897750
"usa",2044,19,4918490
"usa",2044,20,4939950
"usa",2044,21,4957190
"usa",2044,22,4967290
"usa",2044,23,4972090
"usa",2044,24,4977450
"usa",2044,25,4983600
"usa",2044,26,4983410
"usa",2044,27,4974400
"usa",2044,28,4960140
"usa",2044,29,4944470
"usa",2044,30,4923920
"usa",2044,31,4915400
"usa",2044,32,4926860
"usa",2044,33,4949250
"usa",2044,34,4966290
"usa",2044,35,4982080
"usa",2044,36,4983020
"usa",2044,37,4960950
"usa",2044,38,4922490
"usa",2044,39,4887010
"usa",2044,40,4856200
"usa",2044,41,4808120
"usa",2044,42,4735600
"usa",2044,43,4651150
"usa",2044,44,4567770
"usa",2044,45,4474850
"usa",2044,46,4429680
"usa",2044,47,4459540
"usa",2044,48,4535100
"usa",2044,49,4603560
"usa",2044,50,4679990
"usa",2044,51,4716740
"usa",2044,52,4686230
"usa",2044,53,4613140
"usa",2044,54,4544960
"usa",2044,55,4466430
"usa",2044,56,4413740
"usa",2044,57,4407800
"usa",2044,58,4426670
"usa",2044,59,4434880
"usa",2044,60,4448370
"usa",2044,61,4410030
"usa",2044,62,4290690
"usa",2044,63,4122100
"usa",2044,64,3960400
"usa",2044,65,3788620
"usa",2044,66,3662740
"usa",2044,67,3614410
"usa",2044,68,3614590
"usa",2044,69,3604960
"usa",2044,70,3600140
"usa",2044,71,3571430
"usa",2044,72,3499620
"usa",2044,73,3401610
"usa",2044,74,3307730
"usa",2044,75,3205030
"usa",2044,76,3129670
"usa",2044,77,3100460
"usa",2044,78,3095290
"usa",2044,79,3076630
"usa",2044,80,3055990
"usa",2044,81,2990380
"usa",2044,82,2855870
"usa",2044,83,2674020
"usa",2044,84,2494010
"usa",2044,85,2310500
"usa",2044,86,2115830
"usa",2044,87,1912630
"usa",2044,88,1705370
"usa",2044,89,1496360
"usa",2044,90,1285620
"usa",2044,91,1093190
"usa",2044,92,929510
"usa",2044,93,788280
"usa",2044,94,652070
"usa",2044,95,523470
"usa",2044,96,411900
"usa",2044,97,320020
"usa",2044,98,244830
"usa",2044,99,160780
"usa",2044,100,0
"usa",2044,101,0
"usa",2044,102,0
"usa",2044,103,0
"usa",2044,104,0
"usa",2044,105,0
"usa",2044,106,0
"usa",2044,107,0
"usa",2044,108,0
"usa",2044,109,0
"usa",2044,110,0
"usa",2044,111,0
"usa",2044,112,0
"usa",2044,113,0
"usa",2044,114,0
"usa",2044,115,0
"usa",2044,116,0
"usa",2044,117,0
"usa",2044,118,0
"usa",2044,119,0
"usa",2044,120,0
"usa",2044,121,0
"usa",2044,122,0
"usa",2044,123,0
"usa",2044,124,0
"usa",2044,125,0
"usa",2044,126,0
"usa",2044,127,0
"usa",2044,128,0
"usa",2044,129,0
"usa",2044,130,0
"usa",2045,0,5015630
"usa",2045,1,5013990
"usa",2045,2,5007630
"usa",2045,3,4997360
"usa",2045,4,4983950
"usa",2045,5,4968210
"usa",2045,6,4950920
"usa",2045,7,4932880
"usa",2045,8,4914870
"usa",2045,9,4897690
"usa",2045,10,4880970
"usa",2045,11,4864340
"usa",2045,12,4854400
"usa",2045,13,4854240
"usa",2045,14,4861180
"usa",2045,15,4868460
"usa",2045,16,4876240
"usa",2045,17,4888380
"usa",2045,18,4905720
"usa",2045,19,4926070
"usa",2045,20,4946410
"usa",2045,21,4967380
"usa",2045,22,4983570
"usa",2045,23,4991970
"usa",2045,24,4994650
"usa",2045,25,4997760
"usa",2045,26,5001410
"usa",2045,27,4999210
"usa",2045,28,4989030
"usa",2045,29,4974150
"usa",2045,30,4957730
"usa",2045,31,4936440
"usa",2045,32,4927130
"usa",2045,33,4937660
"usa",2045,34,4959040
"usa",2045,35,4975140
"usa",2045,36,4990020
"usa",2045,37,4990050
"usa",2045,38,4967110
"usa",2045,39,4927760
"usa",2045,40,4891390
"usa",2045,41,4859700
"usa",2045,42,4810680
"usa",2045,43,4737140
"usa",2045,44,4651610
"usa",2045,45,4567150
"usa",2045,46,4473120
"usa",2045,47,4426870
"usa",2045,48,4455690
"usa",2045,49,4530240
"usa",2045,50,4597630
"usa",2045,51,4672950
"usa",2045,52,4708610
"usa",2045,53,4677040
"usa",2045,54,4602890
"usa",2045,55,4533610
"usa",2045,56,4453980
"usa",2045,57,4399930
"usa",2045,58,4392280
"usa",2045,59,4409190
"usa",2045,60,4415370
"usa",2045,61,4426640
"usa",2045,62,4386370
"usa",2045,63,4265650
"usa",2045,64,4095940
"usa",2045,65,3932860
"usa",2045,66,3759600
"usa",2045,67,3631670
"usa",2045,68,3580480
"usa",2045,69,3577170
"usa",2045,70,3563820
"usa",2045,71,3554840
"usa",2045,72,3522030
"usa",2045,73,3446450
"usa",2045,74,3344650
"usa",2045,75,3246630
"usa",2045,76,3139810
"usa",2045,77,3058680
"usa",2045,78,3021280
"usa",2045,79,3006440
"usa",2045,80,2978440
"usa",2045,81,2948690
"usa",2045,82,2874340
"usa",2045,83,2731790
"usa",2045,84,2542680
"usa",2045,85,2356010
"usa",2045,86,2166520
"usa",2045,87,1967540
"usa",2045,88,1762170
"usa",2045,89,1554640
"usa",2045,90,1346320
"usa",2045,91,1137170
"usa",2045,92,948630
"usa",2045,93,791660
"usa",2045,94,659280
"usa",2045,95,532490
"usa",2045,96,413740
"usa",2045,97,313390
"usa",2045,98,234250
"usa",2045,99,172590
"usa",2045,100,0
"usa",2045,101,0
"usa",2045,102,0
"usa",2045,103,0
"usa",2045,104,0
"usa",2045,105,0
"usa",2045,106,0
"usa",2045,107,0
"usa",2045,108,0
"usa",2045,109,0
"usa",2045,110,0
"usa",2045,111,0
"usa",2045,112,0
"usa",2045,113,0
"usa",2045,114,0
"usa",2045,115,0
"usa",2045,116,0
"usa",2045,117,0
"usa",2045,118,0
"usa",2045,119,0
"usa",2045,120,0
"usa",2045,121,0
"usa",2045,122,0
"usa",2045,123,0
"usa",2045,124,0
"usa",2045,125,0
"usa",2045,126,0
"usa",2045,127,0
"usa",2045,128,0
"usa",2045,129,0
"usa",2045,130,0
"usa",2046,0,5035710
"usa",2046,1,5030670
"usa",2046,2,5027510
"usa",2046,3,5020480
"usa",2046,4,5010290
"usa",2046,5,4997620
"usa",2046,6,4983110
"usa",2046,7,4967390
"usa",2046,8,4951490
"usa",2046,9,4936240
"usa",2046,10,4922140
"usa",2046,11,4908530
"usa",2046,12,4895120
"usa",2046,13,4887450
"usa",2046,14,4888070
"usa",2046,15,4894720
"usa",2046,16,4901710
"usa",2046,17,4909120
"usa",2046,18,4920280
"usa",2046,19,4935890
"usa",2046,20,4954040
"usa",2046,21,4972050
"usa",2046,22,4990440
"usa",2046,23,5004560
"usa",2046,24,5011790
"usa",2046,25,5013860
"usa",2046,26,5016240
"usa",2046,27,5019150
"usa",2046,28,5016180
"usa",2046,29,5005120
"usa",2046,30,4989280
"usa",2046,31,4971960
"usa",2046,32,4949800
"usa",2046,33,4939620
"usa",2046,34,4949260
"usa",2046,35,4969730
"usa",2046,36,4984920
"usa",2046,37,4998910
"usa",2046,38,4997960
"usa",2046,39,4973880
"usa",2046,40,4933300
"usa",2046,41,4895700
"usa",2046,42,4862720
"usa",2046,43,4812590
"usa",2046,44,4738230
"usa",2046,45,4652050
"usa",2046,46,4566880
"usa",2046,47,4472120
"usa",2046,48,4424970
"usa",2046,49,4452640
"usa",2046,50,4525840
"usa",2046,51,4591850
"usa",2046,52,4665690
"usa",2046,53,4699870
"usa",2046,54,4666840
"usa",2046,55,4591200
"usa",2046,56,4520320
"usa",2046,57,4439030
"usa",2046,58,4383080
"usa",2046,59,4373180
"usa",2046,60,4387610
"usa",2046,61,4391160
"usa",2046,62,4399550
"usa",2046,63,4356660
"usa",2046,64,4233790
"usa",2046,65,4062110
"usa",2046,66,3896780
"usa",2046,67,3721100
"usa",2046,68,3590040
"usa",2046,69,3534710
"usa",2046,70,3526510
"usa",2046,71,3508000
"usa",2046,72,3493440
"usa",2046,73,3455030
"usa",2046,74,3374050
"usa",2046,75,3266810
"usa",2046,76,3163190
"usa",2046,77,3051090
"usa",2046,78,2962750
"usa",2046,79,2915220
"usa",2046,80,2888620
"usa",2046,81,2849770
"usa",2046,82,2809830
"usa",2046,83,2726770
"usa",2046,84,2577760
"usa",2046,85,2384290
"usa",2046,86,2194100
"usa",2046,87,2001740
"usa",2046,88,1803790
"usa",2046,89,1604670
"usa",2046,90,1407140
"usa",2046,91,1209440
"usa",2046,92,1011780
"usa",2046,93,835580
"usa",2046,94,691310
"usa",2046,95,571820
"usa",2046,96,433870
"usa",2046,97,329270
"usa",2046,98,247000
"usa",2046,99,183020
"usa",2046,100,0
"usa",2046,101,0
"usa",2046,102,0
"usa",2046,103,0
"usa",2046,104,0
"usa",2046,105,0
"usa",2046,106,0
"usa",2046,107,0
"usa",2046,108,0
"usa",2046,109,0
"usa",2046,110,0
"usa",2046,111,0
"usa",2046,112,0
"usa",2046,113,0
"usa",2046,114,0
"usa",2046,115,0
"usa",2046,116,0
"usa",2046,117,0
"usa",2046,118,0
"usa",2046,119,0
"usa",2046,120,0
"usa",2046,121,0
"usa",2046,122,0
"usa",2046,123,0
"usa",2046,124,0
"usa",2046,125,0
"usa",2046,126,0
"usa",2046,127,0
"usa",2046,128,0
"usa",2046,129,0
"usa",2046,130,0
"usa",2047,0,5054550
"usa",2047,1,5055110
"usa",2047,2,5044150
"usa",2047,3,5039470
"usa",2047,4,5031780
"usa",2047,5,5021670
"usa",2047,6,5009740
"usa",2047,7,4996470
"usa",2047,8,4982330
"usa",2047,9,4968580
"usa",2047,10,4956100
"usa",2047,11,4945090
"usa",2047,12,4934580
"usa",2047,13,4924400
"usa",2047,14,4919010
"usa",2047,15,4920410
"usa",2047,16,4926760
"usa",2047,17,4933460
"usa",2047,18,4940510
"usa",2047,19,4950670
"usa",2047,20,4964560
"usa",2047,21,4980500
"usa",2047,22,4996160
"usa",2047,23,5011980
"usa",2047,24,5024010
"usa",2047,25,5030060
"usa",2047,26,5031540
"usa",2047,27,5033170
"usa",2047,28,5035350
"usa",2047,29,5031610
"usa",2047,30,5019660
"usa",2047,31,5002860
"usa",2047,32,4984660
"usa",2047,33,4961630
"usa",2047,34,4950580
"usa",2047,35,4959330
"usa",2047,36,4978890
"usa",2047,37,4993170
"usa",2047,38,5006270
"usa",2047,39,5004320
"usa",2047,40,4979100
"usa",2047,41,4937310
"usa",2047,42,4898490
"usa",2047,43,4864230
"usa",2047,44,4813010
"usa",2047,45,4737860
"usa",2047,46,4651060
"usa",2047,47,4565190
"usa",2047,48,4469730
"usa",2047,49,4421690
"usa",2047,50,4448200
"usa",2047,51,4520030
"usa",2047,52,4584630
"usa",2047,53,4656980
"usa",2047,54,4689650
"usa",2047,55,4655180
"usa",2047,56,4578070
"usa",2047,57,4505620
"usa",2047,58,4422700
"usa",2047,59,4364850
"usa",2047,60,4352700
"usa",2047,61,4364640
"usa",2047,62,4365570
"usa",2047,63,4371080
"usa",2047,64,4325570
"usa",2047,65,4200580
"usa",2047,66,4027000
"usa",2047,67,3859460
"usa",2047,68,3681410
"usa",2047,69,3547270
"usa",2047,70,3487800
"usa",2047,71,3474700
"usa",2047,72,3451050
"usa",2047,73,3430900
"usa",2047,74,3386890
"usa",2047,75,3300550
"usa",2047,76,3187880
"usa",2047,77,3078690
"usa",2047,78,2961350
"usa",2047,79,2865820
"usa",2047,80,2808150
"usa",2047,81,2769800
"usa",2047,82,2720100
"usa",2047,83,2669970
"usa",2047,84,2578220
"usa",2047,85,2422790
"usa",2047,86,2225020
"usa",2047,87,2031360
"usa",2047,88,1836200
"usa",2047,89,1639340
"usa",2047,90,1446540
"usa",2047,91,1259080
"usa",2047,92,1072060
"usa",2047,93,885970
"usa",2047,94,722170
"usa",2047,95,590660
"usa",2047,96,484110
"usa",2047,97,342490
"usa",2047,98,257399
"usa",2047,99,192160
"usa",2047,100,0
"usa",2047,101,0
"usa",2047,102,0
"usa",2047,103,0
"usa",2047,104,0
"usa",2047,105,0
"usa",2047,106,0
"usa",2047,107,0
"usa",2047,108,0
"usa",2047,109,0
"usa",2047,110,0
"usa",2047,111,0
"usa",2047,112,0
"usa",2047,113,0
"usa",2047,114,0
"usa",2047,115,0
"usa",2047,116,0
"usa",2047,117,0
"usa",2047,118,0
"usa",2047,119,0
"usa",2047,120,0
"usa",2047,121,0
"usa",2047,122,0
"usa",2047,123,0
"usa",2047,124,0
"usa",2047,125,0
"usa",2047,126,0
"usa",2047,127,0
"usa",2047,128,0
"usa",2047,129,0
"usa",2047,130,0
"usa",2048,0,5072110
"usa",2048,1,5072190
"usa",2048,2,5068700
"usa",2048,3,5056050
"usa",2048,4,5049860
"usa",2048,5,5041500
"usa",2048,6,5031480
"usa",2048,7,5020300
"usa",2048,8,5008270
"usa",2048,9,4995710
"usa",2048,10,4984120
"usa",2048,11,4974410
"usa",2048,12,4966490
"usa",2048,13,4959100
"usa",2048,14,4952150
"usa",2048,15,4949030
"usa",2048,16,4951210
"usa",2048,17,4957270
