geo,geo.name,time,pop,u5mr,childSurv,gdp_per_cap,size,geo.region,gini,geo.cat
bhr,Bahrain,1884,69689,439.79,560.21,2252,big,asi,40,country
bhr,Bahrain,1885,70077,439.79,560.21,2278,big,asi,40,country
bhr,Bahrain,1886,70468,439.79,560.21,2303,big,asi,40,country
bhr,Bahrain,1887,70855,439.79,560.21,2330,big,asi,40,country
bhr,Bahrain,1888,71250,439.79,560.21,2356,big,asi,40,country
bhr,Bahrain,1889,71646,439.79,560.21,2383,big,asi,40,country
bhr,Bahrain,1890,72045,439.79,560.21,2410,big,asi,40,country
bhr,Bahrain,1891,72446,439.79,560.21,2438,big,asi,40,country
bhr,Bahrain,1892,72850,439.79,560.21,2466,big,asi,40,country
bhr,Bahrain,1893,73255,439.79,560.21,2494,big,asi,40,country
bhr,Bahrain,1894,73663,439.78,560.22,2522,big,asi,40,country
bhr,Bahrain,1895,74073,439.75,560.25,2551,big,asi,40,country
bhr,Bahrain,1896,74485,439.68,560.32,2580,big,asi,40,country
bhr,Bahrain,1897,74900,439.56,560.44,2610,big,asi,40,country
bhr,Bahrain,1898,75317,439.39,560.61,2639,big,asi,40,country
bhr,Bahrain,1899,75736,439.15,560.85,2669,big,asi,40,country
bhr,Bahrain,1900,76158,438.84,561.16,2700,big,asi,40,country
bhr,Bahrain,1901,76582,438.46,561.54,2701,big,asi,40,country
bhr,Bahrain,1902,77004,438.01,561.99,2703,big,asi,40,country
bhr,Bahrain,1903,77433,437.5,562.5,2705,big,asi,40,country
bhr,Bahrain,1904,77864,436.91,563.09,2706,big,asi,40,country
bhr,Bahrain,1905,78297,436.26,563.74,2708,big,asi,40,country
bhr,Bahrain,1906,78733,435.54,564.46,2710,big,asi,40,country
bhr,Bahrain,1907,79166,434.75,565.25,2711,big,asi,40,country
bhr,Bahrain,1908,79606,433.89,566.11,2713,big,asi,40,country
bhr,Bahrain,1909,80049,432.97,567.03,2715,big,asi,40,country
bhr,Bahrain,1910,80495,432.01,567.99,2717,big,asi,40,country
bhr,Bahrain,1911,80941,431.01,568.99,2718,big,asi,40,country
bhr,Bahrain,1912,81392,429.99,570.01,2720,big,asi,40,country
bhr,Bahrain,1913,81949,428.96,571.04,2722,big,asi,40,country
bhr,Bahrain,1914,82613,427.92,572.08,2723,big,asi,40,country
bhr,Bahrain,1915,83386,426.89,573.11,2725,big,asi,40,country
bhr,Bahrain,1916,84166,425.836,574.164,2727,big,asi,40,country
bhr,Bahrain,1917,84954,424.782,575.218,2728,big,asi,40,country
bhr,Bahrain,1918,85750,423.717,576.283,2730,big,asi,40,country
bhr,Bahrain,1919,86553,422.663,577.337,2732,big,asi,40,country
bhr,Bahrain,1920,87364,421.61,578.39,2733,big,asi,40,country
bhr,Bahrain,1921,88182,420.556,579.444,2748,big,asi,40,country
bhr,Bahrain,1922,89008,419.502,580.498,2763,big,asi,40,country
bhr,Bahrain,1923,89842,418.439,581.561,2778,big,asi,40,country
bhr,Bahrain,1924,90684,417.385,582.615,2793,big,asi,40,country
bhr,Bahrain,1925,91533,416.332,583.668,2808,big,asi,40,country
bhr,Bahrain,1926,92390,415.279,584.721,2823,big,asi,40,country
bhr,Bahrain,1927,93256,414.226,585.774,2838,big,asi,40,country
bhr,Bahrain,1928,94129,413.163,586.837,2853,big,asi,40,country
bhr,Bahrain,1929,95011,412.11,587.89,2868,big,asi,40,country
bhr,Bahrain,1930,95901,411.058,588.942,2883,big,asi,40,country
bhr,Bahrain,1931,96799,410.005,589.995,2898,big,asi,40,country
bhr,Bahrain,1932,97706,408.953,591.047,2913,big,asi,40,country
bhr,Bahrain,1933,98621,407.891,592.109,2927,big,asi,40,country
bhr,Bahrain,1934,99545,406.838,593.162,2942,big,asi,40,country
bhr,Bahrain,1935,100477,405.786,594.214,3272,big,asi,40,country
bhr,Bahrain,1936,101419,396.145,603.855,3637,big,asi,40,country
bhr,Bahrain,1937,102368,386.744,613.256,4044,big,asi,40,country
bhr,Bahrain,1938,103327,376.325,623.675,4496,big,asi,40,country
bhr,Bahrain,1939,104295,367.246,632.754,4999,big,asi,40,country
bhr,Bahrain,1940,105272,358.318,641.682,5557,big,asi,40,country
bhr,Bahrain,1941,106258,349.59,650.41,6178,big,asi,40,country
bhr,Bahrain,1942,107253,339.895,660.105,6868,big,asi,40,country
bhr,Bahrain,1943,108258,331.449,668.551,7635,big,asi,40,country
bhr,Bahrain,1944,109272,323.164,676.836,8487,big,asi,40,country
bhr,Bahrain,1945,110296,315.02,684.98,9434,big,asi,40,country
bhr,Bahrain,1946,111329,305.988,694.012,10487,big,asi,40,country
bhr,Bahrain,1947,112372,305.978,694.022,11656,big,asi,40,country
bhr,Bahrain,1948,113424,305.968,694.032,12956,big,asi,40,country
bhr,Bahrain,1949,114487,305.958,694.042,14401,big,asi,40,country
bhr,Bahrain,1950,115614,287.194,712.806,16007,big,asi,40,country
bhr,Bahrain,1951,116919,283.699,716.301,16689,big,asi,40,country
bhr,Bahrain,1952,119689,278.171,721.829,17391,big,asi,40,country
bhr,Bahrain,1953,123593,271.21,728.79,18107,big,asi,40,country
bhr,Bahrain,1954,128333,262.85,737.15,18839,big,asi,40,country
bhr,Bahrain,1955,133653,305.9,694.1,19556,big,asi,40,country
bhr,Bahrain,1956,139332,281.4,718.6,20266,big,asi,40,country
bhr,Bahrain,1957,145185,258.6,741.4,20938,big,asi,40,country
bhr,Bahrain,1958,151067,237.8,762.2,21541,big,asi,40,country
bhr,Bahrain,1959,156865,218.3,781.7,22078,big,asi,40,country
bhr,Bahrain,1960,162501,200,800,22540,big,asi,40,country
bhr,Bahrain,1961,167924,183.1,816.9,22941,big,asi,40,country
bhr,Bahrain,1962,173107,167.2,832.8,23418,big,asi,40,country
bhr,Bahrain,1963,178048,152.6,847.4,24022,big,asi,40,country
bhr,Bahrain,1964,182774,138.9,861.1,24751,big,asi,40,country
bhr,Bahrain,1965,187348,126.3,873.7,25662,big,asi,40,country
bhr,Bahrain,1966,191782,114.7,885.3,26651,big,asi,40,country
bhr,Bahrain,1967,196203,104,896,27726,big,asi,40,country
bhr,Bahrain,1968,200953,94.1,905.9,28802,big,asi,40,country
bhr,Bahrain,1969,206469,85,915,29943,big,asi,40,country
bhr,Bahrain,1970,213102,76.8,923.2,31232,big,asi,40,country
bhr,Bahrain,1971,220808,69.3,930.7,31102,big,asi,40,country
bhr,Bahrain,1972,229588,62.7,937.3,33824,big,asi,40,country
bhr,Bahrain,1973,239860,56.9,943.1,35688,big,asi,40,country
bhr,Bahrain,1974,252139,51.8,948.2,36456,big,asi,40,country
bhr,Bahrain,1975,266686,47.4,952.6,33509,big,asi,40,country
bhr,Bahrain,1976,283843,43.6,956.4,41062,big,asi,40,country
bhr,Bahrain,1977,303236,40.2,959.8,40589,big,asi,40,country
bhr,Bahrain,1978,323511,37.2,962.8,36597,big,asi,40,country
bhr,Bahrain,1979,342829,34.6,965.4,40292,big,asi,40,country
bhr,Bahrain,1980,359902,32.3,967.7,44996,big,asi,40,country
bhr,Bahrain,1981,374125,30.3,969.7,42034,big,asi,40,country
bhr,Bahrain,1982,385950,28.6,971.4,38841,big,asi,40,country
bhr,Bahrain,1983,396447,27.2,972.8,38395,big,asi,40,country
bhr,Bahrain,1984,407223,25.9,974.1,41099,big,asi,40,country
bhr,Bahrain,1985,419425,24.9,975.1,32131,big,asi,40,country
bhr,Bahrain,1986,433487,24.2,975.8,29586,big,asi,40,country
bhr,Bahrain,1987,448994,23.6,976.4,28401,big,asi,40,country
bhr,Bahrain,1988,465235,23.3,976.7,31346,big,asi,40,country
bhr,Bahrain,1989,481126,23.2,976.8,32515,big,asi,40,country
bhr,Bahrain,1990,495944,23,977,35398,big,asi,40,country
bhr,Bahrain,1991,509654,22.7,977.3,38315,big,asi,40,country
bhr,Bahrain,1992,522748,22,978,39854,big,asi,40,country
bhr,Bahrain,1993,535692,21,979,43894,big,asi,40,country
bhr,Bahrain,1994,549151,19.6,980.4,42712,big,asi,40,country
bhr,Bahrain,1995,563730,18.1,981.9,43244,big,asi,40,country
bhr,Bahrain,1996,579855,16.6,983.4,43781,big,asi,40,country
bhr,Bahrain,1997,597834,15.2,984.8,43798,big,asi,40,country
bhr,Bahrain,1998,618054,14.1,985.9,44399,big,asi,40,country
bhr,Bahrain,1999,640904,13.2,986.8,44619,big,asi,40,country
bhr,Bahrain,2000,666855,12.6,987.4,45063,big,asi,40,country
bhr,Bahrain,2001,694893,12.1,987.9,44169,big,asi,40,country
bhr,Bahrain,2002,725365,11.8,988.2,43654,big,asi,40,country
bhr,Bahrain,2003,761595,11.5,988.5,43914,big,asi,40,country
bhr,Bahrain,2004,807989,11.2,988.8,44206,big,asi,40,country
bhr,Bahrain,2005,867014,10.9,989.1,44031,big,asi,40,country
bhr,Bahrain,2006,940808,10.5,989.5,43358,big,asi,40,country
bhr,Bahrain,2007,1026568,10,990,43251,big,asi,40,country
bhr,Bahrain,2008,1115777,9.4,990.6,42507,big,asi,40,country
bhr,Bahrain,2009,1196774,8.8,991.2,40825,big,asi,40,country
bhr,Bahrain,2010,1261319,8.3,991.7,40553,big,asi,40,country
bhr,Bahrain,2011,1306014,7.8,992.2,40083,big,asi,40,country
bhr,Bahrain,2012,1333577,7.3,992.7,40732,big,asi,43.5,country
bhr,Bahrain,2013,1349427,6.9,993.1,42444,big,asi,43.5,country
bhr,Bahrain,2014,1361930,6.5,993.5,43963,big,asi,43.5,country
bhr,Bahrain,2015,1377237,6.2,993.8,44138,big,asi,43.5,country
bhr,Bahrain,2016,1396829,8.491,991.509,44320,big,asi,43.5,country
bhr,Bahrain,2017,1418895,8.334,991.666,44685,big,asi,43.5,country
bhr,Bahrain,2018,1442394,8.182,991.818,45061,big,asi,43.5,country
bhr,Bahrain,2019,1465285,8.037,991.963,45448,big,asi,43.5,country
bhr,Bahrain,2020,1486111,7.895,992.105,45751,big,asi,43.5,country
bhr,Bahrain,2021,1504924,7.758,992.242,46057,big,asi,43.5,country
bhr,Bahrain,2022,1522557,7.623,992.377,46420,big,asi,43.5,country
bhr,Bahrain,2023,1539195,7.49,992.51,46845,big,asi,43.5,country
bhr,Bahrain,2024,1555132,7.358,992.642,47301,big,asi,43.5,country
bhr,Bahrain,2025,1570590,7.23,992.77,47787,big,asi,43.5,country
bhr,Bahrain,2026,1585615,7.106,992.894,48304,big,asi,43.5,country
bhr,Bahrain,2027,1600179,6.989,993.011,48864,big,asi,43.5,country
bhr,Bahrain,2028,1614339,6.878,993.122,49466,big,asi,43.5,country
bhr,Bahrain,2029,1628151,6.775,993.225,50107,big,asi,43.5,country
bhr,Bahrain,2030,1641656,6.678,993.322,50790,big,asi,43.5,country
bgd,Bangladesh,1800,19227358,507.88,492.12,876,big,asi,41.83,country
bgd,Bangladesh,1801,19265271,507.88,492.12,876,big,asi,41.83,country
bgd,Bangladesh,1802,19303260,507.88,492.12,876,big,asi,41.83,country
bgd,Bangladesh,1803,19341323,507.88,492.12,876,big,asi,41.83,country
bgd,Bangladesh,1804,19379461,507.88,492.12,876,big,asi,41.83,country
bgd,Bangladesh,1805,19417674,507.88,492.12,876,big,asi,41.83,country
bgd,Bangladesh,1806,19455963,507.88,492.12,876,big,asi,41.83,country
bgd,Bangladesh,1807,19494327,507.88,492.12,876,big,asi,41.83,country
bgd,Bangladesh,1808,19532767,507.88,492.12,876,big,asi,41.83,country
bgd,Bangladesh,1809,19571282,507.88,492.12,875,big,asi,41.83,country
bgd,Bangladesh,1810,19611269,507.88,492.12,875,big,asi,41.83,country
bgd,Bangladesh,1811,19652107,507.88,492.12,875,big,asi,41.83,country
bgd,Bangladesh,1812,19695201,507.88,492.12,875,big,asi,41.83,country
bgd,Bangladesh,1813,19740567,507.88,492.12,875,big,asi,41.83,country
bgd,Bangladesh,1814,19788216,507.88,492.12,875,big,asi,41.83,country
bgd,Bangladesh,1815,19838164,507.88,492.12,875,big,asi,41.83,country
bgd,Bangladesh,1816,19890424,507.88,492.12,875,big,asi,41.83,country
bgd,Bangladesh,1817,19945010,507.88,492.12,875,big,asi,41.83,country
bgd,Bangladesh,1818,20001936,507.88,492.12,875,big,asi,41.83,country
bgd,Bangladesh,1819,20061216,507.88,492.12,875,big,asi,41.83,country
bgd,Bangladesh,1820,20122865,507.88,492.12,874,big,asi,41.83,country
bgd,Bangladesh,1821,20186896,507.88,492.12,875,big,asi,41.83,country
bgd,Bangladesh,1822,20253324,507.88,492.12,875,big,asi,41.83,country
bgd,Bangladesh,1823,20322164,507.88,492.12,875,big,asi,41.83,country
bgd,Bangladesh,1824,20393429,507.88,492.12,875,big,asi,41.83,country
bgd,Bangladesh,1825,20467134,507.88,492.12,875,big,asi,41.83,country
bgd,Bangladesh,1826,20543294,507.88,492.12,875,big,asi,41.83,country
bgd,Bangladesh,1827,20621924,507.88,492.12,875,big,asi,41.83,country
bgd,Bangladesh,1828,20703037,507.88,492.12,875,big,asi,41.83,country
bgd,Bangladesh,1829,20786650,507.88,492.12,876,big,asi,41.83,country
bgd,Bangladesh,1830,20872777,507.88,492.12,876,big,asi,41.83,country
bgd,Bangladesh,1831,20961432,507.88,492.12,876,big,asi,41.83,country
bgd,Bangladesh,1832,21050464,507.88,492.12,876,big,asi,41.83,country
bgd,Bangladesh,1833,21139874,507.88,492.12,876,big,asi,41.83,country
bgd,Bangladesh,1834,21229663,507.88,492.12,876,big,asi,41.83,country
bgd,Bangladesh,1835,21319835,507.88,492.12,876,big,asi,41.83,country
bgd,Bangladesh,1836,21410389,507.88,492.12,876,big,asi,41.83,country
bgd,Bangladesh,1837,21501327,507.88,492.12,877,big,asi,41.83,country
bgd,Bangladesh,1838,21592652,507.88,492.12,877,big,asi,41.83,country
bgd,Bangladesh,1839,21684365,507.88,492.12,877,big,asi,41.83,country
bgd,Bangladesh,1840,21776468,507.88,492.12,877,big,asi,41.83,country
bgd,Bangladesh,1841,21868961,507.88,492.12,877,big,asi,41.83,country
bgd,Bangladesh,1842,21961848,507.88,492.12,877,big,asi,41.83,country
bgd,Bangladesh,1843,22055129,507.88,492.12,877,big,asi,41.83,country
bgd,Bangladesh,1844,22148806,507.88,492.12,877,big,asi,41.83,country
bgd,Bangladesh,1845,22242881,507.88,492.12,878,big,asi,41.83,country
bgd,Bangladesh,1846,22337356,507.88,492.12,878,big,asi,41.83,country
bgd,Bangladesh,1847,22432232,507.88,492.12,878,big,asi,41.83,country
bgd,Bangladesh,1848,22527510,507.88,492.12,878,big,asi,41.83,country
bgd,Bangladesh,1849,22623194,507.88,492.12,878,big,asi,41.83,country
bgd,Bangladesh,1850,22719284,507.88,492.12,878,big,asi,41.83,country
bgd,Bangladesh,1851,22812155,507.88,492.12,878,big,asi,42.25,country
bgd,Bangladesh,1852,22905405,507.88,492.12,878,big,asi,42.66,country
bgd,Bangladesh,1853,22999035,507.88,492.12,879,big,asi,43.08,country
bgd,Bangladesh,1854,23093048,507.88,492.12,879,big,asi,43.5,country
bgd,Bangladesh,1855,23187444,507.88,492.12,879,big,asi,43.92,country
bgd,Bangladesh,1856,23282226,507.88,492.12,879,big,asi,44.34,country
bgd,Bangladesh,1857,23377394,507.88,492.12,879,big,asi,44.76,country
bgd,Bangladesh,1858,23472951,507.88,492.12,879,big,asi,45.17,country
bgd,Bangladesh,1859,23568898,507.88,492.12,879,big,asi,45.59,country
bgd,Bangladesh,1860,23665237,507.88,492.12,880,big,asi,46.01,country
bgd,Bangladesh,1861,23763867,507.88,492.12,880,big,asi,46.43,country
bgd,Bangladesh,1862,23864808,507.88,492.12,880,big,asi,46.85,country
bgd,Bangladesh,1863,23968082,507.88,492.12,880,big,asi,47.27,country
bgd,Bangladesh,1864,24073707,507.88,492.12,880,big,asi,47.68,country
bgd,Bangladesh,1865,24181704,507.88,492.12,880,big,asi,48.1,country
bgd,Bangladesh,1866,24292094,507.88,492.12,880,big,asi,48.52,country
bgd,Bangladesh,1867,24404897,507.88,492.12,881,big,asi,48.94,country
bgd,Bangladesh,1868,24520134,507.88,492.12,881,big,asi,49.36,country
bgd,Bangladesh,1869,24637826,507.88,492.12,881,big,asi,49.78,country
bgd,Bangladesh,1870,24757994,507.88,492.12,881,big,asi,50.19,country
bgd,Bangladesh,1871,24880658,507.88,492.12,883,big,asi,49.65,country
bgd,Bangladesh,1872,25005841,507.88,492.12,885,big,asi,49.11,country
bgd,Bangladesh,1873,25122046,507.88,492.12,887,big,asi,48.57,country
bgd,Bangladesh,1874,25252925,507.88,492.12,890,big,asi,48.03,country
bgd,Bangladesh,1875,25386592,507.88,492.12,892,big,asi,47.49,country
bgd,Bangladesh,1876,25523073,507.88,492.12,894,big,asi,46.95,country
bgd,Bangladesh,1877,25655881,510.9,489.1,896,big,asi,46.41,country
bgd,Bangladesh,1878,25799852,515.42,484.58,898,big,asi,45.87,country
bgd,Bangladesh,1879,25946972,518.51,481.49,901,big,asi,45.33,country
bgd,Bangladesh,1880,26094931,521.6,478.4,903,big,asi,44.79,country
bgd,Bangladesh,1881,26241341,524.7,475.3,905,big,asi,44.25,country
bgd,Bangladesh,1882,26390977,529.34,470.66,907,big,asi,43.71,country
bgd,Bangladesh,1883,26541466,532.48,467.52,909,big,asi,43.17,country
bgd,Bangladesh,1884,26690683,535.66,464.34,912,big,asi,42.63,country
bgd,Bangladesh,1885,26842879,540.44,459.56,939,big,asi,42.09,country
bgd,Bangladesh,1886,26995943,543.62,456.38,907,big,asi,41.55,country
bgd,Bangladesh,1887,27148023,545.21,454.79,947,big,asi,41,country
bgd,Bangladesh,1888,27302824,546.81,453.19,954,big,asi,40.46,country
bgd,Bangladesh,1889,27458508,550.09,449.91,927,big,asi,39.92,country
bgd,Bangladesh,1890,27615079,551.72,448.28,968,big,asi,39.38,country
bgd,Bangladesh,1891,27772542,553.36,446.64,878,big,asi,39.35,country
bgd,Bangladesh,1892,27930902,555,445,947,big,asi,39.32,country
bgd,Bangladesh,1893,28090164,556.64,443.36,969,big,asi,39.28,country
bgd,Bangladesh,1894,28250334,559.91,440.09,982,big,asi,39.25,country
bgd,Bangladesh,1895,28411416,561.5,438.5,957,big,asi,39.22,country
bgd,Bangladesh,1896,28573416,563.05,436.95,885,big,asi,39.19,country
bgd,Bangladesh,1897,28736339,562.91,437.09,1045,big,asi,39.15,country
bgd,Bangladesh,1898,28900191,564.37,435.63,1045,big,asi,39.12,country
bgd,Bangladesh,1899,29064975,564.07,435.93,962,big,asi,39.09,country
bgd,Bangladesh,1900,29230699,565.35,434.65,995,big,asi,39.06,country
bgd,Bangladesh,1901,29397367,564.87,435.13,1009,big,asi,39.02,country
bgd,Bangladesh,1902,29563300,565.97,434.03,1087,big,asi,38.99,country
bgd,Bangladesh,1903,29731863,565.31,434.69,1096,big,asi,38.96,country
bgd,Bangladesh,1904,29901386,566.23,433.77,1094,big,asi,38.92,country
bgd,Bangladesh,1905,30071875,565.38,434.62,1068,big,asi,38.89,country
bgd,Bangladesh,1906,30243335,566.12,433.88,1092,big,asi,38.86,country
bgd,Bangladesh,1907,30413346,561.75,438.25,1020,big,asi,38.83,country
bgd,Bangladesh,1908,30586752,558.97,441.03,1028,big,asi,38.79,country
bgd,Bangladesh,1909,30761145,554.46,445.54,1163,big,asi,38.76,country
bgd,Bangladesh,1910,30936532,550.01,449.99,1158,big,asi,38.73,country
bgd,Bangladesh,1911,31112209,545.565,454.435,1148,big,asi,38.7,country
bgd,Bangladesh,1912,31289596,542.699,457.301,1145,big,asi,38.66,country
bgd,Bangladesh,1913,31458951,538.233,461.767,1118,big,asi,38.63,country
bgd,Bangladesh,1914,31620186,533.786,466.214,1179,big,asi,38.6,country
bgd,Bangladesh,1915,31773212,530.939,469.061,1149,big,asi,38.56,country
bgd,Bangladesh,1916,31926977,526.602,473.398,1182,big,asi,38.53,country
bgd,Bangladesh,1917,32081486,522.283,477.717,1159,big,asi,38.5,country
bgd,Bangladesh,1918,32243649,519.515,480.485,1010,big,asi,38.47,country
bgd,Bangladesh,1919,32404897,515.216,484.784,1149,big,asi,38.43,country
bgd,Bangladesh,1920,32566951,510.936,489.064,1057,big,asi,38.4,country
bgd,Bangladesh,1921,32729816,506.716,493.284,1133,big,asi,38.37,country
bgd,Bangladesh,1922,32893495,504.026,495.974,1170,big,asi,38.34,country
bgd,Bangladesh,1923,33057992,499.875,500.125,1122,big,asi,38.3,country
bgd,Bangladesh,1924,33223312,495.733,504.267,1167,big,asi,38.27,country
bgd,Bangladesh,1925,33389459,493.072,506.928,1171,big,asi,38.24,country
bgd,Bangladesh,1926,33556437,488.959,511.041,1197,big,asi,38.2,country
bgd,Bangladesh,1927,33724250,477.778,522.222,1187,big,asi,38.17,country
bgd,Bangladesh,1928,33892902,465.424,534.576,1188,big,asi,38.14,country
bgd,Bangladesh,1929,34103766,454.691,545.309,1227,big,asi,38.11,country
bgd,Bangladesh,1930,34357412,442.865,557.135,1225,big,asi,38.07,country
bgd,Bangladesh,1931,34654414,432.609,567.391,1202,big,asi,38.04,country
bgd,Bangladesh,1932,34953983,421.271,578.729,1200,big,asi,38.01,country
bgd,Bangladesh,1933,35256142,411.393,588.607,1186,big,asi,37.98,country
bgd,Bangladesh,1934,35560912,400.493,599.507,1182,big,asi,37.94,country
bgd,Bangladesh,1935,35868318,391.033,608.967,1156,big,asi,37.91,country
bgd,Bangladesh,1936,36178380,380.551,619.449,1186,big,asi,37.88,country
bgd,Bangladesh,1937,36491123,371.419,628.581,1152,big,asi,37.84,country
bgd,Bangladesh,1938,36806570,361.325,638.675,1140,big,asi,37.81,country
bgd,Bangladesh,1939,37124743,352.562,647.438,1151,big,asi,37.78,country
bgd,Bangladesh,1940,37445667,342.835,657.165,1174,big,asi,37.75,country
bgd,Bangladesh,1941,37642122,334.36,665.64,1183,big,asi,37.71,country
bgd,Bangladesh,1942,37713219,336.414,663.586,1165,big,asi,37.68,country
bgd,Bangladesh,1943,37658060,338.48,661.52,1199,big,asi,37.65,country
bgd,Bangladesh,1944,37602982,340.558,659.442,1174,big,asi,37.62,country
bgd,Bangladesh,1945,37547984,342.649,657.351,1143,big,asi,37.58,country
bgd,Bangladesh,1946,37511345,344.753,655.247,1072,big,asi,37.55,country
bgd,Bangladesh,1947,37493040,346.871,653.129,1066,big,asi,37.52,country
bgd,Bangladesh,1948,37493040,349.001,650.999,1066,big,asi,37.49,country
bgd,Bangladesh,1949,37493040,351.144,648.856,1080,big,asi,37.45,country
bgd,Bangladesh,1950,37894680,353.3,646.7,1027,big,asi,37.42,country
bgd,Bangladesh,1951,38706927,342.9,657.1,1031,big,asi,37.39,country
bgd,Bangladesh,1952,39493326,332.7,667.3,1046,big,asi,37.36,country
bgd,Bangladesh,1953,40302266,322.9,677.1,1045,big,asi,37.33,country
bgd,Bangladesh,1954,41170306,313.1,686.9,1046,big,asi,37.31,country
bgd,Bangladesh,1955,42122171,304.1,695.9,972,big,asi,37.28,country
bgd,Bangladesh,1956,43170261,295.4,704.6,1056,big,asi,37.25,country
bgd,Bangladesh,1957,44315145,287.1,712.9,1017,big,asi,37.22,country
bgd,Bangladesh,1958,45547037,279.1,720.9,979,big,asi,37.19,country
bgd,Bangladesh,1959,46848270,271.5,728.5,1011,big,asi,37.16,country
bgd,Bangladesh,1960,48200702,264.3,735.7,1048,big,asi,37.14,country
bgd,Bangladesh,1961,49593610,257.5,742.5,1087,big,asi,36.32,country
bgd,Bangladesh,1962,51030604,251.3,748.7,1062,big,asi,35.51,country
bgd,Bangladesh,1963,52532595,245.6,754.4,1147,big,asi,34.7,country
bgd,Bangladesh,1964,54129390,240.4,759.6,1138,big,asi,33.88,country
bgd,Bangladesh,1965,55835020,236,764,1177,big,asi,33.07,country
bgd,Bangladesh,1966,57675529,232.3,767.7,1169,big,asi,32.25,country
bgd,Bangladesh,1967,59625294,229.4,770.6,1122,big,asi,31.44,country
bgd,Bangladesh,1968,61585520,227.1,772.9,1202,big,asi,30.63,country
bgd,Bangladesh,1969,63422570,225.4,774.6,1195,big,asi,29.81,country
bgd,Bangladesh,1970,65048701,224.1,775.9,1226,big,asi,29,country
bgd,Bangladesh,1971,66417450,223,777,1142,big,asi,29.9,country
bgd,Bangladesh,1972,67578486,222,778,986,big,asi,30.79,country
bgd,Bangladesh,1973,68658472,220.7,779.3,971,big,asi,31.69,country
bgd,Bangladesh,1974,69837960,219.1,780.9,1069,big,asi,32.58,country
bgd,Bangladesh,1975,71247153,217.1,782.9,1035,big,asi,33.48,country
bgd,Bangladesh,1976,72930206,214.5,785.5,1059,big,asi,34.42,country
bgd,Bangladesh,1977,74848466,211.2,788.8,1038,big,asi,35.36,country
bgd,Bangladesh,1978,76948378,207.4,792.6,1082,big,asi,36.3,country
bgd,Bangladesh,1979,79141947,203.3,796.7,1101,big,asi,37.24,country
bgd,Bangladesh,1980,81364176,198.9,801.1,1079,big,asi,38.18,country
bgd,Bangladesh,1981,83599582,194.2,805.8,1085,big,asi,38.25,country
bgd,Bangladesh,1982,85868228,189.4,810.6,1071,big,asi,38.31,country
bgd,Bangladesh,1983,88181211,184.4,815.6,1097,big,asi,38.38,country
bgd,Bangladesh,1984,90559540,179.1,820.9,1131,big,asi,38.44,country
bgd,Bangladesh,1985,93015182,173.5,826.5,1142,big,asi,38.5,country
bgd,Bangladesh,1986,95550798,167.7,832.3,1169,big,asi,38.78,country
bgd,Bangladesh,1987,98149262,161.8,838.2,1196,big,asi,39.05,country
bgd,Bangladesh,1988,100779551,155.8,844.2,1208,big,asi,39.32,country
bgd,Bangladesh,1989,103400571,149.7,850.3,1216,big,asi,39.59,country
bgd,Bangladesh,1990,105983136,143.7,856.3,1274,big,asi,39.86,country
bgd,Bangladesh,1991,108509679,137.7,862.3,1287,big,asi,40.26,country
bgd,Bangladesh,1992,110987459,131.7,868.3,1327,big,asi,40.65,country
bgd,Bangladesh,1993,113442354,125.8,874.2,1360,big,asi,41.05,country
bgd,Bangladesh,1994,115913710,119.9,880.1,1383,big,asi,41.45,country
bgd,Bangladesh,1995,118427768,114.2,885.8,1424,big,asi,41.84,country
bgd,Bangladesh,1996,120987124,108.6,891.4,1457,big,asi,42.91,country
bgd,Bangladesh,1997,123574107,103.2,896.8,1492,big,asi,43.99,country
bgd,Bangladesh,1998,126169583,97.9,902.1,1538,big,asi,45.06,country
bgd,Bangladesh,1999,128746273,92.8,907.2,1579,big,asi,46.13,country
bgd,Bangladesh,2000,131280739,88,912,1632,big,asi,47.2,country
bgd,Bangladesh,2001,133776064,83.5,916.5,1685,big,asi,47.2,country
bgd,Bangladesh,2002,136228456,79,921,1721,big,asi,47.2,country
bgd,Bangladesh,2003,138600174,74.8,925.2,1774,big,asi,47.2,country
bgd,Bangladesh,2004,140843786,70.7,929.3,1840,big,asi,47.2,country
bgd,Bangladesh,2005,142929979,66.8,933.2,1934,big,asi,47.2,country
bgd,Bangladesh,2006,144839238,63,937,2038,big,asi,47.2,country
bgd,Bangladesh,2007,146592687,59.4,940.6,2158,big,asi,47.2,country
bgd,Bangladesh,2008,148252473,55.9,944.1,2265,big,asi,47.2,country
bgd,Bangladesh,2009,149905836,52.6,947.4,2355,big,asi,47.2,country
bgd,Bangladesh,2010,151616777,49.6,950.4,2459,big,asi,47.2,country
bgd,Bangladesh,2011,153405612,46.7,953.3,2589,big,asi,47.2,country
bgd,Bangladesh,2012,155257387,44,956,2725,big,asi,47.2,country
bgd,Bangladesh,2013,157157394,41.6,958.4,2853,big,asi,47.2,country
bgd,Bangladesh,2014,159077513,39.5,960.5,2991,big,asi,47.2,country
bgd,Bangladesh,2015,160995642,37.6,962.4,3161,big,asi,47.2,country
bgd,Bangladesh,2016,162910864,33.924,966.076,3347,big,asi,47.2,country
bgd,Bangladesh,2017,164827718,32.327,967.673,3545,big,asi,47.2,country
bgd,Bangladesh,2018,166734722,30.865,969.135,3754,big,asi,47.2,country
