geo,geo.name,geo.cat,geo.region,time,pop,gdp_per_cap,gini,u5mr,lat,lng
lbr,Liberia,country,afr,1814,314783,799,39.4,429.16,6.5,-9.5
lby,Libya,country,afr,1814,537168,1052,44.5,404.69,28,17
lka,Sri Lanka,country,asi,1814,1224969,900,48,409.79,7.75,80.75
lso,Lesotho,country,afr,1814,277361,396,55.3,407.24,-29.5,28.25
ltu,Lithuania,country,eur,1814,782105,1291,48.9,458.81,55.41667,24
lux,Luxembourg,country,eur,1814,127427,1456,28.1,357.45,49.61167,6.13
lva,Latvia,country,eur,1814,593207,763,48.9,404.69,57,25
mar,Morocco,country,afr,1814,2636656,716,57.7,403.44,32,-6
mda,Moldova,country,eur,1814,715706,622,47.8,386.61,47.25,28.58333
mdg,Madagascar,country,afr,1814,1642346,574,41,437.13,-20,47
mex,Mexico,country,ame,1814,6469813,1382,40.1,487.15,19.42847,-99.12766
mkd,Macedonia, FYR,country,eur,1814,393528,691,32.5,394.68,41.66667,21.75
mli,Mali,country,afr,1814,1409628,604,47.2,494.48,18,-2
mmr,Myanmar,country,asi,1814,3512418,842,30.5,433.13,21,96
mne,Montenegro,country,eur,1814,127121,1060,32.1,375.2,42.75,19.25
mng,Mongolia,country,asi,1814,619450,593,35.6,420.04,46,105
moz,Mozambique,country,afr,1814,2067462,394,45.2,439.79,-18.25,35
mrt,Mauritania,country,afr,1814,383459,529,49.3,417.44,20.25,-10.5
mus,Mauritius,country,afr,1814,85224,942,39,427.86,-20.3,57.58333
mwi,Malawi,country,afr,1814,737000,351,45.7,439.79,-13.5,34
mys,Malaysia,country,asi,1814,289882,999,25.3,435.79,2.5,112.5
nam,Namibia,country,afr,1814,229000,541,52.6,412.34,-22,17
ner,Niger,country,afr,1814,1247995,447,43.3,433.13,18,9
nga,Nigeria,country,afr,1814,12125635,873,54.9,438.46,10,8
nic,Nicaragua,country,ame,1814,221092,975,54.5,509.39,13,-85
nld,Netherlands,country,eur,1814,2323678,2983,56.3,323.5,52.25,5.75
nor,Norway,country,eur,1814,943148,1307,43.7,335.73,62,10
npl,Nepal,country,asi,1814,3888097,655,41,407.24,28,84
nzl,New Zealand,country,asi,1814,100000,660,38.2,390.99,-42,174
omn,Oman,country,asi,1814,318436,917,44.9,413.61,21,57
pak,Pakistan,country,asi,1814,13500197,1020,28.7,501.85,30,70
pan,Panama,country,ame,1814,79534,849,56.4,405.96,8.9936,-79.51973
per,Peru,country,ame,1814,1325007,1206,57.4,371.61,-10,-75.25
phl,Philippines,country,asi,1814,1910021,964,32.5,431.79,13,122
png,Papua New Guinea,country,asi,1814,757174,547,25.8,423.95,-6,147
pol,Poland,country,eur,1814,10159747,1279,34.5,369.21,52,20
prk,North Korea,country,asi,1814,4346553,571,45.8,500.35,40,127
prt,Portugal,country,eur,1814,3219108,1688,55.1,372.81,39.6945,-8.13057
pry,Paraguay,country,ame,1814,145126,837,53.9,374,-23.33333,-58
pse,West Bank and Gaza,country,asi,1814,165944,1223,35.6,435.07,31.5,34.46667
qat,Qatar,country,asi,1814,14092,1156,44.7,433.13,25.27932,51.52245
rou,Romania,country,eur,1814,6102014,817,47.8,371.61,46,25
rus,Russia,country,eur,1814,31226377,1454,57.9,418.74,60,100
rwa,Rwanda,country,afr,1814,931124,439,59,420.04,-2,30
sau,Saudi Arabia,country,asi,1814,2093231,854,45.2,416.16,25,45
sdn,Sudan,country,afr,1814,4075011,519,33.8,425.25,16,30
sds,South Sudan,country,afr,1814,1048177,508,33.78,490.08,7.5,30
sen,Senegal,country,afr,1814,1013146,498,45.9,512.4,14.5,-14.25
sgp,Singapore,country,asi,1814,30307,1023,41,456.05,1.28967,103.85007
slb,Solomon Islands,country,asi,1814,57121,364,45.9,504.87,-8,159
sle,Sierra Leone,country,afr,1814,796820,735,57.9,513.91,8.5,-11.5
slv,El Salvador,country,ame,1814,249562,976,51.5,461.6,13.83333,-88.91667
som,Somalia,country,afr,1814,1000260,703,50.9,451.96,6,48
srb,Serbia,country,eur,1814,2156305,1361,32.5,374,44.81892,20.45998
sur,Suriname,country,ame,1814,81014,1640,33.6,405.96,4,-56
svk,Slovak Republic,country,eur,1814,2144383,1430,34.9,363.32,48.66667,19.5
svn,Slovenia,country,eur,1814,471657,1412,27.7,360.97,46.08333,15
swe,Sweden,country,eur,1814,2480193,1414,67.5,299.37,62,15
swz,Swaziland,country,afr,1814,86000,491,58.7,413.61,-26.5,31.5
syr,Syria,country,asi,1814,1339153,1083,57.7,429.16,35,38
tcd,Chad,country,afr,1814,1432000,419,50.6,431.79,15,19
tgo,Togo,country,afr,1814,447873,684,37.8,426.55,8.66667,1.08333
tha,Thailand,country,asi,1814,4673514,933,47.4,438.46,15.5,101
tjk,Tajikistan,country,asi,1814,468689,559,47.4,369.81,39,71
tkm,Turkmenistan,country,asi,1814,368842,959,41.4,494.29,39.75,59.66667
tls,Timor-Leste,country,asi,1814,137995,536,33.3,447.42,-8.83333,125.75
tto,Trinidad and Tobago,country,ame,1814,60278,1233,44.6,405.96,11,-61
tun,Tunisia,country,afr,1814,873271,717,57.7,460.21,34,9
tur,Turkey,country,eur,1814,9991205,1224,57.7,379.99,39,35
tza,Tanzania,country,afr,1814,3024874,563,37.6,414.89,-6,35
uga,Uganda,country,afr,1814,2104737,465,41,510.9,1.25,32.5
ukr,Ukraine,country,eur,1814,11265548,776,45.6,360.97,49,32
ury,Uruguay,country,ame,1814,55799,1762,48.1,405.96,-33,-56
usa,United States,country,ame,1814,9016100,2358,66.6,458.8,39.76,-98.5
uzb,Uzbekistan,country,asi,1814,1927647,503,44.4,381.14,41.66667,63.83333
ven,Venezuela,country,ame,1814,725193,683,43.5,414.89,8,-66
vnm,Vietnam,country,asi,1814,6581025,863,40.4,417.44,16.16667,107.83333
yem,Yemen,country,asi,1814,2595253,912,57.7,540.44,15.5,47.5
zaf,South Africa,country,afr,1814,1521507,1483,35.9,398.45,-29,24
zmb,Zambia,country,afr,1814,747000,686,39.9,409.79,-14.33333,28.5
zwe,Zimbabwe,country,afr,1814,1089545,884,34.6,395.95,-19,29.75
afg,Afghanistan,country,asi,1815,3291770,604,30.5,469.98,33,66
ago,Angola,country,afr,1815,1575246,660,48.9,485.68,-12.5,18.5
alb,Albania,country,eur,1815,430711,669,41.2,375.2,41,20
are,United Arab Emirates,country,asi,1815,40153,1055,44.7,434.46,23.75,54.5
arg,Argentina,country,ame,1815,543608,1511,47.1,402.19,-34,-64
arm,Armenia,country,eur,1815,416066,515,29.1,363.99,40.25,45
aus,Australia,country,asi,1815,338041,843,41.3,390.99,-25,135
aut,Austria,country,eur,1815,3333654,1963,53.4,305.71,47.33333,13.33333
aze,Azerbaijan,country,eur,1815,885817,778,34,372.39,40.5,47.5
bdi,Burundi,country,afr,1815,904133,424,43.7,423.95,-3.5,30
bel,Belgium,country,eur,1815,3369577,2418,62.4,321.31,50.75,4.5
ben,Benin,country,afr,1815,641063,598,48,430.46,9.5,2.25
bfa,Burkina Faso,country,afr,1815,1674184,481,37.5,454.69,12.5,-1.66667
bgd,Bangladesh,country,asi,1815,19838164,875,41.8,507.88,24,90
bgr,Bulgaria,country,eur,1815,2137144,1091,47.8,362.15,42.66667,25.25
bhr,Bahrain,country,asi,1815,64474,1317,44.5,439.79,26.03333,50.55
bih,Bosnia and Herzegovina,country,eur,1815,857224,670,29.5,378.8,44.25,17.83333
blr,Belarus,country,eur,1815,2370748,613,57.9,365.67,53,28
bol,Bolivia,country,ame,1815,1105905,856,36.9,404.69,-17,-65
bra,Brazil,country,ame,1815,4298619,1111,40.1,417.44,-10,-55
btn,Bhutan,country,asi,1815,90302,631,47,457.6,27.5,90.5
bwa,Botswana,country,afr,1815,121000,398,35.6,397.2,-22,24
caf,Central African Republic,country,afr,1815,481093,425,45.2,443.79,7,21
can,Canada,country,ame,1815,786931,1445,45.1,333.47,60.10867,-113.64258
che,Switzerland,country,eur,1815,1947419,2707,41.7,344.77,47.00016,8.01427
chl,Chile,country,ame,1815,784503,1029,47.1,417.44,-33.45694,-70.64827
chn,China,country,asi,1815,365310269,985,44.2,417.44,35,105
civ,Cote d'Ivoire,country,afr,1815,1093873,863,38.1,427.86,8,-5.5
cmr,Cameroon,country,afr,1815,1864018,627,56.2,460.21,6,12.5
cod,Congo, Dem. Rep.,country,afr,1815,5188472,515,42.1,422.65,-2.5,23.5
cog,Congo, Rep.,country,afr,1815,316117,600,51.1,408.51,-1,15.5
col,Colombia,country,ame,1815,1221963,965,58.9,417.44,4,-73.25
com,Comoros,country,afr,1815,56667,707,36.3,416.16,-12.23333,44.44553
cpv,Cape Verde,country,afr,1815,56078,530,50.1,394.71,16,-24
cri,Costa Rica,country,ame,1815,60254,777,48.9,441.12,10,-84
cub,Cuba,country,ame,1815,536699,1028,37.3,388.54,22,-79.5
cyp,Cyprus,country,eur,1815,184689,855,31.3,339.12,35,33
cze,Czech Republic,country,eur,1815,5530863,1920,34.9,379.99,49.75,15
deu,Germany,country,eur,1815,24568091,1822,53,340.25,51.5,10.5
dji,Djibouti,country,afr,1815,22975,789,42.2,445.15,11.58901,43.14503
dnk,Denmark,country,eur,1815,1137947,2070,61,363.32,56,10
dom,Dominican Republic,country,ame,1815,90081,668,41.1,445.15,19,-70.66667
dza,Algeria,country,afr,1815,2648205,730,57.7,460.21,28,3
ecu,Ecuador,country,ame,1815,506010,530,39.5,405.96,-1.25,-78.25
egy,Egypt,country,afr,1815,4239817,793,57.7,404.69,27,30
eri,Eritrea,country,afr,1815,206992,533,45.6,441.12,15,39
esp,Spain,country,eur,1815,12072359,1521,38,450.6,40,-4
est,Estonia,country,eur,1815,336362,954,48.9,362.15,59,26
eth,Ethiopia,country,afr,1815,2979469,524,47.5,447.88,9,39.5
fin,Finland,country,eur,1815,1123822,1278,50.6,370.41,64,26
fji,Fiji,country,asi,1815,133767,787,47.3,498.88,-18,178
fra,France,country,eur,1815,30856458,1857,59,282.37,46,2
gab,Gabon,country,afr,1815,159186,391,45.9,435.79,-1,11.75
gbr,United Kingdom,country,eur,1815,15119712,3589,59.3,310.45,54.75844,-2.69531
geo,Georgia,country,eur,1815,1079312,544,29.7,384.54,41.99998,43.4999
gha,Ghana,country,afr,1815,2009060,704,58.4,471.38,8.1,-1.2
gin,Guinea,country,afr,1815,990253,451,32.7,447.88,10.83333,-10.66667
gmb,Gambia,country,afr,1815,103830,820,45.3,460.21,13.5,-15.5
gnb,Guinea-Bissau,country,afr,1815,219217,779,49.8,417.44,12,-15
gnq,Equatorial Guinea,country,afr,1815,80569,363,46.1,446.51,1.7,10.5
grc,Greece,country,eur,1815,2280576,1407,49.9,360.97,39,22
gtm,Guatemala,country,ame,1815,558851,859,35.3,503.36,14.64072,-90.51327
guy,Guyana,country,ame,1815,166861,1217,38.2,429.16,5,-59
hnd,Honduras,country,ame,1815,136732,676,58.8,393.46,15,-86.5
hti,Haiti,country,ame,1815,727554,635,42.1,486.24,19,-72.41667
hun,Hungary,country,eur,1815,3975693,1252,47.4,368.01,47,20
idn,Indonesia,country,asi,1815,16824830,997,51.7,443.79,-5,120
ind,India,country,asi,1815,173876158,1051,32.8,509.39,22,79
irl,Ireland,country,eur,1815,4795187,1450,44.6,348.22,53,-8
irn,Iran,country,asi,1815,6499707,979,57.7,506.38,32,53
irq,Iraq,country,asi,1815,1094222,972,57.7,427.86,33,44
isr,Israel,country,asi,1815,209954,881,44.9,447.85,31.5,34.75
ita,Italy,country,eur,1815,19876329,2330,60.5,454.69,42.83333,12.83333
jam,Jamaica,country,ame,1815,400952,1173,39.1,389.77,18.16667,-77.25
jor,Jordan,country,asi,1815,217636,978,39.7,421.34,31,36
jpn,Japan,country,asi,1815,30820751,1072,53.2,363.32,35.68536,139.75309
kaz,Kazakhstan,country,asi,1815,2054844,1160,43.3,497.41,48,68
ken,Kenya,country,afr,1815,2574000,895,46.3,507.88,1,38
kgz,Kyrgyz Republic,country,asi,1815,533864,509,46,381.63,41.5,75
khm,Cambodia,country,asi,1815,2093387,905,39.8,379.99,13,105
kor,South Korea,country,asi,1815,9398547,567,32.1,503.36,36.5,127.75
kwt,Kuwait,country,asi,1815,81280,1161,44.7,500.35,29.36972,47.97833
lao,Lao,country,asi,1815,473239,866,38.4,418.74,18,105
lbn,Lebanon,country,asi,1815,333732,1095,57.7,447.88,33.83333,35.83333
lbr,Liberia,country,afr,1815,315409,799,39.5,429.16,6.5,-9.5
lby,Libya,country,afr,1815,538064,1052,44.5,404.69,28,17
lka,Sri Lanka,country,asi,1815,1231077,900,48,409.79,7.75,80.75
lso,Lesotho,country,afr,1815,277865,396,55.3,407.24,-29.5,28.25
ltu,Lithuania,country,eur,1815,783846,1293,48.9,458.81,55.41667,24
lux,Luxembourg,country,eur,1815,127628,1456,28.2,357.45,49.61167,6.13
lva,Latvia,country,eur,1815,594528,764,48.9,404.69,57,25
mar,Morocco,country,afr,1815,2648205,716,57.7,403.44,32,-6
mda,Moldova,country,eur,1815,717294,622,47.8,385.89,47.25,28.58333
mdg,Madagascar,country,afr,1815,1650499,574,41,437.13,-20,47
mex,Mexico,country,ame,1815,6493353,1382,40.1,487.15,19.42847,-99.12766
mkd,Macedonia, FYR,country,eur,1815,394368,692,32.5,394.53,41.66667,21.75
mli,Mali,country,afr,1815,1412772,604,47.2,494.48,18,-2
mmr,Myanmar,country,asi,1815,3515640,842,30.5,433.13,21,96
mne,Montenegro,country,eur,1815,127393,1060,32.2,375.2,42.75,19.25
mng,Mongolia,country,asi,1815,619676,593,35.7,420.04,46,105
moz,Mozambique,country,afr,1815,2076221,394,45.2,439.79,-18.25,35
mrt,Mauritania,country,afr,1815,383842,529,49.2,417.44,20.25,-10.5
mus,Mauritius,country,afr,1815,87045,942,39,427.86,-20.3,57.58333
mwi,Malawi,country,afr,1815,737000,351,45.7,439.79,-13.5,34
mys,Malaysia,country,asi,1815,291353,1000,25.3,435.79,2.5,112.5
nam,Namibia,country,afr,1815,229000,541,52.6,412.34,-22,17
ner,Niger,country,afr,1815,1249570,447,43.3,433.13,18,9
nga,Nigeria,country,afr,1815,12138078,874,54.9,438.46,10,8
nic,Nicaragua,country,ame,1815,221959,975,54.3,509.39,13,-85
nld,Netherlands,country,eur,1815,2335297,3945,56.3,323.5,52.25,5.75
nor,Norway,country,eur,1815,950579,1309,43.7,335.73,62,10
npl,Nepal,country,asi,1815,3891659,656,41,407.24,28,84
nzl,New Zealand,country,asi,1815,100000,660,38.2,390.99,-42,174
omn,Oman,country,asi,1815,318654,918,44.9,413.61,21,57
pak,Pakistan,country,asi,1815,13531140,1019,28.7,501.85,30,70
pan,Panama,country,ame,1815,79886,849,56.3,405.96,8.9936,-79.51973
per,Peru,country,ame,1815,1329644,1206,57.4,371.61,-10,-75.25
phl,Philippines,country,asi,1815,1917971,964,32.5,431.79,13,122
png,Papua New Guinea,country,asi,1815,758320,547,25.8,423.95,-6,147
pol,Poland,country,eur,1815,10213606,1284,34.5,369.21,52,20
prk,North Korea,country,asi,1815,4347330,570,45.8,500.35,40,127
prt,Portugal,country,eur,1815,3233802,1688,55.1,372.81,39.6945,-8.13057
pry,Paraguay,country,ame,1815,146221,837,53.8,374,-23.33333,-58
pse,West Bank and Gaza,country,asi,1815,165944,1223,35.8,435.06,31.5,34.46667
qat,Qatar,country,asi,1815,14092,1161,44.7,433.13,25.27932,51.52245
rou,Romania,country,eur,1815,6149410,817,47.8,371.61,46,25
rus,Russia,country,eur,1815,31296006,1456,57.9,418.74,60,100
rwa,Rwanda,country,afr,1815,932510,439,59,420.04,-2,30
sau,Saudi Arabia,country,asi,1815,2094349,855,45.2,416.16,25,45
sdn,Sudan,country,afr,1815,4083486,519,33.8,425.25,16,30
sds,South Sudan,country,afr,1815,1050357,508,33.78,490.08,7.5,30
sen,Senegal,country,afr,1815,1014787,498,45.9,512.4,14.5,-14.25
sgp,Singapore,country,asi,1815,30463,1024,41,456.05,1.28967,103.85007
slb,Solomon Islands,country,asi,1815,57183,364,46,504.87,-8,159
sle,Sierra Leone,country,afr,1815,798107,736,57.7,513.91,8.5,-11.5
slv,El Salvador,country,ame,1815,250354,977,51.4,461.6,13.83333,-88.91667
som,Somalia,country,afr,1815,1002105,704,50.9,451.96,6,48
srb,Serbia,country,eur,1815,2160899,1361,32.5,374,44.81892,20.45998
sur,Suriname,country,ame,1815,81162,1640,33.7,405.96,4,-56
svk,Slovak Republic,country,eur,1815,2146256,1430,34.9,363.32,48.66667,19.5
svn,Slovenia,country,eur,1815,472662,1412,27.7,360.97,46.08333,15
swe,Sweden,country,eur,1815,2496182,1464,67.5,274.63,62,15
swz,Swaziland,country,afr,1815,86000,491,58.6,413.61,-26.5,31.5
syr,Syria,country,asi,1815,1340234,1083,57.7,429.16,35,38
tcd,Chad,country,afr,1815,1432000,419,50.6,431.79,15,19
tgo,Togo,country,afr,1815,448826,684,37.8,426.55,8.66667,1.08333
tha,Thailand,country,asi,1815,4677787,934,47.4,438.46,15.5,101
tjk,Tajikistan,country,asi,1815,469728,559,47.4,368.99,39,71
tkm,Turkmenistan,country,asi,1815,369664,960,41.4,494.03,39.75,59.66667
tls,Timor-Leste,country,asi,1815,138366,537,33.5,447.57,-8.83333,125.75
tto,Trinidad and Tobago,country,ame,1815,60418,1233,44.6,405.96,11,-61
tun,Tunisia,country,afr,1815,875017,717,57.7,460.21,34,9
tur,Turkey,country,eur,1815,10010306,1224,57.7,379.99,39,35
tza,Tanzania,country,afr,1815,3027437,563,37.6,414.89,-6,35
uga,Uganda,country,afr,1815,2106413,465,41,510.9,1.25,32.5
ukr,Ukraine,country,eur,1815,11290810,777,45.6,360.97,49,32
ury,Uruguay,country,ame,1815,56210,1762,48.1,405.96,-33,-56
usa,United States,country,ame,1815,9218879,2349,66.6,458.27,39.76,-98.5
uzb,Uzbekistan,country,asi,1815,1931930,503,44.4,381.12,41.66667,63.83333
ven,Venezuela,country,ame,1815,728864,683,43.5,414.89,8,-66
vnm,Vietnam,country,asi,1815,6596181,863,40.4,417.44,16.16667,107.83333
yem,Yemen,country,asi,1815,2596382,915,57.7,540.44,15.5,47.5
zaf,South Africa,country,afr,1815,1529455,1483,35.9,398.45,-29,24
zmb,Zambia,country,afr,1815,747000,688,39.9,409.79,-14.33333,28.5
zwe,Zimbabwe,country,afr,1815,1091424,885,34.6,395.95,-19,29.75
afg,Afghanistan,country,asi,1816,3296506,604,30.5,471.38,33,66
ago,Angola,country,afr,1816,1578561,662,48.9,485.68,-12.5,18.5
alb,Albania,country,eur,1816,432235,669,41.2,375.2,41,20
are,United Arab Emirates,country,asi,1816,40153,1059,44.7,434.46,23.75,54.5
arg,Argentina,country,ame,1816,547562,1511,47.1,402.19,-34,-64
arm,Armenia,country,eur,1816,417173,515,29.1,363.51,40.25,45
aus,Australia,country,asi,1816,337247,845,41.3,390.99,-25,135
aut,Austria,country,eur,1816,3344288,1971,53.4,289.32,47.33333,13.33333
aze,Azerbaijan,country,eur,1816,888186,778,34.2,371.63,40.5,47.5
bdi,Burundi,country,afr,1816,906166,424,43.7,423.95,-3.5,30
bel,Belgium,country,eur,1816,3389119,2418,62.4,321.31,50.75,4.5
ben,Benin,country,afr,1816,642886,598,48,430.46,9.5,2.25
bfa,Burkina Faso,country,afr,1816,1677719,481,37.5,454.69,12.5,-1.66667
bgd,Bangladesh,country,asi,1816,19890424,875,41.8,507.88,24,90
bgr,Bulgaria,country,eur,1816,2147001,1092,47.8,362.15,42.66667,25.25
bhr,Bahrain,country,asi,1816,64474,1323,44.4,439.79,26.03333,50.55
bih,Bosnia and Herzegovina,country,eur,1816,859414,670,29.7,378.8,44.25,17.83333
blr,Belarus,country,eur,1816,2377082,613,57.9,365.67,53,28
bol,Bolivia,country,ame,1816,1108288,856,36.9,404.69,-17,-65
bra,Brazil,country,ame,1816,4351710,1111,40.1,417.44,-10,-55
btn,Bhutan,country,asi,1816,90427,631,47,457.22,27.5,90.5
bwa,Botswana,country,afr,1816,121000,398,35.6,397.2,-22,24
caf,Central African Republic,country,afr,1816,481756,425,45.2,443.79,7,21
can,Canada,country,ame,1816,802548,1454,45.1,333.47,60.10867,-113.64258
che,Switzerland,country,eur,1816,1956429,2708,41.7,344.77,47.00016,8.01427
chl,Chile,country,ame,1816,789855,1029,47.1,417.44,-33.45694,-70.64827
chn,China,country,asi,1816,368261821,985,44.2,417.44,35,105
civ,Cote d'Ivoire,country,afr,1816,1096027,866,38.1,427.86,8,-5.5
cmr,Cameroon,country,afr,1816,1865610,628,56.2,460.21,6,12.5
cod,Congo, Dem. Rep.,country,afr,1816,5198410,518,42.1,422.65,-2.5,23.5
cog,Congo, Rep.,country,afr,1816,316783,601,51.1,408.51,-1,15.5
col,Colombia,country,ame,1816,1228485,965,58.9,417.44,4,-73.25
com,Comoros,country,afr,1816,56796,707,36.3,416.16,-12.23333,44.44553
cpv,Cape Verde,country,afr,1816,56224,530,50.1,394.71,16,-24
cri,Costa Rica,country,ame,1816,60827,777,48.8,441.12,10,-84
cub,Cuba,country,ame,1816,550440,1040,37.4,387.32,22,-79.5
cyp,Cyprus,country,eur,1816,184709,855,31.5,339.12,35,33
cze,Czech Republic,country,eur,1816,5536694,1920,34.9,379.99,49.75,15
deu,Germany,country,eur,1816,24738969,1834,53,340.25,51.5,10.5
dji,Djibouti,country,afr,1816,23026,791,42.3,445.15,11.58901,43.14503
dnk,Denmark,country,eur,1816,1145474,2073,61,362.15,56,10
dom,Dominican Republic,country,ame,1816,90522,669,41.2,445.15,19,-70.66667
dza,Algeria,country,afr,1816,2660224,731,57.7,460.21,28,3
ecu,Ecuador,country,ame,1816,508460,530,39.6,405.96,-1.25,-78.25
egy,Egypt,country,afr,1816,4250891,793,57.7,404.69,27,30
eri,Eritrea,country,afr,1816,207797,533,45.7,441.12,15,39
esp,Spain,country,eur,1816,12119484,1521,38,450.6,40,-4
est,Estonia,country,eur,1816,337263,956,48.9,362.15,59,26
eth,Ethiopia,country,afr,1816,2991864,524,47.5,447.88,9,39.5
fin,Finland,country,eur,1816,1135520,1281,50.6,368.01,64,26
fji,Fiji,country,asi,1816,133985,787,47.3,498.88,-18,178
fra,France,country,eur,1816,30985993,1861,59,273.21,46,2
gab,Gabon,country,afr,1816,159574,391,45.9,435.79,-1,11.75
gbr,United Kingdom,country,eur,1816,15333999,3345,59.3,311.52,54.75844,-2.69531
geo,Georgia,country,eur,1816,1082197,544,29.7,383.73,41.99998,43.4999
gha,Ghana,country,afr,1816,2006286,705,58.4,471.38,8.1,-1.2
gin,Guinea,country,afr,1816,992797,451,32.7,447.88,10.83333,-10.66667
gmb,Gambia,country,afr,1816,104054,821,45.3,460.21,13.5,-15.5
gnb,Guinea-Bissau,country,afr,1816,219640,779,49.8,417.44,12,-15
gnq,Equatorial Guinea,country,afr,1816,80646,363,46.2,446.51,1.7,10.5
grc,Greece,country,eur,1816,2292610,1410,49.9,360.97,39,22
gtm,Guatemala,country,ame,1816,565959,859,35.3,503.36,14.64072,-90.51327
guy,Guyana,country,ame,1816,167195,1217,38.2,429.16,5,-59
hnd,Honduras,country,ame,1816,138270,676,58.6,393.46,15,-86.5
hti,Haiti,country,ame,1816,729394,635,42.1,486.23,19,-72.41667
hun,Hungary,country,eur,1816,4008094,1252,47.4,368.01,47,20
idn,Indonesia,country,asi,1816,16897041,997,51.7,443.79,-5,120
ind,India,country,asi,1816,174312560,1051,32.8,509.39,22,79
irl,Ireland,country,eur,1816,4846351,1450,44.6,348.22,53,-8
irn,Iran,country,asi,1816,6519608,979,57.7,506.38,32,53
irq,Iraq,country,asi,1816,1097150,972,57.7,427.86,33,44
isr,Israel,country,asi,1816,209954,882,44.9,447.84,31.5,34.75
ita,Italy,country,eur,1816,19962810,2294,60.5,454.69,42.83333,12.83333
jam,Jamaica,country,ame,1816,400933,1173,39.1,389.77,18.16667,-77.25
jor,Jordan,country,asi,1816,217891,979,39.8,421.34,31,36
jpn,Japan,country,asi,1816,30855427,1073,53.2,363.32,35.68536,139.75309
kaz,Kazakhstan,country,asi,1816,2060327,1162,43.3,497.41,48,68
ken,Kenya,country,afr,1816,2574000,897,46.3,507.88,1,38
kgz,Kyrgyz Republic,country,asi,1816,535287,509,46,381.56,41.5,75
khm,Cambodia,country,asi,1816,2094746,906,39.9,379.99,13,105
kor,South Korea,country,asi,1816,9399966,566,32.1,503.36,36.5,127.75
kwt,Kuwait,country,asi,1816,81280,1165,44.6,500.35,29.36972,47.97833
lao,Lao,country,asi,1816,474548,867,38.4,418.74,18,105
lbn,Lebanon,country,asi,1816,334430,1096,57.7,447.88,33.83333,35.83333
lbr,Liberia,country,afr,1816,316162,799,39.6,429.16,6.5,-9.5
lby,Libya,country,afr,1816,539076,1052,44.4,404.69,28,17
lka,Sri Lanka,country,asi,1816,1238481,900,48,409.79,7.75,80.75
